Hybridization REF	TCGA-A7-A0CE-11A-21R-A089-07
RPL26	0.939
GNL3L	-1.48983333333333
FMR1NB	0.103333333333333
CD163	7.5175
SGPP2	1.015
GIMAP2	2.015
CD37	0.100666666666667
DPT	4.844
NBLA00301	2.44075
RGS5	3.12233333333333
C9orf4	-0.669
ACTL8	-4.91716666666667
PRKAR2B	-0.2735
OPLAH	-0.162166666666667
C20orf134	0.3795
SPACA5	0.56925
TBL1X	-1.348
TSPYL3	0.6195
CHCHD3	-0.96675
CRKRS	-0.468166666666667
GPR65	5.1625
DFFA	-0.709625
FUT1	0.54725
C6orf204	0.485166666666667
TMEM51	-0.09925
ZNF580	-0.91475
CMTM2	0.17075
C20orf200	-0.5185
EZH1	0.312833333333333
FDX1L	-1.1245
MRPL32	-0.35225
PCAF	0.1653
ALOX15B	2.36566666666667
CD59	2.10466666666667
CDK9	-0.134625
ERP29	0.233166666666667
TTR	-6.9305
BCMO1	0.392
DDIT4	-0.205
PTGDS	4.18725
C3orf63	0.345833333333333
BST2	1.235125
CYP1A2	-0.288333333333333
C5orf25	-0.32375
STX1A	-1.61776470588235
OR2A12	0.169
SH3BP5L	-0.811
SERINC5	-0.80075
USP6	-0.2949
MRPL3	-0.0881666666666667
POMP	-1.223375
INPP4B	1.14475
GMPPB	-0.47775
EAPP	0.94325
AHSA1	-0.4645
ABCA11	1.1855
SLC5A6	-0.607166666666667
HIVEP2	0.78325
SUMO2	0.7785
KIAA1822L	-1.6765
C11orf67	0.416
TXK	0.739
PHCA	1.359875
ICAM4	-2.80716666666667
FPGS	-1.05966666666667
SNRPA1	-1.25925
KCNJ4	-1.293
KIF6	0.7203
HIST1H2BG	-2.37266666666667
SLC5A5	0.19475
ZNF354B	0.565666666666667
IL12RB2	1.554
C11orf76	-0.935333333333333
GAL3ST2	-0.01
AIFM2	-0.2655
SYNC1	0.108875
UBL3	1.027125
PIK3CG	-0.679833333333333
NLN	-0.7363
BCORL1	0.18775
CD5L	0.3085
ZNF238	1.82066666666667
KIAA1394	-0.85625
C16orf55	-1.0352
CYP3A7	-1.4305
KRTAP3-1	-2.554
TFDP1	-0.426666666666667
MND1	-4.75225
NODAL	-0.108833333333333
GTPBP4	-1.1125
TUBGCP2	-0.25275
SLITRK5	-0.2825
CIC	0.04975
CD79A	0.6885
SAMD14	-0.678333333333333
TNPO3	-0.945
OR10G3	1.59
OR10G8	0.1775
CCDC111	0.9055
HOXC9	-0.039
DCUN1D1	1.05816666666667
CYB5R1	1.40525
TSR2	-0.37625
DAB2IP	1.1276
SLC6A5	-0.016
RAB3D	0.67175
DCUN1D4	-0.5575
ERBB3	0.451
SDC1	0.325583333333333
ATP6V1H	0.373333333333333
SYK	1.218
ST20	-0.7695
C13orf30	-0.5645
WDR40A	0.65
ADMR	-0.01
LOC388335	3.628
ACSM1	1.3845
TDG	-0.510166666666667
FLJ11235	-0.5725
MRPS5	-0.794833333333333
AGPAT2	-1.08116666666667
SLC12A1	0.6955
CYP27A1	-0.6045
THAP7	-2.19575
XPO1	-0.881833333333333
ALMS1L	0.315333333333333
C1orf2	-0.666
ZNF777	-0.197166666666667
CAMK2A	-0.303833333333333
SMC1B	0.845625
IHPK2	0.498666666666667
LEMD1	-0.947
NKD2	-1.5775
CLU	1.29357142857143
ARMETL1	1.196
PABPC4	-0.536
CXCL12	4.389
TFAP2C	2.4873
TTTY8	0.343
ABCB10	-0.5883
ENDOD1	1.331
IDI1	-0.6875
KCTD6	0.294666666666667
CCDC105	-0.454
ULBP2	-1.837
ZDHHC5	0.3505
WNT8A	-0.947
COMMD10	0.33475
KLHL12	0.139875
GPR50	-0.233
NR5A2	0.6165
OXGR1	4.27883333333333
EHD3	1.55875
CAPRIN2	0.04475
KLRC3	-2.669
SF3B1	0.355714285714286
IPO7	-2.18775
ALDH1A1	1.194
ANKRD5	0.77775
TSNARE1	0.0575
DDEFL1	1.0565
RNASEL	1.96733333333333
DNAH9	0.5815
HELLS	-2.03025
TNS4	3.956
NAV1	-0.8294
KIAA1409	-0.063
C20orf26	2.59233333333333
TUBG1	-2.3445
IRX2	3.8055
CNGA4	-0.387
MGC50559	1.622
OR4K17	0.013
TM2D2	0.506333333333333
FAM32A	-0.08
TXNDC14	-0.1655
CCBL1	-1.993
ANK1	-0.3037
PRSS23	0.078125
PPM1L	-0.5765
SPATA20	-1.07625
APCS	-0.899
C14orf122	-1.52033333333333
PSMB5	-0.640875
C6orf10	0.152888888888889
SETDB2	0.852333333333333
SPNS3	-1.07575
SGMS2	0.705833333333333
MXD3	-2.5175
MON2	0.5059
CARTPT	1.4985
HNF4A	-1.48316666666667
RABEP1	1.20115
TNFRSF10B	-0.726
USH1G	-0.456
PPAP2B	1.34333333333333
TMEM16K	-0.3685
CTDSP1	0.997333333333333
CDK5R1	-0.451166666666667
GABRR1	0.0615
OPN1LW	-0.14
FAM98C	-0.0975
DBN1	-0.375
ACAD10	-1.22175
QTRTD1	-0.08675
WNK3	0.220333333333333
RPS19	-0.648625
C1QB	3.631125
OTUD5	-0.846375
SLC41A2	1.42316666666667
TMEM22	-0.428833333333333
KHSRP	-1.12333333333333
TNFRSF11A	-0.518833333333333
FBL	-0.2215
IBTK	0.526166666666667
OXER1	-0.2095
CBLN4	2.121875
GPR172B	0.757166666666667
CFTR	2.4245
VSX1	2.8285
CAMK1D	-0.15275
LOXL3	-2.402
RTP4	1.743
SLFNL1	-0.044
KIAA0828	-0.1465
PAR5	-0.8095
LOC723972	-1.07175
GDI2	0.7605
CEBPA	-1.3973
MLF2	-1.02333333333333
AFMID	-0.00975
ALOX12B	-0.15875
BPHL	0.192625
COX5B	-0.60975
S100A10	-0.6198
THOC6	-0.67275
NHN1	-1.23875
RRP12	-1.27033333333333
ARID3B	-2.03325
CD3G	-2.06
KIAA0133	-0.34975
NAT11	-1.16783333333333
PPAT	-1.682
SIRT3	0.8057
TCERG1L	-2.15775
NIPA1	0.0629
DPP8	0.4836
IL7R	2.3925
ZFP64	0.263166666666667
DMAP1	-0.6865
TRMT12	0.79675
TLR4	2.7001
WFIKKN2	0.77675
RAB12	0.609666666666667
DDX51	-0.8705
KIAA1086	-3.0055
ZNF295	0.2235
ACVR2B	-2.27421428571429
LOC494150	-1.668375
ZNF517	0.037
DNASE1L2	-2.52266666666667
SUFU	0.32425
LOC283677	0.859
LMO3	0.782833333333333
PPP2R5D	-0.568333333333333
ZNF587	-0.2931
HIST4H4	0.0335
CYP2C8	0.91625
C1orf80	1.128
DOCK5	-1.39533333333333
C9orf24	0.2305
OR5AR1	-0.128
C11orf24	-0.857
UNQ1940	-0.66575
CAP2	0.896
TIMM44	-1.9885
DSEL	0.2221
ROM1	0.82275
FBXO4	1.563875
MYLC2PL	-2.4055
MLH3	0.6132
NOX1	0.207166666666667
DPEP2	1.45425
DNAJB5	0.82
RLTPR	-0.1655
MBIP	1.00333333333333
COPB1	0.139
SFTPA1B	-0.1465
C10orf4	0.8473
PRELID1	-2.1845
NOLA1	-0.18
C19orf24	-1.71975
TLR9	-2.4685
HLA-DMA	2.43591666666667
HCRP1	-1.4895
GPR137	-0.939833333333333
ITGA11	-0.258333333333333
PHF13	0.266333333333333
MARK4	-0.116333333333333
METTL4	-0.11475
MBD3	-1.3639
LOC134145	0.59125
FGF3	0.1225
SLC35A3	0.62225
CLEC16A	0.20875
AMOTL1	-0.477583333333333
FLJ31438	0.26575
PAICS	-1.667125
TOMM40L	0.103333333333333
MMD	-0.19075
KLK10	2.6464
NIT2	-0.4305
SERPINB10	0.27825
KLF15	0.8362
CCDC5	-0.453
WSB2	0.757
ME3	1.7305
CACYBP	-0.8675
TCTN2	0.7275
JAK1	1.2005
C2orf25	-0.02725
GPD2	1.68475
FBXL11	0.500833333333333
CDV3	-0.601
GALNT11	1.07775
NDUFA12L	-1.1802
FLOT1	-1.07885714285714
TOR1AIP2	0.66675
MMP25	1.3605
C1orf164	0.0765
CHST5	-0.01975
LYRM4	-0.6253
GPER	-0.433
HIPK2	1.05866666666667
DAP	-0.1723
ZMIZ1	0.916833333333333
DDX58	2.43775
DCC1	-2.078
AKT1	-1.167375
ENPP6	2.98516666666667
ERVWE1	-0.583333333333333
CDC34	-2.06275
RNF125	1.251
CASC1	4.2415
SHROOM2	-0.49475
RRM2B	0.595
COL6A3	1.679125
TMEFF1	-1.39425
PLEKHA4	2.1249
LYSMD1	1.361
SEPT1	-1.33683333333333
AOF1	0.03725
GNPAT	-0.0865
WDR18	-1.718
HSD17B12	-0.388
HIST1H2BM	-1.44616666666667
INDOL1	0.775833333333333
SUDS3	0.715
C1orf192	0.1805
CYP2B6	-0.5855
TBC1D2	1.42033333333333
SLC25A12	0.928375
ERCC6L	-3.00233333333333
MGC10814	-0.9975
POLR2C	-1.03233333333333
ZNF77	0.513666666666667
EIF3K	0.1591
HPX	3.27725
ANKRD27	0.0975
MALAT1	-1.123375
PLB1	2.69416666666667
HRNBP3	-1.663
CPSF4	-0.6435
OR52N2	0.504
PIP5KL1	-0.41125
GH1	0.1965
HPS5	0.92025
SLFN5	1.201625
POP5	-0.510333333333333
OVOS2	-1.87783333333333
C20orf108	0.38975
MARS	-1.475
CLRN3	2.54216666666667
ARSE	-1.2215
PPIE	0.1935
PHACS	0.309833333333333
GP5	-0.315
IL8RB	1.26633333333333
FCRLA	-1.76775
ARRDC1	-1.1095
KRTAP9-4	0.487
ZNF613	1.3005
OR11A1	-0.192
TMEM132B	-2.912625
PGLS	-1.06475
BSND	-2.764
KCNK18	0.0415
FOXD4	-0.23575
SV2C	1.48675
LCN2	1.57883333333333
ZNF490	0.9525
C3orf15	3.2597
CACNA2D4	-1.009
CBX5	-2.23425
MAGEB4	0.11175
BOLA1	-0.231
PPP2R5E	0.01575
COL5A1	0.184833333333333
ASB7	-0.0151666666666667
SFT2D1	0.095375
DERL1	-0.347
RABL2A	0.826666666666667
MOAP1	0.8095
KIAA1545	-1.53433333333333
F3	3.615
PLEKHM2	-1.35825
CCDC89	2.49783333333333
EFCAB1	4.799375
TMEM48	-1.88825
SEPHS2	-0.54825
PYGM	-0.01925
PRICKLE1	1.4475
WNT5B	0.903
TAS2R38	-0.3135
IMP5	0.518
KHDRBS1	0.00190000000000001
LARS2	-0.7875
C3orf28	-1.561
FTCD	-4.77825
C10orf68	1.47783333333333
DGAT2L3	0.53
PSEN1	0.557083333333333
MGC33657	-0.05175
PLA2G4B	0.714833333333333
CDKN2A	-2.27541666666667
DLX1	-2.78275
TSHB	-0.6095
C18orf37	0.324
MEX3C	1.29625
MAMDC2	4.38925
PDIA4	-0.507166666666667
ATP5E	-0.6775
CASP2	-0.521642857142857
SERBP1	0.524269230769231
ZNF341	-0.473
TESC	-0.5425
TMEM31	-0.14225
OR51I2	1.011
YTHDC1	1.22878571428571
JUN	1.2915
AGMAT	-3.55816666666667
PCNXL2	0.27525
ATAD5	-2.7755
STK38	0.107875
AZI1	-1.23375
RBP1	0.7915
C4orf26	-1.077
KIAA1026	0.36075
TMEM101	0.542
HSFX1	-0.03
TREX1	-0.80725
C18orf10	-0.6937
TRIM15	-3.70575
CA6	1.82775
CEP57	-0.238
AR	3.745
SESN2	-1.26483333333333
KIF3C	0.310125
EPB41L5	1.188625
ARHGEF10	0.143681818181818
POLR3D	-0.696625
INDO	-0.496666666666667
GABRA3	-0.583
SCG5	0.4352
E2F3	-0.8632
TIGD5	-1.1485
FGD6	0.831666666666667
KLHL3	1.177125
SCGB3A2	-1.2265
URP2	-0.451833333333333
ATP6V1B1	1.3183
CALML6	-1.167
LOC100049076	-0.8105
TMF1	0.461
LOC388503	-0.70425
CDH5	3.4285
RPS6KC1	0.1225
DAAM1	1.1912
TNFRSF10D	-0.49825
GSTT1	-3.6228
INPP5A	0.652
TRAF3IP1	1.349
SMARCE1	0.8445
VRK1	-0.953
TTC16	-0.43725
AARS	-1.109
ARHGAP27	-0.462333333333333
ZAK	1.20235714285714
ACSM2B	-2.227
TRAP1	-2.092
MRPL53	-0.55275
RNF44	-0.57475
NPTXR	-0.014
DPYSL3	0.879166666666667
APP	-0.0576
GLS2	0.131833333333333
MNX1	-3.42683333333333
CMTM7	1.3
OR10A7	-0.2825
NYD-SP21	3.86983333333333
ORC5L	-0.58375
SLC16A10	-1.38
TMEM178	3.3705
LOC441601	-5.56275
PTGIS	3.65975
KBTBD7	1.775
C19orf41	-0.0875
CEACAM3	0.932666666666667
KRT23	3.3555
SERHL	3.115
PNKD	-0.7988125
UBC	0.72625
ATRN	-0.124125
HAPLN1	-2.4485
RANGAP1	-1.37275
C10orf26	1.34516666666667
KCNA7	-0.25025
SRY	-1.686
LOC376693	-0.45125
HIST1H2BF	-1.457
CDCA8	-3.7305
MLC1	-1.38625
TNIP3	0.5455
OR4D1	0.144
IFT52	1.26166666666667
GOLT1A	0.0211666666666667
UTP20	-0.57525
RP3-402G11.5	-1.224875
PRSS33	-1.75
PMPCA	-1.67575
APOB48R	1.16066666666667
GLTP	0.30275
MPL	1.615
C9orf78	0.38
ADAM12	0.520875
CSPG4	-2.3885
LOC144305	-1.049
KRTAP4-10	-1.5839
PAK1	0.312
ADCY7	-0.5612
TAS2R43	-0.774
FRAS1	0.210428571428571
PPP1R14A	-0.0613333333333333
OR2B6	-1.39275
ATP13A1	-1.32566666666667
SIDT1	2.07675
C1RL	2.76883333333333
PRKRA	0.4635
TLN1	0.0305
RP11-50D16.3	0.37225
MITF	-1.80025
GYS1	-1.69375
LYG1	-0.610833333333333
NSMCE4A	0.2125
DNAI1	0.05125
HOXD11	-1.2855
FNBP1L	1.2552
DHX35	-0.1085
LCE3E	-0.181142857142857
SLC33A1	1.007
DCLK3	1.112
TRIM33	-0.5395
TMCC3	2.36416666666667
FBXO42	0.209
C1orf27	0.4409
C17orf50	0.5815
RNF14	1.31516666666667
SLC4A8	0.18025
RAB3IP	0.5146
COX6C	-0.977714285714286
PCSK1	-2.066
SLC13A1	0.455625
ARF6	0.913
KIAA1009	0.912125
HOXA13	-2.1485
HMGN1	0.295875
CXADR	1.29541666666667
MGC14436	-0.1315
UTF1	-1.26
TSC22D1	2.2089
BZRAP1	1.894
PUF60	-0.42975
SHC1	-0.612375
HOOK3	1.0935
LIMS2	2.81966666666667
BAHCC1	-0.190666666666667
CLCC1	0.540166666666667
ENTPD3	3.86783333333333
SMO	-0.1995
PIK3R5	0.48925
CDC14A	1.59633333333333
KRT1	3.58575
ENOX2	0.4715
FLJ22655	3.80675
FPRL1	1.564
INTS6	0.623
ZCCHC5	1.6785
SMC3	-0.21875
C6orf123	2.64466666666667
FLJ20160	3.135
LOC653391	-0.734166666666667
GSS	-0.5405
NT5M	-1.70125
SIX5	-0.43775
TAF5	-1.1835
KCNA1	1.20733333333333
ANLN	-4.18466666666667
MGC45491	-1.8336
SSTR2	2.52725
LYPD4	0.6265
TH1L	-0.665625
CHRNA5	-0.751
PNMA6A	-0.70825
FLJ16369	-0.528
DLX2	0.0621
C6orf108	-0.938
ALDH3A2	1.36216666666667
CLEC1B	0.3275
LEPREL2	-1.33575
FOXJ1	-0.6307
OR1D4	-0.1135
PPIL4	1.745
MTRR	-0.36475
SLC27A3	1.2065
HTR7	-0.064
MIB2	-0.62075
BHMT	-2.13316666666667
A2ML1	0.3125
MSMB	-2.39475
KIAA1383	1.44442857142857
TRUB2	-1.03
PF4	2.42733333333333
IL1F5	0.144666666666667
LRRC37B2	0.10075
IPO4	-1.5575
FIGF	5.945
QDPR	0.33175
ZNF598	-2.08825
BOP1	-2.65325
MAPK12	-2.76983333333333
POLR1E	-0.09025
CEECAM1	-1.21516666666667
INSRR	0.062
SIPA1	-0.203
ULK4	0.567666666666667
BTN3A1	0.4685
FABP5	0.5111
KBTBD3	2.62016666666667
SORT1	-0.0896666666666667
YWHAQ	0.1483125
LRIT1	-0.481
KIAA1704	0.6031
MEIS2	-0.00230000000000001
ENOSF1	0.145666666666667
PCDH7	0.00549999999999999
FZD9	-2.3385
RPLP1	-0.953833333333333
ZNF75A	1.1605
P4HA3	2.438625
NKX6-1	-0.281
CTA-216E10.6	-0.4805
IFT140	-0.47075
DENND1A	-1.28558333333333
ALCAM	1.633
ABHD2	-0.292363636363636
QPRT	-2.65733333333333
TRAM1	0.9245
ATP1B4	0.242875
NUP37	-1.47525
SAA3P	2.9045
SLC22A6	0.01725
KIAA0265	-0.481125
ZNF41	0.732
ADAM19	-0.5785
ERAF	-0.76975
DEFB119	0.161333333333333
DNMT3B	-4.1165
SNF1LK2	0.16725
MGC24039	-0.4575
TAS2R48	-0.306833333333333
PNLDC1	1.622
ADAMTS16	0.5515
TMEM92	-2.174
CCT8	-0.712333333333333
POGZ	-0.0255833333333333
N-PAC	-0.7125
GUCA1B	-0.0185
ZZEF1	0.504166666666667
OR2C3	0.33775
ZNF334	1.70933333333333
RANBP6	1.6185
LDHB	-0.892166666666667
BAMBI	-1.785
RAB5B	0.96325
FOXB1	-1.9175
MRPS12	-1.45225
MRGPRF	1.027875
CRIPT	-0.5795
CYP2D7P1	-1.287
RYR1	1.0555
NDUFA2	-0.285375
TRIP12	1.04658333333333
KCNE3	3.03216666666667
MOBKL2B	0.9827
MIOX	-0.176
ACOT7	-2.217875
FGF6	0.6515
RASSF5	0.02
ATAD3B	-2.50916666666667
IKZF3	0.342
H3F3B	0.369071428571428
C6orf91	1.448
SEC11C	0.21275
TMEM14C	0.06475
KIAA1632	0.064125
SLC38A4	0.249
FGFR3	-1.20466666666667
HES7	-3.12025
HINT3	-0.051
ARIH1	-0.211
FLJ35880	1.1835
C1orf129	-0.4765
POU6F1	0.421125
RPL32	-0.034125
BBS1	1.75
RGPD5	0.7135
SULT1C2	-1.915
KDELC1	-1.00225
PIP5K3	-0.284166666666667
CHI3L1	2.8703
CSDA	0.85425
VTCN1	5.323
WDR62	-2.961
TMEM170	-0.8385
KIF2A	-0.83125
C6orf182	-1.1395
ARL6IP6	-0.8165
ZCCHC9	-0.25175
RARB	2.825
ZNF320	0.855375
DHX15	0.13625
PICALM	0.881166666666667
CNOT6	0.401416666666667
HIST1H1A	-0.81775
ZNF702	1.50133333333333
OR1E2	0.167
HLF	-0.7148
LOC442582	-1.532
KIAA0494	2.293625
TCF4	0.6927
APOBEC3B	-3.03775
FAM54B	0.5845
MYH2	-2.217
FXN	-1.1265
C12orf59	1.189
PAEP	-1.619
SPG11	0.868
VN1R4	0.25
KCNJ13	0.1185
NOC3L	0.1095
C5orf36	0.694
CPAMD8	3.139
MLN	-0.5664
FLJ11184	0.62125
TIAM1	0.203833333333333
OR10J3	0.077
OR52E2	-0.196
PBX1	0.9088
UBL7	-1.865
PXMP2	-0.62125
SYTL1	-0.514833333333333
FAM126B	0.567
ZNF711	0.490875
GGA1	-0.203833333333333
VAMP4	1.10016666666667
BCAP29	0.2634
C20orf19	-0.501625
ZNF275	-0.589625
NEK6	0.34
SETD8	-0.940833333333333
HEXIM1	1.16358333333333
SULT1A2	-0.61375
KLHL9	1.76625
SLC39A12	1.19325
ARHGEF16	-0.705166666666667
SCN1A	0.388
HNRPH1	0.156166666666667
C9orf103	1.51375
ECE1	0.944166666666667
MED18	-1.645
TEX13B	-0.2875
SNN	0.398
C6orf62	1.88
WNT3A	0.0106
IL22RA2	2.449
MGC21881	1.505125
GABBR1	-0.02825
YIPF6	0.48875
PROX1	-0.190833333333333
PPP1R1B	3.4095
LANCL2	0.0803
SCN3A	0.844333333333333
SSRP1	-1.07733333333333
ASXL2	-0.62475
RPE65	1.8175
SNAI1	-1.979
EFNA2	-0.277
CLDN9	-0.49475
TP53I13	-1.472
LOC375748	0.875
C9orf7	-0.159
C14orf178	0.094
GC	0.4325
IER3	-0.105666666666667
KCTD10	1.01375
FLJ45717	-1.8525
ADC	0.543833333333333
LOC285908	-0.896416666666667
MLL3	0.260625
KIAA1787	-1.11025
MGC31957	-2.63875
MUC5B	-0.293083333333333
ZNF193	0.52
CSRP1	1.432625
MOSPD1	-0.502833333333333
C21orf49	2.2005
RAD1	-0.457
ANKRD34	-0.83225
NFRKB	0.043
FANCA	-4.1365
VTI1A	-0.0528571428571428
PCBP3	-0.442833333333333
BFSP2	-1.06125
ZNF354C	0.076125
FRMPD4	0.25325
IKBKG	-1.0105
LOC441046	0.5925
UNQ9438	0.492833333333333
TM4SF20	0.4095
MAGEC1	-6.518
AMMECR1	0.088125
GLDN	1.874
TTC30B	1.578
SEC13	-0.6436
EGF	2.856375
HAGH	-1.2095
VSIG1	0.643666666666667
NHLH2	0.2075
NCAPD3	-1.36975
MGC16121	-2.42025
HIATL2	-0.7925
BRCC3	0.454
LCE2D	-1.934
TMEM79	0.30325
GTF3C5	-1.628
AKR1C4	-0.472666666666667
C3orf59	0.801875
RBM26	0.179375
DUSP14	-0.313666666666667
AP4M1	-0.698333333333333
RIMBP2	0.5455
ABCC2	-4.93016666666667
DNAJC16	0.965
TTC12	2.02016666666667
SNX13	-0.137166666666667
C6orf168	1.718
C1orf100	-1.55475
CSPP1	0.418083333333333
LRRC56	0.88725
OR1J2	0.213
THY1	-0.2622
KIT	4.76683333333333
TBC1D8	2.2375
EPHA7	0.1845
SOLH	-1.55775
SVIP	1.20875
ZNF294	0.5215
HAND2	3.2585
CENTB2	0.907166666666667
MARVELD3	3.46325
CREB3	0.405666666666667
KRTAP1-5	-3.759
OR8K1	0.7825
MED25	-0.9795
FDX1	-0.1975
FAM19A1	0.9615
IL13RA1	1.4944
ZNF627	0.955666666666667
NHP2L1	-0.84525
EIF2B2	-0.429875
ZNF593	-1.10375
WIPI2	0.0180833333333333
RANBP1	-1.16625
TAS2R7	0.1115
LOC283514	0.461
CSNK2B	-1.6941
CFHR1	-0.523
DKFZP434O047	-0.200666666666667
WBP11	-0.8875
TEX2	1.12525
GALNT2	-0.884833333333333
FLJ33360	0.47775
WNT9A	-0.62325
IL29	-0.385
STK3	1.40677777777778
REPS2	1.307625
FAM78A	-0.567
MGC3207	0.6585
FCGR3A	7.264
H2AFY2	1.1125
RNF150	1.115
CCNK	-1.369375
VEZT	1.069
FSHR	0.4275
C1orf66	-0.447833333333333
LCE2B	0.2745
CD200	1.69825
ORMDL1	0.46
OR51S1	-0.042
KRT83	-0.96375
COL19A1	-0.75075
POL3S	-0.71225
ZNF468	1.45283333333333
BAG3	0.809375
C1GALT1	-0.6225
CA5A	-5.0735
DKK4	1.091
SGK2	0.94
PIK3C2G	5.88575
USP11	-0.703625
IMPA2	-0.87775
PRKDC	-0.8845
MSR1	3.975875
PDCD6IP	0.738583333333333
FAM122A	0.756
ZNF740	0.0135
ATXN2	0.0506666666666667
SLC17A4	0.191333333333333
RAXL1	-0.424666666666667
RS1	0.6545
NET1	0.0483333333333333
NPY1R	1.11816666666667
MVD	-2.62875
C11orf61	-0.006875
CHDH	0.2505
GCNT2	0.266428571428571
LGALS12	0.69775
IK	0.576333333333333
C7orf41	0.965666666666667
SURF4	-0.328833333333333
C1orf91	-0.541166666666667
BCS1L	-0.790333333333333
C20orf141	-0.0636666666666667
BCAS2	-0.075
ACE2	1.09125
ICT1	-0.53725
CD79B	2.49925
MRPS9	0.05225
AADACL1	-1.20475
IRS2	0.834125
LUZP2	1.392
TMEM148	-0.2315
ZNF514	-0.087
ADCK2	-0.3589
ZKSCAN1	-0.736428571428571
FASTKD2	-0.320375
KCNMB3	0.268166666666667
POFUT2	-0.5214
GNG2	-0.0975
OR6Y1	0.128
FAM26A	-2.5335
CAND2	0.65325
FLYWCH2	-0.1275
BCL6	3.23775
MDH2	-1.04521428571429
DRP2	-0.122
TPD52L1	1.375875
TXNL4A	-0.936625
OR3A1	0.03675
C22orf9	0.426785714285714
RAB25	0.807
PCTK3	-1.8375
POR	-0.968333333333333
ARPP-19	-0.928083333333333
SREBF2	-0.93075
ZWINT	-2.19616666666667
TRUB1	0.387125
ENPP2	4.082
UXT	0.229833333333333
ALG11	-0.171
SMCR7	-0.14175
SLC31A2	2.971
USMG5	-1.7365
ZNF780B	-0.209
APEX1	-0.100125
THSD3	-3.53125
CEP68	1.0761
NY-SAR-48	-1.61875
ZIC3	-4.56583333333333
LPAL2	-0.0145
MRPL11	-1.2135
VPS53	-0.4165
MPDU1	-0.2735
UBL4B	0.701
LASS3	0.8425
GAST	-1.5875
SPERT	-0.858833333333333
UBE2L3	-0.248375
MLSTD2	0.88375
ADRA1D	-0.344
FZD10	-0.188833333333333
ATP6V1E1	1.030875
SAR1A	0.8123125
MCTP2	0.499166666666667
TMEM5	0.36475
BIRC2	0.0568333333333333
TMEFF2	-2.893
NLGN3	0.550166666666667
LMX1A	0.14425
C19orf51	-1.98875
LOH3CR2A	1.40716666666667
SLC9A3R2	0.7685
TIMP1	-0.93
PFN4	0.05525
UCK1	-0.39975
TPST2	0.5655
AQP6	0.346833333333333
OR1N2	0.465
KCNIP1	0.79875
SFTPG	1.653
KIAA0087	-0.0055
UBXD3	2.6837
ABT1	0.562
RIPK5	-0.256428571428571
SMG1	-0.8069
BTBD8	-0.813
PIP5K1C	-1.3498
POU2F2	0.7388
C17orf57	0.4455
TSPAN14	0.0112
NUDT16	1.10433333333333
GPT	0.7035
PDK4	4.8828
ELL3	1.01975
NNMT	2.774
NUFIP1	0.217625
RHBDL1	-1.043
FILIP1	2.7741
C17orf56	-0.59
C8orf73	-0.6665
FLJ21438	0.87725
TBC1D10A	0.29475
ERGIC3	-0.781333333333333
CREB3L4	1.89275
TARBP1	-0.627
C1orf9	0.6335
COLEC12	0.638833333333333
FBXO30	0.5715
TNFRSF25	-0.04125
UBE2T	-3.954
SLC2A1	-1.2465
RPH3A	-0.07625
LSAMP	-1.7995
CER1	0.178
ATP2A3	-1.4247
SGK	1.3515
CCR7	3.18675
ZIK1	-0.95525
RECQL5	-1.25225
HSD17B7P2	-0.4565
MTERFD1	-0.414375
ANGPTL1	3.24966666666667
NLRX1	0.506666666666667
FHOD3	2.658
PSG7	-0.8215
ARHGEF5	2.170375
C14orf21	-0.737
FGD2	1.737875
OR5T2	0.46025
P2RY14	3.84583333333333
PPP1CA	-1.36783333333333
ZNF33B	1.50675
MOCS1	-0.120166666666667
NAP1L1	-0.6676875
IGSF21	3.07483333333333
PTDSS1	-0.411538461538462
SLC38A6	-0.2845
GLCCI1	-0.565875
CCR4	0.283
OLFM2	-0.14925
COX6A1	-0.452333333333333
B3GALT2	0.095
BEST3	-0.7585
CD14	4.586875
ABCC9	2.256375
SNAP29	0.724375
HMGCR	-0.485
IFT74	1.27883333333333
CNTROB	-0.983666666666667
ZNF548	0.862125
INSL6	0.33575
HERC1	0.98775
HOXB1	-0.1595
EMCN	5.7995
BLNK	1.198
SKP1A	0.348428571428571
IL19	0.54125
DOC2A	-1.096875
COPB2	0.510666666666667
CDC27	0.1305
LECT1	-1.1795
UBR1	0.530666666666667
COPS6	-0.8655
MCCC1	0.495111111111111
C12orf33	0.881
POM121L1	-0.29925
GPC4	-0.280833333333333
ZNF664	0.697333333333333
VAC14	-1.40083333333333
PPY	-0.282
SRCAP	0.2645
PPP1R13L	0.98625
BPGM	1.03125
HMOX1	-0.413333333333333
MC4R	0.12075
FAM126A	0.8175
PRR13	0.042625
INS	-0.04625
FLT1	0.4905
FEM1C	1.3845
SLC25A2	-0.05125
TMED3	-0.338
SPIN2A	0.607
EXT1	0.111
CLEC4D	-1.32525
GALNTL4	1.68725
RCOR1	-0.3535
SMAD2	0.894722222222222
ODZ3	-1.64276
TMEM68	0.101875
POLS	-0.72
PPIH	-0.807833333333333
FLJ25439	1.38675
C21orf77	0.268166666666667
C20orf121	-0.891625
CENPE	-3.0655
IFNA7	0.7665
CRABP2	0.7838
LOC57228	-0.4262
CXorf15	-0.502375
ASL	-1.31125
SLC2A14	-0.624625
GATA3	-0.000124999999999997
OR52B2	0.31725
PCDHA5	0.631
PIGH	0.2195
FLJ45803	2.735
