Hybridization REF	TCGA-AR-A0TW-01A-11R-A084-07
PRPS1L1	-0.145833333333333
KLRA1	-0.3215
GPR97	-0.0635
CHD7	-0.857916666666667
TLR10	0.5545
SLC30A8	4.089
HIC1	0.786333333333333
IAPP	0.0425
RXFP4	0.5065
GP1BB	0.333
SHQ1	0.3175
NKX2-3	0.422
API5	0.3045
FTHP1	1.1
MOV10L1	-0.317666666666667
TRIM6-TRIM34	2.50266666666667
ADHFE1	-1.42225
FAM117A	-0.178
DDI1	0.348666666666667
CDON	-1.27033333333333
TRIM73	-1.0355
IGKC	5.2375
MMP14	-1.00641666666667
DYNC1LI1	-0.036875
C11orf66	0.394
TRBV3-1	-1.068
FASTKD5	0.5195
BIVM	-1.682
LHX4	0.54425
CXCL2	-1.9498
RAB2B	0.2735
IZUMO1	-0.8075
MAP3K15	-1.694875
FAM19A2	0.293833333333333
ZC3H8	-0.186333333333333
ZMAT1	1.489
SPINK5L3	-3.00225
SLC10A6	0.042
APPL2	0.1205
CARD10	-1.52783333333333
LOC402176	-1.096375
EEF1D	0.4157
RAB6A	0.9164
C12orf5	0.046
PAPOLG	0.447
MSRB2	0.672
BCR	0.674611111111111
PUS3	-0.6285
TIAM2	-0.91375
ZNF317	0.0576666666666667
CHD2	0.0795
FZD5	-0.529181818181818
NUDT8	-0.4385
ZNF763	0.07
PRC1	-1.69633333333333
ABCB9	1.8695
SPATA3	0.674
TRAK2	0.96475
STAB1	2.765625
LRRTM2	0.334833333333333
psiTPTE22	0.52575
DBI	0.02
SERPINA11	-1.2485
NAT5	0.3255
C20orf58	-2.313
RPS6KA4	0.426833333333333
FLJ90650	-0.36825
TGFBRAP1	0.0545
CHRDL2	-1.388875
FAHD2A	-0.601833333333333
CNTN1	-0.01125
BBS4	0.6088
TMEM181	-1.15725
MINPP1	-0.27375
MPHOSPH6	0.00616666666666664
HOXC10	-1.3604
ITPKB	-0.0675
CLPTM1L	0.7235
MEOX2	-0.801
ATP6V0C	1.6295
PRPF8	-0.51
TMC5	-0.18575
FKBP3	0.34575
PLEKHB2	0.635375
OR4D6	-0.088
ZNF544	-0.2793
D2HGDH	0.00674999999999998
RPL18A	-0.8734
HEL308	0.04825
MPP6	-1.38625
TCERG1	-1.96725
KRT16	-2.20816666666667
KLF17	-0.6435
KLF5	-1.146125
CDR1	2.48425
VCX3A	-4.4845
FBLN2	0.92775
C14orf104	0.35075
HBE1	-5.1302
OR4S2	0.4855
C1orf108	-0.243333333333333
ROBO4	2.85466666666667
CPEB4	1.113
C11orf80	0.652666666666667
BCKDHA	1.44783333333333
MYOC	0.06
GIF	0.4165
CKMT1A	-1.0315
RPL3	-0.315
THBS1	3.258875
APOO	0.17525
ARMCX1	-0.79
HSZFP36	0.833
SNAPC5	-0.2365
EIF4ENIF1	0.36875
ZNF433	0.83475
TNFRSF21	-0.78425
TMPRSS7	0.466
SPATA18	0.8878
HPDL	-3.4045
MKL2	0.8297
TBX3	-0.438153846153846
C21orf93	0.4065
DAXX	-0.54275
ELMO1	0.456875
RGS13	1.37733333333333
TAF11	-0.7515
UNC13A	-2.106875
LOC653314	-0.5918
ORC3L	-0.7615
IMAA	-3.6335
TARBP2	-0.81
CABIN1	-0.9575
TRIOBP	-0.5879375
HIST1H2AC	2.0645
RGS22	-0.508333333333333
NCOA1	0.926833333333333
IL25	0.857
SNCG	0.399
GPR6	0.271
AMDHD1	0.764666666666666
CHEK2	-1.74
C6orf142	-0.91825
DRD4	0.58125
C14orf68	-0.68425
GDF11	0.20375
SEMG2	-0.1045
CD247	-0.0235
CDAN1	-0.104
RBMX2	-0.249833333333333
TGS1	-0.3065
OIT3	0.189
SYF2	-0.0115
MCM4	-2.470625
PKHD1L1	0.878
CEP192	-1.45933333333333
IFT88	0.56
RPL9	-0.018
RAB32	-0.94475
DDX43	-3.1745
P2RX2	0.432833333333333
OR5D18	0.3945
UBE1	0.649666666666667
SLC24A1	-0.164875
ARHGAP5	0.40675
CETP	-0.72125
KIAA1731	-1.4495
SLC9A4	0.5485
PTPN6	1.0945
BAHD1	0.14
GRIK3	1.674
CACNB2	-1.5448
PDE10A	-0.92325
DGCR14	-0.11925
PCDHB9	0.556333333333333
RHOQ	-0.0768333333333333
MAP3K4	-1.42
KTI12	0.0295
RPL23AP13	-3.42625
GNG11	-2.30775
CLCN3	1.41566666666667
GPAM	-1.003875
VSTM2A	0.276
SLAMF7	4.53933333333333
INTS2	1.073
PPP2CA	1.2146
LRP12	-1.17266666666667
SEC14L2	-0.472
DKFZP586H2123	2.011
MC3R	0.5155
CIRH1A	-0.331333333333333
HIST1H2AB	2.23583333333333
POLH	-1.05525
MGC16703	-1.25483333333333
SNAPC2	1.0685
FILIP1L	1.07825
RASGRP4	0.447
LRRC1	2.163
GAS1	1.064
PRAC	-1.2385
DGKA	-0.9495
NT5C3	-0.857
PEG3	-3.14033333333333
NADK	0.61725
PRR17	0.0175
LOC374569	-0.0415
SGSH	0.364833333333333
NLRP8	0.2175
GALT	-0.6076
MCF2	-0.782
ZNF263	0.74375
TACSTD1	1.84383333333333
TYR	-6.4683
ATP6AP2	0.6765
RNUXA	0.5385
ABHD10	0.6634
GDPD2	-0.96875
SLC35C1	0.03425
UBE2A	0.593375
HERC5	1.4155
FAM112B	-4.48966666666667
FBXL16	2.1705
DKFZP434A0131	-1.38425
ELA3A	-2.369
RBM41	-1.009875
HAO2	0.024
RNH1	1.172125
SHANK2	1.74166666666667
OSBP2	-1.48075
DAK	0.667
C3orf58	-0.00166666666666668
TCL1B	-1.287
KBTBD2	-0.256875
SUGT1L1	1.18275
UBE2E2	1.91566666666667
MYL9	1.669125
CDC23	-0.176833333333333
PBXIP1	0.8113
CXorf40B	2.2035
NBL1	-0.2965
RTBDN	0.0975
RAB11FIP5	0.11675
TTTY13	0.4325
SCOTIN	0.667416666666667
SOHLH1	-0.419333333333333
CDKN1A	-0.945428571428572
NCK1	0.33475
ZNF550	0.103
SAPS3	0.743333333333333
SPIN3	-0.0218333333333333
MAGEE2	0.0935
MIS12	-0.883666666666667
OR8H2	0.6335
KIAA0774	-0.518166666666667
UNC5D	-1.556
CUL7	-0.136666666666667
LIPC	-3.60633333333333
DIO1	1.57475
C20orf11	0.4164
CTRL	-0.7915
HS3ST2	2.345
PAK4	0.934666666666667
CCRL1	1.2765
RNF10	1.1115
ZNF567	0.50425
ZNF660	-1.406
TCEAL3	2.395
MAGOH	0.0121666666666667
CENPB	-0.0185
C19orf7	0.553125
LOC388965	0.85925
ZCCHC13	0.052
JMJD1A	-0.4194
HIST1H4H	2.9535
TBRG1	-1.1315
GPC3	-5.701625
TAF1C	-0.802375
EBNA1BP2	-0.242
CIAPIN1	0.404
PDGFRA	-0.980722222222222
CSTB	0.36375
CENPI	-1.587
GTF2E2	-1.42016666666667
RPP21	0.0535
CCNF	-0.937666666666667
KCNQ3	0.63
FAM79A	1.30675
SLC22A12	0.477
NOVA1	-0.7025
FZD3	-0.9341
AKAP8	-0.79
SOCS5	-0.612125
CFDP1	-0.51425
DLG5	1.025
PGM5	0.139416666666667
C1orf144	0.215083333333333
HDAC10	-1.3455
RND2	-1.17725
C20orf199	-1.46175
RNMT	-0.5255
SLURP1	0.362875
ASTN1	-0.4225
SH3BGR	1.601
MYCL1	0.43675
ZHX1	0.145666666666667
CENPK	-2.97175
FOSB	2.2199
LOC643406	0.635875
C2orf59	-1.331875
TMEM135	1.6215
SLC27A2	-1.10225
KRT33A	2.721
OVOL1	1.491625
PAMCI	-3.877
S100A7	-1.0405
ZNF789	-2.5575
HARS2	0.651
RPL23A	-0.148666666666667
TCF23	0.06225
UPF3B	-1.759
C17orf78	-0.277
HLA-DOB	1.557
C14orf142	0.981333333333333
TEKT5	0.108
DMWD	0.5715
POLD1	-1.952
GSCL	-0.058
CALD1	-0.9727
SCRT1	0.227666666666667
AIG1	-0.69275
UNC84B	-0.4115
ZNF404	-0.33025
TMED6	-3.11575
KIAA1462	0.1525
LRRC27	1.246
PYGO1	-0.364
PIGU	0.126333333333333
ALAS2	-3.94833333333333
WRNIP1	0.01875
CNNM3	0.52
ZNF2	0.728
ST3GAL5	-0.451333333333333
MRPL23	-0.08625
TSSK6	0.011
PSMA6	0.52975
C16orf70	0.51325
KIAA1602	0.156
ALMS1	-0.740666666666667
DCN	1.86275
TMEM132D	-1.078
SUCLG2	1.03375
ABHD14A	0.34975
DEXI	0.128166666666667
AMPD2	-1.40866666666667
IFNAR2	-0.0126666666666667
CYB5A	3.1859
TLOC1	0.66055
NXF5	0.0538333333333333
NRBF2	0.025875
KCTD3	1.1175
ITGAE	-0.6835
SLC30A3	-1.29466666666667
ZRF1	-1.4435
IFRD2	-0.465875
XAB1	0.3685
PYCR2	-0.727666666666667
SERPINB3	-4.327
TMLHE	0.6051
GEFT	-1.907625
ABCA5	-0.622375
EMR4	0.403166666666667
TSFM	0.799
HIST3H2BB	1.5645
ARHGEF19	0.42025
TSPAN17	1.16966666666667
ABCC8	0.79725
MAP1S	0.0405
C22orf36	0.29875
BNC2	-0.668285714285714
HIST1H4A	-0.79775
NDUFS3	0.315
WDR3	-0.338333333333333
XKR4	-0.46675
TTC33	0.0358571428571429
STMN2	0.63375
CPN2	-1.04433333333333
HSPC105	-0.777625
PCOLCE2	-5.775
C3orf55	0.9725
KLHDC9	2.17433333333333
TBC1D23	0.060125
ATXN2L	-1.13075
MAP2K3	-0.377666666666667
SCAP	-0.467
ZNF486	-1.36383333333333
C20orf96	-1.088
NARS	-0.33725
ADAMTSL1	-0.769642857142857
PRCC	0.580333333333333
CCDC126	2.37858333333333
ZNF675	-1.8935
CALCOCO1	0.44175
ANKRD43	2.60875
CWF19L2	-0.3265
ZBTB32	2.1505
BRAF	0.37875
ODF4	0.2885
MGC14376	-0.0575
HORMAD1	-1.69716666666667
AAK1	-0.2585
PEBP1	1.26808333333333
TNFSF5IP1	-0.596666666666667
DKFZp564N2472	0.50975
RMND1	0.61375
IGKV1-5	4.79275
COL1A2	1.4515
SERPINA5	-3.62725
AANAT	0.6385
C19orf21	-2.407
GEMIN5	-0.46675
UBR4	-0.354833333333333
LTBP3	1.25666666666667
AMHR2	-2.50933333333333
PROCR	-2.33275
MYBBP1A	-0.01875
C20orf39	-0.784666666666667
ZNF697	-0.70975
PASK	-0.4238
ZNF776	0.736333333333333
RFXDC2	-0.630125
KIAA0467	-0.446
C10orf96	-1.6295
ZNF503	-2.1365
GULP1	-2.08875
KCNE4	-0.681666666666667
DKFZp434K191	-1.72325
LOC196913	-0.0465
BHLHB4	0.15
CH25H	0.4795
LOC81691	-1.58416666666667
ALPL	-0.1555
COL12A1	1.348
FOLR3	-2.6255
GPR123	0.0625
TRIM62	0.568285714285714
ABLIM1	0.014
MAST3	-0.17475
RHBDD1	1.29766666666667
LOC338809	-0.1475
RYBP	-0.09475
TTC26	0.5975
ZNF22	-0.805833333333333
ISCA2	0.83975
RDM1	-1.27325
PIGM	0.79525
GNB3	-0.91
ACTR2	0.6849
HMGB1	-0.39985
EDG1	2.2165
SOAT2	-3.71225
OR10AD1	0.5775
RAP1GDS1	0.18475
LCE1F	-0.003
ESM1	-0.37825
RCN3	1.30725
CREBL1	-0.67875
DBNL	0.897333333333333
PTGER3	1.02675
USP30	1.38133333333333
BCL2L12	-0.368166666666667
KIF26B	2.11075
ZNF416	0.978
ZNF225	0.3755
C17orf70	0.22075
ZNF554	-0.141
RAE1	-0.505666666666667
TNIK	1.281
ACTN3	-0.203
MGC45922	0.3355
CCNA1	0.732166666666667
RYK	-0.376833333333333
IL26	-0.38
LRP3	0.5875
QARS	0.14825
SOX7	0.272714285714286
BID	-0.8845
OR2S2	0.044
CXCL14	3.19
C11orf47	-0.2365
MGC29891	-0.156166666666667
HSPB8	3.0615
PRDM14	-1.4955
NUFIP2	0.8465
MNAT1	0.07475
ZDHHC2	-0.00658333333333333
MBNL2	0.31625
ADD3	0.068
CSNK2A1P	-0.215
KLK6	-2.44116666666667
TMEM111	1.0205
KIAA1279	-0.041
NUBP2	1.22483333333333
RAB42	-1.4425
ID3	-1.3909
TM9SF1	1.48475
MDP-1	0.573
POU4F2	0.24925
IQCK	1.04075
C16orf14	0.146
CAPN3	-1.98325
FAM43B	-0.179
RECQL	-0.7955
AP1G1	0.751285714285714
CTNNBL1	-0.430166666666667
ECHDC1	-0.801
SMARCC1	-0.4458
FOXQ1	-1.735375
GNAI3	0.943666666666667
POLG2	0.1275
CD4	1.273625
ITLN1	0.84675
EBI2	5.36475
IRF1	1.79675
PTPRE	0.2517
PTK2B	-0.3755
NXNL2	-0.204
SOX4	-0.698222222222222
TSPAN3	-0.650666666666667
SH2D1A	-1.00716666666667
C8orf58	-0.963
USP20	-0.7055
DUSP22	-0.14525
CALB1	-2.02466666666667
L3MBTL2	0.822583333333334
MCRS1	-0.987
TMEM118	-1.08566666666667
C18orf8	0.309
FLJ10241	1.010625
GJA12	0.09325
PKD1	-0.875333333333333
ZFP3	0.5425
JAM3	-1.799875
LAPTM4A	1.0658
DIRC2	0.888
KIAA2022	0.9825
MYOM1	-0.481833333333333
TRPM8	-2.02833333333333
MOP-1	0.66
PHKG2	0.986125
ZNF650	1.204375
KIAA1522	1.60425
PSG8	-1.46533333333333
DDX19B	0.285
MOBKL1B	1.06175
DIAPH2	-0.643
PTPN12	-0.20375
CLN8	-1.5966
CRYZL1	0.731833333333333
CRY2	0.568416666666667
FCGR2B	4.13816666666667
PNPLA4	2.497
ZNF454	-0.9755
DKFZp434B1231	-0.1035
CLDN11	0.4303
RFWD2	0.0218333333333333
CIB2	-1.46383333333333
MXRA8	1.830875
HRK	-0.037625
MAML2	0.08025
C4orf31	-0.9515
C6orf192	-0.15225
COG6	1.058
FAM5B	-0.504
NFATC1	1.2026
SEPT10	-1.156
SCYL1	0.9315
RPP40	-0.06725
SCOC	2.1254
KIAA1450	-0.2485
CTDSPL2	-0.66525
TBX5	1.21583333333333
NAPG	-0.21675
RHD	-4.096
C14orf45	1.40216666666667
ZBTB22	0.4555
PLCG1	-1.2305
ANKRD10	-2.04075
AQP7P2	-0.04875
TAGLN2	-0.902833333333333
HTR2C	-1.01366666666667
SLC16A7	-1.49233333333333
C17orf83	0.264
TSGA14	-0.75775
MDH1	-0.269
PPP3R2	0.415166666666667
DCBLD2	-3.0855
RBM33	0.504375
DPH3	-0.86475
SYT10	-0.547833333333333
FMO4	1.87425
THYN1	-0.8485
DRD5	-2.0235
OTOR	1.234375
PGRMC2	2.599
KATNAL1	-0.42425
PAQR6	-2.63325
UBE2I	-0.07375
C14orf28	0.913
C8orf70	-0.186
FLYWCH1	-0.13775
ANGPTL3	-0.65925
GLRX2	0.2325
ATP11A	-0.602357142857143
ARL5B	1.15025
MUC16	-2.93625
SLC25A5	-0.193071428571429
ACRC	-1.618
MYO1C	-0.412125
FAM89B	2.0235
FAS	0.223
KIFAP3	1.096
GLRA2	0.74
BTN3A2	0.7465
CNKSR3	-1.666875
CSTF3	-0.219333333333333
ARPM1	0.9895
KIAA1530	0.09
C9orf150	3.55783333333333
PRKCI	-0.34875
tcag7.1015	-0.41825
SOD3	-1.6205
ZNF574	0.9255
CYP21A2	2.24
RPL12	-0.11425
COMMD2	-0.79775
WIZ	-0.14125
LOC344405	-2.08425
ALDH4A1	-0.774764705882353
CRYAB	0.43125
COPA	0.490866666666667
PCDHGA7	0.975833333333333
KIF11	-1.66725
RASD2	-0.2215
SLC26A3	-0.247
ZNF175	-0.5485
JAKMIP2	-2.067375
C8orf4	-0.137333333333333
PTHLH	0.5845
SLC40A1	3.03058333333333
OR7D4	0.924333333333333
PCDHB17	0.7965
CD36	0.7085
C6orf203	2.4385
PRKG2	-0.2725
LOC400566	0.84925
ANAPC13	0.87125
SLCO3A1	-1.36825
ZNF692	-1.887
FANCL	-1.7385
SH3GLB1	0.66475
C12orf61	-0.2485
KBTBD6	-0.188
SUPT5H	0.057625
XRCC6	-0.1689
HUS1B	0.4921
FAM133B	-0.520714285714286
LOC728276	0.353
KCTD18	0.9035
SOS2	0.8285
CCDC99	-1.65225
C1QTNF5	1.9265
NNAT	0.00166666666666667
USP16	0.3275
LARS	-0.818125
ZBTB2	-0.323125
ABO	0.471666666666667
TRAF3	-0.12175
GALNT5	-2.746
NAP5	0.086
ALG14	0.366666666666667
KIAA0515	-0.347884615384615
WDR75	-1.24833333333333
TEX261	0.426083333333333
LY86	1.16525
LOC389072	0.848
FLJ13611	-0.02775
MRGPRX2	0.745
SNRPA	-0.958875
OR2G2	0.4125
GPRASP2	0.09775
C7orf42	0.5984
C9orf163	-0.605
CYP11B2	0.665
FCRL3	1.89116666666667
PRDX1	1.27325
FGB	-6.525
COX17	0.597
C16orf33	0.6785
PIWIL1	0.262833333333333
FOLR1	-2.677
KIAA0082	-0.39925
FREQ	-0.772333333333333
TMCC2	-1.33733333333333
TCF12	-0.74375
ZNF721	0.64375
FAM130A2	0.021
POU4F1	-2.4225
SNRPF	-1.085375
SGIP1	1.1525
ZNF641	1.20233333333333
EMG1	0.485
PRRG4	0.648
HIRA	-3.68075
MYNN	0.317
AEBP2	-0.663583333333333
TBXA2R	-0.2135
ISL2	-0.639
PCDHB11	0.423
RNF144A	-1.040375
MARCH5	0.235625
DULLARD	-0.559666666666667
DCLRE1B	-1.39
ITGA8	0.23075
TP73	0.071
PRKCD	2.3265
NDUFB4	0.42675
ATP13A4	0.295625
ANTXR2	-0.664166666666667
COL4A3	-0.359333333333333
MYO10	-1.0323
SLC6A18	0.95275
PEX1	0.41625
TMEM74	-0.741666666666667
RBM19	1.56725
TAPBP	1.1707
RUNX1	0.292125
MID1	-1.24933333333333
GPR64	-1.701
RASEF	2.4
GABRG1	0.1915
MYO16	-0.86725
DBF4	-1.98933333333333
TSHZ2	2.26325
RIPK2	0.17525
PPTC7	0.321666666666667
KIF4B	-0.8265
LRRC31	1.210625
ZNF540	-0.3825
EFNB3	0.465333333333333
LOH12CR1	0.217125
STON2	0.443166666666667
GLP1R	0.26675
CSTF2T	-0.177375
IREB2	-0.288125
GRSF1	1.30525
PDCD7	-1.75033333333333
LRRC43	0.1375
CNR1	1.58933333333333
IL1F7	-0.8035
C12orf64	0.1255
FAM69B	-0.21475
NR2E1	-1.95466666666667
MS4A6A	3.2291
FTL	0.4569
C7orf36	0.34525
PCLO	0.981
DYRK2	-0.0393333333333333
ARIH2	-0.7495
SAMD7	0.4085
SCNN1D	-0.9325
SLC32A1	-0.605125
C22orf25	0.856333333333333
MRPS18A	0.0532
GPR112	-0.0975
EARS2	0.06775
ERN2	0.5775
ATPBD3	0.737166666666667
PRH2	-0.682
CDKN2D	-0.326
PGLYRP2	-0.28175
TRIM40	0.01975
SEC14L3	0.0656666666666667
SLC22A1	-0.4955
BTN2A3	-0.589
RASA4	0.2
CCNL2	-0.0710833333333335
MYBPC3	0.402
GJA4	2.70375
CDC42SE1	0.49425
TRPV2	-1.06775
MYPN	-3.8975
SIM1	0.4605
CDADC1	0.1705
ZFHX4	0.28225
NIBP	1.13383333333333
ADAMTS19	-2.101
ABTB2	-0.80425
TSPYL2	-0.02925
EIF2S3	0.2827
SOX30	0.421
AP2A1	0.616166666666667
DKFZP564O0523	0.357833333333333
LOC285398	0.346
CDH18	-4.5105
CHL1	0.322375
GATS	-0.7068
TBC1D2B	-0.0505
OR1J1	0.615
GSN	-0.0435
DPCR1	0.275
GARNL4	-1.01616666666667
SMARCA5	-0.29125
PLEKHG3	-0.275
ZBTB45	1.1575
FRMD6	-0.0835
PLS1	1.52916666666667
DGKZ	-0.255333333333333
EFNA1	1.9995
WDR85	-1.079875
ANK2	0.06175
PAGE4	-0.877833333333333
SENP6	0.596666666666667
AKR7A2	0.237166666666667
FKBP10	-2.305
VEGFC	-2.69683333333333
LARP1	-0.483875
SRBD1	0.8475
ITGB6	0.77525
SLC1A2	1.2835
INVS	-0.251333333333333
MPO	0.661
MOBKL3	0.4959
CUTL2	-1.38625
KLK2	0.0845
VIM	-1.738
REG1B	0.324666666666667
PCDHGC4	0.3135
C3orf34	-0.622666666666667
SUMO3	1.28766666666667
CST9L	0.648
MLL4	0.22975
SPR	1.22566666666667
SAMD9L	1.3995
ABCE1	0.5195
SUPT3H	-0.9755
ACTBL1	-1.70525
ADAMTS4	0.507166666666667
SLIT3	2.3875
RHEBL1	-1.227
NPM2	-1.62525
MAN1C1	0.794625
KIAA1856	0.73175
HSPA6	2.182
LOC388152	-1.3355
C10orf140	0.582
ZDHHC12	0.131
LIN7A	-1.4385
PHC2	0.0184166666666667
SPHK1	-1.28375
TRIM26	0.461
FAM83E	0.2465
C18orf24	-1.48633333333333
ZNF578	0.859833333333333
ORAI1	0.52925
RUVBL1	0.458416666666667
C7orf20	-0.542166666666667
APAF1	-1.3025
SLC36A4	-1.77283333333333
MYH11	2.18533333333333
NEK1	0.8839
MPP2	-0.62675
C12orf24	-1.6095
TNK2	-0.0704375
ZNF289	0.36325
MATN3	-2.34314285714286
IFNGR2	0.368
ITPR1	1.609875
EBF3	1.5229
TBC1D20	0.6197
OR10P1	0.43375
DDAH2	0.43325
SHPRH	-1.92
STX7	0.5805
LOC554248	-2.912
BCAR1	0.2685
ATXN3	0.141833333333333
TRIM27	0.2925
CDC42EP2	1.507
CHP	0.726928571428571
SOX17	1.57575
ZNF259	-0.196666666666667
CHCHD1	0.987375
ZDHHC19	0.4415
GBP2	2.503
GARNL3	0.355875
MRC2	-0.25325
C1orf52	-0.53875
AOF2	-0.943833333333333
LRPPRC	0.4922
ACVR1C	-1.52683333333333
TM4SF18	2.982
TMEM169	-0.411166666666667
PPP1R16A	0.446
EBF1	-0.204166666666667
RRS1	0.2725
SNX2	0.35925
OR2T2	-0.11
RBX1	-0.67925
ANKRD54	0.453833333333333
TSNAX	0.240666666666667
TMEM83	-2.17025
ZBTB7A	0.2495
ATM	-1.641
LOC338328	2.02633333333333
TIE1	0.434166666666667
HIST1H3G	0.101833333333333
PASD1	-4.67133333333333
TINAG	0.41925
PCDHAC2	-0.0785
LRRC15	-0.683
WBSCR17	-0.35575
TFF2	-0.2865
PARP2	-0.997
NDFIP2	0.950625
PCDHGB2	1.9245
WDR60	0.14225
MAP7D2	-1.6894
USP45	0.02425
GSDML	-1.84625
TNS1	0.0224
PLCD4	2.8935
IQCD	0.743833333333333
SMPX	-1.9165
CD9	0.3595
SRGN	2.17425
CASP7	1.94225
INOC1	0.2625
DKFZp451M2119	-1.13925
VMAC	1.2415
USP53	0.5975
CAMK1G	0.016
TMEM106A	-0.208833333333333
CDC20	-2.214
ACSL5	-0.5935
CBWD5	-1.205375
C1orf87	-0.932666666666667
KIAA1274	-0.04625
PRUNE2	-2.14092857142857
LYPLA2	1.19383333333333
DOK6	-2.10633333333333
GPR149	-0.3145
FAM30A	4.27275
TMEM129	0.08225
SLC35B3	2.1865
ACPP	0.8325
LOC200261	-0.2795
SLC4A7	2.351
CCDC40	1.13425
GART	-0.206625
THOP1	-1.24825
SCARB1	0.030375
CACNA1F	-0.1115
TRIAP1	1.16083333333333
SYT14L	-0.302
SFRS8	-1.08716666666667
PBOV1	0.20725
GOLSYN	0.338
GJB7	-1.787
CAMK2N1	0.0789166666666666
GREM1	3.06816666666667
FLJ20433	0.9415
QPCT	-3.712875
PRKAG2	0.689333333333333
H2AFX	-1.257625
C6orf154	1.3575
PLOD3	-1.78
ZBTB39	-0.628333333333333
WASF3	-0.207083333333333
DRG1	0.01025
PRR4	-1.428
SPCS1	0.205
KDELR3	-0.315833333333333
SRP19	-0.0895
GABRA6	0.0235
MFSD1	0.79
MMEL1	2.57075
PDXDC2	-0.6941
BUB1	-2.95911111111111
RNF138	-1.04825
MYLPF	-0.406
AIF1	1.40933333333333
DYNLRB1	0.9301
HCN3	-1.16783333333333
HIST1H2AI	2.31275
MAP4K5	-0.416333333333333
LASP1	0.778625
LOC130951	0.296
PLAA	0.82325
KRT6A	-2.472
C6orf117	-3.297625
ARHGAP23	-1.169
PTF1A	-0.0165
GPHA2	-0.353
LCE3B	0.787
MCL1	0.905714285714286
EHBP1	-0.868833333333333
PRNP	-0.621625
ZSCAN1	0.57575
C1orf113	-0.909666666666667
FOXA3	-3.10775
NEB	0.573
ASGR1	-4.95833333333333
CTGF	1.43683333333333
RAB17	1.25316666666667
MST101	-0.54725
JARID1B	1.3216
USP37	-0.4986
PTBP1	-0.175833333333333
PTPN7	0.255
CDC7	-1.46783333333333
SNX7	-0.59575
ZNF335	-0.29875
CPT2	1.09775
HEATR1	-0.901625
HSPC152	0.725875
C5orf40	0.48275
PSME1	1.42216666666667
STAG3	-1.67475
TMEM154	1.12633333333333
KLHL32	3.53233333333333
TSGA10IP	-0.7695
SUV420H2	-0.4205
SF1	-0.949
2'-PDE	0.632875
PNLIPRP2	3.188
TRSPAP1	0.791333333333333
NUP210	-1.536
ANP32C	-1.909
RAB11B	-0.252
ASB15	0.8675
ITGB3BP	-1.87375
UBASH3A	-0.4185
YWHAB	-0.221375
TPRX1	0.622
LY6G5C	0.26475
SLC7A2	-0.206125
CLK1	0.138
HSD3B7	1.4545
VDR	2.98
C16orf74	0.78175
ACE	0.755
PSMA2	0.5175
CCDC131	-0.562875
ZNF213	1.46766666666667
EML2	0.39625
ALS2CR13	0.2665
GLYATL1	1.9215
DSPP	-0.3355
DHFRL1	-0.304875
C10orf30	-0.481166666666667
SH3RF2	-1.6335
LOC197322	0.4555
DLL3	-0.87125
TIGD7	1.019
GFRA3	0.37375
CPA1	0.203
RTN4	1.4245
PPT2	-2.26683333333333
FASLG	3.191
FOXP4	0.236625
RPL26	-0.377
GNL3L	-1.33333333333333
FMR1NB	3.93383333333333
CD163	6.96325
SGPP2	3.90775
GIMAP2	2.30225
CD37	1.43866666666667
DPT	2.29325
NBLA00301	0.95725
RGS5	0.770666666666667
C9orf4	0.241
ACTL8	-1.609
PRKAR2B	-1.265875
OPLAH	1.52116666666667
C20orf134	2.534
SPACA5	0.11275
TBL1X	0.0953333333333333
TSPYL3	-0.2195
CHCHD3	-0.6095
CRKRS	0.310833333333333
GPR65	4.482
DFFA	-0.628625
FUT1	0.815
C6orf204	-0.911
TMEM51	-0.0445
ZNF580	0.81025
CMTM2	-0.04275
C20orf200	-0.468
EZH1	-0.636333333333333
FDX1L	-0.265625
MRPL32	1.0065
PCAF	-0.6621
ALOX15B	2.75633333333333
CD59	-0.192708333333333
CDK9	0.6235
ERP29	0.287166666666667
TTR	-6.54725
BCMO1	0.166
DDIT4	-1.1292
PTGDS	3.205
C3orf63	-0.426166666666667
BST2	-0.004
CYP1A2	-0.7705
C5orf25	-1.326
STX1A	-1.28123529411765
OR2A12	0.764
SH3BP5L	-0.5815
SERINC5	0.649125
USP6	0.6232
MRPL3	0.146166666666667
POMP	0.52775
INPP4B	0.5115
GMPPB	1.49125
EAPP	1.15225
AHSA1	0.18125
ABCA11	-1.209
SLC5A6	0.479916666666667
HIVEP2	-0.3505
SUMO2	-0.088375
KIAA1822L	-1.73216666666667
C11orf67	0.227
TXK	0.476125
PHCA	-0.255125
ICAM4	-1.83416666666667
FPGS	0.397166666666667
SNRPA1	-0.50775
KCNJ4	-0.802
KIF6	0.0788
HIST1H2BG	2.21183333333333
SLC5A5	0.26525
ZNF354B	0.475166666666667
IL12RB2	2.01075
C11orf76	0.432166666666667
GAL3ST2	0.429
AIFM2	-1.47875
SYNC1	0.123375
UBL3	0.64525
PIK3CG	-0.350166666666667
NLN	-0.0708
BCORL1	-0.662
CD5L	0.76825
ZNF238	0.544333333333333
KIAA1394	-0.64225
C16orf55	-0.6693
CYP3A7	-2.49325
KRTAP3-1	-1.176
TFDP1	-0.598333333333333
MND1	-2.84375
NODAL	0.221666666666667
GTPBP4	0.20625
TUBGCP2	0.88225
SLITRK5	1.2935
CIC	0.42625
CD79A	1.95366666666667
