Hybridization REF	TCGA-A2-A0YI-01A-31R-A10J-07
MGC5566	-2.5015
CCL3	2.755125
NANOS1	-0.54075
ZFYVE19	-0.288
APITD1	-1.06816666666667
PARD3	0.816
IRAK4	-0.517333333333333
SERPINI2	-0.0245
CEP170L	-0.10525
TTC9	2.348
MYOM3	-0.7405
MLPH	2.313875
LOC222699	-0.1685
NRG1	-1.16833333333333
TBC1D9	4.23554545454545
TTK	-4.04716666666667
ZNF557	0.3324
DDX41	-0.4675
FANK1	2.4205
UBE2D2	-0.260125
PSMB10	1.232625
MYH7B	-0.298
GABARAPL2	-0.122875
MARVELD2	1.82416666666667
DGCR2	0.869166666666667
UNC45A	-0.0695
C6orf72	0.7325
ZNF683	4.26575
GIT2	0.481875
CASK	-0.739833333333333
C14orf161	2.11033333333333
LRRC44	0.54925
TIFA	0.439625
UTP11L	-0.310625
C6orf65	-0.59825
FDPS	-0.65725
DUSP9	-2.2281
SLC17A8	0.256166666666667
OR51G1	0.4645
NANS	1.7565
OLFML1	1.7555
ATP10B	-0.861125
NPAS3	0.44775
PRKCA	-1.7503
GGA2	0.16425
LCE4A	0.402
SPANXN3	0.531
CCDC115	1.5965
SDCCAG3	-0.442
GLIPR1L1	0.06575
TTC1	-0.35775
C17orf76	0.02
MAD2L2	-2.40975
HIPK1	0.8485
LRRC3B	-0.230166666666667
CLN3	-0.243863636363636
C17orf47	-0.324
FMN2	-2.332375
TUBB1	-1.11442857142857
WAPAL	0.1115
C3orf21	-0.70875
SCN5A	-0.2632
SMYD1	0.20575
BEX5	1.91075
ZNF192	0.1395
SEC22A	-0.1055
GRIA2	5.49764285714286
KIAA0825	-0.57025
NUSAP1	-3.51381818181818
LANCL1	-0.315875
C15orf40	-0.6757
ZNF645	-0.15575
GPR61	-0.22225
NLRP14	-0.218
SNX21	0.0322
C1QTNF8	-0.527
C17orf46	0.053
IFNA8	-0.2575
SPRR1B	-1.1235
FLRT1	-0.62625
SNX17	-0.0676666666666667
ASB2	1.039
HBG1	-5.4285
RPRML	-1.93325
JOSD2	-0.251
PLSCR3	0.4105
SPOCD1	-1.69083333333333
RAB39	0.22
GHRH	1.35766666666667
ITIH5L	0.3765
C17orf37	0.0295
SMCR8	0.2145
DPY19L2P3	-1.17416666666667
IL11RA	0.525333333333333
GDF3	-3.8315
RPS6KB1	-1.03325
DNAJC19	0.3854
TOP1	-0.16775
CRCT1	-0.631125
MPST	0.15725
DPM2	0.242625
FAM38B	-1.59616666666667
SLC18A1	0.579666666666667
FARP1	0.2065
PAX7	-0.1185
TUBD1	-1.491
GNL3	-0.581375
BTG2	2.4316
NDUFS6	-0.905
C1orf79	-2.25325
ERAL1	-0.60875
ECHS1	0.499
VPS4A	-0.201666666666667
CYP11A1	-0.68875
ABCC6	-0.518428571428571
PBX4	-1.865
MOSC1	-0.749
NCF4	1.47175
HYMAI	0.285
NAGPA	-0.14425
OTOP2	0.00875
ACOT12	0.06175
MTHFD2L	-0.452875
LOC441376	3.64025
C19orf34	-0.2945
RAB1B	-0.442
ALDOAP2	-0.642
NTRK1	-1.70016666666667
ARTS-1	0.9698
SLC6A11	-0.3325
NAP1L2	-0.1205
CNGB1	-0.174333333333333
EPB41L4B	0.567083333333333
FAM134B	3.441875
HS3ST3A1	-2.23833333333333
CPXM2	4.5915
SIRPB2	0.367
CHORDC1	-1.60833333333333
TRIB3	-0.8235
SLC2A5	1.64375
C2orf49	-1.011
DDX5	0.106
OR5L1	0.373
ANAPC4	-0.421666666666667
ZSWIM1	0.183625
LOC93622	0.372625
KCNK3	-0.2478
RP11-35N6.1	-1.2165
ZFP161	-0.101333333333333
AQP9	0.47075
SLC15A2	-0.747333333333333
MREG	0.447333333333333
OR9I1	-0.0705
PDLIM2	0.830625
ADAM7	0.2625
GSTCD	1.0465
WDR21A	-0.42575
SLC12A8	2.0335
TMEM174	0.0625
IGSF3	1.0735
LRRN1	2.604
LOC402117	-0.14025
SRPK1	-1.62083333333333
LY6K	-1.6975
NFIA	3.237
PTCD3	-0.59075
LEP	2.19833333333333
PCDH21	-0.572666666666667
MAPKAPK2	0.582785714285714
NMNAT1	-1.04866666666667
LHFPL2	1.015375
C9orf43	0.5945
DIP2A	-0.5175
ACTR8	0.296625
CCDC34	0.51425
PTPN22	0.1615
ITGA3	-1.305
FAM129C	0.71575
RABGGTA	0.118333333333333
UNC45B	0.3155
KIAA1033	0.448
ZNF510	0.202166666666667
CYP2D6	-0.648166666666667
SLC26A10	-1.846
STX8	0.171
LUZP1	-0.04875
WDR89	-0.330833333333333
EIF4G3	-0.623
C5AR1	0.968625
ZNF623	-0.2115
A2M	1.7575
TGM7	0.1855
GRPEL1	-0.522333333333333
LMNB2	-1.8991
ROCK2	-0.819833333333333
SNX16	-0.079125
CCDC66	-0.26975
ANXA3	-0.80075
KIAA1609	-0.2935
EED	-1.43525
RNF32	-0.199833333333333
HES1	1.3945
CLC	0.167666666666667
ISL1	-0.347833333333333
KIAA0528	0.29975
MANEA	0.316625
C1orf61	-1.609
hCG_2001000	0.4685
RAPGEF6	0.2144
KIAA0020	-0.6155
NEIL1	1.42975
C16orf45	-1.245625
RBM10	-0.473
C10orf125	-1.051375
MRS2L	-0.479
DNAH17	-1.038125
C19orf10	0.000999999999999994
C1orf160	0.06825
SLFN12	1.43275
EXOC3	-0.176166666666667
HIST3H3	0.54475
NCOR2	0.706333333333333
TNFRSF9	0.78475
MFSD8	0.518
ALX1	-3.5165
NOL1	-1.20175
PODN	2.93675
TIAL1	-1.36075
HIST1H1E	-0.98625
NPY6R	0.533
TM4SF4	0.26225
CORO2A	1.475
ETNK2	-0.541833333333333
APOE	1.3303
ANGPT4	0.068
HDGF2	-0.53675
G30	-0.235
ST8SIA4	0.66275
F2RL1	0.957875
FAM19A4	-2.201
CCAR1	-0.706
B3GNT7	0.12175
OPHN1	-0.1142
DSCR6	0.5895
C21orf13	1.716
GAS2L1	0.291083333333333
RFX3	-0.6615
COPS4	-0.04625
BCHE	-4.441
BCL2	2.869875
HBZ	-3.478
ARL13B	0.11
MAPBPIP	0.505
MYO15B	-0.16675
SPZ1	-0.27875
KIAA1324	4.37733333333333
PLCL2	0.30675
C4orf29	-0.79125
WDFY2	-0.81375
ZNF284	-0.656
NAALADL1	0.119
DUSP5	0.508166666666667
PXDN	0.638
SLMO1	-1.21075
TNXB	0.399
BIRC7	-1.57225
A4GALT	1.83666666666667
TIMM22	0.2065
FAM110C	1.95
TOMM34	-0.5585
ABHD9	0.3075
ADAM32	1.045
CRHBP	0.511
AQP2	0.3415
LOC130355	0.1305
ZNF187	0.0236666666666667
ZNF816A	0.5345
F7	1.414
CNOT1	-0.2277
SLC13A4	1.21
ZBTB11	-0.376
B3GALT5	1.7865
EXOC2	1.28166666666667
IRS1	-0.2245
TMEM1	0.0763333333333333
MRPL34	-0.491
SAMM50	-0.33175
CDC42EP3	-0.30275
HSF2	-0.5526
MFN2	-0.62275
TSPAN7	-0.388666666666667
NUCB1	0.615833333333333
RHOH	0.20025
ARL16	-0.933
TACR1	0.26825
SFRS5	-0.299333333333333
SNX25	-0.044625
RHBDF1	0.773
PCDH18	2.39766666666667
HMG1L1	-0.8
MYO5C	1.636125
MAPK10	-0.0785
LDHAL6A	0.272666666666667
NUDT12	1.34516666666667
NCAM1	-0.06275
GLIS2	0.448
GGTL4	0.1035
DAPP1	0.7755
ATF7	0.872125
KIAA0748	0.12125
NFIL3	-1.08875
TM6SF1	0.9948
SEZ6	0.149625
NANOS3	-0.424166666666667
DNAJA3	-0.519
CLDN6	-2.6335
CIITA	3.1963
EPHA4	-0.582416666666667
FANCC	-0.48325
CMTM3	1.102
PSG3	-0.504625
MRPL15	-0.46575
C21orf59	-0.17475
PLCXD2	0.2145
C2orf34	-0.22
UBE2L6	1.438125
MED14	0.0693333333333333
HP1BP3	-0.4575
C6orf208	0.0545
TPBG	1.34175
OSR2	0.10075
XPC	0.165
KLHL7	-0.84125
CCR3	-0.0891666666666666
AGTPBP1	-0.718833333333333
PCSK6	1.12806666666667
STAT5A	-0.8112
FAM18B	0.26325
LONRF2	0.132666666666667
PTPN2	-0.857
SF3A3	-0.7255
EFCBP2	-0.407
HCFC1	-0.355666666666667
AHNAK	1.0579
ACTR5	-0.5025
KIF14	-3.69657142857143
TENC1	1.25425
HEATR5B	0.8955
YIPF2	0.689666666666667
MYEOV2	0.323166666666667
DUSP18	0.8
KIAA1012	-0.27875
AHR	-0.408166666666667
C17orf53	-1.91633333333333
PTPRH	-4.39875
ATP6V1C1	0.1431
TAS2R3	-0.5615
LOC440356	-1.562
COQ10B	0.493
PSMF1	0.348083333333333
SORBS2	2.57658333333333
NFE2L2	-0.02825
TMCO7	-0.903
SH3PXD2A	0.481
SH2D2A	-0.101
SPINK5	-1.56175
MRPS24	-0.96975
OPA3	0.235
TRAF7	-0.795666666666667
C4orf35	0.279666666666667
MT1G	-1.30675
MGC39545	-0.192
HS1BP3	0.0834
OR2B2	0.1315
CHRM4	-0.039
SFRP2	4.15558333333333
RIC3	-0.288
ART1	0.8085
C6orf1	0.157375
DUS4L	-1.35925
C10orf104	0.57575
TNFAIP6	2.4
RTEL1	-1.6385
CCT4	-0.7003
ZNF709	-0.103
CHMP6	0.153833333333333
UPP2	0.2765
CYP19A1	-1.828125
CD151	-0.130666666666667
NDUFA13	-0.0678333333333333
ARFRP1	-1.24933333333333
FAM26B	2.2855
CRYBA1	-0.879
MRPL41	0.487333333333333
NPFFR2	2.599625
HRH2	0.1885
SCAMP3	0.251666666666667
MTMR6	0.0553
MTG1	-1.05916666666667
UBTD1	1.2265
CRABP1	-3.1465
FLJ33790	-0.0892
KIAA1908	0.52
GPR158	-2.88925
PACSIN3	0.246333333333333
OMD	3.05266666666667
CATSPER1	0.354166666666667
HOXB8	-0.624125
FBXO46	0.4395
OAS1	1.68516666666667
SVIL	0.671
PHB2	-0.8045
ADCY3	-0.315
NDRG2	2.05966666666667
ERMAP	1.4431
APBA2	-1.73683333333333
IGSF9	2.144
WNT6	0.000500000000000008
MYCBPAP	0.1265
ATP2B2	0.0163
CPVL	0.5571
TRAM2	-1.1465
NOP5/NOP58	-0.572
ZNRF4	-0.2895
TLK1	0.105
MTMR12	0.515857142857143
ZNF384	-0.172833333333333
FAM9B	-2.46
RPN1	0.3768
PMVK	0.638
EIF3D	0.1611
SIX2	-1.03275
HPS1	0.520642857142857
RNF7	0.2165
PSKH2	0.204
KCTD13	-0.3935
CSMD3	-0.6635
FBF1	-0.346
IL8	-6.19075
SERPINB13	0.353333333333333
FBXL20	-0.2865
BLR1	0.15925
SH2B1	-0.874666666666667
RFNG	-0.302875
RAB20	1.03333333333333
RBM7	-0.656
POLR1A	-0.466
TMPRSS4	-3.165
TAF9	-0.88725
TERF2	0.384333333333333
TNFRSF1A	1.02325
ACADVL	-0.1305
GTF2H5	0.20725
EDG8	-0.198
C9orf140	-2.587375
UST6	0.17275
ZBTB8OS	-1.296
ZNF710	1.095
GPR174	-0.5625
ATP6V0A2	-0.521
KIAA0319L	0.776333333333333
XKRX	-0.632
DOPEY2	1.4144
SDHD	-0.817583333333333
SUMF1	1.88175
OSM	3.6725
OPN3	-1.821
DAGLB	-0.149333333333333
PPFIBP1	0.3058
TRIM63	-2.224
C10orf53	0.3195
LYPD3	1.3095
BCL7A	-0.19875
AGER	-1.27633333333333
TCF19	-1.758125
SAT2	0.25825
PFTK1	-0.165333333333333
GABRE	-3.17325
C15orf38	0.8191
FIS1	-0.124
KCNV2	0.12725
CLPS	0.07025
PPCDC	-0.95125
FOXN2	0.586166666666667
NT5E	-3.6338
CD83	1.197
IL18	1.25525
VPS16	0.046
IGFBP2	0.5995
NOTCH2	1.866
SIGLEC1	2.753875
CD93	4.91
SULF2	0.4615
CEP164	-0.634875
P53AIP1	-0.0381666666666667
TOR2A	0.267833333333333
ZNF136	0.24725
MGP	3.3521
CCDC144A	0.609833333333333
TRPC1	-0.918166666666667
SMS	-1.42066666666667
MAPK7	-0.0688333333333333
RRAGC	1.404
PARD6A	0.290166666666667
NUB1	0.852166666666667
SYNGR4	0.28475
OR11H12	0.1225
WIF1	0.547125
GCH1	-0.04275
OR11H4	0.127
SLC44A5	1.466
GPRIN2	1.5515
LOC401431	0.697
CPA4	-3.3048
MELK	-4.28388888888889
IL15RA	0.561
CUL3	0.20125
HMBOX1	1.3285
PODXL	-1.243
CCT6B	1.738
COMTD1	-0.5155
MUC20	-0.00766666666666666
GPX2	-3.615125
ITK	0.2625
FBXL5	2.161
C13orf27	-2.59875
DEFA5	0.2925
TRHDE	-0.1095
MTP18	-0.7155
UQCRQ	0.3939
ITGB2	2.89483333333333
CSRP2BP	0.17425
TAS2R44	0.248
PHPT1	0.24
FAM44C	0.0775
ERH	-0.18
MPHOSPH1	-2.186
MORC1	-0.2415
PARVB	-0.7775
LAMA1	-2.22341666666667
PGBD3	0.439
GIMAP6	4.1215
AREG	-1.64133333333333
LIPT1	0.30075
MGC99813	-1.30825
C1orf201	-0.856333333333334
GRIN2A	-0.4729
MAN2C1	-0.81
NSUN5	-1.06075
SF3B5	0.4165
MYC	-1.342625
NRXN1	-0.349545454545455
ZNF18	0.8495
SPDYA	-0.354625
SLC37A1	1.2725
DECR2	-0.86575
ANKRD38	0.12475
SPTLC3	-0.575
SUPT16H	-0.354625
DTWD2	0.70875
ULBP1	-0.286
ZADH1	0.1765
OIP5	-4.0055
IL10RB	0.210833333333333
OTUB2	-0.00637500000000001
VWA3A	0.0455
SPIC	0.394833333333333
OR6C4	0.2625
PSCD4	2.23916666666667
DPY19L2P2	-0.0005
TRAPPC6A	0.415333333333333
C21orf2	0.0871666666666667
CEMP1	-0.2965
LIN7B	0
E2F7	-3.5715
VCP	0.1905
LAMA3	0.324666666666667
BGN	1.79725
GPR160	1.42916666666667
COCH	-4.56133333333333
GPR81	2.076
APOBEC3F	-0.55875
tcag7.1017	-0.6445
C1orf32	0.1785
SCGB1D2	5.70925
FLJ43987	0.4695
C6orf170	-0.0215
KLK9	0.2065
GPD1L	1.406375
VPS37B	0.1905
ATG3	-0.299833333333333
ADAMTS17	0.5075
KLHDC2	0.5535
NDUFV2	-0.67625
BLK	-1.217
MATN4	-1.5725
GPM6A	0.5855
GBP4	4.1585
TMEM162	-0.164166666666667
PKP2	1.1535
HRASLS	0.693
MMP1	-4.73375
SFXN3	-0.0175
FSD1	-1.87016666666667
ST6GALNAC3	-0.746666666666667
CA12	3.0008
NCOA6	-0.3285
C19orf58	-0.595
PPP4R1	0.0485
MAN1A2	1.115
IKBKAP	0.6885
UPF1	0.130333333333333
KIAA1219	0.01825
WNT16	0.499666666666667
SNW1	0.208
IL18RAP	2.639
RPP30	-0.53025
CDC40	-0.00507142857142858
SETD3	0.1985
SLAMF6	0.9225
ELK4	-0.437
TRIM47	-0.0828333333333333
ACOX3	0.5995
TRIM6	1.24275
KIAA0372	-0.404333333333333
TP53AP1	0.74325
SMURF2	-0.937
ADAD1	0.36225
EBP	-1.3002
KRTAP13-2	0.5135
FLJ36874	-0.905833333333333
TOR1A	0.695333333333333
P2RY4	1.523
GPBP1	0.118
TRPV1	0.035625
ADAMTS12	0.158333333333333
PES1	-0.6691
ATG4A	0.482833333333333
MAGEA10	-4.866
WFS1	1.683
CC2D1B	-0.192166666666667
PABPN1	-0.682
SLC25A30	0.168
SLCO1C1	0.566
SLC22A5	0.48875
KIF23	-3.994
SYN2	-0.0095
ASPN	7.42833333333333
CENTG2	0.56975
QSOX2	-1.5344
FLJ10815	0.423
STK24	-0.2886875
SPEG	0.3671
STK10	0.610833333333333
DACT2	-0.2105
AAAS	-1.03025
SSX3	-1.46775
ABCD3	1.7919
C4orf12	-0.044625
PARVG	1.907
FIG4	0.911
C9orf46	1.03475
TMCO6	-0.879
IGHMBP2	0.04725
DUS2L	-0.536
FAM3C	0.1535625
TMEM16D	-1.204375
DCTN4	0.42525
KCNH3	-0.3935
EIF2AK2	1.16525
AP1S3	-0.040625
CST4	2.099
PAM	0.322375
NUTF2	-0.0135
CITED2	1.167
SLC39A4	-1.37025
C2orf52	-0.9135
GRM3	0.13875
C12orf49	0.65175
CCDC49	-0.0414
GRAMD1B	-1.31825
FNDC4	0.20225
SIAH2	1.4875
GDPD4	0.048
C21orf87	0.383125
ATP5A1	-0.7725
C16orf63	-0.621375
LOC388135	-0.405
ATP5J2	-0.837625
MMP3	0.30725
EMID2	-0.20825
CRHR1	0.59475
WDR70	-0.44775
C13orf31	1.3095
ZFAND1	-0.06825
CCL18	0.653
C3orf49	-0.114
RINT1	-0.3845
KIAA0408	-1.46716666666667
F13A1	4.4688
SLC10A1	-0.00383333333333332
OGN	2.5625
GIPC2	-1.1475
XPO6	-0.642333333333333
LCE1A	0.845
FMR1	0.1411
LOC374920	-0.589
DUSP3	0.157625
ANKMY1	0.997
C7orf50	0.132
BBS9	-0.2206
UNC119B	-0.246125
C9orf72	0.06525
MGC35440	-0.144
ENTPD6	0.429
PPP1R2P9	0.315
ERCC4	0.17725
FAHD2B	-0.487
HMHA1	1.1985
HACL1	-0.06575
RAD23A	-0.324166666666667
FAM83B	-0.33375
PPP5C	-1.3825
RNASEH2C	-0.12375
C9orf153	-0.49675
SCAMP4	0.86375
GHITM	0.4473
NDUFB7	-0.09775
ADCYAP1	0.305333333333333
SP110	1.771
MAP3K7IP2	0.3195
DHH	-0.3705
AGRN	-0.887428571428571
WDR33	0.189166666666667
CEP290	0.633833333333333
PRPS1L1	-1.494
KLRA1	-0.163
GPR97	0.145
CHD7	-0.91575
TLR10	1.907
SLC30A8	2.78
HIC1	1.3745
IAPP	-0.0275
RXFP4	0.09175
GP1BB	0.93075
SHQ1	0.112
NKX2-3	0.292666666666667
API5	-0.15925
FTHP1	0.1065
MOV10L1	0.920166666666667
TRIM6-TRIM34	2.30583333333333
ADHFE1	1.083
FAM117A	-0.04925
DDI1	0.0373333333333333
CDON	0.772666666666667
TRIM73	-0.5035
IGKC	4.691
MMP14	-0.293
DYNC1LI1	-0.195
C11orf66	-0.15525
TRBV3-1	-0.71475
FASTKD5	-0.12875
BIVM	-1.75025
LHX4	-0.25325
CXCL2	-2.3715
RAB2B	-0.230166666666667
IZUMO1	-0.77425
MAP3K15	-1.680875
FAM19A2	-0.183
ZC3H8	-0.4295
ZMAT1	1.88625
SPINK5L3	-2.40875
SLC10A6	0.11
APPL2	0.031875
CARD10	0.645
LOC402176	-0.85975
EEF1D	0.4686
RAB6A	0.1724
C12orf5	-0.2305
PAPOLG	0.61525
MSRB2	0.98725
BCR	0.773833333333333
PUS3	-0.63825
TIAM2	-0.06925
ZNF317	0.110166666666667
CHD2	-0.0383571428571429
FZD5	-2.01609090909091
NUDT8	-0.98
ZNF763	-0.1625
PRC1	-3.19077777777778
ABCB9	-0.285833333333333
SPATA3	0.12525
TRAK2	0.47025
STAB1	3.085625
LRRTM2	0.155333333333333
psiTPTE22	1.1435
DBI	2.15275
SERPINA11	1.3385
NAT5	-0.19125
C20orf58	-2.3585
RPS6KA4	0.574333333333333
FLJ90650	-0.2505
TGFBRAP1	0.5015
CHRDL2	-0.1895
FAHD2A	-0.817333333333333
CNTN1	0.0165
BBS4	0.3676
TMEM181	0.638
MINPP1	-0.2555
MPHOSPH6	-0.224666666666667
HOXC10	1.2085
ITPKB	0.240375
CLPTM1L	0.164375
MEOX2	0.633
ATP6V0C	0.00874999999999999
PRPF8	-0.101833333333333
TMC5	3.3935
FKBP3	-0.64025
PLEKHB2	0.11
OR4D6	-0.235
ZNF544	-0.7479
D2HGDH	-0.137125
RPL18A	-0.5018
HEL308	0.090875
MPP6	-3.925
TCERG1	-1.512
KRT16	-0.810666666666667
KLF17	-0.136
KLF5	-1.028125
CDR1	2.447125
VCX3A	-4.935
FBLN2	1.94
C14orf104	-0.12375
HBE1	-5.0323
OR4S2	0.6005
C1orf108	0.439833333333333
ROBO4	3.19016666666667
CPEB4	0.866875
C11orf80	0.0218333333333333
BCKDHA	0.812166666666667
MYOC	0.18675
GIF	-0.0315
CKMT1A	0.745
RPL3	0.7335
THBS1	2.530625
APOO	-2.00075
ARMCX1	3.3875
HSZFP36	0.74675
SNAPC5	-0.285
EIF4ENIF1	0.9385
ZNF433	-0.4345
TNFRSF21	-0.657875
TMPRSS7	0.049
SPATA18	0.5158
HPDL	-3.473
MKL2	0.9453
TBX3	0.746076923076923
C21orf93	0.4315
DAXX	0.43175
ELMO1	0.71875
RGS13	1.68833333333333
TAF11	-0.90925
UNC13A	-2.06325
LOC653314	-0.0104
ORC3L	-0.333
IMAA	-3.1015
TARBP2	-0.60425
CABIN1	0.0963
TRIOBP	0.315125
HIST1H2AC	1.75325
RGS22	0.405
NCOA1	1.4595
IL25	0.9985
SNCG	0.1085
GPR6	0.1735
AMDHD1	-1.96583333333333
CHEK2	-1.27775
C6orf142	0.56475
DRD4	0.6215
C14orf68	-0.73525
GDF11	-1.9385
SEMG2	-0.3035
CD247	0.476
CDAN1	-0.12475
RBMX2	0.00933333333333333
TGS1	-0.24625
OIT3	0.58325
SYF2	-0.07925
MCM4	-3.1045
PKHD1L1	0.413625
CEP192	-1.21283333333333
IFT88	0.31975
RPL9	0.261714285714286
RAB32	0.314125
DDX43	-1.63875
P2RX2	0.253166666666667
OR5D18	-0.0725
UBE1	0.0891666666666667
SLC24A1	0.542875
ARHGAP5	0.517
CETP	-1.15625
KIAA1731	-0.914333333333333
SLC9A4	0.562
PTPN6	1.25325
BAHD1	0.5415
GRIK3	0.7565
CACNB2	-0.1108
PDE10A	-0.4945
DGCR14	-0.07675
PCDHB9	0.735166666666667
RHOQ	0.0596666666666667
MAP3K4	-0.43625
KTI12	0.4405
RPL23AP13	0.08025
GNG11	-0.77975
CLCN3	0.873666666666667
GPAM	-0.396
VSTM2A	0.0795
SLAMF7	3.67116666666667
INTS2	-1.178
PPP2CA	-0.0771
LRP12	-1.0404
SEC14L2	3.46833333333333
DKFZP586H2123	1.80075
MC3R	0.022
CIRH1A	-1.2455
HIST1H2AB	0.657166666666667
POLH	-0.134875
MGC16703	-0.757166666666667
SNAPC2	0.134
FILIP1L	1.34275
RASGRP4	0.6575
LRRC1	1.3985
GAS1	0.57475
PRAC	-0.4285
DGKA	-0.2685
NT5C3	-0.6725
PEG3	-2.70641666666667
NADK	-1.0475
PRR17	-0.0445000000000001
LOC374569	-0.54375
SGSH	0.435833333333333
NLRP8	0.148
GALT	-0.1383
MCF2	-0.7495
ZNF263	0.3425
TACSTD1	1.13566666666667
TYR	-6.7605
ATP6AP2	0.50975
RNUXA	-0.11
ABHD10	0.3626
GDPD2	-0.98025
SLC35C1	-0.905
UBE2A	0.174875
HERC5	-0.462666666666667
FAM112B	-4.356
FBXL16	-2.3995
DKFZP434A0131	-0.248
ELA3A	-2.3915
RBM41	-0.432375
HAO2	0.20725
RNH1	0.285625
SHANK2	1.99416666666667
OSBP2	-0.9635
DAK	-0.219
C3orf58	-0.3035
TCL1B	-0.056
KBTBD2	-0.37375
SUGT1L1	0.2515
UBE2E2	-0.101333333333333
MYL9	1.9535
CDC23	-0.778166666666667
PBXIP1	2.1326
CXorf40B	0.634
NBL1	0.51575
RTBDN	-0.0865
RAB11FIP5	0.850375
TTTY13	-0.3035
SCOTIN	0.297583333333333
SOHLH1	-0.626666666666667
CDKN1A	0.844857142857143
NCK1	0.343
ZNF550	-0.024
SAPS3	0.445833333333333
SPIN3	0.284333333333333
MAGEE2	-0.0605
MIS12	-0.5215
OR8H2	0.08
KIAA0774	1.5125
UNC5D	-1.8785
CUL7	-0.444333333333333
LIPC	-3.0225
DIO1	-1.7255
C20orf11	-0.0328
CTRL	-0.62025
HS3ST2	-0.327
PAK4	0.510833333333333
CCRL1	2.4
RNF10	0.2075
ZNF567	0.20425
ZNF660	0.592
TCEAL3	2.9605
MAGOH	-0.484833333333333
CENPB	-0.136166666666667
C19orf7	0.605
LOC388965	-0.15025
ZCCHC13	-0.5235
JMJD1A	-1.0802
HIST1H4H	-0.287
TBRG1	-0.2825
GPC3	-0.160375
TAF1C	-0.189125
EBNA1BP2	-0.17
CIAPIN1	-0.12675
PDGFRA	-0.0862777777777778
CSTB	-0.42575
CENPI	-3.14666666666667
GTF2E2	-1.09066666666667
RPP21	-0.656
CCNF	-1.2765
KCNQ3	1.173
FAM79A	0.9435
SLC22A12	0.1975
NOVA1	-0.117833333333333
FZD3	-0.0852
AKAP8	-0.357
SOCS5	0.36525
CFDP1	-0.8665
DLG5	1.12525
PGM5	0.749083333333333
C1orf144	-0.176916666666667
HDAC10	-1.143
RND2	-0.59425
C20orf199	-1.74025
RNMT	-0.566125
SLURP1	0.07775
ASTN1	0.072875
SH3BGR	2.31575
MYCL1	1.569375
ZHX1	0.07
CENPK	-4.566
FOSB	0.2006
LOC643406	0.429125
C2orf59	-1.1345
TMEM135	-0.427375
SLC27A2	-0.7685
KRT33A	1.5405
OVOL1	0.898375
PAMCI	-2.13366666666667
S100A7	-1.3545
ZNF789	-1.397
HARS2	0.1235
RPL23A	-0.497
TCF23	0.10825
UPF3B	-1.162625
C17orf78	0.2385
HLA-DOB	1.47516666666667
C14orf142	0.285333333333333
TEKT5	0.8505
DMWD	0.667
POLD1	-2.21133333333333
GSCL	-0.319
CALD1	0.2288
SCRT1	0.335833333333333
AIG1	1.57375
UNC84B	0.22325
ZNF404	-0.22575
TMED6	-2.541
KIAA1462	0.4585
LRRC27	1.49083333333333
PYGO1	-0.186
PIGU	-1.19416666666667
ALAS2	-3.97966666666667
WRNIP1	0.09825
CNNM3	1.0955
ZNF2	0.5375
ST3GAL5	0.492583333333333
MRPL23	-0.4755
TSSK6	-0.1905
PSMA6	-0.38275
C16orf70	0.05875
KIAA1602	0.2365
ALMS1	0.133833333333333
DCN	2.62275
TMEM132D	-0.80125
SUCLG2	0.42575
ABHD14A	0.5705
DEXI	0.177333333333333
AMPD2	-0.3895
IFNAR2	0.181333333333333
CYB5A	2.3291
TLOC1	0.82375
NXF5	-0.365333333333333
NRBF2	0.302
KCTD3	1.45425
ITGAE	-0.888
SLC30A3	-1.96116666666667
ZRF1	-0.812
IFRD2	-0.27675
XAB1	-0.22375
PYCR2	-0.536333333333333
SERPINB3	-4.1705
TMLHE	0.1612
GEFT	-1.69975
ABCA5	0.168625
EMR4	0.1475
TSFM	0.06775
HIST3H2BB	-0.32775
ARHGEF19	-0.34275
TSPAN17	0.175666666666667
ABCC8	2.73275
MAP1S	0.312333333333333
C22orf36	0.90375
BNC2	0.346928571428571
HIST1H4A	-0.673
NDUFS3	-0.346666666666667
WDR3	-0.165333333333333
XKR4	-0.13725
TTC33	-0.193714285714286
STMN2	1.84725
CPN2	-0.553333333333333
HSPC105	1.4575
PCOLCE2	-2.83525
C3orf55	0.917
KLHDC9	1.49933333333333
TBC1D23	0.28325
ATXN2L	-1.39216666666667
MAP2K3	0.555333333333333
SCAP	-0.241
ZNF486	0.600666666666667
C20orf96	0.2975
NARS	-1.03925
ADAMTSL1	-0.670214285714286
PRCC	0.362833333333333
CCDC126	2.16983333333333
ZNF675	-0.17425
CALCOCO1	0.7375
ANKRD43	4.708
CWF19L2	-0.3885
ZBTB32	1.20133333333333
BRAF	-0.43475
ODF4	0.1515
MGC14376	0.976833333333333
HORMAD1	-1.66666666666667
AAK1	0.168416666666667
PEBP1	0.601583333333333
TNFSF5IP1	-0.4375
DKFZp564N2472	0.83225
RMND1	-0.20325
IGKV1-5	4.62725
COL1A2	2.67558333333333
SERPINA5	-2.054875
AANAT	0.1355
C19orf21	-1.00216666666667
GEMIN5	-0.09575
UBR4	-0.360666666666667
LTBP3	1.1545
AMHR2	-2.306
PROCR	-0.813
MYBBP1A	-0.83825
C20orf39	2.55766666666667
ZNF697	-0.630625
PASK	-0.6621
ZNF776	0.602166666666667
RFXDC2	0.118375
