Hybridization REF	TCGA-A2-A0ES-01A-11R-A115-07
OR7D4	0.432166666666667
PCDHB17	1.487
CD36	5.19642857142857
C6orf203	0.4763
PRKG2	3.698
LOC400566	0.51225
ANAPC13	0.10125
SLCO3A1	0.105
ZNF692	-2.2355
FANCL	-1.1495
SH3GLB1	0.639
C12orf61	0.2865
KBTBD6	0.372
SUPT5H	0.166
XRCC6	-0.4103
HUS1B	-0.3917
FAM133B	-0.016
LOC728276	-0.764
KCTD18	1.178
SOS2	1.16116666666667
CCDC99	-2.29075
C1QTNF5	3.516
NNAT	2.72816666666667
USP16	0.11625
LARS	-1.1235
ZBTB2	0.213375
ABO	0.435166666666667
TRAF3	-0.69
GALNT5	-2.351
NAP5	0.308375
ALG14	0.824833333333333
KIAA0515	-0.0978461538461538
WDR75	-0.520333333333333
TEX261	0.0315
LY86	0.8645
LOC389072	-0.419
FLJ13611	0.175
MRGPRX2	0.0935
SNRPA	-1.144125
OR2G2	0.004
GPRASP2	1.93875
C7orf42	0.4562
C9orf163	-0.8505
CYP11B2	-0.807
FCRL3	1.08133333333333
PRDX1	-0.10625
FGB	-2.58116666666667
COX17	0.156333333333333
C16orf33	-0.95325
PIWIL1	-0.5768
FOLR1	-0.675833333333333
KIAA0082	-0.574
FREQ	-1.1685
TMCC2	-1.143
TCF12	0.203083333333333
ZNF721	0.579
FAM130A2	1.481
POU4F1	-3.0585
SNRPF	-1.62675
SGIP1	1.8
ZNF641	0.672833333333333
EMG1	-0.63575
PRRG4	1.7375
HIRA	-2.33575
MYNN	0.440166666666667
AEBP2	-0.111416666666667
TBXA2R	-0.0713333333333333
ISL2	-2.15983333333333
PCDHB11	0.822
RNF144A	-0.24
MARCH5	0.97825
DULLARD	-0.0451666666666667
DCLRE1B	-1.1075
ITGA8	-0.114
TP73	-0.7075
PRKCD	1.2795
NDUFB4	-0.00925
ATP13A4	2.27875
ANTXR2	-0.022
COL4A3	-0.350166666666667
MYO10	-1.2075
SLC6A18	-0.10675
PEX1	-0.10525
TMEM74	-1.50883333333333
RBM19	-0.33475
TAPBP	0.21155
RUNX1	2.745
MID1	0.362333333333333
GPR64	-1.22716666666667
RASEF	1.85175
GABRG1	-0.047625
MYO16	-1.054
DBF4	-1.84416666666667
TSHZ2	4.48
RIPK2	0.1825
PPTC7	0.139833333333333
KIF4B	-1.8385
LRRC31	4.428875
ZNF540	2.381
EFNB3	0.316666666666667
LOH12CR1	0.142125
STON2	0.9175
GLP1R	0.887
CSTF2T	-0.42575
IREB2	-1.1635
GRSF1	-0.09725
PDCD7	-0.609833333333333
LRRC43	1.227
CNR1	1.6595
IL1F7	-1.199
C12orf64	-0.11075
FAM69B	-1.29475
NR2E1	-2.41633333333333
MS4A6A	3.6815
FTL	-0.8973
C7orf36	0.12925
PCLO	1.037
DYRK2	0.344583333333333
ARIH2	-0.262375
SAMD7	0.0435
SCNN1D	-1.068
SLC32A1	-1.178625
C22orf25	-0.0705
MRPS18A	-0.4517
GPR112	-0.385
EARS2	-1.06225
ERN2	-0.036
ATPBD3	-0.8055
PRH2	0.023
CDKN2D	-0.957
PGLYRP2	2.88175
TRIM40	-0.436666666666667
SEC14L3	1.367
SLC22A1	-0.438
BTN2A3	-0.6885
RASA4	0.19525
CCNL2	-0.9095
MYBPC3	0.432
GJA4	3.5135
CDC42SE1	0.311
TRPV2	-1.28675
MYPN	-3.9382
SIM1	0.02
CDADC1	0.85025
ZFHX4	1.648
NIBP	0.255666666666667
ADAMTS19	-0.43875
ABTB2	-1.8415
TSPYL2	0.89275
EIF2S3	-0.6097
SOX30	-0.20375
AP2A1	-0.423833333333333
DKFZP564O0523	0.417666666666667
LOC285398	0.4025
CDH18	-5.039
CHL1	4.165375
GATS	-0.5474
TBC1D2B	0.535166666666667
OR1J1	-0.1335
GSN	2.91116666666667
DPCR1	0.697
GARNL4	-0.359
SMARCA5	-0.1495
PLEKHG3	0.6535
ZBTB45	0.046
FRMD6	0.157833333333333
PLS1	0.8445
DGKZ	0.0511666666666667
EFNA1	1.241
WDR85	-0.952625
ANK2	2.14875
PAGE4	-1.0695
SENP6	1.24616666666667
AKR7A2	-0.183666666666667
FKBP10	-1.976
VEGFC	-1.36616666666667
LARP1	-0.7449375
SRBD1	0.408
ITGB6	3.42325
SLC1A2	-0.102642857142857
INVS	-0.9215
MPO	1.263
MOBKL3	0.2992
CUTL2	1.2575
KLK2	-0.356583333333333
VIM	-0.11975
REG1B	0.21
PCDHGC4	-0.5065
C3orf34	-0.786
SUMO3	0.164
CST9L	2.757
MLL4	-0.51825
SPR	0.345
SAMD9L	1.60175
ABCE1	-0.57025
SUPT3H	-0.451833333333333
ACTBL1	-0.0245
ADAMTS4	1.21483333333333
SLIT3	3.45225
RHEBL1	-2.058
NPM2	-0.3105
MAN1C1	1.0295
KIAA1856	0.2165
HSPA6	1.08725
LOC388152	-1.5395
C10orf140	1.64325
ZDHHC12	-0.82
LIN7A	0.247
PHC2	0.618
SPHK1	-0.9195
TRIM26	0.0564375
FAM83E	0.3425
C18orf24	-3.05
ZNF578	0.217166666666667
ORAI1	-0.63325
RUVBL1	-1.01575
C7orf20	-1.02883333333333
APAF1	-1.106
SLC36A4	-1.28166666666667
MYH11	4.292
NEK1	0.4136
MPP2	-0.458375
C12orf24	-2.76075
TNK2	0.3058125
ZNF289	-0.36
MATN3	-1.48814285714286
IFNGR2	1.19733333333333
ITPR1	1.997625
EBF3	3.4274
TBC1D20	-0.0634
OR10P1	-0.26375
DDAH2	1.06125
SHPRH	-0.00437500000000001
STX7	0.1935
LOC554248	-2.161
BCAR1	-0.60475
ATXN3	0.344083333333333
TRIM27	-0.66025
CDC42EP2	0.4445
CHP	0.290571428571429
SOX17	2.503375
ZNF259	-0.9435
CHCHD1	-0.01325
ZDHHC19	0.35
GBP2	3.2345
GARNL3	1.433625
MRC2	0.21875
C1orf52	-0.27525
AOF2	-0.651833333333333
LRPPRC	-0.7865
ACVR1C	1.2705
TM4SF18	3.77983333333333
TMEM169	-0.611
PPP1R16A	-0.5515
EBF1	2.9685
RRS1	-0.8285
SNX2	0.1865
OR2T2	0.321
RBX1	-0.09175
ANKRD54	-0.086
TSNAX	-0.053
TMEM83	-2.26775
ZBTB7A	0.39275
ATM	-1.04633333333333
LOC338328	2.95283333333333
TIE1	2.07116666666667
HIST1H3G	-0.795
PASD1	-4.565
TINAG	0.0565
PCDHAC2	-0.472
LRRC15	-0.342625
WBSCR17	-0.078
TFF2	1.537
PARP2	-1.22475
NDFIP2	0.103375
PCDHGB2	-0.3055
WDR60	-0.37875
MAP7D2	-2.0134
USP45	-1.2315
GSDML	-1.342
TNS1	0.4738
PLCD4	-0.408
IQCD	0.5325
SMPX	-1.277
CD9	1.29833333333333
SRGN	2.178125
CASP7	1.363
INOC1	0.273333333333333
DKFZp451M2119	-0.693
VMAC	1.411
USP53	2.2383
CAMK1G	-0.505625
TMEM106A	0.473833333333333
CDC20	-3.0304
ACSL5	0.2635
CBWD5	0.157375
C1orf87	-1.57133333333333
KIAA1274	1.5145
PRUNE2	-0.212
LYPLA2	-0.567666666666667
DOK6	-1.09
GPR149	-1.53675
FAM30A	2.241
TMEM129	0.56025
SLC35B3	1.09275
ACPP	0.7675
LOC200261	-2.0325
SLC4A7	2.0933
CCDC40	2.50575
GART	-1.501625
THOP1	-1.7905
SCARB1	-1.2325
CACNA1F	0.784
TRIAP1	-0.394333333333333
SYT14L	0.5005
SFRS8	-0.882166666666667
PBOV1	-0.22475
GOLSYN	3.26375
GJB7	-0.8865
CAMK2N1	1.22941666666667
GREM1	2.54233333333333
FLJ20433	0.6865
QPCT	-2.70875
PRKAG2	1.51133333333333
H2AFX	-2.445
C6orf154	0.11975
PLOD3	-1.64425
ZBTB39	-0.104666666666667
WASF3	0.459833333333333
DRG1	-0.068
PRR4	0.745
SPCS1	-0.509
KDELR3	0.539
SRP19	0.0555
GABRA6	2.22575
MFSD1	0.73075
MMEL1	2.19425
PDXDC2	-0.239
BUB1	-4.21055555555555
RNF138	-0.706125
MYLPF	-1.253
AIF1	1.18483333333333
DYNLRB1	0.1227
HCN3	-1.63483333333333
HIST1H2AI	-1.4925
MAP4K5	0.323833333333333
LASP1	0.88075
LOC130951	1.2105
PLAA	0.521375
KRT6A	2.276
C6orf117	-0.048
ARHGAP23	-1.41
PTF1A	0.1585
GPHA2	-0.85825
LCE3B	-0.92675
MCL1	1.69464285714286
EHBP1	-0.801666666666666
PRNP	0.24725
ZSCAN1	0.038
C1orf113	1.00333333333333
FOXA3	-3.08625
NEB	0.77
ASGR1	-4.30866666666667
CTGF	3.4295
RAB17	0.847833333333333
MST101	-0.18075
JARID1B	0.1852
USP37	-0.7127
PTBP1	-0.652666666666667
PTPN7	-1.0275
CDC7	-3.09233333333333
SNX7	0.69125
ZNF335	-0.67275
CPT2	-0.42075
HEATR1	-1.2365
HSPC152	-0.35975
C5orf40	0.56825
PSME1	0.118833333333333
STAG3	-2.20975
TMEM154	0.8965
KLHL32	0.0876666666666667
TSGA10IP	-3.767
SUV420H2	-1.25233333333333
SF1	-0.3542
2'-PDE	-0.115375
PNLIPRP2	-0.677
TRSPAP1	-0.0923333333333333
NUP210	-1.4315
ANP32C	-1.328
RAB11B	0.698333333333333
ASB15	-0.2345
ITGB3BP	-1.10475
UBASH3A	-1.07675
YWHAB	0.05575
TPRX1	-0.26775
LY6G5C	0.317625
SLC7A2	-0.986
CLK1	1.3415
HSD3B7	-0.0701666666666667
VDR	3.41575
C16orf74	0.0925
ACE	1.11725
PSMA2	-0.241833333333333
CCDC131	-0.799625
ZNF213	0.509333333333333
EML2	-0.1125
ALS2CR13	0.303333333333333
GLYATL1	-0.84625
DSPP	-0.8105
DHFRL1	-0.647625
C10orf30	0.9305
SH3RF2	0.49
LOC197322	-0.712
DLL3	-2.33425
TIGD7	0.19425
GFRA3	-0.11575
CPA1	1.55866666666667
RTN4	0.171333333333333
PPT2	-1.46766666666667
FASLG	2.41633333333333
FOXP4	-0.036625
RPL26	0.448
GNL3L	-1.8695
FMR1NB	-0.331166666666667
CD163	7.7425
SGPP2	2.58125
GIMAP2	1.36275
CD37	1.54966666666667
DPT	4.38683333333333
NBLA00301	2.75975
RGS5	2.93533333333333
C9orf4	-0.6185
ACTL8	-4.2055
PRKAR2B	0.64125
OPLAH	-0.38
C20orf134	0.642
SPACA5	-0.2075
TBL1X	-0.532833333333333
TSPYL3	0.0195
CHCHD3	-0.97
CRKRS	-0.2835
GPR65	5.26775
DFFA	-0.6565
FUT1	0.776
C6orf204	0.122666666666667
TMEM51	0.03075
ZNF580	0.0885
CMTM2	0.40025
C20orf200	-0.83
EZH1	0.444333333333333
FDX1L	-0.682
MRPL32	-0.3415
PCAF	-0.4034
ALOX15B	3.613
CD59	1.19704166666667
CDK9	-0.6385
ERP29	0.0401666666666667
TTR	-5.00975
BCMO1	-0.1355
DDIT4	-0.7236
PTGDS	2.897
C3orf63	0.0968333333333333
BST2	0.50225
CYP1A2	-0.00299999999999997
C5orf25	-0.613
STX1A	-1.55194117647059
OR2A12	0.2065
SH3BP5L	-0.482
SERINC5	-0.2145
USP6	-0.6587
MRPL3	-0.213
POMP	-0.729625
INPP4B	1.49675
GMPPB	0.297
EAPP	0.71875
AHSA1	-0.65425
ABCA11	0.493
SLC5A6	-0.733083333333333
HIVEP2	0.64325
SUMO2	0.257875
KIAA1822L	-1.57733333333333
C11orf67	2.41975
TXK	1.77425
PHCA	-0.793625
ICAM4	-2.8255
FPGS	-0.3385
SNRPA1	-1.5115
KCNJ4	-0.449666666666667
KIF6	-0.1531
HIST1H2BG	-2.53033333333333
SLC5A5	0.43225
ZNF354B	-0.353833333333333
IL12RB2	1.064
C11orf76	-0.309833333333333
GAL3ST2	-0.557
AIFM2	-0.90475
SYNC1	-0.33825
UBL3	0.618625
PIK3CG	-1.34616666666667
NLN	-0.9547
BCORL1	0.22575
CD5L	-0.11
ZNF238	2.998
KIAA1394	-1.3035
C16orf55	-0.874
CYP3A7	-1.173
KRTAP3-1	-2.582
TFDP1	-0.866166666666667
MND1	-3.67925
NODAL	0.140833333333333
GTPBP4	-1.175
TUBGCP2	0.29525
SLITRK5	0.5215
CIC	0.6125
CD79A	0.8455
SAMD14	-0.216
TNPO3	-1.0265
OR10G3	4.714
OR10G8	0.05
CCDC111	0.37
HOXC9	0.73725
DCUN1D1	0.22375
CYB5R1	1.2585
TSR2	0.34575
DAB2IP	1.0537
SLC6A5	0.2565
RAB3D	1.21225
DCUN1D4	-1.28616666666667
ERBB3	1.09
SDC1	0.193333333333333
ATP6V1H	0.580833333333333
SYK	1.2245
ST20	-0.92025
C13orf30	0.923
WDR40A	0.434666666666667
ADMR	0.7215
LOC388335	2.85725
ACSM1	1.0945
TDG	-0.714916666666667
FLJ11235	0.139
MRPS5	-1.1685
AGPAT2	-0.729666666666667
SLC12A1	-0.19125
CYP27A1	-0.32225
THAP7	-1.15025
XPO1	-1.17266666666667
ALMS1L	0.576333333333333
C1orf2	-0.799625
ZNF777	-0.2065
CAMK2A	0.696
SMC1B	-0.05775
IHPK2	0.764133333333333
LEMD1	-0.78075
NKD2	-0.5027
CLU	1.32721428571429
ARMETL1	0.502
PABPC4	-0.7385
CXCL12	3.5935
TFAP2C	1.6739
TTTY8	0.4905
ABCB10	-1.4232
ENDOD1	1.06483333333333
IDI1	-1.26
KCTD6	0.976
CCDC105	6.152
ULBP2	-1.60466666666667
ZDHHC5	0.244
WNT8A	1.22275
COMMD10	0.33825
KLHL12	-0.4605
GPR50	0.1465
NR5A2	0.72725
OXGR1	1.2195
EHD3	0.89875
CAPRIN2	-0.73525
KLRC3	-2.2775
SF3B1	0.230785714285714
IPO7	-1.31525
ALDH1A1	0.815666666666667
ANKRD5	0.3885
TSNARE1	0.2485
DDEFL1	1.064
RNASEL	1.205
DNAH9	-0.4035
HELLS	-2.913
TNS4	3.1235
NAV1	-0.9213
KIAA1409	-0.5095
C20orf26	3.587
TUBG1	-1.52275
IRX2	3.12175
CNGA4	0.02
MGC50559	1.61533333333333
OR4K17	0.000166666666666685
TM2D2	1.37083333333333
FAM32A	0.196
TXNDC14	-0.436
CCBL1	-1.406
ANK1	-2.6904
PRSS23	0.0415
PPM1L	0.8105
SPATA20	-0.344
APCS	0.1105
C14orf122	-1.32616666666667
PSMB5	-0.62825
C6orf10	-0.277875
SETDB2	0.7225
SPNS3	-1.1445
SGMS2	0.693333333333333
MXD3	-1.93716666666667
MON2	0.1637
CARTPT	4.07825
HNF4A	-1.441
RABEP1	1.3468
TNFRSF10B	-0.8645
USH1G	0.1345
PPAP2B	0.808166666666667
TMEM16K	-0.168
CTDSP1	1.18
CDK5R1	-1.004
GABRR1	0.1325
OPN1LW	-0.7015
FAM98C	0.665375
DBN1	-0.2555
ACAD10	-0.723
QTRTD1	-0.6495
WNK3	-0.0871666666666667
RPS19	-0.340625
C1QB	3.8285
OTUD5	-0.3005
SLC41A2	1.368
TMEM22	-0.514
KHSRP	-1.06491666666667
TNFRSF11A	-0.413
FBL	-0.5805
IBTK	0.105166666666667
OXER1	-0.0455
CBLN4	1.342
GPR172B	1.35883333333333
CFTR	2.48325
VSX1	2.017
CAMK1D	-0.2235
LOXL3	-2.363
RTP4	2.1075
SLFNL1	0.24625
KIAA0828	-0.21
PAR5	-0.523
LOC723972	-1.248
GDI2	0.151875
CEBPA	-0.1662
MLF2	-0.311333333333333
AFMID	-0.091
ALOX12B	-0.12975
BPHL	0.0395
COX5B	-0.43525
S100A10	-0.1965
THOC6	-0.877
NHN1	-1.009
RRP12	-0.936833333333333
ARID3B	-2.2425
CD3G	-1.68583333333333
KIAA0133	-1.0465
NAT11	-1.32933333333333
PPAT	-1.43733333333333
SIRT3	0.4722
TCERG1L	-1.973
NIPA1	-0.5649
DPP8	0.1408
IL7R	2.86166666666667
ZFP64	-0.175
DMAP1	-0.0767
TRMT12	0.08525
TLR4	2.3759
WFIKKN2	0.79375
RAB12	-1.34083333333333
DDX51	-1.05766666666667
KIAA1086	-3.37975
ZNF295	0.586
ACVR2B	-1.23321428571429
LOC494150	-1.0275
ZNF517	0.514
DNASE1L2	-2.816
SUFU	0.555166666666667
LOC283677	-1.441
LMO3	1.2105
PPP2R5D	-0.486833333333333
ZNF587	-0.3457
HIST4H4	0.299
CYP2C8	0.45275
C1orf80	0.388166666666667
DOCK5	-1.3345
C9orf24	-0.1515
OR5AR1	8.04
C11orf24	-0.8835
UNQ1940	-0.709
CAP2	0.833666666666667
TIMM44	-1.808
DSEL	-0.1159
ROM1	0.3555
FBXO4	0.665625
MYLC2PL	-2.82375
MLH3	0.9167
NOX1	-0.0226666666666667
DPEP2	2.05375
DNAJB5	0.7155
RLTPR	-0.157
MBIP	0.3785
COPB1	-0.048
SFTPA1B	-0.0825
C10orf4	0.6697
PRELID1	-1.01925
NOLA1	-0.288
C19orf24	-0.82875
TLR9	-1.954
HLA-DMA	3.23091666666667
HCRP1	-1.605
GPR137	0.0126666666666667
ITGA11	-0.239333333333333
PHF13	1.09616666666667
MARK4	0.493833333333333
METTL4	-0.39375
MBD3	-0.882
LOC134145	-0.100625
FGF3	-0.31525
SLC35A3	0.745857142857143
CLEC16A	0.0875
AMOTL1	-0.5105
FLJ31438	0.01175
PAICS	-2.04375
TOMM40L	-0.5515
MMD	-1.52525
KLK10	2.2621
NIT2	-0.540666666666667
SERPINB10	0.69325
KLF15	1.5986
CCDC5	-0.62125
WSB2	-0.279375
ME3	1.822875
CACYBP	-1.33133333333333
TCTN2	0.977
JAK1	1.11
C2orf25	-0.0345
GPD2	0.952
FBXL11	0.306666666666667
CDV3	-0.186833333333333
GALNT11	0.965
NDUFA12L	-0.9461
FLOT1	0.170071428571429
TOR1AIP2	0.305
MMP25	1.607
C1orf164	-0.0604
CHST5	-0.42775
LYRM4	-0.4357
GPER	-2.107
HIPK2	1.41775
DAP	0.1127
ZMIZ1	0.505833333333333
DDX58	2.687875
DCC1	-2.229
AKT1	-0.016125
ENPP6	3.85366666666667
ERVWE1	-1.42716666666667
CDC34	-1.0035
RNF125	-0.55525
CASC1	4.03775
SHROOM2	0.32625
RRM2B	0.324666666666667
COL6A3	2.49957142857143
TMEFF1	-1.8515
PLEKHA4	1.8982
LYSMD1	0.547333333333333
SEPT1	-0.657833333333333
AOF1	-0.24725
GNPAT	-0.306
WDR18	-0.934
HSD17B12	-0.5675
HIST1H2BM	-1.58233333333333
INDOL1	4.02616666666667
SUDS3	0.26225
C1orf192	1.169
CYP2B6	-0.41225
TBC1D2	1.64166666666667
SLC25A12	0.2525
ERCC6L	-2.574
MGC10814	-1.25283333333333
POLR2C	-0.719
ZNF77	-0.165333333333333
EIF3K	0.0692
HPX	3.4715
ANKRD27	-0.078
MALAT1	-1.4424375
PLB1	2.53566666666667
HRNBP3	-0.6645
CPSF4	-0.9725
OR52N2	0.6605
PIP5KL1	0.35125
GH1	0.478
HPS5	0.30825
SLFN5	1.018125
POP5	-0.7
OVOS2	-2.1455
C20orf108	0.214875
MARS	-1.28225
CLRN3	3.62316666666667
ARSE	-1.27433333333333
PPIE	0.117333333333333
PHACS	-0.315333333333333
GP5	-0.1065
IL8RB	2.1584
FCRLA	-1.91925
ARRDC1	0.1297
KRTAP9-4	-0.07275
ZNF613	1.233
OR11A1	0.0415
TMEM132B	-2.626
PGLS	-0.115
BSND	-2.48866666666667
KCNK18	-0.9065
FOXD4	0.9065
SV2C	1.035
LCN2	2.007
ZNF490	0.7649
C3orf15	3.3665
CACNA2D4	-0.96
CBX5	-1.26825
MAGEB4	0.20225
BOLA1	-0.29625
PPP2R5E	-0.3155
COL5A1	0.832583333333333
ASB7	-0.0193333333333333
SFT2D1	0.075625
DERL1	-0.3124
RABL2A	1.006
MOAP1	0.886
KIAA1545	0.243833333333333
F3	3.954
PLEKHM2	-0.827
CCDC89	2.38766666666667
EFCAB1	4.69966666666667
TMEM48	-1.5865
SEPHS2	-0.528
PYGM	-0.239
PRICKLE1	1.67525
WNT5B	0.74175
TAS2R38	0.924
IMP5	0.13625
KHDRBS1	-0.0968
LARS2	-1.19533333333333
C3orf28	-1.02675
FTCD	-4.08675
C10orf68	1.548
DGAT2L3	-0.15575
PSEN1	0.471666666666667
MGC33657	0.57425
PLA2G4B	0.584833333333333
CDKN2A	-1.64266666666667
DLX1	-2.428
TSHB	-0.2815
C18orf37	0.0115
MEX3C	0.445625
MAMDC2	3.39875
PDIA4	-0.720166666666667
ATP5E	-0.8225
CASP2	-0.3025
SERBP1	-0.0168846153846154
ZNF341	-0.311666666666667
TESC	-0.005
TMEM31	-0.79225
OR51I2	0.542
YTHDC1	0.879785714285714
JUN	1.96483333333333
AGMAT	-4.1265
PCNXL2	0.47225
ATAD5	-3.197375
STK38	-0.177
AZI1	-0.62675
RBP1	1.5415
C4orf26	-1.17825
KIAA1026	0.31275
TMEM101	0.50875
HSFX1	0.1625
TREX1	0.20025
C18orf10	-0.9498
TRIM15	-3.885875
CA6	1.18714285714286
CEP57	-0.7505
AR	3.08983333333333
SESN2	-0.893333333333334
KIF3C	0.056125
EPB41L5	0.667125
ARHGEF10	-0.556181818181818
POLR3D	-1.038875
INDO	0.385666666666667
GABRA3	-0.241
SCG5	0.8161
E2F3	-0.8584
TIGD5	-0.559
FGD6	0.712666666666667
KLHL3	0.366375
SCGB3A2	-1.9535
URP2	-0.240666666666667
ATP6V1B1	1.6153
CALML6	-0.7195
LOC100049076	-0.281
TMF1	0.0185
LOC388503	0.336
CDH5	3.276125
RPS6KC1	0.0951666666666667
DAAM1	1.1473
TNFRSF10D	-0.5295
GSTT1	-3.1186
INPP5A	0.55575
TRAF3IP1	1.2331
SMARCE1	0.2555
VRK1	-1.40075
TTC16	0.43925
AARS	-1.5455
ARHGAP27	-0.145833333333333
ZAK	0.589428571428571
ACSM2B	-2.9185
TRAP1	-2.04466666666667
MRPL53	-0.03025
RNF44	-0.284
NPTXR	0.4755
DPYSL3	0.814166666666667
APP	0.5015
GLS2	0.434666666666667
MNX1	-1.86166666666667
CMTM7	0.54025
OR10A7	0.2565
NYD-SP21	4.54983333333333
ORC5L	-0.91625
SLC16A10	-2.15625
TMEM178	1.5985
LOC441601	-6.326
PTGIS	3.4405
KBTBD7	1.03175
C19orf41	0.07225
CEACAM3	0.8375
KRT23	2.647
SERHL	2.092
PNKD	0.2884375
UBC	0.6995
ATRN	-0.04375
HAPLN1	-2.764
RANGAP1	-1.10475
C10orf26	2.05066666666667
KCNA7	-0.881666666666667
SRY	-0.598
LOC376693	-0.20575
HIST1H2BF	-1.70775
CDCA8	-3.15333333333333
MLC1	-2.04825
TNIP3	0.77775
OR4D1	0.408
IFT52	0.468166666666667
GOLT1A	0.1455
UTP20	-1.350375
RP3-402G11.5	-0.845625
PRSS33	-1.79975
PMPCA	-1.23425
APOB48R	1.94933333333333
GLTP	0.723
MPL	1.5865
C9orf78	0.12775
ADAM12	1.120125
CSPG4	-1.8635
LOC144305	-1.1635
KRTAP4-10	-1.0125
PAK1	1.1055
ADCY7	-1.0342
TAS2R43	-1.1865
FRAS1	-0.626714285714286
PPP1R14A	1.18133333333333
OR2B6	-0.930333333333333
ATP13A1	-0.7195
SIDT1	1.7635
C1RL	1.49166666666667
PRKRA	0.3365
TLN1	0.3551
RP11-50D16.3	0.39525
MITF	-1.01658333333333
GYS1	-0.82875
LYG1	-1.12833333333333
NSMCE4A	-0.0637
DNAI1	0.70675
HOXD11	-0.0175
FNBP1L	1.6805
DHX35	-0.62575
LCE3E	0.0494285714285714
SLC33A1	0.37
DCLK3	0.3895
TRIM33	-0.667
TMCC3	1.85883333333333
FBXO42	0.018
C1orf27	-0.1221
C17orf50	0.0765
RNF14	1.03458333333333
SLC4A8	-0.415875
RAB3IP	0.9156
COX6C	-0.937714285714286
PCSK1	-1.2121
SLC13A1	-0.067125
ARF6	0.691166666666667
KIAA1009	0.6085
HOXA13	-3.1485
HMGN1	-0.32825
CXADR	0.108833333333333
MGC14436	0.419
UTF1	0.0325
TSC22D1	1.9926
BZRAP1	1.40533333333333
PUF60	-0.330666666666667
SHC1	-0.14
HOOK3	0.9162
LIMS2	1.89283333333333
BAHCC1	-0.1105
CLCC1	0.4545
ENTPD3	4.251
SMO	-0.43125
PIK3R5	0.77525
CDC14A	0.969916666666667
KRT1	3.32975
ENOX2	-0.243
FLJ22655	3.08825
FPRL1	1.0035
INTS6	0.3911
ZCCHC5	2.224
SMC3	-0.43875
C6orf123	1.948
FLJ20160	1.99225
LOC653391	-0.455666666666667
GSS	-0.6295
NT5M	-0.89
SIX5	0.182
TAF5	-1.7965
KCNA1	2.48633333333333
ANLN	-3.063
MGC45491	-2.23288888888889
SSTR2	3.13
LYPD4	0.2335
TH1L	-0.606375
CHRNA5	-1.9505
PNMA6A	-0.65925
FLJ16369	-0.3805
DLX2	-3.9594
C6orf108	-0.902833333333333
ALDH3A2	0.931833333333333
CLEC1B	0.8978
LEPREL2	-0.6285
FOXJ1	-0.52
OR1D4	-0.0145
PPIL4	0.85475
MTRR	-0.63675
SLC27A3	0.8475
HTR7	-0.4725
MIB2	-0.378625
BHMT	-1.78516666666667
A2ML1	0.5075
MSMB	1.59325
KIAA1383	0.863571428571429
TRUB2	-0.688
PF4	0.8975
IL1F5	-0.2215
LRRC37B2	-0.07625
IPO4	-1.3385
FIGF	4.03075
QDPR	0.29675
ZNF598	-1.5515
BOP1	-2.17975
MAPK12	-2.40183333333333
POLR1E	-0.61525
CEECAM1	0.0163333333333333
INSRR	0.284333333333333
SIPA1	0.472
ULK4	1.73516666666667
BTN3A1	0.3261
FABP5	-0.5261
KBTBD3	2.65083333333333
SORT1	-0.07925
YWHAQ	-0.03225
LRIT1	0.0675
KIAA1704	0.0912
MEIS2	-0.1051
ENOSF1	0.2
PCDH7	0.582
FZD9	-2.279
RPLP1	-0.282166666666667
ZNF75A	0.565
P4HA3	3.18425
NKX6-1	0.1305
CTA-216E10.6	-0.0368333333333333
IFT140	0.72675
DENND1A	-0.255666666666667
ALCAM	1.6054
ABHD2	0.00454545454545455
QPRT	-3.04066666666667
TRAM1	0.520428571428571
ATP1B4	0.140125
NUP37	-1.6375
SAA3P	0.092
SLC22A6	0.31
KIAA0265	-0.33175
ZNF41	-0.011
ADAM19	0.094
ERAF	-1.35133333333333
DEFB119	0.8541
DNMT3B	-4.947
SNF1LK2	0.198
MGC24039	-0.926166666666667
TAS2R48	-1.6754
PNLDC1	0.20425
ADAMTS16	0.996428571428571
TMEM92	-1.9575
CCT8	-1.25963636363636
POGZ	0.2955
N-PAC	0.029
GUCA1B	-0.392666666666667
ZZEF1	-0.0461666666666667
OR2C3	0.1205
ZNF334	1.276
RANBP6	0.92975
LDHB	-2.23966666666667
BAMBI	0.531
RAB5B	1.08875
FOXB1	0.1965
MRPS12	-1.35525
MRGPRF	0.857625
CRIPT	-0.1965
CYP2D7P1	-1.1585
RYR1	0.808375
NDUFA2	0.106125
TRIP12	0.486333333333333
KCNE3	2.3305
MOBKL2B	1.4897
MIOX	0.004
ACOT7	-1.740875
FGF6	0.824
RASSF5	-0.0138
ATAD3B	-1.868
IKZF3	-1.657
H3F3B	0.684571428571428
C6orf91	null
SEC11C	-0.533
TMEM14C	0.0575
KIAA1632	-0.295
SLC38A4	-0.567
FGFR3	-0.577416666666667
HES7	0.0745
HINT3	-0.08925
ARIH1	-0.278
FLJ35880	-3.00966666666667
C1orf129	-0.3345
POU6F1	0.344875
RPL32	0.192125
BBS1	1.422
RGPD5	0.374
SULT1C2	-3.59525
KDELC1	-1.538
PIP5K3	-0.218333333333333
CHI3L1	2.8613
CSDA	0.201666666666667
VTCN1	5.06875
WDR62	-1.89575
TMEM170	-0.591
KIF2A	-1.2895
C6orf182	-1.2305
ARL6IP6	-0.947
