Hybridization REF	TCGA-BH-A0HK-11A-11R-A089-07
CDH18	-5.16625
CHL1	4.572
GATS	-0.1217
TBC1D2B	0.741666666666667
OR1J1	-0.6605
GSN	4.17
DPCR1	0.288375
GARNL4	-0.569833333333333
SMARCA5	-0.471
PLEKHG3	0.870833333333333
ZBTB45	0.3725
FRMD6	1.18733333333333
PLS1	0.6185
DGKZ	-0.0371666666666667
EFNA1	0.7369
WDR85	-0.828875
ANK2	2.9315
PAGE4	-0.848833333333333
SENP6	1.20366666666667
AKR7A2	-0.0025
FKBP10	-2.57
VEGFC	-0.244333333333333
LARP1	-0.5825
SRBD1	0.3125
ITGB6	3.807
SLC1A2	-0.534
INVS	-1.1295
MPO	1.34225
MOBKL3	0.4543
CUTL2	-0.121875
KLK2	-0.0503333333333333
VIM	1.324
REG1B	0.012
PCDHGC4	-0.0535
C3orf34	-1.04283333333333
SUMO3	0.336333333333333
CST9L	1.237
MLL4	-0.81525
SPR	0.625166666666667
SAMD9L	0.756
ABCE1	-0.00424999999999999
SUPT3H	-0.185166666666667
ACTBL1	-1.85025
ADAMTS4	1.91583333333333
SLIT3	3.5485
RHEBL1	-2.144
NPM2	-0.02925
MAN1C1	2.298375
KIAA1856	0.259
HSPA6	0.80075
LOC388152	-0.845
C10orf140	0.14475
ZDHHC12	-0.8165
LIN7A	0.2751
PHC2	0.54875
SPHK1	-0.1825
TRIM26	0.4613125
FAM83E	0.2625
C18orf24	-2.4355
ZNF578	-0.1715
ORAI1	-0.34325
RUVBL1	-0.803666666666667
C7orf20	-1.30983333333333
APAF1	-0.719
SLC36A4	-1.03833333333333
MYH11	4.3635
NEK1	0.8499
MPP2	-0.53725
C12orf24	-2.4375
TNK2	-0.008
ZNF289	0.0235
MATN3	-2.11
IFNGR2	1.21133333333333
ITPR1	2.2165
EBF3	3.8728
TBC1D20	-0.1924
OR10P1	-0.182
DDAH2	1.621
SHPRH	0.23675
STX7	0.159
LOC554248	-2.20875
BCAR1	0.38875
ATXN3	0.0351666666666667
TRIM27	-0.7845
CDC42EP2	1.824
CHP	0.435785714285714
SOX17	3.04925
ZNF259	-0.7365
CHCHD1	-0.068875
ZDHHC19	-0.077
GBP2	3.237
GARNL3	1.444875
MRC2	0.906
C1orf52	-0.01675
AOF2	-0.253166666666667
LRPPRC	-0.8016
ACVR1C	2.26
TM4SF18	4.28083333333333
TMEM169	-0.417833333333333
PPP1R16A	-0.566
EBF1	3.11183333333333
RRS1	-0.2915
SNX2	0.33
OR2T2	0.7635
RBX1	-0.3345
ANKRD54	-0.343833333333333
TSNAX	0.459333333333333
TMEM83	-2.094
ZBTB7A	0.5835
ATM	-0.918583333333333
LOC338328	2.7265
TIE1	1.77983333333333
HIST1H3G	-0.127666666666667
PASD1	-4.853
TINAG	0.3015
PCDHAC2	0.9555
LRRC15	-0.77175
WBSCR17	0.4105
TFF2	-0.141
PARP2	-1.14075
NDFIP2	0.090875
PCDHGB2	0.38
WDR60	0.37725
MAP7D2	-1.2593
USP45	-1.098
GSDML	-1.86
TNS1	0.7777
PLCD4	-0.3445
IQCD	0.229
SMPX	-0.75525
CD9	1.2915
SRGN	2.10975
CASP7	1.016875
INOC1	0.151833333333333
DKFZp451M2119	-0.072
VMAC	1.39
USP53	2.0005
CAMK1G	-0.668875
TMEM106A	0.031
CDC20	-3.5154
ACSL5	0.905666666666667
CBWD5	-0.348875
C1orf87	0.240333333333333
KIAA1274	1.4895
PRUNE2	0.853642857142857
LYPLA2	-0.2735
DOK6	-0.765666666666667
GPR149	-0.5665
FAM30A	2.38075
TMEM129	0.50825
SLC35B3	1.27
ACPP	0.7384
LOC200261	-1.6145
SLC4A7	1.5507
CCDC40	1.88525
GART	-1.4585
THOP1	-1.619
SCARB1	-0.730125
CACNA1F	-0.04725
TRIAP1	-0.206
SYT14L	0.2235
SFRS8	-0.511833333333333
PBOV1	0.07225
GOLSYN	2.46225
GJB7	-0.8595
CAMK2N1	0.844833333333333
GREM1	1.67058333333333
FLJ20433	0.46975
QPCT	-2.9265
PRKAG2	1.73583333333333
H2AFX	-2.0895
C6orf154	-0.136
PLOD3	-1.2855
ZBTB39	-0.7715
WASF3	0.891
DRG1	-0.08325
PRR4	0.278
SPCS1	-0.681
KDELR3	-0.218
SRP19	-0.0623333333333333
GABRA6	-0.1645
MFSD1	0.9725
MMEL1	1.36075
PDXDC2	-0.4021
BUB1	-6.20444444444444
RNF138	0.027375
MYLPF	-0.490833333333333
AIF1	1.49266666666667
DYNLRB1	-0.0648
HCN3	-2.04883333333333
HIST1H2AI	-1.62975
MAP4K5	0.506083333333333
LASP1	0.555
LOC130951	0.4025
PLAA	1.012625
KRT6A	2.5115
C6orf117	0.0575
ARHGAP23	0.1335
PTF1A	0.9125
GPHA2	-0.78375
LCE3B	-0.2525
MCL1	2.10735714285714
EHBP1	0.0128333333333333
PRNP	0.63775
ZSCAN1	0.1145
C1orf113	-0.947333333333333
FOXA3	-3.048125
NEB	0.1795
ASGR1	-4.52616666666667
CTGF	2.88283333333333
RAB17	0.18
MST101	0.1535
JARID1B	-0.0387
USP37	-0.4541
PTBP1	-0.608833333333333
PTPN7	-1.46466666666667
CDC7	-2.9915
SNX7	0.8135
ZNF335	-0.56625
CPT2	-0.69675
HEATR1	-1.292625
HSPC152	-0.359375
C5orf40	0.26025
PSME1	0.0196666666666667
STAG3	-2.2
TMEM154	1.63516666666667
KLHL32	-0.0115
TSGA10IP	-1.172
SUV420H2	-1.25166666666667
SF1	-0.2589
2'-PDE	0.78925
PNLIPRP2	-0.3085
TRSPAP1	-0.187166666666667
NUP210	-2.149
ANP32C	-1.49483333333333
RAB11B	0.608333333333333
ASB15	0.0245
ITGB3BP	-2.16
UBASH3A	-1.314
YWHAB	0.375625
TPRX1	-0.335
LY6G5C	-0.101375
SLC7A2	-0.943
CLK1	0.3353
HSD3B7	0.415333333333333
VDR	2.1265
C16orf74	0.54075
ACE	0.29675
PSMA2	-0.275833333333333
CCDC131	-0.598625
ZNF213	-0.203833333333333
EML2	-0.57825
ALS2CR13	0.0956666666666667
GLYATL1	0.4295
DSPP	0.151
DHFRL1	-0.671
C10orf30	0.694
SH3RF2	0.554666666666667
LOC197322	-0.546833333333333
DLL3	-1.678625
TIGD7	-0.33225
GFRA3	0.5845
CPA1	1.02583333333333
RTN4	0.505166666666667
PPT2	-1.3465
FASLG	0.69975
FOXP4	0.3835
RPL26	0.5618
GNL3L	-1.52483333333333
FMR1NB	-0.520166666666667
CD163	6.41025
SGPP2	1.67275
GIMAP2	1.289
CD37	0.662333333333333
DPT	4.94933333333333
NBLA00301	2.32975
RGS5	2.97716666666667
C9orf4	0.4325
ACTL8	-4.07033333333333
PRKAR2B	0.304
OPLAH	-0.489666666666667
C20orf134	1.25275
SPACA5	0.01975
TBL1X	-0.852333333333333
TSPYL3	0.3105
CHCHD3	-1.119
CRKRS	-0.0993333333333333
GPR65	3.90675
DFFA	-0.682
FUT1	0.436
C6orf204	0.757333333333333
TMEM51	0.872
ZNF580	-0.1865
CMTM2	-0.005
C20orf200	-0.243
EZH1	0.567666666666667
FDX1L	-0.676125
MRPL32	-0.3725
PCAF	0.4343
ALOX15B	0.922833333333334
CD59	2.08704166666667
CDK9	0.495125
ERP29	0.0838333333333334
TTR	-5.9455
BCMO1	0.2965
DDIT4	-0.5831
PTGDS	2.83625
C3orf63	0.0766666666666667
BST2	0.160875
CYP1A2	-0.525166666666667
C5orf25	-1.11725
STX1A	-1.72135294117647
OR2A12	0.3315
SH3BP5L	-1.15225
SERINC5	-0.12475
USP6	-1.0723
MRPL3	-0.486666666666667
POMP	-0.627625
INPP4B	1.02725
GMPPB	0.34125
EAPP	0.79525
AHSA1	-0.394
ABCA11	0.7595
SLC5A6	0.170666666666667
HIVEP2	1.48775
SUMO2	0.102125
KIAA1822L	-1.23333333333333
C11orf67	0.871
TXK	-0.2825
PHCA	-0.4463125
ICAM4	-2.43016666666667
FPGS	-0.222833333333333
SNRPA1	-1.85675
KCNJ4	-0.911
KIF6	0.1581
HIST1H2BG	-2.6035
SLC5A5	0.324
ZNF354B	-0.182333333333333
IL12RB2	1.51875
C11orf76	-0.0941666666666667
GAL3ST2	-0.1655
AIFM2	-0.5145
SYNC1	-0.273375
UBL3	1.079375
PIK3CG	-0.785833333333333
NLN	-0.9521
BCORL1	0.31875
CD5L	0.38925
ZNF238	1.8685
KIAA1394	-0.3645
C16orf55	-0.8876
CYP3A7	-0.93125
KRTAP3-1	-2.283
TFDP1	-0.72
MND1	-5.7695
NODAL	0.0885
GTPBP4	-0.7645
TUBGCP2	0.303
SLITRK5	0.000499999999999997
CIC	0.87825
CD79A	0.362333333333333
SAMD14	-0.339333333333333
TNPO3	-0.7905
OR10G3	1.0075
OR10G8	0.22
CCDC111	0.385
HOXC9	0.136
DCUN1D1	0.5255
CYB5R1	1.14425
TSR2	0.45025
DAB2IP	1.3678
SLC6A5	0.251
RAB3D	0.68
DCUN1D4	-0.688
ERBB3	0.438916666666667
SDC1	1.05425
ATP6V1H	0.197833333333333
SYK	1.253
ST20	-1.13625
C13orf30	1.2295
WDR40A	0.420166666666667
ADMR	0.4445
LOC388335	3.3535
ACSM1	1.675
TDG	-0.611333333333333
FLJ11235	-0.41975
MRPS5	-0.7035
AGPAT2	-0.0668333333333333
SLC12A1	-0.08675
CYP27A1	0.1575
THAP7	-1.08
XPO1	-1.03133333333333
ALMS1L	-0.0156666666666667
C1orf2	-0.7285
ZNF777	-0.1245
CAMK2A	-0.243
SMC1B	-0.100625
IHPK2	0.2912
LEMD1	-0.392
NKD2	-0.6943
CLU	1.46678571428571
ARMETL1	0.799
PABPC4	-0.40725
CXCL12	4.2045
TFAP2C	1.5106
TTTY8	0.00949999999999998
ABCB10	-0.8314
ENDOD1	1.15216666666667
IDI1	-1.188
KCTD6	0.195166666666667
CCDC105	-0.394
ULBP2	-0.7585
ZDHHC5	0.3365
WNT8A	-0.013
COMMD10	0.07675
KLHL12	-0.46525
GPR50	-0.0735
NR5A2	0.855875
OXGR1	3.76
EHD3	0.982
CAPRIN2	-0.97725
KLRC3	-2.684
SF3B1	0.152571428571429
IPO7	-0.47075
ALDH1A1	2.71316666666667
ANKRD5	-0.02025
TSNARE1	0.0725
DDEFL1	1.4025
RNASEL	0.997333333333333
DNAH9	0.4395
HELLS	-2.83775
TNS4	3.318
NAV1	-0.1604
KIAA1409	0.36275
C20orf26	2.60116666666667
TUBG1	-1.594
IRX2	3.37825
CNGA4	-0.6145
MGC50559	1.606
OR4K17	0.343833333333333
TM2D2	0.93075
FAM32A	0.0305
TXNDC14	-0.3675
CCBL1	-1.463
ANK1	-2.3611
PRSS23	-0.970625
PPM1L	0.0885
SPATA20	-0.72375
APCS	0.05575
C14orf122	-1.76666666666667
PSMB5	-0.644
C6orf10	0.2291
SETDB2	0.405
SPNS3	-1.0965
SGMS2	1.46933333333333
MXD3	-2.03083333333333
MON2	0.276
CARTPT	4.87725
HNF4A	-0.677333333333333
RABEP1	1.30225
TNFRSF10B	-0.96025
USH1G	-0.3525
PPAP2B	1.37366666666667
TMEM16K	-0.04475
CTDSP1	1.15183333333333
CDK5R1	-0.526666666666667
GABRR1	0.0995
OPN1LW	-0.2785
FAM98C	0.560625
DBN1	0.706375
ACAD10	-0.559583333333333
QTRTD1	-0.61625
WNK3	0.181333333333333
RPS19	-0.478
C1QB	3.007375
OTUD5	-0.292625
SLC41A2	0.967
TMEM22	-0.186333333333333
KHSRP	-1.23175
TNFRSF11A	0.284833333333333
FBL	-0.194833333333333
IBTK	0.370333333333333
OXER1	-0.445
CBLN4	3.674
GPR172B	0.846
CFTR	1.55
VSX1	2.866
CAMK1D	0.17225
LOXL3	-1.9725
RTP4	2.1795
SLFNL1	-0.397
KIAA0828	-0.630625
PAR5	0.035
LOC723972	-1.498
GDI2	0.10675
CEBPA	0.3164
MLF2	-0.281
AFMID	0.179
ALOX12B	0.116
BPHL	-0.22025
COX5B	-0.52775
S100A10	0.7265
THOC6	0.52325
NHN1	-0.482
RRP12	-0.631833333333333
ARID3B	-2.3135
CD3G	-1.73383333333333
KIAA0133	-0.21325
NAT11	-1.41916666666667
PPAT	-1.33433333333333
SIRT3	0.6102
TCERG1L	-1.074
NIPA1	-0.2544
DPP8	0.2291
IL7R	0.138
ZFP64	-0.418916666666667
DMAP1	-0.1247
TRMT12	0.5955
TLR4	3.2403
WFIKKN2	0.53275
RAB12	1.227
DDX51	-0.533333333333333
KIAA1086	-2.20775
ZNF295	0.987666666666667
ACVR2B	-1.96914285714286
LOC494150	-1.112625
ZNF517	-0.1615
DNASE1L2	-2.77083333333333
SUFU	0.427416666666667
LOC283677	-0.419
LMO3	1.87133333333333
PPP2R5D	-0.326
ZNF587	-1.3715
HIST4H4	-0.123
CYP2C8	0.41525
C1orf80	0.707166666666667
DOCK5	-0.734833333333333
C9orf24	0.16025
OR5AR1	-0.046
C11orf24	-0.75075
UNQ1940	-0.2175
CAP2	0.244333333333333
TIMM44	-1.14875
DSEL	0.3118
ROM1	0.50225
FBXO4	0.861375
MYLC2PL	-1.78225
MLH3	0.5184
NOX1	0.290333333333333
DPEP2	1.742
DNAJB5	0.71875
RLTPR	-0.1785
MBIP	0.5795
COPB1	0.000166666666666669
SFTPA1B	-0.304
C10orf4	0.2262
PRELID1	-0.7705
NOLA1	-0.3255
C19orf24	-0.5755
TLR9	-1.983
HLA-DMA	2.70841666666667
HCRP1	-2.058
GPR137	-0.474833333333333
ITGA11	-0.0956666666666667
PHF13	1.04783333333333
MARK4	0.253
METTL4	-0.51575
MBD3	-0.7838
LOC134145	0.0095
FGF3	0.4225
SLC35A3	0.754125
CLEC16A	0.20175
AMOTL1	0.120083333333333
FLJ31438	-1.27125
PAICS	-2.133
TOMM40L	-0.523333333333333
MMD	-0.3295
KLK10	2.8414
NIT2	-0.417
SERPINB10	0.302
KLF15	0.5789
CCDC5	-0.71975
WSB2	0.00224999999999998
ME3	1.54125
CACYBP	-1.10216666666667
TCTN2	1.029
JAK1	1.194875
C2orf25	0.01125
GPD2	1.39325
FBXL11	0.771833333333333
CDV3	-0.14925
GALNT11	0.903125
NDUFA12L	-0.932
FLOT1	-0.138642857142857
TOR1AIP2	0.10325
MMP25	0.6505
C1orf164	0.0707
CHST5	-0.035
LYRM4	-0.0615
GPER	-0.98375
HIPK2	0.574833333333333
DAP	0.2498
ZMIZ1	0.592833333333333
DDX58	0.9295
DCC1	-2.1735
AKT1	-0.232625
ENPP6	1.93866666666667
ERVWE1	-0.308166666666667
CDC34	-0.67925
RNF125	0.05325
CASC1	2.9905
SHROOM2	-0.3955
RRM2B	0.432333333333333
COL6A3	1.47175
TMEFF1	-2.229
PLEKHA4	2.1773
LYSMD1	-0.241666666666667
SEPT1	-0.921
AOF1	0.03775
GNPAT	-0.59325
WDR18	-0.8705
HSD17B12	-0.525666666666667
HIST1H2BM	-2.05033333333333
INDOL1	-0.534666666666667
SUDS3	0.57125
C1orf192	1.317
CYP2B6	-0.97225
TBC1D2	1.35783333333333
SLC25A12	0.411875
ERCC6L	-3.71433333333333
MGC10814	-1.2135
POLR2C	-0.7875
ZNF77	-0.298166666666667
EIF3K	0.2255
HPX	0.776
ANKRD27	-0.22725
MALAT1	-1.1941875
PLB1	1.93166666666667
HRNBP3	-1.234
CPSF4	-1.071
OR52N2	0.2985
PIP5KL1	0.24425
GH1	0.15975
HPS5	0.41325
SLFN5	1.55275
POP5	-0.2245
OVOS2	-3.26233333333333
C20orf108	0.134125
MARS	-1.0825
CLRN3	2.25816666666667
ARSE	-1.37283333333333
PPIE	0.00449999999999999
PHACS	0.0588333333333333
GP5	-0.372
IL8RB	1.5795
FCRLA	-1.22875
ARRDC1	-0.1477
KRTAP9-4	0.89725
ZNF613	0.507
OR11A1	0.184
TMEM132B	-2.35025
PGLS	0.05275
BSND	-2.35716666666667
KCNK18	-0.3015
FOXD4	0.03275
SV2C	1.7255
LCN2	3.029
ZNF490	0.1356
C3orf15	2.0142
CACNA2D4	-1.036
CBX5	-1.39025
MAGEB4	0.3695
BOLA1	-0.24275
PPP2R5E	0.05875
COL5A1	0.0525833333333334
ASB7	-0.11
SFT2D1	-0.374
DERL1	-0.393
RABL2A	0.8925
MOAP1	0.7125
KIAA1545	0.522
F3	3.824
PLEKHM2	-0.436
CCDC89	2.27816666666667
EFCAB1	3.78325
TMEM48	-1.74875
SEPHS2	-0.353
PYGM	0.78275
PRICKLE1	1.833
WNT5B	-0.174
TAS2R38	0.962
IMP5	0.0205
KHDRBS1	-0.1676
LARS2	-1.50866666666667
C3orf28	-1.3405
FTCD	-3.861
C10orf68	0.790333333333333
DGAT2L3	-0.06225
PSEN1	0.566916666666667
MGC33657	0.247
PLA2G4B	0.672166666666667
CDKN2A	-1.45866666666667
DLX1	-2.44575
TSHB	-0.7265
C18orf37	0.638
MEX3C	0.822375
MAMDC2	3.85425
PDIA4	-0.955333333333333
ATP5E	-0.35875
CASP2	-0.548428571428571
SERBP1	0.343384615384615
ZNF341	0.071
TESC	-0.2395
TMEM31	-0.41425
OR51I2	0.702
YTHDC1	0.766142857142857
JUN	1.933
AGMAT	-3.724
PCNXL2	0.2375
ATAD5	-3.08275
STK38	0.059375
AZI1	-0.783375
RBP1	1.992
C4orf26	-0.872
KIAA1026	0.607
TMEM101	0.0765
HSFX1	0.034
TREX1	0.8095
C18orf10	-0.6734
TRIM15	-3.380125
CA6	1.066625
CEP57	-0.87025
AR	3.12666666666667
SESN2	-0.763
KIF3C	-0.011
EPB41L5	0.70975
ARHGEF10	-0.244590909090909
POLR3D	-1.15175
INDO	-1.69866666666667
GABRA3	-0.365
SCG5	-0.1264
E2F3	-1.004
TIGD5	-0.3095
FGD6	0.62725
KLHL3	0.655625
SCGB3A2	-1.297
URP2	-0.119333333333333
ATP6V1B1	0.9265
CALML6	-0.866
LOC100049076	-1.108
TMF1	0.47075
LOC388503	0.054
CDH5	2.9885
RPS6KC1	-0.0335
DAAM1	1.3411
TNFRSF10D	0.27725
GSTT1	1.2446
INPP5A	0.74075
TRAF3IP1	1.4127
SMARCE1	0.269285714285714
VRK1	-1.4845
TTC16	-0.528
AARS	-1.10016666666667
ARHGAP27	0.105
ZAK	0.832714285714286
ACSM2B	-1.7185
TRAP1	-1.3895
MRPL53	0.02875
RNF44	-0.75375
NPTXR	0.5245
DPYSL3	1.4485
APP	0.9475
GLS2	-0.135166666666667
MNX1	-3.269
CMTM7	1.95
OR10A7	-0.186
NYD-SP21	1.971
ORC5L	-1.15
SLC16A10	-1.997375
TMEM178	1.9755
LOC441601	-4.7575
PTGIS	4.21625
KBTBD7	0.79925
C19orf41	0.01175
CEACAM3	0.2965
KRT23	3.83625
SERHL	2.5875
PNKD	-0.601625
UBC	1.09225
ATRN	-0.430375
HAPLN1	-1.06175
RANGAP1	-0.9095
C10orf26	1.59033333333333
KCNA7	-0.41425
SRY	-0.498
LOC376693	-0.14275
HIST1H2BF	-2.0675
CDCA8	-4.2815
MLC1	-1.8965
TNIP3	0.16725
OR4D1	0.289
IFT52	0.719833333333333
GOLT1A	-0.326166666666667
UTP20	-0.222125
RP3-402G11.5	-0.875875
PRSS33	-1.43075
PMPCA	-0.97325
APOB48R	1.29516666666667
GLTP	0.84375
MPL	1.284
C9orf78	0.16325
ADAM12	-2.276875
CSPG4	-1.798
LOC144305	-0.86
KRTAP4-10	-0.243
PAK1	-0.04325
ADCY7	-0.5763
TAS2R43	-0.458
FRAS1	-0.428785714285714
PPP1R14A	1.31916666666667
OR2B6	-2.26225
ATP13A1	-0.720666666666667
SIDT1	1.32925
C1RL	2.13466666666667
PRKRA	0.3125
TLN1	0.5402
RP11-50D16.3	-0.00241666666666673
MITF	-0.79675
GYS1	-0.847
LYG1	-1.7285
NSMCE4A	-0.0961
DNAI1	0.32425
HOXD11	-0.6865
FNBP1L	1.406
DHX35	-0.767
LCE3E	0.0875
SLC33A1	0.59025
DCLK3	0.0521666666666667
TRIM33	-0.744833333333333
TMCC3	1.69883333333333
FBXO42	0.198333333333333
C1orf27	-0.3516
C17orf50	0.439
RNF14	0.622583333333333
SLC4A8	-0.41375
RAB3IP	0.6073
COX6C	-1.47228571428571
PCSK1	-3.3829
SLC13A1	0.0395
ARF6	1.109
KIAA1009	0.50125
HOXA13	-2.407
HMGN1	-0.734125
CXADR	0.400666666666667
MGC14436	-0.268
UTF1	-0.436
TSC22D1	2.2772
BZRAP1	2.26583333333333
PUF60	0.0430833333333333
SHC1	-0.660375
HOOK3	1.2696
LIMS2	2.98583333333333
BAHCC1	0.0255
CLCC1	0.502
ENTPD3	2.759
SMO	-0.5315
PIK3R5	0.849
CDC14A	0.431
KRT1	2.8265
ENOX2	0.5185
FLJ22655	4.21325
FPRL1	1.178
INTS6	0.2646
ZCCHC5	1.2045
SMC3	-0.6345
C6orf123	1.79
FLJ20160	2.58725
LOC653391	-1.2375
GSS	-0.61925
NT5M	-1.40925
SIX5	0.3325
TAF5	-1.516
KCNA1	1.03866666666667
ANLN	-5.18316666666667
MGC45491	-1.3569
SSTR2	2.51075
LYPD4	-0.065
TH1L	-0.5025
CHRNA5	-1.698
PNMA6A	-0.629
FLJ16369	-0.6215
DLX2	-1.0236
C6orf108	-0.733916666666667
ALDH3A2	0.9565
CLEC1B	0.190833333333333
LEPREL2	-0.65675
FOXJ1	0.0427
OR1D4	0.034
PPIL4	0.82325
MTRR	-0.81
SLC27A3	1.2855
HTR7	-0.517333333333333
MIB2	-0.422375
BHMT	-1.35033333333333
A2ML1	0.0995
MSMB	-1.794
KIAA1383	0.777625
TRUB2	-0.77375
PF4	1.7025
IL1F5	-0.1325
LRRC37B2	-0.493
IPO4	-0.912
FIGF	5.1215
QDPR	0.04175
ZNF598	-1.2875
BOP1	-1.791375
MAPK12	-1.985
POLR1E	0.083875
CEECAM1	0.041
INSRR	-0.213666666666667
SIPA1	0.53575
ULK4	0.347166666666667
BTN3A1	0.6456
FABP5	-0.2983
KBTBD3	2.29316666666667
SORT1	-0.00149999999999997
YWHAQ	0.225875
LRIT1	0.4985
KIAA1704	-0.102
MEIS2	0.2429
ENOSF1	-1.209
PCDH7	0.965857142857143
FZD9	-1.517
RPLP1	-0.3285
ZNF75A	-0.046
P4HA3	1.288125
NKX6-1	-0.03825
CTA-216E10.6	-0.201333333333333
IFT140	0.234
DENND1A	-0.464583333333334
ALCAM	0.9652
ABHD2	-0.0454090909090909
QPRT	-3.1405
TRAM1	1.02021428571429
ATP1B4	0.152125
NUP37	-1.3505
SAA3P	1.294
SLC22A6	0.03275
KIAA0265	-0.522125
ZNF41	0.17175
ADAM19	-0.4648
ERAF	-0.45925
DEFB119	0.2165
DNMT3B	-5.24966666666667
SNF1LK2	0.89475
MGC24039	-0.409666666666667
TAS2R48	-0.532166666666667
PNLDC1	2.8475
ADAMTS16	1.036125
TMEM92	-2.12566666666667
CCT8	-1.05141666666667
POGZ	0.23575
N-PAC	-0.24025
GUCA1B	-0.886
ZZEF1	0.338
OR2C3	-0.0115
ZNF334	0.6205
RANBP6	1.59225
LDHB	-1.696
BAMBI	-1.173125
RAB5B	0.9735
FOXB1	0.11025
MRPS12	-0.957
MRGPRF	1.273625
CRIPT	-0.0075
CYP2D7P1	-1.0255
RYR1	1.029625
NDUFA2	-0.2465
TRIP12	0.457833333333333
KCNE3	1.75816666666667
MOBKL2B	1.3231
MIOX	-0.1565
ACOT7	-1.852875
FGF6	0.201
RASSF5	-0.1102
ATAD3B	-1.58683333333333
IKZF3	0.0285
H3F3B	0.942571428571429
C6orf91	-0.00950000000000001
SEC11C	-0.17075
TMEM14C	-0.087
KIAA1632	-0.33825
SLC38A4	0.479
FGFR3	-1.84925
HES7	0.202
HINT3	-0.25075
ARIH1	0.044
FLJ35880	-2.15975
C1orf129	0.7255
POU6F1	0.698
RPL32	0.201875
BBS1	1.359
RGPD5	0.08
SULT1C2	-0.746
KDELC1	-1.46125
PIP5K3	-0.169166666666667
CHI3L1	2.6894
CSDA	0.820333333333333
VTCN1	4.5485
WDR62	-2.53125
TMEM170	-0.08675
KIF2A	-1.31575
C6orf182	-1.52233333333333
ARL6IP6	-1.311
ZCCHC9	-0.3955
RARB	1.6755
ZNF320	0.154375
DHX15	-0.5155
PICALM	0.1285
CNOT6	-0.425166666666667
HIST1H1A	-0.6285
ZNF702	0.563666666666667
OR1E2	0.1565
HLF	0.0579
LOC442582	-2.148
KIAA0494	1.923625
TCF4	1.8459
APOBEC3B	-2.386
FAM54B	0.2575
MYH2	-1.04075
FXN	-0.650333333333333
C12orf59	0.3695
PAEP	-0.92325
SPG11	0.34675
VN1R4	-0.01375
KCNJ13	-0.64825
NOC3L	-0.24525
C5orf36	0.9335
CPAMD8	3.0445
MLN	-0.48
FLJ11184	0.10875
TIAM1	0.792333333333333
OR10J3	0.531
OR52E2	0.356
PBX1	1.526
UBL7	-0.812166666666667
PXMP2	-0.7075
SYTL1	-0.1585
FAM126B	1.053
ZNF711	-0.1425
GGA1	-0.8975
VAMP4	0.316333333333333
BCAP29	-0.2252
C20orf19	-1.335375
ZNF275	-0.2995
NEK6	-0.619
SETD8	-0.330666666666667
HEXIM1	1.14525
SULT1A2	-0.72975
KLHL9	1.468
SLC39A12	0.56375
ARHGEF16	-0.333333333333333
SCN1A	0.445333333333333
HNRPH1	-0.43875
C9orf103	1.22325
ECE1	0.808
MED18	-2.71025
TEX13B	-0.063
SNN	0.33475
C6orf62	0.1145
WNT3A	0.3552
IL22RA2	1.291
MGC21881	0.61825
GABBR1	-0.53125
YIPF6	0.32875
PROX1	1.4045
PPP1R1B	3.1165
LANCL2	0.5884
SCN3A	0.786166666666667
SSRP1	-0.852166666666667
ASXL2	-0.3905
RPE65	0.542
SNAI1	0.88125
EFNA2	-0.2195
CLDN9	-0.18075
TP53I13	-0.19075
LOC375748	0.93975
C9orf7	0.438
C14orf178	0.196
GC	-0.59225
IER3	1.16633333333333
KCTD10	1.29
FLJ45717	-0.0945
ADC	0.984
LOC285908	-1.68041666666667
MLL3	-0.05175
KIAA1787	-0.69275
MGC31957	-1.78025
MUC5B	-0.291166666666667
ZNF193	-0.437
CSRP1	2.5745
MOSPD1	-0.499
C21orf49	2.178
RAD1	-1.318
ANKRD34	-1.1225
NFRKB	-0.1245
FANCA	-4.6105
VTI1A	-0.0199285714285714
PCBP3	-0.453166666666667
BFSP2	-1.76925
ZNF354C	-0.084625
FRMPD4	-0.02
IKBKG	-0.466666666666667
LOC441046	0.6965
UNQ9438	0.3075
TM4SF20	-0.0845
MAGEC1	-5.77675
AMMECR1	-0.675875
GLDN	1.354
TTC30B	1.2455
SEC13	-0.4185
EGF	1.40675
HAGH	-0.507125
VSIG1	0.426333333333333
NHLH2	0.224
NCAPD3	-1.525875
MGC16121	-4.17625
HIATL2	-0.647
BRCC3	-0.3455
LCE2D	0.402
TMEM79	0.2305
GTF3C5	-1.044
AKR1C4	-0.2135
C3orf59	1.288875
RBM26	-0.267
DUSP14	0.587
AP4M1	-0.371
RIMBP2	-0.198333333333333
ABCC2	-4.67583333333333
DNAJC16	0.713166666666667
TTC12	1.1655
SNX13	-0.386333333333333
C6orf168	0.569
C1orf100	-0.86225
CSPP1	0.347
LRRC56	0.0595
OR1J2	-0.115
THY1	0.2649
KIT	4.61366666666667
TBC1D8	0.539
EPHA7	0.0845
SOLH	-0.539125
SVIP	0.427
ZNF294	0.172
HAND2	3.267
CENTB2	1.32733333333333
MARVELD3	2.43125
CREB3	0.8565
KRTAP1-5	-3.358
OR8K1	0.5345
MED25	-0.000499999999999998
FDX1	0.155
FAM19A1	0.3475
IL13RA1	1.0371
ZNF627	0.312833333333333
NHP2L1	-0.296125
EIF2B2	-0.223375
ZNF593	-0.25875
WIPI2	0.0515833333333333
RANBP1	-1.503
