Hybridization REF	TCGA-BH-A0C0-11A-21R-A089-07
PCDHGC4	-0.22925
C3orf34	-0.486
SUMO3	0.136666666666667
CST9L	0.2175
MLL4	0.01075
SPR	0.365166666666667
SAMD9L	1.218
ABCE1	-0.5675
SUPT3H	-0.528333333333333
ACTBL1	-1.1525
ADAMTS4	-0.438
SLIT3	3.35125
RHEBL1	-1.906
NPM2	0.245
MAN1C1	1.092875
KIAA1856	0.259083333333333
HSPA6	1.855
LOC388152	-1.5675
C10orf140	1.41675
ZDHHC12	-0.975
LIN7A	0.1801
PHC2	0.29875
SPHK1	-0.56875
TRIM26	0.2791875
FAM83E	0.3705
C18orf24	-2.79966666666667
ZNF578	0.624
ORAI1	-0.5635
RUVBL1	-0.879583333333333
C7orf20	-0.354833333333333
APAF1	-1.1355
SLC36A4	-1.5715
MYH11	4.70383333333333
NEK1	0.6527
MPP2	-0.1335
C12orf24	-2.76175
TNK2	0.13125
ZNF289	0.22225
MATN3	-3.38742857142857
IFNGR2	0.850166666666667
ITPR1	2.742875
EBF3	3.6677
TBC1D20	-0.4765
OR10P1	-0.04075
DDAH2	1.2215
SHPRH	0.71
STX7	-0.0265
LOC554248	-1.86025
BCAR1	-0.06325
ATXN3	-0.134333333333333
TRIM27	-0.58425
CDC42EP2	0.3905
CHP	0.173142857142857
SOX17	2.024375
ZNF259	-0.841833333333333
CHCHD1	-0.232875
ZDHHC19	-0.061
GBP2	3.195
GARNL3	1.78575
MRC2	-0.02175
C1orf52	-0.32525
AOF2	-0.349
LRPPRC	-0.6288
ACVR1C	3.00066666666667
TM4SF18	4.33083333333333
TMEM169	-0.512833333333333
PPP1R16A	-0.14675
EBF1	2.5405
RRS1	-0.879333333333333
SNX2	-0.04675
OR2T2	0.8345
RBX1	-0.47775
ANKRD54	0.0791666666666667
TSNAX	0.136
TMEM83	-2.26675
ZBTB7A	0.4075
ATM	-0.924333333333334
LOC338328	2.84516666666667
TIE1	1.68833333333333
HIST1H3G	-0.5875
PASD1	-4.84216666666667
TINAG	0.2115
PCDHAC2	-0.684
LRRC15	-1.76225
WBSCR17	-0.919
TFF2	0.011
PARP2	-0.42275
NDFIP2	-0.27475
PCDHGB2	0.2875
WDR60	0.08475
MAP7D2	-1.2739
USP45	-1.17275
GSDML	0.00875
TNS1	0.487
PLCD4	0.25075
IQCD	-0.466333333333333
SMPX	-1.0285
CD9	1.35616666666667
SRGN	0.279
CASP7	0.955125
INOC1	0.225833333333333
DKFZp451M2119	-0.670625
VMAC	1.3025
USP53	1.5253
CAMK1G	-0.696125
TMEM106A	-0.331833333333333
CDC20	-3.2566
ACSL5	1.0215
CBWD5	-0.245125
C1orf87	-0.992333333333333
KIAA1274	1.27825
PRUNE2	-0.0854999999999999
LYPLA2	-0.356666666666667
DOK6	-1.48116666666667
GPR149	-0.1585
FAM30A	3.05525
TMEM129	0.32325
SLC35B3	1.21275
ACPP	0.4793
LOC200261	-1.0905
SLC4A7	0.6758
CCDC40	2.238
GART	-1.323375
THOP1	-1.52775
SCARB1	-0.794625
CACNA1F	0.35725
TRIAP1	-0.2875
SYT14L	-0.629
SFRS8	-0.370166666666667
PBOV1	0.143
GOLSYN	2.03125
GJB7	-0.945
CAMK2N1	0.0180833333333333
GREM1	1.8615
FLJ20433	0.83
QPCT	-3.471
PRKAG2	1.45466666666667
H2AFX	-2.292625
C6orf154	-0.1275
PLOD3	-1.4905
ZBTB39	0.126
WASF3	1.31766666666667
DRG1	-0.00475
PRR4	2.258
SPCS1	-0.5355
KDELR3	-1.27566666666667
SRP19	-0.598
GABRA6	-0.09525
MFSD1	0.6745
MMEL1	1.64275
PDXDC2	-0.0861
BUB1	-6.48677777777778
RNF138	-0.33025
MYLPF	-0.322333333333333
AIF1	0.438833333333333
DYNLRB1	-0.1927
HCN3	-1.46666666666667
HIST1H2AI	-1.3285
MAP4K5	0.563083333333333
LASP1	0.234625
LOC130951	0.6835
PLAA	0.29275
KRT6A	0.1125
C6orf117	-0.18225
ARHGAP23	-0.3635
PTF1A	-0.4385
GPHA2	-0.75225
LCE3B	-0.304
MCL1	-0.430857142857143
EHBP1	-0.588666666666667
PRNP	0.606375
ZSCAN1	0.0895
C1orf113	-0.6025
FOXA3	-3.124
NEB	1.13075
ASGR1	-4.62683333333333
CTGF	0.147
RAB17	0.178333333333333
MST101	0.887
JARID1B	0.142
USP37	-0.2547
PTBP1	-0.754833333333333
PTPN7	-1.21316666666667
CDC7	-4.04516666666667
SNX7	0.85525
ZNF335	-0.13525
CPT2	-0.68225
HEATR1	-1.15825
HSPC152	-0.234625
C5orf40	0.0215
PSME1	-0.0505
STAG3	-2.1915
TMEM154	1.17283333333333
KLHL32	0.280833333333333
TSGA10IP	-1.414
SUV420H2	-1.15033333333333
SF1	-0.0496
2'-PDE	-0.03
PNLIPRP2	-0.1735
TRSPAP1	-0.205
NUP210	-1.62316666666667
ANP32C	-2.35883333333333
RAB11B	0.369333333333333
ASB15	0.498
ITGB3BP	-1.58725
UBASH3A	-0.927
YWHAB	-0.40425
TPRX1	-0.44725
LY6G5C	0.402875
SLC7A2	-1.27125
CLK1	1.8043
HSD3B7	-0.0643333333333333
VDR	2.24975
C16orf74	-0.4855
ACE	0.3605
PSMA2	-0.242333333333333
CCDC131	-0.299125
ZNF213	0.452833333333333
EML2	-0.86775
ALS2CR13	0.108333333333333
GLYATL1	0.7495
DSPP	-0.187
DHFRL1	-0.766
C10orf30	1.27933333333333
SH3RF2	1.3425
LOC197322	-0.4725
DLL3	-1.691625
TIGD7	0.11325
GFRA3	0.01425
CPA1	1.74216666666667
RTN4	0.789666666666667
PPT2	-1.016
FASLG	2.44116666666667
FOXP4	0.22025
RPL26	0.7741
GNL3L	-1.91216666666667
FMR1NB	0.015
CD163	5.263
SGPP2	1.6275
GIMAP2	1.8735
CD37	0.738
DPT	4.43125
NBLA00301	2.905
RGS5	2.89683333333333
C9orf4	0.4915
ACTL8	-4.1055
PRKAR2B	0.4725
OPLAH	0.2755
C20orf134	0.96525
SPACA5	0.4255
TBL1X	-0.4625
TSPYL3	0.8285
CHCHD3	-1.23425
CRKRS	-0.26
GPR65	3.9265
DFFA	-0.893625
FUT1	0.30625
C6orf204	0.132166666666667
TMEM51	-0.25675
ZNF580	-0.0325
CMTM2	0.21425
C20orf200	-0.395
EZH1	0.82
FDX1L	-0.652375
MRPL32	-0.1545
PCAF	0.2703
ALOX15B	3.4555
CD59	1.53541666666667
CDK9	0.080875
ERP29	0.145166666666667
TTR	-6.1725
BCMO1	0.0525
DDIT4	-1.8854
PTGDS	3.18025
C3orf63	-0.108
BST2	0.373625
CYP1A2	-0.4805
C5orf25	-0.65725
STX1A	-1.39847058823529
OR2A12	-0.0435
SH3BP5L	-0.23325
SERINC5	-0.194875
USP6	-0.7004
MRPL3	-0.424666666666667
POMP	-1.0385
INPP4B	0.716125
GMPPB	-0.03525
EAPP	0.72175
AHSA1	-0.37575
ABCA11	1.142
SLC5A6	-0.476166666666667
HIVEP2	0.60525
SUMO2	-0.212875
KIAA1822L	-0.951666666666667
C11orf67	0.9445
TXK	-0.23875
PHCA	-1.26625
ICAM4	-2.69283333333333
FPGS	-0.38
SNRPA1	-1.85975
KCNJ4	-0.97
KIF6	0.0246
HIST1H2BG	-2.016
SLC5A5	0.20625
ZNF354B	0.279
IL12RB2	0.213
C11orf76	0.024
GAL3ST2	0.2635
AIFM2	-0.13875
SYNC1	-0.68725
UBL3	0.64925
PIK3CG	-1.37533333333333
NLN	-1.0538
BCORL1	0.3085
CD5L	0.142
ZNF238	1.2535
KIAA1394	-0.1985
C16orf55	-0.875
CYP3A7	-1.7075
KRTAP3-1	-2.279
TFDP1	-0.830333333333333
MND1	-5.79
NODAL	0.260166666666667
GTPBP4	-1.4615
TUBGCP2	0.53325
SLITRK5	0.7725
CIC	0.75475
CD79A	1.202
SAMD14	-0.767
TNPO3	-0.491
OR10G3	1.067
OR10G8	0.2265
CCDC111	0.3855
HOXC9	0.5275
DCUN1D1	0.42225
CYB5R1	1.39
TSR2	0.2925
DAB2IP	1.5171
SLC6A5	-0.153
RAB3D	0.78375
DCUN1D4	-0.154166666666667
ERBB3	0.770916666666667
SDC1	0.370333333333333
ATP6V1H	0.2805
SYK	0.7735
ST20	-1
C13orf30	1.512
WDR40A	0.339166666666667
ADMR	0.1835
LOC388335	3.15675
ACSM1	1.1195
TDG	-1.00208333333333
FLJ11235	-0.01325
MRPS5	-0.6575
AGPAT2	-0.0598333333333333
SLC12A1	0.27925
CYP27A1	0.15475
THAP7	-0.51375
XPO1	-0.932916666666667
ALMS1L	0.226666666666667
C1orf2	-0.49
ZNF777	0.045
CAMK2A	0.0643333333333333
SMC1B	0.34825
IHPK2	0.574733333333333
LEMD1	-1.1345
NKD2	-0.5701
CLU	1.76078571428571
ARMETL1	1.417
PABPC4	-0.34025
CXCL12	3.7275
TFAP2C	2.4186
TTTY8	0.58
ABCB10	-0.8538
ENDOD1	1.32
IDI1	-0.919
KCTD6	0.736833333333333
CCDC105	0.2755
ULBP2	-1.61083333333333
ZDHHC5	0.06
WNT8A	-0.40225
COMMD10	0.1735
KLHL12	-0.219875
GPR50	-0.0415
NR5A2	0.022875
OXGR1	3.876
EHD3	0.677
CAPRIN2	-0.370125
KLRC3	-2.10375
SF3B1	0.0674285714285714
IPO7	-0.636
ALDH1A1	1.59833333333333
ANKRD5	-0.07725
TSNARE1	0.177
DDEFL1	1.06175
RNASEL	1.30016666666667
DNAH9	0.1495
HELLS	-2.8705
TNS4	3.228
NAV1	-0.875
KIAA1409	0.23325
C20orf26	1.33616666666667
TUBG1	-1.62675
IRX2	4.168
CNGA4	-0.319
MGC50559	1.45083333333333
OR4K17	0.0841666666666667
TM2D2	0.669333333333333
FAM32A	0.064
TXNDC14	-0.26275
CCBL1	-1.2725
ANK1	-2.5583
PRSS23	-1.21925
PPM1L	-0.1755
SPATA20	0.26625
APCS	0.043
C14orf122	-1.41633333333333
PSMB5	-1.06475
C6orf10	0.0453
SETDB2	0.966166666666667
SPNS3	-0.838
SGMS2	0.723666666666667
MXD3	-2.00433333333333
MON2	0.4693
CARTPT	0.26325
HNF4A	-1.4725
RABEP1	1.48635
TNFRSF10B	-1.516125
USH1G	-0.102
PPAP2B	0.495166666666667
TMEM16K	0.205
CTDSP1	1.12383333333333
CDK5R1	-0.775
GABRR1	-0.1315
OPN1LW	-0.209
FAM98C	0.851125
DBN1	-0.89975
ACAD10	-0.348916666666667
QTRTD1	-0.591
WNK3	0.351166666666667
RPS19	0.448125
C1QB	2.434
OTUD5	-0.17475
SLC41A2	-0.275666666666667
TMEM22	-1.18933333333333
KHSRP	-1.55608333333333
TNFRSF11A	0.0835
FBL	0.175166666666667
IBTK	0.207
OXER1	0.084
CBLN4	2.48725
GPR172B	1.205
CFTR	-1.27475
VSX1	3.5065
CAMK1D	-1.21475
LOXL3	-2.9335
RTP4	1.8505
SLFNL1	0.42925
KIAA0828	-0.765125
PAR5	0.7755
LOC723972	-2.38975
GDI2	0.23025
CEBPA	0.6417
MLF2	-0.247166666666667
AFMID	0.2295
ALOX12B	-0.22875
BPHL	-0.192125
COX5B	-0.431
S100A10	-0.8895
THOC6	-0.05025
NHN1	-0.42075
RRP12	-0.866
ARID3B	-1.91325
CD3G	-2.05166666666667
KIAA0133	-0.7985
NAT11	-1.36233333333333
PPAT	-1.21283333333333
SIRT3	1.0854
TCERG1L	-1.2395
NIPA1	-0.4278
DPP8	0.3231
IL7R	0.638666666666667
ZFP64	-0.00341666666666664
DMAP1	0.2335
TRMT12	0.20575
TLR4	1.7226
WFIKKN2	0.495
RAB12	0.0193333333333333
DDX51	-0.417166666666667
KIAA1086	-2.6225
ZNF295	-0.048
ACVR2B	-0.900214285714286
LOC494150	-0.93975
ZNF517	-0.167
DNASE1L2	-1.76016666666667
SUFU	0.544833333333333
LOC283677	0.226
LMO3	1.4925
PPP2R5D	-0.241166666666667
ZNF587	-1.0272
HIST4H4	-0.32225
CYP2C8	0.823
C1orf80	0.0705
DOCK5	-1.283
C9orf24	0.6215
OR5AR1	-0.6925
C11orf24	-1.295
UNQ1940	-0.65975
CAP2	0.681666666666667
TIMM44	-0.9975
DSEL	-0.339
ROM1	0.606
FBXO4	0.94675
MYLC2PL	-2.15
MLH3	0.613
NOX1	0.105666666666667
DPEP2	1.4325
DNAJB5	-0.47075
RLTPR	0.12
MBIP	0.563666666666667
COPB1	-0.0621666666666667
SFTPA1B	-0.219
C10orf4	1.1051
PRELID1	-0.89425
NOLA1	-0.472
C19orf24	-0.75025
TLR9	-1.638
HLA-DMA	2.65766666666667
HCRP1	-1.115
GPR137	-0.362833333333333
ITGA11	-1.086
PHF13	0.809
MARK4	0.120166666666667
METTL4	-0.4995
MBD3	-0.6314
LOC134145	0.06675
FGF3	0.309
SLC35A3	0.921875
CLEC16A	0.0875
AMOTL1	-0.0929166666666666
FLJ31438	-0.43475
PAICS	-1.86475
TOMM40L	-0.21
MMD	-0.79125
KLK10	3.3468
NIT2	-0.147166666666667
SERPINB10	0.061
KLF15	0.5565
CCDC5	-1.29725
WSB2	-0.48075
ME3	1.8175
CACYBP	-0.887833333333333
TCTN2	1.124
JAK1	1.038625
C2orf25	-0.1035
GPD2	0.61775
FBXL11	0.441333333333333
CDV3	-0.560833333333333
GALNT11	1.00775
NDUFA12L	-1.06
FLOT1	-0.317
TOR1AIP2	-0.2075
MMP25	0.17425
C1orf164	0.151
CHST5	-0.1455
LYRM4	-0.4092
GPER	-0.49175
HIPK2	0.738083333333333
DAP	-0.052
ZMIZ1	0.504666666666667
DDX58	2.408625
DCC1	-3.16125
AKT1	-0.377625
ENPP6	3.263
ERVWE1	-0.217
CDC34	-0.72925
RNF125	-0.769
CASC1	3.3155
SHROOM2	0.0045
RRM2B	-0.158833333333333
COL6A3	0.2495
TMEFF1	-2.3325
PLEKHA4	1.5931
LYSMD1	0.472
SEPT1	-0.4775
AOF1	-0.02025
GNPAT	-0.23975
WDR18	-0.821
HSD17B12	-0.0408333333333333
HIST1H2BM	-1.314
INDOL1	-0.307833333333333
SUDS3	0.60775
C1orf192	0.4975
CYP2B6	-0.55325
TBC1D2	1.41866666666667
SLC25A12	0.237375
ERCC6L	-3.90183333333333
MGC10814	-0.8795
POLR2C	-1.02416666666667
ZNF77	0.515333333333333
EIF3K	0.4682
HPX	1.88525
ANKRD27	-0.048375
MALAT1	-0.5170625
PLB1	1.79
HRNBP3	-1.348125
CPSF4	-0.6895
OR52N2	0.075
PIP5KL1	0.367
GH1	0.4315
HPS5	0.2565
SLFN5	0.805875
POP5	-0.378666666666667
OVOS2	-2.112
C20orf108	0.707375
MARS	-1.35325
CLRN3	1.29133333333333
ARSE	-1.19866666666667
PPIE	0.2895
PHACS	1.23716666666667
GP5	-0.5355
IL8RB	1.08066666666667
FCRLA	-1.305125
ARRDC1	0.0011
KRTAP9-4	0.4475
ZNF613	1.468
OR11A1	-0.271
TMEM132B	-2.761875
PGLS	-0.03525
BSND	-2.53983333333333
KCNK18	-0.113
FOXD4	0.72875
SV2C	2.13875
LCN2	3.42
ZNF490	0.6756
C3orf15	2.6423
CACNA2D4	-1.30816666666667
CBX5	-2.11
MAGEB4	0.000749999999999987
BOLA1	0.331
PPP2R5E	-0.432
COL5A1	-1.46233333333333
ASB7	-0.563833333333333
SFT2D1	-0.07325
DERL1	-0.7265
RABL2A	0.778
MOAP1	0.70125
KIAA1545	0.3875
F3	2.0055
PLEKHM2	-0.4875
CCDC89	1.8645
EFCAB1	4.694125
TMEM48	-2.12025
SEPHS2	-0.263
PYGM	1.1605
PRICKLE1	2.00525
WNT5B	1.217
TAS2R38	-0.032
IMP5	-0.16575
KHDRBS1	-0.2574
LARS2	-1.04966666666667
C3orf28	-1.22725
FTCD	-3.2165
C10orf68	1.29983333333333
DGAT2L3	0.21575
PSEN1	0.425666666666667
MGC33657	0.0745
PLA2G4B	0.7905
CDKN2A	-1.69058333333333
DLX1	-2.4785
TSHB	-0.473
C18orf37	0.029
MEX3C	0.588375
MAMDC2	2.83
PDIA4	-1.00183333333333
ATP5E	-0.7085
CASP2	-0.253071428571429
SERBP1	0.170384615384615
ZNF341	0.272
TESC	-0.082
TMEM31	0.285
OR51I2	0.375
YTHDC1	1.07285714285714
JUN	1.737
AGMAT	-3.87116666666667
PCNXL2	0.398
ATAD5	-3.00225
STK38	-0.00324999999999999
AZI1	-0.408125
RBP1	1.8045
C4orf26	-0.69625
KIAA1026	0.56125
TMEM101	0.41425
HSFX1	0.361
TREX1	0.0215
C18orf10	-0.722
TRIM15	-3.64025
CA6	2.7425
CEP57	-0.642375
AR	3.40583333333333
SESN2	-1.04366666666667
KIF3C	-0.000999999999999994
EPB41L5	0.49925
ARHGEF10	0.255272727272727
POLR3D	-1.0595
INDO	-0.351833333333333
GABRA3	-0.54
SCG5	-0.3678
E2F3	-1.335
TIGD5	-0.055
FGD6	0.359583333333333
KLHL3	0.92925
SCGB3A2	-1.1585
URP2	-0.636333333333333
ATP6V1B1	1.7198
CALML6	-0.49
LOC100049076	-0.276
TMF1	-0.00849999999999999
LOC388503	-0.42875
CDH5	2.90325
RPS6KC1	-0.224
DAAM1	0.6917
TNFRSF10D	-0.636
GSTT1	-2.9078
INPP5A	0.7215
TRAF3IP1	0.8817
SMARCE1	0.128071428571429
VRK1	-1.497
TTC16	-0.16975
AARS	-1.19133333333333
ARHGAP27	0.606333333333333
ZAK	0.6835
ACSM2B	-2.2175
TRAP1	-1.02816666666667
MRPL53	0.034875
RNF44	-0.436
NPTXR	0.2215
DPYSL3	-0.371166666666667
APP	1.76
GLS2	0.339833333333333
MNX1	-2.59516666666667
CMTM7	1.55225
OR10A7	0.0345
NYD-SP21	3.06766666666667
ORC5L	-0.4405
SLC16A10	-2.200125
TMEM178	1.4145
LOC441601	-4.83475
PTGIS	1.01625
KBTBD7	1.696
C19orf41	-0.46775
CEACAM3	0.213416666666667
KRT23	1.113
SERHL	2.7495
PNKD	-0.4588125
UBC	0.51975
ATRN	-0.202375
HAPLN1	-3.118
RANGAP1	-0.9875
C10orf26	1.12483333333333
KCNA7	-0.316
SRY	0.3235
LOC376693	0.0605
HIST1H2BF	-1.2475
CDCA8	-3.84816666666667
MLC1	-2.04825
TNIP3	0.12375
OR4D1	0.0195
IFT52	0.328333333333333
GOLT1A	0.1995
UTP20	-0.6025
RP3-402G11.5	-0.313625
PRSS33	-1.2805
PMPCA	-1.11675
APOB48R	1.25633333333333
GLTP	0.9245
MPL	1.49425
C9orf78	0.20925
ADAM12	-1.60625
CSPG4	-1.9315
LOC144305	-1.07
KRTAP4-10	-0.5625
PAK1	-0.076
ADCY7	-1.2098
TAS2R43	0.359
FRAS1	-1.2215
PPP1R14A	1.848
OR2B6	-1.62375
ATP13A1	-0.490833333333333
SIDT1	1.13475
C1RL	1.46883333333333
PRKRA	-0.036
TLN1	0.6409
RP11-50D16.3	0.596583333333333
MITF	-1.48641666666667
GYS1	-0.757
LYG1	-0.389333333333333
NSMCE4A	0.0854
DNAI1	0.39225
HOXD11	-1.0925
FNBP1L	1.4539
DHX35	-0.256
LCE3E	-0.166625
SLC33A1	0.56575
DCLK3	-0.440166666666667
TRIM33	-0.5215
TMCC3	1.86166666666667
FBXO42	0.0818333333333333
C1orf27	0.0971
C17orf50	0.381
RNF14	0.496833333333333
SLC4A8	-0.84225
RAB3IP	0.595
COX6C	-1.60335714285714
PCSK1	-4.2314
SLC13A1	0.053875
ARF6	0.2155
KIAA1009	0.64675
HOXA13	-1.91725
HMGN1	-0.65975
CXADR	0.397833333333333
MGC14436	-0.4135
UTF1	-0.1955
TSC22D1	1.5195
BZRAP1	2.31466666666667
PUF60	-0.132833333333333
SHC1	-0.573375
HOOK3	0.8252
LIMS2	2.91783333333333
BAHCC1	-0.3125
CLCC1	0.227666666666667
ENTPD3	3.719
SMO	-0.1755
PIK3R5	0.79225
CDC14A	0.53725
KRT1	1.23025
ENOX2	0.307833333333333
FLJ22655	4.44375
FPRL1	-0.0545
INTS6	0.2682
ZCCHC5	1.316
SMC3	-0.4365
C6orf123	3.184
FLJ20160	1.15475
LOC653391	-0.557166666666667
GSS	-0.58625
NT5M	-0.9475
SIX5	0.70375
TAF5	-1.2215
KCNA1	0.778833333333333
ANLN	-5.5095
MGC45491	-1.5549
SSTR2	2.057
LYPD4	0.21425
TH1L	-0.33575
CHRNA5	-1.838
PNMA6A	-0.27775
FLJ16369	-0.7995
DLX2	-2.2956
C6orf108	-0.795083333333333
ALDH3A2	1.05383333333333
CLEC1B	0.3535
LEPREL2	-1.2215
FOXJ1	-0.6525
OR1D4	0.003
PPIL4	0.7425
MTRR	0.23425
SLC27A3	1.282
HTR7	-0.54
MIB2	0.0405
BHMT	-1.09983333333333
A2ML1	0.3
MSMB	-1.09925
KIAA1383	1.24928571428571
TRUB2	-0.6825
PF4	1.21
IL1F5	-0.2285
LRRC37B2	-0.13975
IPO4	-0.851
FIGF	5.51675
QDPR	-0.04125
ZNF598	-1.204
BOP1	-1.61225
MAPK12	-2.26
POLR1E	0.20425
CEECAM1	-0.624833333333333
INSRR	-0.111666666666667
SIPA1	0.4485
ULK4	0.245333333333333
BTN3A1	1.0166
FABP5	-0.9139
KBTBD3	2.59483333333333
SORT1	-0.352
YWHAQ	-0.2925625
LRIT1	-0.356
KIAA1704	0.00600000000000001
MEIS2	0.6929
ENOSF1	0.0538333333333333
PCDH7	-0.423
FZD9	-1.819
RPLP1	-0.00666666666666667
ZNF75A	0.4585
P4HA3	0.044875
NKX6-1	0.07275
CTA-216E10.6	0.349666666666667
IFT140	0.61875
DENND1A	-0.85625
ALCAM	1.5457
ABHD2	-0.581818181818182
QPRT	-2.82533333333333
TRAM1	0.476357142857143
ATP1B4	-0.035625
NUP37	-1.36525
SAA3P	0.65
SLC22A6	0.11525
KIAA0265	-0.697375
ZNF41	0.14325
ADAM19	-0.5569
ERAF	-0.95925
DEFB119	0.261333333333333
DNMT3B	-4.22583333333333
SNF1LK2	0.69375
MGC24039	-0.698583333333333
TAS2R48	0.448166666666667
PNLDC1	0.9295
ADAMTS16	-0.322875
TMEM92	-2.5405
CCT8	-0.69225
POGZ	0.40625
N-PAC	-0.0185
GUCA1B	0.220166666666667
ZZEF1	0.270166666666667
OR2C3	0.1875
ZNF334	0.721333333333333
RANBP6	1.10525
LDHB	-1.79025
BAMBI	-0.5855
RAB5B	1.18425
FOXB1	0.008
MRPS12	-1.02625
MRGPRF	1.103
CRIPT	-0.281
CYP2D7P1	-0.3255
RYR1	1.54075
NDUFA2	-0.1745
TRIP12	0.319583333333333
KCNE3	2.36733333333333
MOBKL2B	1.019
MIOX	-0.17475
ACOT7	-2.4825
FGF6	-0.2155
RASSF5	-0.0343
ATAD3B	-1.48533333333333
IKZF3	0.0685
H3F3B	0.338714285714286
C6orf91	0.602
SEC11C	-0.08575
TMEM14C	-0.157
KIAA1632	-0.087
SLC38A4	0.153
FGFR3	-1.67916666666667
HES7	0.10075
HINT3	-0.31625
ARIH1	-0.139
FLJ35880	-2.51
C1orf129	0.1585
POU6F1	1.0685
RPL32	0.673875
BBS1	1.51183333333333
RGPD5	0.375
SULT1C2	-2.2145
KDELC1	-1.6995
PIP5K3	-0.3535
CHI3L1	1.8463
CSDA	0.257583333333333
VTCN1	4.47875
WDR62	-2.5085
TMEM170	-0.476
KIF2A	-1.3235
C6orf182	-1.60516666666667
ARL6IP6	-0.835
ZCCHC9	-0.2955
RARB	2.68983333333333
ZNF320	0.386125
DHX15	-0.240375
PICALM	-0.202833333333333
CNOT6	-0.0516666666666667
HIST1H1A	-0.41675
ZNF702	1.24483333333333
OR1E2	0.022
HLF	0.231
LOC442582	-1.4865
KIAA0494	1.56525
TCF4	1.2224
APOBEC3B	-3.204
FAM54B	0.5565
MYH2	-1.21275
FXN	-0.700166666666667
C12orf59	0.6265
PAEP	-1.758
SPG11	0.50225
VN1R4	0.33175
KCNJ13	0.78225
NOC3L	0.04175
C5orf36	0.674
CPAMD8	2.899
MLN	-0.5985
FLJ11184	0.217
TIAM1	-0.313166666666667
OR10J3	0.261
OR52E2	0.082
PBX1	1.5202
UBL7	-0.538333333333333
PXMP2	-1.01825
SYTL1	0.6715
FAM126B	0.55325
ZNF711	0.976125
GGA1	-0.402166666666667
VAMP4	0.438666666666667
BCAP29	-0.4256
C20orf19	-0.1945
ZNF275	-0.515625
NEK6	-0.2475
SETD8	-0.718416666666667
HEXIM1	1.387
SULT1A2	-0.836875
KLHL9	1.8145
SLC39A12	0.941
ARHGEF16	-0.437666666666667
SCN1A	0.2145
HNRPH1	-0.543083333333333
C9orf103	0.98975
ECE1	0.671666666666667
MED18	-3.58325
TEX13B	-0.12
SNN	0.04675
C6orf62	0.390055555555556
WNT3A	0.0959
IL22RA2	2.938
MGC21881	1.98925
GABBR1	0.54525
YIPF6	0.28525
PROX1	0.0453333333333333
PPP1R1B	3.42075
LANCL2	0.2068
SCN3A	0.843666666666667
SSRP1	-0.808666666666667
ASXL2	-0.25175
RPE65	1.1595
SNAI1	-1.69425
EFNA2	-0.26975
CLDN9	-0.22125
TP53I13	-0.149375
LOC375748	0.21475
C9orf7	0.3305
C14orf178	-0.7495
GC	-0.55625
IER3	-0.743
KCTD10	0.767125
FLJ45717	-0.05125
ADC	1.27516666666667
LOC285908	-0.676916666666667
MLL3	-0.05825
KIAA1787	-0.46025
MGC31957	-2.0045
MUC5B	-0.570083333333333
ZNF193	0.415
CSRP1	2.940625
MOSPD1	-0.642833333333333
C21orf49	1.415
RAD1	-1.226
ANKRD34	-1.2525
NFRKB	0.2055
FANCA	-4.323
VTI1A	-0.567928571428571
PCBP3	-0.494333333333333
BFSP2	-1.27575
ZNF354C	-0.100875
FRMPD4	-0.0275
IKBKG	-0.7405
LOC441046	0.01
UNQ9438	0.449
TM4SF20	-0.7315
MAGEC1	-6.01275
AMMECR1	-0.860375
GLDN	1.23675
TTC30B	1.20125
SEC13	-0.7824
EGF	3.647
HAGH	-0.5965
VSIG1	0.316166666666667
NHLH2	0.1035
NCAPD3	-1.418375
MGC16121	-2.147
HIATL2	-0.8795
BRCC3	-0.137
LCE2D	0.297
TMEM79	0.36275
GTF3C5	-0.7345
AKR1C4	-0.259333333333333
C3orf59	0.3235
RBM26	-0.087875
DUSP14	-0.0208333333333333
AP4M1	-0.399166666666667
RIMBP2	0.5205
ABCC2	-5.02483333333333
DNAJC16	0.774666666666667
TTC12	1.5275
SNX13	-0.521166666666667
C6orf168	1.18875
C1orf100	-1.3595
CSPP1	-0.10775
LRRC56	0.01125
OR1J2	-0.2895
THY1	-0.9603
KIT	5.44483333333333
TBC1D8	0.372
EPHA7	0.1135
SOLH	-0.898875
SVIP	0.85225
ZNF294	0.03925
HAND2	2.6025
CENTB2	0.947333333333333
MARVELD3	1.9665
CREB3	0.886
KRTAP1-5	-2.9845
OR8K1	0.307
MED25	-0.00583333333333333
FDX1	-0.192166666666667
FAM19A1	0.676333333333333
IL13RA1	0.1732
ZNF627	0.905333333333333
NHP2L1	-0.186875
EIF2B2	-0.700125
ZNF593	-0.54625
WIPI2	0.161666666666667
RANBP1	-1.6475
TAS2R7	0.259
LOC283514	0.462
CSNK2B	-0.604
CFHR1	-0.358
DKFZP434O047	-0.2518
WBP11	-0.712
TEX2	0.66375
GALNT2	-1.28566666666667
FLJ33360	0.24925
WNT9A	-0.436
IL29	-0.28825
STK3	0.828222222222222
REPS2	1.074875
FAM78A	-1.2125
MGC3207	-0.2665
FCGR3A	6.13025
H2AFY2	0.95925
RNF150	1.4725
CCNK	-0.421875
VEZT	0.488833333333333
FSHR	0.0765
C1orf66	0.124833333333333
LCE2B	0.2416
CD200	1.14075
ORMDL1	-0.026625
OR51S1	-0.051
KRT83	-0.72625
COL19A1	-0.1845
