Hybridization REF	TCGA-AQ-A04H-01B-11R-A10J-07
GSK3A	0.169125
SUPT6H	0.347166666666667
PI16	1.054
ELL2	-1.75283333333333
C9orf167	-1.39783333333333
PVRL3	-0.2157
FLJ38596	1.39275
ADAM20	0.0645
GPR89A	0.6805
GPR87	-1.8965
ZNF30	1.2
SMR3B	0.10975
ZNF770	0.119
TRPC4AP	0.780166666666667
DKFZP686E2158	0.2365
C2orf28	0.187833333333333
FREM1	-2.94466666666667
LAMA4	0.633333333333333
ADPRHL2	0.125
EIF4G2	0.311666666666667
GUCA1A	-0.4315
CTNNA2	-1.326125
NUDT15	-0.840333333333333
CEPT1	-0.517833333333333
ZNFX1	0.8066
CCDC92	1.16175
TDRD1	-0.6055
KCNK5	-2.33083333333333
ETNK1	0.310916666666667
LTA	0.2965
TTPA	0.275666666666667
B3GALNT2	-0.2575
SC65	0.266333333333333
PEX5L	1.19625
EPS15L1	1.25875
MGEA5	-0.402
HIST1H3A	1.2595
ING1	-0.57475
BCAT1	-3.05
ORC6L	-2.24027272727273
KLK11	-5.673
C19orf28	-1.14625
DNER	-5.058
MED22	-0.0167857142857143
ETV6	0.859333333333333
CHAC2	-2.71525
CD300E	0.172
CEBPB	0.07475
ZNF398	-0.73
LRCH3	-0.0355
HMGA1	-1.707
CAPN7	0.502666666666667
MGC5566	-2.059
CCL3	2.901
NANOS1	-0.557875
ZFYVE19	0.79975
APITD1	0.398833333333333
PARD3	1.252875
IRAK4	0.0851666666666667
SERPINI2	-0.2865
CEP170L	-0.22525
TTC9	3.729
MYOM3	-0.78125
MLPH	2.443125
LOC222699	0.6615
NRG1	-1.93233333333333
TBC1D9	5.99981818181818
TTK	-1.20566666666667
ZNF557	0.2435
DDX41	-0.0673333333333333
FANK1	0.425
UBE2D2	0.26875
PSMB10	0.517625
MYH7B	0.419
GABARAPL2	0.58225
MARVELD2	2.552
DGCR2	0.3285
UNC45A	-0.0551666666666667
C6orf72	0.226
ZNF683	3.95675
GIT2	-0.140125
CASK	1.40883333333333
C14orf161	0.6655
LRRC44	0.90225
TIFA	-0.557375
UTP11L	-0.34
C6orf65	-0.8835
FDPS	0.33025
DUSP9	-2.244
SLC17A8	-0.039
OR51G1	0.251333333333333
NANS	-0.20125
OLFML1	1.641
ATP10B	-1.299
NPAS3	0.08925
PRKCA	-2.5723
GGA2	0.4853125
LCE4A	0.587
SPANXN3	-0.01425
CCDC115	1.69875
SDCCAG3	-0.3355
GLIPR1L1	-0.22575
TTC1	-0.118
C17orf76	0.41375
MAD2L2	-1.7645
HIPK1	-0.5869
LRRC3B	-0.384833333333333
CLN3	0.225727272727273
C17orf47	-0.1665
FMN2	-3.043375
TUBB1	-1.375625
WAPAL	-0.4
C3orf21	-1.03575
SCN5A	-0.44
SMYD1	-0.05575
BEX5	-1.06125
ZNF192	-0.169
SEC22A	0.290833333333333
GRIA2	0.0624285714285714
KIAA0825	-0.48075
NUSAP1	-1.43454545454545
LANCL1	0.2995
C15orf40	-0.00200000000000001
ZNF645	0.249375
GPR61	0.08775
NLRP14	0.016
SNX21	0.0563
C1QTNF8	-0.108
C17orf46	0.29075
IFNA8	0.776
SPRR1B	-1.637
FLRT1	-1.19375
SNX17	0.601333333333333
ASB2	-1.32016666666667
HBG1	-5.249
RPRML	-1.6745
JOSD2	0.2415
PLSCR3	0.14875
SPOCD1	0.200333333333333
RAB39	-0.781
GHRH	-0.210833333333333
ITIH5L	1.3165
C17orf37	1.85575
SMCR8	0.431
DPY19L2P3	0.0123333333333333
IL11RA	0.133833333333333
GDF3	-3.90133333333333
RPS6KB1	-0.207916666666667
DNAJC19	2.6123
TOP1	0.06875
CRCT1	-0.32275
MPST	0.092375
DPM2	0.62725
FAM38B	-1.35783333333333
SLC18A1	-2.74833333333333
FARP1	-0.204166666666667
PAX7	0.09
TUBD1	-1.00625
GNL3	0.10125
BTG2	1.26446666666667
NDUFS6	-0.3115
C1orf79	-1.57125
ERAL1	0.41325
ECHS1	0.27225
VPS4A	-0.0361666666666667
CYP11A1	-1.42075
ABCC6	-2.47607142857143
PBX4	-3.0025
MOSC1	1.007375
NCF4	0.6705
HYMAI	0.075
NAGPA	-0.192375
OTOP2	0.1635
ACOT12	0.09075
MTHFD2L	0.1
LOC441376	-0.26775
C19orf34	0.087
RAB1B	0.55
ALDOAP2	0.008
NTRK1	-2.01216666666667
ARTS-1	-0.489
SLC6A11	-0.7745
NAP1L2	-2.49925
CNGB1	0.0603333333333333
EPB41L4B	-0.883333333333333
FAM134B	4.77925
HS3ST3A1	-1.55833333333333
CPXM2	3.8935
SIRPB2	-0.03
CHORDC1	-1.27483333333333
TRIB3	-0.464
SLC2A5	-0.166
C2orf49	-0.959
DDX5	1.39625
OR5L1	0.589
ANAPC4	-0.425833333333333
ZSWIM1	0.450875
LOC93622	0.645625
KCNK3	-0.5758
RP11-35N6.1	-2.08375
ZFP161	0.436333333333333
AQP9	2.24875
SLC15A2	-1.20333333333333
MREG	1.31733333333333
OR9I1	-0.063
PDLIM2	-0.0125
ADAM7	0.396
GSTCD	0.545333333333333
WDR21A	-0.497375
SLC12A8	0.553666666666667
TMEM174	0.14625
IGSF3	-2.35358333333333
LRRN1	-1.6415
LOC402117	0.2795
SRPK1	-1.252
LY6K	-2.3178125
NFIA	-0.519
PTCD3	-0.53825
LEP	0.953833333333333
PCDH21	-1.06266666666667
MAPKAPK2	1.27021428571429
NMNAT1	-0.0435
LHFPL2	0.293125
C9orf43	1.109
DIP2A	0.1515
ACTR8	0.190625
CCDC34	0.51325
PTPN22	-1.3295
ITGA3	-1.240875
FAM129C	0.2395
RABGGTA	0.393333333333333
UNC45B	0.515
KIAA1033	0.567875
ZNF510	0.0455
CYP2D6	-0.844833333333333
SLC26A10	-1.974
STX8	-0.18825
LUZP1	-0.2495
WDR89	-0.7195
EIF4G3	0.1424
C5AR1	1.054125
ZNF623	0.6885
A2M	0.7675
TGM7	0.7085
GRPEL1	-0.018
LMNB2	-0.7333
ROCK2	0.064
SNX16	0.892375
CCDC66	0.31675
ANXA3	-2.405
KIAA1609	0.643125
EED	-0.706
RNF32	0.653666666666667
HES1	2.2067
CLC	0.4905
ISL1	-0.683333333333333
KIAA0528	0.11675
MANEA	1.2035
C1orf61	-2.4405
hCG_2001000	-0.1055
RAPGEF6	-0.3422
KIAA0020	-0.111666666666667
NEIL1	0.67025
C16orf45	1.556125
RBM10	-0.211333333333333
C10orf125	-2.378125
MRS2L	-0.21375
DNAH17	-1.308375
C19orf10	-0.57975
C1orf160	0.63
SLFN12	-0.087
EXOC3	0.482166666666667
HIST3H3	1.098
NCOR2	0.0298333333333333
TNFRSF9	-0.28025
MFSD8	0.34725
ALX1	-3.94
NOL1	-1.41225
PODN	2.30725
TIAL1	-1.14925
HIST1H1E	0.30575
NPY6R	0.2445
TM4SF4	0.258
CORO2A	2.1285
ETNK2	1.47933333333333
APOE	-0.229
ANGPT4	0.183
HDGF2	-0.0895
G30	-0.24
ST8SIA4	0.081875
F2RL1	-0.82375
FAM19A4	-3.40425
CCAR1	-0.239
B3GNT7	0.149
OPHN1	0.1377
DSCR6	-3.0305
C21orf13	1.35116666666667
GAS2L1	0.61675
RFX3	-0.2095
COPS4	0.39625
BCHE	-4.48183333333333
BCL2	3.29725
HBZ	-2.95383333333333
ARL13B	0.055625
MAPBPIP	0.073875
MYO15B	0.37225
SPZ1	-0.048
KIAA1324	2.26233333333333
PLCL2	-0.706875
C4orf29	-0.07375
WDFY2	0.257375
ZNF284	-1.4015
NAALADL1	-0.135
DUSP5	1.60283333333333
PXDN	-0.039875
SLMO1	-0.18225
TNXB	0.3974
BIRC7	-1.48075
A4GALT	0.482166666666667
TIMM22	0.15175
FAM110C	0.938
TOMM34	0.75225
ABHD9	-0.1085
ADAM32	0.437
CRHBP	-0.349
AQP2	0.326
LOC130355	1.4775
ZNF187	0.220333333333333
ZNF816A	0.02
F7	1.1955
CNOT1	-0.2256
SLC13A4	1.55025
ZBTB11	-0.26975
B3GALT5	-0.429
EXOC2	3.03633333333333
IRS1	1.5034
TMEM1	0.244666666666667
MRPL34	-0.400833333333333
SAMM50	-0.5375
CDC42EP3	-1.885625
HSF2	-0.1996
MFN2	0.1845
TSPAN7	-1.75566666666667
NUCB1	0.446583333333333
RHOH	-1.02875
ARL16	0.102
TACR1	0.11975
SFRS5	-0.447833333333333
SNX25	0.84225
RHBDF1	0.91
PCDH18	2.24033333333333
HMG1L1	-0.37325
MYO5C	1.251625
MAPK10	0.4985
LDHAL6A	0.209
NUDT12	1.61066666666667
NCAM1	-0.34575
GLIS2	0.7685
GGTL4	1.552
DAPP1	-1.1445
ATF7	0.50275
KIAA0748	-1.2
NFIL3	-0.82325
TM6SF1	1.172
SEZ6	0.09975
NANOS3	0.279166666666667
DNAJA3	0.170166666666667
CLDN6	-2.473
CIITA	1.9074
EPHA4	-1.56875
FANCC	0.5115
CMTM3	-0.58525
PSG3	-0.5
MRPL15	0.03175
C21orf59	0.18225
PLCXD2	-0.01475
C2orf34	-0.735875
UBE2L6	0.6475
MED14	0.3445
HP1BP3	0.6353
C6orf208	-0.0815
TPBG	0.0325
OSR2	-0.453625
XPC	0.226333333333333
KLHL7	-0.733833333333333
CCR3	-0.214666666666667
AGTPBP1	0.138666666666667
PCSK6	3.5772
STAT5A	-1.9166
FAM18B	0.4365
LONRF2	0.848
PTPN2	-0.982875
SF3A3	-0.395666666666667
EFCBP2	-0.5345
HCFC1	0.1095
AHNAK	1.15625
ACTR5	0.60875
KIF14	-3.32014285714286
TENC1	0.9155
HEATR5B	1.1495
YIPF2	0.523333333333333
MYEOV2	0.626
DUSP18	1.30975
KIAA1012	0.42975
AHR	-0.35
C17orf53	-1.14183333333333
PTPRH	-4.53325
ATP6V1C1	1.1163
TAS2R3	0.16
LOC440356	-1.0795
COQ10B	1.10875
PSMF1	0.213416666666667
SORBS2	0.0116666666666667
NFE2L2	-0.10725
TMCO7	-0.59125
SH3PXD2A	-0.3229
SH2D2A	-1.90675
SPINK5	-2.4925
MRPS24	-0.957
OPA3	-0.1515
TRAF7	0.495
C4orf35	0.353833333333333
MT1G	1.1455
MGC39545	0.1155
HS1BP3	1.3059
OR2B2	0.2125
CHRM4	0.138
SFRP2	0.993583333333333
RIC3	-1.25325
ART1	0.011
C6orf1	1.35275
DUS4L	-0.042
C10orf104	0.904
TNFAIP6	2.5375
RTEL1	-0.833
CCT4	-0.2186
ZNF709	0.65225
CHMP6	0.501833333333333
UPP2	-0.0015
CYP19A1	-2.192625
CD151	-0.456
NDUFA13	0.0465
ARFRP1	-0.1095
FAM26B	0.511
CRYBA1	-1.607
MRPL41	0.928666666666667
NPFFR2	-1.5035
HRH2	0.2
SCAMP3	0.378333333333333
MTMR6	0.4464
MTG1	-0.845666666666667
UBTD1	0.234
CRABP1	-3.1955
FLJ33790	2.6772
KIAA1908	0.449833333333333
GPR158	-2.532
PACSIN3	0.095
OMD	1.95383333333333
CATSPER1	-0.780666666666667
HOXB8	-0.974875
FBXO46	0.0615
OAS1	-0.129
SVIL	0.62375
PHB2	-0.791
ADCY3	0.1195
NDRG2	0.617833333333333
ERMAP	1.0224
APBA2	-2.52233333333333
IGSF9	1.37475
WNT6	-0.892214285714286
MYCBPAP	1.87175
ATP2B2	-0.0083
CPVL	-0.6803
TRAM2	-0.614666666666667
NOP5/NOP58	-0.72825
ZNRF4	-0.05025
TLK1	0.08825
MTMR12	0.824785714285714
ZNF384	-0.251666666666667
FAM9B	-2.73075
RPN1	0.0529
PMVK	0.8945
EIF3D	0.6727
SIX2	0.95075
HPS1	0.547428571428571
RNF7	0.55025
PSKH2	0.1605
KCTD13	1.0595
CSMD3	-0.8646
FBF1	-0.0865
IL8	-3.628
SERPINB13	0.14775
FBXL20	0.855
BLR1	0.40175
SH2B1	-0.036
RFNG	0.32525
RAB20	-0.8655
RBM7	-0.88075
POLR1A	-0.152333333333333
TMPRSS4	1.31175
TAF9	-0.401625
TERF2	0.522
TNFRSF1A	0.236833333333333
ACADVL	-0.7875
GTF2H5	-0.079
EDG8	0.602333333333333
C9orf140	-0.57875
UST6	0.07675
ZBTB8OS	-0.41175
ZNF710	0.311
GPR174	-1.397
ATP6V0A2	-0.1275
KIAA0319L	0.89675
XKRX	-0.1245
DOPEY2	0.4699
SDHD	-0.651666666666667
SUMF1	1.48075
OSM	2.95
OPN3	-2.40925
DAGLB	-0.505666666666667
PPFIBP1	0.0218
TRIM63	-2.79475
C10orf53	0.4405
LYPD3	1.75033333333333
BCL7A	0.430875
AGER	-1.02083333333333
TCF19	-0.300875
SAT2	0.17125
PFTK1	-1.1185
GABRE	-3.261625
C15orf38	0.6923
FIS1	-0.133
KCNV2	0.47675
CLPS	0.4125
PPCDC	-0.938625
FOXN2	0.0765
NT5E	-3.03
CD83	-0.2615
IL18	-0.561625
VPS16	-0.4725
IGFBP2	2.59133333333333
NOTCH2	-0.6875
SIGLEC1	2.489625
CD93	5.5055
SULF2	-2.21675
CEP164	-0.57
P53AIP1	-0.0771666666666667
TOR2A	0.0761666666666667
ZNF136	0.29175
MGP	1.9367
CCDC144A	-0.595666666666667
TRPC1	-0.968833333333333
SMS	-1.22716666666667
MAPK7	-0.531666666666667
RRAGC	1.1565
PARD6A	0.626333333333333
NUB1	0.653
SYNGR4	0.311
OR11H12	0.3
WIF1	0.24725
GCH1	0.91425
OR11H4	-0.218
SLC44A5	-0.286
GPRIN2	-0.632
LOC401431	1.354
CPA4	-2.8158
MELK	-1.054
IL15RA	-0.6945
CUL3	0.92025
HMBOX1	0.06775
PODXL	-0.85525
CCT6B	2.19933333333333
COMTD1	1.96375
MUC20	-2.14283333333333
GPX2	-1.011125
ITK	-1.1675
FBXL5	2.26275
C13orf27	-1.46575
DEFA5	1.0425
TRHDE	0.4315
MTP18	0.0343333333333333
UQCRQ	0.0372
ITGB2	1.01083333333333
CSRP2BP	0.10025
TAS2R44	0.0825
PHPT1	0.773625
FAM44C	0.0875
ERH	-0.313
MPHOSPH1	-1.3745
MORC1	-0.219
PARVB	-1.6565
LAMA1	-2.81408333333333
PGBD3	0.23075
GIMAP6	4.10625
AREG	-0.222166666666667
LIPT1	-0.233
MGC99813	-1.552
C1orf201	0.573333333333333
GRIN2A	-0.808
MAN2C1	-1.282
NSUN5	-0.25925
SF3B5	0.31675
MYC	0.1111875
NRXN1	-0.825083333333333
ZNF18	-0.42175
SPDYA	-0.07425
SLC37A1	1.048
DECR2	-0.10475
ANKRD38	-1.012125
SPTLC3	-2.81475
SUPT16H	-0.090625
DTWD2	0.53475
ULBP1	0.0655
ZADH1	-0.157166666666667
OIP5	-2.2455
IL10RB	-0.064
OTUB2	-0.551375
VWA3A	0.2405
SPIC	0.2695
OR6C4	0.3405
PSCD4	0.526333333333333
DPY19L2P2	0.1115
TRAPPC6A	1.08883333333333
C21orf2	0.193333333333333
CEMP1	0.45675
LIN7B	-0.4435
E2F7	-1.69933333333333
VCP	0.3323125
LAMA3	2.24266666666667
BGN	1.69625
GPR160	1.638
COCH	-5.41266666666667
GPR81	1.93733333333333
APOBEC3F	-1.93
tcag7.1017	-0.329
C1orf32	0.227
SCGB1D2	1.01925
FLJ43987	0.092
C6orf170	-0.0825
KLK9	0.3095
GPD1L	1.85625
VPS37B	-0.3905
ATG3	0.2695
ADAMTS17	-0.00900000000000001
KLHDC2	0.8635
NDUFV2	-0.08525
BLK	-2.54825
MATN4	-1.116
GPM6A	0.69325
GBP4	2.973
TMEM162	0.169
PKP2	0.7205
HRASLS	0.0701111111111111
MMP1	-1.9795
SFXN3	0.1463
FSD1	-2.12966666666667
ST6GALNAC3	-1.21933333333333
CA12	2.8539
NCOA6	1.017
C19orf58	0.4557
PPP4R1	-0.025
MAN1A2	-0.297
IKBKAP	-0.38875
UPF1	-0.0153333333333333
KIAA1219	1.93975
WNT16	0.1682
SNW1	-0.381375
IL18RAP	2.14175
RPP30	-0.699125
CDC40	0.321357142857143
SETD3	-0.397833333333333
SLAMF6	0.18225
ELK4	-0.66
TRIM47	0.6325
ACOX3	2.59275
TRIM6	-0.97625
KIAA0372	-0.374166666666667
TP53AP1	1.377125
SMURF2	0.11325
ADAD1	0.44225
EBP	0.1374
KRTAP13-2	0.136
FLJ36874	-0.315333333333333
TOR1A	0.690333333333333
P2RY4	0.27
GPBP1	0.36475
TRPV1	-0.204875
ADAMTS12	0.0185
PES1	0.2957
ATG4A	0.2595
MAGEA10	-4.587
WFS1	0.85225
CC2D1B	-0.235833333333333
PABPN1	-0.288875
SLC25A30	0.353
SLCO1C1	0.7005
SLC22A5	1.7745
KIF23	-1.86916666666667
SYN2	-0.690333333333333
ASPN	7.271
CENTG2	0.698
QSOX2	-1.8444
FLJ10815	1.63433333333333
STK24	-0.0275
SPEG	-0.362
STK10	0.0181666666666667
DACT2	-2.303
AAAS	-0.83
SSX3	-1.762375
ABCD3	0.3955
C4orf12	-0.07675
PARVG	0.187833333333333
FIG4	2.034
C9orf46	0.87025
TMCO6	-0.476
IGHMBP2	0.73025
DUS2L	0.00916666666666668
FAM3C	-0.1270625
TMEM16D	-2.468
DCTN4	0.26575
KCNH3	-0.194
EIF2AK2	0.466
AP1S3	0.223625
CST4	0.503
PAM	-1.1326875
NUTF2	0.54625
CITED2	0.3401
SLC39A4	0.2715
C2orf52	0.1705
GRM3	0.1875
C12orf49	1.08475
CCDC49	0.899
GRAMD1B	-1.89775
FNDC4	-0.4665
SIAH2	1.876875
GDPD4	0.223
C21orf87	0.7845
ATP5A1	-0.305666666666667
C16orf63	0.43325
LOC388135	2.55666666666667
ATP5J2	-0.54275
MMP3	-3.58125
EMID2	-0.22425
CRHR1	0.3415
WDR70	0.10075
C13orf31	0.69625
ZFAND1	0.20175
CCL18	4.141
C3orf49	-0.2925
RINT1	-1.2465
KIAA0408	-1.679
F13A1	4.6214
SLC10A1	0.013
OGN	1.10375
GIPC2	-1.26216666666667
XPO6	-0.275333333333333
LCE1A	0.1805
FMR1	1.2448
LOC374920	-0.60375
DUSP3	0.534875
ANKMY1	1.54225
C7orf50	0.17575
BBS9	-0.3163
UNC119B	-0.34625
C9orf72	1.444625
MGC35440	-0.55225
ENTPD6	-0.20425
PPP1R2P9	0.49625
ERCC4	0.56675
FAHD2B	0.9185
HMHA1	0.5875
HACL1	0.0185
RAD23A	0.222333333333333
FAM83B	-1.5265
PPP5C	-0.412333333333333
RNASEH2C	0.13725
C9orf153	-0.346
SCAMP4	0.934875
GHITM	0.2167
NDUFB7	0.184
ADCYAP1	0.0291666666666667
SP110	0.637333333333333
MAP3K7IP2	0.561
DHH	-0.19
AGRN	0.8685
WDR33	0.152166666666667
CEP290	0.567666666666667
PRPS1L1	-3.2655
KLRA1	-0.206
GPR97	0.359
CHD7	-0.519833333333333
TLR10	0.82425
SLC30A8	-1.31
HIC1	1.20266666666667
IAPP	-0.323
RXFP4	0.18
GP1BB	0.08925
SHQ1	0.122
NKX2-3	0.229
API5	0.379
FTHP1	0.246
MOV10L1	0.431833333333333
TRIM6-TRIM34	1.44033333333333
ADHFE1	0.17875
FAM117A	0.7295
DDI1	-0.0126666666666667
CDON	-0.0175
TRIM73	-0.223
IGKC	1.768
MMP14	-1.59783333333333
DYNC1LI1	1.260125
C11orf66	0.7275
TRBV3-1	-1.268
FASTKD5	-0.4715
BIVM	-1.703
LHX4	0.602
CXCL2	-1.4839
RAB2B	-0.1625
IZUMO1	-0.62725
MAP3K15	-2.69475
FAM19A2	-0.0178333333333334
ZC3H8	-1.03766666666667
ZMAT1	2.072875
SPINK5L3	-3.03825
SLC10A6	0.6325
APPL2	0.382
CARD10	1.18066666666667
LOC402176	-1.345125
EEF1D	0.1438
RAB6A	0.9851
C12orf5	-0.333625
PAPOLG	-0.1695
MSRB2	1.28675
BCR	0.938333333333333
PUS3	-1.14925
TIAM2	-1.1935
ZNF317	-0.0196666666666667
CHD2	0.0315714285714286
FZD5	-1.84986363636364
NUDT8	-1.8115
ZNF763	0.6135
PRC1	-1.13022222222222
ABCB9	1.37116666666667
SPATA3	0.21375
TRAK2	0.578
STAB1	3.12225
LRRTM2	-0.1825
psiTPTE22	0.1945
DBI	0.731
SERPINA11	-3.596
NAT5	0.0355
C20orf58	-2.72975
RPS6KA4	-0.240166666666667
FLJ90650	-0.695
TGFBRAP1	0.32675
CHRDL2	-0.40975
FAHD2A	0.402666666666667
CNTN1	0.071
BBS4	0.0677
TMEM181	0.5535
MINPP1	-0.16975
MPHOSPH6	0.423583333333333
HOXC10	-2.1055
ITPKB	-0.122625
CLPTM1L	0.014375
MEOX2	1.13716666666667
ATP6V0C	1.53325
PRPF8	-0.6315
TMC5	2.9855
FKBP3	-0.0345
PLEKHB2	1.240875
OR4D6	-0.0595
ZNF544	-0.5204
D2HGDH	-0.307
RPL18A	-1.0336
HEL308	-0.0735
MPP6	-4.54725
TCERG1	-1.3195
KRT16	-1.97533333333333
KLF17	-0.943
KLF5	-0.730125
CDR1	1.504625
VCX3A	-5.4145
FBLN2	-0.117125
C14orf104	-0.15125
HBE1	-4.7524
OR4S2	0.483
C1orf108	-0.0646666666666667
ROBO4	3.892
CPEB4	0.7415
C11orf80	0.416833333333333
BCKDHA	0.5075
MYOC	0.352
GIF	-0.00900000000000001
CKMT1A	1.068
RPL3	0.0341
THBS1	3.31425
APOO	-1.22075
ARMCX1	-1.12025
HSZFP36	1.002
SNAPC5	-0.19225
EIF4ENIF1	0.7925
ZNF433	0.64625
TNFRSF21	-1.85175
TMPRSS7	0.4435
SPATA18	-0.1048
HPDL	-2.485
MKL2	3.2119
TBX3	1.86438461538462
C21orf93	0.084
DAXX	1.3205
ELMO1	-0.091125
RGS13	1.77833333333333
TAF11	-0.239
UNC13A	-1.784125
LOC653314	0.2467
ORC3L	-0.21675
IMAA	-2.4695
TARBP2	-0.4195
CABIN1	-0.3614
TRIOBP	0.5231875
HIST1H2AC	1.52025
RGS22	-2.10366666666667
NCOA1	0.871666666666667
IL25	0.6635
SNCG	-0.3385
GPR6	0.2855
AMDHD1	-1.27883333333333
CHEK2	-0.23575
C6orf142	-0.91375
DRD4	0.2235
C14orf68	-1.04575
GDF11	-1.34875
SEMG2	0.2745
CD247	-1.81825
CDAN1	-0.96275
RBMX2	0.036
TGS1	-0.22725
OIT3	1.6165
SYF2	0.3265
MCM4	-1.407
PKHD1L1	-0.262875
CEP192	-0.503833333333333
IFT88	0.60525
RPL9	-0.531428571428571
RAB32	0.57225
DDX43	-2.1595
P2RX2	0.132666666666667
OR5D18	0.0525
UBE1	0.536916666666667
SLC24A1	0.22725
ARHGAP5	0.44625
CETP	0.40075
KIAA1731	-0.230833333333333
SLC9A4	0.5855
PTPN6	1.1435
BAHD1	-0.2535
GRIK3	0.6745
CACNB2	0.1026
PDE10A	-0.627
DGCR14	-0.3585
PCDHB9	0.688833333333333
RHOQ	0.140166666666667
MAP3K4	-0.5375
KTI12	-0.192833333333333
RPL23AP13	-0.69025
GNG11	-0.35175
CLCN3	0.653833333333333
GPAM	-1.137375
VSTM2A	0.1595
SLAMF7	1.27116666666667
INTS2	0.1285
PPP2CA	0.4618
LRP12	-0.569666666666667
SEC14L2	4.07977777777778
DKFZP586H2123	2.73325
MC3R	0.201
CIRH1A	-0.919
HIST1H2AB	1.7545
POLH	-0.004875
MGC16703	-1.86166666666667
SNAPC2	1.0495
FILIP1L	1.3115
RASGRP4	0.422
LRRC1	1.65325
GAS1	-0.60575
PRAC	-0.86025
DGKA	-0.634333333333333
NT5C3	-0.62675
PEG3	-4.405
NADK	-0.15625
PRR17	0.95225
LOC374569	-0.78375
SGSH	1.64933333333333
NLRP8	0.0485
GALT	0.0838
MCF2	-1.153
ZNF263	0.76625
TACSTD1	1.54033333333333
TYR	-6.6944
ATP6AP2	0.30825
RNUXA	0.0905
ABHD10	0.1579
GDPD2	-0.235
SLC35C1	-0.2505
UBE2A	0.519625
HERC5	-1.97
FAM112B	-4.4885
FBXL16	3.71125
DKFZP434A0131	-0.4005
ELA3A	-2.4985
RBM41	-0.12825
HAO2	0.19175
RNH1	0.5705
SHANK2	0.407
OSBP2	-0.614375
DAK	0.3595
C3orf58	1.12816666666667
TCL1B	-1.2685
KBTBD2	0.126875
SUGT1L1	0.7875
UBE2E2	0.744
MYL9	1.787125
CDC23	-0.0768333333333333
PBXIP1	0.8714
CXorf40B	2.893
NBL1	-0.00275
RTBDN	-0.1575
RAB11FIP5	0.91225
TTTY13	-0.6715
SCOTIN	0.740083333333333
SOHLH1	-0.247666666666667
CDKN1A	-0.335214285714286
NCK1	-0.125
ZNF550	-0.7955
SAPS3	0.574666666666667
SPIN3	2.15733333333333
MAGEE2	-0.21925
MIS12	-0.504
OR8H2	0.235
KIAA0774	-0.794333333333333
UNC5D	-2.0195
CUL7	0.126833333333333
LIPC	-3.97266666666667
DIO1	1.1335
C20orf11	0.5384
CTRL	-0.80675
HS3ST2	2.75675
PAK4	0.515
CCRL1	1.81775
RNF10	-0.089
ZNF567	0.05325
ZNF660	-0.57
TCEAL3	1.30875
MAGOH	0.658333333333333
CENPB	-0.375333333333333
C19orf7	0.33175
LOC388965	0.13475
ZCCHC13	0.264
JMJD1A	-0.6773
HIST1H4H	1.5585
TBRG1	-0.7787
GPC3	-5.565
TAF1C	-0.336125
EBNA1BP2	0.0168333333333333
CIAPIN1	0.1625
PDGFRA	-1.45144444444444
CSTB	-0.264375
CENPI	-0.847166666666667
GTF2E2	-0.491166666666667
RPP21	-0.33675
CCNF	-0.319166666666667
KCNQ3	0.632
FAM79A	1.1435
SLC22A12	0.0285
NOVA1	-0.266
FZD3	-0.178
AKAP8	-0.2155
SOCS5	0.259
CFDP1	-0.28425
DLG5	1.02325
PGM5	0.384833333333333
C1orf144	0.404583333333333
HDAC10	-0.54
RND2	-0.11725
C20orf199	-1.28875
RNMT	-0.925875
SLURP1	-0.030125
ASTN1	-0.454
SH3BGR	0.5795
MYCL1	-1.038375
ZHX1	0.0755
CENPK	-1.62625
FOSB	1.6674
LOC643406	0.25975
C2orf59	-1.3795
TMEM135	-0.476375
SLC27A2	-2.47325
KRT33A	2.389
OVOL1	2.242375
PAMCI	-2.2425
S100A7	-2.009
ZNF789	-1.0715
HARS2	-0.07475
RPL23A	-0.787333333333333
TCF23	0.16
UPF3B	-1.758125
C17orf78	0.7705
HLA-DOB	0.0765
C14orf142	-0.347166666666667
TEKT5	0.204333333333333
DMWD	0.327
POLD1	-1.94166666666667
GSCL	-0.195
CALD1	0.3595
SCRT1	-0.0095
AIG1	1.1835
UNC84B	0.41975
ZNF404	0.7065
TMED6	-3.366
KIAA1462	1.073
LRRC27	1.2905
PYGO1	0.1175
PIGU	0.569666666666667
ALAS2	-3.67583333333333
WRNIP1	-0.111625
CNNM3	1.007
ZNF2	-0.05625
ST3GAL5	1.0435
MRPL23	-0.2695
TSSK6	0.0395
PSMA6	0.29475
C16orf70	0.81725
KIAA1602	-0.19725
ALMS1	0.414666666666667
DCN	1.32225
TMEM132D	-1.519
SUCLG2	0.81
ABHD14A	-0.187
DEXI	-0.172333333333333
AMPD2	-1.7545
IFNAR2	-0.208333333333333
CYB5A	0.334
TLOC1	1.15525
NXF5	-0.789666666666667
NRBF2	-0.262375
KCTD3	1.6025
ITGAE	-0.4825
SLC30A3	-2.17433333333333
ZRF1	-1.2105
IFRD2	-0.25975
XAB1	-0.151
PYCR2	0.238666666666667
SERPINB3	-4.8945
TMLHE	0.7421
GEFT	-2.295875
ABCA5	0.401375
EMR4	0.240333333333333
TSFM	0.01775
HIST3H2BB	1.27375
ARHGEF19	1.17775
TSPAN17	0.391
ABCC8	1.65625
MAP1S	0.4375
C22orf36	2.07325
BNC2	-0.936285714285714
HIST1H4A	-0.99625
NDUFS3	-0.157833333333333
WDR3	-1.29616666666667
XKR4	-0.465
