Hybridization REF	TCGA-A2-A0CW-01A-21R-A115-07
NRG1	-1.94008333333333
TBC1D9	2.76854545454545
TTK	-0.5035
ZNF557	0.6109
DDX41	0.0403333333333333
FANK1	1.963
UBE2D2	0.524375
PSMB10	2.194875
MYH7B	0.025
GABARAPL2	0.302125
MARVELD2	2.153
DGCR2	-0.0836666666666666
UNC45A	0.2305
C6orf72	1.0115
ZNF683	4.00675
GIT2	-0.53875
CASK	0.516333333333333
C14orf161	2.02933333333333
LRRC44	0.176
TIFA	-0.38325
UTP11L	-0.6385
C6orf65	-1.9245
FDPS	-0.0715
DUSP9	-1.9084
SLC17A8	0.4935
OR51G1	0.0646666666666667
NANS	1.16275
OLFML1	1.06675
ATP10B	-0.84375
NPAS3	-1.45575
PRKCA	-3.0823
GGA2	-0.689625
LCE4A	0.589
SPANXN3	0.66725
CCDC115	1.12525
SDCCAG3	-0.81925
GLIPR1L1	0.000250000000000014
TTC1	-0.11975
C17orf76	1.519
MAD2L2	-1.9375
HIPK1	-0.1552
LRRC3B	-0.5205
CLN3	-0.793272727272727
C17orf47	0.255
FMN2	-3.649125
TUBB1	-1.443125
WAPAL	0.6635
C3orf21	-0.539
SCN5A	-0.5922
SMYD1	0.07625
BEX5	-1.67725
ZNF192	-0.1565
SEC22A	0.349333333333333
GRIA2	0.462428571428571
KIAA0825	-0.506
NUSAP1	-1.45481818181818
LANCL1	-0.483875
C15orf40	-1.1023
ZNF645	0.2595
GPR61	0.31925
NLRP14	0.2685
SNX21	0.9415
C1QTNF8	0.0525
C17orf46	0.68025
IFNA8	-0.017
SPRR1B	-1.71016666666667
FLRT1	-0.479
SNX17	-0.844666666666667
ASB2	-0.152666666666667
HBG1	-4.8615
RPRML	-2.35625
JOSD2	0.199333333333333
PLSCR3	0.21
SPOCD1	-0.379666666666667
RAB39	0.0745
GHRH	1.41133333333333
ITIH5L	0.424
C17orf37	-0.088
SMCR8	0.713
DPY19L2P3	-0.739166666666667
IL11RA	-0.625833333333333
GDF3	-4.063
RPS6KB1	-1.05008333333333
DNAJC19	1.0272
TOP1	-0.1675
CRCT1	0.184125
MPST	-0.09725
DPM2	0.56675
FAM38B	-2.08883333333333
SLC18A1	-2.2805
FARP1	-0.709333333333333
PAX7	0.76075
TUBD1	-0.20925
GNL3	-1.040375
BTG2	0.9692
NDUFS6	0.186
C1orf79	-1.46275
ERAL1	0.0205
ECHS1	0.54925
VPS4A	0.0475
CYP11A1	-1.173
ABCC6	-1.85978571428571
PBX4	-0.876
MOSC1	0.30025
NCF4	-0.1185
HYMAI	0.162
NAGPA	-1.424375
OTOP2	0.359
ACOT12	0.14725
MTHFD2L	-0.6315
LOC441376	4.662
C19orf34	0.398
RAB1B	-0.1415
ALDOAP2	-0.031
NTRK1	-1.83433333333333
ARTS-1	-0.0522
SLC6A11	0.696
NAP1L2	-2.14725
CNGB1	-0.0608333333333333
EPB41L4B	0.73625
FAM134B	3.2515
HS3ST3A1	-1.541
CPXM2	3.174
SIRPB2	0.093
CHORDC1	-0.427666666666667
TRIB3	-0.3165
SLC2A5	0.362
C2orf49	0.658166666666667
DDX5	-0.472
OR5L1	0.3955
ANAPC4	-0.663166666666667
ZSWIM1	1.927625
LOC93622	0.291625
KCNK3	-0.3553
RP11-35N6.1	-1.795125
ZFP161	0.156
AQP9	3.277
SLC15A2	1.53366666666667
MREG	-0.0365
OR9I1	0.1905
PDLIM2	-0.260875
ADAM7	-0.00900000000000001
GSTCD	0.9225
WDR21A	-0.036125
SLC12A8	1.13283333333333
TMEM174	0.092
IGSF3	0.713583333333333
LRRN1	-2.75175
LOC402117	0.08525
SRPK1	-0.824333333333333
LY6K	-2.3490625
NFIA	2.646
PTCD3	-0.335625
LEP	0.620333333333333
PCDH21	-0.703333333333333
MAPKAPK2	0.628785714285714
NMNAT1	-0.591666666666667
LHFPL2	0.697625
C9orf43	0.877
DIP2A	-0.540666666666667
ACTR8	-0.21025
CCDC34	0.22
PTPN22	-0.888625
ITGA3	-0.767875
FAM129C	0.48725
RABGGTA	-0.315333333333333
UNC45B	0.0445
KIAA1033	0.51675
ZNF510	-0.0718333333333333
CYP2D6	0.827
SLC26A10	-2.17
STX8	-0.50375
LUZP1	-0.8965
WDR89	-0.124
EIF4G3	-0.5636
C5AR1	1.13325
ZNF623	1.12
A2M	-0.77
TGM7	0.49
GRPEL1	0.406666666666667
LMNB2	-2.3325
ROCK2	0.573166666666667
SNX16	1.3905
CCDC66	-0.96675
ANXA3	1.25275
KIAA1609	1.164
EED	-0.8915
RNF32	0.8165
HES1	1.4366
CLC	1.857
ISL1	-1.2375
KIAA0528	-1.276
MANEA	0.2955
C1orf61	-2.116
hCG_2001000	0.32425
RAPGEF6	-0.4123
KIAA0020	-0.1525
NEIL1	0.2055
C16orf45	-0.16925
RBM10	-0.339833333333333
C10orf125	0.271875
MRS2L	1.067
DNAH17	-0.992375
C19orf10	-0.722
C1orf160	0.27375
SLFN12	-0.0265
EXOC3	-0.291833333333333
HIST3H3	0.67475
NCOR2	0.176166666666667
TNFRSF9	0.5565
MFSD8	1.56475
ALX1	-4.319
NOL1	-0.99325
PODN	1.42
TIAL1	-0.97525
HIST1H1E	-0.89675
NPY6R	0.466
TM4SF4	-0.15
CORO2A	1.68125
ETNK2	0.075
APOE	1.3016
ANGPT4	-0.0525
HDGF2	-1.0475
G30	0.066
ST8SIA4	-0.474125
F2RL1	-1.5885
FAM19A4	-1.66075
CCAR1	0.03975
B3GNT7	0.4395
OPHN1	-0.1854
DSCR6	2.712
C21orf13	1.18783333333333
GAS2L1	0.322666666666667
RFX3	0.213833333333333
COPS4	-0.213625
BCHE	-5.50883333333333
BCL2	2.511125
HBZ	-2.99183333333333
ARL13B	-0.697125
MAPBPIP	1.2595
MYO15B	-0.34225
SPZ1	0.57375
KIAA1324	3.10444444444444
PLCL2	-1.030625
C4orf29	-0.4125
WDFY2	-1.309125
ZNF284	-1.85
NAALADL1	-0.4355
DUSP5	0.0381666666666667
PXDN	0.63075
SLMO1	0.66525
TNXB	0.3398
BIRC7	-0.5635
A4GALT	0.116166666666667
TIMM22	-0.38575
FAM110C	2.231
TOMM34	0.8695
ABHD9	-0.0645
ADAM32	2.926
CRHBP	0.115
AQP2	0.369625
LOC130355	1.61125
ZNF187	0.464
ZNF816A	1.3185
F7	1.66425
CNOT1	-0.7111
SLC13A4	0.3975
ZBTB11	-0.48675
B3GALT5	2.90725
EXOC2	2.18033333333333
IRS1	-0.288
TMEM1	0.2685
MRPL34	-0.954833333333333
SAMM50	-0.82025
CDC42EP3	-2.202875
HSF2	-0.5621
MFN2	-0.546
TSPAN7	-3.05283333333333
NUCB1	0.347416666666667
RHOH	-0.90675
ARL16	-0.6995
TACR1	-0.203
SFRS5	-0.512833333333333
SNX25	0.86725
RHBDF1	0.276166666666667
PCDH18	0.0728333333333333
HMG1L1	0.48875
MYO5C	0.51475
MAPK10	1.5515
LDHAL6A	0.00499999999999998
NUDT12	0.228666666666667
NCAM1	-0.340375
GLIS2	0.6545
GGTL4	1.2855
DAPP1	0.3515
ATF7	0.390375
KIAA0748	-1.0665
NFIL3	0.55125
TM6SF1	0.4734
SEZ6	0.1505
NANOS3	-0.687666666666667
DNAJA3	0.0433333333333333
CLDN6	0.5185
CIITA	2.9642
EPHA4	-1.46258333333333
FANCC	-0.57625
CMTM3	0.00237500000000002
PSG3	-0.4205
MRPL15	0.1455
C21orf59	0.8355
PLCXD2	-0.00774999999999998
C2orf34	-0.0875
UBE2L6	2.193
MED14	0.289833333333333
HP1BP3	-0.6761
C6orf208	-0.1255
TPBG	1.35825
OSR2	-1.386375
XPC	-1.50166666666667
KLHL7	0.785583333333333
CCR3	0.268166666666667
AGTPBP1	-0.348666666666667
PCSK6	0.00373333333333333
STAT5A	-2.3161
FAM18B	-0.5015
LONRF2	-2.43416666666667
PTPN2	0.26525
SF3A3	-1.17116666666667
EFCBP2	-0.26275
HCFC1	-1.13883333333333
AHNAK	-0.12435
ACTR5	0.017
KIF14	-0.868
TENC1	-0.09
HEATR5B	0.732
YIPF2	0.251833333333333
MYEOV2	0.5405
DUSP18	0.953
KIAA1012	0.31725
AHR	-1.203
C17orf53	-0.741666666666667
PTPRH	-2.337
ATP6V1C1	0.1872
TAS2R3	0.0355
LOC440356	-0.02225
COQ10B	1.15525
PSMF1	-0.0723333333333333
SORBS2	-1.88116666666667
NFE2L2	-0.03425
TMCO7	-1.404
SH3PXD2A	-0.5215
SH2D2A	-0.62275
SPINK5	-3.796
MRPS24	-1.55425
OPA3	0.098875
TRAF7	0.306166666666667
C4orf35	0.404833333333333
MT1G	-0.0225
MGC39545	0.164333333333333
HS1BP3	0.73
OR2B2	0.249
CHRM4	0.275
SFRP2	2.00166666666667
RIC3	-0.92825
ART1	-0.6335
C6orf1	1.18575
DUS4L	0.29825
C10orf104	-0.146
TNFAIP6	2.03825
RTEL1	0.6975
CCT4	-0.3225
ZNF709	0.422
CHMP6	0.651666666666667
UPP2	0.52075
CYP19A1	-2.724625
CD151	0.486833333333333
NDUFA13	0.637666666666667
ARFRP1	1.08783333333333
FAM26B	2.21125
CRYBA1	-1.538
MRPL41	1.3635
NPFFR2	-0.51125
HRH2	0.245
SCAMP3	0.243833333333333
MTMR6	0.5661
MTG1	-0.565833333333333
UBTD1	1.10275
CRABP1	-1.7955
FLJ33790	2.5225
KIAA1908	-1.41233333333333
GPR158	0.71425
PACSIN3	0.941833333333333
OMD	1.8665
CATSPER1	-1.06866666666667
HOXB8	-1.647375
FBXO46	-0.033
OAS1	3.09833333333333
SVIL	-1.0285
PHB2	-0.65325
ADCY3	-1.0085
NDRG2	0.6185
ERMAP	-0.0804
APBA2	-2.18266666666667
IGSF9	2.44875
WNT6	-0.376642857142857
MYCBPAP	0.3335
ATP2B2	-0.4948
CPVL	-1.103
TRAM2	-0.438166666666667
NOP5/NOP58	-0.1535
ZNRF4	0.16225
TLK1	0.03925
MTMR12	0.516571428571429
ZNF384	-0.386333333333333
FAM9B	-3.179
RPN1	0.6715
PMVK	0.717
EIF3D	-0.2751
SIX2	0.3415
HPS1	0.402071428571429
RNF7	0.26775
PSKH2	0.661
KCTD13	-0.586166666666667
CSMD3	-0.4604
FBF1	-0.389
IL8	-5.8275
SERPINB13	0.427333333333333
FBXL20	0.863
BLR1	0.4535
SH2B1	-0.707333333333333
RFNG	-0.452875
RAB20	0.832333333333333
RBM7	-0.652
POLR1A	-0.403333333333333
TMPRSS4	1.02225
TAF9	-0.170625
TERF2	-0.265666666666667
TNFRSF1A	-0.21225
ACADVL	-1.1165
GTF2H5	1.35275
EDG8	0.4265
C9orf140	-0.075
UST6	0.277
ZBTB8OS	0.30725
ZNF710	0.766
GPR174	-1.046
ATP6V0A2	-0.24825
KIAA0319L	0.4205
XKRX	0.151
DOPEY2	3.5898
SDHD	-0.380166666666667
SUMF1	0.25875
OSM	2.312
OPN3	-0.5145
DAGLB	-0.860166666666667
PPFIBP1	-0.0876
TRIM63	-3.43375
C10orf53	0.065
LYPD3	0.642333333333333
BCL7A	0.249
AGER	-1.3215
TCF19	-0.88375
SAT2	-1.0745
PFTK1	1.6105
GABRE	-2.151875
C15orf38	0.792
FIS1	0.275
KCNV2	-0.0915
CLPS	0.812
PPCDC	-0.454625
FOXN2	0.381
NT5E	-3.4189
CD83	0.3945
IL18	0.02325
VPS16	0.18475
IGFBP2	-0.219
NOTCH2	-0.461
SIGLEC1	3.068375
CD93	4.2885
SULF2	-0.3325
CEP164	-0.060625
P53AIP1	-0.00583333333333333
TOR2A	0.394666666666667
ZNF136	0.1435
MGP	3.2705
CCDC144A	0.00666666666666666
TRPC1	-2.35916666666667
SMS	-0.831666666666667
MAPK7	-0.336
RRAGC	0.60125
PARD6A	1.11583333333333
NUB1	0.0631666666666667
SYNGR4	1.2405
OR11H12	0.3995
WIF1	1.429375
GCH1	0.65725
OR11H4	0.2905
SLC44A5	0.5015
GPRIN2	2.1095
LOC401431	1.4965
CPA4	-2.3988
MELK	0.253888888888889
IL15RA	0.22475
CUL3	-0.7495
HMBOX1	-2.3765
PODXL	-1.12525
CCT6B	1.5695
COMTD1	0.64525
MUC20	1.80066666666667
GPX2	-2.69
ITK	-0.990375
FBXL5	1.7795
C13orf27	-0.73675
DEFA5	0.744
TRHDE	-0.487
MTP18	-1.01266666666667
UQCRQ	1.1772
ITGB2	0.483916666666667
CSRP2BP	-0.23325
TAS2R44	0.4825
PHPT1	0.298
FAM44C	-0.2235
ERH	0.29
MPHOSPH1	-0.5095
MORC1	-0.5765
PARVB	-2.49075
LAMA1	-2.47125
PGBD3	1.10775
GIMAP6	3.68775
AREG	-2.51583333333333
LIPT1	0.29425
MGC99813	-0.21225
C1orf201	-0.644166666666667
GRIN2A	-1.30266666666667
MAN2C1	-1.694125
NSUN5	-0.2435
SF3B5	-0.10025
MYC	-2.3196875
NRXN1	-0.2015
ZNF18	-0.02475
SPDYA	-0.461
SLC37A1	1.646
DECR2	0.3215
ANKRD38	0.36675
SPTLC3	-1.28758333333333
SUPT16H	-0.239875
DTWD2	2.1455
ULBP1	0.00649999999999999
ZADH1	0.171333333333333
OIP5	-0.4105
IL10RB	-0.1775
OTUB2	0.7495
VWA3A	-0.386
SPIC	0.385333333333333
OR6C4	0.431
PSCD4	0.629166666666667
DPY19L2P2	-1.3695
TRAPPC6A	0.124333333333333
C21orf2	-0.930333333333333
CEMP1	-0.0645
LIN7B	1.2605
E2F7	-1.45033333333333
VCP	0.0255625
LAMA3	-0.626916666666667
BGN	0.5385
GPR160	2.20416666666667
COCH	-5.10416666666667
GPR81	1.506
APOBEC3F	-1.512
tcag7.1017	-0.224
C1orf32	0.1865
SCGB1D2	3.1615
FLJ43987	-1.2865
C6orf170	1.33
KLK9	0.423
GPD1L	1.993875
VPS37B	0.39975
ATG3	0.267666666666667
ADAMTS17	0.3315
KLHDC2	-0.198333333333333
NDUFV2	0.59575
BLK	-2.75
MATN4	0.0555
GPM6A	-0.097375
GBP4	4.25366666666667
TMEM162	0.0125
PKP2	1.0455
HRASLS	1.37711111111111
MMP1	-2.14225
SFXN3	-0.8291
FSD1	-1.63133333333333
ST6GALNAC3	-2.02166666666667
CA12	3.527
NCOA6	0.4805
C19orf58	-0.0805
PPP4R1	-0.675333333333333
MAN1A2	0.545333333333333
IKBKAP	-0.65875
UPF1	0.457
KIAA1219	0.23625
WNT16	0.201166666666667
SNW1	-0.822625
IL18RAP	3.3045
RPP30	0.06025
CDC40	0.371714285714286
SETD3	-0.7175
SLAMF6	0.095
ELK4	-0.6775
TRIM47	0.234666666666667
ACOX3	1.888625
TRIM6	0.812
KIAA0372	-0.175
TP53AP1	0.9815
SMURF2	-1.138
ADAD1	0.52325
EBP	-0.6569
KRTAP13-2	0.248
FLJ36874	-0.788
TOR1A	0.430666666666667
P2RY4	0.7595
GPBP1	0.57275
TRPV1	-0.216875
ADAMTS12	-0.653666666666667
PES1	-0.8308
ATG4A	-0.915166666666667
MAGEA10	-4.49525
WFS1	1.90475
CC2D1B	-0.695166666666667
PABPN1	0.541875
SLC25A30	0.3815
SLCO1C1	0.4848
SLC22A5	1.7965
KIF23	-1.07233333333333
SYN2	-0.663333333333333
ASPN	6.42516666666667
CENTG2	-0.702
QSOX2	-1.2168
FLJ10815	0.7425
STK24	-0.5919375
SPEG	0.3393
STK10	0.653166666666667
DACT2	-0.7125
AAAS	-0.536
SSX3	-1.68725
ABCD3	1.1733
C4orf12	-0.29475
PARVG	0.496166666666667
FIG4	1.26225
C9orf46	2.30025
TMCO6	0.1195
IGHMBP2	-1.297
DUS2L	-0.312333333333333
FAM3C	0.23775
TMEM16D	-1.936125
DCTN4	1.0275
KCNH3	-0.227
EIF2AK2	2.3715
AP1S3	0.799875
CST4	1.456
PAM	-0.99175
NUTF2	-0.08975
CITED2	-0.4854
SLC39A4	1.074
C2orf52	-0.016
GRM3	0.3635
C12orf49	1.331
CCDC49	-0.5505
GRAMD1B	-1.28
FNDC4	-1.13825
SIAH2	0.170375
GDPD4	-0.1765
C21orf87	0.783375
ATP5A1	-0.5755
C16orf63	0.02425
LOC388135	-1.14233333333333
ATP5J2	0.47325
MMP3	-0.80175
EMID2	-0.46375
CRHR1	0.361
WDR70	-0.11625
C13orf31	1.26325
ZFAND1	-0.574
CCL18	4.645
C3orf49	0.326
RINT1	-0.6845
KIAA0408	-2.4855
F13A1	2.4924
SLC10A1	0.0675
OGN	0.43825
GIPC2	-2.3795
XPO6	-0.628333333333333
LCE1A	-0.2365
FMR1	0.3199
LOC374920	-1.79
DUSP3	-0.44
ANKMY1	-0.647
C7orf50	-0.17425
BBS9	-0.3809
UNC119B	-1.006875
C9orf72	0.76025
MGC35440	0
ENTPD6	-0.563375
PPP1R2P9	0.7765
ERCC4	0.504
FAHD2B	0.217
HMHA1	-0.2485
HACL1	1.01375
RAD23A	-0.503833333333333
FAM83B	1.657
PPP5C	-0.982166666666667
RNASEH2C	1.412875
C9orf153	-0.6305
SCAMP4	0.366625
GHITM	0.664
NDUFB7	0.140375
ADCYAP1	-0.3115
SP110	2.64516666666667
MAP3K7IP2	0.578
DHH	0.567
AGRN	0.452142857142857
WDR33	0.00766666666666667
CEP290	1.10383333333333
PRPS1L1	-2.86416666666667
KLRA1	-1.081
GPR97	0.248
CHD7	0.529166666666667
TLR10	0.93375
SLC30A8	-0.9875
HIC1	0.289666666666667
IAPP	0.184
RXFP4	0.726
GP1BB	0.83675
SHQ1	-0.726
NKX2-3	0.0793333333333333
API5	0.258
FTHP1	0.263
MOV10L1	0.617333333333333
TRIM6-TRIM34	3.35966666666667
ADHFE1	0.19475
FAM117A	-0.62975
DDI1	0.182166666666667
CDON	0.319
TRIM73	-1.908
IGKC	2.0765
MMP14	-1.52158333333333
DYNC1LI1	-0.474125
C11orf66	0.22
TRBV3-1	-1.2935
FASTKD5	0.39675
BIVM	-0.85
LHX4	0.18175
CXCL2	-2.8926
RAB2B	-1.00233333333333
IZUMO1	-0.37575
MAP3K15	-2.181625
FAM19A2	0.271333333333333
ZC3H8	-0.0218333333333333
ZMAT1	0.856125
SPINK5L3	-3.87275
SLC10A6	0.658
APPL2	0.3185
CARD10	-0.221833333333333
LOC402176	-0.284375
EEF1D	1.3212
RAB6A	1.6725
C12orf5	-0.5635
PAPOLG	0.876
MSRB2	0.9825
BCR	0.0012777777777777
PUS3	0.02825
TIAM2	-0.89225
ZNF317	-0.659333333333333
CHD2	-0.265857142857143
FZD5	-0.421318181818182
NUDT8	0.091
ZNF763	-0.0545
PRC1	-1.06922222222222
ABCB9	1.80483333333333
SPATA3	0.469
TRAK2	-0.5055
STAB1	2.177
LRRTM2	-0.348333333333333
psiTPTE22	0.79325
DBI	1.879
SERPINA11	-1.8485
NAT5	-0.22475
C20orf58	-2.30325
RPS6KA4	-0.0495
FLJ90650	-0.391
TGFBRAP1	0.39575
CHRDL2	0.052375
FAHD2A	0.0366666666666667
CNTN1	-0.02525
BBS4	-0.6532
TMEM181	1.18875
MINPP1	-0.006
MPHOSPH6	-0.0785833333333334
HOXC10	1.4312
ITPKB	-0.77825
CLPTM1L	-0.274625
MEOX2	-1.2435
ATP6V0C	0.93775
PRPF8	-0.9535
TMC5	2.15475
FKBP3	-1.11025
PLEKHB2	1.23375
OR4D6	0.502
ZNF544	-0.5206
D2HGDH	-0.217875
RPL18A	-0.6954
HEL308	-0.166375
MPP6	-1.3025
TCERG1	-1.167
KRT16	-2.38183333333333
KLF17	-1.83875
KLF5	1
CDR1	1.093
VCX3A	-0.3995
FBLN2	1.129375
C14orf104	-0.9305
HBE1	-4.8745
OR4S2	0.6385
C1orf108	-0.0868333333333333
ROBO4	2.701
CPEB4	0.00762499999999999
C11orf80	1.33183333333333
BCKDHA	1.26366666666667
MYOC	0.355
GIF	0.3605
CKMT1A	0.7935
RPL3	-0.5685
THBS1	1.62
APOO	-0.0785
ARMCX1	1.316
HSZFP36	1.1475
SNAPC5	0.10425
EIF4ENIF1	0.191
ZNF433	0.55125
TNFRSF21	-2.299875
TMPRSS7	-0.2185
SPATA18	-0.0858
HPDL	-2.2175
MKL2	1.2478
TBX3	0.247923076923077
C21orf93	0.545166666666667
DAXX	0.11325
ELMO1	-0.533
RGS13	1.1605
TAF11	-0.663
UNC13A	-2.316125
LOC653314	-0.3217
ORC3L	0.593
IMAA	-2.053
TARBP2	0.43825
CABIN1	-0.482
TRIOBP	-0.38825
HIST1H2AC	0.275375
RGS22	-2.62366666666667
NCOA1	1.2425
IL25	2.048
SNCG	2.8485
GPR6	0.8205
AMDHD1	-1.20583333333333
CHEK2	-0.936875
C6orf142	-1.409
DRD4	0.66375
C14orf68	-0.88175
GDF11	0.40225
SEMG2	-0.011
CD247	-0.50675
CDAN1	0.421
RBMX2	-1.20183333333333
TGS1	-1.184
OIT3	1.02975
SYF2	-0.74825
MCM4	-1.112375
PKHD1L1	0.106
CEP192	-0.242333333333333
IFT88	1.25475
RPL9	-0.563571428571429
RAB32	-0.329125
DDX43	0.76375
P2RX2	0.382833333333333
OR5D18	0.408
UBE1	0.00641666666666667
SLC24A1	0.916625
ARHGAP5	1.463
CETP	-0.684
KIAA1731	0.117166666666667
SLC9A4	1.1335
PTPN6	1.07875
BAHD1	0.33725
GRIK3	0.981
CACNB2	-1.5342
PDE10A	-0.783
DGCR14	-0.3635
PCDHB9	-0.963166666666667
RHOQ	0.623333333333333
MAP3K4	-0.23675
KTI12	-0.342333333333333
RPL23AP13	-1.302
GNG11	-1.5155
CLCN3	0.604833333333333
GPAM	-1.40225
VSTM2A	2.7735
SLAMF7	3.21233333333333
INTS2	-0.5715
PPP2CA	-0.0178
LRP12	-0.197
SEC14L2	-0.0906666666666666
DKFZP586H2123	1.5425
MC3R	0.2115
CIRH1A	-0.97
HIST1H2AB	1.24966666666667
POLH	-0.032625
MGC16703	-2.01033333333333
SNAPC2	0.154
FILIP1L	-0.35325
RASGRP4	0.3645
LRRC1	1.707
GAS1	-0.92525
PRAC	-0.82925
DGKA	-1.0945
NT5C3	1.11325
PEG3	-1.76483333333333
NADK	-1.1105
PRR17	0.92475
LOC374569	-0.22975
SGSH	-0.163333333333333
NLRP8	1.279
GALT	0.7363
MCF2	-1.2625
ZNF263	-0.20775
TACSTD1	2.319
TYR	-6.4174
ATP6AP2	0.2995
RNUXA	0.76025
ABHD10	0.5819
GDPD2	-1.46925
SLC35C1	0.24925
UBE2A	-0.678875
HERC5	1.374
FAM112B	-4.5525
FBXL16	0.409
DKFZP434A0131	0.05775
ELA3A	-1.7895
RBM41	-1.901
HAO2	0.5
RNH1	0.1375
SHANK2	1.03483333333333
OSBP2	-2.112125
DAK	0.395666666666667
C3orf58	0.206583333333333
TCL1B	4.6525
KBTBD2	-0.175875
SUGT1L1	0.1445
UBE2E2	0.751333333333334
MYL9	2.6155
CDC23	0.227333333333333
PBXIP1	1.3134
CXorf40B	2.1435
NBL1	0.262
RTBDN	0.5325
RAB11FIP5	0.026375
TTTY13	-0.1435
SCOTIN	0.133666666666667
SOHLH1	0.532333333333333
CDKN1A	-0.879857142857143
NCK1	0.10825
ZNF550	0.6885
SAPS3	1.22575
SPIN3	0.414166666666667
MAGEE2	-0.171
MIS12	-0.5195
OR8H2	0.73
KIAA0774	-0.8265
UNC5D	-2.32
CUL7	-0.577
LIPC	-3.466
DIO1	-1.003
C20orf11	0.8762
CTRL	-0.5375
HS3ST2	2.71375
PAK4	0.979
CCRL1	2.084
RNF10	0.37075
ZNF567	0.14175
ZNF660	-1.0765
TCEAL3	0.30075
MAGOH	0.889666666666667
CENPB	0.400833333333333
C19orf7	-0.162125
LOC388965	0.2715
ZCCHC13	1.237
JMJD1A	-0.4416
HIST1H4H	0.6235
TBRG1	-1.134
GPC3	-5.56975
TAF1C	-0.00275
EBNA1BP2	-0.335333333333333
CIAPIN1	-0.01025
PDGFRA	-1.36244444444444
CSTB	0.902
CENPI	-0.917166666666667
GTF2E2	-0.619166666666667
RPP21	0.703
CCNF	-0.569333333333333
KCNQ3	0.7015
FAM79A	0.8965
SLC22A12	0.463
NOVA1	-1.5155
FZD3	1.2415
AKAP8	-0.338
SOCS5	-0.294125
CFDP1	-0.4315
DLG5	1.34375
PGM5	0.0181666666666667
C1orf144	0.319
HDAC10	-1.131
RND2	0.332
C20orf199	0.74175
RNMT	-0.0375
SLURP1	1.233625
ASTN1	-0.530125
SH3BGR	1.73675
MYCL1	-0.048625
ZHX1	0.341666666666667
CENPK	-1.661
FOSB	-0.5066
LOC643406	0.1545
C2orf59	-1.757
TMEM135	0.946375
SLC27A2	-3.32875
KRT33A	2.0795
OVOL1	2.55375
PAMCI	-3.7385
S100A7	5.573
ZNF789	-1.411
HARS2	0.65125
RPL23A	-1.13866666666667
TCF23	0.3185
UPF3B	-1.90325
C17orf78	0.267
HLA-DOB	1.38416666666667
C14orf142	-0.331166666666667
TEKT5	2.1755
DMWD	0.5695
POLD1	-1.911
GSCL	0.354
CALD1	-1.1346
SCRT1	0.4645
AIG1	0.56825
UNC84B	-1.77
ZNF404	-1.18175
TMED6	-3.0185
KIAA1462	-1.056
LRRC27	0.6695
PYGO1	-1.395
PIGU	-0.295166666666667
ALAS2	-3.92583333333333
WRNIP1	0.030625
CNNM3	0.4255
ZNF2	0.1925
ST3GAL5	-1.538
MRPL23	0.7675
TSSK6	0.231
PSMA6	1.365
C16orf70	1.003
KIAA1602	-0.0455
ALMS1	0.491333333333333
DCN	0.729
TMEM132D	-1.1845
SUCLG2	-0.82475
ABHD14A	-0.27625
DEXI	0.234333333333333
AMPD2	-1.70166666666667
IFNAR2	0.6665
CYB5A	2.1998
TLOC1	-0.58305
NXF5	-0.665166666666667
NRBF2	0.10175
KCTD3	0.77825
ITGAE	-0.972833333333333
SLC30A3	-1.92166666666667
ZRF1	-0.4305
IFRD2	-1.12825
XAB1	0.27875
PYCR2	-0.623166666666667
SERPINB3	-4.639
TMLHE	-0.5928
GEFT	-2.645625
ABCA5	-1.897875
EMR4	-0.00616666666666666
TSFM	0.44025
HIST3H2BB	0.145
ARHGEF19	0.27125
TSPAN17	0.915333333333333
ABCC8	4.18675
MAP1S	0.0501666666666667
C22orf36	1.80375
BNC2	-2.16892857142857
HIST1H4A	-0.39325
NDUFS3	0.0946666666666667
WDR3	-1.42566666666667
XKR4	-0.9235
TTC33	-1.34178571428571
STMN2	2.7095
CPN2	-0.981666666666667
HSPC105	2.547125
PCOLCE2	-6.13225
C3orf55	1.8755
KLHDC9	3.036
TBC1D23	-0.55025
ATXN2L	-0.849583333333333
MAP2K3	-0.839
SCAP	-1.07925
ZNF486	2.41333333333333
C20orf96	0.09875
NARS	0.151
ADAMTSL1	-0.676071428571429
PRCC	0.5965
CCDC126	3.5615
ZNF675	1.096
CALCOCO1	-0.000750000000000001
ANKRD43	0.94625
CWF19L2	-0.249833333333333
ZBTB32	1.98833333333333
BRAF	1.0455
ODF4	0.47225
MGC14376	-0.332
HORMAD1	-2.7468
AAK1	0.129083333333333
PEBP1	0.685666666666667
TNFSF5IP1	0.389833333333333
DKFZp564N2472	0.5365
RMND1	1.24625
IGKV1-5	3.70075
COL1A2	1.54783333333333
SERPINA5	0.07225
AANAT	0.4565
C19orf21	1.0705
GEMIN5	0.016
UBR4	-0.8575
LTBP3	1.08216666666667
AMHR2	-2.17683333333333
PROCR	-2.73525
MYBBP1A	-1.1845
C20orf39	-1.40733333333333
ZNF697	-0.97775
PASK	-0.4359
ZNF776	1.5955
RFXDC2	-0.196125
KIAA0467	-0.0815
C10orf96	-1.6085
ZNF503	-1.62125
GULP1	-1.17141666666667
KCNE4	-0.646166666666667
DKFZp434K191	-1.589875
LOC196913	-0.0415
BHLHB4	0.7145
CH25H	-0.193
LOC81691	-0.532333333333333
ALPL	-0.0640714285714286
COL12A1	1.388375
