Hybridization REF	TCGA-A2-A0YC-01A-11R-A109-07
GARNL3	1.064
MRC2	-0.022
C1orf52	-0.666
AOF2	-0.2585
LRPPRC	-0.1209
ACVR1C	0.796333333333333
TM4SF18	2.331
TMEM169	-0.2465
PPP1R16A	-0.273
EBF1	1.60516666666667
RRS1	-0.936833333333333
SNX2	-0.29225
OR2T2	-0.423
RBX1	0.42425
ANKRD54	0.2185
TSNAX	1.37616666666667
TMEM83	-1.951
ZBTB7A	0.62075
ATM	-0.599166666666667
LOC338328	1.99866666666667
TIE1	1.259
HIST1H3G	0.3045
PASD1	-4.75683333333333
TINAG	0.03175
PCDHAC2	-0.082
LRRC15	0.316125
WBSCR17	-1.107
TFF2	-0.319
PARP2	-0.64025
NDFIP2	0.362875
PCDHGB2	-0.393
WDR60	0.66675
MAP7D2	-1.9856
USP45	-0.886
GSDML	-1.313
TNS1	0.0159
PLCD4	1.58225
IQCD	1.1465
SMPX	-1.612
CD9	1.53533333333333
SRGN	0.852125
CASP7	1.080875
INOC1	0.107833333333333
DKFZp451M2119	-0.507125
VMAC	1.346
USP53	0.8668
CAMK1G	-0.0675
TMEM106A	0.0391666666666667
CDC20	-2.265
ACSL5	-0.931166666666667
CBWD5	0.385125
C1orf87	-0.835333333333333
KIAA1274	0.22125
PRUNE2	-1.71407142857143
LYPLA2	0.125166666666667
DOK6	-1.27916666666667
GPR149	-0.24675
FAM30A	0.93825
TMEM129	0.25725
SLC35B3	1.2055
ACPP	1.1393
LOC200261	-0.605
SLC4A7	1.8705
CCDC40	2.83875
GART	-1.0805
THOP1	-1.587
SCARB1	-0.747875
CACNA1F	-0.01975
TRIAP1	-0.209166666666667
SYT14L	-0.656
SFRS8	-0.178
PBOV1	0.19175
GOLSYN	3.99725
GJB7	-1.662
CAMK2N1	0.80075
GREM1	3.36591666666667
FLJ20433	0.78875
QPCT	-2.215
PRKAG2	1.02766666666667
H2AFX	-1.06875
C6orf154	0.35575
PLOD3	-1.2035
ZBTB39	-0.4885
WASF3	-1.31625
DRG1	0.24775
PRR4	-0.887
SPCS1	0.16175
KDELR3	-0.614
SRP19	-0.346833333333333
GABRA6	-0.13625
MFSD1	0.42825
MMEL1	2.0915
PDXDC2	0.032
BUB1	-3.24466666666667
RNF138	-0.149875
MYLPF	-0.209166666666667
AIF1	0.925333333333333
DYNLRB1	0.1971
HCN3	-1.23333333333333
HIST1H2AI	0.9775
MAP4K5	0.36525
LASP1	1.75975
LOC130951	0.7245
PLAA	0.678625
KRT6A	-2.477
C6orf117	-3.179875
ARHGAP23	-0.855
PTF1A	1.108
GPHA2	-0.535
LCE3B	-0.0085
MCL1	0.494428571428571
EHBP1	-0.87525
PRNP	-1.0730625
ZSCAN1	0.5045
C1orf113	0.702666666666667
FOXA3	-3.04
NEB	1.44875
ASGR1	-4.94266666666667
CTGF	1.287
RAB17	0.611833333333333
MST101	0.5465
JARID1B	1.1491
USP37	0.4043
PTBP1	-0.425
PTPN7	-0.6015
CDC7	-2.2415
SNX7	-1.14225
ZNF335	-0.4155
CPT2	0.8995
HEATR1	-1.083125
HSPC152	0.28725
C5orf40	-0.00899999999999999
PSME1	0.958166666666667
STAG3	-2.29525
TMEM154	1.48183333333333
KLHL32	-0.4785
TSGA10IP	-1.3735
SUV420H2	-1.03433333333333
SF1	-0.1008
2'-PDE	0.1445625
PNLIPRP2	-0.656
TRSPAP1	0.0675833333333334
NUP210	-0.7205
ANP32C	-2.40233333333333
RAB11B	0.702833333333333
ASB15	1.016
ITGB3BP	-0.96975
UBASH3A	-0.94525
YWHAB	0.330625
TPRX1	-0.16875
LY6G5C	0.19175
SLC7A2	2.1505
CLK1	0.2372
HSD3B7	0.8055
VDR	2.03375
C16orf74	0.651
ACE	-0.229
PSMA2	-0.318333333333333
CCDC131	-0.72925
ZNF213	0.901166666666667
EML2	-0.1125
ALS2CR13	0.163666666666667
GLYATL1	1.337
DSPP	0.564
DHFRL1	-0.3085
C10orf30	-2.25433333333333
SH3RF2	0.705
LOC197322	-0.708
DLL3	-1.668125
TIGD7	0.683
GFRA3	-0.24275
CPA1	0.403666666666667
RTN4	0.806
PPT2	-1.51533333333333
FASLG	2.33825
FOXP4	0.51825
RPL26	-0.819
GNL3L	-1.07783333333333
FMR1NB	-0.754333333333333
CD163	6.1055
SGPP2	3.6175
GIMAP2	0.73475
CD37	1.27083333333333
DPT	3.08116666666667
NBLA00301	1.3945
RGS5	3.12441666666667
C9orf4	-0.25
ACTL8	-4.074
PRKAR2B	0.601125
OPLAH	-0.415666666666667
C20orf134	-1.2105
SPACA5	-0.05975
TBL1X	0.104666666666667
TSPYL3	0.3455
CHCHD3	-0.8405
CRKRS	0.210666666666667
GPR65	4.051
DFFA	-0.613
FUT1	0.31675
C6orf204	-0.765833333333333
TMEM51	0.116
ZNF580	1.191
CMTM2	0.18875
C20orf200	-0.2355
EZH1	0.4925
FDX1L	-0.350375
MRPL32	-0.49625
PCAF	-0.2484
ALOX15B	0.548
CD59	0.56625
CDK9	0.458
ERP29	-0.3735
TTR	-6.60675
BCMO1	-0.2815
DDIT4	-1.3011
PTGDS	2.64575
C3orf63	0.195166666666667
BST2	1.945375
CYP1A2	-0.403666666666667
C5orf25	-2.84475
STX1A	-0.839647058823529
OR2A12	-0.291
SH3BP5L	-0.466
SERINC5	0.040375
USP6	0.079
MRPL3	-0.378
POMP	-0.2945
INPP4B	1.02425
GMPPB	0.23325
EAPP	0.799
AHSA1	-0.3395
ABCA11	0.6485
SLC5A6	-0.7375
HIVEP2	-0.53475
SUMO2	0.292375
KIAA1822L	1.78333333333333
C11orf67	0.2
TXK	-0.148375
PHCA	-0.010875
ICAM4	-2.62266666666667
FPGS	0.0701666666666667
SNRPA1	-1.64725
KCNJ4	-0.87275
KIF6	1.9308
HIST1H2BG	0.137
SLC5A5	0.4245
ZNF354B	-0.369
IL12RB2	0.13675
C11orf76	-0.3305
GAL3ST2	-0.1625
AIFM2	-0.657375
SYNC1	0.02775
UBL3	0.036375
PIK3CG	-0.371
NLN	-0.7961
BCORL1	0.39625
CD5L	-0.12175
ZNF238	-0.6345
KIAA1394	-0.3865
C16orf55	-0.5134
CYP3A7	-2.081
KRTAP3-1	-1.9615
TFDP1	-0.27
MND1	-4.25525
NODAL	-0.107666666666667
GTPBP4	-0.977
TUBGCP2	0.26025
SLITRK5	-1.96
CIC	1.03425
CD79A	1.00416666666667
SAMD14	0.5105
TNPO3	-0.1285
OR10G3	0.631
OR10G8	0.41
CCDC111	0.643
HOXC9	0.57725
DCUN1D1	0.412083333333333
CYB5R1	2.55425
TSR2	-0.013
DAB2IP	0.8356
SLC6A5	-0.08
RAB3D	1.2355
DCUN1D4	-0.442833333333333
ERBB3	1.433
SDC1	1.4425
ATP6V1H	0.771333333333333
SYK	1.3215
ST20	-0.79125
C13orf30	-0.4385
WDR40A	0.613666666666667
ADMR	0.0165
LOC388335	0.9075
ACSM1	3.197
TDG	-0.5355
FLJ11235	0.4
MRPS5	-0.847833333333333
AGPAT2	-0.0513333333333333
SLC12A1	0.2275
CYP27A1	-1.31275
THAP7	-0.48925
XPO1	-0.205416666666667
ALMS1L	0.691333333333333
C1orf2	-0.091
ZNF777	-0.377166666666667
CAMK2A	-0.0850000000000001
SMC1B	0.892125
IHPK2	0.443666666666667
LEMD1	-4.18475
NKD2	-0.7327
CLU	0.408785714285714
ARMETL1	0.809
PABPC4	-1.5305
CXCL12	2.30883333333333
TFAP2C	0.2382
TTTY8	0.214
ABCB10	-0.4815
ENDOD1	0.842166666666667
IDI1	-1.403
KCTD6	2.744
CCDC105	-0.188
ULBP2	-1.61866666666667
ZDHHC5	0.69675
WNT8A	0.35125
COMMD10	0.157
KLHL12	0.5825
GPR50	-0.0695
NR5A2	0.137
OXGR1	1.9205
EHD3	0.1585
CAPRIN2	-0.8415
KLRC3	0.5665
SF3B1	0.6185
IPO7	-0.08625
ALDH1A1	-0.477333333333333
ANKRD5	1.3545
TSNARE1	-0.0485
DDEFL1	0.54375
RNASEL	1.63483333333333
DNAH9	-0.96325
HELLS	-2.11525
TNS4	-2.31
NAV1	0.2856
KIAA1409	-0.264
C20orf26	3.167
TUBG1	-0.63825
IRX2	4.5705
CNGA4	0.1355
MGC50559	2.12583333333333
OR4K17	0.175333333333333
TM2D2	0.708083333333333
FAM32A	-0.02125
TXNDC14	0.3715
CCBL1	-0.8835
ANK1	-2.6765
PRSS23	-1.908875
PPM1L	0.482
SPATA20	1.1565
APCS	-0.00174999999999998
C14orf122	-0.357333333333333
PSMB5	-0.40925
C6orf10	0.526666666666667
SETDB2	0.671666666666667
SPNS3	-1.45525
SGMS2	-0.139166666666667
MXD3	-1.25333333333333
MON2	0.208
CARTPT	0.46075
HNF4A	-0.895333333333333
RABEP1	2.97385
TNFRSF10B	-1.020625
USH1G	-0.2575
PPAP2B	-1.06466666666667
TMEM16K	0.4585
CTDSP1	0.879666666666667
CDK5R1	-0.297666666666667
GABRR1	-0.2665
OPN1LW	-0.027
FAM98C	0.761125
DBN1	-0.109
ACAD10	-0.295333333333333
QTRTD1	-0.377
WNK3	-1.75216666666667
RPS19	-0.626875
C1QB	2.928
OTUD5	0.110125
SLC41A2	0.00916666666666666
TMEM22	-2.059
KHSRP	-1.05975
TNFRSF11A	-0.800333333333333
FBL	-1.32333333333333
IBTK	0.749333333333333
OXER1	-0.573
CBLN4	2.168375
GPR172B	1.038
CFTR	-1.39725
VSX1	1.0285
CAMK1D	-0.62825
LOXL3	-1.6805
RTP4	1.83575
SLFNL1	0.08675
KIAA0828	-0.2225
PAR5	0.454
LOC723972	-2.019
GDI2	0.278625
CEBPA	0.1807
MLF2	-0.281833333333333
AFMID	-0.1165
ALOX12B	-1.067
BPHL	0.269375
COX5B	0.05625
S100A10	0.0417
THOC6	-0.1135
NHN1	-0.725
RRP12	-0.528833333333333
ARID3B	-2.274
CD3G	-2.21066666666667
KIAA0133	-0.368
NAT11	-0.874666666666667
PPAT	-0.2735
SIRT3	0.8839
TCERG1L	-1.7005
NIPA1	0.3508
DPP8	0.6051
IL7R	0.0976666666666667
ZFP64	-0.214083333333333
DMAP1	0.0763
TRMT12	0.42275
TLR4	1.6587
WFIKKN2	-0.1345
RAB12	-0.5955
DDX51	-0.544666666666667
KIAA1086	-2.74275
ZNF295	-0.584833333333333
ACVR2B	-1.18828571428571
LOC494150	-0.483875
ZNF517	0.117
DNASE1L2	-1.38966666666667
SUFU	0.521666666666667
LOC283677	0.2505
LMO3	2.67583333333333
PPP2R5D	-0.5045
ZNF587	0.6008
HIST4H4	0.466
CYP2C8	0.0935
C1orf80	0.881666666666666
DOCK5	-1.03816666666667
C9orf24	-0.66725
OR5AR1	0.698
C11orf24	-0.8505
UNQ1940	-0.03725
CAP2	2.173
TIMM44	-1.046
DSEL	-1.0367
ROM1	0.59725
FBXO4	0.6435
MYLC2PL	-2.11675
MLH3	1.1411
NOX1	0.138
DPEP2	1.463
DNAJB5	-0.17625
RLTPR	0.2275
MBIP	-0.792
COPB1	0.3175
SFTPA1B	-0.137
C10orf4	0.3829
PRELID1	-0.73575
NOLA1	-0.805
C19orf24	-0.367
TLR9	-1.7415
HLA-DMA	3.0475
HCRP1	0.822
GPR137	0.241833333333333
ITGA11	1.29666666666667
PHF13	0.883666666666667
MARK4	0.175166666666667
METTL4	-0.0405
MBD3	-0.4385
LOC134145	0.231142857142857
FGF3	0.22075
SLC35A3	1.64075
CLEC16A	0.6305
AMOTL1	-1.66516666666667
FLJ31438	0.166
PAICS	-1.251125
TOMM40L	0.0561666666666667
MMD	-1.40075
KLK10	-1.7759
NIT2	0.1835
SERPINB10	0.0955
KLF15	-0.8744
CCDC5	-0.56325
WSB2	-0.0535
ME3	0.186875
CACYBP	-0.806916666666667
TCTN2	1.2795
JAK1	1.625375
C2orf25	-0.0675
GPD2	2.65825
FBXL11	0.0685
CDV3	-0.909416666666667
GALNT11	0.32775
NDUFA12L	-1.6231
FLOT1	0.3915
TOR1AIP2	0.683
MMP25	2.1415
C1orf164	-0.2886
CHST5	-0.03925
LYRM4	-0.568
GPER	-2.262
HIPK2	-1.63233333333333
DAP	0.1116
ZMIZ1	0.891833333333333
DDX58	3.272125
DCC1	-2.347
AKT1	-0.205375
ENPP6	0.941666666666667
ERVWE1	-0.1175
CDC34	-0.9635
RNF125	-0.2375
CASC1	4.0115
SHROOM2	0.98825
RRM2B	1.074
COL6A3	1.67375
TMEFF1	-2.71075
PLEKHA4	0.8055
LYSMD1	0.764666666666667
SEPT1	-0.6845
AOF1	0.4915
GNPAT	0.056
WDR18	-0.482
HSD17B12	-0.826166666666667
HIST1H2BM	0.518166666666667
INDOL1	0.255333333333333
SUDS3	0.61475
C1orf192	0.772
CYP2B6	-0.522
TBC1D2	1.6855
SLC25A12	0.412625
ERCC6L	-2.08766666666667
MGC10814	-0.576666666666667
POLR2C	-1.11766666666667
ZNF77	0.0165
EIF3K	-0.2335
HPX	3.21725
ANKRD27	-1.7165
MALAT1	-0.1475
PLB1	0.893833333333333
HRNBP3	-0.829625
CPSF4	-1.07225
OR52N2	0.3955
PIP5KL1	-0.966
GH1	0.1715
HPS5	-0.2195
SLFN5	-0.41275
POP5	-0.577166666666667
OVOS2	-4.01066666666667
C20orf108	0.171875
MARS	-1.25375
CLRN3	1.34983333333333
ARSE	-0.950833333333333
PPIE	0.0338333333333333
PHACS	-1.461
GP5	0.681
IL8RB	1.12333333333333
FCRLA	-1.36125
ARRDC1	0.1413
KRTAP9-4	0.4675
ZNF613	1.2215
OR11A1	-0.216
TMEM132B	-2.5095
PGLS	0.22625
BSND	-2.5035
KCNK18	-0.0545
FOXD4	0.40375
SV2C	0.16275
LCN2	2.57516666666667
ZNF490	1.1129
C3orf15	2.0161
CACNA2D4	-0.619
CBX5	-1.517
MAGEB4	0.1705
BOLA1	0.77675
PPP2R5E	0.17475
COL5A1	0.851166666666667
ASB7	0.114166666666667
SFT2D1	-0.0825
DERL1	-0.1725
RABL2A	1.18583333333333
MOAP1	1.381
KIAA1545	-0.0161666666666667
F3	-0.9685
PLEKHM2	-0.668
CCDC89	0.0691666666666667
EFCAB1	0.528
TMEM48	-0.815
SEPHS2	1.30025
PYGM	0.53475
PRICKLE1	1.154
WNT5B	-1.74625
TAS2R38	-0.1525
IMP5	-0.68075
KHDRBS1	0.00170000000000001
LARS2	-0.5395
C3orf28	-0.56875
FTCD	-3.59925
C10orf68	2.19166666666667
DGAT2L3	1.17825
PSEN1	1.1775
MGC33657	1.10575
PLA2G4B	0.257666666666667
CDKN2A	-1.30675
DLX1	-3.0645
TSHB	-0.146
C18orf37	0.04525
MEX3C	0.03775
MAMDC2	-0.28725
PDIA4	-0.61875
ATP5E	0.176
CASP2	-0.157142857142857
SERBP1	-0.450346153846154
ZNF341	0.424333333333333
TESC	-2.42675
TMEM31	-0.96825
OR51I2	0.466
YTHDC1	0.636357142857143
JUN	-0.182666666666667
AGMAT	-3.34316666666667
PCNXL2	-0.03825
ATAD5	-1.8405
STK38	-0.460875
AZI1	-0.41525
RBP1	1.8125
C4orf26	-0.602
KIAA1026	0.884125
TMEM101	0.376
HSFX1	0.5945
TREX1	1.29125
C18orf10	-0.5668
TRIM15	-3.891
CA6	-0.258714285714286
CEP57	-1.45175
AR	3.11533333333333
SESN2	-0.536166666666667
KIF3C	-0.3715
EPB41L5	1.145625
ARHGEF10	-0.790045454545455
POLR3D	-1.15325
INDO	-0.652166666666667
GABRA3	-0.629
SCG5	-1.5498
E2F3	-1.0552
TIGD5	0.14275
FGD6	1.07233333333333
KLHL3	0.16275
SCGB3A2	-1.2925
URP2	0.2875
ATP6V1B1	0.7484
CALML6	-0.185
LOC100049076	1.4525
TMF1	0.553
LOC388503	-0.1105
CDH5	2.5555
RPS6KC1	0.782666666666667
DAAM1	0.8965
TNFRSF10D	-0.5485
GSTT1	0.9844
INPP5A	0.20975
TRAF3IP1	1.4766
SMARCE1	0.651642857142857
VRK1	-1.56625
TTC16	0.95425
AARS	-1.528
ARHGAP27	0.524666666666667
ZAK	1.123
ACSM2B	-2.56475
TRAP1	-0.793166666666667
MRPL53	0.548875
RNF44	-0.22875
NPTXR	-1.09325
DPYSL3	0.452666666666667
APP	-0.0613
GLS2	0.849166666666667
MNX1	-3.65366666666667
CMTM7	-0.88775
OR10A7	-0.493
NYD-SP21	2.14416666666667
ORC5L	-0.29475
SLC16A10	-1.645875
TMEM178	-0.2955
LOC441601	-4.18425
PTGIS	0.5305
KBTBD7	1.28175
C19orf41	-0.08825
CEACAM3	0.751916666666667
KRT23	4.46125
SERHL	1.787
PNKD	-0.15125
UBC	1.24075
ATRN	-0.334625
HAPLN1	-0.42225
RANGAP1	-0.7155
C10orf26	1.56066666666667
KCNA7	-0.39775
SRY	-1.3325
LOC376693	-0.8025
HIST1H2BF	0.80575
CDCA8	-2.32016666666667
MLC1	-3.15375
TNIP3	0.1425
OR4D1	0.1945
IFT52	0.547166666666667
GOLT1A	-0.2875
UTP20	-0.59325
RP3-402G11.5	-0.5115
PRSS33	-1.29125
PMPCA	-0.632
APOB48R	2.175
GLTP	0.5365
MPL	1.11425
C9orf78	-0.10925
ADAM12	1.125
CSPG4	-1.542
LOC144305	-0.3785
KRTAP4-10	-0.315222222222222
PAK1	-0.3615
ADCY7	-0.5809
TAS2R43	-0.1415
FRAS1	-2.52407142857143
PPP1R14A	-0.2265
OR2B6	0.806
ATP13A1	0.159333333333333
SIDT1	2.3595
C1RL	1.79333333333333
PRKRA	0.121
TLN1	0.3312
RP11-50D16.3	0.840083333333333
MITF	-1.22383333333333
GYS1	-0.5725
LYG1	-1.19116666666667
NSMCE4A	-0.7609
DNAI1	1.757
HOXD11	-1.2975
FNBP1L	1.7337
DHX35	-0.00250000000000003
LCE3E	0.076875
SLC33A1	0.59225
DCLK3	0.366333333333333
TRIM33	-0.5335
TMCC3	0.787166666666667
FBXO42	0.0821666666666667
C1orf27	0.8996
C17orf50	0.085
RNF14	0.753583333333333
SLC4A8	-0.126875
RAB3IP	0.2701
COX6C	3.12328571428571
PCSK1	-1.457
SLC13A1	0.1255
ARF6	0.4725
KIAA1009	0.524625
HOXA13	-2.8055
HMGN1	-0.392625
CXADR	-1.54166666666667
MGC14436	-0.316
UTF1	-0.116
TSC22D1	0.9016
BZRAP1	1.10683333333333
PUF60	-0.0469166666666667
SHC1	0.575
HOOK3	0.4348
LIMS2	0.961333333333333
BAHCC1	-1.34633333333333
CLCC1	0.353666666666667
ENTPD3	3.2565
SMO	-2.24875
PIK3R5	0.79525
CDC14A	-0.754
KRT1	0.1935
ENOX2	0.322166666666667
FLJ22655	1.02775
FPRL1	0.87
INTS6	0.6596
ZCCHC5	0.694
SMC3	-0.29975
C6orf123	1.04616666666667
FLJ20160	2.50325
LOC653391	1.05266666666667
GSS	-0.01125
NT5M	0.15125
SIX5	0.789
TAF5	-1.0865
KCNA1	0.160666666666667
ANLN	-3.03233333333333
MGC45491	-1.0738
SSTR2	3.62825
LYPD4	0.445
TH1L	-0.530125
CHRNA5	-3.096
PNMA6A	-0.819
FLJ16369	-0.488
DLX2	-0.979
C6orf108	-0.855583333333333
ALDH3A2	2.70433333333333
CLEC1B	0.041
LEPREL2	-1.4115
FOXJ1	0.4282
OR1D4	0.2865
PPIL4	0.203
MTRR	-0.18925
SLC27A3	0.6265
HTR7	-0.591166666666667
MIB2	-0.1325
BHMT	-1.36383333333333
A2ML1	0.2805
MSMB	1.272375
KIAA1383	0.43475
TRUB2	-0.0135
PF4	0.194833333333333
IL1F5	0.267
LRRC37B2	0.19625
IPO4	-0.909
FIGF	0.80675
QDPR	2.10875
ZNF598	-1.26225
BOP1	-1.987875
MAPK12	-2.34616666666667
POLR1E	-0.722875
CEECAM1	0.4335
INSRR	0.224166666666667
SIPA1	0.89225
ULK4	1.47966666666667
BTN3A1	0.6706
FABP5	-0.3761
KBTBD3	1.53966666666667
SORT1	0.314083333333333
YWHAQ	-0.567125
LRIT1	-0.415
KIAA1704	-0.2601
MEIS2	-1.8675
ENOSF1	0.015
PCDH7	0.977142857142857
FZD9	-2.58766666666667
RPLP1	-0.315
ZNF75A	1.0795
P4HA3	2.582125
NKX6-1	0.20725
CTA-216E10.6	-0.409333333333333
IFT140	1.0345
DENND1A	-0.503416666666667
ALCAM	1.8538
ABHD2	0.496363636363636
QPRT	-0.912666666666667
TRAM1	0.661071428571429
ATP1B4	0.163375
NUP37	-1.227
SAA3P	0.7685
SLC22A6	0.26025
KIAA0265	-0.1365
ZNF41	0.009
ADAM19	0.113
ERAF	-0.771
DEFB119	0.65625
DNMT3B	-5.34566666666667
SNF1LK2	-0.512
MGC24039	-0.94
TAS2R48	0.2655
PNLDC1	0.22225
ADAMTS16	0.391375
TMEM92	-1.11916666666667
CCT8	-0.766166666666667
POGZ	0.75975
N-PAC	0.546
GUCA1B	-0.506833333333333
ZZEF1	0.525333333333333
OR2C3	0.453
ZNF334	-0.811833333333333
RANBP6	0.78825
LDHB	-3.10708333333333
BAMBI	-2.482125
RAB5B	1.117
FOXB1	-0.2215
MRPS12	-0.2715
MRGPRF	0.169375
CRIPT	-0.9635
CYP2D7P1	-0.696
RYR1	-0.233375
NDUFA2	0.44575
TRIP12	0.851333333333333
KCNE3	2.73733333333333
MOBKL2B	-0.5104
MIOX	0.06425
ACOT7	-2.431875
FGF6	0.2685
RASSF5	-0.9195
ATAD3B	-1.50016666666667
IKZF3	0.0235
H3F3B	1.53364285714286
C6orf91	2.908
SEC11C	0.1425
TMEM14C	0.27125
KIAA1632	0.610625
SLC38A4	-0.06825
FGFR3	-0.883333333333333
HES7	0.16075
HINT3	-0.1115
ARIH1	-0.584
FLJ35880	-0.466
C1orf129	0.5155
POU6F1	0.355
RPL32	-0.414875
BBS1	1.98583333333333
RGPD5	-0.0395
SULT1C2	-1.10825
KDELC1	-1.70675
PIP5K3	-0.0548333333333333
CHI3L1	1.6409
CSDA	-0.817333333333333
VTCN1	3.53325
WDR62	-1.8835
TMEM170	-1.20475
KIF2A	-0.76925
C6orf182	-1.388
ARL6IP6	-0.89
ZCCHC9	-1.10425
RARB	1.10916666666667
ZNF320	0.443625
DHX15	-0.066625
PICALM	-0.394
CNOT6	0.268416666666667
HIST1H1A	-0.48725
ZNF702	0.996666666666667
OR1E2	0.094
HLF	-2.3588
LOC442582	-1.6995
KIAA0494	1.663625
TCF4	0.7734
APOBEC3B	-1.28475
FAM54B	0.296
MYH2	-1.30225
FXN	-0.385166666666667
C12orf59	0.704
PAEP	-1.502
SPG11	0.852625
VN1R4	0.0655
KCNJ13	-0.78775
NOC3L	-0.196
C5orf36	0.123
CPAMD8	0.49675
MLN	-0.5158
FLJ11184	0.16925
TIAM1	-0.242166666666667
OR10J3	0.286
OR52E2	-0.0425
PBX1	2.824
UBL7	-0.186333333333333
PXMP2	-0.10925
SYTL1	0.1745
FAM126B	0.9815
ZNF711	-1.578625
GGA1	0.165
VAMP4	0.8485
BCAP29	0.3015
C20orf19	-0.7845
ZNF275	-1.050375
NEK6	0.10675
SETD8	-1.06375
HEXIM1	1.71458333333333
SULT1A2	-0.24025
KLHL9	1.8165
SLC39A12	0.33
ARHGEF16	0.472
SCN1A	-0.778833333333333
HNRPH1	-0.873833333333333
C9orf103	1.207
ECE1	0.929
MED18	-1.39525
TEX13B	-0.0175
SNN	0.7695
C6orf62	0.414166666666667
WNT3A	-0.2536
IL22RA2	0.7295
MGC21881	1.20625
GABBR1	-0.486
YIPF6	0.86325
PROX1	-2.42
PPP1R1B	0.581
LANCL2	0.1039
SCN3A	-0.557833333333333
SSRP1	-0.830666666666667
ASXL2	0.23625
RPE65	-0.216
SNAI1	-0.484
EFNA2	-0.39525
CLDN9	-0.239375
TP53I13	-0.140875
LOC375748	0.4625
C9orf7	0.501
C14orf178	-0.417
GC	-0.0623333333333333
IER3	2.53066666666667
KCTD10	0.320125
FLJ45717	-0.01425
ADC	1.55983333333333
LOC285908	-0.354833333333333
MLL3	0.57425
KIAA1787	-1.02025
MGC31957	-1.23375
MUC5B	0.13625
ZNF193	0.23275
CSRP1	0.747375
MOSPD1	-0.925166666666667
C21orf49	0.7225
RAD1	-0.84675
ANKRD34	-1.37075
NFRKB	-0.892
FANCA	-3.8055
VTI1A	-0.237214285714286
PCBP3	-0.4965
BFSP2	-1.4405
ZNF354C	-0.451375
FRMPD4	-0.077
IKBKG	-0.8905
LOC441046	-0.499
UNQ9438	0.357166666666667
TM4SF20	0.0385
MAGEC1	-5.3615
AMMECR1	-0.98925
GLDN	0.515
TTC30B	1.911
SEC13	-0.7169
EGF	1.157625
HAGH	0.53675
VSIG1	0.174166666666667
NHLH2	-0.07875
NCAPD3	-1.570375
MGC16121	-1.67125
HIATL2	-0.84975
BRCC3	0.174333333333333
LCE2D	-0.063
TMEM79	2.22275
GTF3C5	-0.952
AKR1C4	0.0698333333333333
C3orf59	-0.790125
RBM26	-0.056125
DUSP14	-0.0961666666666667
AP4M1	0.084
RIMBP2	-0.435833333333333
ABCC2	-4.71866666666667
DNAJC16	1.3185
TTC12	0.464666666666667
SNX13	0.118833333333333
C6orf168	0.95925
C1orf100	-0.57225
CSPP1	-0.0695
LRRC56	2.30325
OR1J2	0.289
THY1	0.477
KIT	0.903
TBC1D8	1.272
EPHA7	-0.15175
SOLH	-0.417
SVIP	0.51275
ZNF294	0.136
HAND2	1.68783333333333
CENTB2	0.647833333333333
MARVELD3	1.813125
CREB3	0.720666666666667
KRTAP1-5	-1.7955
OR8K1	-0.526
MED25	0.427
FDX1	-0.661333333333333
FAM19A1	0.421166666666667
IL13RA1	0.9065
ZNF627	1.50383333333333
NHP2L1	-0.334375
EIF2B2	-0.117375
ZNF593	0.09375
WIPI2	-0.069
RANBP1	-1.34525
TAS2R7	0.6265
LOC283514	0.391
CSNK2B	-0.2889
CFHR1	0.4545
DKFZP434O047	-0.0513333333333333
WBP11	0.12025
TEX2	1.49825
GALNT2	-0.611666666666667
FLJ33360	0.4145
WNT9A	-0.34675
IL29	-0.05225
STK3	0.795444444444445
REPS2	3.218875
FAM78A	-0.786
MGC3207	-0.261
FCGR3A	6.3105
H2AFY2	1.58375
RNF150	-0.68925
CCNK	0.12525
VEZT	0.718333333333333
FSHR	-0.159
C1orf66	-0.0101666666666667
LCE2B	-0.00590000000000001
CD200	-0.72475
ORMDL1	-0.180875
OR51S1	-0.177
KRT83	-1.23475
COL19A1	-0.44125
POL3S	-0.22525
ZNF468	0.655166666666667
BAG3	0.722875
C1GALT1	-1.0005
CA5A	-4.297
DKK4	-0.2525
SGK2	-0.491375
PIK3C2G	0.14725
USP11	-0.11675
IMPA2	-1.6515
PRKDC	-0.742214285714286
MSR1	3.25875
PDCD6IP	0.403916666666667
FAM122A	-0.26425
ZNF740	0.06425
ATXN2	0.134666666666667
SLC17A4	0.019
RAXL1	-0.489166666666667
RS1	-0.088
NET1	0.591166666666667
NPY1R	4.0595
MVD	-2.14325
C11orf61	-0.5105
CHDH	-0.7595
GCNT2	-0.736
LGALS12	0.45675
IK	0.261166666666667
C7orf41	0.171722222222222
SURF4	-0.735333333333333
C1orf91	-0.316833333333333
BCS1L	-0.533166666666667
C20orf141	0.127166666666667
BCAS2	-0.48125
ACE2	-1.2295
ICT1	0.40325
CD79B	1.1615
MRPS9	-0.40875
AADACL1	0.153
IRS2	-0.60875
LUZP2	-1.6145
TMEM148	0.1435
ZNF514	0.463166666666667
ADCK2	0.3348
ZKSCAN1	0.836
FASTKD2	-0.197875
KCNMB3	-0.584833333333333
POFUT2	-0.6185
GNG2	-0.7263
OR6Y1	0.242
FAM26A	-1.64975
CAND2	-1.25
FLYWCH2	0.718875
BCL6	2.459
MDH2	-0.296
DRP2	-0.518
TPD52L1	1.390125
TXNL4A	-0.213375
OR3A1	0.49775
