Hybridization REF	TCGA-A7-A0CH-01A-21R-A00Z-07
SH2D1A	-3.50816666666667
C8orf58	-0.18
USP20	-0.15325
DUSP22	-1.02541666666667
CALB1	-2.089
L3MBTL2	1.53541666666667
MCRS1	0.053
TMEM118	-1.2935
C18orf8	0.8025
FLJ10241	-0.066
GJA12	0.38475
PKD1	0.0118333333333333
ZFP3	0.4905
JAM3	-1.201625
LAPTM4A	1.6822
DIRC2	0.433
KIAA2022	1.04266666666667
MYOM1	0.44
TRPM8	-2.10366666666667
MOP-1	1.16475
PHKG2	0.54525
ZNF650	0.5485
KIAA1522	2.0055
PSG8	-0.990166666666667
DDX19B	-0.7795
MOBKL1B	-0.536
DIAPH2	-1.68241666666667
PTPN12	0.08525
CLN8	-0.4457
CRYZL1	-0.864333333333333
CRY2	1.26358333333333
FCGR2B	2.12833333333333
PNPLA4	1.72225
ZNF454	0.00799999999999998
DKFZp434B1231	-0.272
CLDN11	0.1079
RFWD2	1.05133333333333
CIB2	-1.14083333333333
MXRA8	2.883875
HRK	-0.454125
MAML2	-0.81475
C4orf31	1.581
C6orf192	-1.148
COG6	0.423875
FAM5B	0.545
NFATC1	1.1599
SEPT10	0.17925
SCYL1	0.0495
RPP40	-1.0125
SCOC	0.6363
KIAA1450	0.08525
CTDSPL2	-0.26775
TBX5	1.572
NAPG	0.038625
RHD	-4.4855
C14orf45	2.44316666666667
ZBTB22	1.226
PLCG1	-0.909
ANKRD10	-0.56125
AQP7P2	-0.2345
TAGLN2	1.24166666666667
HTR2C	-0.9695
SLC16A7	-1.91883333333333
C17orf83	0.34175
TSGA14	-0.239833333333333
MDH1	-0.3035
PPP3R2	-0.337
DCBLD2	-2.53792857142857
RBM33	-0.91625
DPH3	-2.08575
SYT10	-1.13183333333333
FMO4	2.882
THYN1	-0.53875
DRD5	-2.3
OTOR	1.65
PGRMC2	0.6481
KATNAL1	-0.423125
PAQR6	-1.54825
UBE2I	-0.18
C14orf28	0.0515
C8orf70	-1.331
FLYWCH1	-0.09525
ANGPTL3	-1.3825
GLRX2	0.036
ATP11A	-1.12328571428571
ARL5B	-0.53975
MUC16	-0.8805
SLC25A5	-1.17742857142857
ACRC	-1.037
MYO1C	0.250125
FAM89B	1.03666666666667
FAS	0.5525
KIFAP3	1.85925
GLRA2	-0.504
BTN3A2	-0.1463
CNKSR3	-1.7195
CSTF3	-0.616333333333333
ARPM1	0.627
KIAA1530	-0.399
C9orf150	2.38266666666667
PRKCI	-0.5025
tcag7.1015	-0.96425
SOD3	0.664
ZNF574	0.57975
CYP21A2	3.5395
RPL12	0.122
COMMD2	-1.28075
WIZ	0.09675
LOC344405	-0.6895
ALDH4A1	-0.324176470588235
CRYAB	1.36625
COPA	0.919433333333333
PCDHGA7	0.7125
KIF11	-1.79891666666667
RASD2	0.70475
SLC26A3	2.813
ZNF175	-0.4325
JAKMIP2	-2.845375
C8orf4	2.56533333333333
PTHLH	2.99425
SLC40A1	5.05066666666667
OR7D4	0.422
PCDHB17	-0.0945
CD36	0.531214285714286
C6orf203	0.9234
PRKG2	-0.017
LOC400566	1.9915
ANAPC13	0.26875
SLCO3A1	-1.43975
ZNF692	-0.798
FANCL	-1.1545
SH3GLB1	0.4675
C12orf61	0.075
KBTBD6	0.01925
SUPT5H	0.458125
XRCC6	-0.2839
HUS1B	0.3149
FAM133B	-0.391357142857143
LOC728276	-0.1465
KCTD18	0.99025
SOS2	1.19533333333333
CCDC99	-2.368
C1QTNF5	3.487
NNAT	-0.148666666666667
USP16	0.109
LARS	-0.687375
ZBTB2	0.867
ABO	0.0543333333333333
TRAF3	-0.028
GALNT5	-1.328
NAP5	0.716375
ALG14	1.08983333333333
KIAA0515	-0.0619230769230769
WDR75	-0.570833333333333
TEX261	-0.348
LY86	0.69525
LOC389072	-1.095
FLJ13611	0.28275
MRGPRX2	0.579
SNRPA	-1.1835
OR2G2	0.428
GPRASP2	1.34825
C7orf42	0.3445
C9orf163	-0.6755
CYP11B2	0.3855
FCRL3	0.2485
PRDX1	0.03875
FGB	-7.13433333333333
COX17	0.438
C16orf33	-0.2645
PIWIL1	0.00333333333333334
FOLR1	-2.55883333333333
KIAA0082	-0.1215
FREQ	-0.834666666666667
TMCC2	-1.28216666666667
TCF12	0.1975
ZNF721	0.61275
FAM130A2	0.518
POU4F1	-1.84025
SNRPF	-0.96225
SGIP1	1.327
ZNF641	0.881833333333333
EMG1	-0.524375
PRRG4	0.67
HIRA	-3.95775
MYNN	0.563666666666667
AEBP2	-0.387083333333333
TBXA2R	-0.0473333333333334
ISL2	-1.58766666666667
PCDHB11	0.512
RNF144A	-0.289125
MARCH5	0.542875
DULLARD	0.104
DCLRE1B	-0.548333333333333
ITGA8	0.133
TP73	0.148625
PRKCD	1.45925
NDUFB4	-0.10625
ATP13A4	1.250625
ANTXR2	-0.881833333333333
COL4A3	-1.19466666666667
MYO10	-1.053
SLC6A18	0.423
PEX1	0.04275
TMEM74	-1.985
RBM19	0.543
TAPBP	0.8113
RUNX1	0.953625
MID1	-2.11366666666667
GPR64	-1.51733333333333
RASEF	4.09375
GABRG1	0.147714285714286
MYO16	-1.0135
DBF4	-2.53333333333333
TSHZ2	2.21375
RIPK2	-0.6995
PPTC7	-0.561333333333333
KIF4B	-1.179
LRRC31	3.37775
ZNF540	1.96725
EFNB3	-0.367
LOH12CR1	0.4865
STON2	1.13016666666667
GLP1R	0.837
CSTF2T	0.412875
IREB2	-1.077
GRSF1	-0.10025
PDCD7	-0.713666666666667
LRRC43	2.8505
CNR1	-0.103166666666667
IL1F7	-0.277
C12orf64	-0.30725
FAM69B	-0.57
NR2E1	-2.23883333333333
MS4A6A	2.0688
FTL	-1.0726
C7orf36	-0.2665
PCLO	0.9104
DYRK2	0.0109166666666667
ARIH2	-0.429875
SAMD7	0.363
SCNN1D	-0.583
SLC32A1	-0.92325
C22orf25	0.271333333333333
MRPS18A	0.00810000000000001
GPR112	0.2175
EARS2	-0.14975
ERN2	0.5525
ATPBD3	0.163666666666667
PRH2	-0.048
CDKN2D	-0.364
PGLYRP2	1.4285
TRIM40	0.09275
SEC14L3	-0.104166666666667
SLC22A1	-0.60675
BTN2A3	-0.055
RASA4	-0.659
CCNL2	-0.511666666666667
MYBPC3	0.52
GJA4	3.007
CDC42SE1	1.42
TRPV2	-2.0155
MYPN	-3.7273
SIM1	1.8415
CDADC1	0.33425
ZFHX4	1.486
NIBP	0.859166666666667
ADAMTS19	-0.04275
ABTB2	-1.73125
TSPYL2	-0.4725
EIF2S3	-0.7097
SOX30	-0.06975
AP2A1	-0.312
DKFZP564O0523	0.157
LOC285398	0.2535
CDH18	-4.611
CHL1	2.614875
GATS	-0.5496
TBC1D2B	-0.1845
OR1J1	-0.5515
GSN	0.808666666666667
DPCR1	0.21925
GARNL4	0.325833333333333
SMARCA5	-0.3515
PLEKHG3	1.3495
ZBTB45	1.1005
FRMD6	1.87083333333333
PLS1	-0.8285
DGKZ	0.671833333333333
EFNA1	2.7541
WDR85	-0.62525
ANK2	-0.2295
PAGE4	0.0341666666666667
SENP6	0.6255
AKR7A2	0.3525
FKBP10	-2.08425
VEGFC	-2.16783333333333
LARP1	-0.3503125
SRBD1	0.50625
ITGB6	3.673
SLC1A2	0.0393571428571429
INVS	-1.0565
MPO	0.5795
MOBKL3	-0.1212
CUTL2	-1.229125
KLK2	0.195
VIM	-1.09375
REG1B	-0.181
PCDHGC4	0.03975
C3orf34	0.3905
SUMO3	-0.238333333333333
CST9L	4.2475
MLL4	-0.00725000000000001
SPR	0.87
SAMD9L	1.133
ABCE1	-0.7
SUPT3H	-1.59916666666667
ACTBL1	-1.0465
ADAMTS4	1.042
SLIT3	3.037
RHEBL1	-1.69925
NPM2	-1.72325
MAN1C1	1.659
KIAA1856	1.12458333333333
HSPA6	1.4225
LOC388152	-0.6195
C10orf140	2.25175
ZDHHC12	-0.009
LIN7A	0.2045
PHC2	0.40775
SPHK1	-0.55325
TRIM26	0.7256875
FAM83E	1.647
C18orf24	-2.23733333333333
ZNF578	-0.04
ORAI1	-0.0855
RUVBL1	-0.5765
C7orf20	-0.581333333333333
APAF1	-1.6525
SLC36A4	-2.134
MYH11	4.431
NEK1	0.6917
MPP2	-0.184625
C12orf24	-3.24575
TNK2	0.6799375
ZNF289	0.0305
MATN3	0.654714285714286
IFNGR2	1.94416666666667
ITPR1	2.2975
EBF3	2.2268
TBC1D20	0.2463
OR10P1	0.44175
DDAH2	1.4905
SHPRH	-0.396125
STX7	-0.6685
LOC554248	-1.76325
BCAR1	-0.15775
ATXN3	0.0534166666666667
TRIM27	-0.269
CDC42EP2	-0.0775
CHP	0.324357142857143
SOX17	1.89625
ZNF259	-0.855333333333333
CHCHD1	0.588875
ZDHHC19	0.577
GBP2	1.7565
GARNL3	2.396625
MRC2	0.459
C1orf52	-1.0115
AOF2	-0.535833333333333
LRPPRC	-0.326
ACVR1C	-0.634333333333333
TM4SF18	4.60333333333333
TMEM169	-0.2305
PPP1R16A	0.107125
EBF1	-0.126
RRS1	-0.538666666666667
SNX2	-0.3195
OR2T2	0.6
RBX1	-0.3165
ANKRD54	0.970833333333333
TSNAX	0.6515
TMEM83	-1.97675
ZBTB7A	1.23625
ATM	-1.53683333333333
LOC338328	2.21816666666667
TIE1	1.02883333333333
HIST1H3G	-0.0673333333333333
PASD1	-4.42066666666667
TINAG	0.658
PCDHAC2	-0.3215
LRRC15	1.52375
WBSCR17	-0.9155
TFF2	-0.1535
PARP2	-0.96425
NDFIP2	-0.2115
PCDHGB2	-0.875
WDR60	-0.194
MAP7D2	-2.1983
USP45	-1.28125
GSDML	-1.09225
TNS1	-0.157
PLCD4	0.50175
IQCD	1.68766666666667
SMPX	-1.4565
CD9	1.23183333333333
SRGN	-0.012
CASP7	0.514125
INOC1	0.359
DKFZp451M2119	-0.58625
VMAC	1.907
USP53	1.11
CAMK1G	-0.654875
TMEM106A	-0.186666666666667
CDC20	-2.383
ACSL5	-0.345666666666667
CBWD5	-0.961875
C1orf87	-1.493
KIAA1274	0.03025
PRUNE2	-2.22078571428571
LYPLA2	0.414333333333333
DOK6	-1.90466666666667
GPR149	-0.23
FAM30A	0.71425
TMEM129	0.59525
SLC35B3	1.11475
ACPP	0.2632
LOC200261	-1.5715
SLC4A7	-0.2983
CCDC40	2.57325
GART	-1.0955
THOP1	-1.399
SCARB1	-0.6835
CACNA1F	0.88225
TRIAP1	-0.216666666666667
SYT14L	0.295
SFRS8	-0.329
PBOV1	-0.16375
GOLSYN	1.40325
GJB7	-1.7865
CAMK2N1	0.724416666666667
GREM1	2.27508333333333
FLJ20433	1.30575
QPCT	-2.657625
PRKAG2	0.962333333333333
H2AFX	-1.32975
C6orf154	1.32825
PLOD3	-1.21175
ZBTB39	-0.853166666666667
WASF3	-0.693583333333333
DRG1	-0.45875
PRR4	-0.4255
SPCS1	-0.2875
KDELR3	0.00866666666666667
SRP19	0.125666666666667
GABRA6	-0.021
MFSD1	0.86625
MMEL1	1.923
PDXDC2	0.0735
BUB1	-3.88477777777778
RNF138	-1.4025
MYLPF	-0.263333333333333
AIF1	0.1175
DYNLRB1	0.4398
HCN3	-0.868666666666667
HIST1H2AI	0.26225
MAP4K5	-0.134666666666667
LASP1	0.883625
LOC130951	0.3015
PLAA	0.23025
KRT6A	1.001
C6orf117	-2.25975
ARHGAP23	-0.9825
PTF1A	-0.4785
GPHA2	-0.70075
LCE3B	0.2565
MCL1	1.21378571428571
EHBP1	-1.31541666666667
PRNP	-1.0749375
ZSCAN1	0.41525
C1orf113	0.833
FOXA3	-2.042625
NEB	-0.3435
ASGR1	-5.00816666666667
CTGF	1.86966666666667
RAB17	0.9545
MST101	-0.379
JARID1B	1.4904
USP37	0.3154
PTBP1	-0.1765
PTPN7	-0.971333333333333
CDC7	-2.17516666666667
SNX7	-0.3795
ZNF335	0.156
CPT2	0.46275
HEATR1	-0.156
HSPC152	-0.00975
C5orf40	0.32175
PSME1	0.566666666666667
STAG3	-2.40225
TMEM154	1.04566666666667
KLHL32	-0.394833333333333
TSGA10IP	-1.065
SUV420H2	-0.240333333333333
SF1	-0.6616
2'-PDE	0.2278125
PNLIPRP2	0.758
TRSPAP1	-0.119
NUP210	-0.54
ANP32C	-1.53
RAB11B	0.633833333333333
ASB15	0.6915
ITGB3BP	-1.318
UBASH3A	-1.901
YWHAB	0.342625
TPRX1	0.13875
LY6G5C	0.0565
SLC7A2	-3.33
CLK1	0.4915
HSD3B7	1.07883333333333
VDR	2.4535
C16orf74	0.14475
ACE	0.243
PSMA2	-0.485833333333333
CCDC131	-0.812
ZNF213	1.2365
EML2	0.96975
ALS2CR13	0.728666666666667
GLYATL1	3.7025
DSPP	0.4535
DHFRL1	-0.46775
C10orf30	-1.6035
SH3RF2	0.938666666666667
LOC197322	-0.474333333333333
DLL3	-1.333875
TIGD7	0.3495
GFRA3	0.02575
CPA1	0.0646666666666667
RTN4	1.13616666666667
PPT2	-2.03133333333333
FASLG	1.32275
FOXP4	0.539875
RPL26	0.2642
GNL3L	-1.8105
FMR1NB	-0.126833333333333
CD163	6.4945
SGPP2	3.8965
GIMAP2	0.873
CD37	0.3575
DPT	3.5425
NBLA00301	1.29575
RGS5	1.32333333333333
C9orf4	0.312
ACTL8	-3.39383333333333
PRKAR2B	1.462375
OPLAH	0.898666666666667
C20orf134	2.28425
SPACA5	0.1425
TBL1X	-0.888166666666667
TSPYL3	0.616
CHCHD3	-1.24725
CRKRS	0.240666666666667
GPR65	3.61425
DFFA	-0.5685
FUT1	0.044
C6orf204	-1.48816666666667
TMEM51	0.416
ZNF580	0.312
CMTM2	0.098
C20orf200	-0.3015
EZH1	0.277333333333333
FDX1L	-0.327125
MRPL32	-0.423
PCAF	-1.157
ALOX15B	1.81383333333333
CD59	0.775958333333334
CDK9	0.30125
ERP29	0.184333333333333
TTR	-5.446
BCMO1	0.2765
DDIT4	-0.8182
PTGDS	2.7455
C3orf63	0.422833333333333
BST2	0.447625
CYP1A2	-0.753833333333333
C5orf25	-1.42275
STX1A	-0.902588235294118
OR2A12	-0.1305
SH3BP5L	1.053
SERINC5	-0.128625
USP6	-1.0816
MRPL3	-0.457166666666667
POMP	-0.022875
INPP4B	1.476625
GMPPB	1.1665
EAPP	0.814
AHSA1	-0.98575
ABCA11	-0.047
SLC5A6	0.35625
HIVEP2	0.30625
SUMO2	-0.291375
KIAA1822L	-0.0638333333333333
C11orf67	0.64075
TXK	-1.28225
PHCA	-0.649125
ICAM4	-2.3876
FPGS	0.540333333333333
SNRPA1	-1.506
KCNJ4	-0.977
KIF6	-0.0671
HIST1H2BG	-0.262
SLC5A5	0.4255
ZNF354B	-0.591666666666667
IL12RB2	3.183
C11orf76	0.681
GAL3ST2	0.529
AIFM2	-0.780625
SYNC1	-0.2275
UBL3	0.254375
PIK3CG	-1.71366666666667
NLN	-1.14
BCORL1	0.212
CD5L	-0.1075
ZNF238	3.9485
KIAA1394	-0.48725
C16orf55	-0.6267
CYP3A7	-1.57725
KRTAP3-1	-2.4395
TFDP1	-0.978666666666667
MND1	-3.581
NODAL	-0.117166666666667
GTPBP4	-0.9625
TUBGCP2	0.9575
SLITRK5	-2.60975
CIC	0.886
CD79A	0.262666666666667
SAMD14	1.315
TNPO3	-0.347
OR10G3	0.1045
OR10G8	0.464
CCDC111	-0.0165
HOXC9	0.12
DCUN1D1	0.041
CYB5R1	2.374
TSR2	0.263
DAB2IP	0.734
SLC6A5	0.2785
RAB3D	2.054
DCUN1D4	-0.488166666666667
ERBB3	1.34575
SDC1	2.40125
ATP6V1H	0.196
SYK	0.114
ST20	-1.2155
C13orf30	0.511
WDR40A	0.361
ADMR	0.1415
LOC388335	2.2595
ACSM1	3.2465
TDG	-0.585333333333333
FLJ11235	0.14475
MRPS5	-0.919833333333333
AGPAT2	0.105166666666667
SLC12A1	0.183375
CYP27A1	0.49475
THAP7	-0.515
XPO1	-0.776916666666667
ALMS1L	0.9495
C1orf2	0.235875
ZNF777	0.449333333333333
CAMK2A	0.573
SMC1B	0.15
IHPK2	0.365066666666667
LEMD1	-2.92925
NKD2	0.2391
CLU	2.35928571428571
ARMETL1	-0.4235
PABPC4	-1.388
CXCL12	2.496
TFAP2C	0.8325
TTTY8	-0.852
ABCB10	-0.86
ENDOD1	-0.688
IDI1	-1.432
KCTD6	1.3425
CCDC105	0.0605
ULBP2	-1.28516666666667
ZDHHC5	0.6075
WNT8A	-0.6185
COMMD10	0.36975
KLHL12	0.454
GPR50	0.2515
NR5A2	0.179857142857143
OXGR1	0.187666666666667
EHD3	-0.10275
CAPRIN2	-1.052625
KLRC3	-4.85
SF3B1	0.188142857142857
IPO7	-0.423
ALDH1A1	-1.71583333333333
ANKRD5	1.1955
TSNARE1	-0.002
DDEFL1	1.7315
RNASEL	1.81483333333333
DNAH9	0.93975
HELLS	-2.43675
TNS4	0.0805
NAV1	-0.251
KIAA1409	-0.4245
C20orf26	3.5725
TUBG1	-1.03925
IRX2	3.06225
CNGA4	-0.031
MGC50559	1.62616666666667
OR4K17	0.2805
TM2D2	0.8555
FAM32A	0.02275
TXNDC14	-0.026
CCBL1	-1.08
ANK1	-3.1534
PRSS23	-0.843625
PPM1L	0.402
SPATA20	0.13575
APCS	0.12875
C14orf122	-0.762833333333333
PSMB5	-0.170125
C6orf10	-0.1499
SETDB2	0.436666666666667
SPNS3	-1.08825
SGMS2	-0.546333333333333
MXD3	-0.996166666666667
MON2	-0.00880000000000001
CARTPT	0.146
HNF4A	-0.872833333333333
RABEP1	2.6371
TNFRSF10B	-1.24275
USH1G	0.0845
PPAP2B	-1.97116666666667
TMEM16K	-0.25225
CTDSP1	0.709
CDK5R1	-0.481333333333333
GABRR1	0.1385
OPN1LW	-0.267
FAM98C	1.21425
DBN1	-0.078875
ACAD10	0.228666666666667
QTRTD1	-0.35775
WNK3	-1.02533333333333
RPS19	-0.981375
C1QB	3.1005
OTUD5	0.046375
SLC41A2	-0.00216666666666667
TMEM22	-2.91016666666667
KHSRP	-0.4615
TNFRSF11A	-0.459166666666667
FBL	-1.09383333333333
IBTK	-0.0035
OXER1	-0.3125
CBLN4	0.6025
GPR172B	0.733833333333333
CFTR	0.553
VSX1	1.2765
CAMK1D	0.3105
LOXL3	-2.3445
RTP4	1.29825
SLFNL1	0.3245
KIAA0828	0.4025
PAR5	0.2445
LOC723972	-1.50325
GDI2	0.090625
CEBPA	0.8798
MLF2	0.0613333333333333
AFMID	-0.143
ALOX12B	-1.081
BPHL	0.35325
COX5B	-0.2025
S100A10	-0.3193
THOC6	0.392
NHN1	-0.15175
RRP12	0.041
ARID3B	-2.2605
CD3G	-3.24566666666667
KIAA0133	-0.43975
NAT11	-1.01316666666667
PPAT	-1.16616666666667
SIRT3	1.1249
TCERG1L	-0.12
NIPA1	-0.4445
DPP8	0.0271
IL7R	-0.217166666666667
ZFP64	0.1505
DMAP1	0.2887
TRMT12	0.687
TLR4	0.6621
WFIKKN2	-0.14775
RAB12	-1.06016666666667
DDX51	-0.4815
KIAA1086	-3.05675
ZNF295	-0.217333333333333
ACVR2B	-1.46121428571429
LOC494150	-0.897625
ZNF517	0.294
DNASE1L2	-1.3155
SUFU	0.835083333333333
LOC283677	-0.1735
LMO3	-1.87783333333333
PPP2R5D	-0.254166666666667
ZNF587	-0.6105
HIST4H4	0.4425
CYP2C8	0.8275
C1orf80	0.0688333333333333
DOCK5	-0.972666666666667
C9orf24	0.34
OR5AR1	-0.0515
C11orf24	-0.36625
UNQ1940	-0.521
CAP2	1.75166666666667
TIMM44	-0.65225
DSEL	-1.2163
ROM1	0.486
FBXO4	0.766
MYLC2PL	-1.6595
MLH3	1.0987
NOX1	0.691666666666667
DPEP2	1.3165
DNAJB5	0.716
RLTPR	0.1595
MBIP	-0.599166666666667
COPB1	-0.0468333333333333
SFTPA1B	-0.033
C10orf4	0.1784
PRELID1	-0.67025
NOLA1	-0.19025
C19orf24	0.4215
TLR9	-2.2265
HLA-DMA	2.05783333333333
HCRP1	0.2825
GPR137	0.515
ITGA11	1.15
PHF13	0.651666666666667
MARK4	0.529333333333333
METTL4	-0.6045
MBD3	-0.2673
LOC134145	0.095125
FGF3	0.31725
SLC35A3	0.76025
CLEC16A	0.48475
AMOTL1	-1.47075
FLJ31438	0.3595
PAICS	-1.643
TOMM40L	0.580833333333333
MMD	-1.50375
KLK10	1.0832
NIT2	0.173333333333333
SERPINB10	0.423
KLF15	-0.5836
CCDC5	-0.576
WSB2	0.092
ME3	1.22025
CACYBP	-0.347666666666667
TCTN2	1.3075
JAK1	0.540875
C2orf25	-0.229
GPD2	1.90425
FBXL11	0.524666666666667
CDV3	-0.779416666666667
GALNT11	0.545375
NDUFA12L	-1.7202
FLOT1	0.151285714285714
TOR1AIP2	0.4755
MMP25	-0.4285
C1orf164	-0.0728
CHST5	-0.47925
LYRM4	-0.50415
GPER	-0.58325
HIPK2	2.11033333333333
DAP	0.2036
ZMIZ1	0.700833333333333
DDX58	2.72375
DCC1	-2.85375
AKT1	0.223
ENPP6	0.624166666666667
ERVWE1	-0.770333333333333
CDC34	-0.2435
RNF125	-2.687
CASC1	4.37725
SHROOM2	0.51025
RRM2B	0.341
COL6A3	1.896375
TMEFF1	-2.7145
PLEKHA4	-0.1631
LYSMD1	1.18633333333333
SEPT1	-0.9365
AOF1	0.21275
GNPAT	0.69975
WDR18	0.02725
HSD17B12	-0.9605
HIST1H2BM	0.0123333333333333
INDOL1	-0.591833333333333
SUDS3	1.0815
C1orf192	1.8035
CYP2B6	-0.69075
TBC1D2	1.797
SLC25A12	0.578
ERCC6L	-2.24016666666667
MGC10814	-1.11983333333333
POLR2C	-1.65666666666667
ZNF77	-0.526666666666667
EIF3K	-0.1917
HPX	1.342
ANKRD27	-0.335625
MALAT1	-0.005375
PLB1	1.28983333333333
HRNBP3	-0.96625
CPSF4	-0.88775
OR52N2	0.282
PIP5KL1	0.96375
GH1	0.18175
HPS5	-0.348
SLFN5	0.126625
POP5	-0.189
OVOS2	-4.20066666666667
C20orf108	0.13675
MARS	-0.637
CLRN3	2.48833333333333
ARSE	-0.113333333333333
PPIE	0.293333333333333
PHACS	0.553166666666667
GP5	-0.068
IL8RB	0.9915
FCRLA	-2.230875
ARRDC1	0.6892
KRTAP9-4	0.466
ZNF613	1.3465
OR11A1	0.3635
TMEM132B	-2.035375
PGLS	0.52625
BSND	-2.25266666666667
KCNK18	0.4295
FOXD4	0.9855
SV2C	1.108
LCN2	-0.115166666666667
ZNF490	0.8876
C3orf15	1.9009
CACNA2D4	-0.664333333333333
CBX5	-0.86925
MAGEB4	0.2855
BOLA1	1.2795
PPP2R5E	-0.353
COL5A1	1.75583333333333
ASB7	-0.306833333333333
SFT2D1	0.123125
DERL1	-0.0795
RABL2A	1.17266666666667
MOAP1	0.503
KIAA1545	0.952333333333333
F3	0.1185
PLEKHM2	-0.219
CCDC89	0.5615
EFCAB1	1.175375
TMEM48	-0.86275
SEPHS2	0.57325
PYGM	-0.499
PRICKLE1	1.40325
WNT5B	-0.07125
TAS2R38	0.3015
IMP5	0.307
KHDRBS1	-0.0018
LARS2	-0.819333333333333
C3orf28	-0.66525
FTCD	-2.74625
C10orf68	2.31333333333333
DGAT2L3	0.054
PSEN1	0.973833333333333
MGC33657	2.33675
PLA2G4B	1.02883333333333
CDKN2A	-1.4
DLX1	-2.9075
TSHB	0.03
C18orf37	0.182
MEX3C	-0.107625
MAMDC2	0.003
PDIA4	-0.541916666666667
ATP5E	-0.03275
CASP2	-0.195285714285714
SERBP1	-0.0121923076923077
ZNF341	0.9145
TESC	-2.9625
TMEM31	-0.86825
OR51I2	0.8515
YTHDC1	0.560214285714286
JUN	2.04366666666667
AGMAT	-3.579
PCNXL2	0.46
ATAD5	-2.582375
STK38	-0.0565
AZI1	-0.124875
RBP1	2.2995
C4orf26	0.27875
KIAA1026	1.757625
TMEM101	1.25575
HSFX1	0.3355
TREX1	1.47175
C18orf10	-0.828
TRIM15	-3.40475
CA6	0.654285714285714
CEP57	-1.28575
AR	4.61666666666667
SESN2	-0.7595
KIF3C	-0.358
EPB41L5	0.531875
ARHGEF10	-0.935047619047619
POLR3D	-0.49825
INDO	-1.99316666666667
GABRA3	-0.411
SCG5	-1.8383
E2F3	-0.7951
TIGD5	0.559
FGD6	1.59666666666667
KLHL3	-0.4985
SCGB3A2	-1.0315
URP2	-0.1075
ATP6V1B1	-0.105
CALML6	0.4025
LOC100049076	0.3285
TMF1	0.1345
LOC388503	0.07725
CDH5	2.415
RPS6KC1	0.869
DAAM1	0.7864
TNFRSF10D	-0.71925
GSTT1	1.1668
INPP5A	0.19175
TRAF3IP1	1.5008
SMARCE1	-0.0652142857142857
VRK1	-1.64975
TTC16	1.90225
AARS	-1.31516666666667
ARHGAP27	0.3515
ZAK	0.429571428571429
ACSM2B	-2.71575
TRAP1	-0.595833333333333
MRPL53	0.546375
RNF44	-0.73525
NPTXR	0.96825
DPYSL3	1.40516666666667
APP	1.5089
GLS2	-0.0163333333333333
MNX1	-2.90333333333333
CMTM7	-0.66325
OR10A7	0.0245
NYD-SP21	4.892
ORC5L	-0.192
SLC16A10	-1.54775
TMEM178	-0.5435
LOC441601	-4.412
PTGIS	0.695
KBTBD7	1.23025
C19orf41	-0.043
CEACAM3	1.33675
KRT23	1.31175
SERHL	2.567
PNKD	0.59025
UBC	0.724
ATRN	-0.44375
HAPLN1	1.76575
RANGAP1	-0.7765
C10orf26	1.88
KCNA7	0.145666666666667
SRY	-0.6055
LOC376693	-0.7175
HIST1H2BF	0.23725
CDCA8	-2.5735
MLC1	-1.5155
TNIP3	0.48225
OR4D1	0.528
IFT52	-0.251833333333333
GOLT1A	1.4025
UTP20	-0.530375
RP3-402G11.5	0.317375
PRSS33	-1.498
PMPCA	-0.5225
APOB48R	2.08383333333333
GLTP	0.19
MPL	0.42825
C9orf78	-0.23175
ADAM12	1.18075
CSPG4	-1.3445
LOC144305	-1.1995
KRTAP4-10	-0.000899999999999923
PAK1	1.27675
ADCY7	-0.8315
TAS2R43	-0.4805
FRAS1	-2.3095
PPP1R14A	-0.289666666666667
OR2B6	-0.97575
ATP13A1	-0.139666666666667
SIDT1	2.24125
C1RL	1.46966666666667
PRKRA	0.1115
TLN1	0.3581
RP11-50D16.3	0.664916666666667
MITF	-1.35266666666667
GYS1	-0.14075
LYG1	-0.798
NSMCE4A	0.0662
DNAI1	0.2155
HOXD11	-0.5035
FNBP1L	1.4843
DHX35	-0.35
LCE3E	0.773857142857143
SLC33A1	0.11225
DCLK3	0.0126666666666667
TRIM33	-0.4015
TMCC3	1.54533333333333
FBXO42	0.3455
C1orf27	0.898
C17orf50	0.4345
RNF14	0.5295
SLC4A8	0.141
RAB3IP	1.0617
COX6C	0.657285714285714
PCSK1	-4.0514
SLC13A1	0.4445
ARF6	0.734333333333333
KIAA1009	0.8205
HOXA13	-2.534
HMGN1	-0.04175
CXADR	-0.607666666666667
MGC14436	0.1885
UTF1	0.826
TSC22D1	0.9717
BZRAP1	1.517
PUF60	0.195083333333333
SHC1	0.380625
HOOK3	0.0188
LIMS2	0.404166666666667
BAHCC1	0.408666666666667
CLCC1	0.724833333333333
ENTPD3	5.0575
SMO	-0.71225
PIK3R5	0.254
CDC14A	-1.29433333333333
KRT1	1.8385
ENOX2	0.00983333333333333
FLJ22655	-0.428
FPRL1	0.346
INTS6	0.8185
ZCCHC5	0.439
SMC3	-0.701
C6orf123	0.349
FLJ20160	1.3595
LOC653391	0.422333333333333
GSS	0.04975
NT5M	-0.049
SIX5	0.9315
TAF5	-1.0545
KCNA1	0.1785
ANLN	-3.04133333333333
MGC45491	-0.9239
SSTR2	3.39975
LYPD4	0.49625
TH1L	-0.53825
CHRNA5	-3.6765
PNMA6A	-0.935
FLJ16369	-0.407
