Hybridization REF	TCGA-AO-A03T-01A-21R-A034-07
JAKMIP2	1.789875
C8orf4	1.897
PTHLH	3.0325
SLC40A1	1.62716666666667
OR7D4	0.334833333333333
PCDHB17	0.5265
CD36	3.08828571428571
C6orf203	0.0121
PRKG2	-0.027
LOC400566	1.363
ANAPC13	-0.1125
SLCO3A1	1.94225
ZNF692	-1.549
FANCL	-1.062
SH3GLB1	-0.3505
C12orf61	0.1755
KBTBD6	0.925
SUPT5H	0.445
XRCC6	-0.4369
HUS1B	0.0441
FAM133B	0.303785714285714
LOC728276	0.803
KCTD18	0.33775
SOS2	0.430333333333333
CCDC99	-1.481
C1QTNF5	2.249
NNAT	1.35383333333333
USP16	-0.5055
LARS	-0.842
ZBTB2	0.727125
ABO	0.0918333333333333
TRAF3	-0.222
GALNT5	-0.1535
NAP5	3.380375
ALG14	-0.354666666666667
KIAA0515	0.124153846153846
WDR75	-0.360833333333333
TEX261	-0.454083333333333
LY86	0.05925
LOC389072	-1.272
FLJ13611	-0.51275
MRGPRX2	-0.032
SNRPA	-0.342
OR2G2	0.204
GPRASP2	0.57525
C7orf42	0.1361
C9orf163	-0.0885
CYP11B2	-0.1935
FCRL3	0.836333333333333
PRDX1	0.375
FGB	-6.20233333333333
COX17	1.10516666666667
C16orf33	-0.7645
PIWIL1	-0.0828333333333333
FOLR1	-1.2635
KIAA0082	-0.1115
FREQ	-0.298166666666667
TMCC2	0.613166666666667
TCF12	0.152
ZNF721	0.234
FAM130A2	0.2185
POU4F1	-1.9145
SNRPF	-0.51075
SGIP1	0.608833333333333
ZNF641	-0.807
EMG1	-1.347
PRRG4	2.9625
HIRA	-3.549
MYNN	-0.304166666666667
AEBP2	-1.46225
TBXA2R	0.246833333333333
ISL2	-1.3515
PCDHB11	-0.269
RNF144A	-1.163
MARCH5	-0.4385
DULLARD	-1.05183333333333
DCLRE1B	-1.00383333333333
ITGA8	0.23475
TP73	-0.134125
PRKCD	1.41875
NDUFB4	1.32825
ATP13A4	0.839125
ANTXR2	-1.62433333333333
COL4A3	-0.035
MYO10	-2.3831
SLC6A18	1.0585
PEX1	0.158
TMEM74	-0.8212
RBM19	-0.10475
TAPBP	0.6756
RUNX1	1.357625
MID1	-1.50741666666667
GPR64	-0.966666666666667
RASEF	4.906
GABRG1	0.274714285714286
MYO16	-0.54225
DBF4	-1.52366666666667
TSHZ2	3.65025
RIPK2	0.374125
PPTC7	0.100333333333333
KIF4B	-1.562
LRRC31	0.396375
ZNF540	1.14075
EFNB3	0.375
LOH12CR1	-0.471125
STON2	0.175833333333333
GLP1R	0.5505
CSTF2T	0.302875
IREB2	-1.010625
GRSF1	-0.14325
PDCD7	-0.1885
LRRC43	-0.421
CNR1	0.0533333333333333
IL1F7	0.253
C12orf64	-0.367
FAM69B	-1.42675
NR2E1	-1.61583333333333
MS4A6A	2.6134
FTL	-1.5186
C7orf36	0.7325
PCLO	1.703
DYRK2	0.594583333333333
ARIH2	-0.4735
SAMD7	-0.0405
SCNN1D	-0.46475
SLC32A1	-0.573125
C22orf25	-0.630166666666667
MRPS18A	-0.7291
GPR112	0.643
EARS2	-0.52925
ERN2	0.9805
ATPBD3	0.9845
PRH2	-0.653
CDKN2D	1.20466666666667
PGLYRP2	1.7705
TRIM40	0.254666666666667
SEC14L3	-0.17375
SLC22A1	0.01175
BTN2A3	0.83875
RASA4	1.5805
CCNL2	-0.78175
MYBPC3	0.1615
GJA4	3.43975
CDC42SE1	0.739875
TRPV2	-1.532
MYPN	-3.7108
SIM1	0.1605
CDADC1	0.201833333333333
ZFHX4	0.37875
NIBP	1.86066666666667
ADAMTS19	2.078
ABTB2	-0.21675
TSPYL2	0.062625
EIF2S3	-0.3024
SOX30	0.04775
AP2A1	0.360333333333333
DKFZP564O0523	-0.290166666666667
LOC285398	0.0443333333333333
CDH18	-4.51366666666667
CHL1	0.973625
GATS	-0.00549999999999999
TBC1D2B	-0.151833333333333
OR1J1	-0.098
GSN	1.50016666666667
DPCR1	0.078625
GARNL4	-0.688833333333333
SMARCA5	-0.7015
PLEKHG3	-0.0886666666666667
ZBTB45	1.0525
FRMD6	-0.691833333333333
PLS1	-1.91466666666667
DGKZ	1.24316666666667
EFNA1	-0.1534
WDR85	-1.131
ANK2	-0.587
PAGE4	-0.7755
SENP6	-0.522666666666667
AKR7A2	-0.197666666666667
FKBP10	-1.7325
VEGFC	-1.3045
LARP1	0.4205625
SRBD1	0.27075
ITGB6	1.2985
SLC1A2	1.25938461538462
INVS	-0.361833333333333
MPO	0.30075
MOBKL3	-0.3617
CUTL2	0.432
KLK2	0.294583333333333
VIM	-1.38425
REG1B	0.5146
PCDHGC4	0.6
C3orf34	-0.2105
SUMO3	-1.09816666666667
CST9L	7.49625
MLL4	-1.159
SPR	2.14016666666667
SAMD9L	0.43225
ABCE1	-0.25025
SUPT3H	-1.11633333333333
ACTBL1	2.2725
ADAMTS4	0.613166666666667
SLIT3	3.17675
RHEBL1	-1.7335
NPM2	-0.97
MAN1C1	0.719
KIAA1856	1.47141666666667
HSPA6	1.00975
LOC388152	0.4955
C10orf140	0.5885
ZDHHC12	0.1915
LIN7A	-1.5035
PHC2	0.0908333333333334
SPHK1	-1.09975
TRIM26	0.35
FAM83E	1.323
C18orf24	-0.510166666666667
ZNF578	-0.3235
ORAI1	-0.646
RUVBL1	-0.937583333333333
C7orf20	-0.352333333333333
APAF1	-1.1525
SLC36A4	-1.24333333333333
MYH11	5.38616666666667
NEK1	-0.1262
MPP2	1.940625
C12orf24	-0.6585
TNK2	1.4261875
ZNF289	-1.47275
MATN3	0.338428571428571
IFNGR2	0.0938333333333333
ITPR1	-0.649
EBF3	2.8492
TBC1D20	0.3113
OR10P1	0.64075
DDAH2	2.73475
SHPRH	-0.794125
STX7	-1.436
LOC554248	-2.1165
BCAR1	0.31625
ATXN3	-0.57925
TRIM27	-0.6575
CDC42EP2	0.0345
CHP	0.0540714285714286
SOX17	2.73075
ZNF259	-1.87783333333333
CHCHD1	0.7545
ZDHHC19	-0.096
GBP2	3.4355
GARNL3	1.69725
MRC2	-0.64175
C1orf52	-0.453
AOF2	-1.43666666666667
LRPPRC	-0.738
ACVR1C	0.304166666666667
TM4SF18	1.55066666666667
TMEM169	0.232333333333333
PPP1R16A	0.943625
EBF1	1.83383333333333
RRS1	0.756833333333333
SNX2	-1.01375
OR2T2	0.501
RBX1	0.056
ANKRD54	1.53866666666667
TSNAX	-0.484833333333333
TMEM83	-1.27725
ZBTB7A	2.4385
ATM	-1.72225
LOC338328	2.41616666666667
TIE1	1.38533333333333
HIST1H3G	0.585333333333333
PASD1	-3.6105
TINAG	0.605
PCDHAC2	0.5265
LRRC15	-1.323
WBSCR17	-0.8405
TFF2	-0.0075
PARP2	-0.74275
NDFIP2	-1.185125
PCDHGB2	-0.744
WDR60	-0.17875
MAP7D2	-0.1004
USP45	-2.09325
GSDML	-0.0985
TNS1	-0.2193
PLCD4	2.901
IQCD	1.70316666666667
SMPX	-2.8295
CD9	-0.9455
SRGN	0.405
CASP7	0.373125
INOC1	0.181166666666667
DKFZp451M2119	-1.858125
VMAC	0.9545
USP53	0.0149
CAMK1G	-0.413
TMEM106A	0.728
CDC20	-1.6258
ACSL5	-0.771833333333333
CBWD5	-1.67025
C1orf87	-0.766166666666667
KIAA1274	-0.0425
PRUNE2	-0.789928571428571
LYPLA2	-0.578166666666667
DOK6	-2.31066666666667
GPR149	0.18425
FAM30A	1.72525
TMEM129	1.38775
SLC35B3	-1.218
ACPP	-0.5955
LOC200261	-1.075
SLC4A7	0.814
CCDC40	2.335
GART	-2.22625
THOP1	-0.666
SCARB1	-0.830625
CACNA1F	-0.454
TRIAP1	-0.5925
SYT14L	1.59
SFRS8	1.1535
PBOV1	0.1195
GOLSYN	3.29525
GJB7	-1.823
CAMK2N1	2.88416666666667
GREM1	0.932083333333333
FLJ20433	0.73025
QPCT	-2.603625
PRKAG2	1.0355
H2AFX	-0.37975
C6orf154	2.43775
PLOD3	-0.556
ZBTB39	-0.5925
WASF3	-0.90475
DRG1	-1.39675
PRR4	0.142
SPCS1	-1.222
KDELR3	1.55966666666667
SRP19	0.266
GABRA6	0.3075
MFSD1	-0.08325
MMEL1	2.5105
PDXDC2	0.7103
BUB1	-2.22055555555556
RNF138	-2.193
MYLPF	-0.803
AIF1	0.2745
DYNLRB1	0.7744
HCN3	-0.588833333333333
HIST1H2AI	2.64625
MAP4K5	0.0823333333333333
LASP1	1.407
LOC130951	1.6095
PLAA	1.390625
KRT6A	-1.09
C6orf117	-1.755125
ARHGAP23	-0.2535
PTF1A	1.373
GPHA2	-0.5095
LCE3B	0.17925
MCL1	0.000285714285714284
EHBP1	0.133583333333333
PRNP	-0.5365
ZSCAN1	0.6855
C1orf113	1.19283333333333
FOXA3	-2.6725
NEB	0.197
ASGR1	-4.56733333333333
CTGF	0.933833333333333
RAB17	-0.0826666666666667
MST101	-1.17025
JARID1B	0.9966
USP37	0.1268
PTBP1	-0.516166666666667
PTPN7	-0.5605
CDC7	-1.669
SNX7	-0.78525
ZNF335	0.53625
CPT2	0.468
HEATR1	-1.260125
HSPC152	0.95125
C5orf40	0.08725
PSME1	0.624833333333333
STAG3	-1.71475
TMEM154	1.15166666666667
KLHL32	-0.411833333333333
TSGA10IP	-0.9335
SUV420H2	-0.312666666666667
SF1	-0.45
2'-PDE	-0.4699375
PNLIPRP2	-1.7165
TRSPAP1	-0.26675
NUP210	-1.51683333333333
ANP32C	-2.0015
RAB11B	0.1925
ASB15	0.5955
ITGB3BP	-1.108
UBASH3A	-1.22225
YWHAB	1.72775
TPRX1	-0.05775
LY6G5C	0.03025
SLC7A2	0.104375
CLK1	-0.9522
HSD3B7	0.207166666666667
VDR	2.24575
C16orf74	1.6065
ACE	-0.0355
PSMA2	-0.480333333333333
CCDC131	-0.0208750000000001
ZNF213	0.903166666666667
EML2	0.2395
ALS2CR13	-0.139
GLYATL1	1.241
DSPP	1.1025
DHFRL1	-0.528875
C10orf30	0.398333333333333
SH3RF2	-1.2495
LOC197322	-0.166166666666667
DLL3	-1.344875
TIGD7	0.13375
GFRA3	0.31175
CPA1	0.278166666666667
RTN4	-0.459
PPT2	-0.789166666666667
FASLG	0.710416666666667
FOXP4	0.7995
RPL26	-0.9282
GNL3L	-0.937833333333333
FMR1NB	1.20483333333333
CD163	5.94925
SGPP2	-0.018
GIMAP2	-0.284
CD37	0.8165
DPT	2.0125
NBLA00301	0.89025
RGS5	2.02791666666667
C9orf4	0.5145
ACTL8	-3.22666666666667
PRKAR2B	0.56875
OPLAH	1.40183333333333
C20orf134	2.69925
SPACA5	-0.21225
TBL1X	0.955166666666667
TSPYL3	0.322
CHCHD3	-1.3325
CRKRS	-0.3095
GPR65	2.4695
DFFA	-0.302375
FUT1	2.10225
C6orf204	-0.261
TMEM51	-0.16475
ZNF580	0.84925
CMTM2	0.277
C20orf200	-0.423
EZH1	0.211166666666667
FDX1L	-0.25375
MRPL32	0.46425
PCAF	-1.6301
ALOX15B	2.93066666666667
CD59	0.440666666666667
CDK9	0.339
ERP29	-0.259
TTR	-5.34875
BCMO1	-0.393
DDIT4	-0.8435
PTGDS	3.6745
C3orf63	-0.714
BST2	0.5805
CYP1A2	0.0466666666666667
C5orf25	-0.573
STX1A	-0.220705882352941
OR2A12	-1.0545
SH3BP5L	-0.074
SERINC5	0.509125
USP6	-0.5976
MRPL3	-0.809
POMP	-0.29375
INPP4B	0.11725
GMPPB	-1.60075
EAPP	-0.02425
AHSA1	-2.038
ABCA11	-0.8235
SLC5A6	-0.298333333333333
HIVEP2	0.9435
SUMO2	-0.193375
KIAA1822L	1.09266666666667
C11orf67	1.0425
TXK	-0.322285714285714
PHCA	-0.4935625
ICAM4	-2.1185
FPGS	0.177666666666667
SNRPA1	-0.51475
KCNJ4	-1.528
KIF6	-0.3852
HIST1H2BG	1.60483333333333
SLC5A5	0.5825
ZNF354B	-0.503166666666667
IL12RB2	0.16275
C11orf76	1.394
GAL3ST2	0.266
AIFM2	0.58875
SYNC1	0.987375
UBL3	-0.75675
PIK3CG	-1.202
NLN	-0.853444444444444
BCORL1	1.479
CD5L	0.3165
ZNF238	-1.17516666666667
KIAA1394	-0.8925
C16orf55	1.1228
CYP3A7	-0.88925
KRTAP3-1	-1.785
TFDP1	-1.10733333333333
MND1	-1.5305
NODAL	-0.279833333333333
GTPBP4	-1.80225
TUBGCP2	-0.663
SLITRK5	-0.85075
CIC	1.2365
CD79A	0.708333333333333
SAMD14	1.98783333333333
TNPO3	-1.517
OR10G3	0.406
OR10G8	-0.153
CCDC111	-0.8725
HOXC9	0.915
DCUN1D1	-0.08625
CYB5R1	1.34975
TSR2	0.09625
DAB2IP	1.0203
SLC6A5	-0.3485
RAB3D	1.68575
DCUN1D4	-1.45066666666667
ERBB3	0.908
SDC1	0.74375
ATP6V1H	0.820666666666667
SYK	2.584
ST20	-0.15575
C13orf30	2.7085
WDR40A	0.072
ADMR	0.237
LOC388335	0.8055
ACSM1	0.2585
TDG	0.167083333333333
FLJ11235	1.76075
MRPS5	-1.08566666666667
AGPAT2	-1.08
SLC12A1	1.63025
CYP27A1	-0.1125
THAP7	-0.50325
XPO1	-0.7575
ALMS1L	0.801666666666667
C1orf2	-0.04325
ZNF777	0.638
CAMK2A	0.3485
SMC1B	0.231375
IHPK2	-0.4182
LEMD1	-2.86175
NKD2	0.6446
CLU	0.937714285714286
ARMETL1	-0.1485
PABPC4	-2.10475
CXCL12	1.38716666666667
TFAP2C	1.4717
TTTY8	-0.3645
ABCB10	-1.5909
ENDOD1	0.107
IDI1	-2.8975
KCTD6	0.575
CCDC105	0.4735
ULBP2	-2.05783333333333
ZDHHC5	1.71325
WNT8A	0.24875
COMMD10	-1.22325
KLHL12	-0.035875
GPR50	0.206
NR5A2	0.023875
OXGR1	1.72433333333333
EHD3	1.4245
CAPRIN2	0.32625
KLRC3	-3.11075
SF3B1	-0.0800714285714285
IPO7	-0.617
ALDH1A1	-0.230833333333333
ANKRD5	0.888625
TSNARE1	0.4065
DDEFL1	2.953
RNASEL	0.942333333333333
DNAH9	-0.40125
HELLS	-2.44225
TNS4	3.7075
NAV1	1.644
KIAA1409	-0.05025
C20orf26	2.28466666666667
TUBG1	-1.13825
IRX2	1.88075
CNGA4	-0.2625
MGC50559	0.575166666666667
OR4K17	0.2245
TM2D2	-0.28825
FAM32A	-0.76625
TXNDC14	-0.678
CCBL1	-1.151
ANK1	-2.1422
PRSS23	-3.059125
PPM1L	0.7855
SPATA20	1.54775
APCS	-0.1695
C14orf122	0.6925
PSMB5	0.00950000000000004
C6orf10	0.162222222222222
SETDB2	-0.177333333333333
SPNS3	-0.8045
SGMS2	-0.245
MXD3	-0.215666666666667
MON2	-0.0834
CARTPT	0.4515
HNF4A	-0.8335
RABEP1	0.5967
TNFRSF10B	-1.57225
USH1G	0.738
PPAP2B	-1.86683333333333
TMEM16K	-0.834
CTDSP1	1.1995
CDK5R1	0.224666666666667
GABRR1	-0.334
OPN1LW	-0.1105
FAM98C	1.63275
DBN1	0.089125
ACAD10	-0.732916666666667
QTRTD1	-0.266
WNK3	0.0293333333333333
RPS19	-0.26775
C1QB	3.0295
OTUD5	-0.31725
SLC41A2	1.02283333333333
TMEM22	-3.02566666666667
KHSRP	0.378
TNFRSF11A	-0.038
FBL	-1.1215
IBTK	-0.0425
OXER1	0.097
CBLN4	0.360875
GPR172B	2.5835
CFTR	-0.7955
VSX1	2.167
CAMK1D	1.4685
LOXL3	-1.362
RTP4	1.57225
SLFNL1	0.27375
KIAA0828	0.511625
PAR5	0.481
LOC723972	-1.9985
GDI2	-0.6605
CEBPA	1.0542
MLF2	0.117
AFMID	-1.5115
ALOX12B	0.7705
BPHL	-0.603875
COX5B	0.6215
S100A10	0.0259
THOC6	-0.483
NHN1	0.685
RRP12	-0.871666666666667
ARID3B	-2.32425
CD3G	-1.16966666666667
KIAA0133	-1.0175
NAT11	-1.08166666666667
PPAT	0.124166666666667
SIRT3	-0.4124
TCERG1L	-1.55525
NIPA1	-1.7484
DPP8	-0.284
IL7R	1.471
ZFP64	-0.0140833333333333
DMAP1	-0.0453
TRMT12	0.877
TLR4	0.7948
WFIKKN2	0.2945
RAB12	-0.0918333333333333
DDX51	-0.39
KIAA1086	-2.551
ZNF295	-0.393666666666667
ACVR2B	-1.36171428571429
LOC494150	-1.106
ZNF517	0.1915
DNASE1L2	-1.018
SUFU	0.283833333333333
LOC283677	0.605
LMO3	1.1295
PPP2R5D	-0.108166666666667
ZNF587	1.5995
HIST4H4	0.87875
CYP2C8	-0.07475
C1orf80	-0.254333333333333
DOCK5	-0.520333333333333
C9orf24	4.424
OR5AR1	-0.3315
C11orf24	0.21225
UNQ1940	-0.4005
CAP2	1.412
TIMM44	-1.07875
DSEL	-1.5881
ROM1	3.549
FBXO4	-1.23025
MYLC2PL	-1.7335
MLH3	-0.3933
NOX1	-0.137166666666667
DPEP2	0.87275
DNAJB5	-0.032
RLTPR	0.696
MBIP	-1.36483333333333
COPB1	-0.735333333333333
SFTPA1B	-0.6255
C10orf4	-0.5087
PRELID1	-0.87325
NOLA1	-0.395
C19orf24	1.04475
TLR9	-1.063
HLA-DMA	3.8765
HCRP1	-0.286
GPR137	-0.0685
ITGA11	-1.697
PHF13	-0.188
MARK4	1.34983333333333
METTL4	-1.38875
MBD3	-0.1284
LOC134145	-0.2685
FGF3	0.3725
SLC35A3	-0.19725
CLEC16A	0.4195
AMOTL1	-0.549583333333333
FLJ31438	-0.97525
PAICS	-0.856375
TOMM40L	-0.124333333333333
MMD	-0.61175
KLK10	1.3678
NIT2	0.322
SERPINB10	1.11225
KLF15	-0.6951
CCDC5	-0.76875
WSB2	-0.885125
ME3	-0.326625
CACYBP	-0.970583333333333
TCTN2	-0.0745
JAK1	1.26125
C2orf25	-1.28475
GPD2	1.52225
FBXL11	0.0685
CDV3	0.300166666666667
GALNT11	0.335875
NDUFA12L	-0.2227
FLOT1	-0.240428571428571
TOR1AIP2	-0.19325
MMP25	3.4945
C1orf164	-0.1998
CHST5	0.806
LYRM4	-0.63305
GPER	1.0035
HIPK2	2.96875
DAP	-0.2126
ZMIZ1	0.244333333333333
DDX58	2.609875
DCC1	-1.952
AKT1	-1.175375
ENPP6	1.01116666666667
ERVWE1	-0.451
CDC34	-0.0355
RNF125	-1.61925
CASC1	1.847
SHROOM2	1.5975
RRM2B	1.501
COL6A3	1.36971428571429
TMEFF1	-2.62175
PLEKHA4	1.3266
LYSMD1	0.630333333333333
SEPT1	-0.132
AOF1	-0.65275
GNPAT	-0.6755
WDR18	-0.4335
HSD17B12	-0.3205
HIST1H2BM	1.5665
INDOL1	0.3105
SUDS3	0.95
C1orf192	0.3825
CYP2B6	-0.05075
TBC1D2	0.678
SLC25A12	-1.11225
ERCC6L	-1.3255
MGC10814	-0.870333333333333
POLR2C	-0.6875
ZNF77	-0.4315
EIF3K	-0.316
HPX	1.474
ANKRD27	-0.304875
MALAT1	1.438375
PLB1	0.655166666666667
HRNBP3	-1.479875
CPSF4	-0.8245
OR52N2	0.5725
PIP5KL1	0.57175
GH1	0.06
HPS5	-0.58225
SLFN5	0.734
POP5	-0.744666666666666
OVOS2	-1.41933333333333
C20orf108	0.323
MARS	-2.41875
CLRN3	1.46366666666667
ARSE	-2.28283333333333
PPIE	-0.899333333333333
PHACS	-0.209666666666667
GP5	-0.191
IL8RB	1.44233333333333
FCRLA	-1.225
ARRDC1	1.0194
KRTAP9-4	0.063
ZNF613	0.3495
OR11A1	0.631
TMEM132B	-1.93228571428571
PGLS	0.81775
BSND	-2.12933333333333
KCNK18	0.1755
FOXD4	-0.14125
SV2C	0.026
LCN2	1.05
ZNF490	-0.1823
C3orf15	2.6924
CACNA2D4	-1.82833333333333
CBX5	0.56825
MAGEB4	0.458
BOLA1	0.75675
PPP2R5E	0.275
COL5A1	0.519
ASB7	0.626666666666667
SFT2D1	-1.4265
DERL1	1.7159
RABL2A	0.795666666666667
MOAP1	-1.526
KIAA1545	1.4505
F3	1.9065
PLEKHM2	-1.0695
CCDC89	0.357833333333333
EFCAB1	1.807375
TMEM48	-1.85325
SEPHS2	0.2845
PYGM	-0.7295
PRICKLE1	1.06625
WNT5B	-0.00775000000000001
TAS2R38	0.7245
IMP5	-0.43375
KHDRBS1	0.229
LARS2	-1.3205
C3orf28	0.2465
FTCD	-3.043
C10orf68	1.09316666666667
DGAT2L3	-0.35425
PSEN1	-1.10408333333333
MGC33657	0.355333333333333
PLA2G4B	0.948666666666667
CDKN2A	-0.981833333333333
DLX1	-2.304
TSHB	0.8965
C18orf37	-0.13525
MEX3C	-0.15175
MAMDC2	0.9305
PDIA4	-0.319583333333333
ATP5E	1.054
CASP2	0.0682857142857143
SERBP1	-0.251346153846154
ZNF341	-0.270333333333333
TESC	-0.30225
TMEM31	-0.11125
OR51I2	0.207
YTHDC1	0.368214285714286
JUN	2.781
AGMAT	-2.239
PCNXL2	0.99225
ATAD5	-1.4545
STK38	-1.00875
AZI1	0.59525
RBP1	3.9385
C4orf26	-1.50925
KIAA1026	2.662
TMEM101	1.70075
HSFX1	0.8405
TREX1	1.8135
C18orf10	-0.7529
TRIM15	-3.162
CA6	1.05357142857143
CEP57	-1.968125
AR	3.07533333333333
SESN2	0.00866666666666666
KIF3C	1.3435
EPB41L5	-0.272625
ARHGEF10	-0.697318181818182
POLR3D	-0.842625
INDO	0.805
GABRA3	-0.096
SCG5	-1.2936
E2F3	-0.9863
TIGD5	1.5485
FGD6	0.344666666666667
KLHL3	0.2245
SCGB3A2	-1.139
URP2	-0.410333333333333
ATP6V1B1	3.1325
CALML6	0.234
LOC100049076	0.4765
TMF1	-0.3095
LOC388503	0.264
CDH5	2.46
RPS6KC1	0.9175
DAAM1	1.5748
TNFRSF10D	-0.525666666666667
GSTT1	-2.1059
INPP5A	-0.9145
TRAF3IP1	1.1652
SMARCE1	0.0622857142857143
VRK1	-1.927
TTC16	1.94825
AARS	-0.747833333333333
ARHGAP27	-0.531833333333333
ZAK	-1.17942857142857
ACSM2B	-2.438
TRAP1	-1.46566666666667
MRPL53	0.232125
RNF44	-0.37325
NPTXR	1.883
DPYSL3	-0.5785
APP	0.7619
GLS2	0.4785
MNX1	-2.93616666666667
CMTM7	0.1325
OR10A7	-0.528
NYD-SP21	2.28983333333333
ORC5L	-1.50725
SLC16A10	-3.047875
TMEM178	-0.499
LOC441601	-3.72875
PTGIS	0.05525
KBTBD7	0.18675
C19orf41	0.01375
CEACAM3	0.601333333333333
KRT23	0.21425
SERHL	0.355
PNKD	0.1665
UBC	0.586
ATRN	-0.8145
HAPLN1	-2.88033333333333
RANGAP1	-1.0985
C10orf26	0.233833333333333
KCNA7	-0.667
SRY	-0.571
LOC376693	-1.04075
HIST1H2BF	1.94375
CDCA8	-1.169
MLC1	-1.2535
TNIP3	0.604
OR4D1	0.6805
IFT52	-0.829
GOLT1A	1.47083333333333
UTP20	1.16125
RP3-402G11.5	-0.255
PRSS33	-0.993
PMPCA	-0.97175
APOB48R	1.32166666666667
GLTP	0.91075
MPL	0.1385
C9orf78	-0.1975
ADAM12	-0.7175
CSPG4	-1.478
LOC144305	-0.4955
KRTAP4-10	0.7436
PAK1	-1.44875
ADCY7	-1.4635
TAS2R43	-0.261
FRAS1	-1.66642857142857
PPP1R14A	2.15333333333333
OR2B6	-1.17866666666667
ATP13A1	0.113666666666667
SIDT1	2.72675
C1RL	1.04933333333333
PRKRA	-0.2285
TLN1	-0.2046
RP11-50D16.3	-0.88325
MITF	-2.45008333333333
GYS1	-0.02225
LYG1	-0.853
NSMCE4A	-0.9641
DNAI1	1.808
HOXD11	-1.4895
FNBP1L	2.2324
DHX35	-0.886
LCE3E	0.95075
SLC33A1	-0.24175
DCLK3	0.157666666666667
TRIM33	0.0235
TMCC3	1.17566666666667
FBXO42	0.922166666666667
C1orf27	-0.34
C17orf50	0.674
RNF14	0.0944166666666666
SLC4A8	1.56725
RAB3IP	0.3767
COX6C	4.85071428571429
PCSK1	1.9411
SLC13A1	0.0242857142857143
ARF6	1.028
KIAA1009	-0.6195
HOXA13	-2.18475
HMGN1	-1.611
CXADR	-2.25341666666667
MGC14436	0.532
UTF1	1.873
TSC22D1	-0.2896
BZRAP1	2.63383333333333
PUF60	0.577166666666667
SHC1	0.28325
HOOK3	0.9503
LIMS2	1.33733333333333
BAHCC1	-0.166333333333333
CLCC1	0.381166666666667
ENTPD3	0.513333333333333
SMO	-0.8045
PIK3R5	2.3485
CDC14A	1.38466666666667
KRT1	0.55875
ENOX2	0.5115
FLJ22655	1.02025
FPRL1	-0.0395
INTS6	0.5705
ZCCHC5	0.906
SMC3	-1.7785
C6orf123	2.8245
FLJ20160	3.274
LOC653391	1.335
GSS	-0.12775
NT5M	0.764
SIX5	-0.08675
TAF5	-2.0975
KCNA1	0.714166666666667
ANLN	-1.98233333333333
MGC45491	-0.8265
SSTR2	4.616
LYPD4	0.10525
TH1L	-0.667
CHRNA5	-1.9505
PNMA6A	-1.68675
FLJ16369	0.0315
DLX2	-1.5237
C6orf108	0.748583333333333
ALDH3A2	0.187166666666667
CLEC1B	0.417
LEPREL2	0.2675
FOXJ1	0.8088
OR1D4	0.3105
PPIL4	-1.0155
MTRR	-1.76275
SLC27A3	1.11833333333333
HTR7	-0.431333333333333
MIB2	0.216375
BHMT	-0.756833333333333
A2ML1	1.224
MSMB	2.77825
KIAA1383	0.871625
TRUB2	0.41775
PF4	-0.0955
IL1F5	0.3352
LRRC37B2	0.53925
IPO4	-0.63175
FIGF	2.44225
QDPR	0.92125
ZNF598	-1.33575
BOP1	-0.037
MAPK12	-2.49666666666667
POLR1E	-1.495375
CEECAM1	-1.01083333333333
INSRR	0.3182
SIPA1	1.3315
ULK4	-0.25
BTN3A1	0.2926
FABP5	-1.0348
KBTBD3	-0.240833333333333
SORT1	-0.255833333333333
YWHAQ	-0.9645625
LRIT1	0.186
KIAA1704	-1.0411
MEIS2	-0.9321
ENOSF1	-0.515833333333333
PCDH7	-0.0823571428571429
FZD9	-1.239
RPLP1	0.372
ZNF75A	-0.20675
P4HA3	1.264625
NKX6-1	0.00600000000000001
CTA-216E10.6	-0.513333333333333
IFT140	2.35675
DENND1A	0.133083333333333
ALCAM	1.7796
ABHD2	0.481772727272727
QPRT	-1.227
TRAM1	0.266857142857143
ATP1B4	0.19325
NUP37	-2.1175
SAA3P	-0.8665
SLC22A6	-0.68975
KIAA0265	0.424875
ZNF41	-0.8045
ADAM19	0.2624
ERAF	-0.1515
DEFB119	0.7729
DNMT3B	-3.60933333333333
SNF1LK2	-0.83975
MGC24039	-1.90883333333333
TAS2R48	-1.16083333333333
PNLDC1	0.0555
ADAMTS16	0.202571428571429
TMEM92	-1.83
CCT8	-0.573
POGZ	0.425
N-PAC	0.483
GUCA1B	-1.25533333333333
ZZEF1	0.229
OR2C3	-0.08425
ZNF334	0.176333333333333
RANBP6	-1.27
LDHB	-1.946
BAMBI	-0.629
RAB5B	1.052
FOXB1	1.91575
MRPS12	0.05225
MRGPRF	0.7055
CRIPT	-0.4735
CYP2D7P1	0.126
RYR1	0.207375
NDUFA2	1.52875
TRIP12	-1.35016666666667
KCNE3	1.495
MOBKL2B	-0.3549
MIOX	-0.51375
ACOT7	0.106
FGF6	0.596
RASSF5	-0.6647
ATAD3B	-1.02016666666667
IKZF3	0.4625
H3F3B	0.370357142857143
C6orf91	1.659
SEC11C	0.20575
TMEM14C	-1.04325
KIAA1632	-0.3345
SLC38A4	-0.94625
FGFR3	-0.241916666666667
HES7	2.06525
HINT3	-1.74625
ARIH1	-1.924
FLJ35880	-0.77
C1orf129	-1.282
POU6F1	-0.0455
RPL32	-0.7955
BBS1	1.57166666666667
RGPD5	-0.399
SULT1C2	-1.095
