Hybridization REF	TCGA-AR-A0TQ-01A-11R-A084-07
ABHD10	-0.0057
GDPD2	-1.26975
SLC35C1	-0.1815
UBE2A	-0.079375
HERC5	1.26366666666667
FAM112B	-4.48216666666667
FBXL16	0.459
DKFZP434A0131	-0.83625
ELA3A	-2.391
RBM41	-1.190625
HAO2	0.40875
RNH1	0.369125
SHANK2	1.57033333333333
OSBP2	-1.1085
DAK	0.652
C3orf58	0.48225
TCL1B	-0.911
KBTBD2	-0.371125
SUGT1L1	0.4755
UBE2E2	1.06083333333333
MYL9	1.74425
CDC23	0.0371666666666667
PBXIP1	1.1097
CXorf40B	1.3785
NBL1	1.5475
RTBDN	0.1665
RAB11FIP5	-0.314875
TTTY13	0.827
SCOTIN	0.991
SOHLH1	-0.386333333333333
CDKN1A	0.148357142857143
NCK1	-0.056
ZNF550	-0.6205
SAPS3	0.581
SPIN3	-0.0316666666666667
MAGEE2	0.2595
MIS12	0.175833333333333
OR8H2	-0.034
KIAA0774	-1.37483333333333
UNC5D	-1.94
CUL7	-0.174333333333333
LIPC	-3.52066666666667
DIO1	-2.5095
C20orf11	1.5926
CTRL	-0.46975
HS3ST2	3.65725
PAK4	1.16516666666667
CCRL1	2.1475
RNF10	0.512125
ZNF567	-0.023
ZNF660	-1.546
TCEAL3	1.20875
MAGOH	-0.811166666666667
CENPB	0.283666666666667
C19orf7	0.700625
LOC388965	-0.3955
ZCCHC13	-0.7505
JMJD1A	-0.8833
HIST1H4H	1.4175
TBRG1	-0.3822
GPC3	-3.62975
TAF1C	-0.099375
EBNA1BP2	-0.618333333333333
CIAPIN1	-0.01825
PDGFRA	-0.191611111111111
CSTB	-0.397125
CENPI	-1.16116666666667
GTF2E2	-0.245
RPP21	-0.08475
CCNF	-0.217666666666667
KCNQ3	0.6885
FAM79A	0.4765
SLC22A12	0.4085
NOVA1	0.465833333333333
FZD3	0.47
AKAP8	-0.4735
SOCS5	-0.330125
CFDP1	-0.27375
DLG5	1.3285
PGM5	1.11808333333333
C1orf144	0.358416666666667
HDAC10	-0.378
RND2	-1.392
C20orf199	0.32275
RNMT	-0.7245
SLURP1	0.526125
ASTN1	0.12125
SH3BGR	-0.33275
MYCL1	-0.74725
ZHX1	-0.463166666666667
CENPK	-1.45
FOSB	1.7986
LOC643406	0.0775
C2orf59	-1.142125
TMEM135	0.711125
SLC27A2	-1.3575
KRT33A	3.026
OVOL1	1.085125
PAMCI	-2.90583333333333
S100A7	-1.372
ZNF789	-2.027
HARS2	0.64975
RPL23A	-0.619166666666667
TCF23	0.304
UPF3B	-1.830125
C17orf78	-0.2795
HLA-DOB	0.894833333333333
C14orf142	0.148833333333333
TEKT5	1.33466666666667
DMWD	0.484
POLD1	-1.15816666666667
GSCL	0.109
CALD1	-0.4592
SCRT1	0.0188333333333333
AIG1	0.73025
UNC84B	-0.02975
ZNF404	-0.54775
TMED6	-2.89125
KIAA1462	0.407
LRRC27	1.161
PYGO1	-0.2535
PIGU	0.0796666666666667
ALAS2	-3.76533333333333
WRNIP1	-0.025125
CNNM3	1.0165
ZNF2	0.434
ST3GAL5	0.483666666666667
MRPL23	-0.1265
TSSK6	-0.19025
PSMA6	0.952
C16orf70	0.383
KIAA1602	0.391
ALMS1	-0.2055
DCN	2.267125
TMEM132D	-0.7135
SUCLG2	0.90725
ABHD14A	0.4015
DEXI	-0.414333333333333
AMPD2	-1.80683333333333
IFNAR2	-0.327
CYB5A	1.3565
TLOC1	0.3762
NXF5	-0.690166666666667
NRBF2	-0.200375
KCTD3	-0.15075
ITGAE	-0.504666666666667
SLC30A3	-1.72583333333333
ZRF1	-0.9995
IFRD2	-0.1265
XAB1	-0.2
PYCR2	-0.6735
SERPINB3	-4.952
TMLHE	0.1526
GEFT	-1.632375
ABCA5	0.410375
EMR4	0.244666666666667
TSFM	0.6585
HIST3H2BB	0.75675
ARHGEF19	0.6925
TSPAN17	0.109333333333333
ABCC8	2.15525
MAP1S	-0.059
C22orf36	0.93025
BNC2	-0.423642857142857
HIST1H4A	-0.67475
NDUFS3	0.269833333333333
WDR3	-1.296
XKR4	-0.18025
TTC33	-0.248785714285714
STMN2	3.77575
CPN2	-0.6655
HSPC105	1.777
PCOLCE2	-2.82775
C3orf55	0.427
KLHDC9	1.31966666666667
TBC1D23	0.074
ATXN2L	-0.781583333333333
MAP2K3	0.08475
SCAP	-0.22975
ZNF486	0.503
C20orf96	-0.93775
NARS	-0.0455
ADAMTSL1	-0.850928571428571
PRCC	-0.134166666666667
CCDC126	1.07425
ZNF675	0.0645
CALCOCO1	0.3285
ANKRD43	1.26775
CWF19L2	-0.00466666666666667
ZBTB32	1.60883333333333
BRAF	0.97575
ODF4	0.40025
MGC14376	0.572166666666667
HORMAD1	-2.02916666666667
AAK1	-0.107583333333333
PEBP1	0.656333333333333
TNFSF5IP1	0.2455
DKFZp564N2472	0.29
RMND1	0.438875
IGKV1-5	4.76975
COL1A2	1.8385
SERPINA5	1.105375
AANAT	0.7095
C19orf21	1.35116666666667
GEMIN5	-0.661
UBR4	-0.4145
LTBP3	0.23
AMHR2	-2.37
PROCR	-1.741
MYBBP1A	-0.43275
C20orf39	-1.09733333333333
ZNF697	-0.438375
PASK	0.298
ZNF776	0.467833333333333
RFXDC2	-0.30525
KIAA0467	-0.0355
C10orf96	-1.8355
ZNF503	-2.056
GULP1	0.879666666666667
KCNE4	-0.6595
DKFZp434K191	-1.1245
LOC196913	-0.0205
BHLHB4	0.647
CH25H	0.8785
LOC81691	-0.243666666666667
ALPL	0.489571428571429
COL12A1	1.040125
FOLR3	-1.62116666666667
GPR123	-0.196375
TRIM62	0.424571428571429
ABLIM1	0.0886666666666667
MAST3	-0.433
RHBDD1	0.5
LOC338809	-0.329
RYBP	0.30075
TTC26	-0.443
ZNF22	0.0251666666666667
ISCA2	0.28325
RDM1	-1.2895
PIGM	0.5405
GNB3	-1.1325
ACTR2	0.394
HMGB1	0.3516
EDG1	3.31433333333333
SOAT2	-2.5475
OR10AD1	-0.103
RAP1GDS1	0.454583333333333
LCE1F	0.117
ESM1	-1.139625
RCN3	1.888
CREBL1	-0.47675
DBNL	0.2595
PTGER3	0.868
USP30	0.765333333333333
BCL2L12	-0.455833333333333
KIF26B	1.26325
ZNF416	0.07475
ZNF225	0.1375
C17orf70	0.7295
ZNF554	-0.436
RAE1	1.49483333333333
TNIK	-0.254166666666667
ACTN3	-0.014
MGC45922	0.7075
CCNA1	0.0948333333333333
RYK	-0.0946666666666667
IL26	-0.071
LRP3	0.822833333333333
QARS	-0.06775
SOX7	0.613071428571429
BID	-0.104875
OR2S2	-0.192
CXCL14	3.11075
C11orf47	-0.1325
MGC29891	-0.3015
HSPB8	3.2988
PRDM14	-1.5415
NUFIP2	0.62075
MNAT1	-0.1285
ZDHHC2	0.0759166666666667
MBNL2	-0.23375
ADD3	-1.083875
CSNK2A1P	-0.8605
KLK6	-1.43233333333333
TMEM111	0.21
KIAA1279	1.06725
NUBP2	0.505333333333333
RAB42	-0.6265
ID3	-0.6988
TM9SF1	1.8035
MDP-1	1.45875
POU4F2	0.4345
IQCK	0.323
C16orf14	-0.5145
CAPN3	-1.343875
FAM43B	0.11525
RECQL	-0.7355
AP1G1	1.06735714285714
CTNNBL1	-0.014
ECHDC1	-0.1705
SMARCC1	-0.3674
FOXQ1	-2.14675
GNAI3	-0.225833333333333
POLG2	-0.18725
CD4	1.377375
ITLN1	0.776
EBI2	5.25275
IRF1	0.709
PTPRE	1.2207
PTK2B	-0.17625
NXNL2	-1.3825
SOX4	-0.118666666666667
TSPAN3	-0.8675
SH2D1A	-0.9055
C8orf58	-0.612833333333333
USP20	-0.82925
DUSP22	-1.16941666666667
CALB1	-1.99233333333333
L3MBTL2	0.985833333333333
MCRS1	0.06825
TMEM118	-1.04233333333333
C18orf8	0.722833333333333
FLJ10241	0.792375
GJA12	0.44825
PKD1	-0.399833333333333
ZFP3	0.444
JAM3	-1.103625
LAPTM4A	1.1041
DIRC2	0.07675
KIAA2022	0.652166666666667
MYOM1	0.107
TRPM8	-1.993
MOP-1	0.984
PHKG2	0.23225
ZNF650	0.5
KIAA1522	0.79175
PSG8	0.8645
DDX19B	0.6225
MOBKL1B	0.30925
DIAPH2	-1.035
PTPN12	-0.105
CLN8	-0.4522
CRYZL1	-0.538833333333333
CRY2	0.265083333333333
FCGR2B	4.20916666666667
PNPLA4	0.92375
ZNF454	-0.5955
DKFZp434B1231	-0.031
CLDN11	0.3595
RFWD2	-0.2345
CIB2	0.126833333333333
MXRA8	2.4225
HRK	0.4725
MAML2	-0.22375
C4orf31	-1.18125
C6orf192	-0.81275
COG6	0.650875
FAM5B	-0.2845
NFATC1	1.0459
SEPT10	-0.6345
SCYL1	0.00389999999999998
RPP40	-1.0095
SCOC	0.1553
KIAA1450	0.22375
CTDSPL2	0.001
TBX5	1.01783333333333
NAPG	0.08275
RHD	-3.675
C14orf45	1.56033333333333
ZBTB22	0.885
PLCG1	-0.324
ANKRD10	-0.9485
AQP7P2	0.5695
TAGLN2	0.223166666666667
HTR2C	-1.13
SLC16A7	-0.565333333333333
C17orf83	-0.14175
TSGA14	-0.366916666666667
MDH1	-0.02225
PPP3R2	0.340666666666667
DCBLD2	-1.88514285714286
RBM33	-0.653375
DPH3	-1.42725
SYT10	-0.897333333333333
FMO4	1.545125
THYN1	-0.72875
DRD5	-1.967
OTOR	0.7235
PGRMC2	0.2568
KATNAL1	-0.625875
PAQR6	-2.36425
UBE2I	-0.404
C14orf28	0.592
C8orf70	0.79575
FLYWCH1	-0.664875
ANGPTL3	-0.5215
GLRX2	0.268666666666667
ATP11A	-0.126857142857143
ARL5B	0.788125
MUC16	0.382
SLC25A5	-0.6085
ACRC	-0.48375
MYO1C	0.533875
FAM89B	0.719333333333333
FAS	0.357375
KIFAP3	0.24525
GLRA2	0.5105
BTN3A2	0.6096
CNKSR3	-1.08625
CSTF3	-0.307833333333333
ARPM1	-0.21675
KIAA1530	-0.416
C9orf150	0.627666666666667
PRKCI	0.516
tcag7.1015	-0.3675
SOD3	-0.187
ZNF574	0.61575
CYP21A2	-0.186
RPL12	-0.5095
COMMD2	-0.75925
WIZ	-0.302
LOC344405	-0.59575
ALDH4A1	0.274588235294118
CRYAB	1.56975
COPA	0.159266666666667
PCDHGA7	0.7335
KIF11	-0.438333333333333
RASD2	0.6215
SLC26A3	-0.308
ZNF175	0.3475
JAKMIP2	-1.663375
C8orf4	0.239
PTHLH	0.22825
SLC40A1	1.70166666666667
OR7D4	0.58
PCDHB17	-0.349
CD36	3.689
C6orf203	0.1202
PRKG2	-0.243
LOC400566	1.53725
ANAPC13	-0.0865
SLCO3A1	-0.41825
ZNF692	-2.0685
FANCL	-0.76
SH3GLB1	0.298
C12orf61	-0.4925
KBTBD6	-0.1635
SUPT5H	0.395625
XRCC6	0.1356
HUS1B	-0.6568
FAM133B	-0.179214285714286
LOC728276	-0.0885
KCTD18	0.63275
SOS2	0.3005
CCDC99	-1.50525
C1QTNF5	2.545
NNAT	0.664
USP16	0.466
LARS	-1.229375
ZBTB2	0.190375
ABO	-0.096
TRAF3	-0.06475
GALNT5	-3.1005
NAP5	0.371625
ALG14	0.108666666666667
KIAA0515	-0.243769230769231
WDR75	-1.14983333333333
TEX261	0.179833333333333
LY86	0.65875
LOC389072	-0.63
FLJ13611	0.22775
MRGPRX2	0.028
SNRPA	-0.65125
OR2G2	0.3235
GPRASP2	0.433
C7orf42	0.0715
C9orf163	-0.397
CYP11B2	0.6265
FCRL3	1.86383333333333
PRDX1	-0.4075
FGB	-5.5515
COX17	0.333
C16orf33	0.38475
PIWIL1	-0.156833333333333
FOLR1	-2.32966666666667
KIAA0082	0.22
FREQ	-1.06933333333333
TMCC2	-1.24666666666667
TCF12	-0.279583333333333
ZNF721	0.29575
FAM130A2	0.40375
POU4F1	-2.4255
SNRPF	-0.90575
SGIP1	0.963833333333333
ZNF641	0.932666666666667
EMG1	0.162625
PRRG4	1.129
HIRA	-2.699
MYNN	0.361833333333333
AEBP2	-0.2725
TBXA2R	0.102666666666667
ISL2	-0.417166666666667
PCDHB11	-0.364
RNF144A	-0.6395
MARCH5	0.35975
DULLARD	0.009
DCLRE1B	-1.007
ITGA8	-0.315
TP73	0.27925
PRKCD	2.24675
NDUFB4	-0.33475
ATP13A4	1.076375
ANTXR2	-0.607
COL4A3	-0.535833333333333
MYO10	-1.7995
SLC6A18	0.626
PEX1	-0.1045
TMEM74	-1.56016666666667
RBM19	0.45875
TAPBP	1.00145
RUNX1	-0.00650000000000009
MID1	-2.07366666666667
GPR64	-1.05866666666667
RASEF	3.93225
GABRG1	-0.11925
MYO16	-0.67875
DBF4	-1.169
TSHZ2	2.94225
RIPK2	0.282375
PPTC7	-0.124
KIF4B	-0.1635
LRRC31	0.493375
ZNF540	0.43675
EFNB3	0.164166666666667
LOH12CR1	-0.123
STON2	-0.141166666666667
GLP1R	0.247
CSTF2T	-0.19525
IREB2	-0.49825
GRSF1	0.15425
PDCD7	-0.891833333333333
LRRC43	-0.3185
CNR1	0.815333333333333
IL1F7	-0.541
C12orf64	0.675
FAM69B	-0.8875
NR2E1	-2.33216666666667
MS4A6A	2.8622
FTL	-0.1581
C7orf36	-0.4665
PCLO	1.8515
DYRK2	0.57375
ARIH2	-0.039125
SAMD7	0.395
SCNN1D	-1.182
SLC32A1	-0.474625
C22orf25	0.341833333333333
MRPS18A	0.2225
GPR112	0.9555
EARS2	-0.182
ERN2	0.7155
ATPBD3	0.508
PRH2	0.348
CDKN2D	-0.348666666666667
PGLYRP2	0.35125
TRIM40	-0.114
SEC14L3	0.126666666666667
SLC22A1	0.1105
BTN2A3	-0.28725
RASA4	0.39925
CCNL2	-0.689833333333333
MYBPC3	0.2635
GJA4	2.83175
CDC42SE1	0.66
TRPV2	-0.7175
MYPN	-3.6393
SIM1	-0.0595
CDADC1	0.0856666666666667
ZFHX4	1.72225
NIBP	1.38216666666667
ADAMTS19	1.446
ABTB2	-0.642
TSPYL2	-0.3635
EIF2S3	-1.5104
SOX30	-0.0615
AP2A1	0.124166666666667
DKFZP564O0523	0.307
LOC285398	0.0515
CDH18	-4.65675
CHL1	0.773375
GATS	-0.2407
TBC1D2B	0.407666666666667
OR1J1	-0.71
GSN	1.73716666666667
DPCR1	0.305
GARNL4	-0.305166666666667
SMARCA5	-0.075
PLEKHG3	1.19683333333333
ZBTB45	1.0215
FRMD6	-0.740666666666667
PLS1	0.688333333333333
DGKZ	0.540833333333333
EFNA1	0.6678
WDR85	-0.5485
ANK2	0.3675
PAGE4	-0.724833333333333
SENP6	0.242166666666667
AKR7A2	0.719833333333333
FKBP10	-2.03125
VEGFC	-1.60266666666667
LARP1	0.199375
SRBD1	-0.0105
ITGB6	0.44275
SLC1A2	-0.0182857142857143
INVS	-0.556
MPO	0.422
MOBKL3	0.0275
CUTL2	-0.4055
KLK2	-0.200416666666667
VIM	-0.783
REG1B	0.0506666666666667
PCDHGC4	0.65725
C3orf34	-1.39583333333333
SUMO3	-0.0316666666666667
CST9L	6.228
MLL4	0.211
SPR	1.48333333333333
SAMD9L	0.90525
ABCE1	-0.464
SUPT3H	-0.682833333333333
ACTBL1	-0.27175
ADAMTS4	0.942
SLIT3	2.58675
RHEBL1	-1.1715
NPM2	-1.82475
MAN1C1	0.747125
KIAA1856	0.555583333333333
HSPA6	1.1115
LOC388152	-0.9875
C10orf140	-0.5065
ZDHHC12	0.3735
LIN7A	3.0571
PHC2	-0.018
SPHK1	0.04125
TRIM26	0.798875
FAM83E	2.7725
C18orf24	-0.657
ZNF578	0.736333333333333
ORAI1	-0.28125
RUVBL1	-0.459916666666667
C7orf20	-0.0875
APAF1	-0.573
SLC36A4	-0.570333333333333
MYH11	4.016
NEK1	0.1339
MPP2	0.089625
C12orf24	-2.00475
TNK2	0.5199375
ZNF289	0.1425
MATN3	-0.789714285714286
IFNGR2	0.481666666666667
ITPR1	0.4895
EBF3	2.9668
TBC1D20	0.3041
OR10P1	0.42225
DDAH2	0.532
SHPRH	-0.655125
STX7	-0.06
LOC554248	-2.6195
BCAR1	0.29375
ATXN3	0.0653333333333333
TRIM27	0.45975
CDC42EP2	0.3335
CHP	0.109
SOX17	2.090375
ZNF259	0.0456666666666667
CHCHD1	0.26675
ZDHHC19	-0.0945
GBP2	2.5065
GARNL3	0.3615
MRC2	0.01825
C1orf52	-0.51325
AOF2	-0.965833333333333
LRPPRC	-0.4175
ACVR1C	-0.2245
TM4SF18	2.63833333333333
TMEM169	-0.461666666666667
PPP1R16A	0.507625
EBF1	0.888
RRS1	-0.0291666666666667
SNX2	0.00349999999999999
OR2T2	-0.0925
RBX1	-0.071
ANKRD54	0.5895
TSNAX	-0.136666666666667
TMEM83	-1.994
ZBTB7A	0.7815
ATM	-1.284
LOC338328	2.35566666666667
TIE1	1.373
HIST1H3G	1.1935
PASD1	-4.52433333333333
TINAG	0.32175
PCDHAC2	0.564
LRRC15	-0.768125
WBSCR17	-0.9305
TFF2	-0.156
PARP2	0.75825
NDFIP2	0.274375
PCDHGB2	-0.5485
WDR60	0.15775
MAP7D2	-2.0476
USP45	-1.71175
GSDML	0.4795
TNS1	0.0317000000000001
PLCD4	0.01775
IQCD	1.42466666666667
SMPX	-1.823
CD9	1.04716666666667
SRGN	1.68775
CASP7	1.614625
INOC1	0.382833333333333
DKFZp451M2119	-0.930375
VMAC	1.113
USP53	0.3299
CAMK1G	-0.073375
TMEM106A	0.023
CDC20	-1.2523
ACSL5	-0.427833333333333
CBWD5	-0.11375
C1orf87	-0.696333333333333
KIAA1274	0.03725
PRUNE2	-2.04014285714286
LYPLA2	-0.170333333333333
DOK6	-1.26666666666667
GPR149	-0.0215
FAM30A	3.4285
TMEM129	0.49475
SLC35B3	0.81175
ACPP	-0.3246
LOC200261	-0.879
SLC4A7	-0.6476
CCDC40	0.667
GART	-1.034875
THOP1	-0.60475
SCARB1	-0.130625
CACNA1F	-0.56675
TRIAP1	0.0745
SYT14L	0.224
SFRS8	-0.258
PBOV1	-0.17475
GOLSYN	-0.815
GJB7	-1.267
CAMK2N1	0.380166666666667
GREM1	2.13641666666667
FLJ20433	0.369
QPCT	-2.992625
PRKAG2	0.578666666666667
H2AFX	0.2745
C6orf154	2.36275
PLOD3	-1.3435
ZBTB39	-0.5715
WASF3	0.205416666666667
DRG1	0.36975
PRR4	0.2305
SPCS1	0.09525
KDELR3	1.15383333333333
SRP19	-0.0136666666666667
GABRA6	0.28175
MFSD1	0.55725
MMEL1	2.36775
PDXDC2	-0.6755
BUB1	-2.03177777777778
RNF138	-0.566
MYLPF	-0.464666666666667
AIF1	0.965166666666667
DYNLRB1	0.6604
HCN3	-0.9
HIST1H2AI	1.448
MAP4K5	-0.314083333333333
LASP1	3.829125
LOC130951	-0.13
PLAA	0.58975
KRT6A	-2.831
C6orf117	-2.356
ARHGAP23	-0.947
PTF1A	-0.1925
GPHA2	-0.353
LCE3B	1.09025
MCL1	0.403571428571429
EHBP1	-0.916083333333333
PRNP	-0.7184375
ZSCAN1	0.451
C1orf113	0.2
FOXA3	-2.335875
NEB	0.083
ASGR1	-4.77
CTGF	1.487
RAB17	0.472833333333333
MST101	-0.2925
JARID1B	0.5743
USP37	0.3004
PTBP1	-0.26
PTPN7	0.00216666666666663
CDC7	-1.77766666666667
SNX7	0.259
ZNF335	0.484
CPT2	0.1215
HEATR1	-1.4215
HSPC152	0.26925
C5orf40	0.30475
PSME1	2.30233333333333
STAG3	-1.6165
TMEM154	1.20783333333333
KLHL32	-0.395166666666667
TSGA10IP	-1.526
SUV420H2	0.364666666666667
SF1	-0.7504
2'-PDE	0.5098125
PNLIPRP2	-1.097
TRSPAP1	-0.22775
NUP210	-0.406833333333333
ANP32C	-1.34533333333333
RAB11B	0.212666666666667
ASB15	0.3155
ITGB3BP	-1.83525
UBASH3A	0.32875
YWHAB	0.442375
TPRX1	-0.217
LY6G5C	0.32325
SLC7A2	1.72775
CLK1	-0.0858
HSD3B7	0.852333333333333
VDR	2.3135
C16orf74	1.23225
ACE	0.7845
PSMA2	-0.591166666666667
CCDC131	-0.43725
ZNF213	0.280166666666667
EML2	0.2265
ALS2CR13	-0.608
GLYATL1	-2.96575
DSPP	1.141
DHFRL1	-0.132
C10orf30	-0.5645
SH3RF2	-1.95666666666667
LOC197322	0.041
DLL3	-1.467125
TIGD7	-1.08475
GFRA3	0.543
CPA1	0.063
RTN4	-0.538166666666667
PPT2	-2.0075
FASLG	2.15783333333333
FOXP4	1.026875
RPL26	-0.1434
GNL3L	-1.41933333333333
FMR1NB	0.1265
CD163	7.00275
SGPP2	1.3365
GIMAP2	1.6665
CD37	1.8305
DPT	3.14008333333333
NBLA00301	1.37625
RGS5	1.5615
C9orf4	0.222
ACTL8	-3.54516666666667
PRKAR2B	1.891375
OPLAH	1.17183333333333
C20orf134	2.80875
SPACA5	0.0735
TBL1X	-0.121166666666667
TSPYL3	0.731
CHCHD3	-0.68075
CRKRS	1.68116666666667
GPR65	4.56425
DFFA	-0.5395
FUT1	1.37475
C6orf204	-0.4605
TMEM51	-0.15075
ZNF580	0.28
CMTM2	0.04475
C20orf200	-0.2245
EZH1	-0.315333333333333
FDX1L	-0.114
MRPL32	-0.068
PCAF	-0.4682
ALOX15B	1.239
CD59	-0.131083333333333
CDK9	-0.07525
ERP29	0.0943333333333333
TTR	-6.25275
BCMO1	-0.0535
DDIT4	-0.9668
PTGDS	3.32825
C3orf63	0.1075
BST2	1.834
CYP1A2	-0.787
C5orf25	-0.9425
STX1A	-1.02841176470588
OR2A12	0.005
SH3BP5L	-0.2085
SERINC5	0.165
USP6	1.1514
MRPL3	-0.2375
POMP	0.174125
INPP4B	0.7015
GMPPB	1.707
EAPP	1.22075
AHSA1	-0.34475
ABCA11	-0.413
SLC5A6	0.395166666666667
HIVEP2	0.65825
SUMO2	0.32925
KIAA1822L	-1.60366666666667
C11orf67	0.15625
TXK	0.73125
PHCA	-0.68925
ICAM4	-2.29283333333333
FPGS	0.263166666666667
SNRPA1	-0.5625
KCNJ4	-0.9225
KIF6	0.5521
HIST1H2BG	0.5215
SLC5A5	0.1985
ZNF354B	-0.410833333333333
IL12RB2	1.3615
C11orf76	0.224166666666667
GAL3ST2	-0.217
AIFM2	0.09575
SYNC1	-1.206125
UBL3	2.123
PIK3CG	-0.742666666666667
NLN	-0.6047
BCORL1	-0.00625
CD5L	0.17425
ZNF238	-0.749166666666667
KIAA1394	-0.7245
C16orf55	0.104
CYP3A7	-2.6305
KRTAP3-1	-2.444
TFDP1	-0.429166666666667
MND1	-1.6705
NODAL	-0.164833333333333
GTPBP4	-0.575
TUBGCP2	0.61475
SLITRK5	-1.68775
CIC	0.288
CD79A	1.432
SAMD14	0.310833333333333
TNPO3	-0.376
OR10G3	0.3495
OR10G8	0.3485
CCDC111	-0.4775
HOXC9	0.864
DCUN1D1	0.17875
CYB5R1	1.69125
TSR2	0.28125
DAB2IP	0.165
SLC6A5	0.1285
RAB3D	1.49675
DCUN1D4	-0.549666666666667
ERBB3	0.897833333333333
SDC1	0.576916666666667
ATP6V1H	0.776
SYK	1.9905
ST20	-1.18375
C13orf30	0.666
WDR40A	1.1305
ADMR	0.09
LOC388335	1.18125
ACSM1	1.42
TDG	0.3215
FLJ11235	0.30025
MRPS5	-0.6445
AGPAT2	0.499
SLC12A1	-0.0205
CYP27A1	-0.40625
THAP7	-0.334
XPO1	-0.25425
ALMS1L	0.177333333333333
C1orf2	-0.206375
ZNF777	-0.105833333333333
CAMK2A	0.0938333333333333
SMC1B	-0.71375
IHPK2	0.2058
LEMD1	-3.91275
NKD2	-0.1437
CLU	0.605428571428571
ARMETL1	-0.278
PABPC4	-1.20375
CXCL12	2.89883333333333
TFAP2C	2.4597
TTTY8	0.0435
ABCB10	-1.0802
ENDOD1	0.673833333333333
IDI1	-0.267
KCTD6	2.84833333333333
CCDC105	0.4455
ULBP2	-1.531
ZDHHC5	0.67875
WNT8A	-0.18025
COMMD10	0.5195
KLHL12	0.101375
GPR50	0.354
NR5A2	0.120125
OXGR1	0.675666666666667
EHD3	-0.429
CAPRIN2	-0.77125
KLRC3	-2.50175
SF3B1	0.244428571428571
IPO7	-0.4675
ALDH1A1	-0.7095
ANKRD5	0.976
TSNARE1	0.208
DDEFL1	0.84325
RNASEL	1.32483333333333
DNAH9	-0.68575
HELLS	-0.737
TNS4	-0.9075
NAV1	-0.1807
KIAA1409	-0.0605
C20orf26	2.044
TUBG1	-0.90175
IRX2	0.05975
CNGA4	-0.263
MGC50559	1.49933333333333
OR4K17	0.184333333333333
TM2D2	0.384416666666667
FAM32A	0.138
TXNDC14	0.19075
CCBL1	-1.765
ANK1	-1.9224
PRSS23	-2.705875
PPM1L	0.39
SPATA20	1.2495
APCS	0.000249999999999986
C14orf122	1.41066666666667
PSMB5	0.8585
C6orf10	0.0903
SETDB2	0.4085
SPNS3	-0.57375
SGMS2	0.197
MXD3	-0.133166666666667
MON2	0.0071
CARTPT	0.229
HNF4A	-1.243
RABEP1	0.6519
TNFRSF10B	-0.788875
USH1G	0.815
PPAP2B	-0.921166666666667
TMEM16K	0.10925
CTDSP1	0.640833333333333
CDK5R1	-0.136166666666667
GABRR1	-0.078
OPN1LW	-0.0375
FAM98C	1.345125
DBN1	-0.703125
ACAD10	-0.099
QTRTD1	-0.04475
WNK3	-1.36333333333333
RPS19	-0.633875
C1QB	2.91375
OTUD5	-0.539625
SLC41A2	0.810833333333333
TMEM22	-1.67533333333333
KHSRP	-0.782
TNFRSF11A	-0.740833333333333
FBL	-0.793333333333333
IBTK	0.5135
OXER1	-0.1945
CBLN4	0.278125
GPR172B	2.34366666666667
CFTR	-1.386
VSX1	0.7785
CAMK1D	0.38525
LOXL3	-2.3365
RTP4	3.86525
SLFNL1	-0.0735
KIAA0828	0.995875
PAR5	1.146
LOC723972	-1.1195
GDI2	0.1195
CEBPA	0.765
MLF2	0.320833333333333
AFMID	1.362
ALOX12B	-0.21425
BPHL	0.174875
COX5B	-0.06325
S100A10	-0.5045
THOC6	-0.061
NHN1	0.43925
RRP12	-0.157166666666667
ARID3B	-1.90475
CD3G	-0.5265
KIAA0133	-0.9015
NAT11	-0.868333333333334
PPAT	-0.221666666666667
SIRT3	0.5121
TCERG1L	-1.79025
NIPA1	0.5376
DPP8	0.1837
IL7R	3.18433333333333
ZFP64	1.22291666666667
DMAP1	-0.4326
TRMT12	0.9785
TLR4	1.7118
WFIKKN2	-0.31625
RAB12	-0.456666666666667
DDX51	0.172
KIAA1086	-2.43625
ZNF295	-0.449666666666667
ACVR2B	-1.25271428571429
LOC494150	-0.33625
ZNF517	0.2045
DNASE1L2	1.248
SUFU	0.47925
LOC283677	0.196
LMO3	-1.083
PPP2R5D	-0.122
ZNF587	1.2029
HIST4H4	0.396
CYP2C8	0.39775
C1orf80	-0.3075
DOCK5	0.3665
C9orf24	-0.25725
OR5AR1	0.013
C11orf24	-1.03125
UNQ1940	-0.1965
CAP2	-0.187666666666667
TIMM44	-0.65475
DSEL	-1.4821
ROM1	-0.752
FBXO4	0.338125
MYLC2PL	-1.54075
MLH3	0.6369
NOX1	0.5015
DPEP2	2.1975
DNAJB5	0.216
RLTPR	0.261
MBIP	0.621666666666667
COPB1	0.296833333333333
SFTPA1B	0.1325
C10orf4	-0.4079
PRELID1	-0.06675
NOLA1	-0.34225
C19orf24	0.06975
TLR9	-0.8025
HLA-DMA	3.08758333333333
HCRP1	0.0685
GPR137	0.238333333333333
ITGA11	-1.49166666666667
PHF13	0.235333333333333
MARK4	0.233666666666667
METTL4	0.02275
MBD3	-0.6377
LOC134145	-0.331125
FGF3	0.3955
SLC35A3	1.059875
CLEC16A	-0.68325
AMOTL1	-0.368666666666667
FLJ31438	-1.732
PAICS	-0.896125
