Hybridization REF	TCGA-B6-A0IG-01A-11R-A034-07
PPTC7	0.115666666666667
KIF4B	-0.457
LRRC31	2.584125
ZNF540	1.5515
EFNB3	0.215666666666667
LOH12CR1	-0.366875
STON2	1.8425
GLP1R	0.24775
CSTF2T	1.4245
IREB2	-0.045375
GRSF1	0.00675
PDCD7	-0.631833333333333
LRRC43	-1.505
CNR1	1.017
IL1F7	0.166
C12orf64	-0.184
FAM69B	0.15425
NR2E1	-1.81283333333333
MS4A6A	1.5759
FTL	-1.3864
C7orf36	-0.25575
PCLO	-0.7966
DYRK2	-0.062
ARIH2	-0.992
SAMD7	0.598
SCNN1D	-0.77825
SLC32A1	-1.137375
C22orf25	-0.726166666666667
MRPS18A	0.3893
GPR112	0.127
EARS2	-0.03475
ERN2	0.7645
ATPBD3	-0.158333333333333
PRH2	-0.163
CDKN2D	-0.279666666666667
PGLYRP2	1.1615
TRIM40	0.405
SEC14L3	0.635333333333333
SLC22A1	-0.19025
BTN2A3	0.18825
RASA4	-1.0215
CCNL2	-1.30766666666667
MYBPC3	0.656
GJA4	2.96225
CDC42SE1	1.675625
TRPV2	-1.91825
MYPN	-3.4547
SIM1	0.348
CDADC1	-0.317833333333333
ZFHX4	0.5005
NIBP	1.82916666666667
ADAMTS19	-1.196
ABTB2	-0.92525
TSPYL2	-0.411875
EIF2S3	-0.3771
SOX30	-0.04175
AP2A1	-0.552333333333333
DKFZP564O0523	0.111
LOC285398	0.29275
CDH18	-5.03275
CHL1	1.849625
GATS	-0.7238
TBC1D2B	-0.0183333333333334
OR1J1	0.2915
GSN	0.920666666666667
DPCR1	0.16975
GARNL4	0.278166666666667
SMARCA5	-0.137
PLEKHG3	1.35
ZBTB45	1.093
FRMD6	-0.104666666666667
PLS1	-1.4755
DGKZ	0.2615
EFNA1	1.2258
WDR85	-0.50375
ANK2	-0.1905
PAGE4	-1.3312
SENP6	0.0495
AKR7A2	-0.278833333333333
FKBP10	-0.57125
VEGFC	-2.35
LARP1	0.22725
SRBD1	1.29625
ITGB6	5.20325
SLC1A2	-0.805285714285714
INVS	-0.210166666666667
MPO	0.0035
MOBKL3	0.0462
CUTL2	-2.046625
KLK2	-0.0436666666666667
VIM	-2.308
REG1B	0.3498
PCDHGC4	-0.2345
C3orf34	-1.26233333333333
SUMO3	0.402333333333333
CST9L	0.09975
MLL4	-0.0025
SPR	0.979333333333333
SAMD9L	1.5345
ABCE1	-0.0405
SUPT3H	-1.1775
ACTBL1	2.54175
ADAMTS4	0.987166666666667
SLIT3	2.743
RHEBL1	-1.40825
NPM2	-1.67025
MAN1C1	2.00175
KIAA1856	1.0285
HSPA6	0.502
LOC388152	-0.318
C10orf140	2.98175
ZDHHC12	0.1465
LIN7A	-1.4482
PHC2	0.00541666666666667
SPHK1	-0.20025
TRIM26	1.0315
FAM83E	2.6285
C18orf24	-0.999
ZNF578	0.555333333333333
ORAI1	0.5965
RUVBL1	-1.39916666666667
C7orf20	-0.9545
APAF1	-0.723
SLC36A4	-3.19916666666667
MYH11	4.6335
NEK1	0.4663
MPP2	0.57075
C12orf24	-3.0465
TNK2	0.572625
ZNF289	0.20325
MATN3	-0.922571428571428
IFNGR2	0.894166666666667
ITPR1	-0.425625
EBF3	1.8195
TBC1D20	0.6775
OR10P1	0.547
DDAH2	1.57425
SHPRH	-0.420625
STX7	-0.119
LOC554248	-1.44975
BCAR1	0.646
ATXN3	0.486
TRIM27	0.6175
CDC42EP2	2.438
CHP	0.809285714285714
SOX17	1.798625
ZNF259	-1.24883333333333
CHCHD1	0.594125
ZDHHC19	0.3625
GBP2	2.043
GARNL3	1.2875
MRC2	-0.04575
C1orf52	-0.9555
AOF2	-1.228
LRPPRC	-0.1807
ACVR1C	-0.0196666666666667
TM4SF18	1.90983333333333
TMEM169	-0.5165
PPP1R16A	0.543125
EBF1	0.329666666666667
RRS1	0.377
SNX2	-1.067
OR2T2	0.407
RBX1	-0.43225
ANKRD54	0.147833333333333
TSNAX	-0.300666666666667
TMEM83	1.2255
ZBTB7A	0.8505
ATM	-1.285
LOC338328	2.32683333333333
TIE1	0.907333333333333
HIST1H3G	0.4935
PASD1	-3.77333333333333
TINAG	0.5205
PCDHAC2	-0.078
LRRC15	0.01725
WBSCR17	-1.23825
TFF2	0.3275
PARP2	-0.63125
NDFIP2	0.19025
PCDHGB2	-0.509
WDR60	0.149
MAP7D2	-0.8276
USP45	-1.177
GSDML	2.05975
TNS1	0.2857
PLCD4	1.248
IQCD	1.2015
SMPX	-1.78425
CD9	0.605833333333333
SRGN	-0.057125
CASP7	1.23275
INOC1	0.7415
DKFZp451M2119	-2.0135
VMAC	1.238
USP53	2.0238
CAMK1G	-0.297625
TMEM106A	1.01783333333333
CDC20	-2.058
ACSL5	-1.37283333333333
CBWD5	-0.295625
C1orf87	-1.026
KIAA1274	-0.46675
PRUNE2	-2.37457142857143
LYPLA2	-0.575833333333333
DOK6	-2.26283333333333
GPR149	0.375
FAM30A	2.451
TMEM129	-0.24025
SLC35B3	0.76425
ACPP	-0.2188
LOC200261	-0.6385
SLC4A7	-1.2694
CCDC40	0.436
GART	-1.498125
THOP1	-1.515
SCARB1	-1.41925
CACNA1F	0.24825
TRIAP1	-0.119833333333333
SYT14L	1.0655
SFRS8	0.061
PBOV1	0.18675
GOLSYN	0.9755
GJB7	-1.486
CAMK2N1	1.10641666666667
GREM1	3.89933333333333
FLJ20433	1.4195
QPCT	-4.04525
PRKAG2	1.235
H2AFX	-0.892625
C6orf154	1.75825
PLOD3	-1.23775
ZBTB39	-1.22833333333333
WASF3	-0.04325
DRG1	-0.8675
PRR4	-0.6215
SPCS1	-1.124
KDELR3	0.582833333333333
SRP19	-0.5295
GABRA6	0.331
MFSD1	-0.91175
MMEL1	3.36425
PDXDC2	0.1013
BUB1	-2.45555555555556
RNF138	-1.093875
MYLPF	-0.0843333333333333
AIF1	-0.941166666666667
DYNLRB1	1.0467
HCN3	-0.811666666666667
HIST1H2AI	0.84325
MAP4K5	-0.0584166666666667
LASP1	1.456
LOC130951	0.189
PLAA	0.28675
KRT6A	-0.5595
C6orf117	-1.74425
ARHGAP23	-0.7855
PTF1A	-0.736
GPHA2	-0.31975
LCE3B	0.27525
MCL1	0.367642857142857
EHBP1	-0.397416666666667
PRNP	-1.3580625
ZSCAN1	1.22375
C1orf113	1.03516666666667
FOXA3	1.034125
NEB	-0.70975
ASGR1	-5.1865
CTGF	1.753
RAB17	1.302
MST101	-0.38875
JARID1B	0.5435
USP37	0.4034
PTBP1	-0.491166666666667
PTPN7	-0.887833333333333
CDC7	-1.72216666666667
SNX7	-1.99425
ZNF335	0.17375
CPT2	-0.53975
HEATR1	-0.975
HSPC152	1.0005
C5orf40	0.352
PSME1	0.741666666666667
STAG3	-1.75375
TMEM154	1.0825
KLHL32	-0.4384
TSGA10IP	-1.1605
SUV420H2	-0.0585
SF1	-0.0685
2'-PDE	-0.280125
PNLIPRP2	1.291
TRSPAP1	-0.612083333333333
NUP210	-1.044
ANP32C	-0.0796666666666666
RAB11B	0.220833333333333
ASB15	0.6795
ITGB3BP	-2.067
UBASH3A	-1.84525
YWHAB	0.761
TPRX1	-0.27875
LY6G5C	0.154625
SLC7A2	-2.48375
CLK1	-0.4537
HSD3B7	0.774333333333333
VDR	3.2375
C16orf74	-1.07975
ACE	0.75
PSMA2	-0.399333333333333
CCDC131	-0.68275
ZNF213	1.45033333333333
EML2	0.859
ALS2CR13	0.243666666666667
GLYATL1	4.47075
DSPP	-0.8905
DHFRL1	-0.807625
C10orf30	-1.92116666666667
SH3RF2	0.545333333333333
LOC197322	-0.465166666666667
DLL3	-0.959
TIGD7	0.5395
GFRA3	0.49775
CPA1	0.0975
RTN4	-0.4715
PPT2	-1.5955
FASLG	1.49516666666667
FOXP4	1.095375
RPL26	-0.1322
GNL3L	-1.3295
FMR1NB	-0.5965
CD163	5.69875
SGPP2	2.999
GIMAP2	0.2785
CD37	0.0796666666666667
DPT	3.41141666666667
NBLA00301	1.42375
RGS5	0.858583333333333
C9orf4	0.612
ACTL8	-0.9455
PRKAR2B	0.754
OPLAH	1.11216666666667
C20orf134	2.22025
SPACA5	-0.128
TBL1X	-0.360666666666667
TSPYL3	0.798
CHCHD3	-0.59375
CRKRS	0.343333333333333
GPR65	2.88875
DFFA	-0.856125
FUT1	1.26425
C6orf204	-1.05533333333333
TMEM51	0.249
ZNF580	-0.06625
CMTM2	1.5295
C20orf200	-0.312
EZH1	0.6
FDX1L	-0.24475
MRPL32	-0.25275
PCAF	-1.4461
ALOX15B	1.04116666666667
CD59	1.20075
CDK9	0.391125
ERP29	-0.339666666666667
TTR	-5.73475
BCMO1	0.342
DDIT4	0.00200000000000001
PTGDS	2.37425
C3orf63	-0.473833333333333
BST2	1.88
CYP1A2	-0.264
C5orf25	-0.76975
STX1A	-0.352705882352941
OR2A12	-0.0835
SH3BP5L	0.29225
SERINC5	0.11775
USP6	0.3836
MRPL3	-1.1935
POMP	0.157375
INPP4B	2.343
GMPPB	-0.064
EAPP	0.53475
AHSA1	-0.72375
ABCA11	-0.6915
SLC5A6	0.393916666666667
HIVEP2	1.25725
SUMO2	-0.54075
KIAA1822L	3.009
C11orf67	0.3745
TXK	-1.142625
PHCA	-0.817125
ICAM4	-2.60233333333333
FPGS	0.549333333333333
SNRPA1	-1.05625
KCNJ4	-0.78025
KIF6	0.1333
HIST1H2BG	0.580666666666667
SLC5A5	0.3045
ZNF354B	-0.3355
IL12RB2	-0.064
C11orf76	0.5305
GAL3ST2	1.1995
AIFM2	-0.00649999999999999
SYNC1	-0.605875
UBL3	0.465375
PIK3CG	-2.44216666666667
NLN	-1.2794
BCORL1	-0.65125
CD5L	-0.22
ZNF238	-0.3155
KIAA1394	-0.6865
C16orf55	0.0599
CYP3A7	-1.7665
KRTAP3-1	-1.8175
TFDP1	-0.471666666666667
MND1	-2.01975
NODAL	-0.0588333333333333
GTPBP4	-0.3155
TUBGCP2	0.847
SLITRK5	-3.86125
CIC	0.76575
CD79A	1.17966666666667
SAMD14	0.558
TNPO3	-0.5455
OR10G3	0.739
OR10G8	0.782
CCDC111	-0.3795
HOXC9	1.30425
DCUN1D1	0.10225
CYB5R1	1.556
TSR2	0.10225
DAB2IP	0.9164
SLC6A5	0.2285
RAB3D	2.2835
DCUN1D4	-0.551833333333333
ERBB3	0.717416666666667
SDC1	1.93166666666667
ATP6V1H	0.163166666666667
SYK	1.5595
ST20	-0.0065
C13orf30	1.6805
WDR40A	0.852666666666667
ADMR	0.1515
LOC388335	0.652
ACSM1	3.9965
TDG	-0.622583333333333
FLJ11235	0.81075
MRPS5	-0.639166666666667
AGPAT2	0.534
SLC12A1	0.387714285714286
CYP27A1	-0.49475
THAP7	-1.426
XPO1	-0.431416666666667
ALMS1L	0.720333333333333
C1orf2	-0.641875
ZNF777	0.237333333333333
CAMK2A	-0.142833333333333
SMC1B	-0.423125
IHPK2	-0.482466666666667
LEMD1	-2.94125
NKD2	-0.0697
CLU	0.0822142857142857
ARMETL1	-0.7945
PABPC4	-1.2875
CXCL12	0.866
TFAP2C	1.7931
TTTY8	0.069
ABCB10	-1.1311
ENDOD1	0.118166666666667
IDI1	-1.35
KCTD6	0.4515
CCDC105	-0.25
ULBP2	-1.2845
ZDHHC5	1.36425
WNT8A	-0.3985
COMMD10	-0.3415
KLHL12	-0.35825
GPR50	0.054
NR5A2	-0.01125
OXGR1	3.91883333333333
EHD3	0.093
CAPRIN2	-1.40475
KLRC3	-3.9625
SF3B1	0.106642857142857
IPO7	-0.18875
ALDH1A1	-1.92916666666667
ANKRD5	0.981625
TSNARE1	0.5195
DDEFL1	1.09875
RNASEL	0.8785
DNAH9	-0.85275
HELLS	-0.5755
TNS4	2.4985
NAV1	0.5372
KIAA1409	-1.2405
C20orf26	4.3515
TUBG1	-0.61925
IRX2	0.584
CNGA4	-0.2265
MGC50559	0.935833333333333
OR4K17	0.358333333333333
TM2D2	0.7565
FAM32A	-0.29275
TXNDC14	-0.10525
CCBL1	-0.877
ANK1	-2.6593
PRSS23	-2.698125
PPM1L	0.4135
SPATA20	0.581
APCS	0.38125
C14orf122	0.581333333333333
PSMB5	-0.0207499999999999
C6orf10	0.032
SETDB2	-0.2285
SPNS3	-1.189
SGMS2	-0.9355
MXD3	-0.550166666666667
MON2	-0.8068
CARTPT	0.48
HNF4A	-1.5575
RABEP1	0.54055
TNFRSF10B	-0.89625
USH1G	0.083
PPAP2B	-2.09283333333333
TMEM16K	-0.70575
CTDSP1	1.1925
CDK5R1	-0.404833333333333
GABRR1	0.112
OPN1LW	0.265
FAM98C	1.540625
DBN1	0.276875
ACAD10	-0.891083333333333
QTRTD1	-1.0935
WNK3	-1.35233333333333
RPS19	-0.0325
C1QB	2.27775
OTUD5	-0.08375
SLC41A2	0.2475
TMEM22	-2.33966666666667
KHSRP	0.0453333333333333
TNFRSF11A	0.465
FBL	-0.8945
IBTK	0.776166666666667
OXER1	0.1995
CBLN4	-0.943625
GPR172B	1.30016666666667
CFTR	-1.22825
VSX1	1.4705
CAMK1D	-1.0825
LOXL3	-2.85275
RTP4	1.459
SLFNL1	-0.251
KIAA0828	0.853875
PAR5	-0.078
LOC723972	-0.12175
GDI2	0.760875
CEBPA	0.9717
MLF2	-0.326333333333333
AFMID	-0.9295
ALOX12B	-0.158
BPHL	0.44975
COX5B	-0.31975
S100A10	-1.2928
THOC6	1.01325
NHN1	0.35425
RRP12	-0.049
ARID3B	-1.2695
CD3G	-2.39483333333333
KIAA0133	-0.24175
NAT11	0.0561666666666667
PPAT	-0.2275
SIRT3	0.8451
TCERG1L	-0.11475
NIPA1	-0.0861
DPP8	-0.1412
IL7R	0.762
ZFP64	0.30275
DMAP1	-0.8305
TRMT12	0.873
TLR4	0.0923
WFIKKN2	-0.0425
RAB12	-0.675833333333333
DDX51	0.227333333333333
KIAA1086	-2.63875
ZNF295	-0.469
ACVR2B	-1.53521428571429
LOC494150	-0.311
ZNF517	0.42
DNASE1L2	-0.671333333333333
SUFU	0.681666666666667
LOC283677	0.464
LMO3	-1.159
PPP2R5D	0.0481666666666667
ZNF587	0.5009
HIST4H4	-0.376
CYP2C8	0.342
C1orf80	-0.049
DOCK5	-1.516
C9orf24	-0.40575
OR5AR1	-0.0165
C11orf24	0.68775
UNQ1940	-0.3225
CAP2	0.469333333333333
TIMM44	-0.44975
DSEL	-1.4832
ROM1	1.2765
FBXO4	-0.263625
MYLC2PL	-1.429
MLH3	1.1406
NOX1	0.509
DPEP2	1.32325
DNAJB5	0.62625
RLTPR	0.7535
MBIP	-0.6405
COPB1	-0.601166666666667
SFTPA1B	-0.216
C10orf4	0.6374
PRELID1	-0.16675
NOLA1	-0.26425
C19orf24	0.084
TLR9	-1.5105
HLA-DMA	1.55875
HCRP1	0.7235
GPR137	1.06633333333333
ITGA11	-0.394666666666667
PHF13	-0.1285
MARK4	0.8065
METTL4	-0.65175
MBD3	-0.5004
LOC134145	-0.629
FGF3	0.68725
SLC35A3	0.49475
CLEC16A	0.35825
AMOTL1	-1.1925
FLJ31438	0.1635
PAICS	-0.6645
TOMM40L	0.583
MMD	-1.37275
KLK10	-0.0086
NIT2	-0.907166666666667
SERPINB10	0.33775
KLF15	-0.9439
CCDC5	-0.68775
WSB2	0.2315
ME3	-0.461625
CACYBP	-1.05925
TCTN2	-0.6375
JAK1	0.323875
C2orf25	-0.42025
GPD2	2.32425
FBXL11	1.03066666666667
CDV3	-1.24666666666667
GALNT11	-0.047125
NDUFA12L	-1.5632
FLOT1	0.504071428571429
TOR1AIP2	0.81675
MMP25	3.66675
C1orf164	-0.6452
CHST5	0.6495
LYRM4	-0.5883
GPER	-1.18925
HIPK2	0.869166666666667
DAP	-0.2952
ZMIZ1	0.5635
DDX58	4.011
DCC1	-1.07
AKT1	0.72525
ENPP6	0.6875
ERVWE1	-0.500166666666667
CDC34	-0.12375
RNF125	-0.8645
CASC1	0.95475
SHROOM2	0.47825
RRM2B	0.159833333333333
COL6A3	1.49725
TMEFF1	-2.01
PLEKHA4	1.2315
LYSMD1	1.44983333333333
SEPT1	-0.935833333333333
AOF1	-0.585
GNPAT	-0.138
WDR18	0.099
HSD17B12	-0.255333333333333
HIST1H2BM	0.970333333333333
INDOL1	0.0506666666666667
SUDS3	0.6475
C1orf192	0.492
CYP2B6	-0.25225
TBC1D2	1.50116666666667
SLC25A12	-0.426
ERCC6L	-0.209666666666667
MGC10814	-1.22416666666667
POLR2C	-0.514
ZNF77	-0.48
EIF3K	-0.1375
HPX	0.96675
ANKRD27	-0.021125
MALAT1	1.3660625
PLB1	0.225
HRNBP3	-0.9335
CPSF4	-0.32775
OR52N2	0.406
PIP5KL1	-0.95975
GH1	0.47925
HPS5	-0.65
SLFN5	3.0775
POP5	-0.876333333333334
OVOS2	-3.66316666666667
C20orf108	-0.177875
MARS	-1.5865
CLRN3	0.869666666666667
ARSE	-1.49933333333333
PPIE	-0.460833333333333
PHACS	1.13766666666667
GP5	-0.475
IL8RB	0.3595
FCRLA	-1.36325
ARRDC1	1.0658
KRTAP9-4	0.131
ZNF613	2.393
OR11A1	0.535
TMEM132B	-2.58
PGLS	0.48025
BSND	-2.5945
KCNK18	0.202
FOXD4	1.179
SV2C	-0.49275
LCN2	1.70066666666667
ZNF490	1.1439
C3orf15	-0.1335
CACNA2D4	-2.0605
CBX5	-1.135
MAGEB4	-0.351
BOLA1	0.3075
PPP2R5E	0.1455
COL5A1	1.12208333333333
ASB7	0.766666666666667
SFT2D1	0.065875
DERL1	1.1293
RABL2A	0.367333333333333
MOAP1	0.69275
KIAA1545	1.25466666666667
F3	0.3405
PLEKHM2	-1.09075
CCDC89	0.355
EFCAB1	1.40228571428571
TMEM48	-1.50575
SEPHS2	1.4905
PYGM	-0.43775
PRICKLE1	1.48975
WNT5B	-0.79775
TAS2R38	-2.293
IMP5	0.06975
KHDRBS1	-0.0593
LARS2	-1.07733333333333
C3orf28	-1.48425
FTCD	-2.96025
C10orf68	1.1055
DGAT2L3	-0.36825
PSEN1	0.772333333333333
MGC33657	0.0373333333333333
PLA2G4B	1.06383333333333
CDKN2A	-2.77016666666667
DLX1	-0.99975
TSHB	0.2335
C18orf37	0.70925
MEX3C	0.3185
MAMDC2	-0.3555
PDIA4	0.563083333333333
ATP5E	-0.141
CASP2	-0.0215714285714286
SERBP1	-0.621538461538462
ZNF341	0.28
TESC	-2.51375
TMEM31	-0.02025
OR51I2	0.326
YTHDC1	0.8085
JUN	0.309
AGMAT	-2.421
PCNXL2	-0.81275
ATAD5	-1.224375
STK38	0.0555
AZI1	-1.2025
RBP1	0.56
C4orf26	-0.60675
KIAA1026	0.19475
TMEM101	0.533
HSFX1	0.2345
TREX1	0.16175
C18orf10	0.0658
TRIM15	-3.21575
CA6	0.2035
CEP57	-1.721625
AR	3.92583333333333
SESN2	-1.07233333333333
KIF3C	-0.68575
EPB41L5	1.44525
ARHGEF10	-1.2085
POLR3D	-0.6605
INDO	-0.557833333333333
GABRA3	-0.3185
SCG5	-0.2878
E2F3	-0.1938
TIGD5	0.92775
FGD6	0.268333333333333
KLHL3	-0.825875
SCGB3A2	-0.835
URP2	-0.81
ATP6V1B1	-0.064
CALML6	-0.748
LOC100049076	-1.3315
TMF1	-0.3125
LOC388503	0.08725
CDH5	2.491625
RPS6KC1	-0.2355
DAAM1	1.6925
TNFRSF10D	-0.99125
GSTT1	1.1446
INPP5A	0.338
TRAF3IP1	1.6943
SMARCE1	1.31764285714286
VRK1	-0.89775
TTC16	0.4835
AARS	-0.870666666666667
ARHGAP27	-0.0571666666666667
ZAK	0.0792857142857143
ACSM2B	-2.20025
TRAP1	-0.535666666666667
MRPL53	0.15725
RNF44	-0.8905
NPTXR	0.075
DPYSL3	0.478333333333333
APP	-0.2763
GLS2	0.012
MNX1	0.794333333333333
CMTM7	-0.606
OR10A7	-0.008
NYD-SP21	2.32633333333333
ORC5L	-0.2515
SLC16A10	-2.4835
TMEM178	0.3555
LOC441601	-3.8655
PTGIS	0.211
KBTBD7	1.6895
C19orf41	0.04225
CEACAM3	3.248
KRT23	0.64625
SERHL	3.3255
PNKD	1.3760625
UBC	0.64
ATRN	-0.3395
HAPLN1	-1.3745
RANGAP1	-1.32625
C10orf26	1.76266666666667
KCNA7	-0.34475
SRY	0.4815
LOC376693	-0.347
HIST1H2BF	1.0115
CDCA8	-1.79966666666667
MLC1	0.04375
TNIP3	0.1455
OR4D1	0.873
IFT52	-0.656
GOLT1A	1.0675
UTP20	-1.005
RP3-402G11.5	-0.372625
PRSS33	-1.07725
PMPCA	-0.4515
APOB48R	1.5395
GLTP	0.7455
MPL	0.3035
C9orf78	0.0045
ADAM12	0.76525
CSPG4	-1.957
LOC144305	-0.667
KRTAP4-10	-0.0182000000000001
PAK1	-0.263
ADCY7	-1.2292
TAS2R43	0.026
FRAS1	-1.92442857142857
PPP1R14A	0.0343333333333334
OR2B6	-0.22
ATP13A1	0.166666666666667
SIDT1	2.36
C1RL	-0.271666666666667
PRKRA	-0.067
TLN1	0.2292
RP11-50D16.3	-0.217583333333333
MITF	-2.04675
GYS1	0.2705
LYG1	-0.729666666666667
NSMCE4A	-0.4027
DNAI1	-0.03625
HOXD11	-1.4455
FNBP1L	0.8131
DHX35	-0.24375
LCE3E	0.45875
SLC33A1	1.05775
DCLK3	-0.212666666666667
TRIM33	-1.097
TMCC3	0.157333333333333
FBXO42	0.158166666666667
C1orf27	-0.5635
C17orf50	1.319
RNF14	0.79925
SLC4A8	3.343875
RAB3IP	-0.397
COX6C	0.0909285714285714
PCSK1	-3.72
SLC13A1	0.277875
ARF6	1.2185
KIAA1009	-0.605875
HOXA13	-1.673
HMGN1	0.488625
CXADR	0.704333333333333
MGC14436	0.285
UTF1	0.9535
TSC22D1	0.5397
BZRAP1	0.999
PUF60	0.673666666666667
SHC1	-0.353375
HOOK3	1.1936
LIMS2	0.431833333333333
BAHCC1	-0.442166666666667
CLCC1	0.4035
ENTPD3	2.46916666666667
SMO	-2.13175
PIK3R5	0.233
CDC14A	-1.19875
KRT1	-0.81925
ENOX2	-0.310166666666667
FLJ22655	-0.2335
FPRL1	0.359
INTS6	1.2102
ZCCHC5	0.125
SMC3	-0.55475
C6orf123	0.583833333333333
FLJ20160	2.16025
LOC653391	-0.703333333333333
GSS	-0.08625
NT5M	-0.96025
SIX5	0.56625
TAF5	-0.6625
KCNA1	1.273
ANLN	-1.837
MGC45491	-1.0041
SSTR2	2.06725
LYPD4	0.52675
TH1L	-0.524875
CHRNA5	-3.9615
PNMA6A	-0.86075
FLJ16369	0.032
DLX2	-1.6635
C6orf108	0.0109166666666667
ALDH3A2	-0.291
CLEC1B	0.269
LEPREL2	-0.26625
FOXJ1	-0.4426
OR1D4	0.562
PPIL4	-0.13375
MTRR	-1.336
SLC27A3	0.8215
HTR7	-1.13716666666667
MIB2	-0.567625
BHMT	-1.44333333333333
A2ML1	0.948
MSMB	2.459625
KIAA1383	-0.906
TRUB2	0.0425
PF4	0.739333333333333
IL1F5	0.992666666666667
LRRC37B2	0.51775
IPO4	-0.34475
FIGF	2.74225
QDPR	0.46325
ZNF598	-0.18875
BOP1	-0.477125
MAPK12	-2.49216666666667
POLR1E	-0.932375
CEECAM1	-0.3005
INSRR	-0.0941666666666667
SIPA1	1.43325
ULK4	-0.283166666666667
BTN3A1	0.233
FABP5	-1.8905
KBTBD3	-0.120666666666667
SORT1	-0.173
YWHAQ	-0.1338125
LRIT1	0.0125
KIAA1704	-0.0741
MEIS2	-1.5052
ENOSF1	-0.101666666666667
PCDH7	-0.236142857142857
FZD9	-2.1225
RPLP1	0.517
ZNF75A	0.79575
P4HA3	2.9865
NKX6-1	0.11175
CTA-216E10.6	-0.596833333333333
IFT140	1.3485
DENND1A	-0.1135
ALCAM	0.0558
ABHD2	-0.277227272727273
QPRT	-1.11333333333333
TRAM1	0.777071428571429
ATP1B4	0.0805000000000001
NUP37	-2.05675
SAA3P	0.251
SLC22A6	0.02575
KIAA0265	0.907125
ZNF41	0.501
ADAM19	0.3355
ERAF	-0.91125
DEFB119	1.01791666666667
DNMT3B	-2.62166666666667
SNF1LK2	-0.52775
MGC24039	-2.3415
TAS2R48	-0.658833333333333
PNLDC1	0.35025
ADAMTS16	0.158125
TMEM92	2.72883333333333
CCT8	-0.304416666666667
POGZ	0.356666666666667
N-PAC	0.52725
GUCA1B	0.424
ZZEF1	-0.252333333333333
OR2C3	-0.2475
ZNF334	-2.51533333333333
RANBP6	0.35575
LDHB	-3.182
BAMBI	0.801125
RAB5B	0.56375
FOXB1	1.23725
MRPS12	-0.0185
MRGPRF	0.652625
CRIPT	-0.8805
CYP2D7P1	-0.398
RYR1	-0.037375
NDUFA2	0.422625
TRIP12	0.81275
KCNE3	1.61466666666667
MOBKL2B	-1.0944
MIOX	-0.08375
ACOT7	-0.881875
FGF6	0.647
RASSF5	-1.4124
ATAD3B	-1.15066666666667
IKZF3	1.7645
H3F3B	-0.542642857142857
C6orf91	0.144
SEC11C	1.181
TMEM14C	-0.635
KIAA1632	-0.2595
SLC38A4	0.02575
FGFR3	-1.143
HES7	1.2595
HINT3	1.53575
ARIH1	-0.5745
FLJ35880	-1.96733333333333
C1orf129	-1.454
POU6F1	-0.809125
RPL32	-0.871
BBS1	1.53766666666667
RGPD5	0.251
SULT1C2	0.4175
KDELC1	-1.6065
PIP5K3	-0.346333333333333
CHI3L1	1.8593
CSDA	-1.09641666666667
VTCN1	2.87275
WDR62	-0.34575
TMEM170	0.54675
KIF2A	-2.195
C6orf182	-1.35083333333333
ARL6IP6	-1.5455
ZCCHC9	-1.6715
RARB	-0.129333333333333
ZNF320	0.581
DHX15	-0.424875
PICALM	-0.468333333333333
CNOT6	0.56875
HIST1H1A	-0.56375
ZNF702	0.7895
OR1E2	0.48
HLF	-1.5568
LOC442582	-1.9695
KIAA0494	-0.000125000000000002
TCF4	0.1711
APOBEC3B	-1.9195
FAM54B	-0.48325
MYH2	-1.889
FXN	-0.176666666666667
C12orf59	-0.0715
PAEP	-1.55625
SPG11	0.17825
VN1R4	-0.29775
KCNJ13	-0.1705
NOC3L	-0.3215
C5orf36	1.0695
CPAMD8	0.22125
MLN	-0.3191
FLJ11184	-0.72975
TIAM1	0.236166666666667
OR10J3	0.4135
OR52E2	0.168
PBX1	2.9407
UBL7	-0.700166666666667
PXMP2	-0.2025
SYTL1	0.967166666666667
FAM126B	-0.0135
ZNF711	-0.686625
GGA1	-0.796666666666667
VAMP4	-0.3555
BCAP29	-0.0492
C20orf19	-1.148125
ZNF275	0.278375
NEK6	0.144
SETD8	0.438
HEXIM1	0.618083333333333
SULT1A2	0.860875
KLHL9	1.34675
SLC39A12	-0.4645
ARHGEF16	0.780333333333333
SCN1A	-1.0275
HNRPH1	-0.228583333333333
C9orf103	0.275
ECE1	0.346
MED18	-2.26775
TEX13B	0.644
SNN	0.80725
C6orf62	0.806111111111111
WNT3A	0.3532
IL22RA2	0.2825
MGC21881	-0.157625
GABBR1	0.62075
YIPF6	0.55
PROX1	-1.94583333333333
PPP1R1B	4.072
LANCL2	0.8372
SCN3A	-0.8815
SSRP1	-1.2075
ASXL2	0.08025
RPE65	0.788
SNAI1	-0.2385
EFNA2	-0.073
CLDN9	0.487875
TP53I13	0.67675
LOC375748	0.36525
C9orf7	1.526
C14orf178	0.4655
GC	-0.799
IER3	2.50333333333333
KCTD10	0.32225
FLJ45717	0.86675
ADC	0.319
LOC285908	-0.179083333333333
MLL3	0.711375
KIAA1787	-0.58275
MGC31957	-1.65425
MUC5B	-0.431083333333333
ZNF193	0.81925
CSRP1	0.32525
MOSPD1	-0.280833333333333
C21orf49	0.1905
RAD1	-1.3575
ANKRD34	-1.27
NFRKB	-0.994
FANCA	-1.52675
VTI1A	0.899285714285714
