Hybridization REF	TCGA-AR-A0TR-01A-11R-A084-07
HIST1H2AB	0.471833333333333
POLH	-0.344
MGC16703	-1.54716666666667
SNAPC2	0.562
FILIP1L	-0.73075
RASGRP4	1.061
LRRC1	1.32075
GAS1	-2.86875
PRAC	-0.76
DGKA	-0.0575
NT5C3	-0.486
PEG3	-4.091
NADK	-0.5565
PRR17	-0.55225
LOC374569	-0.6225
SGSH	0.109833333333333
NLRP8	1.0715
GALT	-0.8881
MCF2	-1.4575
ZNF263	1.1965
TACSTD1	1.2615
TYR	-6.7869
ATP6AP2	0.57375
RNUXA	0.07975
ABHD10	0.6768
GDPD2	-1.6585
SLC35C1	-1.01825
UBE2A	0.221375
HERC5	-2.163
FAM112B	-4.95533333333333
FBXL16	1.42575
DKFZP434A0131	-0.415
ELA3A	-2.9175
RBM41	-0.32475
HAO2	0.342333333333333
RNH1	0.036625
SHANK2	2.03566666666667
OSBP2	-1.90775
DAK	0.363166666666667
C3orf58	-0.804333333333333
TCL1B	-0.8595
KBTBD2	-0.237375
SUGT1L1	1.70775
UBE2E2	-1.847
MYL9	1.363
CDC23	-0.201166666666667
PBXIP1	1.1
CXorf40B	1.347
NBL1	1.49275
RTBDN	0.087
RAB11FIP5	0.486875
TTTY13	-0.096
SCOTIN	-0.360916666666667
SOHLH1	-0.476333333333333
CDKN1A	-1.15435714285714
NCK1	0.256
ZNF550	1.25425
SAPS3	0.317166666666667
SPIN3	1.115
MAGEE2	-1.029
MIS12	-0.056
OR8H2	0.2315
KIAA0774	-0.371333333333333
UNC5D	-1.33
CUL7	0.552833333333333
LIPC	-3.74983333333333
DIO1	1.69475
C20orf11	-0.1947
CTRL	-0.9265
HS3ST2	-0.598
PAK4	0.785
CCRL1	0.9245
RNF10	0.583375
ZNF567	1.2075
ZNF660	-0.072
TCEAL3	2
MAGOH	-0.232
CENPB	-0.1905
C19orf7	0.455125
LOC388965	0.43325
ZCCHC13	-0.58
JMJD1A	-0.2073
HIST1H4H	1.985
TBRG1	-0.5024
GPC3	-2.4915
TAF1C	-0.228625
EBNA1BP2	-0.0443333333333333
CIAPIN1	0.1645
PDGFRA	-2.03005555555556
CSTB	-0.937
CENPI	-2.58516666666667
GTF2E2	-0.511333333333333
RPP21	0.04175
CCNF	-1.26983333333333
KCNQ3	0.9385
FAM79A	1.324
SLC22A12	0.1325
NOVA1	3.05666666666667
FZD3	0.542
AKAP8	-0.359
SOCS5	0.218
CFDP1	-0.269
DLG5	0.8705
PGM5	0.480333333333333
C1orf144	0.201083333333333
HDAC10	-1.2135
RND2	-1.51625
C20orf199	-1.38425
RNMT	-0.03725
SLURP1	0.25775
ASTN1	-0.536625
SH3BGR	1.78575
MYCL1	0.63525
ZHX1	0.259
CENPK	-3.4715
FOSB	-0.4029
LOC643406	0.5345
C2orf59	-2.15
TMEM135	0.613625
SLC27A2	-3.63225
KRT33A	2.206
OVOL1	2.272875
PAMCI	-3.42183333333333
S100A7	-3.0945
ZNF789	-0.487
HARS2	0.488
RPL23A	-0.332666666666667
TCF23	-0.0515
UPF3B	-1.067125
C17orf78	1.236
HLA-DOB	1.40466666666667
C14orf142	0.338166666666667
TEKT5	1.3825
DMWD	0.067
POLD1	-2.0575
GSCL	-0.386
CALD1	-2.0911
SCRT1	0.0993333333333333
AIG1	1.774
UNC84B	-0.87675
ZNF404	0.2045
TMED6	-3.01125
KIAA1462	1.1005
LRRC27	2.02366666666667
PYGO1	-0.261
PIGU	-0.832833333333333
ALAS2	-4.102
WRNIP1	0.437
CNNM3	0.6125
ZNF2	1.0035
ST3GAL5	-1.64566666666667
MRPL23	0.17825
TSSK6	0.34
PSMA6	0.05125
C16orf70	0.96625
KIAA1602	-0.57875
ALMS1	0.4275
DCN	-0.41825
TMEM132D	-0.271666666666667
SUCLG2	0.76175
ABHD14A	0.24225
DEXI	0.0858333333333333
AMPD2	-0.8555
IFNAR2	-0.375666666666667
CYB5A	3.0697
TLOC1	1.08365
NXF5	-0.839
NRBF2	-0.55
KCTD3	1.342
ITGAE	-0.76
SLC30A3	-2.26433333333333
ZRF1	-0.5085
IFRD2	-0.232625
XAB1	-0.34825
PYCR2	0.0603333333333333
SERPINB3	-5.247
TMLHE	1.0771
GEFT	-2.819625
ABCA5	-1.42475
EMR4	0.557833333333333
TSFM	0.4555
HIST3H2BB	0.25575
ARHGEF19	1.26225
TSPAN17	0.459666666666667
ABCC8	2.2835
MAP1S	0.150833333333333
C22orf36	0.5535
BNC2	-2.10635714285714
HIST1H4A	-1.47175
NDUFS3	-0.313
WDR3	-0.282166666666667
XKR4	0.1265
TTC33	0.163857142857143
STMN2	3.06225
CPN2	-1.0615
HSPC105	2.362625
PCOLCE2	-5.3125
C3orf55	1.61
KLHDC9	2.78783333333333
TBC1D23	0.500125
ATXN2L	-0.92575
MAP2K3	-1.299
SCAP	-0.12725
ZNF486	0.970833333333333
C20orf96	0.69
NARS	-0.10825
ADAMTSL1	-1.82592857142857
PRCC	0.550166666666667
CCDC126	3.82808333333333
ZNF675	0.3435
CALCOCO1	1.552
ANKRD43	4.9135
CWF19L2	0.232666666666667
ZBTB32	1.2375
BRAF	2.05975
ODF4	0.59275
MGC14376	-0.151333333333333
HORMAD1	-1.95483333333333
AAK1	0.229166666666667
PEBP1	1.07866666666667
TNFSF5IP1	0.256
DKFZp564N2472	0.5505
RMND1	0.215875
IGKV1-5	4.3115
COL1A2	-0.740583333333333
SERPINA5	-0.1325
AANAT	0.4525
C19orf21	-0.579
GEMIN5	0.17975
UBR4	-0.306666666666667
LTBP3	0.500333333333333
AMHR2	-2.74333333333333
PROCR	-2.84175
MYBBP1A	-0.2045
C20orf39	-0.491833333333333
ZNF697	-0.8135
PASK	0.5018
ZNF776	0.9045
RFXDC2	-0.20575
KIAA0467	0.3915
C10orf96	-0.35875
ZNF503	0.66525
GULP1	-2.929
KCNE4	3.77783333333333
DKFZp434K191	-1.066625
LOC196913	0.0345
BHLHB4	0.234
CH25H	-0.71475
LOC81691	-0.383166666666667
ALPL	0.698285714285714
COL12A1	-2.33025
FOLR3	-3.09316666666667
GPR123	0.51525
TRIM62	0.697214285714286
ABLIM1	0.128666666666667
MAST3	0.08275
RHBDD1	1.74316666666667
LOC338809	1.3525
RYBP	0.76025
TTC26	0.59175
ZNF22	0.0375
ISCA2	-0.1445
RDM1	-2.49775
PIGM	1.5165
GNB3	-2.2675
ACTR2	0.2295
HMGB1	-0.63075
EDG1	1.87216666666667
SOAT2	-3.94625
OR10AD1	0.5245
RAP1GDS1	0.220166666666667
LCE1F	0.078
ESM1	-2.7495
RCN3	-0.0215
CREBL1	-0.22375
DBNL	0.316333333333333
PTGER3	2.94242857142857
USP30	1.06983333333333
BCL2L12	-1.61916666666667
KIF26B	0.66675
ZNF416	1.5
ZNF225	0.528
C17orf70	0.1
ZNF554	0.96975
RAE1	-0.7625
TNIK	1.33066666666667
ACTN3	-0.89
MGC45922	0.124
CCNA1	-2.33266666666667
RYK	0.688
IL26	-0.887
LRP3	0.112166666666667
QARS	0.18975
SOX7	-0.107071428571429
BID	-1.486125
OR2S2	-1.187
CXCL14	1.53775
C11orf47	-0.105
MGC29891	1.22516666666667
HSPB8	-1.1499
PRDM14	-1.62
NUFIP2	0.14975
MNAT1	-0.252857142857143
ZDHHC2	0.565416666666667
MBNL2	-1.193125
ADD3	-2.65875
CSNK2A1P	-0.24775
KLK6	-2.8335
TMEM111	0.4581
KIAA1279	0.96375
NUBP2	0.546833333333333
RAB42	-2.6395
ID3	-2.2645
TM9SF1	1.0545
MDP-1	0.2565
POU4F2	-0.2045
IQCK	1.965
C16orf14	-0.3135
CAPN3	-1.551875
FAM43B	-1.12825
RECQL	-1.8935
AP1G1	0.817571428571429
CTNNBL1	-0.63
ECHDC1	-0.667166666666667
SMARCC1	-0.2732
FOXQ1	-2.96025
GNAI3	-0.431
POLG2	-0.9805
CD4	0.72375
ITLN1	-0.67575
EBI2	2.97325
IRF1	0.0685
PTPRE	-0.00149999999999999
PTK2B	-0.0235
NXNL2	1.6545
SOX4	-0.185944444444444
TSPAN3	-1.76466666666667
SH2D1A	-2.37466666666667
C8orf58	-0.540166666666667
USP20	-0.181
DUSP22	-0.3845
CALB1	-2.3126
L3MBTL2	0.511
MCRS1	0.17625
TMEM118	-1.91033333333333
C18orf8	0.797166666666667
FLJ10241	0.534
GJA12	-0.2
PKD1	-0.312666666666667
ZFP3	1.8645
JAM3	-2.834875
LAPTM4A	1.3869
DIRC2	0.25975
KIAA2022	-1.11483333333333
MYOM1	0.0886666666666667
TRPM8	-2.8635
MOP-1	0.38675
PHKG2	0.13075
ZNF650	0.912125
KIAA1522	1.95625
PSG8	-1.88
DDX19B	0.318
MOBKL1B	0.67225
DIAPH2	-3.09241666666667
PTPN12	-0.25025
CLN8	0.3512
CRYZL1	0.196333333333333
CRY2	0.955916666666667
FCGR2B	3.85166666666667
PNPLA4	1.73125
ZNF454	-0.278
DKFZp434B1231	0.116
CLDN11	-0.045
RFWD2	0.6245
CIB2	-2.44883333333333
MXRA8	-0.33525
HRK	-1.531
MAML2	-0.45725
C4orf31	-1.686
C6orf192	-2.22325
COG6	1.022875
FAM5B	1.66325
NFATC1	-0.2931
SEPT10	0.5275
SCYL1	-0.1159
RPP40	-0.245
SCOC	1.1501
KIAA1450	-1.0065
CTDSPL2	-0.39325
TBX5	0.579166666666667
NAPG	0.17925
RHD	-4.65825
C14orf45	3.16266666666667
ZBTB22	1.731
PLCG1	-1.491
ANKRD10	-1.152
AQP7P2	-0.4535
TAGLN2	-0.579833333333333
HTR2C	-0.8538
SLC16A7	-1.95466666666667
C17orf83	0.412333333333333
TSGA14	0.269083333333333
MDH1	-0.46125
PPP3R2	-0.0888333333333334
DCBLD2	-1.89692857142857
RBM33	-0.734375
DPH3	-1.57825
SYT10	-0.948166666666667
FMO4	1.604875
THYN1	-0.275
DRD5	-1.869
OTOR	0.42175
PGRMC2	0.7898
KATNAL1	-0.28
PAQR6	-2.02075
UBE2I	-0.3735
C14orf28	0.631
C8orf70	-2.2405
FLYWCH1	-0.233875
ANGPTL3	-0.76075
GLRX2	0.220666666666667
ATP11A	-1.58242857142857
ARL5B	-0.12675
MUC16	-2.17325
SLC25A5	-0.226214285714286
ACRC	-0.46925
MYO1C	-0.1735
FAM89B	0.3525
FAS	-1.121375
KIFAP3	0.806
GLRA2	-0.0145
BTN3A2	-0.6908
CNKSR3	-0.219375
CSTF3	-0.431166666666667
ARPM1	1.055
KIAA1530	-0.9685
C9orf150	1.4385
PRKCI	0.0615
tcag7.1015	-2.0395
SOD3	-1.42475
ZNF574	0.7955
CYP21A2	-0.21525
RPL12	0.1465
COMMD2	-0.2605
WIZ	-0.01675
LOC344405	0.847
ALDH4A1	-1.01747058823529
CRYAB	-0.042
COPA	1.12143333333333
PCDHGA7	1.14866666666667
KIF11	-1.83591666666667
RASD2	-0.10275
SLC26A3	2.1855
ZNF175	-0.3895
JAKMIP2	-2.729875
C8orf4	-1.92433333333333
PTHLH	-1.392
SLC40A1	0.950583333333333
OR7D4	0.337333333333333
PCDHB17	-1.966
CD36	1.61028571428571
C6orf203	0.7055
PRKG2	0.0555
LOC400566	2.50025
ANAPC13	1.05275
SLCO3A1	-2.08675
ZNF692	-1.022
FANCL	-0.359
SH3GLB1	0.586
C12orf61	-0.11
KBTBD6	0.209
SUPT5H	0.18025
XRCC6	-0.8075
HUS1B	4.2637
FAM133B	-0.121642857142857
LOC728276	-0.005
KCTD18	1.26175
SOS2	1.2235
CCDC99	-1.72725
C1QTNF5	1.2355
NNAT	-0.0055
USP16	0.298
LARS	-0.363
ZBTB2	0.497375
ABO	0.887
TRAF3	-0.07175
GALNT5	0.2245
NAP5	-0.954875
ALG14	0.734833333333333
KIAA0515	0.317730769230769
WDR75	-0.5265
TEX261	0.3955
LY86	0.45225
LOC389072	-0.9305
FLJ13611	0.891
MRGPRX2	0.6995
SNRPA	-1.179
OR2G2	-0.2465
GPRASP2	2.2625
C7orf42	0.8084
C9orf163	-0.3505
CYP11B2	0.93
FCRL3	1.34266666666667
PRDX1	0.3235
FGB	-7.38383333333333
COX17	0.423
C16orf33	0.7055
PIWIL1	0.5415
FOLR1	-3.84366666666667
KIAA0082	-0.209
FREQ	-2.37216666666667
TMCC2	-2.53633333333333
TCF12	-0.413
ZNF721	0.24475
FAM130A2	-0.107
POU4F1	-2.661
SNRPF	-0.788625
SGIP1	-0.548
ZNF641	0.795333333333333
EMG1	-1.348
PRRG4	1.813
HIRA	-3.71375
MYNN	1.10783333333333
AEBP2	-0.48925
TBXA2R	-0.768833333333333
ISL2	-1.393
PCDHB11	-1.32
RNF144A	-2.08875
MARCH5	0.157375
DULLARD	-0.7865
DCLRE1B	-0.495333333333333
ITGA8	-0.1525
TP73	0.149875
PRKCD	1.542
NDUFB4	0.027
ATP13A4	2.56625
ANTXR2	-1.07466666666667
COL4A3	-0.2642
MYO10	-1.1387
SLC6A18	0.408
PEX1	0.6365
TMEM74	-0.769
RBM19	-0.04125
TAPBP	0.79265
RUNX1	-1.311125
MID1	-3.11175
GPR64	-0.1235
RASEF	4.03875
GABRG1	0.545125
MYO16	-0.5425
DBF4	-1.2625
TSHZ2	0.863
RIPK2	-0.11325
PPTC7	0.00516666666666667
KIF4B	-1.374
LRRC31	4.116
ZNF540	2.63325
EFNB3	-0.812166666666667
LOH12CR1	-0.52225
STON2	0.393833333333333
GLP1R	0.2405
CSTF2T	0.212875
IREB2	-1.15
GRSF1	0.16025
PDCD7	-0.834833333333333
LRRC43	0.173
CNR1	0.362166666666667
IL1F7	-0.6235
C12orf64	-0.12775
FAM69B	-2.59875
NR2E1	-2.78383333333333
MS4A6A	1.8387
FTL	-1.5757
C7orf36	0.39425
PCLO	1.7252
DYRK2	-0.0375
ARIH2	-0.352875
SAMD7	0.4695
SCNN1D	-0.388
SLC32A1	-0.82425
C22orf25	-0.645
MRPS18A	0.0469
GPR112	-0.1325
EARS2	-0.201
ERN2	0.047
ATPBD3	0.1865
PRH2	0.097
CDKN2D	-1.40566666666667
PGLYRP2	2.997
TRIM40	-0.07125
SEC14L3	0.472333333333333
SLC22A1	-0.4085
BTN2A3	-0.52625
RASA4	0.345
CCNL2	-0.355916666666667
MYBPC3	0.2205
GJA4	2.84475
CDC42SE1	1.005625
TRPV2	-2.7935
MYPN	-3.7799
SIM1	0.264
CDADC1	0.494333333333333
ZFHX4	-0.95525
NIBP	0.171
ADAMTS19	-1.05975
ABTB2	-2.9395
TSPYL2	0.080625
EIF2S3	-0.1548
SOX30	-0.7135
AP2A1	-0.291833333333333
DKFZP564O0523	1.347
LOC285398	0.2365
CDH18	-4.03
CHL1	0.99375
GATS	-0.726
TBC1D2B	-0.428
OR1J1	-0.132
GSN	-0.716
DPCR1	-0.0455
GARNL4	-0.336166666666667
SMARCA5	-0.84475
PLEKHG3	0.594
ZBTB45	0.5745
FRMD6	-0.279666666666667
PLS1	1.16733333333333
DGKZ	-0.875666666666667
EFNA1	2.3606
WDR85	-0.00375
ANK2	-0.1955
PAGE4	-0.530166666666667
SENP6	1.13316666666667
AKR7A2	0.801333333333333
FKBP10	-1.3725
VEGFC	-2.86366666666667
LARP1	-0.001375
SRBD1	0.315
ITGB6	3.294
SLC1A2	1.039
INVS	-0.729333333333333
MPO	0.68675
MOBKL3	0.3369
CUTL2	-1.64375
KLK2	0.038
VIM	-3.14975
REG1B	0.1586
PCDHGC4	-0.0245
C3orf34	0.163166666666667
SUMO3	0.2845
CST9L	6.7625
MLL4	0.00875
SPR	1.73966666666667
SAMD9L	1.7465
ABCE1	-0.74675
SUPT3H	0.212166666666667
ACTBL1	1.87525
ADAMTS4	-0.871333333333333
SLIT3	2.16725
RHEBL1	-2.24475
NPM2	-2.06675
MAN1C1	-0.307
KIAA1856	0.6615
HSPA6	3.3745
LOC388152	-0.858
C10orf140	0.334
ZDHHC12	-0.225
LIN7A	2.0956
PHC2	0.0700833333333333
SPHK1	-3.36725
TRIM26	0.4363125
FAM83E	1.2835
C18orf24	-2.087
ZNF578	0.9975
ORAI1	-0.09975
RUVBL1	-0.374
C7orf20	0.1665
APAF1	-0.719
SLC36A4	-1.07716666666667
MYH11	3.275
NEK1	0.4393
MPP2	0.899625
C12orf24	-3.62625
TNK2	0.3113125
ZNF289	0.20625
MATN3	-1.78685714285714
IFNGR2	1.566
ITPR1	1.42225
EBF3	3.1296
TBC1D20	0.4447
OR10P1	0.354
DDAH2	1.64775
SHPRH	-0.142375
STX7	-0.5715
LOC554248	-1.907
BCAR1	0.93375
ATXN3	-0.245833333333333
TRIM27	0.4895
CDC42EP2	-0.209
CHP	0.228071428571429
SOX17	0.839875
ZNF259	-0.414
CHCHD1	0.181375
ZDHHC19	0.428
GBP2	0.008
GARNL3	2.1535
MRC2	-1.57575
C1orf52	-0.4525
AOF2	-0.485833333333333
LRPPRC	0.2786
ACVR1C	-1.53666666666667
TM4SF18	1.81966666666667
TMEM169	-0.739
PPP1R16A	0.043
EBF1	-0.805666666666667
RRS1	0.283833333333333
SNX2	0.146
OR2T2	0.4115
RBX1	-1.0825
ANKRD54	-0.218166666666667
TSNAX	0.828833333333333
TMEM83	-2.66325
ZBTB7A	0.75075
ATM	-0.97775
LOC338328	1.44633333333333
TIE1	0.359833333333333
HIST1H3G	-0.3015
PASD1	-4.733
TINAG	-0.10325
PCDHAC2	-0.767
LRRC15	-2.521625
WBSCR17	-1.864
TFF2	3.7345
PARP2	-0.70175
NDFIP2	0.350625
PCDHGB2	2.22
WDR60	0.61175
MAP7D2	-2.0363
USP45	-1.18125
GSDML	-0.08775
TNS1	-0.582
PLCD4	1.18375
IQCD	1.0805
SMPX	-1.7995
CD9	0.880333333333333
SRGN	0.12475
CASP7	0.1895
INOC1	0.124333333333333
DKFZp451M2119	-0.382
VMAC	1.6795
USP53	0.5722
CAMK1G	-0.859375
TMEM106A	-0.738833333333333
CDC20	-3.0122
ACSL5	-1.32283333333333
CBWD5	-0.6965
C1orf87	-1.09783333333333
KIAA1274	0.1805
PRUNE2	-2.78223076923077
LYPLA2	-0.166333333333333
DOK6	-3.1705
GPR149	-0.1155
FAM30A	3.4065
TMEM129	-0.3055
SLC35B3	1.43
ACPP	-0.4112
LOC200261	0.6305
SLC4A7	0.7495
CCDC40	2.6205
GART	-1.331375
THOP1	-0.80575
SCARB1	-1.328125
CACNA1F	1.8325
TRIAP1	-0.157666666666667
SYT14L	1.1925
SFRS8	-0.0258333333333333
PBOV1	0.446
GOLSYN	2.51025
GJB7	-1.269
CAMK2N1	0.744083333333334
GREM1	0.9325
FLJ20433	1.116
QPCT	-4.5675
PRKAG2	1.5595
H2AFX	-1.517625
C6orf154	1.2835
PLOD3	-1.56375
ZBTB39	0.487166666666667
WASF3	-1.15941666666667
DRG1	-0.58575
PRR4	-0.567
SPCS1	0.27225
KDELR3	0.7755
SRP19	0.225166666666667
GABRA6	0.62875
MFSD1	0.667
MMEL1	2.44375
PDXDC2	1.3418
BUB1	-3.98333333333333
RNF138	-0.03625
MYLPF	-0.724333333333333
AIF1	-0.311
DYNLRB1	0.5198
HCN3	-1.339
HIST1H2AI	0.0745
MAP4K5	-0.119166666666667
LASP1	1.33125
LOC130951	0.9825
PLAA	0.283
KRT6A	-3.6205
C6orf117	-2.8135
ARHGAP23	-1.408
PTF1A	-0.485
GPHA2	-0.54075
LCE3B	0.23175
MCL1	0.0317857142857143
EHBP1	-1.25108333333333
PRNP	-1.6595
ZSCAN1	1.13025
C1orf113	1.5215
FOXA3	-0.453375
NEB	0.466
ASGR1	-6.02233333333333
CTGF	-0.7035
RAB17	1.32783333333333
MST101	0.74075
JARID1B	1.0519
USP37	0.3251
PTBP1	-0.185833333333333
PTPN7	-0.719
CDC7	-3.79716666666667
SNX7	-0.325
ZNF335	0.13925
CPT2	0.513
HEATR1	-0.411625
HSPC152	0.237875
C5orf40	0.4065
PSME1	0.599333333333333
STAG3	-1.98675
TMEM154	0.685666666666667
KLHL32	-0.118166666666667
TSGA10IP	-1.9085
SUV420H2	-0.483833333333333
SF1	-0.2643
2'-PDE	0.607375
PNLIPRP2	3.473
TRSPAP1	-0.33375
NUP210	-0.565166666666667
ANP32C	-1.85966666666667
RAB11B	0.443666666666667
ASB15	0.9565
ITGB3BP	-1.2635
UBASH3A	-0.7055
YWHAB	0.182
TPRX1	0.2795
LY6G5C	0.6045
SLC7A2	1.00825
CLK1	0.4757
HSD3B7	0.3525
VDR	1.4615
C16orf74	-0.3095
ACE	0.30825
PSMA2	-0.135833333333333
CCDC131	-0.1665
ZNF213	1.1615
EML2	0.8345
ALS2CR13	0.7645
GLYATL1	-0.97875
DSPP	0.1205
DHFRL1	0.069625
C10orf30	0.399666666666667
SH3RF2	1.12233333333333
LOC197322	0.541833333333333
DLL3	-1.192375
TIGD7	1.6305
GFRA3	-0.1285
CPA1	-0.377833333333333
RTN4	1.08066666666667
PPT2	-0.313666666666667
FASLG	1.8575
FOXP4	1.14975
RPL26	-0.1968
GNL3L	-1.61316666666667
FMR1NB	-0.148333333333333
CD163	5.7255
SGPP2	0.70975
GIMAP2	2.23075
CD37	1.22366666666667
DPT	3.95375
NBLA00301	0.60925
RGS5	1.33541666666667
C9orf4	-0.3795
ACTL8	-3.24566666666667
PRKAR2B	-0.366875
OPLAH	0.146666666666667
C20orf134	1.93425
SPACA5	0.221
TBL1X	-1.5375
TSPYL3	1.1745
CHCHD3	-0.632
CRKRS	0.455833333333333
GPR65	3.63125
DFFA	-0.371125
FUT1	0.80625
C6orf204	-1.73033333333333
TMEM51	-0.7285
ZNF580	0.043
CMTM2	0.1495
C20orf200	-0.379
EZH1	0.186166666666667
FDX1L	-0.430875
MRPL32	0.3415
PCAF	-0.5465
ALOX15B	1.01983333333333
CD59	-0.10525
CDK9	0.803
ERP29	0.113333333333333
TTR	-6.5545
BCMO1	-0.283
DDIT4	-2.0278
PTGDS	2.963
C3orf63	0.154666666666667
BST2	0.650125
CYP1A2	-0.323833333333333
C5orf25	-1.7535
STX1A	-1.15782352941176
OR2A12	-0.1585
SH3BP5L	0.72225
SERINC5	-0.347375
USP6	-0.9733
MRPL3	-0.0923333333333333
POMP	-0.4455
INPP4B	-0.60975
GMPPB	0.592
EAPP	1.0135
AHSA1	-0.95575
ABCA11	-0.391
SLC5A6	-1.10858333333333
HIVEP2	-1.176
SUMO2	-0.1815
KIAA1822L	-2.0565
C11orf67	0.9275
TXK	-0.03625
PHCA	0.4948125
ICAM4	-2.931
FPGS	0.5325
SNRPA1	-1.88325
KCNJ4	-0.78375
KIF6	0.842
HIST1H2BG	0.874666666666667
SLC5A5	0.52425
ZNF354B	0.6065
IL12RB2	0.2415
C11orf76	0.0863333333333333
GAL3ST2	-0.1205
AIFM2	-2.19325
SYNC1	0.204625
UBL3	0.219
PIK3CG	-1.25883333333333
NLN	-0.2033
BCORL1	0.81325
CD5L	2.00375
ZNF238	4.37583333333333
KIAA1394	-0.50475
C16orf55	0.0749
CYP3A7	-2.2645
KRTAP3-1	-2.9195
TFDP1	-0.646666666666667
MND1	-4.9575
NODAL	-0.114333333333333
GTPBP4	-1.03175
TUBGCP2	0.542
SLITRK5	-2.717
CIC	0.05125
CD79A	1.6725
SAMD14	0.149
TNPO3	-0.199
OR10G3	0.4235
OR10G8	-0.1325
CCDC111	0.6445
HOXC9	1.0605
DCUN1D1	0.3415
CYB5R1	2.07325
TSR2	0.41475
DAB2IP	0.9157
SLC6A5	0.5755
RAB3D	1.38775
DCUN1D4	-0.075
ERBB3	2.12716666666667
SDC1	-1.778
ATP6V1H	0.558666666666667
SYK	1.0315
ST20	-0.98475
C13orf30	0.128
WDR40A	0.383833333333333
ADMR	0.7085
LOC388335	-0.22125
ACSM1	3.1255
TDG	-0.186166666666667
FLJ11235	-0.19125
MRPS5	-0.7585
AGPAT2	0.344666666666667
SLC12A1	1.0105
CYP27A1	-0.9645
THAP7	-1.03725
XPO1	-0.254916666666667
ALMS1L	0.697833333333333
C1orf2	-0.7665
ZNF777	0.622166666666667
CAMK2A	-0.216666666666667
SMC1B	-0.92675
IHPK2	0.297933333333333
LEMD1	-4.4235
NKD2	-1.4332
CLU	1.46942857142857
ARMETL1	0.4935
PABPC4	-0.9605
CXCL12	1.74733333333333
TFAP2C	-0.00570000000000001
TTTY8	-0.8685
ABCB10	-0.235
ENDOD1	0.939833333333333
IDI1	-1.4725
KCTD6	2.123
CCDC105	-0.678
ULBP2	-2.43933333333333
ZDHHC5	0.52725
WNT8A	-0.25025
COMMD10	0.79325
KLHL12	0.678875
GPR50	0.2475
NR5A2	0.008125
OXGR1	0.192333333333333
EHD3	-0.9795
CAPRIN2	-0.981125
KLRC3	-3.82025
SF3B1	0.320785714285714
IPO7	-0.42625
ALDH1A1	-1.60833333333333
ANKRD5	1.436625
TSNARE1	0.358
DDEFL1	1.6935
RNASEL	1.36983333333333
DNAH9	-0.96825
HELLS	-2.963
TNS4	-2.7365
NAV1	-1.2346
KIAA1409	-0.698666666666667
C20orf26	2.32666666666667
TUBG1	-1.31925
IRX2	-2.269
CNGA4	-0.0075
MGC50559	2.43716666666667
OR4K17	0.202
TM2D2	0.857416666666667
FAM32A	0.25625
TXNDC14	0.073
CCBL1	-0.521
ANK1	-3.2923
PRSS23	1.041125
PPM1L	-0.9945
SPATA20	0.1025
APCS	0.24725
C14orf122	-0.441333333333333
PSMB5	-0.167875
C6orf10	0.0335
SETDB2	0.342833333333333
SPNS3	-1.1585
SGMS2	-1.00983333333333
MXD3	-1.43466666666667
MON2	0.8636
CARTPT	2.35225
HNF4A	-1.16333333333333
RABEP1	2.7631
TNFRSF10B	-0.807375
USH1G	-0.433
PPAP2B	-1.23333333333333
TMEM16K	0.61825
CTDSP1	0.6355
CDK5R1	-0.144666666666667
GABRR1	-0.2025
OPN1LW	0.5145
FAM98C	1.03325
DBN1	-0.9695
ACAD10	0.494666666666667
QTRTD1	0.11975
WNK3	-2.40816666666667
RPS19	-0.6635
C1QB	2.5505
OTUD5	-0.146125
SLC41A2	0.761833333333333
TMEM22	-3.94216666666667
KHSRP	-1.06458333333333
TNFRSF11A	-0.706833333333333
FBL	-0.5215
IBTK	0.430666666666667
OXER1	-0.0435
CBLN4	-0.000714285714285715
GPR172B	1.79416666666667
CFTR	-1.58225
VSX1	1.866
CAMK1D	-1.18775
LOXL3	-1.812
RTP4	0.55575
SLFNL1	0.27875
KIAA0828	0.14475
PAR5	null
LOC723972	-2.06825
GDI2	0.071875
CEBPA	0.2623
MLF2	-0.602666666666667
AFMID	0.55625
ALOX12B	-0.253
BPHL	0.512125
COX5B	0.139
S100A10	-3.0174
THOC6	0.0305
NHN1	0.57775
RRP12	-0.155833333333333
ARID3B	-2.6365
CD3G	-2.26833333333333
KIAA0133	0.5
NAT11	-1.453
PPAT	-1.07066666666667
SIRT3	0.9545
TCERG1L	-1.53425
NIPA1	-0.0346
DPP8	0.2564
IL7R	0.195833333333333
ZFP64	0.33925
DMAP1	0.3005
TRMT12	0.13475
TLR4	0.5104
WFIKKN2	0.38925
RAB12	-0.634166666666667
DDX51	0.146166666666667
KIAA1086	1.549
ZNF295	-0.006
ACVR2B	-1.406
LOC494150	-0.1185
ZNF517	0.282
DNASE1L2	-0.0716666666666667
SUFU	0.1725
LOC283677	0.126
LMO3	-1.658
PPP2R5D	-0.124166666666667
ZNF587	1.7101
HIST4H4	1.011
CYP2C8	-0.202
C1orf80	0.509333333333333
DOCK5	-1.44833333333333
C9orf24	-0.2945
OR5AR1	0.299
C11orf24	-0.975
UNQ1940	-0.45125
CAP2	0.869
TIMM44	-0.622
DSEL	-2.7623
ROM1	-0.7855
FBXO4	1.1895
MYLC2PL	-2.39575
MLH3	0.2537
NOX1	0.864666666666667
DPEP2	1.5015
DNAJB5	-1.54925
