Hybridization REF	TCGA-A7-A0CJ-01A-21R-A00Z-07
IRGQ	0.5855
RAVER2	1.34175
AKAP5	0.72
SSSCA1	-0.16925
C11orf63	-1.162
ACTG2	0.9584
PORCN	-1.064
DTL	-1.32681818181818
TMEM151	0.619
FAM122C	-1.1735
RSAD2	4.5237
BAT4	-0.3145
KRTDAP	-1.94716666666667
MYH8	0.129125
CRTC3	0.201
LRRFIP2	0.4317
INTS4	-1.00733333333333
TTN	-1.3535
SLC26A5	0.621
PLLP	-0.78925
RGS6	0.20575
SRGAP3	0.52675
ZNF525	-0.1755
NBR2	-0.490166666666667
C13orf1	0.3041
ZNF137	0.106
CEP27	-1.192
BEST2	0.432
RNF121	-0.22575
DMRTC2	-0.192
C8orf76	0.3455
BCCIP	1.005125
MEST	1.0845
HTRA2	0.2105
ANGPTL2	0.38375
ILKAP	-0.0963333333333333
ERAS	0.266
HBS1L	-0.428875
CPA5	0.558
TMEM30A	0.170666666666667
CD300LF	1.572
WISP3	0.209
CRK	-0.979857142857143
PDS5A	-0.4066
BRPF3	-0.013
NEDD9	-1.918
SMPDL3B	2.6595
PSG6	-1.02625
PSMD13	0.5665
ETV5	-2.7899375
OR51A4	0.0335
BTBD7	0.51775
GSTO1	-0.1935
hCG_16001	1.3335
MAD2L1BP	0.217333333333333
COX6A2	0.5205
SCNN1A	1.61666666666667
LSM1	0.55
UGT2B11	-2.712
IDUA	0.23
PPP2R3C	-0.507166666666667
COX11	-0.329
PDZK1	3.2715
ZNF443	1.19683333333333
MGC21874	-0.0323333333333333
ZNF323	0.9071
KRTAP10-10	0.433
CXCL6	-0.666
SLC34A2	0.5902
LOC284402	0.093
NPTN	0.500083333333333
UPP1	-1.65633333333333
SLC6A9	0.1145
OR7G3	0.53475
CISD1	-1.27666666666667
ZNF545	-0.3675
SYT14	-0.8555
NT5C3L	0.009
ZNHIT3	-0.618666666666667
SNRPD3	-0.082
KIAA0701	-0.080125
UNC93B1	0.054
GMNN	-0.97875
SPCS2	0.3995
LOC388524	-0.4545
NAPRT1	0.6085
PNLIPRP1	0.13625
OR6V1	0.533
PRKAB1	-0.50675
EYA4	-2.40466666666667
KIF20A	-1.3135
ALG10	-0.2945
ITPKC	0.7295
LMX1B	2.02883333333333
RPUSD4	-0.859
C7orf34	0.178833333333333
DLGAP2	0.209125
PFN1	-0.4379
MICALL2	-1.20458333333333
ZNF654	0.7045
SS18L1	-0.35825
SLC16A8	0.19075
MKI67IP	0.591166666666667
ITGB3	-1.13875
TCEA3	2.87508333333333
CEP152	-1.98175
CLIP1	0.0175
ZNF75	0.4049375
ATP5C1	-0.528666666666667
NUDT5	-0.706166666666667
PSCDBP	0.036
UBP1	-0.6035
RBM27	0.1785
C13orf15	1.50625
ZNF282	0.4105
ZNF222	-2.1505
COL10A1	4.63775
PRDM15	-0.375
TTTY5	0.1245
FAM9C	-0.286416666666667
C20orf67	0.491
GNG13	1.3745
F12	2.46275
C1orf41	-0.70275
CPXCR1	-0.409
GSK3A	0.230625
SUPT6H	0.765166666666667
PI16	-1.29216666666667
ELL2	-1.63666666666667
C9orf167	-2.2795
PVRL3	-3.1153
FLJ38596	0.259
ADAM20	0.54425
GPR89A	0.352
GPR87	-1.212
ZNF30	2.124
SMR3B	-0.01825
ZNF770	-0.10825
TRPC4AP	-0.160833333333333
DKFZP686E2158	0.7365
C2orf28	-0.00216666666666667
FREM1	-2.83616666666667
LAMA4	-0.0753333333333334
ADPRHL2	0.24275
EIF4G2	0.156333333333333
GUCA1A	0.0715
CTNNA2	-1.1895
NUDT15	-1.0245
CEPT1	-0.348833333333333
ZNFX1	0.9609
CCDC92	0.717
TDRD1	-0.4825
KCNK5	0.088
ETNK1	-0.66825
LTA	0.3005
TTPA	0.473
B3GALNT2	0.715375
SC65	-0.0865
PEX5L	-0.99075
EPS15L1	0.89775
MGEA5	-0.209375
HIST1H3A	0.7785
ING1	-0.35175
BCAT1	-3.01325
ORC6L	-2.32663636363636
KLK11	-3.855
C19orf28	0.218
DNER	-4.032375
MED22	-0.457
ETV6	1.30058333333333
CHAC2	-0.734
CD300E	0.369
CEBPB	1.38658333333333
ZNF398	0.4665
LRCH3	0.422
HMGA1	-1.13116666666667
CAPN7	-0.102333333333333
MGC5566	-2.43325
CCL3	2.3435
NANOS1	0.681875
ZFYVE19	-0.747
APITD1	-0.295
PARD3	0.784875
IRAK4	-0.614833333333333
SERPINI2	0.4605
CEP170L	-1.055
TTC9	2.5245
MYOM3	-1.5215
MLPH	1.2745
LOC222699	0.8075
NRG1	-1.71533333333333
TBC1D9	3.98454545454545
TTK	-1.1885
ZNF557	0.7929
DDX41	0.0168333333333333
FANK1	0.706
UBE2D2	0.20225
PSMB10	0.332375
MYH7B	1.1035
GABARAPL2	-0.58025
MARVELD2	2.29883333333333
DGCR2	0.739
UNC45A	0.443333333333333
C6orf72	0.6395
ZNF683	4.2815
GIT2	-0.289
CASK	0.0563333333333333
C14orf161	2.7465
LRRC44	1.394
TIFA	1.481875
UTP11L	-0.368125
C6orf65	-2.0115
FDPS	-1.04975
DUSP9	-1.6843
SLC17A8	0.1682
OR51G1	0.186666666666667
NANS	-0.45425
OLFML1	0.982
ATP10B	-1.118625
NPAS3	-0.64375
PRKCA	-2.6903
GGA2	-0.06825
LCE4A	0.564
SPANXN3	0.64025
CCDC115	1.058125
SDCCAG3	-0.39775
GLIPR1L1	0.089
TTC1	-0.6855
C17orf76	0.812
MAD2L2	-1.1615
HIPK1	-0.1581
LRRC3B	-0.248
CLN3	-0.547454545454546
C17orf47	0.2215
FMN2	-3.2545
TUBB1	-1.127875
WAPAL	0.108833333333333
C3orf21	0.132125
SCN5A	-0.4152
SMYD1	0.2205
BEX5	0.6835
ZNF192	-0.1
SEC22A	0.844166666666667
GRIA2	0.715461538461538
KIAA0825	-0.852
NUSAP1	-1.94063636363636
LANCL1	1.4035
C15orf40	-0.7792
ZNF645	0.1795
GPR61	-0.24375
NLRP14	0.1435
SNX21	0.6703
C1QTNF8	0.2695
C17orf46	0.3995
IFNA8	-0.00700000000000001
SPRR1B	-0.5495
FLRT1	-0.4185
SNX17	-0.13
ASB2	-1.51733333333333
HBG1	-4.691
RPRML	-1.72075
JOSD2	0.434166666666667
PLSCR3	0.3625
SPOCD1	0.0915
RAB39	-0.409
GHRH	1.95
ITIH5L	0.01625
C17orf37	-0.05275
SMCR8	0.91525
DPY19L2P3	-1.65883333333333
IL11RA	0.157833333333333
GDF3	-3.25433333333333
RPS6KB1	-0.7655
DNAJC19	0.866
TOP1	0.03775
CRCT1	-0.17225
MPST	0.814625
DPM2	0.059625
FAM38B	0.937166666666667
SLC18A1	-2.48583333333333
FARP1	0.4345
PAX7	0.34675
TUBD1	-0.33075
GNL3	-0.619625
BTG2	1.47506666666667
NDUFS6	0.02175
C1orf79	-0.37025
ERAL1	0.45925
ECHS1	-0.33625
VPS4A	-0.370166666666667
CYP11A1	-0.877625
ABCC6	-1.72507142857143
PBX4	-2.2845
MOSC1	0.419875
NCF4	-0.2805
HYMAI	1.037
NAGPA	-0.9865
OTOP2	0.09425
ACOT12	0.22575
MTHFD2L	-0.08675
LOC441376	4.99225
C19orf34	-0.459
RAB1B	-0.518
ALDOAP2	-0.3705
NTRK1	-1.48766666666667
ARTS-1	-0.3862
SLC6A11	-0.5545
NAP1L2	-0.843
CNGB1	0.0828333333333333
EPB41L4B	-0.4425
FAM134B	2.537875
HS3ST3A1	-0.813
CPXM2	4.7605
SIRPB2	0.242
CHORDC1	-1.55783333333333
TRIB3	-0.148833333333333
SLC2A5	1.2845
C2orf49	-0.230666666666667
DDX5	-0.02975
OR5L1	1.515
ANAPC4	-0.915333333333333
ZSWIM1	1.00675
LOC93622	-0.43925
KCNK3	-0.3264
RP11-35N6.1	-1.938875
ZFP161	0.411166666666667
AQP9	4.91275
SLC15A2	-0.676833333333333
MREG	1.38183333333333
OR9I1	0.1025
PDLIM2	-0.495625
ADAM7	0.305
GSTCD	-0.110666666666667
WDR21A	0.890375
SLC12A8	-0.114
TMEM174	0.4635
IGSF3	0.50175
LRRN1	0.97825
LOC402117	-0.38725
SRPK1	-0.534333333333333
LY6K	1.960125
NFIA	2.9585
PTCD3	0.118875
LEP	1.27916666666667
PCDH21	-0.361
MAPKAPK2	1.09921428571429
NMNAT1	-0.651333333333333
LHFPL2	0.1755
C9orf43	-0.19125
DIP2A	-0.246666666666667
ACTR8	-0.2905
CCDC34	-1.002
PTPN22	-1.480875
ITGA3	-0.725
FAM129C	0.00725
RABGGTA	0.936166666666666
UNC45B	0.0165
KIAA1033	-0.405375
ZNF510	-0.463833333333333
CYP2D6	-0.338666666666667
SLC26A10	-2.0975
STX8	-0.625
LUZP1	-0.659
WDR89	0.710666666666667
EIF4G3	0.9435
C5AR1	0.507
ZNF623	0.3215
A2M	-0.39825
TGM7	0.5935
GRPEL1	-0.655833333333333
LMNB2	-0.4705
ROCK2	0.118166666666667
SNX16	1.05625
CCDC66	-0.44625
ANXA3	-1.94825
KIAA1609	-0.523625
EED	-1.6
RNF32	1.343
HES1	0.086
CLC	0.326166666666667
ISL1	-0.679666666666667
KIAA0528	-0.242
MANEA	-0.04075
C1orf61	-1.6225
hCG_2001000	1.0505
RAPGEF6	0.1766
KIAA0020	-0.696666666666667
NEIL1	-1.908
C16orf45	-1.3035
RBM10	-0.402666666666667
C10orf125	-1.633375
MRS2L	0.4755
DNAH17	-0.959625
C19orf10	-0.35475
C1orf160	0.537
SLFN12	1.2905
EXOC3	-0.0511666666666667
HIST3H3	0.4135
NCOR2	0.171833333333333
TNFRSF9	-0.4095
MFSD8	1.161
ALX1	-2.8915
NOL1	-0.80025
PODN	2.024
TIAL1	-0.947
HIST1H1E	-1.56875
NPY6R	0.3745
TM4SF4	-0.811
CORO2A	0.4165
ETNK2	1.98916666666667
APOE	0.556
ANGPT4	0.2965
HDGF2	0.00325
G30	0.128
ST8SIA4	-0.7585
F2RL1	-1.276
FAM19A4	-2.572
CCAR1	-1.1015
B3GNT7	0.57425
OPHN1	-0.6213
DSCR6	0.094
C21orf13	0.809666666666667
GAS2L1	0.459666666666667
RFX3	-0.166333333333333
COPS4	-1.313875
BCHE	-5.35533333333333
BCL2	3.813875
HBZ	-2.829
ARL13B	0.708
MAPBPIP	0.703
MYO15B	0.392375
SPZ1	0.480666666666667
KIAA1324	3.94477777777778
PLCL2	-1.88225
C4orf29	-0.55125
WDFY2	-1.203875
ZNF284	0.282
NAALADL1	-0.4455
DUSP5	2.22083333333333
PXDN	0.679375
SLMO1	-0.374
TNXB	0.3659
BIRC7	-0.73925
A4GALT	0.868333333333334
TIMM22	-0.76225
FAM110C	-1.313
TOMM34	-0.096625
ABHD9	0.1455
ADAM32	0.4005
CRHBP	-1.07025
AQP2	0.571125
LOC130355	1.1555
ZNF187	0.251666666666667
ZNF816A	0.2735
F7	1.415125
CNOT1	-0.594
SLC13A4	-0.2885
ZBTB11	0.53375
B3GALT5	1.34325
EXOC2	0.865
IRS1	1.5578
TMEM1	0.0538333333333333
MRPL34	0.149833333333333
SAMM50	-0.267
CDC42EP3	-0.64275
HSF2	-0.4365
MFN2	-0.26575
TSPAN7	-2.56366666666667
NUCB1	0.225833333333333
RHOH	-1.578
ARL16	0.039
TACR1	0.43925
SFRS5	-1.03716666666667
SNX25	0.522625
RHBDF1	-0.025
PCDH18	0.309833333333333
HMG1L1	1.08325
MYO5C	0.88575
MAPK10	0.762
LDHAL6A	0.6394
NUDT12	0.5905
NCAM1	-0.334125
GLIS2	0.602
GGTL4	-0.26475
DAPP1	-0.81125
ATF7	0.07575
KIAA0748	-0.26725
NFIL3	-0.0715
TM6SF1	-1.3092
SEZ6	0.310375
NANOS3	-0.355666666666667
DNAJA3	-0.488166666666667
CLDN6	-2.027
CIITA	1.5568
EPHA4	2.05241666666667
FANCC	0.152
CMTM3	-0.23825
PSG3	-0.252625
MRPL15	0.72225
C21orf59	0.06325
PLCXD2	0.15075
C2orf34	0.17225
UBE2L6	2.0255
MED14	-0.0493333333333333
HP1BP3	0.642
C6orf208	-0.217
TPBG	2.6475
OSR2	0.86075
XPC	-0.8995
KLHL7	0.207666666666667
CCR3	-0.1806
AGTPBP1	-0.0065
PCSK6	0.109533333333333
STAT5A	-2.2775
FAM18B	-0.58825
LONRF2	1.4005
PTPN2	2.20475
SF3A3	-0.671166666666667
EFCBP2	-0.11725
HCFC1	-0.590666666666667
AHNAK	0.56705
ACTR5	0.3185
KIF14	-1.81571428571429
TENC1	0.51475
HEATR5B	0.958
YIPF2	0.805833333333333
MYEOV2	1.20666666666667
DUSP18	0.65275
KIAA1012	0.82775
AHR	-0.736333333333333
C17orf53	-0.987166666666667
PTPRH	-3.14125
ATP6V1C1	0.1173
TAS2R3	0.053
LOC440356	0.683
COQ10B	-0.16375
PSMF1	0.821833333333333
SORBS2	-0.917916666666667
NFE2L2	-0.1095
TMCO7	-0.7455
SH3PXD2A	-0.5169
SH2D2A	1.387
SPINK5	-3.24625
MRPS24	-0.28825
OPA3	0.282875
TRAF7	-0.293
C4orf35	0.3625
MT1G	0.07575
MGC39545	0.05125
HS1BP3	0.5382
OR2B2	0.568
CHRM4	0.5915
SFRP2	-0.185166666666667
RIC3	-1.09675
ART1	-0.2285
C6orf1	0.8535
DUS4L	-1.155
C10orf104	-0.529
TNFAIP6	1.90325
RTEL1	-0.363
CCT4	-0.9981
ZNF709	0.37775
CHMP6	0.941
UPP2	0.5285
CYP19A1	-1.759
CD151	0.051
NDUFA13	0.4285
ARFRP1	-0.565333333333333
FAM26B	2.551
CRYBA1	-2.066
MRPL41	-0.0741666666666667
NPFFR2	-1.571625
HRH2	0.474
SCAMP3	0.279333333333333
MTMR6	-1.0054
MTG1	-1.97616666666667
UBTD1	0.89525
CRABP1	-1.648
FLJ33790	2.7749
KIAA1908	-1.0635
GPR158	-3.573
PACSIN3	0.803333333333333
OMD	-0.534166666666667
CATSPER1	-0.201666666666667
HOXB8	-0.810875
FBXO46	1.3755
OAS1	2.30383333333333
SVIL	2.12
PHB2	-0.5945
ADCY3	0.066
NDRG2	-1.1835
ERMAP	-0.0017
APBA2	-2.12766666666667
IGSF9	2.878
WNT6	1.10692857142857
MYCBPAP	2.53325
ATP2B2	-0.2018
CPVL	-2.0112
TRAM2	-0.573416666666667
NOP5/NOP58	-0.00424999999999999
ZNRF4	0.13875
TLK1	0.20425
MTMR12	0.0932857142857143
ZNF384	-0.175666666666667
FAM9B	-2.34725
RPN1	0.7671
PMVK	0.83025
EIF3D	-0.6681
SIX2	1.262
HPS1	-1.11342857142857
RNF7	1.108
PSKH2	0.2715
KCTD13	-0.0921666666666667
CSMD3	-0.5293
FBF1	-0.3875
IL8	-4.45975
SERPINB13	0.37975
FBXL20	-0.4255
BLR1	0.23425
SH2B1	-0.559
RFNG	0.3225
RAB20	-0.142833333333333
RBM7	-0.87575
POLR1A	-0.00883333333333334
TMPRSS4	3.0405
TAF9	-0.1435
TERF2	-1.06433333333333
TNFRSF1A	0.270416666666667
ACADVL	-0.4785
GTF2H5	0.2365
EDG8	-0.915333333333333
C9orf140	-0.384125
UST6	0.45325
ZBTB8OS	0.19675
ZNF710	0.4915
GPR174	-1.7615
ATP6V0A2	-0.192
KIAA0319L	0.148583333333333
XKRX	0.156
DOPEY2	1.1334
SDHD	-1.12658333333333
SUMF1	1.72975
OSM	1.276
OPN3	-0.722
DAGLB	-0.384666666666667
PPFIBP1	-0.175
TRIM63	-4.5185
C10orf53	0.0275
LYPD3	-0.633166666666667
BCL7A	0.502625
AGER	-0.470166666666667
TCF19	-1.005125
SAT2	-0.16975
PFTK1	1.90166666666667
GABRE	-1.573875
C15orf38	0.6591
FIS1	-0.4435
KCNV2	0.486
CLPS	0.29875
PPCDC	-0.116625
FOXN2	0.317666666666667
NT5E	-2.3278
CD83	-0.04275
IL18	-1.454875
VPS16	1.1445
IGFBP2	1.5785
NOTCH2	-0.2925
SIGLEC1	2.979375
CD93	3.979
SULF2	2.09175
CEP164	-0.254125
P53AIP1	0.537333333333333
TOR2A	0.256666666666667
ZNF136	0.58975
MGP	3.6486
CCDC144A	0.3785
TRPC1	-0.966666666666667
SMS	-0.918
MAPK7	-0.4115
RRAGC	0.2705
PARD6A	0.780666666666667
NUB1	0.553666666666667
SYNGR4	0.81775
OR11H12	-0.013
WIF1	0.131875
GCH1	-0.87975
OR11H4	0.362
SLC44A5	0.2035
GPRIN2	-0.272166666666667
LOC401431	1.00625
CPA4	-2.6905
MELK	-2.13433333333333
IL15RA	0.63775
CUL3	0.5645
HMBOX1	-2.185
PODXL	-1.99925
CCT6B	-0.0256666666666667
COMTD1	-0.369
MUC20	0.241333333333333
GPX2	-2.911
ITK	-1.285625
FBXL5	0.45775
C13orf27	-1.0965
DEFA5	0.043
TRHDE	-0.77
MTP18	-0.0426666666666667
UQCRQ	1.0338
ITGB2	0.647666666666667
CSRP2BP	0.70425
TAS2R44	0.3915
PHPT1	0.5185
FAM44C	-0.007
ERH	1.432
MPHOSPH1	-1.2845
MORC1	-0.169
PARVB	-0.25775
LAMA1	-1.9945
PGBD3	-0.86275
GIMAP6	2.96225
AREG	1.31033333333333
LIPT1	-0.21
MGC99813	0.62
C1orf201	0.201833333333333
GRIN2A	-0.6969
MAN2C1	-0.807125
NSUN5	-0.60125
SF3B5	0.07625
MYC	-0.5634375
NRXN1	-0.622
ZNF18	-0.23875
SPDYA	-0.194
SLC37A1	0.953
DECR2	0.25
ANKRD38	-0.86175
SPTLC3	0.0845
SUPT16H	-0.199875
DTWD2	1.3185
ULBP1	-0.607
ZADH1	-0.0315
OIP5	-1.761
IL10RB	-1.4175
OTUB2	1.09375
VWA3A	-0.211666666666667
SPIC	0.1125
OR6C4	0.1035
PSCD4	0.622333333333333
DPY19L2P2	-0.52
TRAPPC6A	0.330833333333333
C21orf2	0.3945
CEMP1	-0.5715
LIN7B	0.949
E2F7	-1.78933333333333
VCP	-0.9539375
LAMA3	-0.356916666666667
BGN	0.569
GPR160	1.47133333333333
COCH	-4.811
GPR81	1.23033333333333
APOBEC3F	-1.8685
tcag7.1017	-0.29575
C1orf32	0.5605
SCGB1D2	3.997
FLJ43987	0.4325
C6orf170	0.43675
KLK9	0.1385
GPD1L	1.1835
VPS37B	0.28225
ATG3	0.263333333333333
ADAMTS17	0.3975
KLHDC2	0.775833333333333
NDUFV2	-0.787
BLK	-2.5205
MATN4	-0.7685
GPM6A	-0.67175
GBP4	3.24466666666667
TMEM162	0.461666666666667
PKP2	-0.133
HRASLS	-1.63555555555556
MMP1	-2.7615
SFXN3	0.0931
FSD1	-1.68483333333333
ST6GALNAC3	-2.359
CA12	2.9299
NCOA6	1.2985
C19orf58	0.0978
PPP4R1	-0.8105
MAN1A2	0.354166666666667
IKBKAP	-1.3065
UPF1	0.394
KIAA1219	0.60475
WNT16	-0.00983333333333333
SNW1	0.17775
IL18RAP	2.2265
RPP30	-0.1145
CDC40	0.141785714285714
SETD3	-0.159
SLAMF6	-0.22225
ELK4	-0.868
TRIM47	0.812666666666667
ACOX3	1.100375
TRIM6	-1.74025
KIAA0372	0.0226666666666667
TP53AP1	1.520625
SMURF2	-0.06825
ADAD1	0.3365
EBP	-1.346
KRTAP13-2	-0.269
FLJ36874	-0.196
TOR1A	-0.4745
P2RY4	0.8035
GPBP1	0.5365
TRPV1	0.28075
ADAMTS12	-0.617833333333333
PES1	-0.5203
ATG4A	-0.195166666666667
MAGEA10	-4.106
WFS1	1.04025
CC2D1B	-0.4195
PABPN1	0.410875
SLC25A30	0.01925
SLCO1C1	-0.337833333333333
SLC22A5	2.703
KIF23	-1.37583333333333
SYN2	-0.624333333333333
ASPN	5.2305
CENTG2	0.16075
QSOX2	-1.2074
FLJ10815	0.245833333333333
STK24	-0.5045
SPEG	0.7053
STK10	0.0546666666666667
DACT2	-1.919
AAAS	-0.75325
SSX3	-1.35925
ABCD3	1.4396
C4orf12	-0.641125
PARVG	-0.128166666666667
FIG4	0.675
C9orf46	-0.00475
TMCO6	0.0265
IGHMBP2	-0.37275
DUS2L	-0.369
FAM3C	-0.938
TMEM16D	-2.17925
DCTN4	0.649
KCNH3	-0.38525
EIF2AK2	1.18475
AP1S3	1.812125
CST4	0.87
PAM	0.126125
NUTF2	-0.6165
CITED2	1.4638
SLC39A4	1.25325
C2orf52	0.0195
GRM3	0.09075
C12orf49	0.883375
CCDC49	-0.778
GRAMD1B	-1.5095
FNDC4	-1.04925
SIAH2	2.546375
GDPD4	0.38625
C21orf87	0.4215
ATP5A1	0.909166666666667
C16orf63	-0.585875
LOC388135	-1.53783333333333
ATP5J2	-0.491125
MMP3	-2.1755
EMID2	-0.00400000000000001
CRHR1	0.50625
WDR70	0.3975
C13orf31	0.37475
ZFAND1	0.4395
CCL18	4.21866666666667
C3orf49	-0.055
RINT1	-0.679
KIAA0408	-1.777
F13A1	1.6917
SLC10A1	0.239333333333333
OGN	-2.8105
GIPC2	-2.006
XPO6	-0.377333333333333
LCE1A	0.19
FMR1	0.8021
LOC374920	0.174
DUSP3	0.156
ANKMY1	0.6295
C7orf50	-0.52775
BBS9	0.1929
UNC119B	-0.592125
C9orf72	-0.027375
MGC35440	-0.005
ENTPD6	0.9595
PPP1R2P9	0.000749999999999987
ERCC4	0.18825
FAHD2B	-0.1165
HMHA1	0.141
HACL1	-0.747
RAD23A	-0.206333333333333
FAM83B	-1.806
PPP5C	-0.7105
RNASEH2C	-0.40375
C9orf153	-0.336
SCAMP4	0.88925
GHITM	0.6591
NDUFB7	0.920875
ADCYAP1	-0.301166666666667
SP110	2.55233333333333
MAP3K7IP2	-0.27725
DHH	0.3595
AGRN	0.262857142857143
WDR33	-0.0761666666666667
CEP290	-0.0193333333333333
PRPS1L1	-1.588
KLRA1	-1.1555
GPR97	0.104
CHD7	-1.94866666666667
TLR10	-0.123
SLC30A8	-0.838
HIC1	0.557
IAPP	0.722
RXFP4	0.315
GP1BB	0.358
SHQ1	0.562
NKX2-3	0.363666666666667
API5	0.15925
FTHP1	0.464
MOV10L1	0.270166666666667
TRIM6-TRIM34	1.18033333333333
ADHFE1	0.6585
FAM117A	0.35875
DDI1	0.288666666666667
CDON	0.923333333333333
TRIM73	-0.4045
IGKC	1.633
MMP14	-0.6795
DYNC1LI1	-0.78275
C11orf66	-0.514
TRBV3-1	-1.266
FASTKD5	0.779
BIVM	-0.315
LHX4	2.43475
CXCL2	-1.2888
RAB2B	-0.373833333333333
IZUMO1	-1.116
MAP3K15	-2.277125
FAM19A2	1.8055
ZC3H8	1.12666666666667
ZMAT1	0.803875
SPINK5L3	-1.60475
SLC10A6	0.5365
APPL2	0.332125
CARD10	-1.58483333333333
LOC402176	-0.99025
EEF1D	1.0287
RAB6A	0.55
C12orf5	-2.05
PAPOLG	0.50975
MSRB2	0.1585
BCR	0.396944444444444
PUS3	-0.23575
TIAM2	-1.0285
ZNF317	0.350833333333333
CHD2	0.0995714285714286
FZD5	-1.94513636363636
NUDT8	-0.82925
ZNF763	0.0285
PRC1	-0.930777777777778
ABCB9	0.248
SPATA3	0.33125
TRAK2	0.580125
STAB1	2.1305
LRRTM2	-0.0596666666666667
psiTPTE22	0.51425
DBI	0.94175
SERPINA11	0.1785
NAT5	0.157
C20orf58	-2.015
RPS6KA4	-0.0503333333333333
FLJ90650	-0.9345
TGFBRAP1	0.248
CHRDL2	4.146875
FAHD2A	-0.4025
CNTN1	-0.25725
BBS4	-0.8717
TMEM181	-0.07675
MINPP1	-1.7675
MPHOSPH6	0.469833333333333
HOXC10	1.9024
ITPKB	0.108625
CLPTM1L	0.225375
MEOX2	-1.12166666666667
ATP6V0C	0.346875
PRPF8	-0.476833333333333
TMC5	2.82725
FKBP3	0.75025
PLEKHB2	0.088875
OR4D6	-0.1565
ZNF544	0.00520000000000003
D2HGDH	0.919
RPL18A	-0.0624
HEL308	-1.306
MPP6	-4.2645
TCERG1	-1.197
KRT16	-0.941
KLF17	-0.87325
KLF5	-1.226125
CDR1	3.0305
VCX3A	-2.871
FBLN2	-0.16425
C14orf104	0.59775
HBE1	-4.2291
OR4S2	1.313
C1orf108	-0.305166666666667
ROBO4	2.98433333333333
CPEB4	0.136875
C11orf80	0.443166666666667
BCKDHA	0.541
MYOC	0.1345
GIF	0.1405
CKMT1A	1.6545
RPL3	0.0326
THBS1	1.851
APOO	-0.559
ARMCX1	1.397
HSZFP36	1.41425
SNAPC5	-0.4565
EIF4ENIF1	0.8845
ZNF433	0.64525
TNFRSF21	0.348
TMPRSS7	-0.6485
SPATA18	0.0599
HPDL	-0.0085
MKL2	1.1085
TBX3	1.59984615384615
C21orf93	0.390666666666667
DAXX	0.35825
ELMO1	-0.728875
RGS13	0.333333333333333
TAF11	-0.85575
UNC13A	-1.93825
LOC653314	-0.4544
ORC3L	-0.2555
IMAA	-1.3775
TARBP2	-0.12125
CABIN1	0.2844
TRIOBP	-0.1595625
HIST1H2AC	-0.207625
RGS22	0.3725
NCOA1	-0.0533333333333333
IL25	2.3905
SNCG	0.0565
GPR6	0.3755
AMDHD1	-0.3225
CHEK2	0.236375
C6orf142	-0.8785
DRD4	0.39125
C14orf68	0.05725
GDF11	0.27
SEMG2	0.6675
CD247	-1.31125
CDAN1	-0.47875
RBMX2	0.3655
TGS1	-0.40725
OIT3	-0.21975
SYF2	-0.55
MCM4	-1.480625
PKHD1L1	-0.202571428571429
CEP192	0.369166666666667
IFT88	0.17975
RPL9	-0.960214285714286
RAB32	0.15975
DDX43	-3.906
P2RX2	0.504
OR5D18	0.6045
UBE1	-0.56775
SLC24A1	0.220125
ARHGAP5	0.04575
CETP	-0.762
KIAA1731	-0.506666666666667
SLC9A4	0.4615
PTPN6	0.451
BAHD1	-1.767
GRIK3	1.124
CACNB2	-0.4799
PDE10A	-0.47725
DGCR14	-0.09075
PCDHB9	-0.9805
RHOQ	0.756833333333333
MAP3K4	-0.2825
KTI12	-0.111666666666667
RPL23AP13	-2.28175
GNG11	-1.65125
CLCN3	1.1515
GPAM	-0.089
VSTM2A	0.811
SLAMF7	1.45033333333333
INTS2	-0.0395
PPP2CA	0.1488
LRP12	-1.11066666666667
SEC14L2	1.04955555555556
DKFZP586H2123	1.88875
MC3R	0.161
CIRH1A	-1.356
HIST1H2AB	-0.3285
POLH	-0.429875
MGC16703	-0.216166666666667
SNAPC2	0.819
FILIP1L	0.1995
RASGRP4	0.4515
LRRC1	1.64625
GAS1	-0.7
PRAC	-0.6475
DGKA	-1.59016666666667
NT5C3	-0.04675
PEG3	-3.94916666666667
NADK	-0.2945
PRR17	0.22425
LOC374569	-0.387
SGSH	0.061
NLRP8	0.364
GALT	-0.6765
MCF2	-2.5435
ZNF263	-0.3685
TACSTD1	2.10783333333333
TYR	-5.7371
ATP6AP2	-0.164
RNUXA	-0.20325
ABHD10	0.180666666666667
GDPD2	-0.82425
SLC35C1	-0.4875
UBE2A	-0.319375
HERC5	0.984833333333333
FAM112B	-3.78133333333333
FBXL16	0.8435
DKFZP434A0131	-0.3115
ELA3A	-1.489
RBM41	-1.563875
HAO2	0.00125
RNH1	0.015125
SHANK2	0.7145
OSBP2	-1.9175
DAK	-0.166166666666667
C3orf58	1.71275
TCL1B	-0.0985
KBTBD2	-0.73625
SUGT1L1	0.42575
UBE2E2	-1.63283333333333
MYL9	2.855125
CDC23	0.13
PBXIP1	1.0783
CXorf40B	0.7205
NBL1	2.05725
RTBDN	0.528
RAB11FIP5	0.509375
TTTY13	-0.161
SCOTIN	-0.0938333333333333
SOHLH1	-0.654
CDKN1A	-0.646928571428571
NCK1	0.47875
ZNF550	0.09425
SAPS3	0.465583333333333
SPIN3	0.0685
MAGEE2	0.09525
MIS12	-1.21166666666667
OR8H2	0.346
KIAA0774	-2.4815
UNC5D	-1.843
CUL7	-0.207666666666667
