Hybridization REF	TCGA-E2-A15P-01A-11R-A115-07
DHH	-0.5525
AGRN	0.0727857142857143
WDR33	-0.198833333333333
CEP290	1.41466666666667
PRPS1L1	-1.976
KLRA1	-0.412
GPR97	-0.5225
CHD7	-0.251916666666667
TLR10	1.306
SLC30A8	-0.072
HIC1	0.997333333333333
IAPP	-1.0945
RXFP4	0.16125
GP1BB	-1.583
SHQ1	0.7505
NKX2-3	0.0865
API5	0.165
FTHP1	0.7325
MOV10L1	0.436333333333333
TRIM6-TRIM34	3.15433333333333
ADHFE1	0.7925
FAM117A	0.28075
DDI1	0.429833333333333
CDON	0.210333333333333
TRIM73	0.025
IGKC	3.8575
MMP14	-0.866
DYNC1LI1	0.588375
C11orf66	-0.24875
TRBV3-1	-0.6035
FASTKD5	0.193
BIVM	-1.71125
LHX4	-0.33425
CXCL2	-1.3506
RAB2B	-0.291333333333333
IZUMO1	-1.2595
MAP3K15	-2.067125
FAM19A2	0.433
ZC3H8	0.211333333333333
ZMAT1	2.13375
SPINK5L3	-4.09025
SLC10A6	0.873
APPL2	0.20125
CARD10	0.038
LOC402176	-1.099875
EEF1D	0.4199
RAB6A	0.5386
C12orf5	-0.97325
PAPOLG	0.15
MSRB2	1.277
BCR	0.134444444444444
PUS3	-0.44725
TIAM2	-0.26
ZNF317	0.138166666666667
CHD2	0.131785714285714
FZD5	-2.30568181818182
NUDT8	-1.3645
ZNF763	1.0485
PRC1	-2.03577777777778
ABCB9	0.243666666666667
SPATA3	0.48875
TRAK2	1.1145
STAB1	2.0995
LRRTM2	0.248
psiTPTE22	-1.03775
DBI	2.22075
SERPINA11	-2.7025
NAT5	0.3055
C20orf58	-1.933
RPS6KA4	-0.536833333333333
FLJ90650	-0.80625
TGFBRAP1	0.12725
CHRDL2	-0.120375
FAHD2A	0.121
CNTN1	0.7335
BBS4	1.0853
TMEM181	0.06325
MINPP1	-0.5575
MPHOSPH6	-0.564166666666667
HOXC10	0.6524
ITPKB	-0.18975
CLPTM1L	-0.4725
MEOX2	1.562
ATP6V0C	-0.03225
PRPF8	-0.575666666666667
TMC5	3.94
FKBP3	-0.65875
PLEKHB2	0.538
OR4D6	0.0615
ZNF544	-0.0245
D2HGDH	0.4105
RPL18A	-1.2934
HEL308	0.25675
MPP6	-3.1385
TCERG1	-0.88225
KRT16	-1.2565
KLF17	-1.672
KLF5	-0.5
CDR1	2.230625
VCX3A	-3.8495
FBLN2	1.692
C14orf104	-0.20325
HBE1	-3.6258
OR4S2	0.33
C1orf108	-0.260333333333333
ROBO4	3.247
CPEB4	0.7875
C11orf80	-0.909833333333333
BCKDHA	0.589833333333333
MYOC	1.52725
GIF	0.104
CKMT1A	-0.9575
RPL3	-0.1215
THBS1	2.24425
APOO	-0.599
ARMCX1	3.1405
HSZFP36	1.21125
SNAPC5	0.54775
EIF4ENIF1	0.46225
ZNF433	0.626
TNFRSF21	-1.55425
TMPRSS7	0.112
SPATA18	2.93
HPDL	-2.9925
MKL2	1.5468
TBX3	1.51561538461538
C21orf93	-0.2965
DAXX	-0.2365
ELMO1	-0.149
RGS13	3.52416666666667
TAF11	0.00525
UNC13A	-2.512875
LOC653314	-0.8217
ORC3L	-0.918
IMAA	-2.0685
TARBP2	-0.70675
CABIN1	-0.4326
TRIOBP	-0.2104375
HIST1H2AC	1.9045
RGS22	1.65916666666667
NCOA1	1.50133333333333
IL25	2.6235
SNCG	1.3365
GPR6	0.015
AMDHD1	-1.3575
CHEK2	-1.325625
C6orf142	0.58625
DRD4	-0.54025
C14orf68	-1.64775
GDF11	-2.38875
SEMG2	-0.0015
CD247	-1.5585
CDAN1	-0.2505
RBMX2	0.438
TGS1	-0.3025
OIT3	-0.13325
SYF2	1.0375
MCM4	-2.208875
PKHD1L1	0.4355
CEP192	-0.576
IFT88	1.10075
RPL9	0.0620714285714286
RAB32	-1.039875
DDX43	-0.89125
P2RX2	-0.051
OR5D18	0.6105
UBE1	-0.5255
SLC24A1	1.935
ARHGAP5	0.96825
CETP	-1.48175
KIAA1731	0.363666666666667
SLC9A4	0.394
PTPN6	0.0245
BAHD1	0.5805
GRIK3	0.1665
CACNB2	-0.0243
PDE10A	-0.374
DGCR14	-0.744
PCDHB9	0.753833333333333
RHOQ	-0.0961666666666667
MAP3K4	-0.4895
KTI12	-0.158833333333333
RPL23AP13	0.73725
GNG11	-0.30075
CLCN3	2.3075
GPAM	-0.554125
VSTM2A	-0.173
SLAMF7	2.5115
INTS2	-0.346
PPP2CA	1.1275
LRP12	-0.36
SEC14L2	1.16288888888889
DKFZP586H2123	2.18825
MC3R	-0.2065
CIRH1A	-1.679
HIST1H2AB	0.6965
POLH	-0.123875
MGC16703	-1.803
SNAPC2	-0.1565
FILIP1L	0.3905
RASGRP4	0.734
LRRC1	2.60525
GAS1	0.939
PRAC	-0.90675
DGKA	-0.324
NT5C3	-0.565
PEG3	-2.9675
NADK	-0.324
PRR17	-1.35775
LOC374569	-0.94025
SGSH	0.534166666666667
NLRP8	0.677
GALT	-1.6304
MCF2	-1.617
ZNF263	0.46775
TACSTD1	1.71216666666667
TYR	-5.2817
ATP6AP2	1.022
RNUXA	0.26075
ABHD10	0.6692
GDPD2	-1.67
SLC35C1	-0.6355
UBE2A	0.38325
HERC5	-1.058
FAM112B	-3.73133333333333
FBXL16	2.3875
DKFZP434A0131	-0.0995
ELA3A	-2.4255
RBM41	0.488375
HAO2	-0.18025
RNH1	0.395125
SHANK2	1.62683333333333
OSBP2	-1.601
DAK	0.0936666666666667
C3orf58	-0.160833333333333
TCL1B	0.494
KBTBD2	-0.223125
SUGT1L1	0.83075
UBE2E2	0.369666666666667
MYL9	1.851875
CDC23	-0.176
PBXIP1	1.1816
CXorf40B	1.5925
NBL1	0.13125
RTBDN	-0.31
RAB11FIP5	0.249625
TTTY13	-0.94
SCOTIN	0.435333333333333
SOHLH1	-0.4215
CDKN1A	-0.619428571428571
NCK1	0.71375
ZNF550	1.20975
SAPS3	0.204083333333333
SPIN3	0.814166666666667
MAGEE2	0.40675
MIS12	-0.1515
OR8H2	0.811
KIAA0774	-0.938
UNC5D	-2.5795
CUL7	0.000333333333333333
LIPC	-3.369
DIO1	3.1745
C20orf11	0.1282
CTRL	-0.69825
HS3ST2	3.25525
PAK4	0.198333333333333
CCRL1	2.166
RNF10	0.55275
ZNF567	0.95625
ZNF660	0.9055
TCEAL3	2.81625
MAGOH	0.4525
CENPB	-0.720333333333333
C19orf7	0.675375
LOC388965	0.4245
ZCCHC13	0.686
JMJD1A	-0.5861
HIST1H4H	0.838
TBRG1	-0.7195
GPC3	-3.615625
TAF1C	-1.10575
EBNA1BP2	0.2395
CIAPIN1	-0.842
PDGFRA	0.4025
CSTB	-0.55825
CENPI	-2.14983333333333
GTF2E2	-0.526833333333333
RPP21	-0.7335
CCNF	-1.076
KCNQ3	0.0825
FAM79A	1.35675
SLC22A12	-0.1335
NOVA1	3.02133333333333
FZD3	-0.4027
AKAP8	-0.09225
SOCS5	1.271375
CFDP1	-0.31325
DLG5	-0.09225
PGM5	0.845666666666667
C1orf144	0.485083333333333
HDAC10	-1.2935
RND2	-1.226
C20orf199	-2.018
RNMT	-0.192125
SLURP1	-0.15
ASTN1	0.265
SH3BGR	1.66175
MYCL1	0.114
ZHX1	-0.0025
CENPK	-3.0635
FOSB	0.348
LOC643406	0.472
C2orf59	-1.4935
TMEM135	0.8775
SLC27A2	-2.94475
KRT33A	1.3975
OVOL1	1.7525
PAMCI	-1.32733333333333
S100A7	-2.1255
ZNF789	-0.0015
HARS2	0.13375
RPL23A	-1.02833333333333
TCF23	0.5155
UPF3B	0.01325
C17orf78	-1.192
HLA-DOB	0.450666666666667
C14orf142	0.0571666666666667
TEKT5	1.05566666666667
DMWD	0.1415
POLD1	-1.89333333333333
GSCL	-0.3635
CALD1	1.0365
SCRT1	-0.609833333333333
AIG1	1.59225
UNC84B	-0.0865
ZNF404	-0.06075
TMED6	-0.04575
KIAA1462	0.3495
LRRC27	1.68983333333333
PYGO1	-0.515
PIGU	-0.33
ALAS2	-3.05066666666667
WRNIP1	0.434125
CNNM3	-0.075
ZNF2	0.86
ST3GAL5	-1.65083333333333
MRPL23	-0.457
TSSK6	-0.2465
PSMA6	0.62375
C16orf70	-0.18675
KIAA1602	-0.152
ALMS1	0.9505
DCN	2.70975
TMEM132D	-1.711
SUCLG2	1.663
ABHD14A	0.21525
DEXI	-0.19
AMPD2	-0.760166666666667
IFNAR2	-0.2845
CYB5A	3.4112
TLOC1	0.61105
NXF5	-0.787166666666667
NRBF2	-0.383125
KCTD3	1.1775
ITGAE	-0.5515
SLC30A3	-1.4655
ZRF1	-0.5175
IFRD2	-0.583
XAB1	0.46225
PYCR2	-0.378166666666667
SERPINB3	-3.8945
TMLHE	0.7081
GEFT	-1.275
ABCA5	0.457875
EMR4	-0.00700000000000002
TSFM	0.3135
HIST3H2BB	0.796
ARHGEF19	0.845
TSPAN17	-0.298166666666667
ABCC8	1.78775
MAP1S	-0.136
C22orf36	-0.466
BNC2	0.257428571428571
HIST1H4A	-1.01675
NDUFS3	0.0626666666666667
WDR3	-0.1385
XKR4	0.07825
TTC33	0.589857142857143
STMN2	3.447
CPN2	-1.06733333333333
HSPC105	1.563
PCOLCE2	-3.158
C3orf55	1.9835
KLHDC9	2.76016666666667
TBC1D23	0.57725
ATXN2L	-0.9995
MAP2K3	-0.19625
SCAP	-0.01675
ZNF486	0.7095
C20orf96	0.4085
NARS	-0.036
ADAMTSL1	-0.966928571428571
PRCC	0.109333333333333
CCDC126	3.37
ZNF675	0.675
CALCOCO1	0.427
ANKRD43	4.2515
CWF19L2	0.185166666666667
ZBTB32	1.3
BRAF	0.1425
ODF4	0.20525
MGC14376	1.02933333333333
HORMAD1	-2.87083333333333
AAK1	0.2135
PEBP1	1.49483333333333
TNFSF5IP1	-0.106
DKFZp564N2472	0.063
RMND1	0.93625
IGKV1-5	3.68475
COL1A2	2.47333333333333
SERPINA5	-0.463875
AANAT	-0.037
C19orf21	-1.728
GEMIN5	-0.14875
UBR4	-0.2535
LTBP3	0.914
AMHR2	-2.04316666666667
PROCR	-1.0375
MYBBP1A	-0.54125
C20orf39	0.804333333333333
ZNF697	-0.664375
PASK	0.1305
ZNF776	1.32466666666667
RFXDC2	0.11075
KIAA0467	-0.2785
C10orf96	-3.23675
ZNF503	-0.5085
GULP1	-0.536916666666667
KCNE4	3.0025
DKFZp434K191	-1.562625
LOC196913	-0.221
BHLHB4	-1.218
CH25H	1.87375
LOC81691	-1.16716666666667
ALPL	0.0219285714285714
COL12A1	0.98025
FOLR3	-2.6005
GPR123	-0.055375
TRIM62	0.220642857142857
ABLIM1	0.488
MAST3	-0.783
RHBDD1	0.583666666666667
LOC338809	0.4175
RYBP	0.97675
TTC26	0.789125
ZNF22	0.468166666666667
ISCA2	-0.309
RDM1	-1.267
PIGM	0.67075
GNB3	-1.377
ACTR2	0.8216
HMGB1	0.44495
EDG1	3.34616666666667
SOAT2	-3.17275
OR10AD1	0.2085
RAP1GDS1	0.3765
LCE1F	0.5285
ESM1	-0.949625
RCN3	1.31925
CREBL1	-0.1525
DBNL	-0.4235
PTGER3	3.17075
USP30	0.336666666666667
BCL2L12	-1.22966666666667
KIF26B	1.591
ZNF416	0.42525
ZNF225	0.8385
C17orf70	-0.12475
ZNF554	0.57225
RAE1	-1.03466666666667
TNIK	1.2465
ACTN3	0.2575
MGC45922	-1.0455
CCNA1	0.504833333333333
RYK	0.927166666666667
IL26	0.194
LRP3	-0.53
QARS	-0.516
SOX7	1.446
BID	-1.266625
OR2S2	0.6675
CXCL14	3.4675
C11orf47	-0.513
MGC29891	0.604166666666667
HSPB8	0.1
PRDM14	-1.908
NUFIP2	-0.1845
MNAT1	-0.386125
ZDHHC2	-0.0804166666666667
MBNL2	0.00800000000000005
ADD3	0.4025
CSNK2A1P	-0.27975
KLK6	0.4125
TMEM111	0.8875
KIAA1279	0.37175
NUBP2	-0.0905
RAB42	-1.0865
ID3	-1.5265
TM9SF1	0.33475
MDP-1	-0.67475
POU4F2	0.25675
IQCK	1.185
C16orf14	-0.92975
CAPN3	-1.44025
FAM43B	-0.2385
RECQL	-0.728
AP1G1	0.272142857142857
CTNNBL1	-0.318666666666667
ECHDC1	-1.37816666666667
SMARCC1	0.3723
FOXQ1	-1.647125
GNAI3	0.309833333333333
POLG2	-0.83825
CD4	0.429
ITLN1	-1.441
EBI2	2.56925
IRF1	0.33975
PTPRE	1.3543
PTK2B	-0.51925
NXNL2	0.343
SOX4	0.481833333333333
TSPAN3	1.17833333333333
SH2D1A	-3.03583333333333
C8orf58	-0.348166666666667
USP20	-0.67375
DUSP22	-0.47575
CALB1	-2.924
L3MBTL2	0.500916666666667
MCRS1	-1.0295
TMEM118	-1.007
C18orf8	0.169833333333333
FLJ10241	0.040375
GJA12	1.0785
PKD1	-0.976666666666667
ZFP3	1.204
JAM3	-0.559625
LAPTM4A	1.3588
DIRC2	1.02275
KIAA2022	0.866
MYOM1	0.537666666666667
TRPM8	-3.0385
MOP-1	-0.2865
PHKG2	0.8025
ZNF650	0.940625
KIAA1522	2.043
PSG8	-1.343
DDX19B	-0.58
MOBKL1B	0.8825
DIAPH2	-0.837583333333333
PTPN12	0.51825
CLN8	-0.2504
CRYZL1	-0.026
CRY2	0.246666666666667
FCGR2B	3.1475
PNPLA4	2.11075
ZNF454	0.5945
DKFZp434B1231	0.80375
CLDN11	1.0145
RFWD2	0.0496666666666667
CIB2	-0.842666666666667
MXRA8	2.906625
HRK	-1.5455
MAML2	-0.26325
C4orf31	2.4225
C6orf192	-0.1135
COG6	0.045125
FAM5B	1.71025
NFATC1	0.7043
SEPT10	0.434
SCYL1	-0.2651
RPP40	-0.568
SCOC	1.6373
KIAA1450	-0.1055
CTDSPL2	0.1155
TBX5	2.406
NAPG	0.397875
RHD	-4.08475
C14orf45	3.25616666666667
ZBTB22	1.1865
PLCG1	-1.8865
ANKRD10	-0.55025
AQP7P2	1.04425
TAGLN2	-0.524833333333333
HTR2C	-1.801
SLC16A7	-0.495333333333333
C17orf83	0.36975
TSGA14	-0.449545454545455
MDH1	-0.233
PPP3R2	0.165
DCBLD2	-2.52985714285714
RBM33	-0.24875
DPH3	-1.405
SYT10	-1.75916666666667
FMO4	1.774
THYN1	-0.31175
DRD5	-2.518
OTOR	1.44125
PGRMC2	1.4445
KATNAL1	-0.4285
PAQR6	-0.6855
UBE2I	-0.5755
C14orf28	0.22275
C8orf70	-0.01
FLYWCH1	-0.823
ANGPTL3	-1.13575
GLRX2	-0.358833333333333
ATP11A	-1.81164285714286
ARL5B	0.3925
MUC16	-2.50125
SLC25A5	-0.852571428571429
ACRC	-0.0345
MYO1C	0.284875
FAM89B	0.974
FAS	0.14625
KIFAP3	1.03025
GLRA2	0.2945
BTN3A2	0.2463
CNKSR3	0.06175
CSTF3	-0.934
ARPM1	1.43975
KIAA1530	-0.002
C9orf150	0.679166666666667
PRKCI	0.407
tcag7.1015	-1.432
SOD3	0.02875
ZNF574	0.1885
CYP21A2	2.6595
RPL12	-0.8625
COMMD2	0.1105
WIZ	0.825
LOC344405	-0.383
ALDH4A1	-0.244764705882353
CRYAB	1.9105
COPA	0.716
PCDHGA7	-0.028
KIF11	-2.28191666666667
RASD2	-0.644125
SLC26A3	2.0415
ZNF175	-0.307
JAKMIP2	-2.578375
C8orf4	1.6665
PTHLH	1.0125
SLC40A1	1.77483333333333
OR7D4	0.545
PCDHB17	2.9485
CD36	2.98242857142857
C6orf203	0.4337
PRKG2	0.682
LOC400566	2.28575
ANAPC13	0.25425
SLCO3A1	-0.631
ZNF692	-1.4015
FANCL	-0.9505
SH3GLB1	0.3085
C12orf61	-0.2965
KBTBD6	-0.07075
SUPT5H	-0.126625
XRCC6	-0.4317
HUS1B	2.3323
FAM133B	0.0745714285714286
LOC728276	-0.0245
KCTD18	1.744
SOS2	0.593
CCDC99	-1.3965
C1QTNF5	2.9775
NNAT	1.6855
USP16	0.52475
LARS	0.297
ZBTB2	0.635125
ABO	-0.305666666666667
TRAF3	0.46975
GALNT5	-2.0425
NAP5	0.97125
ALG14	0.249333333333333
KIAA0515	0.0766923076923077
WDR75	-0.5525
TEX261	-0.0575833333333333
LY86	0.41525
LOC389072	-0.9465
FLJ13611	0.47025
MRGPRX2	0.216
SNRPA	-1.2235
OR2G2	0.1405
GPRASP2	1.8145
C7orf42	0.7363
C9orf163	-0.784
CYP11B2	0.3045
FCRL3	1.81416666666667
PRDX1	-0.31825
FGB	-4.56933333333333
COX17	0.500833333333333
C16orf33	-0.37725
PIWIL1	-0.4755
FOLR1	-2.03433333333333
KIAA0082	-0.74025
FREQ	-1.29883333333333
TMCC2	-1.49116666666667
TCF12	0.404166666666667
ZNF721	0.66825
FAM130A2	1.58325
POU4F1	-3.6095
SNRPF	-1.09225
SGIP1	1.88033333333333
ZNF641	1.3125
EMG1	-0.276375
PRRG4	1.8715
HIRA	-2.84625
MYNN	0.756166666666667
AEBP2	-0.203333333333333
TBXA2R	-0.0805
ISL2	-1.90433333333333
PCDHB11	0.8425
RNF144A	-0.3915
MARCH5	-0.100875
DULLARD	-0.443666666666667
DCLRE1B	0.0816666666666667
ITGA8	1.88
TP73	-0.492875
PRKCD	1.762
NDUFB4	-0.06
ATP13A4	3.10175
ANTXR2	0.119666666666667
COL4A3	-0.8465
MYO10	-0.5209
SLC6A18	-0.04475
PEX1	0.6255
TMEM74	-1.35466666666667
RBM19	-0.27
TAPBP	0.7376
RUNX1	0.47425
MID1	-1.40766666666667
GPR64	-1.90883333333333
RASEF	4.17425
GABRG1	-0.238875
MYO16	-1.78
DBF4	-1.89866666666667
TSHZ2	3.02575
RIPK2	0.1405
PPTC7	0.222166666666667
KIF4B	-1.623
LRRC31	3.72675
ZNF540	2.05925
EFNB3	-0.297833333333333
LOH12CR1	-0.571625
STON2	0.7315
GLP1R	-0.1055
CSTF2T	-0.142375
IREB2	-0.852
GRSF1	0.935
PDCD7	-0.1265
LRRC43	2.268
CNR1	0.465333333333333
IL1F7	-1.4715
C12orf64	-1.07
FAM69B	-0.8365
NR2E1	-2.37166666666667
MS4A6A	2.3147
FTL	-1.1146
C7orf36	-0.07325
PCLO	1.6941
DYRK2	0.915416666666667
ARIH2	-0.065
SAMD7	0.032
SCNN1D	0.1195
SLC32A1	-1.60185714285714
C22orf25	-0.597833333333333
MRPS18A	-0.1528
GPR112	0.642
EARS2	-0.6145
ERN2	-0.7195
ATPBD3	-0.7635
PRH2	-0.7915
CDKN2D	-0.2765
PGLYRP2	-0.7935
TRIM40	0.6175
SEC14L3	0.150833333333333
SLC22A1	-0.67675
BTN2A3	-0.17325
RASA4	0.065
CCNL2	-0.60275
MYBPC3	0.259
GJA4	3.01
CDC42SE1	0.590375
TRPV2	-1.4965
MYPN	-4.1619
SIM1	0.372
CDADC1	0.36575
ZFHX4	2.02725
NIBP	0.549333333333333
ADAMTS19	1.69875
ABTB2	-2.32425
TSPYL2	-0.6215
EIF2S3	-0.3712
SOX30	-0.41675
AP2A1	-1.02166666666667
DKFZP564O0523	0.8455
LOC285398	-0.138
CDH18	-4.645
CHL1	4.49225
GATS	-0.6638
TBC1D2B	-0.4285
OR1J1	-0.283
GSN	1.13483333333333
DPCR1	-0.46675
GARNL4	-0.128666666666667
SMARCA5	0.21775
PLEKHG3	0.606
ZBTB45	0.629
FRMD6	0.533666666666667
PLS1	-0.6095
DGKZ	-0.421666666666667
EFNA1	2.251
WDR85	-0.795375
ANK2	1.18075
PAGE4	-2.156
SENP6	0.8445
AKR7A2	0.049
FKBP10	-1.26725
VEGFC	-1.62483333333333
LARP1	0.1835625
SRBD1	0.58575
ITGB6	3.473
SLC1A2	0.324
INVS	-0.528
MPO	0.838
MOBKL3	0.0416
CUTL2	-1.627375
KLK2	0.0258333333333333
VIM	-0.1905
REG1B	0.236166666666667
PCDHGC4	-0.2235
C3orf34	-0.219
SUMO3	0.1025
CST9L	-1.286
MLL4	-0.618
SPR	0.710666666666667
SAMD9L	2.4925
ABCE1	-0.29725
SUPT3H	-0.824333333333333
ACTBL1	1.9715
ADAMTS4	0.898333333333333
SLIT3	2.38775
RHEBL1	-1.5705
NPM2	-1.5755
MAN1C1	1.7465
KIAA1856	-0.425666666666667
HSPA6	1.45725
LOC388152	-0.595
C10orf140	-0.56525
ZDHHC12	-0.428
LIN7A	-1.4296
PHC2	0.021
SPHK1	-0.66375
TRIM26	0.294625
FAM83E	1.5595
C18orf24	-2.00516666666667
ZNF578	0.788166666666667
ORAI1	-0.585
RUVBL1	-0.44125
C7orf20	-0.599166666666667
APAF1	0.434
SLC36A4	-0.739166666666667
MYH11	3.53966666666667
NEK1	0.9426
MPP2	0.76225
C12orf24	-2.784
TNK2	0.3005
ZNF289	-0.36925
MATN3	-0.655428571428571
IFNGR2	0.915
ITPR1	1.305375
EBF3	2.7575
TBC1D20	0.2528
OR10P1	0.3865
DDAH2	1.67
SHPRH	-0.29975
STX7	-0.5585
LOC554248	-2.0055
BCAR1	-0.561
ATXN3	-0.366166666666667
TRIM27	-0.172
CDC42EP2	1.027
CHP	0.670857142857143
SOX17	1.090625
ZNF259	-1.11233333333333
CHCHD1	0.16575
ZDHHC19	-0.135
GBP2	2.1685
GARNL3	1.518
MRC2	-0.10375
C1orf52	-0.226
AOF2	-0.255166666666667
LRPPRC	-0.1971
ACVR1C	-0.0415
TM4SF18	3.1715
TMEM169	-0.778166666666667
PPP1R16A	0.000750000000000001
EBF1	0.807
RRS1	0.176333333333333
SNX2	0.14975
OR2T2	0.623
RBX1	-0.26725
ANKRD54	-0.572833333333333
TSNAX	0.447
TMEM83	-1.9945
ZBTB7A	0.41525
ATM	-1.53108333333333
LOC338328	2.83283333333333
TIE1	1.41066666666667
HIST1H3G	-0.543
PASD1	-3.76533333333333
TINAG	0.21275
PCDHAC2	-0.031
LRRC15	0.4435
WBSCR17	-1.09175
TFF2	-0.797
PARP2	-0.332
NDFIP2	-0.119125
PCDHGB2	-0.0595
WDR60	0.4485
MAP7D2	-2.3067
USP45	-1.201
GSDML	-0.4785
TNS1	-0.0309
PLCD4	2.29775
IQCD	1.08516666666667
SMPX	-2.1875
CD9	0.848666666666667
SRGN	0.651125
CASP7	0.86975
INOC1	0.642166666666667
DKFZp451M2119	-1.380625
VMAC	0.9715
USP53	1.1097
CAMK1G	-0.92175
TMEM106A	0.541
CDC20	-2.5969
ACSL5	-0.6705
CBWD5	0.918625
C1orf87	-1.7445
KIAA1274	0.9275
PRUNE2	-1.83685714285714
LYPLA2	-0.009
DOK6	-0.507333333333333
GPR149	-0.07325
FAM30A	2.63425
TMEM129	0.6415
SLC35B3	1.58725
ACPP	0.8329
LOC200261	-2.2615
SLC4A7	1.246
CCDC40	3.1595
GART	-0.821375
THOP1	-1.02475
SCARB1	-1.054375
CACNA1F	1.55
TRIAP1	-0.188666666666667
SYT14L	0.398
SFRS8	0.053
PBOV1	0.14225
GOLSYN	2.325
GJB7	-2.817
CAMK2N1	0.67025
GREM1	3.24283333333333
FLJ20433	0.56925
QPCT	-2.45725
PRKAG2	1.68733333333333
H2AFX	-1.60575
C6orf154	0.7315
PLOD3	-1.102
ZBTB39	-0.750333333333333
WASF3	-0.35875
DRG1	-0.31575
PRR4	-0.9375
SPCS1	-0.19175
KDELR3	-0.0793333333333333
SRP19	0.4985
GABRA6	0.0924999999999999
MFSD1	1.399
MMEL1	2.863
PDXDC2	0.4872
BUB1	-3.53366666666667
RNF138	-0.3295
MYLPF	-1.04066666666667
AIF1	0.127
DYNLRB1	0.4635
HCN3	-1.73566666666667
HIST1H2AI	-0.0352499999999999
MAP4K5	0.155333333333333
LASP1	1.397
LOC130951	2.1675
PLAA	1.40075
KRT6A	-0.283
C6orf117	-0.856625
ARHGAP23	-0.594
PTF1A	-0.2355
GPHA2	-0.60725
LCE3B	0.06025
MCL1	0.463571428571429
EHBP1	-0.28075
PRNP	-0.8405625
ZSCAN1	1.0445
C1orf113	0.256
FOXA3	-2.542
NEB	-0.2085
ASGR1	-3.47883333333333
CTGF	0.552666666666667
RAB17	1.433
MST101	1.1115
JARID1B	0.5519
USP37	0.7427
PTBP1	-0.868166666666667
PTPN7	-0.9355
CDC7	-3.34466666666667
SNX7	-0.36875
ZNF335	-0.50275
CPT2	0.34325
HEATR1	-0.6185
HSPC152	0.051875
C5orf40	0.50525
PSME1	0.905333333333333
STAG3	-2.10225
TMEM154	1.77983333333333
KLHL32	-0.6525
TSGA10IP	-1.4725
SUV420H2	-0.665333333333333
SF1	0.0437
2'-PDE	0.974875
PNLIPRP2	-2.8465
TRSPAP1	0.205833333333333
NUP210	-0.582333333333333
ANP32C	-1.222
RAB11B	-0.353833333333333
ASB15	1.016
ITGB3BP	-2.3165
UBASH3A	-1.4685
YWHAB	0.97675
TPRX1	-0.09275
LY6G5C	-0.167125
SLC7A2	-2.371
CLK1	1.2585
HSD3B7	1.601
VDR	2.18325
C16orf74	-0.7435
ACE	0.2685
PSMA2	-0.345
CCDC131	0.33325
ZNF213	0.160166666666667
EML2	-0.57975
ALS2CR13	0.878333333333333
GLYATL1	3.03425
DSPP	-0.29
DHFRL1	0.026125
C10orf30	0.436166666666667
SH3RF2	0.537666666666667
LOC197322	-0.941166666666667
DLL3	-1.79125
TIGD7	1.12575
GFRA3	-0.26125
CPA1	0.184166666666667
RTN4	0.2265
PPT2	-1.15883333333333
FASLG	3.03075
FOXP4	0.23425
RPL26	0.5125
GNL3L	-1.38066666666667
FMR1NB	0.156
CD163	6.0805
SGPP2	3.373
GIMAP2	2.14025
CD37	0.134666666666667
DPT	3.36625
NBLA00301	1.865
RGS5	2.27675
C9orf4	-0.845
ACTL8	-3.39666666666667
PRKAR2B	-0.154875
OPLAH	0.904
C20orf134	1.12425
SPACA5	-0.0255
TBL1X	-0.476
TSPYL3	0.9045
CHCHD3	-0.50875
CRKRS	0.354166666666667
GPR65	4.8195
DFFA	-0.232125
FUT1	0.00300000000000001
C6orf204	-0.641
TMEM51	-0.3355
ZNF580	-0.61675
CMTM2	0.31475
C20orf200	-0.416
EZH1	0.488166666666667
FDX1L	-0.017125
MRPL32	-0.09875
PCAF	-0.5157
ALOX15B	1.81233333333333
CD59	0.916083333333333
CDK9	0.39475
ERP29	1.104
TTR	-4.09725
BCMO1	-0.0385
DDIT4	-0.7827
PTGDS	2.214
C3orf63	0.578
BST2	1.84175
CYP1A2	-0.469166666666667
C5orf25	-0.65275
STX1A	-0.932529411764706
OR2A12	0.6725
SH3BP5L	-0.9035
SERINC5	0.041625
USP6	-0.2485
MRPL3	0.410166666666667
POMP	-0.851625
INPP4B	1.29825
GMPPB	0.52625
EAPP	1.419
AHSA1	-0.94525
ABCA11	0.593
SLC5A6	-1.02875
HIVEP2	0.0965
SUMO2	0.50325
KIAA1822L	-1.59133333333333
C11orf67	1.30575
TXK	-1.016125
PHCA	-0.38475
ICAM4	-2.44783333333333
FPGS	-0.250166666666667
SNRPA1	-0.83225
KCNJ4	-1.50975
KIF6	0.8788
HIST1H2BG	0.415166666666667
SLC5A5	0.3705
ZNF354B	0.496833333333333
IL12RB2	-0.51675
C11orf76	0.103
GAL3ST2	0.398
AIFM2	-1.162625
SYNC1	0.552375
UBL3	0.9175
PIK3CG	-0.920166666666667
NLN	-0.1165
BCORL1	0.28225
CD5L	-0.2445
ZNF238	1.06
KIAA1394	-0.9855
C16orf55	-0.3785
CYP3A7	-2.02775
KRTAP3-1	-2.8985
TFDP1	-1.203
MND1	-3.4325
NODAL	-0.413833333333333
GTPBP4	-0.69125
TUBGCP2	-0.27075
SLITRK5	-2.017
CIC	0.13075
CD79A	1.0135
SAMD14	0.315666666666667
TNPO3	-0.226
OR10G3	0.001
OR10G8	0.1705
CCDC111	0.5175
HOXC9	1.01725
