Hybridization REF	TCGA-A8-A09Q-01A-11R-A00Z-07
RAB11B	0.547
ASB15	1.0195
ITGB3BP	-1.87
UBASH3A	0.17775
YWHAB	0.017375
TPRX1	-0.235
LY6G5C	0.9095
SLC7A2	-3.10775
CLK1	0.3944
HSD3B7	0.2515
VDR	2.25775
C16orf74	-1.178
ACE	0.78225
PSMA2	-0.238666666666667
CCDC131	-0.570625
ZNF213	0.600333333333333
EML2	0.37975
ALS2CR13	0.0995
GLYATL1	2.9935
DSPP	0.354
DHFRL1	-0.425625
C10orf30	1.2215
SH3RF2	-0.950833333333333
LOC197322	-0.918666666666667
DLL3	-2.20271428571429
TIGD7	0.2655
GFRA3	0.72
CPA1	0.0779999999999999
RTN4	-0.105833333333333
PPT2	-0.875333333333333
FASLG	3.8195
FOXP4	-0.0855
RPL26	0.5459
GNL3L	-1.295
FMR1NB	-0.1904
CD163	7.87125
SGPP2	0.3055
GIMAP2	1.68525
CD37	2.1925
DPT	3.90483333333333
NBLA00301	1.20725
RGS5	1.52125
C9orf4	-0.1655
ACTL8	-0.317833333333333
PRKAR2B	1.779
OPLAH	0.6335
C20orf134	1.23575
SPACA5	0.318333333333333
TBL1X	0.798833333333333
TSPYL3	-0.1065
CHCHD3	-0.82275
CRKRS	0.294333333333333
GPR65	5.35175
DFFA	-0.4115
FUT1	1.04775
C6orf204	-1.04916666666667
TMEM51	0.068
ZNF580	1.2195
CMTM2	-0.0945
C20orf200	0.00549999999999995
EZH1	-0.118166666666667
FDX1L	0.049375
MRPL32	-0.1275
PCAF	-0.3
ALOX15B	1.81866666666667
CD59	0.638125
CDK9	-0.183875
ERP29	-0.76
TTR	-6.15225
BCMO1	0.1565
DDIT4	-0.4463
PTGDS	3.1145
C3orf63	0.306166666666667
BST2	-0.995125
CYP1A2	0.023
C5orf25	-1.37425
STX1A	-1.52405882352941
OR2A12	-1.4045
SH3BP5L	0.72925
SERINC5	0.259125
USP6	-0.4813
MRPL3	0.747666666666667
POMP	-0.49275
INPP4B	2.706625
GMPPB	1.42175
EAPP	0.28625
AHSA1	0.25125
ABCA11	-1.4845
SLC5A6	0.0836666666666667
HIVEP2	1.2775
SUMO2	-0.848625
KIAA1822L	0.410166666666667
C11orf67	0.7175
TXK	0.070125
PHCA	0.0706875
ICAM4	-2.0925
FPGS	-0.265666666666667
SNRPA1	-1.44775
KCNJ4	-0.6565
KIF6	1.1843
HIST1H2BG	0.387333333333333
SLC5A5	0.286
ZNF354B	0.160833333333333
IL12RB2	1.3
C11orf76	0.2645
GAL3ST2	-0.1485
AIFM2	-1.330625
SYNC1	-0.73575
UBL3	-0.20775
PIK3CG	0.0803333333333334
NLN	-0.361666666666667
BCORL1	0.38225
CD5L	1.13
ZNF238	-1.08566666666667
KIAA1394	-1.297
C16orf55	-1.3145
CYP3A7	-2.90625
KRTAP3-1	-2.635
TFDP1	-0.727
MND1	-1.78825
NODAL	0.0786666666666667
GTPBP4	-0.446
TUBGCP2	1.132
SLITRK5	-3.47866666666667
CIC	0.147
CD79A	2.20616666666667
SAMD14	0.0765
TNPO3	-0.68
OR10G3	-0.872
OR10G8	0.1145
CCDC111	-0.718
HOXC9	1.459
DCUN1D1	0.469583333333333
CYB5R1	1.3625
TSR2	0.7075
DAB2IP	0.502
SLC6A5	-0.425
RAB3D	0.77325
DCUN1D4	-0.9865
ERBB3	1.80266666666667
SDC1	0.31575
ATP6V1H	1.745
SYK	2.7815
ST20	-0.287
C13orf30	-0.023
WDR40A	0.420166666666667
ADMR	-0.6055
LOC388335	2.01175
ACSM1	-1.5525
TDG	-0.965916666666667
FLJ11235	1.64825
MRPS5	-1.16816666666667
AGPAT2	-1.46583333333333
SLC12A1	0.591714285714286
CYP27A1	-0.26725
THAP7	-0.665
XPO1	-0.602916666666667
ALMS1L	-0.274833333333333
C1orf2	0.671375
ZNF777	-0.662666666666667
CAMK2A	0.1848
SMC1B	-1.35016666666667
IHPK2	0.265933333333333
LEMD1	-3.9635
NKD2	-0.6954
CLU	-0.512642857142857
ARMETL1	-1.0355
PABPC4	-0.388
CXCL12	2.14533333333333
TFAP2C	-1.6966
TTTY8	-0.069
ABCB10	-0.4354
ENDOD1	0.832333333333333
IDI1	-0.7065
KCTD6	1.9195
CCDC105	0.066
ULBP2	-2.34383333333333
ZDHHC5	0.783
WNT8A	-0.534333333333333
COMMD10	0.18775
KLHL12	-0.46175
GPR50	-1.6005
NR5A2	0.50225
OXGR1	0.149
EHD3	-0.21675
CAPRIN2	-0.619125
KLRC3	-2.8035
SF3B1	0.149785714285714
IPO7	0.789
ALDH1A1	0.6425
ANKRD5	0.90625
TSNARE1	0.577
DDEFL1	0.235
RNASEL	0.8355
DNAH9	-1.35175
HELLS	-1.5475
TNS4	2.5375
NAV1	0.0635
KIAA1409	-1.16525
C20orf26	3.153
TUBG1	-0.99525
IRX2	1.7135
CNGA4	-0.278
MGC50559	0.957
OR4K17	0.4675
TM2D2	0.345333333333333
FAM32A	0.288
TXNDC14	0.273
CCBL1	-0.8165
ANK1	-2.9225
PRSS23	-2.035375
PPM1L	0.3975
SPATA20	-0.557
APCS	-0.2815
C14orf122	-0.179666666666667
PSMB5	-0.12425
C6orf10	-0.0643333333333333
SETDB2	-0.260333333333333
SPNS3	-1.37225
SGMS2	0.9535
MXD3	-0.581833333333333
MON2	-0.1266
CARTPT	-0.36375
HNF4A	-0.956166666666666
RABEP1	1.53395
TNFRSF10B	-1.793875
USH1G	-0.748
PPAP2B	-1.13966666666667
TMEM16K	0.465
CTDSP1	0.187166666666667
CDK5R1	-0.292833333333333
GABRR1	0.418
OPN1LW	0.5015
FAM98C	1.329875
DBN1	0.012875
ACAD10	-0.767333333333334
QTRTD1	-0.02325
WNK3	-1.45583333333333
RPS19	0.257375
C1QB	4.314875
OTUD5	-0.025375
SLC41A2	0.778333333333333
TMEM22	-2.53933333333333
KHSRP	-0.447916666666667
TNFRSF11A	-0.0748333333333333
FBL	-0.649833333333333
IBTK	0.474666666666667
OXER1	0.541
CBLN4	0.299
GPR172B	0.722166666666667
CFTR	-1.61875
VSX1	0.919
CAMK1D	-0.6695
LOXL3	-1.0955
RTP4	0.02225
SLFNL1	-0.63875
KIAA0828	0.46775
PAR5	0.704
LOC723972	-0.4385
GDI2	0.564125
CEBPA	1.2998
MLF2	-0.0518333333333333
AFMID	-0.31525
ALOX12B	-0.021
BPHL	0.623125
COX5B	-0.65575
S100A10	-0.981
THOC6	-0.16375
NHN1	-0.20775
RRP12	0.0108333333333333
ARID3B	-2.5445
CD3G	-0.830166666666667
KIAA0133	0.234
NAT11	-1.34633333333333
PPAT	-0.149
SIRT3	0.2533
TCERG1L	-2.241
NIPA1	0.4157
DPP8	-0.1745
IL7R	1.50466666666667
ZFP64	0.2805
DMAP1	-0.6853
TRMT12	1.6035
TLR4	2.5945
WFIKKN2	-0.85625
RAB12	-1.35333333333333
DDX51	-1.11016666666667
KIAA1086	-3.53725
ZNF295	-1.075
ACVR2B	-0.265428571428571
LOC494150	2.3925
ZNF517	-0.4325
DNASE1L2	-1.1475
SUFU	0.656333333333333
LOC283677	1.3055
LMO3	-0.415166666666667
PPP2R5D	0.455166666666667
ZNF587	0.2375
HIST4H4	-0.808
CYP2C8	-1.605
C1orf80	0.639833333333333
DOCK5	-1.54466666666667
C9orf24	-0.47575
OR5AR1	1.418
C11orf24	-0.445
UNQ1940	-0.04325
CAP2	2.30083333333333
TIMM44	-0.357
DSEL	-2.2202
ROM1	-0.2405
FBXO4	1.067125
MYLC2PL	-1.36775
MLH3	0.9406
NOX1	0.2682
DPEP2	3.00325
DNAJB5	-0.22475
RLTPR	0.3125
MBIP	-0.414333333333333
COPB1	0.351166666666667
SFTPA1B	-0.652
C10orf4	-0.5929
PRELID1	-0.3165
NOLA1	-0.61975
C19orf24	-0.205
TLR9	-0.7895
HLA-DMA	4.23316666666667
HCRP1	-0.4365
GPR137	0.323833333333333
ITGA11	0.340166666666667
PHF13	-0.236833333333333
MARK4	0.2645
METTL4	-0.587
MBD3	-0.4926
LOC134145	0.815875
FGF3	0.56375
SLC35A3	0.97725
CLEC16A	-0.11
AMOTL1	-1.969
FLJ31438	-1.14475
PAICS	-0.997625
TOMM40L	0.151
MMD	-1.782
KLK10	4.3398
NIT2	0.680833333333333
SERPINB10	-0.32025
KLF15	-0.3297
CCDC5	-1.2415
WSB2	-0.279
ME3	-0.091875
CACYBP	-0.45375
TCTN2	-0.4685
JAK1	0.621
C2orf25	-0.632
GPD2	0.716
FBXL11	0.190333333333333
CDV3	1.01275
GALNT11	0.36
NDUFA12L	0.0516
FLOT1	0.503357142857143
TOR1AIP2	0.7355
MMP25	1.23625
C1orf164	-0.263
CHST5	0.25025
LYRM4	-0.1059
GPER	-1.8115
HIPK2	0.7005
DAP	0.3268
ZMIZ1	1.57066666666667
DDX58	0.80925
DCC1	-0.36425
AKT1	-0.084125
ENPP6	0.968166666666667
ERVWE1	-0.398
CDC34	-0.3945
RNF125	-1.70975
CASC1	2.808
SHROOM2	1.12125
RRM2B	2.07016666666667
COL6A3	1.440375
TMEFF1	-2.1385
PLEKHA4	-1.2103
LYSMD1	0.537333333333333
SEPT1	0.8535
AOF1	0.69725
GNPAT	-0.2885
WDR18	-0.598
HSD17B12	-0.665333333333333
HIST1H2BM	1.099
INDOL1	-0.199
SUDS3	0.231
C1orf192	0.6285
CYP2B6	-0.50875
TBC1D2	1.06316666666667
SLC25A12	-0.205625
ERCC6L	-1.134
MGC10814	-1.00533333333333
POLR2C	-1.245
ZNF77	0.144166666666667
EIF3K	0.0222
HPX	0.8695
ANKRD27	-0.101875
MALAT1	1.5609375
PLB1	1.18766666666667
HRNBP3	-0.9185
CPSF4	-0.432
OR52N2	0.1485
PIP5KL1	-0.4615
GH1	0.25925
HPS5	-0.108
SLFN5	0.20775
POP5	-0.655166666666667
OVOS2	-3.656
C20orf108	0.16625
MARS	-0.64425
CLRN3	0.7765
ARSE	-2.43866666666667
PPIE	-1.00416666666667
PHACS	-0.168
GP5	-0.7695
IL8RB	1.34383333333333
FCRLA	0.60475
ARRDC1	0.8836
KRTAP9-4	0.308
ZNF613	0.726
OR11A1	0.6935
TMEM132B	-2.369625
PGLS	0.40025
BSND	-2.43683333333333
KCNK18	0.886
FOXD4	-0.087
SV2C	-0.36975
LCN2	-1.69133333333333
ZNF490	0.4144
C3orf15	-0.39675
CACNA2D4	-1.46683333333333
CBX5	-0.81225
MAGEB4	0.3895
BOLA1	-0.18425
PPP2R5E	-0.46225
COL5A1	0.636
ASB7	-0.596166666666667
SFT2D1	-0.19625
DERL1	1.3522
RABL2A	1.0605
MOAP1	0.3005
KIAA1545	-0.142166666666667
F3	2.499
PLEKHM2	-0.3995
CCDC89	0.0433333333333333
EFCAB1	1.369
TMEM48	-0.0605
SEPHS2	-0.33775
PYGM	-0.54825
PRICKLE1	1.34875
WNT5B	-1.9635
TAS2R38	1.228
IMP5	0.527666666666667
KHDRBS1	-0.2005
LARS2	-0.0906666666666667
C3orf28	-0.295
FTCD	-3.2165
C10orf68	-0.194333333333333
DGAT2L3	0.148
PSEN1	0.415833333333333
MGC33657	-0.34175
PLA2G4B	0.0208333333333334
CDKN2A	-1.41458333333333
DLX1	-0.23725
TSHB	1.027
C18orf37	-0.799
MEX3C	0.024125
MAMDC2	-1.41766666666667
PDIA4	-0.8735
ATP5E	-0.672
CASP2	-0.415
SERBP1	-0.437653846153846
ZNF341	0.981833333333333
TESC	-2.63375
TMEM31	-0.23875
OR51I2	1.341
YTHDC1	0.0864285714285714
JUN	1.2325
AGMAT	-3.64633333333333
PCNXL2	-0.80275
ATAD5	-2.046125
STK38	0.31375
AZI1	-1.12625
RBP1	-0.5385
C4orf26	-0.643666666666667
KIAA1026	0.563375
TMEM101	1.6715
HSFX1	-1.071
TREX1	1.144
C18orf10	-1.6323
TRIM15	-3.387
CA6	0.7735
CEP57	-0.890125
AR	4.93216666666667
SESN2	-0.757666666666667
KIF3C	-0.669625
EPB41L5	-0.333857142857143
ARHGEF10	-2.4067
POLR3D	-0.908375
INDO	0.804
GABRA3	-0.0115
SCG5	-1.7844
E2F3	-0.538
TIGD5	1.23075
FGD6	0.3635
KLHL3	-0.48575
SCGB3A2	-1.566
URP2	1.2305
ATP6V1B1	-0.634
CALML6	0.1295
LOC100049076	-0.6605
TMF1	1.0335
LOC388503	0.36
CDH5	3.081875
RPS6KC1	0.4185
DAAM1	0.3153
TNFRSF10D	-1.14375
GSTT1	1.5636
INPP5A	0.43925
TRAF3IP1	0.2508
SMARCE1	-0.252307692307692
VRK1	-2.022
TTC16	0.3315
AARS	-0.9605
ARHGAP27	-0.022
ZAK	-0.520285714285714
ACSM2B	-3.0155
TRAP1	-0.317166666666667
MRPL53	0.57525
RNF44	-0.1145
NPTXR	1.0675
DPYSL3	0.547
APP	1.0332
GLS2	-0.087
MNX1	-2.04916666666667
CMTM7	-0.613
OR10A7	0.8115
NYD-SP21	5.26466666666667
ORC5L	-0.12675
SLC16A10	-0.9845
TMEM178	-1.2755
LOC441601	-4.04566666666667
PTGIS	0.58875
KBTBD7	0.624
C19orf41	-0.5405
CEACAM3	0.026
KRT23	-3.9295
SERHL	-0.3485
PNKD	0.4444375
UBC	-0.5555
ATRN	-0.33475
HAPLN1	2.092
RANGAP1	-0.22125
C10orf26	1.0305
KCNA7	-0.6765
SRY	0.47
LOC376693	0.14175
HIST1H2BF	1.252
CDCA8	-1.84883333333333
MLC1	-1.828
TNIP3	0.4465
OR4D1	0.9365
IFT52	-0.181333333333333
GOLT1A	1.2025
UTP20	-1.041125
RP3-402G11.5	1.02425
PRSS33	-2.544
PMPCA	-0.745
APOB48R	2.346
GLTP	-0.268
MPL	-0.26925
C9orf78	-0.3
ADAM12	0.772
CSPG4	-1.8165
LOC144305	-1.8895
KRTAP4-10	-0.419125
PAK1	0.9255
ADCY7	0.2738
TAS2R43	0.014
FRAS1	0.616642857142857
PPP1R14A	-1.0205
OR2B6	-1.84675
ATP13A1	-0.0631666666666667
SIDT1	2.5125
C1RL	-0.495
PRKRA	0.0305
TLN1	0.5819
RP11-50D16.3	-0.232333333333333
MITF	-1.44481818181818
GYS1	-0.19325
LYG1	-1.13333333333333
NSMCE4A	1.0974
DNAI1	-0.278
HOXD11	-1.218
FNBP1L	1.2432
DHX35	-0.81525
LCE3E	0.857333333333333
SLC33A1	1.32675
DCLK3	0.116666666666667
TRIM33	-0.975333333333333
TMCC3	0.747666666666667
FBXO42	0.237
C1orf27	-0.2653
C17orf50	0.654
RNF14	0.530916666666667
SLC4A8	0.853375
RAB3IP	0.7532
COX6C	0.532428571428572
PCSK1	-2.5511
SLC13A1	1.0205
ARF6	0.585833333333333
KIAA1009	-0.018125
HOXA13	-3.491
HMGN1	-0.935625
CXADR	-1.39033333333333
MGC14436	0.139
UTF1	0.7405
TSC22D1	0.8238
BZRAP1	1.90633333333333
PUF60	1.20133333333333
SHC1	-0.4695
HOOK3	0.3871
LIMS2	0.072
BAHCC1	-1.92116666666667
CLCC1	0.0963333333333333
ENTPD3	0.282333333333333
SMO	-2.39275
PIK3R5	1.7435
CDC14A	-0.749818181818182
KRT1	2.86475
ENOX2	0.453166666666667
FLJ22655	-1.2215
FPRL1	1.3215
INTS6	-0.2503
ZCCHC5	0.6665
SMC3	-0.6095
C6orf123	0.278333333333333
FLJ20160	1.199
LOC653391	-1.069
GSS	-0.47
NT5M	2.607
SIX5	0.30775
TAF5	0.0025
KCNA1	-0.00599999999999999
ANLN	-2.52716666666667
MGC45491	-1.51188888888889
SSTR2	4.64675
LYPD4	1.012
TH1L	-0.071625
CHRNA5	-0.131
PNMA6A	-1.92175
FLJ16369	-0.1665
DLX2	-0.4759
C6orf108	0.305
ALDH3A2	0.5675
CLEC1B	0.4052
LEPREL2	-0.23275
FOXJ1	-0.6091
OR1D4	-0.648
PPIL4	-0.132
MTRR	-0.517
SLC27A3	1.07516666666667
HTR7	-0.341833333333333
MIB2	-0.065875
BHMT	-1.31
A2ML1	0.2915
MSMB	-0.434875
KIAA1383	-0.400125
TRUB2	-0.0535
PF4	0.0766666666666667
IL1F5	0.81225
LRRC37B2	0.627
IPO4	0.43975
FIGF	0.01
QDPR	-0.05975
ZNF598	-0.52
BOP1	1.20975
MAPK12	0.206666666666667
POLR1E	-0.631125
CEECAM1	-0.0713333333333333
INSRR	-0.187166666666667
SIPA1	1.38025
ULK4	0.801666666666667
BTN3A1	0.1006
FABP5	-0.393
KBTBD3	1.88283333333333
SORT1	-0.325083333333333
YWHAQ	-0.8108125
LRIT1	-0.7125
KIAA1704	-0.9241
MEIS2	-2.3057
ENOSF1	-0.656666666666667
PCDH7	-0.344571428571429
FZD9	-2.75416666666667
RPLP1	0.312333333333333
ZNF75A	1.15625
P4HA3	2.875125
NKX6-1	0.174
CTA-216E10.6	-0.624666666666667
IFT140	0.82825
DENND1A	-0.640916666666667
ALCAM	3.3477
ABHD2	0.157363636363636
QPRT	-3.10483333333333
TRAM1	0.718785714285714
ATP1B4	0.570875
NUP37	-2.11425
SAA3P	0.2375
SLC22A6	0.15425
KIAA0265	0.351375
ZNF41	0.703
ADAM19	-0.4594
ERAF	-0.47875
DEFB119	0.3782
DNMT3B	-3.44883333333333
SNF1LK2	-0.08225
MGC24039	-0.839083333333333
TAS2R48	0.664666666666667
PNLDC1	-0.8415
ADAMTS16	0.037
TMEM92	-2.0945
CCT8	0.285083333333333
POGZ	0.0163333333333333
N-PAC	0.5855
GUCA1B	-1.088
ZZEF1	0.107833333333333
OR2C3	0.72775
ZNF334	-2.5285
RANBP6	0.8455
LDHB	-1.16091666666667
BAMBI	-1.047
RAB5B	1.094
FOXB1	0.8725
MRPS12	0.024
MRGPRF	-0.17575
CRIPT	0.063
CYP2D7P1	-0.16
RYR1	0.08225
NDUFA2	0.101375
TRIP12	0.207
KCNE3	3.19033333333333
MOBKL2B	-1.2055
MIOX	-0.48675
ACOT7	-1.19775
FGF6	-0.628
RASSF5	-0.4119
ATAD3B	-1.2815
IKZF3	0.9525
H3F3B	-0.806714285714286
C6orf91	2.25
SEC11C	-0.301
TMEM14C	-0.46675
KIAA1632	-0.270875
SLC38A4	-0.574666666666667
FGFR3	-0.310333333333333
HES7	0.70725
HINT3	2.22325
ARIH1	0.2335
FLJ35880	-0.851666666666667
C1orf129	0.852
POU6F1	0.728375
RPL32	0.54
BBS1	0.816833333333333
RGPD5	-0.5755
SULT1C2	-0.73325
KDELC1	-1.9815
PIP5K3	-0.838666666666667
CHI3L1	2.5595
CSDA	-1.18433333333333
VTCN1	1.0935
WDR62	-1.3385
TMEM170	-0.43975
KIF2A	-0.867
C6orf182	-1.025
ARL6IP6	-1.5485
ZCCHC9	-1.14
RARB	-0.843666666666667
ZNF320	0.616625
DHX15	0.235625
PICALM	-0.117
CNOT6	0.286
HIST1H1A	-0.515
ZNF702	0.779333333333333
OR1E2	0.632
HLF	-2.1011
LOC442582	-1.895
KIAA0494	1.05525
TCF4	0.8027
APOBEC3B	-1.61125
FAM54B	0.5505
MYH2	-2.08475
FXN	-0.833833333333333
C12orf59	1.286
PAEP	-2.643
SPG11	0.3485
VN1R4	0.177
KCNJ13	-1.22033333333333
NOC3L	-0.53375
C5orf36	0.625
CPAMD8	-0.6125
MLN	-0.9676
FLJ11184	-0.035
TIAM1	-0.0971666666666667
OR10J3	0.2145
OR52E2	0.6205
PBX1	2.4028
UBL7	-0.472166666666667
PXMP2	-1.92825
SYTL1	-0.409166666666667
FAM126B	1.25825
ZNF711	-0.827571428571429
GGA1	-0.335833333333333
VAMP4	0.456333333333333
BCAP29	0.1484
C20orf19	-1.645125
ZNF275	0.011375
NEK6	1.419
SETD8	-0.844083333333333
HEXIM1	0.560416666666667
SULT1A2	-1.327125
KLHL9	0.9425
SLC39A12	0.491666666666667
ARHGEF16	0.349
SCN1A	-0.1675
HNRPH1	-1.18733333333333
C9orf103	0.4
ECE1	-0.188666666666667
MED18	-3.0755
TEX13B	0.36
SNN	-0.12125
C6orf62	0.333055555555556
WNT3A	0.9727
IL22RA2	0.296
MGC21881	1.158125
GABBR1	-0.57425
YIPF6	0.768
PROX1	-1.65033333333333
PPP1R1B	-0.06025
LANCL2	0.4955
SCN3A	-0.0828333333333333
SSRP1	-0.802166666666667
ASXL2	-0.74375
RPE65	2.458
SNAI1	-1.48125
EFNA2	-0.34975
CLDN9	0.239
TP53I13	0.627625
LOC375748	0.252
C9orf7	0.6525
C14orf178	0.036
GC	-0.32925
IER3	-0.510333333333333
KCTD10	-0.00662500000000001
FLJ45717	0.597
ADC	1.50133333333333
LOC285908	-1.51858333333333
MLL3	-0.85075
KIAA1787	-0.50975
MGC31957	-1.50775
MUC5B	-0.669363636363637
ZNF193	0.241
CSRP1	-0.29425
MOSPD1	-0.5885
C21orf49	0.6065
RAD1	0.3535
ANKRD34	-2.06325
NFRKB	0.042
FANCA	-3.18175
VTI1A	-0.127142857142857
PCBP3	-0.536666666666667
BFSP2	4.579
ZNF354C	0.203
FRMPD4	-0.54875
IKBKG	-0.445666666666667
LOC441046	0.072
UNQ9438	0.231333333333333
TM4SF20	null
MAGEC1	-4.73125
AMMECR1	0.956
GLDN	2.85725
TTC30B	0.2285
SEC13	0.1446
EGF	2.441875
HAGH	0.614125
VSIG1	1.055
NHLH2	0.389
NCAPD3	-0.899875
MGC16121	-2.522
HIATL2	-0.814
BRCC3	0.9335
LCE2D	0.7025
TMEM79	0.8895
GTF3C5	-0.99075
AKR1C4	0.451166666666667
C3orf59	0.049375
RBM26	-0.42125
DUSP14	0.1485
AP4M1	0.229333333333333
RIMBP2	-1.04783333333333
ABCC2	-4.48316666666667
DNAJC16	0.000166666666666648
TTC12	0.8745
SNX13	-0.0633333333333333
C6orf168	1.10825
C1orf100	-1.401
CSPP1	1.96266666666667
LRRC56	1.5995
OR1J2	0.162
THY1	0.3175
KIT	-0.228166666666667
TBC1D8	-0.5105
EPHA7	-0.23575
SOLH	-0.580875
SVIP	1.6705
ZNF294	0.23725
HAND2	1.35433333333333
CENTB2	1.28733333333333
MARVELD3	2.615
CREB3	0.8255
KRTAP1-5	-4.883
OR8K1	0.492
MED25	0.9805
FDX1	-0.2105
FAM19A1	-0.0718333333333333
IL13RA1	0.7075
ZNF627	0.432666666666667
NHP2L1	0.046
EIF2B2	-0.36325
ZNF593	0.039
WIPI2	0.495333333333333
RANBP1	-1.572
TAS2R7	0.7095
LOC283514	0.031
CSNK2B	-0.2136
CFHR1	0.1105
DKFZP434O047	-0.309333333333333
WBP11	-0.749
TEX2	1.4795
GALNT2	-0.8295
FLJ33360	0.2045
WNT9A	-0.649666666666667
IL29	-0.3005
STK3	1.89566666666667
REPS2	3.980375
FAM78A	-0.14375
MGC3207	-1.1955
FCGR3A	7.5305
H2AFY2	-1.46075
RNF150	1.18225
CCNK	-0.26225
VEZT	0.338833333333333
FSHR	0.1045
C1orf66	0.117833333333333
LCE2B	0.6169
CD200	-0.22975
ORMDL1	-0.57575
OR51S1	-0.182
KRT83	-0.7555
COL19A1	-0.064
POL3S	-0.88
ZNF468	0.708
BAG3	1.789625
C1GALT1	-2.151
CA5A	-3.64875
DKK4	-0.969
SGK2	-1.117625
PIK3C2G	-0.543
USP11	-0.336375
IMPA2	0.48125
PRKDC	0.4
MSR1	5.629125
PDCD6IP	1.28483333333333
FAM122A	-0.4435
ZNF740	0.0935
ATXN2	-0.667833333333333
SLC17A4	-0.471
RAXL1	-1.13033333333333
RS1	0.3775
NET1	1.46816666666667
NPY1R	-3.72866666666667
MVD	-1.529
C11orf61	-1.13428571428571
CHDH	2.1795
GCNT2	-3.06623076923077
LGALS12	-0.89525
IK	-0.527
C7orf41	-0.370944444444444
SURF4	-0.4065
C1orf91	-0.073
BCS1L	-0.326333333333333
C20orf141	0.288666666666667
BCAS2	-0.519
ACE2	-1.94375
ICT1	0.11675
CD79B	3.161
MRPS9	-1.0945
AADACL1	0.28775
IRS2	-1.258625
LUZP2	-3.0445
TMEM148	-0.5365
ZNF514	-0.97
ADCK2	0.3357
ZKSCAN1	0.122357142857143
FASTKD2	1.72025
KCNMB3	-1.01116666666667
POFUT2	-0.8967
GNG2	-0.7337
OR6Y1	1.848
FAM26A	-1.29933333333333
CAND2	-2.6835
FLYWCH2	0.1945
BCL6	2.41975
MDH2	0.467428571428571
DRP2	-0.1385
TPD52L1	-1.71975
TXNL4A	0.144
OR3A1	0.64875
C22orf9	1.183
RAB25	1.9695
PCTK3	0.127
POR	-0.0166666666666667
ARPP-19	0.248333333333333
SREBF2	0.00112499999999999
ZWINT	-0.000500000000000028
TRUB1	1.119875
ENPP2	1.57233333333333
UXT	-0.184333333333333
ALG11	-0.9375
SMCR7	0.723
SLC31A2	2.21025
USMG5	0.28775
ZNF780B	-0.29725
APEX1	-0.2755
THSD3	-2.5785
CEP68	0.8329
NY-SAR-48	-1.3765
ZIC3	-4.815
LPAL2	-0.199444444444444
MRPL11	-0.501833333333333
VPS53	-0.948333333333333
MPDU1	0.0085
UBL4B	-0.4475
LASS3	0.00274999999999998
GAST	0.613333333333333
SPERT	-0.17625
UBE2L3	-0.04525
MLSTD2	0.309
ADRA1D	0.05
FZD10	-1.947
ATP6V1E1	-0.09075
SAR1A	0.5624375
MCTP2	-1.40283333333333
TMEM5	0.40025
BIRC2	-0.74
TMEFF2	-2.80333333333333
NLGN3	-1.09083333333333
LMX1A	0.2205
C19orf51	1.17375
LOH3CR2A	-0.992833333333333
SLC9A3R2	1.80966666666667
TIMP1	0.09
PFN4	0.1235
UCK1	-0.81225
TPST2	0.211
AQP6	-0.385666666666667
OR1N2	0.76525
KCNIP1	0.073
SFTPG	0.0221666666666667
KIAA0087	-0.083
UBXD3	0.1507
ABT1	0.4395
RIPK5	0.0483571428571428
SMG1	-0.7317
BTBD8	-1.1325
PIP5K1C	0.7994
POU2F2	1.5076
C17orf57	0.78075
TSPAN14	-0.048
NUDT16	1.52783333333333
GPT	-1.04175
PDK4	-0.2253
ELL3	3.55525
NNMT	0.259
NUFIP1	-0.53525
RHBDL1	1.3345
FILIP1	1.1587
C17orf56	-0.95175
C8orf73	1.804
FLJ21438	1.1835
TBC1D10A	0.70475
ERGIC3	0.0218333333333333
CREB3L4	3.3335
TARBP1	-0.33125
C1orf9	0.84275
COLEC12	-2.20516666666667
FBXO30	1.23
TNFRSF25	-0.4705
UBE2T	-1.47766666666667
SLC2A1	-2.2745
RPH3A	0.728666666666667
LSAMP	0.0165
CER1	-0.1045
ATP2A3	-0.9665
SGK	-0.88025
CCR7	3.379
ZIK1	-1.797
RECQL5	-1.288125
HSD17B7P2	0.08
MTERFD1	0.955875
ANGPTL1	0.496
NLRX1	0.021
FHOD3	-1.11883333333333
PSG7	-0.489333333333333
ARHGEF5	0.400875
C14orf21	0.0911666666666667
FGD2	1.569875
OR5T2	-0.08725
P2RY14	2.42033333333333
PPP1CA	-0.256666666666667
ZNF33B	-0.257
MOCS1	0.348333333333333
NAP1L1	-0.2115625
IGSF21	3.99583333333333
PTDSS1	0.892692307692308
SLC38A6	1.33475
GLCCI1	-0.38625
CCR4	0.615
OLFM2	0.94725
COX6A1	-0.191166666666667
B3GALT2	0.159833333333333
BEST3	-1.5935
CD14	4.908125
ABCC9	1.087375
SNAP29	1.005
HMGCR	-0.54825
IFT74	-0.156333333333333
CNTROB	0.193166666666667
ZNF548	0.440125
INSL6	0.7825
HERC1	-0.35875
HOXB1	1.055
EMCN	4.6945
BLNK	2.11333333333333
SKP1A	0.3315
IL19	-0.16325
DOC2A	0.0555
COPB2	0.634833333333333
CDC27	-0.943
LECT1	-1.072
UBR1	0.391416666666667
COPS6	-0.0855
MCCC1	0.0253333333333333
C12orf33	-0.3635
POM121L1	-0.1905
GPC4	-0.539333333333333
ZNF664	-0.391611111111111
