Hybridization REF	TCGA-AN-A03X-01A-21R-A00Z-07
LOC197322	-0.562166666666667
DLL3	-0.962375
TIGD7	-0.446
GFRA3	0.3695
CPA1	-0.421666666666667
RTN4	0.843666666666667
PPT2	-2.16683333333333
FASLG	0.644916666666667
FOXP4	-0.087875
RPL26	0.0282
GNL3L	-1.84883333333333
FMR1NB	-0.212166666666667
CD163	5.35175
SGPP2	1.3
GIMAP2	0.7235
CD37	0.976833333333333
DPT	4.63808333333333
NBLA00301	1.646
RGS5	1.87325
C9orf4	0.7205
ACTL8	0.321833333333333
PRKAR2B	2.643625
OPLAH	1.01066666666667
C20orf134	0.02025
SPACA5	0.026
TBL1X	-0.382
TSPYL3	-0.0725
CHCHD3	-1.00575
CRKRS	-0.174833333333333
GPR65	4.08625
DFFA	-0.657375
FUT1	0.692
C6orf204	-0.215
TMEM51	-0.042
ZNF580	0.2455
CMTM2	0.3735
C20orf200	0.124
EZH1	-0.00866666666666667
FDX1L	0.2535
MRPL32	0.0115
PCAF	-0.612
ALOX15B	2.13916666666667
CD59	1.60516666666667
CDK9	0.0995
ERP29	-0.553166666666667
TTR	-5.265
BCMO1	0.282
DDIT4	-0.3388
PTGDS	2.62125
C3orf63	0.207
BST2	-1.059125
CYP1A2	-0.147166666666667
C5orf25	-1.117
STX1A	-1.17264705882353
OR2A12	0.4145
SH3BP5L	-0.7975
SERINC5	0.738375
USP6	-1.1811
MRPL3	-0.241
POMP	0.362125
INPP4B	0.811375
GMPPB	0.31375
EAPP	0.74525
AHSA1	-0.629
ABCA11	-1.0255
SLC5A6	-0.432583333333333
HIVEP2	0.9375
SUMO2	-0.19
KIAA1822L	2.97483333333333
C11orf67	3.15725
TXK	-0.33775
PHCA	1.0913125
ICAM4	-1.90966666666667
FPGS	-0.216833333333333
SNRPA1	-1.805
KCNJ4	-0.291
KIF6	0.007375
HIST1H2BG	-2.44683333333333
SLC5A5	0.2805
ZNF354B	-0.470833333333333
IL12RB2	0.20925
C11orf76	-0.00516666666666667
GAL3ST2	-0.1675
AIFM2	-1.40675
SYNC1	-0.402375
UBL3	1.7555
PIK3CG	-1.32233333333333
NLN	-0.551555555555556
BCORL1	0.785
CD5L	-0.40825
ZNF238	-0.311666666666667
KIAA1394	-0.58775
C16orf55	-0.9097
CYP3A7	-0.96575
KRTAP3-1	-0.8225
TFDP1	-1.586
MND1	-2.8625
NODAL	-0.263
GTPBP4	-0.8435
TUBGCP2	0.57
SLITRK5	0.0845
CIC	0.028
CD79A	0.1245
SAMD14	1.00133333333333
TNPO3	-0.654
OR10G3	0.495
OR10G8	0.078
CCDC111	-0.6695
HOXC9	0.54875
DCUN1D1	0.558416666666667
CYB5R1	2.6405
TSR2	0.2915
DAB2IP	0.4775
SLC6A5	0.3625
RAB3D	1.41725
DCUN1D4	-0.585666666666667
ERBB3	1.09333333333333
SDC1	2.71991666666667
ATP6V1H	0.706166666666667
SYK	1.226
ST20	-0.852
C13orf30	1.003
WDR40A	-0.066
ADMR	0.056
LOC388335	0.84525
ACSM1	3.0045
TDG	-0.309
FLJ11235	0.73225
MRPS5	-1.00833333333333
AGPAT2	-0.6295
SLC12A1	0.738375
CYP27A1	-1.08725
THAP7	-0.76775
XPO1	-0.643833333333333
ALMS1L	-0.173166666666667
C1orf2	-0.3265
ZNF777	-0.233166666666667
CAMK2A	-0.00700000000000001
SMC1B	-0.496833333333333
IHPK2	-0.245933333333333
LEMD1	-2.67566666666667
NKD2	0.5667
CLU	1.47407142857143
ARMETL1	-0.136
PABPC4	-1.95375
CXCL12	4.06533333333333
TFAP2C	0.857
TTTY8	0.2135
ABCB10	-0.6077
ENDOD1	2.59666666666667
IDI1	-1.3145
KCTD6	0.934166666666667
CCDC105	-0.436
ULBP2	-1.2355
ZDHHC5	-0.0845
WNT8A	0.026
COMMD10	0.0175
KLHL12	0.427125
GPR50	-0.235
NR5A2	-0.21
OXGR1	1.02133333333333
EHD3	0.39575
CAPRIN2	-0.808375
KLRC3	-3.37875
SF3B1	0.278214285714286
IPO7	-0.08225
ALDH1A1	0.192333333333333
ANKRD5	1.26025
TSNARE1	0.148
DDEFL1	1.3925
RNASEL	0.5085
DNAH9	-0.2845
HELLS	-2.05175
TNS4	2.5885
NAV1	0.3649
KIAA1409	-0.273
C20orf26	0.320833333333333
TUBG1	-0.714
IRX2	1.05825
CNGA4	-0.5975
MGC50559	0.671666666666667
OR4K17	0.1705
TM2D2	1.23625
FAM32A	-0.0025
TXNDC14	-0.99575
CCBL1	-1.8295
ANK1	-2.4833
PRSS23	-0.799375
PPM1L	-0.107
SPATA20	0.335
APCS	0.06375
C14orf122	-0.469333333333333
PSMB5	-0.27925
C6orf10	-0.0254444444444444
SETDB2	-0.322666666666667
SPNS3	-0.941
SGMS2	-0.5455
MXD3	-1.21466666666667
MON2	-0.1404
CARTPT	0.7685
HNF4A	-0.762333333333333
RABEP1	0.4114
TNFRSF10B	-0.701
USH1G	-0.5865
PPAP2B	-1.257
TMEM16K	0.42275
CTDSP1	0.512
CDK5R1	0.2135
GABRR1	-0.0690000000000001
OPN1LW	-0.013
FAM98C	0.922125
DBN1	0.0045
ACAD10	-0.392583333333333
QTRTD1	-0.7165
WNK3	-0.400166666666667
RPS19	-0.552125
C1QB	2.465875
OTUD5	-0.35825
SLC41A2	1.49616666666667
TMEM22	-1.63733333333333
KHSRP	-0.875
TNFRSF11A	-1.0075
FBL	-0.857166666666667
IBTK	0.538333333333333
OXER1	0.2155
CBLN4	0.51775
GPR172B	0.222333333333333
CFTR	-0.7395
VSX1	0.8285
CAMK1D	0.17375
LOXL3	-2.0655
RTP4	1.33375
SLFNL1	-0.27
KIAA0828	-0.13725
PAR5	1.708
LOC723972	-1.7585
GDI2	0.125625
CEBPA	1.201
MLF2	-0.0115
AFMID	-0.7455
ALOX12B	0.136
BPHL	0.74175
COX5B	-0.2335
S100A10	0.495
THOC6	0.13775
NHN1	-0.235
RRP12	-0.413333333333333
ARID3B	-2.61475
CD3G	-1.88233333333333
KIAA0133	-0.18225
NAT11	-1.48983333333333
PPAT	0.1905
SIRT3	0.7177
TCERG1L	-0.7045
NIPA1	-0.1291
DPP8	-0.0055
IL7R	-0.0636666666666667
ZFP64	0.509583333333333
DMAP1	-0.6763
TRMT12	1.15325
TLR4	1.5813
WFIKKN2	-0.076
RAB12	-0.150666666666667
DDX51	-0.123666666666667
KIAA1086	-1.952
ZNF295	-0.3125
ACVR2B	-1.18157142857143
LOC494150	-0.76675
ZNF517	-0.321
DNASE1L2	-1.79966666666667
SUFU	0.76275
LOC283677	0.022
LMO3	0.111333333333333
PPP2R5D	-0.464166666666667
ZNF587	-0.2065
HIST4H4	-0.04125
CYP2C8	0.1055
C1orf80	0.697333333333333
DOCK5	-0.880833333333333
C9orf24	-0.72225
OR5AR1	0.283
C11orf24	-0.3335
UNQ1940	-0.03125
CAP2	1.21216666666667
TIMM44	-0.8585
DSEL	-0.3323
ROM1	-0.57475
FBXO4	0.355375
MYLC2PL	-1.233
MLH3	0.6472
NOX1	0.352833333333333
DPEP2	1.6335
DNAJB5	0.6005
RLTPR	0.391
MBIP	-0.311666666666667
COPB1	0.453333333333333
SFTPA1B	0.0425
C10orf4	0.2688
PRELID1	-0.65375
NOLA1	-0.6675
C19orf24	-0.0465
TLR9	-1.2805
HLA-DMA	2.70133333333333
HCRP1	-0.357
GPR137	-0.0763333333333333
ITGA11	1.86383333333333
PHF13	0.331666666666667
MARK4	0.1015
METTL4	-0.98025
MBD3	-0.6741
LOC134145	0.09375
FGF3	-0.0700000000000001
SLC35A3	0.442
CLEC16A	0.32025
AMOTL1	-0.913166666666667
FLJ31438	-0.8635
PAICS	-1.28325
TOMM40L	0.476666666666667
MMD	-0.92575
KLK10	-1.9901
NIT2	0.612
SERPINB10	0.216
KLF15	-0.747
CCDC5	-1.42925
WSB2	-0.3885
ME3	0.312
CACYBP	-0.115166666666667
TCTN2	0.716
JAK1	1.158125
C2orf25	-0.17575
GPD2	1.319
FBXL11	-0.319666666666667
CDV3	-0.560583333333333
GALNT11	0.790875
NDUFA12L	-0.4103
FLOT1	-0.236357142857143
TOR1AIP2	0.5135
MMP25	0.41575
C1orf164	-0.8628
CHST5	0.04625
LYRM4	0.0488
GPER	-1.4465
HIPK2	-0.553833333333333
DAP	-0.2142
ZMIZ1	1.02216666666667
DDX58	2.3405
DCC1	-2.18925
AKT1	-0.52225
ENPP6	0.623833333333333
ERVWE1	-0.290333333333333
CDC34	-0.69
RNF125	-1.62525
CASC1	2.707
SHROOM2	0.41575
RRM2B	1.758
COL6A3	3.1355
TMEFF1	-1.2185
PLEKHA4	0.3555
LYSMD1	1.21766666666667
SEPT1	-0.785
AOF1	-0.08525
GNPAT	0.10725
WDR18	-0.15875
HSD17B12	-0.299833333333333
HIST1H2BM	-1.61733333333333
INDOL1	0.288
SUDS3	0.3635
C1orf192	1.176
CYP2B6	-0.456
TBC1D2	1.72916666666667
SLC25A12	-0.396875
ERCC6L	-2.23233333333333
MGC10814	-1.04683333333333
POLR2C	-1.417
ZNF77	-0.486
EIF3K	-0.1129
HPX	4.35275
ANKRD27	-0.595875
MALAT1	-0.0803125
PLB1	0.530333333333333
HRNBP3	-0.631375
CPSF4	-1.316
OR52N2	0.131
PIP5KL1	-0.68175
GH1	-0.30175
HPS5	-0.327
SLFN5	1.265625
POP5	-0.724333333333333
OVOS2	-4.6735
C20orf108	0.817625
MARS	-1.01875
CLRN3	1.1015
ARSE	0.695666666666667
PPIE	-0.546666666666667
PHACS	-1.18066666666667
GP5	-0.1255
IL8RB	1.06433333333333
FCRLA	-1.83157142857143
ARRDC1	0.1063
KRTAP9-4	0.3015
ZNF613	0.4835
OR11A1	0.0995
TMEM132B	-2.101625
PGLS	0.4905
BSND	-1.556
KCNK18	0.307
FOXD4	-0.39375
SV2C	0.5
LCN2	0.657833333333333
ZNF490	0.6037
C3orf15	0.1236
CACNA2D4	-1.52983333333333
CBX5	-0.82925
MAGEB4	-0.06375
BOLA1	0.77825
PPP2R5E	0.2195
COL5A1	2.35383333333333
ASB7	-0.551333333333333
SFT2D1	-0.0235
DERL1	0.2718
RABL2A	0.166666666666667
MOAP1	0.3305
KIAA1545	0.7205
F3	2.2295
PLEKHM2	-0.62725
CCDC89	1.05933333333333
EFCAB1	0.476875
TMEM48	-2.10175
SEPHS2	1.495
PYGM	-0.2985
PRICKLE1	3.19925
WNT5B	0.25
TAS2R38	0.5545
IMP5	-0.487
KHDRBS1	-0.4938
LARS2	-1.00183333333333
C3orf28	-0.28225
FTCD	-2.865
C10orf68	-0.3035
DGAT2L3	0.99025
PSEN1	0.823833333333333
MGC33657	0.09875
PLA2G4B	0.147333333333333
CDKN2A	-0.21525
DLX1	-2.2895
TSHB	0.284
C18orf37	-0.11825
MEX3C	-0.333
MAMDC2	0.5395
PDIA4	-0.633583333333333
ATP5E	0.73175
CASP2	-0.0444285714285714
SERBP1	-0.895384615384615
ZNF341	-0.0963333333333333
TESC	-2.28375
TMEM31	0.03325
OR51I2	0.637
YTHDC1	0.188285714285714
JUN	2.17333333333333
AGMAT	-3.55
PCNXL2	-0.062
ATAD5	-2.373
STK38	0.00225000000000001
AZI1	-1.106125
RBP1	2.6255
C4orf26	0.389
KIAA1026	0.34175
TMEM101	-0.329
HSFX1	0.514
TREX1	0.11025
C18orf10	-0.7848
TRIM15	-2.520375
CA6	0.0275
CEP57	-1.417625
AR	2.8665
SESN2	-0.3225
KIF3C	-0.336625
EPB41L5	1.215
ARHGEF10	-0.867681818181818
POLR3D	0.128875
INDO	-1.24283333333333
GABRA3	-0.241
SCG5	-0.0763
E2F3	-1.3088
TIGD5	0.49125
FGD6	0.469166666666667
KLHL3	0.254625
SCGB3A2	-0.813
URP2	-0.0555
ATP6V1B1	0.2692
CALML6	-0.543
LOC100049076	0.5025
TMF1	0.46525
LOC388503	0.20025
CDH5	2.444625
RPS6KC1	0.306833333333333
DAAM1	0.7936
TNFRSF10D	-0.7495
GSTT1	-0.6514
INPP5A	-0.09825
TRAF3IP1	0.9997
SMARCE1	-0.0250714285714286
VRK1	-1.73975
TTC16	-0.193
AARS	-1.18
ARHGAP27	0.284666666666667
ZAK	1.63278571428571
ACSM2B	-1.13125
TRAP1	-0.766
MRPL53	0.878875
RNF44	-0.987
NPTXR	-0.0685
DPYSL3	2.28633333333333
APP	0.5136
GLS2	0.332166666666667
MNX1	-2.49633333333333
CMTM7	-0.74425
OR10A7	0.078
NYD-SP21	1.885
ORC5L	-0.23125
SLC16A10	-1.519125
TMEM178	-0.288
LOC441601	-3.0725
PTGIS	2.03875
KBTBD7	0.52475
C19orf41	-0.1215
CEACAM3	1.48541666666667
KRT23	0.5435
SERHL	2.8765
PNKD	0.0831875
UBC	0.50175
ATRN	-0.358625
HAPLN1	1.927
RANGAP1	-1.164
C10orf26	1.94516666666667
KCNA7	0.1885
SRY	0.5795
LOC376693	-0.547
HIST1H2BF	-1.63425
CDCA8	-2.85333333333333
MLC1	-1.70725
TNIP3	-0.194
OR4D1	0.505
IFT52	0.1565
GOLT1A	1.585
UTP20	0.41825
RP3-402G11.5	-0.739125
PRSS33	-1.705
PMPCA	-1.19075
APOB48R	2.87983333333333
GLTP	0.83525
MPL	0.46975
C9orf78	-0.65775
ADAM12	2.786
CSPG4	-1.385
LOC144305	-0.02
KRTAP4-10	0.0835000000000001
PAK1	1.98175
ADCY7	-0.0878
TAS2R43	-0.0585
FRAS1	-2.24185714285714
PPP1R14A	-0.160833333333333
OR2B6	-0.84325
ATP13A1	-0.544166666666667
SIDT1	0.78125
C1RL	0.998833333333333
PRKRA	0.103
TLN1	0.1649
RP11-50D16.3	-0.184
MITF	0.00341666666666666
GYS1	-0.81425
LYG1	-2.0515
NSMCE4A	-0.6428
DNAI1	-0.1715
HOXD11	-0.4685
FNBP1L	1.0108
DHX35	-0.225
LCE3E	0.628
SLC33A1	0.822
DCLK3	0.3215
TRIM33	-1.17
TMCC3	1.12216666666667
FBXO42	-0.0913333333333333
C1orf27	0.6736
C17orf50	0.3785
RNF14	0.77625
SLC4A8	0.32425
RAB3IP	-0.2456
COX6C	3.318
PCSK1	-2.8934
SLC13A1	0.329166666666667
ARF6	0.730166666666667
KIAA1009	-0.387625
HOXA13	-1.54375
HMGN1	-0.95975
CXADR	-2.06733333333333
MGC14436	-0.329
UTF1	0.876
TSC22D1	0.4753
BZRAP1	-0.764666666666667
PUF60	0.297583333333333
SHC1	0.0195
HOOK3	1.4746
LIMS2	1.627
BAHCC1	-1.3715
CLCC1	-0.215666666666667
ENTPD3	2.33383333333333
SMO	0.1815
PIK3R5	0.43475
CDC14A	-0.757833333333333
KRT1	2.551
ENOX2	-0.034
FLJ22655	0.0265
FPRL1	0.518
INTS6	0.5016
ZCCHC5	0.2155
SMC3	-1.00325
C6orf123	0.4405
FLJ20160	2.69525
LOC653391	0.507833333333333
GSS	-0.09475
NT5M	-0.000249999999999986
SIX5	-0.09175
TAF5	-1.2305
KCNA1	0.291166666666667
ANLN	-2.0565
MGC45491	-0.6416
SSTR2	4.3745
LYPD4	0.50025
TH1L	-0.951625
CHRNA5	-4.1085
PNMA6A	-0.2345
FLJ16369	0.099
DLX2	-2.2988
C6orf108	0.686416666666667
ALDH3A2	1.84566666666667
CLEC1B	0.649666666666667
LEPREL2	0.55775
FOXJ1	0.0222
OR1D4	0.5125
PPIL4	-0.18075
MTRR	-0.615
SLC27A3	1.42666666666667
HTR7	0.3585
MIB2	-0.731
BHMT	-0.986833333333333
A2ML1	0.6585
MSMB	0.184
KIAA1383	-0.6095
TRUB2	-0.33475
PF4	0.662666666666667
IL1F5	1.50966666666667
LRRC37B2	-0.329
IPO4	-0.55075
FIGF	0.5585
QDPR	0.7925
ZNF598	-1.217
BOP1	-0.5245
MAPK12	-0.774
POLR1E	-1.5935
CEECAM1	0.675333333333333
INSRR	-0.0411666666666667
SIPA1	0.3675
ULK4	-0.0685
BTN3A1	0.0754
FABP5	-0.1567
KBTBD3	0.768166666666667
SORT1	-0.953333333333333
YWHAQ	-0.3943125
LRIT1	0.591
KIAA1704	-0.8692
MEIS2	-0.8199
ENOSF1	-2.0125
PCDH7	1.10242857142857
FZD9	-1.4055
RPLP1	0.613833333333333
ZNF75A	-1.04425
P4HA3	3.72775
NKX6-1	0.32125
CTA-216E10.6	-0.238333333333333
IFT140	0.64325
DENND1A	-0.210833333333333
ALCAM	-0.2031
ABHD2	0.0666363636363636
QPRT	-0.0503333333333333
TRAM1	1.03807142857143
ATP1B4	0.483
NUP37	-1.023
SAA3P	0.0235
SLC22A6	-0.2485
KIAA0265	0.103
ZNF41	-0.762
ADAM19	0.9832
ERAF	-0.14
DEFB119	0.7137
DNMT3B	-4.88283333333333
SNF1LK2	-0.50775
MGC24039	-1.37966666666667
TAS2R48	-0.367833333333333
PNLDC1	-0.63975
ADAMTS16	1.906375
TMEM92	-0.627666666666667
CCT8	-0.744583333333333
POGZ	0.472916666666667
N-PAC	-0.3575
GUCA1B	-1.06733333333333
ZZEF1	-0.1335
OR2C3	0.144
ZNF334	-2.459
RANBP6	0.28575
LDHB	-2.64125
BAMBI	-0.977
RAB5B	0.82125
FOXB1	1.28375
MRPS12	-0.19
MRGPRF	1.026125
CRIPT	-0.0825
CYP2D7P1	-0.647
RYR1	-0.325875
NDUFA2	1.0365
TRIP12	0.286583333333333
KCNE3	2.04116666666667
MOBKL2B	0.0093
MIOX	0.255
ACOT7	-1.423
FGF6	0.145
RASSF5	-1.1496
ATAD3B	-1.592
IKZF3	0.4055
H3F3B	-0.0633571428571428
C6orf91	0.806
SEC11C	-0.086
TMEM14C	-0.00749999999999999
KIAA1632	-0.803125
SLC38A4	0.3145
FGFR3	-1.05033333333333
HES7	1.343
HINT3	0.6945
ARIH1	-0.643
FLJ35880	-0.931
C1orf129	0.4355
POU6F1	-0.43275
RPL32	-0.18025
BBS1	1.53733333333333
RGPD5	0.29
SULT1C2	-1.88225
KDELC1	-0.237
PIP5K3	-0.663333333333333
CHI3L1	0.1667
CSDA	-1.27475
VTCN1	4.2145
WDR62	-1.88575
TMEM170	-0.71425
KIF2A	-1.33275
C6orf182	-1.259
ARL6IP6	-1.4385
ZCCHC9	-0.66925
RARB	-0.391666666666667
ZNF320	0.139
DHX15	-0.57825
PICALM	-0.543833333333333
CNOT6	-0.408666666666667
HIST1H1A	0.167
ZNF702	1.163
OR1E2	0.5115
HLF	-0.9702
LOC442582	-2.492
KIAA0494	0.78225
TCF4	2.2108
APOBEC3B	-3.116
FAM54B	0.013
MYH2	-1.9585
FXN	-0.466833333333333
C12orf59	0.179
PAEP	-0.651
SPG11	0.325375
VN1R4	-0.10825
KCNJ13	-0.54375
NOC3L	-0.42025
C5orf36	0.179
CPAMD8	3.12925
MLN	-0.2009
FLJ11184	0.3225
TIAM1	-1.12666666666667
OR10J3	0.522
OR52E2	-0.084
PBX1	2.215
UBL7	-0.517
PXMP2	-0.1115
SYTL1	-0.515
FAM126B	1.1635
ZNF711	-2.075875
GGA1	-1.03
VAMP4	1.04883333333333
BCAP29	0.11
C20orf19	-1.024125
ZNF275	0.13225
NEK6	0.006
SETD8	-1.12366666666667
HEXIM1	0.71175
SULT1A2	0.05225
KLHL9	1.1485
SLC39A12	0.11525
ARHGEF16	-0.7805
SCN1A	-0.0505
HNRPH1	-1.23216666666667
C9orf103	0.06
ECE1	-0.288333333333333
MED18	-3.10875
TEX13B	0.6085
SNN	-0.10575
C6orf62	-0.165444444444444
WNT3A	1.6648
IL22RA2	0.2515
MGC21881	0.221625
GABBR1	-0.702
YIPF6	0.8285
PROX1	-1.14966666666667
PPP1R1B	2.92975
LANCL2	-0.0254
SCN3A	-0.874
SSRP1	-1.68416666666667
ASXL2	-0.00925
RPE65	0.735
SNAI1	-0.3215
EFNA2	-0.16375
CLDN9	-0.00412500000000001
TP53I13	0.476
LOC375748	0.43725
C9orf7	0.63625
C14orf178	0.332
GC	0.16375
IER3	1.22716666666667
KCTD10	0.827375
FLJ45717	0.94225
ADC	1.89233333333333
LOC285908	-1.3665
MLL3	-0.659125
KIAA1787	-0.46725
MGC31957	-0.76425
MUC5B	-0.378333333333333
ZNF193	-0.37375
CSRP1	0.31775
MOSPD1	-0.387833333333333
C21orf49	-0.3145
RAD1	-0.2595
ANKRD34	-1.759
NFRKB	-1.092
FANCA	-3.61375
VTI1A	0.186285714285714
PCBP3	-0.144166666666667
BFSP2	-0.72225
ZNF354C	-0.112625
FRMPD4	0.09025
IKBKG	-0.688833333333333
LOC441046	-0.852
UNQ9438	0.287333333333333
TM4SF20	0.202
MAGEC1	-3.95825
AMMECR1	-0.633571428571429
GLDN	-0.172
TTC30B	1.06275
SEC13	-0.364
EGF	1.641875
HAGH	0.1695
VSIG1	0.865166666666667
NHLH2	0.2675
NCAPD3	-2.203375
MGC16121	-2.86075
HIATL2	-0.7775
BRCC3	0.0166666666666667
LCE2D	0.6765
TMEM79	0.915
GTF3C5	-1.35025
AKR1C4	0.122833333333333
C3orf59	0.36775
RBM26	-0.611875
DUSP14	0.428666666666667
AP4M1	-0.0986666666666667
RIMBP2	-0.497
ABCC2	-3.7985
DNAJC16	0.128833333333333
TTC12	0.0416666666666667
SNX13	-0.172666666666667
C6orf168	0.75075
C1orf100	-0.630333333333333
CSPP1	0.60675
LRRC56	0.93925
OR1J2	-0.266
THY1	1.7691
KIT	1.19166666666667
TBC1D8	0.94525
EPHA7	-0.341
SOLH	-0.392875
SVIP	-0.05225
ZNF294	-0.349
HAND2	1.65033333333333
CENTB2	1.41716666666667
MARVELD3	1.7785
CREB3	0.584833333333333
KRTAP1-5	-1.61433333333333
OR8K1	0.5495
MED25	0.243
FDX1	-0.4365
FAM19A1	0.597
IL13RA1	1.1629
ZNF627	0.605833333333333
NHP2L1	0.211375
EIF2B2	-0.27625
ZNF593	-0.0205
WIPI2	-0.100583333333333
RANBP1	-1.823
TAS2R7	0.783
LOC283514	0.2295
CSNK2B	-0.2718
CFHR1	0.185
DKFZP434O047	-0.102166666666667
WBP11	-0.7575
TEX2	0.588
GALNT2	-0.147166666666667
FLJ33360	0.16575
WNT9A	-0.30075
IL29	-0.0365
STK3	1.05455555555556
REPS2	2.569375
FAM78A	-0.50075
MGC3207	-1.7775
FCGR3A	6.976
H2AFY2	-0.45025
RNF150	-0.35525
CCNK	-0.232375
VEZT	0.235
FSHR	-0.0845
C1orf66	0.284833333333333
LCE2B	0.4123
CD200	-0.2445
ORMDL1	0.15525
OR51S1	0.333
KRT83	0.23725
COL19A1	0.397666666666667
POL3S	-0.70775
ZNF468	0.202333333333333
BAG3	1.378625
C1GALT1	-2.2265
CA5A	-3.665
DKK4	-0.419
SGK2	-1.19014285714286
PIK3C2G	1.0575
USP11	0.093875
IMPA2	-1.00625
PRKDC	-0.487857142857143
MSR1	3.10625
PDCD6IP	-0.118083333333333
FAM122A	-0.50775
ZNF740	-0.23875
ATXN2	0.1115
SLC17A4	0.4095
RAXL1	-0.9415
RS1	-0.1455
NET1	1.73216666666667
NPY1R	-0.7745
MVD	-1.46375
C11orf61	-0.871
CHDH	-0.2255
GCNT2	-2.38021428571429
LGALS12	0.12525
IK	-0.350166666666667
C7orf41	-0.0517777777777778
SURF4	-0.0821666666666667
C1orf91	-0.0636666666666667
BCS1L	-0.6495
C20orf141	0.364166666666667
BCAS2	-1.004
ACE2	-0.82175
ICT1	0.232
CD79B	0.0275
MRPS9	-0.46825
AADACL1	-0.72575
IRS2	-0.474875
LUZP2	-0.995
TMEM148	-0.34125
ZNF514	0.189333333333333
ADCK2	1.0232
ZKSCAN1	-0.224
FASTKD2	-0.15825
KCNMB3	-0.690166666666667
POFUT2	-0.4221
GNG2	-0.0661
OR6Y1	0.079
FAM26A	-1.5165
CAND2	-1.3885
FLYWCH2	0.926375
BCL6	1.77175
MDH2	-0.242642857142857
DRP2	0.1775
TPD52L1	-0.473125
TXNL4A	-0.62825
OR3A1	0.6605
C22orf9	0.677
RAB25	1.9055
PCTK3	-0.57375
POR	-0.161666666666667
ARPP-19	0.2565
SREBF2	-0.780625
ZWINT	-1.39383333333333
TRUB1	0.87775
ENPP2	0.421166666666667
UXT	-0.623666666666667
ALG11	-0.187
SMCR7	1.7345
SLC31A2	2.20875
USMG5	0.108
ZNF780B	-0.63975
APEX1	-0.3155
THSD3	-2.3205
CEP68	0.6061
NY-SAR-48	-1.428
ZIC3	-3.2322
LPAL2	0.283
MRPL11	-0.0573333333333333
VPS53	-1.08266666666667
MPDU1	0.6105
UBL4B	-0.0925
LASS3	0.54125
GAST	0.2535
SPERT	-0.2145
UBE2L3	0.355
MLSTD2	-0.235583333333333
ADRA1D	0.473
FZD10	-2.2905
ATP6V1E1	0.917125
SAR1A	0.8480625
MCTP2	-0.971666666666667
TMEM5	-0.2675
BIRC2	-0.802333333333333
TMEFF2	-2.2445
NLGN3	0.1555
LMX1A	0.57275
C19orf51	0.7305
LOH3CR2A	1.25833333333333
SLC9A3R2	0.577
TIMP1	0.370333333333333
PFN4	0.19825
UCK1	-0.981
TPST2	1.011
AQP6	0.172166666666667
OR1N2	-0.085
KCNIP1	0.2165
SFTPG	0.88
KIAA0087	-0.667
UBXD3	0.8893
ABT1	0.45475
RIPK5	0.207071428571429
SMG1	-1.2546
BTBD8	-0.631
PIP5K1C	0.7747
POU2F2	0.4891
C17orf57	-0.104
TSPAN14	-0.0791
NUDT16	0.879666666666667
GPT	1.49875
PDK4	-0.6956
ELL3	1.506625
NNMT	2.33383333333333
NUFIP1	-0.983125
RHBDL1	1.606
FILIP1	1.6462
C17orf56	-1.50675
C8orf73	-0.4205
FLJ21438	0.20225
TBC1D10A	0.7565
ERGIC3	-0.110333333333333
CREB3L4	2.99675
TARBP1	-0.71975
C1orf9	1.45625
COLEC12	0.257333333333333
FBXO30	0.787
TNFRSF25	-2.8575
UBE2T	-1.4775
SLC2A1	-1.176
RPH3A	0.38025
LSAMP	-2.00775
CER1	1.15575
ATP2A3	1.3481
SGK	-0.21375
CCR7	1.36975
ZIK1	-1.8095
RECQL5	-1.265875
HSD17B7P2	0.8735
MTERFD1	-0.246625
ANGPTL1	1.099
NLRX1	-0.640333333333333
FHOD3	2.13616666666667
PSG7	0.086
ARHGEF5	1.296
C14orf21	-0.235666666666667
FGD2	0.8445
OR5T2	0.01325
P2RY14	2.17433333333333
PPP1CA	-0.781166666666667
ZNF33B	-1.5545
MOCS1	0.033
NAP1L1	-0.58975
IGSF21	1.09633333333333
PTDSS1	-0.454461538461538
SLC38A6	0.7245
GLCCI1	-0.732125
CCR4	-0.1755
OLFM2	0.942
COX6A1	0.834666666666667
B3GALT2	-0.0845
BEST3	-1.0492
CD14	3.63
ABCC9	1.13625
SNAP29	0.495625
HMGCR	-0.573375
IFT74	-0.119333333333333
CNTROB	-0.391333333333333
ZNF548	0.236625
INSL6	0.49775
HERC1	-0.455
HOXB1	0.7925
EMCN	3.8065
BLNK	1.14166666666667
SKP1A	0.622642857142857
IL19	0.30975
DOC2A	0.08675
COPB2	0.528333333333333
CDC27	-0.5295
LECT1	-0.2445
UBR1	1.18466666666667
COPS6	-0.18525
MCCC1	-1.44488888888889
C12orf33	-0.115
POM121L1	0.12075
GPC4	0.246833333333333
ZNF664	-0.0125
VAC14	-0.7835
PPY	0.3135
SRCAP	0.711875
PPP1R13L	0.69275
BPGM	1.253
HMOX1	0.447666666666667
MC4R	0.4
FAM126A	-1.49475
PRR13	0.1745
INS	0.168
FLT1	0.22475
FEM1C	0.80375
SLC25A2	-0.1125
TMED3	0.9065
SPIN2A	0.2785
EXT1	-0.0892222222222222
CLEC4D	-1.4855
GALNTL4	1.00975
RCOR1	-0.90625
SMAD2	0.295
ODZ3	0.35428
TMEM68	0.261875
POLS	-1.18116666666667
PPIH	-1.3815
