Hybridization REF	TCGA-BH-A0BV-01A-11R-A00Z-07
PRH2	-0.784
CDKN2D	-0.111833333333333
PGLYRP2	2.2535
TRIM40	-0.204
SEC14L3	0.0395
SLC22A1	-0.1615
BTN2A3	0.20225
RASA4	0.201
CCNL2	-1.48483333333333
MYBPC3	0.3305
GJA4	2.9915
CDC42SE1	1.223
TRPV2	-0.88875
MYPN	-2.71988888888889
SIM1	0.4975
CDADC1	-0.191916666666667
ZFHX4	0.8855
NIBP	1.18
ADAMTS19	-1.5865
ABTB2	-2.20575
TSPYL2	-0.43675
EIF2S3	0.2613
SOX30	0.11425
AP2A1	-0.0663333333333333
DKFZP564O0523	0.193333333333333
LOC285398	0.20275
CDH18	-4.5315
CHL1	1.507625
GATS	0.2559
TBC1D2B	0.00700000000000006
OR1J1	-0.393
GSN	1.305
DPCR1	0.15375
GARNL4	-0.831
SMARCA5	-0.60075
PLEKHG3	0.648
ZBTB45	0.766
FRMD6	-0.293
PLS1	0.0546666666666667
DGKZ	0.630666666666667
EFNA1	1.5852
WDR85	-0.861375
ANK2	-0.42475
PAGE4	-0.916833333333333
SENP6	1.0115
AKR7A2	0.330666666666667
FKBP10	-2.7695
VEGFC	-1.83583333333333
LARP1	-0.05425
SRBD1	-0.025
ITGB6	1.486
SLC1A2	-0.0980714285714286
INVS	-0.882833333333333
MPO	0.0915
MOBKL3	-0.0287
CUTL2	-1.174375
KLK2	0.051
VIM	-0.81425
REG1B	0.318166666666667
PCDHGC4	0.81
C3orf34	0.207833333333333
SUMO3	-0.1045
CST9L	0.19
MLL4	-0.05625
SPR	1.3935
SAMD9L	2.4035
ABCE1	-0.884
SUPT3H	-0.949166666666667
ACTBL1	1.21925
ADAMTS4	0.7295
SLIT3	2.77425
RHEBL1	-0.97925
NPM2	-1.63525
MAN1C1	0.657
KIAA1856	1.19591666666667
HSPA6	1.60775
LOC388152	-0.6525
C10orf140	-1.4235
ZDHHC12	0.0455
LIN7A	-1.4605
PHC2	0.167166666666667
SPHK1	-0.37325
TRIM26	0.35475
FAM83E	0.879
C18orf24	-1.0595
ZNF578	0.421166666666667
ORAI1	0.09675
RUVBL1	-0.295333333333333
C7orf20	-0.580333333333333
APAF1	-0.3545
SLC36A4	-1.77916666666667
MYH11	3.8025
NEK1	0.3648
MPP2	0.02325
C12orf24	-3.259
TNK2	0.2965
ZNF289	-0.4915
MATN3	-0.343714285714286
IFNGR2	1.467
ITPR1	0.789625
EBF3	1.8813
TBC1D20	0.1049
OR10P1	0.43975
DDAH2	1.10175
SHPRH	-0.284625
STX7	-0.133
LOC554248	-2.4155
BCAR1	0.50225
ATXN3	0.164916666666667
TRIM27	-0.67625
CDC42EP2	-0.057
CHP	0.501571428571429
SOX17	2.327625
ZNF259	-0.992166666666667
CHCHD1	0.56725
ZDHHC19	0.294
GBP2	2.055
GARNL3	-0.1195
MRC2	0.7585
C1orf52	-0.457
AOF2	-0.5795
LRPPRC	-0.5542
ACVR1C	-0.827166666666667
TM4SF18	2.127
TMEM169	-0.0918333333333333
PPP1R16A	-0.131125
EBF1	0.65
RRS1	-0.664
SNX2	0.124
OR2T2	0.093
RBX1	-0.598
ANKRD54	0.03
TSNAX	0.849833333333333
TMEM83	-1.6485
ZBTB7A	0.956
ATM	-1.29866666666667
LOC338328	2.17866666666667
TIE1	1.29916666666667
HIST1H3G	-0.460833333333333
PASD1	-4.43816666666667
TINAG	0.61375
PCDHAC2	-0.1555
LRRC15	1.649625
WBSCR17	-0.9635
TFF2	1.6375
PARP2	-1.1315
NDFIP2	-0.475125
PCDHGB2	0.3395
WDR60	0.30975
MAP7D2	-1.3307
USP45	-1.04825
GSDML	-1.218
TNS1	0.0402
PLCD4	-0.97525
IQCD	1.411
SMPX	-1.9385
CD9	1.92683333333333
SRGN	1.1675
CASP7	0.835
INOC1	0.263166666666667
DKFZp451M2119	-1.168625
VMAC	1.581
USP53	0.4417
CAMK1G	-0.26175
TMEM106A	-0.238
CDC20	-1.9257
ACSL5	-0.708166666666667
CBWD5	-1.071875
C1orf87	-0.8825
KIAA1274	1.37975
PRUNE2	-1.88557142857143
LYPLA2	0.1585
DOK6	-0.910333333333333
GPR149	-0.15
FAM30A	2.13675
TMEM129	0.2415
SLC35B3	1.496
ACPP	-0.06
LOC200261	0.253
SLC4A7	1.1248
CCDC40	2.455
GART	-1.144625
THOP1	-1.416
SCARB1	-0.724
CACNA1F	0.59975
TRIAP1	-0.362666666666667
SYT14L	0.4235
SFRS8	-0.385
PBOV1	0.16
GOLSYN	2.0525
GJB7	-1.2735
CAMK2N1	0.961166666666667
GREM1	2.60733333333333
FLJ20433	0.87725
QPCT	-2.94775
PRKAG2	1.12783333333333
H2AFX	-1.470625
C6orf154	2.4685
PLOD3	-0.60625
ZBTB39	-0.292333333333333
WASF3	-1.347
DRG1	-0.6475
PRR4	-0.1155
SPCS1	0.0785
KDELR3	1.30233333333333
SRP19	-0.042
GABRA6	0.48425
MFSD1	1.069
MMEL1	2.45525
PDXDC2	0.0346
BUB1	-3.14277777777778
RNF138	-0.681375
MYLPF	-0.450166666666667
AIF1	1.31866666666667
DYNLRB1	0.7134
HCN3	-0.427333333333333
HIST1H2AI	-0.11425
MAP4K5	0.248333333333333
LASP1	1.245625
LOC130951	0.352
PLAA	0.433
KRT6A	-2.1115
C6orf117	-1.80525
ARHGAP23	-0.2005
PTF1A	-0.7715
GPHA2	-0.5295
LCE3B	0.4055
MCL1	0.653571428571429
EHBP1	-1.41958333333333
PRNP	-0.960125
ZSCAN1	0.527
C1orf113	1.56216666666667
FOXA3	0.405625
NEB	-0.04925
ASGR1	-4.638
CTGF	1.67983333333333
RAB17	0.968
MST101	0.14
JARID1B	1.1922
USP37	-0.011
PTBP1	-0.101
PTPN7	0.0593333333333333
CDC7	-2.47933333333333
SNX7	0.3885
ZNF335	-0.02525
CPT2	0.41275
HEATR1	-0.9175
HSPC152	0.03775
C5orf40	0.54225
PSME1	0.957666666666667
STAG3	-2.0375
TMEM154	0.244833333333333
KLHL32	-0.471
TSGA10IP	-0.2085
SUV420H2	-0.838833333333333
SF1	-0.7119
2'-PDE	0.4939375
PNLIPRP2	0.807
TRSPAP1	-0.304166666666667
NUP210	-0.232166666666667
ANP32C	-1.36733333333333
RAB11B	0.716
ASB15	0.3245
ITGB3BP	-1.8035
UBASH3A	-0.045
YWHAB	0.565
TPRX1	-0.18
LY6G5C	0.475375
SLC7A2	-2.21225
CLK1	0.5817
HSD3B7	0.41
VDR	1.0745
C16orf74	0.53175
ACE	0.158
PSMA2	-0.167833333333333
CCDC131	-0.915
ZNF213	1.1595
EML2	-0.82225
ALS2CR13	0.446833333333333
GLYATL1	1.1135
DSPP	0.0665
DHFRL1	-0.465125
C10orf30	-1.08866666666667
SH3RF2	0.2655
LOC197322	0.200833333333333
DLL3	-1.25075
TIGD7	0.978
GFRA3	0.0235
CPA1	0.309333333333333
RTN4	-0.455833333333333
PPT2	-1.8365
FASLG	2.45708333333333
FOXP4	0.84525
RPL26	-0.4936
GNL3L	-0.915166666666667
FMR1NB	-0.285166666666667
CD163	6.54375
SGPP2	3.47225
GIMAP2	2.1535
CD37	1.5345
DPT	3.17933333333333
NBLA00301	0.82475
RGS5	2.83616666666667
C9orf4	0.6485
ACTL8	-3.1255
PRKAR2B	0.646875
OPLAH	-1.06283333333333
C20orf134	2.421
SPACA5	0.11075
TBL1X	-0.64
TSPYL3	-0.1045
CHCHD3	-0.73825
CRKRS	0.118333333333333
GPR65	4.6245
DFFA	-0.71425
FUT1	0.71925
C6orf204	-1.04533333333333
TMEM51	0.85225
ZNF580	0.20025
CMTM2	-0.035
C20orf200	0.1765
EZH1	0.159833333333333
FDX1L	-0.07275
MRPL32	-0.238
PCAF	0.5264
ALOX15B	1.0005
CD59	0.439291666666667
CDK9	0.44475
ERP29	0.116666666666667
TTR	-6.162
BCMO1	0.09
DDIT4	-1.5254
PTGDS	2.12775
C3orf63	0.166666666666667
BST2	0.611375
CYP1A2	-0.417666666666667
C5orf25	-0.08825
STX1A	-1.16523529411765
OR2A12	0.293
SH3BP5L	-0.0815
SERINC5	0.20075
USP6	-0.8673
MRPL3	-0.0688333333333333
POMP	-0.2685
INPP4B	-0.842875
GMPPB	1.39175
EAPP	0.657
AHSA1	-0.3555
ABCA11	-0.3335
SLC5A6	-1.245
HIVEP2	-0.1285
SUMO2	0.110875
KIAA1822L	-0.0661666666666667
C11orf67	0.74025
TXK	-0.322
PHCA	-0.4094375
ICAM4	-2.19033333333333
FPGS	0.334333333333333
SNRPA1	-1.71025
KCNJ4	0.018
KIF6	0.1648
HIST1H2BG	-0.841166666666667
SLC5A5	0.65775
ZNF354B	-0.606833333333333
IL12RB2	-0.3155
C11orf76	0.6045
GAL3ST2	0.251
AIFM2	-1.842625
SYNC1	-0.2795
UBL3	-0.18575
PIK3CG	-0.394333333333333
NLN	-0.416
BCORL1	-0.26725
CD5L	-0.007
ZNF238	2.68766666666667
KIAA1394	-0.12075
C16orf55	0.1888
CYP3A7	-1.31925
KRTAP3-1	-1.9745
TFDP1	-1.05416666666667
MND1	-4.04775
NODAL	-0.263333333333333
GTPBP4	-1.3295
TUBGCP2	1.164
SLITRK5	-2.42075
CIC	0.34375
CD79A	0.893666666666667
SAMD14	0.468333333333333
TNPO3	-0.2525
OR10G3	1.654
OR10G8	0.38
CCDC111	-0.1405
HOXC9	0.3205
DCUN1D1	0.531333333333333
CYB5R1	2.21225
TSR2	0.895
DAB2IP	-0.3449
SLC6A5	0.372
RAB3D	1.79025
DCUN1D4	-0.977333333333333
ERBB3	1.39541666666667
SDC1	1.1965
ATP6V1H	0.448833333333333
SYK	1.592
ST20	-0.4685
C13orf30	-0.364
WDR40A	0.435333333333333
ADMR	0.3005
LOC388335	1.35225
ACSM1	0.189
TDG	-0.572833333333333
FLJ11235	-0.00225
MRPS5	-0.917166666666667
AGPAT2	0.549166666666667
SLC12A1	0.11425
CYP27A1	0.9985
THAP7	-0.7535
XPO1	-0.63675
ALMS1L	-0.0776666666666667
C1orf2	0.109125
ZNF777	0.2755
CAMK2A	0.233
SMC1B	0.765875
IHPK2	-0.00700000000000001
LEMD1	-3.60975
NKD2	-0.1436
CLU	-1.01535714285714
ARMETL1	0.017
PABPC4	-1.19
CXCL12	2.03933333333333
TFAP2C	0.9805
TTTY8	0.416
ABCB10	-0.073
ENDOD1	1.25216666666667
IDI1	-0.8355
KCTD6	1.48283333333333
CCDC105	0.1035
ULBP2	-1.24366666666667
ZDHHC5	0.04275
WNT8A	0.48425
COMMD10	0.09575
KLHL12	0.695875
GPR50	1.019
NR5A2	0.0708571428571429
OXGR1	0.436666666666667
EHD3	0.000750000000000004
CAPRIN2	-0.931625
KLRC3	-3.75
SF3B1	0.347928571428571
IPO7	-0.49325
ALDH1A1	-0.111833333333333
ANKRD5	1.485
TSNARE1	0.028
DDEFL1	1.0075
RNASEL	1.06333333333333
DNAH9	-0.98325
HELLS	-1.97825
TNS4	0.3805
NAV1	0.3332
KIAA1409	-0.0906666666666666
C20orf26	1.43683333333333
TUBG1	-0.66775
IRX2	2.2515
CNGA4	-0.3475
MGC50559	1.48483333333333
OR4K17	0.488333333333333
TM2D2	0.250166666666667
FAM32A	0.43675
TXNDC14	-1.0935
CCBL1	-1.0845
ANK1	-3.05722222222222
PRSS23	1.6895
PPM1L	0.1875
SPATA20	0.3945
APCS	0.20075
C14orf122	0.135166666666667
PSMB5	-0.243375
C6orf10	0.1985
SETDB2	-0.193333333333333
SPNS3	-1.0125
SGMS2	-0.112
MXD3	-1.05283333333333
MON2	0.1293
CARTPT	-0.14275
HNF4A	-0.956
RABEP1	2.54945
TNFRSF10B	-1.0215
USH1G	0.0775
PPAP2B	-1.65133333333333
TMEM16K	0.34825
CTDSP1	0.937
CDK5R1	0.0553333333333333
GABRR1	0.428
OPN1LW	-0.2515
FAM98C	0.852625
DBN1	0.06475
ACAD10	0.122916666666667
QTRTD1	-0.24325
WNK3	-1.71133333333333
RPS19	-0.54275
C1QB	3.153125
OTUD5	0.584375
SLC41A2	-0.088
TMEM22	-1.73516666666667
KHSRP	-0.827166666666667
TNFRSF11A	0.5775
FBL	-0.7235
IBTK	0.135166666666667
OXER1	-0.179
CBLN4	1.8965
GPR172B	1.08333333333333
CFTR	-1.72325
VSX1	0.9225
CAMK1D	-0.28625
LOXL3	-2.05775
RTP4	2.5885
SLFNL1	-0.038
KIAA0828	0.09825
PAR5	0.475
LOC723972	-1.89
GDI2	0.1775
CEBPA	1.3486
MLF2	-0.113166666666667
AFMID	-0.1045
ALOX12B	0.046
BPHL	0.28025
COX5B	-0.1815
S100A10	-1.5381
THOC6	0.19975
NHN1	0.56125
RRP12	-0.386666666666667
ARID3B	-2.0445
CD3G	-1.16316666666667
KIAA0133	0.14425
NAT11	-1.08333333333333
PPAT	-1.359
SIRT3	0.7361
TCERG1L	-0.8845
NIPA1	0.5499
DPP8	-0.0574
IL7R	1.18916666666667
ZFP64	0.3605
DMAP1	0.2133
TRMT12	0.52175
TLR4	1.9631
WFIKKN2	-0.0825
RAB12	-1.82066666666667
DDX51	-0.5115
KIAA1086	-2.50525
ZNF295	-0.478666666666667
ACVR2B	-0.969714285714286
LOC494150	-0.53775
ZNF517	0.4065
DNASE1L2	-1.4035
SUFU	0.46525
LOC283677	1.038
LMO3	0.0655
PPP2R5D	0.198166666666667
ZNF587	0.4778
HIST4H4	-0.12825
CYP2C8	0.42425
C1orf80	1.43483333333333
DOCK5	-1.05233333333333
C9orf24	-1.18975
OR5AR1	1.281
C11orf24	1.558
UNQ1940	-0.34025
CAP2	-1.29316666666667
TIMM44	-0.4485
DSEL	-0.8019
ROM1	0.02725
FBXO4	0.413875
MYLC2PL	-1.24075
MLH3	1.0898
NOX1	0.626833333333333
DPEP2	1.80875
DNAJB5	-0.64
RLTPR	0.517
MBIP	-2.08033333333333
COPB1	0.732166666666667
SFTPA1B	0.616
C10orf4	0.1161
PRELID1	-0.1395
NOLA1	-0.759
C19orf24	0.41725
TLR9	-1.7535
HLA-DMA	3.13516666666667
HCRP1	-0.571
GPR137	0.673166666666667
ITGA11	0.133333333333333
PHF13	0.115
MARK4	0.3205
METTL4	-0.6825
MBD3	-0.0963
LOC134145	0.211875
FGF3	-0.1265
SLC35A3	1.013125
CLEC16A	-0.03075
AMOTL1	-1.76783333333333
FLJ31438	-1.43
PAICS	-1.5275
TOMM40L	-0.131666666666667
MMD	-1.965
KLK10	-0.8166
NIT2	0.438333333333333
SERPINB10	0.1975
KLF15	-1.0056
CCDC5	-0.31825
WSB2	-0.430625
ME3	1.79475
CACYBP	-0.102833333333333
TCTN2	1.5925
JAK1	1.11825
C2orf25	-0.373
GPD2	0.47475
FBXL11	0.7335
CDV3	-0.32175
GALNT11	0.331
NDUFA12L	-0.6617
FLOT1	0.293928571428571
TOR1AIP2	0.90825
MMP25	-0.68725
C1orf164	-0.7432
CHST5	0.1705
LYRM4	-0.87525
GPER	0.51225
HIPK2	0.441666666666667
DAP	-0.0194
ZMIZ1	0.68
DDX58	2.602
DCC1	-2.2655
AKT1	0.006
ENPP6	0.869333333333333
ERVWE1	-0.101666666666667
CDC34	0.625
RNF125	-0.17375
CASC1	3.4025
SHROOM2	1.7875
RRM2B	0.9255
COL6A3	1.672375
TMEFF1	-2.095
PLEKHA4	1.2658
LYSMD1	1.40616666666667
SEPT1	-0.0485
AOF1	0.189
GNPAT	0.964
WDR18	0.16075
HSD17B12	-1.07983333333333
HIST1H2BM	-0.632666666666667
INDOL1	-0.3505
SUDS3	0.51175
C1orf192	-0.049
CYP2B6	-0.5585
TBC1D2	1.52483333333333
SLC25A12	-0.762375
ERCC6L	-1.31183333333333
MGC10814	-1.06183333333333
POLR2C	-0.6055
ZNF77	-0.487166666666667
EIF3K	-0.0031
HPX	2.3605
ANKRD27	-0.80575
MALAT1	-1.725
PLB1	0.9995
HRNBP3	-0.629875
CPSF4	-0.98375
OR52N2	0.4465
PIP5KL1	0.09725
GH1	0.2535
HPS5	-0.28775
SLFN5	1.16975
POP5	0.0638333333333333
OVOS2	-4.191
C20orf108	0.116
MARS	-0.4635
CLRN3	1.18466666666667
ARSE	0.143166666666667
PPIE	0.0841666666666667
PHACS	-0.124833333333333
GP5	0.6695
IL8RB	1.427
FCRLA	-1.42071428571429
ARRDC1	0.41
KRTAP9-4	0.7555
ZNF613	1.1675
OR11A1	0.4935
TMEM132B	-2.490875
PGLS	0.975
BSND	-2.26033333333333
KCNK18	0.536
FOXD4	0.0775
SV2C	0.119
LCN2	1.31
ZNF490	1.2979
C3orf15	0.3474
CACNA2D4	-0.00350000000000002
CBX5	-1.44875
MAGEB4	0.17025
BOLA1	0.6925
PPP2R5E	0.0425
COL5A1	1.24325
ASB7	-0.353666666666667
SFT2D1	0.2215
DERL1	0.1556
RABL2A	0.969166666666667
MOAP1	0.8125
KIAA1545	0.769333333333333
F3	0.28475
PLEKHM2	-0.28425
CCDC89	0.472833333333333
EFCAB1	0.65775
TMEM48	-1.98
SEPHS2	-0.39025
PYGM	-0.095
PRICKLE1	1.60825
WNT5B	-0.95
TAS2R38	0.623
IMP5	0.13175
KHDRBS1	0.1189
LARS2	-0.732166666666667
C3orf28	-0.55025
FTCD	-3.10075
C10orf68	0.627333333333333
DGAT2L3	1.5245
PSEN1	1.22633333333333
MGC33657	-0.25425
PLA2G4B	0.627666666666667
CDKN2A	-0.69125
DLX1	-2.561
TSHB	0.197
C18orf37	0.06425
MEX3C	-0.0675
MAMDC2	-0.26525
PDIA4	0.43375
ATP5E	0.0345
CASP2	-0.310428571428571
SERBP1	-0.872307692307692
ZNF341	0.422666666666667
TESC	-2.65775
TMEM31	-0.265
OR51I2	0.8835
YTHDC1	0.527428571428571
JUN	1.83633333333333
AGMAT	-2.80033333333333
PCNXL2	0.38525
ATAD5	-2.318125
STK38	0.393875
AZI1	-0.21575
RBP1	0.189
C4orf26	-0.522
KIAA1026	0.865125
TMEM101	0.10275
HSFX1	0.6435
TREX1	0.553
C18orf10	-0.5902
TRIM15	-2.90475
CA6	-0.307833333333333
CEP57	-1.43775
AR	3.8185
SESN2	-0.594333333333333
KIF3C	-0.1635
EPB41L5	0.762375
ARHGEF10	-1.38495454545455
POLR3D	-0.851875
INDO	-0.161
GABRA3	-0.2935
SCG5	-1.111
E2F3	-1.0516
TIGD5	0.44225
FGD6	1.40583333333333
KLHL3	-0.029
SCGB3A2	-0.7715
URP2	0.890166666666667
ATP6V1B1	0.9682
CALML6	-0.0555
LOC100049076	-0.36
TMF1	0.746
LOC388503	-0.182
CDH5	2.588125
RPS6KC1	1.17566666666667
DAAM1	0.7661
TNFRSF10D	-0.02725
GSTT1	-2.5054
INPP5A	0.294
TRAF3IP1	1.368
SMARCE1	0.0907692307692308
VRK1	-1.5055
TTC16	1.4545
AARS	-0.406
ARHGAP27	0.405166666666667
ZAK	-0.211642857142857
ACSM2B	-1.78225
TRAP1	-0.918
MRPL53	0.036125
RNF44	-0.3595
NPTXR	0.12425
DPYSL3	0.3515
APP	-0.5877
GLS2	0.504333333333333
MNX1	-0.211666666666667
CMTM7	-0.651
OR10A7	-0.4245
NYD-SP21	2.25066666666667
ORC5L	0.083
SLC16A10	-1.29625
TMEM178	-0.4475
LOC441601	-4.31775
PTGIS	-0.85
KBTBD7	0.6895
C19orf41	-0.286666666666667
CEACAM3	2.64416666666667
KRT23	-2.3945
SERHL	2.0545
PNKD	-0.2825
UBC	0.85975
ATRN	-0.294
HAPLN1	-1.78875
RANGAP1	-1.077
C10orf26	1.30116666666667
KCNA7	-0.39025
SRY	0.696
LOC376693	-1.294
HIST1H2BF	-0.53575
CDCA8	-2.15166666666667
MLC1	-2.2495
TNIP3	0.3025
OR4D1	0.3135
IFT52	0.229666666666667
GOLT1A	-0.4135
UTP20	-0.468125
RP3-402G11.5	-0.9825
PRSS33	-0.8115
PMPCA	-0.7815
APOB48R	3.063
GLTP	-0.0855
MPL	0.64325
C9orf78	-0.2025
ADAM12	1.0775
CSPG4	-1.702
LOC144305	0.2275
KRTAP4-10	0.388555555555556
PAK1	0.61775
ADCY7	-0.1962
TAS2R43	-0.3695
FRAS1	-2.47992857142857
PPP1R14A	-0.365166666666667
OR2B6	-1.112
ATP13A1	0.454333333333333
SIDT1	0.6255
C1RL	1.058
PRKRA	-0.285
TLN1	0.4569
RP11-50D16.3	-0.026
MITF	-1.04775
GYS1	-0.02025
LYG1	-1.50766666666667
NSMCE4A	-0.2449
DNAI1	-0.086
HOXD11	-0.681
FNBP1L	1.3666
DHX35	-0.398
LCE3E	0.51425
SLC33A1	0.641
DCLK3	-0.422166666666667
TRIM33	-0.783833333333333
TMCC3	0.432833333333333
FBXO42	0.0158333333333333
C1orf27	0.3075
C17orf50	0.0425
RNF14	0.664833333333333
SLC4A8	-0.253
RAB3IP	0.6295
COX6C	2.79635714285714
PCSK1	-3.5126
SLC13A1	0.6975
ARF6	0.791833333333333
KIAA1009	0.093
HOXA13	-2.94425
HMGN1	0.63025
CXADR	-0.39925
MGC14436	0.0605
UTF1	0.8745
TSC22D1	0.5715
BZRAP1	0.581166666666667
PUF60	-0.0160833333333333
SHC1	-0.17525
HOOK3	1.9396
LIMS2	1.03416666666667
BAHCC1	-1.48233333333333
CLCC1	0.614666666666667
ENTPD3	1.31483333333333
SMO	-1.48825
PIK3R5	0.67325
CDC14A	-0.93375
KRT1	0.6995
ENOX2	0.552833333333333
FLJ22655	0.6945
FPRL1	0.3315
INTS6	-0.1702
ZCCHC5	0.2985
SMC3	-0.69175
C6orf123	0.366166666666667
FLJ20160	2.12675
LOC653391	-0.4775
GSS	-0.17175
NT5M	0.0955
SIX5	0.758
TAF5	-0.9155
KCNA1	-0.1674
ANLN	-3.19816666666667
MGC45491	-0.5991
SSTR2	4.428
LYPD4	0.0935
TH1L	-0.425
CHRNA5	-0.268
PNMA6A	-0.3775
FLJ16369	-0.2435
DLX2	-2.3323
C6orf108	0.06075
ALDH3A2	0.196333333333333
CLEC1B	0.2185
LEPREL2	-0.6655
FOXJ1	0.5298
OR1D4	1.2
PPIL4	0.53725
MTRR	0.84625
SLC27A3	0.122166666666667
HTR7	-0.606
MIB2	-0.017
BHMT	-1.14466666666667
A2ML1	0.4925
MSMB	4.115375
KIAA1383	1.733
TRUB2	-0.62075
PF4	0.3635
IL1F5	-0.150166666666667
LRRC37B2	0.22875
IPO4	-0.2675
FIGF	-0.79875
QDPR	1.217
ZNF598	-0.7065
BOP1	-0.751625
MAPK12	-2.2065
POLR1E	-1.367
CEECAM1	0.305333333333333
INSRR	0.499166666666667
SIPA1	1.3755
ULK4	0.792166666666667
BTN3A1	0.3519
FABP5	-1.4186
KBTBD3	1.325
SORT1	0.319916666666667
YWHAQ	-0.404375
LRIT1	0.778
KIAA1704	-0.7965
MEIS2	-2.1521
ENOSF1	-1.27116666666667
PCDH7	-0.0925
FZD9	-2.1125
RPLP1	0.482666666666667
ZNF75A	0.7355
P4HA3	2.73125
NKX6-1	0.24625
CTA-216E10.6	-0.0693333333333333
IFT140	0.84325
DENND1A	-0.038
ALCAM	1.0101
ABHD2	1.04240909090909
QPRT	-2.97083333333333
TRAM1	0.936571428571428
ATP1B4	0.5915
NUP37	-1.15125
SAA3P	0.493
SLC22A6	0.52
KIAA0265	0.25625
ZNF41	0.3575
ADAM19	0.3975
ERAF	-0.37725
DEFB119	0.1617
DNMT3B	-5.19716666666667
SNF1LK2	-0.1635
MGC24039	-0.731333333333333
TAS2R48	-0.189666666666667
PNLDC1	-0.051
ADAMTS16	1.05875
TMEM92	-1.483
CCT8	-0.595083333333333
POGZ	0.761
N-PAC	0.637
GUCA1B	-1.49166666666667
ZZEF1	0.2735
OR2C3	0.28575
ZNF334	-1.93683333333333
RANBP6	0.71225
LDHB	-2.64775
BAMBI	-1.952
RAB5B	1.4725
FOXB1	1.203
MRPS12	-0.16275
MRGPRF	0.252375
CRIPT	-0.991
CYP2D7P1	-0.4135
RYR1	-0.00475000000000002
NDUFA2	0.951625
TRIP12	0.390666666666667
KCNE3	2.2005
MOBKL2B	-1.3763
MIOX	-0.044
ACOT7	-0.832875
FGF6	-0.06
RASSF5	0.2374
ATAD3B	-1.53716666666667
IKZF3	0.713
H3F3B	-0.0345714285714286
C6orf91	1.0375
SEC11C	0.3645
TMEM14C	-0.09075
KIAA1632	0.159625
SLC38A4	0.08375
FGFR3	-0.751083333333333
HES7	1.382
HINT3	0.43725
ARIH1	0.203
FLJ35880	-1.03125
C1orf129	0.843
POU6F1	-0.011375
RPL32	-1.011
BBS1	1.43066666666667
RGPD5	0.0515
SULT1C2	-0.64375
KDELC1	-1.46375
PIP5K3	-0.805166666666667
CHI3L1	0.2498
CSDA	-2.00283333333333
VTCN1	0.5555
WDR62	-1.5475
TMEM170	0.0115
KIF2A	-0.94925
C6orf182	-1.41633333333333
ARL6IP6	-0.8345
ZCCHC9	-0.633
RARB	0.445
ZNF320	0.5685
DHX15	-0.254375
PICALM	-0.559833333333333
CNOT6	0.513166666666667
HIST1H1A	-0.3065
ZNF702	0.217333333333333
OR1E2	0.806
HLF	-1.6505
LOC442582	-2.222
KIAA0494	1.080375
TCF4	0.8122
APOBEC3B	-1.74125
FAM54B	0.20675
MYH2	-2.38875
FXN	-0.228166666666667
C12orf59	0.083
PAEP	-1.10525
SPG11	0.29075
VN1R4	0.14475
KCNJ13	-0.433
NOC3L	-0.73775
C5orf36	0.9315
CPAMD8	-0.4835
MLN	-0.1854
FLJ11184	-0.7265
TIAM1	1.06416666666667
OR10J3	0.673
OR52E2	0.4025
PBX1	2.4223
UBL7	-0.0315
PXMP2	0.7445
SYTL1	0.6435
FAM126B	0.35525
ZNF711	-1.812625
GGA1	-1.06533333333333
VAMP4	0.681166666666667
BCAP29	0.891
C20orf19	-1.328125
ZNF275	0.569
NEK6	-0.02425
SETD8	-0.29525
HEXIM1	0.63525
SULT1A2	-0.282375
KLHL9	1.2435
SLC39A12	0.69525
ARHGEF16	0.900333333333333
SCN1A	-0.0538333333333334
HNRPH1	-0.272583333333333
C9orf103	0.964
ECE1	0.326166666666667
MED18	-0.89675
TEX13B	0.59
SNN	-0.32125
C6orf62	0.361333333333333
WNT3A	0.0694
IL22RA2	1.12
MGC21881	-0.1325
GABBR1	0.213
YIPF6	1.22875
PROX1	-1.268
PPP1R1B	-0.0205
LANCL2	-0.0992
SCN3A	-0.4595
SSRP1	-1.09616666666667
ASXL2	-1.07275
RPE65	1.163
SNAI1	-0.77625
EFNA2	-0.008
CLDN9	0.54175
TP53I13	1.273125
LOC375748	-0.05975
C9orf7	1.5685
C14orf178	-0.3905
GC	0.32475
IER3	0.781333333333333
KCTD10	0.109375
FLJ45717	1.0035
ADC	1.27783333333333
LOC285908	-1.00191666666667
MLL3	-0.341875
KIAA1787	-0.018
MGC31957	-1.01175
MUC5B	2.86966666666667
ZNF193	0.15025
CSRP1	0.3335
MOSPD1	-0.268333333333333
C21orf49	1.052
RAD1	-0.49825
ANKRD34	-1.2195
NFRKB	-0.6735
FANCA	-2.978
VTI1A	-0.335285714285714
PCBP3	-0.3715
BFSP2	-0.82375
ZNF354C	-0.2975
FRMPD4	-0.274
IKBKG	0.138333333333333
LOC441046	-0.475
UNQ9438	0.186166666666667
TM4SF20	-0.152
MAGEC1	-4.32675
AMMECR1	-0.301
GLDN	1.16375
TTC30B	1.247
SEC13	0.1537
EGF	-0.9785
HAGH	0.7995
VSIG1	0.601833333333333
NHLH2	0.55125
NCAPD3	-1.544625
MGC16121	-3.39775
HIATL2	-0.78225
BRCC3	1.04333333333333
LCE2D	0.6515
TMEM79	0.25175
GTF3C5	-0.649
AKR1C4	-0.127666666666667
C3orf59	-0.264375
RBM26	-0.783625
DUSP14	-0.501
AP4M1	0.667
