Hybridization REF	TCGA-BH-A0EE-01A-11R-A034-07
AGRN	0.277428571428571
WDR33	0.124166666666667
CEP290	-0.208166666666667
PRPS1L1	-0.7975
KLRA1	0.957
GPR97	0.1475
CHD7	-2.15225
TLR10	1.248
SLC30A8	-1.1905
HIC1	0.0616666666666667
IAPP	1.026
RXFP4	0.92225
GP1BB	0.83425
SHQ1	0.312
NKX2-3	0.928833333333333
API5	-0.4575
FTHP1	0.5725
MOV10L1	0.2054
TRIM6-TRIM34	2.68483333333333
ADHFE1	-1.1135
FAM117A	-1.04625
DDI1	0.243166666666667
CDON	-0.0355
TRIM73	-1.059
IGKC	2.614
MMP14	-1.37233333333333
DYNC1LI1	-0.32075
C11orf66	0.078
TRBV3-1	-0.529
FASTKD5	0.2755
BIVM	-3.0565
LHX4	-0.26775
CXCL2	1.374
RAB2B	0.240833333333333
IZUMO1	-0.476333333333333
MAP3K15	-2.399125
FAM19A2	0.335
ZC3H8	-1.70083333333333
ZMAT1	3.058125
SPINK5L3	-5.41
SLC10A6	1.772
APPL2	0.00137500000000001
CARD10	-1.02266666666667
LOC402176	-1.084125
EEF1D	0.9366
RAB6A	1.0156
C12orf5	-1.337875
PAPOLG	-0.2255
MSRB2	1.7955
BCR	0.473277777777778
PUS3	0.29575
TIAM2	-0.572
ZNF317	0.294833333333333
CHD2	-0.0771428571428572
FZD5	-1.52618181818182
NUDT8	2.29525
ZNF763	0.3905
PRC1	-0.612555555555556
ABCB9	-0.0936666666666667
SPATA3	0.22175
TRAK2	-0.84
STAB1	2.47375
LRRTM2	-0.287333333333333
psiTPTE22	0.917
DBI	1.10625
SERPINA11	-3.21825
NAT5	-0.42275
C20orf58	-2.56175
RPS6KA4	-0.105666666666667
FLJ90650	-2.37933333333333
TGFBRAP1	-0.3145
CHRDL2	-0.993375
FAHD2A	-1.0665
CNTN1	0.76625
BBS4	-0.2444
TMEM181	0.5165
MINPP1	-0.9365
MPHOSPH6	-0.0335
HOXC10	2.5584
ITPKB	-0.498375
CLPTM1L	0.16825
MEOX2	-2.31416666666667
ATP6V0C	1.33125
PRPF8	-1.0535
TMC5	4.73725
FKBP3	0.15425
PLEKHB2	-0.87525
OR4D6	0.6455
ZNF544	-0.6468
D2HGDH	-0.080875
RPL18A	0.3101
HEL308	0.05625
MPP6	-3.73325
TCERG1	-1.21675
KRT16	-0.845
KLF17	-1.669
KLF5	3.0185
CDR1	4.41275
VCX3A	-5.0585
FBLN2	1.00075
C14orf104	-0.04975
HBE1	-4.8502
OR4S2	1.751
C1orf108	-0.2795
ROBO4	3.341
CPEB4	0.7105
C11orf80	0.539
BCKDHA	-0.395666666666667
MYOC	1.20125
GIF	0.0655
CKMT1A	2.327
RPL3	-0.4051
THBS1	0.11025
APOO	0.71
ARMCX1	-2.217
HSZFP36	0.5525
SNAPC5	0.3745
EIF4ENIF1	1.2275
ZNF433	0.292
TNFRSF21	-0.082125
TMPRSS7	0.502
SPATA18	0.9282
HPDL	-0.468
MKL2	0.9799
TBX3	-0.725769230769231
C21orf93	0.5855
DAXX	-0.00700000000000001
ELMO1	0.972375
RGS13	0.6116
TAF11	-1.5235
UNC13A	-2.322
LOC653314	-0.8491
ORC3L	0.0655
IMAA	-1.983
TARBP2	-0.87525
CABIN1	0.5153
TRIOBP	0.3474375
HIST1H2AC	0.629625
RGS22	-4.12983333333333
NCOA1	0.759333333333333
IL25	0.786
SNCG	0.676
GPR6	-0.203
AMDHD1	-2.4675
CHEK2	-0.717125
C6orf142	2.2625
DRD4	0.62175
C14orf68	-0.9485
GDF11	-2.90825
SEMG2	0.403
CD247	0.33425
CDAN1	0.829
RBMX2	0.216166666666667
TGS1	-1.57175
OIT3	0.864
SYF2	-0.26475
MCM4	-2.11175
PKHD1L1	0.4915
CEP192	-0.205166666666667
IFT88	-0.14575
RPL9	-0.203357142857143
RAB32	-0.667
DDX43	0.62175
P2RX2	0.648166666666667
OR5D18	0.8315
UBE1	0.1535
SLC24A1	-0.562375
ARHGAP5	1.3105
CETP	-0.96925
KIAA1731	0.00866666666666665
SLC9A4	0.8155
PTPN6	0.25475
BAHD1	0.14
GRIK3	0.1185
CACNB2	-0.5746
PDE10A	3.501
DGCR14	0.1035
PCDHB9	0.487333333333333
RHOQ	0.368
MAP3K4	0.037
KTI12	0.223833333333333
RPL23AP13	-2.5955
GNG11	-2.19375
CLCN3	1.9455
GPAM	-2.015125
VSTM2A	0.576
SLAMF7	2.931
INTS2	-2.705
PPP2CA	-0.3723
LRP12	1.91213333333333
SEC14L2	-0.597111111111111
DKFZP586H2123	0.89525
MC3R	-0.4215
CIRH1A	-2.07766666666667
HIST1H2AB	1.16983333333333
POLH	-0.121125
MGC16703	-1.72016666666667
SNAPC2	0.408
FILIP1L	-0.756
RASGRP4	0.527
LRRC1	1.60925
GAS1	-2.128
PRAC	0.05475
DGKA	-0.648
NT5C3	-0.0245
PEG3	-3.42966666666667
NADK	-0.812
PRR17	0.66725
LOC374569	-0.52525
SGSH	-1.07166666666667
NLRP8	0.6235
GALT	0.2992
MCF2	-1.2755
ZNF263	-0.177
TACSTD1	1.834
TYR	-6.1821
ATP6AP2	0.048
RNUXA	0.0445000000000001
ABHD10	-0.4733
GDPD2	-1.5475
SLC35C1	2.013
UBE2A	0.97575
HERC5	2.12566666666667
FAM112B	-4.607
FBXL16	-1.20375
DKFZP434A0131	-0.26275
ELA3A	-2.3095
RBM41	-0.774375
HAO2	-0.243333333333333
RNH1	-0.64025
SHANK2	0.636333333333333
OSBP2	-1.712125
DAK	-1.24583333333333
C3orf58	0.965166666666667
TCL1B	-0.4005
KBTBD2	-0.43975
SUGT1L1	-0.11325
UBE2E2	0.222833333333333
MYL9	0.61775
CDC23	-0.686833333333333
PBXIP1	0.4375
CXorf40B	0.385
NBL1	-0.19725
RTBDN	0.4845
RAB11FIP5	-0.879375
TTTY13	-0.2075
SCOTIN	0.43675
SOHLH1	-0.649833333333333
CDKN1A	0.0649285714285715
NCK1	0.094
ZNF550	-0.43725
SAPS3	0.280166666666667
SPIN3	-0.543333333333333
MAGEE2	-0.00200000000000008
MIS12	-1.04283333333333
OR8H2	0.4375
KIAA0774	-2.927
UNC5D	-1.08
CUL7	-0.483166666666667
LIPC	-1.79166666666667
DIO1	1.238
C20orf11	0.0638
CTRL	-0.122
HS3ST2	1.8545
PAK4	0.9235
CCRL1	4.885
RNF10	0.489125
ZNF567	-0.0305
ZNF660	-0.52
TCEAL3	1.56025
MAGOH	0.8315
CENPB	0.296333333333333
C19orf7	1.01225
LOC388965	0.53075
ZCCHC13	0.597
JMJD1A	-0.7363
HIST1H4H	0.5945
TBRG1	-1.124
GPC3	-5.45625
TAF1C	-0.91625
EBNA1BP2	-0.326
CIAPIN1	-0.5875
PDGFRA	-2.14911111111111
CSTB	2.17825
CENPI	-1.08233333333333
GTF2E2	-0.590333333333333
RPP21	0.18725
CCNF	-0.501666666666667
KCNQ3	0.459
FAM79A	0.55375
SLC22A12	1.255
NOVA1	-1.20616666666667
FZD3	1.0619
AKAP8	-0.4515
SOCS5	-0.38825
CFDP1	-0.78075
DLG5	0.63675
PGM5	-0.0530909090909091
C1orf144	0.936916666666667
HDAC10	-1.8605
RND2	-1.2935
C20orf199	-1.897
RNMT	0.170625
SLURP1	2.135125
ASTN1	-0.346625
SH3BGR	0.81775
MYCL1	-0.025125
ZHX1	-0.0466666666666667
CENPK	-1.8805
FOSB	0.2496
LOC643406	-0.105875
C2orf59	-0.43025
TMEM135	-1.000375
SLC27A2	-0.63375
KRT33A	0.9635
OVOL1	0.8965
PAMCI	-2.61016666666667
S100A7	4.538
ZNF789	-1.3285
HARS2	0.47325
RPL23A	-1.58816666666667
TCF23	0.687
UPF3B	-0.50375
C17orf78	1.284
HLA-DOB	1.98866666666667
C14orf142	0.744833333333333
TEKT5	1.98533333333333
DMWD	0.0735
POLD1	-0.989666666666667
GSCL	0.12
CALD1	-1.4711
SCRT1	0.668833333333333
AIG1	1.047
UNC84B	-1.1845
ZNF404	0.26
TMED6	-3.315
KIAA1462	-0.661
LRRC27	0.835833333333333
PYGO1	0.071
PIGU	-1.71816666666667
ALAS2	-3.6525
WRNIP1	0.26175
CNNM3	-0.3465
ZNF2	-0.15725
ST3GAL5	-1.686
MRPL23	0.17775
TSSK6	-1.042
PSMA6	0.94125
C16orf70	-0.72875
KIAA1602	-0.09525
ALMS1	0.276833333333333
DCN	-0.7625
TMEM132D	-2.048
SUCLG2	0.3065
ABHD14A	0.47475
DEXI	1.08616666666667
AMPD2	-1.7135
IFNAR2	0.854333333333333
CYB5A	2.0975
TLOC1	-0.700473684210527
NXF5	-0.111166666666667
NRBF2	0.438
KCTD3	1.143
ITGAE	-1.631
SLC30A3	-1.72416666666667
ZRF1	-0.018
IFRD2	-0.478
XAB1	-1.152
PYCR2	-0.301166666666667
SERPINB3	-2.6205
TMLHE	0.1968
GEFT	-1.821625
ABCA5	0.931875
EMR4	0.223666666666667
TSFM	0.202
HIST3H2BB	0.73475
ARHGEF19	0.60575
TSPAN17	0.039
ABCC8	-1.032
MAP1S	0.763
C22orf36	0.70325
BNC2	-2.24315384615385
HIST1H4A	0.457
NDUFS3	-0.286833333333333
WDR3	-0.385833333333333
XKR4	-1.05575
TTC33	-0.488384615384615
STMN2	0.336
CPN2	-0.411333333333333
HSPC105	1.595
PCOLCE2	-6.056
C3orf55	1.4005
KLHDC9	2.76583333333333
TBC1D23	0.791625
ATXN2L	-0.5475
MAP2K3	-0.2815
SCAP	-0.4455
ZNF486	2.07516666666667
C20orf96	0.02725
NARS	-0.44525
ADAMTSL1	-1.25435714285714
PRCC	1.14233333333333
CCDC126	-0.136416666666667
ZNF675	0.3395
CALCOCO1	-0.37375
ANKRD43	-0.000749999999999987
CWF19L2	0.026
ZBTB32	2.54883333333333
BRAF	0.48525
ODF4	0.73825
MGC14376	-0.525166666666667
HORMAD1	-1.8726
AAK1	-0.182166666666667
PEBP1	0.118833333333333
TNFSF5IP1	0.272333333333333
DKFZp564N2472	1.03275
RMND1	-0.31275
IGKV1-5	3.4355
COL1A2	0.646583333333333
SERPINA5	-4.273375
AANAT	1.3775
C19orf21	-0.643333333333333
GEMIN5	-0.762
UBR4	-0.793666666666667
LTBP3	0.199666666666667
AMHR2	-3.0245
PROCR	-2.82975
MYBBP1A	-1.02775
C20orf39	-2.98616666666667
ZNF697	-0.686
PASK	-0.3368
ZNF776	1.19233333333333
RFXDC2	-0.0623750000000001
KIAA0467	0.96075
C10orf96	-1.933
ZNF503	0.29675
GULP1	-2.40041666666667
KCNE4	-1.52816666666667
DKFZp434K191	0.146875
LOC196913	0.218
BHLHB4	0.685
CH25H	2.0465
LOC81691	-0.832
ALPL	-0.311214285714286
COL12A1	-0.69375
FOLR3	-2.6645
GPR123	-0.691625
TRIM62	0.333071428571429
ABLIM1	0.2885
MAST3	-1.3785
RHBDD1	0.389166666666667
LOC338809	0.719
RYBP	1.75725
TTC26	-0.627625
ZNF22	0.5665
ISCA2	0.28275
RDM1	-2.61325
PIGM	1.10225
GNB3	-1.007
ACTR2	-0.1665
HMGB1	0.03245
EDG1	2.59933333333333
SOAT2	-3.479
OR10AD1	-0.4165
RAP1GDS1	1.11583333333333
LCE1F	0.936
ESM1	-0.72525
RCN3	1.3125
CREBL1	-0.592
DBNL	-1.40366666666667
PTGER3	-0.446
USP30	-0.386166666666667
BCL2L12	-0.0598333333333333
KIF26B	1.9815
ZNF416	0.586
ZNF225	-1.3745
C17orf70	-0.85375
ZNF554	0.812
RAE1	-0.496166666666667
TNIK	0.2375
ACTN3	0.719
MGC45922	0.815
CCNA1	0.799666666666667
RYK	0.843833333333333
IL26	0.0205
LRP3	0.6555
QARS	-0.8225
SOX7	-0.0303571428571429
BID	-0.88925
OR2S2	-0.894
CXCL14	2.01375
C11orf47	-1.068
MGC29891	1.476
HSPB8	-1.2959
PRDM14	-2.522
NUFIP2	-0.504
MNAT1	-0.62475
ZDHHC2	-2.84941666666667
MBNL2	0.0175
ADD3	-2.05825
CSNK2A1P	-1.059
KLK6	-1.0175
TMEM111	-0.2828
KIAA1279	0.76625
NUBP2	0.210166666666667
RAB42	-0.27075
ID3	-1.6066
TM9SF1	0.1815
MDP-1	0.26475
POU4F2	-0.085
IQCK	0.81375
C16orf14	0.13325
CAPN3	-0.130625
FAM43B	-0.585875
RECQL	-1.4655
AP1G1	0.175
CTNNBL1	-1.731
ECHDC1	-0.421
SMARCC1	0.7721
FOXQ1	0.485875
GNAI3	0.775
POLG2	-2.232
CD4	0.83875
ITLN1	-0.4755
EBI2	2.8985
IRF1	1.554
PTPRE	0.0173999999999999
PTK2B	-0.62775
NXNL2	-2.3645
SOX4	1.05466666666667
TSPAN3	1.9045
SH2D1A	-2.9025
C8orf58	-0.901333333333333
USP20	-1.14375
DUSP22	-0.328166666666667
CALB1	-2.14133333333333
L3MBTL2	1.29075
MCRS1	-0.78225
TMEM118	-1.56866666666667
C18orf8	0.684333333333333
FLJ10241	-0.995125
GJA12	-0.16475
PKD1	0.407833333333333
ZFP3	0.4425
JAM3	-2.7915
LAPTM4A	0.939
DIRC2	0.28975
KIAA2022	3.68983333333333
MYOM1	1.38283333333333
TRPM8	-3.454
MOP-1	1.72575
PHKG2	0.623375
ZNF650	0.1765
KIAA1522	1.332375
PSG8	-1.56833333333333
DDX19B	-1.0455
MOBKL1B	-0.44025
DIAPH2	0.08075
PTPN12	0.1145
CLN8	-2.1197
CRYZL1	-0.4835
CRY2	-0.534083333333333
FCGR2B	1.82333333333333
PNPLA4	0.969875
ZNF454	-0.6605
DKFZp434B1231	-0.00425
CLDN11	0.2898
RFWD2	1.059
CIB2	-0.4315
MXRA8	-0.0495
HRK	0.8355
MAML2	-0.361
C4orf31	2.6425
C6orf192	1.57225
COG6	0.7205
FAM5B	1.04625
NFATC1	-0.5413
SEPT10	-0.8215
SCYL1	0.2165
RPP40	-1.116
SCOC	0.586
KIAA1450	0.70075
CTDSPL2	0.74925
TBX5	0.591
NAPG	2.06475
RHD	-4.17575
C14orf45	1.4465
ZBTB22	0.9545
PLCG1	-1.363
ANKRD10	-1.85875
AQP7P2	-0.6145
TAGLN2	1.36116666666667
HTR2C	-1.17533333333333
SLC16A7	0.109333333333333
C17orf83	-0.439
TSGA14	0.05
MDH1	0.129
PPP3R2	0.269666666666667
DCBLD2	-1.446
RBM33	-0.050375
DPH3	-0.85975
SYT10	-1.33316666666667
FMO4	2.875125
THYN1	-1.223
DRD5	-0.406
OTOR	1.90085714285714
PGRMC2	-0.0931
KATNAL1	-1.437625
PAQR6	-0.683
UBE2I	0.196
C14orf28	0.50975
C8orf70	2.166
FLYWCH1	-0.315875
ANGPTL3	-1.267
GLRX2	0.430333333333333
ATP11A	-0.0355
ARL5B	1.80175
MUC16	3.0065
SLC25A5	0.117285714285714
ACRC	-0.47425
MYO1C	-0.41825
FAM89B	1.35766666666667
FAS	0.512
KIFAP3	0.881
GLRA2	0.634
BTN3A2	0.6144
CNKSR3	0.1855
CSTF3	-0.0846666666666667
ARPM1	1.24575
KIAA1530	-0.0195
C9orf150	3.26883333333333
PRKCI	0.32275
tcag7.1015	-1.08925
SOD3	0.704
ZNF574	0.83325
CYP21A2	3.34225
RPL12	-0.55775
COMMD2	-0.959
WIZ	0.071
LOC344405	-2.065
ALDH4A1	-0.167647058823529
CRYAB	0.5595
COPA	0.748366666666666
PCDHGA7	0.518666666666667
KIF11	-0.856
RASD2	0.254625
SLC26A3	-0.9095
ZNF175	-1.6515
JAKMIP2	-2.3505
C8orf4	2.04833333333333
PTHLH	-1.34375
SLC40A1	1.418
OR7D4	0.663666666666667
PCDHB17	1.199
CD36	0.622
C6orf203	1.2969
PRKG2	1.4775
LOC400566	-0.12775
ANAPC13	0.603
SLCO3A1	-0.50175
ZNF692	-2.0025
FANCL	-0.8385
SH3GLB1	1.1775
C12orf61	0.5755
KBTBD6	1.36
SUPT5H	0.55275
XRCC6	-0.7814
HUS1B	-0.2211
FAM133B	-0.351071428571429
LOC728276	0.961
KCTD18	-0.4115
SOS2	1.74983333333333
CCDC99	-0.9695
C1QTNF5	2.2755
NNAT	-0.0585
USP16	0.75625
LARS	-0.465375
ZBTB2	0.271875
ABO	-0.685666666666667
TRAF3	0.357
GALNT5	-4.135
NAP5	-0.049
ALG14	0.647333333333333
KIAA0515	0.0486923076923077
WDR75	-0.835833333333333
TEX261	-1.161
LY86	0.0575
LOC389072	-1.3575
FLJ13611	0.52975
MRGPRX2	-0.215
SNRPA	-0.8025
OR2G2	0.5975
GPRASP2	-0.86775
C7orf42	0.7221
C9orf163	-0.1845
CYP11B2	0.684
FCRL3	2.14483333333333
PRDX1	0.736
FGB	0.5355
COX17	1.01416666666667
C16orf33	-0.3065
PIWIL1	-0.1505
FOLR1	-2.8905
KIAA0082	-0.265
FREQ	-0.354166666666667
TMCC2	-1.78666666666667
TCF12	0.275666666666667
ZNF721	1.18
FAM130A2	0.385
POU4F1	-2.3925
SNRPF	-0.911375
SGIP1	-0.214666666666667
ZNF641	-0.496833333333333
EMG1	-2.285625
PRRG4	1.918
HIRA	-2.27675
MYNN	0.300333333333333
AEBP2	-0.475416666666667
TBXA2R	0.157
ISL2	-1.42133333333333
PCDHB11	0.654
RNF144A	-1.6545
MARCH5	-0.142875
DULLARD	-0.767833333333333
DCLRE1B	-0.022
ITGA8	-0.30875
TP73	-0.445625
PRKCD	0.9965
NDUFB4	0.45825
ATP13A4	3.58575
ANTXR2	-1.30883333333333
COL4A3	-0.9516
MYO10	-0.6688
SLC6A18	0.75
PEX1	-0.46275
TMEM74	-1.13266666666667
RBM19	-0.049
TAPBP	0.88515
RUNX1	0.6675
MID1	0.6335
GPR64	-2.45316666666667
RASEF	4.21675
GABRG1	-0.03825
MYO16	-0.94975
DBF4	-0.832166666666667
TSHZ2	-0.82675
RIPK2	1.318875
PPTC7	-0.128833333333333
KIF4B	-0.1735
LRRC31	5.20275
ZNF540	-0.70175
EFNB3	-0.437666666666667
LOH12CR1	-0.452
STON2	-0.458666666666667
GLP1R	0.688
CSTF2T	0.7585
IREB2	-0.439
GRSF1	0.32075
PDCD7	-0.428333333333333
LRRC43	1.4105
CNR1	0.232166666666667
IL1F7	-0.78
C12orf64	-0.62775
FAM69B	-1.26725
NR2E1	-1.79633333333333
MS4A6A	1.9144
FTL	-1.4896
C7orf36	0.07175
PCLO	2.4399
DYRK2	0.939916666666667
ARIH2	-0.12875
SAMD7	0.108
SCNN1D	-0.5335
SLC32A1	-0.632
C22orf25	-1.33833333333333
MRPS18A	0.0468
GPR112	-0.2595
EARS2	-0.64025
ERN2	1.936
ATPBD3	0.1405
PRH2	-0.8655
CDKN2D	0.0771666666666667
PGLYRP2	-1.1385
TRIM40	-0.197
SEC14L3	0.300833333333333
SLC22A1	-0.02525
BTN2A3	0.60375
RASA4	-1.038
CCNL2	-0.791083333333333
MYBPC3	1.522
GJA4	2.79825
CDC42SE1	1.028875
TRPV2	-1.774
MYPN	-1.8363
SIM1	2.066
CDADC1	0.246833333333333
ZFHX4	-2.67925
NIBP	2.09283333333333
ADAMTS19	-2.78175
ABTB2	0.617
TSPYL2	0.06975
EIF2S3	-0.3687
SOX30	0.1965
AP2A1	-0.863
DKFZP564O0523	-0.838166666666667
LOC285398	-0.059
CDH18	-4.149
CHL1	1.956375
GATS	-0.8797
TBC1D2B	-0.776666666666667
OR1J1	-0.167
GSN	-0.0213333333333333
DPCR1	0.39225
GARNL4	-1.14316666666667
SMARCA5	-0.369
PLEKHG3	0.985333333333334
ZBTB45	1.0845
FRMD6	-0.524333333333333
PLS1	0.6165
DGKZ	0.276833333333333
EFNA1	1.446
WDR85	-0.786
ANK2	-1.73925
PAGE4	-1.139
SENP6	-0.346
AKR7A2	-0.188833333333333
FKBP10	-2.91475
VEGFC	-0.684166666666667
LARP1	0.3529375
SRBD1	0.59075
ITGB6	5.28525
SLC1A2	-1.35476923076923
INVS	-0.996333333333333
MPO	-0.275
MOBKL3	-0.6474
CUTL2	-1.442625
KLK2	-0.0853333333333333
VIM	-2.91775
REG1B	0.3448
PCDHGC4	0.71825
C3orf34	-0.512666666666667
SUMO3	0.9295
CST9L	-1.59325
MLL4	-0.7965
SPR	0.0106666666666667
SAMD9L	2.7625
ABCE1	-0.695
SUPT3H	-0.429333333333333
ACTBL1	-2.10725
ADAMTS4	0.888833333333333
SLIT3	2.06475
RHEBL1	-1.43675
NPM2	-1.1455
MAN1C1	-0.0961249999999999
KIAA1856	0.786
HSPA6	0.364
LOC388152	0.4455
C10orf140	-2.5715
ZDHHC12	0.442
LIN7A	-1.5784
PHC2	0.11125
SPHK1	0.38025
TRIM26	0.9655625
FAM83E	3.3365
C18orf24	-1.0535
ZNF578	0.385166666666667
ORAI1	0.7675
RUVBL1	-0.822166666666666
C7orf20	-0.598666666666667
APAF1	-0.216
SLC36A4	-0.182833333333333
MYH11	4.74983333333333
NEK1	0.1735
MPP2	-1.989375
C12orf24	-3.98975
TNK2	0.2019375
ZNF289	-1.64675
MATN3	-4.72883333333333
IFNGR2	1.87566666666667
ITPR1	-0.394375
EBF3	1.2858
TBC1D20	0.0392
OR10P1	0.831
DDAH2	1.4475
SHPRH	-0.233125
STX7	-0.2745
LOC554248	-1.753
BCAR1	-0.13025
ATXN3	0.106166666666667
TRIM27	-0.095
CDC42EP2	1.173
CHP	0.815714285714286
SOX17	1.764
ZNF259	-0.678666666666667
CHCHD1	0.834375
ZDHHC19	0.2955
GBP2	3.6065
GARNL3	-0.650375
MRC2	-1.7605
C1orf52	-0.17525
AOF2	-1.164
LRPPRC	-0.7226
ACVR1C	-1.8995
TM4SF18	1.38833333333333
TMEM169	-1.57
PPP1R16A	0.239125
EBF1	-0.756333333333333
RRS1	-1.21183333333333
SNX2	-0.78075
OR2T2	0.4625
RBX1	0.3655
ANKRD54	0.737
TSNAX	-0.0493333333333334
TMEM83	-1.6845
ZBTB7A	0.67225
ATM	-1.28575
LOC338328	1.23683333333333
TIE1	0.212666666666667
HIST1H3G	1.36716666666667
PASD1	-4.10533333333333
TINAG	0.65775
PCDHAC2	0.925
LRRC15	-2.17375
WBSCR17	3.3215
TFF2	0.395
PARP2	0.2715
NDFIP2	-0.403
PCDHGB2	-1.953
WDR60	-0.2405
MAP7D2	-1.2467
USP45	-1.05
GSDML	3.98225
TNS1	-0.7027
PLCD4	-0.57825
IQCD	3.621
SMPX	-1.53175
CD9	0.370833333333333
SRGN	0.277125
CASP7	1.31725
INOC1	0.464333333333333
DKFZp451M2119	-1.312625
VMAC	0.833
USP53	0.9769
CAMK1G	-0.352875
TMEM106A	-0.3585
CDC20	-0.2884
ACSL5	1.59316666666667
CBWD5	-1.366625
C1orf87	-1.15283333333333
KIAA1274	-0.2415
PRUNE2	-1.47314285714286
LYPLA2	-0.504166666666667
DOK6	-3.47983333333333
GPR149	-0.32
FAM30A	3.2285
TMEM129	0.411
SLC35B3	0.03775
ACPP	0.5276
LOC200261	-0.5095
SLC4A7	0.526
CCDC40	0.9085
GART	-1.564875
THOP1	-0.75675
SCARB1	-2.0975
CACNA1F	-0.40975
TRIAP1	-0.463833333333333
SYT14L	0.78
SFRS8	-0.499
PBOV1	0.865
GOLSYN	1.9825
GJB7	-0.2285
CAMK2N1	1.23625
GREM1	0.998166666666667
FLJ20433	0.38075
QPCT	-4.563875
PRKAG2	1.53883333333333
H2AFX	-0.06775
C6orf154	0.64625
PLOD3	-1.14075
ZBTB39	-1.0705
WASF3	-0.855666666666667
DRG1	-0.41875
PRR4	1.179
SPCS1	-0.27975
KDELR3	1.23766666666667
SRP19	0.704666666666667
GABRA6	0.52825
MFSD1	-0.05325
MMEL1	3.51525
PDXDC2	0.7183
BUB1	-2.07022222222222
RNF138	-0.662875
MYLPF	-1.4382
AIF1	-0.202
DYNLRB1	-0.2608
HCN3	-0.905333333333333
HIST1H2AI	0.916
MAP4K5	0.797083333333333
LASP1	-0.500625
LOC130951	-0.721
PLAA	1.501875
KRT6A	-2.235
C6orf117	0.854875
ARHGAP23	-0.5435
PTF1A	0.255
GPHA2	-0.982
LCE3B	-0.014
MCL1	0.273428571428571
EHBP1	-0.273166666666667
PRNP	-1.2513125
ZSCAN1	0.553
C1orf113	0.308833333333333
FOXA3	-2.2705
NEB	-0.74425
ASGR1	-5.278
CTGF	-0.706333333333333
RAB17	-0.612666666666667
MST101	0.492
JARID1B	0.8394
USP37	0.3607
PTBP1	-0.669833333333333
PTPN7	-0.843833333333333
CDC7	0.658833333333333
SNX7	0.9625
ZNF335	-0.90925
CPT2	0.87875
HEATR1	-1.038875
HSPC152	0.0985
C5orf40	0.207
PSME1	1.21666666666667
STAG3	-2.019
TMEM154	2.088
KLHL32	-1.07683333333333
TSGA10IP	-2.5035
SUV420H2	-1.33633333333333
SF1	-0.7167
2'-PDE	-0.292875
PNLIPRP2	-1.831
TRSPAP1	1.745
NUP210	-1.07966666666667
ANP32C	-0.601166666666667
RAB11B	-0.3115
ASB15	0.3275
ITGB3BP	-0.6825
UBASH3A	-1.53775
YWHAB	-0.6785
TPRX1	0.6295
LY6G5C	-0.062875
SLC7A2	-0.85775
CLK1	-0.5847
HSD3B7	-0.376666666666667
VDR	1.151
C16orf74	-2.86575
ACE	1.12266666666667
PSMA2	-0.605333333333333
CCDC131	-0.351375
ZNF213	1.44883333333333
EML2	0.19425
ALS2CR13	-0.7345
GLYATL1	0.90475
DSPP	1.2555
DHFRL1	-0.313625
C10orf30	1.0385
SH3RF2	1.92883333333333
LOC197322	-0.583
DLL3	-2.151375
TIGD7	-1.714
GFRA3	0.668
CPA1	-0.168166666666667
RTN4	-1.21716666666667
PPT2	-2.33916666666667
FASLG	3.19575
FOXP4	0.589125
RPL26	-1.1431
GNL3L	-1.62766666666667
FMR1NB	0.210166666666667
CD163	7.10625
SGPP2	4.53
GIMAP2	-0.64375
CD37	1.02633333333333
DPT	1.47041666666667
NBLA00301	0.4665
RGS5	0.134
C9orf4	0.088
ACTL8	-3.51633333333333
PRKAR2B	-0.19675
OPLAH	0.314666666666667
C20orf134	3.164
SPACA5	-0.47925
TBL1X	0.947833333333334
TSPYL3	0.432
CHCHD3	-0.48275
CRKRS	1.53733333333333
GPR65	2.94675
DFFA	-1.175125
FUT1	-0.25225
C6orf204	0.019
TMEM51	1.5275
ZNF580	0.75375
CMTM2	1.425
C20orf200	-0.458
EZH1	-0.905666666666667
FDX1L	-0.8105
MRPL32	0.1665
PCAF	-0.6999
ALOX15B	4.39933333333333
CD59	-0.139875
CDK9	-0.087125
ERP29	-0.165333333333333
TTR	-6.074
BCMO1	0.097
DDIT4	0.0645
PTGDS	2.94475
C3orf63	-0.094
BST2	0.789625
CYP1A2	-0.0986666666666667
C5orf25	-0.396
STX1A	-0.329823529411765
OR2A12	0.499
SH3BP5L	0.7185
SERINC5	2.098375
USP6	-1.6839
MRPL3	-0.0998333333333333
POMP	0.222125
INPP4B	-0.3285
GMPPB	1.404
EAPP	0.3265
AHSA1	-0.923
ABCA11	-0.403
SLC5A6	-0.433
HIVEP2	1.3335
SUMO2	-0.908125
KIAA1822L	1.30133333333333
C11orf67	1.55225
TXK	-0.114125
PHCA	0.32275
ICAM4	-2.60383333333333
FPGS	1.07483333333333
SNRPA1	-0.183
KCNJ4	-1.26
KIF6	-1.937875
HIST1H2BG	0.813166666666667
SLC5A5	0.2985
ZNF354B	-0.291
IL12RB2	1.3355
C11orf76	0.449166666666667
GAL3ST2	0.3065
AIFM2	-0.721
SYNC1	-0.26775
UBL3	-0.690125
PIK3CG	-1.98883333333333
NLN	-0.0182
BCORL1	-1.2445
CD5L	0.3855
ZNF238	1.6955
KIAA1394	-0.7835
C16orf55	0.4159
CYP3A7	-0.9055
KRTAP3-1	-2.2325
TFDP1	-0.272833333333333
