Hybridization REF	TCGA-BH-A0B3-11B-21R-A089-07
CCT4	-0.6108
ZNF709	0.93625
CHMP6	-0.129833333333333
UPP2	0.4425
CYP19A1	-2.1115
CD151	-0.8845
NDUFA13	-0.354833333333333
ARFRP1	-1.03583333333333
FAM26B	1.7665
CRYBA1	-1.134
MRPL41	-0.385166666666667
NPFFR2	-1.08275
HRH2	-0.019
SCAMP3	-0.709
MTMR6	0.7645
MTG1	-1.0865
UBTD1	0.24875
CRABP1	-0.8745
FLJ33790	-0.4981
KIAA1908	0.1915
GPR158	-2.29875
PACSIN3	-0.4425
OMD	3.531
CATSPER1	-1.53866666666667
HOXB8	-0.991125
FBXO46	0.1705
OAS1	1.7865
SVIL	1.32
PHB2	-0.52275
ADCY3	0.3235
NDRG2	2.907
ERMAP	1.2344
APBA2	-1.071
IGSF9	1.2125
WNT6	0.163428571428571
MYCBPAP	1.2455
ATP2B2	0.1233
CPVL	0.2439
TRAM2	-1.02983333333333
NOP5/NOP58	-0.6705
ZNRF4	-0.11725
TLK1	0.3515
MTMR12	0.548714285714286
ZNF384	-0.234
FAM9B	-2.84675
RPN1	0.333
PMVK	0.54425
EIF3D	0.1507
SIX2	-1.37875
HPS1	0.295214285714286
RNF7	0.47875
PSKH2	-0.107
KCTD13	-0.706666666666667
CSMD3	-0.3477
FBF1	-0.268
IL8	-5.2345
SERPINB13	0.351
FBXL20	-0.3565
BLR1	-0.16975
SH2B1	0.253166666666667
RFNG	-0.296375
RAB20	0.531666666666667
RBM7	0.6295
POLR1A	-0.786
TMPRSS4	-3.65325
TAF9	-0.816625
TERF2	0.612666666666667
TNFRSF1A	0.504916666666667
ACADVL	0.4465
GTF2H5	0.1605
EDG8	-0.111333333333333
C9orf140	-2.619375
UST6	-0.0345
ZBTB8OS	-0.981
ZNF710	-0.014
GPR174	-0.4875
ATP6V0A2	-0.69725
KIAA0319L	0.695916666666667
XKRX	-0.2265
DOPEY2	0.2517
SDHD	0.248166666666667
SUMF1	1.3875
OSM	1.48275
OPN3	-0.8735
DAGLB	-0.901666666666667
PPFIBP1	0.5347
TRIM63	-2.27125
C10orf53	0.01
LYPD3	0.796833333333333
BCL7A	0.123125
AGER	-0.871
TCF19	-1.48
SAT2	0.9395
PFTK1	0.0431666666666667
GABRE	-0.321
C15orf38	0.5809
FIS1	0.297
KCNV2	0.07175
CLPS	-0.0975
PPCDC	-0.800625
FOXN2	0.463166666666667
NT5E	-1.5849
CD83	0.3305
IL18	0.312875
VPS16	-0.278
IGFBP2	-1.23366666666667
NOTCH2	0.8935
SIGLEC1	2.638375
CD93	4.973
SULF2	-0.29125
CEP164	-0.24725
P53AIP1	1.0265
TOR2A	-0.3625
ZNF136	0.7535
MGP	3.4078
CCDC144A	0.5665
TRPC1	0.376
SMS	-0.6205
MAPK7	-0.197166666666667
RRAGC	1.09625
PARD6A	-0.554833333333333
NUB1	0.157166666666667
SYNGR4	-0.58725
OR11H12	0.4335
WIF1	2.732625
GCH1	0.0185
OR11H4	-0.1215
SLC44A5	0.836
GPRIN2	2.7905
LOC401431	0.82175
CPA4	-2.07
MELK	-5.16822222222222
IL15RA	0.807
CUL3	1.04275
HMBOX1	0.814
PODXL	-0.39275
CCT6B	0.9495
COMTD1	-1.30025
MUC20	1.54133333333333
GPX2	-2.888625
ITK	-0.249625
FBXL5	2.084
C13orf27	-1.61025
DEFA5	0.0005
TRHDE	-0.3395
MTP18	-1.57383333333333
UQCRQ	-0.995
ITGB2	1.77008333333333
CSRP2BP	0.4045
TAS2R44	0.465
PHPT1	0.037375
FAM44C	-0.11125
ERH	-1.02
MPHOSPH1	-1.4055
MORC1	-0.291
PARVB	-1.25725
LAMA1	-1.6705
PGBD3	0.3635
GIMAP6	4.13725
AREG	-1.82916666666667
LIPT1	1.11425
MGC99813	-1.38625
C1orf201	-0.1415
GRIN2A	-0.357
MAN2C1	-0.9955
NSUN5	-0.81775
SF3B5	0.31025
MYC	-1.202625
NRXN1	1.04033333333333
ZNF18	0.29125
SPDYA	-0.456
SLC37A1	0.657
DECR2	-0.22675
ANKRD38	1.011875
SPTLC3	-0.750416666666667
SUPT16H	-0.344375
DTWD2	0.52375
ULBP1	-0.449
ZADH1	0.118166666666667
OIP5	-4.9335
IL10RB	0.207666666666667
OTUB2	-0.4115
VWA3A	0.230666666666667
SPIC	0.584333333333333
OR6C4	0.1155
PSCD4	1.3785
DPY19L2P2	-0.627
TRAPPC6A	0.493166666666667
C21orf2	0.260666666666667
CEMP1	0.12175
LIN7B	-0.2585
E2F7	-4.03083333333333
VCP	-0.3026875
LAMA3	2.39516666666667
BGN	-0.4065
GPR160	1.00666666666667
COCH	-3.51716666666667
GPR81	2.4595
APOBEC3F	-0.08425
tcag7.1017	-0.8395
C1orf32	-0.105
SCGB1D2	5.86
FLJ43987	-0.052
C6orf170	0.41875
KLK9	0.103
GPD1L	0.86125
VPS37B	0.45925
ATG3	-0.0745
ADAMTS17	0.021
KLHDC2	0.654333333333333
NDUFV2	-0.49475
BLK	-3.138
MATN4	-0.6035
GPM6A	2.620875
GBP4	3.65216666666667
TMEM162	0.00733333333333332
PKP2	0.7215
HRASLS	0.0926666666666667
MMP1	-5.5375
SFXN3	-0.1156
FSD1	-2.53266666666667
ST6GALNAC3	-0.309166666666667
CA12	0.8445
NCOA6	0.07475
C19orf58	-0.6338
PPP4R1	0.155
MAN1A2	-0.0685
IKBKAP	-1.15725
UPF1	0.00916666666666668
KIAA1219	0.8115
WNT16	0.411333333333333
SNW1	0.184125
IL18RAP	4.11975
RPP30	-0.3195
CDC40	0.317714285714286
SETD3	0.457833333333333
SLAMF6	0.01625
ELK4	-0.4515
TRIM47	0.540833333333333
ACOX3	1.439875
TRIM6	0.86025
KIAA0372	0.028
TP53AP1	0.551875
SMURF2	-0.07
ADAD1	0.27875
EBP	-1.637
KRTAP13-2	0.0765
FLJ36874	-0.545833333333333
TOR1A	-0.5465
P2RY4	-0.816
GPBP1	0.4235
TRPV1	0.622125
ADAMTS12	0.611333333333333
PES1	-0.5928
ATG4A	0.239166666666667
MAGEA10	-5.04025
WFS1	1.04075
CC2D1B	-0.153833333333333
PABPN1	-0.5775
SLC25A30	0.264
SLCO1C1	1.37
SLC22A5	1.14875
KIF23	-4.364
SYN2	0.398
ASPN	5.19116666666667
CENTG2	0.64975
QSOX2	-1.6431
FLJ10815	-0.1285
STK24	-0.1165
SPEG	0.8175
STK10	-0.136666666666667
DACT2	2.068
AAAS	-0.711
SSX3	-1.53775
ABCD3	0.3202
C4orf12	1.00875
PARVG	0.736333333333333
FIG4	0.68225
C9orf46	0.875
TMCO6	-0.389
IGHMBP2	-0.8395
DUS2L	-0.9055
FAM3C	0.685875
TMEM16D	-0.736625
DCTN4	0.908
KCNH3	0.4835
EIF2AK2	1.45525
AP1S3	0.057875
CST4	-0.6245
PAM	0.9305
NUTF2	-0.76425
CITED2	0.9027
SLC39A4	-0.97
C2orf52	-0.5175
GRM3	0.1075
C12orf49	-0.10775
CCDC49	0.3483
GRAMD1B	-1.38475
FNDC4	1.263
SIAH2	-0.308625
GDPD4	-0.05825
C21orf87	-0.012125
ATP5A1	0.195333333333333
C16orf63	-0.381875
LOC388135	-0.990333333333333
ATP5J2	-0.83125
MMP3	-0.78375
EMID2	-0.445
CRHR1	0.041
WDR70	0.124
C13orf31	1.338
ZFAND1	0.79175
CCL18	3.63633333333333
C3orf49	-0.139
RINT1	-1.1985
KIAA0408	0.203
F13A1	4.1281
SLC10A1	0.323166666666667
OGN	4.62275
GIPC2	0.9485
XPO6	-1.1645
LCE1A	-0.254
FMR1	0.3847
LOC374920	0.34775
DUSP3	-0.1725
ANKMY1	-0.399
C7orf50	-0.5005
BBS9	-0.138
UNC119B	0.124625
C9orf72	0.700125
MGC35440	-0.6885
ENTPD6	-0.512375
PPP1R2P9	0.59725
ERCC4	-0.448
FAHD2B	-0.1215
HMHA1	-0.0215
HACL1	0.08875
RAD23A	-0.566333333333333
FAM83B	-0.803
PPP5C	-0.991833333333333
RNASEH2C	-0.446875
C9orf153	-0.08025
SCAMP4	0.209625
GHITM	0.2942
NDUFB7	0.04275
ADCYAP1	0.233833333333333
SP110	1.7485
MAP3K7IP2	1.027
DHH	-0.644
AGRN	0.341642857142857
WDR33	0.2375
CEP290	0.235833333333333
PRPS1L1	-2.32166666666667
KLRA1	0.7895
GPR97	-0.2635
CHD7	-0.790833333333333
TLR10	1.673
SLC30A8	-1.419
HIC1	1.4475
IAPP	-0.403
RXFP4	-0.28925
GP1BB	-0.221
SHQ1	-0.006
NKX2-3	-0.353666666666667
API5	-0.07925
FTHP1	0.464
MOV10L1	0.733833333333333
TRIM6-TRIM34	2.2975
ADHFE1	2.352
FAM117A	0.807
DDI1	-0.320333333333333
CDON	0.300666666666667
TRIM73	-0.0675
IGKC	4.3065
MMP14	-1.53466666666667
DYNC1LI1	-0.297375
C11orf66	0.41825
TRBV3-1	-0.79975
FASTKD5	-0.1115
BIVM	-0.08
LHX4	-0.146
CXCL2	3.2216
RAB2B	0.264166666666667
IZUMO1	-0.236
MAP3K15	-1.279125
FAM19A2	0.542833333333333
ZC3H8	-0.601333333333333
ZMAT1	2.362875
SPINK5L3	-2.941
SLC10A6	0.9695
APPL2	0.640125
CARD10	0.3935
LOC402176	0.2045
EEF1D	0.7802
RAB6A	0.0361
C12orf5	-1.084875
PAPOLG	-0.04275
MSRB2	0.6485
BCR	0.477111111111111
PUS3	-0.05225
TIAM2	0.8245
ZNF317	0.0186666666666667
CHD2	0.3365
FZD5	-0.657590909090909
NUDT8	-1.49775
ZNF763	0.9005
PRC1	-3.32588888888889
ABCB9	0.0566666666666667
SPATA3	-0.23575
TRAK2	0.75175
STAB1	2.393875
LRRTM2	0.928
psiTPTE22	-0.0185
DBI	1.045
SERPINA11	-2.45475
NAT5	-0.1055
C20orf58	-2.72425
RPS6KA4	-0.361666666666667
FLJ90650	2.4365
TGFBRAP1	0.10975
CHRDL2	0.77625
FAHD2A	-0.330166666666667
CNTN1	0.17175
BBS4	0.176
TMEM181	0.1585
MINPP1	-0.021
MPHOSPH6	-0.0294166666666667
HOXC10	-0.5645
ITPKB	0.2415
CLPTM1L	-0.79325
MEOX2	2.8425
ATP6V0C	-0.025125
PRPF8	-0.267333333333333
TMC5	2.493
FKBP3	-0.903
PLEKHB2	-0.654625
OR4D6	-0.475
ZNF544	-0.5224
D2HGDH	-0.2535
RPL18A	-0.6382
HEL308	0.39375
MPP6	-2.58725
TCERG1	-1.0195
KRT16	0.48
KLF17	-0.5365
KLF5	1.118125
CDR1	3.512625
VCX3A	-2.802
FBLN2	1.86375
C14orf104	-0.1835
HBE1	-4.8496
OR4S2	-0.0635
C1orf108	-0.684666666666667
ROBO4	3.51983333333333
CPEB4	0.561875
C11orf80	-0.771
BCKDHA	0.318333333333333
MYOC	4.50675
GIF	0.155
CKMT1A	-0.1005
RPL3	0.8199
THBS1	0.912
APOO	-1.49975
ARMCX1	2.32275
HSZFP36	1.195
SNAPC5	-0.2305
EIF4ENIF1	0.8
ZNF433	0.71
TNFRSF21	-0.039875
TMPRSS7	0.1845
SPATA18	1.5097
HPDL	-3.2685
MKL2	1.4951
TBX3	1.80776923076923
C21orf93	-0.252
DAXX	-0.03425
ELMO1	0.484875
RGS13	1.94483333333333
TAF11	-0.3555
UNC13A	-2.42625
LOC653314	-0.4504
ORC3L	-0.12775
IMAA	-1.8125
TARBP2	-1.13725
CABIN1	-0.2563
TRIOBP	0.300625
HIST1H2AC	-0.805625
RGS22	-1.1395
NCOA1	1.9175
IL25	1.5535
SNCG	2.222
GPR6	0.2185
AMDHD1	-1.49816666666667
CHEK2	-1.34775
C6orf142	0.9815
DRD4	0.04
C14orf68	-1.46275
GDF11	-2.8715
SEMG2	-0.0225
CD247	0.129
CDAN1	-0.5585
RBMX2	0.224
TGS1	0.01825
OIT3	-0.123
SYF2	1.0935
MCM4	-3.4015
PKHD1L1	2.038625
CEP192	-0.298
IFT88	0.8635
RPL9	0.282857142857143
RAB32	0.2165
DDX43	-2.612
P2RX2	0.133833333333333
OR5D18	0.2755
UBE1	-0.259916666666667
SLC24A1	0.97025
ARHGAP5	0.81225
CETP	-0.64825
KIAA1731	-0.447666666666667
SLC9A4	0.515
PTPN6	0.67825
BAHD1	0.29025
GRIK3	0.073
CACNB2	0.2689
PDE10A	-0.75425
DGCR14	-0.14925
PCDHB9	0.376
RHOQ	1.2485
MAP3K4	0.35325
KTI12	-0.416333333333333
RPL23AP13	0.996
GNG11	1.2845
CLCN3	0.555833333333333
GPAM	2.3665
VSTM2A	0.437
SLAMF7	3.2285
INTS2	-0.98475
PPP2CA	0.1633
LRP12	-0.106733333333333
SEC14L2	2.15311111111111
DKFZP586H2123	4.274
MC3R	-0.2365
CIRH1A	-1.27733333333333
HIST1H2AB	-0.906666666666667
POLH	-0.48275
MGC16703	-1.92183333333333
SNAPC2	0.085
FILIP1L	2.081
RASGRP4	0.2935
LRRC1	1.313
GAS1	2.59475
PRAC	-0.7255
DGKA	-0.0633333333333333
NT5C3	-0.5365
PEG3	-1.688
NADK	-1.315
PRR17	-0.82025
LOC374569	0.1075
SGSH	0.509166666666667
NLRP8	0.861
GALT	0.1468
MCF2	-0.3315
ZNF263	0.30825
TACSTD1	0.813
TYR	-6.7784
ATP6AP2	0.47175
RNUXA	-0.142
ABHD10	0.2268
GDPD2	-1.15375
SLC35C1	-0.1615
UBE2A	-0.296375
HERC5	0.762833333333333
FAM112B	-4.949
FBXL16	-0.25475
DKFZP434A0131	-0.33425
ELA3A	-2.882
RBM41	-0.77125
HAO2	0.86625
RNH1	0.24375
SHANK2	2.00566666666667
OSBP2	-1.290875
DAK	-0.990333333333333
C3orf58	0.84175
TCL1B	-0.737
KBTBD2	-0.0615
SUGT1L1	1.94225
UBE2E2	1.02533333333333
MYL9	2.65525
CDC23	-0.84
PBXIP1	1.1299
CXorf40B	0.314
NBL1	2.0135
RTBDN	-0.5225
RAB11FIP5	0.392
TTTY13	-0.37
SCOTIN	0.189416666666667
SOHLH1	-0.738
CDKN1A	-0.327142857142857
NCK1	0.82275
ZNF550	0.4715
SAPS3	-0.162416666666667
SPIN3	0.694833333333333
MAGEE2	0.41825
MIS12	-0.2365
OR8H2	-0.329
KIAA0774	-0.421666666666667
UNC5D	-2.1455
CUL7	-0.529166666666667
LIPC	-2.60316666666667
DIO1	-1.112
C20orf11	0.204
CTRL	-0.75075
HS3ST2	2.082
PAK4	-0.0701666666666667
CCRL1	3.778
RNF10	-0.014125
ZNF567	0.716
ZNF660	1.0495
TCEAL3	1.6565
MAGOH	-0.2105
CENPB	-0.607666666666667
C19orf7	0.666
LOC388965	0.29225
ZCCHC13	0.4805
JMJD1A	-0.3311
HIST1H4H	-1.811
TBRG1	0.119
GPC3	-1.723625
TAF1C	-0.363625
EBNA1BP2	-0.843
CIAPIN1	-0.5095
PDGFRA	0.686166666666667
CSTB	-0.417
CENPI	-3.24766666666667
GTF2E2	-0.569166666666667
RPP21	-0.7485
CCNF	-1.87066666666667
KCNQ3	0.432
FAM79A	1.75
SLC22A12	-0.285
NOVA1	2.30483333333333
FZD3	0.915
AKAP8	-0.56275
SOCS5	1.33275
CFDP1	0.118
DLG5	0.46675
PGM5	1.95483333333333
C1orf144	-0.02125
HDAC10	-1.057
RND2	-0.168
C20orf199	-1.16775
RNMT	-0.66925
SLURP1	0.081125
ASTN1	0.55975
SH3BGR	2.27175
MYCL1	-0.43325
ZHX1	0.581
CENPK	-4.2275
FOSB	2.4561
LOC643406	0.263375
C2orf59	-1.5925
TMEM135	0.556375
SLC27A2	-3.584
KRT33A	1.6945
OVOL1	1.14875
PAMCI	-0.278666666666667
S100A7	-1.473
ZNF789	-0.4045
HARS2	-0.09575
RPL23A	-0.984666666666667
TCF23	0.0225
UPF3B	-0.869375
C17orf78	0.152
HLA-DOB	1.09766666666667
C14orf142	0.0916666666666667
TEKT5	0.852
DMWD	-0.131
POLD1	-2.03416666666667
GSCL	-0.347
CALD1	1.5437
SCRT1	-0.255
AIG1	1.58
UNC84B	0.9965
ZNF404	0.77375
TMED6	1.737
KIAA1462	0.6065
LRRC27	1.3815
PYGO1	0.653
PIGU	-0.937666666666667
ALAS2	-3.58216666666667
WRNIP1	0.0405
CNNM3	0.009
ZNF2	0.569
ST3GAL5	-0.182916666666667
MRPL23	-0.4925
TSSK6	-0.2185
PSMA6	-0.705
C16orf70	-0.518
KIAA1602	-0.045
ALMS1	0.0291666666666667
DCN	3.85625
TMEM132D	-1.09625
SUCLG2	1.157
ABHD14A	0.1625
DEXI	-0.0866666666666667
AMPD2	-1.0885
IFNAR2	-0.1135
CYB5A	2.1476
TLOC1	1.3301
NXF5	-0.826833333333333
NRBF2	0.40825
KCTD3	0.85825
ITGAE	-0.680666666666667
SLC30A3	-1.76183333333333
ZRF1	-1.1415
IFRD2	-0.60375
XAB1	-0.09
PYCR2	-0.683
SERPINB3	-2.4225
TMLHE	0.2441
GEFT	-0.60075
ABCA5	0.892
EMR4	-0.0496666666666667
TSFM	-0.3725
HIST3H2BB	-2.357
ARHGEF19	0.2585
TSPAN17	-0.762
ABCC8	1.6615
MAP1S	-0.222666666666667
C22orf36	1.056
BNC2	0.209071428571429
HIST1H4A	-1.1495
NDUFS3	-0.325333333333333
WDR3	-1.0325
XKR4	0.48525
TTC33	0.563571428571429
STMN2	2.93075
CPN2	-0.0918333333333333
HSPC105	1.0715
PCOLCE2	0.382
C3orf55	2.8685
KLHDC9	1.3255
TBC1D23	0.197
ATXN2L	-1.11608333333333
MAP2K3	-0.0508333333333333
SCAP	-0.136
ZNF486	0.781833333333333
C20orf96	-0.396
NARS	-0.45475
ADAMTSL1	-0.723571428571429
PRCC	-0.0536666666666667
CCDC126	1.67758333333333
ZNF675	0.76125
CALCOCO1	1.43275
ANKRD43	3.829
CWF19L2	0.654166666666667
ZBTB32	0.706666666666667
BRAF	-0.163
ODF4	0.1045
MGC14376	0.776166666666667
HORMAD1	-2.0845
AAK1	0.0835
PEBP1	0.756333333333333
TNFSF5IP1	0.3445
DKFZp564N2472	0.5855
RMND1	0.217625
IGKV1-5	4.14325
COL1A2	1.09118181818182
SERPINA5	-2.06875
AANAT	-0.0965
C19orf21	-2.64566666666667
GEMIN5	-0.46975
UBR4	-0.405166666666667
LTBP3	0.848333333333333
AMHR2	-2.764
PROCR	-0.26325
MYBBP1A	-1.18125
C20orf39	-1.6625
ZNF697	-0.488125
PASK	-1.0338
ZNF776	0.332333333333333
RFXDC2	-0.326375
KIAA0467	0.78575
C10orf96	-1.13
ZNF503	0.803
GULP1	0.733
KCNE4	-0.792666666666667
DKFZp434K191	-0.5745
LOC196913	0.2095
BHLHB4	-0.209
CH25H	1.75975
LOC81691	-1.235
ALPL	0.949642857142857
COL12A1	0.58025
FOLR3	-1.3825
GPR123	0.14175
TRIM62	-0.0825714285714286
ABLIM1	1.52083333333333
MAST3	-0.108
RHBDD1	0.434666666666667
LOC338809	0.3555
RYBP	0.44125
TTC26	-1.256
ZNF22	1.37833333333333
ISCA2	0.15825
RDM1	-3.925
PIGM	0.401
GNB3	-1.51
ACTR2	0.1722
HMGB1	0.4595
EDG1	4.08166666666667
SOAT2	-3.48925
OR10AD1	0.283
RAP1GDS1	0.166333333333333
LCE1F	-0.0415
ESM1	-1.150875
RCN3	0.6995
CREBL1	-0.7075
DBNL	-0.593
PTGER3	2.385125
USP30	0.0113333333333333
BCL2L12	-1.4305
KIF26B	0.64725
ZNF416	0.60375
ZNF225	0.304
C17orf70	-0.93925
ZNF554	0.9565
RAE1	-1.4225
TNIK	0.542
ACTN3	0.4205
MGC45922	-0.822
CCNA1	0.0896666666666667
RYK	1.26783333333333
IL26	-0.3105
LRP3	0.0281666666666667
QARS	-0.05025
SOX7	1.48992857142857
BID	-0.7915
OR2S2	0.026
CXCL14	4.60825
C11orf47	-0.276
MGC29891	-0.221166666666667
HSPB8	1.01
PRDM14	-1.321
NUFIP2	-0.136
MNAT1	-0.29525
ZDHHC2	0.445
MBNL2	1.273375
ADD3	1.20425
CSNK2A1P	-0.86175
KLK6	1.678
TMEM111	0.3997
KIAA1279	0.62925
NUBP2	-0.755666666666667
RAB42	-0.72775
ID3	-1.0617
TM9SF1	0.36925
MDP-1	-0.32075
POU4F2	0.1275
IQCK	1.29725
C16orf14	-1.475
CAPN3	-0.529125
FAM43B	-0.833875
RECQL	-0.59625
AP1G1	-0.3485
CTNNBL1	-0.318333333333333
ECHDC1	0.285333333333333
SMARCC1	-0.4454
FOXQ1	-1.64875
GNAI3	-0.308666666666667
POLG2	-1.14825
CD4	0.44375
ITLN1	2.8165
EBI2	3.682
IRF1	0.6785
PTPRE	1.8596
PTK2B	-0.10175
NXNL2	-0.317
SOX4	0.670222222222222
TSPAN3	0.7145
SH2D1A	-2.1695
C8orf58	-0.0491666666666667
USP20	-0.59575
DUSP22	-0.0729166666666667
CALB1	-2.14566666666667
L3MBTL2	0.601583333333333
MCRS1	-0.3695
TMEM118	-2.57466666666667
C18orf8	0.209666666666667
FLJ10241	-0.150375
GJA12	1.562
PKD1	-0.252333333333333
ZFP3	0.9675
JAM3	0.241
LAPTM4A	1.1508
DIRC2	0.043
KIAA2022	0.8755
MYOM1	2.2585
TRPM8	-1.23483333333333
MOP-1	-0.69175
PHKG2	-0.907375
ZNF650	0.65325
KIAA1522	1.563625
PSG8	0.832833333333333
DDX19B	0.0055
MOBKL1B	-0.4555
DIAPH2	0.348916666666667
PTPN12	0.2965
CLN8	0.0014
CRYZL1	0.649666666666667
CRY2	1.4415
FCGR2B	3.23166666666667
PNPLA4	1.464375
ZNF454	1.042
DKFZp434B1231	-0.2205
CLDN11	0.9949
RFWD2	-0.132
CIB2	-0.367
MXRA8	3.043375
HRK	-0.65475
MAML2	1.218
C4orf31	0.677
C6orf192	0.87225
COG6	0.35025
FAM5B	1.24325
NFATC1	0.9853
SEPT10	0.50175
SCYL1	-0.2872
RPP40	-1.5065
SCOC	0.9667
KIAA1450	1.01275
CTDSPL2	-0.47075
TBX5	1.48233333333333
NAPG	-0.884875
RHD	-4.48425
C14orf45	2.13233333333333
ZBTB22	1.265
PLCG1	-1.1055
ANKRD10	-0.0705
AQP7P2	3.39025
TAGLN2	-0.478833333333333
HTR2C	-1.26016666666667
SLC16A7	1.4835
C17orf83	-0.60775
TSGA14	-1.04441666666667
MDH1	-0.152
PPP3R2	0.0143333333333333
DCBLD2	-1.40364285714286
RBM33	-1.305375
DPH3	-1.901
SYT10	-0.81
FMO4	2.139125
THYN1	-0.0065
DRD5	-1.0745
OTOR	0.465125
PGRMC2	0.5439
KATNAL1	0.238
PAQR6	-2.01175
UBE2I	-0.56325
C14orf28	1.015
C8orf70	1.4925
FLYWCH1	-0.337375
ANGPTL3	2.1905
GLRX2	-0.996166666666667
ATP11A	-0.604857142857143
ARL5B	-0.63325
MUC16	-0.67975
SLC25A5	-1.414
ACRC	-0.17725
MYO1C	0.280375
FAM89B	0.518666666666667
FAS	1.548875
KIFAP3	0.56025
GLRA2	0.3085
BTN3A2	0.9011
CNKSR3	0.422375
CSTF3	-1.215
ARPM1	0.59275
KIAA1530	-0.8635
C9orf150	1.15216666666667
PRKCI	-0.20975
tcag7.1015	-1.33975
SOD3	2.38125
ZNF574	0.20475
CYP21A2	0.47375
RPL12	0.7065
COMMD2	-0.2235
WIZ	0.11
LOC344405	-0.06425
ALDH4A1	-0.538941176470588
CRYAB	3.6745
COPA	0.0575666666666666
PCDHGA7	-0.210166666666667
KIF11	-2.8415
RASD2	0.544
SLC26A3	2.1225
ZNF175	0.1525
JAKMIP2	-1.997
C8orf4	2.15283333333333
PTHLH	0.706
SLC40A1	3.31241666666667
OR7D4	0.209666666666667
PCDHB17	0.3045
CD36	5.22871428571429
C6orf203	0.7538
PRKG2	0.4535
LOC400566	0.738
ANAPC13	0.7015
SLCO3A1	0.129
ZNF692	-1.528
FANCL	-0.781
SH3GLB1	0.7285
C12orf61	0.0435
KBTBD6	0.668
SUPT5H	0.104625
XRCC6	-0.4406
HUS1B	-0.8623
FAM133B	-0.0261428571428572
LOC728276	-0.525
KCTD18	1.497
SOS2	0.995
CCDC99	-1.7715
C1QTNF5	2.439
NNAT	1.50366666666667
USP16	0.63225
LARS	-0.705125
ZBTB2	0.32675
ABO	0.0205
TRAF3	-0.6575
GALNT5	-3.435
NAP5	0.78075
ALG14	0.438
KIAA0515	-0.129423076923077
WDR75	-0.6695
TEX261	-0.0715
LY86	0.67275
LOC389072	0.358
FLJ13611	-0.17175
MRGPRX2	0.331
SNRPA	-0.840375
OR2G2	0.1315
GPRASP2	2.24975
C7orf42	0.6307
C9orf163	-0.823
CYP11B2	0.009
FCRL3	0.582833333333333
PRDX1	-0.50975
FGB	-6.14883333333333
COX17	-0.281
C16orf33	-0.6675
PIWIL1	-0.0801666666666667
FOLR1	-0.875666666666667
KIAA0082	-0.48
FREQ	-1.29
TMCC2	-1.23816666666667
TCF12	0.48975
ZNF721	0.372
FAM130A2	1.74475
POU4F1	-2.22675
SNRPF	-1.737
SGIP1	1.42816666666667
ZNF641	0.935333333333333
EMG1	-0.362875
PRRG4	1.087
HIRA	-2.4255
MYNN	0.447166666666667
AEBP2	0.189
TBXA2R	0.166333333333333
ISL2	-1.57666666666667
PCDHB11	0.5835
RNF144A	-0.3225
MARCH5	0.505
DULLARD	0.0388333333333333
DCLRE1B	0.0318333333333333
ITGA8	1.8875
TP73	-0.268875
PRKCD	0.93075
NDUFB4	-0.31525
ATP13A4	1.53875
ANTXR2	0.4825
COL4A3	0.1725
MYO10	-1.5633
SLC6A18	-0.2025
PEX1	0.06625
TMEM74	-0.8045
RBM19	-0.1685
TAPBP	0.50575
RUNX1	-0.0520000000000001
MID1	0.879583333333333
GPR64	0.385666666666667
RASEF	3.1775
GABRG1	0.345875
MYO16	0.07125
DBF4	-2.14866666666667
TSHZ2	3.87625
RIPK2	-0.10725
PPTC7	0.139166666666667
KIF4B	-2.3685
LRRC31	1.9445
ZNF540	2.82125
EFNB3	0.121833333333333
LOH12CR1	-0.08725
STON2	0.297666666666667
GLP1R	0.289
CSTF2T	0.397875
IREB2	-1.0695
GRSF1	-0.17625
PDCD7	-0.171166666666667
LRRC43	0.498
CNR1	1.32333333333333
IL1F7	-1.011
C12orf64	0.25225
FAM69B	-0.82925
NR2E1	-1.77216666666667
MS4A6A	2.7245
FTL	0.2637
C7orf36	-0.10875
PCLO	1.4657
DYRK2	0.391166666666667
ARIH2	0.12325
SAMD7	-0.134
SCNN1D	-0.81575
SLC32A1	-0.893375
C22orf25	-0.4725
MRPS18A	-0.4116
GPR112	0.698
EARS2	-0.85
ERN2	-1.22
ATPBD3	-0.808166666666667
PRH2	-0.121
CDKN2D	-0.728
PGLYRP2	0.106
TRIM40	0.272
SEC14L3	0.075
SLC22A1	0.07675
BTN2A3	-0.0505
RASA4	-0.035
CCNL2	-0.572166666666667
MYBPC3	0.239
GJA4	3.0285
CDC42SE1	0.013
TRPV2	-1.41525
MYPN	-3.8158
SIM1	0.23
CDADC1	0.6915
ZFHX4	1.64575
NIBP	0.059
ADAMTS19	-1.474
ABTB2	-1.67475
TSPYL2	0.455625
EIF2S3	-0.6147
SOX30	-0.19075
AP2A1	-0.5985
DKFZP564O0523	1.0245
LOC285398	-0.2825
CDH18	-5.2055
CHL1	3.470375
GATS	-0.1045
TBC1D2B	0.524666666666667
OR1J1	-0.0785
GSN	3.53733333333333
DPCR1	0.173125
GARNL4	0.668166666666667
SMARCA5	-0.68625
PLEKHG3	1.22466666666667
ZBTB45	0.2885
FRMD6	1.092
PLS1	0.253166666666667
DGKZ	-0.2925
EFNA1	1.7628
WDR85	-0.539625
ANK2	0.98975
PAGE4	-0.773166666666667
SENP6	1.51766666666667
