Hybridization REF	TCGA-AN-A04A-01A-21R-A034-07
TUBD1	-0.69875
GNL3	-0.69925
BTG2	1.4014
NDUFS6	-0.732
C1orf79	-2.61575
ERAL1	-0.53675
ECHS1	0.38425
VPS4A	0.0488333333333333
CYP11A1	-0.309125
ABCC6	-1.63571428571429
PBX4	-3.7665
MOSC1	-0.847875
NCF4	0.054
HYMAI	-0.0675
NAGPA	-0.634125
OTOP2	-0.10275
ACOT12	0.21075
MTHFD2L	-0.57875
LOC441376	6.6075
C19orf34	0.51
RAB1B	-0.22725
ALDOAP2	-0.4015
NTRK1	-1.55783333333333
ARTS-1	-0.242
SLC6A11	-0.6455
NAP1L2	-0.084
CNGB1	0.00350000000000001
EPB41L4B	0.355545454545454
FAM134B	2.48775
HS3ST3A1	-0.111666666666667
CPXM2	3.584
SIRPB2	-0.17
CHORDC1	-0.717166666666667
TRIB3	-0.3465
SLC2A5	0.9965
C2orf49	0.3565
DDX5	-0.2755
OR5L1	1.6725
ANAPC4	-1.02066666666667
ZSWIM1	0.28025
LOC93622	-0.18425
KCNK3	1.4537
RP11-35N6.1	-0.947
ZFP161	-0.1005
AQP9	2.5215
SLC15A2	0.7815
MREG	0.620333333333333
OR9I1	0.2245
PDLIM2	0.395
ADAM7	0.6755
GSTCD	-0.0423333333333333
WDR21A	0.096
SLC12A8	0.404666666666667
TMEM174	0.04675
IGSF3	0.379583333333333
LRRN1	-0.25325
LOC402117	-0.40975
SRPK1	-1.242
LY6K	0.78275
NFIA	1.761
PTCD3	-0.628625
LEP	0.374833333333333
PCDH21	-0.246666666666667
MAPKAPK2	1.16485714285714
NMNAT1	-1.3485
LHFPL2	0.561625
C9orf43	0.8665
DIP2A	-0.8085
ACTR8	0.082
CCDC34	-0.614
PTPN22	-0.7245
ITGA3	0.539
FAM129C	0.01525
RABGGTA	0.666166666666667
UNC45B	-0.34575
KIAA1033	-0.09675
ZNF510	0.317166666666667
CYP2D6	-0.621666666666667
SLC26A10	-2.5085
STX8	-0.20875
LUZP1	-0.136375
WDR89	0.1525
EIF4G3	-0.5638
C5AR1	0.460625
ZNF623	0.704
A2M	0.63075
TGM7	0.035
GRPEL1	-0.576333333333333
LMNB2	-1.0397
ROCK2	0.1595
SNX16	-0.632375
CCDC66	-0.5295
ANXA3	0.3155
KIAA1609	0.091125
EED	-1.4135
RNF32	-0.780333333333333
HES1	-0.2183
CLC	0.339666666666667
ISL1	0.0416
KIAA0528	-0.16575
MANEA	0.00125000000000001
C1orf61	-1.6505
hCG_2001000	0.2875
RAPGEF6	-0.0499
KIAA0020	-1.08766666666667
NEIL1	-0.0965
C16orf45	-0.02325
RBM10	-0.305
C10orf125	-0.986875
MRS2L	0.08575
DNAH17	-1.226125
C19orf10	-0.7345
C1orf160	0.167
SLFN12	0.3525
EXOC3	-0.253333333333333
HIST3H3	0.19675
NCOR2	0.189333333333333
TNFRSF9	-1.22233333333333
MFSD8	0.1505
ALX1	-3.28633333333333
NOL1	-1.57175
PODN	2.75
TIAL1	-0.7905
HIST1H1E	2.27525
NPY6R	0.05825
TM4SF4	-0.19125
CORO2A	0.658
ETNK2	1.01183333333333
APOE	0.4599
ANGPT4	1.1955
HDGF2	0.01325
G30	-0.873
ST8SIA4	-0.453375
F2RL1	1.12275
FAM19A4	-2.51875
CCAR1	-0.5155
B3GNT7	0.079
OPHN1	-0.9583
DSCR6	-0.1855
C21orf13	0.151833333333333
GAS2L1	0.185166666666667
RFX3	-0.2955
COPS4	0.11275
BCHE	-3.53283333333333
BCL2	4.56075
HBZ	-3.34066666666667
ARL13B	0.031
MAPBPIP	0.50725
MYO15B	-1.280625
SPZ1	-0.853666666666667
KIAA1324	2.43377777777778
PLCL2	-0.693375
C4orf29	-0.9545
WDFY2	-0.892625
ZNF284	-0.992
NAALADL1	0.868
DUSP5	1.64283333333333
PXDN	0.969625
SLMO1	-0.7725
TNXB	0.4452
BIRC7	-0.47325
A4GALT	1.11183333333333
TIMM22	0.12375
FAM110C	2.24125
TOMM34	-0.54975
ABHD9	0.5425
ADAM32	0.0865
CRHBP	-0.25975
AQP2	0.748125
LOC130355	1.188
ZNF187	0.170333333333333
ZNF816A	0.4555
F7	-1.029625
CNOT1	-0.7146
SLC13A4	-0.38
ZBTB11	-0.0115
B3GALT5	-0.347666666666667
EXOC2	-0.3415
IRS1	1.2832
TMEM1	-0.5965
MRPL34	-0.766333333333333
SAMM50	-0.4745
CDC42EP3	-0.68325
HSF2	-0.7621
MFN2	-0.726
TSPAN7	-2.26166666666667
NUCB1	0.5865
RHOH	1.37225
ARL16	-0.9705
TACR1	-0.107
SFRS5	-1.00533333333333
SNX25	0.258375
RHBDF1	-0.005
PCDH18	2.72366666666667
HMG1L1	-0.52125
MYO5C	-0.143625
MAPK10	0.9585
LDHAL6A	0.1015
NUDT12	0.205666666666667
NCAM1	-0.362625
GLIS2	1.28
GGTL4	0.071
DAPP1	-0.59725
ATF7	0.559
KIAA0748	-1.19575
NFIL3	-0.5135
TM6SF1	0.7144
SEZ6	0.489
NANOS3	0.5235
DNAJA3	-0.3425
CLDN6	-1.073
CIITA	1.4711
EPHA4	-0.496916666666667
FANCC	-0.4545
CMTM3	1.115375
PSG3	-0.418
MRPL15	-0.78725
C21orf59	-0.6845
PLCXD2	0.358333333333333
C2orf34	-0.398571428571429
UBE2L6	1.05025
MED14	-0.478
HP1BP3	-0.9065
C6orf208	0.1265
TPBG	0.767
OSR2	0.8545
XPC	0.0755
KLHL7	-0.458583333333333
CCR3	-0.378666666666667
AGTPBP1	-1.02416666666667
PCSK6	2.47873333333333
STAT5A	-1.7827
FAM18B	0.071
LONRF2	0.373333333333333
PTPN2	-0.694375
SF3A3	-1.05366666666667
EFCBP2	-0.2555
HCFC1	-0.510666666666667
AHNAK	0.11905
ACTR5	-0.55375
KIF14	-2.56428571428571
TENC1	0.88575
HEATR5B	-0.045
YIPF2	0.249666666666667
MYEOV2	1.16466666666667
DUSP18	0.93875
KIAA1012	-0.11025
AHR	-0.755666666666667
C17orf53	-1.74033333333333
PTPRH	-2.835
ATP6V1C1	0.4876
TAS2R3	null
LOC440356	2.53425
COQ10B	0.42925
PSMF1	0.954666666666667
SORBS2	0.5135
NFE2L2	0.00775
TMCO7	-0.16
SH3PXD2A	0.3061
SH2D2A	-1.52425
SPINK5	-2.70375
MRPS24	-1.07625
OPA3	0.520125
TRAF7	0.907666666666667
C4orf35	0.1416
MT1G	-0.49475
MGC39545	0.047
HS1BP3	0.371
OR2B2	0.7905
CHRM4	0.466
SFRP2	4.10225
RIC3	0.04125
ART1	-0.776
C6orf1	0.8305
DUS4L	-1.79
C10orf104	-0.02725
TNFAIP6	3.51175
RTEL1	-1.03025
CCT4	-0.2408
ZNF709	-0.22975
CHMP6	-0.127333333333333
UPP2	-0.06525
CYP19A1	-1.655375
CD151	-0.620833333333333
NDUFA13	-0.479333333333333
ARFRP1	-0.678833333333333
FAM26B	2.1415
CRYBA1	-1.736
MRPL41	-0.0843333333333333
NPFFR2	-0.715166666666667
HRH2	0.42
SCAMP3	-0.0418333333333333
MTMR6	0.1839
MTG1	-1.324
UBTD1	1.211
CRABP1	-1.87
FLJ33790	-0.1059
KIAA1908	-1.26883333333333
GPR158	-2.341
PACSIN3	-1.1315
OMD	2.58333333333333
CATSPER1	0.286166666666667
HOXB8	-0.33575
FBXO46	0.5505
OAS1	1.08766666666667
SVIL	0.49675
PHB2	-1.102
ADCY3	-0.314
NDRG2	0.0693333333333333
ERMAP	0.3277
APBA2	-0.483833333333333
IGSF9	2.059
WNT6	-0.0325714285714286
MYCBPAP	0.305
ATP2B2	-0.201666666666667
CPVL	-1.128
TRAM2	-0.429818181818182
NOP5/NOP58	-0.62575
ZNRF4	0.26225
TLK1	-0.071125
MTMR12	-0.335642857142857
ZNF384	-0.570666666666667
FAM9B	-1.92875
RPN1	0.5437
PMVK	0.8425
EIF3D	0.4775
SIX2	1.3855
HPS1	0.314285714285714
RNF7	0.27
PSKH2	0.172
KCTD13	0.495666666666667
CSMD3	-0.2147
FBF1	-0.0735
IL8	-4.45175
SERPINB13	0.88675
FBXL20	0.26625
BLR1	0.30775
SH2B1	-0.939833333333333
RFNG	-0.356125
RAB20	0.1315
RBM7	-0.32775
POLR1A	-0.215333333333333
TMPRSS4	0.24
TAF9	-0.881875
TERF2	0.567166666666667
TNFRSF1A	0.404916666666667
ACADVL	-1.35216666666667
GTF2H5	0.2175
EDG8	-0.1815
C9orf140	-1.04
UST6	0.2795
ZBTB8OS	-0.08575
ZNF710	0.4155
GPR174	-1.3695
ATP6V0A2	0.0805
KIAA0319L	-0.402583333333333
XKRX	-0.2225
DOPEY2	1.3582
SDHD	-0.882
SUMF1	0.90975
OSM	1.592
OPN3	-0.351
DAGLB	-0.529333333333333
PPFIBP1	1.1277
TRIM63	-3.1555
C10orf53	0.979
LYPD3	0.834333333333333
BCL7A	0.4105
AGER	-1.12366666666667
TCF19	-1.28425
SAT2	-0.39075
PFTK1	0.403333333333333
GABRE	-3.572625
C15orf38	2.0423
FIS1	0.0255
KCNV2	0.5025
CLPS	0.86525
PPCDC	-0.6535
FOXN2	0.0176666666666667
NT5E	-2.1204
CD83	-0.28
IL18	-0.05575
VPS16	0.49675
IGFBP2	-0.365166666666667
NOTCH2	0.0275
SIGLEC1	2.355125
CD93	4.775
SULF2	0.9315
CEP164	-0.44775
P53AIP1	0.286833333333333
TOR2A	-0.118166666666667
ZNF136	0.072
MGP	2.4331
CCDC144A	-0.625
TRPC1	0.0538333333333333
SMS	-0.618333333333333
MAPK7	-0.391166666666667
RRAGC	0.2645
PARD6A	1.31833333333333
NUB1	0.606833333333333
SYNGR4	1.02175
OR11H12	-0.00800000000000001
WIF1	0.192875
GCH1	0.57075
OR11H4	-0.4245
SLC44A5	-0.611
GPRIN2	-0.0898333333333333
LOC401431	-0.34
CPA4	-2.4487
MELK	-2.5
IL15RA	0.26525
CUL3	0.330125
HMBOX1	0.00499999999999998
PODXL	-2.1285
CCT6B	0.0676666666666667
COMTD1	-0.468
MUC20	0.381833333333333
GPX2	-1.8775
ITK	-1.03075
FBXL5	1.66275
C13orf27	-1.77075
DEFA5	0.6065
TRHDE	-0.185
MTP18	-0.384166666666667
UQCRQ	0.2242
ITGB2	1.06966666666667
CSRP2BP	0.48125
TAS2R44	0.3905
PHPT1	0.425875
FAM44C	-0.0725
ERH	0.5565
MPHOSPH1	-1.479
MORC1	-0.5005
PARVB	-0.742
LAMA1	-1.16516666666667
PGBD3	-0.044
GIMAP6	3.6125
AREG	2.48266666666667
LIPT1	0.45075
MGC99813	-0.729
C1orf201	-0.438166666666667
GRIN2A	-0.754375
MAN2C1	-0.558
NSUN5	-1.31225
SF3B5	0.18425
MYC	-0.3646875
NRXN1	0.383090909090909
ZNF18	-0.05175
SPDYA	-0.25775
SLC37A1	1.284
DECR2	-0.34575
ANKRD38	1.693
SPTLC3	-1.22390909090909
SUPT16H	0.173625
DTWD2	0.29875
ULBP1	-2.93
ZADH1	-0.805
OIP5	-2.94875
IL10RB	-0.0353333333333333
OTUB2	0.5685
VWA3A	0.2662
SPIC	0.3795
OR6C4	-0.161
PSCD4	0.6275
DPY19L2P2	-2.37
TRAPPC6A	0.679333333333333
C21orf2	-1.12233333333333
CEMP1	-1.40225
LIN7B	0.799
E2F7	-2.46883333333333
VCP	0.068125
LAMA3	1.81008333333333
BGN	2.409
GPR160	1.16116666666667
COCH	-3.9075
GPR81	2.28333333333333
APOBEC3F	-1.315
tcag7.1017	-1.1645
C1orf32	-0.0105
SCGB1D2	7.04125
FLJ43987	-1.0675
C6orf170	0.28525
KLK9	0.2355
GPD1L	1.086875
VPS37B	-0.03775
ATG3	-0.562
ADAMTS17	-0.1895
KLHDC2	0.330333333333333
NDUFV2	-0.00375
BLK	-2.463
MATN4	-1.0715
GPM6A	1.599375
GBP4	2.529
TMEM162	0.377
PKP2	-0.507
HRASLS	-2.04622222222222
MMP1	0.25
SFXN3	-0.1138
FSD1	-0.992666666666667
ST6GALNAC3	-2.0265
CA12	1.1372
NCOA6	-0.0485
C19orf58	-0.2033
PPP4R1	0.564833333333333
MAN1A2	0.410833333333333
IKBKAP	-0.8455
UPF1	-0.376166666666667
KIAA1219	0.09775
WNT16	0.925
SNW1	-0.15525
IL18RAP	1.44625
RPP30	-0.222
CDC40	-0.322214285714286
SETD3	0.343666666666667
SLAMF6	0.511
ELK4	-0.737
TRIM47	0.635166666666667
ACOX3	0.92225
TRIM6	0.18075
KIAA0372	-0.504333333333333
TP53AP1	0.890625
SMURF2	0.7375
ADAD1	0.21275
EBP	-1.0791
KRTAP13-2	0.065
FLJ36874	-1.285
TOR1A	0.0608333333333333
P2RY4	1.3595
GPBP1	-0.281
TRPV1	-1.022625
ADAMTS12	0.737666666666667
PES1	0.0945
ATG4A	1.00383333333333
MAGEA10	-4.07125
WFS1	1.418
CC2D1B	-0.3934
PABPN1	-0.377125
SLC25A30	0.26625
SLCO1C1	-0.3496
SLC22A5	1.40325
KIF23	-2.43316666666667
SYN2	-0.308166666666667
ASPN	7.45316666666667
CENTG2	0.37725
QSOX2	-1.5978
FLJ10815	0.473
STK24	0.223
SPEG	-0.2506
STK10	0.108666666666667
DACT2	0.0305
AAAS	-0.49025
SSX3	-0.687375
ABCD3	-0.4757
C4orf12	0.50525
PARVG	0.224333333333333
FIG4	0.3355
C9orf46	0.176
TMCO6	-0.7155
IGHMBP2	-1.16675
DUS2L	-0.0915
FAM3C	-0.2246875
TMEM16D	-1.333
DCTN4	0.66775
KCNH3	-0.2715
EIF2AK2	0.7465
AP1S3	0.307125
CST4	1.7875
PAM	0.84925
NUTF2	0.154
CITED2	0.462
SLC39A4	1.2975
C2orf52	-1.3095
GRM3	0.288
C12orf49	0.99975
CCDC49	-0.5653
GRAMD1B	-0.84725
FNDC4	0.73325
SIAH2	0.38825
GDPD4	-0.23
C21orf87	0.208625
ATP5A1	-0.900166666666667
C16orf63	-0.323875
LOC388135	0.237166666666667
ATP5J2	-0.98775
MMP3	0.00975
EMID2	-0.13475
CRHR1	0.71175
WDR70	-0.646
C13orf31	1.10475
ZFAND1	-0.7615
CCL18	3.5075
C3orf49	0.736
RINT1	-1.3795
KIAA0408	-0.853
F13A1	4.6825
SLC10A1	-0.122166666666667
OGN	1.05775
GIPC2	-1.4455
XPO6	-0.465833333333333
LCE1A	1.146
FMR1	0.7707
LOC374920	-0.53425
DUSP3	0.357
ANKMY1	0.12075
C7orf50	0.0715
BBS9	-0.2304
UNC119B	-0.360285714285714
C9orf72	-1.31125
MGC35440	-0.35125
ENTPD6	-0.297
PPP1R2P9	0.21925
ERCC4	0.30475
FAHD2B	-0.2965
HMHA1	-1.9075
HACL1	-1.3255
RAD23A	-0.671166666666667
FAM83B	-0.59625
PPP5C	-0.386166666666667
RNASEH2C	-0.38425
C9orf153	-0.189
SCAMP4	1.029625
GHITM	0.2448
NDUFB7	0.013125
ADCYAP1	0.376666666666667
SP110	1.83166666666667
MAP3K7IP2	0.40825
DHH	-0.203
AGRN	0.0157142857142857
WDR33	0.220166666666667
CEP290	-0.153
PRPS1L1	-1.47633333333333
KLRA1	-0.6195
GPR97	-0.023
CHD7	-0.878333333333333
TLR10	-0.07825
SLC30A8	-0.186
HIC1	1.62933333333333
IAPP	0.284
RXFP4	0.0325
GP1BB	1.02225
SHQ1	-0.079
NKX2-3	0.621166666666667
API5	-0.3325
FTHP1	-0.2365
MOV10L1	0.692666666666667
TRIM6-TRIM34	1.33783333333333
ADHFE1	-1.14975
FAM117A	-0.55725
DDI1	-0.533333333333333
CDON	0.301333333333333
TRIM73	-1.4465
IGKC	3.7685
MMP14	0.95475
DYNC1LI1	0.22775
C11orf66	0.26925
TRBV3-1	-1.1075
FASTKD5	0.667
BIVM	-0.8525
LHX4	-0.703666666666667
CXCL2	0.0471
RAB2B	-0.474666666666667
IZUMO1	0.203333333333333
MAP3K15	-1.453625
FAM19A2	0.482833333333333
ZC3H8	0.0358333333333333
ZMAT1	-0.277875
SPINK5L3	-2.652
SLC10A6	0.974
APPL2	0.028875
CARD10	0.326666666666667
LOC402176	-0.718625
EEF1D	1.1746
RAB6A	0.1404
C12orf5	-0.199
PAPOLG	0.52725
MSRB2	1.08125
BCR	0.967555555555555
PUS3	-0.0295
TIAM2	0.6415
ZNF317	-0.099
CHD2	-0.263642857142857
FZD5	-2.24676190476191
NUDT8	-2.08725
ZNF763	-0.104
PRC1	-1.04388888888889
ABCB9	0.697833333333333
SPATA3	0.5405
TRAK2	1.08575
STAB1	2.583
LRRTM2	-0.325166666666667
psiTPTE22	1.02825
DBI	-0.85875
SERPINA11	-0.136
NAT5	0.45725
C20orf58	-0.69875
RPS6KA4	-0.227166666666667
FLJ90650	-0.916
TGFBRAP1	0.80225
CHRDL2	-0.154375
FAHD2A	-0.4375
CNTN1	0.368
BBS4	-0.0165
TMEM181	0.71875
MINPP1	-0.062
MPHOSPH6	-0.657583333333333
HOXC10	2.486
ITPKB	0.102375
CLPTM1L	-0.250125
MEOX2	-0.5325
ATP6V0C	0.649
PRPF8	-0.4425
TMC5	3.848
FKBP3	-0.1535
PLEKHB2	0.667375
OR4D6	0.6135
ZNF544	-0.7064
D2HGDH	-0.774125
RPL18A	-0.4192
HEL308	-0.319125
MPP6	-3.35525
TCERG1	-1.63875
KRT16	1.023
KLF17	-0.69225
KLF5	0.232125
CDR1	1.98175
VCX3A	-5.638
FBLN2	2.2825
C14orf104	0.291
HBE1	-5.0852
OR4S2	0.1565
C1orf108	-1.10383333333333
ROBO4	3.39966666666667
CPEB4	0.566375
C11orf80	-0.841166666666667
BCKDHA	0.748
MYOC	0.54125
GIF	-0.135
CKMT1A	2.088
RPL3	0.7679
THBS1	3.139375
APOO	-0.52975
ARMCX1	1.34625
HSZFP36	0.0875
SNAPC5	-0.7
EIF4ENIF1	0.707
ZNF433	-0.44075
TNFRSF21	-0.17025
TMPRSS7	0.878
SPATA18	1.9992
HPDL	-2.894
MKL2	1.2979
TBX3	2.09592307692308
C21orf93	0.347666666666667
DAXX	0.28375
ELMO1	-0.175625
RGS13	1.28833333333333
TAF11	-0.856
UNC13A	-0.417125
LOC653314	-0.378444444444444
ORC3L	-0.85975
IMAA	-2.741
TARBP2	-0.11625
CABIN1	-0.3144
TRIOBP	0.1168125
HIST1H2AC	1.998
RGS22	2.213
NCOA1	0.690166666666667
IL25	-0.3725
SNCG	1.023
GPR6	0.7565
AMDHD1	-1.742
CHEK2	-1.725
C6orf142	-0.33825
DRD4	0.72125
C14orf68	-0.671
GDF11	-0.75825
SEMG2	0.334
CD247	-1.616
CDAN1	-1.1585
RBMX2	0.551833333333333
TGS1	-0.91175
OIT3	0.1515
SYF2	-0.05625
MCM4	-2.40375
PKHD1L1	0.01525
CEP192	-1.4755
IFT88	0.05125
RPL9	0.158857142857143
RAB32	-0.216125
DDX43	-2.23775
P2RX2	0.180833333333333
OR5D18	0.156
UBE1	0.489833333333333
SLC24A1	0.206375
ARHGAP5	0.05825
CETP	-0.78975
KIAA1731	-1.0965
SLC9A4	0.3955
PTPN6	0.40425
BAHD1	0.86875
GRIK3	1.123
CACNB2	0.2886
PDE10A	0.0476666666666667
DGCR14	0.13425
PCDHB9	-0.322333333333333
RHOQ	0.7565
MAP3K4	-0.081
KTI12	-0.0468333333333333
RPL23AP13	-2.11675
GNG11	-0.6345
CLCN3	1.28466666666667
GPAM	-1.235875
VSTM2A	1.853
SLAMF7	1.146
INTS2	-0.203
PPP2CA	0.2863
LRP12	0.429666666666667
SEC14L2	1.40011111111111
DKFZP586H2123	3.50175
MC3R	0.0955
CIRH1A	-0.732166666666667
HIST1H2AB	2.235
POLH	-1.02075
MGC16703	-1.78733333333333
SNAPC2	-0.025
FILIP1L	2.12375
RASGRP4	0.84
LRRC1	0.67275
GAS1	2.42425
PRAC	-1.14725
DGKA	0.351666666666667
NT5C3	-0.8065
PEG3	-2.15341666666667
NADK	-0.7595
PRR17	0.56575
LOC374569	0.0895
SGSH	-0.584833333333333
NLRP8	0.6625
GALT	-0.6727
MCF2	-0.205
ZNF263	0.26675
TACSTD1	1.62783333333333
TYR	-6.1014
ATP6AP2	0.268
RNUXA	-0.02
ABHD10	-0.1458
GDPD2	-0.68625
SLC35C1	-0.1245
UBE2A	0.57775
HERC5	-0.462333333333333
FAM112B	-4.50966666666667
FBXL16	1.61575
DKFZP434A0131	-1.16875
ELA3A	-1.672
RBM41	-1.05325
HAO2	0.36275
RNH1	-0.14125
SHANK2	0.157666666666667
OSBP2	-0.877875
DAK	-0.732
C3orf58	-0.303416666666667
TCL1B	-1.1215
KBTBD2	-0.441625
SUGT1L1	0.6255
UBE2E2	-0.421166666666667
MYL9	2.821
CDC23	-0.858166666666667
PBXIP1	1.0305
CXorf40B	2.614
NBL1	1.4605
RTBDN	0.6155
RAB11FIP5	0.456625
TTTY13	-0.25
SCOTIN	0.3275
SOHLH1	0.0278333333333333
CDKN1A	1.73757142857143
NCK1	-0.1315
ZNF550	-1.034
SAPS3	-0.02475
SPIN3	0.0848333333333333
MAGEE2	0.318
MIS12	-0.718166666666667
OR8H2	0.582
KIAA0774	-1.01716666666667
UNC5D	-0.6805
CUL7	-1.0395
LIPC	-3.26633333333333
DIO1	-0.01775
C20orf11	0.3573
CTRL	-0.6555
HS3ST2	1.32725
PAK4	1.35433333333333
CCRL1	3.49725
RNF10	0.276875
ZNF567	-0.277
ZNF660	-0.7695
TCEAL3	2.43325
MAGOH	-0.8045
CENPB	0.699
C19orf7	0.69375
LOC388965	0.95725
ZCCHC13	0.1865
JMJD1A	-0.8348
HIST1H4H	3.4885
TBRG1	-1.24
GPC3	-4.58925
TAF1C	-0.60675
EBNA1BP2	-1.32833333333333
CIAPIN1	-0.00225
PDGFRA	0.655833333333333
CSTB	-1.12
CENPI	-2.23933333333333
GTF2E2	-0.668333333333333
RPP21	0.09775
CCNF	-0.766666666666667
KCNQ3	0.981
FAM79A	0.91025
SLC22A12	0.613
NOVA1	-0.295333333333333
FZD3	0.9962
AKAP8	-1.1695
SOCS5	0.641625
CFDP1	-0.1685
DLG5	1.43375
PGM5	0.0564166666666667
C1orf144	0.0956666666666667
HDAC10	-1.525
RND2	0.04225
C20orf199	-0.65325
RNMT	-0.481875
SLURP1	1.204875
ASTN1	-0.076625
SH3BGR	1.489
MYCL1	-0.478375
ZHX1	0.630666666666667
CENPK	-3.3255
FOSB	0.7507
LOC643406	0.627125
C2orf59	-0.99025
TMEM135	-0.8
SLC27A2	-0.73725
KRT33A	1.4175
OVOL1	0.896875
PAMCI	-2.6255
S100A7	4.361
ZNF789	-2.2865
HARS2	0.43775
RPL23A	-0.435
TCF23	0.50775
UPF3B	-0.65875
C17orf78	0.654
HLA-DOB	0.331166666666667
C14orf142	0.7175
TEKT5	0.793666666666667
DMWD	0.121
POLD1	-2.10783333333333
GSCL	-0.3795
CALD1	0.8453
SCRT1	0.556833333333333
AIG1	1.1715
UNC84B	-0.06475
ZNF404	-1.568
TMED6	-3.13425
KIAA1462	0.288
LRRC27	1.13566666666667
PYGO1	0.555
PIGU	-0.897166666666667
ALAS2	-3.895
WRNIP1	-0.290125
CNNM3	1.165
ZNF2	0.4775
ST3GAL5	0.60825
MRPL23	-0.4715
TSSK6	-0.02625
PSMA6	-0.306
C16orf70	0.294
KIAA1602	0.34525
ALMS1	0.1785
DCN	2.99475
TMEM132D	-0.103333333333333
SUCLG2	0.27275
ABHD14A	0.289
DEXI	0.115166666666667
AMPD2	-1.27866666666667
IFNAR2	-0.157166666666667
CYB5A	0.6716
TLOC1	0.58775
NXF5	-0.212
NRBF2	0.14075
KCTD3	0.48775
ITGAE	-0.882166666666667
SLC30A3	-2.21983333333333
ZRF1	-1.716
IFRD2	-0.55775
XAB1	-0.15775
PYCR2	-0.0635
SERPINB3	-2.5145
TMLHE	0.7853
GEFT	-0.962875
ABCA5	0.577
EMR4	-0.125833333333333
TSFM	0.01425
HIST3H2BB	1.20075
ARHGEF19	0.4075
TSPAN17	0.0795
ABCC8	2.79975
MAP1S	0.186666666666667
C22orf36	-0.07175
BNC2	0.724142857142857
HIST1H4A	-0.1245
NDUFS3	-0.679166666666667
WDR3	-0.811833333333333
XKR4	-0.342
TTC33	-0.411571428571428
STMN2	4.596
CPN2	-1.2225
HSPC105	-0.373875
PCOLCE2	-4.63
C3orf55	1.09
KLHDC9	1.00833333333333
TBC1D23	0.232
ATXN2L	-1.02575
MAP2K3	-0.613583333333333
SCAP	-0.30175
ZNF486	-0.161166666666667
C20orf96	0.4015
NARS	-0.54475
ADAMTSL1	-0.399428571428571
PRCC	0.424833333333333
CCDC126	1.11175
ZNF675	-0.56075
CALCOCO1	0.627
ANKRD43	-0.0225
CWF19L2	-0.0541666666666667
ZBTB32	0.04
BRAF	0.8205
ODF4	0.65075
MGC14376	0.782333333333333
HORMAD1	-2.166
AAK1	0.360272727272727
PEBP1	0.30575
TNFSF5IP1	0.232666666666667
DKFZp564N2472	0.379
RMND1	1.324375
IGKV1-5	4.2335
COL1A2	3.73441666666667
SERPINA5	0.388875
AANAT	0.528
C19orf21	1.45666666666667
GEMIN5	-0.0535
UBR4	-0.7005
LTBP3	0.639666666666667
AMHR2	-2.16083333333333
PROCR	-0.597
MYBBP1A	-0.9135
C20orf39	2.35116666666667
ZNF697	-0.24875
PASK	-1.0297
ZNF776	0.220333333333333
RFXDC2	-0.563
KIAA0467	-0.588
C10orf96	-0.2145
ZNF503	-0.43875
GULP1	-0.499166666666667
KCNE4	4.05816666666667
DKFZp434K191	-1.21325
LOC196913	-0.288
BHLHB4	0.9425
CH25H	0.1255
LOC81691	-1.24266666666667
ALPL	-0.366428571428571
COL12A1	3.07
FOLR3	-2.09716666666667
GPR123	-0.238625
TRIM62	0.536857142857143
ABLIM1	-0.0371666666666667
MAST3	-0.8665
RHBDD1	0.836833333333333
LOC338809	0.318
RYBP	0.40175
TTC26	-0.01875
ZNF22	-0.428833333333333
ISCA2	0.047
RDM1	-2.6445
PIGM	1.09925
GNB3	-0.514
ACTR2	0.274
HMGB1	-0.1707
EDG1	2.60166666666667
SOAT2	1.062
OR10AD1	-0.2945
RAP1GDS1	0.955333333333333
LCE1F	0.3455
ESM1	-0.860625
RCN3	2.79675
CREBL1	-0.77125
DBNL	0.00766666666666666
PTGER3	0.59275
USP30	0.375
BCL2L12	-1.10466666666667
KIF26B	2.809
ZNF416	0.41875
ZNF225	-0.1615
C17orf70	-0.46975
ZNF554	0.407
RAE1	-0.553166666666667
TNIK	0.6225
ACTN3	1.1825
MGC45922	1.0095
CCNA1	1.0185
RYK	0.440166666666667
IL26	-0.082
LRP3	0.835166666666667
QARS	-0.07875
SOX7	0.962428571428572
BID	-0.088875
OR2S2	0.588
CXCL14	3.60825
C11orf47	-0.451
MGC29891	0.210833333333333
HSPB8	0.9798
PRDM14	-0.952
NUFIP2	-0.179
MNAT1	0.098125
ZDHHC2	-0.108833333333333
MBNL2	1.215375
ADD3	-0.547375
CSNK2A1P	-0.245
KLK6	1.63516666666667
TMEM111	0.7074
KIAA1279	1.2525
NUBP2	0.257833333333333
RAB42	-0.67125
ID3	-0.1964
TM9SF1	0.63425
MDP-1	-0.18375
POU4F2	0.538666666666667
IQCK	1.21525
C16orf14	-0.37375
CAPN3	-1.8535
FAM43B	-0.11325
RECQL	-0.408
AP1G1	0.315214285714286
CTNNBL1	-0.738166666666667
ECHDC1	-0.408333333333333
SMARCC1	0.2325
FOXQ1	-0.268875
GNAI3	-0.149666666666667
POLG2	-1.2755
CD4	0.95625
ITLN1	-1.26125
EBI2	2.7165
IRF1	0.19675
PTPRE	2.8172
PTK2B	-0.33875
NXNL2	-1.8735
SOX4	1.51216666666667
TSPAN3	0.882333333333333
SH2D1A	-3.13533333333333
