Hybridization REF	TCGA-A2-A0YM-01A-11R-A109-07
CDC42SE1	0.45475
TRPV2	-0.69125
MYPN	-3.2844
SIM1	0.5925
CDADC1	-0.55475
ZFHX4	0.53925
NIBP	1.25416666666667
ADAMTS19	-2.45325
ABTB2	-0.0715
TSPYL2	-1.380625
EIF2S3	-1.2602
SOX30	0.49925
AP2A1	-0.168666666666667
DKFZP564O0523	-0.571833333333333
LOC285398	-0.315
CDH18	-4.41475
CHL1	0.495
GATS	-0.4906
TBC1D2B	-0.100833333333333
OR1J1	-0.186
GSN	1.79983333333333
DPCR1	0.299875
GARNL4	-0.2055
SMARCA5	0.37975
PLEKHG3	1.07733333333333
ZBTB45	0.5495
FRMD6	-0.770333333333333
PLS1	-0.0118333333333333
DGKZ	0.186166666666667
EFNA1	1.1205
WDR85	-0.47775
ANK2	0.027
PAGE4	-0.614333333333333
SENP6	1.19133333333333
AKR7A2	0.3735
FKBP10	-1.9355
VEGFC	-2.686
LARP1	-0.592
SRBD1	-1.01325
ITGB6	1.6425
SLC1A2	-1.3675
INVS	-0.347833333333333
MPO	3.1675
MOBKL3	-0.0109
CUTL2	-1.643375
KLK2	0.112916666666667
VIM	-0.13575
REG1B	0.448833333333333
PCDHGC4	0.065
C3orf34	-0.669833333333333
SUMO3	1.34566666666667
CST9L	-0.83675
MLL4	0.5995
SPR	-0.366166666666667
SAMD9L	1.95325
ABCE1	-0.22525
SUPT3H	0.065
ACTBL1	-2.27975
ADAMTS4	1.09983333333333
SLIT3	1.7665
RHEBL1	2.32075
NPM2	0.1435
MAN1C1	-0.757125
KIAA1856	0.61125
HSPA6	1.3835
LOC388152	-0.257
C10orf140	-1.65125
ZDHHC12	1.113
LIN7A	-1.3576
PHC2	-0.0463333333333333
SPHK1	-0.2545
TRIM26	0.4399375
FAM83E	-0.3335
C18orf24	-0.436666666666667
ZNF578	-0.0873333333333333
ORAI1	0.6505
RUVBL1	0.38425
C7orf20	-0.271
APAF1	-1.11
SLC36A4	0.068
MYH11	1.6938
NEK1	1.0219
MPP2	-1.238375
C12orf24	-2.0805
TNK2	0.7864375
ZNF289	0.789
MATN3	-1.185
IFNGR2	1.5045
ITPR1	-1.1495
EBF3	1.3696
TBC1D20	-0.0593
OR10P1	0.40125
DDAH2	1.35875
SHPRH	-0.835875
STX7	0.4915
LOC554248	-2.0575
BCAR1	-0.33175
ATXN3	0.1865
TRIM27	0.22275
CDC42EP2	0.8025
CHP	-0.123714285714286
SOX17	1.5105
ZNF259	-0.604666666666667
CHCHD1	0.115375
ZDHHC19	0.1285
GBP2	1.897
GARNL3	1.511
MRC2	0.75675
C1orf52	0.30425
AOF2	-0.324333333333333
LRPPRC	-0.2345
ACVR1C	-0.889
TM4SF18	2.201
TMEM169	-0.182833333333333
PPP1R16A	0.38375
EBF1	-0.915
RRS1	0.653
SNX2	-0.9255
OR2T2	0.00449999999999999
RBX1	-0.07075
ANKRD54	0.249
TSNAX	-0.591333333333333
TMEM83	-1.86175
ZBTB7A	-0.09475
ATM	-1.50808333333333
LOC338328	1.0665
TIE1	0.0855
HIST1H3G	-0.0296666666666667
PASD1	-4.08416666666667
TINAG	0.52125
PCDHAC2	-0.3125
LRRC15	-0.037125
WBSCR17	0.186
TFF2	0.696
PARP2	-1.058
NDFIP2	-0.404875
PCDHGB2	-1.211
WDR60	-0.9195
MAP7D2	-2.521
USP45	-1.28425
GSDML	-1.00175
TNS1	0.3122
PLCD4	-1.70575
IQCD	0.379166666666667
SMPX	-1.3365
CD9	1.23883333333333
SRGN	2.438125
CASP7	0.458125
INOC1	-0.129666666666667
DKFZp451M2119	-0.698125
VMAC	0.58
USP53	0.78
CAMK1G	0.1095
TMEM106A	-0.347
CDC20	1.5256
ACSL5	0.074
CBWD5	-1.211625
C1orf87	-0.543833333333333
KIAA1274	0.7335
PRUNE2	-1.38392857142857
LYPLA2	0.1855
DOK6	-1.97733333333333
GPR149	0.1055
FAM30A	1.44275
TMEM129	-0.7015
SLC35B3	1.3795
ACPP	-0.4846
LOC200261	-0.566
SLC4A7	0.0266
CCDC40	2.55775
GART	0.164375
THOP1	-0.97425
SCARB1	-0.213875
CACNA1F	-0.2975
TRIAP1	-0.1385
SYT14L	0.5125
SFRS8	-0.431
PBOV1	0.43025
GOLSYN	-0.9735
GJB7	3.9135
CAMK2N1	-0.716916666666667
GREM1	2.37425
FLJ20433	0.65875
QPCT	-2.234375
PRKAG2	1.19783333333333
H2AFX	-0.52775
C6orf154	0.7235
PLOD3	-1.6355
ZBTB39	0.189666666666667
WASF3	-0.08225
DRG1	-0.0895
PRR4	0.012
SPCS1	-0.92775
KDELR3	0.234166666666667
SRP19	-0.471666666666667
GABRA6	-0.10925
MFSD1	0.61675
MMEL1	0.76775
PDXDC2	-0.5952
BUB1	-0.401222222222222
RNF138	0.418375
MYLPF	-0.844166666666667
AIF1	1.36133333333333
DYNLRB1	0.1628
HCN3	-1.203
HIST1H2AI	-0.17625
MAP4K5	-0.275583333333333
LASP1	-0.16775
LOC130951	1.625
PLAA	0.15175
KRT6A	1.748
C6orf117	-2.27475
ARHGAP23	0.7785
PTF1A	0.86
GPHA2	-0.206
LCE3B	0.44475
MCL1	1.02278571428571
EHBP1	-1.25108333333333
PRNP	-0.05425
ZSCAN1	0.46825
C1orf113	0.199333333333333
FOXA3	-0.97525
NEB	-0.20725
ASGR1	-4.10833333333333
CTGF	3.22633333333333
RAB17	-1.01283333333333
MST101	-0.5435
JARID1B	0.4731
USP37	-0.1782
PTBP1	-0.169666666666667
PTPN7	-0.298666666666667
CDC7	-0.0868333333333333
SNX7	0.70025
ZNF335	-0.04
CPT2	-0.177
HEATR1	-0.14875
HSPC152	-0.46775
C5orf40	0.2265
PSME1	-0.920166666666667
STAG3	0.34525
TMEM154	1.55233333333333
KLHL32	-0.558833333333333
TSGA10IP	-1.0655
SUV420H2	-0.542666666666667
SF1	-0.995
2'-PDE	0.1858125
PNLIPRP2	-0.677
TRSPAP1	0.538166666666667
NUP210	-0.2255
ANP32C	-1.37233333333333
RAB11B	0.785166666666667
ASB15	-0.271
ITGB3BP	-1.5065
UBASH3A	0.76525
YWHAB	-0.26
TPRX1	-0.153
LY6G5C	-0.400375
SLC7A2	-2.7475
CLK1	-0.099
HSD3B7	0.3595
VDR	2.287
C16orf74	-2.51075
ACE	0.1925
PSMA2	-0.582166666666667
CCDC131	-1.151875
ZNF213	0.724
EML2	-0.8525
ALS2CR13	0.846833333333333
GLYATL1	-3.62625
DSPP	-0.25
DHFRL1	-0.800375
C10orf30	0.0673333333333334
SH3RF2	-1.89016666666667
LOC197322	-0.564
DLL3	-0.20325
TIGD7	-0.05325
GFRA3	0.5795
CPA1	-0.039
RTN4	-0.6345
PPT2	-1.47383333333333
FASLG	2.28733333333333
FOXP4	1.018625
RPL26	0.8976
GNL3L	-1.72866666666667
FMR1NB	0.3585
CD163	7.4465
SGPP2	3.912
GIMAP2	1.32675
CD37	1.65866666666667
DPT	3.51791666666667
NBLA00301	1.488
RGS5	-0.8325
C9orf4	0.547
ACTL8	3.69316666666667
PRKAR2B	-0.0395
OPLAH	0.3645
C20orf134	-1.0005
SPACA5	0.1715
TBL1X	-0.809833333333333
TSPYL3	0.5845
CHCHD3	-1.02525
CRKRS	0.0986666666666667
GPR65	4.97525
DFFA	0.609875
FUT1	1.15275
C6orf204	-1.47983333333333
TMEM51	1.91275
ZNF580	-0.92525
CMTM2	0.07875
C20orf200	-0.614
EZH1	-0.839
FDX1L	-0.317625
MRPL32	-0.387
PCAF	-1.6746
ALOX15B	2.512
CD59	0.117458333333333
CDK9	0.2105
ERP29	-0.487666666666667
TTR	-4.6155
BCMO1	-0.138
DDIT4	-0.5543
PTGDS	1.7955
C3orf63	0.372666666666667
BST2	0.65
CYP1A2	-0.686
C5orf25	-0.15675
STX1A	-0.915529411764706
OR2A12	0.011
SH3BP5L	0.15125
SERINC5	-0.947625
USP6	-0.55
MRPL3	0.304333333333333
POMP	-0.028625
INPP4B	-2.127875
GMPPB	1.05775
EAPP	-0.50025
AHSA1	-0.2955
ABCA11	-0.334
SLC5A6	0.6445
HIVEP2	0.27375
SUMO2	0.374375
KIAA1822L	0.974833333333333
C11orf67	0.02125
TXK	-0.492125
PHCA	-0.9606875
ICAM4	-2.37066666666667
FPGS	0.0855
SNRPA1	-0.553
KCNJ4	-0.8665
KIF6	-0.6284
HIST1H2BG	0.038
SLC5A5	0.14675
ZNF354B	-0.750833333333333
IL12RB2	2.6875
C11orf76	0.309333333333333
GAL3ST2	0.0335
AIFM2	-0.629875
SYNC1	-1.016375
UBL3	-1.0495
PIK3CG	-0.972333333333333
NLN	0.3353
BCORL1	0.80775
CD5L	0.09
ZNF238	1.27766666666667
KIAA1394	-1.13975
C16orf55	-0.3325
CYP3A7	-2.437
KRTAP3-1	-2.3925
TFDP1	0.787833333333333
MND1	-0.11775
NODAL	0.053
GTPBP4	-0.14875
TUBGCP2	0.637
SLITRK5	-1.927
CIC	0.4715
CD79A	0.748333333333333
SAMD14	0.755333333333333
TNPO3	1.62
OR10G3	0.066
OR10G8	0.5945
CCDC111	-0.08
HOXC9	0.16625
DCUN1D1	1.00158333333333
CYB5R1	0.34925
TSR2	-0.8
DAB2IP	1.2446
SLC6A5	-0.0345
RAB3D	0.68675
DCUN1D4	0.106333333333333
ERBB3	0.360333333333333
SDC1	2.26458333333333
ATP6V1H	0.3045
SYK	1.9255
ST20	-0.33825
C13orf30	0.032
WDR40A	0.9975
ADMR	0.1515
LOC388335	1.5585
ACSM1	-0.579
TDG	-0.393083333333333
FLJ11235	-0.11225
MRPS5	-0.455
AGPAT2	0.663
SLC12A1	0.226
CYP27A1	0.41225
THAP7	-0.23875
XPO1	-0.167583333333333
ALMS1L	-0.168166666666667
C1orf2	1.0165
ZNF777	-0.3815
CAMK2A	-0.0323333333333333
SMC1B	4.0475
IHPK2	-0.6028
LEMD1	1.6765
NKD2	0.2921
CLU	-1.00392857142857
ARMETL1	-1.568
PABPC4	-1.54325
CXCL12	1.50766666666667
TFAP2C	1.0741
TTTY8	0.807
ABCB10	-0.821
ENDOD1	0.275666666666667
IDI1	-1.862
KCTD6	-0.384333333333333
CCDC105	-0.254
ULBP2	1.61716666666667
ZDHHC5	0.08525
WNT8A	-0.06075
COMMD10	-1.9335
KLHL12	-0.22275
GPR50	-0.104
NR5A2	-0.83175
OXGR1	4.2435
EHD3	-1.113
CAPRIN2	-1.054875
KLRC3	-3.901
SF3B1	0.245928571428571
IPO7	-0.32675
ALDH1A1	-2.138
ANKRD5	0.127375
TSNARE1	0.119
DDEFL1	1.0295
RNASEL	-0.107666666666667
DNAH9	-0.81575
HELLS	-1.0735
TNS4	1.1535
NAV1	-0.8583
KIAA1409	0.1375
C20orf26	0.182833333333333
TUBG1	-0.6105
IRX2	1.157
CNGA4	-0.7035
MGC50559	0.556333333333333
OR4K17	0.077
TM2D2	0.660333333333333
FAM32A	0.1405
TXNDC14	-0.5085
CCBL1	-1.4425
ANK1	-2.2172
PRSS23	-2.572
PPM1L	-0.285
SPATA20	-0.5205
APCS	0.023
C14orf122	-0.6925
PSMB5	-0.480125
C6orf10	0.1388
SETDB2	-0.293166666666667
SPNS3	-1.04125
SGMS2	1.4475
MXD3	-0.520166666666667
MON2	-0.9846
CARTPT	0.67775
HNF4A	-1.416
RABEP1	-0.0652500000000001
TNFRSF10B	-0.268
USH1G	0.4385
PPAP2B	-2.4295
TMEM16K	-0.4215
CTDSP1	-0.146333333333333
CDK5R1	0.6615
GABRR1	-0.0565
OPN1LW	-0.0575
FAM98C	-0.15825
DBN1	0.321375
ACAD10	-0.514166666666667
QTRTD1	0.50875
WNK3	-0.133
RPS19	0.609125
C1QB	3.603375
OTUD5	-0.944125
SLC41A2	1.422
TMEM22	-2.09333333333333
KHSRP	0.0468333333333333
TNFRSF11A	-0.433166666666667
FBL	-0.642666666666667
IBTK	-0.9305
OXER1	0.103
CBLN4	-0.50525
GPR172B	2.93
CFTR	-1.2915
VSX1	1.453
CAMK1D	1.87025
LOXL3	-0.67325
RTP4	4.5935
SLFNL1	-0.2745
KIAA0828	0.7225
PAR5	0.451
LOC723972	-1.26325
GDI2	0.603
CEBPA	0.0168
MLF2	0.170833333333333
AFMID	-0.8945
ALOX12B	0.128
BPHL	0.612375
COX5B	-0.042
S100A10	1.3663
THOC6	-0.43475
NHN1	0.09475
RRP12	0.197
ARID3B	-1.596
CD3G	-1.76166666666667
KIAA0133	0.142
NAT11	-0.662333333333333
PPAT	0.0565
SIRT3	0.0463
TCERG1L	-2.032
NIPA1	-0.5407
DPP8	-0.7622
IL7R	3.19066666666667
ZFP64	0.301166666666667
DMAP1	1.4897
TRMT12	0.65775
TLR4	1.6062
WFIKKN2	0.5825
RAB12	0.7195
DDX51	-1.31783333333333
KIAA1086	-2.51275
ZNF295	0.0656666666666667
ACVR2B	-0.529785714285714
LOC494150	-0.64825
ZNF517	0.0595
DNASE1L2	-1.85616666666667
SUFU	0.243583333333333
LOC283677	-0.054
LMO3	0.2075
PPP2R5D	0.428833333333333
ZNF587	-0.3827
HIST4H4	-0.0685
CYP2C8	-0.12675
C1orf80	0.453
DOCK5	1.0675
C9orf24	0.52275
OR5AR1	0.162
C11orf24	-0.354
UNQ1940	-0.6845
CAP2	0.0793333333333333
TIMM44	-0.26825
DSEL	-0.2495
ROM1	-0.37825
FBXO4	-1.259125
MYLC2PL	-1.46275
MLH3	0.0429
NOX1	0.484166666666667
DPEP2	1.66875
DNAJB5	-0.5785
RLTPR	0.2695
MBIP	-1.02616666666667
COPB1	-0.684166666666667
SFTPA1B	0.2945
C10orf4	-0.418
PRELID1	-0.6335
NOLA1	-0.16475
C19orf24	0.22375
TLR9	-1.188
HLA-DMA	3.23875
HCRP1	-1.169
GPR137	0.0716666666666667
ITGA11	-0.385333333333333
PHF13	0.702833333333333
MARK4	0.1775
METTL4	1.12825
MBD3	0.2033
LOC134145	-0.084875
FGF3	0.07225
SLC35A3	-0.209625
CLEC16A	-0.19725
AMOTL1	-0.427833333333333
FLJ31438	-1.182
PAICS	-0.410625
TOMM40L	0.826166666666667
MMD	0.22775
KLK10	3.9395
NIT2	0.329166666666667
SERPINB10	0.69625
KLF15	-0.5273
CCDC5	-0.882
WSB2	0.329875
ME3	0.9345
CACYBP	-0.5705
TCTN2	0.2445
JAK1	0.00637499999999998
C2orf25	0.0025
GPD2	0.83775
FBXL11	0.119
CDV3	0.104166666666667
GALNT11	-0.760625
NDUFA12L	-1.8127
FLOT1	-0.316571428571429
TOR1AIP2	0.10725
MMP25	2.3275
C1orf164	0.3233
CHST5	-0.231
LYRM4	0.592
GPER	-1.36875
HIPK2	0.144916666666667
DAP	0.1602
ZMIZ1	0.213833333333333
DDX58	3.87575
DCC1	-0.306
AKT1	-0.560375
ENPP6	3.88316666666667
ERVWE1	-0.479833333333333
CDC34	0.33375
RNF125	-2.372
CASC1	0.51825
SHROOM2	-1.26475
RRM2B	-0.6185
COL6A3	0.182375
TMEFF1	0.4265
PLEKHA4	0.981
LYSMD1	0.999166666666667
SEPT1	-0.783333333333333
AOF1	1.2145
GNPAT	-0.39225
WDR18	0.51575
HSD17B12	-1.631
HIST1H2BM	0.355
INDOL1	0.215
SUDS3	0.58
C1orf192	0.652
CYP2B6	-0.72725
TBC1D2	1.18366666666667
SLC25A12	-0.45475
ERCC6L	-0.126333333333333
MGC10814	-1.50283333333333
POLR2C	-1.40816666666667
ZNF77	-0.284333333333333
EIF3K	-0.5803
HPX	-0.565
ANKRD27	1.761875
MALAT1	-2.30775
PLB1	1.75283333333333
HRNBP3	-0.675625
CPSF4	-0.92625
OR52N2	-0.025
PIP5KL1	0.081
GH1	0.7165
HPS5	-0.529
SLFN5	1.936125
POP5	-0.0206666666666667
OVOS2	0.484333333333333
C20orf108	0.322
MARS	-0.57225
CLRN3	0.561333333333333
ARSE	-1.02283333333333
PPIE	-0.601333333333333
PHACS	0.380333333333333
GP5	-1.009
IL8RB	1.7945
FCRLA	-1.901125
ARRDC1	0.8248
KRTAP9-4	0.40475
ZNF613	0.458
OR11A1	0.33
TMEM132B	-2.623125
PGLS	0.7455
BSND	-2.18633333333333
KCNK18	0.391
FOXD4	0.353
SV2C	-0.95225
LCN2	4.93583333333333
ZNF490	0.4808
C3orf15	0.4621
CACNA2D4	-0.528333333333333
CBX5	-0.033
MAGEB4	0.377
BOLA1	1.7955
PPP2R5E	-0.06175
COL5A1	-0.2435
ASB7	0.4105
SFT2D1	0.139125
DERL1	0.4645
RABL2A	0.665166666666667
MOAP1	-0.6025
KIAA1545	0.572333333333333
F3	-1.01975
PLEKHM2	0.05875
CCDC89	1.504
EFCAB1	0.472375
TMEM48	-0.406
SEPHS2	-1.78475
PYGM	-0.88125
PRICKLE1	3.4925
WNT5B	-0.536
TAS2R38	0.272
IMP5	0.2875
KHDRBS1	0.0375
LARS2	-0.4365
C3orf28	-1.083
FTCD	-2.1485
C10orf68	1.47716666666667
DGAT2L3	0.39025
PSEN1	0.390333333333333
MGC33657	0.98225
PLA2G4B	-0.486833333333333
CDKN2A	2.83191666666667
DLX1	-2.77225
TSHB	0.421
C18orf37	-0.8985
MEX3C	0.6595
MAMDC2	1.14625
PDIA4	-0.811
ATP5E	-0.85575
CASP2	-0.489071428571429
SERBP1	0.143615384615385
ZNF341	0.119833333333333
TESC	-3.2135
TMEM31	-0.16725
OR51I2	0.9445
YTHDC1	-0.00235714285714286
JUN	0.854833333333333
AGMAT	-2.18983333333333
PCNXL2	0.589
ATAD5	-1.49525
STK38	1.07275
AZI1	0.922875
RBP1	3.7765
C4orf26	-0.0435
KIAA1026	0.951375
TMEM101	-0.1055
HSFX1	0.526
TREX1	0.766
C18orf10	0.2221
TRIM15	-3.3345
CA6	1.441625
CEP57	-0.6105
AR	-2.51333333333333
SESN2	-1.179
KIF3C	1.48775
EPB41L5	-0.163125
ARHGEF10	-0.941272727272727
POLR3D	-0.109125
INDO	3.81416666666667
GABRA3	-1.0715
SCG5	-2.6231
E2F3	1.127
TIGD5	1.6455
FGD6	0.7455
KLHL3	-0.604375
SCGB3A2	-0.7515
URP2	0.7475
ATP6V1B1	0.2201
CALML6	-0.165
LOC100049076	-2.2915
TMF1	-0.044
LOC388503	-0.63575
CDH5	2.03
RPS6KC1	0.057
DAAM1	0.2227
TNFRSF10D	0.596
GSTT1	0.7247
INPP5A	-0.478
TRAF3IP1	0.8118
SMARCE1	0.0526428571428571
VRK1	-0.99175
TTC16	-0.36625
AARS	-1.273
ARHGAP27	0.8515
ZAK	0.506357142857143
ACSM2B	-2.481
TRAP1	-0.397
MRPL53	-0.4875
RNF44	-0.51375
NPTXR	0.01325
DPYSL3	1.9895
APP	1.9731
GLS2	-0.15
MNX1	-0.714833333333333
CMTM7	2.07825
OR10A7	0.2915
NYD-SP21	3.42916666666667
ORC5L	-0.893
SLC16A10	0.447875
TMEM178	-1.134
LOC441601	-3.58325
PTGIS	1.5825
KBTBD7	0.1155
C19orf41	-0.2205
CEACAM3	-0.821166666666666
KRT23	3.442
SERHL	-0.3115
PNKD	0.581125
UBC	0.34525
ATRN	-0.7165
HAPLN1	-2.00925
RANGAP1	-0.0765
C10orf26	0.743
KCNA7	2.13425
SRY	0.3865
LOC376693	0.9275
HIST1H2BF	0.353
CDCA8	-0.472166666666667
MLC1	0.66175
TNIP3	1.81625
OR4D1	0.565
IFT52	-0.565333333333333
GOLT1A	0.034
UTP20	-0.897875
RP3-402G11.5	-0.525625
PRSS33	0.7945
PMPCA	-0.2785
APOB48R	2.64433333333333
GLTP	-0.6145
MPL	2.63675
C9orf78	-0.31525
ADAM12	0.49875
CSPG4	-0.0985
LOC144305	0.726
KRTAP4-10	0.2467
PAK1	0.49725
ADCY7	0.3237
TAS2R43	-0.5985
FRAS1	-1.98735714285714
PPP1R14A	1.00566666666667
OR2B6	-0.418
ATP13A1	-0.1535
SIDT1	-2.02425
C1RL	0.773833333333333
PRKRA	0.221
TLN1	0.6268
RP11-50D16.3	-0.239583333333333
MITF	-1.794
GYS1	-0.63725
LYG1	0.00316666666666666
NSMCE4A	-0.5653
DNAI1	0.302
HOXD11	-1.607
FNBP1L	1.1175
DHX35	-1.05275
LCE3E	0.506875
SLC33A1	0.369
DCLK3	0.729
TRIM33	-0.531166666666667
TMCC3	2.526
FBXO42	0.319666666666667
C1orf27	-0.4711
C17orf50	0.2885
RNF14	-0.179916666666667
SLC4A8	-0.955125
RAB3IP	0.6688
COX6C	-0.190214285714286
PCSK1	-3.0272
SLC13A1	0.48825
ARF6	0.344333333333333
KIAA1009	1.091
HOXA13	-2.48
HMGN1	1.325
CXADR	2.93883333333333
MGC14436	0.0645
UTF1	1.2325
TSC22D1	0.1883
BZRAP1	2.4605
PUF60	0.939833333333333
SHC1	-0.152375
HOOK3	0.81
LIMS2	2.08216666666667
BAHCC1	1.20766666666667
CLCC1	-0.0463333333333334
ENTPD3	1.48166666666667
SMO	2.41975
PIK3R5	0.63225
CDC14A	-0.546833333333333
KRT1	0.27775
ENOX2	-0.0726666666666667
FLJ22655	-1.891
FPRL1	2.466
INTS6	0.0786
ZCCHC5	0.409
SMC3	-0.55
C6orf123	2.832
FLJ20160	1.1225
LOC653391	-1.85233333333333
GSS	-1.1605
NT5M	0.8655
SIX5	-0.23925
TAF5	-0.1445
KCNA1	0.152
ANLN	-0.518833333333333
MGC45491	-0.7628
SSTR2	0.981
LYPD4	0.56575
TH1L	-0.579625
CHRNA5	0.1495
PNMA6A	1.4665
FLJ16369	-0.579
DLX2	-2.5078
C6orf108	0.342
ALDH3A2	0.823166666666667
CLEC1B	-0.2985
LEPREL2	0.766
FOXJ1	-0.1941
OR1D4	0.172
PPIL4	-0.38875
MTRR	-1.2295
SLC27A3	1.13733333333333
HTR7	-1.0955
MIB2	-0.201875
BHMT	-1.323
A2ML1	2.222
MSMB	-2.271125
KIAA1383	0.391625
TRUB2	-0.05175
PF4	0.633666666666667
IL1F5	1.58333333333333
LRRC37B2	-0.3655
IPO4	-1.1465
FIGF	-0.46
QDPR	-0.061
ZNF598	0.09225
BOP1	0.50725
MAPK12	-1.26816666666667
POLR1E	1.078
CEECAM1	-0.618166666666667
INSRR	0.2995
SIPA1	0.694
ULK4	-0.778666666666667
BTN3A1	-0.0587
FABP5	1.6226
KBTBD3	0.473666666666667
SORT1	0.31575
YWHAQ	0.3540625
LRIT1	-0.0735
KIAA1704	-0.4086
MEIS2	-3.2833
ENOSF1	-0.611333333333333
PCDH7	-1.79435714285714
FZD9	2.13583333333333
RPLP1	-0.387
ZNF75A	-0.02825
P4HA3	1.68375
NKX6-1	0.74875
CTA-216E10.6	0.365166666666667
IFT140	-0.90175
DENND1A	0.471333333333333
ALCAM	-1.4305
ABHD2	-0.185454545454545
QPRT	-2.014
TRAM1	1.01057142857143
ATP1B4	0.364375
NUP37	-1.35025
SAA3P	0.505
SLC22A6	0.229
KIAA0265	1.07175
ZNF41	-1.3775
ADAM19	0.8082
ERAF	-0.289
DEFB119	0.221333333333333
DNMT3B	-2.89083333333333
SNF1LK2	-0.142
MGC24039	-1.63241666666667
TAS2R48	-0.0228333333333333
PNLDC1	1.21975
ADAMTS16	2.132875
TMEM92	-0.0815
CCT8	-0.1045
POGZ	0.6075
N-PAC	-0.09
GUCA1B	-1.18566666666667
ZZEF1	0.182333333333333
OR2C3	0.52975
ZNF334	-2.56933333333333
RANBP6	0.1325
LDHB	0.1275
BAMBI	0.244
RAB5B	0.136
FOXB1	1.3245
MRPS12	-0.48925
MRGPRF	0.153
CRIPT	-0.316
CYP2D7P1	-0.3885
RYR1	2.0525
NDUFA2	-0.463375
TRIP12	0.21425
KCNE3	3.00016666666667
MOBKL2B	1.1831
MIOX	0.04775
ACOT7	-0.12025
FGF6	0.6285
RASSF5	-0.8955
ATAD3B	-0.7525
IKZF3	0.6785
H3F3B	0.366642857142857
C6orf91	0.4375
SEC11C	-0.87325
TMEM14C	0.69925
KIAA1632	-1.09175
SLC38A4	-0.5845
FGFR3	-1.299
HES7	1.2305
HINT3	-0.09175
ARIH1	-0.176
FLJ35880	-1.43825
C1orf129	0.7095
POU6F1	0.5185
RPL32	0.169625
BBS1	-0.237666666666667
RGPD5	0.6195
SULT1C2	-1.2675
KDELC1	-1.78725
PIP5K3	-0.617666666666667
CHI3L1	2.9553
CSDA	0.999083333333334
VTCN1	4.6015
WDR62	0.53525
TMEM170	-0.1115
KIF2A	-0.4355
C6orf182	-1.01716666666667
ARL6IP6	0.624
ZCCHC9	-0.74725
RARB	0.710833333333333
ZNF320	-0.020375
DHX15	0.208125
PICALM	-0.474833333333333
CNOT6	-0.129083333333333
HIST1H1A	3.01175
ZNF702	0.0948333333333333
OR1E2	0.132
HLF	-1.5732
LOC442582	-1.9965
KIAA0494	-0.0915
TCF4	-0.4603
APOBEC3B	2.408
FAM54B	-0.20425
MYH2	-2.299
FXN	-1.06583333333333
C12orf59	0.6385
PAEP	-0.827
SPG11	-1.017375
VN1R4	-0.0085
KCNJ13	-1.6855
NOC3L	0.0345
C5orf36	0.087
CPAMD8	3.28775
MLN	-0.5693
FLJ11184	0.08925
TIAM1	1.2885
OR10J3	0.6655
OR52E2	-0.055
PBX1	2.2682
UBL7	-0.724
PXMP2	0.21225
SYTL1	-0.540833333333333
FAM126B	-0.09725
ZNF711	1.4035
GGA1	-0.455666666666667
VAMP4	-0.652
BCAP29	-0.8422
C20orf19	-2.058875
ZNF275	-0.54425
NEK6	0.4935
SETD8	-0.482583333333333
HEXIM1	0.2125
SULT1A2	-0.997125
KLHL9	1.66825
SLC39A12	1.9355
ARHGEF16	0.772166666666667
SCN1A	-0.556
HNRPH1	-0.63975
C9orf103	0.1155
ECE1	-0.401166666666667
MED18	-1.8805
TEX13B	-0.0415
SNN	1.02175
C6orf62	1.33672222222222
WNT3A	0.3102
IL22RA2	1.98
MGC21881	-0.333375
GABBR1	1.17575
YIPF6	-0.07225
PROX1	-0.687333333333333
PPP1R1B	0.31125
LANCL2	0.5084
SCN3A	-1.39833333333333
SSRP1	-0.136333333333333
ASXL2	-0.00225
RPE65	0.6475
SNAI1	0.85
EFNA2	-0.11025
CLDN9	1.06025
TP53I13	0.155375
LOC375748	-1.119
C9orf7	0.55725
C14orf178	-0.143
GC	0.5825
IER3	0.0928333333333333
KCTD10	0.377125
FLJ45717	0.9045
ADC	0.883833333333333
LOC285908	-1.63291666666667
MLL3	-1.4415
KIAA1787	-0.52575
MGC31957	0.336
MUC5B	1.00933333333333
ZNF193	0.556
CSRP1	0.406125
MOSPD1	-0.274166666666667
C21orf49	0.7715
RAD1	-1.3995
ANKRD34	-1.46575
NFRKB	-0.7145
FANCA	-0.62925
VTI1A	-0.0965714285714286
PCBP3	1.2675
BFSP2	-1.29275
ZNF354C	0.572625
FRMPD4	0.0315
IKBKG	-0.756666666666667
LOC441046	-0.8745
UNQ9438	0.238666666666667
TM4SF20	0.227
MAGEC1	-5.10825
AMMECR1	-0.070375
GLDN	-1.43675
TTC30B	0.70025
SEC13	-0.0963
EGF	-1.919625
HAGH	-0.218
VSIG1	0.850833333333333
NHLH2	0.4325
NCAPD3	-1.630125
MGC16121	-2.328
HIATL2	0.415
BRCC3	0.735
LCE2D	0.649
TMEM79	2.66675
GTF3C5	0.21675
AKR1C4	-0.372
C3orf59	1.11425
RBM26	-0.555375
DUSP14	0.268666666666667
AP4M1	0.142666666666667
RIMBP2	-0.677666666666667
ABCC2	-3.67083333333333
DNAJC16	0.4285
TTC12	0.357666666666667
SNX13	-0.3215
C6orf168	1.24425
C1orf100	-0.14075
CSPP1	-0.238416666666667
LRRC56	1.44775
OR1J2	0.261
THY1	-0.0233
KIT	2.063
TBC1D8	1.80975
EPHA7	-0.27325
SOLH	0.159125
SVIP	1.18075
