Hybridization REF	TCGA-A8-A09N-01A-11R-A00Z-07
JOSD2	0.0551666666666667
PLSCR3	-0.3085
SPOCD1	-1.215
RAB39	-0.041
GHRH	-0.162833333333333
ITIH5L	0.84275
C17orf37	0.261
SMCR8	0.14675
DPY19L2P3	-1.2985
IL11RA	-0.00550000000000001
GDF3	-3.79333333333333
RPS6KB1	-0.390083333333333
DNAJC19	0.8275
TOP1	0.54525
CRCT1	-0.56425
MPST	-0.2345
DPM2	0.102375
FAM38B	-2.112
SLC18A1	-2.257
FARP1	0.303
PAX7	2.08725
TUBD1	-1.06925
GNL3	0.34025
BTG2	0.157
NDUFS6	-0.498
C1orf79	-1.347
ERAL1	-0.752
ECHS1	1.08625
VPS4A	-0.552666666666667
CYP11A1	-0.681375
ABCC6	1.01707142857143
PBX4	-2.7095
MOSC1	-0.27525
NCF4	0.519
HYMAI	0.111
NAGPA	-0.903375
OTOP2	0.38875
ACOT12	0.10925
MTHFD2L	0.459625
LOC441376	3.634
C19orf34	-0.388
RAB1B	1.112
ALDOAP2	0.1725
NTRK1	-0.4545
ARTS-1	0.4873
SLC6A11	-0.7075
NAP1L2	1.41575
CNGB1	0.0323333333333333
EPB41L4B	2.11
FAM134B	3.893875
HS3ST3A1	-1.69116666666667
CPXM2	5.35275
SIRPB2	0.5255
CHORDC1	-0.944166666666667
TRIB3	0.206
SLC2A5	0.7
C2orf49	-0.862666666666667
DDX5	-0.3995
OR5L1	0.267
ANAPC4	-0.364166666666667
ZSWIM1	0.40175
LOC93622	1.019875
KCNK3	-0.8821
RP11-35N6.1	-2.316375
ZFP161	0.368333333333333
AQP9	2.28625
SLC15A2	-0.156833333333333
MREG	0.410333333333333
OR9I1	0.148
PDLIM2	-0.4345
ADAM7	0.585
GSTCD	0.533
WDR21A	-0.130875
SLC12A8	1.89866666666667
TMEM174	0.07075
IGSF3	1.38466666666667
LRRN1	-1.74425
LOC402117	0.1245
SRPK1	-0.951333333333333
LY6K	-2.3861875
NFIA	3.113
PTCD3	-0.50575
LEP	-0.337
PCDH21	-0.7755
MAPKAPK2	0.402642857142857
NMNAT1	-0.2815
LHFPL2	0.28475
C9orf43	0.60325
DIP2A	0.0668333333333333
ACTR8	-0.035375
CCDC34	-0.04025
PTPN22	-0.7915
ITGA3	-2.034
FAM129C	0.035
RABGGTA	1.18633333333333
UNC45B	0.05025
KIAA1033	0.189875
ZNF510	0.704333333333333
CYP2D6	-0.864
SLC26A10	-2.1995
STX8	-0.3715
LUZP1	0.232875
WDR89	-0.201166666666667
EIF4G3	0.073
C5AR1	0.778875
ZNF623	1.0345
A2M	0.1995
TGM7	0.1365
GRPEL1	0.324833333333333
LMNB2	-0.3682
ROCK2	-0.669666666666667
SNX16	0.773375
CCDC66	0.4015
ANXA3	-1.1345
KIAA1609	-0.262375
EED	-0.60125
RNF32	1.18733333333333
HES1	1.2554
CLC	0.7395
ISL1	-1.02633333333333
KIAA0528	0.307375
MANEA	0.222
C1orf61	-2.4255
hCG_2001000	-0.2465
RAPGEF6	-0.0248
KIAA0020	-0.4995
NEIL1	0.82975
C16orf45	-1.621875
RBM10	-0.0941666666666667
C10orf125	-0.6235
MRS2L	0.0395
DNAH17	-1.59771428571429
C19orf10	-0.6425
C1orf160	0.77225
SLFN12	1.12075
EXOC3	0.0741666666666667
HIST3H3	-0.184
NCOR2	0.236166666666667
TNFRSF9	0.9145
MFSD8	1.242
ALX1	-3.7805
NOL1	-0.4335
PODN	2.74025
TIAL1	0.00275
HIST1H1E	-1.1165
NPY6R	0.393
TM4SF4	0.079
CORO2A	1.54125
ETNK2	0.0713333333333333
APOE	0.27
ANGPT4	-0.313
HDGF2	-0.389
G30	-1.194
ST8SIA4	-0.466375
F2RL1	0.324625
FAM19A4	-2.3875
CCAR1	-0.02025
B3GNT7	0.456
OPHN1	0.013
DSCR6	-0.691
C21orf13	0.805666666666667
GAS2L1	0.9055
RFX3	0.59
COPS4	0.626875
BCHE	-5.25883333333333
BCL2	0.989625
HBZ	-3.08133333333333
ARL13B	-0.330375
MAPBPIP	0.21725
MYO15B	-0.98025
SPZ1	0.9105
KIAA1324	3.16933333333333
PLCL2	-0.705125
C4orf29	0.518
WDFY2	-0.780875
ZNF284	-0.2225
NAALADL1	-0.226
DUSP5	1.05983333333333
PXDN	0.315375
SLMO1	-0.814
TNXB	0.1995
BIRC7	-1.29025
A4GALT	0.383
TIMM22	0.38975
FAM110C	1.339
TOMM34	0.19375
ABHD9	-0.147
ADAM32	-0.918
CRHBP	-0.11125
AQP2	0.477
LOC130355	0.726
ZNF187	0.246333333333333
ZNF816A	1.2215
F7	0.384285714285714
CNOT1	-0.2315
SLC13A4	-1.24125
ZBTB11	0.20725
B3GALT5	0.87675
EXOC2	1.49333333333333
IRS1	-1.5848
TMEM1	0.167333333333333
MRPL34	-0.831666666666667
SAMM50	-0.77075
CDC42EP3	-1.1555
HSF2	-0.6141
MFN2	0.69275
TSPAN7	-2.00633333333333
NUCB1	0.730583333333333
RHOH	2.06425
ARL16	-0.7615
TACR1	-0.1575
SFRS5	-0.661333333333333
SNX25	0.27425
RHBDF1	1.38083333333333
PCDH18	2.50116666666667
HMG1L1	-0.66275
MYO5C	1.298375
MAPK10	1.0045
LDHAL6A	0.7518
NUDT12	1.41
NCAM1	-0.341125
GLIS2	-0.051
GGTL4	-0.96475
DAPP1	1.91625
ATF7	0.778
KIAA0748	-0.2485
NFIL3	-0.9325
TM6SF1	0.0561
SEZ6	0.191125
NANOS3	-0.201666666666667
DNAJA3	0.258833333333333
CLDN6	-1.94
CIITA	2.4912
EPHA4	-2.2105
FANCC	1.2055
CMTM3	-0.1485
PSG3	-0.954857142857143
MRPL15	0.46225
C21orf59	0.45075
PLCXD2	-0.54825
C2orf34	-0.392125
UBE2L6	2.170875
MED14	0.391
HP1BP3	0.2455
C6orf208	-0.2845
TPBG	2.26725
OSR2	1.3825
XPC	0.2805
KLHL7	-0.491833333333333
CCR3	-0.3164
AGTPBP1	-0.233333333333333
PCSK6	0.0268
STAT5A	-1.7707
FAM18B	0.3785
LONRF2	-0.5715
PTPN2	-0.530125
SF3A3	-0.8875
EFCBP2	-0.30775
HCFC1	0.168166666666667
AHNAK	0.194
ACTR5	0.10725
KIF14	-2.26457142857143
TENC1	1.94725
HEATR5B	0.4235
YIPF2	0.310166666666667
MYEOV2	0.559
DUSP18	-0.38125
KIAA1012	-0.2155
AHR	0.623833333333333
C17orf53	-1.585
PTPRH	-4.19675
ATP6V1C1	0.576
TAS2R3	-0.4165
LOC440356	-0.554
COQ10B	0.44675
PSMF1	0.5785
SORBS2	2.03566666666667
NFE2L2	-0.19925
TMCO7	-0.14425
SH3PXD2A	-0.7283
SH2D2A	-1.3335
SPINK5	-2.8355
MRPS24	-0.8345
OPA3	0.01525
TRAF7	0.759333333333333
C4orf35	0.192333333333333
MT1G	0.24025
MGC39545	0.287666666666667
HS1BP3	0.0732
OR2B2	0.536
CHRM4	-0.2035
SFRP2	2.98816666666667
RIC3	-1.62775
ART1	0.0675
C6orf1	0.820375
DUS4L	-0.393
C10orf104	1.40825
TNFAIP6	2.38775
RTEL1	-0.33625
CCT4	-0.6961
ZNF709	-0.62725
CHMP6	-0.245833333333333
UPP2	0.369
CYP19A1	-2.501
CD151	0.0705
NDUFA13	-0.827
ARFRP1	-0.0456666666666667
FAM26B	0.9335
CRYBA1	-1.323
MRPL41	0.436333333333333
NPFFR2	0.293375
HRH2	0.5615
SCAMP3	0.499333333333333
MTMR6	-0.5724
MTG1	-0.457166666666667
UBTD1	0.99075
CRABP1	-2.869
FLJ33790	1.2063
KIAA1908	-1.41566666666667
GPR158	-2.39575
PACSIN3	0.0711666666666667
OMD	4.34016666666667
CATSPER1	-0.948166666666667
HOXB8	-1.207
FBXO46	1.591
OAS1	1.9545
SVIL	0.5755
PHB2	-0.21625
ADCY3	-0.962
NDRG2	1.03716666666667
ERMAP	1.2604
APBA2	-1.02183333333333
IGSF9	0.73525
WNT6	-0.443357142857143
MYCBPAP	-0.18275
ATP2B2	0.1478
CPVL	-0.694
TRAM2	-0.53075
NOP5/NOP58	-0.73325
ZNRF4	-0.12975
TLK1	0.115875
MTMR12	0.968571428571429
ZNF384	0.1525
FAM9B	-4.02375
RPN1	1.1818
PMVK	0.555
EIF3D	-0.3588
SIX2	-1.17625
HPS1	0.590714285714286
RNF7	0.9595
PSKH2	0.7325
KCTD13	-0.0391666666666667
CSMD3	-0.657555555555555
FBF1	-0.908
IL8	-5.736125
SERPINB13	0.46525
FBXL20	0.039
BLR1	0.66975
SH2B1	-0.032
RFNG	-0.578375
RAB20	1.85916666666667
RBM7	0.10225
POLR1A	0.470833333333333
TMPRSS4	-2.49275
TAF9	-0.512125
TERF2	0.371833333333333
TNFRSF1A	0.649166666666667
ACADVL	-1.0795
GTF2H5	-0.48775
EDG8	-0.691666666666667
C9orf140	-0.712
UST6	0.74775
ZBTB8OS	-0.3735
ZNF710	1.8995
GPR174	-1.1825
ATP6V0A2	-0.0895
KIAA0319L	0.203916666666667
XKRX	-0.037
DOPEY2	1.856
SDHD	0.29275
SUMF1	1.778
OSM	2.392
OPN3	-1.761
DAGLB	0.103333333333333
PPFIBP1	0.4171
TRIM63	-3.6995
C10orf53	-0.0505
LYPD3	-0.387
BCL7A	0.537
AGER	-1.51816666666667
TCF19	-0.0705
SAT2	-1.4265
PFTK1	0.492
GABRE	-3.5525
C15orf38	1.2977
FIS1	0.3055
KCNV2	-0.2685
CLPS	0.375
PPCDC	-0.28025
FOXN2	-1.32583333333333
NT5E	-3.4296
CD83	0.41425
IL18	-0.086625
VPS16	1.01425
IGFBP2	0.078
NOTCH2	0.72775
SIGLEC1	2.055
CD93	4.695
SULF2	-1.2385
CEP164	-0.03775
P53AIP1	0.06
TOR2A	0.330833333333333
ZNF136	0.21125
MGP	3.7473
CCDC144A	0.859166666666667
TRPC1	-1.22616666666667
SMS	0.463333333333333
MAPK7	-0.5145
RRAGC	0.45625
PARD6A	-0.521666666666667
NUB1	1.14983333333333
SYNGR4	-0.1935
OR11H12	0.1995
WIF1	0.762875
GCH1	0.04975
OR11H4	0.047
SLC44A5	1.945
GPRIN2	2.94316666666667
LOC401431	0.50025
CPA4	-2.9677
MELK	-0.203888888888889
IL15RA	-0.4685
CUL3	0.633875
HMBOX1	0.358
PODXL	-1.89025
CCT6B	1.04633333333333
COMTD1	0.35575
MUC20	0.609666666666667
GPX2	-3.59825
ITK	-0.73625
FBXL5	2.53375
C13orf27	-1.88025
DEFA5	0.827
TRHDE	-0.8095
MTP18	0.0428333333333333
UQCRQ	0.3677
ITGB2	1.4955
CSRP2BP	0.62275
TAS2R44	0.5005
PHPT1	-0.217875
FAM44C	0.2225
ERH	-0.436
MPHOSPH1	-0.424333333333333
MORC1	-0.2445
PARVB	-1.17
LAMA1	-2.29041666666667
PGBD3	0.55275
GIMAP6	3.99775
AREG	-3.21583333333333
LIPT1	-0.66725
MGC99813	-1.6855
C1orf201	0.160333333333333
GRIN2A	-1.013
MAN2C1	-0.706
NSUN5	-0.18525
SF3B5	-0.12925
MYC	-1.2686875
NRXN1	-0.522666666666667
ZNF18	-0.22125
SPDYA	-0.520875
SLC37A1	2.0235
DECR2	-0.243
ANKRD38	0.444625
SPTLC3	0.344416666666667
SUPT16H	-0.708875
DTWD2	0.8635
ULBP1	0.413
ZADH1	0.99
OIP5	-2.10375
IL10RB	-0.0281666666666667
OTUB2	0.27825
VWA3A	0.494333333333333
SPIC	0.1946
OR6C4	0.2275
PSCD4	0.637833333333333
DPY19L2P2	-1.017
TRAPPC6A	0.9165
C21orf2	0.0588333333333333
CEMP1	-0.33875
LIN7B	-0.35
E2F7	-1.64883333333333
VCP	0.4249375
LAMA3	0.946833333333333
BGN	1.491
GPR160	2.645
COCH	-5.33616666666667
GPR81	1.37233333333333
APOBEC3F	-2.28825
tcag7.1017	-0.733
C1orf32	0.6005
SCGB1D2	5.16475
FLJ43987	-0.3875
C6orf170	-0.1445
KLK9	0.2585
GPD1L	1.894125
VPS37B	1.34925
ATG3	-0.0581666666666667
ADAMTS17	-0.254
KLHDC2	0.6325
NDUFV2	-0.12025
BLK	-2.591
MATN4	-1.9085
GPM6A	0.362285714285714
GBP4	3.97766666666667
TMEM162	0.1005
PKP2	-1.3285
HRASLS	1.67511111111111
MMP1	-2.4285
SFXN3	-0.4986
FSD1	-2.132
ST6GALNAC3	-2.3765
CA12	3.4324
NCOA6	-0.271
C19orf58	-0.5914
PPP4R1	0.644833333333333
MAN1A2	1.2455
IKBKAP	-1.07
UPF1	0.0726666666666667
KIAA1219	0.78425
WNT16	-0.29575
SNW1	-0.436
IL18RAP	2.32325
RPP30	-0.2545
CDC40	-0.0612857142857143
SETD3	0.253
SLAMF6	0.599
ELK4	-0.181
TRIM47	-1.17683333333333
ACOX3	2.933
TRIM6	0.211
KIAA0372	-0.3255
TP53AP1	-0.1445
SMURF2	-0.55725
ADAD1	0.38075
EBP	0.4551
KRTAP13-2	0.585
FLJ36874	-0.0425
TOR1A	0.0923333333333333
P2RY4	0.337
GPBP1	0.886
TRPV1	0.1295
ADAMTS12	0.148833333333333
PES1	-0.2793
ATG4A	1.3225
MAGEA10	-4.96875
WFS1	1.681
CC2D1B	0.102833333333333
PABPN1	-0.579
SLC25A30	0.0895
SLCO1C1	0.0805
SLC22A5	1.03975
KIF23	-1.0115
SYN2	-0.694333333333333
ASPN	8.41383333333333
CENTG2	0.53825
QSOX2	-1.7907
FLJ10815	-0.405833333333333
STK24	0.168625
SPEG	0.2766
STK10	-0.138666666666667
DACT2	-1.5415
AAAS	-0.53525
SSX3	-1.58775
ABCD3	1.8255
C4orf12	0.033375
PARVG	0.644666666666667
FIG4	0.90475
C9orf46	0.61125
TMCO6	-0.553
IGHMBP2	0.365
DUS2L	-0.725833333333333
FAM3C	0.105625
TMEM16D	-2.398
DCTN4	1.399
KCNH3	-0.10425
EIF2AK2	0.5105
AP1S3	1.151375
CST4	2.3755
PAM	0.4799375
NUTF2	-0.22175
CITED2	1.9689
SLC39A4	1.218
C2orf52	0.1025
GRM3	-0.16325
C12orf49	1.739625
CCDC49	-0.2272
GRAMD1B	-1.49114285714286
FNDC4	-0.27725
SIAH2	2.0855
GDPD4	0.2535
C21orf87	0.898375
ATP5A1	-0.482
C16orf63	0.3185
LOC388135	0.268
ATP5J2	-0.605875
MMP3	-1.22675
EMID2	-0.00899999999999998
CRHR1	0.56225
WDR70	-0.26125
C13orf31	1.3645
ZFAND1	1.44025
CCL18	4.08083333333333
C3orf49	0.3925
RINT1	0.596
KIAA0408	-2.68816666666667
F13A1	5.233
SLC10A1	0.085
OGN	-0.09125
GIPC2	-1.6595
XPO6	0.3105
LCE1A	1.032
FMR1	0.5374
LOC374920	-0.575
DUSP3	0.57925
ANKMY1	0.12825
C7orf50	0.58975
BBS9	0.1106
UNC119B	0.510375
C9orf72	-0.606125
MGC35440	0.6805
ENTPD6	0.489875
PPP1R2P9	0.44725
ERCC4	0.82725
FAHD2B	-0.514
HMHA1	-0.546
HACL1	-0.1545
RAD23A	-0.8255
FAM83B	-0.463
PPP5C	-0.336166666666667
RNASEH2C	0.73825
C9orf153	-0.26975
SCAMP4	0.748
GHITM	1.1245
NDUFB7	-0.742125
ADCYAP1	-0.3024
SP110	1.4515
MAP3K7IP2	0.1885
DHH	-0.1505
AGRN	0.880285714285714
WDR33	-0.3405
CEP290	-1.32766666666667
PRPS1L1	-1.571
KLRA1	-0.3195
GPR97	-0.0375
CHD7	-0.723916666666666
TLR10	0.5355
SLC30A8	2.133
HIC1	1.25683333333333
IAPP	-0.25
RXFP4	0.57975
GP1BB	0.059
SHQ1	0.5025
NKX2-3	0.2875
API5	0.842
FTHP1	0.1695
MOV10L1	1.12466666666667
TRIM6-TRIM34	2.0575
ADHFE1	1.18125
FAM117A	-1.05825
DDI1	0.147666666666667
CDON	0.364333333333333
TRIM73	-0.1035
IGKC	2.809
MMP14	-1.32908333333333
DYNC1LI1	0.06
C11orf66	0.7725
TRBV3-1	-1.03475
FASTKD5	-0.16225
BIVM	-2.7725
LHX4	-0.29175
CXCL2	-2.2079
RAB2B	-0.988
IZUMO1	-0.72775
MAP3K15	-2.079375
FAM19A2	0.7125
ZC3H8	-0.877666666666667
ZMAT1	2.33875
SPINK5L3	-1.83325
SLC10A6	0.1455
APPL2	0.196
CARD10	-0.339
LOC402176	-1.400125
EEF1D	0.6859
RAB6A	0.9302
C12orf5	-1.12075
PAPOLG	0.23175
MSRB2	1.595
BCR	0.591388888888889
PUS3	-0.0105
TIAM2	-0.44875
ZNF317	0.00949999999999999
CHD2	0.496142857142857
FZD5	-1.97372727272727
NUDT8	0.2205
ZNF763	-0.301
PRC1	-0.549777777777778
ABCB9	0.937333333333333
SPATA3	0.28625
TRAK2	-0.21775
STAB1	2.742375
LRRTM2	-0.528333333333333
psiTPTE22	0.29425
DBI	1.639
SERPINA11	0.04375
NAT5	0.5845
C20orf58	-2.6075
RPS6KA4	0.2105
FLJ90650	-1.4565
TGFBRAP1	-0.1705
CHRDL2	-0.546875
FAHD2A	-0.8545
CNTN1	0.71075
BBS4	0.3357
TMEM181	1.27625
MINPP1	0.66425
MPHOSPH6	-0.10325
HOXC10	2.4971
ITPKB	0.383625
CLPTM1L	0.63875
MEOX2	-0.2625
ATP6V0C	0.558375
PRPF8	-0.488333333333333
TMC5	2.79675
FKBP3	-0.78475
PLEKHB2	0.124375
OR4D6	-0.032
ZNF544	-0.2409
D2HGDH	-0.786375
RPL18A	-1.5724
HEL308	-0.3075
MPP6	-3.2235
TCERG1	-0.9735
KRT16	-2.04933333333333
KLF17	-0.42075
KLF5	-1.679875
CDR1	1.161
VCX3A	-5.5585
FBLN2	2.15225
C14orf104	0.638
HBE1	-4.6383
OR4S2	1.103
C1orf108	-0.180333333333333
ROBO4	2.96216666666667
CPEB4	1.14775
C11orf80	0.8185
BCKDHA	0.666833333333333
MYOC	-0.253
GIF	0.617
CKMT1A	1.022
RPL3	0.0215
THBS1	3.386375
APOO	-0.92625
ARMCX1	0.92875
HSZFP36	0.68625
SNAPC5	0.116
EIF4ENIF1	0.405
ZNF433	-0.5515
TNFRSF21	-0.72425
TMPRSS7	-0.2345
SPATA18	2.2285
HPDL	-1.7515
MKL2	1.5261
TBX3	1.41053846153846
C21orf93	0.3705
DAXX	0.34225
ELMO1	0.09225
RGS13	2.78666666666667
TAF11	0.0815
UNC13A	-2.41625
LOC653314	-0.8899
ORC3L	-0.6225
IMAA	-2.185
TARBP2	-0.07825
CABIN1	-0.5257
TRIOBP	0.4836875
HIST1H2AC	0.48675
RGS22	0.4445
NCOA1	0.8775
IL25	0.3185
SNCG	1.7845
GPR6	1.042
AMDHD1	0.146
CHEK2	-0.881
C6orf142	-0.016
DRD4	0.10225
C14orf68	-0.873
GDF11	-2.21475
SEMG2	0.413
CD247	-1.11975
CDAN1	-0.091
RBMX2	0.252333333333333
TGS1	0.474
OIT3	-0.50525
SYF2	0.349
MCM4	-1.41025
PKHD1L1	0.116375
CEP192	-1.473
IFT88	1.01525
RPL9	0.0250714285714286
RAB32	-0.453125
DDX43	-3.66425
P2RX2	0.196833333333333
OR5D18	0.6575
UBE1	0.367416666666667
SLC24A1	0.536375
ARHGAP5	-0.366
CETP	-0.89725
KIAA1731	-0.202333333333333
SLC9A4	0.48
PTPN6	1.29925
BAHD1	-0.12725
GRIK3	0.43
CACNB2	-1.3156
PDE10A	-0.28125
DGCR14	-0.61425
PCDHB9	0.0216666666666667
RHOQ	-0.7115
MAP3K4	-0.713
KTI12	-0.0946666666666667
RPL23AP13	-2.04275
GNG11	-1.76325
CLCN3	1.17783333333333
GPAM	-0.22125
VSTM2A	0.96
SLAMF7	2.39666666666667
INTS2	-1.7945
PPP2CA	1.4079
LRP12	-1.07713333333333
SEC14L2	2.703
DKFZP586H2123	1.58325
MC3R	0.0255
CIRH1A	-1.364
HIST1H2AB	0.043
POLH	0.0511249999999999
MGC16703	-1.69866666666667
SNAPC2	-0.1505
FILIP1L	1.04325
RASGRP4	0.669
LRRC1	2.40275
GAS1	0.47625
PRAC	-1.21
DGKA	-0.951833333333333
NT5C3	-1.03925
PEG3	-4.00591666666667
NADK	-0.061
PRR17	-1.2845
LOC374569	-0.60975
SGSH	0.433
NLRP8	0.2975
GALT	-0.8056
MCF2	-1.124
ZNF263	1.57825
TACSTD1	0.868333333333333
TYR	-6.3575
ATP6AP2	0.69625
RNUXA	0.17425
ABHD10	0.4827
GDPD2	-1.075
SLC35C1	-0.2385
UBE2A	0.7225
HERC5	-0.853166666666667
FAM112B	-4.6025
FBXL16	1.21425
DKFZP434A0131	-0.4375
ELA3A	-2.568
RBM41	-0.501875
HAO2	0.15325
RNH1	0.762375
SHANK2	0.976333333333333
OSBP2	-1.646125
DAK	0.251833333333333
C3orf58	-0.7305
TCL1B	-0.364
KBTBD2	-0.21325
SUGT1L1	-0.02875
UBE2E2	1.786
MYL9	1.690375
CDC23	0.0438333333333333
PBXIP1	0.8206
CXorf40B	0.6925
NBL1	-0.11525
RTBDN	0.241
RAB11FIP5	-0.140125
TTTY13	0.261
SCOTIN	0.404333333333333
SOHLH1	-0.4155
CDKN1A	0.181857142857143
NCK1	0.3
ZNF550	0.51825
SAPS3	0.61825
SPIN3	1.11916666666667
MAGEE2	0.0165
MIS12	-0.7045
OR8H2	0.7735
KIAA0774	-1.18
UNC5D	-2.6355
CUL7	-0.191
LIPC	-3.44966666666667
DIO1	3.27675
C20orf11	0.9879
CTRL	-1.1865
HS3ST2	3.58975
PAK4	0.941166666666667
CCRL1	3.39975
RNF10	1.208375
ZNF567	0.29375
ZNF660	-1.719
TCEAL3	0.5555
MAGOH	-0.6885
CENPB	0.0305
C19orf7	0.6
LOC388965	0.19825
ZCCHC13	0.5285
JMJD1A	-0.1346
HIST1H4H	-0.4355
TBRG1	0.3814
GPC3	-3.856
TAF1C	-1.227625
EBNA1BP2	-0.512666666666667
CIAPIN1	-0.074
PDGFRA	-0.869388888888889
CSTB	-1.16325
CENPI	-0.697833333333333
GTF2E2	-1.35733333333333
RPP21	-0.62175
CCNF	0.2315
KCNQ3	0.714
FAM79A	1.789
SLC22A12	0.1445
NOVA1	-0.667
FZD3	-0.0704
AKAP8	-0.66775
SOCS5	-0.155125
CFDP1	-0.7485
DLG5	1.51675
PGM5	-0.113583333333333
C1orf144	1.0535
HDAC10	-1.479
RND2	-1.22025
C20orf199	-0.931
RNMT	-0.543
SLURP1	0.17175
ASTN1	-0.399875
SH3BGR	1.329
MYCL1	0.393375
ZHX1	1.05983333333333
CENPK	-1.56975
FOSB	2.4859
LOC643406	-0.028375
C2orf59	-0.899625
TMEM135	0.98975
SLC27A2	-2.342
KRT33A	2.441
OVOL1	1.409625
PAMCI	-3.16366666666667
S100A7	-1.87
ZNF789	-1.2705
HARS2	0.53475
RPL23A	-1.53783333333333
TCF23	0.29525
UPF3B	-1.509875
C17orf78	0.0045
HLA-DOB	0.734833333333333
C14orf142	0.034
TEKT5	1.472
DMWD	0.0495
POLD1	-1.78283333333333
GSCL	0.1025
CALD1	0.0915
SCRT1	-0.0231666666666667
AIG1	0.6465
UNC84B	0.58825
ZNF404	0.074
TMED6	-3.2675
KIAA1462	0.947
LRRC27	1.7975
PYGO1	-0.6315
PIGU	-0.377833333333333
ALAS2	-3.90083333333333
WRNIP1	0.46925
CNNM3	0.3135
ZNF2	1.59925
ST3GAL5	-1.27325
MRPL23	-0.34775
TSSK6	-0.2795
PSMA6	-0.31475
C16orf70	0.23175
KIAA1602	0.19475
ALMS1	-0.702333333333333
DCN	2.86075
TMEM132D	-0.47475
SUCLG2	1.836
ABHD14A	-0.285
DEXI	0.5445
AMPD2	-1.09283333333333
IFNAR2	-0.239833333333333
CYB5A	2.4827
TLOC1	0.3359
NXF5	-0.489666666666667
NRBF2	0.25225
KCTD3	1.08875
ITGAE	-0.835833333333333
SLC30A3	-1.92633333333333
ZRF1	-0.6885
IFRD2	-0.130375
XAB1	-0.7565
PYCR2	-0.271333333333333
SERPINB3	-4.6565
TMLHE	0.5215
GEFT	-1.9765
ABCA5	-1.1105
EMR4	0.0596666666666667
TSFM	0.4925
HIST3H2BB	-0.885
ARHGEF19	1.9595
TSPAN17	0.582333333333333
ABCC8	0.83625
MAP1S	-0.225666666666667
C22orf36	-0.78275
BNC2	0.0878571428571429
HIST1H4A	-0.811
NDUFS3	0.341166666666667
WDR3	-0.591
XKR4	-0.87075
TTC33	-0.675846153846154
STMN2	4.834
CPN2	-1.41583333333333
HSPC105	2.00975
PCOLCE2	-5.7255
C3orf55	0.9235
KLHDC9	2.49566666666667
TBC1D23	0.42325
ATXN2L	-1.034
MAP2K3	0.35875
SCAP	0.2745
ZNF486	-0.397833333333333
C20orf96	0.997
NARS	-0.61725
ADAMTSL1	-0.997714285714286
PRCC	0.571166666666667
CCDC126	2.30666666666667
ZNF675	-0.7775
CALCOCO1	0.685
ANKRD43	1.2295
CWF19L2	1.061
ZBTB32	1.04466666666667
BRAF	0.8695
ODF4	0.4035
MGC14376	0.346166666666667
HORMAD1	-2.32966666666667
AAK1	-0.0857272727272727
PEBP1	1.42325
TNFSF5IP1	-0.328333333333333
DKFZp564N2472	0.18025
RMND1	0.588375
IGKV1-5	3.857
COL1A2	2.82833333333333
SERPINA5	-2.66
AANAT	0.3435
C19orf21	0.0821666666666667
GEMIN5	0.05025
UBR4	0.0768333333333333
LTBP3	0.884333333333333
AMHR2	-0.884333333333334
PROCR	-2.1945
MYBBP1A	-0.156
C20orf39	-0.359666666666667
ZNF697	-0.173625
PASK	-0.5133
ZNF776	0.656833333333333
RFXDC2	-0.307375
KIAA0467	0.20425
C10orf96	-1.093
ZNF503	-0.1365
GULP1	-1.68766666666667
KCNE4	-0.104833333333333
DKFZp434K191	-1.851125
LOC196913	0.3745
BHLHB4	-0.178
CH25H	0.601
LOC81691	0.558
ALPL	0.0693571428571429
COL12A1	2.682625
FOLR3	-2.58733333333333
GPR123	0.1195
TRIM62	0.945214285714286
ABLIM1	1.34133333333333
MAST3	-0.6065
RHBDD1	1.252
LOC338809	-0.538
RYBP	0.995
TTC26	1.053625
ZNF22	0.3325
ISCA2	-0.61425
RDM1	-1.21675
PIGM	0.7885
GNB3	-0.9315
ACTR2	-0.1197
HMGB1	0.0408
EDG1	2.33
SOAT2	-3.23066666666667
OR10AD1	0.97
RAP1GDS1	0.864416666666667
LCE1F	0.51
ESM1	-0.750625
RCN3	1.87925
CREBL1	-0.59175
DBNL	0.646
PTGER3	1.885625
USP30	1.07616666666667
BCL2L12	-0.779666666666667
KIF26B	2.502
ZNF416	1.38425
ZNF225	0.2675
C17orf70	-0.37475
ZNF554	0.2105
RAE1	-0.511833333333333
TNIK	0.246
ACTN3	0.3155
MGC45922	0.091
CCNA1	-0.840333333333333
RYK	0.567333333333333
IL26	0.2375
LRP3	0.305333333333333
QARS	0.1465
SOX7	0.5965
BID	-0.616
OR2S2	0.5195
CXCL14	4.8535
C11orf47	-0.039
MGC29891	0.495
HSPB8	1.681
PRDM14	-1.599
NUFIP2	-0.0395
MNAT1	0.547875
ZDHHC2	-0.841166666666667
MBNL2	-0.413
ADD3	1.333625
CSNK2A1P	0.194
KLK6	-2.13333333333333
TMEM111	0.8368
KIAA1279	1.118
NUBP2	0.768
RAB42	-1.69575
ID3	-1.4176
TM9SF1	1.384
MDP-1	0.60175
POU4F2	0.2255
IQCK	1.5465
C16orf14	0.107
CAPN3	-2.31175
FAM43B	-0.689625
RECQL	-0.6425
AP1G1	0.223571428571429
CTNNBL1	-0.1645
ECHDC1	-1.3915
SMARCC1	0.4335
FOXQ1	-1.389375
GNAI3	0.391833333333333
POLG2	-2.3145
CD4	0.935125
ITLN1	-0.1925
EBI2	2.87375
