Hybridization REF	TCGA-A2-A0CM-01A-31R-A034-07
KIAA0701	-0.0515
UNC93B1	0.5545
GMNN	-0.976875
SPCS2	-0.255166666666667
LOC388524	0.712
NAPRT1	0.8255
PNLIPRP1	0.109666666666667
OR6V1	0.7945
PRKAB1	-0.1785
EYA4	-3.715
KIF20A	-0.1155
ALG10	-1.242
ITPKC	1.88683333333333
LMX1B	0.182166666666667
RPUSD4	-0.842666666666667
C7orf34	0.320333333333333
DLGAP2	0.261
PFN1	0.1847
MICALL2	-0.648916666666667
ZNF654	-0.423
SS18L1	-0.106375
SLC16A8	0.27075
MKI67IP	0.335166666666667
ITGB3	-0.561375
TCEA3	1.13783333333333
CEP152	-1.559375
CLIP1	1.436125
ZNF75	0.999375
ATP5C1	0.942666666666667
NUDT5	1.23566666666667
PSCDBP	2.1625
UBP1	0.3485
RBM27	0.112
C13orf15	1.906
ZNF282	-0.0733333333333333
ZNF222	-1.4822
COL10A1	6.10975
PRDM15	0.82975
TTTY5	-0.0845
FAM9C	-0.735636363636364
C20orf67	0.1635
GNG13	2.633
F12	1.68075
C1orf41	-0.435
CPXCR1	-0.123
GSK3A	0.22475
SUPT6H	-0.3585
PI16	-0.695
ELL2	-1.11925
C9orf167	-1.434
PVRL3	-2.4576
FLJ38596	0.92675
ADAM20	-0.116
GPR89A	0.7215
GPR87	-1.589
ZNF30	0.0025
SMR3B	-0.36325
ZNF770	0.151375
TRPC4AP	-0.700333333333333
DKFZP686E2158	0.151333333333333
C2orf28	-0.643
FREM1	-2.1805
LAMA4	0.379333333333333
ADPRHL2	0.7025
EIF4G2	0.886833333333333
GUCA1A	-0.2405
CTNNA2	-1.80425
NUDT15	-1.61983333333333
CEPT1	0.2305
ZNFX1	1.4801
CCDC92	1.09825
TDRD1	-1.63
KCNK5	-0.7525
ETNK1	-0.0693333333333333
LTA	1.544
TTPA	-0.296666666666667
B3GALNT2	0.188875
SC65	-1.82216666666667
PEX5L	-1.42225
EPS15L1	-0.29075
MGEA5	0.041375
HIST1H3A	1.07225
ING1	0.60075
BCAT1	-1.991
ORC6L	-1.36854545454545
KLK11	-1.147
C19orf28	-0.807125
DNER	-0.5255
MED22	-0.165285714285714
ETV6	2.6
CHAC2	-1.22175
CD300E	0.237
CEBPB	1.57816666666667
ZNF398	-0.6455
LRCH3	0.236
HMGA1	-0.309833333333333
CAPN7	-0.27
MGC5566	-2.5935
CCL3	3.511625
NANOS1	2.182125
ZFYVE19	-0.08625
APITD1	0.2605
PARD3	-0.071875
IRAK4	-0.334666666666667
SERPINI2	-0.2455
CEP170L	0.39925
TTC9	2.041
MYOM3	-1.44175
MLPH	-3.414
LOC222699	-1.1505
NRG1	-1.7055
TBC1D9	-0.778636363636364
TTK	-0.322833333333333
ZNF557	0.2866
DDX41	-0.498833333333333
FANK1	1.3305
UBE2D2	0.05075
PSMB10	1.888625
MYH7B	-0.2685
GABARAPL2	-0.207375
MARVELD2	1.097
DGCR2	0.3335
UNC45A	-0.21
C6orf72	0.2765
ZNF683	5.104
GIT2	0.35675
CASK	1.22083333333333
C14orf161	0.969833333333333
LRRC44	0.44525
TIFA	1.05975
UTP11L	0.846375
C6orf65	-0.42025
FDPS	0.4405
DUSP9	-1.4841
SLC17A8	0.0876666666666667
OR51G1	0.385333333333333
NANS	0.05075
OLFML1	1.78825
ATP10B	-1.0435
NPAS3	-1.364
PRKCA	-1.8334
GGA2	-0.3794375
LCE4A	0.635
SPANXN3	-0.04075
CCDC115	1.056625
SDCCAG3	-0.4185
GLIPR1L1	-0.166
TTC1	-0.2285
C17orf76	-0.97525
MAD2L2	-1.60425
HIPK1	-0.1435
LRRC3B	-0.221666666666667
CLN3	-0.8115
C17orf47	-0.0765
FMN2	-3.56
TUBB1	-1.227875
WAPAL	0.660333333333333
C3orf21	-0.14725
SCN5A	-0.5487
SMYD1	1.7305
BEX5	-1.1635
ZNF192	-0.282
SEC22A	0.4915
GRIA2	0.0462142857142857
KIAA0825	-1.94425
NUSAP1	-0.970909090909091
LANCL1	-0.41975
C15orf40	-0.5469
ZNF645	0.480125
GPR61	0.0435
NLRP14	0.342
SNX21	-0.0409
C1QTNF8	0.132
C17orf46	0.67175
IFNA8	0.755
SPRR1B	0.200833333333333
FLRT1	-1.107
SNX17	-0.6855
ASB2	0.687
HBG1	-5.0555
RPRML	0.38125
JOSD2	0.7305
PLSCR3	0.8535
SPOCD1	-0.562666666666667
RAB39	0.0955
GHRH	-0.502333333333333
ITIH5L	0.15825
C17orf37	0.0615
SMCR8	0.6555
DPY19L2P3	-1.14916666666667
IL11RA	-0.4425
GDF3	-3.27216666666667
RPS6KB1	-1.69091666666667
DNAJC19	0.0514
TOP1	0.21125
CRCT1	1.47275
MPST	0.35025
DPM2	0.061375
FAM38B	-2.74583333333333
SLC18A1	-2.4765
FARP1	0.156166666666667
PAX7	0.3885
TUBD1	-1.372
GNL3	0.11775
BTG2	0.0442
NDUFS6	-0.621
C1orf79	0.8975
ERAL1	-0.443
ECHS1	0.82
VPS4A	0.0961666666666667
CYP11A1	-0.802
ABCC6	-2.72364285714286
PBX4	-1.195
MOSC1	-1.813
NCF4	1.479
HYMAI	0.7835
NAGPA	0.227875
OTOP2	0.58275
ACOT12	-0.1905
MTHFD2L	-0.436625
LOC441376	6.31075
C19orf34	0.035
RAB1B	-1.00275
ALDOAP2	-1.082
NTRK1	-1.2125
ARTS-1	0.5478
SLC6A11	0.3215
NAP1L2	-2.522
CNGB1	-0.0318333333333333
EPB41L4B	0.9875
FAM134B	-0.716875
HS3ST3A1	-0.966333333333333
CPXM2	3.95075
SIRPB2	0.3695
CHORDC1	-0.111333333333333
TRIB3	-2.19683333333333
SLC2A5	1.14275
C2orf49	-0.037
DDX5	0.10425
OR5L1	1.009
ANAPC4	0.0231666666666667
ZSWIM1	0.623
LOC93622	-0.001625
KCNK3	-0.8203
RP11-35N6.1	-1.642
ZFP161	0.320833333333333
AQP9	5.06625
SLC15A2	-0.272
MREG	-0.671333333333333
OR9I1	0.45
PDLIM2	0.89525
ADAM7	0.273
GSTCD	-0.2325
WDR21A	1.532125
SLC12A8	2.24866666666667
TMEM174	0.49475
IGSF3	0.786166666666667
LRRN1	1.589
LOC402117	-0.30825
SRPK1	0.0565
LY6K	-2.28375
NFIA	-0.5465
PTCD3	0.155125
LEP	0.3825
PCDH21	-0.804166666666667
MAPKAPK2	0.838285714285714
NMNAT1	-0.276833333333333
LHFPL2	1.53725
C9orf43	0.79375
DIP2A	-0.502833333333333
ACTR8	-0.16175
CCDC34	-0.533
PTPN22	0.11725
ITGA3	-2.27325
FAM129C	0.68825
RABGGTA	0.3515
UNC45B	0.7475
KIAA1033	0.585375
ZNF510	-0.0896666666666667
CYP2D6	-0.44
SLC26A10	-1.9175
STX8	-0.06325
LUZP1	0.290125
WDR89	0.391833333333333
EIF4G3	-0.1508
C5AR1	1.766375
ZNF623	0.8865
A2M	0.2885
TGM7	0.834
GRPEL1	0.380833333333333
LMNB2	-0.3846
ROCK2	0.0875
SNX16	0.96475
CCDC66	-0.13075
ANXA3	1.51875
KIAA1609	2.752
EED	-0.87425
RNF32	-1.56366666666667
HES1	0.7525
CLC	0.9
ISL1	-0.801166666666667
KIAA0528	-0.1375
MANEA	0.083875
C1orf61	-1.722
hCG_2001000	0.26975
RAPGEF6	-0.6643
KIAA0020	1.57083333333333
NEIL1	-1.7485
C16orf45	-2.79925
RBM10	-0.337166666666667
C10orf125	-1.337875
MRS2L	0.17725
DNAH17	-1.3145
C19orf10	-0.704
C1orf160	0.68475
SLFN12	0.9795
EXOC3	-0.632166666666667
HIST3H3	0.6605
NCOR2	0.595333333333333
TNFRSF9	2.9095
MFSD8	-0.15475
ALX1	-3.69016666666667
NOL1	-0.24525
PODN	2.34825
TIAL1	0.01475
HIST1H1E	-0.0685
NPY6R	0.909
TM4SF4	2.2385
CORO2A	-0.21625
ETNK2	-2.23733333333333
APOE	1.4463
ANGPT4	0.252
HDGF2	-0.8645
G30	0.2085
ST8SIA4	0.51725
F2RL1	-0.88375
FAM19A4	-2.45475
CCAR1	0.01625
B3GNT7	0.193
OPHN1	-0.0472
DSCR6	-2.211
C21orf13	-0.820666666666667
GAS2L1	0.154916666666667
RFX3	0.997
COPS4	-0.357375
BCHE	-5.17033333333333
BCL2	-0.456125
HBZ	-3.01083333333333
ARL13B	1.024375
MAPBPIP	1.494125
MYO15B	-0.9555
SPZ1	0.56025
KIAA1324	-1.48866666666667
PLCL2	-0.07875
C4orf29	-0.57525
WDFY2	-0.468375
ZNF284	-1.6335
NAALADL1	0.285
DUSP5	-0.0635
PXDN	0.762125
SLMO1	1.1315
TNXB	0.3179
BIRC7	-1.48775
A4GALT	0.229
TIMM22	0.05925
FAM110C	-0.927
TOMM34	0.217125
ABHD9	0.8875
ADAM32	2.4805
CRHBP	-0.63275
AQP2	0.47575
LOC130355	0.91075
ZNF187	-0.481833333333333
ZNF816A	0.03
F7	-0.56725
CNOT1	-0.3383
SLC13A4	-1.13375
ZBTB11	0.157
B3GALT5	0.642
EXOC2	0.0015
IRS1	-0.6741
TMEM1	0.376
MRPL34	-0.301333333333333
SAMM50	-0.6605
CDC42EP3	0.657375
HSF2	-0.4426
MFN2	0.10275
TSPAN7	-2.37283333333333
NUCB1	0.883583333333333
RHOH	-1.167
ARL16	-0.0225
TACR1	-0.00600000000000001
SFRS5	-1.1765
SNX25	-1.05875
RHBDF1	0.587666666666667
PCDH18	1.09383333333333
HMG1L1	0.68475
MYO5C	-0.217625
MAPK10	-0.5165
LDHAL6A	0.121666666666667
NUDT12	-2.18733333333333
NCAM1	-0.29925
GLIS2	0.4565
GGTL4	-0.75925
DAPP1	1.89825
ATF7	0.363125
KIAA0748	-0.03775
NFIL3	0.379
TM6SF1	-0.2046
SEZ6	0.176875
NANOS3	-0.134
DNAJA3	0.125833333333333
CLDN6	-3.213
CIITA	3.9718
EPHA4	-0.898166666666667
FANCC	0.40825
CMTM3	0.00487500000000003
PSG3	-0.4055
MRPL15	1.28075
C21orf59	0.285
PLCXD2	0.12775
C2orf34	0.06425
UBE2L6	1.76625
MED14	0.181666666666667
HP1BP3	0.2032
C6orf208	-0.2625
TPBG	-0.3355
OSR2	-0.074
XPC	-0.2825
KLHL7	-0.307833333333333
CCR3	-0.424833333333333
AGTPBP1	-0.034
PCSK6	-2.1376
STAT5A	-0.3627
FAM18B	0.82725
LONRF2	-4.85766666666667
PTPN2	0.815
SF3A3	0.585333333333333
EFCBP2	-0.13275
HCFC1	-0.167
AHNAK	-0.103
ACTR5	0.63575
KIF14	-0.811142857142857
TENC1	-0.32975
HEATR5B	0.6895
YIPF2	-0.00933333333333334
MYEOV2	1.01483333333333
DUSP18	1.32525
KIAA1012	0.06775
AHR	0.0705
C17orf53	-0.760333333333333
PTPRH	-3.622
ATP6V1C1	0.1182
TAS2R3	0.109
LOC440356	-2.2335
COQ10B	0.27425
PSMF1	-0.164416666666667
SORBS2	4.25133333333333
NFE2L2	0.00175
TMCO7	-0.14525
SH3PXD2A	0.4122
SH2D2A	1.43575
SPINK5	-2.86825
MRPS24	-0.58175
OPA3	0.4345
TRAF7	0.146333333333333
C4orf35	0.145833333333333
MT1G	-0.610625
MGC39545	-0.0376666666666667
HS1BP3	0.4881
OR2B2	0.5155
CHRM4	0.187
SFRP2	2.46666666666667
RIC3	-0.082
ART1	-0.3115
C6orf1	-0.05775
DUS4L	-0.909
C10orf104	0.582
TNFAIP6	2.9735
RTEL1	-0.30125
CCT4	-0.6447
ZNF709	-0.2985
CHMP6	-0.208833333333333
UPP2	0.43875
CYP19A1	-2.463
CD151	-0.238
NDUFA13	-0.563833333333333
ARFRP1	-0.243333333333333
FAM26B	1.821
CRYBA1	-1.4295
MRPL41	-0.0305
NPFFR2	-1.85175
HRH2	0.155
SCAMP3	0.887833333333333
MTMR6	0.8186
MTG1	-0.414666666666667
UBTD1	0.94775
CRABP1	2.1505
FLJ33790	0.7187
KIAA1908	-1.40816666666667
GPR158	0.61225
PACSIN3	0.383166666666667
OMD	3.96133333333333
CATSPER1	0.325166666666667
HOXB8	-1.381625
FBXO46	0.926
OAS1	2.30383333333333
SVIL	0.5545
PHB2	-0.16175
ADCY3	0.021
NDRG2	0.258
ERMAP	0.3392
APBA2	-0.069
IGSF9	2.758
WNT6	1.90071428571429
MYCBPAP	-1.53425
ATP2B2	-0.2177
CPVL	-0.4395
TRAM2	-0.87975
NOP5/NOP58	1.046
ZNRF4	0.056
TLK1	0.1055
MTMR12	0.0462142857142857
ZNF384	-0.250666666666667
FAM9B	-3.36
RPN1	1.0802
PMVK	1.3725
EIF3D	-0.1736
SIX2	1.359
HPS1	1.06764285714286
RNF7	0.95975
PSKH2	0.311
KCTD13	0.236666666666667
CSMD3	-0.907
FBF1	0.037
IL8	-3.23475
SERPINB13	0.299916666666667
FBXL20	-0.2475
BLR1	0.71675
SH2B1	-0.509
RFNG	-0.4745
RAB20	0.2185
RBM7	-0.478
POLR1A	0.238666666666667
TMPRSS4	-3.0055
TAF9	-0.79525
TERF2	0.254666666666667
TNFRSF1A	0.597916666666667
ACADVL	-1.0535
GTF2H5	0.592
EDG8	-0.67
C9orf140	-0.71375
UST6	0.32675
ZBTB8OS	-0.14575
ZNF710	1.0175
GPR174	-0.175
ATP6V0A2	1.0475
KIAA0319L	-0.778333333333333
XKRX	-0.74
DOPEY2	0.7184
SDHD	-0.629583333333333
SUMF1	0.85875
OSM	4.15275
OPN3	-0.3055
DAGLB	-0.411
PPFIBP1	0.0582
TRIM63	-4.727
C10orf53	0.473
LYPD3	1.80966666666667
BCL7A	-0.376
AGER	-0.763833333333333
TCF19	-0.0965
SAT2	-0.39125
PFTK1	-0.705166666666667
GABRE	-3.410375
C15orf38	1.1173
FIS1	-0.4385
KCNV2	0.04375
CLPS	2.381
PPCDC	-0.336
FOXN2	1.05533333333333
NT5E	-2.8335
CD83	1.9305
IL18	0.85225
VPS16	0.41425
IGFBP2	-4.12283333333333
NOTCH2	0.5315
SIGLEC1	3.609125
CD93	5.1775
SULF2	-0.751
CEP164	-0.035875
P53AIP1	0.3225
TOR2A	-0.0361666666666667
ZNF136	-0.7355
MGP	1.7144
CCDC144A	0.648166666666667
TRPC1	-0.306666666666667
SMS	-0.319
MAPK7	-0.00483333333333333
RRAGC	1.23525
PARD6A	-1.1945
NUB1	0.939
SYNGR4	0.32
OR11H12	0.317
WIF1	0.192125
GCH1	1.22775
OR11H4	0.686
SLC44A5	-0.5595
GPRIN2	1.80083333333333
LOC401431	-0.47475
CPA4	-2.4573
MELK	0.466
IL15RA	2.455
CUL3	0.106875
HMBOX1	0.294
PODXL	-2.2945
CCT6B	0.394333333333333
COMTD1	0.65
MUC20	-1.16583333333333
GPX2	-3.633875
ITK	0.592375
FBXL5	0.7815
C13orf27	-1.08925
DEFA5	0.544
TRHDE	-0.424
MTP18	-0.177666666666667
UQCRQ	-0.2224
ITGB2	2.38583333333333
CSRP2BP	0.06175
TAS2R44	0.5485
PHPT1	-0.90775
FAM44C	-0.29275
ERH	0.13225
MPHOSPH1	0.115
MORC1	-0.4905
PARVB	-0.28875
LAMA1	-2.131
PGBD3	0.23
GIMAP6	4.36925
AREG	-4.0185
LIPT1	-0.126
MGC99813	-1.28425
C1orf201	1.11933333333333
GRIN2A	-1.0105
MAN2C1	-1.20125
NSUN5	-0.279
SF3B5	0.9245
MYC	1.0236875
NRXN1	-1.01966666666667
ZNF18	-0.0555
SPDYA	-0.521
SLC37A1	1.206
DECR2	-0.677
ANKRD38	0.93975
SPTLC3	-0.871833333333333
SUPT16H	-0.16675
DTWD2	-0.1705
ULBP1	-0.05
ZADH1	-0.7465
OIP5	-0.487
IL10RB	0.0816666666666667
OTUB2	1.402375
VWA3A	-0.0308333333333333
SPIC	1.22916666666667
OR6C4	0.0565
PSCD4	1.848
DPY19L2P2	-0.525
TRAPPC6A	0.411833333333333
C21orf2	-0.929833333333333
CEMP1	0.54375
LIN7B	0.2445
E2F7	-0.682833333333333
VCP	0.3626875
LAMA3	-1.29575
BGN	1.8185
GPR160	-2.16683333333333
COCH	-4.90383333333333
GPR81	1.62783333333333
APOBEC3F	-0.609
tcag7.1017	-0.633
C1orf32	0.6125
SCGB1D2	0.201
FLJ43987	-0.465
C6orf170	0.67
KLK9	0.674
GPD1L	-0.7635
VPS37B	1.2155
ATG3	0.676166666666667
ADAMTS17	-0.1425
KLHDC2	-0.245
NDUFV2	-0.0195
BLK	-1.86975
MATN4	1.184
GPM6A	-0.143375
GBP4	5.17866666666667
TMEM162	0.593833333333333
PKP2	-0.8775
HRASLS	3.49511111111111
MMP1	-0.18625
SFXN3	-0.2454
FSD1	-2.19383333333333
ST6GALNAC3	-1.88883333333333
CA12	-2.6924
NCOA6	0.777
C19orf58	0.4065
PPP4R1	0.6125
MAN1A2	0.750166666666667
IKBKAP	-1.31575
UPF1	0.228166666666667
KIAA1219	0.51575
WNT16	0.234333333333333
SNW1	-0.05625
IL18RAP	4.079
RPP30	0.43025
CDC40	0.680071428571429
SETD3	0.0945
SLAMF6	1.22375
ELK4	0.4155
TRIM47	2.05116666666667
ACOX3	0.523125
TRIM6	-0.337875
KIAA0372	-0.346
TP53AP1	-0.576375
SMURF2	1.4425
ADAD1	0.3475
EBP	-1.1424
KRTAP13-2	0.471
FLJ36874	-0.930333333333333
TOR1A	0.161666666666667
P2RY4	0.949
GPBP1	-0.11825
TRPV1	-0.450125
ADAMTS12	0.4145
PES1	-0.3756
ATG4A	0.965166666666667
MAGEA10	-4.63875
WFS1	-0.22375
CC2D1B	-0.2935
PABPN1	0.036125
SLC25A30	-0.1315
SLCO1C1	0.221666666666667
SLC22A5	-0.1165
KIF23	-0.35
SYN2	-0.971
ASPN	8.566
CENTG2	0.46075
QSOX2	-1.0873
FLJ10815	0.7105
STK24	-0.6128125
SPEG	2.0039
STK10	0.633666666666667
DACT2	-0.7825
AAAS	-1.0245
SSX3	-1.7435
ABCD3	-0.1645
C4orf12	-1.109125
PARVG	1.687
FIG4	0.58725
C9orf46	0.738
TMCO6	-0.1705
IGHMBP2	-0.96425
DUS2L	0.5365
FAM3C	-0.0871875
TMEM16D	-2.614625
DCTN4	-0.313
KCNH3	-0.399
EIF2AK2	1.27625
AP1S3	1.484125
CST4	0.569
PAM	1.0870625
NUTF2	0.63025
CITED2	-0.1407
SLC39A4	0.34825
C2orf52	-0.315
GRM3	0.3435
C12orf49	1.225875
CCDC49	-0.0124
GRAMD1B	-1.194625
FNDC4	-0.33975
SIAH2	0.266125
GDPD4	0.1995
C21orf87	0.769
ATP5A1	-0.3325
C16orf63	-0.663375
LOC388135	-1.12783333333333
ATP5J2	-0.223
MMP3	-0.5705
EMID2	-0.4075
CRHR1	1.1995
WDR70	-0.514
C13orf31	2.38525
ZFAND1	0.00675
CCL18	4.3225
C3orf49	0.0105
RINT1	-1.691
KIAA0408	-1.6425
F13A1	2.9716
SLC10A1	0.114
OGN	3.30275
GIPC2	-1.68283333333333
XPO6	-0.378333333333333
LCE1A	0.7215
FMR1	1.2336
LOC374920	-0.43325
DUSP3	0.013875
ANKMY1	0.29875
C7orf50	-0.2375
BBS9	0.2634
UNC119B	-0.512375
C9orf72	0.63375
MGC35440	-0.222
ENTPD6	-0.090875
PPP1R2P9	1.22025
ERCC4	0.4125
FAHD2B	-0.343
HMHA1	-0.3105
HACL1	-0.20375
RAD23A	-0.414833333333333
FAM83B	0.379
PPP5C	-0.702333333333333
RNASEH2C	-1.36025
C9orf153	-0.437
SCAMP4	0.0385
GHITM	0.3815
NDUFB7	0.011125
ADCYAP1	1.618
SP110	2.3115
MAP3K7IP2	0.87025
DHH	-0.112
AGRN	-0.241785714285714
WDR33	0.2345
CEP290	-0.307
PRPS1L1	-0.5375
KLRA1	-0.6445
GPR97	-0.0755
CHD7	0.0373333333333333
TLR10	1.71875
SLC30A8	-1.537
HIC1	0.936333333333333
IAPP	0.115
RXFP4	0.59825
GP1BB	0.38925
SHQ1	0.083
NKX2-3	0.603666666666667
API5	0.23325
FTHP1	0.0845
MOV10L1	0.077
TRIM6-TRIM34	2.52033333333333
ADHFE1	1.086
FAM117A	-0.896
DDI1	0.514666666666667
CDON	-1.42616666666667
TRIM73	-0.7465
IGKC	5.0525
MMP14	0.626166666666667
DYNC1LI1	0.422125
C11orf66	-0.2855
TRBV3-1	-0.605
FASTKD5	0.34375
BIVM	-2.0425
LHX4	0.08925
CXCL2	-0.5409
RAB2B	-0.235166666666667
IZUMO1	-0.25425
MAP3K15	-2.214125
FAM19A2	0.6015
ZC3H8	0.00383333333333334
ZMAT1	1.1125
SPINK5L3	-3.64525
SLC10A6	0.854
APPL2	-0.43925
CARD10	-1.36333333333333
LOC402176	-0.16625
EEF1D	0.2941
RAB6A	0.3984
C12orf5	-0.1385
PAPOLG	0.67675
MSRB2	-0.1065
BCR	0.181722222222222
PUS3	0.11925
TIAM2	2.8615
ZNF317	-0.0271666666666667
CHD2	-0.0762142857142857
FZD5	-1.51290909090909
NUDT8	-0.85075
ZNF763	-0.446
PRC1	-0.404888888888889
ABCB9	0.4825
SPATA3	0.3915
TRAK2	0.08025
STAB1	3.08025
LRRTM2	0.353166666666667
psiTPTE22	0.47975
DBI	1.7495
SERPINA11	-3.54225
NAT5	0.678
C20orf58	-2.63
RPS6KA4	1.369
FLJ90650	-0.88225
TGFBRAP1	0.0375
CHRDL2	1.227
FAHD2A	-0.410166666666667
CNTN1	0.62125
BBS4	-1.1006
TMEM181	0.424
MINPP1	-0.16425
MPHOSPH6	0.343666666666667
HOXC10	-1.866
ITPKB	0.54025
CLPTM1L	-0.461625
MEOX2	-0.315
ATP6V0C	0.547625
PRPF8	-0.503333333333333
TMC5	-1.055
FKBP3	-0.555
PLEKHB2	0.455125
OR4D6	-0.0425
ZNF544	-0.1265
D2HGDH	-0.354625
RPL18A	-0.0422
HEL308	-0.145375
MPP6	-1.144
TCERG1	-0.9915
KRT16	4.64066666666667
KLF17	-0.64575
KLF5	1.7515
CDR1	2.226625
VCX3A	-5.5095
FBLN2	1.450625
C14orf104	0.4785
HBE1	-4.5957
OR4S2	0.815
C1orf108	-0.3975
ROBO4	3.587
CPEB4	-0.246625
C11orf80	-0.541166666666667
BCKDHA	0.224833333333333
MYOC	-0.1
GIF	0.198
CKMT1A	1.7505
RPL3	-0.3486
THBS1	2.19225
APOO	-0.178
ARMCX1	-0.57475
HSZFP36	0.074
SNAPC5	-0.0705
EIF4ENIF1	0.3985
ZNF433	-0.947
TNFRSF21	0.27575
TMPRSS7	-0.396
SPATA18	0.03
HPDL	1.902
MKL2	0.4364
TBX3	0.00292307692307694
C21orf93	0.474
DAXX	0.713
ELMO1	0.194875
RGS13	0.582666666666667
TAF11	-0.14575
UNC13A	-1.98775
LOC653314	-0.5027
ORC3L	-0.193
IMAA	-1.496
TARBP2	-1.06
CABIN1	-0.705
TRIOBP	0.0838125
HIST1H2AC	1.3265
RGS22	-3.60283333333333
NCOA1	0.133166666666667
IL25	0.644
SNCG	-0.928
GPR6	0.891
AMDHD1	-2.12666666666667
CHEK2	-0.270875
C6orf142	0.65075
DRD4	0.43825
C14orf68	-0.71975
GDF11	-2.57
SEMG2	-0.047
CD247	0.38525
CDAN1	-0.1295
RBMX2	0.437
TGS1	0.129
OIT3	1.38275
SYF2	0.0525
MCM4	-0.7155
PKHD1L1	0.532375
CEP192	-0.185666666666667
IFT88	0.3255
RPL9	-0.691714285714286
RAB32	0.66775
DDX43	1.674
P2RX2	0.189333333333333
OR5D18	0.3985
UBE1	-0.516166666666667
SLC24A1	-0.487125
ARHGAP5	0.2395
CETP	-0.41525
KIAA1731	-0.594833333333333
SLC9A4	0.2855
PTPN6	1.35025
BAHD1	-0.14425
GRIK3	0.4975
CACNB2	-0.825
PDE10A	-0.244
DGCR14	-0.05175
PCDHB9	0.633833333333333
RHOQ	0.731833333333333
MAP3K4	0.51325
KTI12	0.0185
RPL23AP13	-2.44975
GNG11	-0.997
CLCN3	0.684333333333333
GPAM	-0.397375
VSTM2A	-0.5575
SLAMF7	4.6905
INTS2	-0.9835
PPP2CA	-0.1662
LRP12	0.444733333333333
SEC14L2	0.686777777777778
DKFZP586H2123	0.863
MC3R	0.499
CIRH1A	0.115833333333333
HIST1H2AB	0.569666666666667
POLH	-0.677
MGC16703	-2.07133333333333
SNAPC2	-0.4335
FILIP1L	0.66375
RASGRP4	0.4245
LRRC1	0.285
GAS1	1.09325
PRAC	-0.81975
DGKA	-0.448833333333333
NT5C3	-0.286
PEG3	2.95766666666667
NADK	0.0795
PRR17	-0.3525
LOC374569	0.86075
SGSH	-0.000833333333333335
NLRP8	0.178
GALT	-0.1267
MCF2	-0.556
ZNF263	0.69
TACSTD1	1.71283333333333
TYR	-6.4222
ATP6AP2	-0.6005
RNUXA	0.0855
ABHD10	0.00820000000000001
GDPD2	-1.126
SLC35C1	1.02325
UBE2A	0.883125
HERC5	1.38766666666667
FAM112B	-4.0485
FBXL16	-3.0925
DKFZP434A0131	-0.69275
ELA3A	-2.7725
RBM41	-0.319875
HAO2	0.129
RNH1	0.5315
SHANK2	-0.124666666666667
OSBP2	-2.22375
DAK	-1.42233333333333
C3orf58	0.90425
TCL1B	-1.2265
KBTBD2	-0.39625
SUGT1L1	-0.45875
UBE2E2	1.3345
MYL9	1.931125
CDC23	-0.6195
PBXIP1	1.4773
CXorf40B	1.193
NBL1	0.80225
RTBDN	0.0755
RAB11FIP5	-0.61
TTTY13	-0.7525
SCOTIN	-0.187166666666667
SOHLH1	-0.665166666666667
CDKN1A	0.0551428571428571
NCK1	1.3115
ZNF550	-0.4035
SAPS3	0.14775
SPIN3	0.433166666666667
MAGEE2	-0.3795
MIS12	-0.582833333333333
OR8H2	0.457
KIAA0774	-1.405
UNC5D	-2.1465
CUL7	-0.934666666666667
LIPC	-3.04516666666667
DIO1	-2.43375
C20orf11	0.1373
CTRL	0.1155
HS3ST2	1.59225
PAK4	0.308333333333333
CCRL1	4.90325
RNF10	0.52025
ZNF567	-0.1155
ZNF660	-1.0505
TCEAL3	-0.66125
MAGOH	0.921666666666667
CENPB	0.632833333333333
C19orf7	0.76775
LOC388965	0.14375
ZCCHC13	0.704
JMJD1A	-0.9902
HIST1H4H	0.5025
TBRG1	-0.9092
GPC3	-5.7345
TAF1C	0.113125
EBNA1BP2	0.162333333333333
CIAPIN1	-0.4225
PDGFRA	-0.354111111111111
CSTB	1.261125
CENPI	0.701166666666667
GTF2E2	0.749833333333333
RPP21	0.39975
CCNF	0.0103333333333333
KCNQ3	1.0865
FAM79A	1.306
SLC22A12	0.258
NOVA1	-1.59066666666667
FZD3	-0.9311
AKAP8	0.44625
SOCS5	0.586125
CFDP1	-0.37475
DLG5	-0.09175
PGM5	0.17925
C1orf144	0.58675
HDAC10	-1.2915
RND2	-1.5305
C20orf199	-0.505
RNMT	0.080875
SLURP1	1.75825
ASTN1	-0.649875
SH3BGR	0.5535
MYCL1	-0.075
ZHX1	-0.126833333333333
CENPK	-1.96525
FOSB	1.2229
LOC643406	0.313875
C2orf59	-0.341125
TMEM135	-1.42075
SLC27A2	-3.30675
KRT33A	1.5725
OVOL1	1.306875
PAMCI	0.923166666666667
S100A7	2.9345
ZNF789	-1.3685
HARS2	-0.08775
RPL23A	-0.971833333333333
TCF23	0.78725
UPF3B	0.571875
C17orf78	-0.212
HLA-DOB	1.63116666666667
C14orf142	0.1865
TEKT5	0.633833333333333
DMWD	0.127
POLD1	-0.900666666666667
GSCL	0.229
CALD1	0.6245
SCRT1	0.198666666666667
AIG1	-0.27975
UNC84B	-0.356
ZNF404	-0.73875
TMED6	-3.0745
KIAA1462	0.2445
LRRC27	0.815166666666667
PYGO1	-0.8725
PIGU	-0.448
ALAS2	-3.84233333333333
