Hybridization REF	TCGA-AO-A12F-01A-11R-A115-07
SNX16	1.177
CCDC66	0.8085
ANXA3	0.35825
KIAA1609	0.917625
EED	-1.6305
RNF32	-0.129166666666667
HES1	0.2442
CLC	0.110166666666667
ISL1	1.49316666666667
KIAA0528	1.178875
MANEA	1.101875
C1orf61	-2.34
hCG_2001000	1.81825
RAPGEF6	-0.8642
KIAA0020	0.954
NEIL1	0.3805
C16orf45	-0.916625
RBM10	0.5315
C10orf125	-1.974375
MRS2L	0.1745
DNAH17	-0.322625
C19orf10	-0.07625
C1orf160	0.294
SLFN12	0.1025
EXOC3	-0.303333333333333
HIST3H3	1.343
NCOR2	0.7985
TNFRSF9	-1.3765
MFSD8	-0.85825
ALX1	-3.43983333333333
NOL1	0.68075
PODN	2.2295
TIAL1	-1.983
HIST1H1E	0.35575
NPY6R	0.548
TM4SF4	-0.53075
CORO2A	-1.69675
ETNK2	-1.34333333333333
APOE	0.3008
ANGPT4	0.286
HDGF2	-0.30925
G30	0.432
ST8SIA4	0.643
F2RL1	-0.399375
FAM19A4	-2.53425
CCAR1	-0.6645
B3GNT7	0.50925
OPHN1	0.9831
DSCR6	0.322
C21orf13	-0.731
GAS2L1	0.336333333333333
RFX3	1.45183333333333
COPS4	-1.072
BCHE	-3.9445
BCL2	-0.900625
HBZ	-2.07616666666667
ARL13B	0.457875
MAPBPIP	1.12275
MYO15B	0.460375
SPZ1	1.1365
KIAA1324	3.48055555555556
PLCL2	2.426625
C4orf29	-1.32175
WDFY2	-0.831625
ZNF284	0.07
NAALADL1	-0.324
DUSP5	-1.11216666666667
PXDN	2.375
SLMO1	0.5975
TNXB	0.9027
BIRC7	-0.86725
A4GALT	0.447166666666667
TIMM22	0.436
FAM110C	-1.24525
TOMM34	-0.075875
ABHD9	0.974
ADAM32	1.9905
CRHBP	-0.7405
AQP2	0.778
LOC130355	0.69425
ZNF187	-0.648
ZNF816A	0.28
F7	-0.60375
CNOT1	-0.1926
SLC13A4	-1.31925
ZBTB11	-0.7455
B3GALT5	-0.38825
EXOC2	-0.0635
IRS1	-0.3756
TMEM1	-0.264166666666667
MRPL34	-0.692
SAMM50	-0.70775
CDC42EP3	0.548875
HSF2	0.00279999999999998
MFN2	-0.5935
TSPAN7	-1.62616666666667
NUCB1	1.1115
RHOH	-3.084
ARL16	-0.3565
TACR1	0.078
SFRS5	-0.563333333333333
SNX25	-0.70725
RHBDF1	1.26783333333333
PCDH18	1.40916666666667
HMG1L1	2.20875
MYO5C	-0.3295
MAPK10	0.935
LDHAL6A	0.3215
NUDT12	-3.02333333333333
NCAM1	-0.211375
GLIS2	0.518
GGTL4	0.219
DAPP1	-2.01025
ATF7	0.40675
KIAA0748	-2.223
NFIL3	-0.26825
TM6SF1	0.2149
SEZ6	0.27825
NANOS3	1.41966666666667
DNAJA3	0.0383333333333333
CLDN6	-2.933
CIITA	1.133
EPHA4	0.734416666666667
FANCC	0.78875
CMTM3	-0.508
PSG3	-0.66725
MRPL15	0.2705
C21orf59	0.67525
PLCXD2	0.27675
C2orf34	0.49125
UBE2L6	0.21925
MED14	-0.374333333333333
HP1BP3	-0.2948
C6orf208	-0.2495
TPBG	-0.676
OSR2	2.79175
XPC	-0.447166666666667
KLHL7	-0.532666666666667
CCR3	-0.192
AGTPBP1	-0.4535
PCSK6	-2.413
STAT5A	-0.0339
FAM18B	-0.49225
LONRF2	-2.944
PTPN2	-0.338875
SF3A3	0.120166666666667
EFCBP2	-0.52425
HCFC1	-1.17016666666667
AHNAK	-1.1801
ACTR5	0.02025
KIF14	0.948
TENC1	0.44075
HEATR5B	0.873
YIPF2	0.562
MYEOV2	0.544333333333333
DUSP18	1.0955
KIAA1012	-0.071
AHR	-1.58
C17orf53	-0.2935
PTPRH	-3.04925
ATP6V1C1	-0.1834
TAS2R3	-0.3135
LOC440356	0.322
COQ10B	0.168
PSMF1	-0.378333333333333
SORBS2	2.35416666666667
NFE2L2	-0.22775
TMCO7	-0.43475
SH3PXD2A	-0.2624
SH2D2A	-0.1585
SPINK5	-4.30075
MRPS24	-0.5345
OPA3	1.06575
TRAF7	0.0218333333333333
C4orf35	0.342
MT1G	-0.037875
MGC39545	0.276
HS1BP3	0.1389
OR2B2	0.306
CHRM4	-0.2075
SFRP2	1.05616666666667
RIC3	-1.5085
ART1	-0.385
C6orf1	0.08725
DUS4L	-0.292
C10orf104	-0.124
TNFAIP6	2.58575
RTEL1	-1.10075
CCT4	-0.4089
ZNF709	0.05025
CHMP6	0.0636666666666667
UPP2	-0.04
CYP19A1	-2.273
CD151	-0.5575
NDUFA13	-0.374833333333333
ARFRP1	-1.20116666666667
FAM26B	0.3215
CRYBA1	-1.198
MRPL41	0.0965
NPFFR2	-2.155125
HRH2	0.2055
SCAMP3	-0.179333333333333
MTMR6	0.5512
MTG1	-1.49316666666667
UBTD1	0.799
CRABP1	3.479
FLJ33790	-1.2353
KIAA1908	-0.988333333333333
GPR158	-0.97325
PACSIN3	0.679333333333333
OMD	0.259833333333333
CATSPER1	-0.876
HOXB8	-1.236875
FBXO46	1.427
OAS1	-1.1555
SVIL	0.36375
PHB2	0.162
ADCY3	0.3495
NDRG2	3.113
ERMAP	-0.6686
APBA2	1.055
IGSF9	2.748
WNT6	0.317285714285714
MYCBPAP	-0.8165
ATP2B2	0.1086
CPVL	-0.8433
TRAM2	0.397583333333333
NOP5/NOP58	1.59725
ZNRF4	0.07225
TLK1	0.503
MTMR12	1.05071428571429
ZNF384	0.461
FAM9B	-2.98625
RPN1	1.0521
PMVK	1.04275
EIF3D	0.3884
SIX2	-0.90575
HPS1	0.5065
RNF7	-0.2335
PSKH2	0.3875
KCTD13	0.201166666666667
CSMD3	-0.7577
FBF1	-0.406
IL8	-4.1095
SERPINB13	0.53625
FBXL20	0.51875
BLR1	0.16525
SH2B1	-0.224333333333333
RFNG	-0.284875
RAB20	-0.156833333333333
RBM7	-1.52125
POLR1A	-0.0373333333333333
TMPRSS4	0.40925
TAF9	-1.66275
TERF2	0.0883333333333333
TNFRSF1A	0.796166666666667
ACADVL	-0.248666666666667
GTF2H5	0.9835
EDG8	-0.7665
C9orf140	0.671625
UST6	-0.27675
ZBTB8OS	-0.5845
ZNF710	-0.009
GPR174	-1.675
ATP6V0A2	0.137
KIAA0319L	-0.0355
XKRX	-0.302
DOPEY2	0.6462
SDHD	-1.28333333333333
SUMF1	1.40175
OSM	2.82925
OPN3	-0.3655
DAGLB	-0.689
PPFIBP1	1.3559
TRIM63	-3.31075
C10orf53	0.037
LYPD3	-0.320833333333333
BCL7A	0.507625
AGER	-0.452
TCF19	-1.419875
SAT2	-0.245
PFTK1	-0.5505
GABRE	-2.991625
C15orf38	0.3828
FIS1	-0.1375
KCNV2	0.272
CLPS	0.22025
PPCDC	-0.869625
FOXN2	2.72533333333333
NT5E	-2.5852
CD83	-0.35275
IL18	-1.54875
VPS16	-0.87625
IGFBP2	1.011
NOTCH2	-0.0025
SIGLEC1	1.388125
CD93	5.644
SULF2	-0.673
CEP164	-0.096125
P53AIP1	-0.213833333333333
TOR2A	-0.138333333333333
ZNF136	-0.2495
MGP	4.2666
CCDC144A	1.9655
TRPC1	-2.07416666666667
SMS	-0.189833333333333
MAPK7	0.108333333333333
RRAGC	0.481
PARD6A	0.0801666666666667
NUB1	0.157833333333333
SYNGR4	0.8275
OR11H12	0.3805
WIF1	1.118375
GCH1	-0.51675
OR11H4	0.3895
SLC44A5	-0.8695
GPRIN2	2.339
LOC401431	0.65675
CPA4	-2.5946
MELK	-0.633222222222222
IL15RA	0.16725
CUL3	0.064
HMBOX1	0.40425
PODXL	-1.39925
CCT6B	0.885
COMTD1	-1.187
MUC20	-1.91083333333333
GPX2	-2.447125
ITK	-2.20925
FBXL5	-0.3835
C13orf27	-1.74575
DEFA5	0.9785
TRHDE	-0.1685
MTP18	0.0815
UQCRQ	-0.769
ITGB2	0.296
CSRP2BP	-1.0205
TAS2R44	1.197
PHPT1	-0.44875
FAM44C	-0.5835
ERH	0.53025
MPHOSPH1	-1.3805
MORC1	-0.944
PARVB	-0.2125
LAMA1	0.57725
PGBD3	1.0835
GIMAP6	3.53975
AREG	-1.38683333333333
LIPT1	-0.351
MGC99813	1.0955
C1orf201	-0.0326666666666666
GRIN2A	-1.0966
MAN2C1	-1.027875
NSUN5	-0.5095
SF3B5	0.762
MYC	-0.0910625
NRXN1	-0.219916666666667
ZNF18	0.18575
SPDYA	-0.177875
SLC37A1	0.1205
DECR2	0.6615
ANKRD38	-0.533875
SPTLC3	-1.34141666666667
SUPT16H	-0.13175
DTWD2	-1.3905
ULBP1	-0.1475
ZADH1	-1.03566666666667
OIP5	-1.8715
IL10RB	-0.856166666666667
OTUB2	0.14325
VWA3A	0.069
SPIC	0.5045
OR6C4	0.1375
PSCD4	0.066
DPY19L2P2	-0.673
TRAPPC6A	1.28633333333333
C21orf2	0.133
CEMP1	1.578
LIN7B	0.726
E2F7	-1.3445
VCP	-0.4773125
LAMA3	-0.276083333333333
BGN	1.638
GPR160	-2.53566666666667
COCH	0.652166666666667
GPR81	1.34516666666667
APOBEC3F	-1.03725
tcag7.1017	0.222
C1orf32	0.478
SCGB1D2	-0.1175
FLJ43987	-0.407
C6orf170	0.22925
KLK9	1.103
GPD1L	1.113875
VPS37B	0.09875
ATG3	-1.0915
ADAMTS17	-0.3255
KLHDC2	-1.7275
NDUFV2	-0.60175
BLK	-2.42925
MATN4	-0.469
GPM6A	-0.822375
GBP4	1.72133333333333
TMEM162	0.4985
PKP2	1.202
HRASLS	2.02277777777778
MMP1	-0.74475
SFXN3	-0.5587
FSD1	-1.6545
ST6GALNAC3	-0.796333333333333
CA12	-1.5762
NCOA6	0.9195
C19orf58	-0.0429
PPP4R1	-0.865666666666667
MAN1A2	0.793166666666667
IKBKAP	-1.97825
UPF1	0.0896666666666667
KIAA1219	0.32725
WNT16	0.0225
SNW1	-0.563375
IL18RAP	1.741
RPP30	-0.624375
CDC40	0.441857142857143
SETD3	0.288
SLAMF6	-0.57425
ELK4	0.2535
TRIM47	0.291833333333333
ACOX3	0.67925
TRIM6	-1.780375
KIAA0372	-1.03066666666667
TP53AP1	-0.10375
SMURF2	-0.32875
ADAD1	0.2055
EBP	0.2911
KRTAP13-2	-0.071
FLJ36874	-0.625166666666667
TOR1A	-0.579833333333333
P2RY4	0.9625
GPBP1	-1.174
TRPV1	0.5905
ADAMTS12	0.1025
PES1	-0.0531
ATG4A	0.0166666666666667
MAGEA10	-4.03425
WFS1	0.64225
CC2D1B	-0.187666666666667
PABPN1	0.5535
SLC25A30	-0.399
SLCO1C1	-0.124333333333333
SLC22A5	-1.2015
KIF23	-1.3715
SYN2	-0.469166666666667
ASPN	6.70716666666667
CENTG2	-0.22625
QSOX2	-0.6486
FLJ10815	0.618666666666667
STK24	-1.1160625
SPEG	1.8079
STK10	-0.658666666666667
DACT2	-1.032
AAAS	-0.823
SSX3	-1.36025
ABCD3	-1.621
C4orf12	-1.385
PARVG	-0.13
FIG4	-0.174
C9orf46	0.18825
TMCO6	-0.911
IGHMBP2	0.6055
DUS2L	-0.319
FAM3C	-0.842
TMEM16D	0.036375
DCTN4	-0.6975
KCNH3	-0.27275
EIF2AK2	2.0075
AP1S3	0.903
CST4	0.1135
PAM	-0.6083125
NUTF2	1.26925
CITED2	-0.3053
SLC39A4	-0.886
C2orf52	-1.3125
GRM3	0.0505
C12orf49	0.569875
CCDC49	-0.3752
GRAMD1B	-1.06475
FNDC4	1.6125
SIAH2	-1.54025
GDPD4	0.07625
C21orf87	0.416375
ATP5A1	-1.007
C16orf63	-0.295625
LOC388135	-0.976333333333333
ATP5J2	0.234125
MMP3	0.67325
EMID2	-0.30525
CRHR1	1.3995
WDR70	0.437
C13orf31	1.3595
ZFAND1	-0.01825
CCL18	5.55066666666667
C3orf49	0.2245
RINT1	-0.51
KIAA0408	-2.14833333333333
F13A1	3.5909
SLC10A1	0.796833333333333
OGN	-2.725
GIPC2	-1.21916666666667
XPO6	-0.699166666666667
LCE1A	1.2035
FMR1	0.8915
LOC374920	1.24925
DUSP3	-0.02275
ANKMY1	-0.90775
C7orf50	-0.187
BBS9	-1.3032
UNC119B	-0.59525
C9orf72	-0.209375
MGC35440	1.692
ENTPD6	0.747625
PPP1R2P9	0.43025
ERCC4	0.36975
FAHD2B	0.077
HMHA1	-2.2505
HACL1	-1.11425
RAD23A	0.472666666666667
FAM83B	2.888
PPP5C	-0.925833333333333
RNASEH2C	-0.144625
C9orf153	-0.22875
SCAMP4	0.0655
GHITM	-0.5913
NDUFB7	0.38925
ADCYAP1	0.4465
SP110	0.137166666666667
MAP3K7IP2	0.62525
DHH	-0.042
AGRN	-0.374785714285714
WDR33	0.551833333333333
CEP290	0.759333333333333
PRPS1L1	-2.21083333333333
KLRA1	0.857
GPR97	-0.104
CHD7	1.38591666666667
TLR10	-0.247
SLC30A8	-1.253
HIC1	1.2445
IAPP	0.0515
RXFP4	0.59425
GP1BB	1.92475
SHQ1	0.4085
NKX2-3	0.3335
API5	-0.5775
FTHP1	0.1425
MOV10L1	0.0208333333333333
TRIM6-TRIM34	1.664
ADHFE1	-0.959
FAM117A	-0.22425
DDI1	0.430666666666667
CDON	-0.473166666666667
TRIM73	-1.8275
IGKC	1.6575
MMP14	-0.353416666666667
DYNC1LI1	-0.650375
C11orf66	-0.32075
TRBV3-1	-1.398
FASTKD5	-1.05225
BIVM	-1.86125
LHX4	-0.5385
CXCL2	-0.7546
RAB2B	-0.185666666666667
IZUMO1	-0.29575
MAP3K15	-2.2105
FAM19A2	0.779833333333333
ZC3H8	-0.896
ZMAT1	1.933125
SPINK5L3	-2.953
SLC10A6	1.774
APPL2	-0.868625
CARD10	-1.04083333333333
LOC402176	-0.86725
EEF1D	0.9177
RAB6A	0.1823
C12orf5	0.054
PAPOLG	1.182
MSRB2	-1.35275
BCR	1.169
PUS3	-0.04075
TIAM2	3.168
ZNF317	-0.224833333333333
CHD2	-0.173571428571429
FZD5	-1.5965
NUDT8	0.01325
ZNF763	-0.1285
PRC1	-1.167
ABCB9	-0.2035
SPATA3	0.51225
TRAK2	0.42325
STAB1	3.18425
LRRTM2	-0.049
psiTPTE22	1.83075
DBI	-0.6465
SERPINA11	-2.8805
NAT5	-0.84275
C20orf58	-2.233
RPS6KA4	0.604833333333333
FLJ90650	-0.515
TGFBRAP1	0.5575
CHRDL2	3.488625
FAHD2A	-0.08
CNTN1	-0.30875
BBS4	-1.3301
TMEM181	2.316
MINPP1	-1.29475
MPHOSPH6	-0.277666666666667
HOXC10	1.4988
ITPKB	1.2505
CLPTM1L	-0.155125
MEOX2	2.039
ATP6V0C	0.6685
PRPF8	-0.410166666666667
TMC5	0.9145
FKBP3	-1.262
PLEKHB2	-0.508625
OR4D6	0.142
ZNF544	-0.1612
D2HGDH	-0.22275
RPL18A	-0.2755
HEL308	-0.582625
MPP6	-2.095
TCERG1	-0.9915
KRT16	1.55883333333333
KLF17	-1.21225
KLF5	0.844375
CDR1	2.196625
VCX3A	-4.2845
FBLN2	0.976625
C14orf104	-0.184
HBE1	-4.1493
OR4S2	0.2065
C1orf108	0.241833333333333
ROBO4	4.10983333333333
CPEB4	0.501625
C11orf80	-0.208833333333333
BCKDHA	0.0585
MYOC	-0.0565
GIF	0.3085
CKMT1A	0.7975
RPL3	-0.1387
THBS1	2.949875
APOO	-0.98125
ARMCX1	0.80425
HSZFP36	-0.84325
SNAPC5	-0.5025
EIF4ENIF1	0.87875
ZNF433	0.16325
TNFRSF21	0.53275
TMPRSS7	0.5485
SPATA18	1.3541
HPDL	0.831
MKL2	0.821
TBX3	-2.19169230769231
C21orf93	0.490666666666667
DAXX	0.26275
ELMO1	0.761375
RGS13	0.496666666666667
TAF11	-0.8085
UNC13A	-2.280875
LOC653314	0.251
ORC3L	0.97375
IMAA	-1.241
TARBP2	-0.86675
CABIN1	0.7018
TRIOBP	-0.164375
HIST1H2AC	0.746875
RGS22	-3.1935
NCOA1	1.62133333333333
IL25	0.4045
SNCG	0.025
GPR6	0.305
AMDHD1	-2.93116666666667
CHEK2	0.646375
C6orf142	-1.11125
DRD4	0.921
C14orf68	1.02875
GDF11	-1.43525
SEMG2	0.0805
CD247	-2.325
CDAN1	-0.70125
RBMX2	0.0368333333333333
TGS1	-0.03575
OIT3	3.40875
SYF2	-0.64125
MCM4	-0.361625
PKHD1L1	-0.16775
CEP192	-0.4675
IFT88	0.27475
RPL9	-0.0629285714285714
RAB32	-1.54325
DDX43	-3.3455
P2RX2	0.513
OR5D18	0.5485
UBE1	-0.00100000000000002
SLC24A1	-0.381625
ARHGAP5	0.23825
CETP	-0.3885
KIAA1731	0.06
SLC9A4	0.2675
PTPN6	1.11075
BAHD1	0.90925
GRIK3	-0.316
CACNB2	-0.5751
PDE10A	-0.3375
DGCR14	1.06575
PCDHB9	1.11516666666667
RHOQ	1.62116666666667
MAP3K4	0.02725
KTI12	0.0398333333333334
RPL23AP13	0.659
GNG11	0.52225
CLCN3	1.6275
GPAM	-0.403375
VSTM2A	-0.2425
SLAMF7	0.31
INTS2	-0.881
PPP2CA	-1.2086
LRP12	1.27106666666667
SEC14L2	0.112444444444444
DKFZP586H2123	2.177
MC3R	0.297
CIRH1A	-0.9955
HIST1H2AB	1.3895
POLH	-0.7765
MGC16703	-2.1305
SNAPC2	0.0115
FILIP1L	0.6005
RASGRP4	0.5205
LRRC1	2.42575
GAS1	1.814
PRAC	-0.3245
DGKA	-1.265
NT5C3	-0.68325
PEG3	-3.38508333333333
NADK	-1.9595
PRR17	0.62475
LOC374569	0.51625
SGSH	-0.39
NLRP8	-0.247
GALT	-0.7582
MCF2	-1.736
ZNF263	-0.72925
TACSTD1	3.47516666666667
TYR	-5.6007
ATP6AP2	0.05875
RNUXA	-0.6105
ABHD10	-0.2772
GDPD2	-1.3585
SLC35C1	0.73925
UBE2A	0.385875
HERC5	-2.03266666666667
FAM112B	-0.796
FBXL16	1.8165
DKFZP434A0131	0.1055
ELA3A	-2.163
RBM41	-0.362125
HAO2	0.02025
RNH1	-0.871875
SHANK2	2.58
OSBP2	-1.5905
DAK	-0.776333333333333
C3orf58	1.26383333333333
TCL1B	-1.4805
KBTBD2	-0.76625
SUGT1L1	-0.7615
UBE2E2	0.7805
MYL9	2.864375
CDC23	-1.405
PBXIP1	1.6008
CXorf40B	0.2345
NBL1	0.03675
RTBDN	0.577
RAB11FIP5	-0.447
TTTY13	-0.261
SCOTIN	-0.100666666666667
SOHLH1	-0.886166666666667
CDKN1A	-0.535142857142857
NCK1	-0.282
ZNF550	-0.08675
SAPS3	1.91491666666667
SPIN3	1.0905
MAGEE2	0.85975
MIS12	-0.803833333333333
OR8H2	0.399
KIAA0774	-2.038
UNC5D	-2.5375
CUL7	-0.5535
LIPC	-3.3165
DIO1	-3.32525
C20orf11	0.5168
CTRL	0.104
HS3ST2	2.467
PAK4	1.542
CCRL1	4.212
RNF10	0.44
ZNF567	0.66525
ZNF660	1.496
TCEAL3	0.14625
MAGOH	1.938
CENPB	-0.209666666666667
C19orf7	0.942875
LOC388965	0.43825
ZCCHC13	1.4325
JMJD1A	-1.0959
HIST1H4H	1.0905
TBRG1	-0.998
GPC3	-3.05
TAF1C	-0.139875
EBNA1BP2	0.0213333333333333
CIAPIN1	-0.289
PDGFRA	0.449944444444444
CSTB	-0.538
CENPI	-1.33283333333333
GTF2E2	-0.0223333333333333
RPP21	0.3525
CCNF	-0.457166666666667
KCNQ3	1.779
FAM79A	-0.70725
SLC22A12	0.837
NOVA1	-1.18066666666667
FZD3	1.7201
AKAP8	-0.36375
SOCS5	0.93725
CFDP1	-0.06475
DLG5	-0.98425
PGM5	-0.03375
C1orf144	-0.288416666666667
HDAC10	-0.352
RND2	-0.97725
C20orf199	-1.37525
RNMT	-0.27525
SLURP1	0.64375
ASTN1	-0.092875
SH3BGR	0.0415
MYCL1	-1.4665
ZHX1	-0.5145
CENPK	-3.11575
FOSB	1.4752
LOC643406	-0.05425
C2orf59	-1.404375
TMEM135	-0.626375
SLC27A2	-4.1705
KRT33A	-0.307
OVOL1	1.70225
PAMCI	-1.60633333333333
S100A7	-1.5745
ZNF789	0.053
HARS2	-0.948
RPL23A	0.141666666666667
TCF23	0.97825
UPF3B	0.075875
C17orf78	-0.44
HLA-DOB	0.6295
C14orf142	-0.708833333333333
TEKT5	-0.963333333333333
DMWD	0.7775
POLD1	-0.586333333333333
GSCL	0.173
CALD1	2.9406
SCRT1	0.945166666666667
AIG1	0.97675
UNC84B	-0.53025
ZNF404	-1.02275
TMED6	-3.5415
KIAA1462	0.2945
LRRC27	0.717833333333333
PYGO1	0.188
PIGU	-0.508
ALAS2	-3.273
WRNIP1	0.426875
CNNM3	-0.076
ZNF2	0.53625
ST3GAL5	0.7565
MRPL23	-0.47125
TSSK6	-0.44475
PSMA6	-1.398
C16orf70	-0.39075
KIAA1602	0.28825
ALMS1	0.726
DCN	1.3695
TMEM132D	-1.044
SUCLG2	0.19125
ABHD14A	1.14625
DEXI	0.424333333333333
AMPD2	-1.04883333333333
IFNAR2	0.238166666666667
CYB5A	-0.1683
TLOC1	-0.4259
NXF5	-1.15683333333333
NRBF2	-0.137375
KCTD3	-0.22625
ITGAE	-0.811
SLC30A3	-1.098
ZRF1	0.409
IFRD2	0.16025
XAB1	0.04125
PYCR2	-0.295666666666667
SERPINB3	-4.3185
TMLHE	-0.0568
GEFT	-1.418625
ABCA5	-2.968375
EMR4	0.0706666666666667
TSFM	0.48425
HIST3H2BB	0.48975
ARHGEF19	0.41025
TSPAN17	0.379833333333333
ABCC8	-0.39
MAP1S	0.379666666666667
C22orf36	2.7465
BNC2	-0.436071428571428
HIST1H4A	0.50375
NDUFS3	-0.0235
WDR3	-0.254833333333333
XKR4	-0.49975
TTC33	-0.948714285714286
STMN2	4.73875
CPN2	-0.542833333333333
HSPC105	0.70325
PCOLCE2	-1.07225
C3orf55	1.585
KLHDC9	1.41583333333333
TBC1D23	0.385
ATXN2L	-0.461
MAP2K3	0.705416666666667
SCAP	0.29725
ZNF486	0.875833333333333
C20orf96	1.523
NARS	-1.33575
ADAMTSL1	0.331571428571429
PRCC	1.27783333333333
CCDC126	0.0686666666666666
ZNF675	0.24125
CALCOCO1	-0.53825
ANKRD43	-0.879
CWF19L2	-1.092
ZBTB32	0.5495
BRAF	1.02125
ODF4	0.30925
MGC14376	0.762
HORMAD1	2.47433333333333
AAK1	0.059
PEBP1	1.49091666666667
TNFSF5IP1	0.00133333333333333
DKFZp564N2472	0.60475
RMND1	-0.30725
IGKV1-5	2.46625
COL1A2	2.41533333333333
SERPINA5	-3.739375
AANAT	0.4685
C19orf21	-2.24033333333333
GEMIN5	-0.00650000000000003
UBR4	-0.774
LTBP3	0.1015
AMHR2	-2.08916666666667
PROCR	-0.95875
MYBBP1A	0.00475
C20orf39	-0.306833333333333
ZNF697	-1.022375
PASK	-0.8237
ZNF776	1.14116666666667
RFXDC2	0.34375
KIAA0467	0.3495
C10orf96	-2.20875
ZNF503	-0.9205
GULP1	1.12758333333333
KCNE4	0.886
DKFZp434K191	0.631875
LOC196913	0.656
BHLHB4	1.9605
CH25H	1.55825
LOC81691	-2.24466666666667
ALPL	1.1735
COL12A1	2.293375
FOLR3	-2.47916666666667
GPR123	-0.103375
TRIM62	-0.599785714285714
ABLIM1	-0.197
MAST3	-1.06075
RHBDD1	0.415333333333333
LOC338809	-0.08
RYBP	0.79425
TTC26	0.013875
ZNF22	0.936166666666667
ISCA2	-0.48575
RDM1	-1.44375
PIGM	0.83825
GNB3	-1.5705
ACTR2	1.2912
HMGB1	1.2335
EDG1	3.74816666666667
SOAT2	-2.8915
OR10AD1	0.246
RAP1GDS1	0.06875
LCE1F	0.481
ESM1	-0.1105
RCN3	2.0755
CREBL1	-0.1505
DBNL	-1.09
PTGER3	0.621125
USP30	-0.120166666666667
BCL2L12	0.952833333333333
KIF26B	1.413
ZNF416	0.2615
ZNF225	-0.447
C17orf70	0.37575
ZNF554	0.33375
RAE1	-0.488
TNIK	1.03683333333333
ACTN3	1.307
MGC45922	1.8695
CCNA1	-1.37516666666667
RYK	1.32883333333333
IL26	-0.278
LRP3	1.62533333333333
QARS	-0.7535
SOX7	2.17578571428571
BID	1.921125
OR2S2	0.0625
CXCL14	-0.018
C11orf47	-0.5685
MGC29891	0.347
HSPB8	-0.8193
PRDM14	-1.755
NUFIP2	1.05125
MNAT1	-0.451125
ZDHHC2	-1.66508333333333
MBNL2	0.031625
ADD3	-1.695625
CSNK2A1P	-0.42125
KLK6	3.83916666666667
TMEM111	-0.3773
KIAA1279	-0.9935
NUBP2	0.857666666666667
RAB42	-1.546
ID3	-0.7807
TM9SF1	-0.888
MDP-1	-1.50075
POU4F2	-0.10975
IQCK	0.66975
C16orf14	0.518
CAPN3	-1.0385
FAM43B	0.365
RECQL	-0.20775
AP1G1	0.1495
CTNNBL1	-0.228
ECHDC1	0.3995
SMARCC1	1.7136
FOXQ1	-1.503875
GNAI3	-0.688666666666667
POLG2	-1.187
CD4	1.07575
ITLN1	-0.71075
EBI2	3.4165
IRF1	-1.8675
PTPRE	2.0185
PTK2B	-1.00625
NXNL2	-1.351
SOX4	1.02222222222222
TSPAN3	-0.774166666666667
SH2D1A	-4.00183333333333
C8orf58	0.0695
USP20	-1.45825
DUSP22	-1.26283333333333
CALB1	-2.41666666666667
L3MBTL2	0.83975
MCRS1	-0.694
TMEM118	0.500333333333333
C18orf8	0.465666666666667
FLJ10241	-0.643
GJA12	1.32425
PKD1	0.120166666666667
ZFP3	0.7295
JAM3	-1.354625
LAPTM4A	1.0237
DIRC2	-0.55775
KIAA2022	2.10633333333333
MYOM1	-0.089
TRPM8	-2.50333333333333
MOP-1	1.9125
PHKG2	-0.300875
ZNF650	0.173125
KIAA1522	-0.10325
PSG8	-1.70666666666667
DDX19B	-0.285
MOBKL1B	0.1905
DIAPH2	1.772
PTPN12	0.33325
CLN8	0.0663
CRYZL1	-0.947
CRY2	-0.10325
FCGR2B	2.36016666666667
PNPLA4	-0.612375
ZNF454	2.5265
DKFZp434B1231	-0.186
CLDN11	0.4387
RFWD2	1.02733333333333
CIB2	-0.342333333333333
MXRA8	1.909125
HRK	2.6115
MAML2	0.204
C4orf31	-1.6855
C6orf192	-0.0495
COG6	1.153125
FAM5B	-0.43775
NFATC1	-0.5453
SEPT10	-0.7155
SCYL1	0.00590000000000002
RPP40	0.141
SCOC	-0.397
KIAA1450	0.00975000000000001
CTDSPL2	-0.676
TBX5	1.04566666666667
NAPG	1.242875
RHD	-4.75375
C14orf45	0.948333333333333
ZBTB22	1.2855
PLCG1	-0.6275
ANKRD10	-1.70525
AQP7P2	1.0365
TAGLN2	0.112666666666667
HTR2C	-1.73566666666667
SLC16A7	-0.185166666666667
C17orf83	0.36125
TSGA14	0.115833333333333
MDH1	0.33625
PPP3R2	-0.1045
DCBLD2	-0.647714285714286
RBM33	1.0405
DPH3	-0.94275
SYT10	-0.964166666666667
FMO4	1.41425
THYN1	-0.7295
DRD5	-1.1955
OTOR	0.00125
PGRMC2	-0.3651
KATNAL1	-0.139125
PAQR6	1.54675
UBE2I	0.3835
C14orf28	-0.61325
C8orf70	1.756
FLYWCH1	0.00574999999999999
ANGPTL3	-1.213
GLRX2	0.239166666666667
ATP11A	-0.906714285714286
ARL5B	1.21675
MUC16	-0.41825
SLC25A5	-1.12014285714286
ACRC	-0.53775
MYO1C	-0.21725
FAM89B	1.617
FAS	-0.313125
KIFAP3	0.71075
GLRA2	-0.348
BTN3A2	-0.8314
CNKSR3	1.068875
CSTF3	-0.604833333333333
ARPM1	0.5915
KIAA1530	-1.155
C9orf150	-0.708666666666667
PRKCI	1.0125
tcag7.1015	-0.75675
SOD3	-0.2405
ZNF574	0.84175
