Hybridization REF	TCGA-B6-A0RU-01A-11R-A084-07
C21orf100	-0.4795
DUOX1	0.893
EFCAB4B	-0.54225
UBE2G2	-0.622833333333333
C3orf54	1.10675
PARP1	-0.32675
FAM60A	-1.27558333333333
C6orf146	0.14575
OR9K2	0.1505
DDX55	-1.106
RPS15	-0.166833333333333
ZNF618	1.7206875
DKFZp686D0972	2.10625
SSPO	-0.8165
SHFM3P1	-0.00533333333333333
CPA6	-0.45925
JAG2	1.649
DEFA3	0.0675
PPBPL2	0.216333333333333
CD34	4.25025
SLCO4A1	-2.129625
AFG3L1	-1.682
SHD	-0.1205
RP13-122B23.3	-0.628333333333333
PRKCSH	-0.1075
DPH5	0.180666666666667
HLA-F	1.8255
TBC1D4	0.666
RIG	-0.0733333333333333
GLUD1	-0.717833333333333
HNRPCL1	0.621
HBXIP	-0.38375
RNF207	-1.22
APIP	-0.172
PLA2G3	-1.09283333333333
CCDC84	-1.963
MYLIP	-0.0796923076923077
PHIP	-0.69475
AARS2	-0.336666666666667
DHX32	-0.17725
SCAPER	-0.076
MEN1	-0.049625
NIP7	-0.14675
FLJ25404	0.6865
FASTKD3	-0.936
TMEM158	-0.484166666666667
RARA	0.8075
BDH1	0.4815
ANKRD16	0.14575
CARM1	0.5765
SS18	0.686333333333333
IKZF2	-0.618333333333333
MYD88	0.4135
PML	0.597
TAF1A	-1.34425
CBFB	-0.156375
HIST1H3H	0.107166666666667
C7orf29	-2.70525
COMMD4	-0.513666666666667
DPP3	-1.808
DAB2	0.58125
LOC388882	-0.2425
YPEL4	-0.1705
AGBL3	1.24875
LRP6	0.8669
SERPINH1	0.419666666666667
TLE1	1.24125
CD244	0.268333333333333
ZDHHC15	-0.39075
MGLL	-0.114
PLDN	-0.408166666666667
LOC654346	0.9405
FAP	1.56575
GPR37	0.243666666666667
SCARA5	2.16116666666667
EBF4	1.20690909090909
LSM6	-0.16375
MLLT1	-0.433
SLC5A12	-0.2535
A2BP1	-1.14666666666667
COPS5	0.578666666666667
TPM4	-0.147785714285714
TNFSF4	-0.330666666666667
ACADSB	-0.785944444444444
HERPUD1	-0.1335
BCL2L11	-0.735611111111111
CEP78	-0.4675
CDCA3	-0.40775
WBSCR19	-0.1906
MYO1A	-2.18
PPEF1	0.860166666666667
LOC440348	-1.427
CPEB2	-0.424125
BPTF	-0.855
RPL21	0.11925
GSX2	0.332
ADPRH	0.7995
C17orf68	-0.9745
KCNS1	1.9635
MLLT6	-0.2271
PIWIL4	-0.2135
RNF26	-0.3005
RAP1B	0.176
ADAMTS1	-0.9601
ZNF571	0.78
P2RY6	-0.588
TRIM21	0.476833333333333
CADM3	0.37925
NLRC5	0.2565
ADRA2B	0.529833333333333
LOC90835	-0.841125
PCF11	-0.8335
LOC400451	0.02825
GLTSCR1	0.7578
C17orf88	-0.903333333333333
CDH16	-1.897
FGF7	2.550375
PCSK4	0.0711666666666666
NPC1L1	-1.065
TAT	0.31925
TBCA	-0.91175
MGC33407	-0.2695
GPR115	-0.866875
CYGB	0.405
FNBP4	-1.26266666666667
C12orf43	-0.09
CBL	-0.5422
CLECL1	0.6105
PPAPDC1A	-1.0965
WDR25	-0.222166666666667
SGCA	0.6505
C22orf29	0.403666666666667
YIPF1	0.672
GALK2	-0.362
RAB3B	-3.0715
LOC440087	-0.39725
UCP1	-0.3425
REEP5	0.710125
FADD	-1.0374
FOXA1	-1.140375
CACNA1A	0.468333333333333
ABI1	-0.0378333333333333
GRIN2D	1.17125
SLC1A4	-0.486333333333333
LOC401127	0.05325
HINT2	0.82475
PLD4	-0.162333333333333
ZNF286A	0.2325
ENY2	0.37975
IL1F6	0.1615
PXDNL	1.16475
C20orf79	0.20775
TNFSF13B	1.99083333333333
DENND3	-0.484
JARID1D	-2.8305
HIST1H2AK	0.461125
LOC93349	-0.6226
SSH1	-1.0399
ENSA	-1.244
LOC219854	0.338833333333333
CKAP2	-0.036
DKFZP564J102	1.31716666666667
MGC87315	-0.0781666666666667
HNRPAB	-0.106
AMH	-0.9755
ZNF526	0.8285
BRUNOL5	-0.3286
CACNG3	0.0596666666666667
TRPM1	-0.7935
PPP2R1A	0.620625
COL2A1	2.472
DDN	0.0705
FLJ25770	0.507833333333333
HK2	0.330428571428571
ELOVL6	0.059125
MDK	-0.261
EPHX1	1.06925
RASSF2	0.838125
DKFZP434B0335	-0.65775
DLX3	0.37375
PRTN3	-0.55475
AVPR1A	0.79575
C21orf125	-2.098
TNFAIP8	-1.01533333333333
GNB2L1	0.26075
CALCRL	2.7525
SCGB2A2	6.68383333333333
UBXD7	-0.31425
ZNF674	-0.2505
TMEM35	-0.178125
BRSK2	-0.901
HECTD3	-0.0343333333333333
TMEM188	0.0314166666666667
LGALS9	0.97925
SCARB2	0.00325000000000001
USP34	-0.206166666666667
C17orf28	0.0393333333333333
ZDHHC23	-0.3005
AQP12B	0.365
SLC16A3	-3.017875
APLP2	0.0305
ITIH2	-4.78825
MICAL3	-0.020625
TNNI3K	1.0131
HDAC2	-0.083875
PRR7	0.7954
THBS2	0.08
LOC751071	0.488166666666667
CA2	3.78933333333333
RANBP17	1.0195
RLN3	-0.1995
CRYZ	-0.313166666666667
GBAS	-0.3515
TAS1R1	0.17025
MPZL3	0.387
PCDH8	-0.2775
HSP90B1	-0.18125
KCNK15	-0.0125
TNIP2	-0.827166666666667
GPR146	0.46375
NOL6	0.2575
SPC25	-1.87111111111111
STEAP2	1.006
VAMP3	-0.486833333333333
TCIRG1	-1.582
ZP4	0.3755
PARL	0.2745
TRIM39	0.253833333333333
KIAA1305	1.382
CRNN	0.244666666666667
GRN	-0.326
HSH2D	-2.85975
SCAMP1	0.42875
KIAA1913	0.5165
PTS	-0.1275
BANP	-0.0278571428571429
PRKACG	0.20525
ADCY6	-0.121333333333333
C16orf46	0.575
CYP51A1	0.4765
DDC	-3.288
ANPEP	0.353666666666667
PROM1	2.7355
SIGLEC10	1.03925
COPG	0.6045
FAM26E	0.668625
TRIP4	-0.1305
SNX3	0.0125
C1orf175	0.185333333333333
PPY2	0.1965
C14orf152	0.23575
FTSJ1	-0.732833333333333
DST	0.56825
LOC554235	0.03
GLRX5	0.32325
C20orf12	1.4355
CAB39	-0.381166666666667
MSH2	0.135666666666667
PIP4K2C	-0.05125
CYLD	0.94725
WTAP	0.3070625
MGAT4A	0.420222222222222
TSC22D4	0.3316
CHRM2	2.2905
PPYR1	0.0918333333333333
CCNH	-1.08516666666667
RRM1	-0.0725
ECAT8	-3.44
LOC400120	0.104
GABRA4	0.276875
C14orf4	1.36716666666667
C1orf59	1.3805
CTDSPL	0.847416666666667
NHEDC2	-0.5415
PDE11A	-0.704125
KLHL29	1.09925
CD5	-1.0244
TSPAN9	0.7005625
WDR67	-0.42825
THUMPD1	0.3905
C18orf17	-0.66225
CLYBL	0.301
FLJ13231	-0.82325
CMBL	-1.70725
LECT2	-0.069
NKAPL	1.27533333333333
LOC654780	0.354
OR4C6	0.683
RAB30	-0.861833333333333
TSSK4	0.2345
TMEM163	0.4305
OSBPL11	0.308916666666667
GNB5	-0.840666666666667
CCL21	1.78125
C1orf121	0.739166666666667
FMO2	3.03283333333333
RPTN	-0.0955
MSTN	-0.0665
VCL	0.162785714285714
FYTTD1	0.392
C11orf1	-0.19925
CCDC88C	-0.2721875
HFE	-0.863444444444444
MOGAT1	0.1835
FAM125B	0.392
IRGQ	-0.0505
RAVER2	0.80925
AKAP5	-0.8425
SSSCA1	-0.84825
C11orf63	0.054625
ACTG2	3.5978
PORCN	-0.774
DTL	-1.00527272727273
TMEM151	0.5075
FAM122C	-1.29125
RSAD2	1.5209
BAT4	-0.3835
KRTDAP	-0.0861666666666667
MYH8	0.1075
CRTC3	0.397
LRRFIP2	0.3483
INTS4	-0.695666666666667
TTN	-0.862833333333333
SLC26A5	0.591
PLLP	-0.75525
RGS6	0.6835
SRGAP3	0.9935
ZNF525	0.419833333333333
NBR2	-1.00566666666667
C13orf1	-0.7771
ZNF137	0.2075
CEP27	-1.187
BEST2	0.554
RNF121	-0.42075
DMRTC2	-0.14625
C8orf76	0.0825
BCCIP	-0.471875
MEST	-0.7535
HTRA2	0.2435
ANGPTL2	0.552
ILKAP	-0.0765
ERAS	0.122
HBS1L	-0.61375
CPA5	-0.117
TMEM30A	-0.0351666666666667
CD300LF	0.730666666666667
WISP3	3.762
CRK	0.380357142857143
PDS5A	-0.5233
BRPF3	-0.192166666666667
NEDD9	-0.149
SMPDL3B	0.5745
PSG6	-0.51875
PSMD13	0.24475
ETV5	0.2296875
OR51A4	0.1055
BTBD7	0.6875
GSTO1	-1.314125
hCG_16001	0.197
MAD2L1BP	-0.118833333333333
COX6A2	1.388
SCNN1A	0.119166666666667
LSM1	-0.14
UGT2B11	-2.00975
IDUA	-0.5855
PPP2R3C	-0.767666666666667
COX11	-1.13766666666667
PDZK1	-3.04
ZNF443	0.3335
MGC21874	0.481833333333333
ZNF323	0.967888888888889
KRTAP10-10	-0.0815
CXCL6	0.07975
SLC34A2	3.3087
LOC284402	0.304
NPTN	0.373333333333333
UPP1	-1.1285
SLC6A9	0.0575
OR7G3	0.15075
CISD1	-0.660166666666667
ZNF545	0.682666666666667
SYT14	-0.6585
NT5C3L	0.300333333333333
ZNHIT3	-0.365333333333333
SNRPD3	0.109
KIAA0701	-0.2705
UNC93B1	-0.682
GMNN	-0.515625
SPCS2	-0.167333333333333
LOC388524	1.188
NAPRT1	0.775625
PNLIPRP1	0.169
OR6V1	0.751
PRKAB1	-0.46
EYA4	-3.32683333333333
KIF20A	-0.4865
ALG10	-0.31375
ITPKC	0.481
LMX1B	0.478
RPUSD4	-0.700666666666667
C7orf34	0.0498333333333333
DLGAP2	0.3585
PFN1	-0.3939
MICALL2	-1.45791666666667
ZNF654	0.479
SS18L1	-0.59875
SLC16A8	2.44675
MKI67IP	-0.2795
ITGB3	-0.337
TCEA3	1.26608333333333
CEP152	-1.9566875
CLIP1	0.36925
ZNF75	0.1951875
ATP5C1	-0.1965
NUDT5	-0.299333333333333
PSCDBP	0.0205
UBP1	-0.07825
RBM27	-0.0095
C13orf15	2.386375
ZNF282	-0.0796666666666667
ZNF222	0.4432
COL10A1	2.072
PRDM15	-0.753125
TTTY5	-0.169
FAM9C	-0.182583333333333
C20orf67	0.12025
GNG13	-0.389
F12	1.10275
C1orf41	-0.28475
CPXCR1	0.2435
GSK3A	0.164
SUPT6H	-0.58
PI16	1.165
ELL2	-0.894916666666667
C9orf167	-1.83483333333333
PVRL3	-2.0971
FLJ38596	0.528
ADAM20	0.31275
GPR89A	0.316
GPR87	-0.515
ZNF30	0.88375
SMR3B	0.48275
ZNF770	-0.102
TRPC4AP	-0.700666666666667
DKFZP686E2158	-0.4065
C2orf28	0.0343333333333333
FREM1	0.356166666666667
LAMA4	0.968833333333333
ADPRHL2	0.43375
EIF4G2	0.316
GUCA1A	-0.1545
CTNNA2	-1.158
NUDT15	-0.213333333333333
CEPT1	0.3245
ZNFX1	0.1453
CCDC92	0.36825
TDRD1	-0.7355
KCNK5	1.15983333333333
ETNK1	-0.426916666666667
LTA	0.045
TTPA	0.969166666666667
B3GALNT2	0.451875
SC65	-0.9195
PEX5L	-0.686875
EPS15L1	-0.17025
MGEA5	-1.160625
HIST1H3A	0.72525
ING1	0.603625
BCAT1	-2.742625
ORC6L	-1.242
KLK11	-2.91633333333333
C19orf28	-1.7205
DNER	-0.38125
MED22	-0.543142857142857
ETV6	1.46833333333333
CHAC2	-0.20225
CD300E	0.087
CEBPB	0.936333333333333
ZNF398	0.00475
LRCH3	0.083
HMGA1	-1.82516666666667
CAPN7	0.304333333333333
MGC5566	-2.81575
CCL3	2.18775
NANOS1	1.13225
ZFYVE19	-0.6695
APITD1	-0.236
PARD3	0.90425
IRAK4	-0.884166666666667
SERPINI2	0.1135
CEP170L	-0.15925
TTC9	1.037
MYOM3	-1.057
MLPH	-1.8215
LOC222699	-0.095
NRG1	0.572083333333333
TBC1D9	0.269090909090909
TTK	-0.755333333333333
ZNF557	0.1033
DDX41	-0.450333333333333
FANK1	-0.003
UBE2D2	-0.229875
PSMB10	-0.078625
MYH7B	0.16
GABARAPL2	-0.2555
MARVELD2	1.108
DGCR2	0.944666666666667
UNC45A	0.213333333333333
C6orf72	0.3415
ZNF683	3.28625
GIT2	-0.418125
CASK	0.956
C14orf161	1.59616666666667
LRRC44	0.496
TIFA	0.66225
UTP11L	0.2855
C6orf65	-0.49825
FDPS	0.32675
DUSP9	-1.402
SLC17A8	1.04233333333333
OR51G1	0.195166666666667
NANS	0.09575
OLFML1	1.477
ATP10B	-0.258625
NPAS3	2.142
PRKCA	-1.7656
GGA2	0.1585625
LCE4A	0.204
SPANXN3	0.03375
CCDC115	0.64875
SDCCAG3	-0.387
GLIPR1L1	-0.04
TTC1	0.4995
C17orf76	-0.13525
MAD2L2	-0.805
HIPK1	-0.268
LRRC3B	1.46033333333333
CLN3	-0.867318181818182
C17orf47	0.453
FMN2	-2.185
TUBB1	-0.77725
WAPAL	-0.2525
C3orf21	-0.03425
SCN5A	-0.1992
SMYD1	1.316
BEX5	3.2935
ZNF192	0.4885
SEC22A	0.669333333333333
GRIA2	3.62514285714286
KIAA0825	-1.6415
NUSAP1	-0.823454545454545
LANCL1	0.012125
C15orf40	-0.6707
ZNF645	-0.28025
GPR61	0.16575
NLRP14	-0.219
SNX21	0.1703
C1QTNF8	-0.0945
C17orf46	-0.1185
IFNA8	0.462
SPRR1B	-1.29983333333333
FLRT1	-0.66775
SNX17	-0.00433333333333333
ASB2	0.907333333333333
HBG1	-5.4345
RPRML	1.984
JOSD2	0.162333333333333
PLSCR3	-0.06125
SPOCD1	-1.03733333333333
RAB39	0.056
GHRH	-0.0925
ITIH5L	-0.0505
C17orf37	-0.30675
SMCR8	0.22675
DPY19L2P3	-0.351666666666667
IL11RA	1.54033333333333
GDF3	-3.5135
RPS6KB1	-1.52825
DNAJC19	-0.00310000000000001
TOP1	0.13975
CRCT1	0.3365
MPST	0.4565
DPM2	0.247
FAM38B	-0.3305
SLC18A1	-1.849
FARP1	0.973333333333333
PAX7	0.0375
TUBD1	-1.16425
GNL3	-0.115
BTG2	0.881066666666667
NDUFS6	-0.6375
C1orf79	-2.23
ERAL1	-0.46775
ECHS1	0.65125
VPS4A	-0.241166666666667
CYP11A1	-0.574375
ABCC6	-1.62785714285714
PBX4	-1.993
MOSC1	0.001
NCF4	-0.1355
HYMAI	0.0955
NAGPA	-0.772
OTOP2	0.14425
ACOT12	-0.23925
MTHFD2L	-0.520875
LOC441376	6.594
C19orf34	0.279
RAB1B	-0.47875
ALDOAP2	-0.92
NTRK1	-1.75416666666667
ARTS-1	-0.6291
SLC6A11	0.3415
NAP1L2	-0.02275
CNGB1	0.0706666666666667
EPB41L4B	0.589666666666667
FAM134B	0.70075
HS3ST3A1	-1.793
CPXM2	4.847
SIRPB2	0.431
CHORDC1	-1.087
TRIB3	-1.65433333333333
SLC2A5	0.336
C2orf49	-0.700333333333333
DDX5	-1.1305
OR5L1	0.946
ANAPC4	-0.7265
ZSWIM1	0.16025
LOC93622	-0.356
KCNK3	0.01
RP11-35N6.1	-0.1145
ZFP161	0.289166666666667
AQP9	0.27925
SLC15A2	-0.166166666666667
MREG	-1.65366666666667
OR9I1	-0.413
PDLIM2	0.642625
ADAM7	0.2495
GSTCD	-0.659666666666667
WDR21A	1.561
SLC12A8	1.08183333333333
TMEM174	-0.1895
IGSF3	0.818916666666667
LRRN1	1.27325
LOC402117	-0.19275
SRPK1	-0.503166666666667
LY6K	-1.1015
NFIA	2.079
PTCD3	-0.41825
LEP	2.20583333333333
PCDH21	0.178166666666667
MAPKAPK2	0.0210714285714286
NMNAT1	-0.724
LHFPL2	0.52675
C9orf43	0.34625
DIP2A	-0.634833333333333
ACTR8	0.448625
CCDC34	-0.05275
PTPN22	-1.07475
ITGA3	-1.214875
FAM129C	0.09225
RABGGTA	0.0758333333333333
UNC45B	0.40075
KIAA1033	-0.6095
ZNF510	-0.0561666666666667
CYP2D6	-0.759
SLC26A10	-1.8615
STX8	0.11875
LUZP1	0.11175
WDR89	-0.0463333333333333
EIF4G3	-1.1807
C5AR1	0.109625
ZNF623	0.582
A2M	1.82925
TGM7	-0.341
GRPEL1	-0.693166666666667
LMNB2	-0.9172
ROCK2	0.278
SNX16	0.487
CCDC66	0.43875
ANXA3	0.01925
KIAA1609	0.88275
EED	-0.76875
RNF32	-0.036
HES1	0.4685
CLC	-0.0711666666666667
ISL1	-1.01466666666667
KIAA0528	-0.937625
MANEA	0.24175
C1orf61	-0.899
hCG_2001000	0.2165
RAPGEF6	-0.8188
KIAA0020	-0.179333333333333
NEIL1	0.0725
C16orf45	-0.769125
RBM10	-0.0128333333333333
C10orf125	0.35425
MRS2L	-0.6475
DNAH17	-0.81275
C19orf10	-1.09675
C1orf160	0.204
SLFN12	0.1635
EXOC3	-0.578
HIST3H3	0.2825
NCOR2	-1.12016666666667
TNFRSF9	-0.44775
MFSD8	0.4525
ALX1	-2.6495
NOL1	-1.27725
PODN	2.04275
TIAL1	-1.0535
HIST1H1E	0.3085
NPY6R	0.22875
TM4SF4	0.52225
CORO2A	-1.37125
ETNK2	-0.0226666666666667
APOE	-0.5207
ANGPT4	0.6065
HDGF2	-0.46325
G30	0.2765
ST8SIA4	-0.705125
F2RL1	-0.144625
FAM19A4	1.22175
CCAR1	-0.84175
B3GNT7	0.00974999999999998
OPHN1	-0.1922
DSCR6	2.251
C21orf13	-0.535833333333333
GAS2L1	0.601833333333333
RFX3	0.0788333333333334
COPS4	-0.02425
BCHE	-4.24383333333333
BCL2	2.578
HBZ	-2.827
ARL13B	0.526375
MAPBPIP	0.246625
MYO15B	-0.969375
SPZ1	0.9045
KIAA1324	2.46311111111111
PLCL2	-0.12575
C4orf29	-1.64875
WDFY2	-0.435
ZNF284	-0.4035
NAALADL1	0.1395
DUSP5	-0.8325
PXDN	0.8555
SLMO1	-0.21725
TNXB	0.7847
BIRC7	-1.1385
A4GALT	0.453333333333333
TIMM22	0.30675
FAM110C	0.06075
TOMM34	0.093125
ABHD9	0.275
ADAM32	1.109
CRHBP	-0.0145
AQP2	0.501875
LOC130355	0.663
ZNF187	0.383333333333333
ZNF816A	0.7415
F7	-0.947
CNOT1	0.0125
SLC13A4	-0.898
ZBTB11	-0.197
B3GALT5	0.595
EXOC2	0.1045
IRS1	-0.2651
TMEM1	-0.188166666666667
MRPL34	0.0928333333333333
SAMM50	0.3685
CDC42EP3	0.662125
HSF2	-0.7819
MFN2	-0.5765
TSPAN7	0.0578333333333333
NUCB1	1.06083333333333
RHOH	-2.06275
ARL16	-0.7155
TACR1	0.61775
SFRS5	-1.29333333333333
SNX25	-1.137125
RHBDF1	-0.2
PCDH18	2.68766666666667
HMG1L1	-0.0465
MYO5C	-0.679625
MAPK10	0.4565
LDHAL6A	-0.0331666666666667
NUDT12	0.555833333333333
NCAM1	0.3735
GLIS2	0.8735
GGTL4	0.907
DAPP1	-0.3025
ATF7	0.525
KIAA0748	-0.815
NFIL3	0.14925
TM6SF1	0.0469
SEZ6	0.074
NANOS3	0.547333333333333
DNAJA3	-0.345
CLDN6	-2.985
CIITA	1.6352
EPHA4	0.322
FANCC	1.0505
CMTM3	-0.298125
PSG3	-0.002625
MRPL15	0.3465
C21orf59	-0.52725
PLCXD2	0.1205
C2orf34	0.08275
UBE2L6	0.50925
MED14	-0.126166666666667
HP1BP3	-0.3916
C6orf208	-0.0175
TPBG	-0.6795
OSR2	1.788375
XPC	-0.238833333333333
KLHL7	-0.492833333333333
CCR3	-0.360166666666667
AGTPBP1	0.2315
PCSK6	-0.209866666666667
STAT5A	-1.0354
FAM18B	-0.74775
LONRF2	-1.7715
PTPN2	-0.079875
SF3A3	0.379333333333333
EFCBP2	0.37
HCFC1	-0.6675
AHNAK	0.32005
ACTR5	0.3485
KIF14	-1.03057142857143
TENC1	0.65775
HEATR5B	0.077
YIPF2	0.831333333333333
MYEOV2	0.309666666666667
DUSP18	0.44575
KIAA1012	0.1175
AHR	-0.262333333333333
C17orf53	-1.267
PTPRH	-3.31625
ATP6V1C1	0.2446
TAS2R3	0.283
LOC440356	0.38525
COQ10B	-0.324
PSMF1	0.43475
SORBS2	3.33416666666667
NFE2L2	-0.61225
TMCO7	-0.01525
SH3PXD2A	0.0587
SH2D2A	-1.25025
SPINK5	-1.96925
MRPS24	-0.5715
OPA3	0.52825
TRAF7	-0.3155
C4orf35	0.122666666666667
MT1G	-0.337875
MGC39545	0.54275
HS1BP3	0.0237
OR2B2	0.3485
CHRM4	-0.015
SFRP2	1.65883333333333
RIC3	-0.25675
ART1	-0.1595
C6orf1	-0.664625
DUS4L	-1.51875
C10orf104	0.164
TNFAIP6	1.6135
RTEL1	-1.07375
CCT4	-0.1459
ZNF709	-0.0865
CHMP6	-0.168
UPP2	0.01125
CYP19A1	-1.8505
CD151	-1.51266666666667
NDUFA13	0.163166666666667
ARFRP1	-0.3735
FAM26B	1.519
CRYBA1	-1.703
MRPL41	-0.402333333333333
NPFFR2	-0.798625
HRH2	0.3105
SCAMP3	0.253166666666667
MTMR6	0.4112
MTG1	-1.22183333333333
UBTD1	1.179
CRABP1	2.5865
FLJ33790	0.2023
KIAA1908	-0.773166666666667
GPR158	2.24875
PACSIN3	0.352166666666667
OMD	2.01133333333333
CATSPER1	-0.967
HOXB8	0.132625
FBXO46	0.6245
OAS1	0.190166666666667
SVIL	0.7
PHB2	-0.86025
ADCY3	0.542
NDRG2	3.422
ERMAP	0.4353
APBA2	-0.450166666666667
IGSF9	2.20775
WNT6	1.247
MYCBPAP	-0.46625
ATP2B2	0.1647
CPVL	-0.3528
TRAM2	-0.604583333333333
NOP5/NOP58	-0.47725
ZNRF4	-0.15875
TLK1	-0.303625
MTMR12	0.377071428571429
ZNF384	-0.7085
FAM9B	-2.034
RPN1	1.6031
PMVK	0.7295
EIF3D	0.4336
SIX2	1.7225
HPS1	0.239642857142857
RNF7	-0.11075
PSKH2	0.3035
KCTD13	-0.668
CSMD3	0.0262
FBF1	-0.8965
IL8	-5.163875
SERPINB13	1.12483333333333
FBXL20	-0.23275
BLR1	0.14475
SH2B1	-0.459166666666667
RFNG	-0.576875
RAB20	0.108
RBM7	0.06575
POLR1A	-0.193833333333333
TMPRSS4	-2.9185
TAF9	-1.124625
TERF2	0.175833333333333
TNFRSF1A	0.41475
ACADVL	-0.965
GTF2H5	-0.2865
EDG8	1.47516666666667
C9orf140	-0.106625
UST6	-0.15
ZBTB8OS	-0.65625
ZNF710	-0.414
GPR174	-1.3905
ATP6V0A2	-0.05375
KIAA0319L	-0.391916666666667
XKRX	-0.664
DOPEY2	-0.7328
SDHD	-0.265833333333333
SUMF1	0.8835
OSM	0.902
OPN3	-0.9005
DAGLB	-0.188166666666667
PPFIBP1	-0.0921
TRIM63	-3.48975
C10orf53	-0.2595
LYPD3	0.113333333333333
BCL7A	-0.34275
AGER	-1.305
TCF19	0.767875
SAT2	0.17075
PFTK1	0.370666666666667
GABRE	-2.293875
C15orf38	0.5843
FIS1	0.0585
KCNV2	-0.173
CLPS	-0.042
PPCDC	-0.78
FOXN2	0.495666666666667
NT5E	-2.4941
CD83	1.356
IL18	-0.588125
VPS16	0.51875
IGFBP2	-0.4135
NOTCH2	0.19125
SIGLEC1	1.62925
CD93	5.0765
SULF2	-2.012
CEP164	-0.506625
P53AIP1	0.729166666666667
TOR2A	-0.1795
ZNF136	0.2925
MGP	3.1931
CCDC144A	0.266
TRPC1	-0.261333333333333
SMS	-0.648333333333333
MAPK7	-0.276166666666667
RRAGC	0.922
PARD6A	-0.365166666666667
NUB1	0.324
SYNGR4	0.63825
OR11H12	-0.4005
WIF1	3.562625
GCH1	-0.183
OR11H4	0.138
SLC44A5	-0.2355
GPRIN2	2.183
LOC401431	-0.25075
CPA4	-1.9634
MELK	-0.233222222222222
IL15RA	-0.203
CUL3	-0.112
HMBOX1	0.536
PODXL	-0.80825
CCT6B	1.02066666666667
COMTD1	-0.44225
MUC20	-0.0356666666666667
GPX2	-3.036875
ITK	-1.294375
FBXL5	0.98975
C13orf27	0.35275
DEFA5	0.203
TRHDE	0.165
MTP18	0.444166666666667
UQCRQ	-0.0749
ITGB2	0.941583333333333
CSRP2BP	0.3465
TAS2R44	0.3415
PHPT1	-0.00125
FAM44C	0.35275
ERH	0.761
MPHOSPH1	-1.4475
MORC1	-0.3575
PARVB	-1.45175
LAMA1	-1.69683333333333
PGBD3	-0.07375
GIMAP6	3.7775
AREG	-2.12966666666667
LIPT1	-0.62575
MGC99813	-0.44825
C1orf201	-0.259
GRIN2A	-0.5463
MAN2C1	-1.696375
NSUN5	-0.95925
SF3B5	0.7405
MYC	-0.581125
NRXN1	0.490666666666667
ZNF18	-0.29075
SPDYA	0.028125
SLC37A1	-0.4495
DECR2	-0.8245
ANKRD38	0.231
SPTLC3	0.0644166666666667
SUPT16H	0.318875
DTWD2	-0.26025
ULBP1	-0.6375
ZADH1	-0.292333333333333
OIP5	-1.09625
IL10RB	0.279
OTUB2	0.6765
VWA3A	0.0986666666666667
SPIC	0.064
OR6C4	0.281
PSCD4	0.550666666666667
DPY19L2P2	-0.711
TRAPPC6A	0.610166666666667
C21orf2	-0.453833333333333
CEMP1	-0.5985
LIN7B	1.1295
E2F7	-0.670833333333333
VCP	0.2040625
LAMA3	1.66316666666667
BGN	2.64125
GPR160	-1.41766666666667
COCH	-2.78416666666667
GPR81	0.6415
APOBEC3F	-2.35975
tcag7.1017	-0.9005
C1orf32	0.156
SCGB1D2	4.93225
FLJ43987	-0.683
C6orf170	-0.04125
KLK9	0.337
GPD1L	-0.19775
VPS37B	0.75425
ATG3	0.2585
ADAMTS17	-0.6175
KLHDC2	-0.217333333333333
NDUFV2	-0.3705
BLK	-2.06225
MATN4	1.7345
GPM6A	0.13775
GBP4	2.8935
TMEM162	0.0423333333333334
PKP2	-0.106
HRASLS	3.21644444444444
MMP1	-3.5265
SFXN3	-0.6877
FSD1	-0.754333333333333
ST6GALNAC3	-1.40716666666667
CA12	-0.4209
NCOA6	0.10925
C19orf58	-0.2423
PPP4R1	0.455333333333333
MAN1A2	1.11583333333333
IKBKAP	-1.2055
UPF1	-0.138666666666667
KIAA1219	0.09425
WNT16	0.2066
SNW1	0.01075
IL18RAP	1.59625
RPP30	0.053375
CDC40	-0.235142857142857
SETD3	0.198
SLAMF6	0.01475
ELK4	-0.2335
TRIM47	0.958333333333333
ACOX3	0.494
TRIM6	-0.922875
KIAA0372	-0.405833333333333
TP53AP1	0.06
SMURF2	-0.4585
ADAD1	0.20025
EBP	0.2273
KRTAP13-2	0.072
FLJ36874	-0.851166666666667
TOR1A	0.0423333333333333
P2RY4	0.796
GPBP1	-0.594
TRPV1	-0.671875
ADAMTS12	-0.0351666666666667
PES1	0.1064
ATG4A	1.42133333333333
MAGEA10	-4.11875
WFS1	-0.069
CC2D1B	-0.224
PABPN1	-0.01525
SLC25A30	-0.0485
SLCO1C1	0.307666666666667
SLC22A5	-0.0345
KIF23	-0.8655
SYN2	0.379
ASPN	5.64933333333333
CENTG2	0.0955
QSOX2	-1.0466
FLJ10815	-0.0506666666666666
STK24	0.169375
SPEG	0.728
STK10	-0.5775
DACT2	1.4205
AAAS	-1.0895
SSX3	-1.3345
ABCD3	0.5033
C4orf12	-0.101625
PARVG	-0.174333333333333
FIG4	0.203
C9orf46	0.49025
TMCO6	-0.8905
IGHMBP2	-1.33875
DUS2L	0.0346666666666667
FAM3C	-0.494375
TMEM16D	-0.45425
DCTN4	0.0575
KCNH3	0.10725
EIF2AK2	0.36
AP1S3	-0.719625
CST4	0.577
PAM	1.6223125
NUTF2	0.02625
CITED2	-0.2641
SLC39A4	0.41675
C2orf52	-0.646
GRM3	0.5325
C12orf49	0.958625
