Hybridization REF	TCGA-A8-A06Y-01A-21R-A00Z-07
MRC2	-0.80975
C1orf52	-1.05525
AOF2	-1.31333333333333
LRPPRC	1.1377
ACVR1C	-1.67483333333333
TM4SF18	4.59566666666667
TMEM169	-0.6894
PPP1R16A	0.129
EBF1	-0.93
RRS1	0.7305
SNX2	0.27375
OR2T2	0.681
RBX1	-0.80725
ANKRD54	-0.0996666666666667
TSNAX	1.1625
TMEM83	-1.65225
ZBTB7A	0.29675
ATM	-1.06145454545455
LOC338328	2.30616666666667
TIE1	0.962
HIST1H3G	-0.441166666666667
PASD1	-4.39466666666667
TINAG	0.248
PCDHAC2	0.356
LRRC15	-0.77975
WBSCR17	0.4955
TFF2	-0.5415
PARP2	-1.11
NDFIP2	0.5815
PCDHGB2	1.327
WDR60	-0.2305
MAP7D2	-1.2847
USP45	-0.73375
GSDML	-0.71725
TNS1	-0.4603
PLCD4	-0.084
IQCD	1.24766666666667
SMPX	-2.95066666666667
CD9	0.605833333333333
SRGN	-0.599
CASP7	0.598
INOC1	-0.0985
DKFZp451M2119	-0.392875
VMAC	1.6765
USP53	1.1145
CAMK1G	-0.115625
TMEM106A	-0.22
CDC20	-3.1764
ACSL5	0.215333333333333
CBWD5	-0.66225
C1orf87	-0.598333333333333
KIAA1274	0.10775
PRUNE2	-2.67628571428571
LYPLA2	-1.11866666666667
DOK6	-2.077
GPR149	-0.45075
FAM30A	0.125
TMEM129	0.31075
SLC35B3	0.947
ACPP	0.0128
LOC200261	-0.451
SLC4A7	0.9891
CCDC40	0.79
GART	-1.036625
THOP1	-0.6155
SCARB1	-0.40775
CACNA1F	0.3895
TRIAP1	-0.254
SYT14L	-1.568
SFRS8	-0.087
PBOV1	-0.02775
GOLSYN	2.57175
GJB7	-1.3315
CAMK2N1	-0.43525
GREM1	2.49408333333333
FLJ20433	0.79125
QPCT	-2.617875
PRKAG2	1.34716666666667
H2AFX	-1.68825
C6orf154	2.5425
PLOD3	-0.95275
ZBTB39	-0.3
WASF3	0.951666666666667
DRG1	-0.793
PRR4	-0.1535
SPCS1	0.4165
KDELR3	0.481333333333333
SRP19	1.111
GABRA6	0.6115
MFSD1	1.1405
MMEL1	0.7695
PDXDC2	0.4969
BUB1	-4.37144444444445
RNF138	-2.037625
MYLPF	-0.260833333333333
AIF1	-1.52616666666667
DYNLRB1	0.7816
HCN3	-0.692
HIST1H2AI	0.721
MAP4K5	-0.304333333333333
LASP1	-0.228125
LOC130951	-0.135
PLAA	0.765875
KRT6A	-2.481
C6orf117	-0.94775
ARHGAP23	-0.7375
PTF1A	-0.748
GPHA2	-0.1595
LCE3B	0.322
MCL1	1.32378571428571
EHBP1	-0.84525
PRNP	-0.09425
ZSCAN1	0.58575
C1orf113	0.0515
FOXA3	-3.26475
NEB	-1.4155
ASGR1	-5.6755
CTGF	-0.345666666666667
RAB17	0.834
MST101	-0.50275
JARID1B	1.6928
USP37	-0.4361
PTBP1	-0.929833333333333
PTPN7	-1.392
CDC7	-3.60033333333333
SNX7	-0.03575
ZNF335	0.1005
CPT2	-0.00250000000000001
HEATR1	0.177625
HSPC152	0.02175
C5orf40	0.097
PSME1	0.628166666666667
STAG3	-2.2765
TMEM154	1.4095
KLHL32	0.29
TSGA10IP	-1.3045
SUV420H2	-0.4585
SF1	-0.6014
2'-PDE	0.79175
PNLIPRP2	4.0865
TRSPAP1	-0.942666666666667
NUP210	-0.8895
ANP32C	-2.30083333333333
RAB11B	0.0213333333333333
ASB15	1.001
ITGB3BP	-2.529
UBASH3A	-2.43125
YWHAB	1.001625
TPRX1	0.29825
LY6G5C	-0.02775
SLC7A2	2.51575
CLK1	-0.2977
HSD3B7	0.2685
VDR	1.76325
C16orf74	1.525
ACE	0.5655
PSMA2	-0.450833333333333
CCDC131	-0.01475
ZNF213	0.808
EML2	0.443
ALS2CR13	0.195833333333333
GLYATL1	3.2195
DSPP	-1.646
DHFRL1	-0.484125
C10orf30	-0.108833333333333
SH3RF2	-0.294333333333333
LOC197322	-0.0125
DLL3	-1.03671428571429
TIGD7	0.52925
GFRA3	0.38225
CPA1	-0.000500000000000019
RTN4	-0.481
PPT2	-2.01666666666667
FASLG	1.0145
FOXP4	0.203625
RPL26	0.9106
GNL3L	-0.942833333333333
FMR1NB	-0.132833333333333
CD163	6.01575
SGPP2	1.80275
GIMAP2	0.9555
CD37	-0.994166666666667
DPT	0.542416666666667
NBLA00301	0.18025
RGS5	2.72891666666667
C9orf4	-0.5475
ACTL8	-1.51
PRKAR2B	0.30175
OPLAH	1.26783333333333
C20orf134	2.463
SPACA5	-0.48
TBL1X	-0.476
TSPYL3	-0.199
CHCHD3	-1.408
CRKRS	0.0243333333333333
GPR65	2.812
DFFA	-0.633125
FUT1	0.848
C6orf204	-0.673166666666667
TMEM51	0.218
ZNF580	-0.26375
CMTM2	-0.33575
C20orf200	0.43
EZH1	0.3965
FDX1L	-0.2785
MRPL32	0.32075
PCAF	0.437
ALOX15B	1.73483333333333
CD59	1.54091666666667
CDK9	0.292
ERP29	0.112833333333333
TTR	-5.84225
BCMO1	0.019
DDIT4	-1.0369
PTGDS	0.86575
C3orf63	0.5775
BST2	-0.470375
CYP1A2	-0.145333333333333
C5orf25	-0.12925
STX1A	-1.18129411764706
OR2A12	0.2805
SH3BP5L	1.38675
SERINC5	1.4315
USP6	-0.2563
MRPL3	0.0563333333333333
POMP	0.444375
INPP4B	1.76825
GMPPB	0.64
EAPP	0.97675
AHSA1	-0.198
ABCA11	-0.1675
SLC5A6	-0.9745
HIVEP2	1.33375
SUMO2	-0.496875
KIAA1822L	3.01516666666667
C11orf67	1.07725
TXK	-0.61775
PHCA	-0.818375
ICAM4	-2.224
FPGS	-0.2315
SNRPA1	-1.7395
KCNJ4	-0.887333333333333
KIF6	0.3621
HIST1H2BG	0.0581666666666667
SLC5A5	0.36875
ZNF354B	-0.463833333333333
IL12RB2	-0.92175
C11orf76	0.0696666666666667
GAL3ST2	0.8675
AIFM2	-2.60175
SYNC1	-1.19525
UBL3	0.465125
PIK3CG	-2.3086
NLN	-0.5875
BCORL1	0.8
CD5L	0.1725
ZNF238	2.5995
KIAA1394	0.40025
C16orf55	-0.8092
CYP3A7	-2.007
KRTAP3-1	-2.087
TFDP1	-0.848833333333333
MND1	-4.0235
NODAL	0.225666666666667
GTPBP4	-0.55
TUBGCP2	-0.15175
SLITRK5	1.091
CIC	0.79825
CD79A	0.109333333333333
SAMD14	0.779333333333333
TNPO3	-1.0285
OR10G3	0.4405
OR10G8	0.713
CCDC111	-0.6255
HOXC9	0.8865
DCUN1D1	0.285666666666667
CYB5R1	2.73575
TSR2	0.398
DAB2IP	0.7825
SLC6A5	0.1845
RAB3D	0.575
DCUN1D4	-0.402166666666667
ERBB3	0.949916666666667
SDC1	0.447
ATP6V1H	0.8725
SYK	-0.8235
ST20	-2.81975
C13orf30	0.114
WDR40A	0.767666666666667
ADMR	0.402
LOC388335	-0.20375
ACSM1	2.4705
TDG	0.134833333333333
FLJ11235	0.15025
MRPS5	-1.2275
AGPAT2	-1.002
SLC12A1	0.849714285714286
CYP27A1	0.0275
THAP7	-1.7525
XPO1	-0.872416666666667
ALMS1L	0.525333333333333
C1orf2	0.338375
ZNF777	0.324
CAMK2A	0.546833333333333
SMC1B	-0.313285714285714
IHPK2	-0.128933333333333
LEMD1	-3.693
NKD2	-1.1464
CLU	2.22492857142857
ARMETL1	-0.52
PABPC4	-1.657
CXCL12	-0.357833333333333
TFAP2C	0.4253
TTTY8	-0.135
ABCB10	0.1245
ENDOD1	0.8535
IDI1	-2.033
KCTD6	0.299833333333333
CCDC105	0.085
ULBP2	-0.336333333333333
ZDHHC5	1.04375
WNT8A	0.406666666666667
COMMD10	0.421
KLHL12	0.731875
GPR50	0.5355
NR5A2	0.254375
OXGR1	0.834333333333333
EHD3	0.16
CAPRIN2	-0.925375
KLRC3	-4.47925
SF3B1	-0.0447142857142857
IPO7	-0.77125
ALDH1A1	-2.87366666666667
ANKRD5	1.3165
TSNARE1	0.189
DDEFL1	0.943
RNASEL	1.5325
DNAH9	-1.54375
HELLS	-1.97125
TNS4	0.4635
NAV1	-0.3317
KIAA1409	-0.06475
C20orf26	2.415
TUBG1	-1.45575
IRX2	1.56475
CNGA4	0.281
MGC50559	1.59683333333333
OR4K17	0.364833333333333
TM2D2	1.06375
FAM32A	-0.03825
TXNDC14	-0.098
CCBL1	-1.7315
ANK1	-2.7141
PRSS23	-2.284
PPM1L	-0.0765
SPATA20	-0.06725
APCS	0.43725
C14orf122	-0.720833333333333
PSMB5	0.28225
C6orf10	0.4112
SETDB2	0.484333333333333
SPNS3	-1.50675
SGMS2	0.813166666666667
MXD3	-1.6265
MON2	0.6688
CARTPT	-0.367
HNF4A	-0.691666666666667
RABEP1	1.92795
TNFRSF10B	-0.191875
USH1G	-0.013
PPAP2B	-2.0515
TMEM16K	0.6205
CTDSP1	0.267833333333333
CDK5R1	-0.3455
GABRR1	-0.4035
OPN1LW	-0.334
FAM98C	1.08875
DBN1	-0.87625
ACAD10	0.31175
QTRTD1	0.45325
WNK3	-0.410666666666667
RPS19	-0.136125
C1QB	2.627
OTUD5	-0.239625
SLC41A2	1.49933333333333
TMEM22	-2.5965
KHSRP	-0.665916666666667
TNFRSF11A	-1.12116666666667
FBL	-0.942166666666667
IBTK	0.720666666666667
OXER1	-0.0535
CBLN4	1.50325
GPR172B	1.28133333333333
CFTR	3.5575
VSX1	2.9975
CAMK1D	1.52425
LOXL3	-3.16
RTP4	2.60375
SLFNL1	-0.91475
KIAA0828	0.206375
PAR5	0.3555
LOC723972	-2.185
GDI2	0.742625
CEBPA	-0.7468
MLF2	0.0525
AFMID	2.829
ALOX12B	-0.2575
BPHL	0.708125
COX5B	-0.3035
S100A10	-1.4843
THOC6	-0.44275
NHN1	-0.015
RRP12	-0.118666666666667
ARID3B	-2.6245
CD3G	-3.68316666666667
KIAA0133	0.5675
NAT11	-0.654
PPAT	-0.3505
SIRT3	1.1886
TCERG1L	-0.80525
NIPA1	-0.8292
DPP8	-0.244
IL7R	-3.64766666666667
ZFP64	0.432083333333333
DMAP1	-0.835
TRMT12	0.75025
TLR4	-0.0997
WFIKKN2	-0.52325
RAB12	-1.52116666666667
DDX51	0.0691666666666667
KIAA1086	-2.69725
ZNF295	-1.22116666666667
ACVR2B	-0.867714285714286
LOC494150	-0.696125
ZNF517	0.505
DNASE1L2	-2.30383333333333
SUFU	0.29775
LOC283677	-1.152
LMO3	-2.00516666666667
PPP2R5D	-0.572666666666667
ZNF587	0.3946
HIST4H4	0.87625
CYP2C8	5.2555
C1orf80	0.777666666666667
DOCK5	-0.527166666666667
C9orf24	1.7065
OR5AR1	0.548
C11orf24	-0.656
UNQ1940	-0.46225
CAP2	-0.976833333333333
TIMM44	-0.915
DSEL	-1.9964
ROM1	-0.1445
FBXO4	0.5295
MYLC2PL	-1.802
MLH3	1.5305
NOX1	0.714833333333333
DPEP2	0.62975
DNAJB5	-0.529
RLTPR	-0.0415
MBIP	-0.127833333333333
COPB1	0.605833333333333
SFTPA1B	0.4965
C10orf4	0.2748
PRELID1	-0.98425
NOLA1	-0.227
C19orf24	0.01175
TLR9	-2.1345
HLA-DMA	2.067
HCRP1	-0.173
GPR137	-0.211666666666667
ITGA11	-1.3485
PHF13	0.00866666666666667
MARK4	0.1905
METTL4	-0.55325
MBD3	-0.9877
LOC134145	0.7225
FGF3	0.556
SLC35A3	0.337625
CLEC16A	0.46625
AMOTL1	-1.50291666666667
FLJ31438	-1.06
PAICS	-1.024375
TOMM40L	1.218
MMD	-1.39675
KLK10	-0.4824
NIT2	0.558666666666667
SERPINB10	0.492
KLF15	0.00570000000000004
CCDC5	-0.561
WSB2	-0.133625
ME3	0.175375
CACYBP	0.452083333333333
TCTN2	1.531
JAK1	0.290875
C2orf25	-0.0845
GPD2	0.501
FBXL11	-0.0493333333333333
CDV3	-0.683583333333333
GALNT11	1.092125
NDUFA12L	0.0603
FLOT1	-1.186
TOR1AIP2	0.7165
MMP25	-0.20125
C1orf164	-0.8201
CHST5	0.38075
LYRM4	-0.3293
GPER	1.37125
HIPK2	3.07375
DAP	-0.434
ZMIZ1	0.1285
DDX58	1.9315
DCC1	-2.091
AKT1	-0.874125
ENPP6	0.6895
ERVWE1	-0.205666666666667
CDC34	-0.143
RNF125	0.42125
CASC1	4.7185
SHROOM2	1.329
RRM2B	0.5555
COL6A3	0.563
TMEFF1	-2.809
PLEKHA4	-0.0687
LYSMD1	1.46116666666667
SEPT1	-1.32333333333333
AOF1	-0.862
GNPAT	1.054
WDR18	-0.11775
HSD17B12	0.444
HIST1H2BM	0.0788333333333333
INDOL1	-0.4148
SUDS3	1.592
C1orf192	1.391
CYP2B6	-0.29475
TBC1D2	0.935333333333333
SLC25A12	-0.047125
ERCC6L	-2.56133333333333
MGC10814	-0.963666666666667
POLR2C	-0.1255
ZNF77	0.0643333333333333
EIF3K	0.0959
HPX	1.2215
ANKRD27	0.73725
MALAT1	0.289125
PLB1	-0.0626
HRNBP3	-0.53
CPSF4	-0.506
OR52N2	0.3645
PIP5KL1	0.08
GH1	0.096
HPS5	-0.17625
SLFN5	0.772375
POP5	-0.00750000000000002
OVOS2	-4.30433333333333
C20orf108	0.328625
MARS	-1.11325
CLRN3	2.05466666666667
ARSE	-1.63783333333333
PPIE	-0.523
PHACS	0.830333333333333
GP5	-1.056
IL8RB	0.4978
FCRLA	-1.969875
ARRDC1	0.1387
KRTAP9-4	0.72275
ZNF613	0.974
OR11A1	0.68
TMEM132B	-2.34971428571429
PGLS	0.50425
BSND	-2.79083333333333
KCNK18	0.2645
FOXD4	0.72925
SV2C	1.865
LCN2	0.109666666666667
ZNF490	0.7088
C3orf15	3.2834
CACNA2D4	-1.33933333333333
CBX5	-0.48675
MAGEB4	0.39425
BOLA1	1.5295
PPP2R5E	0.31875
COL5A1	-0.290916666666667
ASB7	-0.771333333333333
SFT2D1	0.15875
DERL1	0.2393
RABL2A	0.4365
MOAP1	0.264
KIAA1545	-0.198833333333333
F3	-2.63425
PLEKHM2	-1.52425
CCDC89	2.67233333333333
EFCAB1	1.1565
TMEM48	-1.83625
SEPHS2	0.471
PYGM	-0.59
PRICKLE1	-0.04975
WNT5B	1.65975
TAS2R38	0.71
IMP5	-0.87225
KHDRBS1	-0.2658
LARS2	-0.950833333333333
C3orf28	-0.789
FTCD	-2.6655
C10orf68	1.06916666666667
DGAT2L3	0.14825
PSEN1	0.685333333333333
MGC33657	0.269
PLA2G4B	-0.146333333333333
CDKN2A	-3.1215
DLX1	-1.94525
TSHB	0.3695
C18orf37	-0.589
MEX3C	-0.780375
MAMDC2	-0.45725
PDIA4	0.13625
ATP5E	0.05025
CASP2	-0.325357142857143
SERBP1	-0.644923076923077
ZNF341	0.0628333333333333
TESC	-0.393
TMEM31	0.142
OR51I2	0.918
YTHDC1	0.706142857142857
JUN	0.881833333333333
AGMAT	-2.45033333333333
PCNXL2	0.64325
ATAD5	-2.494125
STK38	0.421625
AZI1	-0.788625
RBP1	2.4815
C4orf26	-1.33425
KIAA1026	0.378375
TMEM101	1.2975
HSFX1	-0.4695
TREX1	0.87525
C18orf10	-0.9399
TRIM15	-3.119125
CA6	-0.0431428571428571
CEP57	-0.93425
AR	2.882
SESN2	-0.754333333333333
KIF3C	-0.611375
EPB41L5	0.94125
ARHGEF10	-0.441409090909091
POLR3D	-0.056125
INDO	-1.20266666666667
GABRA3	0.053
SCG5	-1.8507
E2F3	-0.1177
TIGD5	0.6065
FGD6	3.04416666666667
KLHL3	1.119375
SCGB3A2	-1.55
URP2	-1.12183333333333
ATP6V1B1	1.6306
CALML6	-0.134
LOC100049076	0.825
TMF1	0.90725
LOC388503	0.34425
CDH5	2.03825
RPS6KC1	0.480333333333333
DAAM1	1.1561
TNFRSF10D	-0.9305
GSTT1	1.2823
INPP5A	-0.45125
TRAF3IP1	1.0523
SMARCE1	0.00207142857142857
VRK1	-1.6835
TTC16	1.227
AARS	0.126833333333333
ARHGAP27	-0.218833333333333
ZAK	1.324
ACSM2B	-2.39675
TRAP1	-1.10133333333333
MRPL53	0.294
RNF44	-0.10325
NPTXR	-0.51525
DPYSL3	-1.12483333333333
APP	0.5243
GLS2	0.427333333333333
MNX1	-1.66983333333333
CMTM7	-0.32575
OR10A7	0.1035
NYD-SP21	1.21983333333333
ORC5L	-0.16375
SLC16A10	-2.336375
TMEM178	3.368
LOC441601	-4.325
PTGIS	-1.9145
KBTBD7	1.93775
C19orf41	-0.2345
CEACAM3	1.91733333333333
KRT23	2.08475
SERHL	0.459
PNKD	-0.4294375
UBC	0.618
ATRN	0.448
HAPLN1	1.39675
RANGAP1	-1.56425
C10orf26	1.1
KCNA7	-0.7195
SRY	0.731
LOC376693	-0.6715
HIST1H2BF	0.3445
CDCA8	-3.42083333333333
MLC1	-2.28725
TNIP3	-0.3115
OR4D1	0.4495
IFT52	-0.148166666666667
GOLT1A	0.6905
UTP20	0.09925
RP3-402G11.5	-0.8235
PRSS33	-0.94
PMPCA	-0.25075
APOB48R	3.469
GLTP	0.13
MPL	1.16275
C9orf78	-0.31825
ADAM12	-0.760375
CSPG4	-1.551
LOC144305	0.546
KRTAP4-10	-0.61975
PAK1	-0.3955
ADCY7	-0.9693
TAS2R43	-0.445
FRAS1	-2.4595
PPP1R14A	-0.677833333333333
OR2B6	-1.50625
ATP13A1	0.120833333333333
SIDT1	1.62075
C1RL	-0.0971666666666667
PRKRA	0.4015
TLN1	-0.4887
RP11-50D16.3	0.633666666666667
MITF	-1.31516666666667
GYS1	0.03775
LYG1	-2.61483333333333
NSMCE4A	-0.0849
DNAI1	-0.3685
HOXD11	-0.8035
FNBP1L	0.6387
DHX35	-0.07725
LCE3E	0.642
SLC33A1	2.36
DCLK3	0.6715
TRIM33	-0.8015
TMCC3	0.505666666666667
FBXO42	-0.0958333333333333
C1orf27	1.4618
C17orf50	1.1125
RNF14	1.04525
SLC4A8	-0.943375
RAB3IP	0.1479
COX6C	0.411428571428571
PCSK1	-4.296
SLC13A1	-0.238125
ARF6	0.874333333333333
KIAA1009	0.999125
HOXA13	-1.6895
HMGN1	-0.254
CXADR	0.164583333333333
MGC14436	-0.1695
UTF1	0.1665
TSC22D1	0.5304
BZRAP1	1.361
PUF60	0.379333333333333
SHC1	0.1345
HOOK3	0.9994
LIMS2	-0.0755
BAHCC1	0.129
CLCC1	0.299333333333333
ENTPD3	5.19216666666667
SMO	0.38725
PIK3R5	0.114
CDC14A	-0.37775
KRT1	0.89975
ENOX2	0.1695
FLJ22655	-1.1365
FPRL1	0.299
INTS6	0.8504
ZCCHC5	-0.0345
SMC3	-0.9695
C6orf123	0.389333333333333
FLJ20160	3.06925
LOC653391	0.4635
GSS	0.185
NT5M	-1.3285
SIX5	-0.5825
TAF5	-0.3715
KCNA1	-0.227833333333333
ANLN	-3.7935
MGC45491	-0.8492
SSTR2	1.1545
LYPD4	1.098
TH1L	-0.576125
CHRNA5	-3.2525
PNMA6A	-0.074
FLJ16369	-0.088
DLX2	-1.7548
C6orf108	0.725833333333333
ALDH3A2	1.44783333333333
CLEC1B	0.18
LEPREL2	-1.02775
FOXJ1	-0.057
OR1D4	0.4525
PPIL4	-0.2835
MTRR	-0.72075
SLC27A3	0.648833333333333
HTR7	0.438
MIB2	-0.458625
BHMT	-2.58716666666667
A2ML1	0.4985
MSMB	-1.158625
KIAA1383	2.615
TRUB2	0.35325
PF4	-0.0873333333333333
IL1F5	0.514833333333333
LRRC37B2	0.247
IPO4	0.013
FIGF	-0.75425
QDPR	0.3235
ZNF598	-0.98275
BOP1	-0.361
MAPK12	-2.842
POLR1E	-1.1715
CEECAM1	-0.6145
INSRR	-0.0558333333333333
SIPA1	0.5065
ULK4	0.243833333333333
BTN3A1	-0.0458
FABP5	-2.4001
KBTBD3	2.67816666666667
SORT1	-0.220083333333333
YWHAQ	-1.0544375
LRIT1	0.0265
KIAA1704	-0.226
MEIS2	-2.8816
ENOSF1	-1.44733333333333
PCDH7	1.05435714285714
FZD9	-1.94233333333333
RPLP1	-0.0668333333333333
ZNF75A	0.867
P4HA3	1.43075
NKX6-1	0.4715
CTA-216E10.6	-0.800833333333333
IFT140	0.55975
DENND1A	-0.229916666666667
ALCAM	0.592
ABHD2	0.770363636363636
QPRT	-1.31366666666667
TRAM1	1.79064285714286
ATP1B4	0.500125
NUP37	-0.93
SAA3P	-0.434
SLC22A6	-0.086
KIAA0265	0.454875
ZNF41	0.279
ADAM19	0.3383
ERAF	-1.04275
DEFB119	0.279727272727273
DNMT3B	-3.98183333333333
SNF1LK2	-0.24
MGC24039	-1.24141666666667
TAS2R48	-0.859333333333333
PNLDC1	-0.0483333333333334
ADAMTS16	0.369875
TMEM92	-0.649833333333333
CCT8	-0.152833333333333
POGZ	1.18741666666667
N-PAC	0.495
GUCA1B	-1.23183333333333
ZZEF1	0.860833333333333
OR2C3	0.28275
ZNF334	-3.22016666666667
RANBP6	0.98075
LDHB	-1.6365
BAMBI	-2.07925
RAB5B	1.06925
FOXB1	0.05275
MRPS12	0.1225
MRGPRF	-0.80075
CRIPT	-0.386
CYP2D7P1	-0.642
RYR1	0.204375
NDUFA2	1.16875
TRIP12	0.242916666666667
KCNE3	2.76916666666667
MOBKL2B	-2.2198
MIOX	-0.1895
ACOT7	-2.598375
FGF6	0.586
RASSF5	0.8006
ATAD3B	-1.70866666666667
IKZF3	-0.4335
H3F3B	-0.384642857142857
C6orf91	1.181
SEC11C	0.936
TMEM14C	-0.3555
KIAA1632	-0.626
SLC38A4	-1.1215
FGFR3	-2.61525
HES7	-0.90725
HINT3	1.1295
ARIH1	-1.225
FLJ35880	-2.1
C1orf129	0.541
POU6F1	-0.54525
RPL32	0.096875
BBS1	1.2275
RGPD5	0.106
SULT1C2	0.17175
KDELC1	-2.18375
PIP5K3	-0.2975
CHI3L1	0.2798
CSDA	-0.58225
VTCN1	4.59825
WDR62	-2.12375
TMEM170	-0.46125
KIF2A	-1.0535
C6orf182	-1.379
ARL6IP6	-2.3815
ZCCHC9	-0.743
RARB	-0.371
ZNF320	0.48375
DHX15	-0.3345
PICALM	0.102166666666667
CNOT6	0.21825
HIST1H1A	1.761
ZNF702	1.18166666666667
OR1E2	-0.2125
HLF	-1.5054
LOC442582	-1.2985
KIAA0494	0.732375
TCF4	-0.3555
APOBEC3B	-3.51325
FAM54B	-0.8335
MYH2	-2.5045
FXN	-1.10866666666667
C12orf59	0.4685
PAEP	0.22125
SPG11	-0.4995
VN1R4	-0.058
KCNJ13	-0.959
NOC3L	-0.324
C5orf36	0.2765
CPAMD8	0.50725
MLN	-0.4894
FLJ11184	0.3675
TIAM1	-0.808
OR10J3	0.8135
OR52E2	-0.0665
PBX1	1.603
UBL7	-1.51516666666667
PXMP2	-0.464
SYTL1	-0.279666666666667
FAM126B	0.8285
ZNF711	-1.243375
GGA1	-0.931
VAMP4	2.18233333333333
BCAP29	-0.1527
C20orf19	-0.043
ZNF275	0.674625
NEK6	-0.243
SETD8	-0.457416666666667
HEXIM1	0.06
SULT1A2	-0.124375
KLHL9	-2.32125
SLC39A12	0.02
ARHGEF16	-0.4805
SCN1A	-0.427833333333333
HNRPH1	-0.877166666666667
C9orf103	-0.05025
ECE1	-0.4375
MED18	-1.36975
TEX13B	0.44
SNN	-0.412
C6orf62	0.513222222222222
WNT3A	0.2235
IL22RA2	0.043
MGC21881	1.020375
GABBR1	-0.36225
YIPF6	0.639
PROX1	-2.20866666666667
PPP1R1B	4.0995
LANCL2	1.0823
SCN3A	-1.75483333333333
SSRP1	-0.996166666666667
ASXL2	-0.19325
RPE65	1.803
SNAI1	-0.69
EFNA2	0.11325
CLDN9	0.240375
TP53I13	-0.41925
LOC375748	-0.29325
C9orf7	0.98075
C14orf178	0.02
GC	-1.00866666666667
IER3	0.277166666666667
KCTD10	0.71625
FLJ45717	0.01825
ADC	0.103833333333333
LOC285908	-0.58775
MLL3	0.16725
KIAA1787	-0.1255
MGC31957	-0.02975
MUC5B	-0.64675
ZNF193	0.14925
CSRP1	0.665375
MOSPD1	-0.340833333333333
C21orf49	0.5995
RAD1	-0.8755
ANKRD34	-1.34775
NFRKB	-0.7675
FANCA	-2.66575
VTI1A	0.747214285714286
PCBP3	-1.11466666666667
BFSP2	-1.806
ZNF354C	-0.228125
FRMPD4	-0.61775
IKBKG	-0.646666666666667
LOC441046	-0.3005
UNQ9438	0.285833333333333
TM4SF20	-1.3485
MAGEC1	-5.55025
AMMECR1	-0.674625
GLDN	1.062
TTC30B	1.499
SEC13	0.2117
EGF	4.419625
HAGH	0.438125
VSIG1	0.408166666666667
NHLH2	0.49
NCAPD3	-1.161625
MGC16121	-3.3265
HIATL2	-1.89875
BRCC3	0.57
LCE2D	0.0385
TMEM79	0.42925
GTF3C5	-0.23675
AKR1C4	-0.4596
C3orf59	0.14425
RBM26	-0.020625
DUSP14	1.09616666666667
AP4M1	-0.229
RIMBP2	0.508
ABCC2	-5.04533333333333
DNAJC16	0.877333333333333
TTC12	1.56233333333333
SNX13	0.273833333333333
C6orf168	-0.10675
C1orf100	-1.50475
CSPP1	0.2615
LRRC56	2.2335
OR1J2	0.7235
THY1	-0.2655
KIT	-0.590333333333333
TBC1D8	1.5305
EPHA7	-1.44925
SOLH	-0.38375
SVIP	0.91725
ZNF294	-0.1905
HAND2	0.561
CENTB2	0.511
MARVELD3	2.475625
CREB3	1.21333333333333
KRTAP1-5	-3.61325
OR8K1	0.6775
MED25	0.336666666666667
FDX1	-0.0913333333333334
FAM19A1	-0.0463333333333333
IL13RA1	0.8364
ZNF627	0.513166666666667
NHP2L1	-1.123375
EIF2B2	-0.04025
ZNF593	0.14475
WIPI2	0.591
RANBP1	-2.08875
TAS2R7	0.231
LOC283514	-0.64
CSNK2B	-0.6637
CFHR1	-0.845
DKFZP434O047	-0.0138333333333333
WBP11	-0.303
TEX2	0.98025
GALNT2	-0.0433333333333333
FLJ33360	0.43175
WNT9A	0.36625
IL29	0.16125
STK3	1.26188888888889
REPS2	2.174125
FAM78A	-1.95325
MGC3207	-1.864
FCGR3A	6.01575
H2AFY2	-0.244
RNF150	-1.10225
CCNK	-0.0825
VEZT	1.1965
FSHR	0.046
C1orf66	1.16316666666667
LCE2B	0.5897
CD200	-1.594
ORMDL1	-0.623625
OR51S1	0.7605
KRT83	-1.63225
COL19A1	-0.17
POL3S	0.05725
ZNF468	0.393333333333333
BAG3	0.23975
C1GALT1	-3.80975
CA5A	-4.87075
DKK4	0.1265
SGK2	-0.779125
PIK3C2G	0.03375
USP11	0.029875
IMPA2	-0.64175
PRKDC	-0.948928571428571
MSR1	1.702
PDCD6IP	0.135333333333333
FAM122A	-0.5075
ZNF740	-0.0455
ATXN2	0.199666666666667
SLC17A4	1.45066666666667
RAXL1	-0.560166666666667
RS1	0.309
NET1	1.99883333333333
NPY1R	-1.66516666666667
MVD	-1.3035
C11orf61	-0.755
CHDH	1.536
GCNT2	-1.111
LGALS12	-2.123
IK	0.289333333333333
C7orf41	0.450111111111111
SURF4	0.715
C1orf91	-0.0658333333333333
BCS1L	-0.440666666666667
C20orf141	0.310333333333333
BCAS2	-1.44975
ACE2	-1.05075
ICT1	0.70775
CD79B	-0.69175
MRPS9	0.12575
AADACL1	1.55925
IRS2	-1.695625
LUZP2	-2.763
TMEM148	-0.22675
ZNF514	0.0735
ADCK2	0.5385
ZKSCAN1	1.25371428571429
FASTKD2	0.184125
KCNMB3	0.292666666666667
POFUT2	-0.0579
GNG2	-1.7159
OR6Y1	-0.271
FAM26A	-2.03833333333333
CAND2	0.56175
FLYWCH2	0.60875
BCL6	1.54325
MDH2	0.285785714285714
DRP2	0.147
TPD52L1	1.4195
TXNL4A	-0.725
OR3A1	0.15
C22orf9	-1.03157142857143
