Hybridization REF	TCGA-B6-A0WZ-01A-11R-A109-07
C16orf46	-0.0715
CYP51A1	0.884625
DDC	-6.1755
ANPEP	2.31583333333333
PROM1	-1.8085
SIGLEC10	0.75875
COPG	0.6035
FAM26E	0.7965
TRIP4	0.53625
SNX3	-0.612166666666667
C1orf175	0.773333333333333
PPY2	0.51425
C14orf152	0.448
FTSJ1	-1.12483333333333
DST	0.71195
LOC554235	0.30725
GLRX5	-0.164
C20orf12	1.4527
CAB39	0.4515
MSH2	-1.754
PIP4K2C	1.661875
CYLD	0.938
WTAP	-0.469375
MGAT4A	2.33222222222222
TSC22D4	-0.0204
CHRM2	-1.299
PPYR1	0.5985
CCNH	-0.196166666666667
RRM1	-1.0625
ECAT8	-3.46525
LOC400120	-0.40225
GABRA4	-0.279285714285714
C14orf4	1.49833333333333
C1orf59	-0.34275
CTDSPL	0.781583333333333
NHEDC2	-1.9625
PDE11A	-1.089875
KLHL29	-2.2525
CD5	-2.2132
TSPAN9	2.1785
WDR67	-1.41975
THUMPD1	0.9893
C18orf17	1.0325
CLYBL	-0.127166666666667
FLJ13231	0.111875
CMBL	1.4285
LECT2	-0.2715
NKAPL	1.53383333333333
LOC654780	0.442
OR4C6	0.22
RAB30	1.362
TSSK4	-0.4545
TMEM163	0.1695
OSBPL11	-0.582666666666667
GNB5	-0.293166666666667
CCL21	0.4435
C1orf121	-0.210666666666667
FMO2	0.666166666666667
RPTN	0.005
MSTN	1.143
VCL	-0.0745
FYTTD1	-0.8595
C11orf1	0.872
CCDC88C	0.748
HFE	-0.523611111111111
MOGAT1	-0.049
FAM125B	0.351166666666667
IRGQ	0.8665
RAVER2	-0.3555
AKAP5	-0.4865
SSSCA1	-0.24525
C11orf63	0.8505
ACTG2	0.1404
PORCN	-0.851
DTL	-1.53018181818182
TMEM151	1.01225
FAM122C	-0.0935
RSAD2	3.4683
BAT4	-0.5335
KRTDAP	-0.488666666666667
MYH8	0.5945
CRTC3	0.1035
LRRFIP2	0.4382
INTS4	-0.326333333333333
TTN	-2.038
SLC26A5	1.23
PLLP	-1.66975
RGS6	-0.21625
SRGAP3	1.62325
ZNF525	0.00833333333333333
NBR2	0.217666666666667
C13orf1	-0.0702000000000001
ZNF137	0.2955
CEP27	-1.4135
BEST2	0.423
RNF121	-0.10775
DMRTC2	0.92775
C8orf76	-1.095
BCCIP	-0.353125
MEST	-1.88925
HTRA2	0.167
ANGPTL2	1.18575
ILKAP	-0.268333333333333
ERAS	-0.034
HBS1L	0.080875
CPA5	0.072
TMEM30A	-0.0183333333333333
CD300LF	0.998166666666667
WISP3	-0.0745
CRK	-0.2845
PDS5A	-0.2789
BRPF3	0.495333333333333
NEDD9	0.514375
SMPDL3B	1.41875
PSG6	-1.6765
PSMD13	-0.1195
ETV5	-1.79175
OR51A4	0.2085
BTBD7	1.511
GSTO1	-1.220875
hCG_16001	0.476
MAD2L1BP	-0.211166666666667
COX6A2	3.2345
SCNN1A	2.78233333333333
LSM1	0.212333333333333
UGT2B11	-2.9045
IDUA	1.57825
PPP2R3C	-0.854666666666667
COX11	-1.19833333333333
PDZK1	3.41225
ZNF443	1.54533333333333
MGC21874	1.36883333333333
ZNF323	0.4446
KRTAP10-10	0.5375
CXCL6	-0.5705
SLC34A2	1.1658
LOC284402	1.4685
NPTN	0.487583333333333
UPP1	-1.98941666666667
SLC6A9	0.701
OR7G3	0.1705
CISD1	-1.25266666666667
ZNF545	-0.719166666666667
SYT14	-0.92
NT5C3L	-0.834333333333333
ZNHIT3	-0.569166666666667
SNRPD3	0.088
KIAA0701	0.1935
UNC93B1	0.391333333333333
GMNN	-2.32775
SPCS2	0.130166666666667
LOC388524	-0.016
NAPRT1	0.08425
PNLIPRP1	0.038
OR6V1	0.754
PRKAB1	0.2725
EYA4	-2.57266666666667
KIF20A	-1.897
ALG10	0.3895
ITPKC	1.18433333333333
LMX1B	2.57883333333333
RPUSD4	-1.33583333333333
C7orf34	0.00516666666666668
DLGAP2	0.18325
PFN1	-1.0946
MICALL2	1.06291666666667
ZNF654	-0.619
SS18L1	-1.61675
SLC16A8	0.8755
MKI67IP	-0.488166666666667
ITGB3	-0.989125
TCEA3	3.1275
CEP152	-2.467875
CLIP1	0.421
ZNF75	0.0985
ATP5C1	-0.782333333333333
NUDT5	-0.792
PSCDBP	-0.92575
UBP1	-0.783
RBM27	-0.09125
C13orf15	2.465625
ZNF282	0.177166666666667
ZNF222	0.007
COL10A1	6.6275
PRDM15	-0.89675
TTTY5	-0.3285
FAM9C	-0.315166666666667
C20orf67	0.0785
GNG13	0.698
F12	1.6335
C1orf41	-0.57875
CPXCR1	-0.2375
GSK3A	0.446375
SUPT6H	0.0606666666666666
PI16	-1.55233333333333
ELL2	-1.86566666666667
C9orf167	-2.3595
PVRL3	-2.1961
FLJ38596	0.6345
ADAM20	0.6935
GPR89A	-1.008
GPR87	0.813
ZNF30	1.11825
SMR3B	-0.302
ZNF770	0.11175
TRPC4AP	-0.986833333333333
DKFZP686E2158	0.4475
C2orf28	0.5875
FREM1	-2.0245
LAMA4	0.7505
ADPRHL2	0.13225
EIF4G2	0.3905
GUCA1A	-0.8035
CTNNA2	-2.26614285714286
NUDT15	-1.481
CEPT1	-0.265333333333333
ZNFX1	0.2891
CCDC92	0.97375
TDRD1	-1.043
KCNK5	0.275833333333333
ETNK1	-0.3855
LTA	0.5175
TTPA	-0.102666666666667
B3GALNT2	0.56675
SC65	-0.560333333333333
PEX5L	-1.680625
EPS15L1	0.33575
MGEA5	0.038875
HIST1H3A	1.28825
ING1	-0.148625
BCAT1	-3.373875
ORC6L	-2.78563636363636
KLK11	-5.38933333333333
C19orf28	-0.824
DNER	-5.359125
MED22	-0.628857142857143
ETV6	1.74475
CHAC2	-2.01175
CD300E	0.328
CEBPB	0.30275
ZNF398	0.82075
LRCH3	-0.258
HMGA1	-1.598
CAPN7	-0.400166666666667
MGC5566	-3.63575
CCL3	2.23625
NANOS1	-1.265625
ZFYVE19	-0.196
APITD1	-0.393166666666667
PARD3	0.410875
IRAK4	-0.2915
SERPINI2	0.026
CEP170L	-1.41175
TTC9	3.263
MYOM3	-2.11025
MLPH	1.803125
LOC222699	0.7205
NRG1	-1.33825
TBC1D9	2.76727272727273
TTK	-2.30683333333333
ZNF557	0.6471
DDX41	-0.472833333333333
FANK1	3.612
UBE2D2	-0.01425
PSMB10	0.3855
MYH7B	0.163
GABARAPL2	-1.342
MARVELD2	1.99566666666667
DGCR2	0.910166666666667
UNC45A	-0.230166666666667
C6orf72	0.896
ZNF683	3.86425
GIT2	-0.61675
CASK	0.778
C14orf161	5.40166666666667
LRRC44	0.96825
TIFA	0.586625
UTP11L	-1.097875
C6orf65	-2.0535
FDPS	-0.6765
DUSP9	-1.8812
SLC17A8	0.3508
OR51G1	0.246
NANS	0.9075
OLFML1	1.84425
ATP10B	-1.560625
NPAS3	0.65225
PRKCA	-2.8692
GGA2	-0.1605
LCE4A	0.669
SPANXN3	-0.07075
CCDC115	1.46175
SDCCAG3	-0.9385
GLIPR1L1	0.58125
TTC1	-0.9735
C17orf76	0.1465
MAD2L2	-0.70625
HIPK1	0.164
LRRC3B	-0.3372
CLN3	-0.8565
C17orf47	-0.618
FMN2	-2.873875
TUBB1	-2.0135
WAPAL	-0.217833333333333
C3orf21	-0.7285
SCN5A	-0.9421
SMYD1	-0.41675
BEX5	0.97375
ZNF192	0.2245
SEC22A	-0.352333333333333
GRIA2	5.69185714285714
KIAA0825	-0.377
NUSAP1	-2.31727272727273
LANCL1	0.2125
C15orf40	-1.4771
ZNF645	0.239875
GPR61	0.32925
NLRP14	-0.7025
SNX21	-0.5565
C1QTNF8	0.338
C17orf46	0.23525
IFNA8	0.71
SPRR1B	-1.09816666666667
FLRT1	-0.732
SNX17	-0.499166666666667
ASB2	-1.50733333333333
HBG1	-5.3745
RPRML	-2.0845
JOSD2	0.918333333333333
PLSCR3	-0.05225
SPOCD1	-0.8345
RAB39	-0.901
GHRH	4.027
ITIH5L	0.49775
C17orf37	0.6655
SMCR8	0.72225
DPY19L2P3	-0.216666666666667
IL11RA	-0.0571666666666667
GDF3	-3.58516666666667
RPS6KB1	-1.10716666666667
DNAJC19	0.1225
TOP1	-0.93725
CRCT1	0.294375
MPST	0.521875
DPM2	0.991125
FAM38B	-2.1595
SLC18A1	-3.27016666666667
FARP1	1.50233333333333
PAX7	0.23825
TUBD1	-1.539
GNL3	-0.839625
BTG2	1.75766666666667
NDUFS6	-0.815
C1orf79	-1.69075
ERAL1	-0.11675
ECHS1	0.74825
VPS4A	-0.733
CYP11A1	-0.639625
ABCC6	-1.55578571428571
PBX4	0.0095
MOSC1	-1.06775
NCF4	-1.113
HYMAI	0.894
NAGPA	-1.33525
OTOP2	0.614
ACOT12	-0.32875
MTHFD2L	-1.455
LOC441376	4.348
C19orf34	0.062
RAB1B	0.1895
ALDOAP2	0.4305
NTRK1	-1.5705
ARTS-1	-0.313
SLC6A11	-0.946
NAP1L2	-1.48175
CNGB1	0.103833333333333
EPB41L4B	-0.0216666666666667
FAM134B	0.7845
HS3ST3A1	-1.8655
CPXM2	4.82675
SIRPB2	0.4885
CHORDC1	-2.22983333333333
TRIB3	-1.37916666666667
SLC2A5	0.935
C2orf49	0.219166666666667
DDX5	-0.59375
OR5L1	1.6815
ANAPC4	-0.298666666666667
ZSWIM1	0.62875
LOC93622	-0.090875
KCNK3	-0.6414
RP11-35N6.1	-2.732
ZFP161	-0.3825
AQP9	0.662
SLC15A2	-1.2685
MREG	2.44316666666667
OR9I1	-0.1385
PDLIM2	-0.01725
ADAM7	0.241
GSTCD	0.680833333333333
WDR21A	0.474125
SLC12A8	1.05383333333333
TMEM174	0.09575
IGSF3	0.95025
LRRN1	-0.38175
LOC402117	-0.0135
SRPK1	-1.63183333333333
LY6K	-2.23975
NFIA	3.804
PTCD3	-0.136375
LEP	0.785333333333333
PCDH21	-1.42266666666667
MAPKAPK2	1.19714285714286
NMNAT1	0.056
LHFPL2	-0.29875
C9orf43	1.0085
DIP2A	-0.940166666666667
ACTR8	-0.179125
CCDC34	-1.1185
PTPN22	-2.087125
ITGA3	-0.48625
FAM129C	0.14725
RABGGTA	0.346166666666667
UNC45B	0.4665
KIAA1033	-0.33225
ZNF510	-0.0118333333333333
CYP2D6	-0.365833333333333
SLC26A10	-0.66
STX8	-0.35175
LUZP1	-0.286375
WDR89	0.0303333333333333
EIF4G3	0.8181
C5AR1	0.58025
ZNF623	-0.7735
A2M	-0.88225
TGM7	0.4875
GRPEL1	-0.497833333333333
LMNB2	-0.9394
ROCK2	0.358
SNX16	1.6425
CCDC66	0.1065
ANXA3	1.11475
KIAA1609	-0.724625
EED	-1.41475
RNF32	0.136333333333333
HES1	1.1186
CLC	1.09233333333333
ISL1	-0.6204
KIAA0528	-0.00500000000000001
MANEA	-0.22525
C1orf61	-2.998
hCG_2001000	0.51175
RAPGEF6	0.0256
KIAA0020	-1.22433333333333
NEIL1	1.139
C16orf45	2.165625
RBM10	0.0443333333333333
C10orf125	-2.44925
MRS2L	-0.1035
DNAH17	-1.46214285714286
C19orf10	0.10925
C1orf160	1.53525
SLFN12	1.29975
EXOC3	-0.536833333333333
HIST3H3	0.573
NCOR2	0.2325
TNFRSF9	-0.24625
MFSD8	0.92575
ALX1	-4.1015
NOL1	-1.81625
PODN	2.804
TIAL1	-0.894
HIST1H1E	0.0405
NPY6R	0.294
TM4SF4	1.9335
CORO2A	1.63325
ETNK2	-0.279
APOE	0.1209
ANGPT4	0.101
HDGF2	0.19225
G30	0.505
ST8SIA4	-0.950875
F2RL1	-0.507125
FAM19A4	-2.99975
CCAR1	-0.265
B3GNT7	-0.05825
OPHN1	0.0777
DSCR6	1.7235
C21orf13	1.577
GAS2L1	0.586166666666667
RFX3	0.567166666666667
COPS4	-0.363
BCHE	-5.15033333333333
BCL2	2.810125
HBZ	-2.751
ARL13B	0.28975
MAPBPIP	0.50475
MYO15B	0.54325
SPZ1	-0.23525
KIAA1324	3.74866666666667
PLCL2	-2.044625
C4orf29	-0.9885
WDFY2	-0.0945
ZNF284	0.0945
NAALADL1	-0.386
DUSP5	0.975833333333333
PXDN	0.9265
SLMO1	-1.2675
TNXB	1.0178
BIRC7	-1.415
A4GALT	0.581333333333333
TIMM22	0.0245
FAM110C	2.13
TOMM34	-1.364875
ABHD9	0.622
ADAM32	0.382
CRHBP	-1.29925
AQP2	0.842625
LOC130355	1.27775
ZNF187	-0.418666666666667
ZNF816A	0.1415
F7	0.437
CNOT1	-1.1306
SLC13A4	-1.18475
ZBTB11	-0.51325
B3GALT5	-0.3045
EXOC2	0.047
IRS1	1.0331
TMEM1	-0.565833333333333
MRPL34	0.532666666666667
SAMM50	-0.26725
CDC42EP3	1.412375
HSF2	-1.314
MFN2	0.776
TSPAN7	-2.88483333333333
NUCB1	1.20225
RHOH	-1.695
ARL16	-0.708
TACR1	-0.21425
SFRS5	0.308166666666667
SNX25	-0.167
RHBDF1	1.03066666666667
PCDH18	0.601666666666667
HMG1L1	-0.574
MYO5C	1.04275
MAPK10	0.6755
LDHAL6A	-0.3275
NUDT12	0.310833333333333
NCAM1	-0.255375
GLIS2	0.7135
GGTL4	1.63625
DAPP1	0.803
ATF7	1.108875
KIAA0748	-1.86275
NFIL3	-0.70275
TM6SF1	-0.4171
SEZ6	0.170875
NANOS3	1.127
DNAJA3	-0.448833333333333
CLDN6	-2.8775
CIITA	2.9237
EPHA4	-1.95841666666667
FANCC	0.54375
CMTM3	-0.062125
PSG3	-0.635375
MRPL15	-1.322
C21orf59	0.40775
PLCXD2	-0.139
C2orf34	-0.00587499999999998
UBE2L6	1.801375
MED14	-0.4058
HP1BP3	0.9676
C6orf208	0.204
TPBG	0.7265
OSR2	0.8985
XPC	-0.567833333333333
KLHL7	-0.86375
CCR3	0.441
AGTPBP1	-1.9525
PCSK6	-0.1294
STAT5A	-1.5451
FAM18B	-0.47525
LONRF2	0.881
PTPN2	-0.916375
SF3A3	-0.950833333333333
EFCBP2	-0.08475
HCFC1	-1.68133333333333
AHNAK	0.37675
ACTR5	-0.5375
KIF14	-2.40342857142857
TENC1	0.93475
HEATR5B	0.896
YIPF2	1.48616666666667
MYEOV2	1.71866666666667
DUSP18	1.52825
KIAA1012	0.38975
AHR	-0.941666666666667
C17orf53	-1.25433333333333
PTPRH	-3.4745
ATP6V1C1	-1.1539
TAS2R3	-0.6955
LOC440356	-0.02125
COQ10B	0.2865
PSMF1	0.146333333333333
SORBS2	3.03491666666667
NFE2L2	-0.39375
TMCO7	-1.24525
SH3PXD2A	-0.0437
SH2D2A	-2.2785
SPINK5	-3.3665
MRPS24	-0.41175
OPA3	1.681125
TRAF7	0.062
C4orf35	0.3524
MT1G	-0.238375
MGC39545	0.41225
HS1BP3	0.7926
OR2B2	0.332
CHRM4	0.215
SFRP2	3.13275
RIC3	-1.65525
ART1	-0.361
C6orf1	0.632375
DUS4L	-1.106
C10orf104	-0.038
TNFAIP6	2.49925
RTEL1	-1.08875
CCT4	-0.8667
ZNF709	-0.038
CHMP6	0.700833333333333
UPP2	0.8
CYP19A1	-3.230625
CD151	0.454166666666667
NDUFA13	1.01
ARFRP1	-1.0125
FAM26B	1.0445
CRYBA1	-1.515
MRPL41	1.33066666666667
NPFFR2	-1.368125
HRH2	0.384
SCAMP3	-0.434666666666667
MTMR6	0.0366
MTG1	-0.819
UBTD1	1.46525
CRABP1	-2.413
FLJ33790	0.2125
KIAA1908	-0.279666666666667
GPR158	-0.4815
PACSIN3	0.2635
OMD	3.97416666666667
CATSPER1	-0.0465
HOXB8	-0.55875
FBXO46	1.5405
OAS1	2.40216666666667
SVIL	-1.086
PHB2	-0.70675
ADCY3	-0.3565
NDRG2	0.678833333333333
ERMAP	-0.272
APBA2	-1.72316666666667
IGSF9	2.3925
WNT6	0.132571428571429
MYCBPAP	-0.843
ATP2B2	-0.108
CPVL	-2.5276
TRAM2	-0.5835
NOP5/NOP58	-0.233
ZNRF4	0.07
TLK1	0.61275
MTMR12	-0.0249285714285715
ZNF384	-0.442666666666667
FAM9B	-3.72075
RPN1	0.4942
PMVK	0.44425
EIF3D	0.2386
SIX2	0.38175
HPS1	0.531285714285714
RNF7	-0.00675
PSKH2	0.451
KCTD13	-0.309833333333333
CSMD3	-0.512
FBF1	-0.151
IL8	-5.451125
SERPINB13	0.475
FBXL20	-0.90625
BLR1	0.60075
SH2B1	-0.5415
RFNG	-0.064625
RAB20	1.22866666666667
RBM7	-1.732
POLR1A	-0.537666666666667
TMPRSS4	-3.16175
TAF9	-0.57275
TERF2	-1.8955
TNFRSF1A	0.873
ACADVL	-0.284833333333333
GTF2H5	0.7455
EDG8	1.0505
C9orf140	-1.067375
UST6	-0.01975
ZBTB8OS	0.4365
ZNF710	1.5525
GPR174	-2.184
ATP6V0A2	-0.85675
KIAA0319L	0.308166666666667
XKRX	-1.71
DOPEY2	1.8173
SDHD	-0.487083333333333
SUMF1	1.2355
OSM	0.93925
OPN3	-1.01675
DAGLB	0.287
PPFIBP1	0.4087
TRIM63	-2.75575
C10orf53	0.5095
LYPD3	2.092
BCL7A	-0.2435
AGER	-1.26883333333333
TCF19	-1.555
SAT2	-0.71925
PFTK1	1.19683333333333
GABRE	-3.270125
C15orf38	2.341
FIS1	0.939
KCNV2	0.1585
CLPS	0.45675
PPCDC	-0.027625
FOXN2	0.36
NT5E	-3.3319
CD83	-0.51575
IL18	-2.398625
VPS16	0.04175
IGFBP2	0.686833333333333
NOTCH2	0.84
SIGLEC1	2.673125
CD93	5.0885
SULF2	0.5415
CEP164	-0.035625
P53AIP1	-0.102666666666667
TOR2A	0.166166666666667
ZNF136	0.7135
MGP	4.1828
CCDC144A	0.6985
TRPC1	-1.197
SMS	-1.04466666666667
MAPK7	-0.534
RRAGC	0.27825
PARD6A	0.833666666666667
NUB1	0.426833333333333
SYNGR4	2.17475
OR11H12	0.035
WIF1	0.01325
GCH1	0.14875
OR11H4	0.343
SLC44A5	1.5255
GPRIN2	2.58133333333333
LOC401431	1.38675
CPA4	-1.6205
MELK	-1.37488888888889
IL15RA	-0.699
CUL3	0.616875
HMBOX1	0.10325
PODXL	-1.87
CCT6B	0.839166666666667
COMTD1	0.42125
MUC20	1.026
GPX2	-3.646
ITK	-2.487
FBXL5	1.511
C13orf27	-1.7495
DEFA5	-0.001
TRHDE	-1.092
MTP18	0.375166666666667
UQCRQ	1.6007
ITGB2	-0.0139166666666666
CSRP2BP	-0.63425
TAS2R44	1.374
PHPT1	0.986
FAM44C	-0.2795
ERH	1.543
MPHOSPH1	-1.94216666666667
MORC1	-0.5185
PARVB	-1.82275
LAMA1	-2.75741666666667
PGBD3	0.35275
GIMAP6	3.37675
AREG	0.559
LIPT1	0.07025
MGC99813	0.34075
C1orf201	0.655833333333333
GRIN2A	-1.5228
MAN2C1	-0.43625
NSUN5	-0.53325
SF3B5	0.15925
MYC	-3.229375
NRXN1	-0.5915
ZNF18	0.13175
SPDYA	-0.342
SLC37A1	1.543
DECR2	0.76925
ANKRD38	1.225375
SPTLC3	-0.0804166666666667
SUPT16H	-0.50275
DTWD2	1.46775
ULBP1	-0.318
ZADH1	0.572166666666667
OIP5	-2.0405
IL10RB	-0.8
OTUB2	1.192375
VWA3A	0.827
SPIC	0.00516666666666667
OR6C4	0.0765
PSCD4	0.374
DPY19L2P2	-1.427
TRAPPC6A	0.7665
C21orf2	-0.18
CEMP1	-0.55575
LIN7B	0.905
E2F7	-2.108
VCP	-0.036375
LAMA3	0.624666666666667
BGN	1.971
GPR160	1.21166666666667
COCH	-5.51816666666667
GPR81	1.89533333333333
APOBEC3F	-2.63125
tcag7.1017	0.2005
C1orf32	0.0565
SCGB1D2	7.34775
FLJ43987	-0.179
C6orf170	0.32225
KLK9	0.9145
GPD1L	1.51775
VPS37B	1.07025
ATG3	-0.853166666666667
ADAMTS17	0.754
KLHDC2	0.241666666666667
NDUFV2	0.03575
BLK	-3.08725
MATN4	-0.707
GPM6A	1.01175
GBP4	2.68766666666667
TMEM162	0.6645
PKP2	0.4065
HRASLS	1.02688888888889
MMP1	-2.62525
SFXN3	0.4582
FSD1	-1.89816666666667
ST6GALNAC3	-2.2345
CA12	3.1337
NCOA6	0.29325
C19orf58	1.1555
PPP4R1	-0.330333333333333
MAN1A2	1.27733333333333
IKBKAP	-1.291
UPF1	0.350833333333333
KIAA1219	0.057
WNT16	0.326333333333333
SNW1	0.15
IL18RAP	1.65275
RPP30	-0.31725
CDC40	-0.6165
SETD3	0.464
SLAMF6	-0.83825
ELK4	-0.794
TRIM47	0.602666666666667
ACOX3	1.562125
TRIM6	1.609
KIAA0372	-1.12233333333333
TP53AP1	2.266375
SMURF2	-0.80175
ADAD1	0.31875
EBP	-0.3838
KRTAP13-2	0.0015
FLJ36874	-0.813
TOR1A	-0.00949999999999999
P2RY4	1.7715
GPBP1	-0.0795
TRPV1	-0.149
ADAMTS12	0.435833333333333
PES1	-0.757
ATG4A	1.17716666666667
MAGEA10	-4.492
WFS1	2.55075
CC2D1B	-0.502
PABPN1	0.3905
SLC25A30	0.18825
SLCO1C1	0.135
SLC22A5	1.77725
KIF23	-2.48216666666667
SYN2	-1.177
ASPN	9.04933333333333
CENTG2	0.43625
QSOX2	-1.7827
FLJ10815	-0.452
STK24	-0.579
SPEG	0.5881
STK10	-0.421333333333333
DACT2	-3.0235
AAAS	-0.42325
SSX3	-1.836125
ABCD3	0.3112
C4orf12	-0.237375
PARVG	-0.0361666666666667
FIG4	1.17925
C9orf46	1.3165
TMCO6	-0.8945
IGHMBP2	-1.266
DUS2L	-1.45666666666667
FAM3C	-1.0930625
TMEM16D	-3.0175
DCTN4	0.56875
KCNH3	-0.79175
EIF2AK2	1.2135
AP1S3	1.1155
CST4	0.422
PAM	-0.2268125
NUTF2	-0.83425
CITED2	-0.2043
SLC39A4	-1.37375
C2orf52	-0.7305
GRM3	0.03925
C12orf49	0.30025
CCDC49	-0.7439
GRAMD1B	-1.978125
FNDC4	-0.149
SIAH2	1.2655
GDPD4	0.63925
C21orf87	0.66125
ATP5A1	-0.576
C16orf63	-0.48225
LOC388135	0.331833333333333
ATP5J2	0.04775
MMP3	-1.54275
EMID2	-0.2405
CRHR1	0.62325
WDR70	-0.5725
C13orf31	2.04725
ZFAND1	-1.28775
CCL18	2.06716666666667
C3orf49	-0.8835
RINT1	-0.0655
KIAA0408	-2.816
F13A1	4.9283
SLC10A1	-0.216166666666667
OGN	2.733
GIPC2	-2.26033333333333
XPO6	-0.391666666666667
LCE1A	1.125
FMR1	-0.1035
LOC374920	-0.203
DUSP3	0.6435
ANKMY1	1.29275
C7orf50	0.71
BBS9	0.0417999999999999
UNC119B	-0.101375
C9orf72	-0.283375
MGC35440	-0.086
ENTPD6	0.129625
PPP1R2P9	0.35375
ERCC4	0.00325
FAHD2B	0.3105
HMHA1	-0.77
HACL1	-0.33175
RAD23A	0.5065
FAM83B	0.198
PPP5C	-0.325333333333333
RNASEH2C	-0.449875
C9orf153	-0.7035
SCAMP4	1.528625
GHITM	0.0335999999999999
NDUFB7	0.9725
ADCYAP1	-0.173
SP110	2.67166666666667
MAP3K7IP2	-0.21325
DHH	0.79
AGRN	0.891285714285714
WDR33	-0.168666666666667
CEP290	0.749833333333333
PRPS1L1	-1.55383333333333
KLRA1	-0.906
GPR97	-0.646
CHD7	-1.00158333333333
TLR10	0.1275
SLC30A8	-1.078
HIC1	1.77616666666667
IAPP	0.678
RXFP4	0.5705
GP1BB	2.93675
SHQ1	0.1815
NKX2-3	0.485166666666667
API5	-0.831
FTHP1	0.713
MOV10L1	-0.550166666666667
TRIM6-TRIM34	2.32883333333333
ADHFE1	1.5225
FAM117A	-0.82525
DDI1	0.377166666666667
CDON	-0.300166666666667
TRIM73	-1.315
IGKC	0.6185
MMP14	0.285166666666667
DYNC1LI1	-0.540125
C11orf66	0.699
TRBV3-1	-1.579
FASTKD5	-0.75925
BIVM	-2.11675
LHX4	-0.48725
CXCL2	-2.8913
RAB2B	-0.7105
IZUMO1	-0.9475
MAP3K15	-2.623125
FAM19A2	-0.173333333333333
ZC3H8	-0.9265
ZMAT1	2.734625
SPINK5L3	-2.881
SLC10A6	1.368
APPL2	-0.235
CARD10	-0.317666666666667
LOC402176	-0.975
EEF1D	0.8975
RAB6A	0.2168
C12orf5	-0.674
PAPOLG	0.799
MSRB2	1.573
BCR	0.3315
PUS3	0.19625
TIAM2	0.6315
ZNF317	0.0185
CHD2	0.185
FZD5	-1.74354545454545
NUDT8	-0.56225
ZNF763	-0.441
PRC1	-1.95922222222222
ABCB9	0.629833333333333
SPATA3	0.309
TRAK2	1.5475
STAB1	3.132
LRRTM2	0.035
psiTPTE22	2.8255
DBI	2.15625
SERPINA11	3.0475
NAT5	0.093
C20orf58	-0.72525
RPS6KA4	0.6925
FLJ90650	-0.63825
TGFBRAP1	0.17625
CHRDL2	-0.807375
FAHD2A	0.0483333333333333
CNTN1	0.2125
BBS4	0.4304
TMEM181	-0.0975
MINPP1	-1.72325
MPHOSPH6	0.07
HOXC10	1.864
ITPKB	0.092125
CLPTM1L	-0.1245
MEOX2	-1.4535
ATP6V0C	1.33
PRPF8	-1.17466666666667
TMC5	3.39375
FKBP3	0.4685
PLEKHB2	0.65375
OR4D6	-0.092
ZNF544	0.2899
D2HGDH	0.34175
RPL18A	0.0983
HEL308	-0.327125
MPP6	-5.30775
TCERG1	-1.7835
KRT16	0.146666666666667
KLF17	0.115
KLF5	0.704375
CDR1	2.756
VCX3A	-2.329
FBLN2	1.067625
C14orf104	-1.1175
HBE1	-4.5792
OR4S2	-0.111
C1orf108	-0.443
ROBO4	3.981
CPEB4	1.220125
C11orf80	0.78
BCKDHA	0.979833333333333
MYOC	-0.455333333333333
GIF	0.09
CKMT1A	1.8455
RPL3	1.2588
THBS1	2.628375
APOO	-0.38525
ARMCX1	2.00725
HSZFP36	1.92675
SNAPC5	-0.897
EIF4ENIF1	0.69325
ZNF433	1.01925
TNFRSF21	-2.38575
TMPRSS7	0.501
SPATA18	1.8117
HPDL	-3.5935
MKL2	1.8301
TBX3	0.952692307692308
C21orf93	0.8675
DAXX	0.3535
ELMO1	-0.692375
RGS13	0.976
TAF11	-2.18775
UNC13A	-2.267625
LOC653314	-0.0915
ORC3L	-0.28825
IMAA	-3.07
TARBP2	-0.09925
CABIN1	0.5807
TRIOBP	0.01875
HIST1H2AC	1.057375
RGS22	-1.09883333333333
NCOA1	1.774
IL25	0.7385
SNCG	0.4
GPR6	1.045
AMDHD1	-3.4685
CHEK2	-0.93825
C6orf142	-1.49825
DRD4	1.63325
C14orf68	-0.71125
GDF11	-1.502
SEMG2	0.1015
CD247	-2.8345
CDAN1	0.10975
RBMX2	-0.5785
TGS1	-1.8035
OIT3	0.348333333333333
SYF2	-0.58075
MCM4	-2.35475
PKHD1L1	-0.50225
CEP192	-0.836333333333333
IFT88	1.08375
RPL9	0.497285714285714
RAB32	-0.9
DDX43	-3.47525
P2RX2	0.752166666666667
OR5D18	-0.063
UBE1	-0.167333333333333
SLC24A1	0.57675
ARHGAP5	-0.25175
CETP	-0.10775
KIAA1731	-0.343166666666667
SLC9A4	0.4085
PTPN6	1.00925
BAHD1	0.58825
GRIK3	0.4815
CACNB2	-0.8444
PDE10A	0.52875
DGCR14	0.267
PCDHB9	-0.609666666666667
RHOQ	-0.2385
MAP3K4	-0.584
KTI12	-0.469333333333333
RPL23AP13	-0.0105
GNG11	-0.745
CLCN3	1.27316666666667
GPAM	-1.222375
VSTM2A	0.2015
SLAMF7	0.0811666666666667
INTS2	-1.9585
PPP2CA	-0.6898
LRP12	-1.97473333333333
SEC14L2	3.76322222222222
DKFZP586H2123	1.11375
MC3R	0.1095
CIRH1A	-2.15916666666667
HIST1H2AB	1.26216666666667
