Hybridization REF	TCGA-AN-A0XT-01A-11R-A109-07
ZNF2	0.40875
ST3GAL5	-2.20091666666667
MRPL23	-0.762
TSSK6	-0.3585
PSMA6	-0.09725
C16orf70	-0.92825
KIAA1602	-0.35625
ALMS1	0.843
DCN	1.06725
TMEM132D	-0.789
SUCLG2	-0.76825
ABHD14A	0.1415
DEXI	0.230333333333333
AMPD2	-0.890333333333333
IFNAR2	-0.2875
CYB5A	2.0872
TLOC1	0.47525
NXF5	-0.543
NRBF2	-0.131125
KCTD3	1.1555
ITGAE	-1.50916666666667
SLC30A3	-1.63016666666667
ZRF1	-1.0895
IFRD2	-1.072
XAB1	-0.63
PYCR2	-0.7625
SERPINB3	-4.0045
TMLHE	-0.0514
GEFT	-1.484375
ABCA5	0.105875
EMR4	0.1955
TSFM	-0.7135
HIST3H2BB	0.0915
ARHGEF19	-1.261
TSPAN17	-0.1085
ABCC8	-0.6975
MAP1S	0.1295
C22orf36	1.27525
BNC2	-0.9155
HIST1H4A	-0.84475
NDUFS3	-0.274833333333333
WDR3	-0.589666666666667
XKR4	-0.3805
TTC33	0.124357142857143
STMN2	3.6715
CPN2	-0.462833333333333
HSPC105	0.707875
PCOLCE2	-3.26375
C3orf55	0.8985
KLHDC9	2.57133333333333
TBC1D23	0.157875
ATXN2L	-0.8415
MAP2K3	0.499666666666667
SCAP	-0.1715
ZNF486	1.6615
C20orf96	2.267
NARS	0.58575
ADAMTSL1	-0.469928571428571
PRCC	0.380666666666667
CCDC126	2.77541666666667
ZNF675	0.66575
CALCOCO1	0.81025
ANKRD43	4.638
CWF19L2	-0.0458333333333333
ZBTB32	1.615
BRAF	1.8885
ODF4	0.42975
MGC14376	0.284
HORMAD1	-1.89766666666667
AAK1	0.401083333333333
PEBP1	2.22116666666667
TNFSF5IP1	0.475166666666667
DKFZp564N2472	0.31175
RMND1	0.237625
IGKV1-5	3.86425
COL1A2	1.71875
SERPINA5	1.976375
AANAT	0.2985
C19orf21	-0.8625
GEMIN5	-0.564
UBR4	-0.6745
LTBP3	1.09933333333333
AMHR2	-1.8665
PROCR	-0.75125
MYBBP1A	-1.41525
C20orf39	-0.7935
ZNF697	-0.056625
PASK	-0.2983
ZNF776	1.18716666666667
RFXDC2	0.43725
KIAA0467	0.34725
C10orf96	-2.39925
ZNF503	-1.63
GULP1	-1.37216666666667
KCNE4	1.2945
DKFZp434K191	-1.1845
LOC196913	0.1835
BHLHB4	0.49
CH25H	-0.626
LOC81691	-0.586666666666667
ALPL	0.255214285714286
COL12A1	1.80325
FOLR3	-2.28833333333333
GPR123	0.029625
TRIM62	0.245285714285714
ABLIM1	0.291833333333333
MAST3	-1.02875
RHBDD1	0.759166666666667
LOC338809	0.173
RYBP	0.97275
TTC26	-0.33225
ZNF22	1.09466666666667
ISCA2	-1.403
RDM1	-3.15775
PIGM	0.23375
GNB3	-1.2495
ACTR2	-0.4676
HMGB1	-0.12825
EDG1	3.866
SOAT2	-3.595
OR10AD1	0.238
RAP1GDS1	1.3985
LCE1F	0.119
ESM1	1.199625
RCN3	1.33825
CREBL1	-0.218
DBNL	-0.700833333333333
PTGER3	1.284125
USP30	0.133833333333333
BCL2L12	-0.537833333333333
KIF26B	2.057
ZNF416	1.05975
ZNF225	0.134
C17orf70	0.33425
ZNF554	-0.00175
RAE1	-0.9015
TNIK	-1.51666666666667
ACTN3	-0.076
MGC45922	0.2595
CCNA1	-1.35783333333333
RYK	1.06
IL26	-0.0915
LRP3	0.486333333333333
QARS	-1.03425
SOX7	1.20507142857143
BID	-1.39
OR2S2	0.554
CXCL14	3.12775
C11orf47	-0.242
MGC29891	0.126
HSPB8	3.259
PRDM14	-1.76
NUFIP2	0.353
MNAT1	0.000375000000000007
ZDHHC2	-1.41758333333333
MBNL2	1.53375
ADD3	-1.4375
CSNK2A1P	-0.93575
KLK6	-0.96
TMEM111	0.3158
KIAA1279	0.936
NUBP2	0.303166666666667
RAB42	-2.386
ID3	-0.2604
TM9SF1	0.3475
MDP-1	-0.04475
POU4F2	0.42375
IQCK	2.40425
C16orf14	0.30925
CAPN3	-1.19
FAM43B	0.556875
RECQL	-0.95925
AP1G1	-0.291785714285714
CTNNBL1	-0.454833333333333
ECHDC1	-1.97283333333333
SMARCC1	-0.5837
FOXQ1	-2.02775
GNAI3	0.175333333333333
POLG2	-2.3035
CD4	0.593375
ITLN1	-0.668
EBI2	2.18125
IRF1	0.22425
PTPRE	1.2268
PTK2B	-0.899
NXNL2	0.982
SOX4	0.549555555555556
TSPAN3	0.546333333333333
SH2D1A	-3.71483333333333
C8orf58	-0.730833333333333
USP20	-0.5645
DUSP22	-1.00416666666667
CALB1	-2.156
L3MBTL2	0.550166666666667
MCRS1	-0.2745
TMEM118	-1.9085
C18orf8	0.951
FLJ10241	-0.34225
GJA12	1.6875
PKD1	0.302833333333333
ZFP3	0.3785
JAM3	-0.77325
LAPTM4A	0.9597
DIRC2	1.44625
KIAA2022	-0.25
MYOM1	1.78266666666667
TRPM8	-2.43516666666667
MOP-1	0.53125
PHKG2	0.475875
ZNF650	0.5135
KIAA1522	1.983625
PSG8	-1.644
DDX19B	-0.7915
MOBKL1B	-0.3475
DIAPH2	-0.805083333333333
PTPN12	0.84175
CLN8	0.0661
CRYZL1	-0.0793333333333333
CRY2	0.498916666666667
FCGR2B	2.55733333333333
PNPLA4	1.03925
ZNF454	0.984
DKFZp434B1231	0.303
CLDN11	0.1178
RFWD2	0.449833333333333
CIB2	0.586333333333333
MXRA8	1.542125
HRK	-1.12725
MAML2	-0.94525
C4orf31	-1.35875
C6orf192	-0.86525
COG6	-0.129875
FAM5B	-0.071
NFATC1	0.5708
SEPT10	0.31375
SCYL1	-0.4188
RPP40	-1.45075
SCOC	-0.4119
KIAA1450	0.4495
CTDSPL2	-0.1065
TBX5	1.08666666666667
NAPG	0.170625
RHD	-3.4265
C14orf45	1.68816666666667
ZBTB22	0.972
PLCG1	-1.526
ANKRD10	0.6775
AQP7P2	0.89025
TAGLN2	-0.775333333333333
HTR2C	-1.23166666666667
SLC16A7	-0.888666666666667
C17orf83	-0.35225
TSGA14	-0.407833333333333
MDH1	-1.164
PPP3R2	-0.0646666666666667
DCBLD2	-3.11192857142857
RBM33	-0.815
DPH3	-1.754
SYT10	-0.787166666666667
FMO4	0.57075
THYN1	-0.87975
DRD5	-1.915
OTOR	1.1145
PGRMC2	-0.0175
KATNAL1	-0.89675
PAQR6	-2.1955
UBE2I	-0.04075
C14orf28	0.87425
C8orf70	0.84975
FLYWCH1	-0.228375
ANGPTL3	-0.937
GLRX2	-0.843
ATP11A	0.0128571428571429
ARL5B	0.058625
MUC16	-2.69525
SLC25A5	-0.808142857142857
ACRC	-0.349
MYO1C	-0.082375
FAM89B	1.25516666666667
FAS	-0.76925
KIFAP3	0.73925
GLRA2	-0.3375
BTN3A2	0.0248
CNKSR3	0.3225
CSTF3	-0.5865
ARPM1	1.37475
KIAA1530	-1.3395
C9orf150	0.870666666666667
PRKCI	0.46425
tcag7.1015	-1.34175
SOD3	0.78125
ZNF574	0.7545
CYP21A2	0.9185
RPL12	1.061
COMMD2	-0.599
WIZ	1.004
LOC344405	-0.9925
ALDH4A1	-1.37823529411765
CRYAB	1.88
COPA	0.0842666666666667
PCDHGA7	0.719333333333333
KIF11	-1.31175
RASD2	-0.1015
SLC26A3	0.8335
ZNF175	0.18
JAKMIP2	-2.672
C8orf4	3.63083333333333
PTHLH	0.91425
SLC40A1	1.09958333333333
OR7D4	0.311833333333333
PCDHB17	0.0735
CD36	2.49892857142857
C6orf203	0.9081
PRKG2	-0.626
LOC400566	0.896
ANAPC13	-0.0805
SLCO3A1	-0.89675
ZNF692	-1.139
FANCL	-1.513
SH3GLB1	0.60675
C12orf61	0.109
KBTBD6	-0.00399999999999999
SUPT5H	0.404875
XRCC6	-0.8777
HUS1B	4.7145
FAM133B	0.0152857142857143
LOC728276	-0.5135
KCTD18	0.81075
SOS2	1.311
CCDC99	-1.352
C1QTNF5	2.958
NNAT	3.08283333333333
USP16	-0.061
LARS	-0.286625
ZBTB2	1.912875
ABO	0.189166666666667
TRAF3	0.32325
GALNT5	-3.6205
NAP5	0.737375
ALG14	0.582666666666667
KIAA0515	0.372653846153846
WDR75	-1.1665
TEX261	-0.0705833333333333
LY86	0.25125
LOC389072	-0.602
FLJ13611	0.248
MRGPRX2	0.4035
SNRPA	-1.0455
OR2G2	0.2185
GPRASP2	0.68175
C7orf42	0.8044
C9orf163	-0.2455
CYP11B2	0.1535
FCRL3	0.967333333333333
PRDX1	0.0225
FGB	-6.44716666666667
COX17	0.129833333333333
C16orf33	-0.2455
PIWIL1	0.00999999999999999
FOLR1	-1.80366666666667
KIAA0082	-1.47775
FREQ	-0.808833333333333
TMCC2	-1.34333333333333
TCF12	0.35825
ZNF721	0.425
FAM130A2	0.585
POU4F1	-1.4215
SNRPF	-1.385375
SGIP1	0.898
ZNF641	1.02266666666667
EMG1	-0.582375
PRRG4	0.293
HIRA	-2.98875
MYNN	0.664
AEBP2	-0.57525
TBXA2R	0.875333333333333
ISL2	-1.27733333333333
PCDHB11	-0.345
RNF144A	-1.092375
MARCH5	0.93875
DULLARD	-0.679333333333333
DCLRE1B	0.4335
ITGA8	2.11275
TP73	-0.37325
PRKCD	1.57825
NDUFB4	0.16875
ATP13A4	0.27725
ANTXR2	-0.713166666666667
COL4A3	-0.760333333333334
MYO10	-2.1008
SLC6A18	0.386
PEX1	0.35125
TMEM74	-1.30416666666667
RBM19	-0.4275
TAPBP	0.7264
RUNX1	0.347375
MID1	-1.65083333333333
GPR64	-1.0535
RASEF	4.56725
GABRG1	0.14975
MYO16	-0.22
DBF4	-1.32466666666667
TSHZ2	2.4905
RIPK2	0.39875
PPTC7	0.5945
KIF4B	-1.6155
LRRC31	0.808375
ZNF540	1.7145
EFNB3	-0.284666666666667
LOH12CR1	0.383875
STON2	0.089
GLP1R	0.11975
CSTF2T	0.7385
IREB2	-0.93725
GRSF1	-0.6635
PDCD7	-0.324666666666667
LRRC43	1.008
CNR1	0.499333333333333
IL1F7	0.278
C12orf64	2.468
FAM69B	-0.08675
NR2E1	-1.75333333333333
MS4A6A	1.3781
FTL	-1.4082
C7orf36	-0.51575
PCLO	1.7052
DYRK2	0.649916666666667
ARIH2	-0.515125
SAMD7	0.3765
SCNN1D	-0.556
SLC32A1	-0.77775
C22orf25	-0.631
MRPS18A	0.106
GPR112	0.1605
EARS2	-0.4245
ERN2	0.096
ATPBD3	0.221666666666667
PRH2	-0.223
CDKN2D	-0.6575
PGLYRP2	1.09725
TRIM40	0.14375
SEC14L3	0.118833333333333
SLC22A1	-0.15
BTN2A3	-0.15525
RASA4	-0.05375
CCNL2	-1.417
MYBPC3	0.446
GJA4	4.0665
CDC42SE1	0.882
TRPV2	-1.5345
MYPN	-3.8784
SIM1	0.251
CDADC1	-0.310333333333333
ZFHX4	0.594
NIBP	1.09466666666667
ADAMTS19	3.9195
ABTB2	-0.6355
TSPYL2	-0.473375
EIF2S3	-0.1158
SOX30	-0.161
AP2A1	-0.724
DKFZP564O0523	0.543333333333333
LOC285398	0.11675
CDH18	-4.38925
CHL1	0.869
GATS	0.132
TBC1D2B	0.855166666666667
OR1J1	-1.1825
GSN	1.48833333333333
DPCR1	0.237125
GARNL4	-0.193
SMARCA5	-1.2095
PLEKHG3	0.865333333333333
ZBTB45	1.093
FRMD6	0.589666666666667
PLS1	-1.63333333333333
DGKZ	-0.117333333333333
EFNA1	1.9781
WDR85	-0.27675
ANK2	0.141
PAGE4	-0.0291666666666667
SENP6	1.35566666666667
AKR7A2	-0.6495
FKBP10	-2.56775
VEGFC	-0.059
LARP1	-0.26175
SRBD1	-0.132
ITGB6	3.9125
SLC1A2	2.22814285714286
INVS	-0.724666666666667
MPO	0.10325
MOBKL3	-0.067
CUTL2	-1.46075
KLK2	0.324333333333333
VIM	-1.0245
REG1B	0.1785
PCDHGC4	0.49525
C3orf34	-0.0535
SUMO3	-0.1115
CST9L	1.4965
MLL4	-0.33525
SPR	1.795
SAMD9L	0.20225
ABCE1	-1.10425
SUPT3H	-1.4025
ACTBL1	2.21275
ADAMTS4	0.260166666666667
SLIT3	3.101
RHEBL1	-1.16075
NPM2	-1.51625
MAN1C1	1.046
KIAA1856	0.762333333333333
HSPA6	0.99325
LOC388152	-0.3995
C10orf140	-1.27475
ZDHHC12	-0.581
LIN7A	2.9481
PHC2	0.309583333333333
SPHK1	-1.51625
TRIM26	0.337125
FAM83E	1.7535
C18orf24	-2.27783333333333
ZNF578	0.732833333333333
ORAI1	-0.329
RUVBL1	-1.03125
C7orf20	-0.107166666666667
APAF1	-1.1895
SLC36A4	-2.102
MYH11	4.83733333333333
NEK1	-0.4088
MPP2	-1.327875
C12orf24	-3.84325
TNK2	0.5355
ZNF289	-0.449
MATN3	-0.455428571428571
IFNGR2	1.2345
ITPR1	4.401
EBF3	3.6565
TBC1D20	0.1883
OR10P1	0.45925
DDAH2	1.434
SHPRH	0.542875
STX7	0.144
LOC554248	-1.24275
BCAR1	0.391
ATXN3	-0.7625
TRIM27	-0.445
CDC42EP2	0.5115
CHP	0.466642857142857
SOX17	2.12625
ZNF259	-1.38783333333333
CHCHD1	0.211375
ZDHHC19	0.1195
GBP2	1.891
GARNL3	2.47975
MRC2	-0.958
C1orf52	-0.27975
AOF2	-0.568833333333333
LRPPRC	-0.2654
ACVR1C	-0.0781666666666667
TM4SF18	3.42833333333333
TMEM169	-0.911666666666667
PPP1R16A	0.031625
EBF1	1.9115
RRS1	-0.488833333333333
SNX2	-0.25675
OR2T2	0.434
RBX1	-0.38025
ANKRD54	-0.0695
TSNAX	0.303
TMEM83	-1.53725
ZBTB7A	0.48875
ATM	-2.10133333333333
LOC338328	2.42583333333333
TIE1	1.841
HIST1H3G	-0.246666666666667
PASD1	-4.39333333333333
TINAG	0.647
PCDHAC2	-0.053
LRRC15	-0.55825
WBSCR17	-0.90275
TFF2	-0.1905
PARP2	-1.12975
NDFIP2	-0.144125
PCDHGB2	0.8075
WDR60	0.046
MAP7D2	-1.9491
USP45	-1.1945
GSDML	0.2495
TNS1	0.1713
PLCD4	0.7505
IQCD	1.0845
SMPX	-1.61025
CD9	1.80816666666667
SRGN	0.57725
CASP7	0.790375
INOC1	0.168
DKFZp451M2119	-1.848625
VMAC	0.981
USP53	0.5905
CAMK1G	-0.2195
TMEM106A	-0.477666666666667
CDC20	-2.5333
ACSL5	0.133833333333333
CBWD5	0.178875
C1orf87	-0.843
KIAA1274	0.903
PRUNE2	-1.86507142857143
LYPLA2	-1.31383333333333
DOK6	-0.925833333333333
GPR149	0.10175
FAM30A	2.19625
TMEM129	-0.2015
SLC35B3	0.4335
ACPP	0.6005
LOC200261	-0.818
SLC4A7	-0.2594
CCDC40	2.733
GART	-1.51975
THOP1	-1.91925
SCARB1	-1.307625
CACNA1F	0.03425
TRIAP1	-0.823
SYT14L	0.475
SFRS8	0.247666666666667
PBOV1	-0.021
GOLSYN	3.21125
GJB7	-1.214
CAMK2N1	1.32775
GREM1	1.867
FLJ20433	0.9985
QPCT	-3.220875
PRKAG2	2.04233333333333
H2AFX	-1.651875
C6orf154	1.2195
PLOD3	-1.288
ZBTB39	0.121
WASF3	-1.19791666666667
DRG1	-1.112
PRR4	-0.653
SPCS1	-0.9135
KDELR3	-1.35566666666667
SRP19	0.2445
GABRA6	-0.06675
MFSD1	0.41425
MMEL1	1.6805
PDXDC2	0.0691
BUB1	-4.28822222222222
RNF138	-1.366875
MYLPF	-0.624666666666667
AIF1	0.0285
DYNLRB1	0.8632
HCN3	-1.255
HIST1H2AI	0.15725
MAP4K5	0.631
LASP1	0.611875
LOC130951	2.5985
PLAA	0.94125
KRT6A	-1.7215
C6orf117	-2.05675
ARHGAP23	-0.796
PTF1A	0.1435
GPHA2	-0.309
LCE3B	-0.007
MCL1	-0.0439285714285714
EHBP1	-1.16441666666667
PRNP	-0.9445
ZSCAN1	0.16975
C1orf113	0.145166666666667
FOXA3	-2.974
NEB	-0.32575
ASGR1	-4.45366666666667
CTGF	1.42566666666667
RAB17	1.00933333333333
MST101	0.491
JARID1B	0.5362
USP37	-0.1434
PTBP1	-1.15733333333333
PTPN7	-1.04533333333333
CDC7	-3.4515
SNX7	0.096
ZNF335	0.124
CPT2	-0.28925
HEATR1	-1.134375
HSPC152	0.047
C5orf40	0.4525
PSME1	0.216333333333333
STAG3	-1.8975
TMEM154	-0.344666666666667
KLHL32	-0.0553333333333333
TSGA10IP	-0.684
SUV420H2	-0.579833333333333
SF1	-0.0191
2'-PDE	-0.3354375
PNLIPRP2	1.6685
TRSPAP1	-0.939333333333333
NUP210	-0.663
ANP32C	-1.31433333333333
RAB11B	0.161
ASB15	0.9015
ITGB3BP	-1.7565
UBASH3A	-1.64325
YWHAB	0.48775
TPRX1	-0.18775
LY6G5C	-0.11175
SLC7A2	0.340625
CLK1	0.6608
HSD3B7	-0.729833333333333
VDR	1.443
C16orf74	-0.53025
ACE	0.1315
PSMA2	-0.0375
CCDC131	-0.21625
ZNF213	1.43983333333333
EML2	-0.4
ALS2CR13	0.665666666666667
GLYATL1	0.37125
DSPP	0.166
DHFRL1	-1.054
C10orf30	1.96683333333333
SH3RF2	-0.231333333333333
LOC197322	-0.784
DLL3	-1.642
TIGD7	1.893
GFRA3	-0.05425
CPA1	0.177666666666667
RTN4	0.391833333333333
PPT2	-0.8135
FASLG	1.23833333333333
FOXP4	0.985375
RPL26	0.3747
GNL3L	-1.37083333333333
FMR1NB	-0.363833333333333
CD163	5.09575
SGPP2	0.6685
GIMAP2	0.70275
CD37	0.0241666666666667
DPT	2.83416666666667
NBLA00301	1.25075
RGS5	4.07516666666667
C9orf4	-0.022
ACTL8	-3.35833333333333
PRKAR2B	2.670375
OPLAH	1.14916666666667
C20orf134	2.36525
SPACA5	-0.13
TBL1X	-0.0903333333333333
TSPYL3	0.651
CHCHD3	-0.67175
CRKRS	-0.888333333333333
GPR65	3.44
DFFA	-1.174375
FUT1	1.0125
C6orf204	0.6455
TMEM51	0.97125
ZNF580	0.15125
CMTM2	-0.122
C20orf200	-0.384
EZH1	-0.0838333333333333
FDX1L	-0.95575
MRPL32	-0.05875
PCAF	0.3069
ALOX15B	-0.192
CD59	1.799375
CDK9	-0.023375
ERP29	-0.334333333333333
TTR	-4.6785
BCMO1	0.1885
DDIT4	-1.9106
PTGDS	2.57875
C3orf63	-0.475833333333333
BST2	1.175
CYP1A2	0.1315
C5orf25	0.1755
STX1A	-1.11429411764706
OR2A12	0.326
SH3BP5L	-0.2435
SERINC5	0.152875
USP6	-0.693
MRPL3	-0.484
POMP	-0.79975
INPP4B	1.223875
GMPPB	-1.137
EAPP	0.926
AHSA1	-1.47
ABCA11	-0.4725
SLC5A6	-0.530333333333333
HIVEP2	0.524
SUMO2	0.22225
KIAA1822L	-1.418
C11orf67	1.85675
TXK	-0.709375
PHCA	-0.496875
ICAM4	-2.10466666666667
FPGS	0.197166666666667
SNRPA1	-1.41075
KCNJ4	-1.00475
KIF6	-0.255
HIST1H2BG	-0.875833333333333
SLC5A5	-0.033
ZNF354B	0.058
IL12RB2	-0.30725
C11orf76	0.0171666666666667
GAL3ST2	0.097
AIFM2	0.0629999999999999
SYNC1	-0.1275
UBL3	-0.31975
PIK3CG	-1.83183333333333
NLN	-1.1496
BCORL1	1.247
CD5L	0.05825
ZNF238	2.95716666666667
KIAA1394	-0.0215
C16orf55	-0.6555
CYP3A7	-2.1795
KRTAP3-1	-0.966
TFDP1	-0.513166666666667
MND1	-4.0705
NODAL	0.0441666666666667
GTPBP4	-0.92825
TUBGCP2	0.46
SLITRK5	-2.712
CIC	0.64925
CD79A	0.5865
SAMD14	0.306166666666667
TNPO3	-1.086
OR10G3	0.669
OR10G8	0.1785
CCDC111	-0.8675
HOXC9	0.239
DCUN1D1	0.966416666666667
CYB5R1	2.24675
TSR2	-0.0585
DAB2IP	1.0008
SLC6A5	-0.00799999999999999
RAB3D	0.52725
DCUN1D4	-1.12183333333333
ERBB3	1.30358333333333
SDC1	-1.57075
ATP6V1H	0.914
SYK	2.0845
ST20	-0.14025
C13orf30	0.1445
WDR40A	0.8595
ADMR	0.506
LOC388335	1.29425
ACSM1	0.278
TDG	-0.27725
FLJ11235	0.29525
MRPS5	-0.792833333333333
AGPAT2	-0.307666666666667
SLC12A1	0.082875
CYP27A1	-0.7025
THAP7	-1.64125
XPO1	-0.594833333333333
ALMS1L	0.753833333333333
C1orf2	-0.707375
ZNF777	0.688666666666667
CAMK2A	-0.04
SMC1B	0.116
IHPK2	-0.496266666666667
LEMD1	-3.4455
NKD2	-0.3434
CLU	0.698142857142857
ARMETL1	-0.3475
PABPC4	-1.52775
CXCL12	1.679
TFAP2C	-2.1927
TTTY8	0.165
ABCB10	-0.3953
ENDOD1	1.499
IDI1	-1.755
KCTD6	1.10983333333333
CCDC105	0.4965
ULBP2	-1.80233333333333
ZDHHC5	0.91575
WNT8A	-0.25675
COMMD10	-0.49525
KLHL12	-0.383875
GPR50	0.0525
NR5A2	0.285375
OXGR1	0.243833333333333
EHD3	-0.38925
CAPRIN2	-0.431875
KLRC3	-4.2315
SF3B1	0.108142857142857
IPO7	-0.59575
ALDH1A1	-0.616666666666667
ANKRD5	0.846
TSNARE1	0.227
DDEFL1	1.01725
RNASEL	0.526833333333333
DNAH9	-0.62025
HELLS	-2.4065
TNS4	-0.5145
NAV1	0.1228
KIAA1409	-0.16725
C20orf26	3.118
TUBG1	-1.99525
IRX2	-1.138
CNGA4	-0.0305
MGC50559	0.814666666666667
OR4K17	0.170666666666667
TM2D2	1.16183333333333
FAM32A	0.634
TXNDC14	0.2145
CCBL1	-1.1175
ANK1	-2.4217
PRSS23	1.588625
PPM1L	-0.208
SPATA20	-0.01425
APCS	0.25275
C14orf122	-0.579
PSMB5	-0.036
C6orf10	-0.153
SETDB2	0.755166666666667
SPNS3	-1.02375
SGMS2	-1.2305
MXD3	-1.08366666666667
MON2	0.206
CARTPT	0.43575
HNF4A	-0.944
RABEP1	1.73355
TNFRSF10B	-2.088625
USH1G	-0.1715
PPAP2B	-0.562166666666667
TMEM16K	-0.55225
CTDSP1	0.832833333333333
CDK5R1	-0.351666666666667
GABRR1	0.1015
OPN1LW	0.0045
FAM98C	1.333
DBN1	-0.667875
ACAD10	-0.854083333333333
QTRTD1	-0.2435
WNK3	-1.601
RPS19	-0.062625
C1QB	2.158
OTUD5	-0.206625
SLC41A2	1.09266666666667
TMEM22	-1.31433333333333
KHSRP	-1.64516666666667
TNFRSF11A	0.548666666666667
FBL	-0.758666666666667
IBTK	0.7555
OXER1	0.225
CBLN4	1.72725
GPR172B	0.496666666666667
CFTR	-1.52325
VSX1	1.29
CAMK1D	-0.1605
LOXL3	-2.9385
RTP4	1.8035
SLFNL1	0.157
KIAA0828	1.352875
PAR5	0.4255
LOC723972	-1.273
GDI2	0.313625
CEBPA	-0.4501
MLF2	-0.153333333333333
AFMID	-0.24675
ALOX12B	-0.3165
BPHL	0.04175
COX5B	0.03125
S100A10	-0.6901
THOC6	-0.02125
NHN1	-0.0345
RRP12	-0.49
ARID3B	-1.631
CD3G	-2.27383333333333
KIAA0133	-0.49375
NAT11	-0.8915
PPAT	-1.76316666666667
SIRT3	0.0547
TCERG1L	-1.541
NIPA1	-1.4469
DPP8	0.5386
IL7R	0.4405
ZFP64	0.126916666666667
DMAP1	0.5074
TRMT12	0.7745
TLR4	1.0029
WFIKKN2	0.09375
RAB12	-0.960666666666667
DDX51	-0.4775
KIAA1086	-2.3965
ZNF295	-0.321333333333333
ACVR2B	-0.636571428571429
LOC494150	-1.1595
ZNF517	-0.012
DNASE1L2	0.351
SUFU	0.862666666666667
LOC283677	-0.0725
LMO3	3.1085
PPP2R5D	-0.1325
ZNF587	0.7781
HIST4H4	0.65775
CYP2C8	2.19975
C1orf80	-0.3925
DOCK5	-1.43433333333333
C9orf24	0.265
OR5AR1	0.0055
C11orf24	-0.48475
UNQ1940	-0.424
CAP2	0.251833333333333
TIMM44	-1.22875
DSEL	-0.8996
ROM1	0.68475
FBXO4	-0.00350000000000001
MYLC2PL	-1.249
MLH3	0.7244
NOX1	0.626
DPEP2	0.687
DNAJB5	-0.6855
RLTPR	0.179
MBIP	-1.01716666666667
COPB1	-0.816666666666667
SFTPA1B	0.0745
C10orf4	0.3376
PRELID1	-0.78425
NOLA1	-1.3305
C19orf24	-0.35625
TLR9	-1.426
HLA-DMA	1.77033333333333
HCRP1	0.9245
GPR137	0.0591666666666667
ITGA11	-0.867
PHF13	0.422833333333333
MARK4	0.687
METTL4	-1.1285
MBD3	-0.137
LOC134145	0.143625
FGF3	-0.00625000000000001
SLC35A3	1.861875
CLEC16A	0.16925
AMOTL1	-1.43708333333333
FLJ31438	-0.8935
PAICS	-1.985
TOMM40L	-0.755666666666667
MMD	-2.94175
KLK10	0.1456
NIT2	0.558166666666667
SERPINB10	0.3885
KLF15	-0.5795
CCDC5	-0.56625
WSB2	0.534
ME3	2.31825
CACYBP	-0.651083333333333
TCTN2	1.0255
JAK1	1.11675
C2orf25	-0.383
GPD2	1.11025
FBXL11	0.670333333333333
CDV3	-0.267
GALNT11	0.700375
NDUFA12L	-1.3628
FLOT1	0.345214285714286
TOR1AIP2	0.23075
MMP25	-0.5625
C1orf164	0.00329999999999999
CHST5	-0.04875
LYRM4	-0.18435
GPER	4.898
HIPK2	2.577
DAP	-0.3183
ZMIZ1	1.44516666666667
DDX58	1.29525
DCC1	-2.50625
AKT1	0.091875
ENPP6	0.532333333333333
ERVWE1	-0.314333333333333
CDC34	-1.393
RNF125	-1.7145
CASC1	2.61475
SHROOM2	1.2365
RRM2B	0.00266666666666667
COL6A3	0.73825
TMEFF1	-1.84725
PLEKHA4	-0.3578
LYSMD1	1.3035
SEPT1	-1.1045
AOF1	-0.3635
GNPAT	0.0975
WDR18	-0.87325
HSD17B12	-0.529
HIST1H2BM	0.231666666666667
INDOL1	-0.264166666666667
SUDS3	1.419
C1orf192	0.001
CYP2B6	-0.109
TBC1D2	1.83433333333333
SLC25A12	-0.252
ERCC6L	-2.66616666666667
MGC10814	-0.559166666666667
POLR2C	-1.172
ZNF77	-0.199166666666667
EIF3K	0.3033
HPX	0.15875
ANKRD27	-0.622125
MALAT1	0.9685625
PLB1	0.429333333333333
HRNBP3	-0.768625
CPSF4	-1.2245
OR52N2	0.156
PIP5KL1	-0.046
GH1	0.108
HPS5	-1.53575
SLFN5	0.5495
POP5	-0.775166666666667
OVOS2	-1.70116666666667
C20orf108	-0.288
MARS	-1.71825
CLRN3	0.527166666666667
ARSE	-1.40983333333333
PPIE	-0.0475
PHACS	-0.146333333333333
GP5	-0.4515
IL8RB	0.299166666666667
FCRLA	-1.138375
ARRDC1	0.2242
KRTAP9-4	0.23425
ZNF613	2.0095
OR11A1	0.1695
TMEM132B	-2.822125
PGLS	0.76275
BSND	-1.83966666666667
KCNK18	0.463
FOXD4	-0.031
SV2C	1.5235
LCN2	-0.8295
ZNF490	0.5075
C3orf15	0.7908
CACNA2D4	-0.963833333333333
CBX5	-1.3895
MAGEB4	-0.178
BOLA1	0.278
PPP2R5E	0.4005
COL5A1	-0.287583333333333
ASB7	-0.323666666666667
SFT2D1	0.05125
DERL1	-0.235
RABL2A	0.7985
MOAP1	-0.08275
KIAA1545	0.741
F3	1.99225
PLEKHM2	-0.9445
CCDC89	1.61533333333333
EFCAB1	0.431
TMEM48	-0.85625
SEPHS2	0.86225
PYGM	0.3055
PRICKLE1	1.46
WNT5B	-1.511
TAS2R38	0.422
IMP5	-0.08775
KHDRBS1	0.134
LARS2	-1.5235
C3orf28	1.45375
FTCD	-2.72475
C10orf68	1.12333333333333
DGAT2L3	0.117
PSEN1	0.139583333333333
MGC33657	-0.055
