Hybridization REF	TCGA-AO-A12G-01A-11R-A10J-07
DKFZP686E2158	0.712333333333333
C2orf28	-0.1195
FREM1	-0.5755
LAMA4	0.282666666666667
ADPRHL2	0.4335
EIF4G2	-0.0948333333333333
GUCA1A	0.132
CTNNA2	-1.159625
NUDT15	0.153666666666667
CEPT1	-0.274
ZNFX1	-0.1294
CCDC92	1.30775
TDRD1	-0.615
KCNK5	-2.13866666666667
ETNK1	0.285416666666667
LTA	0.669
TTPA	-0.2522
B3GALNT2	-0.01875
SC65	0.302333333333333
PEX5L	-0.87025
EPS15L1	-1.091
MGEA5	-1.009625
HIST1H3A	0.72125
ING1	0.824375
BCAT1	-2.863875
ORC6L	-3.60627272727273
KLK11	0.292166666666667
C19orf28	-1.268125
DNER	-4.42375
MED22	-0.958571428571428
ETV6	1.21725
CHAC2	-1.678
CD300E	-0.187
CEBPB	0.43725
ZNF398	-0.4435
LRCH3	-0.4245
HMGA1	-2.04383333333333
CAPN7	0.169666666666667
MGC5566	-3.0625
CCL3	2.523375
NANOS1	0.177625
ZFYVE19	-0.178
APITD1	-0.628666666666667
PARD3	0.231375
IRAK4	-0.694166666666667
SERPINI2	-0.0515
CEP170L	-0.5355
TTC9	1.692375
MYOM3	-0.4495
MLPH	1.13875
LOC222699	0.4945
NRG1	-1.29591666666667
TBC1D9	2.63418181818182
TTK	-1.71566666666667
ZNF557	0.7593
DDX41	0.144333333333333
FANK1	1.0305
UBE2D2	-0.440875
PSMB10	-0.512875
MYH7B	0.2795
GABARAPL2	-0.83175
MARVELD2	2.2235
DGCR2	1.887
UNC45A	0.204166666666667
C6orf72	0.6765
ZNF683	3.37125
GIT2	-0.147625
CASK	1.19616666666667
C14orf161	1.4
LRRC44	1.04425
TIFA	-0.221125
UTP11L	0.0686249999999999
C6orf65	-0.512
FDPS	0.18025
DUSP9	-1.754
SLC17A8	-0.0105
OR51G1	0.257333333333333
NANS	0.43275
OLFML1	1.7945
ATP10B	-0.620428571428571
NPAS3	-0.1735
PRKCA	-2.2654
GGA2	-0.7571875
LCE4A	0.75
SPANXN3	0.2325
CCDC115	2.234
SDCCAG3	-1.2865
GLIPR1L1	-0.075
TTC1	0.4055
C17orf76	0.0015
MAD2L2	-1.38525
HIPK1	0.3602
LRRC3B	-0.1325
CLN3	-0.521
C17orf47	-0.461
FMN2	-2.102625
TUBB1	-1.225375
WAPAL	-0.775166666666667
C3orf21	-0.355875
SCN5A	-0.111
SMYD1	-0.11325
BEX5	1.38475
ZNF192	0.107
SEC22A	0.1915
GRIA2	0.0798571428571429
KIAA0825	-0.42925
NUSAP1	-1.99545454545455
LANCL1	-0.218
C15orf40	0.6387
ZNF645	0.152
GPR61	0.2195
NLRP14	0.0345
SNX21	0.0316
C1QTNF8	-0.035
C17orf46	0.5305
IFNA8	-0.059
SPRR1B	-1.03033333333333
FLRT1	-0.8415
SNX17	-0.5295
ASB2	0.409
HBG1	-5.667
RPRML	-1.411
JOSD2	0.874166666666667
PLSCR3	0.1275
SPOCD1	-0.283833333333333
RAB39	0.1455
GHRH	3.0165
ITIH5L	0.255
C17orf37	0.891
SMCR8	0.683
DPY19L2P3	-0.219
IL11RA	1.15683333333333
GDF3	-3.7125
RPS6KB1	-1.08158333333333
DNAJC19	0.0672
TOP1	0.52225
CRCT1	0.1355
MPST	0.8255
DPM2	1.9195
FAM38B	-1.51366666666667
SLC18A1	-1.6075
FARP1	0.154333333333333
PAX7	0.58025
TUBD1	-1.6395
GNL3	-0.886
BTG2	2.09086666666667
NDUFS6	-0.16825
C1orf79	-3.3165
ERAL1	-0.5875
ECHS1	1.5375
VPS4A	-0.9115
CYP11A1	-0.853
ABCC6	0.536357142857143
PBX4	-2.7145
MOSC1	0.531125
NCF4	0.45325
HYMAI	0.2445
NAGPA	-0.791375
OTOP2	0.54575
ACOT12	0.1255
MTHFD2L	-0.84925
LOC441376	2.6555
C19orf34	0.2735
RAB1B	1.321
ALDOAP2	-0.8945
NTRK1	-1.63016666666667
ARTS-1	-0.5187
SLC6A11	0.035
NAP1L2	0.8255
CNGB1	0.2155
EPB41L4B	0.96075
FAM134B	0.582625
HS3ST3A1	-1.55016666666667
CPXM2	5.39825
SIRPB2	0.5245
CHORDC1	-1.64933333333333
TRIB3	-1.752
SLC2A5	0.45775
C2orf49	-0.58
DDX5	-0.60225
OR5L1	0.4895
ANAPC4	-1.0925
ZSWIM1	0.73225
LOC93622	-0.10275
KCNK3	-0.6495
RP11-35N6.1	-0.195875
ZFP161	0.548166666666667
AQP9	0.53075
SLC15A2	0.8025
MREG	0.7825
OR9I1	0.2605
PDLIM2	0.654375
ADAM7	0.3315
GSTCD	-0.1905
WDR21A	0.52425
SLC12A8	0.965333333333333
TMEM174	0.27875
IGSF3	0.285833333333333
LRRN1	-1.27675
LOC402117	-0.08625
SRPK1	-1.70783333333333
LY6K	-1.462125
NFIA	2.634
PTCD3	-0.38325
LEP	-0.361333333333333
PCDH21	-0.4595
MAPKAPK2	0.3545
NMNAT1	-0.3025
LHFPL2	0.24875
C9orf43	1.307
DIP2A	-1.365
ACTR8	-0.326625
CCDC34	-1.547
PTPN22	-1.31025
ITGA3	-0.75225
FAM129C	0.391
RABGGTA	0.158166666666667
UNC45B	0.60175
KIAA1033	-0.436125
ZNF510	0.0596666666666667
CYP2D6	-0.066
SLC26A10	-2.1845
STX8	-0.14375
LUZP1	0.00725
WDR89	0.526666666666667
EIF4G3	-0.1748
C5AR1	0.318875
ZNF623	0.603
A2M	1.03125
TGM7	0.3155
GRPEL1	-0.335833333333333
LMNB2	-1.4154
ROCK2	-0.851666666666667
SNX16	0.9925
CCDC66	-1.10375
ANXA3	0.23525
KIAA1609	-0.265375
EED	-2.2995
RNF32	0.206166666666667
HES1	1.1967
CLC	0.2115
ISL1	0.653666666666667
KIAA0528	-1.088
MANEA	0.3055
C1orf61	-2.4285
hCG_2001000	1.1825
RAPGEF6	0.0248
KIAA0020	-0.199666666666667
NEIL1	-0.56525
C16orf45	0.3145
RBM10	-0.1475
C10orf125	-1.686
MRS2L	-0.3785
DNAH17	-1.3275
C19orf10	-0.76675
C1orf160	0.78625
SLFN12	-0.07175
EXOC3	-0.477666666666667
HIST3H3	0.08275
NCOR2	0.5035
TNFRSF9	0.076
MFSD8	-0.23775
ALX1	-3.30966666666667
NOL1	-1.06375
PODN	2.40625
TIAL1	-1.3445
HIST1H1E	-2.4985
NPY6R	0.47
TM4SF4	0.097
CORO2A	0.14075
ETNK2	1.253
APOE	0.9473
ANGPT4	-0.0885
HDGF2	-0.092
G30	-0.589
ST8SIA4	-0.0261428571428572
F2RL1	-0.652625
FAM19A4	-2.29075
CCAR1	-2.778
B3GNT7	0.252
OPHN1	-0.9244
DSCR6	-1.3375
C21orf13	0.763333333333333
GAS2L1	0.713666666666667
RFX3	-0.639666666666667
COPS4	0.031
BCHE	-3.62366666666667
BCL2	2.033125
HBZ	-3.46316666666667
ARL13B	0.520625
MAPBPIP	1.91175
MYO15B	-0.750625
SPZ1	0.35325
KIAA1324	3.97288888888889
PLCL2	-0.765625
C4orf29	-1.50875
WDFY2	-0.387
ZNF284	-0.687
NAALADL1	-0.0295
DUSP5	-0.339166666666667
PXDN	0.198375
SLMO1	-0.5795
TNXB	0.3492
BIRC7	-1.12325
A4GALT	0.706333333333333
TIMM22	-0.1265
FAM110C	1.13225
TOMM34	-0.622875
ABHD9	0.3765
ADAM32	-0.4435
CRHBP	0.366
AQP2	0.458
LOC130355	1.9155
ZNF187	0.000666666666666665
ZNF816A	0.8775
F7	1.147875
CNOT1	-1.1005
SLC13A4	-0.67775
ZBTB11	-1.043
B3GALT5	-0.154
EXOC2	0.969
IRS1	0.4615
TMEM1	-0.341166666666667
MRPL34	0.342333333333333
SAMM50	0.69775
CDC42EP3	-0.088625
HSF2	-0.9035
MFN2	0.55625
TSPAN7	-0.565333333333333
NUCB1	1.39625
RHOH	2.28825
ARL16	0.242
TACR1	0.05525
SFRS5	-0.222833333333333
SNX25	-0.85475
RHBDF1	-0.194666666666667
PCDH18	1.78583333333333
HMG1L1	0.61025
MYO5C	0.97425
MAPK10	0.5315
LDHAL6A	-0.256333333333333
NUDT12	0.844333333333333
NCAM1	-0.029
GLIS2	-0.149
GGTL4	2.46925
DAPP1	-0.01975
ATF7	0.6735
KIAA0748	-0.63325
NFIL3	-0.4525
TM6SF1	0.8538
SEZ6	0.271125
NANOS3	0.0035
DNAJA3	-0.418833333333333
CLDN6	-2.4745
CIITA	1.9599
EPHA4	-0.97225
FANCC	0.3005
CMTM3	0.272125
PSG3	-0.24025
MRPL15	0.00824999999999999
C21orf59	-0.08275
PLCXD2	0.01725
C2orf34	0.134375
UBE2L6	1.287875
MED14	-0.687833333333333
HP1BP3	-0.7362
C6orf208	1.0515
TPBG	0.468
OSR2	-0.06925
XPC	-0.335666666666667
KLHL7	-0.0905
CCR3	-0.583666666666667
AGTPBP1	-1.22533333333333
PCSK6	0.852733333333333
STAT5A	0.2544
FAM18B	0.75225
LONRF2	1.05883333333333
PTPN2	-0.811875
SF3A3	-0.828
EFCBP2	-0.72
HCFC1	-0.926666666666667
AHNAK	-0.4802
ACTR5	-0.09775
KIF14	-2.71757142857143
TENC1	0.934
HEATR5B	0.8045
YIPF2	0.573
MYEOV2	1.287
DUSP18	1.249
KIAA1012	-0.02925
AHR	0.0963333333333333
C17orf53	-1.50433333333333
PTPRH	-3.8495
ATP6V1C1	0.7154
TAS2R3	-0.0205
LOC440356	-1.34825
COQ10B	0.8695
PSMF1	0.697833333333333
SORBS2	0.9265
NFE2L2	-1.3465
TMCO7	-0.5545
SH3PXD2A	-0.4968
SH2D2A	-1.52175
SPINK5	-1.905
MRPS24	0.3465
OPA3	0.371
TRAF7	-0.563666666666667
C4orf35	0.0758333333333333
MT1G	-0.10675
MGC39545	0.264666666666667
HS1BP3	0.1953
OR2B2	0.714
CHRM4	0.6075
SFRP2	3.42
RIC3	-0.57
ART1	0.2455
C6orf1	1.139375
DUS4L	-1.13125
C10orf104	0.40525
TNFAIP6	2.37925
RTEL1	-0.8035
CCT4	-0.4763
ZNF709	-0.52225
CHMP6	0.357166666666667
UPP2	0.351
CYP19A1	-1.6605
CD151	-1.5895
NDUFA13	0.208833333333333
ARFRP1	-0.562333333333333
FAM26B	1.378
CRYBA1	-0.494
MRPL41	-0.3385
NPFFR2	-0.690875
HRH2	0.3465
SCAMP3	0.266333333333333
MTMR6	1.0134
MTG1	-1.401
UBTD1	0.997
CRABP1	-1.5435
FLJ33790	1.8925
KIAA1908	-0.189833333333333
GPR158	-1.52325
PACSIN3	0.0798333333333333
OMD	2.04133333333333
CATSPER1	-0.3975
HOXB8	-0.574625
FBXO46	1.314
OAS1	0.402333333333333
SVIL	0.09925
PHB2	-0.5545
ADCY3	-0.79
NDRG2	1.38316666666667
ERMAP	0.1438
APBA2	-1.967
IGSF9	2.22675
WNT6	-0.269142857142857
MYCBPAP	1.369
ATP2B2	0.1916
CPVL	-0.7843
TRAM2	-0.398083333333333
NOP5/NOP58	-0.18675
ZNRF4	-0.23325
TLK1	0.494125
MTMR12	0.468857142857143
ZNF384	-0.150166666666667
FAM9B	-2.37
RPN1	0.8083
PMVK	1.48925
EIF3D	1.0904
SIX2	0.953
HPS1	-0.0891428571428571
RNF7	0.90375
PSKH2	0.553
KCTD13	-0.537833333333333
CSMD3	0.0728
FBF1	0.0875
IL8	-5.65925
SERPINB13	0.425416666666667
FBXL20	-0.33025
BLR1	0.324
SH2B1	-0.3895
RFNG	-0.183125
RAB20	0.852833333333333
RBM7	-0.7705
POLR1A	-0.252833333333333
TMPRSS4	-2.8985
TAF9	-0.47725
TERF2	-0.572166666666667
TNFRSF1A	0.605
ACADVL	-0.923
GTF2H5	0.769
EDG8	-0.342166666666667
C9orf140	-1.606
UST6	0.125
ZBTB8OS	-0.23425
ZNF710	0.139
GPR174	-0.9475
ATP6V0A2	-0.67725
KIAA0319L	-0.335833333333333
XKRX	-0.1005
DOPEY2	0.271
SDHD	-0.475833333333333
SUMF1	1.85625
OSM	1.892
OPN3	-0.2605
DAGLB	-1.11633333333333
PPFIBP1	-0.0035
TRIM63	-1.61425
C10orf53	-0.076
LYPD3	0.031
BCL7A	-0.424125
AGER	-1.3095
TCF19	-1.36975
SAT2	0.111
PFTK1	0.709333333333333
GABRE	-3.33975
C15orf38	0.5911
FIS1	0.3865
KCNV2	0.4905
CLPS	1.75975
PPCDC	-0.380125
FOXN2	-0.907333333333333
NT5E	-3.1793
CD83	0.82625
IL18	-0.077875
VPS16	0.182
IGFBP2	0.2425
NOTCH2	-0.237
SIGLEC1	1.1815
CD93	5.3795
SULF2	0.1875
CEP164	-0.933
P53AIP1	0.0721666666666667
TOR2A	0.797666666666667
ZNF136	0.20825
MGP	4.0069
CCDC144A	-0.833
TRPC1	-0.900166666666667
SMS	-0.416666666666667
MAPK7	-0.6585
RRAGC	1.40775
PARD6A	0.588166666666667
NUB1	0.180333333333333
SYNGR4	0.719
OR11H12	0.069
WIF1	0.983625
GCH1	-0.75375
OR11H4	-0.0725
SLC44A5	2.3215
GPRIN2	0.992333333333333
LOC401431	1.18175
CPA4	-1.6944
MELK	-2.83044444444444
IL15RA	0.41525
CUL3	-0.0425
HMBOX1	0.12325
PODXL	-0.92
CCT6B	1.23316666666667
COMTD1	-1.434
MUC20	-1.69783333333333
GPX2	-2.803
ITK	-1.396875
FBXL5	1.06225
C13orf27	-1.771
DEFA5	0.434
TRHDE	0.0645
MTP18	-0.2685
UQCRQ	0.5227
ITGB2	1.50575
CSRP2BP	0.20325
TAS2R44	0.2715
PHPT1	0.62975
FAM44C	0.14475
ERH	0.5815
MPHOSPH1	-2.72733333333333
MORC1	-0.1205
PARVB	-0.44175
LAMA1	-2.05941666666667
PGBD3	0.344
GIMAP6	4.65475
AREG	0.114
LIPT1	0.4145
MGC99813	-0.17925
C1orf201	0.758833333333333
GRIN2A	-0.2595
MAN2C1	-1.38925
NSUN5	-0.905
SF3B5	0.86725
MYC	-0.9758125
NRXN1	-0.126916666666667
ZNF18	-0.05575
SPDYA	-0.226625
SLC37A1	1.0485
DECR2	-0.08975
ANKRD38	0.235375
SPTLC3	-1.02966666666667
SUPT16H	-0.2155
DTWD2	0.1245
ULBP1	-0.861
ZADH1	0.779166666666667
OIP5	-1.77775
IL10RB	-0.404166666666667
OTUB2	0.668
VWA3A	0.2415
SPIC	0.3335
OR6C4	0.1765
PSCD4	1.1245
DPY19L2P2	-0.3605
TRAPPC6A	2.17666666666667
C21orf2	-0.969333333333333
CEMP1	0.24475
LIN7B	0.8195
E2F7	-2.9895
VCP	-0.277125
LAMA3	0.166083333333333
BGN	1.76075
GPR160	1.37116666666667
COCH	-4.892
GPR81	2.89933333333333
APOBEC3F	-2.48075
tcag7.1017	-0.20325
C1orf32	0.38
SCGB1D2	7.6655
FLJ43987	-0.066
C6orf170	0.63575
KLK9	0.6895
GPD1L	0.377875
VPS37B	-0.35
ATG3	-0.244
ADAMTS17	0.126
KLHDC2	-0.255
NDUFV2	-0.19225
BLK	-2.2875
MATN4	-1.184
GPM6A	0.318375
GBP4	3.22183333333333
TMEM162	0.3615
PKP2	0.412
HRASLS	2.50922222222222
MMP1	-3.13025
SFXN3	-0.5137
FSD1	-1.85483333333333
ST6GALNAC3	-1.398
CA12	2.8087
NCOA6	-0.69475
C19orf58	-0.6578
PPP4R1	-0.4715
MAN1A2	0.0111666666666667
IKBKAP	-0.74875
UPF1	0.1285
KIAA1219	0.3035
WNT16	0.0546666666666667
SNW1	-0.171375
IL18RAP	1.1665
RPP30	-1.1705
CDC40	1.79907142857143
SETD3	0.9205
SLAMF6	0.14575
ELK4	-0.2915
TRIM47	-0.0316666666666667
ACOX3	1.246625
TRIM6	0.471375
KIAA0372	-0.752
TP53AP1	1.9245
SMURF2	-0.5655
ADAD1	0.23
EBP	-0.2106
KRTAP13-2	0.381
FLJ36874	-1.61916666666667
TOR1A	-0.345333333333333
P2RY4	0.143
GPBP1	0.065
TRPV1	-0.3745
ADAMTS12	0.654166666666667
PES1	0.6605
ATG4A	1.37616666666667
MAGEA10	-4.65125
WFS1	0.983
CC2D1B	-0.509666666666667
PABPN1	-0.09275
SLC25A30	0.196
SLCO1C1	-0.0693333333333333
SLC22A5	2.8215
KIF23	-2.44383333333333
SYN2	-0.123666666666667
ASPN	7.29283333333333
CENTG2	0.41625
QSOX2	-2.2084
FLJ10815	-0.389166666666667
STK24	-0.4188125
SPEG	-0.2751
STK10	-0.212333333333333
DACT2	-1.4465
AAAS	-1.03475
SSX3	-1.241625
ABCD3	1.0249
C4orf12	-0.514125
PARVG	-0.131333333333333
FIG4	3.32725
C9orf46	2.23675
TMCO6	-1.0455
IGHMBP2	-0.28425
DUS2L	-1.096
FAM3C	0.5286875
TMEM16D	-1.9655
DCTN4	0.791
KCNH3	0.21775
EIF2AK2	0.4915
AP1S3	0.492125
CST4	2.614
PAM	-0.0936875
NUTF2	-0.39725
CITED2	0.3566
SLC39A4	1.107
C2orf52	-0.184
GRM3	-0.1415
C12orf49	0.66875
CCDC49	-0.4562
GRAMD1B	-1.29675
FNDC4	0.8715
SIAH2	0.06625
GDPD4	-0.04425
C21orf87	0.912
ATP5A1	0.0686666666666667
C16orf63	-0.90175
LOC388135	-0.184
ATP5J2	-0.4525
MMP3	-0.66925
EMID2	0.19425
CRHR1	0.2535
WDR70	-0.03375
C13orf31	0.70625
ZFAND1	0.8245
CCL18	2.28066666666667
C3orf49	-0.2875
RINT1	-1.4365
KIAA0408	-1.34783333333333
F13A1	3.9539
SLC10A1	0.334666666666667
OGN	1.5765
GIPC2	0.00350000000000001
XPO6	-0.909
LCE1A	0.91
FMR1	0.352
LOC374920	1.12575
DUSP3	0.02375
ANKMY1	0.20325
C7orf50	-0.0635
BBS9	0.901
UNC119B	-0.129625
C9orf72	-0.0365
MGC35440	-0.1985
ENTPD6	-0.0915
PPP1R2P9	0.42575
ERCC4	0.18825
FAHD2B	0.376
HMHA1	0.4055
HACL1	0.518
RAD23A	-0.383833333333333
FAM83B	-1.87075
PPP5C	-1.45716666666667
RNASEH2C	-0.2595
C9orf153	-0.30875
SCAMP4	0.23925
GHITM	0.1619
NDUFB7	1.06975
ADCYAP1	0.074
SP110	1.691
MAP3K7IP2	0.25825
DHH	0.011
AGRN	0.418071428571429
WDR33	0.5955
CEP290	-0.283666666666667
PRPS1L1	-1.62216666666667
KLRA1	-0.632
GPR97	0.1675
CHD7	-0.423666666666667
TLR10	0.18625
SLC30A8	-0.763
HIC1	1.573
IAPP	0.097
RXFP4	0.3865
GP1BB	-0.1835
SHQ1	0.085
NKX2-3	0.17
API5	0.00825
FTHP1	1.2525
MOV10L1	0.4165
TRIM6-TRIM34	1.14966666666667
ADHFE1	0.35125
FAM117A	0.095
DDI1	0.279666666666667
CDON	-1.37816666666667
TRIM73	-0.5715
IGKC	3.235
MMP14	-0.48775
DYNC1LI1	-0.786
C11orf66	0.6955
TRBV3-1	-1.4085
FASTKD5	-0.64575
BIVM	-1.64625
LHX4	-0.249
CXCL2	-1.5481
RAB2B	-1.48416666666667
IZUMO1	-0.76925
MAP3K15	-1.5195
FAM19A2	0.0795
ZC3H8	-0.514166666666667
ZMAT1	0.268625
SPINK5L3	-2.19075
SLC10A6	0.502
APPL2	-0.1035
CARD10	-0.192
LOC402176	0.16075
EEF1D	2.0751
RAB6A	1.5028
C12orf5	-0.019
PAPOLG	-0.23975
MSRB2	1.25625
BCR	0.815833333333333
PUS3	-0.4935
TIAM2	-0.1335
ZNF317	0.3035
CHD2	-0.0500714285714286
FZD5	-1.554
NUDT8	0.04775
ZNF763	-0.5265
PRC1	-2.07388888888889
ABCB9	0.552666666666667
SPATA3	-0.14025
TRAK2	0.254
STAB1	2.7445
LRRTM2	0.0298333333333333
psiTPTE22	-0.3345
DBI	0.98075
SERPINA11	0.3055
NAT5	0.4175
C20orf58	-2.0285
RPS6KA4	-0.196666666666667
FLJ90650	-0.41025
TGFBRAP1	0.1195
CHRDL2	0.149
FAHD2A	-0.0821666666666667
CNTN1	0.18525
BBS4	-0.0423
TMEM181	-0.10875
MINPP1	-0.46675
MPHOSPH6	-0.334166666666667
HOXC10	1.2614
ITPKB	-0.023125
CLPTM1L	0.019625
MEOX2	0.499833333333333
ATP6V0C	-0.460625
PRPF8	-1.057
TMC5	3.204
FKBP3	-0.66175
PLEKHB2	-0.36525
OR4D6	-0.14
ZNF544	1.1625
D2HGDH	-0.818
RPL18A	0.411
HEL308	-0.458625
MPP6	-2.70825
TCERG1	-1.9195
KRT16	-0.485833333333333
KLF17	-0.197
KLF5	-2.447875
CDR1	0.9105
VCX3A	-4.3095
FBLN2	2.519375
C14orf104	0.18775
HBE1	-4.7575
OR4S2	0.388
C1orf108	-1.49916666666667
ROBO4	4.19316666666667
CPEB4	1.1895
C11orf80	-0.707333333333333
BCKDHA	1.05416666666667
MYOC	0.12875
GIF	0.435
CKMT1A	1.136
RPL3	1.2904
THBS1	2.00575
APOO	-0.38125
ARMCX1	2.08675
HSZFP36	-0.1505
SNAPC5	0.12425
EIF4ENIF1	1.77175
ZNF433	-1.00075
TNFRSF21	0.14125
TMPRSS7	-0.3005
SPATA18	0.3439
HPDL	-2.65
MKL2	1.0958
TBX3	3.52376923076923
C21orf93	0.292166666666667
DAXX	-0.303
ELMO1	0.298
RGS13	0.913
TAF11	-0.2925
UNC13A	-1.78875
LOC653314	-0.1184
ORC3L	0.0945
IMAA	-4.0535
TARBP2	-0.75075
CABIN1	0.0524
TRIOBP	0.708625
HIST1H2AC	-0.0565
RGS22	-1.18216666666667
NCOA1	1.31183333333333
IL25	1.0775
SNCG	0.7125
GPR6	1.15
AMDHD1	-1.91166666666667
CHEK2	-0.115375
C6orf142	-0.4055
DRD4	-0.32625
C14orf68	-0.55175
GDF11	-0.71275
SEMG2	-0.3435
CD247	-0.6395
CDAN1	-0.5815
RBMX2	0.552833333333333
TGS1	-0.029
OIT3	0.19275
SYF2	1.1505
MCM4	-2.07125
PKHD1L1	0.074625
CEP192	-0.8275
IFT88	-0.774
RPL9	1.30078571428571
RAB32	0.20125
DDX43	-1.8985
P2RX2	0.5015
OR5D18	0.429
UBE1	-0.738666666666666
SLC24A1	0.4105
ARHGAP5	0.7965
CETP	-0.26525
KIAA1731	-1.24983333333333
SLC9A4	0.8295
PTPN6	0.5885
BAHD1	0.43525
GRIK3	0.2925
CACNB2	-0.4302
PDE10A	0.26275
DGCR14	0.60975
PCDHB9	-1.00866666666667
RHOQ	0.914333333333333
MAP3K4	-0.2545
KTI12	0.506833333333333
RPL23AP13	-2.22775
GNG11	-0.18175
CLCN3	0.322666666666667
GPAM	-1.09625
VSTM2A	0.2685
SLAMF7	1.96166666666667
INTS2	-0.90625
PPP2CA	0.7581
LRP12	-0.156066666666667
SEC14L2	4.39777777777778
DKFZP586H2123	2.80875
MC3R	0.2005
CIRH1A	-1.91833333333333
HIST1H2AB	-0.627166666666667
POLH	-1.283
MGC16703	-1.95716666666667
SNAPC2	0.328
FILIP1L	0.9985
RASGRP4	0.3395
LRRC1	2.58575
GAS1	0.7945
PRAC	-1.46
DGKA	-1.0915
NT5C3	-0.604
PEG3	-2.43075
NADK	-1.1735
PRR17	-0.72625
LOC374569	-0.20675
SGSH	0.169833333333333
NLRP8	0.872
GALT	-0.8422
MCF2	-0.4645
ZNF263	0.155
TACSTD1	0.939166666666667
TYR	-6.4095
ATP6AP2	1.4235
RNUXA	-0.1735
ABHD10	0.2855
GDPD2	-0.43575
SLC35C1	-0.241
UBE2A	-0.0355
HERC5	-1.589
FAM112B	-4.8685
FBXL16	1.6045
DKFZP434A0131	-0.90925
ELA3A	-1.906
RBM41	-0.424875
HAO2	0.00625
RNH1	-0.21475
SHANK2	1.7265
OSBP2	-0.655625
DAK	-0.0375
C3orf58	0.2925
TCL1B	-0.983
KBTBD2	0.07425
SUGT1L1	0.6135
UBE2E2	0.9375
MYL9	2.636125
CDC23	-0.969333333333333
PBXIP1	1.2216
CXorf40B	1.145
NBL1	2.1565
RTBDN	0.162
RAB11FIP5	0.34675
TTTY13	-0.5745
SCOTIN	-0.799583333333333
SOHLH1	-0.0711666666666667
CDKN1A	-0.704214285714286
NCK1	0.37725
ZNF550	1.0985
SAPS3	1.23008333333333
SPIN3	0.288
MAGEE2	0.15625
MIS12	-1.4295
OR8H2	0.6395
KIAA0774	0.032
UNC5D	-1.553
CUL7	-0.926833333333333
LIPC	-3.42516666666667
DIO1	3.63025
C20orf11	0.8699
CTRL	-0.9835
HS3ST2	0.85225
PAK4	0.506166666666667
CCRL1	1.642
RNF10	0.188125
ZNF567	-0.03125
ZNF660	0.0415
TCEAL3	2.036
MAGOH	0.713166666666667
CENPB	-0.2035
C19orf7	1.37775
LOC388965	0.212
ZCCHC13	0.8015
JMJD1A	-1.5145
HIST1H4H	-0.4185
TBRG1	-1.3191
GPC3	-4.037125
TAF1C	-1.5675
EBNA1BP2	-0.296
CIAPIN1	-0.728
PDGFRA	-0.236222222222222
CSTB	-1.32975
CENPI	-2.12316666666667
GTF2E2	-1.164
RPP21	-0.1975
CCNF	-1.52116666666667
KCNQ3	0.8625
FAM79A	1.99075
SLC22A12	0.205
NOVA1	3.02016666666667
FZD3	-2.0163
AKAP8	-0.97125
SOCS5	0.943625
CFDP1	-0.75375
DLG5	-0.02975
PGM5	0.523916666666667
C1orf144	0.450916666666667
HDAC10	-1.428
RND2	0.41925
C20orf199	-2.57625
RNMT	-0.5115
SLURP1	1.39775
ASTN1	0.226875
SH3BGR	2.6645
MYCL1	0.5605
ZHX1	0.853333333333333
CENPK	-3.58925
FOSB	0.3559
LOC643406	0.182375
C2orf59	-0.773375
TMEM135	-0.172125
SLC27A2	0.147
KRT33A	1.1785
OVOL1	1.308
PAMCI	-1.341
S100A7	-0.8995
ZNF789	-1.662
HARS2	0.3455
RPL23A	-0.650166666666667
TCF23	0.34325
UPF3B	-1.2205
C17orf78	-0.2365
HLA-DOB	0.699333333333333
C14orf142	1.27116666666667
TEKT5	2.38283333333333
DMWD	0.4645
POLD1	-1.18133333333333
GSCL	-0.338
CALD1	-0.00690000000000002
SCRT1	-0.181833333333333
AIG1	1.9755
UNC84B	-0.113
ZNF404	-0.719
TMED6	-2.91375
KIAA1462	0.4385
LRRC27	1.22933333333333
PYGO1	-0.158
PIGU	-0.280666666666667
ALAS2	-3.55683333333333
WRNIP1	0.8195
CNNM3	0.043
ZNF2	1.45975
ST3GAL5	-1.43558333333333
MRPL23	-1.1985
TSSK6	-0.5625
PSMA6	-0.32425
C16orf70	-0.97925
KIAA1602	0.414
ALMS1	0.123
DCN	2.631
TMEM132D	-0.907
SUCLG2	0.32
ABHD14A	0.41675
DEXI	0.274333333333333
AMPD2	-0.904
IFNAR2	-0.0433333333333333
CYB5A	3.2334
TLOC1	0.6308
NXF5	-0.612166666666667
NRBF2	-0.3565
KCTD3	1.5175
ITGAE	-0.677166666666667
SLC30A3	-1.72833333333333
ZRF1	-1.626
IFRD2	-0.511
XAB1	-0.2125
PYCR2	-0.464166666666667
SERPINB3	-4.1435
TMLHE	0.5502
GEFT	-1.18925
ABCA5	-1.337
EMR4	0.135166666666667
TSFM	0.091
HIST3H2BB	-1.8175
ARHGEF19	1.29525
TSPAN17	-0.103333333333333
ABCC8	4.20175
MAP1S	0.216666666666667
C22orf36	2.28675
BNC2	-0.646142857142857
HIST1H4A	-0.635
NDUFS3	0.4235
WDR3	-0.0636666666666667
XKR4	-0.2265
TTC33	0.284571428571429
STMN2	4.4205
CPN2	-0.840166666666667
HSPC105	1.2605
PCOLCE2	-5.12
C3orf55	1.1195
KLHDC9	2.83316666666667
TBC1D23	0.168625
ATXN2L	-1.75575
MAP2K3	-0.35775
SCAP	-0.4935
