Hybridization REF	TCGA-AN-A0AK-01A-21R-A00Z-07
FLJ25770	0.297545454545455
HK2	0.178642857142857
ELOVL6	-0.694875
MDK	-0.68125
EPHX1	0.98175
RASSF2	0.03875
DKFZP434B0335	-0.65525
DLX3	1.23125
PRTN3	-0.38325
AVPR1A	1.051
C21orf125	-0.869
TNFAIP8	-1.4215
GNB2L1	-0.255
CALCRL	1.78525
SCGB2A2	8.41783333333333
UBXD7	-1.152
ZNF674	-0.8015
TMEM35	-0.491
BRSK2	-0.238125
HECTD3	0.582166666666667
TMEM188	-0.379666666666667
LGALS9	1.647375
SCARB2	1.8665
USP34	0.406166666666667
C17orf28	3.07291666666667
ZDHHC23	-0.31225
AQP12B	-0.3395
SLC16A3	-1.160875
APLP2	1.070625
ITIH2	-5.952
MICAL3	-0.611875
TNNI3K	1.0647
HDAC2	1.27675
PRR7	0.8296
THBS2	-0.5835
LOC751071	0.123
CA2	-0.146666666666667
RANBP17	0.59525
RLN3	0.6905
CRYZ	-0.431
GBAS	1.20366666666667
TAS1R1	-0.5435
MPZL3	0.854
PCDH8	-2.2595
HSP90B1	1.15775
KCNK15	0.698
TNIP2	0.562833333333333
GPR146	-0.7795
NOL6	0.42625
SPC25	-1.81988888888889
STEAP2	-0.719071428571428
VAMP3	-0.577666666666667
TCIRG1	-0.44425
ZP4	-0.156
PARL	0.435625
TRIM39	0.909
KIAA1305	1.1245
CRNN	0.6956
GRN	0.24875
HSH2D	-0.333
SCAMP1	0.8110625
KIAA1913	0.201
PTS	-0.74975
BANP	-0.00242857142857147
PRKACG	0.08975
ADCY6	1.3285
C16orf46	0.4255
CYP51A1	0.319
DDC	-5.4065
ANPEP	-1.32016666666667
PROM1	-4.55783333333333
SIGLEC10	2.99475
COPG	2.533
FAM26E	1.23475
TRIP4	0.308
SNX3	0.442833333333333
C1orf175	0.234666666666667
PPY2	0.5965
C14orf152	0.09275
FTSJ1	0.0806666666666667
DST	-1.13755
LOC554235	0.469
GLRX5	-0.1835
C20orf12	0.5551
CAB39	-0.110666666666667
MSH2	0.0638333333333333
PIP4K2C	0.81875
CYLD	1.175625
WTAP	0.854625
MGAT4A	2.30044444444444
TSC22D4	-0.3925
CHRM2	-0.6035
PPYR1	-0.00166666666666665
CCNH	-1.048
RRM1	0.6015
ECAT8	-3.135
LOC400120	-1.09533333333333
GABRA4	-0.0124285714285714
C14orf4	0.475
C1orf59	-3.3445
CTDSPL	-0.06775
NHEDC2	-0.131
PDE11A	-1.24393333333333
KLHL29	-2.88775
CD5	-0.4275
TSPAN9	1.3045
WDR67	0.238
THUMPD1	-0.0954
C18orf17	0.539
CLYBL	-1.30366666666667
FLJ13231	-0.6635
CMBL	0.392875
LECT2	-0.719666666666667
NKAPL	1.77266666666667
LOC654780	0.726
OR4C6	-0.2785
RAB30	-0.842
TSSK4	-0.715
TMEM163	0.2815
OSBPL11	0.549416666666667
GNB5	-2.57766666666667
CCL21	0.4755
C1orf121	0.262
FMO2	2.42066666666667
RPTN	1.544
MSTN	1.3615
VCL	0.306857142857143
FYTTD1	0.211
C11orf1	-1.076
CCDC88C	-0.0719374999999999
HFE	-0.925166666666667
MOGAT1	-1.4295
FAM125B	0.1885
IRGQ	1.261
RAVER2	0.21
AKAP5	-1.1535
SSSCA1	-0.59875
C11orf63	-1.0705
ACTG2	-0.0908
PORCN	-1.925
DTL	0.164181818181818
TMEM151	0.66175
FAM122C	-1.43675
RSAD2	3.2161
BAT4	-1.241
KRTDAP	-1.09333333333333
MYH8	0.024
CRTC3	0.4735
LRRFIP2	-0.3346
INTS4	0.1175
TTN	-1.7502
SLC26A5	0.139
PLLP	-1.2815
RGS6	-0.9735
SRGAP3	0.874375
ZNF525	0.427666666666667
NBR2	0.0448333333333333
C13orf1	0.7682
ZNF137	0.8795
CEP27	-1.4355
BEST2	0.094
RNF121	-0.71575
DMRTC2	0.592
C8orf76	0.66075
BCCIP	-0.111
MEST	0.749
HTRA2	-0.1175
ANGPTL2	-0.12325
ILKAP	0.923166666666667
ERAS	0.4135
HBS1L	-0.151
CPA5	0.0235
TMEM30A	0.963166666666667
CD300LF	2.98016666666667
WISP3	-0.1835
CRK	0.813714285714286
PDS5A	0.806
BRPF3	0.4845
NEDD9	-1.94925
SMPDL3B	2.48675
PSG6	-0.852
PSMD13	1.503
ETV5	-3.0096875
OR51A4	0.3325
BTBD7	-0.11775
GSTO1	-1.541625
hCG_16001	0.371
MAD2L1BP	-0.3105
COX6A2	0.0215
SCNN1A	2.889
LSM1	0.342166666666667
UGT2B11	0.16375
IDUA	0.4205
PPP2R3C	-0.623
COX11	-0.749333333333333
PDZK1	-1.01075
ZNF443	0.463666666666667
MGC21874	1.26416666666667
ZNF323	2.0735
KRTAP10-10	0.031
CXCL6	-0.04025
SLC34A2	0.1674
LOC284402	0.3595
NPTN	-0.438416666666667
UPP1	-2.87383333333333
SLC6A9	0.6775
OR7G3	1.35375
CISD1	-3.89266666666667
ZNF545	-1.59183333333333
SYT14	-0.9545
NT5C3L	0.817166666666667
ZNHIT3	-0.0996666666666667
SNRPD3	0.35325
KIAA0701	0.31
UNC93B1	0.112666666666667
GMNN	-1.00875
SPCS2	1.17183333333333
LOC388524	-0.6795
NAPRT1	-2.91375
PNLIPRP1	0.17725
OR6V1	0.577
PRKAB1	-0.19875
EYA4	-2.961
KIF20A	-0.10975
ALG10	0.704
ITPKC	1.89433333333333
LMX1B	2.58733333333333
RPUSD4	-0.753
C7orf34	0.458333333333333
DLGAP2	0.017
PFN1	1.0023
MICALL2	-0.04475
ZNF654	-1.6335
SS18L1	-0.434875
SLC16A8	-0.04
MKI67IP	0.491166666666667
ITGB3	-1.728875
TCEA3	3.62641666666667
CEP152	-2.1953125
CLIP1	0.02325
ZNF75	0.223375
ATP5C1	0.0218333333333333
NUDT5	-0.953666666666667
PSCDBP	-0.17475
UBP1	-0.44625
RBM27	0.13925
C13orf15	1.294625
ZNF282	0.522666666666667
ZNF222	0.0336
COL10A1	5.21275
PRDM15	-0.202875
TTTY5	0.0345
FAM9C	-0.34975
C20orf67	0.03425
GNG13	1.618
F12	2.02375
C1orf41	-2.24825
CPXCR1	-1.758
GSK3A	1.1495
SUPT6H	0.394333333333333
PI16	-2.17466666666667
ELL2	-1.18858333333333
C9orf167	-1.6785
PVRL3	-3.4734
FLJ38596	0.51475
ADAM20	-0.49425
GPR89A	0.752
GPR87	-3.372
ZNF30	1.3665
SMR3B	1.05875
ZNF770	0.440375
TRPC4AP	0.407166666666667
DKFZP686E2158	0.339833333333333
C2orf28	0.2135
FREM1	-1.89716666666667
LAMA4	-0.669
ADPRHL2	0.1875
EIF4G2	1.2675
GUCA1A	-0.372
CTNNA2	-1.60775
NUDT15	0.5635
CEPT1	0.508833333333333
ZNFX1	0.4286
CCDC92	0.98075
TDRD1	-0.856
KCNK5	-1.52933333333333
ETNK1	0.2915
LTA	0.67
TTPA	1.13283333333333
B3GALNT2	-0.312
SC65	1.8705
PEX5L	-0.961
EPS15L1	1.08575
MGEA5	-2.03875
HIST1H3A	0.30025
ING1	0.411
BCAT1	-2.904375
ORC6L	-1.14372727272727
KLK11	-5.76566666666667
C19orf28	-0.73425
DNER	-4.90475
MED22	-0.231142857142857
ETV6	0.1565
CHAC2	-0.5315
CD300E	0.3445
CEBPB	0.209333333333333
ZNF398	-0.4245
LRCH3	0.138
HMGA1	-1.667
CAPN7	0.997333333333333
MGC5566	-3.3535
CCL3	2.523625
NANOS1	-0.450875
ZFYVE19	0.153
APITD1	0.0378333333333333
PARD3	1.057875
IRAK4	0.421166666666667
SERPINI2	0.64
CEP170L	-0.47475
TTC9	2.40475
MYOM3	-1.842
MLPH	2.47425
LOC222699	-0.166
NRG1	-2.57990909090909
TBC1D9	4.16609090909091
TTK	-0.362166666666667
ZNF557	0.29
DDX41	-0.0845
FANK1	1.018
UBE2D2	-0.16525
PSMB10	-0.81125
MYH7B	-0.907
GABARAPL2	-0.97675
MARVELD2	2.11116666666667
DGCR2	0.6575
UNC45A	0.249666666666667
C6orf72	-0.1275
ZNF683	4.0115
GIT2	0.119875
CASK	1.8035
C14orf161	1.61383333333333
LRRC44	1.163
TIFA	-0.588875
UTP11L	0.136125
C6orf65	0.7365
FDPS	0.17075
DUSP9	-1.8794
SLC17A8	0.190666666666667
OR51G1	0.275833333333333
NANS	0.69175
OLFML1	1.9055
ATP10B	-0.935875
NPAS3	-0.79075
PRKCA	-3.0172
GGA2	-0.0535
LCE4A	0.517
SPANXN3	0.07925
CCDC115	1.6455
SDCCAG3	-0.232
GLIPR1L1	0.1635
TTC1	-0.2085
C17orf76	-0.99675
MAD2L2	-1.44825
HIPK1	-0.7151
LRRC3B	-0.511
CLN3	-0.345454545454545
C17orf47	0.1695
FMN2	-3.50775
TUBB1	-1.4795
WAPAL	0.391666666666667
C3orf21	0.24825
SCN5A	-0.6463
SMYD1	-0.184
BEX5	0.45175
ZNF192	0.212
SEC22A	0.3265
GRIA2	3.10192857142857
KIAA0825	-1.20675
NUSAP1	-0.784
LANCL1	0.061375
C15orf40	-0.7554
ZNF645	0.221
GPR61	0.90475
NLRP14	0.501
SNX21	-1.1972
C1QTNF8	-0.077
C17orf46	0.48275
IFNA8	-0.4495
SPRR1B	-1.69683333333333
FLRT1	-1.0675
SNX17	0.715833333333333
ASB2	-1.12716666666667
HBG1	-5.5325
RPRML	-2.507
JOSD2	0.7235
PLSCR3	0.29625
SPOCD1	-0.652833333333333
RAB39	0.2455
GHRH	-0.231666666666667
ITIH5L	0.6425
C17orf37	0.987
SMCR8	0.462
DPY19L2P3	-1.239
IL11RA	0.404166666666667
GDF3	-3.98583333333333
RPS6KB1	-0.91825
DNAJC19	0.0651999999999999
TOP1	0.77325
CRCT1	0.989625
MPST	0.36275
DPM2	0.6775
FAM38B	-2.1275
SLC18A1	3.76316666666667
FARP1	0.9215
PAX7	0.55525
TUBD1	-1.57825
GNL3	-0.35475
BTG2	-0.5794
NDUFS6	-0.2595
C1orf79	-2.723
ERAL1	0.20025
ECHS1	0.88575
VPS4A	-0.512666666666667
CYP11A1	-1.26825
ABCC6	0.988642857142857
PBX4	-3.44
MOSC1	1.938625
NCF4	1.1725
HYMAI	0.386
NAGPA	-0.64
OTOP2	-0.00925000000000001
ACOT12	0.58925
MTHFD2L	-0.28675
LOC441376	-2.475
C19orf34	-0.419
RAB1B	2.19975
ALDOAP2	-0.031
NTRK1	-1.74933333333333
ARTS-1	-0.5685
SLC6A11	-1.397
NAP1L2	-2.2305
CNGB1	0.633666666666667
EPB41L4B	0.355166666666667
FAM134B	4.23125
HS3ST3A1	-1.36066666666667
CPXM2	3.6035
SIRPB2	1.313
CHORDC1	-0.509833333333333
TRIB3	1.18766666666667
SLC2A5	1.12175
C2orf49	-1.34716666666667
DDX5	-0.75525
OR5L1	-0.275
ANAPC4	-1.12666666666667
ZSWIM1	0.382125
LOC93622	1.483
KCNK3	-0.9706
RP11-35N6.1	-1.624125
ZFP161	0.642333333333333
AQP9	4.78025
SLC15A2	-1.30583333333333
MREG	1.75966666666667
OR9I1	1.3575
PDLIM2	0.000124999999999976
ADAM7	1.035
GSTCD	0.148666666666667
WDR21A	-0.99275
SLC12A8	3.68783333333333
TMEM174	0.46075
IGSF3	0.179083333333333
LRRN1	-3.09075
LOC402117	-0.736
SRPK1	-0.579166666666667
LY6K	-2.50075
NFIA	0.373
PTCD3	-0.11925
LEP	1.136
PCDH21	-1.05266666666667
MAPKAPK2	0.774928571428571
NMNAT1	-0.451333333333333
LHFPL2	0.051
C9orf43	1.8765
DIP2A	0.856833333333333
ACTR8	-0.31625
CCDC34	-0.32025
PTPN22	-0.961375
ITGA3	-0.703
FAM129C	-0.332
RABGGTA	1.03416666666667
UNC45B	-0.109333333333333
KIAA1033	-0.449875
ZNF510	0.462833333333333
CYP2D6	-0.522833333333333
SLC26A10	-2.414
STX8	-0.02525
LUZP1	0.429625
WDR89	0.284666666666667
EIF4G3	0.00749999999999998
C5AR1	0.669875
ZNF623	1.595
A2M	0.2765
TGM7	1.1935
GRPEL1	0.0268333333333333
LMNB2	0.0621
ROCK2	-0.0168333333333333
SNX16	0.61025
CCDC66	-1.5095
ANXA3	-4.4285
KIAA1609	-0.701875
EED	-0.983
RNF32	-1.5775
HES1	0.7209
CLC	0.139333333333333
ISL1	-0.2368
KIAA0528	-0.03025
MANEA	0.70925
C1orf61	-2.5195
hCG_2001000	0.486
RAPGEF6	-0.6027
KIAA0020	-0.2505
NEIL1	-1.04075
C16orf45	-2.6605
RBM10	0.136166666666667
C10orf125	-0.442125
MRS2L	0.06425
DNAH17	-1.002375
C19orf10	0.24725
C1orf160	0.61275
SLFN12	-0.53525
EXOC3	-0.213833333333333
HIST3H3	-0.0985
NCOR2	0.315333333333333
TNFRSF9	1.56725
MFSD8	1.06125
ALX1	-3.68566666666667
NOL1	0.08375
PODN	2.94
TIAL1	-0.9145
HIST1H1E	-1.813
NPY6R	0.579
TM4SF4	0.913
CORO2A	0.41825
ETNK2	0.136333333333333
APOE	1.1193
ANGPT4	0.408
HDGF2	0.34375
G30	1.463
ST8SIA4	0.571375
F2RL1	-0.964875
FAM19A4	-3.47725
CCAR1	-0.298
B3GNT7	0.363
OPHN1	-1.1581
DSCR6	1.9065
C21orf13	0.0348333333333333
GAS2L1	1.01091666666667
RFX3	-0.526166666666667
COPS4	0.033875
BCHE	-4.91483333333333
BCL2	1.004625
HBZ	-3.52316666666667
ARL13B	-0.621375
MAPBPIP	0.99275
MYO15B	-1.0055
SPZ1	0.2175
KIAA1324	3.125
PLCL2	-1.05225
C4orf29	0.47525
WDFY2	-0.70675
ZNF284	-0.6735
NAALADL1	-0.3145
DUSP5	2.238
PXDN	0.307375
SLMO1	0.02675
TNXB	0.6771
BIRC7	-0.59825
A4GALT	-0.037
TIMM22	0.78725
FAM110C	2.4805
TOMM34	-0.21925
ABHD9	-0.621
ADAM32	0.273
CRHBP	-0.07625
AQP2	0.813625
LOC130355	0.85075
ZNF187	0.0598333333333333
ZNF816A	1.0335
F7	0.17625
CNOT1	0.3752
SLC13A4	-1.14975
ZBTB11	0.3105
B3GALT5	0.26625
EXOC2	2.01616666666667
IRS1	0.2356
TMEM1	0.614
MRPL34	-0.416666666666667
SAMM50	-0.286
CDC42EP3	-1.812875
HSF2	0.5509
MFN2	0.1055
TSPAN7	-3.05
NUCB1	1.41775
RHOH	-1.7565
ARL16	0.2145
TACR1	0.15225
SFRS5	-1.5235
SNX25	2.732125
RHBDF1	0.9955
PCDH18	2.21916666666667
HMG1L1	-0.6365
MYO5C	1.718125
MAPK10	-0.6
LDHAL6A	0.161
NUDT12	1.288
NCAM1	-0.123375
GLIS2	0.6405
GGTL4	0.285
DAPP1	0.1635
ATF7	0.360375
KIAA0748	-1.281
NFIL3	-2.50275
TM6SF1	0.5089
SEZ6	0.451125
NANOS3	-0.8415
DNAJA3	0.298666666666667
CLDN6	-2.357
CIITA	2.4754
EPHA4	-3.26625
FANCC	0.50675
CMTM3	0.225
PSG3	-0.6575
MRPL15	-0.22525
C21orf59	-0.10025
PLCXD2	0.24975
C2orf34	0.997875
UBE2L6	-0.307375
MED14	0.622833333333333
HP1BP3	-1.376
C6orf208	0.284
TPBG	-0.05825
OSR2	-0.53575
XPC	0.043
KLHL7	-1.283
CCR3	-0.8255
AGTPBP1	-0.348
PCSK6	1.23306666666667
STAT5A	-1.1758
FAM18B	1.278
LONRF2	1.53716666666667
PTPN2	-0.4095
SF3A3	-1.20733333333333
EFCBP2	0.1635
HCFC1	0.662166666666667
AHNAK	1.08995
ACTR5	-0.505
KIF14	-1.81714285714286
TENC1	1.80975
HEATR5B	1.934
YIPF2	1.1525
MYEOV2	0.403
DUSP18	0.39325
KIAA1012	0.33025
AHR	-1.20783333333333
C17orf53	-0.0385
PTPRH	-4.14525
ATP6V1C1	0.5993
TAS2R3	0.0565
LOC440356	0.337
COQ10B	1.8535
PSMF1	1.10166666666667
SORBS2	-1.23891666666667
NFE2L2	0.3425
TMCO7	-0.82725
SH3PXD2A	-0.8629
SH2D2A	-1.34275
SPINK5	-3.4935
MRPS24	-0.9495
OPA3	0.271375
TRAF7	2.0155
C4orf35	-0.168
MT1G	-2.14725
MGC39545	-0.093
HS1BP3	0.8736
OR2B2	0.654
CHRM4	1.1495
SFRP2	1.14408333333333
RIC3	-2.02075
ART1	-0.6525
C6orf1	0.551375
DUS4L	-0.005
C10orf104	0.168
TNFAIP6	1.5775
RTEL1	-0.39975
CCT4	0.0836
ZNF709	-0.6825
CHMP6	0.154333333333333
UPP2	0.20925
CYP19A1	-2.887
CD151	0.693666666666667
NDUFA13	-0.6675
ARFRP1	-0.732833333333333
FAM26B	-0.17575
CRYBA1	-2.4025
MRPL41	0.331666666666667
NPFFR2	-2.010125
HRH2	0.4875
SCAMP3	0.979666666666667
MTMR6	1.204
MTG1	-0.732
UBTD1	0.4675
CRABP1	-3.4175
FLJ33790	0.7865
KIAA1908	-0.059
GPR158	-3.59725
PACSIN3	0.655833333333333
OMD	0.579333333333333
CATSPER1	-0.9065
HOXB8	-2.734375
FBXO46	2.003
OAS1	1.40283333333333
SVIL	-0.88925
PHB2	-0.0715
ADCY3	-0.9715
NDRG2	0.529166666666667
ERMAP	1.9815
APBA2	1.18783333333333
IGSF9	2.562
WNT6	-1.046
MYCBPAP	-2.038
ATP2B2	-0.5235
CPVL	-0.8754
TRAM2	-1.351
NOP5/NOP58	-0.3765
ZNRF4	0.1935
TLK1	1.19025
MTMR12	0.978
ZNF384	0.327666666666667
FAM9B	-3.159
RPN1	2.2703
PMVK	1.154
EIF3D	0.1639
SIX2	0.01975
HPS1	0.150571428571429
RNF7	0.4445
PSKH2	-0.017
KCTD13	1.26816666666667
CSMD3	0.1911
FBF1	0.4505
IL8	-5.33625
SERPINB13	0.475363636363636
FBXL20	0.70625
BLR1	0.87675
SH2B1	0.1445
RFNG	1.3315
RAB20	-0.255333333333333
RBM7	-1.356
POLR1A	0.367666666666667
TMPRSS4	0.40425
TAF9	-1.07325
TERF2	0.747333333333333
TNFRSF1A	0.702666666666667
ACADVL	0.0595
GTF2H5	0.094
EDG8	-0.1
C9orf140	0.882
UST6	0.72225
ZBTB8OS	-0.8345
ZNF710	0.055
GPR174	-2.1735
ATP6V0A2	-1.3
KIAA0319L	-0.662333333333333
XKRX	-0.919
DOPEY2	1.8495
SDHD	-1.391
SUMF1	2.104
OSM	2.5975
OPN3	-1.70175
DAGLB	-0.237666666666667
PPFIBP1	-0.9031
TRIM63	-2.68025
C10orf53	-0.1045
LYPD3	-0.197833333333333
BCL7A	1.256625
AGER	-1.26916666666667
TCF19	0.833625
SAT2	0.921
PFTK1	-1.66716666666667
GABRE	-4.0595
C15orf38	0.1988
FIS1	0.3025
KCNV2	0.08775
CLPS	0.71275
PPCDC	0.064625
FOXN2	-2.11683333333333
NT5E	-3.5045
CD83	0.519
IL18	0.747375
VPS16	-0.16275
IGFBP2	-0.1405
NOTCH2	-0.99975
SIGLEC1	3.170875
CD93	4.4585
SULF2	-2.2665
CEP164	-1.6235
P53AIP1	0.471166666666667
TOR2A	0.451333333333333
ZNF136	0.229
MGP	3.3328
CCDC144A	-0.585
TRPC1	-2.49333333333333
SMS	0.208833333333333
MAPK7	-0.124833333333333
RRAGC	0.1885
PARD6A	-0.335166666666667
NUB1	0.533333333333333
SYNGR4	0.84225
OR11H12	0.2625
WIF1	0.386714285714286
GCH1	1.8295
OR11H4	0.4275
SLC44A5	-0.5355
GPRIN2	-0.814833333333333
LOC401431	-0.87925
CPA4	-2.7214
MELK	-0.695111111111111
IL15RA	-0.0185
CUL3	1.384625
HMBOX1	-0.2945
PODXL	-2.89375
CCT6B	1.73433333333333
COMTD1	0.1255
MUC20	3.2645
GPX2	-2.572625
ITK	-0.501875
FBXL5	1.80625
C13orf27	-0.8225
DEFA5	1.081
TRHDE	-1.022
MTP18	-0.527166666666667
UQCRQ	-0.8524
ITGB2	2.4865
CSRP2BP	0.3905
TAS2R44	0.1185
PHPT1	-0.26825
FAM44C	0.02225
ERH	-0.6895
MPHOSPH1	-0.0293333333333333
MORC1	-0.4235
PARVB	0.6015
LAMA1	-2.90533333333333
PGBD3	-0.231
GIMAP6	3.90075
AREG	-4.91866666666667
LIPT1	-0.33725
MGC99813	-2.00925
C1orf201	0.366666666666667
GRIN2A	-0.738
MAN2C1	-1.01525
NSUN5	-0.1655
SF3B5	0.20025
MYC	-0.350625
NRXN1	-0.7835
ZNF18	0.47625
SPDYA	-0.622142857142857
SLC37A1	2.4295
DECR2	0.8885
ANKRD38	-1.452
SPTLC3	-1.21625
SUPT16H	0.114625
DTWD2	1.42425
ULBP1	1.358
ZADH1	0.292666666666667
OIP5	-1.33775
IL10RB	0.422
OTUB2	0.9215
VWA3A	0.0368333333333333
SPIC	0.802166666666667
OR6C4	0.043
PSCD4	0.519666666666667
DPY19L2P2	-0.4185
TRAPPC6A	1.37366666666667
C21orf2	-0.0901666666666667
CEMP1	-0.96125
LIN7B	0.539
E2F7	-0.823333333333333
VCP	0.8603125
LAMA3	0.119833333333333
BGN	2.063
GPR160	1.359
COCH	-2.5275
GPR81	0.336666666666667
APOBEC3F	-2.02325
tcag7.1017	-0.95675
C1orf32	0.745
SCGB1D2	6.42125
FLJ43987	-0.6735
C6orf170	2.466
KLK9	0.7235
GPD1L	-1.292625
VPS37B	0.3665
ATG3	0.0515
ADAMTS17	-0.566
KLHDC2	-0.00766666666666666
NDUFV2	-0.024
BLK	-2.795
MATN4	-2.094
GPM6A	1.3575
GBP4	4.0655
TMEM162	0.181166666666667
PKP2	-0.634
HRASLS	-4.30733333333333
MMP1	-3.09475
SFXN3	-0.7047
FSD1	-2.22933333333333
ST6GALNAC3	-3.095
CA12	-0.0936
NCOA6	0.36975
C19orf58	-0.4889
PPP4R1	1.15133333333333
MAN1A2	0.215
IKBKAP	-1.2225
UPF1	0.087
KIAA1219	0.47675
WNT16	0.3635
SNW1	-0.112875
IL18RAP	2.32275
RPP30	-0.833
CDC40	0.564
SETD3	1.11033333333333
SLAMF6	0.7205
ELK4	-0.402
TRIM47	-1.292
ACOX3	1.929875
TRIM6	-1.025
KIAA0372	-0.784166666666667
TP53AP1	-0.4275
SMURF2	0.8805
ADAD1	0.554333333333333
EBP	-0.0464
KRTAP13-2	0.169
FLJ36874	0.563833333333333
TOR1A	0.612333333333333
P2RY4	0.8095
GPBP1	0.0895
TRPV1	-0.017375
ADAMTS12	0.1995
PES1	0.4308
ATG4A	0.711166666666667
MAGEA10	-4.66225
WFS1	0.29375
CC2D1B	-0.0391666666666667
PABPN1	-0.754625
SLC25A30	0.36475
SLCO1C1	-0.403166666666667
SLC22A5	1.6155
KIF23	-0.861666666666667
SYN2	-1.59183333333333
ASPN	6.63516666666667
CENTG2	0.75875
QSOX2	-0.4563
FLJ10815	-0.4175
STK24	1.4133125
SPEG	-0.9496
STK10	-0.209166666666667
DACT2	-2.329
AAAS	-0.46375
SSX3	-1.384125
ABCD3	-0.1682
C4orf12	-0.02425
PARVG	0.7815
FIG4	2.309
C9orf46	0.04425
TMCO6	-0.6985
IGHMBP2	0.56875
DUS2L	0.144833333333333
FAM3C	0.6764375
TMEM16D	-1.542875
DCTN4	0.96625
KCNH3	0.21725
EIF2AK2	0.32475
AP1S3	0.718875
CST4	2.269
PAM	2.390875
NUTF2	1.01675
CITED2	-0.826
SLC39A4	-0.043
C2orf52	-0.1615
GRM3	-0.3495
C12orf49	0.87475
CCDC49	0.024
GRAMD1B	-1.61642857142857
FNDC4	-1.067
SIAH2	0.5655
GDPD4	-0.121
C21orf87	0.4605
ATP5A1	0.526666666666667
C16orf63	-0.525375
LOC388135	-1.14333333333333
ATP5J2	-0.54575
MMP3	-5.24525
EMID2	0.0785
CRHR1	0.3975
WDR70	-0.26725
C13orf31	0.93425
ZFAND1	1.25075
CCL18	3.88766666666667
C3orf49	0.84
RINT1	-1.7215
KIAA0408	-2.63916666666667
F13A1	4.1174
SLC10A1	-0.0148333333333333
OGN	-3.0995
GIPC2	-2.29366666666667
XPO6	-0.2385
LCE1A	0.915
FMR1	-0.9829
LOC374920	-0.51325
DUSP3	0.29575
ANKMY1	2.8695
C7orf50	0.41325
BBS9	0.1389
UNC119B	-0.140125
C9orf72	0.41175
MGC35440	0.6235
ENTPD6	0.585375
PPP1R2P9	0.6095
ERCC4	0.52175
FAHD2B	-0.413
HMHA1	0.179
HACL1	-0.79275
RAD23A	-0.9545
FAM83B	0.30425
PPP5C	0.739166666666667
RNASEH2C	0.019375
C9orf153	-0.558333333333333
SCAMP4	0.99025
GHITM	0.7692
NDUFB7	-0.111125
ADCYAP1	-0.638
SP110	0.877
MAP3K7IP2	0.52125
DHH	0.0355
AGRN	1.19878571428571
WDR33	0.511833333333333
CEP290	-1.31916666666667
PRPS1L1	-2.47733333333333
KLRA1	-0.9045
GPR97	-0.0285
CHD7	-0.796
TLR10	0.06575
SLC30A8	1.681
HIC1	0.797
IAPP	-0.1065
RXFP4	0.5515
GP1BB	0.16375
SHQ1	0.4515
NKX2-3	0.241
API5	0.6225
FTHP1	0.298
MOV10L1	-0.0915
TRIM6-TRIM34	0.865833333333333
ADHFE1	-1.141
FAM117A	-1.30625
DDI1	0.287666666666667
CDON	-0.0145
TRIM73	-1.103
IGKC	4.363
MMP14	-0.537416666666667
DYNC1LI1	-0.196625
C11orf66	0.573
TRBV3-1	-1.83866666666667
FASTKD5	-0.23325
BIVM	-0.4495
LHX4	-0.22175
CXCL2	-3.3549
RAB2B	-0.072
IZUMO1	-0.11625
MAP3K15	-1.7855
FAM19A2	-0.0395
ZC3H8	0.396333333333333
ZMAT1	-0.8725
SPINK5L3	-2.2065
SLC10A6	0.642
APPL2	-0.21325
CARD10	0.0995
LOC402176	-1.192375
EEF1D	0.6643
RAB6A	1.2618
C12orf5	-0.708375
PAPOLG	0.4595
MSRB2	0.3535
BCR	1.59016666666667
PUS3	-1.184
TIAM2	-0.8675
ZNF317	0.791333333333333
CHD2	0.00507142857142853
FZD5	-1.22209090909091
NUDT8	-0.511
ZNF763	-0.583
PRC1	-0.0721111111111111
ABCB9	0.7115
SPATA3	0.586666666666667
TRAK2	-0.462
STAB1	2.948125
LRRTM2	-0.302166666666667
psiTPTE22	0.495
DBI	0.65225
SERPINA11	-3.191
NAT5	-0.68275
C20orf58	-2.64525
RPS6KA4	0.3715
FLJ90650	-1.37125
TGFBRAP1	0.39025
CHRDL2	-1.096875
FAHD2A	-0.795
CNTN1	0.81275
BBS4	-0.4498
TMEM181	0.526
MINPP1	-0.26575
MPHOSPH6	-1.66966666666667
HOXC10	2.5843
ITPKB	0.474125
CLPTM1L	1.102375
MEOX2	-0.0671666666666667
ATP6V0C	0.2375
PRPF8	0.4065
TMC5	-1.31025
FKBP3	-0.5755
PLEKHB2	0.180875
OR4D6	0.991
ZNF544	-0.4655
D2HGDH	0.525125
RPL18A	-1.1956
HEL308	-0.193125
MPP6	-2.58775
TCERG1	-0.9205
KRT16	-2.57733333333333
KLF17	-0.4925
KLF5	-0.526875
CDR1	0.227875
VCX3A	-3.6635
FBLN2	0.989125
C14orf104	0.5035
HBE1	-4.846
OR4S2	-0.018
C1orf108	-0.348333333333333
ROBO4	2.93483333333333
CPEB4	0.09925
C11orf80	0.745833333333333
BCKDHA	1.4915
MYOC	-0.61
GIF	-0.027
CKMT1A	2.1505
RPL3	0.5953
THBS1	3.1385
APOO	-0.88075
ARMCX1	-1.32025
HSZFP36	0.54725
SNAPC5	-0.254
EIF4ENIF1	0.7075
ZNF433	-0.68925
TNFRSF21	-1.123625
TMPRSS7	0.5495
SPATA18	-0.107
HPDL	-4.2205
MKL2	1.1386
TBX3	-0.609538461538461
C21orf93	0.082
DAXX	0.328
ELMO1	-0.797125
