Hybridization REF	TCGA-A1-A0SM-01A-11R-A084-07
MATN3	-0.0468571428571428
IFNGR2	1.21466666666667
ITPR1	-0.416625
EBF3	2.3059
TBC1D20	0.4501
OR10P1	0.226
DDAH2	1.838
SHPRH	-0.688125
STX7	0.2905
LOC554248	-2.187
BCAR1	-0.336
ATXN3	-0.0500833333333333
TRIM27	0.24925
CDC42EP2	0.0245
CHP	0.740214285714286
SOX17	1.5265
ZNF259	-1.0935
CHCHD1	0.341875
ZDHHC19	0.238
GBP2	2.3915
GARNL3	0.797
MRC2	1.3915
C1orf52	-0.24925
AOF2	-0.413166666666667
LRPPRC	-0.7297
ACVR1C	-1.57
TM4SF18	2.28283333333333
TMEM169	0.514333333333333
PPP1R16A	-0.156125
EBF1	0.7225
RRS1	-0.752333333333333
SNX2	0.2785
OR2T2	0.072
RBX1	-0.088
ANKRD54	0.4885
TSNAX	0.963833333333333
TMEM83	-2.349
ZBTB7A	0.77775
ATM	-1.39791666666667
LOC338328	2.09283333333333
TIE1	1.31183333333333
HIST1H3G	-0.336333333333333
PASD1	-4.6625
TINAG	0.2145
PCDHAC2	1.1065
LRRC15	2.120625
WBSCR17	2.13
TFF2	-0.3445
PARP2	-1.245
NDFIP2	0.34975
PCDHGB2	0.4945
WDR60	-0.17
MAP7D2	-0.4656
USP45	-0.90825
GSDML	0.5645
TNS1	0.0641
PLCD4	-0.4965
IQCD	1.75216666666667
SMPX	-1.479
CD9	1.75733333333333
SRGN	0.98425
CASP7	1.0815
INOC1	0.400833333333333
DKFZp451M2119	-1.19225
VMAC	1.091
USP53	0.6265
CAMK1G	-0.347375
TMEM106A	0.412833333333333
CDC20	-1.3915
ACSL5	-1.6865
CBWD5	-0.68975
C1orf87	-1.12566666666667
KIAA1274	2.017
PRUNE2	-1.34135714285714
LYPLA2	-0.0398333333333333
DOK6	-0.7745
GPR149	-0.364
FAM30A	0.5985
TMEM129	0.03025
SLC35B3	1.449
ACPP	-0.4581
LOC200261	-0.416
SLC4A7	-0.3488
CCDC40	2.8845
GART	-1.3325
THOP1	-1.533
SCARB1	-0.813625
CACNA1F	0.14525
TRIAP1	-0.552833333333333
SYT14L	0.299
SFRS8	-0.6845
PBOV1	-0.0605
GOLSYN	2.05525
GJB7	-1.7575
CAMK2N1	0.1805
GREM1	3.1785
FLJ20433	-0.0415
QPCT	-1.473125
PRKAG2	1.6625
H2AFX	-1.4595
C6orf154	1.8615
PLOD3	-1.009
ZBTB39	-0.488666666666667
WASF3	-0.670666666666667
DRG1	0.13375
PRR4	1.5205
SPCS1	0.09125
KDELR3	2.9275
SRP19	-0.187166666666667
GABRA6	0.34825
MFSD1	0.83475
MMEL1	2.11225
PDXDC2	0.0632
BUB1	-2.81433333333333
RNF138	-0.78475
MYLPF	-0.612
AIF1	0.891333333333333
DYNLRB1	-0.0362
HCN3	-1.83483333333333
HIST1H2AI	-1.01925
MAP4K5	0.0555833333333333
LASP1	4.24725
LOC130951	1.9305
PLAA	0.88675
KRT6A	1.1735
C6orf117	-1.55775
ARHGAP23	2.5195
PTF1A	0.0475
GPHA2	-0.49475
LCE3B	0.9155
MCL1	2.0945
EHBP1	-0.725416666666667
PRNP	-0.503875
ZSCAN1	0.55825
C1orf113	0.606333333333333
FOXA3	-1.585625
NEB	0.90725
ASGR1	-5.03733333333333
CTGF	2.88016666666667
RAB17	0.0975
MST101	-0.00250000000000001
JARID1B	1.4239
USP37	0.1525
PTBP1	-0.0676666666666667
PTPN7	-0.796666666666667
CDC7	-1.13133333333333
SNX7	1.72925
ZNF335	0.0605
CPT2	-0.07175
HEATR1	-0.925125
HSPC152	-0.271375
C5orf40	0.252
PSME1	-0.0485
STAG3	-2.4535
TMEM154	1.56016666666667
KLHL32	-0.00166666666666663
TSGA10IP	-0.947
SUV420H2	-1.17083333333333
SF1	-1.079
2'-PDE	0.3263125
PNLIPRP2	0.5745
TRSPAP1	-1.01733333333333
NUP210	-1.02516666666667
ANP32C	-0.0581666666666667
RAB11B	0.0985
ASB15	0.9535
ITGB3BP	-1.61625
UBASH3A	-2.15275
YWHAB	0.818125
TPRX1	-0.10475
LY6G5C	0.345375
SLC7A2	1.44425
CLK1	0.4378
HSD3B7	1.03533333333333
VDR	2.3645
C16orf74	-1.66625
ACE	0.5275
PSMA2	-0.985333333333334
CCDC131	-0.46675
ZNF213	-0.0868333333333333
EML2	0.633
ALS2CR13	-0.534333333333333
GLYATL1	3.47375
DSPP	1.435
DHFRL1	-1.14675
C10orf30	-1.346
SH3RF2	0.836666666666667
LOC197322	-1.47683333333333
DLL3	-1.34
TIGD7	-0.066
GFRA3	0.166
CPA1	0.1185
RTN4	0.0688333333333333
PPT2	-1.74616666666667
FASLG	0.88475
FOXP4	0.4665
RPL26	-0.4203
GNL3L	-1.39016666666667
FMR1NB	-0.195666666666667
CD163	6.0025
SGPP2	2.25675
GIMAP2	0.36525
CD37	1.36633333333333
DPT	4.22425
NBLA00301	1.63825
RGS5	2.21466666666667
C9orf4	-0.029
ACTL8	-3.14066666666667
PRKAR2B	-0.192
OPLAH	0.179333333333333
C20orf134	0.92425
SPACA5	-0.063
TBL1X	-1.21966666666667
TSPYL3	0.773
CHCHD3	-0.79125
CRKRS	1.32033333333333
GPR65	4.35275
DFFA	-1.459875
FUT1	0.77175
C6orf204	-0.392
TMEM51	-0.078
ZNF580	-0.64
CMTM2	0.6125
C20orf200	-0.642
EZH1	-0.7065
FDX1L	-0.379
MRPL32	-0.319
PCAF	-0.5492
ALOX15B	1.64933333333333
CD59	1.68975
CDK9	-0.2655
ERP29	-0.226833333333333
TTR	-6.62725
BCMO1	0.233
DDIT4	0.4945
PTGDS	1.36075
C3orf63	0.275333333333333
BST2	1.08725
CYP1A2	-0.505833333333333
C5orf25	-0.90025
STX1A	-0.305823529411765
OR2A12	0.0615
SH3BP5L	0.50675
SERINC5	0.568
USP6	0.5085
MRPL3	-0.257666666666667
POMP	-0.011375
INPP4B	1.72575
GMPPB	1.0915
EAPP	0.28625
AHSA1	-0.3145
ABCA11	0.203
SLC5A6	-0.2665
HIVEP2	1.3975
SUMO2	0.457875
KIAA1822L	2.68266666666667
C11orf67	2.98375
TXK	-0.25675
PHCA	3.4171875
ICAM4	-2.85283333333333
FPGS	-0.7045
SNRPA1	-1.30425
KCNJ4	-0.91175
KIF6	0.7046
HIST1H2BG	-3.137
SLC5A5	0.53775
ZNF354B	-0.777
IL12RB2	-0.3065
C11orf76	-0.025
GAL3ST2	0.3875
AIFM2	-0.524375
SYNC1	1.262
UBL3	1.30925
PIK3CG	-0.902333333333333
NLN	0.0887
BCORL1	0.22425
CD5L	-0.05675
ZNF238	3.16033333333333
KIAA1394	-0.29325
C16orf55	-0.6651
CYP3A7	-1.938
KRTAP3-1	-2.6125
TFDP1	0.039
MND1	-3.0765
NODAL	0.166333333333333
GTPBP4	-0.5535
TUBGCP2	0.7405
SLITRK5	-1.095
CIC	0.5955
CD79A	0.220833333333333
SAMD14	0.633833333333333
TNPO3	0.1905
OR10G3	0.615
OR10G8	0.234
CCDC111	-0.4455
HOXC9	0.85275
DCUN1D1	0.787583333333333
CYB5R1	1.72375
TSR2	0.3275
DAB2IP	0.2812
SLC6A5	-0.0085
RAB3D	1.61825
DCUN1D4	-0.576166666666667
ERBB3	1.43291666666667
SDC1	2.971
ATP6V1H	0.261166666666667
SYK	0.924
ST20	-1.592
C13orf30	-0.0885
WDR40A	0.765666666666667
ADMR	0.2415
LOC388335	0.97875
ACSM1	0.6205
TDG	-0.536416666666667
FLJ11235	-0.13975
MRPS5	-0.509166666666667
AGPAT2	-0.492666666666667
SLC12A1	-0.2115
CYP27A1	-1.00625
THAP7	-0.9325
XPO1	-0.962333333333333
ALMS1L	0.388166666666667
C1orf2	0.08
ZNF777	0.133333333333333
CAMK2A	0.466333333333333
SMC1B	-0.82775
IHPK2	-0.586933333333333
LEMD1	-3.5355
NKD2	-0.3239
CLU	1.24085714285714
ARMETL1	-0.2215
PABPC4	0.889
CXCL12	3.34716666666667
TFAP2C	0.5223
TTTY8	0.1135
ABCB10	-0.1597
ENDOD1	0.941
IDI1	0.3085
KCTD6	0.428666666666667
CCDC105	-0.3
ULBP2	-0.215333333333333
ZDHHC5	0.86375
WNT8A	-0.22675
COMMD10	0.4615
KLHL12	-0.14975
GPR50	0.382
NR5A2	-0.197
OXGR1	2.0035
EHD3	1.16325
CAPRIN2	-0.458875
KLRC3	-4.36625
SF3B1	-0.0530714285714286
IPO7	-0.20975
ALDH1A1	-0.639333333333333
ANKRD5	1.04475
TSNARE1	-0.0895
DDEFL1	0.853
RNASEL	1.018
DNAH9	-1.21225
HELLS	-1.64375
TNS4	2.504
NAV1	0.499
KIAA1409	0.15225
C20orf26	3.04066666666667
TUBG1	-1.3245
IRX2	3.28675
CNGA4	-0.3535
MGC50559	1.16566666666667
OR4K17	-0.00100000000000001
TM2D2	0.538083333333333
FAM32A	0.15775
TXNDC14	-0.636
CCBL1	-1.8925
ANK1	-2.4316
PRSS23	2.1695
PPM1L	0.0295
SPATA20	-0.06925
APCS	0.108
C14orf122	-0.623166666666667
PSMB5	-0.215125
C6orf10	-0.0355
SETDB2	-0.471333333333333
SPNS3	-1.0865
SGMS2	0.484666666666667
MXD3	-1.43183333333333
MON2	-0.0432
CARTPT	0.41675
HNF4A	-1.05466666666667
RABEP1	1.924
TNFRSF10B	-0.079625
USH1G	0.1655
PPAP2B	-0.196666666666667
TMEM16K	0.91225
CTDSP1	0.418
CDK5R1	-0.213333333333333
GABRR1	-0.588
OPN1LW	0.4065
FAM98C	0.661125
DBN1	0.461125
ACAD10	-0.606666666666667
QTRTD1	-0.5285
WNK3	0.092
RPS19	-1.01575
C1QB	2.751375
OTUD5	0.23375
SLC41A2	1.50883333333333
TMEM22	-2.48916666666667
KHSRP	-0.750333333333333
TNFRSF11A	-0.290333333333333
FBL	-1.46483333333333
IBTK	0.680833333333333
OXER1	-0.322
CBLN4	1.319375
GPR172B	0.623
CFTR	-1.4765
VSX1	0.756
CAMK1D	0.37225
LOXL3	-1.54325
RTP4	-0.0355
SLFNL1	-0.229
KIAA0828	0.10225
PAR5	0.3555
LOC723972	-0.15525
GDI2	0.5725
CEBPA	1.2919
MLF2	0.516833333333333
AFMID	0.314
ALOX12B	0.03075
BPHL	0.404875
COX5B	-0.5705
S100A10	-0.0345
THOC6	0.403
NHN1	-0.8295
RRP12	0.022
ARID3B	-2.026
CD3G	-3.36866666666667
KIAA0133	0.512
NAT11	-1.699
PPAT	-0.892666666666667
SIRT3	-0.2549
TCERG1L	-0.246
NIPA1	1.3229
DPP8	0.2746
IL7R	0.871166666666667
ZFP64	-0.0255833333333333
DMAP1	-0.3349
TRMT12	0.3435
TLR4	1.4694
WFIKKN2	0.123
RAB12	-0.0881666666666667
DDX51	-1.02516666666667
KIAA1086	-2.5435
ZNF295	-0.426833333333333
ACVR2B	-2.02578571428571
LOC494150	-0.959875
ZNF517	0.3505
DNASE1L2	-2.006
SUFU	0.871833333333333
LOC283677	0.982
LMO3	-0.893833333333333
PPP2R5D	-0.097
ZNF587	-0.2777
HIST4H4	-0.62775
CYP2C8	0.98025
C1orf80	1.5735
DOCK5	-0.511666666666667
C9orf24	-0.53725
OR5AR1	0.0675
C11orf24	0.36475
UNQ1940	-0.21425
CAP2	1.053
TIMM44	-0.8605
DSEL	-0.23
ROM1	-1.22725
FBXO4	0.214625
MYLC2PL	-1.82225
MLH3	1.4245
NOX1	0.6715
DPEP2	1.8545
DNAJB5	1.007
RLTPR	0.2695
MBIP	0.00116666666666666
COPB1	1.23383333333333
SFTPA1B	0.276
C10orf4	0.0508
PRELID1	-0.54575
NOLA1	-0.53775
C19orf24	-0.8185
TLR9	-2.3215
HLA-DMA	2.90083333333333
HCRP1	-1.0635
GPR137	0.0538333333333333
ITGA11	1.80166666666667
PHF13	-0.288666666666667
MARK4	0.673666666666667
METTL4	-0.235
MBD3	-1.2904
LOC134145	-0.106
FGF3	0.14075
SLC35A3	1.01725
CLEC16A	0.00275
AMOTL1	-1.29091666666667
FLJ31438	-1.1215
PAICS	-1.485125
TOMM40L	0.879833333333333
MMD	-0.7765
KLK10	-0.9423
NIT2	-0.5305
SERPINB10	0.159
KLF15	-0.5706
CCDC5	-1.2495
WSB2	1.481625
ME3	2.073625
CACYBP	-0.598416666666667
TCTN2	0.9335
JAK1	1.414375
C2orf25	-0.422
GPD2	2.8675
FBXL11	0.8
CDV3	-0.705166666666667
GALNT11	1.29375
NDUFA12L	-1.2065
FLOT1	0.598928571428571
TOR1AIP2	1.1735
MMP25	-0.761
C1orf164	0.2145
CHST5	-0.31125
LYRM4	-0.7732
GPER	-2.344
HIPK2	0.554
DAP	1.0901
ZMIZ1	0.949833333333333
DDX58	2.810875
DCC1	-2.26525
AKT1	1.008
ENPP6	1.21433333333333
ERVWE1	-0.170666666666667
CDC34	-0.971
RNF125	-1.81025
CASC1	1.87275
SHROOM2	0.88075
RRM2B	0.624333333333333
COL6A3	2.595125
TMEFF1	-1.42675
PLEKHA4	1.1114
LYSMD1	1.35816666666667
SEPT1	-1.06183333333333
AOF1	-0.11725
GNPAT	0.497
WDR18	-1.839
HSD17B12	-0.336333333333333
HIST1H2BM	-2.15133333333333
INDOL1	-0.297333333333333
SUDS3	0.4005
C1orf192	0.206
CYP2B6	-1.249
TBC1D2	1.296
SLC25A12	0.31625
ERCC6L	-0.705666666666667
MGC10814	-1.30133333333333
POLR2C	-1.53016666666667
ZNF77	0.436166666666667
EIF3K	-0.3277
HPX	3.6405
ANKRD27	0.19425
MALAT1	-0.3986875
PLB1	1.98766666666667
HRNBP3	-1.101625
CPSF4	-1.05075
OR52N2	0.2265
PIP5KL1	0.21525
GH1	-0.07925
HPS5	-0.16925
SLFN5	-0.410125
POP5	-0.6675
OVOS2	-4.71633333333333
C20orf108	0.30225
MARS	-0.15425
CLRN3	1.30716666666667
ARSE	-0.02
PPIE	0.351166666666667
PHACS	-0.883333333333333
GP5	-0.552
IL8RB	0.9382
FCRLA	-1.286125
ARRDC1	0.4567
KRTAP9-4	0.1445
ZNF613	1.2635
OR11A1	0.061
TMEM132B	-2.44485714285714
PGLS	-0.37325
BSND	-2.95183333333333
KCNK18	0.745
FOXD4	1.752
SV2C	-0.37375
LCN2	-0.3475
ZNF490	0.5338
C3orf15	1.4454
CACNA2D4	-0.6365
CBX5	-1.67225
MAGEB4	0.303
BOLA1	-1.55875
PPP2R5E	-0.1955
COL5A1	1.98391666666667
ASB7	-0.277
SFT2D1	-0.0135
DERL1	0.1953
RABL2A	0.432
MOAP1	1.2
KIAA1545	0.0515
F3	2.9
PLEKHM2	-0.60525
CCDC89	0.942
EFCAB1	1.187625
TMEM48	-0.31525
SEPHS2	0.1435
PYGM	-0.5885
PRICKLE1	2.1955
WNT5B	0.97
TAS2R38	0.4865
IMP5	0.50575
KHDRBS1	0.1517
LARS2	-0.814833333333334
C3orf28	-1.08
FTCD	-3.81075
C10orf68	1.27316666666667
DGAT2L3	0.8505
PSEN1	1.52291666666667
MGC33657	1.37525
PLA2G4B	-0.147833333333333
CDKN2A	-1.57575
DLX1	-2.77025
TSHB	-0.042
C18orf37	0.334
MEX3C	0.091
MAMDC2	0.743
PDIA4	0.299333333333333
ATP5E	0.3275
CASP2	-0.0237142857142857
SERBP1	-0.00615384615384614
ZNF341	0.8245
TESC	-3.488
TMEM31	-0.183
OR51I2	0.666
YTHDC1	0.573142857142857
JUN	1.58766666666667
AGMAT	-3.6165
PCNXL2	1.13425
ATAD5	-3.04175
STK38	0.429375
AZI1	0.52125
RBP1	1.9045
C4orf26	0.245
KIAA1026	1.000125
TMEM101	-0.5055
HSFX1	0.216
TREX1	0.272
C18orf10	-0.2557
TRIM15	-2.86175
CA6	0.314125
CEP57	-1.652875
AR	3.1785
SESN2	-1.09216666666667
KIF3C	0.991875
EPB41L5	1.03425
ARHGEF10	-0.626636363636364
POLR3D	-0.222875
INDO	-2.83
GABRA3	0.0605
SCG5	-1.1309
E2F3	-0.2496
TIGD5	0.18075
FGD6	1.5315
KLHL3	0.13325
SCGB3A2	-1.2285
URP2	0.0818333333333333
ATP6V1B1	-0.0481
CALML6	-0.8665
LOC100049076	0.7345
TMF1	0.6835
LOC388503	0.012
CDH5	2.563875
RPS6KC1	1.271
DAAM1	0.9261
TNFRSF10D	-0.825
GSTT1	0.0868
INPP5A	1.03
TRAF3IP1	1.3206
SMARCE1	-0.379
VRK1	-1.91725
TTC16	-0.1325
AARS	-1.05683333333333
ARHGAP27	0.610833333333333
ZAK	0.338642857142857
ACSM2B	-2.4585
TRAP1	-1.52766666666667
MRPL53	0.336875
RNF44	-0.7655
NPTXR	0.158
DPYSL3	1.30833333333333
APP	1.8574
GLS2	0.267666666666667
MNX1	-2.37133333333333
CMTM7	-0.70025
OR10A7	-0.5445
NYD-SP21	4.612
ORC5L	-0.25425
SLC16A10	-1.08442857142857
TMEM178	0.00850000000000001
LOC441601	-3.9245
PTGIS	0.572
KBTBD7	1.44825
C19orf41	0.18075
CEACAM3	3.41316666666667
KRT23	-0.376
SERHL	2.9625
PNKD	0.7839375
UBC	1.34525
ATRN	0.415
HAPLN1	3.0085
RANGAP1	-0.1705
C10orf26	1.99816666666667
KCNA7	-0.58575
SRY	0.05
LOC376693	-1.263
HIST1H2BF	-2.3755
CDCA8	-1.67566666666667
MLC1	1.434
TNIP3	0.06725
OR4D1	0.3165
IFT52	0.756
GOLT1A	1.337
UTP20	-0.458
RP3-402G11.5	-0.801875
PRSS33	-1.3235
PMPCA	-1.5125
APOB48R	1.94733333333333
GLTP	1.13275
MPL	0.6945
C9orf78	-0.437
ADAM12	1.598875
CSPG4	-1.8945
LOC144305	-0.251
KRTAP4-10	-0.0972
PAK1	3.21125
ADCY7	0.00889999999999999
TAS2R43	-0.8915
FRAS1	-2.31507142857143
PPP1R14A	-0.865
OR2B6	-1.663
ATP13A1	0.186
SIDT1	-0.09175
C1RL	1.54633333333333
PRKRA	0.027
TLN1	0.5897
RP11-50D16.3	0.0114166666666666
MITF	-1.19658333333333
GYS1	-1.0535
LYG1	-0.320666666666667
NSMCE4A	-0.7119
DNAI1	0.40225
HOXD11	-1.76
FNBP1L	1.6688
DHX35	-0.59775
LCE3E	0.252
SLC33A1	0.9475
DCLK3	0.082
TRIM33	-0.2045
TMCC3	1.8035
FBXO42	-0.377666666666667
C1orf27	0.6288
C17orf50	0.143
RNF14	0.836833333333333
SLC4A8	2.01825
RAB3IP	1.3273
COX6C	-0.951357142857143
PCSK1	-3.6959
SLC13A1	-0.048875
ARF6	0.9055
KIAA1009	-0.10075
HOXA13	-2.9555
HMGN1	-0.35425
CXADR	1.36683333333333
MGC14436	0.204
UTF1	0.348
TSC22D1	0.8114
BZRAP1	1.1305
PUF60	0.1065
SHC1	0.873375
HOOK3	0.8123
LIMS2	0.560333333333333
BAHCC1	-1.134
CLCC1	1.04133333333333
ENTPD3	4.5475
SMO	-0.3675
PIK3R5	1.59075
CDC14A	-0.168416666666667
KRT1	1.14
ENOX2	0.534166666666667
FLJ22655	-0.8235
FPRL1	0.2145
INTS6	0.4755
ZCCHC5	1.0225
SMC3	-0.65725
C6orf123	0.2595
FLJ20160	3.11875
LOC653391	0.084
GSS	-0.4675
NT5M	-2.0445
SIX5	0.342
TAF5	-0.915
KCNA1	0.151166666666667
ANLN	-2.15216666666667
MGC45491	-1.0359
SSTR2	3.723
LYPD4	0.35775
TH1L	-0.870375
CHRNA5	-1.304
PNMA6A	1.5105
FLJ16369	-0.2605
DLX2	-1.5949
C6orf108	-1.29866666666667
ALDH3A2	1.46233333333333
CLEC1B	0.756
LEPREL2	0.77375
FOXJ1	0.6176
OR1D4	0.473
PPIL4	0.354
MTRR	-0.2
SLC27A3	1.2515
HTR7	-0.011
MIB2	-0.9165
BHMT	-1.48833333333333
A2ML1	0.2635
MSMB	-0.047125
KIAA1383	0.81625
TRUB2	-1.335
PF4	0.2765
IL1F5	0.760666666666667
LRRC37B2	-0.77275
IPO4	-0.5655
FIGF	-0.37825
QDPR	0.39075
ZNF598	-0.94675
BOP1	-1.84875
MAPK12	-1.75683333333333
POLR1E	-0.57775
CEECAM1	0.545666666666667
INSRR	0.0556666666666667
SIPA1	0.40625
ULK4	0.391833333333333
BTN3A1	-0.3222
FABP5	-0.5878
KBTBD3	1.22466666666667
SORT1	1.25875
YWHAQ	0.1275
LRIT1	-0.146
KIAA1704	-0.3533
MEIS2	-1.8779
ENOSF1	-0.478
PCDH7	0.700928571428572
FZD9	-2.36116666666667
RPLP1	-0.4315
ZNF75A	0.15125
P4HA3	3.639125
NKX6-1	0.071
CTA-216E10.6	0.172166666666667
IFT140	0.1585
DENND1A	-0.982833333333334
ALCAM	1.3268
ABHD2	0.498863636363636
QPRT	-3.325
TRAM1	0.752928571428572
ATP1B4	0.206375
NUP37	-1.58125
SAA3P	0.2255
SLC22A6	0.1665
KIAA0265	-0.103375
ZNF41	1.1455
ADAM19	1.0358
ERAF	-1.032
DEFB119	0.67475
DNMT3B	-4.70816666666667
SNF1LK2	-0.1105
MGC24039	-1.06891666666667
TAS2R48	-0.454
PNLDC1	0.00675
ADAMTS16	0.979625
TMEM92	-0.082
CCT8	-0.621166666666667
POGZ	1.22408333333333
N-PAC	0.22525
GUCA1B	-0.0363333333333333
ZZEF1	0.151333333333333
OR2C3	0.335
ZNF334	-1.763
RANBP6	0.997
LDHB	-3.25608333333333
BAMBI	-2.215625
RAB5B	1.6865
FOXB1	0.2195
MRPS12	-0.73775
MRGPRF	0.334125
CRIPT	-1.8855
CYP2D7P1	-1.0095
RYR1	1.100125
NDUFA2	0.17575
TRIP12	1.22191666666667
KCNE3	2.217
MOBKL2B	-0.3349
MIOX	0.04525
ACOT7	-1.082375
FGF6	-0.086
RASSF5	0.3355
ATAD3B	-1.37266666666667
IKZF3	0.334
H3F3B	0.523714285714286
C6orf91	0.0305
SEC11C	0.20375
TMEM14C	-0.70375
KIAA1632	-0.52925
SLC38A4	0.749
FGFR3	-1.83875
HES7	0.3185
HINT3	-0.33975
ARIH1	-0.032
FLJ35880	-1.965
C1orf129	0.105
POU6F1	-0.434875
RPL32	-0.78575
BBS1	0.887166666666667
RGPD5	0.056
SULT1C2	-1.146
KDELC1	-0.91125
PIP5K3	-0.291833333333333
CHI3L1	1.2534
CSDA	-1.36391666666667
VTCN1	2.63675
WDR62	-1.82775
TMEM170	-1.48125
KIF2A	-1.455
C6orf182	-1.4095
ARL6IP6	-2.0895
ZCCHC9	-0.791
RARB	0.626
ZNF320	0.674428571428571
DHX15	0.146125
PICALM	0.1805
CNOT6	0.843166666666666
HIST1H1A	-0.2325
ZNF702	0.714666666666667
OR1E2	0.3245
HLF	-1.7172
LOC442582	-2.0725
KIAA0494	1.47875
TCF4	1.6656
APOBEC3B	-2.4455
FAM54B	-0.3565
MYH2	-2.48075
FXN	-1.205
C12orf59	0.64
PAEP	0.62025
SPG11	0.3825
VN1R4	-0.09075
KCNJ13	-0.40425
NOC3L	-0.96325
C5orf36	-0.417
CPAMD8	1.67825
MLN	-0.4514
FLJ11184	-0.31075
TIAM1	-0.362333333333333
OR10J3	-0.0975
OR52E2	-0.6385
PBX1	2.8075
UBL7	-0.685666666666667
PXMP2	-0.712
SYTL1	0.513166666666667
FAM126B	0.5925
ZNF711	-1.651875
GGA1	-0.598
VAMP4	1.3505
BCAP29	0.4648
C20orf19	-1.701
ZNF275	0.286875
NEK6	0.00600000000000002
SETD8	-0.568583333333333
HEXIM1	0.13175
SULT1A2	-1.595
KLHL9	1.274
SLC39A12	1.3205
ARHGEF16	0.269166666666667
SCN1A	0.554333333333333
HNRPH1	-0.72025
C9orf103	-0.65475
ECE1	-0.0271666666666667
MED18	-2.894
TEX13B	0.279
SNN	-0.105
C6orf62	0.270111111111111
WNT3A	0.1263
IL22RA2	0.118
MGC21881	0.0465
GABBR1	0.4365
YIPF6	0.17425
PROX1	-1.8955
PPP1R1B	2.7635
LANCL2	0.5897
SCN3A	-1.0425
SSRP1	-0.795
ASXL2	-0.577
RPE65	-0.278
SNAI1	-0.2715
EFNA2	-0.208
CLDN9	-0.00774999999999999
TP53I13	-0.04075
LOC375748	-0.18
C9orf7	0.81325
C14orf178	-1.4625
GC	-0.2075
IER3	0.680666666666667
KCTD10	0.862875
FLJ45717	-0.032
ADC	1.60416666666667
LOC285908	-1.88708333333333
MLL3	-0.040125
KIAA1787	-0.5475
MGC31957	-0.87625
MUC5B	-0.129833333333333
ZNF193	0.0125
CSRP1	1.682375
MOSPD1	-0.2025
C21orf49	0.1875
RAD1	-0.88625
ANKRD34	-0.9915
NFRKB	-0.008
FANCA	-3.558
VTI1A	-0.202
PCBP3	-0.14
BFSP2	-2.303
ZNF354C	0.130625
FRMPD4	-0.4255
IKBKG	-0.125166666666667
LOC441046	0.1815
UNQ9438	0.06
TM4SF20	0.55
MAGEC1	-5.15125
AMMECR1	0.080375
GLDN	0.97875
TTC30B	1.488
SEC13	0.3349
EGF	1.411375
HAGH	0.113875
VSIG1	0.396
NHLH2	0.30625
NCAPD3	-1.269875
MGC16121	-2.44425
HIATL2	-1.27775
BRCC3	0.1705
LCE2D	0.005
TMEM79	2.216
GTF3C5	-1.595
AKR1C4	-0.106833333333333
C3orf59	1.086875
RBM26	-0.209375
DUSP14	1.99983333333333
AP4M1	0.0705
RIMBP2	0.385833333333333
ABCC2	-4.90916666666667
DNAJC16	0.171666666666667
TTC12	1.67966666666667
SNX13	-0.0863333333333333
C6orf168	1.3475
C1orf100	-0.6
CSPP1	-0.59975
LRRC56	0.65525
OR1J2	0.174
THY1	1.1861
KIT	0.1955
TBC1D8	-0.79325
EPHA7	0.06825
SOLH	-0.2755
SVIP	0.73325
ZNF294	-0.5575
HAND2	2.5505
CENTB2	0.586166666666667
MARVELD3	2.228625
CREB3	1.9335
KRTAP1-5	-3.11
OR8K1	0.848
MED25	0.298833333333333
FDX1	-1.14716666666667
FAM19A1	0.846333333333333
IL13RA1	1.8265
ZNF627	0.724333333333333
NHP2L1	-0.35175
EIF2B2	-0.091375
ZNF593	-0.58625
WIPI2	-0.110416666666667
RANBP1	-1.27625
TAS2R7	-0.227
LOC283514	0.3065
CSNK2B	-0.5204
CFHR1	0.226
DKFZP434O047	-0.04
WBP11	-1.199
TEX2	1.8455
GALNT2	0.724833333333333
FLJ33360	0.45
WNT9A	-0.35425
IL29	-0.00175
STK3	0.835555555555556
REPS2	2.444125
FAM78A	-0.57025
MGC3207	-0.2595
FCGR3A	6.53775
H2AFY2	-0.5785
RNF150	-1.31375
CCNK	-0.483375
VEZT	0.9495
FSHR	-0.3635
C1orf66	-0.137166666666667
LCE2B	0.4382
CD200	0.00850000000000001
ORMDL1	-0.40075
OR51S1	0.05
KRT83	1.8955
COL19A1	-0.6345
POL3S	-0.10225
ZNF468	0.9045
BAG3	1.623
C1GALT1	-1.4625
CA5A	-3.993
DKK4	-0.698
SGK2	-1.13975
PIK3C2G	1.97475
USP11	-0.508625
IMPA2	0.22575
PRKDC	-0.693071428571428
MSR1	3.89225
PDCD6IP	1.02383333333333
FAM122A	-0.738
ZNF740	0.122
ATXN2	0.051
SLC17A4	0.0798333333333333
RAXL1	-1.19266666666667
RS1	-0.04575
NET1	1.76016666666667
NPY1R	-3.64866666666667
MVD	-1.466
C11orf61	-0.71875
CHDH	0.5455
GCNT2	0.0385
LGALS12	-2.391
IK	0.337333333333333
C7orf41	0.332277777777778
SURF4	0.0295
C1orf91	0.99
BCS1L	-1.20816666666667
C20orf141	-0.0681666666666667
BCAS2	-0.49125
ACE2	-1.10025
ICT1	0.424
CD79B	0.53975
MRPS9	-0.38775
AADACL1	-0.20075
IRS2	-0.305125
LUZP2	-2.0985
TMEM148	0.195
ZNF514	0.295666666666667
