Hybridization REF	TCGA-BH-A0HQ-01A-11R-A034-07
CD34	4.515
SLCO4A1	-3.5905
AFG3L1	-2.62983333333333
SHD	-0.391
RP13-122B23.3	-1.05566666666667
PRKCSH	-1.4395
DPH5	-0.181
HLA-F	1.979
TBC1D4	-0.60325
RIG	0.557666666666667
GLUD1	-0.2745
HNRPCL1	0.159375
HBXIP	-0.14475
RNF207	-0.665
APIP	-0.10125
PLA2G3	-2.4655
CCDC84	-1.60225
MYLIP	-0.571538461538462
PHIP	0.20675
AARS2	0.101666666666667
DHX32	0.20575
SCAPER	-0.132166666666667
MEN1	-0.4204
NIP7	-1.379
FLJ25404	1.9045
FASTKD3	0.00625000000000001
TMEM158	-2.29291666666667
RARA	1.75525
BDH1	0.5195
ANKRD16	0.944
CARM1	0.222
SS18	-0.0545
IKZF2	0.538727272727273
MYD88	-0.42925
PML	0.29305
TAF1A	-0.40225
CBFB	-0.896
HIST1H3H	-1.582
C7orf29	-0.91975
COMMD4	-0.408166666666667
DPP3	-0.78775
DAB2	-0.62125
LOC388882	0.028
YPEL4	-0.424875
AGBL3	0.62725
LRP6	0.1458
SERPINH1	-0.494416666666667
TLE1	-0.607
CD244	-0.182666666666667
ZDHHC15	-0.5335
MGLL	-1.5593
PLDN	-1.07108333333333
LOC654346	1.6165
FAP	3.72725
GPR37	-0.1295
SCARA5	-0.0135
EBF4	1.50727272727273
LSM6	-0.15075
MLLT1	-0.48025
SLC5A12	-0.98925
A2BP1	-0.542
COPS5	0.419833333333333
TPM4	-0.211285714285714
TNFSF4	0.575333333333333
ACADSB	2.40672222222222
HERPUD1	0.25975
BCL2L11	-0.974888888888889
CEP78	-1.35775
CDCA3	-2.401875
WBSCR19	0.5635
MYO1A	-2.4595
PPEF1	3.34683333333333
LOC440348	-0.735
CPEB2	0.808125
BPTF	-0.161
RPL21	0.6180625
GSX2	-0.0255
ADPRH	0.619833333333333
C17orf68	0.917666666666667
KCNS1	-0.225666666666667
MLLT6	-0.1386
PIWIL4	-0.04625
RNF26	-0.6975
RAP1B	0.722
ADAMTS1	-2.8144
ZNF571	0.9945
P2RY6	-0.1725
TRIM21	1.09233333333333
CADM3	0.09925
NLRC5	-0.2635
ADRA2B	-1.15983333333333
LOC90835	1.248625
PCF11	0.206
LOC400451	2.03225
GLTSCR1	0.2998
C17orf88	-0.974
CDH16	-1.59675
FGF7	1.67875
PCSK4	0.384
NPC1L1	0.107
TAT	0.263125
TBCA	-0.269
MGC33407	-0.0275
GPR115	-1.115125
CYGB	-0.243
FNBP4	-0.991833333333333
C12orf43	-0.42725
CBL	-0.7794
CLECL1	2.901
PPAPDC1A	2.42725
WDR25	-0.185
SGCA	0.7975
C22orf29	0.1925
YIPF1	1.8345
GALK2	-0.7485
RAB3B	-3.44091666666667
LOC440087	0.2395
UCP1	-1.5925
REEP5	2.267125
FADD	-0.7223
FOXA1	3.92275
CACNA1A	0.745666666666667
ABI1	0.2255
GRIN2D	0.31875
SLC1A4	0.485166666666667
LOC401127	-0.61925
HINT2	0.27075
PLD4	0.199
ZNF286A	-0.29425
ENY2	0.099
IL1F6	0.7875
PXDNL	1.4755
C20orf79	0.3295
TNFSF13B	2.8895
DENND3	-0.515
JARID1D	-3.48625
HIST1H2AK	0.502875
LOC93349	-0.2423
SSH1	-1.2793
ENSA	0.14225
LOC219854	0.683
CKAP2	-0.9092
DKFZP564J102	-0.59
MGC87315	0.1065
HNRPAB	-1.66825
AMH	-1.9755
ZNF526	0.947
BRUNOL5	-1.0246
CACNG3	-0.0908333333333333
TRPM1	-2.776
PPP2R1A	0.4725
COL2A1	-1.222
DDN	-0.360666666666667
FLJ25770	0.9559
HK2	-0.667071428571428
ELOVL6	-1.713875
MDK	-1.0995
EPHX1	0.98625
RASSF2	0.611125
DKFZP434B0335	-0.63425
DLX3	-0.07425
PRTN3	-1.13525
AVPR1A	0.996
C21orf125	-2.05725
TNFAIP8	-1.16683333333333
GNB2L1	-0.47225
CALCRL	3.0385
SCGB2A2	9.73133333333333
UBXD7	-0.57175
ZNF674	-1.233
TMEM35	0.88825
BRSK2	-1.399625
HECTD3	-0.4135
TMEM188	-0.601083333333334
LGALS9	1.4525
SCARB2	0.79425
USP34	-0.382
C17orf28	2.08616666666667
ZDHHC23	-0.441
AQP12B	-0.8275
SLC16A3	-3.156375
APLP2	0.363125
ITIH2	-5.5655
MICAL3	-1.106375
TNNI3K	1.769
HDAC2	0.648875
PRR7	-0.521
THBS2	1.073375
LOC751071	-0.370166666666667
CA2	0.330833333333333
RANBP17	-0.02625
RLN3	0.923
CRYZ	-0.158666666666667
GBAS	0.869
TAS1R1	-0.10075
MPZL3	1.191
PCDH8	-0.86825
HSP90B1	-0.59425
KCNK15	1.0465
TNIP2	-0.602833333333333
GPR146	-0.6295
NOL6	-0.703875
SPC25	-2.98222222222222
STEAP2	3.31964285714286
VAMP3	-0.338833333333333
TCIRG1	-0.4315
ZP4	0.0258
PARL	-0.737
TRIM39	0.576
KIAA1305	-0.031
CRNN	0.362333333333333
GRN	-0.07625
HSH2D	-1.601
SCAMP1	0.6745625
KIAA1913	1.64075
PTS	0.38
BANP	-0.255928571428571
PRKACG	-0.22225
ADCY6	0.225
C16orf46	-0.0775000000000001
CYP51A1	-0.16525
DDC	-4.969
ANPEP	1.5695
PROM1	2.7365
SIGLEC10	1.19525
COPG	0.243
FAM26E	1.3965
TRIP4	0.531
SNX3	0.208666666666667
C1orf175	0.465333333333333
PPY2	-0.13
C14orf152	-0.266
FTSJ1	-1.21983333333333
DST	0.4946
LOC554235	0.02025
GLRX5	-0.45225
C20orf12	1.5438
CAB39	0.195833333333333
MSH2	-1.00083333333333
PIP4K2C	0.88425
CYLD	0.72
WTAP	0.996875
MGAT4A	1.81111111111111
TSC22D4	-0.5356
CHRM2	-1.3575
PPYR1	0.2785
CCNH	-0.2865
RRM1	-0.353
ECAT8	-3.1025
LOC400120	0.287
GABRA4	-0.4824
C14orf4	1.51916666666667
C1orf59	-0.3725
CTDSPL	0.883833333333333
NHEDC2	-0.8365
PDE11A	0.059125
KLHL29	-0.62525
CD5	-1.745
TSPAN9	1.9290625
WDR67	-1.15825
THUMPD1	0.9744
C18orf17	0.54675
CLYBL	1.366
FLJ13231	-0.646
CMBL	0.706625
LECT2	-0.128
NKAPL	3.199
LOC654780	1.1775
OR4C6	-0.006
RAB30	0.515166666666667
TSSK4	-0.31
TMEM163	0.589
OSBPL11	0.439333333333333
GNB5	-1.2275
CCL21	2.2605
C1orf121	0.052
FMO2	2.99933333333333
RPTN	-3.632
MSTN	1.453
VCL	0.120571428571429
FYTTD1	-0.1895
C11orf1	0.86675
CCDC88C	0.3271875
HFE	0.189470588235294
MOGAT1	0.567
FAM125B	-0.0801666666666667
IRGQ	0.3705
RAVER2	-0.5915
AKAP5	-1.619
SSSCA1	-0.429
C11orf63	1.337375
ACTG2	2.6192
PORCN	-0.7355
DTL	-1.60754545454545
TMEM151	0.426
FAM122C	-1.10225
RSAD2	1.891
BAT4	-0.496
KRTDAP	-1.31233333333333
MYH8	0.782333333333333
CRTC3	-0.25625
LRRFIP2	0.192
INTS4	-0.373833333333333
TTN	-1.66183333333333
SLC26A5	0.397
PLLP	-1.42175
RGS6	-0.795125
SRGAP3	0.800125
ZNF525	-0.0891666666666667
NBR2	-0.268166666666667
C13orf1	1.1899
ZNF137	0.586
CEP27	-1.92375
BEST2	0.421
RNF121	-0.99475
DMRTC2	0.668
C8orf76	-0.13875
BCCIP	-0.055875
MEST	-0.41875
HTRA2	-0.6435
ANGPTL2	0.48075
ILKAP	-0.614333333333333
ERAS	0.918
HBS1L	-0.471
CPA5	0.2035
TMEM30A	0.8985
CD300LF	2.3024
WISP3	3.4955
CRK	-0.157571428571429
PDS5A	-0.1112
BRPF3	0.920333333333333
NEDD9	-0.41175
SMPDL3B	0.292
PSG6	-0.5475
PSMD13	-0.769
ETV5	-1.887875
OR51A4	-0.429
BTBD7	0.845333333333333
GSTO1	-1.096375
hCG_16001	1.516
MAD2L1BP	-0.127
COX6A2	0.5085
SCNN1A	2.23833333333333
LSM1	0.6335
UGT2B11	-1.59525
IDUA	0.76075
PPP2R3C	-0.816166666666667
COX11	-0.910166666666667
PDZK1	2.41675
ZNF443	0.8515
MGC21874	0.917333333333334
ZNF323	0.8283
KRTAP10-10	0.461
CXCL6	0.151333333333333
SLC34A2	1.919
LOC284402	1.1815
NPTN	0.97775
UPP1	-2.33691666666667
SLC6A9	-1.816
OR7G3	0.90575
CISD1	-0.213
ZNF545	0.422833333333333
SYT14	-2.5895
NT5C3L	-0.605
ZNHIT3	0.533666666666667
SNRPD3	-0.36625
KIAA0701	0.010125
UNC93B1	-0.4485
GMNN	-1.2795
SPCS2	0.415
LOC388524	-0.366
NAPRT1	-0.53675
PNLIPRP1	1.0345
OR6V1	0.868
PRKAB1	-0.582
EYA4	-2.8115
KIF20A	-2.5265
ALG10	0.359
ITPKC	0.954833333333334
LMX1B	1.16283333333333
RPUSD4	-0.7745
C7orf34	-0.665166666666667
DLGAP2	0.568571428571429
PFN1	-0.8226
MICALL2	-0.573
ZNF654	-0.9275
SS18L1	-1.37575
SLC16A8	0.59125
MKI67IP	0.121833333333333
ITGB3	-0.542625
TCEA3	3.05475
CEP152	-2.767875
CLIP1	0.3725
ZNF75	0.2955625
ATP5C1	-0.674666666666667
NUDT5	-0.926333333333333
PSCDBP	-0.23275
UBP1	-0.28975
RBM27	0.948
C13orf15	2.738625
ZNF282	-0.131666666666667
ZNF222	-0.1869
COL10A1	6.98075
PRDM15	-1.19425
TTTY5	-1.821
FAM9C	-0.648454545454546
C20orf67	-0.29775
GNG13	0.6755
F12	0.521
C1orf41	-0.27325
CPXCR1	-1.6685
GSK3A	0.533625
SUPT6H	-0.0353333333333333
PI16	-1.2985
ELL2	-1.303
C9orf167	-2.2525
PVRL3	-2.2171
FLJ38596	1.5965
ADAM20	-0.57825
GPR89A	0.409
GPR87	0.3215
ZNF30	1.9075
SMR3B	1.00025
ZNF770	-0.175
TRPC4AP	-1.25933333333333
DKFZP686E2158	0.717666666666667
C2orf28	0.0496666666666667
FREM1	-0.670166666666667
LAMA4	0.198833333333333
ADPRHL2	-0.55325
EIF4G2	0.367666666666667
GUCA1A	-0.339
CTNNA2	-1.14
NUDT15	-0.806333333333333
CEPT1	-0.184333333333333
ZNFX1	0.015
CCDC92	0.9065
TDRD1	-1.1235
KCNK5	-1.81133333333333
ETNK1	-0.0136666666666667
LTA	-0.408
TTPA	0.4335
B3GALNT2	-0.02975
SC65	-0.989166666666666
PEX5L	-1.5325
EPS15L1	0.17475
MGEA5	0.065875
HIST1H3A	1.6005
ING1	-0.0425
BCAT1	-3.213375
ORC6L	-3.74836363636364
KLK11	0.893
C19orf28	-1.030375
DNER	-4.585375
MED22	-0.992
ETV6	0.92925
CHAC2	-1.78625
CD300E	0.46
CEBPB	0.108166666666667
ZNF398	0.47525
LRCH3	-1.0165
HMGA1	-1.79416666666667
CAPN7	0.258833333333333
MGC5566	-3.634
CCL3	3.659
NANOS1	0.527875
ZFYVE19	-0.29575
APITD1	-0.5775
PARD3	-0.45125
IRAK4	-0.260333333333333
SERPINI2	0.308
CEP170L	-0.72075
TTC9	2.8145
MYOM3	-1.58125
MLPH	1.187125
LOC222699	0.835
NRG1	-0.994
TBC1D9	3.41745454545455
TTK	-2.0105
ZNF557	1.1099
DDX41	-0.473666666666667
FANK1	3.296
UBE2D2	-0.0635
PSMB10	0.638375
MYH7B	0.303
GABARAPL2	0.18975
MARVELD2	2.307
DGCR2	0.551166666666667
UNC45A	-0.419166666666667
C6orf72	0.9745
ZNF683	4.93325
GIT2	-0.142875
CASK	0.6765
C14orf161	3.967
LRRC44	0.49975
TIFA	0.3835
UTP11L	-0.38575
C6orf65	-0.822
FDPS	-0.60925
DUSP9	-2.2278
SLC17A8	0.238
OR51G1	0.767833333333333
NANS	0.18675
OLFML1	2.348
ATP10B	-1.710875
NPAS3	0.3525
PRKCA	-2.2414
GGA2	0.380375
LCE4A	0.207
SPANXN3	-0.9685
CCDC115	0.8175
SDCCAG3	-1.226
GLIPR1L1	0.66125
TTC1	-0.75125
C17orf76	0.36275
MAD2L2	-1.949
HIPK1	-0.2671
LRRC3B	0.519
CLN3	-0.311590909090909
C17orf47	0.923
FMN2	-2.544
TUBB1	-1.137
WAPAL	0.133333333333333
C3orf21	-0.9955
SCN5A	-0.402777777777778
SMYD1	0.84875
BEX5	2.5935
ZNF192	-1.311
SEC22A	0.129
GRIA2	1.40823076923077
KIAA0825	-0.46825
NUSAP1	-2.96936363636364
LANCL1	-0.260875
C15orf40	-0.779
ZNF645	0.121714285714286
GPR61	1.044
NLRP14	-2.266
SNX21	-0.0502
C1QTNF8	0.495
C17orf46	0.34625
IFNA8	0.5335
SPRR1B	-1.861
FLRT1	-0.46775
SNX17	-1.40916666666667
ASB2	-0.7115
HBG1	-6.13
RPRML	-2.943
JOSD2	0.529
PLSCR3	0.48425
SPOCD1	0.1475
RAB39	-0.347
GHRH	0.8075
ITIH5L	0.56675
C17orf37	0.677
SMCR8	0.7635
DPY19L2P3	-0.899666666666667
IL11RA	0.616666666666667
GDF3	-3.916
RPS6KB1	-1.02808333333333
DNAJC19	0.8036
TOP1	-0.474
CRCT1	0.299875
MPST	-0.045875
DPM2	0.027375
FAM38B	-2.029
SLC18A1	-3.24516666666667
FARP1	1.62383333333333
PAX7	0.24475
TUBD1	-1.55325
GNL3	-0.37775
BTG2	2.13966666666667
NDUFS6	-0.37125
C1orf79	-1.52425
ERAL1	-0.30325
ECHS1	0.382
VPS4A	-0.7625
CYP11A1	-1.20975
ABCC6	-1.36064285714286
PBX4	-1.856
MOSC1	-0.52375
NCF4	-0.553
HYMAI	1.167
NAGPA	-0.3985
OTOP2	0.535
ACOT12	-0.45475
MTHFD2L	-0.539375
LOC441376	3.187
C19orf34	0.9695
RAB1B	-0.854
ALDOAP2	-0.1315
NTRK1	-1.65616666666667
ARTS-1	0.0337
SLC6A11	-1.372
NAP1L2	1.5475
CNGB1	-0.296166666666667
EPB41L4B	0.668181818181818
FAM134B	2.698875
HS3ST3A1	-0.5975
CPXM2	4.6865
SIRPB2	0.871
CHORDC1	-0.758166666666667
TRIB3	-1.18616666666667
SLC2A5	0.88275
C2orf49	-0.547333333333333
DDX5	-0.74675
OR5L1	-2.3355
ANAPC4	-0.1065
ZSWIM1	1.148125
LOC93622	-0.247
KCNK3	-0.4933
RP11-35N6.1	-2.16175
ZFP161	0.410833333333333
AQP9	3.45675
SLC15A2	0.652
MREG	0.611666666666667
OR9I1	1.106
PDLIM2	0.850375
ADAM7	0.8345
GSTCD	0.3405
WDR21A	0.4995
SLC12A8	1.339
TMEM174	0.0195
IGSF3	1.41116666666667
LRRN1	2.77825
LOC402117	0.43675
SRPK1	-0.501833333333333
LY6K	-2.1851875
NFIA	2.873
PTCD3	-0.365375
LEP	0.632166666666667
PCDH21	-0.6115
MAPKAPK2	0.388571428571429
NMNAT1	-0.886
LHFPL2	-0.06125
C9orf43	0.315
DIP2A	-1.18783333333333
ACTR8	0.24325
CCDC34	-0.79975
PTPN22	-1.323
ITGA3	-0.519375
FAM129C	0.310333333333333
RABGGTA	-1.07366666666667
UNC45B	0.69725
KIAA1033	-0.502
ZNF510	-0.432333333333333
CYP2D6	-0.8835
SLC26A10	-1.9805
STX8	0.8635
LUZP1	-0.3225
WDR89	0.272333333333333
EIF4G3	-0.5297
C5AR1	0.183
ZNF623	0.1505
A2M	0.70525
TGM7	-0.9275
GRPEL1	-0.759833333333333
LMNB2	-1.9116
ROCK2	-0.218166666666667
SNX16	0.58225
CCDC66	-0.143
ANXA3	0.23875
KIAA1609	0.1215
EED	-0.69875
RNF32	1.07483333333333
HES1	0.8485
CLC	1.15925
ISL1	1.36583333333333
KIAA0528	-0.026625
MANEA	0.651625
C1orf61	-2.3655
hCG_2001000	1.6775
RAPGEF6	-0.1001
KIAA0020	-0.152166666666667
NEIL1	1.11575
C16orf45	-0.931375
RBM10	-0.384
C10orf125	-0.963625
MRS2L	0.29775
DNAH17	-0.963
C19orf10	-0.416
C1orf160	0.25675
SLFN12	1.20525
EXOC3	-0.838166666666667
HIST3H3	0.4675
NCOR2	0.021
TNFRSF9	-0.3755
MFSD8	0.285
ALX1	-3.77566666666667
NOL1	-1.61475
PODN	4.14266666666667
TIAL1	-0.957
HIST1H1E	-0.62
NPY6R	0.4575
TM4SF4	0.603
CORO2A	0.3285
ETNK2	0.0973333333333333
APOE	0.4527
ANGPT4	0.626
HDGF2	-1.00275
G30	null
ST8SIA4	-1.05675
F2RL1	-0.833875
FAM19A4	-2.3135
CCAR1	-0.37075
B3GNT7	0.06225
OPHN1	0.072
DSCR6	0.439
C21orf13	1.6965
GAS2L1	-0.221916666666667
RFX3	0.786666666666667
COPS4	0.235875
BCHE	-4.41683333333333
BCL2	2.2765
HBZ	-3.70716666666667
ARL13B	0.02075
MAPBPIP	1.78675
MYO15B	-0.594125
SPZ1	-0.895
KIAA1324	3.671
PLCL2	-0.609625
C4orf29	-0.25925
WDFY2	-0.2205
ZNF284	-0.6015
NAALADL1	0.2445
DUSP5	-0.8945
PXDN	0.737875
SLMO1	-1.34775
TNXB	0.2986
BIRC7	-0.91725
A4GALT	-0.0741666666666667
TIMM22	0.07125
FAM110C	0.827
TOMM34	-1.338875
ABHD9	0.2325
ADAM32	3.302
CRHBP	-0.034
AQP2	0.256
LOC130355	1.115
ZNF187	0.519666666666667
ZNF816A	0.959
F7	0.26
CNOT1	-0.7668
SLC13A4	-1.54725
ZBTB11	-0.4875
B3GALT5	-0.4745
EXOC2	1.66016666666667
IRS1	0.8005
TMEM1	-0.411333333333333
MRPL34	-0.301666666666667
SAMM50	-0.96
CDC42EP3	-0.466625
HSF2	-0.5542
MFN2	0.2065
TSPAN7	-2.16516666666667
NUCB1	0.985666666666667
RHOH	-1.53575
ARL16	-0.5335
TACR1	-0.0676666666666667
SFRS5	-0.870833333333333
SNX25	0.14975
RHBDF1	1.04733333333333
PCDH18	2.40133333333333
HMG1L1	-0.46975
MYO5C	1.753375
MAPK10	0.7675
LDHAL6A	-0.180666666666667
NUDT12	1.6595
NCAM1	-0.872
GLIS2	0.009
GGTL4	0.4795
DAPP1	0.125
ATF7	0.22575
KIAA0748	-1.25775
NFIL3	-0.49025
TM6SF1	0.2733
SEZ6	-0.388875
NANOS3	0.912333333333333
DNAJA3	-0.3625
CLDN6	-2.92
CIITA	2.732
EPHA4	-1.32991666666667
FANCC	-0.28875
CMTM3	0.165875
PSG3	-0.539571428571429
MRPL15	0.114
C21orf59	0.57
PLCXD2	-0.309
C2orf34	-0.341
UBE2L6	1.206125
MED14	0.0718
HP1BP3	-0.7592
C6orf208	-1.863
TPBG	1.28275
OSR2	-0.48775
XPC	-1.157
KLHL7	-0.844916666666667
CCR3	-0.2606
AGTPBP1	-0.771333333333333
PCSK6	-0.0248
STAT5A	-1.0549
FAM18B	0.71425
LONRF2	1.09083333333333
PTPN2	-0.417375
SF3A3	-1.312
EFCBP2	-0.14
HCFC1	-1.20066666666667
AHNAK	-0.0467
ACTR5	-0.51575
KIF14	-2.70571428571429
TENC1	1.4445
HEATR5B	1.571
YIPF2	0.6165
MYEOV2	1.51433333333333
DUSP18	1.00225
KIAA1012	0.30875
AHR	0.448
C17orf53	-1.8545
PTPRH	-3.71575
ATP6V1C1	0.338
TAS2R3	0.14
LOC440356	-0.08325
COQ10B	0.111
PSMF1	0.399916666666667
SORBS2	2.96708333333333
NFE2L2	-0.353
TMCO7	-0.54625
SH3PXD2A	0.6285
SH2D2A	-1.9805
SPINK5	-2.168
MRPS24	-0.52375
OPA3	0.562625
TRAF7	-0.341
C4orf35	0.837
MT1G	-0.8345
MGC39545	1.12
HS1BP3	0.2335
OR2B2	0.8745
CHRM4	0.1805
SFRP2	3.30291666666667
RIC3	-0.3615
ART1	-0.35
C6orf1	0.93575
DUS4L	-0.22325
C10orf104	0.05525
TNFAIP6	3.333
RTEL1	-0.6915
CCT4	-0.4221
ZNF709	0.13275
CHMP6	0.300833333333333
UPP2	0.2615
CYP19A1	-2.58575
CD151	-0.527333333333333
NDUFA13	0.23
ARFRP1	-1.22016666666667
FAM26B	1.4655
CRYBA1	-0.827
MRPL41	-0.125833333333333
NPFFR2	-1.717375
HRH2	0.2255
SCAMP3	0.5385
MTMR6	0.9839
MTG1	-1.27516666666667
UBTD1	1.05975
CRABP1	-2.994
FLJ33790	0.7765
KIAA1908	0.473666666666667
GPR158	-1.2345
PACSIN3	-1.036
OMD	4.76433333333333
CATSPER1	0.182833333333333
HOXB8	-1.5115
FBXO46	1.594
OAS1	-0.241833333333333
SVIL	0.455
PHB2	-1.40475
ADCY3	-1.177
NDRG2	0.910833333333333
ERMAP	0.5648
APBA2	-2.44683333333333
IGSF9	2.737
WNT6	-0.543642857142857
MYCBPAP	0.63075
ATP2B2	0.255444444444444
CPVL	-1.1668
TRAM2	-0.875083333333333
NOP5/NOP58	-0.386
ZNRF4	0.6185
TLK1	0.177875
MTMR12	0.334571428571429
ZNF384	-0.681833333333333
FAM9B	-2.5105
RPN1	0.0441
PMVK	0.76275
EIF3D	0.1583
SIX2	1.46075
HPS1	0.849642857142857
RNF7	0.4225
PSKH2	0.1635
KCTD13	-0.532333333333333
CSMD3	-0.7572
FBF1	-0.071
IL8	-4.82325
SERPINB13	0.363888888888889
FBXL20	0.229
BLR1	-0.12975
SH2B1	-0.647666666666667
RFNG	-0.743625
RAB20	1.39383333333333
RBM7	-0.1225
POLR1A	-1.25966666666667
TMPRSS4	-2.42975
TAF9	-0.292375
TERF2	-0.613
TNFRSF1A	0.0508333333333333
ACADVL	-0.609333333333333
GTF2H5	1.18475
EDG8	0.0436666666666667
C9orf140	-1.5435
UST6	0.83725
ZBTB8OS	0.24925
ZNF710	0.8985
GPR174	null
ATP6V0A2	-0.40625
KIAA0319L	0.0421666666666667
XKRX	-1.736
DOPEY2	2.0624
SDHD	-0.2835
SUMF1	1.96525
OSM	1.9655
OPN3	-1.077
DAGLB	-0.406333333333333
PPFIBP1	0.2406
TRIM63	-0.749
C10orf53	-1.4905
LYPD3	0.491833333333333
BCL7A	-0.399625
AGER	-1.69766666666667
TCF19	-1.536625
SAT2	0.63525
PFTK1	0.922
GABRE	-3.34725
C15orf38	1.7353
FIS1	0.298
KCNV2	-0.53425
CLPS	1.2355
PPCDC	-0.83925
FOXN2	-0.304666666666667
NT5E	-3.5241
CD83	0.67925
IL18	-0.352125
VPS16	-0.063
IGFBP2	-0.890166666666667
NOTCH2	0.88575
SIGLEC1	1.537
CD93	5.0955
SULF2	0.051
CEP164	-0.2515
P53AIP1	0.19075
TOR2A	0.0586666666666667
ZNF136	0.62325
MGP	4.5042
CCDC144A	0.14525
TRPC1	-0.274
SMS	-0.814
MAPK7	-0.0888333333333333
RRAGC	0.83825
PARD6A	0.00383333333333333
NUB1	0.222333333333333
SYNGR4	0.60925
OR11H12	1.9035
WIF1	2.84757142857143
GCH1	-0.6735
OR11H4	0.137
SLC44A5	0.9705
GPRIN2	1.034
LOC401431	1.54825
CPA4	-1.7657
MELK	-2.642
IL15RA	0.0985
CUL3	1.108875
HMBOX1	1.10675
PODXL	-2.23625
CCT6B	1.76616666666667
COMTD1	-0.31075
MUC20	0.307
GPX2	-2.115375
ITK	-1.775875
FBXL5	1.72975
C13orf27	-0.87575
DEFA5	0.876
TRHDE	-3.793
MTP18	-1.09033333333333
UQCRQ	1.8184
ITGB2	1.10408333333333
CSRP2BP	0.9685
TAS2R44	0.251
PHPT1	0.021
FAM44C	-0.14025
ERH	0.53375
MPHOSPH1	-2.05733333333333
MORC1	-0.155
PARVB	-1.6465
LAMA1	-1.877
PGBD3	0.5805
GIMAP6	3.7005
AREG	-1.10866666666667
LIPT1	0.471
MGC99813	-0.83525
C1orf201	0.377
GRIN2A	-1.3316
MAN2C1	-1.272625
NSUN5	-1.21025
SF3B5	0.50575
MYC	-2.112
NRXN1	-0.527666666666667
ZNF18	1.1005
SPDYA	-0.721125
SLC37A1	1.5625
DECR2	0.74575
ANKRD38	2.179125
SPTLC3	-0.461083333333333
SUPT16H	-0.862625
DTWD2	1.543
ULBP1	0.22
ZADH1	0.369833333333333
OIP5	-2.93875
IL10RB	-0.403
OTUB2	-0.483
VWA3A	-0.7882
SPIC	-0.0202
OR6C4	-0.1925
PSCD4	-0.304833333333333
DPY19L2P2	-1.9525
TRAPPC6A	0.715833333333333
C21orf2	-0.451666666666667
CEMP1	0.295
LIN7B	0.5185
E2F7	-2.03166666666667
VCP	-0.760375
LAMA3	1.35775
BGN	2.198
GPR160	1.94016666666667
COCH	-5.47016666666667
GPR81	2.59983333333333
APOBEC3F	-2.1195
tcag7.1017	-0.635
C1orf32	0.3765
SCGB1D2	7.28625
FLJ43987	-4.232
C6orf170	-0.31
KLK9	0.7215
GPD1L	1.05675
VPS37B	0.03225
ATG3	-0.430166666666667
ADAMTS17	0.2475
KLHDC2	-0.0965
NDUFV2	-0.15125
BLK	-3.7255
MATN4	-1.439
GPM6A	-0.760833333333333
GBP4	2.09166666666667
TMEM162	0.2788
PKP2	-0.8265
HRASLS	1.143
MMP1	-4.04325
SFXN3	-0.622
FSD1	-1.944
ST6GALNAC3	-1.91316666666667
CA12	3.4305
NCOA6	0.82525
C19orf58	-0.4994
PPP4R1	-0.907833333333333
MAN1A2	0.747333333333333
IKBKAP	-0.47375
UPF1	0.0886666666666667
KIAA1219	0.69925
WNT16	-0.34975
SNW1	-0.066875
IL18RAP	2.37325
RPP30	-0.203625
CDC40	0.269714285714286
SETD3	-0.436166666666667
SLAMF6	0.2435
ELK4	-0.757
TRIM47	0.1435
ACOX3	2.238625
TRIM6	0.055875
KIAA0372	-0.3055
TP53AP1	2.005125
SMURF2	-0.95925
ADAD1	-0.452
EBP	-1.0266
KRTAP13-2	-0.7505
FLJ36874	-1.047
TOR1A	-0.429666666666667
P2RY4	0.584
GPBP1	0.5565
TRPV1	0.634
ADAMTS12	0.8114
PES1	-1.2904
ATG4A	0.705666666666667
MAGEA10	-4.22
WFS1	1.31125
CC2D1B	-0.983833333333333
PABPN1	-0.635
SLC25A30	0.839
SLCO1C1	-0.8578
SLC22A5	2.0335
KIF23	-2.804
SYN2	-0.267833333333333
ASPN	9.83416666666667
CENTG2	-0.0335
QSOX2	-2.262
FLJ10815	-0.493666666666667
STK24	0.00599999999999998
SPEG	-0.6846
STK10	-0.276666666666667
DACT2	-0.1335
AAAS	-1.10725
SSX3	-2.94371428571429
ABCD3	0.7567
C4orf12	0.06225
PARVG	0.261333333333333
FIG4	0.1695
C9orf46	2.69625
TMCO6	-0.8145
IGHMBP2	-1.631
DUS2L	-1.42033333333333
FAM3C	0.20375
TMEM16D	-2.770125
DCTN4	0.7875
KCNH3	-1.14625
EIF2AK2	0.18775
AP1S3	-0.29825
CST4	0.336
PAM	0.223875
NUTF2	-1.0185
CITED2	1.5772
SLC39A4	0.34825
C2orf52	-0.83
GRM3	0.04575
C12orf49	0.35
CCDC49	-0.557
GRAMD1B	-1.6635
FNDC4	0.451
SIAH2	-0.043375
GDPD4	-1.09233333333333
C21orf87	0.65925
ATP5A1	-0.4225
C16orf63	-0.1345
LOC388135	0.368166666666667
ATP5J2	-0.21375
MMP3	0.48675
EMID2	-0.442333333333333
CRHR1	0.391
WDR70	-0.17775
C13orf31	1.8245
ZFAND1	-0.26675
CCL18	5.1395
C3orf49	0.341
RINT1	-0.8935
KIAA0408	-3.00983333333333
F13A1	5.5418
SLC10A1	0.135333333333333
OGN	3.78075
GIPC2	-1.15316666666667
XPO6	-0.297166666666667
LCE1A	0.6995
FMR1	0.1978
LOC374920	0.6695
DUSP3	0.31625
ANKMY1	0.617
C7orf50	-0.54475
