Hybridization REF	TCGA-A2-A0YE-01A-11R-A109-07
LOC388524	-0.173
NAPRT1	1.503875
PNLIPRP1	-0.25575
OR6V1	0.6585
PRKAB1	-0.749
EYA4	-2.89716666666667
KIF20A	-0.30425
ALG10	0.71625
ITPKC	0.733
LMX1B	0.570833333333333
RPUSD4	-0.963
C7orf34	0.191666666666667
DLGAP2	-0.013375
PFN1	-0.5616
MICALL2	0.294333333333333
ZNF654	-0.373
SS18L1	-0.848
SLC16A8	0.2315
MKI67IP	-0.01
ITGB3	-1.2105
TCEA3	2.44391666666667
CEP152	-1.8265625
CLIP1	0.13275
ZNF75	0.09825
ATP5C1	0.042
NUDT5	0.0903333333333333
PSCDBP	0.186
UBP1	-0.6315
RBM27	0.05325
C13orf15	2.35825
ZNF282	-0.285666666666667
ZNF222	-0.2584
COL10A1	6.027
PRDM15	-0.80625
TTTY5	0.6755
FAM9C	-0.1215
C20orf67	0.3935
GNG13	1.073
F12	-1.77275
C1orf41	0.0175
CPXCR1	0.471
GSK3A	0.54675
SUPT6H	0.467833333333333
PI16	-0.895666666666667
ELL2	-1.56458333333333
C9orf167	-2.68033333333333
PVRL3	0.00670000000000001
FLJ38596	1.757
ADAM20	0.0645
GPR89A	0.1825
GPR87	-0.5955
ZNF30	-0.39875
SMR3B	0.0915
ZNF770	-0.068
TRPC4AP	-0.0301666666666667
DKFZP686E2158	0.0836666666666667
C2orf28	0.7165
FREM1	-0.854833333333333
LAMA4	-0.0528333333333333
ADPRHL2	-0.641
EIF4G2	1.23083333333333
GUCA1A	-0.8295
CTNNA2	-1.692875
NUDT15	-0.8055
CEPT1	-0.6315
ZNFX1	0.1844
CCDC92	0.703
TDRD1	-1.063
KCNK5	2.0775
ETNK1	0.05175
LTA	0.521
TTPA	0.111333333333333
B3GALNT2	0.367
SC65	1.308
PEX5L	-1.486375
EPS15L1	0.4355
MGEA5	-1.47
HIST1H3A	0.90425
ING1	-0.20475
BCAT1	-3.1855
ORC6L	-1.75718181818182
KLK11	0.502166666666667
C19orf28	-2.202625
DNER	-4.156875
MED22	-1.61571428571429
ETV6	2.83116666666667
CHAC2	-0.3915
CD300E	0.4435
CEBPB	1.78425
ZNF398	-0.6165
LRCH3	0.657
HMGA1	-0.2175
CAPN7	-0.255
MGC5566	-3.44375
CCL3	2.124375
NANOS1	0.774625
ZFYVE19	-0.19925
APITD1	-1.19366666666667
PARD3	0.978375
IRAK4	-0.2875
SERPINI2	-0.1395
CEP170L	0.0715
TTC9	2.0045
MYOM3	-1.742
MLPH	-3.60675
LOC222699	0.2865
NRG1	-1.23941666666667
TBC1D9	-0.842272727272727
TTK	0.125666666666667
ZNF557	-0.1336
DDX41	-0.554833333333333
FANK1	-0.2955
UBE2D2	-0.0515
PSMB10	0.091625
MYH7B	0.0805
GABARAPL2	-0.146875
MARVELD2	1.332
DGCR2	0.652166666666667
UNC45A	0.406666666666667
C6orf72	1.349
ZNF683	3.35175
GIT2	-0.6125
CASK	2.171
C14orf161	5.68283333333333
LRRC44	-1.16525
TIFA	0.688625
UTP11L	-0.993625
C6orf65	-1.3115
FDPS	-0.4335
DUSP9	-0.553
SLC17A8	-0.0221666666666667
OR51G1	0.141666666666667
NANS	-1.132
OLFML1	1.226
ATP10B	-0.0355
NPAS3	-0.23075
PRKCA	-0.779
GGA2	0.1115625
LCE4A	0.323
SPANXN3	0.16275
CCDC115	1.25475
SDCCAG3	-1.5405
GLIPR1L1	0.46975
TTC1	-0.80725
C17orf76	0.64775
MAD2L2	0.306
HIPK1	-0.3256
LRRC3B	-0.174333333333333
CLN3	-0.529181818181818
C17orf47	0.069
FMN2	-2.196875
TUBB1	-0.417625
WAPAL	-0.625333333333333
C3orf21	1.48675
SCN5A	1.0532
SMYD1	0.3865
BEX5	3.56625
ZNF192	0.325
SEC22A	0.600166666666667
GRIA2	-0.0282857142857143
KIAA0825	-1.88875
NUSAP1	-1.37490909090909
LANCL1	1.261375
C15orf40	0.1212
ZNF645	0.263
GPR61	0.11325
NLRP14	-0.0425
SNX21	0.3687
C1QTNF8	0.5575
C17orf46	0.3425
IFNA8	-0.282
SPRR1B	-1.24316666666667
FLRT1	-0.1245
SNX17	-0.0876666666666667
ASB2	-0.5165
HBG1	-5.43
RPRML	-0.72325
JOSD2	0.352833333333333
PLSCR3	1.09675
SPOCD1	-0.09
RAB39	-0.0515
GHRH	-0.176666666666667
ITIH5L	-0.1445
C17orf37	0.46775
SMCR8	0.66525
DPY19L2P3	-0.303333333333333
IL11RA	1.49866666666667
GDF3	-3.80133333333333
RPS6KB1	-1.41608333333333
DNAJC19	0.6305
TOP1	-0.3355
CRCT1	-0.166625
MPST	0.0785
DPM2	-0.646875
FAM38B	-3.2075
SLC18A1	-1.677
FARP1	0.371666666666667
PAX7	-0.172
TUBD1	-0.74575
GNL3	-0.61775
BTG2	-0.000199999999999996
NDUFS6	1.579
C1orf79	-1.559
ERAL1	0.69925
ECHS1	-0.55775
VPS4A	-0.331333333333333
CYP11A1	-0.950625
ABCC6	-2.35357142857143
PBX4	-0.668
MOSC1	-1.207
NCF4	-0.22
HYMAI	0.142
NAGPA	-0.42825
OTOP2	0.07575
ACOT12	0.02575
MTHFD2L	-1.210125
LOC441376	3.51975
C19orf34	-0.2965
RAB1B	0.2725
ALDOAP2	-0.568
NTRK1	-2.34416666666667
ARTS-1	-1.2034
SLC6A11	-0.8315
NAP1L2	1.42225
CNGB1	0.256
EPB41L4B	0.219166666666667
FAM134B	1.395875
HS3ST3A1	-1.83516666666667
CPXM2	3.65625
SIRPB2	-0.0255
CHORDC1	-1.37266666666667
TRIB3	-3.79916666666667
SLC2A5	0.92725
C2orf49	0.228666666666667
DDX5	-0.496
OR5L1	1.333
ANAPC4	-0.4515
ZSWIM1	0.707375
LOC93622	-0.25375
KCNK3	-0.00899999999999999
RP11-35N6.1	-1.806125
ZFP161	-0.286166666666667
AQP9	4.7855
SLC15A2	1.99733333333333
MREG	-0.61
OR9I1	-0.158
PDLIM2	-0.17675
ADAM7	-0.3055
GSTCD	-0.813833333333334
WDR21A	0.212
SLC12A8	1.47816666666667
TMEM174	0.3115
IGSF3	1.40608333333333
LRRN1	2.89425
LOC402117	0.092
SRPK1	-0.100666666666667
LY6K	-1.51225
NFIA	-1.057
PTCD3	-0.189625
LEP	1.31983333333333
PCDH21	-0.659
MAPKAPK2	0.749285714285714
NMNAT1	-0.749166666666667
LHFPL2	0.825125
C9orf43	-0.59725
DIP2A	0.0545
ACTR8	0.2345
CCDC34	0.34225
PTPN22	-1.019875
ITGA3	-1.8425
FAM129C	-0.39175
RABGGTA	-0.198333333333333
UNC45B	-0.00249999999999999
KIAA1033	-0.14975
ZNF510	-0.882666666666667
CYP2D6	-0.954166666666667
SLC26A10	-0.6925
STX8	0.397
LUZP1	0.65275
WDR89	-0.598
EIF4G3	-0.7486
C5AR1	1.11225
ZNF623	0.2565
A2M	-0.6315
TGM7	0.649
GRPEL1	-0.794
LMNB2	-1.7546
ROCK2	0.487166666666667
SNX16	0.533125
CCDC66	-0.62425
ANXA3	1.3165
KIAA1609	0.633625
EED	-1.01125
RNF32	0.504
HES1	0.9378
CLC	0.143833333333333
ISL1	-0.580833333333333
KIAA0528	-0.574
MANEA	1.74075
C1orf61	-1.7955
hCG_2001000	0.82275
RAPGEF6	-0.5649
KIAA0020	-0.750833333333333
NEIL1	-0.011
C16orf45	-2.50625
RBM10	0.104
C10orf125	-1.458
MRS2L	0.75675
DNAH17	-1.562125
C19orf10	-0.5395
C1orf160	-0.21325
SLFN12	2.20125
EXOC3	0.342
HIST3H3	0.8665
NCOR2	0.2375
TNFRSF9	0.1495
MFSD8	0.53025
ALX1	-3.67783333333333
NOL1	-0.32175
PODN	2.2625
TIAL1	-1.3585
HIST1H1E	-0.58975
NPY6R	0.38925
TM4SF4	-0.33
CORO2A	-0.3425
ETNK2	0.0138333333333333
APOE	0.717
ANGPT4	0.125
HDGF2	0.31075
G30	0.565
ST8SIA4	0.135375
F2RL1	0.54125
FAM19A4	-1.532
CCAR1	-0.77125
B3GNT7	0.72825
OPHN1	0.4657
DSCR6	1.7555
C21orf13	0.399666666666667
GAS2L1	-0.415583333333333
RFX3	-0.499833333333333
COPS4	-0.248375
BCHE	-3.2815
BCL2	-0.50825
HBZ	-3.14866666666667
ARL13B	0.426625
MAPBPIP	0.152
MYO15B	-0.479875
SPZ1	0.0905
KIAA1324	0.658
PLCL2	-1.2295
C4orf29	-1.18625
WDFY2	-0.371125
ZNF284	-0.419
NAALADL1	-0.303
DUSP5	-1.87933333333333
PXDN	2.186
SLMO1	-0.43175
TNXB	0.5693
BIRC7	-0.72525
A4GALT	-0.607333333333334
TIMM22	0.29275
FAM110C	1.39375
TOMM34	0.6285
ABHD9	-0.075
ADAM32	1.204
CRHBP	-1.1155
AQP2	0.6255
LOC130355	1.62175
ZNF187	0.357666666666667
ZNF816A	0.4495
F7	-0.0755
CNOT1	0.0345
SLC13A4	-1.19275
ZBTB11	-0.426
B3GALT5	0.53675
EXOC2	-0.0338333333333333
IRS1	-0.3953
TMEM1	-0.0491666666666667
MRPL34	-0.669833333333333
SAMM50	0.09875
CDC42EP3	-0.5955
HSF2	-0.1818
MFN2	-0.10775
TSPAN7	-3.225
NUCB1	1.04183333333333
RHOH	-3.38175
ARL16	-0.3115
TACR1	0.31875
SFRS5	-2.0955
SNX25	-0.5995
RHBDF1	1.10766666666667
PCDH18	1.56966666666667
HMG1L1	-0.1585
MYO5C	-1.53125
MAPK10	-0.067
LDHAL6A	-0.109333333333333
NUDT12	-0.293333333333333
NCAM1	-0.445375
GLIS2	0.779
GGTL4	1.23475
DAPP1	1.79825
ATF7	0.579125
KIAA0748	-1.6215
NFIL3	-0.092
TM6SF1	-0.2442
SEZ6	0.25775
NANOS3	1.53683333333333
DNAJA3	0.155666666666667
CLDN6	3.165
CIITA	1.8771
EPHA4	0.67825
FANCC	-0.306
CMTM3	0.876
PSG3	-0.25525
MRPL15	-0.1505
C21orf59	0.01525
PLCXD2	-0.12425
C2orf34	-0.060875
UBE2L6	1.2365
MED14	0.577333333333333
HP1BP3	-0.0768
C6orf208	-0.339
TPBG	0.6465
OSR2	-1.606625
XPC	-1.58416666666667
KLHL7	2.05633333333333
CCR3	0.376166666666667
AGTPBP1	-2.046
PCSK6	0.2306
STAT5A	-1.7823
FAM18B	0.9355
LONRF2	-2.289
PTPN2	0.0135
SF3A3	-0.7845
EFCBP2	-0.06125
HCFC1	-0.846666666666667
AHNAK	-0.8349
ACTR5	-0.1975
KIF14	-0.802571428571429
TENC1	0.10875
HEATR5B	0.803
YIPF2	1.90983333333333
MYEOV2	0.800166666666667
DUSP18	1.1035
KIAA1012	-0.4845
AHR	-0.385333333333333
C17orf53	-0.717
PTPRH	-4.167
ATP6V1C1	-0.3319
TAS2R3	-0.2
LOC440356	-0.75025
COQ10B	0.61775
PSMF1	-0.35475
SORBS2	2.17325
NFE2L2	0.3815
TMCO7	-0.59325
SH3PXD2A	-0.3239
SH2D2A	-0.188
SPINK5	-2.07025
MRPS24	-0.19875
OPA3	0.39125
TRAF7	0.551166666666667
C4orf35	0.151833333333333
MT1G	0.13425
MGC39545	0.43
HS1BP3	0.1599
OR2B2	0.3515
CHRM4	-0.102
SFRP2	4.34858333333333
RIC3	-0.56225
ART1	-0.276
C6orf1	0.711125
DUS4L	-0.7915
C10orf104	-0.60175
TNFAIP6	2.03575
RTEL1	-1.4525
CCT4	-0.1872
ZNF709	-0.36575
CHMP6	0.111666666666667
UPP2	0.46075
CYP19A1	-2.267625
CD151	1.0505
NDUFA13	0.359666666666667
ARFRP1	-0.9625
FAM26B	0.6435
CRYBA1	-1.5955
MRPL41	-1.19016666666667
NPFFR2	-1.303625
HRH2	0.3475
SCAMP3	0.341666666666667
MTMR6	0.393
MTG1	-1.258
UBTD1	0.894
CRABP1	0.133
FLJ33790	-0.4294
KIAA1908	-0.497333333333333
GPR158	1.9045
PACSIN3	0.680833333333333
OMD	1.6545
CATSPER1	-0.7565
HOXB8	-0.427625
FBXO46	0.184
OAS1	1.86166666666667
SVIL	0.229
PHB2	0.1415
ADCY3	0.415
NDRG2	1.90833333333333
ERMAP	0.6079
APBA2	-1.442
IGSF9	2.31925
WNT6	0.0709285714285714
MYCBPAP	0.56275
ATP2B2	-0.232
CPVL	-1.346
TRAM2	-0.500916666666667
NOP5/NOP58	0.28225
ZNRF4	-0.013
TLK1	0.63175
MTMR12	1.42857142857143
ZNF384	0.504
FAM9B	-2.677
RPN1	-0.2686
PMVK	0.547
EIF3D	-0.5601
SIX2	1.3245
HPS1	-0.0526428571428571
RNF7	-0.44825
PSKH2	0.5175
KCTD13	0.609666666666667
CSMD3	-1.0051
FBF1	-0.5445
IL8	-3.759625
SERPINB13	0.432916666666667
FBXL20	0.8945
BLR1	0.44625
SH2B1	0.303166666666667
RFNG	-0.35425
RAB20	0.245666666666667
RBM7	-0.0105
POLR1A	-0.554666666666667
TMPRSS4	0.0155
TAF9	-1.1155
TERF2	-0.2505
TNFRSF1A	1.10883333333333
ACADVL	-0.374
GTF2H5	1.1585
EDG8	-1.45633333333333
C9orf140	-0.849375
UST6	0.00174999999999997
ZBTB8OS	-0.31675
ZNF710	1.687
GPR174	-1.736
ATP6V0A2	0.33075
KIAA0319L	-0.448333333333333
XKRX	1.3565
DOPEY2	1.6076
SDHD	-0.367
SUMF1	1.33525
OSM	2.11825
OPN3	0.68275
DAGLB	-0.00833333333333333
PPFIBP1	-1.2354
TRIM63	-4.33275
C10orf53	0.111
LYPD3	0.592833333333333
BCL7A	-0.10525
AGER	-0.968
TCF19	-0.6
SAT2	0.1115
PFTK1	0.855166666666667
GABRE	-0.014375
C15orf38	1.8008
FIS1	0.1985
KCNV2	0.062
CLPS	-0.01575
PPCDC	-1.24575
FOXN2	0.239666666666667
NT5E	-1.6339
CD83	1.01025
IL18	-0.0135
VPS16	-0.15225
IGFBP2	0.1075
NOTCH2	0.63625
SIGLEC1	2.41525
CD93	4.668
SULF2	0.703
CEP164	-0.844875
P53AIP1	-0.377
TOR2A	-0.249166666666667
ZNF136	0.15475
MGP	3.3598
CCDC144A	1.389
TRPC1	-0.051
SMS	-0.8015
MAPK7	-0.066
RRAGC	0.2045
PARD6A	-0.1005
NUB1	-0.136333333333333
SYNGR4	1.0935
OR11H12	-0.172
WIF1	0.1595
GCH1	-0.66475
OR11H4	0.1285
SLC44A5	1.727
GPRIN2	2.58516666666667
LOC401431	1.63275
CPA4	-0.646
MELK	-0.562666666666667
IL15RA	-0.2095
CUL3	0.200625
HMBOX1	1.1395
PODXL	-0.7255
CCT6B	1.27483333333333
COMTD1	-0.85025
MUC20	2.90733333333333
GPX2	-3.861375
ITK	-1.45425
FBXL5	0.73725
C13orf27	-1.09225
DEFA5	0.4415
TRHDE	0.3355
MTP18	-1.20466666666667
UQCRQ	-0.377
ITGB2	1.90441666666667
CSRP2BP	0.01525
TAS2R44	0.509
PHPT1	-0.42775
FAM44C	-0.2265
ERH	-0.00175
MPHOSPH1	-1.40833333333333
MORC1	-0.3655
PARVB	0.000249999999999997
LAMA1	-0.688416666666667
PGBD3	-0.58875
GIMAP6	3.06575
AREG	-3.74416666666667
LIPT1	0.48325
MGC99813	-0.773
C1orf201	-0.104
GRIN2A	-0.9645
MAN2C1	-1.04025
NSUN5	-0.4555
SF3B5	0.7705
MYC	-2.4849375
NRXN1	-1.06075
ZNF18	0.80725
SPDYA	2.440125
SLC37A1	1.222
DECR2	0.903
ANKRD38	1.588125
SPTLC3	-0.03625
SUPT16H	-1.254
DTWD2	-0.1925
ULBP1	-0.3745
ZADH1	1.23616666666667
OIP5	-1.06725
IL10RB	1.30616666666667
OTUB2	0.829
VWA3A	0.290166666666667
SPIC	0.245
OR6C4	0.7065
PSCD4	0.4595
DPY19L2P2	-1.3875
TRAPPC6A	0.680166666666667
C21orf2	0.290333333333333
CEMP1	-0.59325
LIN7B	0.47
E2F7	-1.5385
VCP	-0.507875
LAMA3	-0.567166666666667
BGN	1.5975
GPR160	-0.305
COCH	1.47816666666667
GPR81	-1.03733333333333
APOBEC3F	-0.662
tcag7.1017	-0.6735
C1orf32	0.5455
SCGB1D2	1.10925
FLJ43987	0.266
C6orf170	0.18325
KLK9	0.393
GPD1L	-0.6485
VPS37B	-0.163
ATG3	-0.746666666666667
ADAMTS17	-0.6845
KLHDC2	-0.603833333333333
NDUFV2	-1.214
BLK	-2.6085
MATN4	3.03
GPM6A	-0.25025
GBP4	2.2945
TMEM162	-0.163666666666667
PKP2	0.885
HRASLS	0.310555555555556
MMP1	2.158
SFXN3	-0.4459
FSD1	-2.058
ST6GALNAC3	-2.3155
CA12	-2.3702
NCOA6	1.01975
C19orf58	0.5071
PPP4R1	-0.3585
MAN1A2	0.765166666666667
IKBKAP	-1.62525
UPF1	-0.336333333333333
KIAA1219	0.62125
WNT16	-0.0218333333333333
SNW1	0.141125
IL18RAP	2.20825
RPP30	0.388
CDC40	0.188785714285714
SETD3	0.486833333333333
SLAMF6	0.30575
ELK4	-0.387
TRIM47	0.143666666666667
ACOX3	0.593875
TRIM6	1.296875
KIAA0372	-0.671166666666667
TP53AP1	0.3245
SMURF2	0.104
ADAD1	0.50125
EBP	-0.8672
KRTAP13-2	0.416
FLJ36874	0.767166666666667
TOR1A	-0.323333333333333
P2RY4	0.9575
GPBP1	-0.292
TRPV1	0.00549999999999999
ADAMTS12	1.57316666666667
PES1	-0.767
ATG4A	1.336
MAGEA10	-4.85975
WFS1	0.66375
CC2D1B	-0.554166666666667
PABPN1	-0.267125
SLC25A30	0.58675
SLCO1C1	0.0871666666666667
SLC22A5	-0.71525
KIF23	-0.918166666666667
SYN2	-0.803333333333333
ASPN	6.89566666666667
CENTG2	0.56275
QSOX2	-1.6678
FLJ10815	0.301666666666667
STK24	-0.2125
SPEG	0.4826
STK10	-0.258833333333333
DACT2	-1.578
AAAS	-1.15525
SSX3	-1.41525
ABCD3	-0.7906
C4orf12	0.23725
PARVG	2.851
FIG4	1.844
C9orf46	0.05525
TMCO6	-0.5515
IGHMBP2	-1.18025
DUS2L	-1.1815
FAM3C	-0.04675
TMEM16D	-1.553875
DCTN4	-0.19975
KCNH3	-0.2845
EIF2AK2	1.0245
AP1S3	1.34725
CST4	-0.906
PAM	1.3034375
NUTF2	-0.372
CITED2	0.9581
SLC39A4	-0.371
C2orf52	-0.1185
GRM3	-0.24775
C12orf49	0.66025
CCDC49	-0.5023
GRAMD1B	-1.365
FNDC4	1.82075
SIAH2	-0.10125
GDPD4	0.14175
C21orf87	1.137625
ATP5A1	-1.12033333333333
C16orf63	0.34325
LOC388135	0.4525
ATP5J2	-0.15675
MMP3	2.145
EMID2	0.226
CRHR1	0.78325
WDR70	0.4355
C13orf31	1.01325
ZFAND1	-0.5295
CCL18	4.35333333333333
C3orf49	0.8405
RINT1	0.1945
KIAA0408	-2.5775
F13A1	3.6379
SLC10A1	-0.0351666666666666
OGN	-0.1445
GIPC2	-1.96466666666667
XPO6	0.434833333333333
LCE1A	0.7485
FMR1	0.705
LOC374920	0.24375
DUSP3	-0.002
ANKMY1	-0.6725
C7orf50	1.2745
BBS9	0.4574
UNC119B	-0.572375
C9orf72	-0.130125
MGC35440	-0.207
ENTPD6	-0.141125
PPP1R2P9	0.38575
ERCC4	0.41025
FAHD2B	-0.093
HMHA1	-2.6
HACL1	-2.20025
RAD23A	-0.328833333333333
FAM83B	2.04125
PPP5C	-0.0685
RNASEH2C	-0.496
C9orf153	-0.071
SCAMP4	-0.070875
GHITM	-0.6143
NDUFB7	0.02175
ADCYAP1	-0.196166666666667
SP110	1.50683333333333
MAP3K7IP2	1.08025
DHH	0.529
AGRN	0.519642857142857
WDR33	-0.517833333333333
CEP290	-1.04233333333333
PRPS1L1	-1.11616666666667
KLRA1	-1.3395
GPR97	0.2675
CHD7	-0.232333333333333
TLR10	0.58275
SLC30A8	-1.017
HIC1	1.03
IAPP	0.586
RXFP4	0.45675
GP1BB	1.27075
SHQ1	-0.5475
NKX2-3	0.134666666666667
API5	-0.0385
FTHP1	1.1115
MOV10L1	-0.395166666666667
TRIM6-TRIM34	1.9045
ADHFE1	-1.38575
FAM117A	-0.9835
DDI1	0.131666666666667
CDON	-0.521
TRIM73	-1.0465
IGKC	3.9805
MMP14	-0.139
DYNC1LI1	-0.390375
C11orf66	1.52175
TRBV3-1	-2.02925
FASTKD5	-1.13425
BIVM	-1.89825
LHX4	-0.28825
CXCL2	-1.1115
RAB2B	-0.490833333333333
IZUMO1	-0.87
MAP3K15	-1.754875
FAM19A2	1.058
ZC3H8	-0.414166666666667
ZMAT1	1.35525
SPINK5L3	-2.3425
SLC10A6	0.398
APPL2	-0.44775
CARD10	-1.19183333333333
LOC402176	-0.963625
EEF1D	0.2478
RAB6A	1.6431
C12orf5	0.612
PAPOLG	0.5985
MSRB2	1.416
BCR	0.725111111111111
PUS3	-0.6375
TIAM2	1.7835
ZNF317	-0.00600000000000001
CHD2	0.432857142857143
FZD5	0.694136363636364
NUDT8	-0.7785
ZNF763	-0.717
PRC1	0.189777777777778
ABCB9	-0.266166666666667
SPATA3	0.02725
TRAK2	0.74425
STAB1	2.68025
LRRTM2	0.112333333333333
psiTPTE22	1.3015
DBI	0.6895
SERPINA11	-3.84225
NAT5	-0.8215
C20orf58	-2.25025
RPS6KA4	0.859
FLJ90650	-1.09975
TGFBRAP1	0.64525
CHRDL2	2.921125
FAHD2A	-0.457
CNTN1	-0.2375
BBS4	-0.6812
TMEM181	0.4885
MINPP1	-0.89875
MPHOSPH6	-0.523666666666667
HOXC10	0.9056
ITPKB	-0.199
CLPTM1L	1.47875
MEOX2	-0.858333333333333
ATP6V0C	1.630875
PRPF8	0.124166666666667
TMC5	-0.40525
FKBP3	-0.569
PLEKHB2	-0.1715
OR4D6	0.0605
ZNF544	-0.1615
D2HGDH	0.01025
RPL18A	-0.1744
HEL308	-0.281375
MPP6	-0.15575
TCERG1	-1.48325
KRT16	-1.14983333333333
KLF17	-0.84825
KLF5	0.471375
CDR1	3.816125
VCX3A	-3.564
FBLN2	1.73625
C14orf104	-0.6015
HBE1	-4.8423
OR4S2	0.299
C1orf108	-0.967
ROBO4	2.89233333333333
CPEB4	0.04125
C11orf80	0.802333333333333
BCKDHA	-0.378666666666667
MYOC	0.07925
GIF	-0.0395000000000001
CKMT1A	-2.5175
RPL3	-0.2401
THBS1	2.50825
APOO	-0.3505
ARMCX1	2.5615
HSZFP36	-0.63125
SNAPC5	-0.525
EIF4ENIF1	0.48525
ZNF433	0.52875
TNFRSF21	1.43575
TMPRSS7	0.6135
SPATA18	0.1483
HPDL	-1.364
MKL2	1.5244
TBX3	-2.76261538461538
C21orf93	0.345833333333333
DAXX	0.029
ELMO1	0.97775
RGS13	0.4915
TAF11	-0.17125
UNC13A	-1.516875
LOC653314	-0.3364
ORC3L	0.8065
IMAA	-2.643
TARBP2	-0.35475
CABIN1	-0.7843
TRIOBP	-0.2328125
HIST1H2AC	0.588
RGS22	-2.7815
NCOA1	1.89966666666667
IL25	0.8625
SNCG	1.6285
GPR6	0.0525
AMDHD1	-3.3075
CHEK2	-0.119125
C6orf142	-0.46075
DRD4	0.7375
C14orf68	-0.594
GDF11	0.29825
SEMG2	0.1195
CD247	-1.6295
CDAN1	-0.074
RBMX2	0.126166666666667
TGS1	-0.52025
OIT3	0.2755
SYF2	-0.206
MCM4	-2.0835
PKHD1L1	0.161625
CEP192	-0.193833333333333
IFT88	-0.07075
RPL9	-0.137785714285714
RAB32	0.009125
DDX43	-2.94875
P2RX2	0.990666666666667
OR5D18	0.7385
UBE1	0.430583333333333
SLC24A1	0.0335
ARHGAP5	-0.5705
CETP	-1.0615
KIAA1731	-0.745833333333333
SLC9A4	0.8475
PTPN6	1.19825
BAHD1	0.39725
GRIK3	0.083
CACNB2	-1.0826
PDE10A	-0.94075
DGCR14	-0.24025
PCDHB9	1.41216666666667
RHOQ	1.07266666666667
MAP3K4	0.38525
KTI12	-0.468
RPL23AP13	-1.7185
GNG11	-1.6355
CLCN3	0.585
GPAM	-0.633875
VSTM2A	0.6195
SLAMF7	2.75016666666667
INTS2	-0.7725
PPP2CA	-0.5902
LRP12	0.867533333333333
SEC14L2	-0.514333333333333
DKFZP586H2123	3.00625
MC3R	0.1275
CIRH1A	-1.18583333333333
HIST1H2AB	0.586333333333333
POLH	-0.796125
MGC16703	-2.12266666666667
SNAPC2	-0.5625
FILIP1L	-0.01925
RASGRP4	0.6575
LRRC1	1.987
GAS1	0.38275
PRAC	-1.1975
DGKA	-0.938666666666667
NT5C3	0.763
PEG3	-4.23116666666667
NADK	-0.875
PRR17	-0.03225
LOC374569	-0.2475
SGSH	0.556666666666667
NLRP8	0.977
GALT	-0.0575
MCF2	0.0025
ZNF263	0.421
TACSTD1	2.75783333333333
TYR	-6.6016
ATP6AP2	0.94025
RNUXA	-0.38125
ABHD10	-0.2338
GDPD2	-1.11
SLC35C1	0.99875
UBE2A	0.692125
HERC5	0.334
FAM112B	-5.10633333333333
FBXL16	-3.30425
DKFZP434A0131	-0.77625
ELA3A	-2.364
RBM41	-0.01575
HAO2	-0.46275
RNH1	0.038375
SHANK2	1.79483333333333
OSBP2	-1.558625
DAK	-0.4185
C3orf58	-0.568416666666667
TCL1B	-1.494
KBTBD2	0.73725
SUGT1L1	0.5835
UBE2E2	0.6175
MYL9	2.254375
CDC23	-0.564
PBXIP1	1.282
CXorf40B	0.2785
NBL1	-0.09325
RTBDN	0.273
RAB11FIP5	0.43275
TTTY13	0.242
SCOTIN	0.516583333333333
SOHLH1	-0.540166666666667
CDKN1A	0.198642857142857
NCK1	0.471
ZNF550	0.4775
SAPS3	0.94025
SPIN3	0.585833333333333
MAGEE2	-0.06725
MIS12	-0.494
OR8H2	0.497
KIAA0774	-0.838166666666667
UNC5D	-1.5935
CUL7	1.27083333333333
LIPC	-3.153
DIO1	-2.5485
C20orf11	0.4764
CTRL	-0.6385
HS3ST2	1.91525
PAK4	1.2925
CCRL1	3.21525
RNF10	-0.74475
ZNF567	0.9495
ZNF660	0.2035
TCEAL3	1.01425
MAGOH	-0.225833333333333
CENPB	-0.103833333333333
C19orf7	0.64325
LOC388965	0.10025
ZCCHC13	0.484
JMJD1A	-0.4748
HIST1H4H	0.306
TBRG1	-0.9419
GPC3	-5.14275
TAF1C	-0.507
EBNA1BP2	-0.1265
CIAPIN1	-0.52825
PDGFRA	4.39994444444444
CSTB	1.960125
CENPI	0.0273333333333333
GTF2E2	0.639333333333333
RPP21	0.4025
CCNF	-0.319833333333333
KCNQ3	0.738
FAM79A	0.51725
SLC22A12	0.565
NOVA1	0.358666666666667
FZD3	1.6992
AKAP8	0.02925
SOCS5	0.7035
CFDP1	-0.3325
DLG5	0.18525
PGM5	-0.1745
C1orf144	-0.212166666666667
HDAC10	-1.3905
RND2	0.82325
C20orf199	-0.0175
RNMT	-0.1785
SLURP1	1.989375
ASTN1	-0.414625
SH3BGR	0.58475
MYCL1	-0.871
ZHX1	-0.4325
CENPK	-1.0755
FOSB	0.6945
LOC643406	0.62075
C2orf59	-1.3185
TMEM135	-1.4165
SLC27A2	-2.0935
KRT33A	2.447
OVOL1	0.842375
PAMCI	-2.50716666666667
S100A7	0.4735
ZNF789	-0.8525
HARS2	0.26975
RPL23A	0.477833333333333
TCF23	0.341
UPF3B	-1.408625
C17orf78	0.125
HLA-DOB	1.823
C14orf142	0.9675
TEKT5	1.07783333333333
DMWD	0.4505
POLD1	-1.23316666666667
GSCL	-0.2555
CALD1	1.2341
SCRT1	0.698333333333333
AIG1	1.6855
UNC84B	-0.04725
ZNF404	0.8245
TMED6	-3.27375
KIAA1462	-0.244
LRRC27	0.575333333333333
PYGO1	0.058
PIGU	0.276833333333333
