Hybridization REF	TCGA-BH-A0BJ-11A-23R-A089-07
FAS	1.703
KIFAP3	0.9235
GLRA2	0.114
BTN3A2	0.2563
CNKSR3	0.786375
CSTF3	-1.02833333333333
ARPM1	1.0195
KIAA1530	-1.246
C9orf150	1.372
PRKCI	-0.0375
tcag7.1015	-1.40875
SOD3	1.3885
ZNF574	0.29775
CYP21A2	0.84275
RPL12	0.89925
COMMD2	-0.329
WIZ	0.11775
LOC344405	-0.93925
ALDH4A1	-1.23652941176471
CRYAB	3.63675
COPA	-0.0972666666666667
PCDHGA7	0.178
KIF11	-2.53766666666667
RASD2	0.891125
SLC26A3	2.005
ZNF175	0.4155
JAKMIP2	-2.540125
C8orf4	2.65416666666667
PTHLH	3.74025
SLC40A1	3.46841666666667
OR7D4	0.2785
PCDHB17	1.489
CD36	3.7055
C6orf203	0.7602
PRKG2	0.269
LOC400566	0.96525
ANAPC13	0.255
SLCO3A1	0.1005
ZNF692	-1.553
FANCL	-0.577
SH3GLB1	0.7045
C12orf61	-0.426
KBTBD6	1.05925
SUPT5H	-0.062375
XRCC6	-0.4813
HUS1B	-0.3725
FAM133B	-0.1145
LOC728276	-0.4225
KCTD18	1.45575
SOS2	1.3285
CCDC99	-1.81275
C1QTNF5	2.3185
NNAT	1.639
USP16	0.4085
LARS	-0.72325
ZBTB2	0.19325
ABO	0.521666666666667
TRAF3	-0.77375
GALNT5	-2.6485
NAP5	0.53525
ALG14	0.464833333333333
KIAA0515	-0.269576923076923
WDR75	-0.5765
TEX261	-0.0811666666666667
LY86	0.34675
LOC389072	-0.5085
FLJ13611	-0.183
MRGPRX2	-0.1865
SNRPA	-0.7885
OR2G2	-0.087
GPRASP2	2.60925
C7orf42	0.4336
C9orf163	-0.7505
CYP11B2	0.8425
FCRL3	0.456166666666667
PRDX1	-0.98175
FGB	-7.369
COX17	-0.382833333333333
C16orf33	-1.372
PIWIL1	-0.176833333333333
FOLR1	-0.3435
KIAA0082	-0.8375
FREQ	-0.521833333333333
TMCC2	-0.928333333333333
TCF12	0.336
ZNF721	1.05675
FAM130A2	1.9865
POU4F1	-2.46275
SNRPF	-1.408625
SGIP1	1.24766666666667
ZNF641	1.33783333333333
EMG1	-0.54925
PRRG4	0.4975
HIRA	-2.906
MYNN	0.612833333333333
AEBP2	0.497083333333333
TBXA2R	-0.0996666666666666
ISL2	-1.41133333333333
PCDHB11	0.926
RNF144A	-0.24725
MARCH5	0.66675
DULLARD	0.000666666666666661
DCLRE1B	-0.275333333333333
ITGA8	0.24775
TP73	0.141
PRKCD	0.3465
NDUFB4	-0.48825
ATP13A4	3.201
ANTXR2	0.233333333333333
COL4A3	-0.2738
MYO10	-1.4823
SLC6A18	0.03525
PEX1	-0.0465
TMEM74	-0.3695
RBM19	-0.5755
TAPBP	0.052
RUNX1	0.615875
MID1	0.817166666666667
GPR64	1.1735
RASEF	2.53375
GABRG1	-0.5245
MYO16	-1.10675
DBF4	-2.12916666666667
TSHZ2	4.14525
RIPK2	0.236875
PPTC7	0.155
KIF4B	-2.025
LRRC31	0.701875
ZNF540	2.78725
EFNB3	0.625
LOH12CR1	0.1385
STON2	0.399
GLP1R	0.5445
CSTF2T	0.3905
IREB2	-1.1335
GRSF1	0.0735
PDCD7	-0.182
LRRC43	0.287
CNR1	1.5085
IL1F7	-0.7785
C12orf64	0.9955
FAM69B	-0.8755
NR2E1	-1.49133333333333
MS4A6A	2.7137
FTL	-1.0522
C7orf36	0.0535
PCLO	1.2268
DYRK2	0.331
ARIH2	-0.135625
SAMD7	-0.1845
SCNN1D	-1.1775
SLC32A1	-1.324125
C22orf25	-0.509833333333333
MRPS18A	-0.1161
GPR112	0.5445
EARS2	-0.4435
ERN2	0.0015
ATPBD3	-0.321
PRH2	0.1035
CDKN2D	-1.017
PGLYRP2	0.27375
TRIM40	-0.29975
SEC14L3	0.6125
SLC22A1	0.1755
BTN2A3	-0.289
RASA4	0.16025
CCNL2	-0.943333333333333
MYBPC3	-0.0215
GJA4	2.99975
CDC42SE1	0.0105
TRPV2	-1.76225
MYPN	-4.0305
SIM1	0.261
CDADC1	0.577
ZFHX4	1.40375
NIBP	0.124
ADAMTS19	0.10775
ABTB2	-0.34625
TSPYL2	0.408375
EIF2S3	-0.3082
SOX30	-0.3095
AP2A1	-0.455
DKFZP564O0523	1.1705
LOC285398	0.10925
CDH18	-4.19475
CHL1	4.311625
GATS	-0.2701
TBC1D2B	0.384
OR1J1	0.15
GSN	3.05733333333333
DPCR1	0.184
GARNL4	0.303166666666667
SMARCA5	-0.6425
PLEKHG3	1.32683333333333
ZBTB45	0.662
FRMD6	1.66233333333333
PLS1	0.418166666666667
DGKZ	0.0391666666666667
EFNA1	1.3083
WDR85	-0.67175
ANK2	1.368
PAGE4	-1.32666666666667
SENP6	1.68233333333333
AKR7A2	-0.0446666666666667
FKBP10	-2.2715
VEGFC	-0.710333333333333
LARP1	-0.4400625
SRBD1	-0.1855
ITGB6	4.333
SLC1A2	-0.989357142857143
INVS	-0.9885
MPO	1.816
MOBKL3	0.2536
CUTL2	0.304
KLK2	-0.316166666666667
VIM	0.556
REG1B	0.198666666666667
PCDHGC4	0.2355
C3orf34	-0.502833333333333
SUMO3	0.219666666666667
CST9L	1.38075
MLL4	-0.12125
SPR	0.157833333333333
SAMD9L	0.65875
ABCE1	-0.2695
SUPT3H	-0.0335
ACTBL1	-1.89175
ADAMTS4	0.0535
SLIT3	3.3565
RHEBL1	-1.641
NPM2	0.503
MAN1C1	1.545375
KIAA1856	0.351166666666667
HSPA6	0.6445
LOC388152	-1.326
C10orf140	1.928
ZDHHC12	-0.931
LIN7A	-0.2435
PHC2	0.310666666666667
SPHK1	0.08075
TRIM26	0.1985625
FAM83E	0.4845
C18orf24	-2.31616666666667
ZNF578	0.521666666666667
ORAI1	-0.3715
RUVBL1	-0.916
C7orf20	-0.741166666666667
APAF1	-0.717
SLC36A4	-1.20883333333333
MYH11	4.13383333333333
NEK1	0.6692
MPP2	-0.59
C12orf24	-2.3075
TNK2	-0.1043125
ZNF289	-0.1015
MATN3	-2.28457142857143
IFNGR2	1.04816666666667
ITPR1	1.935375
EBF3	3.7878
TBC1D20	-0.6324
OR10P1	-0.222
DDAH2	1.21225
SHPRH	0.21125
STX7	-0.063
LOC554248	-1.6055
BCAR1	0.062
ATXN3	-0.245666666666667
TRIM27	-0.6755
CDC42EP2	1.259
CHP	0.303928571428571
SOX17	2.09225
ZNF259	-0.7805
CHCHD1	-0.032
ZDHHC19	-0.1635
GBP2	3.4405
GARNL3	1.73975
MRC2	0.92925
C1orf52	0.1465
AOF2	-0.170833333333333
LRPPRC	-0.5123
ACVR1C	0.964
TM4SF18	4.306
TMEM169	-0.170333333333333
PPP1R16A	-0.103875
EBF1	3.02233333333333
RRS1	-0.647
SNX2	0.059
OR2T2	1.068
RBX1	-0.46825
ANKRD54	0.188166666666667
TSNAX	0.335
TMEM83	-2.35675
ZBTB7A	0.282
ATM	-1.01866666666667
LOC338328	2.626
TIE1	1.93433333333333
HIST1H3G	-0.464
PASD1	-4.78533333333333
TINAG	-0.1075
PCDHAC2	-0.3625
LRRC15	-1.309125
WBSCR17	-0.22075
TFF2	-0.7785
PARP2	-0.354
NDFIP2	0.16375
PCDHGB2	0.338
WDR60	-0.03025
MAP7D2	-0.8789
USP45	-1.42825
GSDML	-0.707
TNS1	0.2484
PLCD4	1.15025
IQCD	-0.652666666666667
SMPX	-1.54325
CD9	1.31633333333333
SRGN	0.865375
CASP7	1.227
INOC1	0.237166666666667
DKFZp451M2119	-0.468625
VMAC	1.119
USP53	1.6823
CAMK1G	-0.516125
TMEM106A	-0.049
CDC20	-3.2409
ACSL5	0.851666666666667
CBWD5	-0.623
C1orf87	-1.573
KIAA1274	1.86475
PRUNE2	-1.25778571428571
LYPLA2	-0.260166666666667
DOK6	-1.31383333333333
GPR149	-0.36525
FAM30A	2.2015
TMEM129	0.4055
SLC35B3	1.667
ACPP	-0.0255
LOC200261	-2.125
SLC4A7	0.6899
CCDC40	1.6175
GART	-1.20425
THOP1	-1.53125
SCARB1	-0.873625
CACNA1F	0.165
TRIAP1	0.0295
SYT14L	0.265
SFRS8	-0.562333333333333
PBOV1	0.18925
GOLSYN	1.65175
GJB7	0.613
CAMK2N1	0.681916666666667
GREM1	2.50054545454545
FLJ20433	0.67875
QPCT	-2.009
PRKAG2	1.50116666666667
H2AFX	-2.1845
C6orf154	0.11775
PLOD3	-1.60525
ZBTB39	0.0971666666666667
WASF3	0.927333333333333
DRG1	0.15925
PRR4	2.505
SPCS1	-0.74225
KDELR3	-0.686833333333333
SRP19	-0.381
GABRA6	0.43425
MFSD1	0.98225
MMEL1	1.1435
PDXDC2	-0.2377
BUB1	-5.60977777777778
RNF138	0.13525
MYLPF	0.295833333333333
AIF1	0.9485
DYNLRB1	-0.1307
HCN3	-1.39016666666667
HIST1H2AI	-1.50025
MAP4K5	0.405083333333333
LASP1	0.392875
LOC130951	1.0085
PLAA	0.404
KRT6A	0.7475
C6orf117	-0.14325
ARHGAP23	-0.549
PTF1A	0.175
GPHA2	-0.74175
LCE3B	-0.26975
MCL1	0.624857142857143
EHBP1	-0.202833333333333
PRNP	0.8286875
ZSCAN1	0.0135
C1orf113	-0.362
FOXA3	-2.59475
NEB	2.0105
ASGR1	-4.09883333333333
CTGF	1.858
RAB17	0.188333333333333
MST101	0.769
JARID1B	0.2406
USP37	-0.192
PTBP1	-0.695333333333333
PTPN7	-1.12033333333333
CDC7	-3.10416666666667
SNX7	1.0655
ZNF335	-0.37
CPT2	-0.55575
HEATR1	-1.095
HSPC152	-0.441625
C5orf40	0.58675
PSME1	-0.0415
STAG3	-2.109
TMEM154	1.52016666666667
KLHL32	0.292333333333333
TSGA10IP	-1.326
SUV420H2	-1.05116666666667
SF1	-0.3408
2'-PDE	0.323125
PNLIPRP2	0.015
TRSPAP1	-0.07825
NUP210	-1.864
ANP32C	-2.29533333333333
RAB11B	0.7205
ASB15	0.364
ITGB3BP	-1.74875
UBASH3A	-1.03075
YWHAB	-0.293
TPRX1	-0.2455
LY6G5C	0.14675
SLC7A2	-0.54975
CLK1	1.9023
HSD3B7	0.296833333333333
VDR	2.5745
C16orf74	0.062
ACE	-0.411333333333333
PSMA2	-0.209333333333333
CCDC131	-0.56025
ZNF213	0.5045
EML2	-0.60475
ALS2CR13	0.307666666666667
GLYATL1	1.73775
DSPP	0.28
DHFRL1	-0.569125
C10orf30	1.144
SH3RF2	0.646
LOC197322	-0.518833333333333
DLL3	-1.524625
TIGD7	0.43
GFRA3	0.402
CPA1	1.79383333333333
RTN4	0.478
PPT2	-1.0805
FASLG	2.99383333333333
FOXP4	0.653875
RPL26	0.8877
GNL3L	-1.958
FMR1NB	0.0946666666666667
CD163	5.9725
SGPP2	2.15325
GIMAP2	1.76475
CD37	0.641833333333333
DPT	4.69258333333333
NBLA00301	2.68425
RGS5	2.35975
C9orf4	0.1785
ACTL8	-4.04116666666667
PRKAR2B	-0.065625
OPLAH	0.148
C20orf134	1.0915
SPACA5	0.10225
TBL1X	-0.881666666666667
TSPYL3	0.5075
CHCHD3	-1.154
CRKRS	-0.433666666666667
GPR65	4.565
DFFA	-0.77625
FUT1	0.5485
C6orf204	0.190166666666667
TMEM51	0.3705
ZNF580	0.15725
CMTM2	0.679
C20orf200	-0.4585
EZH1	0.331333333333333
FDX1L	-0.7075
MRPL32	-0.17375
PCAF	0.0592
ALOX15B	1.887
CD59	2.01729166666667
CDK9	-0.099
ERP29	-0.000666666666666664
TTR	-6.52575
BCMO1	-0.294
DDIT4	-2.1079
PTGDS	3.29875
C3orf63	-0.0568333333333333
BST2	-0.63525
CYP1A2	-0.779
C5orf25	-0.27775
STX1A	-1.20447058823529
OR2A12	-0.0115
SH3BP5L	-0.66825
SERINC5	-0.213125
USP6	-0.7018
MRPL3	-0.243666666666667
POMP	-0.917375
INPP4B	0.2465
GMPPB	-0.02825
EAPP	0.87875
AHSA1	-0.38375
ABCA11	1.1605
SLC5A6	0.102666666666667
HIVEP2	1.067
SUMO2	0.327125
KIAA1822L	-1.94933333333333
C11orf67	0.85025
TXK	0.065625
PHCA	0.3261875
ICAM4	-2.31083333333333
FPGS	-0.533166666666667
SNRPA1	-1.88575
KCNJ4	-1.2825
KIF6	0.3872
HIST1H2BG	-2.07266666666667
SLC5A5	0.335
ZNF354B	0.3035
IL12RB2	0.685
C11orf76	0.0185
GAL3ST2	-0.2375
AIFM2	-0.597375
SYNC1	-0.4675
UBL3	0.631
PIK3CG	-1.43883333333333
NLN	-0.771777777777778
BCORL1	0.7285
CD5L	0.239
ZNF238	1.676
KIAA1394	-0.166
C16orf55	-1.0001
CYP3A7	-2.753
KRTAP3-1	-2.423
TFDP1	-0.558666666666667
MND1	-4.28225
NODAL	-0.069
GTPBP4	-1.11675
TUBGCP2	0.38425
SLITRK5	-0.77275
CIC	0.67575
CD79A	0.515
SAMD14	-0.201
TNPO3	-0.59
OR10G3	0.5155
OR10G8	0.293
CCDC111	0.348
HOXC9	-0.335
DCUN1D1	0.46425
CYB5R1	1.09325
TSR2	-0.03675
DAB2IP	1.3359
SLC6A5	-0.108
RAB3D	0.9505
DCUN1D4	-0.624
ERBB3	0.327666666666667
SDC1	0.586916666666667
ATP6V1H	0.1275
SYK	0.581
ST20	-1.007
C13orf30	-0.306
WDR40A	0.566666666666667
ADMR	0.3045
LOC388335	3.27375
ACSM1	1.8495
TDG	-0.52575
FLJ11235	-0.66425
MRPS5	-0.744833333333333
AGPAT2	-0.706
SLC12A1	0.386875
CYP27A1	0.01725
THAP7	-0.925
XPO1	-1.11691666666667
ALMS1L	-0.1365
C1orf2	-0.5175
ZNF777	0.1855
CAMK2A	-0.119666666666667
SMC1B	0.3295
IHPK2	0.6404
LEMD1	0.19225
NKD2	-0.5231
CLU	1.6455
ARMETL1	1.6015
PABPC4	-0.2845
CXCL12	4.12683333333333
TFAP2C	2.6743
TTTY8	-0.4045
ABCB10	-0.7538
ENDOD1	1.27133333333333
IDI1	-1.6285
KCTD6	0.847
CCDC105	-0.264
ULBP2	-1.5455
ZDHHC5	0.155
WNT8A	0.14075
COMMD10	0.19425
KLHL12	-0.14825
GPR50	0.008
NR5A2	0.185875
OXGR1	4.98083333333333
EHD3	0.88525
CAPRIN2	-0.704
KLRC3	-2.44675
SF3B1	0.0295
IPO7	-0.8005
ALDH1A1	1.44366666666667
ANKRD5	-0.027625
TSNARE1	0.289
DDEFL1	1.3015
RNASEL	1.39883333333333
DNAH9	0.20475
HELLS	-2.46675
TNS4	3.271
NAV1	-0.6471
KIAA1409	0.77825
C20orf26	1.93283333333333
TUBG1	-1.64075
IRX2	4.059
CNGA4	-0.2395
MGC50559	1.75683333333333
OR4K17	0.0213333333333333
TM2D2	0.837833333333333
FAM32A	0.194
TXNDC14	-0.3985
CCBL1	-1.6905
ANK1	-2.3778
PRSS23	-0.908375
PPM1L	0.457
SPATA20	-0.0345
APCS	-0.0595
C14orf122	-1.31933333333333
PSMB5	-0.662875
C6orf10	-0.3343
SETDB2	0.755
SPNS3	-0.9635
SGMS2	0.505833333333333
MXD3	-1.76333333333333
MON2	0.2747
CARTPT	-0.173666666666667
HNF4A	-1.31016666666667
RABEP1	0.64315
TNFRSF10B	-0.94825
USH1G	-0.3435
PPAP2B	0.579166666666667
TMEM16K	0.09975
CTDSP1	1.105
CDK5R1	-0.374
GABRR1	0.712
OPN1LW	-0.029
FAM98C	0.668875
DBN1	-0.12775
ACAD10	-0.339916666666667
QTRTD1	-0.148
WNK3	0.555166666666667
RPS19	0.321
C1QB	2.563375
OTUD5	-0.2895
SLC41A2	0.4105
TMEM22	-0.629166666666667
KHSRP	-1.10266666666667
TNFRSF11A	0.932666666666667
FBL	0.0891666666666667
IBTK	0.0508333333333333
OXER1	-0.0595
CBLN4	3.158875
GPR172B	0.7985
CFTR	0.4245
VSX1	3.562
CAMK1D	-1.034
LOXL3	-2.634
RTP4	2.32675
SLFNL1	0.34525
KIAA0828	-0.389375
PAR5	0.474
LOC723972	-2.26725
GDI2	0.430125
CEBPA	0.2606
MLF2	-0.402833333333333
AFMID	-0.0795
ALOX12B	0.02425
BPHL	0.01825
COX5B	-0.5035
S100A10	-0.5165
THOC6	-0.20075
NHN1	-0.43475
RRP12	-0.976666666666667
ARID3B	-1.83425
CD3G	-2.07083333333333
KIAA0133	-0.49525
NAT11	-1.2965
PPAT	-1.09066666666667
SIRT3	0.7862
TCERG1L	-1.003
NIPA1	-0.3514
DPP8	0.5598
IL7R	0.6795
ZFP64	0.187833333333333
DMAP1	-0.0458
TRMT12	0.39075
TLR4	2.307
WFIKKN2	0.433
RAB12	-0.0365
DDX51	-0.5855
KIAA1086	-2.24275
ZNF295	0.307833333333333
ACVR2B	-1.33978571428571
LOC494150	-1.064875
ZNF517	-0.1265
DNASE1L2	-2.441
SUFU	0.80175
LOC283677	null
LMO3	1.5175
PPP2R5D	-0.442
ZNF587	-1.1866
HIST4H4	-0.4245
CYP2C8	0.569
C1orf80	0.1015
DOCK5	-1.25516666666667
C9orf24	0.772
OR5AR1	-0.113
C11orf24	-0.872
UNQ1940	-0.7795
CAP2	-0.216666666666667
TIMM44	-0.934
DSEL	-0.0682
ROM1	0.8265
FBXO4	1.261
MYLC2PL	-1.98525
MLH3	0.6461
NOX1	0.150666666666667
DPEP2	2.1025
DNAJB5	0.2935
RLTPR	-0.1545
MBIP	0.627666666666667
COPB1	-0.155833333333333
SFTPA1B	0.394
C10orf4	0.8136
PRELID1	-0.8595
NOLA1	0.086
C19orf24	-0.94475
TLR9	-1.887
HLA-DMA	2.82708333333333
HCRP1	-1.154
GPR137	-0.237333333333333
ITGA11	-0.128333333333333
PHF13	1.09366666666667
MARK4	0.27
METTL4	-0.32525
MBD3	-0.7316
LOC134145	0.0785
FGF3	0.536
SLC35A3	0.633375
CLEC16A	0.264
AMOTL1	-0.5125
FLJ31438	-0.67225
PAICS	-1.82425
TOMM40L	-0.354333333333333
MMD	-1.26325
KLK10	3.0242
NIT2	-0.353333333333333
SERPINB10	0.42775
KLF15	-0.1135
CCDC5	-0.8275
WSB2	-0.107875
ME3	1.72775
CACYBP	-1.08958333333333
TCTN2	0.799
JAK1	0.890375
C2orf25	-0.1125
GPD2	0.69275
FBXL11	0.496666666666667
CDV3	-0.519166666666667
GALNT11	1.046
NDUFA12L	-1.0947
FLOT1	-0.384928571428571
TOR1AIP2	-0.04175
MMP25	0.00325
C1orf164	-0.1034
CHST5	-0.07475
LYRM4	-0.2767
GPER	-0.378
HIPK2	0.463833333333333
DAP	-0.1528
ZMIZ1	0.705833333333333
DDX58	1.31825
DCC1	-2.02625
AKT1	-0.424375
ENPP6	2.82466666666667
ERVWE1	-0.6715
CDC34	-0.6215
RNF125	-0.8965
CASC1	3.2285
SHROOM2	0.02475
RRM2B	-0.00133333333333333
COL6A3	1.5885
TMEFF1	-1.599
PLEKHA4	1.7944
LYSMD1	0.680666666666667
SEPT1	-0.844166666666667
AOF1	-0.321
GNPAT	-0.54375
WDR18	-1.17225
HSD17B12	0.3415
HIST1H2BM	-1.586
INDOL1	-0.392666666666667
SUDS3	0.4955
C1orf192	0.2605
CYP2B6	-1.07425
TBC1D2	0.891833333333333
SLC25A12	0.491375
ERCC6L	-3.48716666666667
MGC10814	-1.39583333333333
POLR2C	-0.893
ZNF77	0.397
EIF3K	0.4579
HPX	2.43075
ANKRD27	-0.076125
MALAT1	-1.155
PLB1	2.388
HRNBP3	-1.347625
CPSF4	-1.034
OR52N2	0.3095
PIP5KL1	0.41675
GH1	0.2375
HPS5	0.21425
SLFN5	0.721875
POP5	-0.4745
OVOS2	-2.35283333333333
C20orf108	0.4065
MARS	-1.37275
CLRN3	1.41783333333333
ARSE	-1.60016666666667
PPIE	0.0653333333333333
PHACS	0.7925
GP5	-0.2415
IL8RB	1.30083333333333
FCRLA	-2.114125
ARRDC1	-0.3151
KRTAP9-4	-0.04325
ZNF613	1.357
OR11A1	-0.23
TMEM132B	-2.880375
PGLS	-0.10675
BSND	-2.5475
KCNK18	0.314
FOXD4	-0.09
SV2C	2.10175
LCN2	4.463
ZNF490	1.0476
C3orf15	2.257
CACNA2D4	-1.24783333333333
CBX5	-1.7445
MAGEB4	0.2745
BOLA1	0.126
PPP2R5E	-0.442
COL5A1	0.41775
ASB7	-0.0806666666666667
SFT2D1	-0.119375
DERL1	-0.7997
RABL2A	0.708
MOAP1	0.75475
KIAA1545	0.308333333333333
F3	2.148
PLEKHM2	-0.47025
CCDC89	2.02366666666667
EFCAB1	4.41825
TMEM48	-1.96075
SEPHS2	-0.603
PYGM	0.59875
PRICKLE1	1.9435
WNT5B	0.483
TAS2R38	0.554
IMP5	-0.21925
KHDRBS1	-0.0606
LARS2	-0.635166666666667
C3orf28	-1.437
FTCD	-3.40425
C10orf68	1.19683333333333
DGAT2L3	0.496
PSEN1	0.48375
MGC33657	-0.03675
PLA2G4B	0.566833333333333
CDKN2A	-3.006
DLX1	-3.16825
TSHB	-0.4705
C18orf37	0.1925
MEX3C	1.128375
MAMDC2	3.64925
PDIA4	-1.01558333333333
ATP5E	-0.57025
CASP2	-0.0473571428571429
SERBP1	0.244346153846154
ZNF341	0.0703333333333333
TESC	0.9715
TMEM31	0.23425
OR51I2	0.2835
YTHDC1	0.824285714285714
JUN	3.05266666666667
AGMAT	-4.15866666666667
PCNXL2	0.42775
ATAD5	-2.943625
STK38	0.249625
AZI1	-0.426375
RBP1	2.1205
C4orf26	-0.54175
KIAA1026	0.658375
TMEM101	0.53575
HSFX1	0.1725
TREX1	0.446
C18orf10	-0.5283
TRIM15	-3.640375
CA6	2.667625
CEP57	-0.434125
AR	2.41266666666667
SESN2	-0.390333333333333
KIF3C	0.091375
EPB41L5	0.632125
ARHGEF10	-0.244227272727273
POLR3D	-0.766875
INDO	-2.3515
GABRA3	-0.731
SCG5	0.7147
E2F3	-0.7277
TIGD5	-0.04475
FGD6	1.29708333333333
KLHL3	0.835875
SCGB3A2	-1.2315
URP2	-0.555333333333333
ATP6V1B1	1.6648
CALML6	-0.6825
LOC100049076	-1.187
TMF1	0.03725
LOC388503	-0.30925
CDH5	2.768625
RPS6KC1	-0.435166666666667
DAAM1	1.0001
TNFRSF10D	-0.6225
GSTT1	0.3985
INPP5A	0.83075
TRAF3IP1	0.9052
SMARCE1	0.289142857142857
VRK1	-1.34525
TTC16	-0.308
AARS	-1.20316666666667
ARHGAP27	0.589333333333333
ZAK	0.722357142857143
ACSM2B	-1.65875
TRAP1	-1.02666666666667
MRPL53	-0.482
RNF44	-0.3095
NPTXR	0.5035
DPYSL3	0.380333333333333
APP	2.0569
GLS2	0.0236666666666667
MNX1	-3.45133333333333
CMTM7	2.028
OR10A7	0.2055
NYD-SP21	3.35066666666667
ORC5L	-0.562
SLC16A10	-1.9525
TMEM178	1.803
LOC441601	-4.8025
PTGIS	3.0515
KBTBD7	1.728
C19orf41	0.00100000000000002
CEACAM3	0.448833333333333
KRT23	3.077
SERHL	1.7695
PNKD	-0.4591875
UBC	0.38
ATRN	-0.066375
HAPLN1	-1.74
RANGAP1	-0.98975
C10orf26	1.01283333333333
KCNA7	-0.07575
SRY	-2.703
LOC376693	0.1615
HIST1H2BF	-1.605
CDCA8	-3.66216666666667
MLC1	-2.171
TNIP3	1.07275
OR4D1	0.0615
IFT52	0.97
GOLT1A	0.0635
UTP20	-0.66825
RP3-402G11.5	-0.556875
PRSS33	-1.26075
PMPCA	-1.142
APOB48R	1.43466666666667
GLTP	0.6375
MPL	1.66725
C9orf78	-0.0945
ADAM12	0.662375
CSPG4	-2.292
LOC144305	-0.406
KRTAP4-10	-0.1548
PAK1	0.165
ADCY7	-1.0187
TAS2R43	-0.5685
FRAS1	-0.431714285714286
PPP1R14A	1.22366666666667
OR2B6	-1.4485
ATP13A1	-0.660333333333333
SIDT1	1.1475
C1RL	1.96433333333333
PRKRA	0.262
TLN1	0.4411
RP11-50D16.3	0.379666666666667
MITF	-1.24425
GYS1	-0.81425
LYG1	-0.4
NSMCE4A	0.0151
DNAI1	-0.1655
HOXD11	-1.0815
FNBP1L	1.4401
DHX35	-0.4665
LCE3E	-0.15825
SLC33A1	0.438
DCLK3	0.725333333333333
TRIM33	-0.463666666666667
TMCC3	1.70983333333333
FBXO42	0.119
C1orf27	-0.3388
C17orf50	0.4105
RNF14	0.728833333333333
SLC4A8	-0.241375
RAB3IP	0.131
COX6C	-1.11621428571429
PCSK1	-4.1841
SLC13A1	0.35775
ARF6	0.504333333333333
KIAA1009	0.611125
HOXA13	-2.50925
HMGN1	-0.2615
CXADR	1.29716666666667
MGC14436	-0.562
UTF1	-0.238
TSC22D1	2.278
BZRAP1	2.11966666666667
PUF60	-0.117916666666667
SHC1	-0.436875
HOOK3	0.5124
LIMS2	2.445
BAHCC1	-0.0825
CLCC1	0.291
ENTPD3	3.01166666666667
SMO	0.084
PIK3R5	0.15675
CDC14A	1.07625
KRT1	2.59475
ENOX2	0.191
FLJ22655	4.136
FPRL1	0.166
INTS6	0.3101
ZCCHC5	2.4
SMC3	-0.4495
C6orf123	3.09416666666667
FLJ20160	1.753
LOC653391	-1.37066666666667
GSS	-0.717
NT5M	-1.0805
SIX5	0.5335
TAF5	-0.781
KCNA1	2.8175
ANLN	-4.79066666666667
MGC45491	-1.6001
SSTR2	2.0505
LYPD4	-0.0575
TH1L	-0.43475
CHRNA5	-1.2245
PNMA6A	-0.4825
FLJ16369	-0.6145
DLX2	-2.6853
C6orf108	-0.733583333333333
ALDH3A2	0.536166666666667
CLEC1B	0.418
LEPREL2	-0.672
FOXJ1	-0.6969
OR1D4	-0.016
PPIL4	0.9255
MTRR	-0.48125
SLC27A3	1.26516666666667
HTR7	-0.113666666666667
MIB2	-0.105625
BHMT	-1.37616666666667
A2ML1	-0.089
MSMB	-2.979375
KIAA1383	1.122875
TRUB2	-0.822
PF4	1.559
IL1F5	0.1888
LRRC37B2	-0.2315
IPO4	-0.87325
FIGF	5.947
QDPR	0.0965
ZNF598	-1.28325
BOP1	-1.72125
MAPK12	-1.94883333333333
POLR1E	0.4335
CEECAM1	-0.456166666666667
INSRR	-0.0138333333333333
SIPA1	0.446
ULK4	0.134666666666667
BTN3A1	0.6357
FABP5	-0.3629
KBTBD3	2.77983333333333
SORT1	-0.43
YWHAQ	0.0211875
LRIT1	-0.21
KIAA1704	0.1962
MEIS2	0.859
ENOSF1	-0.212833333333333
PCDH7	0.373571428571429
FZD9	-0.919666666666667
RPLP1	0.024
ZNF75A	0.45775
P4HA3	1.2205
NKX6-1	0.2785
CTA-216E10.6	-0.105666666666667
IFT140	0.36475
DENND1A	-0.748
ALCAM	0.8636
ABHD2	-0.476909090909091
QPRT	-2.8025
TRAM1	0.683428571428571
ATP1B4	-0.234
NUP37	-1.196
SAA3P	1.387
SLC22A6	0.29875
KIAA0265	-0.67475
ZNF41	0.48925
ADAM19	-0.2603
ERAF	-0.92075
DEFB119	0.158
DNMT3B	-4.244
SNF1LK2	0.35125
MGC24039	-0.92
TAS2R48	-0.595666666666667
PNLDC1	0.9185
ADAMTS16	1.494875
TMEM92	-2.10566666666667
CCT8	-0.972166666666667
POGZ	0.333083333333333
N-PAC	-0.1255
GUCA1B	0.139333333333333
ZZEF1	0.442166666666667
OR2C3	-0.33
ZNF334	0.679333333333333
RANBP6	1.2135
LDHB	-1.19933333333333
BAMBI	0.304
RAB5B	1.01925
FOXB1	-0.0455
MRPS12	-0.98025
MRGPRF	1.2005
CRIPT	-0.517
CYP2D7P1	-0.802
RYR1	1.2665
NDUFA2	-0.316375
TRIP12	0.334916666666667
KCNE3	2.1365
MOBKL2B	1.0459
MIOX	-0.19775
ACOT7	-2.198125
FGF6	0.1305
RASSF5	-0.0731
ATAD3B	-1.63966666666667
