Hybridization REF	TCGA-A1-A0SH-01A-11R-A084-07
ZNFX1	0.763
CCDC92	1.6035
TDRD1	-0.383
KCNK5	-1.9545
ETNK1	0.01475
LTA	0.117
TTPA	0.146166666666667
B3GALNT2	-0.517875
SC65	0.975833333333333
PEX5L	-0.833375
EPS15L1	-0.14875
MGEA5	-1.1955
HIST1H3A	0.29025
ING1	-0.3975
BCAT1	-2.034
ORC6L	-3.80618181818182
KLK11	-4.9915
C19orf28	-1.32125
DNER	-4.4095
MED22	-0.546928571428571
ETV6	1.07841666666667
CHAC2	-2.6395
CD300E	0.5475
CEBPB	0.113166666666667
ZNF398	-0.229
LRCH3	0.1575
HMGA1	-2.422
CAPN7	-0.021
MGC5566	-2.02275
CCL3	2.61425
NANOS1	0.113125
ZFYVE19	0.09075
APITD1	-1.09066666666667
PARD3	0.955625
IRAK4	0.046
SERPINI2	-0.3785
CEP170L	-0.201
TTC9	1.533375
MYOM3	-0.64925
MLPH	0.21875
LOC222699	0.641
NRG1	0.884166666666667
TBC1D9	1.783
TTK	-3.07516666666667
ZNF557	0.5778
DDX41	-0.307833333333333
FANK1	1.7305
UBE2D2	-0.473
PSMB10	0.143125
MYH7B	0.116
GABARAPL2	-0.2785
MARVELD2	1.58483333333333
DGCR2	1.52583333333333
UNC45A	0.385666666666667
C6orf72	0.932
ZNF683	3.0315
GIT2	0.332
CASK	0.856166666666667
C14orf161	1.78666666666667
LRRC44	0.35275
TIFA	0.88675
UTP11L	-0.42775
C6orf65	1.2245
FDPS	-0.448
DUSP9	-1.9839
SLC17A8	-0.480833333333333
OR51G1	0.293666666666667
NANS	-0.22525
OLFML1	2.16725
ATP10B	-0.859625
NPAS3	1.06475
PRKCA	-1.6735
GGA2	-0.5804375
LCE4A	0.5425
SPANXN3	0.27575
CCDC115	1.492375
SDCCAG3	-0.7625
GLIPR1L1	0.0365
TTC1	-0.3865
C17orf76	0.48175
MAD2L2	-1.74375
HIPK1	0.0602
LRRC3B	-0.217666666666667
CLN3	-0.469909090909091
C17orf47	0.5185
FMN2	0.19875
TUBB1	-1.134125
WAPAL	0.0581666666666667
C3orf21	0.69675
SCN5A	-0.0137
SMYD1	-0.0245
BEX5	1.20475
ZNF192	-0.1155
SEC22A	0.350833333333333
GRIA2	0.735142857142857
KIAA0825	-0.95825
NUSAP1	-3.006
LANCL1	-0.257
C15orf40	-0.1304
ZNF645	0.20325
GPR61	-0.08575
NLRP14	0.254
SNX21	0.0512
C1QTNF8	-0.2355
C17orf46	0.275
IFNA8	0.039
SPRR1B	-1.33266666666667
FLRT1	-1.0045
SNX17	0.693
ASB2	-0.643333333333333
HBG1	-5.286
RPRML	-2.1395
JOSD2	0.796
PLSCR3	0.8145
SPOCD1	0.481166666666667
RAB39	0.0995
GHRH	0.224666666666667
ITIH5L	0.38925
C17orf37	0.5985
SMCR8	0.43675
DPY19L2P3	-1.26466666666667
IL11RA	1.35466666666667
GDF3	-3.72516666666667
RPS6KB1	-0.944833333333333
DNAJC19	0.3236
TOP1	-0.499
CRCT1	0.381125
MPST	0.298125
DPM2	0.130625
FAM38B	-1.80516666666667
SLC18A1	-1.84033333333333
FARP1	1.68266666666667
PAX7	0.19525
TUBD1	-1.219
GNL3	-1.6115
BTG2	0.7114
NDUFS6	-0.71225
C1orf79	-2.6225
ERAL1	-0.3425
ECHS1	0.59
VPS4A	-0.536
CYP11A1	0.814625
ABCC6	-1.52371428571429
PBX4	-1.757
MOSC1	-0.99
NCF4	1.30275
HYMAI	0.403
NAGPA	-0.347375
OTOP2	0.023
ACOT12	0.09075
MTHFD2L	-1.4185
LOC441376	2.257
C19orf34	0.344
RAB1B	0.51675
ALDOAP2	-1.054
NTRK1	-0.00333333333333333
ARTS-1	-0.27
SLC6A11	-0.585
NAP1L2	1.522
CNGB1	0.0646666666666667
EPB41L4B	0.124833333333333
FAM134B	0.909625
HS3ST3A1	1.19133333333333
CPXM2	3.52925
SIRPB2	0.426
CHORDC1	-1.774
TRIB3	-0.635333333333333
SLC2A5	0.69225
C2orf49	-0.991
DDX5	-0.61725
OR5L1	0.6365
ANAPC4	-0.755
ZSWIM1	0.326875
LOC93622	0.46925
KCNK3	-0.5988
RP11-35N6.1	-1.2485
ZFP161	0.498666666666667
AQP9	0.5735
SLC15A2	1.56266666666667
MREG	0.626
OR9I1	-0.052
PDLIM2	1.594
ADAM7	0.6625
GSTCD	-0.338
WDR21A	0.065
SLC12A8	2.104
TMEM174	0.42075
IGSF3	1.142
LRRN1	2.54275
LOC402117	0.32225
SRPK1	-1.6245
LY6K	-1.3853125
NFIA	1.7685
PTCD3	-0.80175
LEP	-0.00750000000000002
PCDH21	-0.623166666666667
MAPKAPK2	0.8365
NMNAT1	-1.09616666666667
LHFPL2	1.16925
C9orf43	0.1705
DIP2A	-0.539666666666667
ACTR8	-0.4465
CCDC34	-0.962
PTPN22	-0.642625
ITGA3	-0.52975
FAM129C	0.23
RABGGTA	-0.192333333333333
UNC45B	0.5115
KIAA1033	-0.137625
ZNF510	0.0146666666666667
CYP2D6	-0.9505
SLC26A10	-1.345
STX8	0.27525
LUZP1	0.58075
WDR89	-0.1125
EIF4G3	-0.6843
C5AR1	1.002875
ZNF623	0.568
A2M	1.1605
TGM7	0.252
GRPEL1	-0.769
LMNB2	-1.3408
ROCK2	-0.221333333333333
SNX16	0.3215
CCDC66	-1.19875
ANXA3	2.19825
KIAA1609	-0.157
EED	-0.933
RNF32	0.600333333333333
HES1	0.8136
CLC	0.538666666666667
ISL1	0.831
KIAA0528	-0.465
MANEA	0.3795
C1orf61	-2.3695
hCG_2001000	0.1095
RAPGEF6	-0.4399
KIAA0020	-0.801166666666667
NEIL1	0.202
C16orf45	-0.402625
RBM10	-0.3195
C10orf125	-1.291
MRS2L	-0.89475
DNAH17	-1.337625
C19orf10	-0.28525
C1orf160	0.07125
SLFN12	1.02125
EXOC3	-0.244333333333333
HIST3H3	0.32275
NCOR2	1.11466666666667
TNFRSF9	1.746
MFSD8	-0.059
ALX1	-3.32183333333333
NOL1	-1.3685
PODN	3.38325
TIAL1	-1.021
HIST1H1E	-2.309
NPY6R	0.52175
TM4SF4	1.0695
CORO2A	-0.30825
ETNK2	2.90316666666667
APOE	0.4529
ANGPT4	-0.0855
HDGF2	-0.094
G30	-0.034
ST8SIA4	-0.381125
F2RL1	0.59425
FAM19A4	-2.7295
CCAR1	-0.8505
B3GNT7	0.2375
OPHN1	-0.6162
DSCR6	-0.018
C21orf13	0.563166666666667
GAS2L1	0.71725
RFX3	-0.217166666666667
COPS4	0.207125
BCHE	-3.49883333333333
BCL2	1.6025
HBZ	-3.06366666666667
ARL13B	-0.013125
MAPBPIP	0.868875
MYO15B	-0.647375
SPZ1	-0.6685
KIAA1324	3.47222222222222
PLCL2	0.284
C4orf29	-1.05675
WDFY2	-0.317
ZNF284	-0.346
NAALADL1	1.217
DUSP5	-0.284166666666667
PXDN	2.3145
SLMO1	-0.69675
TNXB	0.2273
BIRC7	-1.35975
A4GALT	1.0265
TIMM22	0.096
FAM110C	1.19625
TOMM34	-0.97
ABHD9	0.586
ADAM32	1.3515
CRHBP	-0.277
AQP2	0.74125
LOC130355	0.924
ZNF187	0.596
ZNF816A	-0.1825
F7	0.352375
CNOT1	-0.832
SLC13A4	-0.8205
ZBTB11	-0.719
B3GALT5	0.22975
EXOC2	0.4965
IRS1	0.4848
TMEM1	-0.0726666666666667
MRPL34	-0.447666666666667
SAMM50	-0.3265
CDC42EP3	-0.037375
HSF2	-0.6158
MFN2	-0.381
TSPAN7	-1.16383333333333
NUCB1	1.144
RHOH	-1.64775
ARL16	-0.1405
TACR1	0.198
SFRS5	-0.700333333333333
SNX25	0.22425
RHBDF1	0.835666666666667
PCDH18	3.32416666666667
HMG1L1	-0.36425
MYO5C	0.8715
MAPK10	0.952
LDHAL6A	0.356666666666667
NUDT12	0.599333333333333
NCAM1	0.0405
GLIS2	0.797
GGTL4	0.41475
DAPP1	-0.91975
ATF7	0.6935
KIAA0748	-0.53925
NFIL3	-0.61575
TM6SF1	0.6395
SEZ6	0.189625
NANOS3	0.413166666666667
DNAJA3	-0.604
CLDN6	-2.6215
CIITA	2.3777
EPHA4	-0.489166666666667
FANCC	-0.228
CMTM3	1.78775
PSG3	-0.34175
MRPL15	-0.8295
C21orf59	-0.45425
PLCXD2	-0.06525
C2orf34	-0.409875
UBE2L6	0.982125
MED14	-0.532833333333333
HP1BP3	-0.5592
C6orf208	0.136
TPBG	0.978
OSR2	1.301875
XPC	-0.069
KLHL7	-0.658583333333333
CCR3	0.5326
AGTPBP1	-1.01233333333333
PCSK6	0.573666666666667
STAT5A	0.7188
FAM18B	0.07375
LONRF2	-1.77616666666667
PTPN2	-1.12125
SF3A3	-0.870166666666667
EFCBP2	-0.08225
HCFC1	-0.440666666666667
AHNAK	1.2149
ACTR5	-0.52275
KIF14	-2.954
TENC1	1.532
HEATR5B	0.6495
YIPF2	0.84
MYEOV2	0.424
DUSP18	1.35325
KIAA1012	0.21025
AHR	-0.1015
C17orf53	-1.656
PTPRH	-3.64325
ATP6V1C1	0.3598
TAS2R3	-0.056
LOC440356	-1.5475
COQ10B	0.47375
PSMF1	0.438833333333333
SORBS2	1.78391666666667
NFE2L2	-0.323
TMCO7	-0.31975
SH3PXD2A	1.559
SH2D2A	-1.52225
SPINK5	-2.16225
MRPS24	-0.81775
OPA3	0.336875
TRAF7	0.206833333333333
C4orf35	0.0685
MT1G	-0.968
MGC39545	0.2265
HS1BP3	0.5399
OR2B2	0.655
CHRM4	0.476
SFRP2	4.72358333333333
RIC3	-0.34875
ART1	0.627
C6orf1	0.67425
DUS4L	-0.664
C10orf104	0.555
TNFAIP6	3.5275
RTEL1	-1.369
CCT4	-0.6969
ZNF709	-0.28025
CHMP6	0.954
UPP2	0.41275
CYP19A1	-2.919875
CD151	0.167666666666667
NDUFA13	-0.113833333333333
ARFRP1	-0.456833333333333
FAM26B	1.849
CRYBA1	-1.502
MRPL41	0.146666666666667
NPFFR2	3.0015
HRH2	0.2175
SCAMP3	-0.0253333333333333
MTMR6	0.8268
MTG1	-1.05883333333333
UBTD1	1.49525
CRABP1	-2.067
FLJ33790	0.1298
KIAA1908	-0.336333333333333
GPR158	-2.0305
PACSIN3	-0.502666666666667
OMD	4.9985
CATSPER1	0.1435
HOXB8	-0.868
FBXO46	0.4875
OAS1	0.898166666666667
SVIL	0.89025
PHB2	-0.67325
ADCY3	-0.628
NDRG2	1.41166666666667
ERMAP	1.4172
APBA2	0.137666666666667
IGSF9	1.6235
WNT6	-0.184357142857143
MYCBPAP	0.14625
ATP2B2	-0.0202
CPVL	-0.4828
TRAM2	-0.217916666666667
NOP5/NOP58	-1.46875
ZNRF4	-0.0315
TLK1	0.489125
MTMR12	0.419285714285714
ZNF384	-0.265666666666667
FAM9B	-2.7145
RPN1	1.2322
PMVK	0.801
EIF3D	0.0815
SIX2	-1.25575
HPS1	0.600357142857143
RNF7	0.771
PSKH2	0.436
KCTD13	-0.282833333333333
CSMD3	-0.6264
FBF1	-0.2015
IL8	-5.1325
SERPINB13	0.35
FBXL20	-0.09775
BLR1	0.58725
SH2B1	-0.567166666666667
RFNG	0.200375
RAB20	1.18533333333333
RBM7	-0.1715
POLR1A	-0.285666666666667
TMPRSS4	-2.735
TAF9	-1.0085
TERF2	0.148333333333333
TNFRSF1A	1.19016666666667
ACADVL	-0.6435
GTF2H5	-0.35475
EDG8	-0.3145
C9orf140	-2.191625
UST6	0.20075
ZBTB8OS	-0.971
ZNF710	0.192
GPR174	-1.4315
ATP6V0A2	-0.28875
KIAA0319L	0.104416666666667
XKRX	-0.148
DOPEY2	0.924
SDHD	-0.703166666666667
SUMF1	1.991
OSM	1.257
OPN3	-0.29425
DAGLB	-0.162166666666667
PPFIBP1	0.6799
TRIM63	-2.691
C10orf53	0.192
LYPD3	1.2925
BCL7A	-0.3505
AGER	-1.45816666666667
TCF19	-1.302125
SAT2	0.22725
PFTK1	1.0975
GABRE	-3.285
C15orf38	0.8108
FIS1	0.626
KCNV2	0.01325
CLPS	0.8415
PPCDC	-0.822
FOXN2	-0.663833333333333
NT5E	-1.9914
CD83	1.3395
IL18	0.505375
VPS16	0.6825
IGFBP2	0.126666666666667
NOTCH2	1.06075
SIGLEC1	1.73975
CD93	5.0875
SULF2	1.86425
CEP164	-0.567375
P53AIP1	0.191666666666667
TOR2A	-0.141
ZNF136	0.19825
MGP	2.9949
CCDC144A	0.0868333333333333
TRPC1	0.4165
SMS	-0.611166666666667
MAPK7	0.0736666666666667
RRAGC	1.08475
PARD6A	0.1495
NUB1	0.540666666666667
SYNGR4	0.5065
OR11H12	0.001
WIF1	2.03825
GCH1	0.06175
OR11H4	0.2075
SLC44A5	0.7435
GPRIN2	1.20783333333333
LOC401431	0.924
CPA4	-2.3728
MELK	-3.29388888888889
IL15RA	0.15725
CUL3	0.408375
HMBOX1	0.13825
PODXL	-1.97725
CCT6B	1.0785
COMTD1	-0.5445
MUC20	2.92166666666667
GPX2	-2.95675
ITK	-1.311625
FBXL5	1.6605
C13orf27	-1.62325
DEFA5	0.4035
TRHDE	0.417
MTP18	-1.59083333333333
UQCRQ	-0.0175
ITGB2	1.98116666666667
CSRP2BP	0.287
TAS2R44	0.31
PHPT1	0.443125
FAM44C	-0.3415
ERH	-0.4435
MPHOSPH1	-2.00416666666667
MORC1	-0.1275
PARVB	-0.94025
LAMA1	-1.33133333333333
PGBD3	0.10775
GIMAP6	3.4305
AREG	1.20583333333333
LIPT1	-0.42775
MGC99813	-1.1845
C1orf201	-0.146666666666667
GRIN2A	-0.5364
MAN2C1	-1.06275
NSUN5	-0.91525
SF3B5	0.48675
MYC	-1.9891875
NRXN1	-0.319333333333333
ZNF18	0.189
SPDYA	-0.623375
SLC37A1	0.6965
DECR2	0.33125
ANKRD38	3.189
SPTLC3	-0.97525
SUPT16H	-0.593
DTWD2	0.68425
ULBP1	-0.285
ZADH1	0.199333333333333
OIP5	-3.48175
IL10RB	0.567
OTUB2	-0.1265
VWA3A	-0.0035
SPIC	-0.114
OR6C4	0.208
PSCD4	1.3375
DPY19L2P2	-0.358
TRAPPC6A	0.959666666666667
C21orf2	0.066
CEMP1	-0.481
LIN7B	-0.363
E2F7	-3.187
VCP	0.4435625
LAMA3	0.830333333333333
BGN	2.79925
GPR160	2.7925
COCH	-1.30716666666667
GPR81	1.94066666666667
APOBEC3F	-1.34175
tcag7.1017	-0.71975
C1orf32	0.147
SCGB1D2	6.88375
FLJ43987	-0.6155
C6orf170	0.192
KLK9	0.475
GPD1L	0.538625
VPS37B	-0.1055
ATG3	-0.265666666666667
ADAMTS17	0.1755
KLHDC2	-0.161666666666667
NDUFV2	-0.38825
BLK	-2.62025
MATN4	-1.5315
GPM6A	0.074125
GBP4	2.45666666666667
TMEM162	0.183333333333333
PKP2	1.112
HRASLS	-0.506333333333333
MMP1	-4.71775
SFXN3	0.1104
FSD1	-1.51383333333333
ST6GALNAC3	-1.36283333333333
CA12	2.8187
NCOA6	0.29825
C19orf58	-0.2594
PPP4R1	0.6105
MAN1A2	1.07683333333333
IKBKAP	-1.27075
UPF1	0.0496666666666667
KIAA1219	0.51475
WNT16	0.241333333333333
SNW1	-0.323625
IL18RAP	1.57825
RPP30	-0.2175
CDC40	-0.153214285714286
SETD3	0.470166666666667
SLAMF6	-0.422333333333333
ELK4	-0.421
TRIM47	-0.117666666666667
ACOX3	1.149
TRIM6	2.096875
KIAA0372	-0.176
TP53AP1	1.775625
SMURF2	0.01825
ADAD1	0.66075
EBP	-0.663
KRTAP13-2	0.2305
FLJ36874	-0.8545
TOR1A	0.062
P2RY4	0.694
GPBP1	0.0075
TRPV1	-0.717375
ADAMTS12	1.21066666666667
PES1	-0.2652
ATG4A	0.918166666666667
MAGEA10	-4.569
WFS1	1.9445
CC2D1B	-0.147166666666667
PABPN1	-0.827375
SLC25A30	0.443
SLCO1C1	0.347666666666667
SLC22A5	0.878
KIF23	-2.42483333333333
SYN2	-0.2425
ASPN	9.457
CENTG2	-0.47775
QSOX2	-1.9827
FLJ10815	0.148166666666667
STK24	0.1035
SPEG	0.1863
STK10	0.189666666666667
DACT2	0.0775
AAAS	-0.86825
SSX3	-1.47675
ABCD3	1.3172
C4orf12	0.586125
PARVG	1.17183333333333
FIG4	1.162
C9orf46	1.4445
TMCO6	-0.781
IGHMBP2	-0.71325
DUS2L	-0.626166666666667
FAM3C	0.459375
TMEM16D	-1.590625
DCTN4	-0.0665
KCNH3	-0.44375
EIF2AK2	0.17675
AP1S3	0.706875
CST4	0.933
PAM	1.765
NUTF2	-0.241
CITED2	0.7632
SLC39A4	-0.117
C2orf52	-0.8995
GRM3	-0.356
C12orf49	0.915375
CCDC49	0.0077
GRAMD1B	-1.39675
FNDC4	1.52425
SIAH2	0.98425
GDPD4	0.4385
C21orf87	0.21975
ATP5A1	-0.096
C16orf63	-0.69325
LOC388135	0.181166666666667
ATP5J2	-0.582375
MMP3	-0.6395
EMID2	-0.276
CRHR1	0.77875
WDR70	-0.303
C13orf31	1.3835
ZFAND1	-0.212
CCL18	1.846
C3orf49	0.2575
RINT1	-1.166
KIAA0408	-1.528
F13A1	5.2996
SLC10A1	-0.150333333333333
OGN	5.66375
GIPC2	-0.754166666666667
XPO6	-0.494833333333333
LCE1A	1.3225
FMR1	0.4048
LOC374920	-0.05675
DUSP3	0.599375
ANKMY1	-0.395
C7orf50	0.1935
BBS9	0.0932
UNC119B	-0.313125
C9orf72	-0.343
MGC35440	-0.64675
ENTPD6	0.180875
PPP1R2P9	-0.14475
ERCC4	0.27075
FAHD2B	-0.6865
HMHA1	-0.184
HACL1	-0.62275
RAD23A	-0.928833333333333
FAM83B	-0.62525
PPP5C	-1.05866666666667
RNASEH2C	-0.5845
C9orf153	-0.40175
SCAMP4	0.93225
GHITM	0.4128
NDUFB7	0.263375
ADCYAP1	-0.1995
SP110	0.815833333333333
MAP3K7IP2	0.90575
DHH	-0.178
AGRN	-0.149642857142857
WDR33	-0.236166666666667
CEP290	-0.4015
PRPS1L1	-1.56016666666667
KLRA1	-0.1375
GPR97	0.0945
CHD7	-1.60741666666667
TLR10	1.1245
SLC30A8	-0.659
HIC1	1.87716666666667
IAPP	-0.0155
RXFP4	0.31475
GP1BB	0.792
SHQ1	0.412
NKX2-3	0.164
API5	0.06975
FTHP1	0.5155
MOV10L1	1.23533333333333
TRIM6-TRIM34	2.03333333333333
ADHFE1	0.54825
FAM117A	0.59575
DDI1	0.172666666666667
CDON	-1.18233333333333
TRIM73	-1.057
IGKC	4.2375
MMP14	1.17933333333333
DYNC1LI1	-0.631
C11orf66	0.22625
TRBV3-1	-1.404
FASTKD5	-0.275
BIVM	-1.02575
LHX4	0.15375
CXCL2	-1.0721
RAB2B	-0.353
IZUMO1	-0.89425
MAP3K15	-1.74925
FAM19A2	0.605166666666667
ZC3H8	-1.00433333333333
ZMAT1	0.446875
SPINK5L3	-3.245
SLC10A6	0.4655
APPL2	0.500375
CARD10	-0.735666666666667
LOC402176	-0.685
EEF1D	0.6204
RAB6A	0.4153
C12orf5	-0.6075
PAPOLG	0.05725
MSRB2	1.17
BCR	0.527777777777778
PUS3	-0.86525
TIAM2	2.14875
ZNF317	0.150333333333333
CHD2	-0.183928571428571
FZD5	-1.79981818181818
NUDT8	-1.916
ZNF763	-0.0315
PRC1	-2.33133333333333
ABCB9	0.0501666666666666
SPATA3	0.323
TRAK2	1.105
STAB1	2.736625
LRRTM2	0.320833333333333
psiTPTE22	0.9395
DBI	1.13975
SERPINA11	-1.5935
NAT5	0.10375
C20orf58	0.127
RPS6KA4	0.363166666666667
FLJ90650	-0.52225
TGFBRAP1	0.801
CHRDL2	-0.357125
FAHD2A	-0.838333333333333
CNTN1	2.12575
BBS4	0.0639
TMEM181	-0.73825
MINPP1	0.16275
MPHOSPH6	-0.753416666666667
HOXC10	-0.2366
ITPKB	0.440375
CLPTM1L	-0.2225
MEOX2	0.123333333333333
ATP6V0C	0.59525
PRPF8	-0.658
TMC5	2.90425
FKBP3	-0.463
PLEKHB2	0.04875
OR4D6	0.3575
ZNF544	-1.0292
D2HGDH	-0.813
RPL18A	-0.5548
HEL308	-0.311375
MPP6	-2.37675
TCERG1	-2.28025
KRT16	0.039
KLF17	-0.71275
KLF5	-0.153625
CDR1	3.518875
VCX3A	-4.5725
FBLN2	3.120875
C14orf104	-0.79175
HBE1	-4.8329
OR4S2	0.54
C1orf108	-1.10366666666667
ROBO4	3.28716666666667
CPEB4	-0.46
C11orf80	-1.74683333333333
BCKDHA	0.503166666666667
MYOC	0.518
GIF	0.118
CKMT1A	-0.314
RPL3	0.4251
THBS1	2.476375
APOO	-1.03175
ARMCX1	1.81975
HSZFP36	0.31975
SNAPC5	-0.0245
EIF4ENIF1	0.97225
ZNF433	0.587
TNFRSF21	-0.875875
TMPRSS7	0.801
SPATA18	1.7063
HPDL	-2.6775
MKL2	1.1767
TBX3	1.56676923076923
C21orf93	0.329166666666667
DAXX	-0.02425
ELMO1	0.163875
RGS13	2.90116666666667
TAF11	-0.42025
UNC13A	-2.301
LOC653314	-0.4859
ORC3L	-0.45375
IMAA	-3.6875
TARBP2	-0.50225
CABIN1	-0.2144
TRIOBP	0.2438125
HIST1H2AC	-0.577125
RGS22	1.2965
NCOA1	1.54833333333333
IL25	1.636
SNCG	0.7525
GPR6	0.341
AMDHD1	-1.27566666666667
CHEK2	-1.097375
C6orf142	-0.88
DRD4	0.81375
C14orf68	-0.90075
GDF11	-0.9005
SEMG2	-0.0755
CD247	-1.9745
CDAN1	-0.591
RBMX2	0.554333333333333
TGS1	-0.358
OIT3	0.3125
SYF2	-0.243
MCM4	-2.819625
PKHD1L1	-0.061
CEP192	-1.00616666666667
IFT88	-0.06075
RPL9	-0.196285714285714
RAB32	0.9985
DDX43	-1.00375
P2RX2	0.1815
OR5D18	0.517
UBE1	-0.192416666666667
SLC24A1	1.25025
ARHGAP5	-0.13975
CETP	-0.27825
KIAA1731	-1.14816666666667
SLC9A4	0.5555
PTPN6	0.897
BAHD1	0.13075
GRIK3	0.45
CACNB2	-0.0148
PDE10A	1.79075
DGCR14	0.00275
PCDHB9	0.398166666666667
RHOQ	0.234333333333333
MAP3K4	0.10675
KTI12	-0.025
RPL23AP13	-2.18975
GNG11	-0.09275
CLCN3	0.925666666666667
GPAM	-0.7195
VSTM2A	0.3095
SLAMF7	2.14516666666667
INTS2	-0.8655
PPP2CA	0.6521
LRP12	0.1856
SEC14L2	2.93022222222222
DKFZP586H2123	2.77
MC3R	0.237
CIRH1A	-1.61833333333333
HIST1H2AB	-0.473666666666667
POLH	-0.8075
MGC16703	-0.895166666666667
SNAPC2	0.2005
FILIP1L	2.46825
RASGRP4	0.6565
LRRC1	1.6745
GAS1	3.70475
PRAC	-1.18275
DGKA	-0.2295
NT5C3	-1.1415
PEG3	-2.84575
NADK	-1.20225
PRR17	0.26875
LOC374569	-0.06575
SGSH	0.976166666666667
NLRP8	0.4885
GALT	-0.4682
MCF2	-0.622
ZNF263	0.5755
TACSTD1	0.864166666666667
TYR	-6.3699
ATP6AP2	1.11125
RNUXA	-0.22525
ABHD10	-0.2133
GDPD2	-0.69
SLC35C1	0.23
UBE2A	0.6715
HERC5	-1.56916666666667
FAM112B	-4.4375
FBXL16	-1.867
DKFZP434A0131	-1.305
ELA3A	-2.258
RBM41	-1.069875
HAO2	0.1245
RNH1	0.634375
SHANK2	1.304
OSBP2	-1.726
DAK	0.198666666666667
C3orf58	0.440833333333333
TCL1B	-1.421
KBTBD2	-0.382375
SUGT1L1	0.0465
UBE2E2	1.11066666666667
MYL9	2.94175
CDC23	-1.34483333333333
PBXIP1	1.6191
CXorf40B	1.412
NBL1	2.719
RTBDN	0.2565
RAB11FIP5	1.1575
TTTY13	-0.3995
SCOTIN	0.292
SOHLH1	-0.655166666666667
CDKN1A	0.281928571428571
NCK1	0.12125
ZNF550	-0.97825
SAPS3	-0.165833333333333
SPIN3	0.174833333333333
MAGEE2	1.0805
MIS12	-0.9635
OR8H2	0.466
KIAA0774	-0.373333333333333
UNC5D	-2.428
CUL7	-0.267
LIPC	-1.30333333333333
DIO1	0.85225
C20orf11	0.0857
CTRL	-0.9825
HS3ST2	2.03375
PAK4	0.882
CCRL1	3.96675
RNF10	0.33575
ZNF567	0.088
ZNF660	0.0745
TCEAL3	2.507
MAGOH	-0.517
CENPB	-0.0213333333333333
C19orf7	0.727
LOC388965	0.908
ZCCHC13	-0.798
JMJD1A	-1.2482
HIST1H4H	-1.0625
TBRG1	-0.8747
GPC3	-5.172125
TAF1C	-1.052875
EBNA1BP2	-0.922
CIAPIN1	-0.546
PDGFRA	0.982277777777778
CSTB	-0.333625
CENPI	-2.397
GTF2E2	-0.142166666666667
RPP21	-0.4885
CCNF	-1.66816666666667
KCNQ3	1.1825
FAM79A	1.13925
SLC22A12	0.5445
NOVA1	-0.257
FZD3	0.1074
AKAP8	-0.90275
SOCS5	0.8745
CFDP1	-0.47225
DLG5	1.2715
PGM5	0.578916666666667
C1orf144	0.12725
HDAC10	-1.6835
RND2	-0.50575
C20orf199	-2.009
RNMT	-0.555375
SLURP1	0.25925
ASTN1	0.0025
SH3BGR	0.5765
MYCL1	-0.450125
ZHX1	0.48
CENPK	-4.187
FOSB	0.6014
LOC643406	0.450625
C2orf59	-1.00675
TMEM135	0.85075
SLC27A2	-3.907
KRT33A	2.9965
OVOL1	0.255125
PAMCI	-1.51466666666667
S100A7	-1.045
ZNF789	-1.762
HARS2	-0.332
RPL23A	-1.01933333333333
TCF23	-0.0485
UPF3B	-1.7585
C17orf78	-0.142
HLA-DOB	0.778166666666667
C14orf142	-0.0815
TEKT5	1.49333333333333
DMWD	0.187
POLD1	-2.028
GSCL	0.3335
CALD1	1.3807
SCRT1	0.2915
AIG1	0.9795
UNC84B	0.65975
ZNF404	-1.943
TMED6	-3.6235
KIAA1462	1.432
LRRC27	1.68266666666667
PYGO1	0.9355
PIGU	-0.331833333333333
ALAS2	-3.705
WRNIP1	-0.0715
CNNM3	0.123
ZNF2	0.7935
ST3GAL5	0.7495
MRPL23	-0.5945
TSSK6	0.04025
PSMA6	-0.6125
C16orf70	-0.4615
KIAA1602	0.6705
ALMS1	-0.189333333333333
DCN	4.97275
TMEM132D	-0.30925
SUCLG2	0.3505
ABHD14A	-0.222
DEXI	0.515833333333333
AMPD2	-0.546333333333333
IFNAR2	-0.0308333333333334
CYB5A	2.5567
TLOC1	1.78535
NXF5	-0.3405
NRBF2	0.5785
KCTD3	1.078
ITGAE	-0.582333333333333
SLC30A3	-2.145
ZRF1	-1.5065
IFRD2	-1.07375
XAB1	-0.07125
PYCR2	-0.547333333333333
SERPINB3	-3.3435
TMLHE	0.8924
GEFT	-0.49075
ABCA5	-0.272
EMR4	-0.0493333333333334
TSFM	-0.41375
HIST3H2BB	-1.90375
ARHGEF19	0.9975
TSPAN17	0.620666666666667
ABCC8	3.99925
MAP1S	0.2895
C22orf36	0.655
BNC2	2.06785714285714
HIST1H4A	-0.85125
NDUFS3	-0.328333333333333
WDR3	-1.11516666666667
XKR4	-0.12175
TTC33	0.131357142857143
STMN2	3.686
CPN2	-0.768666666666666
HSPC105	1.149125
PCOLCE2	-5.1
C3orf55	1.725
KLHDC9	2.2685
TBC1D23	0.209375
ATXN2L	-1.394
MAP2K3	-0.0506666666666667
SCAP	-0.53625
ZNF486	-0.4895
C20orf96	-0.9835
NARS	-0.5815
ADAMTSL1	-0.500571428571429
PRCC	0.21
CCDC126	1.98658333333333
ZNF675	-0.95
CALCOCO1	0.6125
ANKRD43	2.937
CWF19L2	-0.0585
ZBTB32	0.616666666666667
BRAF	-0.10225
ODF4	0.50525
MGC14376	1.16016666666667
HORMAD1	-2.3025
