Hybridization REF	TCGA-B6-A0RH-01A-21R-A115-07
ULBP1	-0.1645
ZADH1	-0.18
OIP5	-2.24325
IL10RB	0.324166666666667
OTUB2	0.972875
VWA3A	-0.0338333333333333
SPIC	0.00466666666666666
OR6C4	-0.068
PSCD4	0.592
DPY19L2P2	-0.283
TRAPPC6A	0.8135
C21orf2	-0.059
CEMP1	0.01525
LIN7B	0.1665
E2F7	-2.441
VCP	0.51425
LAMA3	-0.481333333333334
BGN	2.176
GPR160	0.545666666666667
COCH	-4.82783333333333
GPR81	0.3625
APOBEC3F	-0.5315
tcag7.1017	-0.4845
C1orf32	0.5915
SCGB1D2	6.0305
FLJ43987	-0.397
C6orf170	0.29225
KLK9	0.4465
GPD1L	0.753
VPS37B	0.59925
ATG3	-0.718666666666667
ADAMTS17	-0.388
KLHDC2	-1.252
NDUFV2	-0.95125
BLK	-2.5695
MATN4	-1.0425
GPM6A	-0.332
GBP4	4.71916666666667
TMEM162	0.341333333333333
PKP2	0.6235
HRASLS	1.89977777777778
MMP1	-0.317
SFXN3	0.667
FSD1	-1.60566666666667
ST6GALNAC3	-3.19383333333333
CA12	2.7169
NCOA6	0.2445
C19orf58	0.6749
PPP4R1	-0.674333333333333
MAN1A2	0.8555
IKBKAP	-1.429
UPF1	0.240166666666667
KIAA1219	0.522
WNT16	0.2535
SNW1	0.23075
IL18RAP	2.07075
RPP30	-0.07275
CDC40	-0.193428571428571
SETD3	0.347333333333333
SLAMF6	0.04225
ELK4	-0.191
TRIM47	0.403166666666667
ACOX3	-1.342625
TRIM6	0.481875
KIAA0372	-0.496333333333333
TP53AP1	1.4045
SMURF2	-0.58575
ADAD1	1.04375
EBP	-1.0711
KRTAP13-2	0.055
FLJ36874	-0.376833333333333
TOR1A	0.173166666666667
P2RY4	1.498
GPBP1	0.07875
TRPV1	0.314375
ADAMTS12	1.08016666666667
PES1	0.1142
ATG4A	0.417833333333333
MAGEA10	-4.6465
WFS1	1.169
CC2D1B	0.0865
PABPN1	-0.28775
SLC25A30	0.4425
SLCO1C1	0.299166666666667
SLC22A5	1.3935
KIF23	-1.61383333333333
SYN2	-0.688
ASPN	7.62066666666667
CENTG2	-0.153
QSOX2	-1.8667
FLJ10815	0.0795
STK24	-0.2681875
SPEG	0.2235
STK10	-0.368833333333333
DACT2	-1.8025
AAAS	0.2095
SSX3	-1.00575
ABCD3	-0.0843
C4orf12	-1.0155
PARVG	0.272666666666667
FIG4	0.974
C9orf46	1.04375
TMCO6	-0.4185
IGHMBP2	-1.23225
DUS2L	-0.701833333333333
FAM3C	-1.2674375
TMEM16D	-2.725375
DCTN4	0.8945
KCNH3	-0.11125
EIF2AK2	3.142
AP1S3	-0.617375
CST4	0.8325
PAM	0.027375
NUTF2	-0.02525
CITED2	0.2695
SLC39A4	-1.7965
C2orf52	-0.9375
GRM3	-0.52025
C12orf49	0.331375
CCDC49	-1.2321
GRAMD1B	-0.799625
FNDC4	0.14275
SIAH2	0.463625
GDPD4	-0.14975
C21orf87	1.216
ATP5A1	-1.58716666666667
C16orf63	-0.549375
LOC388135	1.24966666666667
ATP5J2	-0.28
MMP3	0.685
EMID2	-0.02375
CRHR1	0.442
WDR70	-0.53
C13orf31	1.28725
ZFAND1	-1.6125
CCL18	2.4165
C3orf49	0.00600000000000001
RINT1	-2.38
KIAA0408	-1.33016666666667
F13A1	4.3789
SLC10A1	0.0465
OGN	2.451
GIPC2	-3.08533333333333
XPO6	-0.319333333333333
LCE1A	1.4285
FMR1	0.0314
LOC374920	0.199
DUSP3	-0.4395
ANKMY1	1.073
C7orf50	0.17525
BBS9	-0.7411
UNC119B	-0.216
C9orf72	-0.572375
MGC35440	-1.3925
ENTPD6	0.63525
PPP1R2P9	-0.331
ERCC4	-0.01625
FAHD2B	-0.5135
HMHA1	-0.391
HACL1	-1.82275
RAD23A	0.0783333333333333
FAM83B	-1.06275
PPP5C	0.141666666666667
RNASEH2C	0.2315
C9orf153	-0.146
SCAMP4	1.115625
GHITM	-0.3487
NDUFB7	0.448625
ADCYAP1	0.270666666666667
SP110	3.157
MAP3K7IP2	0.2585
DHH	0.166
AGRN	2.10857142857143
WDR33	0.716833333333333
CEP290	0.192
PRPS1L1	-0.945666666666667
KLRA1	0.375
GPR97	0.433
CHD7	-0.207166666666667
TLR10	-0.0253333333333334
SLC30A8	0.4765
HIC1	1.26316666666667
IAPP	-0.189
RXFP4	0.41875
GP1BB	2.091
SHQ1	0.3925
NKX2-3	0.398
API5	-0.0565
FTHP1	0.8465
MOV10L1	0.488666666666667
TRIM6-TRIM34	2.9415
ADHFE1	0.24825
FAM117A	-2.2965
DDI1	0.234
CDON	-0.322666666666667
TRIM73	-3.363
IGKC	3.5675
MMP14	1.10458333333333
DYNC1LI1	-0.00024999999999999
C11orf66	0.60875
TRBV3-1	-1.77225
FASTKD5	0.44375
BIVM	-0.76375
LHX4	-0.24225
CXCL2	-2.5864
RAB2B	-1.00766666666667
IZUMO1	-0.52275
MAP3K15	-1.66375
FAM19A2	0.577166666666667
ZC3H8	-0.575166666666667
ZMAT1	0.574125
SPINK5L3	-2.6705
SLC10A6	0.5865
APPL2	-0.49775
CARD10	-0.893333333333333
LOC402176	-1.599125
EEF1D	0.9861
RAB6A	0.4248
C12orf5	-1.46025
PAPOLG	0.0775
MSRB2	1.04575
BCR	1.04133333333333
PUS3	0.53125
TIAM2	0.37275
ZNF317	0.217
CHD2	-0.142785714285714
FZD5	-1.63690909090909
NUDT8	-0.7105
ZNF763	0.3085
PRC1	-1.78933333333333
ABCB9	1.11033333333333
SPATA3	0.531
TRAK2	-0.55425
STAB1	2.31875
LRRTM2	0.265333333333333
psiTPTE22	2.26
DBI	0.5125
SERPINA11	-0.844
NAT5	1.01525
C20orf58	-1.68575
RPS6KA4	0.0798333333333333
FLJ90650	-1.11475
TGFBRAP1	0.34425
CHRDL2	2.912875
FAHD2A	-0.847
CNTN1	0.86075
BBS4	-0.3682
TMEM181	0.452
MINPP1	-1.25025
MPHOSPH6	-0.190916666666667
HOXC10	2.9627
ITPKB	0.589375
CLPTM1L	-0.121125
MEOX2	-0.378166666666667
ATP6V0C	1.37225
PRPF8	-0.7265
TMC5	2.40075
FKBP3	-0.51525
PLEKHB2	-0.197
OR4D6	0.423
ZNF544	-0.4349
D2HGDH	-0.38425
RPL18A	0.102
HEL308	-1.356
MPP6	-2.5545
TCERG1	-1.503
KRT16	3.37783333333333
KLF17	-0.352
KLF5	-0.49425
CDR1	2.797
VCX3A	-3.8535
FBLN2	2.50975
C14orf104	-0.22975
HBE1	-4.734
OR4S2	0.8295
C1orf108	-0.270833333333333
ROBO4	3.418
CPEB4	0.4105
C11orf80	-0.1545
BCKDHA	0.158833333333333
MYOC	0.09675
GIF	-0.5525
CKMT1A	1.4595
RPL3	0.2029
THBS1	3.09925
APOO	-0.46075
ARMCX1	1.6525
HSZFP36	1.33
SNAPC5	0.40825
EIF4ENIF1	0.50725
ZNF433	0.683
TNFRSF21	-0.20925
TMPRSS7	-0.082
SPATA18	1.0259
HPDL	-2.031
MKL2	0.4828
TBX3	1.98330769230769
C21orf93	0.489166666666667
DAXX	0.76775
ELMO1	-0.409875
RGS13	1.94833333333333
TAF11	-0.88225
UNC13A	-1.8585
LOC653314	1.4255
ORC3L	0.575
IMAA	-2.916
TARBP2	-0.0605
CABIN1	0.2782
TRIOBP	0.3224375
HIST1H2AC	0.316125
RGS22	-0.6235
NCOA1	1.27083333333333
IL25	0.7865
SNCG	4.0115
GPR6	0.816
AMDHD1	-2.65566666666667
CHEK2	-0.7455
C6orf142	-0.6595
DRD4	1.08175
C14orf68	-0.94775
GDF11	-1.989
SEMG2	-0.61
CD247	-1.726
CDAN1	-0.106
RBMX2	-0.875833333333333
TGS1	-0.8775
OIT3	0.96875
SYF2	-0.1575
MCM4	-0.798375
PKHD1L1	0.385
CEP192	-1.384
IFT88	0.767
RPL9	-0.907857142857143
RAB32	-0.446125
DDX43	-2.32425
P2RX2	0.320333333333333
OR5D18	0.428
UBE1	0.880166666666667
SLC24A1	0.206375
ARHGAP5	-0.289
CETP	-0.4505
KIAA1731	-0.347833333333333
SLC9A4	0.2475
PTPN6	1.4495
BAHD1	-0.0565
GRIK3	0.4985
CACNB2	-0.7515
PDE10A	1.734
DGCR14	0.66775
PCDHB9	-1.43866666666667
RHOQ	0.124166666666667
MAP3K4	0.5485
KTI12	-0.0863333333333333
RPL23AP13	-2.239
GNG11	-1.07175
CLCN3	0.386333333333333
GPAM	-0.811625
VSTM2A	-0.2835
SLAMF7	2.0675
INTS2	-1.66825
PPP2CA	-0.6126
LRP12	-0.465533333333333
SEC14L2	2.61644444444444
DKFZP586H2123	2.97725
MC3R	0.5265
CIRH1A	-1.6405
HIST1H2AB	0.389
POLH	-0.59675
MGC16703	-0.827333333333333
SNAPC2	1.04
FILIP1L	1.444
RASGRP4	0.3565
LRRC1	0.84425
GAS1	0.735
PRAC	-1.17125
DGKA	0.420333333333333
NT5C3	0.2125
PEG3	-2.53108333333333
NADK	0.736
PRR17	2.37275
LOC374569	-0.38
SGSH	0.121333333333333
NLRP8	0.347
GALT	-0.5264
MCF2	-0.439
ZNF263	-0.1275
TACSTD1	1.08783333333333
TYR	-6.249
ATP6AP2	0.5885
RNUXA	-0.4015
ABHD10	-0.6896
GDPD2	-0.8615
SLC35C1	1.305
UBE2A	0.341
HERC5	1.51933333333333
FAM112B	-4.8415
FBXL16	-0.1015
DKFZP434A0131	-0.929
ELA3A	-1.986
RBM41	-1.845375
HAO2	-0.533333333333333
RNH1	0.19325
SHANK2	0.741333333333333
OSBP2	-1.252875
DAK	0.412166666666667
C3orf58	0.414416666666667
TCL1B	-1.254
KBTBD2	-0.7265
SUGT1L1	0.22275
UBE2E2	-0.302833333333333
MYL9	3.44925
CDC23	-1.102
PBXIP1	2.1603
CXorf40B	-0.668
NBL1	1.34725
RTBDN	0.31
RAB11FIP5	0.91775
TTTY13	-0.3875
SCOTIN	0.996083333333333
SOHLH1	-0.858833333333333
CDKN1A	0.401857142857143
NCK1	0.00575
ZNF550	-1.20175
SAPS3	-0.379583333333333
SPIN3	-0.852333333333333
MAGEE2	0.03775
MIS12	-1.24833333333333
OR8H2	0.4105
KIAA0774	-0.977
UNC5D	-1.4215
CUL7	0.0648333333333333
LIPC	-3.33516666666667
DIO1	2.967
C20orf11	0.1681
CTRL	-0.6935
HS3ST2	0.43575
PAK4	1.6735
CCRL1	4.85675
RNF10	0.657875
ZNF567	-0.463
ZNF660	0.0775
TCEAL3	0.878
MAGOH	-0.178333333333333
CENPB	0.3875
C19orf7	0.3125
LOC388965	-0.2015
ZCCHC13	0.4595
JMJD1A	-0.6462
HIST1H4H	0.455
TBRG1	-0.8643
GPC3	-4.178
TAF1C	-0.5095
EBNA1BP2	-0.9215
CIAPIN1	-0.48875
PDGFRA	-0.653944444444444
CSTB	0.40575
CENPI	-1.78433333333333
GTF2E2	-1.07833333333333
RPP21	0.39575
CCNF	-0.872166666666667
KCNQ3	1.305
FAM79A	0.8775
SLC22A12	0.694
NOVA1	-2.0675
FZD3	0.4982
AKAP8	-0.101
SOCS5	-0.32725
CFDP1	-1.01175
DLG5	0.74625
PGM5	-0.240583333333333
C1orf144	0.47375
HDAC10	-0.816
RND2	-0.521
C20orf199	-0.80275
RNMT	-1.27275
SLURP1	2.364125
ASTN1	-0.1755
SH3BGR	1.09625
MYCL1	0.602875
ZHX1	0.0178333333333333
CENPK	-4.67125
FOSB	-0.121
LOC643406	-0.0175
C2orf59	-0.34325
TMEM135	-0.063
SLC27A2	-0.744
KRT33A	3.595
OVOL1	0.523
PAMCI	-3.41133333333333
S100A7	3.512
ZNF789	-1.633
HARS2	-0.05175
RPL23A	-0.830166666666667
TCF23	0.178
UPF3B	-1.637
C17orf78	-0.1275
HLA-DOB	0.418333333333333
C14orf142	-0.226333333333333
TEKT5	1.50783333333333
DMWD	0.64
POLD1	-1.65066666666667
GSCL	0.289
CALD1	0.7312
SCRT1	1.21616666666667
AIG1	1.6825
UNC84B	0.69825
ZNF404	-0.42025
TMED6	-2.993
KIAA1462	0.4855
LRRC27	1.84366666666667
PYGO1	-0.2425
PIGU	-1.06283333333333
ALAS2	-4.11616666666667
WRNIP1	0.24775
CNNM3	-0.0835
ZNF2	0.2955
ST3GAL5	-0.5325
MRPL23	0.3165
TSSK6	0.324
PSMA6	0.27175
C16orf70	-0.88575
KIAA1602	0.254
ALMS1	-0.116833333333333
DCN	2.034625
TMEM132D	-0.954
SUCLG2	0.01475
ABHD14A	1.03675
DEXI	0.388333333333333
AMPD2	-1.23866666666667
IFNAR2	0.277166666666667
CYB5A	2.3054
TLOC1	0.4973
NXF5	-0.457666666666667
NRBF2	-0.199875
KCTD3	1.1815
ITGAE	-1.526
SLC30A3	-1.751
ZRF1	-0.6615
IFRD2	-0.73325
XAB1	-1.0315
PYCR2	0.290166666666667
SERPINB3	-3.6345
TMLHE	-0.0818
GEFT	-0.187
ABCA5	-0.62675
EMR4	0.04875
TSFM	0.40325
HIST3H2BB	0.053
ARHGEF19	1.17075
TSPAN17	0.952166666666666
ABCC8	3.96175
MAP1S	0.707333333333333
C22orf36	2.141
BNC2	-0.0887142857142857
HIST1H4A	-0.3465
NDUFS3	-0.769666666666667
WDR3	-0.577666666666667
XKR4	-1.404
TTC33	-0.85
STMN2	4.31025
CPN2	-0.545
HSPC105	0.109875
PCOLCE2	-5.501
C3orf55	0.237
KLHDC9	2.965
TBC1D23	0.02325
ATXN2L	-1.08083333333333
MAP2K3	0.0601666666666667
SCAP	0.106
ZNF486	1.36416666666667
C20orf96	1.31675
NARS	-1.02
ADAMTSL1	-0.665
PRCC	1.396
CCDC126	0.400166666666667
ZNF675	-0.06375
CALCOCO1	0.432
ANKRD43	1.4185
CWF19L2	-0.383166666666667
ZBTB32	1.37033333333333
BRAF	0.26575
ODF4	0.34975
MGC14376	0.876833333333333
HORMAD1	-2.16866666666667
AAK1	-0.0750833333333334
PEBP1	1.08366666666667
TNFSF5IP1	-1.076
DKFZp564N2472	0.5155
RMND1	0.879625
IGKV1-5	3.84375
COL1A2	3.52616666666667
SERPINA5	-0.961375
AANAT	0.526
C19orf21	0.552333333333333
GEMIN5	-0.21925
UBR4	-0.537666666666667
LTBP3	0.970333333333333
AMHR2	-2.436
PROCR	-1.26125
MYBBP1A	-0.7095
C20orf39	0.888833333333333
ZNF697	-0.4885
PASK	-0.9288
ZNF776	0.466833333333333
RFXDC2	-0.2955
KIAA0467	0.1305
C10orf96	-1.369
ZNF503	-0.38275
GULP1	-1.32675
KCNE4	0.907
DKFZp434K191	-0.600875
LOC196913	0.00599999999999999
BHLHB4	2.109
CH25H	0.93725
LOC81691	-1.19533333333333
ALPL	1.3955
COL12A1	3.519
FOLR3	-2.75383333333333
GPR123	-0.240625
TRIM62	0.291214285714286
ABLIM1	0.753333333333333
MAST3	-0.50875
RHBDD1	-0.223
LOC338809	-0.2425
RYBP	0.5245
TTC26	-0.30725
ZNF22	-0.0301666666666667
ISCA2	-0.39175
RDM1	-2.88225
PIGM	0.51175
GNB3	-0.8975
ACTR2	0.045
HMGB1	-0.22445
EDG1	1.66466666666667
SOAT2	-1.0015
OR10AD1	0.159
RAP1GDS1	-0.358
LCE1F	0.593
ESM1	-0.37775
RCN3	3.162
CREBL1	-0.632
DBNL	-0.344833333333333
PTGER3	3.046125
USP30	0.254333333333333
BCL2L12	-0.336666666666667
KIF26B	2.43325
ZNF416	0.04775
ZNF225	0.179
C17orf70	0.418
ZNF554	0.76
RAE1	-0.254166666666667
TNIK	-0.373
ACTN3	1.309
MGC45922	1.877
CCNA1	-0.356833333333333
RYK	0.644
IL26	0.23
LRP3	1.89083333333333
QARS	-0.083
SOX7	0.424142857142857
BID	-0.410875
OR2S2	0.013
CXCL14	5.55375
C11orf47	-0.7235
MGC29891	1.549
HSPB8	2.9014
PRDM14	-0.733
NUFIP2	0.20525
MNAT1	-0.605125
ZDHHC2	-2.36925
MBNL2	-0.031125
ADD3	1.58625
CSNK2A1P	-0.2325
KLK6	-0.660833333333333
TMEM111	-0.051
KIAA1279	0.84725
NUBP2	0.299833333333333
RAB42	-0.677
ID3	-0.4736
TM9SF1	0.85175
MDP-1	-0.35075
POU4F2	0.583
IQCK	1.3885
C16orf14	-0.21775
CAPN3	-1.59175
FAM43B	-0.73075
RECQL	-1.05875
AP1G1	-0.645428571428571
CTNNBL1	0.0695
ECHDC1	-0.6875
SMARCC1	0.5599
FOXQ1	-0.39675
GNAI3	-0.263166666666667
POLG2	-2.24425
CD4	1.522375
ITLN1	-1.084
EBI2	1.20225
IRF1	1.1775
PTPRE	2.1056
PTK2B	0.17025
NXNL2	-1.0005
SOX4	1.12572222222222
TSPAN3	0.477833333333333
SH2D1A	-4.53016666666667
C8orf58	-0.3925
USP20	-0.42325
DUSP22	-0.937916666666667
CALB1	-2.7766
L3MBTL2	1.72875
MCRS1	-0.834
TMEM118	-0.262333333333333
C18orf8	-0.235333333333333
FLJ10241	-0.343
GJA12	0.10175
PKD1	0.0561666666666667
ZFP3	0.574
JAM3	-0.919
LAPTM4A	1.2753
DIRC2	-0.41625
KIAA2022	-0.165
MYOM1	0.0601666666666667
TRPM8	-1.42766666666667
MOP-1	1.4305
PHKG2	0.363
ZNF650	0.374625
KIAA1522	1.943375
PSG8	-1.06766666666667
DDX19B	-0.859
MOBKL1B	-0.589
DIAPH2	0.8225
PTPN12	-0.56725
CLN8	-1.6169
CRYZL1	0.0771666666666667
CRY2	0.2605
FCGR2B	1.77066666666667
PNPLA4	1.441125
ZNF454	0.5005
DKFZp434B1231	-0.154
CLDN11	0.1775
RFWD2	1.058
CIB2	0.360333333333333
MXRA8	4.912
HRK	1.3495
MAML2	-0.07725
C4orf31	0.36225
C6orf192	-0.7165
COG6	0.0685
FAM5B	1.08525
NFATC1	0.5285
SEPT10	-0.8575
SCYL1	0.0835
RPP40	-0.30025
SCOC	-1.184
KIAA1450	-0.44175
CTDSPL2	-0.79275
TBX5	2.3055
NAPG	-0.372
RHD	-4.28775
C14orf45	1.40066666666667
ZBTB22	1.2975
PLCG1	-0.5045
ANKRD10	-1.781625
AQP7P2	-0.58475
TAGLN2	1.0175
HTR2C	-0.915166666666667
SLC16A7	-1.23216666666667
C17orf83	-0.54125
TSGA14	-0.4625
MDH1	-0.2665
PPP3R2	0.225
DCBLD2	-1.80535714285714
RBM33	-0.4885
DPH3	-1.0505
SYT10	-1.057
FMO4	3.3155
THYN1	-0.766
DRD5	-2.253
OTOR	2.133875
PGRMC2	-1.0077
KATNAL1	-0.344625
PAQR6	-1.92675
UBE2I	-0.232
C14orf28	-0.459
C8orf70	1.35825
FLYWCH1	-0.329
ANGPTL3	-0.89425
GLRX2	1.09383333333333
ATP11A	-0.544785714285714
ARL5B	-0.21975
MUC16	-1.8485
SLC25A5	-1.37907142857143
ACRC	-1.07175
MYO1C	0.073
FAM89B	1.67833333333333
FAS	0.53575
KIFAP3	0.77525
GLRA2	0.4785
BTN3A2	1.3477
CNKSR3	-0.8345
CSTF3	-0.177833333333333
ARPM1	1.871
KIAA1530	-1.4725
C9orf150	3.2575
PRKCI	0.59975
tcag7.1015	-1.00425
SOD3	-0.102
ZNF574	1.03125
CYP21A2	3.17525
RPL12	0.26075
COMMD2	-1.2115
WIZ	0.15775
LOC344405	-2.50675
ALDH4A1	-0.0499411764705882
CRYAB	1.99125
COPA	0.8954
PCDHGA7	0.810166666666667
KIF11	-1.20708333333333
RASD2	0.636375
SLC26A3	0.301
ZNF175	-0.731
JAKMIP2	-2.536875
C8orf4	1.60116666666667
PTHLH	0.69825
SLC40A1	5.22316666666667
OR7D4	0.568833333333333
PCDHB17	-0.5065
CD36	5.30178571428571
C6orf203	1.09
PRKG2	0.7445
LOC400566	1.12675
ANAPC13	-0.0535
SLCO3A1	-0.2845
ZNF692	-1.3195
FANCL	-1.952
SH3GLB1	0.6905
C12orf61	0.409
KBTBD6	1.3115
SUPT5H	0.5715
XRCC6	-0.4423
HUS1B	-0.3561
FAM133B	-0.457142857142857
LOC728276	0.2425
KCTD18	0.448
SOS2	0.6
CCDC99	-1.4975
C1QTNF5	4.085
NNAT	0.009
USP16	-0.358
LARS	-0.666625
ZBTB2	1.035625
ABO	0.0791666666666667
TRAF3	0.5005
GALNT5	-1.0575
NAP5	1.60625
ALG14	0.487833333333333
KIAA0515	0.214884615384615
WDR75	1.25266666666667
TEX261	0.0766666666666667
LY86	0.093
LOC389072	-0.7615
FLJ13611	-0.1695
MRGPRX2	0.016
SNRPA	-0.2835
OR2G2	0.3105
GPRASP2	-0.7325
C7orf42	0.498
C9orf163	-0.2085
CYP11B2	-0.253
FCRL3	0.309333333333333
PRDX1	0.10375
FGB	-2.75066666666667
COX17	0.228833333333333
C16orf33	-0.4855
PIWIL1	-0.3995
FOLR1	-3.03066666666667
KIAA0082	0.0695
FREQ	-0.100833333333333
TMCC2	-1.094
TCF12	0.24525
ZNF721	0.1015
FAM130A2	0.44975
POU4F1	-2.842
SNRPF	-0.04875
SGIP1	1.818
ZNF641	-0.611833333333333
EMG1	-1.025625
PRRG4	1.621
HIRA	-3.303
MYNN	0.917833333333333
AEBP2	-1.24175
TBXA2R	0.0385
ISL2	-1.0638
PCDHB11	-0.7385
RNF144A	-0.712
MARCH5	0.617375
DULLARD	-0.863
DCLRE1B	-0.585833333333333
ITGA8	0.4295
TP73	0.245625
PRKCD	1.94275
NDUFB4	0.6235
ATP13A4	2.118875
ANTXR2	-0.533166666666667
COL4A3	-0.5425
MYO10	-1.1873
SLC6A18	0.7565
PEX1	-0.8675
TMEM74	-0.7695
RBM19	-0.2655
TAPBP	0.78475
RUNX1	0.519125
MID1	0.73725
GPR64	-2.03
RASEF	3.007
GABRG1	0.1445
MYO16	-0.585333333333333
DBF4	-1.38816666666667
TSHZ2	1.60025
RIPK2	0.60825
PPTC7	-0.529333333333333
KIF4B	-0.9845
LRRC31	1.07575
ZNF540	-0.10075
EFNB3	-0.3165
LOH12CR1	0.9685
STON2	0.509333333333333
GLP1R	0.49225
CSTF2T	-0.93825
IREB2	-0.980125
GRSF1	-1.09225
PDCD7	-0.384
LRRC43	2.636
CNR1	-0.229666666666667
IL1F7	-0.0685
C12orf64	-0.00933333333333333
FAM69B	-1.01275
NR2E1	-2.32966666666667
MS4A6A	0.9741
FTL	-0.3038
C7orf36	-0.13325
PCLO	1.964
DYRK2	0.701583333333333
ARIH2	-0.4555
SAMD7	0.075
SCNN1D	-0.948
SLC32A1	-0.696
C22orf25	0.000333333333333329
MRPS18A	0.00680000000000001
GPR112	0.658
EARS2	-0.65475
ERN2	0.3
ATPBD3	0.489166666666667
PRH2	-0.0845
CDKN2D	-0.666333333333333
PGLYRP2	3.64075
TRIM40	0.15525
SEC14L3	0.225
SLC22A1	0.548
BTN2A3	0.0255
RASA4	-0.33675
CCNL2	-0.725916666666667
MYBPC3	0.429
GJA4	3.14925
CDC42SE1	1.307875
TRPV2	-1.4575
MYPN	-3.8611
SIM1	0.35
CDADC1	0.277333333333333
ZFHX4	1.424
NIBP	1.56116666666667
ADAMTS19	-0.93825
ABTB2	-0.7845
TSPYL2	-0.215
EIF2S3	-0.2802
SOX30	-0.2165
AP2A1	0.529666666666667
DKFZP564O0523	-0.673166666666667
LOC285398	0.117
CDH18	-4.834
CHL1	2.06575
GATS	-0.256
TBC1D2B	0.316
OR1J1	-0.4515
GSN	0.977666666666667
DPCR1	0.037375
GARNL4	-0.721166666666667
SMARCA5	-0.00274999999999999
PLEKHG3	0.424833333333333
ZBTB45	0.81
FRMD6	0.148666666666667
PLS1	-1.86566666666667
DGKZ	0.786333333333333
EFNA1	1.8008
WDR85	-0.755625
ANK2	-0.331
PAGE4	-1.41566666666667
SENP6	-0.156666666666667
AKR7A2	-0.476
FKBP10	-1.26075
VEGFC	-1.89366666666667
LARP1	0.563125
SRBD1	0.0985
ITGB6	3.70825
SLC1A2	-0.424714285714286
INVS	-0.1635
MPO	0.75625
MOBKL3	0.1737
CUTL2	-1.388875
KLK2	0.1615
VIM	-1.12075
REG1B	0.399166666666667
PCDHGC4	0.1555
C3orf34	1.63016666666667
SUMO3	0.7075
CST9L	-1.068
MLL4	-0.032
SPR	0.972666666666667
SAMD9L	2.50825
ABCE1	-1.306
SUPT3H	-0.108666666666667
ACTBL1	0.3175
ADAMTS4	2.16383333333333
SLIT3	3.52175
RHEBL1	-1.7545
NPM2	-0.928
MAN1C1	0.09175
KIAA1856	1.1745
HSPA6	0.26475
LOC388152	-0.557
C10orf140	-1.44225
ZDHHC12	0.2585
LIN7A	-1.8729
PHC2	0.15
SPHK1	-0.53
TRIM26	0.954875
FAM83E	2.0135
C18orf24	-1.74233333333333
ZNF578	0.097
ORAI1	-0.724
RUVBL1	-0.648833333333333
C7orf20	-0.9505
APAF1	-1.96
SLC36A4	-1.70783333333333
MYH11	4.48383333333333
NEK1	-0.8185
MPP2	-0.508625
C12orf24	-2.84075
TNK2	1.1739375
ZNF289	-0.15225
MATN3	0.124428571428571
IFNGR2	1.62716666666667
ITPR1	0.050875
EBF3	2.2385
TBC1D20	0.9415
OR10P1	0.26975
DDAH2	1.517
SHPRH	-0.892
STX7	-0.455
LOC554248	-2.80925
BCAR1	0.1335
ATXN3	0.35575
TRIM27	-0.06525
CDC42EP2	0.6075
CHP	-0.155857142857143
SOX17	2.444625
ZNF259	-0.3305
CHCHD1	0.1545
ZDHHC19	0.2035
GBP2	3.7485
GARNL3	1.06
MRC2	0.826
C1orf52	-0.3665
AOF2	-0.315333333333333
LRPPRC	-0.6315
ACVR1C	-0.852833333333333
TM4SF18	2.08383333333333
TMEM169	-0.471
PPP1R16A	0.72225
EBF1	1.27533333333333
RRS1	-0.065
SNX2	-0.12125
OR2T2	0.848
RBX1	0.18225
ANKRD54	0.9815
TSNAX	0.0605
TMEM83	-2.254
ZBTB7A	1.6395
ATM	-0.896818181818182
LOC338328	1.67566666666667
TIE1	1.25433333333333
HIST1H3G	-1.0505
PASD1	-4.61083333333333
TINAG	0.739
PCDHAC2	0.662
LRRC15	1.377875
WBSCR17	-0.6485
TFF2	0.2765
PARP2	-1.01525
NDFIP2	-0.69725
PCDHGB2	0.135
WDR60	-0.37775
MAP7D2	-1.2044
USP45	-0.9185
GSDML	-0.335
TNS1	0.249
PLCD4	-0.36475
IQCD	0.554
SMPX	0.19825
CD9	1.6195
SRGN	-0.4155
CASP7	1.04425
INOC1	0.00366666666666667
DKFZp451M2119	-1.343125
VMAC	1.9035
USP53	-0.9232
CAMK1G	-0.35225
TMEM106A	-0.1095
CDC20	-1.4005
ACSL5	1.3815
CBWD5	-0.661
C1orf87	-1.2988
KIAA1274	-0.502
PRUNE2	-0.987285714285714
LYPLA2	0.721166666666667
DOK6	-0.654833333333333
GPR149	-0.46775
FAM30A	2.267
TMEM129	-0.6295
SLC35B3	-0.08975
ACPP	-0.2269
LOC200261	-0.692
SLC4A7	0.2904
CCDC40	3.18425
GART	-1.386125
THOP1	-1.157
SCARB1	-0.674375
CACNA1F	0.23575
TRIAP1	-0.374333333333333
SYT14L	0.9315
SFRS8	-0.1565
PBOV1	0.32525
GOLSYN	1.85275
GJB7	-1.34
CAMK2N1	0.147083333333333
GREM1	3.91616666666667
FLJ20433	0.71075
QPCT	-4.304625
PRKAG2	1.11266666666667
H2AFX	-1.021
C6orf154	0.464
PLOD3	-0.93175
ZBTB39	-0.202833333333333
WASF3	-0.842166666666667
DRG1	-0.09575
PRR4	0.5355
SPCS1	-0.7725
KDELR3	-0.0801666666666667
SRP19	0.261833333333333
GABRA6	0.3385
MFSD1	-0.27075
MMEL1	3.23675
PDXDC2	-0.6988
BUB1	-2.34366666666667
RNF138	-1.9675
MYLPF	-0.152666666666667
