Hybridization REF	TCGA-A2-A0CQ-01A-21R-A034-07
MGC35440	0.64375
ENTPD6	0.340125
PPP1R2P9	0.309666666666667
ERCC4	0.819
FAHD2B	-0.2445
HMHA1	0.3985
HACL1	-0.53275
RAD23A	0.139333333333333
FAM83B	-3.078
PPP5C	-1.102
RNASEH2C	0.5465
C9orf153	-1.08625
SCAMP4	0.96825
GHITM	0.1004
NDUFB7	0.310125
ADCYAP1	-0.457166666666667
SP110	2.30283333333333
MAP3K7IP2	-0.1655
DHH	0.0125
AGRN	0.313857142857143
WDR33	0.258166666666667
CEP290	0.949333333333333
PRPS1L1	-2.2645
KLRA1	-0.3775
GPR97	-0.1425
CHD7	-1.20658333333333
TLR10	1.95125
SLC30A8	0.768
HIC1	0.815833333333333
IAPP	0.6775
RXFP4	0.43875
GP1BB	1.662
SHQ1	0.6535
NKX2-3	0.200333333333333
API5	-0.514
FTHP1	0.3225
MOV10L1	0.463666666666667
TRIM6-TRIM34	3.074
ADHFE1	1.05875
FAM117A	-0.892
DDI1	-0.27325
CDON	0.943333333333333
TRIM73	-0.0985
IGKC	0.8795
MMP14	-0.546916666666667
DYNC1LI1	-0.703625
C11orf66	0.81625
TRBV3-1	-1.69733333333333
FASTKD5	-0.14075
BIVM	-2.794
LHX4	0.071
CXCL2	-0.4813
RAB2B	-0.146833333333333
IZUMO1	-0.67375
MAP3K15	-2.640625
FAM19A2	0.27
ZC3H8	-1.81433333333333
ZMAT1	2.860125
SPINK5L3	-2.50875
SLC10A6	-0.1165
APPL2	-0.542875
CARD10	0.00233333333333334
LOC402176	-1.729875
EEF1D	0.9794
RAB6A	0.2704
C12orf5	-0.837125
PAPOLG	0.9235
MSRB2	1.39975
BCR	0.274111111111111
PUS3	0.5295
TIAM2	-0.95675
ZNF317	0.137666666666667
CHD2	0.2205
FZD5	-2.61595454545455
NUDT8	-1.09825
ZNF763	-0.222
PRC1	-1.70766666666667
ABCB9	1.31416666666667
SPATA3	0.06575
TRAK2	0.27525
STAB1	3.289625
LRRTM2	-0.4095
psiTPTE22	1.91925
DBI	0.5995
SERPINA11	-1.7985
NAT5	0.273
C20orf58	-2.77125
RPS6KA4	0.688
FLJ90650	-1.3295
TGFBRAP1	0.579
CHRDL2	1.1795
FAHD2A	-0.697833333333333
CNTN1	0.15925
BBS4	0.4887
TMEM181	-0.548
MINPP1	-1.7615
MPHOSPH6	-0.93575
HOXC10	2.2433
ITPKB	0.842375
CLPTM1L	-0.54575
MEOX2	-0.985333333333333
ATP6V0C	0.58725
PRPF8	-0.0656666666666667
TMC5	3.97775
FKBP3	-0.53625
PLEKHB2	-0.294375
OR4D6	0.0695
ZNF544	-0.4196
D2HGDH	0.418875
RPL18A	-0.7253
HEL308	-0.52875
MPP6	-4.75725
TCERG1	-1.651
KRT16	-0.865166666666667
KLF17	-1.79
KLF5	-0.43925
CDR1	0.88675
VCX3A	-3.473
FBLN2	0.639125
C14orf104	-0.231
HBE1	-4.3015
OR4S2	0.9435
C1orf108	-0.951
ROBO4	3.50133333333333
CPEB4	1.2435
C11orf80	-1.05916666666667
BCKDHA	0.414
MYOC	0.64725
GIF	0.404
CKMT1A	1.441
RPL3	0.5964
THBS1	2.635
APOO	-0.7325
ARMCX1	1.6295
HSZFP36	0.9485
SNAPC5	-0.3545
EIF4ENIF1	1.00525
ZNF433	0.2925
TNFRSF21	-1.507
TMPRSS7	-0.6725
SPATA18	-0.482
HPDL	-3.2635
MKL2	1.7973
TBX3	0.6
C21orf93	0.6605
DAXX	0.37075
ELMO1	0.69625
RGS13	0.966
TAF11	-2.4235
UNC13A	-2.3085
LOC653314	-0.4442
ORC3L	-0.8815
IMAA	-1.5085
TARBP2	-0.4465
CABIN1	0.5099
TRIOBP	0.3241875
HIST1H2AC	1.21275
RGS22	1.75283333333333
NCOA1	1.58066666666667
IL25	2.2855
SNCG	1.732
GPR6	0.335
AMDHD1	0.334
CHEK2	-1.19375
C6orf142	-1.06175
DRD4	1.0465
C14orf68	-0.88075
GDF11	-2.799
SEMG2	0.748
CD247	-2.432
CDAN1	-0.085
RBMX2	-0.392666666666667
TGS1	-1.22175
OIT3	-0.5495
SYF2	-0.069
MCM4	-1.823625
PKHD1L1	-0.390142857142857
CEP192	-1.11833333333333
IFT88	1.37
RPL9	0.225214285714286
RAB32	-1.321875
DDX43	-4.08325
P2RX2	0.808666666666667
OR5D18	0.576
UBE1	-0.00558333333333334
SLC24A1	0.750125
ARHGAP5	0.269
CETP	-0.93525
KIAA1731	-0.309166666666667
SLC9A4	0.511
PTPN6	1.57875
BAHD1	0.5765
GRIK3	1.3745
CACNB2	-0.4017
PDE10A	-1.28275
DGCR14	0.103
PCDHB9	-1.32383333333333
RHOQ	-0.2645
MAP3K4	-0.81325
KTI12	-0.035
RPL23AP13	0.66075
GNG11	-1.349
CLCN3	1.3805
GPAM	-1.272375
VSTM2A	0.326
SLAMF7	1.55366666666667
INTS2	-1.36675
PPP2CA	-0.4453
LRP12	-1.8334
SEC14L2	2.72944444444444
DKFZP586H2123	2.112
MC3R	-0.08
CIRH1A	-2.23966666666667
HIST1H2AB	1.54416666666667
POLH	-0.5985
MGC16703	-1.8355
SNAPC2	0.7765
FILIP1L	-0.09975
RASGRP4	0.6235
LRRC1	0.947
GAS1	-0.3715
PRAC	-0.804
DGKA	-0.313
NT5C3	-0.6795
PEG3	-2.92458333333333
NADK	-0.3405
PRR17	1.24975
LOC374569	-0.76525
SGSH	1.0795
NLRP8	0.2485
GALT	-1.3342
MCF2	-0.4145
ZNF263	0.205
TACSTD1	0.6395
TYR	-6.0126
ATP6AP2	-0.0905
RNUXA	-0.60725
ABHD10	0.1083
GDPD2	-1.25825
SLC35C1	-0.56325
UBE2A	0.153875
HERC5	-1.21233333333333
FAM112B	-3.993
FBXL16	3.2475
DKFZP434A0131	-0.15025
ELA3A	-2.508
RBM41	-0.93225
HAO2	-0.21125
RNH1	0.25525
SHANK2	1.35316666666667
OSBP2	-1.483125
DAK	0.180666666666667
C3orf58	-0.792583333333333
TCL1B	0.161
KBTBD2	-0.8535
SUGT1L1	0.97425
UBE2E2	-1.65466666666667
MYL9	2.081375
CDC23	-1.01133333333333
PBXIP1	1.9274
CXorf40B	0.2475
NBL1	-0.73875
RTBDN	0.9425
RAB11FIP5	0.947875
TTTY13	-0.7225
SCOTIN	0.315666666666667
SOHLH1	-0.354833333333333
CDKN1A	-0.155
NCK1	-0.792
ZNF550	-1.382
SAPS3	0.2025
SPIN3	0.718333333333333
MAGEE2	-0.442
MIS12	-0.9145
OR8H2	0.253
KIAA0774	-1.23383333333333
UNC5D	-4.2165
CUL7	-1.12583333333333
LIPC	-2.98066666666667
DIO1	-0.597
C20orf11	-0.1795
CTRL	-0.499
HS3ST2	-1.46575
PAK4	1.40416666666667
CCRL1	2.4495
RNF10	0.884625
ZNF567	0.28875
ZNF660	-0.2545
TCEAL3	2.01925
MAGOH	-0.21
CENPB	0.235166666666667
C19orf7	0.613625
LOC388965	-0.1135
ZCCHC13	0.4335
JMJD1A	-0.919
HIST1H4H	1.014
TBRG1	-0.6549
GPC3	-2.96375
TAF1C	-1.14125
EBNA1BP2	-0.789
CIAPIN1	-1.31
PDGFRA	-2.02005555555556
CSTB	-0.173625
CENPI	-2.54216666666667
GTF2E2	-0.971666666666667
RPP21	-0.85475
CCNF	-1.2805
KCNQ3	1.596
FAM79A	0.79125
SLC22A12	0.91
NOVA1	1.85733333333333
FZD3	0.4263
AKAP8	-0.48475
SOCS5	-0.17875
CFDP1	-1.8935
DLG5	1.21975
PGM5	0.4675
C1orf144	0.2005
HDAC10	-0.6515
RND2	0.1885
C20orf199	-1.10275
RNMT	-1.40275
SLURP1	0.647625
ASTN1	-0.583375
SH3BGR	2.29325
MYCL1	-1.407125
ZHX1	-0.340166666666667
CENPK	-3.6105
FOSB	3.0413
LOC643406	0.13975
C2orf59	-0.392875
TMEM135	-0.19875
SLC27A2	0.01425
KRT33A	1.414
OVOL1	0.979
PAMCI	-2.8825
S100A7	-0.41
ZNF789	-0.863
HARS2	-0.3215
RPL23A	-0.541166666666667
TCF23	0.658
UPF3B	-1.36875
C17orf78	0.0445
HLA-DOB	0.633833333333333
C14orf142	0.106833333333333
TEKT5	1.55283333333333
DMWD	0.366
POLD1	-1.57783333333333
GSCL	0.3585
CALD1	-0.6735
SCRT1	0.504
AIG1	0.87925
UNC84B	-0.517
ZNF404	-1.89075
TMED6	-3.4045
KIAA1462	-0.4455
LRRC27	1.748
PYGO1	-0.424
PIGU	-0.903166666666667
ALAS2	-3.51733333333333
WRNIP1	0.022125
CNNM3	0.853
ZNF2	0.25425
ST3GAL5	-0.186666666666667
MRPL23	-0.17225
TSSK6	0.116
PSMA6	-0.5665
C16orf70	-0.6925
KIAA1602	0.45475
ALMS1	0.775666666666667
DCN	0.65
TMEM132D	-0.446
SUCLG2	-0.36325
ABHD14A	1.38075
DEXI	1.13533333333333
AMPD2	-1.232
IFNAR2	0.0145
CYB5A	1.9768
TLOC1	-0.23615
NXF5	-0.7235
NRBF2	-0.830375
KCTD3	2.1755
ITGAE	-1.62983333333333
SLC30A3	-2.25883333333333
ZRF1	-1.106
IFRD2	0.06375
XAB1	-0.98175
PYCR2	0.95
SERPINB3	-4.534
TMLHE	-0.6928
GEFT	-1.088875
ABCA5	0.221
EMR4	0.398
TSFM	-0.1675
HIST3H2BB	0.7485
ARHGEF19	0.98775
TSPAN17	-0.427166666666667
ABCC8	5.334
MAP1S	0.613
C22orf36	0.19725
BNC2	-0.601571428571429
HIST1H4A	-0.63975
NDUFS3	-0.136166666666667
WDR3	-0.782666666666667
XKR4	-0.77175
TTC33	-1.9855
STMN2	3.64575
CPN2	-0.901666666666667
HSPC105	0.799
PCOLCE2	-4.86675
C3orf55	0.5915
KLHDC9	4.0165
TBC1D23	0.067375
ATXN2L	-0.626333333333334
MAP2K3	0.242666666666667
SCAP	-0.1245
ZNF486	0.363333333333333
C20orf96	1.50625
NARS	0.0515
ADAMTSL1	0.372071428571429
PRCC	1.17783333333333
CCDC126	1.00075
ZNF675	-0.365
CALCOCO1	0.403
ANKRD43	0.244
CWF19L2	0.251333333333333
ZBTB32	0.280833333333333
BRAF	0.323
ODF4	1.00225
MGC14376	0.7835
HORMAD1	-2.56033333333333
AAK1	0.2445
PEBP1	1.54425
TNFSF5IP1	-0.2285
DKFZp564N2472	0.42525
RMND1	-1.439125
IGKV1-5	2.0955
COL1A2	1.99908333333333
SERPINA5	1.170625
AANAT	0.5505
C19orf21	0.720833333333333
GEMIN5	-0.1415
UBR4	-0.388166666666667
LTBP3	1.62233333333333
AMHR2	-2.48383333333333
PROCR	0.17975
MYBBP1A	-0.03425
C20orf39	1.4285
ZNF697	0.0726250000000001
PASK	-0.1686
ZNF776	1.13133333333333
RFXDC2	0.273
KIAA0467	0.10125
C10orf96	-1.57575
ZNF503	-0.44875
GULP1	-2.55091666666667
KCNE4	4.17683333333333
DKFZp434K191	-0.293
LOC196913	0.205
BHLHB4	1.493
CH25H	1.2365
LOC81691	-1.32433333333333
ALPL	0.637785714285714
COL12A1	2.0575
FOLR3	-2.59816666666667
GPR123	0.032375
TRIM62	0.615357142857143
ABLIM1	1.091
MAST3	-0.4115
RHBDD1	0.879833333333333
LOC338809	0.058
RYBP	1.49475
TTC26	-0.140625
ZNF22	-0.381666666666667
ISCA2	-0.36825
RDM1	-1.00425
PIGM	0.62225
GNB3	-1.7635
ACTR2	0.1914
HMGB1	0.0745
EDG1	1.84883333333333
SOAT2	-3.6805
OR10AD1	0.155
RAP1GDS1	1.0815
LCE1F	0.2895
ESM1	-1.9125
RCN3	1.336
CREBL1	-0.6025
DBNL	-0.897833333333333
PTGER3	0.860625
USP30	-0.105833333333333
BCL2L12	-0.838
KIF26B	2.09175
ZNF416	0.26175
ZNF225	-0.182
C17orf70	0.1255
ZNF554	1.23225
RAE1	-1.20883333333333
TNIK	1.273
ACTN3	0.3515
MGC45922	1.6205
CCNA1	-1.8075
RYK	0.82
IL26	0.4265
LRP3	1.19033333333333
QARS	-0.4325
SOX7	0.730928571428571
BID	-0.2555
OR2S2	0.553
CXCL14	3.55975
C11orf47	-0.521
MGC29891	1.5675
HSPB8	-0.0949
PRDM14	-2.35
NUFIP2	0.22475
MNAT1	-0.314875
ZDHHC2	-0.502333333333333
MBNL2	0.79375
ADD3	-2.939375
CSNK2A1P	-0.65275
KLK6	-2.33233333333333
TMEM111	0.2357
KIAA1279	0.32975
NUBP2	0.530833333333333
RAB42	-0.352
ID3	-1.0345
TM9SF1	0.62
MDP-1	0.04225
POU4F2	0.36375
IQCK	1.87775
C16orf14	0.56225
CAPN3	-1.192
FAM43B	0.040625
RECQL	-1.41325
AP1G1	-0.751928571428571
CTNNBL1	-0.799666666666667
ECHDC1	-1.77516666666667
SMARCC1	0.2998
FOXQ1	-1.088
GNAI3	-0.745166666666667
POLG2	-1.7785
CD4	1.490625
ITLN1	-1.793
EBI2	3.94825
IRF1	0.73625
PTPRE	3.2743
PTK2B	0.058
NXNL2	-0.389
SOX4	-0.298444444444444
TSPAN3	1.04066666666667
SH2D1A	-4.03983333333333
C8orf58	-0.106166666666667
USP20	-0.64125
DUSP22	-1.24408333333333
CALB1	-2.63733333333333
L3MBTL2	1.53325
MCRS1	-0.486
TMEM118	0.0553333333333333
C18orf8	0.512
FLJ10241	-0.21625
GJA12	0.10325
PKD1	-0.408166666666667
ZFP3	0.7075
JAM3	-1.811375
LAPTM4A	1.033
DIRC2	0.32525
KIAA2022	-0.762166666666667
MYOM1	-0.0291666666666667
TRPM8	-3.52666666666667
MOP-1	2.11
PHKG2	1.006625
ZNF650	0.306
KIAA1522	2.115875
PSG8	-2.174
DDX19B	-0.462
MOBKL1B	-0.69425
DIAPH2	-0.109
PTPN12	-0.779
CLN8	-0.2677
CRYZL1	-0.324666666666667
CRY2	0.776833333333333
FCGR2B	3.2175
PNPLA4	2.081
ZNF454	-0.6885
DKFZp434B1231	0.0115
CLDN11	0.2889
RFWD2	0.956166666666666
CIB2	-1.5055
MXRA8	1.5395
HRK	-0.123375
MAML2	-1.29775
C4orf31	-0.02575
C6orf192	-0.6125
COG6	0.467125
FAM5B	5.02775
NFATC1	0.9788
SEPT10	0.098
SCYL1	-0.0584
RPP40	-2.1995
SCOC	-0.4854
KIAA1450	1.00625
CTDSPL2	-0.5925
TBX5	1.4045
NAPG	0.3475
RHD	-5.488
C14orf45	2.54383333333333
ZBTB22	0.3295
PLCG1	-1.6585
ANKRD10	-0.223375
AQP7P2	-0.40675
TAGLN2	0.7915
HTR2C	-1.2466
SLC16A7	-1.33516666666667
C17orf83	0.0325
TSGA14	-0.397166666666667
MDH1	-0.62975
PPP3R2	-0.189166666666667
DCBLD2	-2.0205
RBM33	-0.303375
DPH3	-2.2535
SYT10	-1.432
FMO4	2.192875
THYN1	-0.66525
DRD5	-1.8055
OTOR	1.19275
PGRMC2	-0.2551
KATNAL1	-0.133625
PAQR6	0.19275
UBE2I	-0.1935
C14orf28	-0.37175
C8orf70	-1.45125
FLYWCH1	-0.138
ANGPTL3	-1.5185
GLRX2	-0.252
ATP11A	-1.06157142857143
ARL5B	-0.76575
MUC16	-2.9995
SLC25A5	-1.92992857142857
ACRC	-0.757
MYO1C	0.7335
FAM89B	1.10933333333333
FAS	0.55975
KIFAP3	0.3005
GLRA2	0.491
BTN3A2	-0.451
CNKSR3	0.308125
CSTF3	-0.3975
ARPM1	0.3035
KIAA1530	0.2565
C9orf150	1.937
PRKCI	0.28725
tcag7.1015	-1.45575
SOD3	-0.075
ZNF574	0.42275
CYP21A2	3.15125
RPL12	0.677
COMMD2	-1.01725
WIZ	0.2625
LOC344405	0.12575
ALDH4A1	-0.460823529411765
CRYAB	0.9505
COPA	0.818566666666667
PCDHGA7	1.23916666666667
KIF11	-0.825166666666667
RASD2	0.688125
SLC26A3	0.2635
ZNF175	-0.623
JAKMIP2	-3.081875
C8orf4	1.70233333333333
PTHLH	-0.93675
SLC40A1	0.144833333333333
OR7D4	0.515666666666667
PCDHB17	-1.0545
CD36	1.69214285714286
C6orf203	-0.3807
PRKG2	-0.972
LOC400566	2.85275
ANAPC13	0.225
SLCO3A1	-0.43
ZNF692	-0.7035
FANCL	-0.4495
SH3GLB1	0.60125
C12orf61	0.616
KBTBD6	0.45475
SUPT5H	0.35875
XRCC6	-0.417
HUS1B	-1.2478
FAM133B	-0.474857142857143
LOC728276	0.406
KCTD18	0.54275
SOS2	0.8545
CCDC99	-2.2115
C1QTNF5	2.7895
NNAT	-0.2945
USP16	-0.094
LARS	-0.2915
ZBTB2	-0.26325
ABO	-0.00616666666666667
TRAF3	0.94875
GALNT5	0.1565
NAP5	2.2545
ALG14	0.937666666666667
KIAA0515	0.504
WDR75	-0.683833333333333
TEX261	-0.323916666666667
LY86	1.60125
LOC389072	-1.3725
FLJ13611	-0.1045
MRGPRX2	0.2495
SNRPA	-0.5025
OR2G2	0.1985
GPRASP2	0.5965
C7orf42	0.7005
C9orf163	-0.3905
CYP11B2	0.5435
FCRL3	0.330166666666667
PRDX1	-0.42875
FGB	-5.28733333333333
COX17	0.495
C16orf33	-0.075
PIWIL1	0.1145
FOLR1	-2.83533333333333
KIAA0082	-0.70975
FREQ	-1.18266666666667
TMCC2	-1.78883333333333
TCF12	0.429583333333333
ZNF721	0.98825
FAM130A2	0.2525
POU4F1	-3.33625
SNRPF	-0.371625
SGIP1	0.586833333333333
ZNF641	0.216333333333333
EMG1	-0.538625
PRRG4	2.5025
HIRA	-4.57325
MYNN	-0.0108333333333333
AEBP2	-0.134166666666667
TBXA2R	0.0426666666666667
ISL2	-1.728
PCDHB11	-1.2785
RNF144A	-1.53525
MARCH5	0.094875
DULLARD	-0.235666666666667
DCLRE1B	-1.22066666666667
ITGA8	1.0795
TP73	-0.102625
PRKCD	1.60225
NDUFB4	0.5485
ATP13A4	0.473125
ANTXR2	-0.878166666666667
COL4A3	-1.107
MYO10	-1.6532
SLC6A18	0.6115
PEX1	-0.56525
TMEM74	-1.38483333333333
RBM19	0.03975
TAPBP	0.5519
RUNX1	2.309125
MID1	-2.67791666666667
GPR64	-3.04066666666667
RASEF	5.4825
GABRG1	0.124875
MYO16	-0.83525
DBF4	-1.97933333333333
TSHZ2	2.005
RIPK2	0.472375
PPTC7	-0.0665
KIF4B	-1.0955
LRRC31	0.117375
ZNF540	2.4115
EFNB3	-0.295833333333333
LOH12CR1	0.50775
STON2	1.09866666666667
GLP1R	1.65275
CSTF2T	-0.636125
IREB2	-0.953
GRSF1	-0.446
PDCD7	-0.295
LRRC43	1.1565
CNR1	-0.964333333333333
IL1F7	-0.7755
C12orf64	-1.24775
FAM69B	-0.9515
NR2E1	-2.435
MS4A6A	3.0302
FTL	-1.4843
C7orf36	-0.10375
PCLO	3.0226
DYRK2	0.135833333333333
ARIH2	-0.172625
SAMD7	0.4825
SCNN1D	0.136
SLC32A1	-1.35271428571429
C22orf25	-0.507666666666667
MRPS18A	-0.9033
GPR112	-0.1
EARS2	-0.1465
ERN2	1.07
ATPBD3	0.0771666666666667
PRH2	0.608
CDKN2D	0.241833333333333
PGLYRP2	3.898
TRIM40	-0.15375
SEC14L3	0.209833333333333
SLC22A1	-0.91525
BTN2A3	-0.125
RASA4	0.72375
CCNL2	-0.565333333333333
MYBPC3	0.5695
GJA4	3.3665
CDC42SE1	1.640125
TRPV2	-1.261
MYPN	-4.2998
SIM1	0.8005
CDADC1	0.253833333333333
ZFHX4	0.03725
NIBP	0.523833333333333
ADAMTS19	1.55875
ABTB2	-0.844
TSPYL2	-0.200375
EIF2S3	-0.6112
SOX30	0.25425
AP2A1	-0.724
DKFZP564O0523	-0.529333333333333
LOC285398	0.3525
CDH18	-4.887
CHL1	0.38825
GATS	-0.7484
TBC1D2B	-0.0205
OR1J1	0.141
GSN	1.0085
DPCR1	0.37875
GARNL4	0.014
SMARCA5	0.0875
PLEKHG3	1.34516666666667
ZBTB45	1.054
FRMD6	-0.0563333333333333
PLS1	-0.0833333333333333
DGKZ	0.3485
EFNA1	2.6871
WDR85	-0.6165
ANK2	-0.85125
PAGE4	-0.547166666666667
SENP6	-0.7615
AKR7A2	0.046
FKBP10	-1.98325
VEGFC	-1.92783333333333
LARP1	0.0315625
SRBD1	0.713
ITGB6	4.52875
SLC1A2	0.7705
INVS	-0.532166666666667
MPO	-0.38275
MOBKL3	-0.6958
CUTL2	-1.970875
KLK2	0.0861666666666667
VIM	-1.37125
REG1B	-0.134166666666667
PCDHGC4	0.67925
C3orf34	0.465166666666667
SUMO3	-0.989166666666667
CST9L	-0.504333333333333
MLL4	-0.757
SPR	2.68766666666667
SAMD9L	1.7625
ABCE1	-0.824
SUPT3H	-0.7495
ACTBL1	1.80625
ADAMTS4	1.169
SLIT3	3.46825
RHEBL1	-1.62225
NPM2	-1.98375
MAN1C1	2.698875
KIAA1856	1.45808333333333
HSPA6	2.34175
LOC388152	-0.3265
C10orf140	2.62175
ZDHHC12	-0.0875
LIN7A	-1.8864
PHC2	0.209833333333333
SPHK1	-1.17075
TRIM26	-0.2345
FAM83E	-1.153
C18orf24	-2.0405
ZNF578	-0.460833333333333
ORAI1	-0.391
RUVBL1	-0.572916666666667
C7orf20	-0.91
APAF1	-0.656
SLC36A4	-2.12266666666667
MYH11	4.6425
NEK1	0.1969
MPP2	-0.637375
C12orf24	-3.3045
TNK2	1.0489375
ZNF289	-0.9755
MATN3	-0.916714285714286
IFNGR2	1.46
ITPR1	1.344625
EBF3	2.5444
TBC1D20	0.1954
OR10P1	0.63925
DDAH2	0.26525
SHPRH	-0.930625
STX7	-1.4505
LOC554248	-0.71475
BCAR1	-0.34225
ATXN3	-0.0635833333333333
TRIM27	-1.4645
CDC42EP2	-0.0125
CHP	0.235142857142857
SOX17	2.4095
ZNF259	-1.1145
CHCHD1	0.657125
ZDHHC19	-0.1205
GBP2	3.291
GARNL3	1.6725
MRC2	-0.4955
C1orf52	-0.84075
AOF2	-0.775833333333333
LRPPRC	-0.5968
ACVR1C	0.744333333333333
TM4SF18	1.66083333333333
TMEM169	-0.4395
PPP1R16A	0.486125
EBF1	0.1055
RRS1	-0.530166666666667
SNX2	-0.4605
OR2T2	0.579
RBX1	-0.22725
ANKRD54	0.933833333333333
TSNAX	0.600833333333333
TMEM83	-1.872
ZBTB7A	1.5925
ATM	-0.428333333333333
LOC338328	2.4175
TIE1	1.30583333333333
HIST1H3G	0.135333333333333
PASD1	-4.49683333333333
TINAG	0.96875
PCDHAC2	-0.2935
LRRC15	-0.369428571428571
WBSCR17	-1.65925
TFF2	-0.3595
PARP2	-1.0345
NDFIP2	-0.91575
PCDHGB2	-0.4235
WDR60	-0.012
MAP7D2	-1.9431
USP45	-1.914
GSDML	-0.77275
TNS1	-0.0453
PLCD4	2.619
IQCD	2.0925
SMPX	-3.497
CD9	0.482166666666667
SRGN	1.48125
CASP7	1.681875
INOC1	0.0915
DKFZp451M2119	-0.973375
VMAC	1.778
USP53	0.5303
CAMK1G	0.410375
TMEM106A	0.998833333333333
CDC20	-1.9569
ACSL5	0.540166666666667
CBWD5	-1.174375
C1orf87	-1.549
KIAA1274	1.57475
PRUNE2	-1.59664285714286
LYPLA2	-0.543333333333333
DOK6	-2.246
GPR149	-0.2295
FAM30A	0.01375
TMEM129	1.33675
SLC35B3	-1.29425
ACPP	0.1114
LOC200261	-1.5395
SLC4A7	2.0755
CCDC40	3.40775
GART	-1.6635
THOP1	-1.138
SCARB1	-0.802625
CACNA1F	1.8525
TRIAP1	-0.671666666666667
SYT14L	0.3825
SFRS8	0.0428333333333333
PBOV1	0.47
GOLSYN	3.1975
GJB7	-2.3955
CAMK2N1	0.132166666666667
GREM1	1.87458333333333
FLJ20433	1.2695
QPCT	-0.977625
PRKAG2	1.12383333333333
H2AFX	-0.375375
C6orf154	-0.137
PLOD3	-1.33625
ZBTB39	-2.34
WASF3	-1.98091666666667
DRG1	-0.9825
PRR4	-0.5645
SPCS1	-0.415
KDELR3	0.851833333333333
SRP19	-0.267166666666667
GABRA6	0.41525
MFSD1	0.102
MMEL1	2.854
PDXDC2	0.3029
BUB1	-3.20322222222222
RNF138	-1.4995
MYLPF	-0.325
AIF1	1.038
DYNLRB1	0.3305
HCN3	-0.100833333333333
HIST1H2AI	1.6765
MAP4K5	0.081
LASP1	1.228875
LOC130951	1.3765
PLAA	0.787
KRT6A	-2.281
C6orf117	-3.162
ARHGAP23	-0.9445
PTF1A	-0.243
GPHA2	-0.68525
LCE3B	0.36725
MCL1	0.973357142857143
EHBP1	-0.570333333333333
PRNP	-1.690125
ZSCAN1	0.58325
C1orf113	-0.8445
FOXA3	-3.572875
NEB	-0.56275
ASGR1	-4.93216666666667
CTGF	-0.3275
RAB17	1.47783333333333
MST101	-0.32075
JARID1B	1.1835
USP37	0.2163
PTBP1	-0.4185
PTPN7	-0.381833333333333
CDC7	-0.328833333333333
SNX7	-0.94925
ZNF335	-0.00675
CPT2	0.53675
HEATR1	-0.199375
HSPC152	0.801125
C5orf40	0.18525
PSME1	0.806166666666667
STAG3	-1.48575
TMEM154	2.32566666666667
KLHL32	-0.371666666666667
TSGA10IP	-1.0515
SUV420H2	-0.382833333333333
SF1	-0.0598
2'-PDE	0.2490625
PNLIPRP2	0.0505
TRSPAP1	-0.107
NUP210	-0.0978333333333333
ANP32C	-2.20133333333333
RAB11B	0.266666666666667
ASB15	0.3095
ITGB3BP	-1.762
UBASH3A	-1.64625
YWHAB	0.421125
TPRX1	0.16375
LY6G5C	1.07675
SLC7A2	1.245125
CLK1	0.5468
HSD3B7	0.241333333333333
VDR	3.60725
C16orf74	1.66375
ACE	0.2975
PSMA2	-0.923
CCDC131	-0.174125
ZNF213	1.28833333333333
EML2	1.07425
ALS2CR13	0.128333333333333
GLYATL1	4.1865
DSPP	-0.673
DHFRL1	-0.2545
C10orf30	-2.61316666666667
SH3RF2	1.05833333333333
LOC197322	-1.07983333333333
DLL3	-1.669
TIGD7	-0.831
GFRA3	0.04
CPA1	-0.228833333333333
RTN4	-0.22
PPT2	-1.942
FASLG	2.2815
FOXP4	0.595875
RPL26	-0.0557
GNL3L	-1.0935
FMR1NB	-0.676833333333333
CD163	6.7715
SGPP2	0.92975
GIMAP2	-0.455
CD37	1.02
DPT	1.02483333333333
NBLA00301	1.31675
RGS5	2.108
C9orf4	0.515
ACTL8	-3.64516666666667
PRKAR2B	2.125625
OPLAH	0.388833333333333
C20orf134	2.9945
SPACA5	0.43725
TBL1X	0.199333333333333
TSPYL3	0.00950000000000001
CHCHD3	-1.2865
CRKRS	-0.448
GPR65	5.5615
DFFA	-0.41
FUT1	0.95075
C6orf204	-1.33633333333333
TMEM51	-0.3075
ZNF580	0.6135
CMTM2	0.79725
C20orf200	-0.828
EZH1	0.621666666666667
FDX1L	-0.07025
MRPL32	-0.2055
PCAF	-1.1359
ALOX15B	1.80566666666667
CD59	1.03683333333333
CDK9	0.69175
ERP29	-0.1435
TTR	-5.44025
BCMO1	0.0635
DDIT4	-0.369
PTGDS	1.215
C3orf63	0.392333333333333
BST2	0.388875
CYP1A2	-0.2218
C5orf25	-0.87925
STX1A	-0.751588235294118
OR2A12	-0.343
SH3BP5L	0.59
SERINC5	1.08375
USP6	-0.5902
MRPL3	-0.427666666666667
POMP	-0.1045
INPP4B	2.191375
GMPPB	-0.2195
EAPP	0.876
AHSA1	-1.37775
ABCA11	-0.181
SLC5A6	0.365583333333333
HIVEP2	-0.3805
SUMO2	-0.6885
KIAA1822L	2.84
C11orf67	0.39725
TXK	-0.050875
PHCA	0.5303125
ICAM4	-2.334
FPGS	0.501
SNRPA1	-1.38675
KCNJ4	-0.86275
KIF6	0.0256
HIST1H2BG	0.0198333333333334
SLC5A5	0.3475
ZNF354B	-0.467666666666667
