Hybridization REF	TCGA-B6-A0WS-01A-11R-A115-07
PPP2R1A	0.106875
COL2A1	-1.7355
DDN	-0.409
FLJ25770	1.31141666666667
HK2	-1.012
ELOVL6	-1.5395
MDK	-0.05575
EPHX1	1.65075
RASSF2	1.1175
DKFZP434B0335	0.25825
DLX3	-0.415125
PRTN3	0.3195
AVPR1A	0.53475
C21orf125	-1.82625
TNFAIP8	0.084
GNB2L1	-0.91775
CALCRL	2.9245
SCGB2A2	8.67683333333333
UBXD7	0.524
ZNF674	-0.3955
TMEM35	0.20325
BRSK2	-0.33475
HECTD3	0.744666666666667
TMEM188	-0.175833333333333
LGALS9	2.8265
SCARB2	0.717416666666667
USP34	-0.107666666666667
C17orf28	1.73575
ZDHHC23	-0.40475
AQP12B	-0.1165
SLC16A3	-1.44425
APLP2	-0.097
ITIH2	-5.73975
MICAL3	-0.069125
TNNI3K	0.0986
HDAC2	-0.838875
PRR7	-0.1105
THBS2	0.945625
LOC751071	-0.0641666666666667
CA2	0.808166666666667
RANBP17	-0.33175
RLN3	0.276
CRYZ	0.477333333333333
GBAS	-0.1685
TAS1R1	-0.3745
MPZL3	0.338
PCDH8	-2.775
HSP90B1	-0.77325
KCNK15	0.6075
TNIP2	0.607
GPR146	0.535
NOL6	-0.067375
SPC25	-2.894
STEAP2	1.08757142857143
VAMP3	-0.168166666666667
TCIRG1	0.45025
ZP4	-0.484833333333333
PARL	-0.50375
TRIM39	0.200666666666667
KIAA1305	1.95875
CRNN	0.000833333333333316
GRN	1.0135
HSH2D	0.606
SCAMP1	0.6883125
KIAA1913	1.51475
PTS	-0.40425
BANP	-0.140357142857143
PRKACG	0.05825
ADCY6	0.488333333333333
C16orf46	0.795
CYP51A1	0.4805
DDC	-6.2165
ANPEP	-0.722833333333333
PROM1	-2.4985
SIGLEC10	1.8205
COPG	0.9055
FAM26E	1.415125
TRIP4	0.80175
SNX3	-0.223666666666667
C1orf175	0.284666666666667
PPY2	0.85875
C14orf152	0.515
FTSJ1	-0.480333333333333
DST	-0.3585
LOC554235	0.074
GLRX5	-0.2585
C20orf12	0.9597
CAB39	0.258
MSH2	-1.3925
PIP4K2C	1.089375
CYLD	1.436125
WTAP	0.2165
MGAT4A	1.21633333333333
TSC22D4	0.2568
CHRM2	-1.8365
PPYR1	0.286166666666667
CCNH	-0.359
RRM1	-0.8775
ECAT8	-3.81725
LOC400120	-0.65425
GABRA4	-0.270428571428571
C14orf4	-0.0586666666666667
C1orf59	-1.59325
CTDSPL	-0.068
NHEDC2	-1.095
PDE11A	-2.0854
KLHL29	-1.27175
CD5	1.4134
TSPAN9	1.5215625
WDR67	-1.26575
THUMPD1	0.309
C18orf17	-0.05875
CLYBL	-0.0825
FLJ13231	-0.440625
CMBL	0.755125
LECT2	-0.23375
NKAPL	2.0905
LOC654780	0.461
OR4C6	0.3535
RAB30	-0.1865
TSSK4	-0.4935
TMEM163	0.8485
OSBPL11	-0.0810833333333333
GNB5	-0.6925
CCL21	1.85275
C1orf121	-0.427
FMO2	2.35966666666667
RPTN	1.423
MSTN	0.612
VCL	-0.0517142857142857
FYTTD1	-0.2895
C11orf1	-0.21525
CCDC88C	0.4854375
HFE	-0.514222222222222
MOGAT1	-0.776
FAM125B	0.839666666666667
IRGQ	0.4345
RAVER2	0.15775
AKAP5	-0.48
SSSCA1	-0.21575
C11orf63	1.70575
ACTG2	1.1019
PORCN	-0.879
DTL	-1.79454545454545
TMEM151	0.37175
FAM122C	-1.05375
RSAD2	4.8199
BAT4	-0.02
KRTDAP	-1.28883333333333
MYH8	0.4455
CRTC3	0.538
LRRFIP2	-0.241
INTS4	-0.3955
TTN	-0.4374
SLC26A5	0.285
PLLP	-0.8925
RGS6	-0.862625
SRGAP3	0.687571428571429
ZNF525	-0.237
NBR2	0.559166666666667
C13orf1	-0.4251
ZNF137	-0.1265
CEP27	-1.727
BEST2	0.0725
RNF121	-0.60375
DMRTC2	0.675
C8orf76	-0.1385
BCCIP	-0.232625
MEST	-1.64475
HTRA2	-0.3545
ANGPTL2	0.916
ILKAP	0.0328333333333333
ERAS	-0.0705
HBS1L	-0.327625
CPA5	0.444
TMEM30A	0.227666666666667
CD300LF	2.3345
WISP3	3.71
CRK	0.0437857142857143
PDS5A	-0.2552
BRPF3	0.385
NEDD9	-0.930625
SMPDL3B	2.019
PSG6	0.73625
PSMD13	0.28775
ETV5	-1.941125
OR51A4	0.0695
BTBD7	0.2955
GSTO1	-0.998625
hCG_16001	-0.148
MAD2L1BP	0.203333333333333
COX6A2	2.104
SCNN1A	2.89116666666667
LSM1	1.17
UGT2B11	-4.1335
IDUA	2.03575
PPP2R3C	-1.22933333333333
COX11	-0.955333333333333
PDZK1	-0.61175
ZNF443	1.024
MGC21874	1.19366666666667
ZNF323	0.4379
KRTAP10-10	0.436
CXCL6	-0.214
SLC34A2	0.7019
LOC284402	0.136
NPTN	1.39208333333333
UPP1	-1.63258333333333
SLC6A9	0.41
OR7G3	0.246
CISD1	-0.624
ZNF545	-0.864333333333333
SYT14	-0.7565
NT5C3L	-0.421333333333333
ZNHIT3	-0.269833333333333
SNRPD3	0.00475
KIAA0701	0.220125
UNC93B1	0.883666666666667
GMNN	-2.065375
SPCS2	0.168
LOC388524	-1.3935
NAPRT1	0.430125
PNLIPRP1	-0.0925
OR6V1	0.6765
PRKAB1	-0.029
EYA4	-3.52566666666667
KIF20A	-2.5735
ALG10	-0.20625
ITPKC	1.3405
LMX1B	1.17216666666667
RPUSD4	-1.368
C7orf34	-0.319166666666667
DLGAP2	0.385625
PFN1	-0.1981
MICALL2	-0.0758333333333333
ZNF654	-1.4865
SS18L1	-1.10225
SLC16A8	0.72375
MKI67IP	-0.145333333333333
ITGB3	-0.66525
TCEA3	2.96191666666667
CEP152	-2.304625
CLIP1	0.591
ZNF75	0.2815
ATP5C1	-0.432166666666667
NUDT5	-0.770333333333333
PSCDBP	1.771
UBP1	-0.98025
RBM27	0.32075
C13orf15	2.449875
ZNF282	0.2415
ZNF222	-1.2846
COL10A1	5.11225
PRDM15	-0.812875
TTTY5	-0.5195
FAM9C	-0.850909090909091
C20orf67	0.57325
GNG13	-0.9985
F12	0.069
C1orf41	-0.36025
CPXCR1	-0.1365
GSK3A	0.553375
SUPT6H	0.355
PI16	1.272
ELL2	-1.29733333333333
C9orf167	-1.26916666666667
PVRL3	-2.1577
FLJ38596	1.692
ADAM20	0.18475
GPR89A	0.176
GPR87	-1.4805
ZNF30	0.1935
SMR3B	-0.74725
ZNF770	-0.066375
TRPC4AP	-0.344333333333333
DKFZP686E2158	0.5545
C2orf28	0.374166666666667
FREM1	-0.759333333333333
LAMA4	0.443333333333333
ADPRHL2	0.30625
EIF4G2	0.179833333333333
GUCA1A	-0.3995
CTNNA2	-2.204
NUDT15	-2.0455
CEPT1	-0.679666666666667
ZNFX1	1.231
CCDC92	1.342
TDRD1	-0.7545
KCNK5	-1.91216666666667
ETNK1	0.9315
LTA	0.33
TTPA	-0.0455
B3GALNT2	-0.529125
SC65	-0.0101666666666667
PEX5L	-1.253
EPS15L1	-0.245
MGEA5	-0.023625
HIST1H3A	0.42475
ING1	-0.4445
BCAT1	-3.53325
ORC6L	-3.23318181818182
KLK11	-5.43816666666667
C19orf28	-0.55325
DNER	-4.785625
MED22	-0.129857142857143
ETV6	1.31633333333333
CHAC2	-1.47525
CD300E	0.5785
CEBPB	0.151916666666667
ZNF398	-0.2655
LRCH3	-0.105
HMGA1	-1.5625
CAPN7	-0.531333333333333
MGC5566	-2.127
CCL3	3.206125
NANOS1	-0.27525
ZFYVE19	0.31225
APITD1	-0.140333333333333
PARD3	-0.000124999999999998
IRAK4	-0.1285
SERPINI2	0.528
CEP170L	-0.7995
TTC9	2.0805
MYOM3	-1.48625
MLPH	2.283625
LOC222699	-0.5715
NRG1	-0.568583333333333
TBC1D9	5.08336363636364
TTK	-2.34016666666667
ZNF557	0.8026
DDX41	-0.466333333333333
FANK1	2.463
UBE2D2	0.262625
PSMB10	1.282
MYH7B	0.3495
GABARAPL2	-0.12825
MARVELD2	0.965666666666667
DGCR2	1.01066666666667
UNC45A	0.0558333333333333
C6orf72	0.3705
ZNF683	4.51175
GIT2	0.077875
CASK	0.1615
C14orf161	2.05683333333333
LRRC44	2.47925
TIFA	0.023
UTP11L	-0.694875
C6orf65	-0.6015
FDPS	-0.70525
DUSP9	-2.0342
SLC17A8	0.477666666666667
OR51G1	0.180333333333333
NANS	1.74075
OLFML1	1.79325
ATP10B	-1.516375
NPAS3	0.14725
PRKCA	-1.9181
GGA2	-0.261875
LCE4A	0.523
SPANXN3	-0.3675
CCDC115	1.287
SDCCAG3	-0.98925
GLIPR1L1	-0.22775
TTC1	-0.378
C17orf76	1.275
MAD2L2	-1.53825
HIPK1	0.7989
LRRC3B	-0.4835
CLN3	0.224590909090909
C17orf47	0.4105
FMN2	-2.49325
TUBB1	-0.987125
WAPAL	0.0365
C3orf21	-0.929375
SCN5A	-0.325
SMYD1	-0.15925
BEX5	0.96325
ZNF192	0.372
SEC22A	0.168666666666667
GRIA2	5.75357142857143
KIAA0825	-2.08025
NUSAP1	-2.45
LANCL1	-0.3825
C15orf40	-0.615
ZNF645	-0.06875
GPR61	-0.2645
NLRP14	-0.227
SNX21	-1.0316
C1QTNF8	-0.0495
C17orf46	0.50525
IFNA8	0.817
SPRR1B	-1.70183333333333
FLRT1	-0.9755
SNX17	-0.045
ASB2	0.798666666666667
HBG1	-4.849
RPRML	-1.35675
JOSD2	1.01083333333333
PLSCR3	0.50475
SPOCD1	-0.965166666666667
RAB39	-0.511
GHRH	-0.0236666666666667
ITIH5L	-0.10025
C17orf37	1.06325
SMCR8	0.28425
DPY19L2P3	-0.165333333333333
IL11RA	0.423833333333333
GDF3	-3.95633333333333
RPS6KB1	-0.970666666666667
DNAJC19	0.7982
TOP1	-0.81
CRCT1	-0.96875
MPST	0.532625
DPM2	0.169875
FAM38B	0.573
SLC18A1	-2.41583333333333
FARP1	0.451833333333333
PAX7	-0.094
TUBD1	-1.603
GNL3	-1.25425
BTG2	2.15493333333333
NDUFS6	-0.146
C1orf79	-1.46975
ERAL1	0.265
ECHS1	0.32525
VPS4A	-0.3415
CYP11A1	-0.1785
ABCC6	-2.64307142857143
PBX4	-1.2145
MOSC1	-1.328875
NCF4	1.11475
HYMAI	0.1175
NAGPA	0.06025
OTOP2	0.20475
ACOT12	-0.10475
MTHFD2L	-0.568875
LOC441376	0.66025
C19orf34	-0.4235
RAB1B	0.27
ALDOAP2	-0.718
NTRK1	-1.48083333333333
ARTS-1	0.8428
SLC6A11	-0.5865
NAP1L2	-1.26575
CNGB1	-0.206333333333333
EPB41L4B	0.512166666666667
FAM134B	2.396875
HS3ST3A1	-0.752666666666667
CPXM2	4.608
SIRPB2	0.0255
CHORDC1	-1.54233333333333
TRIB3	-0.115333333333333
SLC2A5	0.672
C2orf49	-0.628833333333333
DDX5	0.0715
OR5L1	0.552
ANAPC4	-0.334
ZSWIM1	0.2165
LOC93622	-0.116
KCNK3	-0.6908
RP11-35N6.1	-2.491375
ZFP161	0.860333333333333
AQP9	2.7965
SLC15A2	-1.49316666666667
MREG	1.27683333333333
OR9I1	0.347
PDLIM2	0.382625
ADAM7	0.253
GSTCD	-0.242333333333333
WDR21A	-0.511125
SLC12A8	1.69683333333333
TMEM174	0.09125
IGSF3	0.601166666666667
LRRN1	-0.876
LOC402117	0.58075
SRPK1	-1.23366666666667
LY6K	1.187875
NFIA	1.752
PTCD3	-1.161875
LEP	3.09833333333333
PCDH21	-0.420666666666667
MAPKAPK2	0.847285714285714
NMNAT1	-0.0608333333333333
LHFPL2	0.846375
C9orf43	1.262
DIP2A	-0.720166666666667
ACTR8	-0.592125
CCDC34	-0.43
PTPN22	-0.369875
ITGA3	0.2565
FAM129C	1.7075
RABGGTA	0.0836666666666667
UNC45B	0.293
KIAA1033	0.186375
ZNF510	-0.0591666666666667
CYP2D6	-0.405166666666667
SLC26A10	-1.5955
STX8	-0.403
LUZP1	-0.24775
WDR89	-0.5655
EIF4G3	-0.4863
C5AR1	0.652375
ZNF623	0.3435
A2M	0.721
TGM7	0.07
GRPEL1	-0.572166666666667
LMNB2	-1.5027
ROCK2	-0.316833333333333
SNX16	0.44575
CCDC66	-0.08575
ANXA3	-2.5735
KIAA1609	-1.004375
EED	-0.79375
RNF32	0.319666666666667
HES1	0.9693
CLC	0.0386666666666666
ISL1	-0.728833333333333
KIAA0528	-0.0225
MANEA	0.432125
C1orf61	-1.664
hCG_2001000	0.0335
RAPGEF6	0.248
KIAA0020	-0.743333333333333
NEIL1	0.268
C16orf45	0.443
RBM10	-0.3905
C10orf125	-1.249875
MRS2L	-0.25725
DNAH17	-1.455
C19orf10	-0.0375
C1orf160	0.78925
SLFN12	0.526
EXOC3	-0.0916666666666667
HIST3H3	0.3145
NCOR2	0.507833333333333
TNFRSF9	2.517
MFSD8	0.57375
ALX1	-4.473
NOL1	-1.33525
PODN	2.91525
TIAL1	-1.10675
HIST1H1E	-0.1245
NPY6R	0.3935
TM4SF4	-1.233
CORO2A	0.121
ETNK2	0.803833333333333
APOE	0.9549
ANGPT4	-0.425
HDGF2	-0.02375
G30	0.191
ST8SIA4	-0.03025
F2RL1	-0.28925
FAM19A4	-4.60625
CCAR1	-0.18475
B3GNT7	0.226
OPHN1	-0.211
DSCR6	1.6475
C21orf13	1.84333333333333
GAS2L1	0.996916666666667
RFX3	-0.153166666666667
COPS4	0.3195
BCHE	-5.34583333333333
BCL2	3.959
HBZ	-3.1355
ARL13B	-0.472125
MAPBPIP	0.844625
MYO15B	-0.1275
SPZ1	-0.442333333333333
KIAA1324	3.20977777777778
PLCL2	-0.07225
C4orf29	-1.05175
WDFY2	-0.81275
ZNF284	-1.4155
NAALADL1	0.8855
DUSP5	0.342833333333333
PXDN	0.104875
SLMO1	0.819
TNXB	0.3404
BIRC7	-1.1135
A4GALT	2.6335
TIMM22	-0.45525
FAM110C	1.46
TOMM34	-0.603125
ABHD9	0.0125
ADAM32	0.403
CRHBP	0.277
AQP2	0.43575
LOC130355	1.42525
ZNF187	-0.4515
ZNF816A	-0.25
F7	-0.251125
CNOT1	-0.9481
SLC13A4	-0.82175
ZBTB11	-0.32625
B3GALT5	0.69575
EXOC2	2.338
IRS1	-0.0312
TMEM1	0.357333333333333
MRPL34	0.199166666666667
SAMM50	-0.3175
CDC42EP3	-0.30375
HSF2	-1.1591
MFN2	0.798
TSPAN7	-0.703833333333333
NUCB1	0.685833333333333
RHOH	2.29725
ARL16	-0.9535
TACR1	0.3105
SFRS5	-0.891333333333333
SNX25	-0.187125
RHBDF1	0.932833333333333
PCDH18	1.37583333333333
HMG1L1	-0.867
MYO5C	1.84675
MAPK10	0.895
LDHAL6A	-0.00533333333333334
NUDT12	1.65516666666667
NCAM1	-0.228875
GLIS2	0.526
GGTL4	-0.999
DAPP1	1.97475
ATF7	1.008375
KIAA0748	0.3325
NFIL3	-1.5605
TM6SF1	0.7027
SEZ6	0.034875
NANOS3	0.935
DNAJA3	0.156833333333333
CLDN6	-1.6845
CIITA	2.909
EPHA4	0.231583333333333
FANCC	-0.10125
CMTM3	1.042875
PSG3	-0.179375
MRPL15	-0.19425
C21orf59	0.04925
PLCXD2	0.03975
C2orf34	0.00499999999999999
UBE2L6	1.327
MED14	-0.738
HP1BP3	-0.4284
C6orf208	-0.1235
TPBG	0.34575
OSR2	-0.0075
XPC	-0.221166666666667
KLHL7	-1.41083333333333
CCR3	-0.0762
AGTPBP1	0.0135
PCSK6	1.35526666666667
STAT5A	-0.7965
FAM18B	-0.16775
LONRF2	-0.996
PTPN2	-0.12625
SF3A3	-0.898666666666667
EFCBP2	0.2275
HCFC1	-0.0278333333333333
AHNAK	0.74305
ACTR5	-0.43675
KIF14	-2.74471428571429
TENC1	0.779
HEATR5B	0.9965
YIPF2	0.505333333333333
MYEOV2	1.34166666666667
DUSP18	1.67525
KIAA1012	0.462
AHR	-0.232833333333333
C17orf53	-1.26216666666667
PTPRH	-2.7965
ATP6V1C1	0.4745
TAS2R3	0.2225
LOC440356	-1.46925
COQ10B	0.4015
PSMF1	0.401
SORBS2	3.19908333333333
NFE2L2	0.48225
TMCO7	-0.91675
SH3PXD2A	0.0386
SH2D2A	-0.0885
SPINK5	-2.60125
MRPS24	-0.64325
OPA3	0.405625
TRAF7	0.8975
C4orf35	-0.0662
MT1G	1.756125
MGC39545	-0.33975
HS1BP3	0.7403
OR2B2	0.1905
CHRM4	-0.004
SFRP2	4.207
RIC3	1.772
ART1	0.261
C6orf1	0.852875
DUS4L	-0.86525
C10orf104	0.66175
TNFAIP6	2.89075
RTEL1	-0.57525
CCT4	-1.1016
ZNF709	0.27625
CHMP6	0.743166666666667
UPP2	0.297
CYP19A1	-2.2065
CD151	1.0915
NDUFA13	0.557
ARFRP1	-0.736833333333333
FAM26B	2.4695
CRYBA1	-1.541
MRPL41	0.620833333333333
NPFFR2	-0.754625
HRH2	0.078
SCAMP3	0.0943333333333333
MTMR6	0.456
MTG1	-0.794666666666667
UBTD1	1.36325
CRABP1	-2.9965
FLJ33790	-0.1082
KIAA1908	0.404833333333333
GPR158	-3.21825
PACSIN3	0.365166666666667
OMD	3.877
CATSPER1	-0.369166666666667
HOXB8	-0.167625
FBXO46	0.4165
OAS1	2.96933333333333
SVIL	0.149
PHB2	-0.506
ADCY3	0.4675
NDRG2	0.484833333333333
ERMAP	0.2113
APBA2	-0.587833333333333
IGSF9	1.9665
WNT6	0.169071428571429
MYCBPAP	0.09175
ATP2B2	0.0813
CPVL	-0.5183
TRAM2	-0.728416666666667
NOP5/NOP58	-0.39275
ZNRF4	-0.051
TLK1	-0.058125
MTMR12	-0.0541428571428572
ZNF384	-0.462333333333333
FAM9B	-3.525
RPN1	0.3166
PMVK	0.90825
EIF3D	-0.4065
SIX2	-1.17375
HPS1	0.452857142857143
RNF7	0.2985
PSKH2	0.169
KCTD13	0.335333333333333
CSMD3	-0.5792
FBF1	0.4315
IL8	-6.207625
SERPINB13	0.290166666666667
FBXL20	-0.56625
BLR1	0.70525
SH2B1	0.126166666666667
RFNG	0.2495
RAB20	-0.600166666666667
RBM7	-0.73175
POLR1A	0.187833333333333
TMPRSS4	-1.8925
TAF9	-0.41325
TERF2	-0.166333333333333
TNFRSF1A	0.6205
ACADVL	-0.544333333333333
GTF2H5	0.76875
EDG8	1.05833333333333
C9orf140	-1.03225
UST6	0.0615
ZBTB8OS	-0.1385
ZNF710	0.159
GPR174	-0.6505
ATP6V0A2	-0.39375
KIAA0319L	-0.34575
XKRX	0.077
DOPEY2	1.7503
SDHD	-0.685166666666667
SUMF1	2.32825
OSM	2.46775
OPN3	-1.0775
DAGLB	-0.272166666666667
PPFIBP1	-0.33
TRIM63	-3.9515
C10orf53	-0.114
LYPD3	0.927833333333333
BCL7A	-0.071625
AGER	-0.908333333333333
TCF19	-0.863625
SAT2	-0.44925
PFTK1	1.38133333333333
GABRE	-3.64525
C15orf38	1.6342
FIS1	0.262
KCNV2	-0.02175
CLPS	0.71675
PPCDC	-0.2715
FOXN2	1.06866666666667
NT5E	-3.0708
CD83	1.20125
IL18	0.967375
VPS16	0.15675
IGFBP2	-0.917
NOTCH2	0.93875
SIGLEC1	2.9065
CD93	5.0815
SULF2	0.9865
CEP164	-0.387625
P53AIP1	0.057
TOR2A	0.135
ZNF136	-0.55
MGP	2.5302
CCDC144A	-0.1594
TRPC1	-0.935333333333333
SMS	-0.404333333333333
MAPK7	0.241833333333333
RRAGC	0.85675
PARD6A	0.554333333333333
NUB1	0.716333333333333
SYNGR4	0.243
OR11H12	0.1775
WIF1	0.46825
GCH1	-0.49775
OR11H4	0.121
SLC44A5	-0.658
GPRIN2	1.561
LOC401431	0.69825
CPA4	-3.0652
MELK	-2.11477777777778
IL15RA	1.169
CUL3	0.66675
HMBOX1	0.0525
PODXL	-2.044
CCT6B	1.49033333333333
COMTD1	0.20175
MUC20	1.31483333333333
GPX2	-3.766625
ITK	0.170875
FBXL5	1.32125
C13orf27	-2.34675
DEFA5	0.0155
TRHDE	0.4045
MTP18	-0.1445
UQCRQ	0.5885
ITGB2	2.12383333333333
CSRP2BP	0.3115
TAS2R44	0.613
PHPT1	0.461
FAM44C	-0.48125
ERH	-0.62375
MPHOSPH1	-1.57066666666667
MORC1	-0.7325
PARVB	0.02175
LAMA1	-2.15275
PGBD3	-0.165
GIMAP6	4.386
AREG	-0.544666666666667
LIPT1	-0.23225
MGC99813	-0.52075
C1orf201	0.406833333333333
GRIN2A	-0.6584
MAN2C1	-0.813375
NSUN5	-0.499
SF3B5	0.162
MYC	-1.2449375
NRXN1	-1.26666666666667
ZNF18	-0.004
SPDYA	-0.708857142857143
SLC37A1	1.402
DECR2	0.8745
ANKRD38	1.120125
SPTLC3	-1.52841666666667
SUPT16H	-1.475875
DTWD2	0.24875
ULBP1	-0.175
ZADH1	-0.362333333333333
OIP5	-1.99525
IL10RB	-0.209666666666667
OTUB2	-0.133875
VWA3A	0.3845
SPIC	1.66216666666667
OR6C4	-0.0255
PSCD4	1.55233333333333
DPY19L2P2	-0.8245
TRAPPC6A	0.806166666666667
C21orf2	-0.104666666666667
CEMP1	0.793
LIN7B	0.1845
E2F7	-2.3995
VCP	0.063625
LAMA3	0.733083333333333
BGN	2.24175
GPR160	2.25266666666667
COCH	-5.04516666666667
GPR81	1.19166666666667
APOBEC3F	-0.2115
tcag7.1017	-0.3895
C1orf32	0.3545
SCGB1D2	5.793
FLJ43987	-1.113
C6orf170	0.00950000000000001
KLK9	0.335
GPD1L	0.28975
VPS37B	0.577
ATG3	0.295666666666667
ADAMTS17	0.4375
KLHDC2	-0.5285
NDUFV2	0.7275
BLK	-0.711
MATN4	-1.6425
GPM6A	0.695125
GBP4	4.604
TMEM162	0.126
PKP2	-1.233
HRASLS	-0.786
MMP1	-4.50025
SFXN3	0.3495
FSD1	-1.9205
ST6GALNAC3	-1.89983333333333
CA12	3.2308
NCOA6	0.352
C19orf58	0.6286
PPP4R1	0.937166666666667
MAN1A2	0.777
IKBKAP	-0.6375
UPF1	0.386833333333333
KIAA1219	0.514
WNT16	0.399666666666667
SNW1	-0.809
IL18RAP	3.66475
RPP30	-0.385625
CDC40	-0.102928571428571
SETD3	-0.356833333333333
SLAMF6	0.9045
ELK4	-0.2905
TRIM47	1.53566666666667
ACOX3	1.789375
TRIM6	0.11
KIAA0372	-0.173333333333333
TP53AP1	1.278625
SMURF2	-1.196
ADAD1	0.3975
EBP	-0.8394
KRTAP13-2	0.1425
FLJ36874	-0.710333333333333
TOR1A	-0.0793333333333333
P2RY4	0.637
GPBP1	0.01775
TRPV1	-0.745875
ADAMTS12	0.394166666666667
PES1	-0.2604
ATG4A	0.4075
MAGEA10	-5.0085
WFS1	2.42425
CC2D1B	-0.230333333333333
PABPN1	-0.6795
SLC25A30	0.353
SLCO1C1	0.524666666666667
SLC22A5	1.66875
KIF23	-2.12016666666667
SYN2	-1.092
ASPN	8.65683333333333
CENTG2	0.30375
QSOX2	-1.9333
FLJ10815	0.615166666666667
STK24	-0.2163125
SPEG	0.3267
STK10	0.679
DACT2	-1.0435
AAAS	-0.12875
SSX3	-1.61675
ABCD3	0.9141
C4orf12	0.16675
PARVG	1.53983333333333
FIG4	0.66025
C9orf46	1.63375
TMCO6	-0.2685
IGHMBP2	-0.93475
DUS2L	-0.854333333333333
FAM3C	-0.0805
TMEM16D	-2.552625
DCTN4	0.05625
KCNH3	0.346
EIF2AK2	1.209
AP1S3	0.715875
CST4	-0.2485
PAM	0.415625
NUTF2	-1.0235
CITED2	-0.412
SLC39A4	0.059
C2orf52	-1.6215
GRM3	-0.2755
C12orf49	0.44375
CCDC49	0.0339
GRAMD1B	-1.15425
FNDC4	0.503
SIAH2	0.094625
GDPD4	0.2975
C21orf87	0.813625
ATP5A1	0.728833333333333
C16orf63	-0.202875
LOC388135	-0.0731666666666666
ATP5J2	-0.65325
MMP3	-0.723
EMID2	-0.31525
CRHR1	0.2805
WDR70	-0.58125
C13orf31	2.0645
ZFAND1	-0.8685
CCL18	4.36633333333333
C3orf49	-0.9365
RINT1	-0.7635
KIAA0408	-1.5725
F13A1	4.6988
SLC10A1	0.0885
OGN	2.792
GIPC2	-1.72783333333333
XPO6	-0.229333333333333
LCE1A	0.719
FMR1	-0.2126
LOC374920	0.002
DUSP3	0.396
ANKMY1	0.98925
C7orf50	0.12375
BBS9	-0.5787
UNC119B	-0.29775
C9orf72	0.164625
MGC35440	0.911
ENTPD6	0.29475
PPP1R2P9	0.68675
ERCC4	0.06825
FAHD2B	-0.283
HMHA1	1.042
HACL1	-1.05825
RAD23A	-0.137666666666667
FAM83B	-0.79325
PPP5C	0.469166666666667
RNASEH2C	0.115
C9orf153	-0.26125
SCAMP4	0.917125
GHITM	0.1287
NDUFB7	0.4745
ADCYAP1	-1.06283333333333
SP110	2.06183333333333
MAP3K7IP2	-0.17125
DHH	0.1785
AGRN	0.767785714285714
WDR33	-0.101166666666667
CEP290	-0.538
PRPS1L1	-1.64583333333333
KLRA1	-1.0465
GPR97	0.0315
CHD7	-1.61991666666667
TLR10	1.94025
SLC30A8	-1.409
HIC1	2.0125
IAPP	-0.3815
RXFP4	0.362
GP1BB	1.6495
SHQ1	-0.542
NKX2-3	0.0985
API5	0.06325
FTHP1	0.693
MOV10L1	0.120166666666667
TRIM6-TRIM34	1.7255
ADHFE1	0.32025
FAM117A	-0.2375
DDI1	0.4195
CDON	1.00616666666667
TRIM73	-0.744
IGKC	4.927
MMP14	0.604916666666667
DYNC1LI1	-0.728375
C11orf66	0.871
TRBV3-1	-0.12575
FASTKD5	-0.20525
BIVM	-2.29675
LHX4	-0.052
CXCL2	-2.3685
RAB2B	-1.90083333333333
IZUMO1	-0.7625
MAP3K15	-2.477375
FAM19A2	0.8535
ZC3H8	-0.4845
ZMAT1	1.88075
SPINK5L3	-2.72
SLC10A6	0.5505
APPL2	0.51675
CARD10	1.14233333333333
LOC402176	-0.844625
EEF1D	0.9155
RAB6A	0.087
C12orf5	-0.233
PAPOLG	0.3235
MSRB2	0.909
BCR	0.933833333333333
PUS3	-0.71075
TIAM2	0.4585
ZNF317	-0.249333333333333
CHD2	-0.0555714285714286
FZD5	-2.40168181818182
NUDT8	-0.6815
ZNF763	0.572
PRC1	-2.02922222222222
ABCB9	0.402666666666667
SPATA3	0.59025
TRAK2	0.2475
STAB1	2.631625
LRRTM2	0.3305
psiTPTE22	1.9885
DBI	0.93375
SERPINA11	-1.923
NAT5	0.49625
C20orf58	-1.70925
RPS6KA4	0.317
FLJ90650	-1.2445
TGFBRAP1	0.19725
CHRDL2	0.898
FAHD2A	-0.541166666666667
CNTN1	1.19375
BBS4	0.2283
TMEM181	1.172
MINPP1	0.22
MPHOSPH6	-0.103333333333333
HOXC10	-1.0378
ITPKB	0.121375
CLPTM1L	-0.374875
MEOX2	0.7315
ATP6V0C	1.366125
PRPF8	-0.806833333333334
TMC5	3.944
FKBP3	-0.73425
PLEKHB2	1.0215
OR4D6	0.4245
ZNF544	-0.4261
D2HGDH	-0.1835
RPL18A	-0.6212
HEL308	-0.033375
MPP6	-3.46025
TCERG1	-1.5085
KRT16	-1.069
KLF17	-1.87875
KLF5	-1.06875
CDR1	2.524125
VCX3A	-3.96
FBLN2	2.135
C14orf104	-0.769
HBE1	-4.8835
OR4S2	1.333
C1orf108	-0.755166666666667
ROBO4	3.48366666666667
CPEB4	0.3065
C11orf80	0.423333333333333
BCKDHA	0.782
MYOC	0.60825
GIF	0.4585
CKMT1A	-0.7195
RPL3	-0.1672
THBS1	1.015
APOO	0.16675
ARMCX1	0.89325
HSZFP36	0.55175
SNAPC5	-0.3785
EIF4ENIF1	0.67875
ZNF433	0.72375
TNFRSF21	-0.865875
