Hybridization REF	TCGA-A2-A0YL-01A-21R-A109-07
FAM89B	1.08
FAS	1.6025
KIFAP3	1.326
GLRA2	0.0615
BTN3A2	0.785
CNKSR3	0.251625
CSTF3	-0.874666666666667
ARPM1	0.76675
KIAA1530	-1.0945
C9orf150	2.1815
PRKCI	-0.605
tcag7.1015	-1.38725
SOD3	0.2475
ZNF574	0.42825
CYP21A2	2.62625
RPL12	1.09875
COMMD2	-0.45225
WIZ	0.01425
LOC344405	-0.66325
ALDH4A1	-1.40723529411765
CRYAB	3.554
COPA	0.000833333333333332
PCDHGA7	0.155
KIF11	-0.947916666666667
RASD2	0.10175
SLC26A3	1.823
ZNF175	0.389
JAKMIP2	-1.678375
C8orf4	3.028
PTHLH	2.37425
SLC40A1	5.22883333333333
OR7D4	0.2585
PCDHB17	0.74
CD36	2.431
C6orf203	0.4781
PRKG2	0.249
LOC400566	1.497
ANAPC13	0.81225
SLCO3A1	-0.4925
ZNF692	-1.4415
FANCL	-1.026
SH3GLB1	0.73125
C12orf61	0.0695
KBTBD6	0.956
SUPT5H	-0.01175
XRCC6	-0.2703
HUS1B	-0.1698
FAM133B	-0.353642857142857
LOC728276	0.176
KCTD18	0.75675
SOS2	0.954666666666667
CCDC99	-1.41175
C1QTNF5	3.811
NNAT	0.829666666666667
USP16	0.35175
LARS	-0.653375
ZBTB2	0.17425
ABO	0.403333333333333
TRAF3	-0.28475
GALNT5	-1.7345
NAP5	0.179125
ALG14	0.821333333333333
KIAA0515	-0.168846153846154
WDR75	0.125833333333333
TEX261	0.459166666666667
LY86	1.10775
LOC389072	-0.077
FLJ13611	0.2395
MRGPRX2	-0.0135
SNRPA	-0.719375
OR2G2	0.0025
GPRASP2	1.422
C7orf42	0.5578
C9orf163	-0.7805
CYP11B2	0.481
FCRL3	1.17633333333333
PRDX1	-0.48125
FGB	-6.8058
COX17	-0.9746
C16orf33	-0.13825
PIWIL1	0.201666666666667
FOLR1	-1.6275
KIAA0082	-1.387
FREQ	-0.9765
TMCC2	-1.23466666666667
TCF12	0.889916666666667
ZNF721	0.54075
FAM130A2	1.31475
POU4F1	-2.0405
SNRPF	-1.297625
SGIP1	2.19616666666667
ZNF641	1.32416666666667
EMG1	-0.5505
PRRG4	0.8255
HIRA	-2.83975
MYNN	0.881666666666667
AEBP2	0.27275
TBXA2R	0.2915
ISL2	-1.42116666666667
PCDHB11	0.2515
RNF144A	-0.004
MARCH5	0.638375
DULLARD	-0.0948333333333333
DCLRE1B	-0.0686666666666667
ITGA8	1.19975
TP73	0.008875
PRKCD	1.045
NDUFB4	0.32
ATP13A4	1.229625
ANTXR2	0.136666666666667
COL4A3	-0.906
MYO10	-2.042
SLC6A18	0.031
PEX1	0.181
TMEM74	-0.805666666666667
RBM19	-0.69575
TAPBP	0.0367
RUNX1	1.3745
MID1	0.544583333333333
GPR64	-0.581666666666667
RASEF	3.06625
GABRG1	0.182
MYO16	-0.6515
DBF4	-1.53083333333333
TSHZ2	3.9115
RIPK2	0.00550000000000001
PPTC7	-0.132166666666667
KIF4B	-1.16
LRRC31	2.81725
ZNF540	2.4255
EFNB3	0.269833333333333
LOH12CR1	0.3365
STON2	0.472166666666667
GLP1R	0.24725
CSTF2T	0.116125
IREB2	-0.542875
GRSF1	0.19725
PDCD7	-0.437166666666667
LRRC43	1.326
CNR1	1.78833333333333
IL1F7	-0.8585
C12orf64	-0.29275
FAM69B	-0.89625
NR2E1	-2.14916666666667
MS4A6A	2.4456
FTL	-0.5306
C7orf36	0.234
PCLO	1.135
DYRK2	1.02433333333333
ARIH2	-1.14375
SAMD7	0.218
SCNN1D	-1.139
SLC32A1	-0.757375
C22orf25	-0.453666666666667
MRPS18A	-0.0135
GPR112	0.6255
EARS2	-0.306
ERN2	0.06
ATPBD3	0.00133333333333333
PRH2	0.2305
CDKN2D	-0.534666666666667
PGLYRP2	1.57625
TRIM40	0.053
SEC14L3	0.255166666666667
SLC22A1	-0.27
BTN2A3	-0.45975
RASA4	0.3585
CCNL2	-1.09675
MYBPC3	0.102
GJA4	3.35075
CDC42SE1	0.193375
TRPV2	-1.61225
MYPN	-3.6063
SIM1	0.5345
CDADC1	-0.113666666666667
ZFHX4	1.18975
NIBP	0.346333333333333
ADAMTS19	-2.08975
ABTB2	-1.539
TSPYL2	0.008625
EIF2S3	0.1464
SOX30	-0.187
AP2A1	-0.223666666666667
DKFZP564O0523	0.425666666666667
LOC285398	0.0155
CDH18	-4.72725
CHL1	2.289375
GATS	-0.3419
TBC1D2B	0.554
OR1J1	-0.3295
GSN	1.561
DPCR1	0.42575
GARNL4	-0.904666666666667
SMARCA5	-0.03225
PLEKHG3	0.660166666666667
ZBTB45	0.919
FRMD6	1.40366666666667
PLS1	0.602666666666667
DGKZ	-0.301333333333333
EFNA1	1.7318
WDR85	-1.017125
ANK2	1.04725
PAGE4	-0.730333333333333
SENP6	1.88866666666667
AKR7A2	0.282333333333333
FKBP10	-2.62725
VEGFC	-0.751
LARP1	-0.609625
SRBD1	0.24125
ITGB6	3.7235
SLC1A2	-0.624928571428571
INVS	-0.843
MPO	0.3475
MOBKL3	0.2713
CUTL2	-1.054625
KLK2	-0.169416666666667
VIM	-0.24075
REG1B	0.259833333333333
PCDHGC4	0.14925
C3orf34	0.037
SUMO3	0.571666666666667
CST9L	1.373
MLL4	-0.30125
SPR	-0.226333333333333
SAMD9L	1.754
ABCE1	-0.15725
SUPT3H	0.0135
ACTBL1	-0.157
ADAMTS4	1.11866666666667
SLIT3	2.807
RHEBL1	-1.0935
NPM2	-0.41975
MAN1C1	1.252625
KIAA1856	0.33675
HSPA6	0.4065
LOC388152	-1.5815
C10orf140	-0.1
ZDHHC12	-0.377
LIN7A	-0.9638
PHC2	0.37575
SPHK1	-0.1825
TRIM26	0.0194375
FAM83E	-0.0415
C18orf24	-1.74633333333333
ZNF578	0.7555
ORAI1	-0.67475
RUVBL1	-0.600166666666667
C7orf20	-0.8085
APAF1	-1.6815
SLC36A4	-1.27316666666667
MYH11	4.19016666666667
NEK1	1.1292
MPP2	-0.895125
C12orf24	-2.8515
TNK2	-6.24999999999922e-05
ZNF289	-0.0165
MATN3	0.0114285714285714
IFNGR2	1.33166666666667
ITPR1	2.3275
EBF3	2.9516
TBC1D20	-0.0963
OR10P1	-0.096
DDAH2	1.02375
SHPRH	0.323125
STX7	0.2405
LOC554248	-2.4695
BCAR1	0.10825
ATXN3	0.04475
TRIM27	-0.36125
CDC42EP2	0.7255
CHP	0.315571428571429
SOX17	1.985625
ZNF259	-0.222166666666667
CHCHD1	-0.0335
ZDHHC19	0.489
GBP2	3.2365
GARNL3	1.3715
MRC2	-0.0265
C1orf52	-0.8185
AOF2	-0.256333333333333
LRPPRC	-0.0138
ACVR1C	-0.103333333333333
TM4SF18	3.43666666666667
TMEM169	-0.160666666666667
PPP1R16A	-0.163375
EBF1	1.537
RRS1	-1.01166666666667
SNX2	-0.113
OR2T2	0.333
RBX1	0.105
ANKRD54	-0.0298333333333333
TSNAX	0.590333333333333
TMEM83	-1.16825
ZBTB7A	0.044
ATM	-1.02883333333333
LOC338328	2.28083333333333
TIE1	1.66983333333333
HIST1H3G	-0.6635
PASD1	-4.97983333333333
TINAG	0.58575
PCDHAC2	0.4725
LRRC15	0.533125
WBSCR17	-0.69675
TFF2	-0.6315
PARP2	-0.629
NDFIP2	-0.09025
PCDHGB2	-0.087
WDR60	0.47125
MAP7D2	-1.9739
USP45	-0.687
GSDML	-2.371
TNS1	0.2444
PLCD4	0.9905
IQCD	0.823666666666667
SMPX	-1.6335
CD9	1.19166666666667
SRGN	0.67525
CASP7	1.239625
INOC1	-0.111166666666667
DKFZp451M2119	-1.255125
VMAC	1.232
USP53	1.3496
CAMK1G	-0.46725
TMEM106A	-0.173666666666667
CDC20	-2.1182
ACSL5	0.727833333333333
CBWD5	-0.78025
C1orf87	-0.767833333333333
KIAA1274	1.16175
PRUNE2	-1.68492857142857
LYPLA2	-0.22
DOK6	0.217
GPR149	-0.378
FAM30A	1.819
TMEM129	-0.04225
SLC35B3	0.6745
ACPP	0.1723
LOC200261	-0.214
SLC4A7	1.0413
CCDC40	1.768
GART	-0.783875
THOP1	-1.7235
SCARB1	-1.235125
CACNA1F	0.18225
TRIAP1	-0.371666666666667
SYT14L	-0.3785
SFRS8	-0.552833333333333
PBOV1	0.62775
GOLSYN	2.72775
GJB7	-0.8475
CAMK2N1	1.05216666666667
GREM1	3.56716666666667
FLJ20433	0.50175
QPCT	-2.496
PRKAG2	1.382
H2AFX	-1.574375
C6orf154	0.8305
PLOD3	-1.519
ZBTB39	-0.165166666666667
WASF3	0.0355833333333333
DRG1	0.303
PRR4	0.132
SPCS1	-0.39575
KDELR3	0.191166666666667
SRP19	-0.343833333333333
GABRA6	0.23525
MFSD1	0.60475
MMEL1	2.21625
PDXDC2	-0.6215
BUB1	-2.85788888888889
RNF138	-0.15725
MYLPF	-0.893833333333333
AIF1	0.7225
DYNLRB1	-9.99999999999959e-05
HCN3	-1.59116666666667
HIST1H2AI	-1.2835
MAP4K5	0.5385
LASP1	-0.141125
LOC130951	1.506
PLAA	0.30025
KRT6A	0.071
C6orf117	0.111125
ARHGAP23	-0.5355
PTF1A	0.0445
GPHA2	-0.87125
LCE3B	-0.15475
MCL1	0.952428571428571
EHBP1	-0.805666666666666
PRNP	0.0831875
ZSCAN1	0.1345
C1orf113	0.136
FOXA3	-2.16975
NEB	1.17675
ASGR1	-5.05933333333333
CTGF	2.2105
RAB17	0.1695
MST101	0.92625
JARID1B	1.1066
USP37	0.0107
PTBP1	-0.8335
PTPN7	-0.779833333333333
CDC7	-1.22766666666667
SNX7	0.63025
ZNF335	-0.48475
CPT2	0.15725
HEATR1	-0.8475
HSPC152	0.074625
C5orf40	0.3005
PSME1	0.222
STAG3	-1.89625
TMEM154	0.625833333333333
KLHL32	-0.141166666666667
TSGA10IP	-1.6365
SUV420H2	-0.876833333333333
SF1	-0.7606
2'-PDE	-0.022375
PNLIPRP2	1.073
TRSPAP1	0.219666666666667
NUP210	-1.86783333333333
ANP32C	-2.43166666666667
RAB11B	0.741166666666667
ASB15	0.221
ITGB3BP	-1.18525
UBASH3A	-0.27025
YWHAB	-0.252
TPRX1	-0.2465
LY6G5C	0.627125
SLC7A2	0.857
CLK1	0.743
HSD3B7	0.194
VDR	3.203
C16orf74	0.37675
ACE	0.1075
PSMA2	-0.232333333333333
CCDC131	-1.01725
ZNF213	1.016
EML2	-1.87575
ALS2CR13	0.639166666666667
GLYATL1	0.7545
DSPP	0.156
DHFRL1	-0.557
C10orf30	0.617333333333333
SH3RF2	0.401833333333333
LOC197322	-0.720833333333333
DLL3	-1.85525
TIGD7	1.02525
GFRA3	0.03075
CPA1	1.17833333333333
RTN4	0.475833333333333
PPT2	-1.122
FASLG	2.8975
FOXP4	0.393625
RPL26	0.1952
GNL3L	-1.8795
FMR1NB	-9.25185853854297e-18
CD163	6.09675
SGPP2	2.446
GIMAP2	1.6045
CD37	1.42383333333333
DPT	3.83741666666667
NBLA00301	1.95925
RGS5	2.78433333333333
C9orf4	0.1015
ACTL8	-4.1505
PRKAR2B	1.383625
OPLAH	0.514833333333333
C20orf134	0.722
SPACA5	0.37525
TBL1X	0.324166666666667
TSPYL3	0.576
CHCHD3	-0.7525
CRKRS	-0.880333333333333
GPR65	3.75575
DFFA	-0.848
FUT1	0.3705
C6orf204	-0.402333333333333
TMEM51	0.468
ZNF580	0.83925
CMTM2	0.588
C20orf200	-0.4975
EZH1	-0.267666666666667
FDX1L	-0.4265
MRPL32	-0.44375
PCAF	-0.3531
ALOX15B	1.836
CD59	1.01554166666667
CDK9	-0.179
ERP29	-0.449166666666667
TTR	-6.546
BCMO1	0.207
DDIT4	-0.2016
PTGDS	2.987
C3orf63	0.0188333333333334
BST2	0.621375
CYP1A2	-0.222833333333333
C5orf25	-1.3605
STX1A	-0.529411764705882
OR2A12	0.215
SH3BP5L	-0.48
SERINC5	-0.2075
USP6	0.0647
MRPL3	-0.326
POMP	-0.2965
INPP4B	1.0965
GMPPB	-0.74675
EAPP	0.7535
AHSA1	-0.81825
ABCA11	0.5945
SLC5A6	0.0441666666666667
HIVEP2	0.227
SUMO2	-0.658625
KIAA1822L	-0.915666666666667
C11orf67	1.19825
TXK	0.216875
PHCA	0.7710625
ICAM4	-2.631
FPGS	-0.443166666666667
SNRPA1	-1.54275
KCNJ4	-0.823
KIF6	0.3452
HIST1H2BG	-2.3405
SLC5A5	-0.09925
ZNF354B	0.273
IL12RB2	1.43125
C11orf76	-0.305666666666667
GAL3ST2	0.071
AIFM2	-0.99725
SYNC1	-0.476875
UBL3	1.06
PIK3CG	-0.6295
NLN	-0.476
BCORL1	0.30575
CD5L	-0.21375
ZNF238	2.98116666666667
KIAA1394	-0.50475
C16orf55	-0.2702
CYP3A7	-1.74175
KRTAP3-1	-2.0335
TFDP1	-0.808833333333333
MND1	-3.56375
NODAL	-0.135833333333333
GTPBP4	-1.04025
TUBGCP2	-0.04975
SLITRK5	-0.80225
CIC	1.06475
CD79A	0.86
SAMD14	0.166166666666667
TNPO3	-0.4325
OR10G3	0.8785
OR10G8	-0.139
CCDC111	0.582
HOXC9	1.37325
DCUN1D1	0.283
CYB5R1	1.251
TSR2	-0.3355
DAB2IP	0.845
SLC6A5	-0.1525
RAB3D	1.35425
DCUN1D4	-0.507666666666667
ERBB3	1.46583333333333
SDC1	1.28025
ATP6V1H	0.302333333333333
SYK	1.133
ST20	-1.2015
C13orf30	-0.1815
WDR40A	0.654166666666667
ADMR	0.6695
LOC388335	2.83775
ACSM1	1.5665
TDG	-0.6955
FLJ11235	-0.358
MRPS5	-0.756333333333333
AGPAT2	-0.640333333333333
SLC12A1	0.480625
CYP27A1	-0.234
THAP7	-0.68875
XPO1	-0.527
ALMS1L	0.743833333333333
C1orf2	-0.1415
ZNF777	-0.0735
CAMK2A	-0.223333333333333
SMC1B	0.018625
IHPK2	-0.0758666666666667
LEMD1	-1.323
NKD2	-0.101
CLU	0.655857142857143
ARMETL1	0.1555
PABPC4	-0.42375
CXCL12	2.96816666666667
TFAP2C	1.4905
TTTY8	0.103
ABCB10	-0.1778
ENDOD1	0.719
IDI1	-1.514
KCTD6	0.204333333333333
CCDC105	-0.2595
ULBP2	-1.65483333333333
ZDHHC5	0.486
WNT8A	0.09375
COMMD10	-0.01925
KLHL12	0.13725
GPR50	-0.15
NR5A2	0.323875
OXGR1	2.37
EHD3	0.2835
CAPRIN2	-0.76475
KLRC3	-2.81975
SF3B1	0.397285714285714
IPO7	-0.02625
ALDH1A1	1.14083333333333
ANKRD5	0.47275
TSNARE1	0.3765
DDEFL1	1.213
RNASEL	1.36583333333333
DNAH9	-0.17325
HELLS	-0.94625
TNS4	2.686
NAV1	-0.4425
KIAA1409	-0.17025
C20orf26	2.991
TUBG1	-2.116
IRX2	3.57825
CNGA4	-0.428
MGC50559	1.45466666666667
OR4K17	0.253
TM2D2	0.805833333333333
FAM32A	0.091
TXNDC14	0.03075
CCBL1	-1.6905
ANK1	-2.9615
PRSS23	-0.836
PPM1L	-0.377
SPATA20	-1.64625
APCS	-0.0225
C14orf122	-0.932166666666667
PSMB5	-0.51625
C6orf10	0.2173
SETDB2	0.657
SPNS3	-1.2185
SGMS2	1.04866666666667
MXD3	-1.26983333333333
MON2	0.014
CARTPT	0.40125
HNF4A	-0.904666666666667
RABEP1	0.99905
TNFRSF10B	-0.79325
USH1G	-0.1755
PPAP2B	-0.145166666666667
TMEM16K	-0.0305
CTDSP1	1.012
CDK5R1	-0.316333333333333
GABRR1	-0.3265
OPN1LW	-0.13
FAM98C	0.651
DBN1	-0.51925
ACAD10	-0.654416666666667
QTRTD1	-0.33475
WNK3	-0.576666666666667
RPS19	0.69075
C1QB	2.5775
OTUD5	-0.35425
SLC41A2	0.4325
TMEM22	-0.959166666666667
KHSRP	-1.33591666666667
TNFRSF11A	-0.6625
FBL	-0.362833333333333
IBTK	0.062
OXER1	0.01
CBLN4	1.498625
GPR172B	1.3035
CFTR	0.22775
VSX1	1.8745
CAMK1D	-0.08325
LOXL3	-2.8165
RTP4	1.829
SLFNL1	0.242
KIAA0828	-0.06575
PAR5	0.9805
LOC723972	-2.46325
GDI2	0.695875
CEBPA	-0.293
MLF2	-0.450666666666667
AFMID	-0.49325
ALOX12B	-0.209
BPHL	0.207125
COX5B	-0.49325
S100A10	-0.1875
THOC6	-0.5845
NHN1	-0.40525
RRP12	-0.7805
ARID3B	-1.8835
CD3G	-1.32883333333333
KIAA0133	-0.332
NAT11	-1.17133333333333
PPAT	-0.5715
SIRT3	0.6013
TCERG1L	-1.45125
NIPA1	-0.648
DPP8	0.4161
IL7R	1.78183333333333
ZFP64	0.0538333333333333
DMAP1	-0.0315
TRMT12	0.5915
TLR4	2.0529
WFIKKN2	0.5015
RAB12	-1.40616666666667
DDX51	-0.556833333333333
KIAA1086	-2.342
ZNF295	-0.2165
ACVR2B	-1.22642857142857
LOC494150	-1.11525
ZNF517	-0.3195
DNASE1L2	-1.98566666666667
SUFU	0.42625
LOC283677	-0.3735
LMO3	0.373833333333333
PPP2R5D	-0.4845
ZNF587	-0.359
HIST4H4	-0.224
CYP2C8	0.1245
C1orf80	1.188
DOCK5	-0.4825
C9orf24	0.141
OR5AR1	0.3805
C11orf24	-0.6125
UNQ1940	-0.67625
CAP2	0.347333333333333
TIMM44	-1.0005
DSEL	-0.5129
ROM1	0.6895
FBXO4	0.532625
MYLC2PL	-1.7395
MLH3	1.125
NOX1	0.191333333333333
DPEP2	1.84075
DNAJB5	-0.3475
RLTPR	-0.0255
MBIP	-0.332166666666667
COPB1	0.262833333333333
SFTPA1B	0.086
C10orf4	0.7354
PRELID1	-0.744
NOLA1	-0.7755
C19orf24	-0.32775
TLR9	-1.623
HLA-DMA	3.26658333333333
HCRP1	-0.8955
GPR137	0.043
ITGA11	-0.348166666666667
PHF13	0.888166666666667
MARK4	0.052
METTL4	-0.183
MBD3	-0.5621
LOC134145	0.4045
FGF3	0.148
SLC35A3	1.435375
CLEC16A	0.2265
AMOTL1	-0.759666666666667
FLJ31438	-0.428
PAICS	-1.315875
TOMM40L	-0.0213333333333333
MMD	-1.02875
KLK10	1.466
NIT2	-0.103166666666667
SERPINB10	0.13125
KLF15	0.0783
CCDC5	-0.66525
WSB2	-0.455125
ME3	1.478
CACYBP	-0.825083333333333
TCTN2	1.4845
JAK1	1.822875
C2orf25	-0.055
GPD2	0.70225
FBXL11	0.151833333333333
CDV3	0.1275
GALNT11	0.605375
NDUFA12L	-1.2887
FLOT1	-0.335285714285714
TOR1AIP2	0.0935
MMP25	-0.52025
C1orf164	-0.3955
CHST5	-0.441
LYRM4	0.06465
GPER	-1.2215
HIPK2	0.557416666666667
DAP	0.092
ZMIZ1	0.662333333333333
DDX58	2.346625
DCC1	-1.666
AKT1	-0.53925
ENPP6	1.28866666666667
ERVWE1	-0.478
CDC34	-1.06725
RNF125	-2.24475
CASC1	3.812
SHROOM2	1.093
RRM2B	0.3995
COL6A3	2.294375
TMEFF1	-1.663
PLEKHA4	0.7564
LYSMD1	0.695
SEPT1	-0.2365
AOF1	0.468
GNPAT	0.0365
WDR18	-0.836
HSD17B12	-0.564
HIST1H2BM	-1.66833333333333
INDOL1	0.141166666666667
SUDS3	0.7085
C1orf192	1.743
CYP2B6	-1.07825
TBC1D2	1.13783333333333
SLC25A12	0.68225
ERCC6L	-1.76166666666667
MGC10814	-1.693
POLR2C	-0.8735
ZNF77	-0.00883333333333334
EIF3K	0.2056
HPX	0.67725
ANKRD27	-0.57325
MALAT1	-1.4490625
PLB1	1.37
HRNBP3	-1.2135
CPSF4	-0.872
OR52N2	0.3775
PIP5KL1	0.20725
GH1	0.1785
HPS5	0.59375
SLFN5	0.205875
POP5	-0.335166666666667
OVOS2	-2.59433333333333
C20orf108	0.923
MARS	-1.34375
CLRN3	1.342
ARSE	-0.9085
PPIE	0.0335
PHACS	-0.422333333333333
GP5	-0.4215
IL8RB	0.819
FCRLA	-0.982625
ARRDC1	-0.1305
KRTAP9-4	0.55225
ZNF613	1.1755
OR11A1	-0.105
TMEM132B	-2.520125
PGLS	0.29225
BSND	-2.50716666666667
KCNK18	0.4085
FOXD4	-0.17675
SV2C	1.1105
LCN2	1.7635
ZNF490	1.0379
C3orf15	2.6491
CACNA2D4	-0.889166666666667
CBX5	-1.30375
MAGEB4	0.519
BOLA1	0.69
PPP2R5E	-0.25775
COL5A1	0.89175
ASB7	-0.2315
SFT2D1	-0.1105
DERL1	-0.4434
RABL2A	0.849666666666667
MOAP1	0.896
KIAA1545	0.0385
F3	1.818
PLEKHM2	-0.83575
CCDC89	1.4555
EFCAB1	3.47675
TMEM48	-0.52925
SEPHS2	0.48375
PYGM	-0.228
PRICKLE1	2.05
WNT5B	-0.05325
TAS2R38	-1.252
IMP5	-0.174
KHDRBS1	-0.0047
LARS2	-1.20666666666667
C3orf28	-0.91675
FTCD	-3.70075
C10orf68	1.52583333333333
DGAT2L3	0.1545
PSEN1	0.753833333333333
MGC33657	0.083
PLA2G4B	0.155
CDKN2A	-1.80558333333333
DLX1	-3.3775
TSHB	-0.3135
C18orf37	-0.59525
MEX3C	0.779625
MAMDC2	2.538
PDIA4	-0.982833333333333
ATP5E	-0.1885
CASP2	0.0405
SERBP1	-0.000692307692307663
ZNF341	-0.192666666666667
TESC	-0.64575
TMEM31	-0.2825
OR51I2	0.368
YTHDC1	0.618571428571429
JUN	1.28583333333333
AGMAT	-3.9435
PCNXL2	0.24025
ATAD5	-2.79925
STK38	-0.0845
AZI1	-0.155125
RBP1	2.144
C4orf26	-0.316
KIAA1026	0.6225
TMEM101	0.1965
HSFX1	0.423
TREX1	0.5865
C18orf10	-0.6738
TRIM15	-3.62
CA6	0.82925
CEP57	-0.71225
AR	2.892
SESN2	-0.9485
KIF3C	0.928625
EPB41L5	0.93025
ARHGEF10	-0.658181818181818
POLR3D	-0.546625
INDO	0.226
GABRA3	-1.1345
SCG5	-0.0754
E2F3	-0.8074
TIGD5	0.0695
FGD6	1.92508333333333
KLHL3	0.528875
SCGB3A2	-0.9065
URP2	-0.448666666666667
ATP6V1B1	1.4707
CALML6	-0.5565
LOC100049076	0.8175
TMF1	0.344
LOC388503	-0.14725
CDH5	2.7135
RPS6KC1	0.587
DAAM1	1.1719
TNFRSF10D	-0.608
GSTT1	-3.1114
INPP5A	0.238
TRAF3IP1	1.0214
SMARCE1	0.0406428571428571
VRK1	-1.617
TTC16	0.94125
AARS	-1.54816666666667
ARHGAP27	-0.049
ZAK	0.266285714285714
ACSM2B	-2.893
TRAP1	-1.40633333333333
MRPL53	-0.12775
RNF44	-0.01275
NPTXR	-0.16375
DPYSL3	0.553166666666667
APP	0.9469
GLS2	0.051
MNX1	-4.06483333333333
CMTM7	0.891
OR10A7	0.079
NYD-SP21	4.175
ORC5L	-0.106
SLC16A10	-2.00475
TMEM178	0.706
LOC441601	-4.23025
PTGIS	1.438
KBTBD7	1.164
C19orf41	-0.01775
CEACAM3	0.242833333333333
KRT23	1.21625
SERHL	1.603
PNKD	0.478125
UBC	0.3995
ATRN	0.07525
HAPLN1	-2.37625
RANGAP1	-1.207
C10orf26	1.317
KCNA7	-0.266
SRY	-0.2425
LOC376693	0.1795
HIST1H2BF	-1.66875
CDCA8	-2.31066666666667
MLC1	0.72225
TNIP3	0.68225
OR4D1	-0.000999999999999999
IFT52	0.71
GOLT1A	0.197166666666667
UTP20	-0.657625
RP3-402G11.5	-0.636625
PRSS33	-1.51125
PMPCA	-0.9085
APOB48R	1.27233333333333
GLTP	-0.168
MPL	1.143
C9orf78	0.042
ADAM12	1.76225
CSPG4	-2.7085
LOC144305	-0.337
KRTAP4-10	-0.2833
PAK1	0.47275
ADCY7	-0.9109
TAS2R43	-0.2185
FRAS1	-1.2845
PPP1R14A	0.42
OR2B6	-1.15275
ATP13A1	-0.281166666666667
SIDT1	2.292
C1RL	1.31783333333333
PRKRA	0.03
TLN1	0.2726
RP11-50D16.3	-0.0659166666666667
MITF	-1.51875
GYS1	-0.67425
LYG1	-0.8365
NSMCE4A	-0.3038
DNAI1	-0.17525
HOXD11	-2.505
FNBP1L	1.921
DHX35	0.221
LCE3E	0.059125
SLC33A1	0.649
DCLK3	0.665833333333333
TRIM33	-0.860333333333334
TMCC3	1.89016666666667
FBXO42	0.175
C1orf27	0.3637
C17orf50	0.301
RNF14	0.707083333333333
SLC4A8	1.051375
RAB3IP	0.7368
COX6C	-0.591928571428571
PCSK1	-3.5596
SLC13A1	0.189375
ARF6	0.261833333333333
KIAA1009	0.88175
HOXA13	-2.86825
HMGN1	-0.5995
CXADR	0.4735
MGC14436	-0.5655
UTF1	0.037
TSC22D1	0.8414
BZRAP1	2.20133333333333
PUF60	-0.144083333333333
SHC1	0.02425
HOOK3	0.4948
LIMS2	1.5965
BAHCC1	-0.503666666666667
CLCC1	0.1205
ENTPD3	3.392
SMO	-0.4825
PIK3R5	0.39425
CDC14A	0.0171666666666667
KRT1	0.0395
ENOX2	0.203666666666667
FLJ22655	2.21
FPRL1	0.3185
INTS6	0.2839
ZCCHC5	1.832
SMC3	-0.23325
C6orf123	1.27716666666667
FLJ20160	1.309
LOC653391	0.755166666666667
GSS	-0.74825
NT5M	-1.27575
SIX5	0.14975
TAF5	-0.6165
KCNA1	1.046
ANLN	-2.54416666666667
MGC45491	-1.3455
SSTR2	3.3155
LYPD4	0.232
TH1L	-0.665375
CHRNA5	-2.57
PNMA6A	-0.66925
FLJ16369	-0.4475
DLX2	0.4457
C6orf108	-0.547083333333333
ALDH3A2	0.518
CLEC1B	0.404833333333333
LEPREL2	-0.57075
FOXJ1	-0.012
OR1D4	-0.0675
PPIL4	0.4995
MTRR	-0.64325
SLC27A3	0.291333333333333
HTR7	-0.3275
MIB2	-0.623625
BHMT	-1.78583333333333
A2ML1	0.1025
MSMB	-1.95075
KIAA1383	1.247375
TRUB2	-0.63625
PF4	0.493333333333333
IL1F5	-0.0571666666666667
LRRC37B2	-0.4555
IPO4	-0.72225
FIGF	2.17675
QDPR	0.46225
ZNF598	-1.5005
BOP1	-1.294375
MAPK12	-2.34833333333333
POLR1E	-0.06575
CEECAM1	0.26
INSRR	-0.231833333333333
SIPA1	0.8565
ULK4	0.499166666666667
BTN3A1	0.937
FABP5	-0.7762
KBTBD3	2.57133333333333
SORT1	0.0178333333333333
YWHAQ	0.2668125
LRIT1	-0.404
KIAA1704	-0.6009
MEIS2	-0.6183
ENOSF1	-0.343833333333333
PCDH7	0.179428571428571
FZD9	-2.234
RPLP1	0.715166666666667
ZNF75A	0.37775
P4HA3	2.987625
NKX6-1	-0.0755
CTA-216E10.6	-0.475333333333333
IFT140	0.629
DENND1A	-0.69875
ALCAM	0.4221
ABHD2	0.493636363636364
QPRT	-2.56216666666667
TRAM1	0.718285714285714
ATP1B4	0.005625
NUP37	-1.1035
SAA3P	0.1325
SLC22A6	0.4955
KIAA0265	-0.352
ZNF41	0.55325
ADAM19	0.1093
ERAF	-0.551
DEFB119	0.181166666666667
DNMT3B	-4.81733333333333
SNF1LK2	0.46675
MGC24039	-0.256333333333333
TAS2R48	-0.4795
PNLDC1	1.72175
ADAMTS16	0.718625
TMEM92	-1.05583333333333
CCT8	-0.638666666666667
POGZ	0.401833333333333
N-PAC	0.12375
GUCA1B	-0.757666666666667
ZZEF1	-0.160666666666667
OR2C3	0.611
ZNF334	0.335666666666667
RANBP6	0.88525
LDHB	-2.278
BAMBI	0.427625
RAB5B	1.1915
FOXB1	0.09825
MRPS12	-0.54875
MRGPRF	0.71775
CRIPT	-0.002
CYP2D7P1	-0.6585
RYR1	0.782875
NDUFA2	0.319375
TRIP12	0.41925
KCNE3	2.1025
MOBKL2B	0.8478
MIOX	-0.17225
