Hybridization REF	TCGA-BH-A0HW-01A-11R-A034-07
AMHR2	-1.62133333333333
PROCR	-1.24975
MYBBP1A	-1.47125
C20orf39	-2.35266666666667
ZNF697	0.211
PASK	-0.5569
ZNF776	1.637
RFXDC2	-0.57075
KIAA0467	0.28975
C10orf96	-2.40525
ZNF503	-2.3995
GULP1	-2.4815
KCNE4	-3.362
DKFZp434K191	-1.128
LOC196913	0.464
BHLHB4	-0.048
CH25H	-1.7155
LOC81691	-1.241
ALPL	0.749642857142857
COL12A1	0.367
FOLR3	-3.1185
GPR123	-0.0558571428571428
TRIM62	-0.0615714285714286
ABLIM1	0.0305
MAST3	-1.13125
RHBDD1	0.796166666666667
LOC338809	0.362
RYBP	0.50325
TTC26	0.20675
ZNF22	-0.269166666666667
ISCA2	0.6535
RDM1	1.17175
PIGM	0.58225
GNB3	-1.476
ACTR2	-0.4199
HMGB1	0.1164
EDG1	2.14433333333333
SOAT2	-3.08975
OR10AD1	0.4175
RAP1GDS1	2.01125
LCE1F	0.564
ESM1	1.63225
RCN3	0.49775
CREBL1	-0.15725
DBNL	-0.975333333333333
PTGER3	2.73625
USP30	0.209
BCL2L12	-0.543
KIF26B	0.4805
ZNF416	1.072
ZNF225	0.229
C17orf70	1.48375
ZNF554	0.53975
RAE1	-0.906166666666667
TNIK	-1.9225
ACTN3	-0.568
MGC45922	-0.014
CCNA1	-2.6545
RYK	0.6035
IL26	0.0425
LRP3	-0.136
QARS	-0.7295
SOX7	0.0750714285714286
BID	-0.42725
OR2S2	0.4725
CXCL14	4.57075
C11orf47	-0.53
MGC29891	-0.784333333333334
HSPB8	3.9118
PRDM14	-1.361
NUFIP2	1.06825
MNAT1	-0.1285
ZDHHC2	0.343583333333333
MBNL2	-0.41825
ADD3	-0.353375
CSNK2A1P	-0.86325
KLK6	-1.9545
TMEM111	0.7582
KIAA1279	0.44525
NUBP2	-0.7175
RAB42	-1.45775
ID3	-1.2786
TM9SF1	0.67375
MDP-1	1.19125
POU4F2	1.053
IQCK	0.65825
C16orf14	-1.17525
CAPN3	-1.70025
FAM43B	-0.215
RECQL	-1.00125
AP1G1	1.02321428571429
CTNNBL1	-1.072
ECHDC1	-0.688666666666667
SMARCC1	-0.5658
FOXQ1	-2.808
GNAI3	0.368833333333333
POLG2	0.15
CD4	0.453875
ITLN1	-0.689
EBI2	0.70375
IRF1	-1.07225
PTPRE	0.1872
PTK2B	-1.31625
NXNL2	-0.3795
SOX4	1.23338888888889
TSPAN3	1.22266666666667
SH2D1A	-4.7742
C8orf58	-1.09066666666667
USP20	-1.09525
DUSP22	-0.969333333333333
CALB1	-2.21483333333333
L3MBTL2	1.45741666666667
MCRS1	-0.36325
TMEM118	-0.138833333333333
C18orf8	0.410333333333333
FLJ10241	-0.532
GJA12	0.6055
PKD1	-0.914
ZFP3	-0.018
JAM3	-1.930125
LAPTM4A	1.0145
DIRC2	-0.2175
KIAA2022	1.91066666666667
MYOM1	1.38483333333333
TRPM8	-2.423
MOP-1	0.6845
PHKG2	0.149375
ZNF650	0.681
KIAA1522	1.215375
PSG8	-1.14166666666667
DDX19B	-1.192
MOBKL1B	-0.405
DIAPH2	-1.07383333333333
PTPN12	0.7125
CLN8	-0.9188
CRYZL1	-0.1245
CRY2	0.0624166666666667
FCGR2B	2.10433333333333
PNPLA4	2.683625
ZNF454	-0.8535
DKFZp434B1231	-0.295
CLDN11	0.2815
RFWD2	-0.493166666666667
CIB2	-0.811833333333333
MXRA8	0.561375
HRK	-0.0745
MAML2	-1.394
C4orf31	-2.14225
C6orf192	-0.464
COG6	1.777875
FAM5B	5.96525
NFATC1	0.5843
SEPT10	-0.25925
SCYL1	-0.6138
RPP40	-1.312
SCOC	1.314
KIAA1450	0.6405
CTDSPL2	-0.152
TBX5	0.1076
NAPG	-0.135625
RHD	-4.6005
C14orf45	2.891
ZBTB22	1.6965
PLCG1	-1.6485
ANKRD10	-0.3515
AQP7P2	-0.94725
TAGLN2	-1.18316666666667
HTR2C	-2.2035
SLC16A7	-1.406
C17orf83	-1.91225
TSGA14	0.0703333333333333
MDH1	-0.262
PPP3R2	0.844166666666667
DCBLD2	-2.53171428571429
RBM33	0.061375
DPH3	-1.7005
SYT10	-1.60783333333333
FMO4	2.18225
THYN1	-1.25725
DRD5	-1.927
OTOR	0.37025
PGRMC2	0.9277
KATNAL1	-0.847125
PAQR6	-0.95975
UBE2I	-1.581
C14orf28	0.84525
C8orf70	1.172
FLYWCH1	-0.968
ANGPTL3	-1.6085
GLRX2	-0.230666666666667
ATP11A	-1.24564285714286
ARL5B	-0.547375
MUC16	-3.139
SLC25A5	-1.21457142857143
ACRC	-0.39325
MYO1C	-1.162375
FAM89B	0.561166666666667
FAS	-1.60525
KIFAP3	0.5255
GLRA2	-1.018
BTN3A2	-1.958
CNKSR3	-1.2405
CSTF3	0.182666666666667
ARPM1	-0.53275
KIAA1530	0.1515
C9orf150	3.96883333333333
PRKCI	0.63925
tcag7.1015	-0.814
SOD3	-1.9165
ZNF574	0.9235
CYP21A2	-0.28175
RPL12	-0.72525
COMMD2	-0.93125
WIZ	0.9085
LOC344405	-0.06925
ALDH4A1	-0.438352941176471
CRYAB	0.50975
COPA	-0.0465333333333333
PCDHGA7	0.284833333333333
KIF11	-1.58566666666667
RASD2	-0.657375
SLC26A3	2.9905
ZNF175	-0.9235
JAKMIP2	-3.209375
C8orf4	2.5465
PTHLH	1.214
SLC40A1	0.883583333333333
OR7D4	0.0478333333333333
PCDHB17	-1.3955
CD36	2.27285714285714
C6orf203	0.5363
PRKG2	0.032
LOC400566	1.69525
ANAPC13	0.68275
SLCO3A1	-0.4795
ZNF692	-1.965
FANCL	-0.157
SH3GLB1	-0.10375
C12orf61	-0.4965
KBTBD6	0.516
SUPT5H	0.348125
XRCC6	0.1869
HUS1B	-0.6813
FAM133B	-0.274928571428571
LOC728276	-0.0845
KCTD18	1.03225
SOS2	0.9675
CCDC99	-1.82075
C1QTNF5	2.181
NNAT	-0.248833333333333
USP16	0.47375
LARS	-0.49425
ZBTB2	1.3445
ABO	-0.172333333333333
TRAF3	-0.075
GALNT5	-3.0945
NAP5	-0.222625
ALG14	1.50383333333333
KIAA0515	0.298615384615385
WDR75	-1.096
TEX261	-0.182083333333333
LY86	-0.042
LOC389072	-1.85
FLJ13611	0.525
MRGPRX2	0.615
SNRPA	-1.306375
OR2G2	0.324
GPRASP2	0.05225
C7orf42	0.5767
C9orf163	-0.4685
CYP11B2	-1.046
FCRL3	0.034
PRDX1	-0.29925
FGB	-5.979
COX17	1.19416666666667
C16orf33	-0.59325
PIWIL1	-0.712
FOLR1	-3.43616666666667
KIAA0082	-0.22275
FREQ	-1.86483333333333
TMCC2	-0.895833333333333
TCF12	-0.144166666666667
ZNF721	1.3625
FAM130A2	-0.025
POU4F1	-1.65
SNRPF	-1.35125
SGIP1	-0.371666666666667
ZNF641	0.807
EMG1	-0.1245
PRRG4	1.637
HIRA	-2.2665
MYNN	0.769333333333333
AEBP2	-0.184083333333333
TBXA2R	0.549333333333333
ISL2	-2.026
PCDHB11	-0.1985
RNF144A	-1.75728571428571
MARCH5	0.6915
DULLARD	-1.113
DCLRE1B	-0.217833333333333
ITGA8	1.2195
TP73	-0.736625
PRKCD	1.69675
NDUFB4	-0.797
ATP13A4	-0.142125
ANTXR2	-1.58016666666667
COL4A3	-1.2605
MYO10	-2.3611
SLC6A18	0.7905
PEX1	0.50425
TMEM74	-1.20683333333333
RBM19	-0.53175
TAPBP	0.28915
RUNX1	1.124625
MID1	-2.63791666666667
GPR64	-1.2325
RASEF	2.95975
GABRG1	-0.159857142857143
MYO16	-0.956
DBF4	-2.1115
TSHZ2	-0.25075
RIPK2	-0.192875
PPTC7	0.289833333333333
KIF4B	-1.437
LRRC31	0.34775
ZNF540	1.9875
EFNB3	-0.1795
LOH12CR1	1.04575
STON2	-1.01216666666667
GLP1R	0.472
CSTF2T	-0.276875
IREB2	-0.77025
GRSF1	0.40575
PDCD7	-1.007
LRRC43	0.841
CNR1	1.396
IL1F7	-0.441
C12orf64	-0.751
FAM69B	0.3265
NR2E1	-2.84516666666667
MS4A6A	1.0066
FTL	-1.9971
C7orf36	0.03225
PCLO	1.9772
DYRK2	-0.0237499999999999
ARIH2	0.445375
SAMD7	-0.112
SCNN1D	-0.828
SLC32A1	-0.812857142857143
C22orf25	-0.0958333333333333
MRPS18A	0.5019
GPR112	1.022
EARS2	0.14575
ERN2	-0.122
ATPBD3	0.267666666666667
PRH2	-0.289
CDKN2D	1.29
PGLYRP2	4.6595
TRIM40	-0.370333333333333
SEC14L3	2.7275
SLC22A1	0.25725
BTN2A3	-0.569
RASA4	1.28525
CCNL2	-0.402833333333333
MYBPC3	0.056
GJA4	3.4065
CDC42SE1	-0.257625
TRPV2	-1.95375
MYPN	-4.96611111111111
SIM1	0.764
CDADC1	0.810583333333333
ZFHX4	-2.7065
NIBP	1.50666666666667
ADAMTS19	2.17175
ABTB2	-1.77475
TSPYL2	-0.699625
EIF2S3	-0.5459
SOX30	0.06925
AP2A1	-0.667
DKFZP564O0523	0.424166666666667
LOC285398	0.27775
CDH18	-4.0205
CHL1	1.529125
GATS	0.1158
TBC1D2B	-0.286666666666667
OR1J1	0.05
GSN	-0.428166666666667
DPCR1	0.652142857142857
GARNL4	-0.583833333333333
SMARCA5	-0.47675
PLEKHG3	1.13516666666667
ZBTB45	1.2255
FRMD6	-0.168333333333333
PLS1	0.854166666666667
DGKZ	-0.768833333333333
EFNA1	0.4174
WDR85	-0.902625
ANK2	-0.91875
PAGE4	-0.1442
SENP6	0.1695
AKR7A2	0.3455
FKBP10	-0.233
VEGFC	-1.837
LARP1	-0.3041875
SRBD1	0.27275
ITGB6	1.38875
SLC1A2	1.18907692307692
INVS	-0.082
MPO	2.596
MOBKL3	-0.0575
CUTL2	-2.78325
KLK2	0.0780833333333333
VIM	-3.4465
REG1B	0.706
PCDHGC4	0.77
C3orf34	-0.698333333333333
SUMO3	0.1605
CST9L	6.32825
MLL4	-0.535
SPR	1.46166666666667
SAMD9L	-0.823
ABCE1	-0.13975
SUPT3H	-1.62916666666667
ACTBL1	-1.708
ADAMTS4	-0.278333333333333
SLIT3	2.78925
RHEBL1	-0.82375
NPM2	-1.84525
MAN1C1	0.1145
KIAA1856	0.789
HSPA6	0.8755
LOC388152	-1.3345
C10orf140	-1.3195
ZDHHC12	-0.486
LIN7A	1.5743
PHC2	-1.29058333333333
SPHK1	-1.56875
TRIM26	0.0946875
FAM83E	0.8475
C18orf24	-1.903
ZNF578	0.488333333333333
ORAI1	-0.60575
RUVBL1	-0.253166666666667
C7orf20	0.597166666666667
APAF1	0.1295
SLC36A4	-0.389833333333333
MYH11	2.64383333333333
NEK1	0.2611
MPP2	0.548125
C12orf24	-0.44475
TNK2	0.634375
ZNF289	-0.62225
MATN3	0.434142857142857
IFNGR2	0.0536666666666667
ITPR1	-0.22475
EBF3	2.312
TBC1D20	-0.2797
OR10P1	0.64975
DDAH2	1.7275
SHPRH	-0.44375
STX7	-1.209
LOC554248	-1.273
BCAR1	-1.00925
ATXN3	0.114333333333333
TRIM27	-0.8845
CDC42EP2	1.135
CHP	0.536142857142857
SOX17	1.5455
ZNF259	-1.0865
CHCHD1	0.90925
ZDHHC19	0.532
GBP2	2.138
GARNL3	0.697875
MRC2	-1.595
C1orf52	0.2305
AOF2	-1.03733333333333
LRPPRC	-0.055
ACVR1C	-1.7515
TM4SF18	4.24566666666667
TMEM169	-0.668
PPP1R16A	0.580375
EBF1	-0.3225
RRS1	-0.305833333333333
SNX2	-0.461
OR2T2	0.0115
RBX1	0.2435
ANKRD54	0.810666666666667
TSNAX	0.536166666666667
TMEM83	1.3645
ZBTB7A	-0.713
ATM	-1.98108333333333
LOC338328	1.97816666666667
TIE1	0.8495
HIST1H3G	1.75766666666667
PASD1	-4.05166666666667
TINAG	0.75025
PCDHAC2	0.285
LRRC15	-2.04775
WBSCR17	-1.44825
TFF2	-0.28
PARP2	-0.02825
NDFIP2	0.477875
PCDHGB2	-0.155
WDR60	0.50025
MAP7D2	-0.3672
USP45	-2.019
GSDML	-0.5645
TNS1	-0.3292
PLCD4	2.35225
IQCD	2.1985
SMPX	-2.79
CD9	0.911166666666667
SRGN	-0.648125
CASP7	0.536375
INOC1	0.1565
DKFZp451M2119	-1.433375
VMAC	0.9
USP53	-0.7598
CAMK1G	1.181
TMEM106A	0.527333333333333
CDC20	-2.9091
ACSL5	-2.23866666666667
CBWD5	0.962
C1orf87	-1.07016666666667
KIAA1274	-0.37175
PRUNE2	-2.47315384615385
LYPLA2	-1.08116666666667
DOK6	-2.30716666666667
GPR149	0.364
FAM30A	-0.75825
TMEM129	1.6245
SLC35B3	0.25675
ACPP	-1.4306
LOC200261	-0.88
SLC4A7	-1.1466
CCDC40	3.72525
GART	-1.5535
THOP1	-1.265
SCARB1	-1.665625
CACNA1F	0.49575
TRIAP1	0.164333333333333
SYT14L	-2.954
SFRS8	-0.689666666666667
PBOV1	0.77725
GOLSYN	2.228
GJB7	-1.512
CAMK2N1	1.27816666666667
GREM1	0.938363636363636
FLJ20433	1.319
QPCT	-1.158
PRKAG2	2.12083333333333
H2AFX	-1.17875
C6orf154	1.77875
PLOD3	-1.55575
ZBTB39	-0.4345
WASF3	0.905166666666667
DRG1	0.54275
PRR4	-1.068
SPCS1	0.63975
KDELR3	-1.56233333333333
SRP19	0.163
GABRA6	0.35725
MFSD1	0.9565
MMEL1	2.53925
PDXDC2	-1.2522
BUB1	-3.15511111111111
RNF138	-0.739
MYLPF	-0.617666666666667
AIF1	-1.07983333333333
DYNLRB1	1.2671
HCN3	-0.702
HIST1H2AI	2.3325
MAP4K5	-0.30625
LASP1	1.746875
LOC130951	0.6705
PLAA	0.726
KRT6A	-3.0795
C6orf117	-4.00425
ARHGAP23	-2.315
PTF1A	0.44
GPHA2	-0.358
LCE3B	0.618
MCL1	-1.05957142857143
EHBP1	-0.920833333333333
PRNP	-0.9676875
ZSCAN1	-0.16475
C1orf113	-0.654833333333333
FOXA3	-3.79175
NEB	1.228
ASGR1	-5.41183333333333
CTGF	-0.771833333333333
RAB17	1.481
MST101	0.11
JARID1B	-0.0611
USP37	-0.2918
PTBP1	-1.21966666666667
PTPN7	-1.21216666666667
CDC7	-2.282
SNX7	0.09975
ZNF335	-0.36075
CPT2	-0.808
HEATR1	-1.338625
HSPC152	0.934875
C5orf40	0.12225
PSME1	0.476
STAG3	-2.35225
TMEM154	1.9925
KLHL32	0.335
TSGA10IP	-1.23
SUV420H2	-0.788333333333333
SF1	-0.6287
2'-PDE	0.2934375
PNLIPRP2	-0.774
TRSPAP1	-0.227083333333333
NUP210	-1.2065
ANP32C	-0.4205
RAB11B	-0.0661666666666667
ASB15	0.1525
ITGB3BP	-1.232
UBASH3A	-3.05875
YWHAB	0.366625
TPRX1	-0.1815
LY6G5C	0.19275
SLC7A2	-0.183375
CLK1	0.9091
HSD3B7	0.137166666666667
VDR	0.69625
C16orf74	0.2005
ACE	0.364666666666667
PSMA2	-0.357166666666667
CCDC131	-0.288125
ZNF213	0.869166666666667
EML2	0.444
ALS2CR13	0.0453333333333333
GLYATL1	3.72775
DSPP	1.45
DHFRL1	-0.25575
C10orf30	1.04166666666667
SH3RF2	-0.122833333333333
LOC197322	-0.7375
DLL3	-0.066625
TIGD7	-0.6505
GFRA3	0.28825
CPA1	-0.666333333333333
RTN4	-1.147
PPT2	-1.04216666666667
FASLG	0.414181818181818
FOXP4	0.256375
RPL26	0.0981
GNL3L	-1.7595
FMR1NB	0.0666
CD163	7.4905
SGPP2	1.578
GIMAP2	0.1305
CD37	-0.616833333333333
DPT	-0.021
NBLA00301	0.40975
RGS5	1.39608333333333
C9orf4	-2.287
ACTL8	-3.458
PRKAR2B	0.980375
OPLAH	1.4525
C20orf134	2.525
SPACA5	0.014
TBL1X	0.3855
TSPYL3	2.126
CHCHD3	-0.48625
CRKRS	0.259333333333333
GPR65	1.9
DFFA	-0.79325
FUT1	1.81225
C6orf204	-1.23316666666667
TMEM51	0.3275
ZNF580	0.00475
CMTM2	0.092
C20orf200	-1.1115
EZH1	0.488333333333333
FDX1L	0.26425
MRPL32	0.40425
PCAF	-2.0948
ALOX15B	0.229666666666667
CD59	0.0568333333333333
CDK9	-0.37575
ERP29	-0.230666666666667
TTR	-6.114
BCMO1	-0.6435
DDIT4	-2.1669
PTGDS	0.182
C3orf63	0.5615
BST2	0.58525
CYP1A2	-1.0575
C5orf25	-0.43475
STX1A	-1.11817647058824
OR2A12	1.0715
SH3BP5L	0.03025
SERINC5	-0.6305
USP6	0.921
MRPL3	0.047
POMP	0.366875
INPP4B	1.9785
GMPPB	0.07275
EAPP	1.099
AHSA1	-0.49775
ABCA11	-0.373
SLC5A6	-1.273
HIVEP2	0.611
SUMO2	1.624375
KIAA1822L	-1.67016666666667
C11orf67	1.96275
TXK	-0.727375
PHCA	0.637625
ICAM4	-2.49066666666667
FPGS	-0.393333333333333
SNRPA1	-0.90225
KCNJ4	-1.9675
KIF6	-0.2673
HIST1H2BG	0.911
SLC5A5	-0.241
ZNF354B	-0.0878333333333333
IL12RB2	-0.3995
C11orf76	0.255
GAL3ST2	0.0505
AIFM2	-0.0128750000000001
SYNC1	-0.059125
UBL3	0.7455
PIK3CG	-2.39533333333333
NLN	-0.7656
BCORL1	1.006
CD5L	-0.7895
ZNF238	-0.731333333333333
KIAA1394	-1.1245
C16orf55	-0.2537
CYP3A7	-2.31725
KRTAP3-1	1.793
TFDP1	-1.22416666666667
MND1	-2.40075
NODAL	-0.603333333333333
GTPBP4	-0.76825
TUBGCP2	0.39475
SLITRK5	-3.41275
CIC	0.17725
CD79A	0.186333333333333
SAMD14	0.210666666666667
TNPO3	-1.035
OR10G3	-2.5325
OR10G8	0.3115
CCDC111	0.4445
HOXC9	-2.11175
DCUN1D1	1.11483333333333
CYB5R1	1.90825
TSR2	0.24
DAB2IP	-0.3466
SLC6A5	0.4185
RAB3D	1.5155
DCUN1D4	0.3605
ERBB3	0.551666666666667
SDC1	-1.83816666666667
ATP6V1H	1.19516666666667
SYK	1.1665
ST20	0.131
C13orf30	-1.344
WDR40A	1.18583333333333
ADMR	0.651
LOC388335	0.04725
ACSM1	3.4525
TDG	-0.62575
FLJ11235	-0.2625
MRPS5	-1.105
AGPAT2	-0.633833333333333
SLC12A1	-0.108
CYP27A1	-1.20075
THAP7	0.2045
XPO1	-0.384
ALMS1L	0.117166666666667
C1orf2	-1.028125
ZNF777	-0.0443333333333333
CAMK2A	-0.0591666666666667
SMC1B	0.318
IHPK2	0.728533333333333
LEMD1	-4.347
NKD2	-1.3523
CLU	0.746214285714286
ARMETL1	0.833
PABPC4	-2.28475
CXCL12	0.9505
TFAP2C	0.4583
TTTY8	-0.8435
ABCB10	-1.3688
ENDOD1	-0.215333333333333
IDI1	-2.042
KCTD6	1.31266666666667
CCDC105	0.526
ULBP2	-1.83666666666667
ZDHHC5	0.896
WNT8A	-0.42025
COMMD10	0.77925
KLHL12	0.07975
GPR50	0.4365
NR5A2	0.078
OXGR1	1.0895
EHD3	-0.19225
CAPRIN2	-0.3525
KLRC3	-3.365
SF3B1	0.153571428571429
IPO7	0.0435
ALDH1A1	-2.84783333333333
ANKRD5	0.649875
TSNARE1	0.4275
DDEFL1	-0.49275
RNASEL	1.294
DNAH9	-1.488
HELLS	-1.50575
TNS4	1.0305
NAV1	-0.9051
KIAA1409	0.232666666666667
C20orf26	4.9585
TUBG1	-0.67375
IRX2	-3.0535
CNGA4	0.4925
MGC50559	2.70366666666667
OR4K17	0.286166666666667
TM2D2	2.066
FAM32A	-0.242
TXNDC14	0.809
CCBL1	-1.0855
ANK1	0.8631
PRSS23	0.4805
PPM1L	1.471
SPATA20	1.5015
APCS	0.355
C14orf122	-0.169833333333333
PSMB5	-0.101375
C6orf10	0.314888888888889
SETDB2	2.02366666666667
SPNS3	-1.69475
SGMS2	1.13983333333333
MXD3	-0.607666666666667
MON2	0.3134
CARTPT	0.2575
HNF4A	-1.2055
RABEP1	-0.29265
TNFRSF10B	-1.5755
USH1G	-0.015
PPAP2B	-2.07283333333333
TMEM16K	-0.7965
CTDSP1	0.7545
CDK5R1	0.596
GABRR1	-0.4195
OPN1LW	0.3505
FAM98C	1.402625
DBN1	-0.452875
ACAD10	-0.146833333333333
QTRTD1	-0.5325
WNK3	2.07633333333333
RPS19	-0.282375
C1QB	3.0545
OTUD5	-0.721375
SLC41A2	-1.18416666666667
TMEM22	-2.26783333333333
KHSRP	-0.644083333333333
TNFRSF11A	0.618166666666667
FBL	-1.34766666666667
IBTK	-0.2335
OXER1	0.151
CBLN4	0.9915
GPR172B	1.78183333333333
CFTR	-1.6115
VSX1	1.809
CAMK1D	-1.973
LOXL3	-3.753
RTP4	2.1255
SLFNL1	-0.4045
KIAA0828	1.04975
PAR5	0.9425
LOC723972	-0.27875
GDI2	0.18225
CEBPA	-0.374
MLF2	-0.3625
AFMID	0.526
ALOX12B	1.35625
BPHL	0.424375
COX5B	-0.432
S100A10	-1.0743
THOC6	-0.99275
NHN1	-0.818
RRP12	-0.5585
ARID3B	-1.44025
CD3G	-3.85916666666667
KIAA0133	-0.941
NAT11	-1.17183333333333
PPAT	-1.21016666666667
SIRT3	1.1001
TCERG1L	4.142
NIPA1	0.4566
DPP8	0.3659
IL7R	-2.222
ZFP64	0.0344166666666667
DMAP1	0.3735
TRMT12	0.85625
TLR4	-0.216
WFIKKN2	0.168
RAB12	-1.27233333333333
DDX51	-0.0351666666666667
KIAA1086	-1.748
ZNF295	-0.0548333333333334
ACVR2B	-0.175428571428571
LOC494150	0.198
ZNF517	-0.217
DNASE1L2	-0.719166666666667
SUFU	0.192166666666667
LOC283677	-1.0495
LMO3	0.3725
PPP2R5D	-0.447
ZNF587	0.6871
HIST4H4	0.17
CYP2C8	0.45
C1orf80	-0.746333333333333
DOCK5	-2.0435
C9orf24	1.30575
OR5AR1	0.227
C11orf24	-1.04
UNQ1940	-0.45275
CAP2	-0.0858333333333333
TIMM44	-0.9385
DSEL	-0.4354
ROM1	0.91725
FBXO4	0.8605
MYLC2PL	-2.0355
MLH3	1.2441
NOX1	1.16566666666667
DPEP2	1.347
DNAJB5	-0.17675
RLTPR	0.729
MBIP	-0.302166666666667
COPB1	-0.392333333333333
SFTPA1B	0.5995
C10orf4	1.1129
PRELID1	-0.7855
NOLA1	-0.469
C19orf24	0.014
TLR9	-2.1365
HLA-DMA	0.675916666666667
HCRP1	-1.4735
GPR137	0.211333333333333
ITGA11	-1.96033333333333
PHF13	0.792
MARK4	0.450333333333333
METTL4	-0.051
MBD3	-1.0169
LOC134145	0.733
FGF3	0.23625
SLC35A3	0.612375
CLEC16A	-0.478
AMOTL1	-1.86466666666667
FLJ31438	0.129
PAICS	-0.78775
TOMM40L	-0.429333333333333
MMD	-1.02
KLK10	-1.4774
NIT2	-0.538
SERPINB10	0.8125
KLF15	-0.7122
CCDC5	-0.14325
WSB2	0.87075
ME3	2.16525
CACYBP	-1.06608333333333
TCTN2	0.3855
JAK1	0.241125
C2orf25	-0.50375
GPD2	2.153
FBXL11	0.195166666666667
CDV3	0.267666666666667
GALNT11	0.876
NDUFA12L	-0.5332
FLOT1	-0.342714285714286
TOR1AIP2	0.11625
MMP25	-2.00775
C1orf164	-0.4948
CHST5	0.1635
LYRM4	0.11435
GPER	-2.0115
HIPK2	2.14333333333333
DAP	-0.8441
ZMIZ1	0.971
DDX58	2.03475
DCC1	-1.6735
AKT1	-1.2425
ENPP6	-0.191833333333333
ERVWE1	-0.789166666666667
CDC34	-1.5235
RNF125	-1.78
CASC1	4.09025
SHROOM2	0.37225
RRM2B	1.10816666666667
COL6A3	-1.146875
TMEFF1	-2.54675
PLEKHA4	-1.9306
LYSMD1	1.59666666666667
SEPT1	-2.2315
AOF1	-0.522
GNPAT	-0.39825
WDR18	-0.542
HSD17B12	0.756666666666666
HIST1H2BM	1.68833333333333
INDOL1	-0.911
SUDS3	1.76275
C1orf192	0.0495
CYP2B6	-0.35
TBC1D2	0.542833333333333
SLC25A12	-0.85225
ERCC6L	-1.826
MGC10814	-1.32116666666667
POLR2C	-0.969666666666667
ZNF77	-0.2115
EIF3K	0.376
HPX	0.48775
ANKRD27	0.032
MALAT1	0.0906875
PLB1	-0.955166666666667
HRNBP3	-0.435125
CPSF4	-0.921
OR52N2	0.1455
PIP5KL1	0.73775
GH1	-0.01175
HPS5	-0.46725
SLFN5	-0.379875
POP5	1.101
OVOS2	-1.223
C20orf108	-0.65775
MARS	-1.545
CLRN3	0.834666666666667
ARSE	-1.4085
PPIE	0.0116666666666667
PHACS	0.121
GP5	0.228
IL8RB	0.376666666666667
FCRLA	-1.92925
ARRDC1	0.3458
KRTAP9-4	0.50425
ZNF613	2.277
OR11A1	0.7955
TMEM132B	-2.5605
PGLS	0.4
BSND	-2.0895
KCNK18	0.4285
FOXD4	0.47025
SV2C	0.1425
LCN2	0.143833333333333
ZNF490	1.1725
C3orf15	0.9592
CACNA2D4	-1.70866666666667
CBX5	-2.3115
MAGEB4	0.0296666666666667
BOLA1	0.89625
PPP2R5E	0.24375
COL5A1	-0.9535
ASB7	-0.220333333333333
SFT2D1	0.1475
DERL1	0.7383
RABL2A	1.17833333333333
MOAP1	0.2575
KIAA1545	0.394666666666667
F3	-1.553
PLEKHM2	-1.45875
CCDC89	0.509166666666667
EFCAB1	0.00457142857142855
TMEM48	-1.5395
SEPHS2	-0.68575
PYGM	-0.36575
PRICKLE1	-1.017
WNT5B	1.40325
TAS2R38	1.607
IMP5	0.22
KHDRBS1	0.1799
LARS2	-0.160333333333333
C3orf28	-1.65625
FTCD	-2.52375
C10orf68	0.851666666666667
DGAT2L3	-1.06575
PSEN1	0.405083333333333
MGC33657	0.45975
PLA2G4B	1.2115
CDKN2A	-1.59558333333333
DLX1	-2.7525
TSHB	0.677
C18orf37	0.907
MEX3C	0.12275
MAMDC2	-1.7025
PDIA4	-0.851
ATP5E	-0.4145
CASP2	-0.148285714285714
SERBP1	-0.288923076923077
ZNF341	-0.2005
TESC	-3.02725
TMEM31	-1.33625
OR51I2	0.266
YTHDC1	1.31271428571429
JUN	-1.143
AGMAT	-2.64716666666667
PCNXL2	-0.13175
ATAD5	-1.15875
STK38	-1.105125
AZI1	0.554
RBP1	3.2715
C4orf26	0.25225
KIAA1026	-0.821375
TMEM101	3.89925
HSFX1	0.3005
TREX1	1.21825
C18orf10	0.3503
TRIM15	-3.198625
CA6	0.6356
CEP57	-0.327
AR	3.59633333333333
SESN2	-0.825666666666667
KIF3C	-1.052
EPB41L5	1.0055
ARHGEF10	-1.69663636363636
POLR3D	-1.187
INDO	-3.273
GABRA3	-0.6415
SCG5	-3.4054
E2F3	-0.5522
TIGD5	0.9785
FGD6	1.333
KLHL3	-0.11475
SCGB3A2	-1.0835
URP2	-1.4
ATP6V1B1	-1.28866666666667
CALML6	0.19
LOC100049076	-1.5165
TMF1	0.3635
LOC388503	-0.01975
CDH5	2.851125
RPS6KC1	0.0646666666666667
DAAM1	0.7814
TNFRSF10D	-1.71375
GSTT1	-2.9533
INPP5A	-0.614
TRAF3IP1	1.1826
SMARCE1	1.1555
VRK1	-1.03225
TTC16	-0.48
AARS	-1.44333333333333
ARHGAP27	-0.7005
ZAK	-1.37085714285714
ACSM2B	-3.047
TRAP1	-1.59416666666667
MRPL53	0.6695
RNF44	-0.4105
NPTXR	-0.54725
DPYSL3	-1.90333333333333
APP	1.3298
GLS2	1.82933333333333
MNX1	-3.28783333333333
CMTM7	-0.186
OR10A7	0.311
NYD-SP21	3.14433333333333
ORC5L	-0.061
SLC16A10	-2.176875
TMEM178	-0.5495
LOC441601	-3.73425
PTGIS	-2.135
KBTBD7	2.079
C19orf41	-0.015
