Hybridization REF	TCGA-B6-A0RS-01A-11R-A084-07
SIGLEC10	2.7215
COPG	1.461
FAM26E	1.53175
TRIP4	0.1005
SNX3	0.761833333333333
C1orf175	0.4285
PPY2	0.28825
C14orf152	0.03425
FTSJ1	-0.634166666666667
DST	0.76755
LOC554235	0.1915
GLRX5	-0.07275
C20orf12	-0.0776
CAB39	0.598666666666667
MSH2	-1.291
PIP4K2C	0.863375
CYLD	1.539375
WTAP	-0.222125
MGAT4A	3.37344444444444
TSC22D4	-0.2306
CHRM2	-2.3605
PPYR1	-0.0171666666666667
CCNH	-1.17183333333333
RRM1	-0.75125
ECAT8	-3.201
LOC400120	-0.2255
GABRA4	-0.16875
C14orf4	0.727
C1orf59	-0.57675
CTDSPL	-0.13625
NHEDC2	-1.3055
PDE11A	-1.48075
KLHL29	-1.78875
CD5	0.109
TSPAN9	1.6010625
WDR67	-0.7905
THUMPD1	0.7318
C18orf17	-0.13525
CLYBL	0.055
FLJ13231	-0.12625
CMBL	-0.51825
LECT2	-0.521666666666667
NKAPL	1.55766666666667
LOC654780	0.4195
OR4C6	0.501
RAB30	0.0776666666666667
TSSK4	-0.496
TMEM163	0.575
OSBPL11	0.425916666666667
GNB5	-0.642833333333333
CCL21	1.9875
C1orf121	1.23916666666667
FMO2	2.64183333333333
RPTN	-0.195
MSTN	0.0045
VCL	0.755142857142857
FYTTD1	0.61325
C11orf1	0.16175
CCDC88C	0.587375
HFE	1.12994444444444
MOGAT1	-0.2195
FAM125B	0.491166666666667
IRGQ	0.9225
RAVER2	0.187
AKAP5	-1.1435
SSSCA1	0.01825
C11orf63	-0.14375
ACTG2	-0.0919
PORCN	-1.8265
DTL	-0.933181818181818
TMEM151	0.6825
FAM122C	-1.2055
RSAD2	4.365
BAT4	-1.333
KRTDAP	-0.785
MYH8	0.18125
CRTC3	0.4135
LRRFIP2	0.5748
INTS4	0.1365
TTN	-1.20933333333333
SLC26A5	0.3755
PLLP	1.69375
RGS6	1.412625
SRGAP3	0.376125
ZNF525	0.431166666666667
NBR2	0.053
C13orf1	0.5052
ZNF137	0.8535
CEP27	-0.679
BEST2	0.2845
RNF121	0.72
DMRTC2	3.06225
C8orf76	0.05175
BCCIP	0.23525
MEST	0.05225
HTRA2	-0.4245
ANGPTL2	0.432
ILKAP	-0.106833333333333
ERAS	0.0375
HBS1L	-0.153875
CPA5	-0.0655
TMEM30A	0.952833333333333
CD300LF	2.87716666666667
WISP3	1.1415
CRK	0.290928571428571
PDS5A	-0.3513
BRPF3	-0.342
NEDD9	0.030375
SMPDL3B	1.27375
PSG6	1.54275
PSMD13	0.6635
ETV5	-2.25025
OR51A4	-0.303
BTBD7	0.78975
GSTO1	-0.7725
hCG_16001	-1.1385
MAD2L1BP	-1.0545
COX6A2	0.411
SCNN1A	2.15433333333333
LSM1	0.373166666666667
UGT2B11	-3.569
IDUA	-0.148
PPP2R3C	-0.306166666666667
COX11	-1.64533333333333
PDZK1	-4.75375
ZNF443	0.993166666666667
MGC21874	0.526333333333333
ZNF323	1.3556
KRTAP10-10	0.213
CXCL6	-0.18725
SLC34A2	3.8488
LOC284402	3.0585
NPTN	0.88625
UPP1	-1.14808333333333
SLC6A9	-0.0865
OR7G3	-0.27975
CISD1	-1.535
ZNF545	0.665
SYT14	-0.101
NT5C3L	0.752833333333333
ZNHIT3	-0.5005
SNRPD3	0.45475
KIAA0701	0.6175
UNC93B1	0.601833333333333
GMNN	0.253125
SPCS2	0.486333333333333
LOC388524	-0.616
NAPRT1	-2.6575
PNLIPRP1	-0.609
OR6V1	0.67
PRKAB1	-1.0335
EYA4	-2.19966666666667
KIF20A	-1.1305
ALG10	1.02325
ITPKC	1.573
LMX1B	1.61083333333333
RPUSD4	0.033
C7orf34	-0.018
DLGAP2	-0.0588749999999999
PFN1	-0.1302
MICALL2	-1.34375
ZNF654	0.6505
SS18L1	-0.91275
SLC16A8	0.429
MKI67IP	0.181833333333333
ITGB3	-0.568875
TCEA3	0.88925
CEP152	-1.83475
CLIP1	1.45525
ZNF75	-0.1039375
ATP5C1	0.496666666666667
NUDT5	0.0975
PSCDBP	1.49875
UBP1	0.193
RBM27	0.22675
C13orf15	1.811625
ZNF282	-1.03483333333333
ZNF222	0.2295
COL10A1	5.772
PRDM15	-0.53925
TTTY5	0.042
FAM9C	-0.163666666666667
C20orf67	-0.1005
GNG13	-1.177
F12	0.3775
C1orf41	0.47225
CPXCR1	-0.65
GSK3A	0.853125
SUPT6H	-0.961333333333333
PI16	3.23283333333333
ELL2	-0.535666666666667
C9orf167	-1.53866666666667
PVRL3	-2.1513
FLJ38596	-0.23525
ADAM20	-0.348
GPR89A	-0.6565
GPR87	-1.7705
ZNF30	0.108
SMR3B	-0.72475
ZNF770	0.220375
TRPC4AP	-0.428166666666667
DKFZP686E2158	-0.0191666666666667
C2orf28	-0.360333333333333
FREM1	-1.452
LAMA4	0.192166666666667
ADPRHL2	-0.2505
EIF4G2	0.371666666666667
GUCA1A	0.213
CTNNA2	-1.501125
NUDT15	0.341
CEPT1	0.660333333333333
ZNFX1	0.2134
CCDC92	1.407
TDRD1	2.848
KCNK5	0.416666666666667
ETNK1	0.715083333333333
LTA	-0.3045
TTPA	0.426833333333333
B3GALNT2	0.986875
SC65	0.0155
PEX5L	-1.637375
EPS15L1	-0.56225
MGEA5	-0.6775
HIST1H3A	0.78925
ING1	0.6595
BCAT1	-2.7335
ORC6L	-1.377
KLK11	0.277833333333333
C19orf28	-1.73925
DNER	-4.867125
MED22	-0.282928571428571
ETV6	1.68108333333333
CHAC2	-1.66425
CD300E	-0.062
CEBPB	1.1575
ZNF398	-0.66175
LRCH3	0.3365
HMGA1	-2.08383333333333
CAPN7	0.304
MGC5566	-2.54225
CCL3	3.780375
NANOS1	1.180125
ZFYVE19	-0.26625
APITD1	-1.0845
PARD3	0.375625
IRAK4	0.672333333333333
SERPINI2	-0.127
CEP170L	0.37975
TTC9	2.4435
MYOM3	-1.22425
MLPH	0.394875
LOC222699	-0.0815
NRG1	-2.16891666666667
TBC1D9	0.390545454545454
TTK	-0.922
ZNF557	0.4647
DDX41	-0.481833333333333
FANK1	0.227
UBE2D2	-0.587375
PSMB10	-0.161625
MYH7B	-0.7035
GABARAPL2	-1.146875
MARVELD2	1.14416666666667
DGCR2	1.00366666666667
UNC45A	-0.267
C6orf72	-0.262
ZNF683	4.92725
GIT2	0.182125
CASK	1.07933333333333
C14orf161	2.82316666666667
LRRC44	-1.161
TIFA	0.804
UTP11L	-0.5915
C6orf65	-1.34275
FDPS	-0.01825
DUSP9	-2.1454
SLC17A8	0.00983333333333334
OR51G1	-0.0685
NANS	-0.2215
OLFML1	1.53975
ATP10B	-1.41675
NPAS3	-0.8215
PRKCA	-2.2667
GGA2	-0.4740625
LCE4A	0.494
SPANXN3	0.21875
CCDC115	0.891
SDCCAG3	-0.602
GLIPR1L1	-0.0785000000000001
TTC1	-0.136
C17orf76	-1.0405
MAD2L2	-1.512
HIPK1	0.1317
LRRC3B	-0.551666666666667
CLN3	0.109227272727273
C17orf47	0.6285
FMN2	-2.73375
TUBB1	-1.36725
WAPAL	0.347333333333333
C3orf21	0.3535
SCN5A	-0.6647
SMYD1	0.00175
BEX5	-1.11825
ZNF192	-0.186
SEC22A	0.279333333333333
GRIA2	2.14585714285714
KIAA0825	-1.199
NUSAP1	-1.29781818181818
LANCL1	0.420375
C15orf40	-0.3246
ZNF645	0.201625
GPR61	0.29375
NLRP14	-0.868
SNX21	0.0214
C1QTNF8	0.045
C17orf46	0.23975
IFNA8	-0.046
SPRR1B	-1.48433333333333
FLRT1	0.0175
SNX17	0.183333333333333
ASB2	-0.360833333333333
HBG1	-5.8255
RPRML	-2.21325
JOSD2	0.343333333333333
PLSCR3	0.09725
SPOCD1	-0.139333333333333
RAB39	-0.612
GHRH	-0.384833333333333
ITIH5L	-0.359333333333333
C17orf37	-0.04125
SMCR8	-0.20775
DPY19L2P3	-0.439166666666667
IL11RA	1.29833333333333
GDF3	-3.9805
RPS6KB1	-0.786166666666667
DNAJC19	0.411
TOP1	0.41025
CRCT1	-0.76275
MPST	0.37425
DPM2	0.029
FAM38B	-2.85583333333333
SLC18A1	-2.0755
FARP1	0.265833333333333
PAX7	0.271
TUBD1	-0.865
GNL3	-0.473125
BTG2	1.1004
NDUFS6	-0.82925
C1orf79	-2.136
ERAL1	-0.85525
ECHS1	0.609
VPS4A	-0.803833333333333
CYP11A1	-0.717375
ABCC6	-1.43214285714286
PBX4	-1.2265
MOSC1	0.484375
NCF4	0.78275
HYMAI	-0.2245
NAGPA	-0.58325
OTOP2	0.33575
ACOT12	-0.1285
MTHFD2L	0.249625
LOC441376	4.164
C19orf34	0.507
RAB1B	0.85375
ALDOAP2	-1.137
NTRK1	-1.812
ARTS-1	-0.4204
SLC6A11	-0.496
NAP1L2	-2.48825
CNGB1	-0.0675
EPB41L4B	-0.146166666666667
FAM134B	0.01125
HS3ST3A1	-1.03683333333333
CPXM2	5.94425
SIRPB2	0.983
CHORDC1	0.0521666666666667
TRIB3	-1.347
SLC2A5	1.2
C2orf49	-0.125666666666667
DDX5	0.21525
OR5L1	-0.387
ANAPC4	-1.171
ZSWIM1	0.87775
LOC93622	-0.4955
KCNK3	-0.2397
RP11-35N6.1	-1.6985
ZFP161	-0.321833333333333
AQP9	4.72525
SLC15A2	2.274
MREG	0.319833333333333
OR9I1	0.146
PDLIM2	0.373375
ADAM7	0.5425
GSTCD	-0.185
WDR21A	1.561875
SLC12A8	2.85366666666667
TMEM174	0.3215
IGSF3	1.61958333333333
LRRN1	-3.28725
LOC402117	-0.372
SRPK1	-1.2595
LY6K	-2.5270625
NFIA	3.0305
PTCD3	-0.514125
LEP	2.76583333333333
PCDH21	-0.497
MAPKAPK2	1.01507142857143
NMNAT1	-0.347
LHFPL2	1.6315
C9orf43	-0.888
DIP2A	-0.272
ACTR8	-0.61575
CCDC34	-1.0015
PTPN22	0.097125
ITGA3	-1.447125
FAM129C	0.36375
RABGGTA	-0.818666666666667
UNC45B	-0.42125
KIAA1033	0.55
ZNF510	0.189833333333333
CYP2D6	-0.416
SLC26A10	-2.31
STX8	-0.13675
LUZP1	0.063375
WDR89	0.313333333333333
EIF4G3	-0.753
C5AR1	1.708
ZNF623	1.6635
A2M	0.632
TGM7	-0.3565
GRPEL1	-0.429
LMNB2	-0.6273
ROCK2	0.258
SNX16	0.474125
CCDC66	-0.07225
ANXA3	0.20725
KIAA1609	0.64625
EED	-0.79425
RNF32	-0.7585
HES1	3.1331
CLC	0.105166666666667
ISL1	-1.84383333333333
KIAA0528	-0.547625
MANEA	0.88525
C1orf61	-2.148
hCG_2001000	-0.70275
RAPGEF6	-0.9226
KIAA0020	1.05783333333333
NEIL1	0.02125
C16orf45	-1.878
RBM10	-0.475
C10orf125	0.455875
MRS2L	0.27875
DNAH17	-1.4005
C19orf10	-0.4445
C1orf160	-0.41775
SLFN12	-0.1995
EXOC3	-0.833666666666667
HIST3H3	0.3505
NCOR2	-0.388
TNFRSF9	1.673
MFSD8	1.01575
ALX1	-3.58383333333333
NOL1	-0.46375
PODN	2.777
TIAL1	-0.83125
HIST1H1E	-1.03525
NPY6R	0.35425
TM4SF4	-0.02125
CORO2A	0.13775
ETNK2	0.831
APOE	1.7029
ANGPT4	0.003
HDGF2	-0.1165
G30	-0.8405
ST8SIA4	0.229
F2RL1	2.82475
FAM19A4	-3.73075
CCAR1	0.04675
B3GNT7	0.196
OPHN1	-0.1886
DSCR6	0.16
C21orf13	-0.128666666666667
GAS2L1	0.755916666666667
RFX3	1.2385
COPS4	-1.0755
BCHE	-4.539
BCL2	1.43775
HBZ	-3.17133333333333
ARL13B	-0.146125
MAPBPIP	1.399
MYO15B	-0.2425
SPZ1	0.34675
KIAA1324	2.03744444444444
PLCL2	-0.6275
C4orf29	-0.47225
WDFY2	0.81625
ZNF284	0.013
NAALADL1	-0.3555
DUSP5	1.68666666666667
PXDN	0.11175
SLMO1	-2.6345
TNXB	0.3436
BIRC7	-0.028
A4GALT	0.205166666666667
TIMM22	0.14625
FAM110C	0.47625
TOMM34	-0.940875
ABHD9	0.4445
ADAM32	2.041
CRHBP	-0.33625
AQP2	0.1035
LOC130355	0.91725
ZNF187	0.143833333333333
ZNF816A	1.032
F7	-0.5285
CNOT1	-0.1275
SLC13A4	-1.44975
ZBTB11	0.01025
B3GALT5	0.99075
EXOC2	0.4435
IRS1	-0.5376
TMEM1	-0.161333333333333
MRPL34	-0.681833333333333
SAMM50	0.15975
CDC42EP3	1.526125
HSF2	-0.3492
MFN2	-1.05
TSPAN7	-2.42183333333333
NUCB1	0.583083333333333
RHOH	-0.947
ARL16	-0.3345
TACR1	-0.43325
SFRS5	-0.0651666666666667
SNX25	-1.18075
RHBDF1	0.509833333333333
PCDH18	1.61733333333333
HMG1L1	0.27025
MYO5C	1.24525
MAPK10	-0.117
LDHAL6A	-0.0526666666666667
NUDT12	-0.194833333333333
NCAM1	-0.356875
GLIS2	0.307
GGTL4	-0.0325
DAPP1	-0.4895
ATF7	0.374
KIAA0748	-0.7735
NFIL3	0.836
TM6SF1	-0.2069
SEZ6	0.13825
NANOS3	-0.232166666666667
DNAJA3	-0.347
CLDN6	-2.854
CIITA	2.9087
EPHA4	0.5965
FANCC	0.20975
CMTM3	0.50525
PSG3	0.901625
MRPL15	0.03625
C21orf59	-0.3345
PLCXD2	-0.28925
C2orf34	-0.02075
UBE2L6	0.971125
MED14	0.0821666666666667
HP1BP3	-1.1912
C6orf208	-0.229
TPBG	-2.01575
OSR2	1.75625
XPC	-0.242833333333333
KLHL7	-0.0800833333333333
CCR3	-0.5755
AGTPBP1	-1.88333333333333
PCSK6	-0.3876
STAT5A	-0.9371
FAM18B	0.0035
LONRF2	-4.1865
PTPN2	-0.55075
SF3A3	-1.2855
EFCBP2	-0.32225
HCFC1	-0.145
AHNAK	1.1503
ACTR5	-0.2825
KIF14	-1.01842857142857
TENC1	-0.139
HEATR5B	0.6915
YIPF2	0.857666666666667
MYEOV2	0.0385
DUSP18	1.2565
KIAA1012	0.30825
AHR	0.5135
C17orf53	-0.7355
PTPRH	-3.98325
ATP6V1C1	0.1234
TAS2R3	0.753
LOC440356	1.5925
COQ10B	1.3655
PSMF1	-0.270833333333333
SORBS2	-0.54175
NFE2L2	0.23975
TMCO7	-0.62875
SH3PXD2A	0.3413
SH2D2A	0.06975
SPINK5	-3.51225
MRPS24	-0.531
OPA3	0.399
TRAF7	0.7135
C4orf35	-0.034
MT1G	-0.601625
MGC39545	0.03925
HS1BP3	0.4555
OR2B2	0.494
CHRM4	0.3385
SFRP2	2.24441666666667
RIC3	-1.28025
ART1	0.1275
C6orf1	0.483125
DUS4L	-0.544
C10orf104	0.715
TNFAIP6	2.6025
RTEL1	-2.02975
CCT4	-0.6485
ZNF709	0.634
CHMP6	0.133333333333333
UPP2	0.0475
CYP19A1	-1.288625
CD151	-0.371166666666667
NDUFA13	-0.576
ARFRP1	-0.888166666666667
FAM26B	1.012
CRYBA1	-1.199
MRPL41	0.4065
NPFFR2	-1.168
HRH2	-0.339
SCAMP3	0.4135
MTMR6	1.3556
MTG1	-0.518666666666667
UBTD1	0.94825
CRABP1	-2.893
FLJ33790	-0.9733
KIAA1908	-1.163
GPR158	-3.099
PACSIN3	-0.1705
OMD	2.38883333333333
CATSPER1	-0.6645
HOXB8	-0.32575
FBXO46	2.0885
OAS1	1.5225
SVIL	0.10225
PHB2	-0.158
ADCY3	-0.0905
NDRG2	-1.359
ERMAP	0.556
APBA2	-1.72316666666667
IGSF9	3.0155
WNT6	-0.288571428571429
MYCBPAP	-0.848
ATP2B2	-0.257
CPVL	-0.1631
TRAM2	-1.08616666666667
NOP5/NOP58	0.00700000000000001
ZNRF4	0.1875
TLK1	0.52775
MTMR12	0.574928571428572
ZNF384	-0.6685
FAM9B	-2.21275
RPN1	1.4381
PMVK	1.1075
EIF3D	0.2232
SIX2	1.232
HPS1	0.171071428571429
RNF7	0.056
PSKH2	0.339
KCTD13	0.227
CSMD3	-0.158
FBF1	0.0525
IL8	-1.65725
SERPINB13	0.568583333333333
FBXL20	0.6755
BLR1	0.41525
SH2B1	-0.571666666666667
RFNG	0.088875
RAB20	1.71933333333333
RBM7	-0.27675
POLR1A	-0.4105
TMPRSS4	-3.428
TAF9	-1.446
TERF2	-0.117833333333333
TNFRSF1A	0.338083333333333
ACADVL	-1.38366666666667
GTF2H5	-0.4555
EDG8	0.0731666666666667
C9orf140	-0.06325
UST6	-0.15875
ZBTB8OS	-0.86725
ZNF710	1.325
GPR174	-1.2955
ATP6V0A2	0.453
KIAA0319L	-1.11475
XKRX	-0.2275
DOPEY2	1.8153
SDHD	-0.126916666666667
SUMF1	2.33775
OSM	4.581
OPN3	1.09025
DAGLB	-0.277666666666667
PPFIBP1	-0.2892
TRIM63	-4.009
C10orf53	1.631
LYPD3	0.631666666666667
BCL7A	1.010625
AGER	-1.44233333333333
TCF19	-0.473375
SAT2	0.3105
PFTK1	-0.364833333333333
GABRE	-0.972
C15orf38	1.1912
FIS1	0.055
KCNV2	-0.0865
CLPS	-0.1015
PPCDC	-1.002125
FOXN2	-0.0383333333333333
NT5E	-3.153
CD83	1.78725
IL18	1.5595
VPS16	-0.839
IGFBP2	-0.498666666666667
NOTCH2	1.17725
SIGLEC1	3.53725
CD93	5.285
SULF2	-1.1575
CEP164	-0.819875
P53AIP1	0.124833333333333
TOR2A	0.0456666666666667
ZNF136	1.06775
MGP	3.882
CCDC144A	1.181
TRPC1	-1.77566666666667
SMS	-1.0925
MAPK7	-0.652833333333333
RRAGC	0.9495
PARD6A	-1.87016666666667
NUB1	0.001
SYNGR4	0.58925
OR11H12	-0.338
WIF1	-0.13
GCH1	0.68
OR11H4	-0.3825
SLC44A5	0.9215
GPRIN2	4.08133333333333
LOC401431	-0.60775
CPA4	-0.8575
MELK	-1.52655555555556
IL15RA	1.257
CUL3	-0.717875
HMBOX1	-0.1355
PODXL	-0.15425
CCT6B	0.658833333333333
COMTD1	1.447
MUC20	-0.461333333333333
GPX2	-4.113375
ITK	-0.18225
FBXL5	1.04825
C13orf27	-0.88575
DEFA5	0.428
TRHDE	0.2385
MTP18	-1.0105
UQCRQ	-0.7695
ITGB2	2.24875
CSRP2BP	-1.484
TAS2R44	-0.0735
PHPT1	-0.812625
FAM44C	-0.37775
ERH	-0.14275
MPHOSPH1	-0.883333333333333
MORC1	-0.6275
PARVB	0.107
LAMA1	-2.02925
PGBD3	-0.3045
GIMAP6	4.055
AREG	-3.2885
LIPT1	0.02725
MGC99813	-2.18425
C1orf201	-0.078
GRIN2A	-1.0663
MAN2C1	-1.95525
NSUN5	-0.461
SF3B5	0.10725
MYC	0.1535625
NRXN1	-0.418916666666667
ZNF18	-0.292
SPDYA	-1.21575
SLC37A1	1.2465
DECR2	-0.48425
ANKRD38	0.571875
SPTLC3	-2.94325
SUPT16H	-0.49125
DTWD2	0.104
ULBP1	-0.398
ZADH1	-0.0176666666666667
OIP5	-1.2135
IL10RB	-0.264833333333333
OTUB2	0.34
VWA3A	0.302166666666667
SPIC	0.3125
OR6C4	0.467
PSCD4	1.0905
DPY19L2P2	-0.851
TRAPPC6A	1.69083333333333
C21orf2	-0.317833333333333
CEMP1	-0.4605
LIN7B	0.9395
E2F7	-2.85083333333333
VCP	0.264625
LAMA3	-1.38272727272727
BGN	1.793
GPR160	2.51583333333333
COCH	-3.196
GPR81	0.355666666666667
APOBEC3F	-1.54475
tcag7.1017	-0.80125
C1orf32	0.1315
SCGB1D2	6.72325
FLJ43987	-0.151
C6orf170	0.2895
KLK9	0.626
GPD1L	1.61625
VPS37B	1.149
ATG3	-0.221666666666667
ADAMTS17	-0.481
KLHDC2	0.368833333333333
NDUFV2	-1.094
BLK	-2.52975
MATN4	2.1035
GPM6A	-0.383375
GBP4	3.98433333333333
TMEM162	0.272333333333333
PKP2	-0.9095
HRASLS	3.02911111111111
MMP1	1.9215
SFXN3	-0.9327
FSD1	-2.22016666666667
ST6GALNAC3	-2.46116666666667
CA12	2.3583
NCOA6	0.3525
C19orf58	-0.0962
PPP4R1	0.3755
MAN1A2	1.26833333333333
IKBKAP	-1.574
UPF1	-0.542
KIAA1219	0.39825
WNT16	0.467
SNW1	0.20975
IL18RAP	3.593
RPP30	-0.315
CDC40	-0.00285714285714284
SETD3	1.12383333333333
SLAMF6	0.726
ELK4	0.314
TRIM47	0.771333333333333
ACOX3	-0.5395
TRIM6	0.397
KIAA0372	-0.143833333333333
TP53AP1	0.20675
SMURF2	1.48325
ADAD1	0.31975
EBP	-0.6304
KRTAP13-2	0.164
FLJ36874	-0.437
TOR1A	0.619666666666667
P2RY4	0.507
GPBP1	-0.51
TRPV1	-0.30975
ADAMTS12	1.23266666666667
PES1	-0.0832
ATG4A	0.8225
MAGEA10	-4.59125
WFS1	-0.2015
CC2D1B	0.121
PABPN1	-0.6065
SLC25A30	1.0175
SLCO1C1	-0.102333333333333
SLC22A5	0.59925
KIF23	-1.635
SYN2	-0.939833333333334
ASPN	7.88383333333333
CENTG2	-0.034
QSOX2	-1.0925
FLJ10815	0.597166666666667
STK24	0.1638125
SPEG	0.00339999999999999
STK10	-0.328333333333333
DACT2	-1.444
AAAS	-0.78975
SSX3	-1.411
ABCD3	-0.0575
C4orf12	-1.24975
PARVG	1.4435
FIG4	0.82825
C9orf46	1.294
TMCO6	-1.2115
IGHMBP2	-0.473
DUS2L	-0.3375
FAM3C	-0.24075
TMEM16D	-1.816375
DCTN4	0.2465
KCNH3	0.184
EIF2AK2	0.99875
AP1S3	1.334625
CST4	1.456
PAM	0.533875
NUTF2	-0.39875
CITED2	0.3173
SLC39A4	-0.1435
C2orf52	-0.743
GRM3	-0.07675
C12orf49	1.161875
CCDC49	0.0777
GRAMD1B	-0.772375
FNDC4	-0.67425
SIAH2	-0.397125
GDPD4	-0.0215
C21orf87	0.488375
ATP5A1	-0.619
C16orf63	-0.253625
LOC388135	0.4755
ATP5J2	-0.214
MMP3	0.65325
EMID2	-0.2035
CRHR1	0.695
WDR70	0.13725
C13orf31	1.761
ZFAND1	-0.3295
CCL18	3.876
C3orf49	1.106
RINT1	0.2035
KIAA0408	-0.467833333333333
F13A1	4.2413
SLC10A1	0.239666666666667
OGN	0.39325
GIPC2	-1.44416666666667
XPO6	-0.967833333333333
LCE1A	1.236
FMR1	-0.3926
LOC374920	0.297
DUSP3	0.960875
ANKMY1	-0.2175
C7orf50	-0.7425
BBS9	0.469
UNC119B	-0.736375
C9orf72	0.02925
MGC35440	0.4615
ENTPD6	-0.04025
PPP1R2P9	0.82075
ERCC4	0.60025
FAHD2B	-0.172
HMHA1	-0.355
HACL1	-1.033
RAD23A	-0.667666666666667
FAM83B	-0.0455
PPP5C	0.0413333333333333
RNASEH2C	-0.869375
C9orf153	-0.35575
SCAMP4	0.493875
GHITM	0.2826
NDUFB7	0.089125
ADCYAP1	-0.692166666666667
SP110	1.66883333333333
MAP3K7IP2	-0.10125
DHH	-0.188
AGRN	-0.507
WDR33	0.156166666666667
CEP290	-0.2215
PRPS1L1	-0.777333333333333
KLRA1	0.1085
GPR97	-0.0675
CHD7	-2.31708333333333
TLR10	0.95825
SLC30A8	-1.1965
HIC1	0.949166666666667
IAPP	-0.031
RXFP4	0.187
GP1BB	0.16825
SHQ1	-0.057
NKX2-3	0.206833333333333
API5	0.56725
FTHP1	0.958
MOV10L1	-0.0645
TRIM6-TRIM34	1.89683333333333
ADHFE1	2.9385
FAM117A	-0.45425
DDI1	-0.178833333333333
CDON	-0.879666666666667
TRIM73	-1.038
IGKC	4.6725
MMP14	0.540333333333333
DYNC1LI1	0.472375
C11orf66	-0.44275
TRBV3-1	-1.62625
FASTKD5	0.09025
BIVM	-0.71575
LHX4	-0.0845
CXCL2	3.0157
RAB2B	0.0286666666666667
IZUMO1	-0.83825
MAP3K15	-1.946125
FAM19A2	0.367166666666667
ZC3H8	-0.0201666666666667
ZMAT1	1.075875
SPINK5L3	-2.30825
SLC10A6	1.1905
APPL2	0.000249999999999993
CARD10	-0.629
LOC402176	-0.640875
EEF1D	0.1559
RAB6A	1.4002
C12orf5	-0.78875
PAPOLG	0.23425
MSRB2	0.67975
BCR	0.771833333333333
PUS3	0.71
TIAM2	1.71
ZNF317	-0.298833333333333
CHD2	-0.0144285714285714
FZD5	-1.2145
NUDT8	1.66075
ZNF763	0.5215
PRC1	-1.13188888888889
ABCB9	0.554333333333333
SPATA3	0.11275
TRAK2	0.88625
STAB1	2.4165
LRRTM2	-0.267833333333333
psiTPTE22	0.41275
DBI	0.9405
SERPINA11	-3.649
NAT5	0.81775
C20orf58	-2.403
RPS6KA4	0.072
FLJ90650	-0.5895
TGFBRAP1	0.22925
CHRDL2	1.273125
FAHD2A	-0.2185
CNTN1	0.557
BBS4	-1.1925
TMEM181	-0.49975
MINPP1	-0.115
MPHOSPH6	0.575333333333333
HOXC10	1.4865
ITPKB	0.457625
CLPTM1L	-0.271875
MEOX2	0.479666666666667
ATP6V0C	0.587125
PRPF8	-1.2315
TMC5	3.03425
FKBP3	-0.11675
PLEKHB2	0.373875
OR4D6	0.7595
ZNF544	-0.2177
D2HGDH	-0.3455
RPL18A	-0.1545
HEL308	-0.928875
MPP6	-2.04375
TCERG1	-1.355
KRT16	0.0261666666666667
KLF17	-0.369
KLF5	-0.638375
CDR1	2.9
VCX3A	-5.61
FBLN2	2.021125
C14orf104	0.664
HBE1	-5.0867
OR4S2	0.681
C1orf108	-0.159
ROBO4	3.27283333333333
CPEB4	1.906625
C11orf80	0.438
BCKDHA	0.155666666666667
MYOC	0.533
GIF	-0.7575
CKMT1A	-2.4565
RPL3	0.1636
THBS1	2.23625
APOO	-0.16475
ARMCX1	1.454
HSZFP36	1.42925
SNAPC5	-0.5065
EIF4ENIF1	0.759
ZNF433	0.9135
TNFRSF21	0.234125
TMPRSS7	-0.018
SPATA18	-0.4091
HPDL	0.5065
MKL2	0.771
TBX3	-0.0694615384615384
C21orf93	-0.2275
DAXX	-0.07925
ELMO1	0.128625
RGS13	1.58983333333333
TAF11	0.08325
UNC13A	-1.887375
LOC653314	-0.4133
ORC3L	-0.03725
IMAA	-2.4725
TARBP2	-1.422
CABIN1	-0.0064
TRIOBP	0.2896875
HIST1H2AC	0.141875
RGS22	-3.40583333333333
NCOA1	0.262333333333333
IL25	0.6785
SNCG	3.125
GPR6	0.3345
AMDHD1	-2.59616666666667
CHEK2	-0.295375
C6orf142	0.62925
DRD4	0.4545
C14orf68	-1.4275
GDF11	-1.91925
SEMG2	0.5755
CD247	-0.31725
CDAN1	-0.129
RBMX2	-0.1585
TGS1	0.12475
OIT3	0.86225
SYF2	-0.5045
MCM4	-0.56275
PKHD1L1	0.818
CEP192	-1.15366666666667
IFT88	0.569
RPL9	-0.682785714285714
RAB32	1.6115
DDX43	-2.296
P2RX2	0.334166666666667
OR5D18	0.2485
UBE1	-0.005
SLC24A1	0.024125
ARHGAP5	1.146
CETP	-1.149
KIAA1731	-0.0165
SLC9A4	0.269
PTPN6	1.0625
BAHD1	0.5835
GRIK3	0.187
CACNB2	-1.0352
PDE10A	-0.82125
DGCR14	0.28725
PCDHB9	0.0325
RHOQ	0.967
MAP3K4	-0.52175
KTI12	-0.496333333333333
RPL23AP13	-2.04025
GNG11	-0.9805
CLCN3	0.704
GPAM	-0.697125
VSTM2A	-0.00349999999999999
SLAMF7	3.6185
INTS2	-0.26675
PPP2CA	-0.423
LRP12	-0.4634
SEC14L2	-0.579666666666667
DKFZP586H2123	1.3375
MC3R	-0.2585
CIRH1A	-1.40966666666667
HIST1H2AB	0.108666666666667
POLH	-0.31675
MGC16703	-2.25883333333333
SNAPC2	-0.4585
FILIP1L	1.493
RASGRP4	0.6645
LRRC1	2.17925
