Hybridization REF	TCGA-A1-A0SO-01A-22R-A084-07
NPY6R	0.77075
TM4SF4	-0.7815
CORO2A	-1.035
ETNK2	1.26366666666667
APOE	-0.3331
ANGPT4	0.259
HDGF2	0.41675
G30	0.678
ST8SIA4	-0.60225
F2RL1	-0.12925
FAM19A4	2.41575
CCAR1	-0.56325
B3GNT7	0.7655
OPHN1	-0.1106
DSCR6	0.903
C21orf13	0.0798333333333333
GAS2L1	0.0285
RFX3	1.16766666666667
COPS4	0.253875
BCHE	-1.10783333333333
BCL2	-2.21925
HBZ	-3.095
ARL13B	0.1325
MAPBPIP	0.37325
MYO15B	-0.867
SPZ1	0.389
KIAA1324	3.21888888888889
PLCL2	1.59975
C4orf29	-1.576
WDFY2	-0.800125
ZNF284	0.7
NAALADL1	-0.721
DUSP5	-1.913
PXDN	1.7125
SLMO1	-0.062
TNXB	0.399
BIRC7	-1.31275
A4GALT	-0.662333333333333
TIMM22	0.35575
FAM110C	-1.18425
TOMM34	-0.70725
ABHD9	-0.2485
ADAM32	2.044
CRHBP	-1.08525
AQP2	0.52625
LOC130355	1.22975
ZNF187	1.34183333333333
ZNF816A	1.4175
F7	-1.50675
CNOT1	-0.5245
SLC13A4	-1.76525
ZBTB11	-0.2565
B3GALT5	0.06875
EXOC2	1.00333333333333
IRS1	-2.7349
TMEM1	0.0556666666666667
MRPL34	-0.524666666666667
SAMM50	0.48325
CDC42EP3	-0.8595
HSF2	0.2841
MFN2	-0.6305
TSPAN7	-1.91733333333333
NUCB1	0.23175
RHOH	-3.3215
ARL16	0.949
TACR1	-0.004
SFRS5	-0.931
SNX25	-1.67125
RHBDF1	-0.955666666666667
PCDH18	1.347
HMG1L1	1.13425
MYO5C	-0.554
MAPK10	-1.0315
LDHAL6A	0.516166666666667
NUDT12	-0.113
NCAM1	0.59275
GLIS2	0.455
GGTL4	-0.75825
DAPP1	-1.556
ATF7	0.55575
KIAA0748	-1.453
NFIL3	-0.04125
TM6SF1	-0.0279
SEZ6	0.521375
NANOS3	0.107666666666667
DNAJA3	-0.219666666666667
CLDN6	0.96
CIITA	2.0028
EPHA4	-2.01075
FANCC	0.82125
CMTM3	-0.156625
PSG3	-0.3385
MRPL15	0.2835
C21orf59	-0.28675
PLCXD2	0.38775
C2orf34	1.394875
UBE2L6	-0.096625
MED14	0.382333333333333
HP1BP3	0.0957
C6orf208	-0.0645
TPBG	0.28875
OSR2	-2.858875
XPC	-0.0191666666666667
KLHL7	1.55058333333333
CCR3	-0.751833333333333
AGTPBP1	-0.3035
PCSK6	-1.14013333333333
STAT5A	0.1023
FAM18B	-1.13375
LONRF2	-0.483166666666667
PTPN2	-0.309375
SF3A3	0.214666666666667
EFCBP2	-0.2705
HCFC1	-0.1315
AHNAK	-2.97585
ACTR5	0.24875
KIF14	-0.341285714285714
TENC1	-0.636
HEATR5B	0.4925
YIPF2	0.9435
MYEOV2	0.857333333333333
DUSP18	0.86425
KIAA1012	0.07625
AHR	-1.29666666666667
C17orf53	0.183166666666667
PTPRH	-4.51625
ATP6V1C1	-0.5728
TAS2R3	0.1715
LOC440356	0.26425
COQ10B	-0.4495
PSMF1	-0.488416666666667
SORBS2	1.26616666666667
NFE2L2	-1.1245
TMCO7	0.33875
SH3PXD2A	-0.835
SH2D2A	1.14475
SPINK5	-4.35125
MRPS24	-0.45425
OPA3	0.56925
TRAF7	-0.521166666666667
C4orf35	0.0360000000000001
MT1G	-2.026125
MGC39545	0.31
HS1BP3	0.8683
OR2B2	0.1585
CHRM4	-0.0565
SFRP2	0.094
RIC3	-1.5035
ART1	-0.807
C6orf1	-0.398125
DUS4L	-0.6345
C10orf104	-0.3175
TNFAIP6	0.0325
RTEL1	-1.291
CCT4	0.2586
ZNF709	0.36625
CHMP6	0.264666666666667
UPP2	0.3385
CYP19A1	-2.751125
CD151	-2.034
NDUFA13	-0.358833333333333
ARFRP1	-0.1675
FAM26B	-0.8955
CRYBA1	-1.674
MRPL41	-0.520333333333333
NPFFR2	-1.437875
HRH2	0.4285
SCAMP3	0.631
MTMR6	1.5681
MTG1	-0.393
UBTD1	0.57575
CRABP1	-3.2225
FLJ33790	2.0482
KIAA1908	-1.34066666666667
GPR158	0.5255
PACSIN3	0.8145
OMD	0.967833333333333
CATSPER1	-1.0915
HOXB8	-0.822857142857143
FBXO46	1.485
OAS1	1.2425
SVIL	0.8565
PHB2	-0.09425
ADCY3	-0.0395
NDRG2	3.73583333333333
ERMAP	-0.8095
APBA2	-0.00150000000000002
IGSF9	2.905
WNT6	-0.581214285714286
MYCBPAP	-0.30625
ATP2B2	-0.0406
CPVL	-1.9268
TRAM2	-0.0775833333333333
NOP5/NOP58	-0.0535
ZNRF4	-0.05225
TLK1	0.389375
MTMR12	2.28521428571429
ZNF384	0.249
FAM9B	-2.13325
RPN1	1.3899
PMVK	0.90725
EIF3D	0.1365
SIX2	0.902
HPS1	1.8385
RNF7	1.26275
PSKH2	0.344
KCTD13	0.991833333333333
CSMD3	-1.1124
FBF1	0.4705
IL8	-3.785875
SERPINB13	0.343916666666667
FBXL20	0.5515
BLR1	0.45875
SH2B1	-0.4385
RFNG	-0.116625
RAB20	0.3825
RBM7	-0.37025
POLR1A	0.383
TMPRSS4	-2.2775
TAF9	-1.176875
TERF2	-0.0465
TNFRSF1A	-0.498583333333333
ACADVL	-1.48866666666667
GTF2H5	-0.772
EDG8	-1.59416666666667
C9orf140	0.270375
UST6	-0.2755
ZBTB8OS	0.39675
ZNF710	0.7935
GPR174	-2.029
ATP6V0A2	1.0105
KIAA0319L	-0.391166666666667
XKRX	-0.1315
DOPEY2	0.7676
SDHD	-0.460333333333333
SUMF1	1.281
OSM	2.149
OPN3	0.16375
DAGLB	-0.816166666666667
PPFIBP1	0.6126
TRIM63	-4.6055
C10orf53	1.4595
LYPD3	0.1265
BCL7A	0.890625
AGER	-1.6625
TCF19	0.77525
SAT2	-0.41775
PFTK1	-0.196666666666667
GABRE	-3.449625
C15orf38	1.9875
FIS1	-1.513
KCNV2	0.07475
CLPS	1.4955
PPCDC	-0.512375
FOXN2	0.146
NT5E	-4.2834
CD83	1.033
IL18	-1.40125
VPS16	0.0135
IGFBP2	-0.468333333333333
NOTCH2	-0.607
SIGLEC1	2.42075
CD93	3.964
SULF2	-3.2655
CEP164	0.033625
P53AIP1	-0.495166666666667
TOR2A	-0.202833333333333
ZNF136	0.396
MGP	3.3445
CCDC144A	0.0906666666666667
TRPC1	0.423833333333333
SMS	0.919666666666667
MAPK7	-0.252666666666667
RRAGC	0.72975
PARD6A	0.334333333333333
NUB1	-1.58333333333333
SYNGR4	0.6125
OR11H12	0.3945
WIF1	5.756
GCH1	0.3405
OR11H4	0.13
SLC44A5	-0.4865
GPRIN2	2.02133333333333
LOC401431	2.13825
CPA4	-2.3427
MELK	-0.341111111111111
IL15RA	-0.98975
CUL3	-0.869625
HMBOX1	-2.406
PODXL	-0.735
CCT6B	2.049
COMTD1	-1.27325
MUC20	-0.00883333333333331
GPX2	-4.079625
ITK	-1.156375
FBXL5	0.2775
C13orf27	0.49375
DEFA5	0.5015
TRHDE	-0.8
MTP18	-0.225166666666667
UQCRQ	-0.5066
ITGB2	0.587166666666667
CSRP2BP	1.283
TAS2R44	0.175
PHPT1	-1.07875
FAM44C	-0.02175
ERH	-0.153
MPHOSPH1	-1.21233333333333
MORC1	-0.4425
PARVB	-0.36725
LAMA1	-2.70375
PGBD3	-0.70975
GIMAP6	3.24125
AREG	-5.84233333333333
LIPT1	0.0035
MGC99813	-0.103
C1orf201	0.785666666666667
GRIN2A	-1.0278
MAN2C1	-1.251125
NSUN5	-0.992
SF3B5	0.6265
MYC	-0.1853125
NRXN1	-0.904166666666666
ZNF18	-0.04725
SPDYA	1.5845
SLC37A1	1.158
DECR2	-0.39825
ANKRD38	5.682375
SPTLC3	0.337916666666667
SUPT16H	0.268
DTWD2	-0.5045
ULBP1	-0.3885
ZADH1	-0.508833333333333
OIP5	-0.67075
IL10RB	-0.191166666666667
OTUB2	2.120125
VWA3A	0.167166666666667
SPIC	0.0938333333333333
OR6C4	0.4495
PSCD4	-0.248833333333333
DPY19L2P2	0.445
TRAPPC6A	1.4045
C21orf2	-0.273
CEMP1	-2.04275
LIN7B	0.217
E2F7	-0.812666666666667
VCP	-0.382875
LAMA3	-0.66775
BGN	0.27175
GPR160	-0.338333333333333
COCH	2.3775
GPR81	-0.584833333333333
APOBEC3F	-3.0205
tcag7.1017	-0.97875
C1orf32	0.448
SCGB1D2	0.19675
FLJ43987	0.0455
C6orf170	-0.181
KLK9	-0.116
GPD1L	1.10675
VPS37B	1.2665
ATG3	-0.52
ADAMTS17	0.3205
KLHDC2	0.124666666666667
NDUFV2	-0.87175
BLK	-2.762
MATN4	2.402
GPM6A	-0.039125
GBP4	2.3765
TMEM162	0.1135
PKP2	1.1145
HRASLS	2.601
MMP1	-3.70675
SFXN3	-1.2218
FSD1	0.055
ST6GALNAC3	-0.8815
CA12	-3.2309
NCOA6	1.18225
C19orf58	0.00149999999999999
PPP4R1	0.176
MAN1A2	0.354
IKBKAP	-1.1315
UPF1	-0.0253333333333333
KIAA1219	0.352
WNT16	0.656166666666667
SNW1	-0.86
IL18RAP	1.86425
RPP30	-0.07725
CDC40	0.902142857142857
SETD3	0.2285
SLAMF6	0.16225
ELK4	0.1295
TRIM47	-1.1725
ACOX3	-0.0355
TRIM6	-3.010875
KIAA0372	-0.686
TP53AP1	0.152625
SMURF2	1.01
ADAD1	0.5315
EBP	-0.2345
KRTAP13-2	0.6105
FLJ36874	-0.829333333333333
TOR1A	-0.808833333333333
P2RY4	0.9455
GPBP1	-0.217
TRPV1	-0.392625
ADAMTS12	-0.858
PES1	-0.0401
ATG4A	0.026
MAGEA10	-4.91375
WFS1	0.02625
CC2D1B	-0.0963333333333333
PABPN1	0.397375
SLC25A30	1.1665
SLCO1C1	-0.558666666666667
SLC22A5	-0.91375
KIF23	0.0266666666666667
SYN2	1.102
ASPN	5.031
CENTG2	0.73425
QSOX2	-1.4195
FLJ10815	0.386166666666667
STK24	-0.4783125
SPEG	-0.1263
STK10	-1.491
DACT2	-3.0115
AAAS	-0.85475
SSX3	-1.8355
ABCD3	-0.2175
C4orf12	-0.740875
PARVG	-0.3785
FIG4	1.29275
C9orf46	-0.77375
TMCO6	-0.6175
IGHMBP2	-0.7195
DUS2L	-0.1655
FAM3C	-0.7454375
TMEM16D	-2.04125
DCTN4	-0.37775
KCNH3	-0.7265
EIF2AK2	0.1235
AP1S3	0.718125
CST4	0.396
PAM	-1.3375625
NUTF2	-0.30625
CITED2	-0.38
SLC39A4	-0.3835
C2orf52	-1.4295
GRM3	-0.2495
C12orf49	2.68075
CCDC49	0.3293
GRAMD1B	-1.1415
FNDC4	2.5005
SIAH2	0.419375
GDPD4	-0.2165
C21orf87	1.46075
ATP5A1	-0.0955
C16orf63	0.4825
LOC388135	-1.63433333333333
ATP5J2	-0.553
MMP3	-1.628
EMID2	-0.4295
CRHR1	0.229
WDR70	0.53575
C13orf31	1.18225
ZFAND1	0.05975
CCL18	4.25316666666667
C3orf49	0.2645
RINT1	-0.4475
KIAA0408	-2.49283333333333
F13A1	2.899
SLC10A1	0.0371666666666667
OGN	-0.97025
GIPC2	-2.06816666666667
XPO6	0.281833333333333
LCE1A	0.474
FMR1	0.9152
LOC374920	-0.09325
DUSP3	0.10525
ANKMY1	-0.912
C7orf50	-0.41275
BBS9	1.3554
UNC119B	-0.29925
C9orf72	-0.54175
MGC35440	0.4505
ENTPD6	0.34075
PPP1R2P9	0.41875
ERCC4	1.172
FAHD2B	-0.129
HMHA1	-0.89
HACL1	-0.11775
RAD23A	-0.82
FAM83B	-1.102
PPP5C	0.2555
RNASEH2C	0.148
C9orf153	-0.92125
SCAMP4	0.704875
GHITM	-0.3058
NDUFB7	-0.098375
ADCYAP1	-0.00816666666666666
SP110	0.392166666666667
MAP3K7IP2	-0.23825
DHH	-0.042
AGRN	-0.658
WDR33	0.0988333333333333
CEP290	-1.00566666666667
PRPS1L1	-1.19866666666667
KLRA1	-0.3
GPR97	-0.0905
CHD7	-4.67216666666667
TLR10	-0.53675
SLC30A8	-1.421
HIC1	0.0158333333333333
IAPP	0.883
RXFP4	0.292
GP1BB	0.6515
SHQ1	-0.106
NKX2-3	-0.019
API5	0.42
FTHP1	-0.51
MOV10L1	3.09516666666667
TRIM6-TRIM34	1.5405
ADHFE1	-1.01675
FAM117A	0.3945
DDI1	0.0386666666666667
CDON	-1.06233333333333
TRIM73	-1.3595
IGKC	4.758
MMP14	-0.443833333333333
DYNC1LI1	0.872625
C11orf66	-0.41925
TRBV3-1	-1.2605
FASTKD5	0.26725
BIVM	-1.32675
LHX4	0.00875
CXCL2	-1.5238
RAB2B	1.186
IZUMO1	-0.5845
MAP3K15	-1.088875
FAM19A2	0.33
ZC3H8	0.700833333333333
ZMAT1	0.6855
SPINK5L3	-2.9655
SLC10A6	0.225
APPL2	-0.193875
CARD10	-1.40116666666667
LOC402176	-0.549
EEF1D	-1.5672
RAB6A	0.2723
C12orf5	-0.240875
PAPOLG	0.36175
MSRB2	1.5035
BCR	0.497111111111111
PUS3	-0.26275
TIAM2	-1.22675
ZNF317	1.08533333333333
CHD2	0.305857142857143
FZD5	-1.39768181818182
NUDT8	0.205
ZNF763	0.649
PRC1	0.412555555555556
ABCB9	0.363833333333333
SPATA3	0.35225
TRAK2	0.3535
STAB1	2.278875
LRRTM2	-0.570333333333333
psiTPTE22	1.04825
DBI	0.834
SERPINA11	-4.036
NAT5	1.04875
C20orf58	-2.647
RPS6KA4	-0.623666666666667
FLJ90650	-0.8745
TGFBRAP1	0.61375
CHRDL2	2.02375
FAHD2A	-0.0733333333333333
CNTN1	0.30175
BBS4	-0.3977
TMEM181	-2.131
MINPP1	-1.4045
MPHOSPH6	0.953916666666667
HOXC10	-0.1421
ITPKB	1.22775
CLPTM1L	0.21
MEOX2	-1.02216666666667
ATP6V0C	-0.062375
PRPF8	-0.7235
TMC5	0.017
FKBP3	0.81725
PLEKHB2	-0.8835
OR4D6	0.147
ZNF544	0.8391
D2HGDH	-0.616
RPL18A	-0.8968
HEL308	-0.49975
MPP6	0.331
TCERG1	-1.52425
KRT16	-2.4915
KLF17	-0.6875
KLF5	0.7845
CDR1	0.429
VCX3A	-4.6625
FBLN2	0.54975
C14orf104	0.30625
HBE1	-5.2161
OR4S2	5.885
C1orf108	0.447833333333333
ROBO4	2.74966666666667
CPEB4	-0.53
C11orf80	-0.0075
BCKDHA	-0.145333333333333
MYOC	0.12
GIF	-0.098
CKMT1A	1.608
RPL3	-0.2718
THBS1	2.45725
APOO	1.185
ARMCX1	1.0365
HSZFP36	0.8335
SNAPC5	0.25975
EIF4ENIF1	1.3335
ZNF433	1.56125
TNFRSF21	1.267125
TMPRSS7	-0.318
SPATA18	-0.6365
HPDL	1.708
MKL2	1.3979
TBX3	-1.62953846153846
C21orf93	0.513
DAXX	0.6575
ELMO1	-0.858625
RGS13	0.334666666666667
TAF11	0.8415
UNC13A	-2.46225
LOC653314	-0.7042
ORC3L	0.94425
IMAA	-2.9145
TARBP2	-0.817
CABIN1	-0.1244
TRIOBP	0.0340625
HIST1H2AC	-0.70175
RGS22	-3.85933333333333
NCOA1	0.987333333333333
IL25	0.497
SNCG	-0.8125
GPR6	1.033
AMDHD1	-2.49933333333333
CHEK2	0.188
C6orf142	-1.1695
DRD4	0.89975
C14orf68	-0.9605
GDF11	-0.3195
SEMG2	0.0185
CD247	-0.7625
CDAN1	-0.121
RBMX2	-0.653833333333333
TGS1	0.60225
OIT3	1.183
SYF2	-0.57925
MCM4	0.33925
PKHD1L1	0.161
CEP192	-0.446833333333333
IFT88	0.637
RPL9	-1.24071428571429
RAB32	-0.289
DDX43	3.4055
P2RX2	0.124
OR5D18	0.3715
UBE1	0.0619166666666667
SLC24A1	0.71725
ARHGAP5	0.954
CETP	-1.27475
KIAA1731	0.249833333333333
SLC9A4	0.443
PTPN6	0.51
BAHD1	-0.43625
GRIK3	-0.102
CACNB2	0.3681
PDE10A	-1.95125
DGCR14	0.39975
PCDHB9	0.159333333333333
RHOQ	0.842666666666667
MAP3K4	-1.04725
KTI12	0.458166666666667
RPL23AP13	-3.94375
GNG11	-2.3465
CLCN3	0.7685
GPAM	1.103
VSTM2A	0.111
SLAMF7	2.82916666666667
INTS2	-0.3425
PPP2CA	-0.3888
LRP12	0.2732
SEC14L2	-0.800555555555556
DKFZP586H2123	0.84525
MC3R	0.123
CIRH1A	-0.132
HIST1H2AB	-0.3135
POLH	-0.478375
MGC16703	-1.133
SNAPC2	-0.1515
FILIP1L	-0.36475
RASGRP4	0.344
LRRC1	1.6835
GAS1	-1.60825
PRAC	-1.081
DGKA	-0.890833333333333
NT5C3	-0.49175
PEG3	-5.0235
NADK	-0.3015
PRR17	0.18525
LOC374569	-0.4675
SGSH	-0.2075
NLRP8	0.0695
GALT	-0.6043
MCF2	0.4025
ZNF263	0.313
TACSTD1	2.52966666666667
TYR	-6.8493
ATP6AP2	0.984
RNUXA	-0.511
ABHD10	0.3714
GDPD2	-1.23825
SLC35C1	0.8955
UBE2A	-0.950875
HERC5	-1.406
FAM112B	-4.75216666666667
FBXL16	0.5125
DKFZP434A0131	-0.92775
ELA3A	-2.644
RBM41	-2.0075
HAO2	0.47275
RNH1	-1.25375
SHANK2	1.43083333333333
OSBP2	-0.71725
DAK	-1.51816666666667
C3orf58	3.25441666666667
TCL1B	-0.2135
KBTBD2	-0.499625
SUGT1L1	0.57825
UBE2E2	-0.634666666666667
MYL9	0.575
CDC23	-0.644833333333333
PBXIP1	1.468
CXorf40B	1.0985
NBL1	-1.791
RTBDN	0.205
RAB11FIP5	-0.672125
TTTY13	-0.6085
SCOTIN	0.36375
SOHLH1	0.7115
CDKN1A	-1.99278571428571
NCK1	-0.03125
ZNF550	0.787
SAPS3	-0.14225
SPIN3	0.352833333333333
MAGEE2	-0.23225
MIS12	-0.549333333333333
OR8H2	0.646
KIAA0774	-0.866333333333333
UNC5D	-2.185
CUL7	-0.334666666666667
LIPC	-4.32333333333333
DIO1	-3.64775
C20orf11	-0.0903
CTRL	-0.5455
HS3ST2	2.97975
PAK4	1.17966666666667
CCRL1	1.30875
RNF10	0.0635
ZNF567	1.87275
ZNF660	1.828
TCEAL3	-0.393
MAGOH	-0.142166666666667
CENPB	0.064
C19orf7	0.396875
LOC388965	1.084
ZCCHC13	0.6695
JMJD1A	-0.2365
HIST1H4H	0.367
TBRG1	-1.6174
GPC3	-3.020125
TAF1C	-0.306
EBNA1BP2	0.493333333333333
CIAPIN1	-0.73525
PDGFRA	-1.70188888888889
CSTB	-0.680875
CENPI	-0.484166666666667
GTF2E2	-0.356666666666667
RPP21	0.714
CCNF	-0.407833333333333
KCNQ3	0.739
FAM79A	0.497
SLC22A12	0.825
NOVA1	0.75
FZD3	0.1196
AKAP8	0.48225
SOCS5	0.341375
CFDP1	-0.13475
DLG5	0.3945
PGM5	-0.327416666666667
C1orf144	0.145
HDAC10	-1.8855
RND2	1.26025
C20orf199	-1.74725
RNMT	0.01425
SLURP1	0.4565
ASTN1	-0.63575
SH3BGR	1.83275
MYCL1	2.203875
ZHX1	-0.282666666666667
CENPK	-1.91575
FOSB	1.044
LOC643406	0.711875
C2orf59	-2.751
TMEM135	0.73375
SLC27A2	-3.81575
KRT33A	0.1065
OVOL1	-2.59557142857143
PAMCI	-2.911
S100A7	-1.542
ZNF789	-0.649
HARS2	-0.20725
RPL23A	-0.965
TCF23	0.16325
UPF3B	-1.073375
C17orf78	-0.3335
HLA-DOB	1.63266666666667
C14orf142	0.594666666666667
TEKT5	0.354666666666667
DMWD	0.18
POLD1	-0.235833333333333
GSCL	0.056
CALD1	-0.1591
SCRT1	0.181833333333333
AIG1	-0.224
UNC84B	-0.05225
ZNF404	0.005
TMED6	-3.86925
KIAA1462	0.2775
LRRC27	1.33883333333333
PYGO1	0.5235
PIGU	0.4135
ALAS2	-3.9725
WRNIP1	0.557625
CNNM3	0.4005
ZNF2	0.8495
ST3GAL5	-0.602833333333333
MRPL23	-0.4535
TSSK6	-0.0035
PSMA6	0.6685
C16orf70	-0.47175
KIAA1602	-0.029
ALMS1	0.091
DCN	0.010875
TMEM132D	-1.32675
SUCLG2	-0.48625
ABHD14A	-0.10925
DEXI	0.771166666666667
AMPD2	-0.669333333333333
IFNAR2	-0.438333333333333
CYB5A	-0.1612
TLOC1	0.102
NXF5	-0.958833333333333
NRBF2	-0.709625
KCTD3	0.04325
ITGAE	-0.471166666666667
SLC30A3	-0.419333333333333
ZRF1	-1.4915
IFRD2	-0.694125
XAB1	1.26425
PYCR2	-0.881166666666667
SERPINB3	-5.042
TMLHE	1.3681
GEFT	-1.2095
ABCA5	-1.27425
EMR4	0.226666666666667
TSFM	-0.57875
HIST3H2BB	-1.161
ARHGEF19	1.359
TSPAN17	-0.452666666666667
ABCC8	-1.05775
MAP1S	0.370666666666667
C22orf36	1.47425
BNC2	-2.19921428571429
HIST1H4A	0.022
NDUFS3	0.957
WDR3	-0.1835
XKR4	-0.9015
TTC33	0.4235
STMN2	0.70775
CPN2	-1.21983333333333
HSPC105	1.662
PCOLCE2	-3.70525
C3orf55	4.4285
KLHDC9	2.316
TBC1D23	0.354375
ATXN2L	-0.948833333333333
MAP2K3	-0.0825833333333333
SCAP	0.83125
ZNF486	0.535
C20orf96	-0.716
NARS	-0.92875
ADAMTSL1	-1.40178571428571
PRCC	1.2645
CCDC126	2.156
ZNF675	0.09275
CALCOCO1	-0.624
ANKRD43	0.57525
CWF19L2	1.48383333333333
ZBTB32	1.28183333333333
BRAF	0.141
ODF4	0.383
MGC14376	-1.23366666666667
HORMAD1	3.24916666666667
AAK1	0.00208333333333332
PEBP1	1.158
TNFSF5IP1	-0.0646666666666667
DKFZp564N2472	0.6165
RMND1	-0.582125
IGKV1-5	4.80675
COL1A2	0.192833333333333
SERPINA5	-4.52625
AANAT	0.576
C19orf21	-2.89716666666667
GEMIN5	-0.1885
UBR4	-0.142333333333333
LTBP3	-0.309666666666667
AMHR2	-3.05816666666667
PROCR	-3.6945
MYBBP1A	-0.91625
C20orf39	-1.26633333333333
ZNF697	-0.106875
PASK	-0.0618
ZNF776	1.65283333333333
RFXDC2	-0.371
KIAA0467	-0.069
C10orf96	-1.95075
ZNF503	-2.03525
GULP1	-1.47458333333333
KCNE4	-1.92383333333333
DKFZp434K191	-2.08325
LOC196913	-0.186
BHLHB4	0.813
CH25H	-0.7115
LOC81691	0.599333333333333
ALPL	0.945071428571429
COL12A1	0.41225
FOLR3	-2.83583333333333
GPR123	0.120875
TRIM62	0.112571428571429
ABLIM1	0.642833333333333
MAST3	-0.147
RHBDD1	0.650833333333333
LOC338809	0.2045
RYBP	1.7465
TTC26	0.41425
ZNF22	0.958666666666667
ISCA2	0.168
RDM1	-0.1565
PIGM	1.81175
GNB3	-0.777
ACTR2	1.1201
HMGB1	1.2951
EDG1	1.65333333333333
SOAT2	0.903
OR10AD1	0.266
RAP1GDS1	-0.513666666666667
LCE1F	0.7335
ESM1	-2.63875
RCN3	2.35325
CREBL1	-0.629333333333333
DBNL	0.0593333333333333
PTGER3	-0.206875
USP30	1.5255
BCL2L12	-0.086
KIF26B	0.40275
ZNF416	1.73775
ZNF225	0.8235
C17orf70	0.46625
ZNF554	1.36925
RAE1	-0.2185
TNIK	-1.39066666666667
ACTN3	-0.38
MGC45922	0.99
CCNA1	-2.0025
RYK	1.00066666666667
IL26	-0.195
LRP3	0.917166666666667
QARS	0.5425
SOX7	0.689285714285714
BID	0.634
OR2S2	-0.2725
CXCL14	-0.1925
C11orf47	-0.354
MGC29891	0.0643333333333334
HSPB8	-1.2563
PRDM14	-1.5935
NUFIP2	0.6095
MNAT1	0.20575
ZDHHC2	-1.18991666666667
MBNL2	-0.095875
ADD3	-1.4275
CSNK2A1P	-0.018
KLK6	-2.3915
TMEM111	1.5288
KIAA1279	-0.54425
NUBP2	0.21
RAB42	-2.0655
ID3	0.115
TM9SF1	-0.13
MDP-1	0.27325
POU4F2	0.309333333333333
IQCK	1.049
C16orf14	-0.82025
CAPN3	-2.296
FAM43B	-0.56475
RECQL	0.9705
AP1G1	0.294714285714286
CTNNBL1	0.187166666666667
ECHDC1	-0.409666666666667
SMARCC1	1.4762
FOXQ1	-2.857125
GNAI3	0.560333333333333
POLG2	-0.74525
CD4	0.25175
ITLN1	-0.42875
EBI2	3.44725
IRF1	-0.53975
PTPRE	0.2061
PTK2B	-1.40625
NXNL2	-1.4935
SOX4	2.45377777777778
TSPAN3	-0.0536666666666667
SH2D1A	-3.49683333333333
C8orf58	-0.700833333333333
USP20	-1.152
DUSP22	-0.276416666666667
CALB1	-2.32766666666667
L3MBTL2	1.22616666666667
MCRS1	-0.479
TMEM118	0.119333333333333
C18orf8	0.753166666666667
FLJ10241	-0.358125
GJA12	-0.106
PKD1	-0.978833333333333
ZFP3	1.248
JAM3	-1.170625
LAPTM4A	1.8443
DIRC2	0.59775
KIAA2022	1.90283333333333
MYOM1	0.761833333333333
TRPM8	-3.085
MOP-1	1.11825
PHKG2	-0.592375
ZNF650	0.505125
KIAA1522	0.378625
PSG8	-1.37433333333333
DDX19B	-1.289
MOBKL1B	0.91775
DIAPH2	-0.9
PTPN12	-0.495
CLN8	-1.4703
CRYZL1	-0.108166666666667
CRY2	0.686
FCGR2B	3.1145
PNPLA4	1.298125
ZNF454	2.051
DKFZp434B1231	-0.167
CLDN11	0.4753
RFWD2	0.234
CIB2	1.79433333333333
MXRA8	-0.084875
HRK	1.200625
MAML2	2.47175
C4orf31	-1.77025
C6orf192	1.462
COG6	-1.27
FAM5B	0.0475
NFATC1	-1.5356
SEPT10	0.4285
SCYL1	-0.4696
RPP40	0.6895
SCOC	-0.0568
KIAA1450	0.50075
CTDSPL2	-0.07525
TBX5	0.502333333333333
NAPG	0.3085
RHD	-3.11425
C14orf45	-0.179166666666667
ZBTB22	0.8285
PLCG1	-0.05
ANKRD10	-1.07275
AQP7P2	0.06625
TAGLN2	-0.717166666666667
HTR2C	-1.80433333333333
SLC16A7	-0.597833333333333
C17orf83	-0.376
TSGA14	0.340916666666667
MDH1	0.2555
PPP3R2	0.0805
DCBLD2	-0.5095
RBM33	-0.1525
DPH3	0.31625
SYT10	-1.80416666666667
FMO4	1.081375
THYN1	-0.703
DRD5	-2.1585
OTOR	0.36225
PGRMC2	-0.3479
KATNAL1	0.96625
PAQR6	-2.64675
UBE2I	-0.035
C14orf28	0.71725
C8orf70	0.8045
FLYWCH1	-0.749375
ANGPTL3	-1.0515
GLRX2	-0.119166666666667
ATP11A	0.143642857142857
ARL5B	2.293125
MUC16	-2.83075
SLC25A5	-0.699214285714286
ACRC	-1.93525
MYO1C	-0.910375
FAM89B	0.868166666666667
FAS	-1.88875
KIFAP3	1.19875
GLRA2	0.301
BTN3A2	-0.3664
CNKSR3	0.48125
CSTF3	0.201833333333333
ARPM1	1.96675
KIAA1530	-1.0325
C9orf150	-0.206166666666667
PRKCI	1.111
tcag7.1015	-0.80675
SOD3	-1.92075
ZNF574	0.484
CYP21A2	-0.738
RPL12	-1.0045
COMMD2	1.0165
WIZ	0.67
LOC344405	-0.8035
ALDH4A1	-0.364235294117647
CRYAB	1.3155
COPA	0.651733333333333
PCDHGA7	0.431666666666667
KIF11	0.423333333333333
RASD2	-0.63425
SLC26A3	-0.569
ZNF175	-2.309
JAKMIP2	-2.808375
C8orf4	-1.1075
PTHLH	-1.45375
SLC40A1	0.00725000000000001
OR7D4	0.5805
PCDHB17	0.52
CD36	2.65078571428571
C6orf203	0.6131
PRKG2	-0.09
LOC400566	-0.4545
ANAPC13	-0.01175
SLCO3A1	-1.69175
ZNF692	-1.584
FANCL	0.4275
SH3GLB1	0.609
