Hybridization REF	TCGA-BH-A0BL-01A-11R-A115-07
MAPK7	0.0378333333333333
RRAGC	1.10075
PARD6A	-0.2225
NUB1	0.767166666666667
SYNGR4	0.233
OR11H12	0.2535
WIF1	0.20875
GCH1	0.66
OR11H4	0.0015
SLC44A5	1.456
GPRIN2	3.139
LOC401431	1.28
CPA4	0.431
MELK	-1.12422222222222
IL15RA	1.5465
CUL3	-0.521625
HMBOX1	0.759
PODXL	-0.95325
CCT6B	-0.000666666666666667
COMTD1	-0.45325
MUC20	1.42666666666667
GPX2	-2.92025
ITK	0.076
FBXL5	1.032
C13orf27	-0.78825
DEFA5	0.2315
TRHDE	-0.0115
MTP18	-0.2205
UQCRQ	-0.0704
ITGB2	2.15775
CSRP2BP	0.69875
TAS2R44	0.387
PHPT1	-0.319625
FAM44C	-0.4375
ERH	0.196
MPHOSPH1	-1.594
MORC1	-1.119
PARVB	-0.33775
LAMA1	-1.08416666666667
PGBD3	1.20925
GIMAP6	3.78925
AREG	-2.786
LIPT1	-0.09725
MGC99813	-0.8225
C1orf201	0.243
GRIN2A	-0.7607
MAN2C1	-1.085
NSUN5	-0.67825
SF3B5	0.3155
MYC	-1.269875
NRXN1	-0.191916666666667
ZNF18	0.25975
SPDYA	-0.412875
SLC37A1	0.5075
DECR2	-0.5925
ANKRD38	1.750125
SPTLC3	-0.3935
SUPT16H	-0.215125
DTWD2	0.10675
ULBP1	-0.924
ZADH1	-1.578
OIP5	-1.832
IL10RB	0.253
OTUB2	-0.4895
VWA3A	0.127666666666667
SPIC	1.16133333333333
OR6C4	-0.1425
PSCD4	1.57866666666667
DPY19L2P2	-1.2605
TRAPPC6A	0.307666666666667
C21orf2	-0.609666666666667
CEMP1	-0.704
LIN7B	-0.2575
E2F7	-1.22066666666667
VCP	-0.2668125
LAMA3	1.54358333333333
BGN	1.79875
GPR160	-1.3885
COCH	0.301
GPR81	0.093
APOBEC3F	-0.10425
tcag7.1017	-0.429
C1orf32	0.333
SCGB1D2	4.308
FLJ43987	-0.725
C6orf170	-0.000249999999999993
KLK9	0.488
GPD1L	0.761875
VPS37B	-0.29325
ATG3	0.272
ADAMTS17	-0.191
KLHDC2	-0.0948333333333333
NDUFV2	0.034
BLK	-1.3095
MATN4	-0.573
GPM6A	-0.584
GBP4	3.6585
TMEM162	-0.0251666666666667
PKP2	1.671
HRASLS	1.57855555555556
MMP1	3.35475
SFXN3	0.0321
FSD1	-1.62983333333333
ST6GALNAC3	-1.18583333333333
CA12	-0.364
NCOA6	-0.04825
C19orf58	-0.0622
PPP4R1	0.207166666666667
MAN1A2	0.8455
IKBKAP	-1.58875
UPF1	0.0753333333333333
KIAA1219	-0.34475
WNT16	-0.0675
SNW1	-0.440375
IL18RAP	3.9265
RPP30	-0.437625
CDC40	0.5025
SETD3	-0.163
SLAMF6	0.75925
ELK4	-0.368
TRIM47	0.477666666666667
ACOX3	1.716125
TRIM6	0.382375
KIAA0372	-0.165833333333333
TP53AP1	0.847625
SMURF2	0.116
ADAD1	0.8705
EBP	-0.4848
KRTAP13-2	0.0105
FLJ36874	-0.5185
TOR1A	-0.266333333333333
P2RY4	0.087
GPBP1	-0.1945
TRPV1	-0.1785
ADAMTS12	1.01283333333333
PES1	-0.8996
ATG4A	0.525333333333333
MAGEA10	-4.073
WFS1	0.51825
CC2D1B	-0.4165
PABPN1	0.2625
SLC25A30	-0.1065
SLCO1C1	0.59
SLC22A5	-0.42275
KIF23	-1.38016666666667
SYN2	1.86183333333333
ASPN	7.80983333333333
CENTG2	-0.145
QSOX2	-1.609
FLJ10815	0.972
STK24	0.2598125
SPEG	1.8202
STK10	0.3295
DACT2	0.57
AAAS	-1.212
SSX3	-1.86425
ABCD3	-0.7582
C4orf12	-0.821375
PARVG	1.38666666666667
FIG4	0.45825
C9orf46	1.09125
TMCO6	-0.9375
IGHMBP2	-1.112
DUS2L	-0.333333333333333
FAM3C	0.1981875
TMEM16D	-2.176
DCTN4	-0.261
KCNH3	-0.18325
EIF2AK2	1.50175
AP1S3	1.1235
CST4	2.041
PAM	0.83675
NUTF2	0.53025
CITED2	0.2583
SLC39A4	-0.15625
C2orf52	-1.5445
GRM3	-0.00875000000000001
C12orf49	0.54025
CCDC49	-0.4438
GRAMD1B	-0.77925
FNDC4	1.37575
SIAH2	-0.3165
GDPD4	-0.16975
C21orf87	0.576375
ATP5A1	-0.545333333333333
C16orf63	-0.383
LOC388135	-0.645666666666667
ATP5J2	0.258625
MMP3	3.008
EMID2	-0.2745
CRHR1	0.2555
WDR70	0.25375
C13orf31	2.58825
ZFAND1	-0.32025
CCL18	4.24516666666667
C3orf49	0.441
RINT1	0.1545
KIAA0408	-1.1795
F13A1	4.3245
SLC10A1	0.349666666666667
OGN	1.97625
GIPC2	-1.21316666666667
XPO6	-0.208
LCE1A	0.7995
FMR1	1.4852
LOC374920	0.37775
DUSP3	0.374
ANKMY1	-1.085
C7orf50	-0.21825
BBS9	-0.292
UNC119B	-0.4565
C9orf72	0.24025
MGC35440	-0.52175
ENTPD6	0.659375
PPP1R2P9	0.57325
ERCC4	0.30975
FAHD2B	-0.546
HMHA1	0.272
HACL1	-0.4275
RAD23A	-0.0478333333333333
FAM83B	2.116
PPP5C	-1.09633333333333
RNASEH2C	-0.19975
C9orf153	-0.2475
SCAMP4	-0.2215
GHITM	0.2429
NDUFB7	-0.29475
ADCYAP1	1.33233333333333
SP110	1.567
MAP3K7IP2	1.04825
DHH	-0.1335
AGRN	0.273071428571429
WDR33	0.111666666666667
CEP290	1.11633333333333
PRPS1L1	-1.86533333333333
KLRA1	0.0955
GPR97	0.078
CHD7	0.35975
TLR10	2.63025
SLC30A8	-1.877
HIC1	1.37
IAPP	-0.328
RXFP4	0.1085
GP1BB	0.3385
SHQ1	-0.3085
NKX2-3	-0.193666666666667
API5	-0.17625
FTHP1	0.479
MOV10L1	0.674333333333333
TRIM6-TRIM34	2.35916666666667
ADHFE1	-0.04425
FAM117A	-0.5505
DDI1	0.244666666666667
CDON	-0.554333333333333
TRIM73	-1.285
IGKC	3.8535
MMP14	0.68725
DYNC1LI1	0.096
C11orf66	0.06725
TRBV3-1	-0.353
FASTKD5	0.72775
BIVM	-0.41525
LHX4	-0.37025
CXCL2	-0.5509
RAB2B	-0.443
IZUMO1	-0.798
MAP3K15	-1.687875
FAM19A2	0.0623333333333333
ZC3H8	0.1055
ZMAT1	2.198875
SPINK5L3	-3.3475
SLC10A6	0.8075
APPL2	-0.2765
CARD10	-0.906166666666667
LOC402176	-0.35575
EEF1D	0.4532
RAB6A	0.3442
C12orf5	0.63575
PAPOLG	0.569
MSRB2	1.98775
BCR	0.587277777777778
PUS3	-0.0655
TIAM2	1.43
ZNF317	-0.653666666666667
CHD2	-0.177071428571429
FZD5	-0.318454545454545
NUDT8	-1.054
ZNF763	-0.1315
PRC1	-1.183
ABCB9	-0.7395
SPATA3	0.06675
TRAK2	0.35875
STAB1	2.270125
LRRTM2	0.529833333333333
psiTPTE22	0.31225
DBI	0.79525
SERPINA11	-2.8765
NAT5	0.5135
C20orf58	-1.79925
RPS6KA4	0.347333333333333
FLJ90650	1.32975
TGFBRAP1	0.8315
CHRDL2	2.780625
FAHD2A	-0.638833333333333
CNTN1	0.4885
BBS4	-0.9274
TMEM181	-0.076
MINPP1	-0.4325
MPHOSPH6	0.567916666666667
HOXC10	-0.5775
ITPKB	-0.247125
CLPTM1L	-0.276875
MEOX2	0.963333333333333
ATP6V0C	0.082875
PRPF8	-0.531166666666667
TMC5	0.919
FKBP3	0.1
PLEKHB2	-0.036125
OR4D6	0.1525
ZNF544	-0.298
D2HGDH	-0.60025
RPL18A	-0.3664
HEL308	-0.360375
MPP6	-2.0465
TCERG1	-0.8795
KRT16	1.48733333333333
KLF17	-1.3755
KLF5	1.07775
CDR1	3.74525
VCX3A	-3.6825
FBLN2	2.3995
C14orf104	0.28975
HBE1	-3.4929
OR4S2	0.149
C1orf108	0.044
ROBO4	3.053
CPEB4	-0.027875
C11orf80	-1.524
BCKDHA	0.237
MYOC	1.42075
GIF	0.047
CKMT1A	-0.284
RPL3	-0.0599
THBS1	1.910375
APOO	-0.47675
ARMCX1	1.779
HSZFP36	-0.6635
SNAPC5	-0.489
EIF4ENIF1	0.30525
ZNF433	-0.05725
TNFRSF21	1.187625
TMPRSS7	-0.027
SPATA18	0.4786
HPDL	-1.822
MKL2	1.0921
TBX3	-0.280923076923077
C21orf93	-0.0471666666666667
DAXX	0.3245
ELMO1	0.405875
RGS13	4.20616666666667
TAF11	-0.71875
UNC13A	-1.644125
LOC653314	-0.3639
ORC3L	0.01575
IMAA	-2.236
TARBP2	-0.7445
CABIN1	-0.1473
TRIOBP	-0.0886875
HIST1H2AC	-0.349
RGS22	-1.60266666666667
NCOA1	1.11416666666667
IL25	1.983
SNCG	1.4635
GPR6	0.042
AMDHD1	-2.10033333333333
CHEK2	-0.681875
C6orf142	2.1475
DRD4	0.4615
C14orf68	-1.66475
GDF11	-1.19225
SEMG2	0.497
CD247	0.414
CDAN1	-0.52075
RBMX2	0.0516666666666667
TGS1	-0.66325
OIT3	3.28275
SYF2	0.01425
MCM4	-1.865875
PKHD1L1	0.612125
CEP192	0.0871666666666667
IFT88	0.09725
RPL9	-0.335
RAB32	0.776625
DDX43	-2.10025
P2RX2	0.2615
OR5D18	0.7655
UBE1	0.190666666666667
SLC24A1	0.428125
ARHGAP5	1.20125
CETP	0.06025
KIAA1731	-0.332
SLC9A4	0.2745
PTPN6	1.063
BAHD1	0.5425
GRIK3	0.24
CACNB2	-0.4029
PDE10A	0.25575
DGCR14	-0.26775
PCDHB9	0.977166666666667
RHOQ	1.68016666666667
MAP3K4	-0.1785
KTI12	-0.299666666666667
RPL23AP13	-1.947
GNG11	0.26
CLCN3	1.5305
GPAM	1.240125
VSTM2A	0.694
SLAMF7	3.48083333333333
INTS2	-1.1485
PPP2CA	-0.2371
LRP12	1.557
SEC14L2	0.924555555555556
DKFZP586H2123	1.87175
MC3R	-0.1525
CIRH1A	-0.9275
HIST1H2AB	-0.528666666666667
POLH	0.17825
MGC16703	-1.911
SNAPC2	-0.49
FILIP1L	1.63875
RASGRP4	0.366
LRRC1	1.59575
GAS1	2.2615
PRAC	-1.08875
DGKA	-0.164666666666667
NT5C3	-0.85975
PEG3	-0.0216666666666667
NADK	-1.362
PRR17	-0.63675
LOC374569	0.86325
SGSH	0.0226666666666667
NLRP8	0.1575
GALT	-0.1597
MCF2	-1.378
ZNF263	-0.49825
TACSTD1	1.4475
TYR	-5.2239
ATP6AP2	0.9435
RNUXA	-0.05625
ABHD10	-0.3495
GDPD2	-1.10575
SLC35C1	0.0195
UBE2A	0.822875
HERC5	0.0775
FAM112B	-3.427
FBXL16	-2.94025
DKFZP434A0131	-0.15575
ELA3A	-2.0415
RBM41	-0.22
HAO2	0.293
RNH1	0.080875
SHANK2	0.734166666666667
OSBP2	-1.410125
DAK	-1.09516666666667
C3orf58	0.813583333333333
TCL1B	-0.772
KBTBD2	-0.424625
SUGT1L1	-0.78975
UBE2E2	1.056
MYL9	2.56075
CDC23	-0.774
PBXIP1	1.7446
CXorf40B	0.204
NBL1	0.79825
RTBDN	-0.0695
RAB11FIP5	0.349375
TTTY13	-0.7815
SCOTIN	-0.195166666666667
SOHLH1	-0.965666666666667
CDKN1A	0.187357142857143
NCK1	1.092
ZNF550	0.7905
SAPS3	0.1335
SPIN3	-0.477166666666667
MAGEE2	-0.15075
MIS12	-0.783666666666667
OR8H2	0.2525
KIAA0774	0.295333333333333
UNC5D	-2.8495
CUL7	0.240666666666667
LIPC	-3.4605
DIO1	-3.11925
C20orf11	0.1551
CTRL	-0.70325
HS3ST2	1.1205
PAK4	0.278
CCRL1	4.49275
RNF10	-0.000625000000000002
ZNF567	0.44075
ZNF660	1.437
TCEAL3	0.543
MAGOH	0.985
CENPB	-0.2535
C19orf7	0.688375
LOC388965	0.4065
ZCCHC13	0.3375
JMJD1A	-0.2803
HIST1H4H	-0.7405
TBRG1	-0.8582
GPC3	-2.847125
TAF1C	-0.47675
EBNA1BP2	-0.404166666666667
CIAPIN1	-0.018
PDGFRA	1.32566666666667
CSTB	0.393125
CENPI	-0.473666666666667
GTF2E2	-0.258833333333333
RPP21	-0.39575
CCNF	-1.30716666666667
KCNQ3	1.517
FAM79A	0.4825
SLC22A12	0.1465
NOVA1	-0.752333333333333
FZD3	0.7089
AKAP8	-0.4495
SOCS5	0.921125
CFDP1	0.18325
DLG5	1.21575
PGM5	0.419333333333333
C1orf144	0.368
HDAC10	-1.18
RND2	-0.4015
C20orf199	-1.40125
RNMT	0.235625
SLURP1	1.78775
ASTN1	-0.681
SH3BGR	3.57725
MYCL1	-0.82425
ZHX1	0.0853333333333333
CENPK	-2.47875
FOSB	0.811
LOC643406	0.56575
C2orf59	0.025875
TMEM135	-0.912125
SLC27A2	-2.37775
KRT33A	1.1345
OVOL1	0.588
PAMCI	-0.699166666666667
S100A7	4.0795
ZNF789	0.359
HARS2	-0.269
RPL23A	-1.31833333333333
TCF23	0.0405
UPF3B	-0.215875
C17orf78	0.377
HLA-DOB	1.52866666666667
C14orf142	-0.527333333333333
TEKT5	0.7815
DMWD	0.1215
POLD1	-1.08016666666667
GSCL	-0.1175
CALD1	2.622
SCRT1	0.099
AIG1	0.66725
UNC84B	-0.35475
ZNF404	0.37125
TMED6	-3.38125
KIAA1462	0.501
LRRC27	1.32
PYGO1	0.5365
PIGU	-1.16516666666667
ALAS2	-3.13233333333333
WRNIP1	0.458625
CNNM3	-0.253
ZNF2	0.11275
ST3GAL5	-0.2185
MRPL23	-0.2865
TSSK6	-0.32525
PSMA6	0.14275
C16orf70	-0.184
KIAA1602	-0.07525
ALMS1	0.676
DCN	2.986
TMEM132D	-1.10575
SUCLG2	-0.13725
ABHD14A	-0.4915
DEXI	0.378
AMPD2	-0.725833333333333
IFNAR2	0.512
CYB5A	1.9266
TLOC1	0.2246
NXF5	-0.746166666666667
NRBF2	1.02575
KCTD3	0.356
ITGAE	-0.551333333333333
SLC30A3	-1.41383333333333
ZRF1	-0.237
IFRD2	-0.84225
XAB1	0.01875
PYCR2	-0.631333333333333
SERPINB3	-3.4925
TMLHE	0.4103
GEFT	-1.26425
ABCA5	-1.0795
EMR4	-0.205
TSFM	-0.351
HIST3H2BB	-1.387
ARHGEF19	0.68575
TSPAN17	0.107166666666667
ABCC8	-0.81525
MAP1S	0.5785
C22orf36	0.991
BNC2	0.750071428571429
HIST1H4A	-0.07825
NDUFS3	-0.284833333333333
WDR3	-0.817
XKR4	-0.36525
TTC33	-0.0188571428571429
STMN2	3.35975
CPN2	-0.786833333333333
HSPC105	1.79375
PCOLCE2	-0.21275
C3orf55	3.289
KLHDC9	-2.06933333333333
TBC1D23	1.039125
ATXN2L	-0.67775
MAP2K3	0.0101666666666667
SCAP	-0.08875
ZNF486	0.133
C20orf96	0.8485
NARS	-0.82675
ADAMTSL1	-0.446857142857143
PRCC	0.729
CCDC126	1.31283333333333
ZNF675	-0.35725
CALCOCO1	0.29175
ANKRD43	-0.3755
CWF19L2	-0.267166666666667
ZBTB32	2.206
BRAF	1.22625
ODF4	0.10575
MGC14376	1.08266666666667
HORMAD1	0.122166666666667
AAK1	0.333583333333333
PEBP1	0.202833333333333
TNFSF5IP1	0.326833333333333
DKFZp564N2472	0.38425
RMND1	-0.488
IGKV1-5	3.243
COL1A2	3.143
SERPINA5	-2.187375
AANAT	0.123
C19orf21	-2.03116666666667
GEMIN5	-0.5745
UBR4	-0.285333333333333
LTBP3	0.374666666666667
AMHR2	-1.95916666666667
PROCR	-0.47675
MYBBP1A	-1.142
C20orf39	1.363
ZNF697	-0.14175
PASK	-0.3702
ZNF776	0.7195
RFXDC2	0.109125
KIAA0467	-0.253
C10orf96	-2.9565
ZNF503	0.42
GULP1	-0.616166666666667
KCNE4	1.17033333333333
DKFZp434K191	0.709125
LOC196913	0.1845
BHLHB4	0.3315
CH25H	2.269
LOC81691	-1.22216666666667
ALPL	1.39042857142857
COL12A1	3.214625
FOLR3	-2.00583333333333
GPR123	0.118
TRIM62	0.0804285714285714
ABLIM1	1.15916666666667
MAST3	-0.564
RHBDD1	0.0986666666666667
LOC338809	-0.094
RYBP	0.94025
TTC26	-0.134125
ZNF22	1.12166666666667
ISCA2	-0.10825
RDM1	-1.58975
PIGM	1.054
GNB3	-1.4555
ACTR2	1.4462
HMGB1	0.7924
EDG1	3.1215
SOAT2	-2.78225
OR10AD1	0.207
RAP1GDS1	-0.01825
LCE1F	0.3335
ESM1	1.027875
RCN3	2.158
CREBL1	-0.65475
DBNL	-0.708666666666667
PTGER3	2.52675
USP30	-0.0586666666666667
BCL2L12	-0.108333333333333
KIF26B	2.06975
ZNF416	0.41675
ZNF225	-0.0835
C17orf70	-0.304
ZNF554	0.3825
RAE1	-1.33016666666667
TNIK	0.162833333333333
ACTN3	1.28
MGC45922	-0.088
CCNA1	2.17983333333333
RYK	1.611
IL26	0.222
LRP3	0.536666666666667
QARS	-0.88175
SOX7	1.0095
BID	0.166125
OR2S2	0.2075
CXCL14	3.34325
C11orf47	-1.2115
MGC29891	0.987666666666667
HSPB8	0.6951
PRDM14	-1.897
NUFIP2	-0.2825
MNAT1	-0.564
ZDHHC2	-1.11025
MBNL2	0.46825
ADD3	0.22925
CSNK2A1P	0.173
KLK6	3.36433333333333
TMEM111	0.0368
KIAA1279	0.53525
NUBP2	-0.515333333333333
RAB42	0.66275
ID3	-0.4587
TM9SF1	-0.5415
MDP-1	-0.592
POU4F2	-0.05425
IQCK	0.00325
C16orf14	-0.80875
CAPN3	-1.35475
FAM43B	-0.840375
RECQL	0.7235
AP1G1	0.529142857142857
CTNNBL1	-0.553
ECHDC1	0.308333333333333
SMARCC1	0.2961
FOXQ1	-0.321625
GNAI3	0.146
POLG2	-2.1615
CD4	1.400125
ITLN1	0.3105
EBI2	4.49575
IRF1	1.367
PTPRE	2.4684
PTK2B	-0.344
NXNL2	-1.934
SOX4	1.95205555555556
TSPAN3	0.094
SH2D1A	-0.835166666666667
C8orf58	0.1675
USP20	-1.14375
DUSP22	0.57375
CALB1	-2.94383333333333
L3MBTL2	0.336583333333333
MCRS1	-0.90725
TMEM118	0.416
C18orf8	0.458333333333333
FLJ10241	0.00987500000000001
GJA12	0.595
PKD1	-0.581333333333333
ZFP3	0.552
JAM3	-0.889375
LAPTM4A	1.6443
DIRC2	0.663
KIAA2022	1.31616666666667
MYOM1	1.18716666666667
TRPM8	-1.59016666666667
MOP-1	0.442
PHKG2	-0.2935
ZNF650	0.322625
KIAA1522	0.12325
PSG8	-1.94166666666667
DDX19B	0.0695
MOBKL1B	0.80975
DIAPH2	0.488666666666667
PTPN12	1.05425
CLN8	-0.6486
CRYZL1	-0.207833333333333
CRY2	0.156
FCGR2B	3.79916666666667
PNPLA4	0.510625
ZNF454	1.663
DKFZp434B1231	-0.181
CLDN11	0.8004
RFWD2	0.940833333333333
CIB2	1.17066666666667
MXRA8	3.44225
HRK	1.030375
MAML2	0.66875
C4orf31	-0.423
C6orf192	0.611
COG6	0.85525
FAM5B	0.342
NFATC1	0.9764
SEPT10	0.60775
SCYL1	-0.3412
RPP40	-0.19025
SCOC	0.7005
KIAA1450	0.8555
CTDSPL2	-0.21175
TBX5	2.555
NAPG	1.13725
RHD	-4.344
C14orf45	0.932
ZBTB22	0.761
PLCG1	-1.298
ANKRD10	-0.692125
AQP7P2	2.54825
TAGLN2	0.985833333333333
HTR2C	-1.4305
SLC16A7	1.33716666666667
C17orf83	0.031
TSGA14	-0.03925
MDH1	0.42225
PPP3R2	0.159333333333333
DCBLD2	-0.904642857142857
RBM33	0.010875
DPH3	0.10175
SYT10	-1.26516666666667
FMO4	2.11675
THYN1	-0.35
DRD5	-2.1355
OTOR	0.114625
PGRMC2	0.5869
KATNAL1	0.2345
PAQR6	-1.37675
UBE2I	0.13975
C14orf28	0.62275
C8orf70	1.911
FLYWCH1	-0.755125
ANGPTL3	-1.69375
GLRX2	0.000833333333333336
ATP11A	0.315857142857143
ARL5B	1.975875
MUC16	-0.54725
SLC25A5	-0.237357142857143
ACRC	-0.884
MYO1C	-0.095125
FAM89B	1.005
FAS	1.063125
KIFAP3	1.559
GLRA2	0.3045
BTN3A2	0.8192
CNKSR3	0.384
CSTF3	-0.5375
ARPM1	1.22175
KIAA1530	-1.1805
C9orf150	0.434666666666667
PRKCI	1.423
tcag7.1015	-0.05275
SOD3	0.869
ZNF574	0.21125
CYP21A2	0.11925
RPL12	-0.32725
COMMD2	0.818
WIZ	-0.104
LOC344405	-1.336
ALDH4A1	-0.796117647058823
CRYAB	2.97525
COPA	0.857666666666667
PCDHGA7	0.281666666666667
KIF11	-0.804166666666667
RASD2	0.676625
SLC26A3	-0.4565
ZNF175	-0.5545
JAKMIP2	-2.262375
C8orf4	1.91933333333333
PTHLH	1.59825
SLC40A1	1.71133333333333
OR7D4	0.261666666666667
PCDHB17	-0.6965
CD36	4.60471428571429
C6orf203	0.7382
PRKG2	0.125
LOC400566	0.906
ANAPC13	0.3765
SLCO3A1	-0.479
ZNF692	-1.2645
FANCL	-0.321
SH3GLB1	1.123
C12orf61	-0.461
KBTBD6	-0.6895
SUPT5H	0.197375
XRCC6	-0.4217
HUS1B	0.1385
FAM133B	0.455857142857143
LOC728276	-1.224
KCTD18	0.99775
SOS2	1.2165
CCDC99	-1.3795
C1QTNF5	3.3945
NNAT	1.87066666666667
USP16	0.0955
LARS	-0.427375
ZBTB2	-0.081
ABO	0.106
TRAF3	0.3315
GALNT5	-1.5525
NAP5	1.51625
ALG14	-0.357833333333333
KIAA0515	0.170384615384615
WDR75	-0.3395
TEX261	-0.17
LY86	0.87225
LOC389072	0.0895
FLJ13611	-0.28025
MRGPRX2	0.3405
SNRPA	-1.02175
OR2G2	0.315
GPRASP2	1.59575
C7orf42	0.7498
C9orf163	-0.6225
CYP11B2	0.289
FCRL3	1.63266666666667
PRDX1	-0.64725
FGB	-5.7975
COX17	0.631833333333333
C16orf33	-0.5225
PIWIL1	-0.267333333333333
FOLR1	-1.612
KIAA0082	-0.304
FREQ	-0.110666666666667
TMCC2	0.153166666666667
TCF12	0.622583333333333
ZNF721	0.13975
FAM130A2	1.03075
POU4F1	-2.33
SNRPF	-0.53275
SGIP1	2.44616666666667
ZNF641	0.892
EMG1	0.002
PRRG4	0.6745
HIRA	-1.6655
MYNN	0.233166666666667
AEBP2	-0.0804166666666667
TBXA2R	0.276666666666667
ISL2	-1.969
PCDHB11	1.275
RNF144A	0.058
MARCH5	0.376875
DULLARD	-0.304
DCLRE1B	-0.162666666666667
ITGA8	0.7855
TP73	-0.517875
PRKCD	0.9085
NDUFB4	0.32675
ATP13A4	1.260875
ANTXR2	0.523833333333333
COL4A3	-0.369166666666667
MYO10	-0.3442
SLC6A18	0.01
PEX1	0.125
TMEM74	-1.05583333333333
RBM19	0.3155
TAPBP	0.87825
RUNX1	0.18675
MID1	0.109666666666667
GPR64	-0.677
RASEF	2.154
GABRG1	0.052875
MYO16	-1.04325
DBF4	-1.26083333333333
TSHZ2	2.91325
RIPK2	0.715625
PPTC7	0.467333333333333
KIF4B	-0.605
LRRC31	0.044625
ZNF540	-0.0155
EFNB3	0.158333333333333
LOH12CR1	0.178875
STON2	-0.1855
GLP1R	1.0735
CSTF2T	0.269125
IREB2	-1.00325
GRSF1	-0.7845
PDCD7	-0.1125
LRRC43	0.373
CNR1	0.592333333333333
IL1F7	-0.53
C12orf64	-0.87375
FAM69B	-0.701
NR2E1	-1.55983333333333
MS4A6A	3.3812
FTL	0.2435
C7orf36	-0.32275
PCLO	1.2515
DYRK2	1.68358333333333
ARIH2	-0.412125
SAMD7	0.3785
SCNN1D	-0.982
SLC32A1	0.416
C22orf25	-0.883666666666667
MRPS18A	0.089
GPR112	0.8035
EARS2	-0.71925
ERN2	-0.0475
ATPBD3	-0.113166666666667
PRH2	-0.4755
CDKN2D	0.206166666666667
PGLYRP2	-0.36075
TRIM40	0.27325
SEC14L3	-0.246
SLC22A1	-0.26725
BTN2A3	0.08675
RASA4	0.20475
CCNL2	-1.28058333333333
MYBPC3	0.35
GJA4	2.95525
CDC42SE1	1.06375
TRPV2	-0.231
MYPN	-3.0489
SIM1	0.6145
CDADC1	0.249
ZFHX4	1.77625
NIBP	0.741
ADAMTS19	-2.22925
ABTB2	-0.24125
TSPYL2	-0.525125
EIF2S3	-0.3244
SOX30	0.23325
AP2A1	-0.410833333333333
DKFZP564O0523	0.159833333333333
LOC285398	0.00150000000000001
CDH18	-3.99125
CHL1	3.19275
GATS	-0.1818
TBC1D2B	0.5115
OR1J1	-0.646
GSN	1.68
DPCR1	0.124125
GARNL4	-1.17183333333333
SMARCA5	0.61125
PLEKHG3	-0.131166666666667
ZBTB45	0.7805
FRMD6	0.724
PLS1	-1.65733333333333
DGKZ	0.310833333333333
EFNA1	1.563
WDR85	-0.23975
ANK2	0.74125
PAGE4	-1.91483333333333
SENP6	0.7575
AKR7A2	-0.324833333333333
FKBP10	-1.6345
VEGFC	-0.924166666666667
LARP1	-0.169375
SRBD1	-0.17375
ITGB6	4.422
SLC1A2	-1.15514285714286
INVS	-0.3855
MPO	1.257
MOBKL3	-0.0187
CUTL2	-0.2435
KLK2	-0.0945
VIM	0.9815
REG1B	-0.234333333333333
PCDHGC4	0.30225
C3orf34	-0.063
SUMO3	0.0171666666666667
CST9L	-1.3925
MLL4	-0.5905
SPR	-0.0551666666666667
SAMD9L	1.822
ABCE1	-0.064
SUPT3H	0.0536666666666667
ACTBL1	-0.37075
ADAMTS4	1.08
SLIT3	2.7065
RHEBL1	-0.989
NPM2	0.71775
MAN1C1	0.571875
KIAA1856	0.0994166666666667
HSPA6	2.07325
LOC388152	-0.2055
C10orf140	0.02625
ZDHHC12	-0.238
LIN7A	-1.2362
PHC2	0.23775
SPHK1	0.7575
TRIM26	-0.0698125
FAM83E	-0.691
C18orf24	-0.735
ZNF578	-0.0478333333333333
ORAI1	-0.46825
RUVBL1	-0.444666666666667
C7orf20	-1.03033333333333
APAF1	-0.614
SLC36A4	-0.386
MYH11	3.3985
NEK1	1.1625
MPP2	-0.89575
C12orf24	-2.6135
TNK2	0.355125
ZNF289	-1.0195
MATN3	-0.926
IFNGR2	1.5205
ITPR1	-0.33225
EBF3	3.2137
TBC1D20	0.0841
OR10P1	0.25825
DDAH2	0.73075
SHPRH	0.15075
STX7	0.942
LOC554248	-1.06175
BCAR1	0.514
ATXN3	0.231083333333333
TRIM27	-0.77525
CDC42EP2	0.0435
CHP	-0.0600714285714286
SOX17	1.61225
ZNF259	-0.799833333333333
CHCHD1	0.48175
ZDHHC19	0.4275
GBP2	2.9585
GARNL3	0.54075
MRC2	0.74375
C1orf52	-0.27075
AOF2	-0.290833333333333
LRPPRC	-0.498
ACVR1C	2.9945
TM4SF18	3.90916666666667
TMEM169	0.476333333333333
PPP1R16A	-0.463625
EBF1	0.895
RRS1	0.0718333333333333
SNX2	0.00424999999999999
OR2T2	0.6225
RBX1	-0.10725
ANKRD54	-0.150333333333333
TSNAX	-0.0256666666666667
TMEM83	-1.8695
ZBTB7A	0.4645
ATM	-1.47533333333333
LOC338328	1.93916666666667
TIE1	1.24366666666667
HIST1H3G	-0.0906666666666667
PASD1	-3.6645
TINAG	0.49475
PCDHAC2	0.774
LRRC15	0.948875
WBSCR17	-1.088
TFF2	-0.502
PARP2	-0.38425
NDFIP2	-0.380125
PCDHGB2	0.6315
WDR60	0.27775
MAP7D2	-0.7095
USP45	-0.90475
GSDML	-0.5935
TNS1	0.7657
PLCD4	-1.1455
IQCD	-0.9545
SMPX	0.5035
CD9	0.831833333333333
SRGN	1.994625
CASP7	0.86425
INOC1	-0.121
DKFZp451M2119	-0.31625
VMAC	0.4255
