Hybridization REF	TCGA-AO-A03M-01B-11R-A10J-07
NDUFV2	-0.98425
BLK	-0.8645
MATN4	-1.614
GPM6A	0.215625
GBP4	5.1335
TMEM162	0.077
PKP2	1.4485
HRASLS	0.902333333333333
MMP1	0.2235
SFXN3	-0.556
FSD1	-1.4025
ST6GALNAC3	-1.738
CA12	3.311
NCOA6	-0.45675
C19orf58	-0.4845
PPP4R1	-0.129833333333333
MAN1A2	1.019
IKBKAP	-1.01725
UPF1	0.135
KIAA1219	3.59125
WNT16	0.464166666666667
SNW1	0.06125
IL18RAP	2.69275
RPP30	-0.529375
CDC40	0.111428571428571
SETD3	0.445166666666667
SLAMF6	0.769
ELK4	-0.1795
TRIM47	0.077
ACOX3	2.659125
TRIM6	-1.13425
KIAA0372	-0.4665
TP53AP1	0.3675
SMURF2	0.47475
ADAD1	0.33425
EBP	-0.6681
KRTAP13-2	0.478
FLJ36874	-0.881833333333333
TOR1A	0.196
P2RY4	0.491
GPBP1	-0.20325
TRPV1	-0.73975
ADAMTS12	0.4865
PES1	-0.0537
ATG4A	0.689166666666667
MAGEA10	-4.4855
WFS1	2.59275
CC2D1B	0.313833333333333
PABPN1	-0.255875
SLC25A30	1.029
SLCO1C1	-0.102666666666667
SLC22A5	0.8285
KIF23	-1.91683333333333
SYN2	-0.389166666666667
ASPN	4.81416666666667
CENTG2	0.20775
QSOX2	-1.9031
FLJ10815	0.582666666666667
STK24	0.145375
SPEG	0.091
STK10	0.472666666666667
DACT2	-0.1515
AAAS	-0.95
SSX3	-1.108375
ABCD3	0.6747
C4orf12	-0.14675
PARVG	1.195
FIG4	1.229
C9orf46	1.8505
TMCO6	-0.597
IGHMBP2	-0.37625
DUS2L	0.312833333333333
FAM3C	-0.232625
TMEM16D	-1.490125
DCTN4	0.451
KCNH3	0.14825
EIF2AK2	1.54725
AP1S3	-0.094375
CST4	0.512
PAM	-0.1354375
NUTF2	0.72775
CITED2	0.3103
SLC39A4	0.25375
C2orf52	-0.3175
GRM3	0.31575
C12orf49	1.097625
CCDC49	-0.764
GRAMD1B	-0.985714285714286
FNDC4	0.30425
SIAH2	0.90825
GDPD4	0.11125
C21orf87	0.786625
ATP5A1	-0.0145
C16orf63	-0.611625
LOC388135	0.1725
ATP5J2	-0.97225
MMP3	0.11275
EMID2	0.04225
CRHR1	0.38
WDR70	0.0665
C13orf31	1.1285
ZFAND1	-0.71425
CCL18	3.82666666666667
C3orf49	-0.145
RINT1	-1.2405
KIAA0408	-1.183
F13A1	4.2325
SLC10A1	0.264666666666667
OGN	-0.283
GIPC2	-0.825
XPO6	0.0198333333333333
LCE1A	0.816
FMR1	0.5838
LOC374920	-0.44575
DUSP3	-0.099
ANKMY1	0.394
C7orf50	0.90625
BBS9	-0.0585000000000001
UNC119B	-1.032625
C9orf72	-0.457
MGC35440	-0.3555
ENTPD6	0.086125
PPP1R2P9	0.45875
ERCC4	0.1875
FAHD2B	-0.4265
HMHA1	0.959
HACL1	-1.20475
RAD23A	-0.3795
FAM83B	-0.16925
PPP5C	-0.306166666666667
RNASEH2C	-0.7335
C9orf153	-0.03575
SCAMP4	0.478125
GHITM	0.4036
NDUFB7	-0.10525
ADCYAP1	0.788833333333333
SP110	2.52983333333333
MAP3K7IP2	0.7535
DHH	-0.103
AGRN	2.13921428571429
WDR33	0.287333333333333
CEP290	0.1435
PRPS1L1	-1.63283333333333
KLRA1	-0.2535
GPR97	0.1805
CHD7	-0.542916666666667
TLR10	1.133
SLC30A8	1.55
HIC1	1.09533333333333
IAPP	0.223
RXFP4	0.1405
GP1BB	0.95975
SHQ1	-0.461
NKX2-3	0.3655
API5	-0.50575
FTHP1	0.4025
MOV10L1	1.05766666666667
TRIM6-TRIM34	1.78233333333333
ADHFE1	-0.1865
FAM117A	0.50175
DDI1	0.458833333333333
CDON	-0.393
TRIM73	-0.833
IGKC	4.903
MMP14	-0.671833333333333
DYNC1LI1	-0.445625
C11orf66	0.407
TRBV3-1	-1.18125
FASTKD5	1.33175
BIVM	-1.37475
LHX4	-0.025
CXCL2	-0.2039
RAB2B	-0.309166666666667
IZUMO1	-0.5565
MAP3K15	-1.62125
FAM19A2	0.2965
ZC3H8	-0.649666666666667
ZMAT1	-0.063875
SPINK5L3	-2.51
SLC10A6	0.271
APPL2	-0.353375
CARD10	0.11
LOC402176	-0.608375
EEF1D	1.6219
RAB6A	0.5326
C12orf5	-0.737625
PAPOLG	-0.544
MSRB2	0.9375
BCR	1.29622222222222
PUS3	-0.326
TIAM2	0.10075
ZNF317	-0.297166666666667
CHD2	-0.174785714285714
FZD5	-2.27081818181818
NUDT8	-1.8945
ZNF763	-0.364
PRC1	-1.90766666666667
ABCB9	0.4005
SPATA3	0.34825
TRAK2	0.660375
STAB1	2.665
LRRTM2	0.082
psiTPTE22	0.9265
DBI	0.4825
SERPINA11	-2.8375
NAT5	-0.454
C20orf58	-2.0395
RPS6KA4	0.4245
FLJ90650	-0.0325
TGFBRAP1	0.2995
CHRDL2	0.20575
FAHD2A	-0.660166666666667
CNTN1	-0.14375
BBS4	-0.3419
TMEM181	-0.287
MINPP1	-0.8975
MPHOSPH6	0.28925
HOXC10	-1.3968
ITPKB	-0.47875
CLPTM1L	0.262125
MEOX2	0.042
ATP6V0C	1.07475
PRPF8	-0.696833333333333
TMC5	0.63925
FKBP3	0.108
PLEKHB2	0.264625
OR4D6	-0.474
ZNF544	0.6847
D2HGDH	-0.319625
RPL18A	-0.8918
HEL308	-0.220625
MPP6	-3.81225
TCERG1	-1.69725
KRT16	0.5825
KLF17	-0.34675
KLF5	0.483
CDR1	1.266875
VCX3A	-0.072
FBLN2	1.828625
C14orf104	-0.17625
HBE1	-5.3341
OR4S2	0.573
C1orf108	0.037
ROBO4	2.86883333333333
CPEB4	0.456125
C11orf80	-0.238166666666667
BCKDHA	0.717166666666667
MYOC	0.3525
GIF	-0.00650000000000001
CKMT1A	-1.338
RPL3	0.1818
THBS1	2.819375
APOO	-0.67625
ARMCX1	-0.591
HSZFP36	0.9935
SNAPC5	-0.31975
EIF4ENIF1	1.0815
ZNF433	-0.01575
TNFRSF21	-0.21325
TMPRSS7	0.3035
SPATA18	0.3521
HPDL	-1.116
MKL2	0.5925
TBX3	0.207230769230769
C21orf93	0.447833333333333
DAXX	0.77625
ELMO1	-0.1255
RGS13	1.01133333333333
TAF11	-0.338
UNC13A	-1.7545
LOC653314	-0.8414
ORC3L	-0.7545
IMAA	-3.1835
TARBP2	0.12625
CABIN1	0.3639
TRIOBP	0.905
HIST1H2AC	1.538
RGS22	-2.62916666666667
NCOA1	0.898
IL25	0.072
SNCG	1.3045
GPR6	0.1875
AMDHD1	-1.04666666666667
CHEK2	-0.551625
C6orf142	-0.6955
DRD4	0.66675
C14orf68	-0.64275
GDF11	-0.81575
SEMG2	0.125
CD247	0.79925
CDAN1	-0.63225
RBMX2	0.115166666666667
TGS1	-0.60175
OIT3	0.51475
SYF2	0.01375
MCM4	-1.47675
PKHD1L1	0.781625
CEP192	-1.48916666666667
IFT88	0.6145
RPL9	-0.229285714285714
RAB32	0.304125
DDX43	-2.66425
P2RX2	0.4182
OR5D18	0.524
UBE1	0.05875
SLC24A1	-0.59425
ARHGAP5	-0.11425
CETP	-0.532
KIAA1731	-0.866833333333333
SLC9A4	0.539
PTPN6	1.41725
BAHD1	0.10725
GRIK3	0.9225
CACNB2	-0.8204
PDE10A	-0.951
DGCR14	0.239
PCDHB9	-0.357
RHOQ	0.405166666666667
MAP3K4	0.163
KTI12	-0.2075
RPL23AP13	-2.1255
GNG11	-0.844
CLCN3	0.809833333333333
GPAM	-0.772125
VSTM2A	0.6
SLAMF7	4.124
INTS2	-0.43425
PPP2CA	0.1477
LRP12	-0.886666666666667
SEC14L2	1.92655555555556
DKFZP586H2123	3.0145
MC3R	0.0755
CIRH1A	-0.600666666666667
HIST1H2AB	2.01466666666667
POLH	-0.62125
MGC16703	-1.28766666666667
SNAPC2	1.175
FILIP1L	1.1115
RASGRP4	0.565
LRRC1	0.62225
GAS1	0.3605
PRAC	-0.82025
DGKA	-0.618166666666667
NT5C3	-0.7965
PEG3	-3.45058333333333
NADK	0.043
PRR17	0.0565
LOC374569	-0.45475
SGSH	0.186666666666667
NLRP8	0.342
GALT	0.3071
MCF2	-1.1125
ZNF263	0.273
TACSTD1	1.03033333333333
TYR	-6.7604
ATP6AP2	0.4485
RNUXA	-0.25675
ABHD10	-0.2304
GDPD2	-0.6155
SLC35C1	-0.6645
UBE2A	0.28975
HERC5	0.493333333333333
FAM112B	-4.7655
FBXL16	0.28325
DKFZP434A0131	-0.71625
ELA3A	-2.461
RBM41	-0.6955
HAO2	0.03525
RNH1	0.325375
SHANK2	0.442833333333333
OSBP2	-0.96475
DAK	0.3325
C3orf58	-0.159083333333333
TCL1B	0.27
KBTBD2	-0.608625
SUGT1L1	0.00725
UBE2E2	0.8195
MYL9	1.48075
CDC23	-0.796
PBXIP1	1.25
CXorf40B	0.4315
NBL1	-0.01875
RTBDN	0.122
RAB11FIP5	0.027
TTTY13	-0.175
SCOTIN	0.0898333333333333
SOHLH1	0.145833333333333
CDKN1A	-0.0188571428571429
NCK1	0.192
ZNF550	0.07525
SAPS3	-0.097
SPIN3	-0.0411666666666667
MAGEE2	-0.39225
MIS12	-1.2765
OR8H2	0.4385
KIAA0774	-0.659166666666667
UNC5D	-0.2145
CUL7	0.0531666666666667
LIPC	-3.31233333333333
DIO1	-1.95975
C20orf11	1.6097
CTRL	-0.4965
HS3ST2	1.8135
PAK4	1.312
CCRL1	2.53625
RNF10	0.53425
ZNF567	-0.1685
ZNF660	0.1585
TCEAL3	0.4415
MAGOH	-0.3475
CENPB	0.6615
C19orf7	0.539375
LOC388965	0.02825
ZCCHC13	0.228
JMJD1A	-1.2082
HIST1H4H	2.398
TBRG1	-1.0309
GPC3	-4.46475
TAF1C	-0.303375
EBNA1BP2	-0.141166666666667
CIAPIN1	0.48975
PDGFRA	-0.148
CSTB	-0.65125
CENPI	-1.2945
GTF2E2	-0.1
RPP21	0.0205
CCNF	0.507166666666667
KCNQ3	0.7355
FAM79A	1.55475
SLC22A12	0.3625
NOVA1	-0.00133333333333334
FZD3	1.0699
AKAP8	-0.35025
SOCS5	0.089
CFDP1	-0.28325
DLG5	0.565
PGM5	0.408
C1orf144	0.781333333333333
HDAC10	-1.0665
RND2	-1.079
C20orf199	0.30875
RNMT	-1.332
SLURP1	0.366625
ASTN1	-0.257125
SH3BGR	0.9385
MYCL1	0.3145
ZHX1	-0.0203333333333333
CENPK	-2.97625
FOSB	1.4846
LOC643406	0.0755
C2orf59	-0.522375
TMEM135	-0.7515
SLC27A2	-3.05925
KRT33A	2.8135
OVOL1	1.077875
PAMCI	-2.448
S100A7	0.537
ZNF789	-1.5805
HARS2	0.503
RPL23A	0.4385
TCF23	0.2585
UPF3B	-0.713125
C17orf78	-0.139
HLA-DOB	1.16
C14orf142	0.353833333333333
TEKT5	0.672666666666667
DMWD	0.5135
POLD1	-1.38616666666667
GSCL	-0.3845
CALD1	-0.3958
SCRT1	0.266
AIG1	-0.24775
UNC84B	0.075
ZNF404	-0.13325
TMED6	-3.0455
KIAA1462	-0.328
LRRC27	1.41333333333333
PYGO1	0.3145
PIGU	-0.584833333333333
ALAS2	-4.04116666666667
WRNIP1	0.126125
CNNM3	0.367
ZNF2	0.51575
ST3GAL5	-0.26725
MRPL23	-0.6085
TSSK6	-0.0165
PSMA6	0.369
C16orf70	0.2955
KIAA1602	0.52625
ALMS1	-0.284833333333333
DCN	1.77175
TMEM132D	-0.88325
SUCLG2	0.098
ABHD14A	-0.157
DEXI	-0.0898333333333333
AMPD2	-1.5445
IFNAR2	0.2865
CYB5A	1.9228
TLOC1	0.34765
NXF5	-0.5945
NRBF2	-0.121125
KCTD3	0.1915
ITGAE	-0.3375
SLC30A3	-1.519
ZRF1	-1.6885
IFRD2	-0.9185
XAB1	-0.2025
PYCR2	-0.4595
SERPINB3	-3.285
TMLHE	-0.2935
GEFT	-1.670875
ABCA5	-0.96325
EMR4	0.344833333333333
TSFM	-0.4005
HIST3H2BB	1.56
ARHGEF19	0.3595
TSPAN17	0.237
ABCC8	2.51325
MAP1S	-0.036
C22orf36	1.3885
BNC2	-0.378642857142857
HIST1H4A	-0.17325
NDUFS3	-0.517166666666667
WDR3	-0.811833333333333
XKR4	0.00674999999999999
TTC33	-0.748857142857143
STMN2	3.54475
CPN2	-0.713166666666667
HSPC105	1.923125
PCOLCE2	-3.8685
C3orf55	0.566
KLHDC9	2.05966666666667
TBC1D23	0.0935
ATXN2L	-0.83625
MAP2K3	0.39725
SCAP	-0.8475
ZNF486	0.0273333333333333
C20orf96	-0.35425
NARS	-0.20125
ADAMTSL1	-0.404285714285714
PRCC	0.463833333333333
CCDC126	1.43366666666667
ZNF675	-0.83475
CALCOCO1	0.17475
ANKRD43	3.87225
CWF19L2	-0.1865
ZBTB32	1.77183333333333
BRAF	0.4795
ODF4	0.09375
MGC14376	0.171833333333333
HORMAD1	-1.34383333333333
AAK1	0.0406666666666666
PEBP1	0.845833333333333
TNFSF5IP1	-0.691833333333333
DKFZp564N2472	0.56775
RMND1	0.3995
IGKV1-5	4.42075
COL1A2	1.92741666666667
SERPINA5	-0.97675
AANAT	0.467
C19orf21	0.435666666666667
GEMIN5	-0.0305
UBR4	-0.0336666666666667
LTBP3	0.3345
AMHR2	-2.25383333333333
PROCR	-1.56175
MYBBP1A	-0.71325
C20orf39	-2.77683333333333
ZNF697	-0.89725
PASK	-0.4029
ZNF776	0.848833333333333
RFXDC2	-0.537875
KIAA0467	-0.17875
C10orf96	-0.33975
ZNF503	-1.7185
GULP1	-0.594916666666667
KCNE4	-0.937666666666667
DKFZp434K191	-0.925125
LOC196913	0.121
BHLHB4	0.887
CH25H	0.691
LOC81691	-0.545166666666667
ALPL	-0.0105
COL12A1	1.398375
FOLR3	-2.4065
GPR123	-0.041875
TRIM62	0.580571428571429
ABLIM1	-0.379166666666667
MAST3	-0.351
RHBDD1	0.217833333333333
LOC338809	0.8055
RYBP	0.6985
TTC26	0.364625
ZNF22	0.2885
ISCA2	0.16725
RDM1	-1.7855
PIGM	0.249
GNB3	-0.954
ACTR2	0.2782
HMGB1	0.78975
EDG1	2.4115
SOAT2	-1.9095
OR10AD1	0.1705
RAP1GDS1	1.0815
LCE1F	-0.0335
ESM1	-1.05475
RCN3	1.57825
CREBL1	-0.89075
DBNL	0.067
PTGER3	0.83075
USP30	0.363833333333333
BCL2L12	-0.198333333333333
KIF26B	1.7855
ZNF416	1.221
ZNF225	0.2195
C17orf70	0.7075
ZNF554	0.1885
RAE1	0.392666666666667
TNIK	-0.406166666666667
ACTN3	0.442
MGC45922	0.748
CCNA1	-0.0015
RYK	0.152
IL26	-1.0115
LRP3	0.998
QARS	-0.44725
SOX7	0.364428571428571
BID	0.948375
OR2S2	0.426
CXCL14	5.08175
C11orf47	-0.6405
MGC29891	-0.113666666666667
HSPB8	2.031
PRDM14	-1.157
NUFIP2	-0.03525
MNAT1	-0.28975
ZDHHC2	-1.13125
MBNL2	-0.7
ADD3	-0.226625
CSNK2A1P	0.58025
KLK6	-0.586666666666667
TMEM111	-0.3826
KIAA1279	0.023
NUBP2	1.00666666666667
RAB42	-0.49725
ID3	-1.0597
TM9SF1	0.6595
MDP-1	0.5195
POU4F2	0.3065
IQCK	0.65525
C16orf14	-0.507
CAPN3	-1.799375
FAM43B	-1.117375
RECQL	-1.02175
AP1G1	0.819
CTNNBL1	3.30183333333333
ECHDC1	-0.640333333333333
SMARCC1	0.00229999999999999
FOXQ1	-1.361375
GNAI3	0.425333333333333
POLG2	-0.59425
CD4	1.370875
ITLN1	-0.02125
EBI2	3.94
IRF1	1.94125
PTPRE	1.7184
PTK2B	-0.39125
NXNL2	-0.3615
SOX4	1.38072222222222
TSPAN3	-1.11916666666667
SH2D1A	-0.914833333333333
C8orf58	-0.0535
USP20	-0.31075
DUSP22	-0.423583333333333
CALB1	-1.6625
L3MBTL2	0.960583333333333
MCRS1	-0.06275
TMEM118	-0.591
C18orf8	0.683666666666667
FLJ10241	0.4045
GJA12	1.013
PKD1	-0.621
ZFP3	0.3865
JAM3	-1.268625
LAPTM4A	0.6159
DIRC2	0.05825
KIAA2022	-0.402166666666667
MYOM1	-0.134
TRPM8	-1.66033333333333
MOP-1	1.31825
PHKG2	0.246875
ZNF650	0.124
KIAA1522	1.643125
PSG8	-0.741
DDX19B	-0.04
MOBKL1B	-0.271
DIAPH2	-0.3945
PTPN12	-0.90675
CLN8	-0.5365
CRYZL1	-1.08883333333333
CRY2	0.37425
FCGR2B	2.88983333333333
PNPLA4	1.278625
ZNF454	0.3395
DKFZp434B1231	0.07775
CLDN11	0.3284
RFWD2	-0.0153333333333333
CIB2	-0.807166666666667
MXRA8	3.064875
HRK	-0.458875
MAML2	-0.39575
C4orf31	-0.72975
C6orf192	-0.82375
COG6	0.33075
FAM5B	-0.0915
NFATC1	1.0514
SEPT10	-0.69625
SCYL1	-0.0915
RPP40	-0.96525
SCOC	0.6474
KIAA1450	0.2235
CTDSPL2	-1.22675
TBX5	0.8815
NAPG	-0.563
RHD	-3.75
C14orf45	2.03866666666667
ZBTB22	1.286
PLCG1	-1.403
ANKRD10	-1.57325
AQP7P2	-0.12025
TAGLN2	0.788166666666667
HTR2C	0.7985
SLC16A7	-0.602166666666667
C17orf83	0.07675
TSGA14	-0.19575
MDH1	-1.02725
PPP3R2	0.318166666666667
DCBLD2	-1.75307142857143
RBM33	-0.119875
DPH3	-2.0845
SYT10	-0.295666666666667
FMO4	1.009625
THYN1	-1.33925
DRD5	-1.5845
OTOR	1.098875
PGRMC2	0.2467
KATNAL1	-0.005875
PAQR6	-2.87
UBE2I	0.12725
C14orf28	0.28775
C8orf70	1.34225
FLYWCH1	-0.053
ANGPTL3	-0.40375
GLRX2	-0.1915
ATP11A	-0.240571428571429
ARL5B	-0.1875
MUC16	-1.78225
SLC25A5	-0.439857142857143
ACRC	-1.5905
MYO1C	-0.460625
FAM89B	1.77983333333333
FAS	0.319125
KIFAP3	0.664
GLRA2	-0.1545
BTN3A2	1.3662
CNKSR3	-0.108375
CSTF3	-0.6105
ARPM1	0.2505
KIAA1530	0.6685
C9orf150	3.17016666666667
PRKCI	0.9515
tcag7.1015	-0.70425
SOD3	-0.89675
ZNF574	0.86925
CYP21A2	1.533
RPL12	-0.496
COMMD2	-0.3195
WIZ	0.533
LOC344405	-2.72275
ALDH4A1	1.28188235294118
CRYAB	1.83025
COPA	0.204433333333333
PCDHGA7	0.8105
KIF11	-1.19766666666667
RASD2	-0.1555
SLC26A3	1.4535
ZNF175	0.0315
JAKMIP2	-1.459375
C8orf4	0.385333333333333
PTHLH	2.47
SLC40A1	3.52091666666667
OR7D4	0.45
PCDHB17	1.145
CD36	1.47585714285714
C6orf203	0.5731
PRKG2	-0.106
LOC400566	1.5375
ANAPC13	0.5835
SLCO3A1	-0.81975
ZNF692	-2.177
FANCL	-1.83
SH3GLB1	0.30075
C12orf61	0.54
KBTBD6	0.028
SUPT5H	0.57475
XRCC6	0.3508
HUS1B	1.0248
FAM133B	-0.466428571428571
LOC728276	-0.1955
KCTD18	0.2835
SOS2	0.568166666666667
CCDC99	-1.58175
C1QTNF5	2.023
NNAT	0.241
USP16	-0.2205
LARS	-0.86325
ZBTB2	0.906
ABO	-0.0813333333333333
TRAF3	0.25875
GALNT5	-2.744
NAP5	1.76075
ALG14	0.0421666666666667
KIAA0515	0.297346153846154
WDR75	-1.02333333333333
TEX261	-0.0933333333333333
LY86	1.11425
LOC389072	-0.868
FLJ13611	-0.63975
MRGPRX2	0.4435
SNRPA	-0.43225
OR2G2	0.339
GPRASP2	-0.17575
C7orf42	0.1112
C9orf163	-0.6065
CYP11B2	0.544
FCRL3	1.22783333333333
PRDX1	0.92225
FGB	-6.1745
COX17	-0.316833333333333
C16orf33	0.83725
PIWIL1	-0.0556666666666667
FOLR1	-1.949
KIAA0082	-0.047
FREQ	0.260333333333333
TMCC2	-1.07616666666667
TCF12	-0.379666666666667
ZNF721	0.3405
FAM130A2	0.4595
POU4F1	-2.04525
SNRPF	-0.889375
SGIP1	0.408
ZNF641	0.917333333333333
EMG1	0.15175
PRRG4	1.198
HIRA	-3.2475
MYNN	-0.0835
AEBP2	-0.501083333333333
TBXA2R	-0.151666666666667
ISL2	-1.20416666666667
PCDHB11	0.4565
RNF144A	-0.95
MARCH5	0.43325
DULLARD	-0.471
DCLRE1B	-0.717166666666667
ITGA8	0.436
TP73	0.26775
PRKCD	2.07225
NDUFB4	0.818
ATP13A4	0.355375
ANTXR2	-0.405833333333333
COL4A3	1.009
MYO10	-0.5795
SLC6A18	0.7815
PEX1	-0.87475
TMEM74	-0.822833333333333
RBM19	0.27325
TAPBP	0.84665
RUNX1	0.02825
MID1	0.49875
GPR64	-1.57833333333333
RASEF	3.89175
GABRG1	-0.13
MYO16	-0.23975
DBF4	-2.19283333333333
TSHZ2	2.53775
RIPK2	-0.123625
PPTC7	-0.0301666666666667
KIF4B	-0.526
LRRC31	0.515625
ZNF540	-0.01225
EFNB3	-0.143166666666667
LOH12CR1	0.317
STON2	0.626666666666667
GLP1R	0.35175
CSTF2T	-0.346625
IREB2	-0.925125
GRSF1	-0.05025
PDCD7	-0.982833333333333
LRRC43	0.668
CNR1	0.499166666666667
IL1F7	-0.558
C12orf64	0.19775
FAM69B	-1.241
NR2E1	-1.59633333333333
MS4A6A	2.5028
FTL	0.4995
C7orf36	-0.39575
PCLO	0.6785
DYRK2	1.0265
ARIH2	-0.6165
SAMD7	0.3965
SCNN1D	-0.946
SLC32A1	-0.219375
C22orf25	0.505
MRPS18A	-0.1389
GPR112	0.2375
EARS2	-0.602
ERN2	0.434
ATPBD3	-0.216333333333333
PRH2	0.4765
CDKN2D	0.103666666666667
PGLYRP2	1.80325
TRIM40	0.29925
SEC14L3	0.4658
SLC22A1	-0.159
BTN2A3	0.19875
RASA4	-0.53325
CCNL2	-0.551
MYBPC3	0.4965
GJA4	2.2005
CDC42SE1	1.10275
TRPV2	-0.70525
MYPN	-3.0533
SIM1	0.0365
CDADC1	0.462416666666667
ZFHX4	-0.1605
NIBP	1.421
ADAMTS19	-0.9985
ABTB2	-1.73725
TSPYL2	-0.556875
EIF2S3	-1.0529
SOX30	-0.01525
AP2A1	0.171833333333333
DKFZP564O0523	-0.296166666666667
LOC285398	-0.1045
CDH18	-3.29225
CHL1	0.511625
GATS	-0.2704
TBC1D2B	-0.167166666666667
OR1J1	-0.106
GSN	1.7115
DPCR1	0.21775
GARNL4	-0.793
SMARCA5	-0.34825
PLEKHG3	0.271166666666667
ZBTB45	1.5435
FRMD6	-0.4945
PLS1	-1.63916666666667
DGKZ	0.577333333333333
EFNA1	0.9532
WDR85	-0.461
ANK2	-0.376
PAGE4	-0.300833333333333
SENP6	0.393166666666667
AKR7A2	0.692166666666667
FKBP10	-3.171
VEGFC	-1.33783333333333
LARP1	-0.034375
SRBD1	0.22875
ITGB6	0.7655
SLC1A2	-1.02392857142857
INVS	-0.436
MPO	0.2915
MOBKL3	-0.2786
CUTL2	-0.529125
KLK2	0.00999999999999998
VIM	-0.997
REG1B	0.241333333333333
PCDHGC4	0.17275
C3orf34	-0.353
SUMO3	-0.0753333333333333
CST9L	-0.12525
MLL4	-0.208
SPR	0.586333333333333
SAMD9L	1.4325
ABCE1	-0.47425
SUPT3H	-1.22983333333333
ACTBL1	0.42725
ADAMTS4	0.785333333333333
SLIT3	2.349
RHEBL1	-1.3635
NPM2	-1.286
MAN1C1	1.363
KIAA1856	0.935416666666666
HSPA6	0.989
LOC388152	-0.6935
C10orf140	-1.11775
ZDHHC12	0.52
LIN7A	-0.9586
PHC2	0.77425
SPHK1	-0.08325
TRIM26	0.8100625
FAM83E	1.468
C18orf24	-1.407
ZNF578	0.762666666666667
ORAI1	-0.13825
RUVBL1	0.0479166666666667
C7orf20	-0.238
APAF1	-0.843
SLC36A4	-1.5555
MYH11	4.34333333333333
NEK1	0.3927
MPP2	0.028875
C12orf24	-2.79225
TNK2	0.4473125
ZNF289	-0.276
MATN3	-3.041
IFNGR2	0.835666666666667
ITPR1	1.05725
EBF3	1.9856
TBC1D20	1.5491
OR10P1	0.48775
DDAH2	1.529
SHPRH	-0.277875
STX7	0.051
LOC554248	-2.53225
BCAR1	0.953
ATXN3	-0.01
TRIM27	-0.10825
CDC42EP2	0.257
CHP	-0.0890714285714286
SOX17	1.67075
ZNF259	-0.545666666666667
CHCHD1	0.20425
ZDHHC19	0.4975
GBP2	3.667
GARNL3	0.68125
MRC2	0.10375
C1orf52	-0.06275
AOF2	0.00183333333333334
LRPPRC	-0.4663
ACVR1C	-0.172
TM4SF18	2.06283333333333
TMEM169	-0.0761666666666667
PPP1R16A	0.832125
EBF1	-0.0853333333333333
RRS1	-0.485333333333333
SNX2	-0.38775
OR2T2	0.3475
RBX1	0.323
ANKRD54	1.011
TSNAX	-0.0921666666666667
TMEM83	-1.569
ZBTB7A	1.3035
ATM	-1.45775
LOC338328	1.49583333333333
TIE1	0.959
HIST1H3G	1.403
PASD1	-4.62066666666667
TINAG	0.396
PCDHAC2	0.0565
LRRC15	-1.00875
WBSCR17	1.464
TFF2	0.5755
PARP2	-0.98475
NDFIP2	-0.359625
PCDHGB2	0.3045
WDR60	0.6305
MAP7D2	-0.0144
USP45	-1.424
GSDML	-1.631
TNS1	-0.1489
PLCD4	-0.5685
IQCD	0.966166666666667
SMPX	-1.374
CD9	1.511
SRGN	1.44775
CASP7	1.071875
INOC1	-0.169833333333333
DKFZp451M2119	-1.271875
VMAC	1.0945
USP53	0.2118
CAMK1G	-0.27075
TMEM106A	0.248
CDC20	-0.69
ACSL5	0.966833333333333
CBWD5	-0.308
C1orf87	-0.5045
KIAA1274	0.57275
PRUNE2	-1.45557142857143
LYPLA2	0.615333333333333
DOK6	-0.8345
GPR149	-0.35525
FAM30A	2.94075
TMEM129	0.63025
SLC35B3	1.528
ACPP	0.1505
LOC200261	-0.5255
SLC4A7	0.4459
CCDC40	1.79525
GART	-1.28225
THOP1	-1.11925
SCARB1	-0.86875
CACNA1F	-0.0205
TRIAP1	-0.0395
SYT14L	-0.2435
SFRS8	-0.0801666666666667
PBOV1	0.2505
GOLSYN	-0.004
GJB7	2.5325
CAMK2N1	0.8215
GREM1	2.30225
FLJ20433	0.37225
QPCT	-3.54175
PRKAG2	1.49283333333333
H2AFX	0.08725
C6orf154	2.5295
PLOD3	-1.5295
ZBTB39	-0.3735
WASF3	-0.90525
DRG1	0.1995
PRR4	0.068
SPCS1	-0.89225
KDELR3	0.204
SRP19	-0.152
GABRA6	0.2855
MFSD1	0.6895
MMEL1	2.445
PDXDC2	-0.6122
BUB1	-2.76566666666667
RNF138	-0.566
MYLPF	-0.130666666666667
AIF1	1.34316666666667
DYNLRB1	0.3903
HCN3	-1.951
HIST1H2AI	1.73925
MAP4K5	-0.317166666666667
LASP1	0.8225
LOC130951	0.165
PLAA	0.888875
KRT6A	-0.163
C6orf117	-1.852125
ARHGAP23	-0.421
PTF1A	-0.021
GPHA2	-0.31975
LCE3B	0.03275
MCL1	0.520142857142857
EHBP1	-0.91475
PRNP	-0.258875
ZSCAN1	0.653
C1orf113	0.458666666666667
FOXA3	-3.205
NEB	0.07725
ASGR1	-4.70366666666667
CTGF	0.795833333333333
RAB17	0.785166666666667
MST101	-0.353
JARID1B	0.9658
USP37	0.065
PTBP1	-0.150833333333333
PTPN7	0.436666666666667
CDC7	-2.05016666666667
SNX7	0.5455
ZNF335	0.70525
CPT2	0.41075
HEATR1	-1.18925
HSPC152	-0.192625
C5orf40	0.44775
PSME1	1.27066666666667
STAG3	-1.19675
TMEM154	0.373833333333333
KLHL32	0.001
