Hybridization REF	TCGA-B6-A0RQ-01A-11R-A115-07
ZNF650	0.8125
KIAA1522	1.316625
PSG8	-0.121
DDX19B	-0.501
MOBKL1B	-0.576
DIAPH2	-0.217166666666667
PTPN12	0.292
CLN8	0.1871
CRYZL1	0.508666666666667
CRY2	0.526916666666667
FCGR2B	2.38466666666667
PNPLA4	2.038
ZNF454	1.7555
DKFZp434B1231	0.28025
CLDN11	1.3727
RFWD2	0.102666666666667
CIB2	-0.214833333333333
MXRA8	3.01525
HRK	-1.118
MAML2	0.669
C4orf31	0.42225
C6orf192	0.30075
COG6	0.71275
FAM5B	0.8005
NFATC1	0.2
SEPT10	0.6395
SCYL1	-0.649
RPP40	-1.23875
SCOC	0.6885
KIAA1450	1.152
CTDSPL2	-0.518
TBX5	1.2365
NAPG	-0.18475
RHD	-3.86975
C14orf45	2.09116666666667
ZBTB22	0.8715
PLCG1	-1.782
ANKRD10	-0.542
AQP7P2	2.2005
TAGLN2	0.261833333333333
HTR2C	-0.7985
SLC16A7	-0.309
C17orf83	-0.158
TSGA14	-0.514
MDH1	-0.286
PPP3R2	-0.1125
DCBLD2	-1.37585714285714
RBM33	-1.19575
DPH3	-1.31925
SYT10	-1.0894
FMO4	2.54125
THYN1	-0.255
DRD5	-0.496
OTOR	1.1295
PGRMC2	0.1044
KATNAL1	-0.149875
PAQR6	-1.269
UBE2I	-0.90925
C14orf28	0.6685
C8orf70	2.07925
FLYWCH1	-0.655375
ANGPTL3	-0.8775
GLRX2	-0.4285
ATP11A	-0.947071428571429
ARL5B	-0.75075
MUC16	-3.02875
SLC25A5	-1.30214285714286
ACRC	-0.44275
MYO1C	-0.148875
FAM89B	0.7755
FAS	1.10225
KIFAP3	0.93375
GLRA2	-0.155
BTN3A2	-0.6907
CNKSR3	0.010125
CSTF3	-0.7435
ARPM1	1.01375
KIAA1530	-1.0645
C9orf150	1.32416666666667
PRKCI	0.34925
tcag7.1015	-1.77275
SOD3	1.1195
ZNF574	0.3115
CYP21A2	1.121
RPL12	0.907
COMMD2	-0.20725
WIZ	-0.6565
LOC344405	-1.32075
ALDH4A1	-0.434058823529412
CRYAB	4.57475
COPA	-0.120666666666667
PCDHGA7	0.1805
KIF11	-2.74075
RASD2	-0.145
SLC26A3	3.0295
ZNF175	0.2155
JAKMIP2	-1.764875
C8orf4	1.23266666666667
PTHLH	3.52425
SLC40A1	3.46191666666667
OR7D4	0.215666666666667
PCDHB17	0.688
CD36	3.69528571428571
C6orf203	0.9558
PRKG2	0.284
LOC400566	1.0135
ANAPC13	0.29625
SLCO3A1	-0.248
ZNF692	-2.019
FANCL	-0.648
SH3GLB1	0.6
C12orf61	-0.947
KBTBD6	0.845
SUPT5H	0.226875
XRCC6	-0.6055
HUS1B	-1.3142
FAM133B	0.343928571428571
LOC728276	-0.2135
KCTD18	0.9845
SOS2	1.687
CCDC99	-2.1845
C1QTNF5	2.5825
NNAT	1.92616666666667
USP16	0.248
LARS	-0.681
ZBTB2	0.403625
ABO	0.3548
TRAF3	-0.93025
GALNT5	-2.4565
NAP5	2.03075
ALG14	0.814333333333333
KIAA0515	0.292423076923077
WDR75	-0.41
TEX261	-0.01975
LY86	0.33
LOC389072	-0.2015
FLJ13611	-0.05175
MRGPRX2	-0.2135
SNRPA	-1.225125
OR2G2	0.031
GPRASP2	2.12
C7orf42	0.3333
C9orf163	-0.382
CYP11B2	-0.102
FCRL3	0.408
PRDX1	-0.65125
FGB	-6.72816666666667
COX17	0.286
C16orf33	-1.04975
PIWIL1	-0.503666666666667
FOLR1	-0.5935
KIAA0082	-0.50925
FREQ	-1.60833333333333
TMCC2	-1.05816666666667
TCF12	0.335166666666667
ZNF721	0.48825
FAM130A2	1.16475
POU4F1	-2.83975
SNRPF	-0.836875
SGIP1	0.9805
ZNF641	0.722333333333333
EMG1	-0.77
PRRG4	1.8855
HIRA	-1.97175
MYNN	0.167666666666667
AEBP2	-0.00108333333333334
TBXA2R	-0.0485
ISL2	-2.16816666666667
PCDHB11	0.733
RNF144A	-0.923
MARCH5	0.8675
DULLARD	-0.0431666666666667
DCLRE1B	-1.18266666666667
ITGA8	0.3725
TP73	-0.1285
PRKCD	0.7845
NDUFB4	0.37375
ATP13A4	3.808625
ANTXR2	-0.857
COL4A3	0.166
MYO10	-1.4299
SLC6A18	0.0265
PEX1	0.1655
TMEM74	-0.575666666666667
RBM19	-0.4505
TAPBP	0.0113
RUNX1	2.266625
MID1	0.510916666666667
GPR64	-2.02833333333333
RASEF	4.002
GABRG1	0.10275
MYO16	-0.26775
DBF4	-2.02166666666667
TSHZ2	4.7865
RIPK2	-0.223625
PPTC7	0.403833333333333
KIF4B	-1.901
LRRC31	0.437142857142857
ZNF540	3.096
EFNB3	0.355333333333333
LOH12CR1	0.048
STON2	0.295333333333333
GLP1R	0.75825
CSTF2T	-0.551875
IREB2	-1.29525
GRSF1	-0.24325
PDCD7	-0.023
LRRC43	0.768
CNR1	0.681333333333333
IL1F7	-0.48
C12orf64	0.50775
FAM69B	-1.38875
NR2E1	-2.07666666666667
MS4A6A	2.3794
FTL	-1.6854
C7orf36	0.498
PCLO	1.2835
DYRK2	0.392166666666667
ARIH2	0.096625
SAMD7	-0.909
SCNN1D	-0.729
SLC32A1	-0.963375
C22orf25	-0.963333333333333
MRPS18A	-0.6648
GPR112	-0.1225
EARS2	-0.65625
ERN2	0.362
ATPBD3	-0.551333333333333
PRH2	0.1195
CDKN2D	-1.1205
PGLYRP2	1.2655
TRIM40	0.681666666666667
SEC14L3	0.0183333333333333
SLC22A1	-0.04725
BTN2A3	-0.1565
RASA4	0.22975
CCNL2	-0.856666666666667
MYBPC3	0.3555
GJA4	2.80075
CDC42SE1	0.34625
TRPV2	-2.04
MYPN	-3.24566666666667
SIM1	0.2485
CDADC1	1.19983333333333
ZFHX4	0.85025
NIBP	0.133666666666667
ADAMTS19	-2.05075
ABTB2	0.123
TSPYL2	0.1105
EIF2S3	-0.8375
SOX30	-0.38875
AP2A1	-0.963833333333333
DKFZP564O0523	-0.2545
LOC285398	0.446
CDH18	-5.104
CHL1	2.77625
GATS	-0.171
TBC1D2B	0.0420000000000001
OR1J1	0.974
GSN	2.14266666666667
DPCR1	0.523125
GARNL4	-0.0802
SMARCA5	-0.1755
PLEKHG3	0.8535
ZBTB45	0.1595
FRMD6	0.829333333333333
PLS1	-0.0293333333333333
DGKZ	-0.299666666666667
EFNA1	0.8409
WDR85	-1.071875
ANK2	0.00675000000000002
PAGE4	-0.952
SENP6	1.653
AKR7A2	-0.226166666666667
FKBP10	-2.74975
VEGFC	-0.949166666666667
LARP1	-0.80025
SRBD1	-0.2405
ITGB6	4.4395
SLC1A2	-0.0633076923076923
INVS	-1.24266666666667
MPO	1.4005
MOBKL3	0.1248
CUTL2	2.272625
KLK2	0.55975
VIM	-0.50075
REG1B	0.7415
PCDHGC4	0.293333333333333
C3orf34	-0.214833333333333
SUMO3	-0.158
CST9L	1.27275
MLL4	-1.11875
SPR	0.463833333333333
SAMD9L	0.757
ABCE1	-0.0885
SUPT3H	-0.5505
ACTBL1	0.74975
ADAMTS4	0.033
SLIT3	3.2425
RHEBL1	-2.15375
NPM2	0.2805
MAN1C1	-0.27625
KIAA1856	0.165666666666667
HSPA6	-0.12825
LOC388152	-0.365
C10orf140	0.91175
ZDHHC12	-0.9755
LIN7A	0.4249
PHC2	0.176833333333333
SPHK1	-0.8155
TRIM26	0.00206249999999999
FAM83E	-0.474
C18orf24	-2.76716666666667
ZNF578	0.391333333333333
ORAI1	-0.876
RUVBL1	-1.38133333333333
C7orf20	-0.912166666666667
APAF1	-1.534
SLC36A4	-1.13683333333333
MYH11	5.39583333333333
NEK1	0.765
MPP2	-0.449375
C12orf24	-2.8745
TNK2	0.2883125
ZNF289	-0.73725
MATN3	-1.351
IFNGR2	0.913
ITPR1	1.809125
EBF3	3.1977
TBC1D20	-0.3438
OR10P1	0.02175
DDAH2	1.3345
SHPRH	0.61175
STX7	-0.2925
LOC554248	-1.793
BCAR1	-0.4505
ATXN3	0.119083333333333
TRIM27	-0.69475
CDC42EP2	0.598
CHP	0.184928571428571
SOX17	1.707875
ZNF259	-0.932333333333333
CHCHD1	-0.11575
ZDHHC19	0.237
GBP2	4.0635
GARNL3	1.449625
MRC2	-0.3605
C1orf52	-0.50775
AOF2	-1.1095
LRPPRC	-0.4976
ACVR1C	0.531
TM4SF18	4.792
TMEM169	-0.382833333333333
PPP1R16A	-0.3955
EBF1	-0.603333333333333
RRS1	0.334166666666667
SNX2	-0.33
OR2T2	0.248
RBX1	-0.0075
ANKRD54	0.243166666666667
TSNAX	-0.0956666666666667
TMEM83	-1.65966666666667
ZBTB7A	0.76775
ATM	-1.13
LOC338328	2.70583333333333
TIE1	1.18833333333333
HIST1H3G	-0.579666666666667
PASD1	-4.67716666666667
TINAG	0.69675
PCDHAC2	-0.861
LRRC15	-0.043625
WBSCR17	-0.99575
TFF2	-0.5685
PARP2	-1.10875
NDFIP2	-0.175875
PCDHGB2	-0.282
WDR60	-0.1575
MAP7D2	-2.1207
USP45	-1.31925
GSDML	-0.37725
TNS1	0.1427
PLCD4	0.0605
IQCD	0.200333333333333
SMPX	0.629
CD9	0.809
SRGN	0.1645
CASP7	0.833375
INOC1	0.254166666666667
DKFZp451M2119	-0.546125
VMAC	0.98
USP53	1.7203
CAMK1G	-0.909
TMEM106A	0.142666666666667
CDC20	-3.5643
ACSL5	0.4495
CBWD5	-0.351
C1orf87	-0.213666666666667
KIAA1274	0.5755
PRUNE2	-1.286
LYPLA2	-1.28633333333333
DOK6	-1.97833333333333
GPR149	0.23075
FAM30A	1.03725
TMEM129	0.17
SLC35B3	0.5685
ACPP	0.249
LOC200261	-1.5335
SLC4A7	1.9184
CCDC40	2.319
GART	-1.86475
THOP1	-1.613
SCARB1	-1.604875
CACNA1F	0.51375
TRIAP1	0.0143333333333333
SYT14L	0.7035
SFRS8	0.0781666666666667
PBOV1	0.0545
GOLSYN	1.9005
GJB7	-1.9015
CAMK2N1	1.502
GREM1	2.21558333333333
FLJ20433	0.6535
QPCT	-2.832375
PRKAG2	0.887333333333333
H2AFX	-2.097375
C6orf154	0.567
PLOD3	-1.69725
ZBTB39	0.019
WASF3	0.665916666666667
DRG1	-0.5335
PRR4	2.214
SPCS1	-0.24525
KDELR3	-0.798166666666667
SRP19	0.208333333333333
GABRA6	0.55575
MFSD1	0.80925
MMEL1	1.0995
PDXDC2	-0.3801
BUB1	-5.55077777777778
RNF138	-1.15175
MYLPF	-0.192833333333333
AIF1	0.311833333333333
DYNLRB1	-0.0394
HCN3	-1.23783333333333
HIST1H2AI	-1.29525
MAP4K5	0.48275
LASP1	0.341125
LOC130951	0.236
PLAA	0.55225
KRT6A	2.792
C6orf117	0.26925
ARHGAP23	-0.1745
PTF1A	0.51
GPHA2	-0.6935
LCE3B	-0.48
MCL1	0.230928571428571
EHBP1	-0.72425
PRNP	0.3644375
ZSCAN1	0.29825
C1orf113	1.22066666666667
FOXA3	-3.056875
NEB	0.98175
ASGR1	-4.65
CTGF	0.190333333333333
RAB17	0.571166666666667
MST101	-0.34875
JARID1B	0.6449
USP37	0.3131
PTBP1	-1.343
PTPN7	-1.402
CDC7	-3.46616666666667
SNX7	0.7415
ZNF335	-0.401
CPT2	-0.10725
HEATR1	-1.266125
HSPC152	-0.225875
C5orf40	0.18825
PSME1	-0.3895
STAG3	-2.392
TMEM154	1.56266666666667
KLHL32	-0.401666666666667
TSGA10IP	-0.498
SUV420H2	-1.46283333333333
SF1	0.0238
2'-PDE	-0.188
PNLIPRP2	1.7305
TRSPAP1	-0.0280833333333334
NUP210	-1.72166666666667
ANP32C	-1.8635
RAB11B	-0.04
ASB15	0.314
ITGB3BP	-1.514
UBASH3A	-2.31475
YWHAB	-0.069375
TPRX1	0.092
LY6G5C	-0.161125
SLC7A2	-1.33275
CLK1	0.7353
HSD3B7	-0.128166666666667
VDR	3.8565
C16orf74	0.146
ACE	-0.03975
PSMA2	-0.147833333333333
CCDC131	-0.31975
ZNF213	0.428166666666667
EML2	-0.08475
ALS2CR13	-0.134833333333333
GLYATL1	3.373
DSPP	0.6145
DHFRL1	-0.500875
C10orf30	0.978
SH3RF2	0.797833333333333
LOC197322	-0.758333333333333
DLL3	-1.777625
TIGD7	0.1605
GFRA3	-0.054
CPA1	0.641833333333333
RTN4	0.863833333333333
PPT2	-1.75083333333333
FASLG	1.56883333333333
FOXP4	0.72475
RPL26	0.53
GNL3L	-1.611
FMR1NB	0.0382
CD163	5.806
SGPP2	2.62525
GIMAP2	0.7385
CD37	-0.0376666666666667
DPT	3.18283333333333
NBLA00301	2.22825
RGS5	2.42316666666667
C9orf4	-0.8615
ACTL8	-4.06316666666667
PRKAR2B	0.60625
OPLAH	-0.470666666666667
C20orf134	1.5855
SPACA5	-0.12375
TBL1X	0.114166666666667
TSPYL3	0.078
CHCHD3	-1.62775
CRKRS	-0.4345
GPR65	3.4205
DFFA	-0.782875
FUT1	0.68675
C6orf204	0.0436666666666667
TMEM51	0.48225
ZNF580	0.16225
CMTM2	0.19275
C20orf200	-0.4455
EZH1	0.383333333333333
FDX1L	-0.763125
MRPL32	-0.13725
PCAF	-0.4628
ALOX15B	3.77916666666667
CD59	1.81754166666667
CDK9	-0.726375
ERP29	-0.112166666666667
TTR	-5.75325
BCMO1	-0.3025
DDIT4	-1.3009
PTGDS	3.097
C3orf63	0.108
BST2	-0.29475
CYP1A2	0.31
C5orf25	-0.82175
STX1A	-1.22735294117647
OR2A12	0.36
SH3BP5L	-0.29
SERINC5	-0.565125
USP6	-0.4944
MRPL3	-0.6
POMP	-0.584
INPP4B	1.2905
GMPPB	-0.2895
EAPP	0.612
AHSA1	-1.03125
ABCA11	0.5965
SLC5A6	-0.54275
HIVEP2	0.73025
SUMO2	-0.250875
KIAA1822L	-1.89033333333333
C11orf67	1.56725
TXK	0.065
PHCA	-0.8861875
ICAM4	-2.13116666666667
FPGS	-0.360666666666667
SNRPA1	-1.68975
KCNJ4	-0.3085
KIF6	0.3214
HIST1H2BG	-1.28833333333333
SLC5A5	0.082
ZNF354B	0.125833333333333
IL12RB2	-0.706
C11orf76	0.253166666666667
GAL3ST2	-0.3295
AIFM2	-0.73275
SYNC1	0.082125
UBL3	0.33175
PIK3CG	-2.17933333333333
NLN	-0.7642
BCORL1	1.17875
CD5L	0.16325
ZNF238	1.50683333333333
KIAA1394	-0.28
C16orf55	-0.4865
CYP3A7	-1.81825
KRTAP3-1	-2.5565
TFDP1	-1.38516666666667
MND1	-4.487
NODAL	0.0166666666666667
GTPBP4	-1.28375
TUBGCP2	0.1135
SLITRK5	-0.58225
CIC	1.01625
CD79A	0.1434
SAMD14	-0.411
TNPO3	-1.416
OR10G3	0.831
OR10G8	0.237
CCDC111	0.001
HOXC9	0.40075
DCUN1D1	-0.206416666666667
CYB5R1	1.142
TSR2	0.16375
DAB2IP	1.5856
SLC6A5	-0.209
RAB3D	0.5985
DCUN1D4	-0.3475
ERBB3	1.11525
SDC1	0.56825
ATP6V1H	0.477666666666667
SYK	1.0135
ST20	-1.02975
C13orf30	2.21
WDR40A	0.117
ADMR	0.302
LOC388335	3.3435
ACSM1	3.769
TDG	-0.355083333333333
FLJ11235	0.1305
MRPS5	-1.16233333333333
AGPAT2	-1.72466666666667
SLC12A1	0.364
CYP27A1	-0.62325
THAP7	-1.146
XPO1	-1.035
ALMS1L	0.398166666666667
C1orf2	-0.625125
ZNF777	-0.301666666666667
CAMK2A	-0.179833333333333
SMC1B	0.660571428571428
IHPK2	-0.0493333333333333
LEMD1	0.1745
NKD2	-0.3806
CLU	2.11685714285714
ARMETL1	0.7075
PABPC4	-1.3805
CXCL12	1.97
TFAP2C	2.2812
TTTY8	0.288
ABCB10	-1.3149
ENDOD1	1.50166666666667
IDI1	-1.5235
KCTD6	0.518833333333333
CCDC105	0.4195
ULBP2	-1.79366666666667
ZDHHC5	0.433
WNT8A	0.42475
COMMD10	-0.09325
KLHL12	-0.626875
GPR50	0.231
NR5A2	0.227428571428571
OXGR1	3.09916666666667
EHD3	0.6285
CAPRIN2	-0.78925
KLRC3	-3.92725
SF3B1	0.0164285714285714
IPO7	-0.882
ALDH1A1	-0.7095
ANKRD5	0.49225
TSNARE1	0.255
DDEFL1	1.35
RNASEL	1.20816666666667
DNAH9	-0.16875
HELLS	-2.935
TNS4	3.0075
NAV1	0.4314
KIAA1409	1.17666666666667
C20orf26	2.03566666666667
TUBG1	-1.9095
IRX2	4.177
CNGA4	-0.028
MGC50559	1.0155
OR4K17	0.2776
TM2D2	0.704166666666667
FAM32A	-0.4665
TXNDC14	-0.3965
CCBL1	-1.4275
ANK1	-2.6334
PRSS23	-0.785875
PPM1L	-0.0655
SPATA20	-0.3615
APCS	0.42025
C14orf122	-1.45316666666667
PSMB5	-0.82175
C6orf10	-0.249333333333333
SETDB2	0.961666666666667
SPNS3	-1.11775
SGMS2	0.3825
MXD3	-1.65533333333333
MON2	0.5722
CARTPT	1.405
HNF4A	-0.989
RABEP1	1.1889
TNFRSF10B	-1.231125
USH1G	-0.776
PPAP2B	-0.0325
TMEM16K	0.616
CTDSP1	1.04766666666667
CDK5R1	-0.8995
GABRR1	-0.319
OPN1LW	0.054
FAM98C	0.709875
DBN1	-0.753875
ACAD10	-0.791333333333333
QTRTD1	-0.3525
WNK3	-0.0171666666666667
RPS19	0.430875
C1QB	3.006875
OTUD5	-0.27025
SLC41A2	0.767166666666667
TMEM22	-1.53283333333333
KHSRP	-0.590666666666667
TNFRSF11A	-0.338666666666667
FBL	-0.377833333333333
IBTK	0.3535
OXER1	0.237
CBLN4	0.6545
GPR172B	1.19833333333333
CFTR	0.47625
VSX1	2.751
CAMK1D	-0.9895
LOXL3	-3.06375
RTP4	1.4855
SLFNL1	0.3085
KIAA0828	-0.665375
PAR5	-0.2905
LOC723972	-2.01
GDI2	-0.00175000000000001
CEBPA	0.0424
MLF2	-0.741666666666667
AFMID	-0.89425
ALOX12B	0.0905
BPHL	-0.030125
COX5B	-0.305
S100A10	-0.4352
THOC6	-0.9935
NHN1	-0.55125
RRP12	-0.976
ARID3B	-2.50825
CD3G	-2.59416666666667
KIAA0133	-0.54525
NAT11	-0.855666666666667
PPAT	-1.48983333333333
SIRT3	0.8052
TCERG1L	0.37275
NIPA1	-1.1222
DPP8	0.3786
IL7R	-1.312
ZFP64	-0.366916666666667
DMAP1	-0.1871
TRMT12	0.20025
TLR4	1.2479
WFIKKN2	0.716
RAB12	-0.658833333333333
DDX51	-0.511
KIAA1086	-2.87325
ZNF295	-0.0575
ACVR2B	-0.736214285714286
LOC494150	-1.353125
ZNF517	-0.19
DNASE1L2	-2.29833333333333
SUFU	0.418666666666667
LOC283677	-0.509
LMO3	0.268333333333333
PPP2R5D	-0.6395
ZNF587	-0.1667
HIST4H4	-0.212
CYP2C8	0.64925
C1orf80	-0.339
DOCK5	-1.1705
C9orf24	0.41975
OR5AR1	0.644
C11orf24	-0.82875
UNQ1940	-0.52125
CAP2	0.656166666666667
TIMM44	-1.73325
DSEL	-0.4193
ROM1	0.88425
FBXO4	0.286875
MYLC2PL	-2.0655
MLH3	0.7184
NOX1	0.3935
DPEP2	0.751
DNAJB5	-0.2025
RLTPR	0.223
MBIP	0.0321666666666667
COPB1	0.0556666666666667
SFTPA1B	0.1295
C10orf4	0.1408
PRELID1	-0.74175
NOLA1	0.087
C19orf24	-0.19325
TLR9	-1.325
HLA-DMA	2.74366666666667
HCRP1	-0.275
GPR137	-0.473333333333333
ITGA11	-0.342666666666667
PHF13	0.836
MARK4	0.4535
METTL4	-1.14375
MBD3	-1.0182
LOC134145	-0.050625
FGF3	0.33025
SLC35A3	0.49325
CLEC16A	0.44775
AMOTL1	-0.327666666666667
FLJ31438	-0.09525
PAICS	-1.884875
TOMM40L	0.0405
MMD	-1.86225
KLK10	3.4528
NIT2	-0.0688333333333333
SERPINB10	0.31625
KLF15	0.8023
CCDC5	-0.8405
WSB2	-0.810625
ME3	1.251875
CACYBP	-0.853583333333333
TCTN2	0.1575
JAK1	0.75875
C2orf25	0.046
GPD2	1.247
FBXL11	0.407833333333333
CDV3	-0.00691666666666668
GALNT11	0.792125
NDUFA12L	-0.5686
FLOT1	-0.396571428571429
TOR1AIP2	-0.1165
MMP25	-0.56375
C1orf164	-0.0202
CHST5	-0.30675
LYRM4	0.11445
GPER	-2.10025
HIPK2	0.8585
DAP	-0.1943
ZMIZ1	0.598333333333333
DDX58	1.17325
DCC1	-2.8085
AKT1	-0.79325
ENPP6	1.81483333333333
ERVWE1	-0.4868
CDC34	-1.02175
RNF125	-1.26325
CASC1	3.72925
SHROOM2	0.10275
RRM2B	0.302333333333333
COL6A3	1.041125
TMEFF1	-3.00125
PLEKHA4	1.839
LYSMD1	-0.142666666666667
SEPT1	-0.9135
AOF1	-0.4175
GNPAT	-0.24725
WDR18	-1.12325
HSD17B12	0.362
HIST1H2BM	-0.995333333333333
INDOL1	-1.001
SUDS3	0.40325
C1orf192	-0.255
CYP2B6	-0.345
TBC1D2	1.25216666666667
SLC25A12	0.178875
ERCC6L	-3.40616666666667
MGC10814	-0.853
POLR2C	-0.546166666666667
ZNF77	0.6625
EIF3K	0.1899
HPX	1.55675
ANKRD27	-0.00675000000000002
MALAT1	0.4378125
PLB1	1.87783333333333
HRNBP3	-0.633375
CPSF4	-0.671
OR52N2	-0.288
PIP5KL1	0.0775
GH1	0.152
HPS5	1.08875
SLFN5	1.387875
POP5	-0.2245
OVOS2	-2.63883333333333
C20orf108	0.449125
MARS	-2.19575
CLRN3	1.327
ARSE	-1.52833333333333
PPIE	-0.154833333333333
PHACS	0.144
GP5	-0.308
IL8RB	0.426166666666667
FCRLA	-1.574
ARRDC1	-0.0239
KRTAP9-4	0.0735
ZNF613	1.675
OR11A1	0.006
TMEM132B	-2.4035
PGLS	0.20775
BSND	-2.1755
KCNK18	0.515
FOXD4	-0.14975
SV2C	1.9245
LCN2	3.63266666666667
ZNF490	0.4308
C3orf15	2.539
CACNA2D4	-1.1805
CBX5	-0.4315
MAGEB4	0.494
BOLA1	0.08775
PPP2R5E	0.07325
COL5A1	-0.424666666666667
ASB7	-0.438333333333333
SFT2D1	0.152125
DERL1	-0.7203
RABL2A	1.276
MOAP1	-0.2345
KIAA1545	0.3995
F3	1.7975
PLEKHM2	-1.1245
CCDC89	1.36516666666667
EFCAB1	4.1485
TMEM48	-1.5015
SEPHS2	-0.12625
PYGM	-0.2
PRICKLE1	1.45325
WNT5B	0.40475
TAS2R38	0.461
IMP5	-0.44075
KHDRBS1	0.0167
LARS2	-1.267
C3orf28	-0.93475
FTCD	-3.3205
C10orf68	0.770666666666667
DGAT2L3	0.22025
PSEN1	-0.107416666666667
MGC33657	0.812666666666667
PLA2G4B	0.883166666666667
CDKN2A	-2.66925
DLX1	-1.68875
TSHB	-0.3255
C18orf37	-0.27975
MEX3C	0.9615
MAMDC2	2.62925
PDIA4	-1.22416666666667
ATP5E	0.12875
CASP2	-0.285642857142857
SERBP1	0.0733461538461538
ZNF341	-0.044
TESC	1.67925
TMEM31	-0.52475
OR51I2	0.529
YTHDC1	0.705357142857143
JUN	0.929166666666667
AGMAT	-3.97766666666667
PCNXL2	0.17575
ATAD5	-2.292375
STK38	-0.498625
AZI1	-0.655375
RBP1	2.688
C4orf26	-0.3655
KIAA1026	0.92275
TMEM101	1.237
HSFX1	-0.298
TREX1	0.36175
C18orf10	-0.6179
TRIM15	-3.856375
CA6	0.738625
CEP57	-0.774125
AR	3.95
SESN2	-1.02516666666667
KIF3C	-0.40975
EPB41L5	0.559125
ARHGEF10	0.137
POLR3D	-1.211625
INDO	-2.2075
GABRA3	-0.512
SCG5	-0.1405
E2F3	-0.5691
TIGD5	-0.08575
FGD6	1.04141666666667
KLHL3	0.43825
SCGB3A2	-1.8015
URP2	-1.20783333333333
ATP6V1B1	1.349
CALML6	-0.452
LOC100049076	-0.1735
TMF1	0.43425
LOC388503	-0.03275
CDH5	2.370625
RPS6KC1	0.181666666666667
DAAM1	1.0073
TNFRSF10D	-0.73875
GSTT1	1.4955
INPP5A	-0.202
TRAF3IP1	1.2856
SMARCE1	0.0968571428571429
VRK1	-1.64175
TTC16	-0.75025
AARS	-1.62233333333333
ARHGAP27	-0.572833333333333
ZAK	0.315357142857143
ACSM2B	-2.74275
TRAP1	-1.76533333333333
MRPL53	0.059125
RNF44	-0.32625
NPTXR	0.318
DPYSL3	-0.3645
APP	0.7828
GLS2	0.453166666666667
MNX1	-2.15333333333333
CMTM7	1.452
OR10A7	0.5395
NYD-SP21	3.8095
ORC5L	-0.60575
SLC16A10	-2.903125
TMEM178	3.056
LOC441601	-5.39575
PTGIS	0.9485
KBTBD7	1.53725
C19orf41	0.089
CEACAM3	-0.451583333333333
KRT23	1.87325
SERHL	3.0085
PNKD	-0.44375
UBC	-0.0895
ATRN	-0.179875
HAPLN1	-2.41375
RANGAP1	-1.65875
C10orf26	1.11366666666667
KCNA7	-0.6225
SRY	-0.089
LOC376693	-0.0625
HIST1H2BF	-0.89075
CDCA8	-3.57833333333333
MLC1	-1.084
TNIP3	0.86375
OR4D1	0.1065
IFT52	-0.3815
GOLT1A	0.879166666666667
UTP20	-0.407625
RP3-402G11.5	-0.782875
PRSS33	-0.9025
PMPCA	-1.033
APOB48R	1.08066666666667
GLTP	0.69275
MPL	0.872
C9orf78	-0.3455
ADAM12	-0.394125
CSPG4	-1.976
LOC144305	-1.3435
KRTAP4-10	-0.1249
PAK1	-1.05925
ADCY7	-1.5683
TAS2R43	-0.119
FRAS1	-0.502142857142857
PPP1R14A	1.17766666666667
OR2B6	-1.3215
ATP13A1	-0.567
SIDT1	1.74375
C1RL	2.272
PRKRA	0.2795
TLN1	-0.2125
RP11-50D16.3	0.39575
MITF	-2.36016666666667
GYS1	-0.63625
LYG1	-0.8805
NSMCE4A	-0.1651
DNAI1	0.4815
HOXD11	-0.8695
FNBP1L	2.1141
DHX35	-0.65675
LCE3E	0.122375
SLC33A1	0.47475
DCLK3	-0.205333333333333
TRIM33	-0.119166666666667
TMCC3	1.05266666666667
FBXO42	0.187833333333333
C1orf27	0.0109
C17orf50	0.2825
RNF14	0.70325
SLC4A8	0.2325
RAB3IP	0.9042
COX6C	-0.208214285714286
PCSK1	-3.4505
SLC13A1	0.0194285714285714
ARF6	0.3305
KIAA1009	0.831375
HOXA13	-2.98925
HMGN1	-0.491875
CXADR	-0.324
MGC14436	-0.0435
UTF1	-0.055
TSC22D1	0.9133
BZRAP1	1.543
PUF60	0.0268333333333333
SHC1	-0.210875
HOOK3	0.7598
LIMS2	1.73833333333333
BAHCC1	-0.00766666666666667
CLCC1	0.178666666666667
ENTPD3	3.12383333333333
SMO	-0.37525
PIK3R5	1.05025
CDC14A	1.19166666666667
KRT1	2.66425
ENOX2	0.516
FLJ22655	3.1885
FPRL1	0.041
INTS6	0.617
ZCCHC5	0.687
SMC3	-0.5805
C6orf123	1.134
FLJ20160	2.153
LOC653391	0.0595
GSS	-0.58175
NT5M	-1.20425
SIX5	-0.1195
TAF5	-1.5335
KCNA1	0.335833333333333
ANLN	-4.75
MGC45491	-0.911
SSTR2	3.1995
LYPD4	0.18225
TH1L	-0.86125
CHRNA5	-1.4795
PNMA6A	-0.5895
FLJ16369	-0.9085
DLX2	-0.7872
C6orf108	-0.811583333333333
ALDH3A2	0.690666666666667
CLEC1B	0.3046
LEPREL2	-0.996
FOXJ1	-0.4806
OR1D4	0.209
PPIL4	0.21075
MTRR	-0.22225
SLC27A3	0.533833333333333
HTR7	-0.844666666666667
MIB2	-0.247
BHMT	-1.632
A2ML1	0.589
MSMB	0.50825
KIAA1383	1.63314285714286
TRUB2	-0.2205
PF4	0.796
IL1F5	0.0546
LRRC37B2	0.17025
