Hybridization REF	TCGA-C8-A12P-01A-11R-A115-07
ZNF554	1.51075
RAE1	-0.452333333333333
TNIK	2.27966666666667
ACTN3	1.2905
MGC45922	0.2075
CCNA1	-0.605833333333333
RYK	0.708
IL26	-0.4725
LRP3	0.687666666666667
QARS	-0.403
SOX7	0.804714285714286
BID	0.50425
OR2S2	0.2255
CXCL14	2.7825
C11orf47	-0.7645
MGC29891	-0.171666666666667
HSPB8	1.4237
PRDM14	-2.027
NUFIP2	-0.0765
MNAT1	0.231
ZDHHC2	-1.22683333333333
MBNL2	-0.178125
ADD3	-0.68925
CSNK2A1P	-0.21625
KLK6	-1.5845
TMEM111	0.2607
KIAA1279	0.639
NUBP2	0.408
RAB42	-0.79
ID3	-0.4024
TM9SF1	0.46225
MDP-1	-0.63425
POU4F2	-0.06775
IQCK	0.53275
C16orf14	-0.1145
CAPN3	-1.518625
FAM43B	-0.28125
RECQL	0.10275
AP1G1	-0.0788571428571429
CTNNBL1	-0.524833333333333
ECHDC1	0.339333333333333
SMARCC1	-0.6312
FOXQ1	-1.616875
GNAI3	0.697833333333333
POLG2	-0.72775
CD4	1.200875
ITLN1	0.30075
EBI2	2.7755
IRF1	0.367
PTPRE	0.5078
PTK2B	-0.77425
NXNL2	-2.316
SOX4	1.1465
TSPAN3	1.277
SH2D1A	-2.60983333333333
C8orf58	-0.874166666666667
USP20	-1.12875
DUSP22	-1.08525
CALB1	-2.74783333333333
L3MBTL2	1.12883333333333
MCRS1	-0.20025
TMEM118	-1.16983333333333
C18orf8	-0.0793333333333333
FLJ10241	-0.327
GJA12	0.13825
PKD1	-0.891833333333333
ZFP3	0.868
JAM3	-1.3215
LAPTM4A	2.2453
DIRC2	1.07475
KIAA2022	-1.10533333333333
MYOM1	0.389166666666667
TRPM8	-2.0905
MOP-1	0.692
PHKG2	0.326625
ZNF650	-0.0725
KIAA1522	0.976875
PSG8	2.74516666666667
DDX19B	-0.0725
MOBKL1B	1.3825
DIAPH2	0.432416666666667
PTPN12	-0.30925
CLN8	-1.3394
CRYZL1	-0.483333333333333
CRY2	-0.000833333333333329
FCGR2B	4.08383333333333
PNPLA4	0.546
ZNF454	-0.088
DKFZp434B1231	-0.04175
CLDN11	0.4278
RFWD2	0.241
CIB2	-0.326333333333333
MXRA8	2.95425
HRK	0.266625
MAML2	0.0845
C4orf31	-0.84425
C6orf192	-0.6305
COG6	0.68775
FAM5B	0.3965
NFATC1	-0.6031
SEPT10	0.32175
SCYL1	0.3619
RPP40	0.10525
SCOC	0.6538
KIAA1450	0.59375
CTDSPL2	-0.7125
TBX5	2.48433333333333
NAPG	-0.275875
RHD	-4.7705
C14orf45	1.00833333333333
ZBTB22	0.068
PLCG1	-1.481
ANKRD10	-1.8425
AQP7P2	-0.078
TAGLN2	1.19616666666667
HTR2C	2.29316666666667
SLC16A7	-1.4945
C17orf83	-0.2095
TSGA14	-0.0105
MDH1	0.68825
PPP3R2	0.455
DCBLD2	-3.08621428571429
RBM33	-0.326375
DPH3	-0.3075
SYT10	-1.40716666666667
FMO4	2.126125
THYN1	-0.91625
DRD5	-1.7395
OTOR	5.730375
PGRMC2	1.0414
KATNAL1	-0.22125
PAQR6	-3.9995
UBE2I	-0.0185
C14orf28	1.02825
C8orf70	-1.538
FLYWCH1	-0.3245
ANGPTL3	-1.46375
GLRX2	1.14366666666667
ATP11A	-0.210071428571429
ARL5B	1.563875
MUC16	-2.529
SLC25A5	0.830857142857143
ACRC	-1.21775
MYO1C	-0.82125
FAM89B	1.86333333333333
FAS	0.76225
KIFAP3	0.676
GLRA2	0.3085
BTN3A2	-1.6827
CNKSR3	0.13625
CSTF3	-0.603166666666667
ARPM1	1.03175
KIAA1530	-1.421
C9orf150	1.62083333333333
PRKCI	-0.6545
tcag7.1015	-0.274
SOD3	1.494
ZNF574	0.444
CYP21A2	0.40125
RPL12	-0.85
COMMD2	-0.83425
WIZ	0.63875
LOC344405	-0.44
ALDH4A1	-1.76458823529412
CRYAB	3.39175
COPA	0.635066666666667
PCDHGA7	0.342333333333333
KIF11	-0.98825
RASD2	0.848375
SLC26A3	0.018
ZNF175	-1.1245
JAKMIP2	-1.509625
C8orf4	-0.474
PTHLH	1.14775
SLC40A1	1.23008333333333
OR7D4	0.630166666666667
PCDHB17	-0.6895
CD36	2.58728571428571
C6orf203	1.303
PRKG2	0.2265
LOC400566	0.07125
ANAPC13	-0.1275
SLCO3A1	-1.082
ZNF692	-1.986
FANCL	-1.18
SH3GLB1	1.67825
C12orf61	0.398
KBTBD6	-1.11975
SUPT5H	0.1895
XRCC6	0.1995
HUS1B	-0.3553
FAM133B	-1.46571428571429
LOC728276	-0.2195
KCTD18	0.23575
SOS2	1.2895
CCDC99	-1.25
C1QTNF5	3.971
NNAT	-0.00883333333333333
USP16	-0.144
LARS	-0.447875
ZBTB2	-0.058
ABO	0.139333333333333
TRAF3	0.10475
GALNT5	-1.253
NAP5	-0.167125
ALG14	0.7045
KIAA0515	-0.634192307692308
WDR75	-0.24
TEX261	0.71325
LY86	1.54925
LOC389072	-0.1475
FLJ13611	0.64575
MRGPRX2	0.9995
SNRPA	-0.945
OR2G2	0.509
GPRASP2	-0.0565
C7orf42	0.8568
C9orf163	0.042
CYP11B2	-0.02
FCRL3	2.10883333333333
PRDX1	0.58
FGB	-4.129
COX17	0.457833333333333
C16orf33	1.09575
PIWIL1	-0.3225
FOLR1	-2.5985
KIAA0082	-0.42475
FREQ	-0.172
TMCC2	-1.22066666666667
TCF12	-0.446833333333333
ZNF721	-0.774
FAM130A2	0.22825
POU4F1	-2.891
SNRPF	-0.3665
SGIP1	3.18033333333333
ZNF641	1.2995
EMG1	-1.062625
PRRG4	1.199
HIRA	-2.591
MYNN	-0.085
AEBP2	-0.89225
TBXA2R	0.227333333333333
ISL2	0.5515
PCDHB11	-0.8715
RNF144A	0.225875
MARCH5	0.0335
DULLARD	-0.573166666666667
DCLRE1B	-0.3035
ITGA8	-0.21725
TP73	0.086375
PRKCD	1.16425
NDUFB4	0.55225
ATP13A4	5.14175
ANTXR2	-0.3765
COL4A3	-0.00133333333333334
MYO10	0.3068
SLC6A18	0.68125
PEX1	-0.061
TMEM74	-0.735833333333333
RBM19	0.634
TAPBP	0.15615
RUNX1	-0.59875
MID1	-1.338
GPR64	-0.911
RASEF	0.75625
GABRG1	-0.0778333333333333
MYO16	-0.6325
DBF4	-0.941166666666667
TSHZ2	2.242
RIPK2	0.046875
PPTC7	0.115333333333333
KIF4B	-0.3855
LRRC31	5.693625
ZNF540	0.65025
EFNB3	0.066
LOH12CR1	0.66775
STON2	0.632333333333333
GLP1R	0.59575
CSTF2T	-1.4295
IREB2	-0.152
GRSF1	-0.60325
PDCD7	-0.306333333333333
LRRC43	1.378
CNR1	-0.097
IL1F7	-0.275
C12orf64	-0.30625
FAM69B	-1.18325
NR2E1	-2.494
MS4A6A	2.962
FTL	0.29
C7orf36	0.379
PCLO	1.6653
DYRK2	1.23291666666667
ARIH2	-0.477
SAMD7	0.15
SCNN1D	-1.36725
SLC32A1	-0.894125
C22orf25	0.192333333333333
MRPS18A	0.8382
GPR112	0.4065
EARS2	-0.715
ERN2	0.52
ATPBD3	0.308166666666667
PRH2	-0.46
CDKN2D	-0.815333333333333
PGLYRP2	-0.40225
TRIM40	0.139333333333333
SEC14L3	0.1135
SLC22A1	-0.4085
BTN2A3	-0.291
RASA4	-0.7175
CCNL2	-1.7035
MYBPC3	1.6025
GJA4	3.60775
CDC42SE1	1.16625
TRPV2	-0.87425
MYPN	-3.1524
SIM1	0.6875
CDADC1	-0.20875
ZFHX4	0.73875
NIBP	0.340333333333333
ADAMTS19	-2.281
ABTB2	-0.11225
TSPYL2	0.464625
EIF2S3	0.1051
SOX30	0.1355
AP2A1	0.106166666666667
DKFZP564O0523	-0.1645
LOC285398	0.2015
CDH18	-3.075
CHL1	1.9525
GATS	-1.3346
TBC1D2B	0.542
OR1J1	-0.9125
GSN	2.13133333333333
DPCR1	0.6845
GARNL4	-1.19366666666667
SMARCA5	-0.4515
PLEKHG3	0.320333333333333
ZBTB45	0.1475
FRMD6	0.0535
PLS1	1.43716666666667
DGKZ	1.12883333333333
EFNA1	1.7771
WDR85	-0.519625
ANK2	-0.31
PAGE4	-0.823666666666667
SENP6	-0.521833333333333
AKR7A2	-0.382
FKBP10	-2.0565
VEGFC	-1.571
LARP1	-0.296875
SRBD1	0.1555
ITGB6	5.563
SLC1A2	-1.51542857142857
INVS	-0.395166666666667
MPO	0.48075
MOBKL3	0.2844
CUTL2	-1.50025
KLK2	-0.00366666666666662
VIM	-0.9705
REG1B	0.3755
PCDHGC4	0.31025
C3orf34	-0.127166666666667
SUMO3	0.2275
CST9L	-0.877
MLL4	-0.22675
SPR	1.727
SAMD9L	1.4955
ABCE1	-0.929
SUPT3H	-0.918
ACTBL1	-2.454
ADAMTS4	0.8395
SLIT3	3.08125
RHEBL1	0.25
NPM2	1.2195
MAN1C1	1.34125
KIAA1856	0.0934166666666667
HSPA6	0.904
LOC388152	-2.7015
C10orf140	1.14
ZDHHC12	0.104
LIN7A	0.5483
PHC2	-0.145333333333333
SPHK1	-0.21825
TRIM26	0.7756875
FAM83E	0.624
C18orf24	-1.37616666666667
ZNF578	0.668
ORAI1	-0.01825
RUVBL1	-0.67425
C7orf20	-0.575166666666667
APAF1	-0.8625
SLC36A4	-0.384166666666667
MYH11	3.91416666666667
NEK1	-0.6617
MPP2	-1.1895
C12orf24	-3.376
TNK2	0.064875
ZNF289	-0.8325
MATN3	-0.546571428571429
IFNGR2	1.04016666666667
ITPR1	0.408125
EBF3	2.7991
TBC1D20	0.6384
OR10P1	0.554
DDAH2	0.33125
SHPRH	-1.235
STX7	0.7475
LOC554248	-2.10175
BCAR1	0.062
ATXN3	0.464166666666667
TRIM27	-0.0195
CDC42EP2	-0.5
CHP	0.838785714285714
SOX17	1.88425
ZNF259	0.451333333333333
CHCHD1	1.714
ZDHHC19	0.4215
GBP2	1.494
GARNL3	-1.365125
MRC2	0.643
C1orf52	0.01425
AOF2	-0.595166666666667
LRPPRC	1.0113
ACVR1C	-1.44166666666667
TM4SF18	2.64783333333333
TMEM169	-0.045
PPP1R16A	-0.28225
EBF1	0.387666666666667
RRS1	-0.0423333333333333
SNX2	0.2515
OR2T2	0.283
RBX1	0.05875
ANKRD54	0.7015
TSNAX	-0.162
TMEM83	-2.2565
ZBTB7A	-0.06825
ATM	-1.27108333333333
LOC338328	1.64733333333333
TIE1	1.377
HIST1H3G	1.1495
PASD1	-4.28533333333333
TINAG	0.60025
PCDHAC2	-0.0635
LRRC15	1.30525
WBSCR17	-1.12375
TFF2	1.016
PARP2	-0.0845
NDFIP2	-0.41775
PCDHGB2	-0.412
WDR60	-0.0665
MAP7D2	-2.5871
USP45	-1.5225
GSDML	-1.4725
TNS1	0.1066
PLCD4	-1.3535
IQCD	2.82216666666667
SMPX	0.447
CD9	2.15883333333333
SRGN	1.025
CASP7	0.61775
INOC1	0.184333333333333
DKFZp451M2119	-2.22575
VMAC	1.183
USP53	0.329
CAMK1G	0.287375
TMEM106A	-0.6615
CDC20	-1.1165
ACSL5	2.12916666666667
CBWD5	-1.49725
C1orf87	-1.59666666666667
KIAA1274	0.8475
PRUNE2	1.68614285714286
LYPLA2	0.500333333333333
DOK6	-1.5315
GPR149	-0.62725
FAM30A	3.51325
TMEM129	-0.85625
SLC35B3	1.60725
ACPP	1.1577
LOC200261	-1.2385
SLC4A7	-0.5903
CCDC40	1.90025
GART	-0.432875
THOP1	-0.307
SCARB1	-0.8405
CACNA1F	0.04
TRIAP1	0.0526666666666667
SYT14L	0.994
SFRS8	-1.16583333333333
PBOV1	0.509
GOLSYN	-0.875
GJB7	-2.127
CAMK2N1	0.352
GREM1	4.2385
FLJ20433	0.21375
QPCT	-2.50975
PRKAG2	1.9725
H2AFX	-0.243875
C6orf154	-0.79525
PLOD3	-0.67975
ZBTB39	-0.286
WASF3	-0.408
DRG1	0.798
PRR4	-1.763
SPCS1	-0.596
KDELR3	0.735166666666667
SRP19	0.618
GABRA6	-0.165
MFSD1	0.34225
MMEL1	1.43025
PDXDC2	-1.4474
BUB1	-1.55755555555556
RNF138	-1.16375
MYLPF	-0.637666666666667
AIF1	0.462
DYNLRB1	0.9617
HCN3	-0.939833333333333
HIST1H2AI	0.90025
MAP4K5	-0.0448333333333334
LASP1	2.510375
LOC130951	0.299
PLAA	0.168
KRT6A	-2.3095
C6orf117	-2.491125
ARHGAP23	-0.8745
PTF1A	0.024
GPHA2	-0.48625
LCE3B	0.73325
MCL1	1.69385714285714
EHBP1	-0.706833333333333
PRNP	0.1575625
ZSCAN1	0.66525
C1orf113	-1.5575
FOXA3	-2.023
NEB	0.15975
ASGR1	-3.98983333333333
CTGF	1.899
RAB17	0.233333333333333
MST101	-0.3435
JARID1B	0.2288
USP37	-0.7273
PTBP1	-0.468666666666667
PTPN7	-0.549666666666667
CDC7	-1.78083333333333
SNX7	-0.89075
ZNF335	-0.105
CPT2	0.34175
HEATR1	-0.671375
HSPC152	0.65825
C5orf40	0.3745
PSME1	-0.000499999999999987
STAG3	-1.52475
TMEM154	0.069
KLHL32	-0.646166666666667
TSGA10IP	-0.7445
SUV420H2	-1.03
SF1	-1.304
2'-PDE	0.451
PNLIPRP2	-2.5295
TRSPAP1	-0.498666666666667
NUP210	-1.13566666666667
ANP32C	0.380666666666667
RAB11B	0.185166666666667
ASB15	0.702
ITGB3BP	-2.7845
UBASH3A	-1.09075
YWHAB	-0.52075
TPRX1	0.21575
LY6G5C	-0.135875
SLC7A2	-3.094625
CLK1	0.3974
HSD3B7	0.0838333333333333
VDR	2.507
C16orf74	0.355
ACE	0.802
PSMA2	-0.447666666666667
CCDC131	-1.742625
ZNF213	1.11283333333333
EML2	-1.75525
ALS2CR13	-0.574333333333333
GLYATL1	2.246
DSPP	-0.129
DHFRL1	0.65725
C10orf30	-2.30383333333333
SH3RF2	2.90066666666667
LOC197322	0.0291666666666667
DLL3	-1.015625
TIGD7	0.7425
GFRA3	1.4795
CPA1	0.323666666666667
RTN4	-0.122666666666667
PPT2	-1.83483333333333
FASLG	3.10933333333333
FOXP4	1.018625
RPL26	-0.2619
GNL3L	-1.48083333333333
FMR1NB	-0.3035
CD163	6.13575
SGPP2	3.97375
GIMAP2	0.9525
CD37	1.77733333333333
DPT	3.59408333333333
NBLA00301	1.5065
RGS5	1.49116666666667
C9orf4	-0.268
ACTL8	0.540833333333333
PRKAR2B	-1.398875
OPLAH	1.41916666666667
C20orf134	2.7285
SPACA5	0.14625
TBL1X	-1.97266666666667
TSPYL3	0.0285
CHCHD3	-0.479
CRKRS	2.518
GPR65	5.52625
DFFA	-0.706875
FUT1	0.769
C6orf204	-1.28016666666667
TMEM51	0.51175
ZNF580	-0.67675
CMTM2	0.488
C20orf200	-0.2415
EZH1	-1.35516666666667
FDX1L	0.2905
MRPL32	0.801
PCAF	-1.3832
ALOX15B	4.0555
CD59	0.00195833333333332
CDK9	-0.031125
ERP29	0.6045
TTR	-4.9535
BCMO1	0.1535
DDIT4	-0.6918
PTGDS	2.02025
C3orf63	-0.426333333333333
BST2	-0.28125
CYP1A2	-0.659666666666667
C5orf25	-2.33175
STX1A	0.742
OR2A12	0.213
SH3BP5L	0.4115
SERINC5	0.43625
USP6	-0.5979
MRPL3	-0.4325
POMP	0.4525
INPP4B	-2.1305
GMPPB	0.82
EAPP	0.5765
AHSA1	0.6555
ABCA11	-1.2795
SLC5A6	0.7495
HIVEP2	0.7285
SUMO2	-0.488
KIAA1822L	3.34583333333333
C11orf67	2.15225
TXK	-0.570375
PHCA	0.9659375
ICAM4	-2.14433333333333
FPGS	-0.116
SNRPA1	-1.04175
KCNJ4	-0.0625
KIF6	-1.542
HIST1H2BG	1.35266666666667
SLC5A5	2.1195
ZNF354B	0.002
IL12RB2	0.93475
C11orf76	0.172
GAL3ST2	0.722
AIFM2	0.419
SYNC1	-0.1405
UBL3	0.11125
PIK3CG	-1.381
NLN	0.2013
BCORL1	0.0095
CD5L	0.17925
ZNF238	-0.1535
KIAA1394	-0.2885
C16orf55	-0.9028
CYP3A7	-0.4015
KRTAP3-1	-1.5075
TFDP1	-0.576333333333333
MND1	-2.555
NODAL	0.43
GTPBP4	-0.09925
TUBGCP2	0.693
SLITRK5	-4.95925
CIC	-0.03925
CD79A	1.99183333333333
SAMD14	0.755833333333333
TNPO3	-0.2015
OR10G3	0.2755
OR10G8	1.198
CCDC111	-0.4885
HOXC9	0.0955
DCUN1D1	2.082
CYB5R1	1.23325
TSR2	0.614
DAB2IP	0.7554
SLC6A5	0.3925
RAB3D	0.99675
DCUN1D4	-0.972
ERBB3	0.6125
SDC1	3.51616666666667
ATP6V1H	0.450666666666667
SYK	0.5725
ST20	-0.12875
C13orf30	0.397
WDR40A	1.52666666666667
ADMR	0.494
LOC388335	2.23975
ACSM1	2.378
TDG	-0.386833333333333
FLJ11235	0.2305
MRPS5	0.772833333333333
AGPAT2	0.944166666666667
SLC12A1	1.555625
CYP27A1	-0.3115
THAP7	-0.48775
XPO1	0.176583333333333
ALMS1L	-0.255666666666667
C1orf2	-0.036375
ZNF777	0.404666666666667
CAMK2A	0.0558333333333333
SMC1B	-0.4355
IHPK2	-0.1396
LEMD1	-3.196
NKD2	-0.6993
CLU	-1.28314285714286
ARMETL1	-0.4295
PABPC4	-0.709
CXCL12	2.43183333333333
TFAP2C	1.3063
TTTY8	0.3765
ABCB10	-0.1404
ENDOD1	1.93183333333333
IDI1	-0.6385
KCTD6	0.107166666666667
CCDC105	0.1335
ULBP2	0.053
ZDHHC5	1.33875
WNT8A	-0.71075
COMMD10	0.389
KLHL12	-0.212625
GPR50	0.458
NR5A2	-0.13025
OXGR1	-0.2858
EHD3	-0.014
CAPRIN2	-1.299875
KLRC3	-3.60775
SF3B1	0.0322857142857143
IPO7	-0.41925
ALDH1A1	-0.267166666666667
ANKRD5	0.877375
TSNARE1	0.2505
DDEFL1	1.8535
RNASEL	1.30616666666667
DNAH9	-1.28825
HELLS	-1.003
TNS4	2.2005
NAV1	0.309
KIAA1409	-0.8785
C20orf26	3.798
TUBG1	-0.948
IRX2	2.7355
CNGA4	-0.549
MGC50559	1.27183333333333
OR4K17	0.365666666666667
TM2D2	1.38958333333333
FAM32A	-0.02175
TXNDC14	0.376
CCBL1	-1.884
ANK1	-2.5146
PRSS23	-0.40625
PPM1L	0.9595
SPATA20	0.26925
APCS	0.04275
C14orf122	0.134333333333333
PSMB5	1.3745
C6orf10	-0.5674
SETDB2	-0.641333333333333
SPNS3	-0.722
SGMS2	2.533
MXD3	-0.836
MON2	-0.4307
CARTPT	1.038
HNF4A	-0.567333333333333
RABEP1	-0.0511
TNFRSF10B	-0.99275
USH1G	0.6815
PPAP2B	-1.15533333333333
TMEM16K	-0.13
CTDSP1	-0.0771666666666667
CDK5R1	0.102666666666667
GABRR1	-0.1945
OPN1LW	-0.297
FAM98C	0.305375
DBN1	-0.0635
ACAD10	-0.0598333333333333
QTRTD1	-0.686
WNK3	-1.26633333333333
RPS19	-0.30625
C1QB	3.569
OTUD5	0.258125
SLC41A2	3.08516666666667
TMEM22	-1.50066666666667
KHSRP	-0.594416666666667
TNFRSF11A	-0.303166666666667
FBL	-1.14
IBTK	-0.8475
OXER1	0.403
CBLN4	0.922625
GPR172B	1.32783333333333
CFTR	-0.722
VSX1	0.4435
CAMK1D	0.62475
LOXL3	-2.3255
RTP4	1.2395
SLFNL1	-0.38675
KIAA0828	0.7395
PAR5	0.2
LOC723972	0.468
GDI2	1.019625
CEBPA	0.6253
MLF2	-0.114166666666667
AFMID	-1.1685
ALOX12B	-0.09425
BPHL	0.4715
COX5B	0.9325
S100A10	1.2019
THOC6	0.23
NHN1	0.04175
RRP12	-0.154
ARID3B	-0.23775
CD3G	-2.545
KIAA0133	0.33675
NAT11	-1.39566666666667
PPAT	-2.26883333333333
SIRT3	0.3718
TCERG1L	0.444
NIPA1	0.2987
DPP8	0.6315
IL7R	0.148833333333333
ZFP64	-0.32875
DMAP1	0.0871
TRMT12	-0.7685
TLR4	2.0748
WFIKKN2	0.1955
RAB12	1.6835
DDX51	-0.156
KIAA1086	-3.09175
ZNF295	1.06666666666667
ACVR2B	-1.80821428571429
LOC494150	1.750625
ZNF517	0.039
DNASE1L2	-1.58833333333333
SUFU	0.71025
LOC283677	-0.3615
LMO3	-1.62116666666667
PPP2R5D	0.0281666666666667
ZNF587	-0.5919
HIST4H4	0.39325
CYP2C8	-0.4875
C1orf80	0.409666666666667
DOCK5	-0.4815
C9orf24	-0.6085
OR5AR1	0.106
C11orf24	0.79275
UNQ1940	-0.55
CAP2	0.0263333333333333
TIMM44	0.26775
DSEL	-1.9971
ROM1	0.3685
FBXO4	0.38925
MYLC2PL	-2.2505
MLH3	0.6563
NOX1	0.867166666666667
DPEP2	2.46775
DNAJB5	0.51475
RLTPR	0.4545
MBIP	-0.572166666666667
COPB1	-0.37
SFTPA1B	0.1715
C10orf4	-0.5912
PRELID1	0.3655
NOLA1	-0.67975
C19orf24	0.28825
TLR9	-0.2945
HLA-DMA	2.99908333333333
HCRP1	-0.9915
GPR137	0.4145
ITGA11	1.70083333333333
PHF13	-0.264666666666667
MARK4	-0.0636666666666667
METTL4	0.81325
MBD3	-0.949
LOC134145	0.77275
FGF3	-0.28775
SLC35A3	0.07325
CLEC16A	0.05725
AMOTL1	0.796583333333333
FLJ31438	-1.38825
PAICS	-1.746875
TOMM40L	0.283
MMD	-0.868
KLK10	-1.4411
NIT2	0.0105
SERPINB10	0.48475
KLF15	-1.1062
CCDC5	-1.24625
WSB2	0.868
ME3	0.195625
CACYBP	-0.1485
TCTN2	0.4485
JAK1	0.608125
C2orf25	-1.29625
GPD2	1.5295
FBXL11	0.540166666666667
CDV3	-0.646833333333333
GALNT11	0.642125
NDUFA12L	-0.1098
FLOT1	-0.763857142857143
TOR1AIP2	1.166
MMP25	-0.86275
C1orf164	0.042
CHST5	-0.04425
LYRM4	-1.16745
GPER	-2.36925
HIPK2	0.900083333333333
DAP	0.6706
ZMIZ1	0.5255
DDX58	3.554375
DCC1	-2.83325
AKT1	0.4645
ENPP6	0.662333333333333
ERVWE1	-1.06166666666667
CDC34	0.43925
RNF125	-2.15875
CASC1	0.71775
SHROOM2	-1.38175
RRM2B	0.210666666666667
COL6A3	1.472375
TMEFF1	-1.35025
PLEKHA4	-1.0591
LYSMD1	0.939166666666667
SEPT1	-0.854666666666667
AOF1	0.30675
GNPAT	0.32525
WDR18	0.187
HSD17B12	-0.723833333333333
HIST1H2BM	1.04716666666667
INDOL1	-0.452166666666667
SUDS3	0.7435
C1orf192	-0.057
CYP2B6	-0.90575
TBC1D2	2.0145
SLC25A12	0.15075
ERCC6L	0.1735
MGC10814	-2.02133333333333
POLR2C	-0.659666666666667
ZNF77	0.588333333333333
EIF3K	0.4278
HPX	0.15725
ANKRD27	-0.51275
MALAT1	-2.34625
PLB1	0.9085
HRNBP3	-1.045875
CPSF4	-0.50375
OR52N2	0.7765
PIP5KL1	-1.031
GH1	0.9895
HPS5	-0.1505
SLFN5	-1.12925
POP5	0.466333333333333
OVOS2	-4.12383333333333
C20orf108	1.349875
MARS	-0.711
CLRN3	1.03366666666667
ARSE	-0.531166666666667
PPIE	0.4145
PHACS	-0.731
GP5	-1.0085
IL8RB	1.00483333333333
FCRLA	-1.818375
ARRDC1	0.9009
KRTAP9-4	0.61425
ZNF613	1.622
OR11A1	0.5185
TMEM132B	-2.38
PGLS	0.451
BSND	-1.23083333333333
KCNK18	0.847
FOXD4	0.5495
SV2C	0.1985
LCN2	0.838666666666667
ZNF490	0.5659
C3orf15	0.884
CACNA2D4	-1.2035
CBX5	-2.61225
MAGEB4	0.10975
BOLA1	1.389
PPP2R5E	0.21375
COL5A1	1.75016666666667
ASB7	-0.3205
SFT2D1	0.41425
DERL1	-0.1318
RABL2A	0.464333333333333
MOAP1	0.1125
KIAA1545	-0.270333333333333
F3	1.497
PLEKHM2	0.00025
CCDC89	2.18133333333333
EFCAB1	1.0415
TMEM48	-0.78775
SEPHS2	0.82925
PYGM	-0.53225
PRICKLE1	1.47225
WNT5B	-0.6275
TAS2R38	-0.474
IMP5	0.4925
KHDRBS1	-0.1734
LARS2	-0.6745
C3orf28	-0.7365
FTCD	-2.70525
C10orf68	-0.4385
DGAT2L3	0.24975
PSEN1	1.1935
MGC33657	-0.07825
PLA2G4B	-0.6095
CDKN2A	1.36725
DLX1	-2.651
TSHB	0.4615
C18orf37	-0.1715
MEX3C	-0.275375
MAMDC2	-0.54775
PDIA4	0.479083333333333
ATP5E	-0.43675
CASP2	0.1425
SERBP1	-0.670384615384615
ZNF341	0.634166666666667
TESC	-3.1095
TMEM31	0.34
OR51I2	1.314
YTHDC1	0.128642857142857
JUN	-0.549666666666667
AGMAT	-2.25033333333333
PCNXL2	-1.128
ATAD5	-2.312375
STK38	-0.0565
AZI1	-0.754125
RBP1	1.592
C4orf26	-0.41075
KIAA1026	1.67575
TMEM101	-0.4485
HSFX1	0.8855
TREX1	1.2015
C18orf10	-0.8374
TRIM15	-3.02425
CA6	0.342375
CEP57	-1.419
AR	0.980333333333333
SESN2	0.0606666666666666
KIF3C	0.83925
EPB41L5	0.439125
ARHGEF10	-2.03590909090909
POLR3D	-0.605
INDO	1.41516666666667
GABRA3	-0.5975
SCG5	0.0379
E2F3	0.2376
TIGD5	-0.5965
FGD6	1.80366666666667
KLHL3	0.070125
SCGB3A2	-1.384
URP2	0.5865
ATP6V1B1	0.2874
CALML6	-0.106
LOC100049076	-1.203
TMF1	0.11725
LOC388503	-0.31225
CDH5	2.64825
RPS6KC1	-0.392166666666667
DAAM1	1.2117
TNFRSF10D	-0.73925
GSTT1	1.3143
INPP5A	1.36
TRAF3IP1	0.4248
SMARCE1	-0.568214285714286
VRK1	-1.684
TTC16	0.7665
AARS	-0.425
ARHGAP27	0.3925
ZAK	0.157
ACSM2B	-2.55
TRAP1	-0.596833333333333
MRPL53	-0.098375
RNF44	-0.02275
NPTXR	0.58025
DPYSL3	1.21116666666667
APP	3.1076
GLS2	-1.37016666666667
MNX1	0.622
CMTM7	-0.9695
OR10A7	-0.0525
NYD-SP21	3.07833333333333
ORC5L	-0.32625
SLC16A10	-2.30925
TMEM178	-0.4165
LOC441601	-4.47175
PTGIS	-0.15975
KBTBD7	0.6805
C19orf41	-0.41225
CEACAM3	2.29033333333333
KRT23	-0.20425
SERHL	2.923
PNKD	0.908875
UBC	1.277
ATRN	-0.064375
HAPLN1	-1.121
RANGAP1	-0.31825
C10orf26	0.253
KCNA7	-0.485
SRY	-0.046
LOC376693	-0.9895
HIST1H2BF	1.133
CDCA8	-0.944333333333333
MLC1	-2.237
TNIP3	1.12125
OR4D1	0.4905
IFT52	0.0763333333333333
GOLT1A	-0.243666666666667
UTP20	-1.061875
RP3-402G11.5	0.00100000000000001
PRSS33	-0.95775
PMPCA	-0.50575
APOB48R	2.255
GLTP	-0.03425
MPL	0.93325
C9orf78	-0.16925
ADAM12	1.246875
CSPG4	-2.084
LOC144305	-0.3025
KRTAP4-10	0.9506
PAK1	0.75925
ADCY7	0.1992
TAS2R43	-0.4495
FRAS1	-0.0923571428571428
PPP1R14A	0.611666666666667
OR2B6	-1.24
ATP13A1	0.43
SIDT1	0.73925
C1RL	-0.302833333333333
PRKRA	-0.1645
TLN1	0.6742
RP11-50D16.3	-0.03775
MITF	0.722083333333333
GYS1	-0.2995
LYG1	-0.9325
NSMCE4A	-0.1797
DNAI1	0.59725
HOXD11	-1.4465
FNBP1L	1.2143
DHX35	-0.632
LCE3E	0.407625
SLC33A1	0.8045
DCLK3	0.369166666666667
TRIM33	-1.1725
TMCC3	2.17216666666667
FBXO42	0.164333333333333
