Hybridization REF	TCGA-A2-A0ET-01A-31R-A034-07
FKBP3	-0.03825
PLEKHB2	-0.742125
OR4D6	-0.353
ZNF544	-0.1433
D2HGDH	-0.13
RPL18A	-0.4186
HEL308	0.536
MPP6	-3.82475
TCERG1	-0.968
KRT16	-2.278
KLF17	-0.415
KLF5	0.31875
CDR1	0.814875
VCX3A	-3.556
FBLN2	-0.526125
C14orf104	-0.2235
HBE1	-4.6384
OR4S2	0.1275
C1orf108	-1.27316666666667
ROBO4	2.85666666666667
CPEB4	2.114375
C11orf80	-1.97216666666667
BCKDHA	0.845166666666667
MYOC	0.4935
GIF	0.247
CKMT1A	1.698
RPL3	0.0244
THBS1	2.47925
APOO	0.16825
ARMCX1	0.901
HSZFP36	0.61975
SNAPC5	-0.2615
EIF4ENIF1	1.0895
ZNF433	1.17325
TNFRSF21	-1.275625
TMPRSS7	-0.472
SPATA18	0.7551
HPDL	-3.682
MKL2	1.8457
TBX3	0.182153846153846
C21orf93	0.274166666666667
DAXX	0.12
ELMO1	-0.05875
RGS13	0.4495
TAF11	-0.59575
UNC13A	-1.842875
LOC653314	0.0105
ORC3L	-0.63575
IMAA	-2.3055
TARBP2	-1.025
CABIN1	-0.747
TRIOBP	-0.3928125
HIST1H2AC	2.108
RGS22	1.059
NCOA1	1.05316666666667
IL25	0.9275
SNCG	-0.3265
GPR6	0.437
AMDHD1	-1.006
CHEK2	-1.435
C6orf142	-0.35925
DRD4	-0.00724999999999998
C14orf68	-1.44475
GDF11	-2.37175
SEMG2	null
CD247	-0.5455
CDAN1	-0.39725
RBMX2	0.658833333333333
TGS1	-0.41375
OIT3	0.838
SYF2	0.644
MCM4	-2.9625
PKHD1L1	-0.147285714285714
CEP192	-0.395
IFT88	1.9575
RPL9	0.6595
RAB32	-0.486
DDX43	-2.36475
P2RX2	0.128
OR5D18	0.1165
UBE1	-0.322666666666667
SLC24A1	-0.114875
ARHGAP5	-0.5585
CETP	-1.2495
KIAA1731	-0.481
SLC9A4	0.489
PTPN6	1.31325
BAHD1	0.65
GRIK3	0.431
CACNB2	-0.3528
PDE10A	-1.14875
DGCR14	-0.78025
PCDHB9	-1.03033333333333
RHOQ	-0.716166666666667
MAP3K4	-0.41125
KTI12	-0.173666666666667
RPL23AP13	-1.68825
GNG11	-1.8975
CLCN3	1.564
GPAM	-0.3655
VSTM2A	0.3505
SLAMF7	2.2235
INTS2	0.11075
PPP2CA	1.0551
LRP12	-1.73986666666667
SEC14L2	0.109666666666667
DKFZP586H2123	1.6225
MC3R	-0.3115
CIRH1A	-0.789166666666667
HIST1H2AB	1.02133333333333
POLH	-0.6645
MGC16703	-1.004
SNAPC2	0.725
FILIP1L	-0.3565
RASGRP4	-0.032
LRRC1	1.7785
GAS1	-0.5085
PRAC	-0.68175
DGKA	-1.24616666666667
NT5C3	0.24425
PEG3	-3.71416666666667
NADK	-1.26075
PRR17	-0.074
LOC374569	-0.49975
SGSH	-0.013
NLRP8	0.143
GALT	0.3604
MCF2	0.163
ZNF263	0.7495
TACSTD1	1.41583333333333
TYR	-5.7787
ATP6AP2	1.8035
RNUXA	0.3605
ABHD10	0.742
GDPD2	1.4425
SLC35C1	-1.028
UBE2A	0.77625
HERC5	1.53733333333333
FAM112B	-4.13883333333333
FBXL16	-2.64575
DKFZP434A0131	-0.481
ELA3A	-1.9815
RBM41	-0.0255
HAO2	-0.1125
RNH1	-0.453125
SHANK2	-1.60883333333333
OSBP2	-0.721
DAK	-1.36983333333333
C3orf58	0.901166666666667
TCL1B	-0.758
KBTBD2	-0.232125
SUGT1L1	1.9035
UBE2E2	-1.258
MYL9	0.64975
CDC23	-0.0576666666666667
PBXIP1	1.6736
CXorf40B	0.68
NBL1	-1.1625
RTBDN	0.2875
RAB11FIP5	0.428375
TTTY13	-0.2025
SCOTIN	0.402666666666667
SOHLH1	-0.423
CDKN1A	0.0558571428571428
NCK1	0.08875
ZNF550	1.395
SAPS3	0.2325
SPIN3	1.27566666666667
MAGEE2	0.14625
MIS12	0.196
OR8H2	0.224
KIAA0774	-1.515
UNC5D	-1.1115
CUL7	0.0035
LIPC	-3.03716666666667
DIO1	2.77525
C20orf11	0.4264
CTRL	-0.4795
HS3ST2	5.22
PAK4	0.108
CCRL1	0.69125
RNF10	0.452125
ZNF567	1.2115
ZNF660	-2.317
TCEAL3	3.107
MAGOH	1.29416666666667
CENPB	-0.441333333333333
C19orf7	1.00025
LOC388965	0.9785
ZCCHC13	0.049
JMJD1A	-1.0435
HIST1H4H	0.5335
TBRG1	-1.0002
GPC3	-0.607125
TAF1C	-0.49475
EBNA1BP2	-0.424833333333333
CIAPIN1	-0.14925
PDGFRA	-1.9285
CSTB	-0.327
CENPI	-1.86766666666667
GTF2E2	-0.209666666666667
RPP21	0.434
CCNF	-1.23
KCNQ3	0.765
FAM79A	1.351
SLC22A12	0.146
NOVA1	1.198
FZD3	1.2054
AKAP8	-0.4055
SOCS5	0.125375
CFDP1	0.99075
DLG5	0.97875
PGM5	0.0389166666666667
C1orf144	0.137916666666667
HDAC10	-0.4745
RND2	0.1415
C20orf199	-0.2785
RNMT	-0.777875
SLURP1	-0.25675
ASTN1	0.65525
SH3BGR	2.88425
MYCL1	-0.529125
ZHX1	0.194666666666667
CENPK	-2.81325
FOSB	1.5409
LOC643406	0.198
C2orf59	-1.948125
TMEM135	-0.2945
SLC27A2	-0.70625
KRT33A	1.352
OVOL1	0.034875
PAMCI	-2.87633333333333
S100A7	-1.028
ZNF789	-0.885
HARS2	0.4485
RPL23A	-0.465666666666667
TCF23	0.615
UPF3B	-0.947125
C17orf78	-0.0485
HLA-DOB	0.450166666666667
C14orf142	0.838666666666667
TEKT5	-0.609666666666667
DMWD	-0.2505
POLD1	-1.6675
GSCL	0.1445
CALD1	-1.7623
SCRT1	0.0775
AIG1	1.579
UNC84B	-1.029
ZNF404	1.6145
TMED6	-0.3325
KIAA1462	-1.485
LRRC27	1.831
PYGO1	0.026
PIGU	0.00766666666666667
ALAS2	-3.3735
WRNIP1	0.226375
CNNM3	0.1495
ZNF2	0.30975
ST3GAL5	0.0750833333333333
MRPL23	-0.713
TSSK6	-0.3095
PSMA6	-0.4285
C16orf70	0.5875
KIAA1602	-0.03125
ALMS1	0.1
DCN	0.165125
TMEM132D	-0.392
SUCLG2	0.79725
ABHD14A	0.273
DEXI	0.662
AMPD2	-0.935
IFNAR2	-0.214666666666667
CYB5A	1.6818
TLOC1	0.91005
NXF5	-0.608833333333333
NRBF2	-0.232375
KCTD3	0.4825
ITGAE	0.644833333333333
SLC30A3	-2.01516666666667
ZRF1	-0.6845
IFRD2	-0.711625
XAB1	-0.6345
PYCR2	1.02866666666667
SERPINB3	-3.8195
TMLHE	0.6267
GEFT	-1.0585
ABCA5	1.2105
EMR4	0.0448333333333333
TSFM	0.33375
HIST3H2BB	-0.14875
ARHGEF19	-2.12475
TSPAN17	-0.427
ABCC8	3.567
MAP1S	0.0493333333333333
C22orf36	-2.12
BNC2	-1.9115
HIST1H4A	-0.05875
NDUFS3	-0.181833333333333
WDR3	-0.5385
XKR4	-0.41375
TTC33	0.864071428571428
STMN2	0.639
CPN2	-0.222166666666667
HSPC105	2.329625
PCOLCE2	-2.72325
C3orf55	0.186
KLHDC9	3.80466666666667
TBC1D23	0.150875
ATXN2L	-0.570666666666667
MAP2K3	-0.308333333333333
SCAP	-0.19975
ZNF486	0.378333333333333
C20orf96	0.11325
NARS	-0.44825
ADAMTSL1	-0.964923076923077
PRCC	0.383833333333333
CCDC126	4.06141666666667
ZNF675	0
CALCOCO1	1.2835
ANKRD43	3.3025
CWF19L2	-0.4085
ZBTB32	0.904833333333333
BRAF	-1.0135
ODF4	0.205
MGC14376	0.7905
HORMAD1	-2.03416666666667
AAK1	-0.02125
PEBP1	1.32475
TNFSF5IP1	0.081
DKFZp564N2472	-0.734
RMND1	0.2845
IGKV1-5	2.8355
COL1A2	-0.308916666666667
SERPINA5	2.69875
AANAT	0.3575
C19orf21	0.480833333333333
GEMIN5	0.1735
UBR4	-0.707833333333333
LTBP3	0.032
AMHR2	-0.491333333333333
PROCR	-1.986
MYBBP1A	-0.392
C20orf39	-1.83733333333333
ZNF697	-1.382125
PASK	-0.3936
ZNF776	1.2095
RFXDC2	0.15075
KIAA0467	-0.12825
C10orf96	-1.86766666666667
ZNF503	2.3705
GULP1	0.938833333333334
KCNE4	3.56
DKFZp434K191	-0.887375
LOC196913	-0.3955
BHLHB4	-0.0445
CH25H	1.2775
LOC81691	-1.35366666666667
ALPL	-0.336571428571429
COL12A1	1.568875
FOLR3	-2.36766666666667
GPR123	0.14675
TRIM62	0.259071428571429
ABLIM1	0.509
MAST3	-0.83325
RHBDD1	0.356666666666667
LOC338809	0.556
RYBP	0.3135
TTC26	-0.490375
ZNF22	-0.623166666666667
ISCA2	-0.0525
RDM1	-1.1625
PIGM	1.18725
GNB3	-1.041
ACTR2	-0.121
HMGB1	0.2022
EDG1	1.83533333333333
SOAT2	-3.24175
OR10AD1	0.9345
RAP1GDS1	2.63458333333333
LCE1F	0.19
ESM1	0.047
RCN3	-0.23475
CREBL1	0.00025
DBNL	-1.15083333333333
PTGER3	0.366375
USP30	0.686166666666667
BCL2L12	-1.313
KIF26B	1.04075
ZNF416	1.29
ZNF225	0.2955
C17orf70	-0.2155
ZNF554	1.2745
RAE1	-0.7795
TNIK	-1.438
ACTN3	-0.816
MGC45922	-0.1015
CCNA1	-1.3262
RYK	1.10183333333333
IL26	0.4355
LRP3	0.269333333333333
QARS	-0.3865
SOX7	0.1075
BID	-0.8205
OR2S2	-0.211
CXCL14	4.56275
C11orf47	-0.492
MGC29891	0.213
HSPB8	-1.4112
PRDM14	-1.355
NUFIP2	1.08825
MNAT1	-0.254625
ZDHHC2	-1.68158333333333
MBNL2	1.207375
ADD3	-2.401875
CSNK2A1P	-0.5605
KLK6	-2.5965
TMEM111	0.7114
KIAA1279	1.27775
NUBP2	0.00216666666666665
RAB42	-2.4585
ID3	-1.7437
TM9SF1	0.03775
MDP-1	0.929
POU4F2	0.5745
IQCK	1.0935
C16orf14	0.04125
CAPN3	-1.652875
FAM43B	-0.8115
RECQL	-0.30275
AP1G1	0.673928571428571
CTNNBL1	-0.492333333333333
ECHDC1	-0.2875
SMARCC1	-0.2379
FOXQ1	-2.426
GNAI3	-0.346166666666667
POLG2	-0.6465
CD4	0.74875
ITLN1	-0.53225
EBI2	3.518
IRF1	1.1485
PTPRE	0.8612
PTK2B	-0.79975
NXNL2	-0.044
SOX4	-0.502444444444444
TSPAN3	0.855666666666667
SH2D1A	-2.52216666666667
C8orf58	-0.652
USP20	-0.753
DUSP22	-1.28733333333333
CALB1	-0.6886
L3MBTL2	0.759916666666667
MCRS1	-0.1405
TMEM118	-0.398
C18orf8	0.956333333333333
FLJ10241	0.15225
GJA12	0.17075
PKD1	-0.271333333333333
ZFP3	0.516
JAM3	-2.222375
LAPTM4A	0.8934
DIRC2	1.0615
KIAA2022	2.15
MYOM1	0.294833333333333
TRPM8	-1.337
MOP-1	0.576
PHKG2	-0.15825
ZNF650	0.37425
KIAA1522	1.60975
PSG8	-2.6616
DDX19B	-0.328
MOBKL1B	-0.2995
DIAPH2	-0.726666666666667
PTPN12	-0.3555
CLN8	-0.301
CRYZL1	-0.605333333333333
CRY2	0.38225
FCGR2B	3.22016666666667
PNPLA4	2.57175
ZNF454	-0.4365
DKFZp434B1231	-0.1425
CLDN11	-0.0688
RFWD2	0.120666666666667
CIB2	-1.63883333333333
MXRA8	0.210625
HRK	0.01
MAML2	-0.7805
C4orf31	-1.67725
C6orf192	0.14975
COG6	1.93375
FAM5B	6.47425
NFATC1	-1.1502
SEPT10	0.10325
SCYL1	-0.6355
RPP40	-0.98075
SCOC	1.0759
KIAA1450	0.103
CTDSPL2	-0.52875
TBX5	-0.7445
NAPG	-0.54525
RHD	-3.09966666666667
C14orf45	3.162
ZBTB22	1.3375
PLCG1	-1.371
ANKRD10	-0.07975
AQP7P2	0.5365
TAGLN2	0.0918333333333333
HTR2C	-0.919
SLC16A7	-0.395833333333333
C17orf83	-0.312
TSGA14	0.456416666666667
MDH1	-0.59025
PPP3R2	0.346
DCBLD2	-1.567
RBM33	-0.69575
DPH3	-1.58975
SYT10	-0.6435
FMO4	0.825375
THYN1	-0.536
DRD5	-0.892
OTOR	0.268428571428571
PGRMC2	0.699
KATNAL1	0.829625
PAQR6	-1.17075
UBE2I	-0.3655
C14orf28	0.468
C8orf70	0.7295
FLYWCH1	-0.11825
ANGPTL3	-0.05775
GLRX2	0.266
ATP11A	-1.14584615384615
ARL5B	0.341
MUC16	-3.84275
SLC25A5	-0.491928571428571
ACRC	-1.50225
MYO1C	-0.54275
FAM89B	0.267333333333333
FAS	-0.2085
KIFAP3	1.619
GLRA2	0.8685
BTN3A2	0.6544
CNKSR3	1.303125
CSTF3	-0.2465
ARPM1	-0.10925
KIAA1530	0.5095
C9orf150	1.829
PRKCI	0.4165
tcag7.1015	-0.73075
SOD3	-1.15
ZNF574	0.5795
CYP21A2	1.125
RPL12	-0.6085
COMMD2	-1.1915
WIZ	0.9095
LOC344405	-1.1575
ALDH4A1	-1.69405882352941
CRYAB	1.012
COPA	0.643866666666667
PCDHGA7	0.218666666666667
KIF11	-1.50133333333333
RASD2	-0.276125
SLC26A3	2.3465
ZNF175	-0.5955
JAKMIP2	-0.041
C8orf4	4.56483333333333
PTHLH	2.47975
SLC40A1	2.39883333333333
OR7D4	0.059
PCDHB17	-1.0405
CD36	2.64864285714286
C6orf203	-0.1919
PRKG2	0.068
LOC400566	2.52475
ANAPC13	-0.18775
SLCO3A1	0.577
ZNF692	-1.0985
FANCL	-0.5395
SH3GLB1	-0.10075
C12orf61	0.782
KBTBD6	0.55775
SUPT5H	0.281
XRCC6	-0.228
HUS1B	-0.2941
FAM133B	-0.286857142857143
LOC728276	0.086
KCTD18	1.07275
SOS2	1.1665
CCDC99	-1.50075
C1QTNF5	1.5505
NNAT	0.571166666666667
USP16	0.814
LARS	0.02375
ZBTB2	-0.158375
ABO	-0.417166666666667
TRAF3	-0.2395
GALNT5	-3.6775
NAP5	1.5765
ALG14	0.340333333333333
KIAA0515	0.0985
WDR75	-0.911666666666667
TEX261	-0.391416666666667
LY86	0.973
LOC389072	-0.6445
FLJ13611	0.25875
MRGPRX2	0.5365
SNRPA	-1.274875
OR2G2	0.034
GPRASP2	2.24325
C7orf42	0.2487
C9orf163	-0.3815
CYP11B2	0.265
FCRL3	0.6375
PRDX1	-0.91125
FGB	-5.7975
COX17	1.49
C16orf33	-0.134
PIWIL1	0.1175
FOLR1	-2.31866666666667
KIAA0082	0.2615
FREQ	-1.86133333333333
TMCC2	-1.2265
TCF12	-0.0700833333333333
ZNF721	1.158
FAM130A2	-0.00899999999999998
POU4F1	-2.13975
SNRPF	-0.871
SGIP1	0.3
ZNF641	1.34716666666667
EMG1	0.40925
PRRG4	0.7975
HIRA	-2.49125
MYNN	0.389166666666667
AEBP2	0.844166666666667
TBXA2R	0.327833333333333
ISL2	-1.043
PCDHB11	-1.7145
RNF144A	-1.943125
MARCH5	0.149375
DULLARD	-0.131333333333333
DCLRE1B	-1.04033333333333
ITGA8	-0.40575
TP73	-0.00875
PRKCD	1.318
NDUFB4	0.22425
ATP13A4	-0.52875
ANTXR2	-1.761
COL4A3	-0.305666666666667
MYO10	-3.302
SLC6A18	0.2605
PEX1	0.02975
TMEM74	-1.76283333333333
RBM19	-0.08075
TAPBP	0.4569
RUNX1	-0.980375
MID1	-2.76808333333333
GPR64	-1.68816666666667
RASEF	1.42575
GABRG1	-0.088625
MYO16	-1.06475
DBF4	-1.7
TSHZ2	0.63225
RIPK2	0.38875
PPTC7	0.420666666666667
KIF4B	-1.491
LRRC31	0.716375
ZNF540	3.3295
EFNB3	-0.659833333333333
LOH12CR1	0.722125
STON2	-0.735166666666667
GLP1R	0.08625
CSTF2T	-0.00812500000000002
IREB2	-0.7015
GRSF1	0.80325
PDCD7	-0.649666666666667
LRRC43	1.3
CNR1	-0.878
IL1F7	-0.504
C12orf64	0.82225
FAM69B	-0.64825
NR2E1	-1.9965
MS4A6A	2.3212
FTL	-1.1412
C7orf36	0.19225
PCLO	1.9493
DYRK2	0.371
ARIH2	0.541875
SAMD7	0.896
SCNN1D	-1.02325
SLC32A1	-1.205625
C22orf25	-1.18416666666667
MRPS18A	0.2608
GPR112	0.421
EARS2	0.40025
ERN2	0.375
ATPBD3	0.323833333333333
PRH2	-0.318
CDKN2D	0.733333333333333
PGLYRP2	0.539
TRIM40	-0.00724999999999999
SEC14L3	0.38775
SLC22A1	-0.422
BTN2A3	0.30825
RASA4	1.13425
CCNL2	-1.09033333333333
MYBPC3	0.608
GJA4	2.24025
CDC42SE1	0.407875
TRPV2	-1.34
MYPN	-2.9833
SIM1	-0.247
CDADC1	1.06316666666667
ZFHX4	-1.5165
NIBP	0.8835
ADAMTS19	0.39325
ABTB2	-0.635
TSPYL2	0.977125
EIF2S3	-0.588
SOX30	0.138
AP2A1	-0.595333333333333
DKFZP564O0523	-0.005
LOC285398	0.0445
CDH18	-2.4475
CHL1	0.717625
GATS	-0.4622
TBC1D2B	-0.0978333333333334
OR1J1	0.3655
GSN	-0.475333333333333
DPCR1	-1.321125
GARNL4	-1.23183333333333
SMARCA5	-0.47975
PLEKHG3	0.796333333333333
ZBTB45	1.136
FRMD6	0.3925
PLS1	0.464
DGKZ	-0.550166666666667
EFNA1	2.0435
WDR85	-0.6785
ANK2	-0.49025
PAGE4	-0.8505
SENP6	2.01233333333333
AKR7A2	0.411833333333333
FKBP10	-1.53225
VEGFC	-2.71433333333333
LARP1	0.104875
SRBD1	-0.53325
ITGB6	2.511
SLC1A2	-0.624571428571429
INVS	-0.59
MPO	-0.16075
MOBKL3	0.2883
CUTL2	-1.58375
KLK2	0.0939166666666666
VIM	-2.55675
REG1B	-0.925
PCDHGC4	-0.0355
C3orf34	-1.33083333333333
SUMO3	-0.202833333333333
CST9L	2.024
MLL4	-0.099
SPR	1.6005
SAMD9L	2.12975
ABCE1	-0.23675
SUPT3H	-0.883166666666667
ACTBL1	1.59525
ADAMTS4	-0.1878
SLIT3	1.738
RHEBL1	-0.569
NPM2	0.554
MAN1C1	1.7105
KIAA1856	0.6895
HSPA6	0.56375
LOC388152	-1.2525
C10orf140	-1.4875
ZDHHC12	-0.8645
LIN7A	1.8895
PHC2	-0.260416666666667
SPHK1	-2.05975
TRIM26	0.0418125
FAM83E	1.016
C18orf24	-1.70833333333333
ZNF578	0.654833333333333
ORAI1	0.0475
RUVBL1	-0.27675
C7orf20	-0.7205
APAF1	0.486
SLC36A4	-0.835833333333333
MYH11	2.6765
NEK1	0.274
MPP2	-0.0845
C12orf24	-1.5995
TNK2	0.0521875
ZNF289	-1.16425
MATN3	-2.45628571428571
IFNGR2	0.243
ITPR1	1.869625
EBF3	2.1303
TBC1D20	-0.2367
OR10P1	0.35175
DDAH2	-0.386
SHPRH	-0.070875
STX7	-1.1165
LOC554248	-1.491
BCAR1	-0.11175
ATXN3	-0.214583333333333
TRIM27	-0.306
CDC42EP2	0.1515
CHP	-0.095
SOX17	1.287375
ZNF259	-0.932833333333333
CHCHD1	0.90275
ZDHHC19	0.317
GBP2	1.3015
GARNL3	-0.517125
MRC2	-0.953
C1orf52	-0.4265
AOF2	-0.617666666666667
LRPPRC	-0.5005
ACVR1C	0.836
TM4SF18	2.1095
TMEM169	-0.325166666666667
PPP1R16A	0.119125
EBF1	-0.0426666666666667
RRS1	0.372333333333333
SNX2	0.45475
OR2T2	0.1585
RBX1	-0.2165
ANKRD54	0.386666666666667
TSNAX	1.33
TMEM83	-1.604
ZBTB7A	0.1145
ATM	-1.3925
LOC338328	1.2652
TIE1	0.481333333333333
HIST1H3G	0.0343333333333333
PASD1	-3.875
TINAG	0.669
PCDHAC2	0.821
LRRC15	0.943
WBSCR17	-1.316
TFF2	0.17
PARP2	-0.844
NDFIP2	0.997625
PCDHGB2	-0.173
WDR60	0.315
MAP7D2	-1.703
USP45	-1.7275
GSDML	-1.654
TNS1	0.2342
PLCD4	3.1925
IQCD	1.759
SMPX	-1.5325
CD9	1.91466666666667
SRGN	1.091375
CASP7	0.51875
INOC1	-0.116666666666667
DKFZp451M2119	-0.213125
VMAC	0.35
USP53	0.1201
CAMK1G	-0.62925
TMEM106A	0.157333333333333
CDC20	-2.9983
ACSL5	-1.36516666666667
CBWD5	-0.3195
C1orf87	-0.647
KIAA1274	1.22475
PRUNE2	-1.192
LYPLA2	-1.34016666666667
DOK6	-0.0873333333333333
GPR149	-0.00499999999999999
FAM30A	0.4785
TMEM129	1.25875
SLC35B3	1.766
ACPP	-0.276444444444444
LOC200261	-1.839
SLC4A7	0.6562
CCDC40	2.991
GART	-1.44125
THOP1	-0.59475
SCARB1	-0.869125
CACNA1F	-0.38675
TRIAP1	-0.252333333333333
SYT14L	0.5885
SFRS8	-0.420833333333333
PBOV1	-0.01075
GOLSYN	3.65075
GJB7	-1.112
CAMK2N1	1.93675
GREM1	0.695
FLJ20433	1.08925
QPCT	-1.299
PRKAG2	1.31333333333333
H2AFX	-1.0005
C6orf154	2.8005
PLOD3	-1.316
ZBTB39	-0.121333333333333
WASF3	-1.69475
DRG1	-0.3215
PRR4	-0.9325
SPCS1	0.15175
KDELR3	-1.95216666666667
SRP19	0.557666666666667
GABRA6	0.94325
MFSD1	0.89025
MMEL1	0.2385
PDXDC2	0.6502
BUB1	-3.65466666666667
RNF138	-0.036375
MYLPF	-1.25183333333333
AIF1	0.823666666666667
DYNLRB1	1.5813
HCN3	-0.6695
HIST1H2AI	0.7425
MAP4K5	0.129083333333333
LASP1	0.711625
LOC130951	0.9725
PLAA	0.497
KRT6A	-3.043
C6orf117	-2.668
ARHGAP23	-1.375
PTF1A	0.7045
GPHA2	-0.43975
LCE3B	-0.04575
MCL1	0.988285714285714
EHBP1	-0.734083333333333
PRNP	-2.3850625
ZSCAN1	0.11
C1orf113	0.171666666666667
FOXA3	-0.332875
NEB	0.00974999999999998
ASGR1	-5.37866666666667
CTGF	-0.194333333333333
RAB17	1.37466666666667
MST101	0.534
JARID1B	0.5912
USP37	-0.1261
PTBP1	-0.8555
PTPN7	-0.725833333333333
CDC7	-2.22716666666667
SNX7	0.6855
ZNF335	-0.269
CPT2	-0.00225
HEATR1	-0.816875
HSPC152	-0.24225
C5orf40	0.56675
PSME1	0.792833333333333
STAG3	-1.9135
TMEM154	0.513833333333333
KLHL32	1.169
TSGA10IP	-0.623
SUV420H2	0.0593333333333333
SF1	-0.3565
2'-PDE	0.701928571428571
PNLIPRP2	1.971
TRSPAP1	-0.405416666666667
NUP210	-0.64
ANP32C	-1.45216666666667
RAB11B	0.2455
ASB15	0.652
ITGB3BP	-1.32425
UBASH3A	-0.92425
YWHAB	0.448625
TPRX1	0.10525
LY6G5C	0.138
SLC7A2	-1.165625
CLK1	0.7738
HSD3B7	-0.334666666666667
VDR	1.70525
C16orf74	-0.3415
ACE	-0.59075
PSMA2	-0.197666666666667
CCDC131	0.367875
ZNF213	0.7005
EML2	0.3635
ALS2CR13	0.121166666666667
GLYATL1	2.1855
DSPP	0.111
DHFRL1	-0.3005
C10orf30	-2.93316666666667
SH3RF2	-1.94983333333333
LOC197322	0.0255
DLL3	-1.50625
TIGD7	1.312
GFRA3	-0.11375
CPA1	-0.1715
RTN4	-1.00883333333333
PPT2	-0.830833333333333
FASLG	3.03766666666667
FOXP4	0.25975
RPL26	0.7748
GNL3L	-1.556
FMR1NB	-0.196166666666667
CD163	6.07125
SGPP2	-0.504
GIMAP2	2.52975
CD37	0.764666666666667
DPT	2.22991666666667
NBLA00301	0.702
RGS5	2.59366666666667
C9orf4	0.2415
ACTL8	-3.877
PRKAR2B	0.404125
OPLAH	-0.805666666666667
C20orf134	2.808
SPACA5	-0.02175
TBL1X	0.975333333333333
TSPYL3	0.5565
CHCHD3	-1.1825
CRKRS	0.2065
GPR65	4.324
DFFA	-1.351125
FUT1	1.20975
C6orf204	-0.944166666666667
TMEM51	-0.2735
ZNF580	0.58975
CMTM2	-0.05725
C20orf200	0.0555
EZH1	0.232666666666667
FDX1L	0.678625
MRPL32	0.0185
PCAF	0.6989
ALOX15B	-0.00533333333333333
CD59	1.12166666666667
CDK9	0.30575
ERP29	-0.101666666666667
TTR	-5.6815
BCMO1	-0.028
DDIT4	-1.8706
PTGDS	0.5575
C3orf63	0.192
BST2	1.2325
CYP1A2	-0.242
C5orf25	0.68025
STX1A	-1.08358823529412
OR2A12	0.246
SH3BP5L	0.51875
SERINC5	-0.744
USP6	0.3791
MRPL3	-0.217833333333333
POMP	0.27725
INPP4B	-0.1565
GMPPB	-0.4355
EAPP	0.74375
AHSA1	-0.286
ABCA11	0.839
SLC5A6	-1.66691666666667
HIVEP2	0.244
SUMO2	0.391
KIAA1822L	-0.697166666666667
C11orf67	1.463
TXK	-0.987
PHCA	0.139875
ICAM4	-2.26733333333333
FPGS	-0.383
SNRPA1	-1.554
KCNJ4	-1.0765
KIF6	-0.4085
HIST1H2BG	-0.37
SLC5A5	0.21625
ZNF354B	-0.3335
IL12RB2	-0.723
C11orf76	0.308166666666667
GAL3ST2	0.266
AIFM2	-0.382375
SYNC1	-0.407
UBL3	1.430375
PIK3CG	-0.793833333333334
NLN	-1.3616
BCORL1	1.03
CD5L	0.12625
ZNF238	2.23283333333333
KIAA1394	-0.698
C16orf55	0.6041
CYP3A7	-1.52175
KRTAP3-1	-1.491
TFDP1	-0.4875
MND1	-2.7905
NODAL	-0.381166666666667
GTPBP4	-0.8045
TUBGCP2	0.4855
SLITRK5	-0.07475
CIC	0.57025
CD79A	-0.0628333333333333
SAMD14	-0.618833333333333
TNPO3	-0.9295
OR10G3	0.369
OR10G8	0.2975
CCDC111	0.3515
HOXC9	0.06875
DCUN1D1	0.642
CYB5R1	3.141
TSR2	0.5935
DAB2IP	-0.739888888888889
SLC6A5	0.2535
RAB3D	1.0845
DCUN1D4	0.307
ERBB3	1.04091666666667
SDC1	-1.24391666666667
ATP6V1H	0.534
SYK	0.64
ST20	-1.09075
C13orf30	0.429
WDR40A	0.848833333333333
ADMR	0.198
LOC388335	1.32
ACSM1	-0.259
TDG	-0.396166666666667
FLJ11235	-0.55975
MRPS5	-1.49166666666667
AGPAT2	-0.0686666666666667
SLC12A1	0.223571428571429
CYP27A1	-0.3935
THAP7	-0.84925
XPO1	-0.56875
ALMS1L	-0.0511666666666667
C1orf2	-0.184125
ZNF777	0.063
CAMK2A	0.014
SMC1B	0.296875
IHPK2	-0.1624
LEMD1	-3.9595
NKD2	-1.4187
CLU	1.38757142857143
ARMETL1	-0.9695
PABPC4	-2.014
CXCL12	0.207833333333333
TFAP2C	3.0595
TTTY8	-2.0345
ABCB10	0.1539
ENDOD1	2.55116666666667
IDI1	-1.2885
KCTD6	2.4475
CCDC105	-0.73
ULBP2	-1.88216666666667
ZDHHC5	0.05275
WNT8A	-0.46775
COMMD10	0.28575
KLHL12	0.571125
GPR50	0.0155
NR5A2	-0.02375
OXGR1	0.0348
EHD3	-0.89775
CAPRIN2	-0.632875
KLRC3	-0.722
SF3B1	0.384214285714286
IPO7	-0.61975
ALDH1A1	-2.46616666666667
ANKRD5	0.753
TSNARE1	0.563
DDEFL1	1.34225
RNASEL	1.76166666666667
DNAH9	-0.005
HELLS	-1.901
TNS4	-1.0225
NAV1	1.22
KIAA1409	-0.316
C20orf26	4.7555
TUBG1	-1.0655
IRX2	2.75675
CNGA4	-0.153
MGC50559	1.77633333333333
OR4K17	0.268166666666667
TM2D2	0.789916666666667
FAM32A	0.0375
TXNDC14	-0.97
CCBL1	-1.2165
ANK1	-2.8667
PRSS23	0.6285
PPM1L	0.2235
SPATA20	0.3145
APCS	0.76275
