Hybridization REF	TCGA-A8-A09I-01A-22R-A034-07
CEPT1	-0.564666666666667
ZNFX1	2.2347
CCDC92	0.20425
TDRD1	-2.093
KCNK5	-2.63083333333333
ETNK1	0.0741666666666667
LTA	0.821
TTPA	0.416833333333333
B3GALNT2	0.939
SC65	-0.311
PEX5L	-1.592875
EPS15L1	-0.064
MGEA5	-0.729375
HIST1H3A	1.014
ING1	-0.523125
BCAT1	-2.5915
ORC6L	-1.53863636363636
KLK11	-5.5865
C19orf28	-1.04125
DNER	-5.56975
MED22	-0.638357142857143
ETV6	1.18325
CHAC2	-0.52825
CD300E	0.354
CEBPB	1.33775
ZNF398	-0.3475
LRCH3	-0.205
HMGA1	-0.752333333333333
CAPN7	0.574833333333333
MGC5566	-3.04625
CCL3	3.61175
NANOS1	0.42675
ZFYVE19	1.33
APITD1	-0.436833333333333
PARD3	0.216875
IRAK4	0.1455
SERPINI2	0.1535
CEP170L	0.1585
TTC9	3.066125
MYOM3	-1.576
MLPH	1.98125
LOC222699	0.678
NRG1	-1.23627272727273
TBC1D9	3.14518181818182
TTK	-1.3165
ZNF557	0.8543
DDX41	-0.0543333333333333
FANK1	1.788
UBE2D2	0.2675
PSMB10	1.49175
MYH7B	1.306
GABARAPL2	-0.1685
MARVELD2	2.7305
DGCR2	0.692
UNC45A	0.232333333333333
C6orf72	0.352
ZNF683	4.94925
GIT2	0.109875
CASK	1.3415
C14orf161	5.38216666666667
LRRC44	-1.93325
TIFA	0.92475
UTP11L	-0.96125
C6orf65	-1.256
FDPS	0.109
DUSP9	-1.9719
SLC17A8	0.206666666666667
OR51G1	0.383
NANS	0.7005
OLFML1	2.28525
ATP10B	-1.402
NPAS3	-1.33825
PRKCA	-2.806
GGA2	-0.4364375
LCE4A	0.6355
SPANXN3	0.2885
CCDC115	0.939
SDCCAG3	-0.72025
GLIPR1L1	0.012
TTC1	0.04075
C17orf76	0.37275
MAD2L2	-1.68725
HIPK1	-0.3743
LRRC3B	-0.776
CLN3	-0.275590909090909
C17orf47	0.1215
FMN2	-3.322125
TUBB1	-1.32171428571429
WAPAL	0.194333333333333
C3orf21	-0.5865
SCN5A	-0.828
SMYD1	0.44275
BEX5	1.11875
ZNF192	-0.00800000000000001
SEC22A	0.389166666666667
GRIA2	0.450714285714286
KIAA0825	-1.44825
NUSAP1	-0.742727272727273
LANCL1	-0.17075
C15orf40	-0.4671
ZNF645	0.48675
GPR61	0.27
NLRP14	-0.5225
SNX21	0.4477
C1QTNF8	0.3405
C17orf46	0.3945
IFNA8	0.013
SPRR1B	-2.28816666666667
FLRT1	-1.2765
SNX17	0.2485
ASB2	-0.821333333333333
HBG1	-5.11
RPRML	-2.98125
JOSD2	0.627833333333333
PLSCR3	0.08225
SPOCD1	0.616833333333333
RAB39	0.1575
GHRH	0.429666666666667
ITIH5L	0.22125
C17orf37	3.43625
SMCR8	0.6895
DPY19L2P3	-0.5775
IL11RA	0.397333333333333
GDF3	-3.40433333333333
RPS6KB1	0.449333333333333
DNAJC19	-0.0991
TOP1	-0.0535
CRCT1	0.069
MPST	0.290375
DPM2	0.3765
FAM38B	-3.3285
SLC18A1	-2.781
FARP1	-0.484833333333333
PAX7	0.433
TUBD1	1.66625
GNL3	-1.271625
BTG2	1.10953333333333
NDUFS6	-0.048
C1orf79	-1.38575
ERAL1	-0.19625
ECHS1	0.95975
VPS4A	0.221833333333333
CYP11A1	-0.9245
ABCC6	-2.528
PBX4	-2.251
MOSC1	0.75075
NCF4	1.39325
HYMAI	0.3555
NAGPA	-1.256125
OTOP2	0.25625
ACOT12	-0.10875
MTHFD2L	-0.52025
LOC441376	5.59975
C19orf34	0.5725
RAB1B	0.49325
ALDOAP2	-0.514
NTRK1	-1.52666666666667
ARTS-1	0.339
SLC6A11	-1.251
NAP1L2	-0.3235
CNGB1	0.755
EPB41L4B	-0.957666666666667
FAM134B	2.526125
HS3ST3A1	-0.779333333333333
CPXM2	3.846
SIRPB2	0.888
CHORDC1	-1.46466666666667
TRIB3	0.112666666666667
SLC2A5	1.2845
C2orf49	-0.5445
DDX5	0.84625
OR5L1	0.893
ANAPC4	-0.6355
ZSWIM1	0.699875
LOC93622	-0.183375
KCNK3	-0.9228
RP11-35N6.1	-2.365125
ZFP161	-0.0451666666666667
AQP9	5.39175
SLC15A2	-1.62533333333333
MREG	1.66833333333333
OR9I1	0.5875
PDLIM2	-0.099375
ADAM7	0.073
GSTCD	0.751666666666667
WDR21A	0.167625
SLC12A8	2.39133333333333
TMEM174	0.38275
IGSF3	0.663333333333333
LRRN1	-2.182
LOC402117	-0.071
SRPK1	-1.04233333333333
LY6K	-2.1375
NFIA	1.811
PTCD3	-0.2895
LEP	1.3115
PCDH21	-1.36383333333333
MAPKAPK2	0.871071428571429
NMNAT1	-1.7385
LHFPL2	1.397625
C9orf43	0.61825
DIP2A	0.137333333333333
ACTR8	-0.568375
CCDC34	-1.7935
PTPN22	-0.24525
ITGA3	-1.099625
FAM129C	0.23025
RABGGTA	0.762
UNC45B	0.2335
KIAA1033	0.698125
ZNF510	-0.2195
CYP2D6	-0.867833333333333
SLC26A10	-1.5475
STX8	-0.39125
LUZP1	-0.57675
WDR89	-0.0233333333333333
EIF4G3	-0.5652
C5AR1	1.495125
ZNF623	0.97
A2M	-0.4745
TGM7	0.2165
GRPEL1	-0.338333333333333
LMNB2	-0.9232
ROCK2	-1.21933333333333
SNX16	0.619625
CCDC66	-0.9235
ANXA3	-1.87025
KIAA1609	0.086875
EED	0.49625
RNF32	-1.28383333333333
HES1	0.0587
CLC	1.644
ISL1	-0.754666666666667
KIAA0528	-0.05875
MANEA	0.8875
C1orf61	-1.721
hCG_2001000	1.0025
RAPGEF6	-0.3849
KIAA0020	-0.7165
NEIL1	1.80075
C16orf45	1.833875
RBM10	-0.0966666666666667
C10orf125	-1.357
MRS2L	0.155
DNAH17	-0.5275
C19orf10	-0.35175
C1orf160	0.206
SLFN12	0.29375
EXOC3	-0.347666666666667
HIST3H3	0.699
NCOR2	0.356
TNFRSF9	1.46025
MFSD8	1.01075
ALX1	-4.295
NOL1	-0.757
PODN	2.82925
TIAL1	-0.6005
HIST1H1E	-0.758
NPY6R	0.379
TM4SF4	-0.257
CORO2A	1.878
ETNK2	0.303166666666667
APOE	1.2809
ANGPT4	-0.078
HDGF2	-0.408
G30	-0.204
ST8SIA4	0.13475
F2RL1	-0.87075
FAM19A4	-3.41425
CCAR1	-0.28675
B3GNT7	0.50375
OPHN1	-0.3091
DSCR6	0.3645
C21orf13	1.6035
GAS2L1	1.34975
RFX3	-1.33416666666667
COPS4	0.08475
BCHE	-0.246
BCL2	0.882625
HBZ	-2.83933333333333
ARL13B	0.2595
MAPBPIP	1.204625
MYO15B	-0.12575
SPZ1	0.0496666666666667
KIAA1324	1.04644444444444
PLCL2	-0.65775
C4orf29	-0.0395
WDFY2	-0.0585
ZNF284	-0.093
NAALADL1	0.3955
DUSP5	0.720166666666667
PXDN	-0.03875
SLMO1	-0.0055
TNXB	0.5222
BIRC7	-1.0535
A4GALT	0.110333333333333
TIMM22	-0.2585
FAM110C	2.631
TOMM34	-0.57925
ABHD9	0.1215
ADAM32	2.328
CRHBP	-0.1225
AQP2	0.563625
LOC130355	0.82625
ZNF187	0.2485
ZNF816A	0.5705
F7	0.67825
CNOT1	0.2976
SLC13A4	-0.6385
ZBTB11	-0.372
B3GALT5	1.2325
EXOC2	-0.485666666666667
IRS1	-0.1211
TMEM1	-0.257833333333333
MRPL34	-0.731166666666667
SAMM50	0.35675
CDC42EP3	-1.470625
HSF2	-1.1292
MFN2	-0.717
TSPAN7	-3.094
NUCB1	0.61675
RHOH	-1.21675
ARL16	-0.2245
TACR1	0.226
SFRS5	-1.14133333333333
SNX25	0.0205
RHBDF1	0.939333333333333
PCDH18	0.638166666666667
HMG1L1	0.279
MYO5C	0.831125
MAPK10	0.5145
LDHAL6A	0.291
NUDT12	0.575666666666667
NCAM1	0.182
GLIS2	0.746
GGTL4	1.4035
DAPP1	2.02225
ATF7	1.03075
KIAA0748	-0.79575
NFIL3	-1.152
TM6SF1	0.8777
SEZ6	0.282125
NANOS3	-0.4565
DNAJA3	0.262333333333333
CLDN6	-3.4875
CIITA	3.5236
EPHA4	-1.78241666666667
FANCC	-0.27975
CMTM3	0.514625
PSG3	-0.884125
MRPL15	-0.13225
C21orf59	-0.1465
PLCXD2	-0.02275
C2orf34	-0.19125
UBE2L6	2.088
MED14	0.182333333333333
HP1BP3	-0.6827
C6orf208	0.688
TPBG	0.232
OSR2	0.17925
XPC	0.174833333333333
KLHL7	-1.79075
CCR3	-0.664
AGTPBP1	-1.2815
PCSK6	-0.2506
STAT5A	-1.784
FAM18B	-0.6055
LONRF2	-0.2875
PTPN2	-0.28825
SF3A3	-1.4325
EFCBP2	0.1535
HCFC1	-0.437
AHNAK	0.03475
ACTR5	0.3865
KIF14	-0.385142857142857
TENC1	0.27825
HEATR5B	0.7135
YIPF2	0.3415
MYEOV2	0.478833333333333
DUSP18	1.7755
KIAA1012	-0.08275
AHR	-0.365833333333333
C17orf53	-0.476833333333333
PTPRH	-3.645
ATP6V1C1	-0.00819999999999998
TAS2R3	-0.3155
LOC440356	-1.3705
COQ10B	0.5455
PSMF1	1.00308333333333
SORBS2	2.16433333333333
NFE2L2	-0.2395
TMCO7	-0.502
SH3PXD2A	0.138
SH2D2A	-0.3165
SPINK5	-4.38875
MRPS24	-0.298
OPA3	0.342375
TRAF7	0.635833333333333
C4orf35	0.1875
MT1G	-0.171125
MGC39545	-0.3825
HS1BP3	0.9611
OR2B2	0.6025
CHRM4	0.4225
SFRP2	1.93025
RIC3	-1.11975
ART1	0.4345
C6orf1	1.87975
DUS4L	-1.08275
C10orf104	0.022
TNFAIP6	2.05475
RTEL1	-0.69475
CCT4	-0.2204
ZNF709	0.1025
CHMP6	0.560333333333333
UPP2	0.349
CYP19A1	-2.056875
CD151	-0.0518333333333333
NDUFA13	0.115333333333333
ARFRP1	-0.3965
FAM26B	2.1015
CRYBA1	-1.5325
MRPL41	0.563166666666667
NPFFR2	0.2095
HRH2	0.332
SCAMP3	1.0715
MTMR6	0.7115
MTG1	-0.821166666666667
UBTD1	0.8275
CRABP1	-2.326
FLJ33790	1.3025
KIAA1908	-0.842166666666667
GPR158	-3.4745
PACSIN3	0.732
OMD	3.04333333333333
CATSPER1	0.250833333333333
HOXB8	-0.534375
FBXO46	0.1965
OAS1	3.18783333333333
SVIL	-0.53375
PHB2	-0.6845
ADCY3	-0.0555
NDRG2	0.121166666666667
ERMAP	-0.1372
APBA2	-1.40766666666667
IGSF9	2.9535
WNT6	-0.595214285714286
MYCBPAP	2.09825
ATP2B2	-0.2119
CPVL	-0.7757
TRAM2	-0.982333333333333
NOP5/NOP58	-0.0255
ZNRF4	0.189
TLK1	0.11375
MTMR12	0.0817857142857143
ZNF384	-0.269833333333333
FAM9B	-3.90425
RPN1	0.547
PMVK	1.80325
EIF3D	0.7484
SIX2	-0.97125
HPS1	0.486357142857143
RNF7	0.39175
PSKH2	-0.0535
KCTD13	0.2675
CSMD3	-1.2005
FBF1	-0.188
IL8	-3.89025
SERPINB13	0.166333333333333
FBXL20	3.129
BLR1	0.49925
SH2B1	-0.863333333333333
RFNG	-0.300125
RAB20	0.564
RBM7	-1.00475
POLR1A	-0.410833333333333
TMPRSS4	-0.175
TAF9	-0.537125
TERF2	0.463666666666667
TNFRSF1A	0.228083333333333
ACADVL	-0.630166666666667
GTF2H5	0.42475
EDG8	-0.388
C9orf140	0.04975
UST6	0.25775
ZBTB8OS	-0.6215
ZNF710	1.228
GPR174	-1.5075
ATP6V0A2	-1.0385
KIAA0319L	-0.15475
XKRX	1.098
DOPEY2	1.2762
SDHD	-1.1165
SUMF1	-0.0275
OSM	3.896
OPN3	-1.77625
DAGLB	-0.2585
PPFIBP1	0.4238
TRIM63	-4.4245
C10orf53	0.034
LYPD3	1.84
BCL7A	0.0185
AGER	-1.17483333333333
TCF19	0.17975
SAT2	-1.33375
PFTK1	-0.675
GABRE	-3.548375
C15orf38	0.7805
FIS1	-0.1885
KCNV2	0.25325
CLPS	0.6735
PPCDC	0.290125
FOXN2	0.485333333333333
NT5E	-2.5269
CD83	0.7515
IL18	1.625875
VPS16	0.44
IGFBP2	1.2435
NOTCH2	-0.494
SIGLEC1	4.123125
CD93	4.5355
SULF2	-1.111
CEP164	-0.549375
P53AIP1	0.178666666666667
TOR2A	0.271333333333333
ZNF136	0.5145
MGP	2.5618
CCDC144A	-0.441666666666667
TRPC1	-1.70883333333333
SMS	-0.0468333333333333
MAPK7	-0.373666666666667
RRAGC	0.355
PARD6A	1.69683333333333
NUB1	0.289833333333333
SYNGR4	1.07575
OR11H12	0.577
WIF1	0.035625
GCH1	1.3245
OR11H4	0.2495
SLC44A5	-1.105
GPRIN2	-0.768666666666667
LOC401431	0.71975
CPA4	-1.8527
MELK	-0.814111111111111
IL15RA	1.10125
CUL3	0.085375
HMBOX1	-2.34625
PODXL	-2.797
CCT6B	1.026
COMTD1	1
MUC20	3.7595
GPX2	-3.427625
ITK	-0.886625
FBXL5	0.8445
C13orf27	-2.0145
DEFA5	0.972
TRHDE	-0.779
MTP18	0.283833333333333
UQCRQ	1.481
ITGB2	2.21583333333333
CSRP2BP	0.019
TAS2R44	0.069
PHPT1	0.637875
FAM44C	-0.118
ERH	-0.23675
MPHOSPH1	-0.766666666666667
MORC1	-0.584
PARVB	-0.10925
LAMA1	-1.97658333333333
PGBD3	-0.05775
GIMAP6	4.04275
AREG	-0.51
LIPT1	-0.47675
MGC99813	-1.33725
C1orf201	-0.0243333333333333
GRIN2A	-1.0422
MAN2C1	-0.540125
NSUN5	-0.36275
SF3B5	0.33825
MYC	-2.0246875
NRXN1	-0.929666666666667
ZNF18	0.01975
SPDYA	-0.69425
SLC37A1	1.867
DECR2	1.74575
ANKRD38	0.973375
SPTLC3	-1.26966666666667
SUPT16H	-0.312625
DTWD2	1.50975
ULBP1	-0.301
ZADH1	-0.559833333333333
OIP5	-1.14925
IL10RB	-0.0475
OTUB2	0.507
VWA3A	0.277666666666667
SPIC	0.511166666666667
OR6C4	0.6405
PSCD4	1.61316666666667
DPY19L2P2	-1.692
TRAPPC6A	-0.0563333333333333
C21orf2	-0.3745
CEMP1	-0.303
LIN7B	0.312
E2F7	-1.3865
VCP	0.3148125
LAMA3	-0.200166666666667
BGN	1.79825
GPR160	1.82366666666667
COCH	-4.58466666666667
GPR81	0.845
APOBEC3F	-1.177
tcag7.1017	-0.8835
C1orf32	0.41
SCGB1D2	6.80925
FLJ43987	-0.068
C6orf170	-0.174
KLK9	0.493
GPD1L	1.679375
VPS37B	0.231
ATG3	-0.263666666666667
ADAMTS17	-0.0305
KLHDC2	-0.023
NDUFV2	0.107
BLK	-2.7285
MATN4	-1.7035
GPM6A	-0.59025
GBP4	4.36116666666667
TMEM162	0.324333333333333
PKP2	-0.386
HRASLS	-3.97733333333333
MMP1	0.90975
SFXN3	0.5552
FSD1	-2.09183333333333
ST6GALNAC3	-2.62866666666667
CA12	1.7556
NCOA6	0.702
C19orf58	0.2647
PPP4R1	0.452833333333333
MAN1A2	-0.125
IKBKAP	-1.191
UPF1	0.301
KIAA1219	0.81675
WNT16	0.0681666666666667
SNW1	-0.470125
IL18RAP	4.01025
RPP30	-0.7
CDC40	-0.2515
SETD3	0.109166666666667
SLAMF6	0.63075
ELK4	0.174
TRIM47	1.37666666666667
ACOX3	0.21425
TRIM6	-0.627
KIAA0372	-0.518333333333333
TP53AP1	0.19825
SMURF2	0.7035
ADAD1	0.2475
EBP	-0.1578
KRTAP13-2	0.2355
FLJ36874	-1.2335
TOR1A	0.0551666666666667
P2RY4	1.1325
GPBP1	0.39075
TRPV1	0.365375
ADAMTS12	0.0965
PES1	0.2456
ATG4A	0.8045
MAGEA10	-4.42125
WFS1	1.946
CC2D1B	-0.1955
PABPN1	-0.014
SLC25A30	0.71375
SLCO1C1	-0.6265
SLC22A5	0.99075
KIF23	-0.565333333333333
SYN2	-1.51283333333333
ASPN	7.82016666666667
CENTG2	-0.1675
QSOX2	-1.9065
FLJ10815	0.891333333333333
STK24	-0.2356875
SPEG	-0.3498
STK10	0.808
DACT2	-3.1925
AAAS	-0.4485
SSX3	-1.807875
ABCD3	-0.6262
C4orf12	-0.602875
PARVG	1.40533333333333
FIG4	0.20675
C9orf46	1.49625
TMCO6	-0.171
IGHMBP2	-0.8295
DUS2L	0.1595
FAM3C	-0.627
TMEM16D	-2.49075
DCTN4	0.09075
KCNH3	0.0015
EIF2AK2	2.17725
AP1S3	0.870875
CST4	0.104
PAM	0.344375
NUTF2	0.448
CITED2	-0.1561
SLC39A4	0.6535
C2orf52	-0.747
GRM3	0.278
C12orf49	1.69725
CCDC49	-0.6163
GRAMD1B	-1.0275
FNDC4	-0.46725
SIAH2	0.69725
GDPD4	0.0855
C21orf87	0.896
ATP5A1	0.241
C16orf63	-0.4985
LOC388135	0.267
ATP5J2	-1.076125
MMP3	0.33825
EMID2	-0.21125
CRHR1	0.39425
WDR70	-0.529
C13orf31	2.58875
ZFAND1	-0.3885
CCL18	4.353
C3orf49	-0.3175
RINT1	-1.1035
KIAA0408	-2.11283333333333
F13A1	4.7876
SLC10A1	0.0424
OGN	1.50825
GIPC2	-2.50466666666667
XPO6	-0.301666666666667
LCE1A	0.888
FMR1	0.287
LOC374920	-1.05525
DUSP3	0.14725
ANKMY1	0.898
C7orf50	0.162
BBS9	-0.436
UNC119B	-0.33875
C9orf72	0.18125
MGC35440	-0.7705
ENTPD6	0.67625
PPP1R2P9	0.762
ERCC4	-0.121
FAHD2B	0.1195
HMHA1	-0.156
HACL1	-0.546
RAD23A	-0.104
FAM83B	0.8775
PPP5C	-0.420166666666667
RNASEH2C	-0.243125
C9orf153	-0.771
SCAMP4	0.883375
GHITM	0.5739
NDUFB7	0.003375
ADCYAP1	-0.674
SP110	2.18166666666667
MAP3K7IP2	-0.288
DHH	0.0155
AGRN	0.334357142857143
WDR33	0.338166666666667
CEP290	0.6545
PRPS1L1	-1.385
KLRA1	-0.849
GPR97	-0.0285
CHD7	0.269
TLR10	1.056
SLC30A8	5.2805
HIC1	1.18033333333333
IAPP	0.022
RXFP4	0.5795
GP1BB	0.65025
SHQ1	-0.3675
NKX2-3	0.433333333333333
API5	-0.1375
FTHP1	0.517
MOV10L1	0.702
TRIM6-TRIM34	2.34333333333333
ADHFE1	-0.26225
FAM117A	-2.0475
DDI1	0.231833333333333
CDON	-0.388166666666667
TRIM73	-0.971
IGKC	4.3125
MMP14	0.0190833333333334
DYNC1LI1	0.2385
C11orf66	-0.2775
TRBV3-1	-1.12275
FASTKD5	0.57475
BIVM	-1.9485
LHX4	0.33
CXCL2	-1.4657
RAB2B	0.232666666666667
IZUMO1	-0.426
MAP3K15	-2.510625
FAM19A2	0.203833333333333
ZC3H8	0.0663333333333334
ZMAT1	0.458375
SPINK5L3	-1.97025
SLC10A6	1.2325
APPL2	0.025
CARD10	0.582166666666667
LOC402176	-0.801625
EEF1D	1.2671
RAB6A	1.7139
C12orf5	-0.210875
PAPOLG	-0.0705
MSRB2	0.993
BCR	1.14255555555556
PUS3	-0.631
TIAM2	-0.16
ZNF317	0.1295
CHD2	-0.0674285714285714
FZD5	-0.7635
NUDT8	0.08375
ZNF763	-0.07
PRC1	-0.445555555555556
ABCB9	1.16266666666667
SPATA3	0.62725
TRAK2	-0.0635
STAB1	3.196875
LRRTM2	0.2925
psiTPTE22	0.85875
DBI	1.056
SERPINA11	-3.30925
NAT5	0.5865
C20orf58	-1.6775
RPS6KA4	0.276
FLJ90650	-1.04025
TGFBRAP1	0.40975
CHRDL2	0.522125
FAHD2A	-0.176333333333333
CNTN1	0.0725
BBS4	0.7833
TMEM181	-0.23275
MINPP1	-1.01975
MPHOSPH6	-0.250166666666667
HOXC10	1.9825
ITPKB	0.24025
CLPTM1L	0.118625
MEOX2	-0.864166666666667
ATP6V0C	0.90725
PRPF8	-0.514833333333333
TMC5	2.415
FKBP3	-0.4955
PLEKHB2	0.527625
OR4D6	-0.1845
ZNF544	-1.5456
D2HGDH	-0.316875
RPL18A	-0.1661
HEL308	-0.38475
MPP6	-4.753
TCERG1	-1.246
KRT16	-2.32666666666667
KLF17	-1.03175
KLF5	-0.0650000000000001
CDR1	2.05725
VCX3A	-5.0675
FBLN2	1.65175
C14orf104	-0.53125
HBE1	-4.6503
OR4S2	0.7575
C1orf108	-0.436833333333333
ROBO4	3.25333333333333
CPEB4	0.161125
C11orf80	1.23933333333333
BCKDHA	0.358333333333333
MYOC	0.2105
GIF	0.1915
CKMT1A	2.1705
RPL3	0.1004
THBS1	2.927625
APOO	-0.3085
ARMCX1	0.81625
HSZFP36	0.65725
SNAPC5	0.25425
EIF4ENIF1	0.94625
ZNF433	0.20875
TNFRSF21	-0.252
TMPRSS7	0.509
SPATA18	-0.0348
HPDL	-3.777
MKL2	1.1604
TBX3	-0.878076923076923
C21orf93	0.521333333333333
DAXX	-0.08725
ELMO1	-0.07
RGS13	1.24066666666667
TAF11	-0.4335
UNC13A	-2.07325
LOC653314	2.79
ORC3L	-0.49775
IMAA	-2.0665
TARBP2	0.3335
CABIN1	0.2721
TRIOBP	0.418
HIST1H2AC	-0.516875
RGS22	-1.776
NCOA1	0.777833333333333
IL25	0.391
SNCG	2.3275
GPR6	0.5415
AMDHD1	-2.06533333333333
CHEK2	-0.412375
C6orf142	-1.1865
DRD4	0.513
C14orf68	-1.20225
GDF11	-1.6335
SEMG2	0.8065
CD247	-0.7665
CDAN1	0.16425
RBMX2	-0.191333333333333
TGS1	-0.65125
OIT3	0.19775
SYF2	-0.731
MCM4	-1.148125
PKHD1L1	0.74075
CEP192	-0.548
IFT88	0.75275
RPL9	-0.192357142857143
RAB32	-0.68925
DDX43	-1.83475
P2RX2	0.476666666666667
OR5D18	0.067
UBE1	0.0439166666666667
SLC24A1	0.6155
ARHGAP5	-1.617
CETP	-1.3445
KIAA1731	0.9565
SLC9A4	0.8045
PTPN6	1.30525
BAHD1	0.46225
GRIK3	0.724
CACNB2	-1.2774
PDE10A	0.01625
DGCR14	0.0065
PCDHB9	0.0295
RHOQ	0.301333333333333
MAP3K4	-0.35275
KTI12	-0.448333333333333
RPL23AP13	-2.38475
GNG11	-1.884
CLCN3	0.564166666666667
GPAM	-0.879375
VSTM2A	0.507
SLAMF7	3.356
INTS2	-0.19425
PPP2CA	0.3498
LRP12	-1.23846666666667
SEC14L2	2.70055555555556
DKFZP586H2123	0.656
MC3R	0.578
CIRH1A	-1.10666666666667
HIST1H2AB	0.653333333333333
POLH	0.15975
MGC16703	-2.311
SNAPC2	0.8785
FILIP1L	1.11175
RASGRP4	0.5995
LRRC1	1.91825
GAS1	0.90075
PRAC	-0.86375
DGKA	-0.0728333333333333
NT5C3	-0.094
PEG3	-3.53125
NADK	0.3255
PRR17	2.07675
LOC374569	-0.296
SGSH	-0.45
NLRP8	-0.1405
GALT	-0.0708
MCF2	0.3525
ZNF263	0.95
TACSTD1	1.6865
TYR	-6.6019
ATP6AP2	-0.1695
RNUXA	-0.06325
ABHD10	-0.3276
GDPD2	1.52675
SLC35C1	-0.1115
UBE2A	0.7095
HERC5	0.451166666666667
FAM112B	-4.58783333333333
FBXL16	1.63325
DKFZP434A0131	-0.7215
ELA3A	-3.06
RBM41	-0.688375
HAO2	0.06875
RNH1	0.26325
SHANK2	1.14783333333333
OSBP2	-0.922
DAK	0.894
C3orf58	-0.26
TCL1B	-0.711
KBTBD2	-0.431
SUGT1L1	0.17175
UBE2E2	-0.0246666666666667
MYL9	2.350625
CDC23	-0.53
PBXIP1	1.2605
CXorf40B	1.8285
NBL1	0.72725
RTBDN	0.062
RAB11FIP5	0.41525
TTTY13	-1.4275
SCOTIN	0.51825
SOHLH1	0.673666666666667
CDKN1A	0.246785714285714
NCK1	-0.000750000000000001
ZNF550	-1.18825
SAPS3	0.577916666666667
SPIN3	-0.123833333333333
MAGEE2	-0.36775
MIS12	-0.721166666666667
OR8H2	0.156
KIAA0774	-0.48
UNC5D	-2.9845
CUL7	-0.473
LIPC	-3.1
DIO1	-0.53625
C20orf11	0.3291
CTRL	-0.33
HS3ST2	1.37225
PAK4	1.09183333333333
CCRL1	3.65575
RNF10	0.498875
ZNF567	-0.0295
ZNF660	-1.0255
TCEAL3	1.45
MAGOH	-0.5915
CENPB	0.202833333333333
C19orf7	0.521
LOC388965	0.027
ZCCHC13	0.5935
JMJD1A	-1.1669
HIST1H4H	0.3135
TBRG1	-1.2735
GPC3	-4.67325
TAF1C	-0.69075
EBNA1BP2	-1.04733333333333
CIAPIN1	0.18225
PDGFRA	-0.481444444444444
CSTB	-0.35175
CENPI	-0.477833333333333
GTF2E2	-0.924666666666667
RPP21	0.465
CCNF	0.4385
KCNQ3	0.526
FAM79A	0.23625
SLC22A12	0.3425
NOVA1	-1.68416666666667
FZD3	-0.414
AKAP8	-0.37775
SOCS5	-0.5635
CFDP1	-0.25125
DLG5	1.13325
PGM5	-0.225083333333333
C1orf144	0.272583333333333
HDAC10	-0.366
RND2	-1.1195
C20orf199	-1.23225
RNMT	-0.48525
SLURP1	0.405875
ASTN1	-0.81375
SH3BGR	0.06525
MYCL1	1.1075
ZHX1	-0.1285
CENPK	-1.774
FOSB	0.3351
LOC643406	0.613125
C2orf59	-0.2845
TMEM135	1.474875
SLC27A2	-2.77125
KRT33A	0.93
OVOL1	1.099
PAMCI	-3.82183333333333
S100A7	5.6625
ZNF789	-2.258
HARS2	0.844
RPL23A	-0.533833333333333
TCF23	0.49075
UPF3B	-1.582375
C17orf78	-0.678
HLA-DOB	1.53466666666667
C14orf142	0.240666666666667
TEKT5	1.36766666666667
DMWD	0.5175
POLD1	-1.82316666666667
GSCL	0.193
CALD1	-0.1515
SCRT1	0.277166666666667
AIG1	1.05075
UNC84B	-0.17075
ZNF404	-0.458
TMED6	-3.58675
KIAA1462	0.796
LRRC27	2.1935
PYGO1	-0.6375
PIGU	0.0578333333333333
ALAS2	-3.75116666666667
WRNIP1	0.304375
CNNM3	0.343
ZNF2	0.3185
ST3GAL5	-0.2525
MRPL23	-0.462
TSSK6	0.18175
PSMA6	-0.03375
C16orf70	0.21725
KIAA1602	-0.41075
ALMS1	0.1955
DCN	2.030125
TMEM132D	-1.227
SUCLG2	0.0185
ABHD14A	0.1025
DEXI	-0.198333333333333
AMPD2	-1.37416666666667
IFNAR2	-0.370833333333333
CYB5A	3.2146
TLOC1	0.7813
NXF5	-0.636833333333333
NRBF2	0.08225
KCTD3	1.69025
ITGAE	-0.147333333333333
SLC30A3	-2.32383333333333
ZRF1	-1.6415
IFRD2	-0.522625
XAB1	-0.043
PYCR2	0.355
SERPINB3	-4.8155
TMLHE	-0.5465
GEFT	-2.223875
ABCA5	-3.0805
EMR4	0.224
TSFM	0.16925
HIST3H2BB	-0.67075
ARHGEF19	1.11175
TSPAN17	1.1035
ABCC8	3.22425
MAP1S	0.425333333333333
C22orf36	1.60825
BNC2	-0.385714285714286
HIST1H4A	-0.3625
NDUFS3	0.1335
WDR3	-1.393
XKR4	-0.8765
TTC33	-0.624714285714286
STMN2	2.929
CPN2	-1.00733333333333
HSPC105	1.723875
PCOLCE2	-3.94775
C3orf55	1.6195
KLHDC9	2.43166666666667
TBC1D23	-0.01375
ATXN2L	-0.8475
MAP2K3	-0.3905
SCAP	-0.914
ZNF486	0.676
C20orf96	1.82575
NARS	-0.1255
ADAMTSL1	-0.594357142857143
PRCC	0.866666666666667
CCDC126	1.54483333333333
ZNF675	-0.38475
CALCOCO1	-0.107
ANKRD43	4.83175
CWF19L2	-0.659666666666667
ZBTB32	2.82833333333333
BRAF	-0.58525
ODF4	0.307
MGC14376	0.9445
HORMAD1	-2.56283333333333
