Hybridization REF	TCGA-A2-A0SW-01A-11R-A084-07
SIM1	0.539
CDADC1	-0.2365
ZFHX4	0.284
NIBP	0.929
ADAMTS19	-0.48325
ABTB2	-0.7565
TSPYL2	-0.523125
EIF2S3	-1.0594
SOX30	0.01175
AP2A1	-0.2465
DKFZP564O0523	0.353666666666667
LOC285398	-0.05675
CDH18	-4.2475
CHL1	1.39925
GATS	-0.5905
TBC1D2B	-0.0116666666666667
OR1J1	0.063
GSN	1.23683333333333
DPCR1	0.171
GARNL4	-1.009
SMARCA5	-0.31275
PLEKHG3	1.00433333333333
ZBTB45	0.9005
FRMD6	-0.229833333333333
PLS1	0.929
DGKZ	0.610833333333333
EFNA1	1.6062
WDR85	-0.737375
ANK2	0.1395
PAGE4	-0.509333333333333
SENP6	0.372333333333333
AKR7A2	0.479666666666667
FKBP10	-2.01825
VEGFC	-0.709666666666667
LARP1	0.1428125
SRBD1	0.271
ITGB6	2.3025
SLC1A2	-0.552214285714286
INVS	-0.924
MPO	-0.13525
MOBKL3	0.0454
CUTL2	-1.196875
KLK2	-0.126333333333333
VIM	-0.92475
REG1B	0.902333333333333
PCDHGC4	0.403
C3orf34	-1.08616666666667
SUMO3	-0.170333333333333
CST9L	0.81225
MLL4	-0.25625
SPR	1.28216666666667
SAMD9L	2.48175
ABCE1	-0.49075
SUPT3H	-1.38383333333333
ACTBL1	0.1025
ADAMTS4	1.067
SLIT3	2.97225
RHEBL1	-0.37975
NPM2	-0.76
MAN1C1	1.53525
KIAA1856	0.84975
HSPA6	1.92675
LOC388152	-2.1015
C10orf140	-1.6805
ZDHHC12	0.1435
LIN7A	0.9751
PHC2	0.473
SPHK1	0.2595
TRIM26	0.7314375
FAM83E	0.7085
C18orf24	-0.641
ZNF578	0.386166666666667
ORAI1	0.208
RUVBL1	-0.785833333333333
C7orf20	0.399
APAF1	0.0075
SLC36A4	-0.217666666666667
MYH11	2.6535
NEK1	-0.0405
MPP2	-1.34475
C12orf24	-3.5345
TNK2	0.370625
ZNF289	-0.679
MATN3	-1.58471428571429
IFNGR2	1.046
ITPR1	-0.246375
EBF3	3.0248
TBC1D20	0.4261
OR10P1	0.57425
DDAH2	1.34475
SHPRH	-0.46475
STX7	0.0565
LOC554248	-1.6725
BCAR1	-0.213
ATXN3	-0.60975
TRIM27	1.3195
CDC42EP2	-0.254
CHP	-0.0537142857142857
SOX17	1.9855
ZNF259	-0.107166666666667
CHCHD1	0.762875
ZDHHC19	-0.113
GBP2	3.373
GARNL3	0.567875
MRC2	0.0145
C1orf52	-0.10825
AOF2	-0.0551666666666667
LRPPRC	-0.3009
ACVR1C	-0.069
TM4SF18	2.10816666666667
TMEM169	-0.000166666666666667
PPP1R16A	0.288625
EBF1	0.769333333333333
RRS1	-0.271333333333333
SNX2	-0.18825
OR2T2	0.5765
RBX1	0.18825
ANKRD54	0.840666666666667
TSNAX	0.292833333333333
TMEM83	-2.069
ZBTB7A	0.1835
ATM	-1.02508333333333
LOC338328	2.11766666666667
TIE1	1.047
HIST1H3G	0.5065
PASD1	-4.31983333333333
TINAG	0.344
PCDHAC2	0.0555
LRRC15	1.41175
WBSCR17	-1.30475
TFF2	0.57
PARP2	-0.042
NDFIP2	-1.972
PCDHGB2	-0.188
WDR60	0.3015
MAP7D2	-1.7699
USP45	-0.62675
GSDML	-1.53075
TNS1	0.0348
PLCD4	-0.625
IQCD	0.619833333333333
SMPX	-2.20775
CD9	1.0215
SRGN	1.418125
CASP7	1.33
INOC1	-0.166
DKFZp451M2119	-1.442375
VMAC	1.453
USP53	0.2667
CAMK1G	0.227125
TMEM106A	0.134333333333333
CDC20	-0.8472
ACSL5	0.119833333333333
CBWD5	-1.081125
C1orf87	-0.769
KIAA1274	1.01875
PRUNE2	-2.304
LYPLA2	0.252666666666667
DOK6	-1.94133333333333
GPR149	-0.46475
FAM30A	5.48175
TMEM129	0.1645
SLC35B3	0.7165
ACPP	0.8397
LOC200261	-0.8915
SLC4A7	-0.3256
CCDC40	0.3595
GART	-1.2005
THOP1	-0.95
SCARB1	-0.9545
CACNA1F	-0.8525
TRIAP1	-0.473166666666667
SYT14L	-0.788
SFRS8	-0.443666666666667
PBOV1	0.38075
GOLSYN	1.55575
GJB7	-0.752
CAMK2N1	-1.20791666666667
GREM1	2.56958333333333
FLJ20433	0.253
QPCT	-2.87775
PRKAG2	1.44983333333333
H2AFX	-0.604125
C6orf154	0.38575
PLOD3	-0.974
ZBTB39	0.0136666666666667
WASF3	-1.14458333333333
DRG1	0.16225
PRR4	4.291
SPCS1	-0.55775
KDELR3	0.951666666666667
SRP19	0.0968333333333333
GABRA6	-0.31
MFSD1	1.155
MMEL1	1.10325
PDXDC2	0.04
BUB1	-2.114
RNF138	-0.93725
MYLPF	-0.415333333333333
AIF1	1.477
DYNLRB1	0.5598
HCN3	-0.454833333333333
HIST1H2AI	0.50125
MAP4K5	-0.342916666666667
LASP1	0.541375
LOC130951	0.337
PLAA	0.0265
KRT6A	-2.701
C6orf117	-3.139625
ARHGAP23	-1.2165
PTF1A	0.1665
GPHA2	0.1475
LCE3B	0.39025
MCL1	0.590285714285714
EHBP1	-0.731583333333333
PRNP	-1.12275
ZSCAN1	0.67975
C1orf113	-0.362333333333333
FOXA3	-2.26625
NEB	1.93575
ASGR1	-4.486
CTGF	1.77416666666667
RAB17	-0.293166666666667
MST101	-0.08675
JARID1B	0.9638
USP37	-0.051
PTBP1	-0.332833333333333
PTPN7	0.786166666666667
CDC7	-1.067
SNX7	-1.32325
ZNF335	0.3395
CPT2	0.22675
HEATR1	-0.829625
HSPC152	0.285875
C5orf40	-0.016
PSME1	1.13816666666667
STAG3	-0.7975
TMEM154	1.71566666666667
KLHL32	-0.301833333333333
TSGA10IP	-0.5585
SUV420H2	-0.4745
SF1	-1.099
2'-PDE	-0.3671875
PNLIPRP2	-1.8065
TRSPAP1	0.296166666666667
NUP210	-1.04516666666667
ANP32C	-2.35833333333333
RAB11B	0.07
ASB15	0.378
ITGB3BP	-0.9905
UBASH3A	0.6635
YWHAB	1.288625
TPRX1	0.5255
LY6G5C	0.90775
SLC7A2	-1.369875
CLK1	0.3922
HSD3B7	0.636666666666667
VDR	2.36975
C16orf74	0.45575
ACE	-0.11025
PSMA2	0.0118333333333333
CCDC131	-0.1925
ZNF213	0.917166666666667
EML2	-0.24875
ALS2CR13	-0.0751666666666667
GLYATL1	2.767
DSPP	0.366
DHFRL1	-0.49775
C10orf30	-2.6445
SH3RF2	1.3985
LOC197322	-0.150166666666667
DLL3	-1.361125
TIGD7	0.98975
GFRA3	0.3365
CPA1	0.153833333333333
RTN4	-0.328
PPT2	-1.6275
FASLG	4.15766666666667
FOXP4	0.52425
RPL26	-0.902
GNL3L	-1.57383333333333
FMR1NB	-0.883166666666667
CD163	6.9495
SGPP2	0.8065
GIMAP2	1.61575
CD37	1.979
DPT	4.9945
NBLA00301	1.44875
RGS5	1.65483333333333
C9orf4	0.2825
ACTL8	-3.69483333333333
PRKAR2B	0.93425
OPLAH	0.8585
C20orf134	2.9155
SPACA5	0.21275
TBL1X	0.271666666666667
TSPYL3	-0.6475
CHCHD3	-0.3555
CRKRS	-0.364333333333333
GPR65	4.78325
DFFA	-0.344375
FUT1	-0.10675
C6orf204	-0.6205
TMEM51	1.314
ZNF580	-0.064
CMTM2	0.15025
C20orf200	-0.996
EZH1	-0.9475
FDX1L	-0.10175
MRPL32	0.2015
PCAF	-0.0181
ALOX15B	0.9165
CD59	0.271916666666667
CDK9	0.198875
ERP29	0.049
TTR	-4.69475
BCMO1	-0.152
DDIT4	-1.0911
PTGDS	3.1735
C3orf63	-0.486833333333333
BST2	1.466625
CYP1A2	-0.914666666666667
C5orf25	-2.32475
STX1A	-0.00247058823529412
OR2A12	0.1425
SH3BP5L	0.31225
SERINC5	0.454625
USP6	-0.6193
MRPL3	-0.358
POMP	-0.35975
INPP4B	-0.124375
GMPPB	0.5105
EAPP	0.5995
AHSA1	-1.28
ABCA11	-0.1685
SLC5A6	0.0380833333333333
HIVEP2	0.9905
SUMO2	0.069
KIAA1822L	-0.638666666666667
C11orf67	1.88
TXK	0.175125
PHCA	-0.4411875
ICAM4	-1.23066666666667
FPGS	0.2605
SNRPA1	-1.00425
KCNJ4	-0.93675
KIF6	-1.655
HIST1H2BG	-0.237
SLC5A5	0.426
ZNF354B	0.0178333333333333
IL12RB2	1.23675
C11orf76	1.244
GAL3ST2	0.365
AIFM2	-0.966375
SYNC1	-0.34875
UBL3	-0.8465
PIK3CG	-0.176333333333333
NLN	-0.6845
BCORL1	-0.25375
CD5L	0.223
ZNF238	-0.655166666666667
KIAA1394	-0.362
C16orf55	-0.236
CYP3A7	-1.97025
KRTAP3-1	-2.1015
TFDP1	-1.163
MND1	-4.373
NODAL	0.0511666666666667
GTPBP4	-0.159
TUBGCP2	0.558
SLITRK5	1.712
CIC	0.2265
CD79A	3.013
SAMD14	0.209166666666667
TNPO3	-0.3435
OR10G3	1.498
OR10G8	0.344
CCDC111	-0.8565
HOXC9	0.91075
DCUN1D1	0.315666666666667
CYB5R1	1.74175
TSR2	0.0225
DAB2IP	-0.4084
SLC6A5	0.429
RAB3D	1.89425
DCUN1D4	-0.719
ERBB3	1.541
SDC1	2.21191666666667
ATP6V1H	0.415333333333333
SYK	1.792
ST20	-0.88175
C13orf30	-2.6455
WDR40A	0.254333333333333
ADMR	0.39
LOC388335	2.4375
ACSM1	-0.2315
TDG	0.144916666666667
FLJ11235	1.19125
MRPS5	-0.258833333333333
AGPAT2	0.554833333333333
SLC12A1	1.2565
CYP27A1	0.364
THAP7	-0.89475
XPO1	-0.718083333333333
ALMS1L	-0.234333333333333
C1orf2	-0.053625
ZNF777	0.2255
CAMK2A	-0.1476
SMC1B	2.93775
IHPK2	-0.722
LEMD1	-3.89525
NKD2	-0.6753
CLU	-0.440928571428571
ARMETL1	-0.2165
PABPC4	-0.77775
CXCL12	3.025
TFAP2C	1.2308
TTTY8	0.737
ABCB10	-0.4981
ENDOD1	1.69183333333333
IDI1	-0.408
KCTD6	-0.056
CCDC105	-1.0465
ULBP2	-0.9405
ZDHHC5	1.05125
WNT8A	0.06125
COMMD10	-0.13875
KLHL12	0.146875
GPR50	0.124
NR5A2	0.169125
OXGR1	-0.1688
EHD3	-0.2505
CAPRIN2	-0.155
KLRC3	-2.7755
SF3B1	0.140857142857143
IPO7	-0.6365
ALDH1A1	0.317
ANKRD5	0.99275
TSNARE1	0.2415
DDEFL1	2.00925
RNASEL	1.173
DNAH9	-0.27825
HELLS	-1.72475
TNS4	0.4585
NAV1	-1.0631
KIAA1409	-0.444
C20orf26	1.56666666666667
TUBG1	-1.342
IRX2	-2.17075
CNGA4	-0.2305
MGC50559	1.20316666666667
OR4K17	0.332
TM2D2	0.7535
FAM32A	0.31825
TXNDC14	-0.135
CCBL1	-1.6415
ANK1	-2.6144
PRSS23	-0.55125
PPM1L	0.162
SPATA20	0.179
APCS	0.32075
C14orf122	0.0606666666666667
PSMB5	0.59925
C6orf10	0.2035
SETDB2	0.1585
SPNS3	-0.99275
SGMS2	1.115
MXD3	-0.283166666666667
MON2	0.2839
CARTPT	0.338
HNF4A	-1.237
RABEP1	0.97895
TNFRSF10B	-1.2205
USH1G	-0.148
PPAP2B	-0.702666666666667
TMEM16K	-0.473
CTDSP1	0.613
CDK5R1	-0.191
GABRR1	-0.4805
OPN1LW	-0.1035
FAM98C	1.303
DBN1	-0.174625
ACAD10	-0.612083333333333
QTRTD1	-0.12475
WNK3	-2.1745
RPS19	-0.650875
C1QB	3.38275
OTUD5	-0.287625
SLC41A2	1.15233333333333
TMEM22	-2.07933333333333
KHSRP	-0.44525
TNFRSF11A	-0.973
FBL	-1.28683333333333
IBTK	-0.111333333333333
OXER1	0.259
CBLN4	0.795
GPR172B	2.70333333333333
CFTR	0.00225
VSX1	-0.2455
CAMK1D	0.35275
LOXL3	-2.277
RTP4	1.81575
SLFNL1	0.12625
KIAA0828	0.248625
PAR5	-0.429
LOC723972	-1.925
GDI2	0.47
CEBPA	1.3232
MLF2	-0.103
AFMID	-0.2335
ALOX12B	-0.209
BPHL	0.325
COX5B	0.5985
S100A10	-1.5787
THOC6	0.153
NHN1	-0.03175
RRP12	-0.0106666666666667
ARID3B	-2.07525
CD3G	-0.398
KIAA0133	0.234
NAT11	-1.3535
PPAT	-0.209833333333333
SIRT3	0.5624
TCERG1L	-1.51225
NIPA1	0.1151
DPP8	-0.7467
IL7R	1.8345
ZFP64	0.524
DMAP1	-0.0522
TRMT12	-0.1595
TLR4	2.2436
WFIKKN2	0.634
RAB12	-0.017
DDX51	-0.591666666666667
KIAA1086	-2.2515
ZNF295	-0.285833333333333
ACVR2B	-2.29878571428571
LOC494150	-0.138375
ZNF517	0.2565
DNASE1L2	-0.0785
SUFU	0.63975
LOC283677	0.8945
LMO3	0.856166666666667
PPP2R5D	0.00833333333333334
ZNF587	0.1945
HIST4H4	0.00025
CYP2C8	-0.1455
C1orf80	0.777666666666667
DOCK5	1.6375
C9orf24	0.07225
OR5AR1	0.6425
C11orf24	0.51275
UNQ1940	-0.35325
CAP2	-0.350166666666667
TIMM44	-0.56925
DSEL	-0.7273
ROM1	0.88325
FBXO4	0.750625
MYLC2PL	-1.26075
MLH3	-0.1908
NOX1	0.613333333333333
DPEP2	2.4015
DNAJB5	-0.166
RLTPR	0.2335
MBIP	-1.22783333333333
COPB1	0.1855
SFTPA1B	0.901
C10orf4	-0.0338
PRELID1	0.0845
NOLA1	-0.113
C19orf24	0.4325
TLR9	-0.11
HLA-DMA	3.51775
HCRP1	-1.776
GPR137	0.091
ITGA11	1.09633333333333
PHF13	0.240666666666667
MARK4	0.343333333333333
METTL4	0.236
MBD3	-0.5627
LOC134145	1.03525
FGF3	0.41975
SLC35A3	0.5305
CLEC16A	0.10275
AMOTL1	-1.76183333333333
FLJ31438	-1.62225
PAICS	-1.037
TOMM40L	0.860833333333333
MMD	-0.2855
KLK10	-1.3424
NIT2	0.115666666666667
SERPINB10	0.786
KLF15	-0.5662
CCDC5	-0.45375
WSB2	0.501875
ME3	0.92725
CACYBP	0.031
TCTN2	-0.2045
JAK1	1.383625
C2orf25	-0.305
GPD2	1.8155
FBXL11	0.348833333333333
CDV3	0.07675
GALNT11	0.325
NDUFA12L	0.0179
FLOT1	-0.717642857142857
TOR1AIP2	-0.03075
MMP25	1.22225
C1orf164	-0.1783
CHST5	0.184
LYRM4	-0.30215
GPER	-2.2485
HIPK2	1.76458333333333
DAP	0.856
ZMIZ1	0.304
DDX58	1.89275
DCC1	-0.9455
AKT1	-0.02725
ENPP6	0.861
ERVWE1	-0.2385
CDC34	0.122
RNF125	-0.62525
CASC1	1.99275
SHROOM2	0.5195
RRM2B	0.237166666666667
COL6A3	1.8155
TMEFF1	-2.78125
PLEKHA4	-0.9839
LYSMD1	1.42583333333333
SEPT1	0.598666666666667
AOF1	-0.06925
GNPAT	0.23675
WDR18	-0.36525
HSD17B12	-0.587166666666667
HIST1H2BM	-0.0968333333333333
INDOL1	-0.115166666666667
SUDS3	0.34375
C1orf192	0.0195
CYP2B6	-0.61575
TBC1D2	1.98133333333333
SLC25A12	-0.276375
ERCC6L	-0.875333333333333
MGC10814	-1.377
POLR2C	-0.3915
ZNF77	-0.4805
EIF3K	0.4017
HPX	1.044
ANKRD27	-0.026625
MALAT1	-1.279375
PLB1	0.545
HRNBP3	-1.002125
CPSF4	-0.22025
OR52N2	0.331
PIP5KL1	0.0145
GH1	0.58475
HPS5	-0.10775
SLFN5	-0.39075
POP5	-0.797833333333333
OVOS2	-3.72533333333333
C20orf108	0.660625
MARS	-0.457
CLRN3	0.6765
ARSE	-1.899
PPIE	0.384666666666667
PHACS	-1.464
GP5	-1.22
IL8RB	0.683833333333333
FCRLA	0.851125
ARRDC1	0.522
KRTAP9-4	0.5115
ZNF613	0.706
OR11A1	0.9885
TMEM132B	-2.767875
PGLS	0.41375
BSND	-2.293
KCNK18	0.325
FOXD4	-0.15125
SV2C	-0.76725
LCN2	0.277
ZNF490	0.4607
C3orf15	-0.158222222222222
CACNA2D4	-0.731166666666667
CBX5	-0.777
MAGEB4	0.2115
BOLA1	1.12825
PPP2R5E	0.21725
COL5A1	1.12741666666667
ASB7	-0.529833333333333
SFT2D1	-0.211625
DERL1	0.7832
RABL2A	0.4805
MOAP1	-0.74275
KIAA1545	0.223666666666667
F3	-0.1955
PLEKHM2	-0.3425
CCDC89	0.986333333333333
EFCAB1	0.15575
TMEM48	-1.09175
SEPHS2	1.33225
PYGM	-0.56525
PRICKLE1	1.1305
WNT5B	-0.00149999999999999
TAS2R38	0.309
IMP5	0.161
KHDRBS1	0.000599999999999962
LARS2	-1.33066666666667
C3orf28	0.26025
FTCD	-3.3075
C10orf68	0.1065
DGAT2L3	0.6905
PSEN1	0.159666666666667
MGC33657	1.0775
PLA2G4B	-0.2015
CDKN2A	0.160916666666667
DLX1	-2.891
TSHB	0.389
C18orf37	0.02725
MEX3C	0.06825
MAMDC2	-1.48425
PDIA4	0.467166666666667
ATP5E	0.52825
CASP2	0.192785714285714
SERBP1	-0.169076923076923
ZNF341	0.1115
TESC	-2.58575
TMEM31	-0.7585
OR51I2	0.7855
YTHDC1	0.193142857142857
JUN	0.447166666666667
AGMAT	-1.62
PCNXL2	-0.77225
ATAD5	-2.4375
STK38	0.750625
AZI1	0.2815
RBP1	1.408
C4orf26	-0.423
KIAA1026	1.495
TMEM101	-0.53675
HSFX1	-0.2465
TREX1	0.71675
C18orf10	0.1532
TRIM15	-2.86325
CA6	0.43925
CEP57	-0.5975
AR	3.39266666666667
SESN2	-0.958166666666667
KIF3C	0.613125
EPB41L5	0.384125
ARHGEF10	-0.716818181818182
POLR3D	0.131375
INDO	1.79366666666667
GABRA3	-0.2835
SCG5	-1.6175
E2F3	-0.5699
TIGD5	0.46475
FGD6	1.42225
KLHL3	-0.014
SCGB3A2	-0.819
URP2	1.22266666666667
ATP6V1B1	0.6049
CALML6	-0.707
LOC100049076	0.4725
TMF1	0.3135
LOC388503	0.1815
CDH5	2.859125
RPS6KC1	0.746666666666667
DAAM1	1.6532
TNFRSF10D	-0.69275
GSTT1	0.5259
INPP5A	0.68275
TRAF3IP1	0.805
SMARCE1	-0.588642857142857
VRK1	-1.8685
TTC16	1.22375
AARS	-0.5115
ARHGAP27	0.124166666666667
ZAK	-0.263571428571429
ACSM2B	-1.904
TRAP1	-0.605
MRPL53	0.643875
RNF44	0.1705
NPTXR	-0.89325
DPYSL3	0.676666666666667
APP	1.4544
GLS2	2.11216666666667
MNX1	0.417333333333333
CMTM7	-0.0445
OR10A7	-0.2325
NYD-SP21	3.18983333333333
ORC5L	-0.13625
SLC16A10	-1.55825
TMEM178	-0.869
LOC441601	-3.65375
PTGIS	1.60275
KBTBD7	0.2795
C19orf41	0.0785
CEACAM3	2.19391666666667
KRT23	-1.64025
SERHL	2.889
PNKD	0.4965
UBC	0.97875
ATRN	0.308
HAPLN1	-1.5355
RANGAP1	-0.667
C10orf26	0.900833333333333
KCNA7	-0.12675
SRY	0.491
LOC376693	-1.1115
HIST1H2BF	0.08175
CDCA8	-0.788833333333333
MLC1	-0.41825
TNIP3	2.0515
OR4D1	0.512
IFT52	0.1115
GOLT1A	0.506666666666667
UTP20	-0.390375
RP3-402G11.5	0.09675
PRSS33	-0.97675
PMPCA	-0.6665
APOB48R	2.13566666666667
GLTP	0.4405
MPL	0.46075
C9orf78	0.17075
ADAM12	0.987625
CSPG4	-2.016
LOC144305	0.8185
KRTAP4-10	0.1663
PAK1	1.368
ADCY7	0.0183
TAS2R43	0.534
FRAS1	-0.575214285714286
PPP1R14A	-0.6915
OR2B6	-1.31775
ATP13A1	0.117666666666667
SIDT1	1.7975
C1RL	0.254333333333333
PRKRA	-0.1235
TLN1	0.1172
RP11-50D16.3	-0.254583333333333
MITF	-0.619916666666667
GYS1	-0.12225
LYG1	-0.821333333333333
NSMCE4A	-0.0281
DNAI1	0.193
HOXD11	-1.276
FNBP1L	0.3745
DHX35	0.39825
LCE3E	0.267
SLC33A1	0.6805
DCLK3	0.441833333333333
TRIM33	-0.4995
TMCC3	2.29233333333333
FBXO42	0.5395
C1orf27	0.4865
C17orf50	0.358
RNF14	0.7515
SLC4A8	0.67175
RAB3IP	-1.4097
COX6C	0.655714285714286
PCSK1	-2.7132
SLC13A1	0.516625
ARF6	1.06116666666667
KIAA1009	0.214625
HOXA13	-4.1375
HMGN1	-0.366375
CXADR	-0.215666666666667
MGC14436	0.169
UTF1	0.818
TSC22D1	-0.0491
BZRAP1	-0.890166666666667
PUF60	0.654416666666667
SHC1	0.059625
HOOK3	-0.064
LIMS2	0.847833333333333
BAHCC1	-0.830666666666667
CLCC1	0.856166666666667
ENTPD3	4.66116666666667
SMO	-2.495
PIK3R5	0.89125
CDC14A	-0.612083333333333
KRT1	1.7685
ENOX2	0.408166666666667
FLJ22655	-1.13325
FPRL1	0.1665
INTS6	-0.0737
ZCCHC5	0.991
SMC3	-0.82425
C6orf123	0.650666666666667
FLJ20160	-0.1855
LOC653391	0.672333333333333
GSS	-0.02525
NT5M	-1.389
SIX5	-0.22075
TAF5	-0.371
KCNA1	0.207833333333333
ANLN	-1.63933333333333
MGC45491	-0.8167
SSTR2	2.06525
LYPD4	0.37975
TH1L	0.499375
CHRNA5	-4.5305
PNMA6A	-0.6145
FLJ16369	0.2295
DLX2	-1.1485
C6orf108	0.0308333333333333
ALDH3A2	-0.234666666666667
CLEC1B	0.312833333333333
LEPREL2	-1.1025
FOXJ1	-0.701
OR1D4	0.4735
PPIL4	0.09225
MTRR	-1.674
SLC27A3	1.791
HTR7	-1.07516666666667
MIB2	-0.27325
BHMT	-1.2875
A2ML1	0.5065
MSMB	2.703625
KIAA1383	-0.234714285714286
TRUB2	-0.0755
PF4	0.299166666666667
IL1F5	0.153166666666667
LRRC37B2	-1.6255
IPO4	-0.52825
FIGF	0.7305
QDPR	0.587
ZNF598	-0.25125
BOP1	-0.844375
MAPK12	-2.2575
POLR1E	-1.1695
CEECAM1	0.800666666666667
INSRR	0.193333333333333
SIPA1	1.22325
ULK4	-0.862
BTN3A1	0.8984
FABP5	-0.6623
KBTBD3	1.2995
SORT1	0.139916666666667
YWHAQ	-0.3149375
LRIT1	-0.1185
KIAA1704	-0.9687
MEIS2	-2.6417
ENOSF1	-0.956666666666667
PCDH7	-0.583
FZD9	-1.5415
RPLP1	-0.841166666666667
ZNF75A	0.25325
P4HA3	3.5925
NKX6-1	0.74925
CTA-216E10.6	-0.7
IFT140	0.90675
DENND1A	-0.381
ALCAM	1.4414
ABHD2	-0.341363636363636
QPRT	-1.5595
TRAM1	0.851857142857143
ATP1B4	0.348625
NUP37	-0.733
SAA3P	0.3245
SLC22A6	0.5985
KIAA0265	0.345
ZNF41	-0.27725
ADAM19	0.7138
ERAF	-0.4655
DEFB119	0.235
DNMT3B	-2.9165
SNF1LK2	0.91975
MGC24039	-0.00183333333333334
TAS2R48	-0.294833333333333
PNLDC1	-0.000499999999999992
ADAMTS16	0.9885
TMEM92	-1.3635
CCT8	-0.501416666666667
POGZ	0.0285
N-PAC	0.46375
GUCA1B	-1.302
ZZEF1	-0.241333333333333
OR2C3	0.4095
ZNF334	-1.96583333333333
RANBP6	-0.58
LDHB	-2.7185
BAMBI	0.153625
RAB5B	1.32375
FOXB1	0.85975
MRPS12	0.238
MRGPRF	-0.091625
CRIPT	-0.3405
CYP2D7P1	-0.274
RYR1	-0.193625
NDUFA2	0.796
TRIP12	0.220416666666667
KCNE3	2.44116666666667
MOBKL2B	-1.9942
MIOX	-0.33175
ACOT7	-0.0715
FGF6	-0.5355
RASSF5	0.876
ATAD3B	-0.779833333333333
IKZF3	1.687
H3F3B	0.245428571428571
C6orf91	2.9515
SEC11C	1.3965
TMEM14C	-0.6865
KIAA1632	-0.333875
SLC38A4	0.01825
FGFR3	-2.47575
HES7	0.9235
HINT3	0.3795
ARIH1	-0.621
FLJ35880	-0.00249999999999999
C1orf129	-0.104
POU6F1	0.175
RPL32	-0.869375
BBS1	0.516666666666667
RGPD5	-0.204
SULT1C2	-0.25975
KDELC1	-1.7345
PIP5K3	-0.527166666666667
CHI3L1	0.6948
CSDA	-0.874416666666667
VTCN1	3.47175
WDR62	-0.664
TMEM170	-0.508
KIF2A	-0.64175
C6orf182	-0.886666666666667
ARL6IP6	-1.7335
ZCCHC9	-0.8615
RARB	1.09883333333333
ZNF320	0.40575
DHX15	0.176
PICALM	0.252666666666667
CNOT6	0.224333333333333
HIST1H1A	0.158
ZNF702	0.760666666666667
OR1E2	0.6415
HLF	-1.3062
LOC442582	-1.177
KIAA0494	1.0915
TCF4	0.4872
APOBEC3B	0.21675
FAM54B	0.32575
MYH2	-2.82125
FXN	-0.234333333333333
C12orf59	0.967
PAEP	-1.40225
SPG11	-0.34975
VN1R4	0.34475
KCNJ13	-0.68725
NOC3L	-1.0635
C5orf36	0.295
CPAMD8	-0.74775
MLN	-0.1139
FLJ11184	-0.568
TIAM1	0.612666666666667
OR10J3	0.4495
OR52E2	-0.7395
PBX1	2.0946
UBL7	-0.9305
PXMP2	-1.2955
SYTL1	-0.810833333333333
FAM126B	0.13225
ZNF711	0.732
GGA1	-0.586166666666667
VAMP4	0.724666666666667
BCAP29	0.228
C20orf19	-1.262375
ZNF275	0.38675
NEK6	1.14925
SETD8	-0.418916666666667
HEXIM1	-0.5225
SULT1A2	-0.806125
KLHL9	-0.00725000000000001
SLC39A12	-0.09075
ARHGEF16	1.505
SCN1A	-0.509
HNRPH1	-0.557666666666667
C9orf103	0.13925
ECE1	0.561333333333333
MED18	-2.4395
TEX13B	0.2375
SNN	0.6645
C6orf62	0.629388888888889
WNT3A	0.1099
IL22RA2	1.4955
MGC21881	-0.867625
GABBR1	-0.38275
YIPF6	-0.44025
PROX1	-2.59683333333333
PPP1R1B	-0.19275
LANCL2	0.8153
SCN3A	-0.777666666666667
SSRP1	-0.944833333333333
ASXL2	-0.70525
RPE65	0.924
SNAI1	-0.46825
EFNA2	0.5125
CLDN9	0.1105
TP53I13	0.316125
LOC375748	-0.511
C9orf7	0.9615
C14orf178	-2.046
GC	-0.4865
IER3	-1.03316666666667
KCTD10	0.658625
FLJ45717	0.62825
ADC	1.16516666666667
LOC285908	-0.421416666666667
MLL3	0.095125
KIAA1787	-0.52325
MGC31957	-1.46825
MUC5B	0.817083333333333
ZNF193	-0.11525
CSRP1	0.117375
MOSPD1	0.451833333333333
C21orf49	-1.1715
RAD1	-0.08725
ANKRD34	-0.41425
NFRKB	-0.225
FANCA	-1.8955
VTI1A	0.182214285714286
PCBP3	0.0375
BFSP2	2.907
ZNF354C	-0.0897142857142857
FRMPD4	-0.55475
IKBKG	0.3485
LOC441046	-0.326
UNQ9438	0.608666666666667
TM4SF20	-0.084
MAGEC1	0.324
AMMECR1	0.768375
GLDN	0.483
TTC30B	0.805
SEC13	0.5293
EGF	2.538125
HAGH	0.48775
VSIG1	0.391833333333333
NHLH2	0.2425
NCAPD3	-0.92875
MGC16121	-2.833
HIATL2	0.06425
BRCC3	0.783333333333333
LCE2D	0.429
TMEM79	1.08375
GTF3C5	-0.477
AKR1C4	0.545833333333333
C3orf59	-0.73625
RBM26	-0.7815
DUSP14	-0.559333333333333
AP4M1	0.7545
RIMBP2	-0.798833333333333
ABCC2	-4.49216666666667
DNAJC16	0.7865
TTC12	1.81133333333333
SNX13	0.117
C6orf168	1.31125
C1orf100	-0.2645
CSPP1	-0.34925
LRRC56	1.4355
OR1J2	0.016
THY1	0.8086
KIT	-0.8385
TBC1D8	0.5795
EPHA7	0.05725
SOLH	-0.39575
SVIP	0.865
ZNF294	-0.42925
HAND2	1.13383333333333
CENTB2	0.224166666666667
MARVELD3	2.594625
CREB3	1.365
