Hybridization REF	TCGA-AN-A0AJ-01A-11R-A00Z-07
TMPRSS4	-2.69475
TAF9	0.101125
TERF2	0.0385
TNFRSF1A	0.557583333333333
ACADVL	-0.6325
GTF2H5	0.525
EDG8	-0.973333333333333
C9orf140	0.019375
UST6	0.16025
ZBTB8OS	-0.78
ZNF710	1.049
GPR174	-0.3525
ATP6V0A2	-0.5905
KIAA0319L	-0.74725
XKRX	0.358
DOPEY2	1.1462
SDHD	-0.697166666666667
SUMF1	0.89625
OSM	3.454
OPN3	-1.505
DAGLB	0.439833333333333
PPFIBP1	0.3921
TRIM63	-4.07375
C10orf53	-0.2295
LYPD3	-1.3175
BCL7A	-0.037125
AGER	-1.19816666666667
TCF19	0.635875
SAT2	0.33325
PFTK1	0.2835
GABRE	-3.347875
C15orf38	-0.0045
FIS1	-0.356
KCNV2	-0.09175
CLPS	0.77575
PPCDC	-0.798625
FOXN2	-0.227
NT5E	-3.0464
CD83	1.17075
IL18	0.9305
VPS16	0.414
IGFBP2	0.164833333333333
NOTCH2	-0.34125
SIGLEC1	3.453375
CD93	4.0495
SULF2	-1.87475
CEP164	-0.18875
P53AIP1	0.384666666666667
TOR2A	0.239166666666667
ZNF136	0.27725
MGP	2.0922
CCDC144A	-0.2708
TRPC1	-1.58116666666667
SMS	-0.148333333333333
MAPK7	-0.446166666666667
RRAGC	0.5225
PARD6A	0.206
NUB1	0.331166666666667
SYNGR4	0.66875
OR11H12	-0.0575
WIF1	1.048875
GCH1	1.05425
OR11H4	0.162
SLC44A5	1.578
GPRIN2	0.376
LOC401431	-0.2045
CPA4	-2.9625
MELK	-0.913
IL15RA	0.81175
CUL3	0.306
HMBOX1	-1.15275
PODXL	-2.83125
CCT6B	1.44716666666667
COMTD1	0.653
MUC20	0.132
GPX2	-3.55875
ITK	0.48225
FBXL5	1.0735
C13orf27	-1.404
DEFA5	0.8135
TRHDE	-0.4575
MTP18	1.073
UQCRQ	0.452
ITGB2	2.6845
CSRP2BP	0.36575
TAS2R44	0.3955
PHPT1	-0.131125
FAM44C	0.07225
ERH	0.467
MPHOSPH1	-0.581166666666667
MORC1	-0.3135
PARVB	-1.38775
LAMA1	-2.23
PGBD3	1.0785
GIMAP6	3.83925
AREG	-3.498
LIPT1	-0.03775
MGC99813	-1.27425
C1orf201	0.363166666666667
GRIN2A	-1.1699
MAN2C1	-0.82225
NSUN5	-0.24775
SF3B5	0.3595
MYC	-0.9265625
NRXN1	-1.08458333333333
ZNF18	0.53175
SPDYA	-0.038375
SLC37A1	1.06
DECR2	-0.75875
ANKRD38	-0.29275
SPTLC3	-2.73908333333333
SUPT16H	-0.75025
DTWD2	1.69025
ULBP1	-0.1225
ZADH1	-1.065
OIP5	-1.1605
IL10RB	0.0508333333333333
OTUB2	0.61025
VWA3A	0.513833333333333
SPIC	0.633
OR6C4	0.767
PSCD4	1.37616666666667
DPY19L2P2	-1.587
TRAPPC6A	0.655166666666667
C21orf2	-0.174
CEMP1	-0.83775
LIN7B	0.0275
E2F7	0.532166666666667
VCP	-0.1999375
LAMA3	1.15733333333333
BGN	1.751
GPR160	1.54366666666667
COCH	-1.53933333333333
GPR81	2.0225
APOBEC3F	-0.90225
tcag7.1017	-1.075
C1orf32	0.315
SCGB1D2	1.56175
FLJ43987	0.307
C6orf170	0.85025
KLK9	0.305
GPD1L	0.973875
VPS37B	-0.08775
ATG3	-0.1575
ADAMTS17	-0.044
KLHDC2	-0.641666666666667
NDUFV2	-0.50425
BLK	-1.019
MATN4	-1.065
GPM6A	-0.08775
GBP4	4.098
TMEM162	-0.0106666666666667
PKP2	0.4125
HRASLS	0.611
MMP1	-1.11625
SFXN3	-0.1294
FSD1	-1.51083333333333
ST6GALNAC3	-2.7665
CA12	1.7426
NCOA6	0.97775
C19orf58	-0.1614
PPP4R1	-0.352666666666667
MAN1A2	0.9225
IKBKAP	-1.4955
UPF1	-0.366333333333333
KIAA1219	1.18375
WNT16	-0.325666666666667
SNW1	0.14475
IL18RAP	3.5495
RPP30	-0.654375
CDC40	0.132857142857143
SETD3	0.135666666666667
SLAMF6	0.97075
ELK4	0.206
TRIM47	-0.0593333333333333
ACOX3	2.3625
TRIM6	-1.505375
KIAA0372	-0.396333333333333
TP53AP1	0.5375
SMURF2	0.389
ADAD1	0.20925
EBP	-0.2587
KRTAP13-2	0.798
FLJ36874	0.196833333333333
TOR1A	-0.0776666666666667
P2RY4	0.92
GPBP1	0.7225
TRPV1	1.122125
ADAMTS12	0.427666666666667
PES1	0.6193
ATG4A	0.779833333333333
MAGEA10	-4.32675
WFS1	0.1495
CC2D1B	-0.5725
PABPN1	-0.087875
SLC25A30	0.26275
SLCO1C1	-0.3925
SLC22A5	0.5295
KIF23	-0.951166666666667
SYN2	-0.7256
ASPN	6.84766666666667
CENTG2	0.728
QSOX2	-1.5777
FLJ10815	0.158166666666667
STK24	-0.20775
SPEG	-0.8015
STK10	0.276166666666667
DACT2	-2.85
AAAS	-0.1415
SSX3	1.265375
ABCD3	-1.1107
C4orf12	-1.325625
PARVG	1.534
FIG4	0.39425
C9orf46	0.41125
TMCO6	-0.5775
IGHMBP2	-0.184
DUS2L	-0.0526666666666667
FAM3C	-0.9674375
TMEM16D	-1.917875
DCTN4	0.809
KCNH3	1.34525
EIF2AK2	0.70725
AP1S3	0.36
CST4	2.924
PAM	0.0166875
NUTF2	-0.49375
CITED2	0.9667
SLC39A4	0.57625
C2orf52	-1.018
GRM3	0.0395
C12orf49	0.864
CCDC49	0.2706
GRAMD1B	-1.360375
FNDC4	0.319
SIAH2	2.138125
GDPD4	0.288
C21orf87	0.50625
ATP5A1	-0.1895
C16orf63	-0.044
LOC388135	0.982666666666667
ATP5J2	-0.916875
MMP3	-0.50675
EMID2	-0.2255
CRHR1	0.59275
WDR70	0.0435
C13orf31	1.01925
ZFAND1	0.3245
CCL18	3.92583333333333
C3orf49	0.142
RINT1	-0.581
KIAA0408	-2.09483333333333
F13A1	4.6993
SLC10A1	-0.117333333333333
OGN	-1.7215
GIPC2	-2.3285
XPO6	0.114
LCE1A	0.951
FMR1	0.711
LOC374920	0.0215
DUSP3	0.484625
ANKMY1	1.22375
C7orf50	0.58575
BBS9	0.9272
UNC119B	-1.181375
C9orf72	-0.15225
MGC35440	-0.83075
ENTPD6	-0.000749999999999994
PPP1R2P9	0.56525
ERCC4	0.21825
FAHD2B	-0.7945
HMHA1	-0.354
HACL1	-1.05375
RAD23A	-0.681166666666667
FAM83B	-2.39933333333333
PPP5C	0.0848333333333333
RNASEH2C	0.677125
C9orf153	-0.39175
SCAMP4	0.327125
GHITM	0.4004
NDUFB7	-0.4115
ADCYAP1	-0.00749999999999999
SP110	2.0415
MAP3K7IP2	0.5925
DHH	-0.166
AGRN	-0.207571428571429
WDR33	0.120166666666667
CEP290	-0.361
PRPS1L1	-0.743333333333333
KLRA1	-1.0575
GPR97	0.495
CHD7	-0.122666666666667
TLR10	1.3795
SLC30A8	0.172
HIC1	0.931333333333333
IAPP	0.489
RXFP4	0.183
GP1BB	0.56225
SHQ1	0.469
NKX2-3	0.833
API5	0.2085
FTHP1	1.029
MOV10L1	0.460666666666667
TRIM6-TRIM34	0.925166666666667
ADHFE1	-0.89475
FAM117A	-0.49175
DDI1	0.434333333333333
CDON	-0.245166666666667
TRIM73	-0.6105
IGKC	4.3005
MMP14	-0.0401666666666667
DYNC1LI1	0.01825
C11orf66	0.8125
TRBV3-1	-0.74325
FASTKD5	0.16675
BIVM	-2.758
LHX4	0.47675
CXCL2	-1.8702
RAB2B	-0.447166666666667
IZUMO1	-1.00225
MAP3K15	-1.7245
FAM19A2	0.421833333333333
ZC3H8	-0.259666666666667
ZMAT1	0.667875
SPINK5L3	-2.92975
SLC10A6	0.968
APPL2	0.417125
CARD10	-1.27166666666667
LOC402176	-0.878375
EEF1D	1.9241
RAB6A	0.3822
C12orf5	-0.864625
PAPOLG	0.345
MSRB2	-0.0365
BCR	0.145222222222222
PUS3	-0.14225
TIAM2	-0.12075
ZNF317	0.8985
CHD2	-0.00528571428571428
FZD5	-1.712
NUDT8	-0.262
ZNF763	-0.367
PRC1	-0.723111111111111
ABCB9	0.175166666666667
SPATA3	0.0805
TRAK2	-0.6605
STAB1	2.72725
LRRTM2	0.0541666666666667
psiTPTE22	0.61725
DBI	0.91575
SERPINA11	-0.4915
NAT5	0.25475
C20orf58	-2.13325
RPS6KA4	0.161833333333333
FLJ90650	-0.89625
TGFBRAP1	0.1695
CHRDL2	-0.41475
FAHD2A	-0.989166666666667
CNTN1	0.5005
BBS4	-0.7005
TMEM181	-0.15425
MINPP1	-0.497
MPHOSPH6	-0.174833333333333
HOXC10	2.1679
ITPKB	0.254125
CLPTM1L	0.10625
MEOX2	-0.0948333333333333
ATP6V0C	0.644375
PRPF8	-0.865
TMC5	2.645
FKBP3	-0.55725
PLEKHB2	-0.58075
OR4D6	0.2945
ZNF544	0.0177
D2HGDH	-0.3705
RPL18A	-0.4495
HEL308	-0.064375
MPP6	-4.43375
TCERG1	-0.981
KRT16	-1.60683333333333
KLF17	-0.77725
KLF5	-0.618875
CDR1	1.17775
VCX3A	-1.455
FBLN2	1.999375
C14orf104	-0.22725
HBE1	-4.7072
OR4S2	1.0135
C1orf108	-0.706833333333333
ROBO4	2.87966666666667
CPEB4	0.427
C11orf80	0.283666666666667
BCKDHA	0.842
MYOC	0.39075
GIF	0.528
CKMT1A	1.375
RPL3	0.3175
THBS1	2.719875
APOO	-0.42025
ARMCX1	0.728
HSZFP36	0.18075
SNAPC5	-0.15225
EIF4ENIF1	1.758
ZNF433	0.14125
TNFRSF21	-0.49775
TMPRSS7	0.3995
SPATA18	1.9662
HPDL	-2.473
MKL2	0.9497
TBX3	0.982
C21orf93	0.505666666666667
DAXX	0.633
ELMO1	-0.124625
RGS13	1.692
TAF11	-0.133
UNC13A	-2.375
LOC653314	-0.0801
ORC3L	-0.11625
IMAA	-2.2515
TARBP2	-0.065
CABIN1	-0.5218
TRIOBP	-0.1525625
HIST1H2AC	0.023125
RGS22	-1.77233333333333
NCOA1	1.051
IL25	0.8075
SNCG	-0.008
GPR6	0.5555
AMDHD1	-1.79883333333333
CHEK2	0.33025
C6orf142	1.647
DRD4	0.45475
C14orf68	-0.7245
GDF11	-0.779
SEMG2	0.405
CD247	0.54475
CDAN1	-0.12475
RBMX2	0.280166666666667
TGS1	0.25575
OIT3	-0.10075
SYF2	-0.171
MCM4	-0.427125
PKHD1L1	0.413
CEP192	-0.0865
IFT88	0.5265
RPL9	0.573928571428571
RAB32	0.534875
DDX43	-2.572
P2RX2	0.0936666666666667
OR5D18	0.831
UBE1	0.48375
SLC24A1	-0.338875
ARHGAP5	-0.17425
CETP	-0.83775
KIAA1731	-0.833166666666667
SLC9A4	0.7285
PTPN6	1.55
BAHD1	-0.065
GRIK3	0.9265
CACNB2	-0.786
PDE10A	-0.562
DGCR14	-0.19725
PCDHB9	0.468
RHOQ	0.0983333333333333
MAP3K4	0.18675
KTI12	0.00233333333333334
RPL23AP13	-2.69675
GNG11	-1.9445
CLCN3	1.2775
GPAM	-1.030125
VSTM2A	0.239
SLAMF7	3.99666666666667
INTS2	-0.77425
PPP2CA	0.6593
LRP12	0.3762
SEC14L2	2.47333333333333
DKFZP586H2123	2.251
MC3R	0.5185
CIRH1A	-1.39566666666667
HIST1H2AB	0.231
POLH	-0.2495
MGC16703	-1.27666666666667
SNAPC2	-0.1945
FILIP1L	0.62425
RASGRP4	0.8295
LRRC1	2.2985
GAS1	0.10825
PRAC	-0.91375
DGKA	-0.630666666666667
NT5C3	0.28675
PEG3	-4.45008333333333
NADK	-0.463
PRR17	0.69775
LOC374569	-0.37075
SGSH	0.203666666666667
NLRP8	0.08
GALT	-0.1501
MCF2	-1.559
ZNF263	1.219
TACSTD1	1.25166666666667
TYR	-6.0342
ATP6AP2	0.1875
RNUXA	0.6215
ABHD10	0.138
GDPD2	-1.5595
SLC35C1	-0.60175
UBE2A	0.7855
HERC5	0.359
FAM112B	-4.147
FBXL16	-0.1105
DKFZP434A0131	-0.67775
ELA3A	-2.0655
RBM41	-0.543375
HAO2	0.3985
RNH1	0.617
SHANK2	2.66433333333333
OSBP2	-0.268375
DAK	-0.204333333333333
C3orf58	0.697166666666667
TCL1B	-0.674
KBTBD2	0.71425
SUGT1L1	-0.292
UBE2E2	1.12216666666667
MYL9	2.19525
CDC23	-0.0918333333333333
PBXIP1	1.783
CXorf40B	0.73
NBL1	0.25125
RTBDN	0.3145
RAB11FIP5	0.455
TTTY13	-0.264
SCOTIN	-0.0793333333333333
SOHLH1	-0.431166666666667
CDKN1A	0.939714285714286
NCK1	0.441
ZNF550	-0.2595
SAPS3	0.902333333333333
SPIN3	0.722333333333333
MAGEE2	0.0725
MIS12	0.678833333333333
OR8H2	0.6085
KIAA0774	-2.42083333333333
UNC5D	-2.524
CUL7	-0.391833333333333
LIPC	-3.04583333333333
DIO1	3.0585
C20orf11	0.1149
CTRL	-0.694
HS3ST2	3.51175
PAK4	0.949833333333333
CCRL1	3.02
RNF10	-0.20725
ZNF567	0.2805
ZNF660	-2.0295
TCEAL3	1.544
MAGOH	-1.35983333333333
CENPB	0.152833333333333
C19orf7	0.164
LOC388965	0.39575
ZCCHC13	0.393
JMJD1A	-0.2117
HIST1H4H	0.4135
TBRG1	-0.6321
GPC3	-2.364625
TAF1C	-0.948375
EBNA1BP2	-0.949
CIAPIN1	-0.63325
PDGFRA	-0.813555555555556
CSTB	-0.2315
CENPI	-0.2545
GTF2E2	-1.15933333333333
RPP21	0.8675
CCNF	-0.0195
KCNQ3	0.7235
FAM79A	0.37675
SLC22A12	0.7125
NOVA1	-1.078
FZD3	-0.5573
AKAP8	0.775
SOCS5	-0.279125
CFDP1	-1.27725
DLG5	2.3355
PGM5	-0.0721666666666667
C1orf144	0.501333333333333
HDAC10	-1.222
RND2	-1.216
C20orf199	-0.47475
RNMT	-0.631125
SLURP1	0.894625
ASTN1	-0.818625
SH3BGR	1.172
MYCL1	1.605875
ZHX1	0.279
CENPK	-1.29375
FOSB	0.3199
LOC643406	0.0495
C2orf59	-0.862875
TMEM135	-0.261375
SLC27A2	-2.1575
KRT33A	1.1
OVOL1	1.876125
PAMCI	-3.10166666666667
S100A7	-0.8355
ZNF789	-1.265
HARS2	0.89275
RPL23A	-0.222833333333333
TCF23	0.4305
UPF3B	-0.947375
C17orf78	1.0575
HLA-DOB	1.09166666666667
C14orf142	0.290166666666667
TEKT5	1.20866666666667
DMWD	0.234
POLD1	-1.39066666666667
GSCL	0.4645
CALD1	-0.4385
SCRT1	0.3705
AIG1	-0.037
UNC84B	-0.4505
ZNF404	-2.144
TMED6	-3.67475
KIAA1462	0.312
LRRC27	1.7995
PYGO1	-0.089
PIGU	0.775333333333333
ALAS2	-3.8455
WRNIP1	0.7585
CNNM3	0.129
ZNF2	0.6975
ST3GAL5	-0.999333333333333
MRPL23	0.15875
TSSK6	-0.22325
PSMA6	-0.1055
C16orf70	-0.4985
KIAA1602	-0.12975
ALMS1	1.69783333333333
DCN	2.275625
TMEM132D	-0.774
SUCLG2	0.75825
ABHD14A	-0.79075
DEXI	0.352166666666667
AMPD2	-1.67433333333333
IFNAR2	-0.456666666666667
CYB5A	1.5185
TLOC1	0.5089
NXF5	-0.382333333333333
NRBF2	-0.15775
KCTD3	1.0725
ITGAE	0.856
SLC30A3	0.5125
ZRF1	-1.237
IFRD2	-0.492625
XAB1	-0.02225
PYCR2	-0.3615
SERPINB3	-4.522
TMLHE	0.353
GEFT	-0.929875
ABCA5	-1.099625
EMR4	0.325833333333333
TSFM	0.46575
HIST3H2BB	-0.58125
ARHGEF19	1.067
TSPAN17	0.396
ABCC8	1.308
MAP1S	0.238666666666667
C22orf36	0.07725
BNC2	-0.437642857142857
HIST1H4A	0.206
NDUFS3	-0.2075
WDR3	-1.24416666666667
XKR4	-0.635
TTC33	-0.417714285714286
STMN2	2.70075
CPN2	-1.12733333333333
HSPC105	-1.96675
PCOLCE2	-4.01875
C3orf55	-0.0595
KLHDC9	3.058
TBC1D23	0.123375
ATXN2L	-0.93675
MAP2K3	-0.129083333333333
SCAP	-0.26525
ZNF486	0.00999999999999999
C20orf96	0.27025
NARS	-0.69175
ADAMTSL1	-0.912571428571429
PRCC	0.836166666666667
CCDC126	0.71275
ZNF675	-0.91525
CALCOCO1	0.69
ANKRD43	3.11075
CWF19L2	-0.5845
ZBTB32	2.67166666666667
BRAF	-0.2215
ODF4	0.612
MGC14376	-0.646
HORMAD1	-2.10883333333333
AAK1	0.0415454545454545
PEBP1	-0.42425
TNFSF5IP1	-0.0035
DKFZp564N2472	0.56
RMND1	1.038
IGKV1-5	4.20875
COL1A2	2.56108333333333
SERPINA5	-1.72625
AANAT	0.634
C19orf21	-0.938333333333333
GEMIN5	0.216
UBR4	-0.352333333333333
LTBP3	-0.00350000000000001
AMHR2	-2.332
PROCR	-2.002
MYBBP1A	0.3445
C20orf39	-0.0335
ZNF697	-0.595375
PASK	-0.0237
ZNF776	0.4045
RFXDC2	-0.4105
KIAA0467	-0.502
C10orf96	-0.9305
ZNF503	-0.608
GULP1	-0.677416666666667
KCNE4	-1.331
DKFZp434K191	-1.049625
LOC196913	-0.6835
BHLHB4	0.535
CH25H	1.74775
LOC81691	0.581333333333333
ALPL	0.472928571428571
COL12A1	2.316
FOLR3	-0.494
GPR123	0.27
TRIM62	0.187357142857143
ABLIM1	-0.1455
MAST3	-0.61025
RHBDD1	0.338
LOC338809	0.5505
RYBP	0.2595
TTC26	0.343875
ZNF22	-1.05966666666667
ISCA2	0.38875
RDM1	-1.05
PIGM	1.83625
GNB3	-0.4425
ACTR2	0.2007
HMGB1	0.12075
EDG1	1.7035
SOAT2	-2.63025
OR10AD1	0.456
RAP1GDS1	-0.4505
LCE1F	0.443
ESM1	-0.687125
RCN3	2.09325
CREBL1	-0.09025
DBNL	-0.374166666666667
PTGER3	2.276
USP30	1.21566666666667
BCL2L12	-0.224833333333333
KIF26B	2.01675
ZNF416	0.373
ZNF225	0.083
C17orf70	0.883
ZNF554	1.546
RAE1	-0.248833333333333
TNIK	-0.0631666666666667
ACTN3	0.3985
MGC45922	0.597
CCNA1	-1.51133333333333
RYK	0.943333333333333
IL26	0.163
LRP3	0.644
QARS	-0.30175
SOX7	-0.0773571428571428
BID	-0.592875
OR2S2	0.239
CXCL14	4.1695
C11orf47	-1.1825
MGC29891	1.381
HSPB8	2.2841
PRDM14	-1.33
NUFIP2	0.58225
MNAT1	-0.2945
ZDHHC2	-1.56258333333333
MBNL2	-1.03825
ADD3	0.713625
CSNK2A1P	-0.38775
KLK6	-1.5315
TMEM111	0.4079
KIAA1279	0.248
NUBP2	0.411333333333333
RAB42	-0.04675
ID3	-1.0645
TM9SF1	0.03875
MDP-1	-0.47125
POU4F2	0.59925
IQCK	1.074
C16orf14	-0.4945
CAPN3	-1.868125
FAM43B	-0.911875
RECQL	-1.31625
AP1G1	-0.0702142857142857
CTNNBL1	0.604333333333333
ECHDC1	-2.2615
SMARCC1	0.2245
FOXQ1	-0.579375
GNAI3	-0.115333333333333
POLG2	-1.338
CD4	1.452
ITLN1	1.5085
EBI2	3.77025
IRF1	1.63225
PTPRE	0.9473
PTK2B	-0.3395
NXNL2	-0.6115
SOX4	1.30738888888889
TSPAN3	-0.75
SH2D1A	-0.925333333333333
C8orf58	-1.14416666666667
USP20	-0.6915
DUSP22	-1.02608333333333
CALB1	-1.71516666666667
L3MBTL2	-0.2855
MCRS1	0.32675
TMEM118	-1.252
C18orf8	0.560666666666667
FLJ10241	-0.254875
GJA12	-0.509
PKD1	-0.236666666666667
ZFP3	1.3955
JAM3	-1.81125
LAPTM4A	0.6144
DIRC2	0.7125
KIAA2022	3.07383333333333
MYOM1	-0.683
TRPM8	1.49966666666667
MOP-1	1.011
PHKG2	-0.2595
ZNF650	0.1245
KIAA1522	0.617375
PSG8	-0.811166666666666
DDX19B	-0.3485
MOBKL1B	0.80125
DIAPH2	-0.76825
PTPN12	0.044
CLN8	-1.5844
CRYZL1	-0.576166666666667
CRY2	0.09425
FCGR2B	4.6915
PNPLA4	0.54375
ZNF454	0.0375
DKFZp434B1231	-0.116
CLDN11	-0.1039
RFWD2	0.644
CIB2	-1.49183333333333
MXRA8	2.670875
HRK	-0.51475
MAML2	-0.8655
C4orf31	-0.6945
C6orf192	-0.22725
COG6	0.368875
FAM5B	0.5845
NFATC1	0.657
SEPT10	-0.61675
SCYL1	0.1718
RPP40	-0.4525
SCOC	0.1719
KIAA1450	0.91575
CTDSPL2	-0.00949999999999999
TBX5	1.06233333333333
NAPG	-0.563875
RHD	-3.6125
C14orf45	2.23266666666667
ZBTB22	1.1115
PLCG1	-0.306
ANKRD10	-1.44825
AQP7P2	0.0885
TAGLN2	1.5965
HTR2C	-1.22883333333333
SLC16A7	-1.9135
C17orf83	0.07625
TSGA14	-0.32475
MDH1	-0.40525
PPP3R2	0.460166666666667
DCBLD2	-1.54185714285714
RBM33	0.39525
DPH3	-1.01725
SYT10	0.262
FMO4	1.489
THYN1	-1.504
DRD5	-1.5605
OTOR	1.529625
PGRMC2	0.78
KATNAL1	-0.9675
PAQR6	-1.1745
UBE2I	0.19725
C14orf28	0.50675
C8orf70	1.47525
FLYWCH1	-0.15525
ANGPTL3	-1.36625
GLRX2	0.3525
ATP11A	-1.352
ARL5B	2.103625
MUC16	-0.76775
SLC25A5	-0.0828571428571429
ACRC	-1.39
MYO1C	-0.923375
FAM89B	1.01933333333333
FAS	0.29425
KIFAP3	1.26375
GLRA2	-0.7475
BTN3A2	0.5394
CNKSR3	-0.01225
CSTF3	-0.1735
ARPM1	1.84625
KIAA1530	0.863
C9orf150	0.275666666666667
PRKCI	0.3865
tcag7.1015	-0.276
SOD3	-1.1515
ZNF574	0.695
CYP21A2	2.19225
RPL12	0.03825
COMMD2	-0.5045
WIZ	0.643
LOC344405	-3.44775
ALDH4A1	-0.382117647058823
CRYAB	1.62075
COPA	0.626233333333333
PCDHGA7	0.492166666666667
KIF11	-0.596583333333333
RASD2	-0.212375
SLC26A3	1.3675
ZNF175	-1.9815
JAKMIP2	-1.89075
C8orf4	-0.688
PTHLH	1.896
SLC40A1	4.49775
OR7D4	0.743833333333333
PCDHB17	2.73
CD36	2.85778571428571
C6orf203	3.4481
PRKG2	-0.0105
LOC400566	0.54925
ANAPC13	0.142
SLCO3A1	-1.17625
ZNF692	-1.3745
FANCL	-0.9255
SH3GLB1	-0.07325
C12orf61	0.055
KBTBD6	-0.4635
SUPT5H	0.1525
XRCC6	-0.3486
HUS1B	-0.5779
FAM133B	-0.461357142857143
LOC728276	-0.157
KCTD18	-0.09525
SOS2	0.544
CCDC99	-0.68025
C1QTNF5	3.2445
NNAT	0.0528333333333333
USP16	0.14975
LARS	-0.44325
ZBTB2	1.633375
ABO	0.261833333333333
TRAF3	0.162
GALNT5	-2.6915
NAP5	-0.9175
ALG14	-0.0111666666666667
KIAA0515	-0.224269230769231
WDR75	0.506
TEX261	0.462083333333333
LY86	1.0195
LOC389072	-0.7805
FLJ13611	0.4355
MRGPRX2	0.8405
SNRPA	-0.532
OR2G2	0.533
GPRASP2	0.21925
C7orf42	-0.193
C9orf163	0.0795
CYP11B2	0.6905
FCRL3	2.65633333333333
PRDX1	-0.64425
FGB	-4.09416666666667
COX17	1.125
C16orf33	0.2225
PIWIL1	-0.0303333333333333
FOLR1	-2.54116666666667
KIAA0082	0.3865
FREQ	-0.397
TMCC2	-0.648
TCF12	-0.262333333333333
ZNF721	0.48325
FAM130A2	0.2685
POU4F1	-2.134
SNRPF	-0.464375
SGIP1	2.04583333333333
ZNF641	1.16866666666667
EMG1	-0.55875
PRRG4	1.6425
HIRA	-2.50275
MYNN	0.865833333333333
AEBP2	-0.0991666666666667
TBXA2R	0.602166666666667
ISL2	-1.5185
PCDHB11	1.05
RNF144A	-0.531625
MARCH5	0.445875
DULLARD	-0.324666666666667
DCLRE1B	-0.101333333333333
ITGA8	-0.3675
TP73	1.114
PRKCD	1.5895
NDUFB4	0.49925
ATP13A4	0.872375
ANTXR2	-0.969333333333333
COL4A3	-0.534
MYO10	-1.0203
SLC6A18	0.76575
PEX1	-0.44175
TMEM74	-2.06466666666667
RBM19	0.14325
TAPBP	0.88235
RUNX1	-0.126875
MID1	-1.51216666666667
GPR64	-1.36833333333333
RASEF	3.03
GABRG1	-0.050625
MYO16	-1.28725
DBF4	-0.834166666666667
TSHZ2	2.5155
RIPK2	2.165625
PPTC7	-0.189166666666667
KIF4B	-0.0145
LRRC31	1.14225
ZNF540	-0.09925
EFNB3	0.0745
LOH12CR1	-0.886125
STON2	0.505666666666667
GLP1R	0.95325
CSTF2T	-0.128
IREB2	-0.6755
GRSF1	0.21325
PDCD7	-0.539333333333333
LRRC43	-0.2325
CNR1	0.0826666666666667
IL1F7	-0.389
C12orf64	-0.42675
FAM69B	-1.05075
NR2E1	-0.567
MS4A6A	2.538
FTL	0.0515
C7orf36	-0.3565
PCLO	0.2206
DYRK2	0.891916666666667
ARIH2	-0.769625
SAMD7	0.131
SCNN1D	-0.90075
SLC32A1	-0.538375
C22orf25	-0.224333333333333
MRPS18A	0.9919
GPR112	0.4575
EARS2	-0.8765
ERN2	0.799
ATPBD3	0.250833333333333
PRH2	-0.3985
CDKN2D	0.3845
PGLYRP2	2.13575
TRIM40	0.0695
SEC14L3	0.4825
SLC22A1	-0.2975
BTN2A3	-0.03975
RASA4	-0.67275
CCNL2	-1.582
MYBPC3	0.4
GJA4	2.2695
CDC42SE1	1.517125
TRPV2	-0.4745
MYPN	-4.0092
SIM1	0.6085
CDADC1	0.885
ZFHX4	0.718
NIBP	2.0585
ADAMTS19	-1.46075
ABTB2	-0.13475
TSPYL2	-0.485
EIF2S3	0.0977
SOX30	0.06075
AP2A1	-0.2705
DKFZP564O0523	-0.755666666666667
LOC285398	0.441
CDH18	-4.24225
CHL1	1.205125
GATS	-0.2428
TBC1D2B	-0.123333333333333
OR1J1	-0.0115
GSN	0.617166666666667
DPCR1	0.22425
GARNL4	0.267833333333333
SMARCA5	0.73975
PLEKHG3	-0.0503333333333333
ZBTB45	0.667
FRMD6	-0.725
PLS1	-1.87316666666667
DGKZ	0.210333333333333
EFNA1	2.0231
WDR85	-0.6755
ANK2	-0.19925
PAGE4	-0.749166666666667
SENP6	1.02333333333333
AKR7A2	-0.191333333333333
FKBP10	-2.59525
VEGFC	-2.15466666666667
LARP1	-0.0143125
SRBD1	-0.3295
ITGB6	0.2045
SLC1A2	0.0454285714285714
INVS	-0.341
MPO	0.5445
MOBKL3	2.9867
CUTL2	0.304
KLK2	-0.20325
VIM	-1.43225
REG1B	0.214
PCDHGC4	0.40625
C3orf34	0.2005
SUMO3	0.4765
CST9L	0.3785
MLL4	-0.01375
SPR	0.381166666666667
SAMD9L	1.63275
ABCE1	0.79325
SUPT3H	-0.0618333333333333
ACTBL1	0.77525
ADAMTS4	0.501166666666667
SLIT3	2.6005
RHEBL1	0.19475
NPM2	-1.5505
MAN1C1	0.43225
KIAA1856	0.883083333333333
HSPA6	2.95475
LOC388152	-1.2965
C10orf140	-2.0235
ZDHHC12	-0.355
LIN7A	0.0863
PHC2	-0.0628333333333333
SPHK1	-0.91675
TRIM26	1.21225
FAM83E	-0.456
C18orf24	-0.125
ZNF578	0.327
ORAI1	-0.31225
RUVBL1	0.32375
C7orf20	0.606
APAF1	-0.4665
SLC36A4	-1.6595
MYH11	2.224
NEK1	0.864
MPP2	-0.149375
C12orf24	-1.85675
TNK2	0.55075
ZNF289	-0.2345
MATN3	-1.40442857142857
IFNGR2	0.750333333333333
ITPR1	-0.92275
EBF3	2.2328
TBC1D20	0.5277
OR10P1	0.33125
DDAH2	2.246
SHPRH	-0.471
STX7	1.563
