Hybridization REF	TCGA-A8-A06U-01A-11R-A00Z-07
IL10RB	0.0843333333333333
OTUB2	1.079375
VWA3A	-0.2715
SPIC	0.461333333333333
OR6C4	0.3355
PSCD4	0.909333333333333
DPY19L2P2	-0.19
TRAPPC6A	0.736666666666667
C21orf2	-0.541833333333333
CEMP1	-0.3865
LIN7B	0.673
E2F7	-2.15083333333333
VCP	0.51925
LAMA3	0.554636363636364
BGN	1.3825
GPR160	1.413
COCH	-4.5235
GPR81	2.27883333333333
APOBEC3F	-1.326
tcag7.1017	-0.86325
C1orf32	0.65
SCGB1D2	6.2965
FLJ43987	0.0885
C6orf170	0.171
KLK9	0.274
GPD1L	1.188375
VPS37B	0.4265
ATG3	1.541
ADAMTS17	-0.1685
KLHDC2	-0.0811666666666667
NDUFV2	-0.83025
BLK	-2.529
MATN4	0.339
GPM6A	-0.170142857142857
GBP4	4.72333333333333
TMEM162	0.0735
PKP2	-0.1515
HRASLS	-1.00255555555556
MMP1	-2.50425
SFXN3	-0.2049
FSD1	-1.67616666666667
ST6GALNAC3	-1.69183333333333
CA12	3.4014
NCOA6	1.07
C19orf58	0.3585
PPP4R1	-0.386166666666667
MAN1A2	1.76633333333333
IKBKAP	-0.83725
UPF1	0.3485
KIAA1219	0.79975
WNT16	0.3158
SNW1	-0.388375
IL18RAP	2.75875
RPP30	-0.38975
CDC40	0.429428571428571
SETD3	0.704333333333333
SLAMF6	0.08125
ELK4	0.9765
TRIM47	1.12
ACOX3	1.723
TRIM6	-0.82625
KIAA0372	-0.3905
TP53AP1	0.343125
SMURF2	-0.122
ADAD1	0.554
EBP	-0.7575
KRTAP13-2	-0.0745
FLJ36874	-1.31933333333333
TOR1A	0.3595
P2RY4	0.7425
GPBP1	0.40875
TRPV1	0.132125
ADAMTS12	-0.325833333333333
PES1	-0.3718
ATG4A	1.84533333333333
MAGEA10	0.89475
WFS1	1.74125
CC2D1B	-0.570333333333333
PABPN1	-0.302375
SLC25A30	0.252
SLCO1C1	0.445
SLC22A5	2.09475
KIF23	-1.51616666666667
SYN2	-0.29
ASPN	6.34083333333333
CENTG2	0.94125
QSOX2	-1.7448
FLJ10815	0.629666666666667
STK24	-0.5363125
SPEG	0.4901
STK10	1.01016666666667
DACT2	-2.7235
AAAS	-0.50225
SSX3	0.360375
ABCD3	0.3429
C4orf12	-0.020375
PARVG	0.7295
FIG4	1.41475
C9orf46	-0.49125
TMCO6	-0.345
IGHMBP2	0.197
DUS2L	-0.240833333333333
FAM3C	-1.6799375
TMEM16D	-2.4065
DCTN4	0.67225
KCNH3	0.04025
EIF2AK2	1.83
AP1S3	0.4795
CST4	0.7095
PAM	-0.0400625
NUTF2	-0.34
CITED2	0.0085
SLC39A4	-1.89475
C2orf52	-0.679
GRM3	-0.05
C12orf49	1.64875
CCDC49	1.1416
GRAMD1B	-1.20442857142857
FNDC4	-0.895
SIAH2	2.3455
GDPD4	0.37425
C21orf87	0.696875
ATP5A1	-1.57916666666667
C16orf63	0.457125
LOC388135	-0.8465
ATP5J2	-0.9465
MMP3	-1.73175
EMID2	0.0545
CRHR1	0.58975
WDR70	-0.35225
C13orf31	1.37
ZFAND1	-0.34775
CCL18	4.18066666666667
C3orf49	0.523
RINT1	-0.7205
KIAA0408	-2.29283333333333
F13A1	4.6541
SLC10A1	-0.125
OGN	-0.41075
GIPC2	-1.78183333333333
XPO6	-0.0483333333333333
LCE1A	0.4455
FMR1	0.9189
LOC374920	-0.2625
DUSP3	0.851125
ANKMY1	0.705
C7orf50	-0.51825
BBS9	-0.000400000000000006
UNC119B	-0.568375
C9orf72	-0.4065
MGC35440	0.04625
ENTPD6	0.935125
PPP1R2P9	0.53975
ERCC4	0.57425
FAHD2B	0.0625
HMHA1	-0.9955
HACL1	-1.2295
RAD23A	0.181833333333333
FAM83B	-2.2015
PPP5C	-0.423166666666667
RNASEH2C	0.493875
C9orf153	-0.11925
SCAMP4	0.8605
GHITM	0.3478
NDUFB7	0.530125
ADCYAP1	-0.0756666666666667
SP110	1.98733333333333
MAP3K7IP2	0.653
DHH	-0.0565
AGRN	0.111714285714286
WDR33	0.508333333333333
CEP290	0.180166666666667
PRPS1L1	-0.5555
KLRA1	-0.6225
GPR97	-0.175
CHD7	-0.56325
TLR10	0.99125
SLC30A8	2.5945
HIC1	0.544833333333333
IAPP	0.6235
RXFP4	0.284
GP1BB	0.57225
SHQ1	-0.0835
NKX2-3	0.410833333333333
API5	0.33925
FTHP1	1.3205
MOV10L1	0.5014
TRIM6-TRIM34	1.794
ADHFE1	-0.21775
FAM117A	-0.50175
DDI1	1.3315
CDON	-1.2315
TRIM73	-0.998
IGKC	4.637
MMP14	-0.0765833333333333
DYNC1LI1	0.023
C11orf66	0.49075
TRBV3-1	-1.2985
FASTKD5	0.7325
BIVM	-2.22025
LHX4	-0.0205
CXCL2	-1.8986
RAB2B	-0.113666666666667
IZUMO1	-0.60125
MAP3K15	-2.29471428571429
FAM19A2	0.210833333333333
ZC3H8	-0.717166666666667
ZMAT1	1.552375
SPINK5L3	-3.16475
SLC10A6	-0.0975
APPL2	0.165
CARD10	-0.2125
LOC402176	-1.6215
EEF1D	1.1782
RAB6A	0.819
C12orf5	-0.5835
PAPOLG	0.22525
MSRB2	1.367
BCR	0.356611111111111
PUS3	-0.28075
TIAM2	0.536
ZNF317	-0.0323333333333333
CHD2	0.686071428571429
FZD5	-1.51059090909091
NUDT8	-0.83475
ZNF763	-0.5195
PRC1	-1.91066666666667
ABCB9	-0.887
SPATA3	-0.152
TRAK2	-0.32825
STAB1	2.690625
LRRTM2	-0.993666666666667
psiTPTE22	0.69775
DBI	1.26
SERPINA11	0.8475
NAT5	0.89075
C20orf58	-1.90175
RPS6KA4	0.384833333333333
FLJ90650	-0.278
TGFBRAP1	0.27925
CHRDL2	-0.57975
FAHD2A	-0.105
CNTN1	-0.748
BBS4	0.0487
TMEM181	0.14125
MINPP1	0.20175
MPHOSPH6	-0.78325
HOXC10	2.6382
ITPKB	-0.197375
CLPTM1L	0.036
MEOX2	-2.054
ATP6V0C	1.367
PRPF8	-0.681
TMC5	2.39625
FKBP3	-0.418
PLEKHB2	0.631625
OR4D6	0.558
ZNF544	-0.7865
D2HGDH	0.323375
RPL18A	-0.9511
HEL308	0.675875
MPP6	-3.769
TCERG1	-1.71625
KRT16	0.742666666666667
KLF17	-1.07825
KLF5	-0.922375
CDR1	0.88175
VCX3A	-3.828
FBLN2	1.00225
C14orf104	-1.314
HBE1	-4.3868
OR4S2	1.059
C1orf108	-0.508
ROBO4	2.92316666666667
CPEB4	1.53975
C11orf80	1.47466666666667
BCKDHA	0.731
MYOC	-0.2625
GIF	0.0015
CKMT1A	-1.212
RPL3	-0.5894
THBS1	2.630375
APOO	0.5645
ARMCX1	-0.592
HSZFP36	1.49825
SNAPC5	-0.142
EIF4ENIF1	0.053
ZNF433	0.16075
TNFRSF21	-0.148125
TMPRSS7	0.201
SPATA18	1.9083
HPDL	-2.9555
MKL2	0.7922
TBX3	0.380230769230769
C21orf93	0.301666666666667
DAXX	-0.036
ELMO1	-0.72325
RGS13	0.598666666666667
TAF11	-0.98875
UNC13A	-2.07725
LOC653314	0.3011
ORC3L	-0.1405
IMAA	-2.7295
TARBP2	-0.65025
CABIN1	-0.0248
TRIOBP	-0.0626875
HIST1H2AC	1.833625
RGS22	-1.2575
NCOA1	1.31716666666667
IL25	-0.00850000000000001
SNCG	1.1675
GPR6	-0.7165
AMDHD1	0.0325
CHEK2	-0.472875
C6orf142	-0.3465
DRD4	0.47175
C14orf68	-0.648
GDF11	-0.809
SEMG2	1.085
CD247	-0.66225
CDAN1	-0.41225
RBMX2	0.607166666666667
TGS1	-0.6235
OIT3	-0.5185
SYF2	-0.54325
MCM4	-2.398
PKHD1L1	0.509625
CEP192	-1.56683333333333
IFT88	0.3015
RPL9	-0.606785714285714
RAB32	0.076375
DDX43	0.7145
P2RX2	0.477333333333333
OR5D18	0.0745
UBE1	0.484833333333333
SLC24A1	-0.17775
ARHGAP5	0.7785
CETP	-1.166
KIAA1731	-0.4995
SLC9A4	0.194
PTPN6	1.30175
BAHD1	-0.5535
GRIK3	1.3425
CACNB2	-0.7087
PDE10A	-1.4005
DGCR14	-0.3665
PCDHB9	0.185
RHOQ	0.714666666666667
MAP3K4	-0.5655
KTI12	-0.500833333333333
RPL23AP13	-0.024
GNG11	-1.85475
CLCN3	1.19966666666667
GPAM	-0.7095
VSTM2A	0.7345
SLAMF7	3.1395
INTS2	-1.1875
PPP2CA	-0.0592
LRP12	-1.08506666666667
SEC14L2	0.393333333333333
DKFZP586H2123	1.9125
MC3R	0.0955
CIRH1A	-1.16383333333333
HIST1H2AB	2.54866666666667
POLH	-0.188375
MGC16703	-2.0155
SNAPC2	-0.306
FILIP1L	1.2335
RASGRP4	0.452
LRRC1	0.369
GAS1	-0.19875
PRAC	-1.183
DGKA	-0.659666666666667
NT5C3	-0.79225
PEG3	-2.35983333333333
NADK	0.049
PRR17	1.50725
LOC374569	-0.50575
SGSH	0.248166666666667
NLRP8	-0.089
GALT	-1.3056
MCF2	-0.71
ZNF263	0.99525
TACSTD1	1.22866666666667
TYR	-6.2821
ATP6AP2	1.242
RNUXA	0.20725
ABHD10	1.2205
GDPD2	-0.12325
SLC35C1	-0.14325
UBE2A	0.958625
HERC5	2.03333333333333
FAM112B	-4.31933333333333
FBXL16	-1.4985
DKFZP434A0131	-0.58375
ELA3A	-1.8895
RBM41	0.4025
HAO2	-0.22775
RNH1	-0.395125
SHANK2	0.0923333333333333
OSBP2	-1.070625
DAK	-0.187
C3orf58	-1.18633333333333
TCL1B	0.47
KBTBD2	-0.576375
SUGT1L1	0.6135
UBE2E2	0.0808333333333333
MYL9	2.122
CDC23	-0.283833333333333
PBXIP1	1.8512
CXorf40B	1.505
NBL1	0.532
RTBDN	0.178
RAB11FIP5	0.60325
TTTY13	1.473
SCOTIN	-0.641416666666667
SOHLH1	-1.27933333333333
CDKN1A	-0.717928571428571
NCK1	0.32525
ZNF550	0.03775
SAPS3	0.537333333333333
SPIN3	1.00933333333333
MAGEE2	0.23775
MIS12	-0.244833333333333
OR8H2	0.6275
KIAA0774	-1.29066666666667
UNC5D	-1.1865
CUL7	-0.8975
LIPC	-3.4754
DIO1	-2.2405
C20orf11	0.6041
CTRL	-0.67725
HS3ST2	2.75225
PAK4	1.041
CCRL1	1.775
RNF10	0.18775
ZNF567	-1.09525
ZNF660	-1.1725
TCEAL3	2.96475
MAGOH	-1.25833333333333
CENPB	0.5075
C19orf7	0.149625
LOC388965	1.6415
ZCCHC13	0.5755
JMJD1A	-0.4326
HIST1H4H	2.35
TBRG1	-0.756
GPC3	-3.465875
TAF1C	-1.0455
EBNA1BP2	-0.361333333333333
CIAPIN1	1.48775
PDGFRA	-0.887722222222222
CSTB	-0.368375
CENPI	0.0985
GTF2E2	0.347666666666667
RPP21	-0.0395
CCNF	-0.420166666666667
KCNQ3	1.1725
FAM79A	1.48925
SLC22A12	0.538
NOVA1	-0.704166666666667
FZD3	0.8054
AKAP8	0.26775
SOCS5	-0.196375
CFDP1	-0.51225
DLG5	0.27225
PGM5	-0.33125
C1orf144	0.648583333333333
HDAC10	-1.0155
RND2	-1.14475
C20orf199	-0.55
RNMT	-1.2575
SLURP1	0.635875
ASTN1	-0.458125
SH3BGR	1.16025
MYCL1	0.596
ZHX1	0.691
CENPK	-2.1955
FOSB	0.5005
LOC643406	0.743375
C2orf59	-0.433375
TMEM135	0.269875
SLC27A2	0.1005
KRT33A	2.7235
OVOL1	1.0445
PAMCI	-2.62216666666667
S100A7	-0.359
ZNF789	-1.222
HARS2	0.26025
RPL23A	-0.896833333333333
TCF23	0.1575
UPF3B	-0.809875
C17orf78	0.5765
HLA-DOB	0.617
C14orf142	0.00500000000000002
TEKT5	2.0045
DMWD	0.6385
POLD1	-1.75016666666667
GSCL	-0.013
CALD1	-0.0619
SCRT1	0.307
AIG1	2.17025
UNC84B	-0.058
ZNF404	-0.8525
TMED6	-3.678
KIAA1462	-0.097
LRRC27	1.2425
PYGO1	-0.282
PIGU	0.147833333333333
ALAS2	-3.4885
WRNIP1	0.2505
CNNM3	0.5055
ZNF2	0.5245
ST3GAL5	-0.577416666666667
MRPL23	-0.8735
TSSK6	0.30375
PSMA6	0.80925
C16orf70	0.39575
KIAA1602	-0.16725
ALMS1	-0.700333333333333
DCN	1.143125
TMEM132D	-0.75775
SUCLG2	-0.7355
ABHD14A	-0.97675
DEXI	-1.05883333333333
AMPD2	-2.26483333333333
IFNAR2	-0.205833333333333
CYB5A	0.4358
TLOC1	0.5021
NXF5	-0.733333333333333
NRBF2	-0.21025
KCTD3	0.0775
ITGAE	-0.484333333333333
SLC30A3	-1.51983333333333
ZRF1	-1.8
IFRD2	-1.3955
XAB1	0.285
PYCR2	0.224666666666667
SERPINB3	-3.609
TMLHE	0.5549
GEFT	-1.9785
ABCA5	0.58925
EMR4	0.072
TSFM	-0.09025
HIST3H2BB	0.98775
ARHGEF19	0.34925
TSPAN17	0.736333333333333
ABCC8	4.03275
MAP1S	0.159666666666667
C22orf36	-0.201
BNC2	-0.558428571428571
HIST1H4A	-0.77575
NDUFS3	-0.4195
WDR3	-0.526166666666667
XKR4	-0.562
TTC33	-0.482142857142857
STMN2	3.035
CPN2	-1.07366666666667
HSPC105	0.913125
PCOLCE2	-4.92375
C3orf55	1.5735
KLHDC9	2.33683333333333
TBC1D23	1.489125
ATXN2L	-0.8315
MAP2K3	0.51225
SCAP	-0.7875
ZNF486	0.310333333333333
C20orf96	1.79825
NARS	-1.23275
ADAMTSL1	-0.6825
PRCC	0.574333333333333
CCDC126	2.59583333333333
ZNF675	0.07425
CALCOCO1	0.8205
ANKRD43	2.15425
CWF19L2	0.286
ZBTB32	1.92516666666667
BRAF	0.26775
ODF4	0.38475
MGC14376	0.491833333333333
HORMAD1	-3.05633333333333
AAK1	0.214833333333333
PEBP1	-0.733416666666667
TNFSF5IP1	-0.905166666666667
DKFZp564N2472	0.2165
RMND1	2.199375
IGKV1-5	4.35625
COL1A2	2.10916666666667
SERPINA5	-2.5395
AANAT	0.6305
C19orf21	-3.05466666666667
GEMIN5	-0.31375
UBR4	-0.713833333333333
LTBP3	0.205833333333333
AMHR2	-2.57666666666667
PROCR	-0.66125
MYBBP1A	-0.2065
C20orf39	-0.283833333333333
ZNF697	-1.044375
PASK	-0.72
ZNF776	0.648833333333333
RFXDC2	-0.21375
KIAA0467	0.0605
C10orf96	-1.424
ZNF503	-0.254
GULP1	-2.669
KCNE4	-1.03033333333333
DKFZp434K191	-1.54625
LOC196913	-0.8705
BHLHB4	0.4865
CH25H	-0.25725
LOC81691	-0.0973333333333333
ALPL	-0.274357142857143
COL12A1	1.260125
FOLR3	-2.29783333333333
GPR123	0.277125
TRIM62	0.550285714285714
ABLIM1	0.129
MAST3	-0.3755
RHBDD1	1.26266666666667
LOC338809	-1.657
RYBP	0.0890000000000001
TTC26	0.3185
ZNF22	-1.53616666666667
ISCA2	0.035
RDM1	-1.455
PIGM	0.922
GNB3	-0.949
ACTR2	0.7205
HMGB1	-0.6443
EDG1	1.84666666666667
SOAT2	-3.57
OR10AD1	0.943
RAP1GDS1	-0.0925
LCE1F	0.6585
ESM1	-1.556375
RCN3	1.14775
CREBL1	-0.25575
DBNL	0.475166666666667
PTGER3	2.68625
USP30	0.967333333333333
BCL2L12	-1.00016666666667
KIF26B	1.86025
ZNF416	0.67075
ZNF225	-0.536
C17orf70	0.5555
ZNF554	1.59725
RAE1	0.107166666666667
TNIK	0.483166666666667
ACTN3	0.298
MGC45922	0.5265
CCNA1	-0.351666666666667
RYK	0.705333333333333
IL26	0.6135
LRP3	0.525833333333333
QARS	-1.3605
SOX7	0.279
BID	-0.178875
OR2S2	0.1605
CXCL14	2.176
C11orf47	-0.4865
MGC29891	1.124
HSPB8	2.4774
PRDM14	-1.1535
NUFIP2	0.78175
MNAT1	-0.2595
ZDHHC2	-1.78041666666667
MBNL2	-0.273375
ADD3	-0.453
CSNK2A1P	0.345
KLK6	-0.491833333333333
TMEM111	1.6045
KIAA1279	0.784
NUBP2	0.512833333333333
RAB42	-0.53925
ID3	-1.3192
TM9SF1	0.672
MDP-1	-0.65625
POU4F2	0.2525
IQCK	1.7985
C16orf14	-0.113
CAPN3	-1.7075
FAM43B	-0.533375
RECQL	-1.1115
AP1G1	0.633142857142857
CTNNBL1	0.616666666666667
ECHDC1	-1.315
SMARCC1	-0.6585
FOXQ1	-1.202
GNAI3	0.0958333333333333
POLG2	-1.35025
CD4	1.24425
ITLN1	0.40775
EBI2	2.331
IRF1	1.80875
PTPRE	1.1584
PTK2B	-0.251
NXNL2	-0.1815
SOX4	0.275944444444444
TSPAN3	-0.0823333333333334
SH2D1A	-2.36166666666667
C8orf58	-1.30266666666667
USP20	-0.512
DUSP22	-1.17391666666667
CALB1	-1.8788
L3MBTL2	0.0331666666666666
MCRS1	0.135
TMEM118	-0.0676666666666667
C18orf8	-0.150666666666667
FLJ10241	-0.018875
GJA12	0.153
PKD1	-0.191166666666667
ZFP3	0.572
JAM3	-1.683125
LAPTM4A	1.1425
DIRC2	0.22225
KIAA2022	0.725333333333333
MYOM1	-0.935833333333333
TRPM8	-2.41333333333333
MOP-1	0.92075
PHKG2	-0.134125
ZNF650	1.094125
KIAA1522	1.34725
PSG8	-1.25333333333333
DDX19B	-0.024
MOBKL1B	0.16725
DIAPH2	0.0111666666666667
PTPN12	-0.01825
CLN8	-1.2564
CRYZL1	-0.0303333333333333
CRY2	0.657083333333333
FCGR2B	4.113
PNPLA4	0.642375
ZNF454	-1.189
DKFZp434B1231	-0.151
CLDN11	0.319
RFWD2	0.400833333333333
CIB2	-1.249
MXRA8	1.83625
HRK	1.816
MAML2	-0.90275
C4orf31	-0.83775
C6orf192	-0.35275
COG6	0.30125
FAM5B	4.0595
NFATC1	-0.3086
SEPT10	-0.3355
SCYL1	0.1574
RPP40	-0.19475
SCOC	1.0004
KIAA1450	0.27
CTDSPL2	-0.919
TBX5	1.51
NAPG	0.345375
RHD	-3.83025
C14orf45	1.12616666666667
ZBTB22	0.804
PLCG1	-0.2465
ANKRD10	-1.804125
AQP7P2	-0.47425
TAGLN2	0.908833333333333
HTR2C	-0.9652
SLC16A7	-2.08383333333333
C17orf83	-0.45625
TSGA14	-0.475333333333333
MDH1	-0.4955
PPP3R2	0.523833333333333
DCBLD2	-2.25335714285714
RBM33	-1.002375
DPH3	-1.43075
SYT10	-0.836166666666667
FMO4	2.311625
THYN1	-2.03275
DRD5	-2.954
OTOR	0.90125
PGRMC2	1.6204
KATNAL1	-0.462125
PAQR6	-2.653
UBE2I	0.525
C14orf28	-0.02575
C8orf70	-0.243
FLYWCH1	0.2535
ANGPTL3	-2.356
GLRX2	0.373166666666667
ATP11A	-1.444
ARL5B	0.9585
MUC16	-2.4465
SLC25A5	0.133714285714286
ACRC	-0.34675
MYO1C	-0.207
FAM89B	1.43416666666667
FAS	-0.053125
KIFAP3	1.3935
GLRA2	1.877
BTN3A2	0.5811
CNKSR3	0.233
CSTF3	-0.198333333333333
ARPM1	1.39325
KIAA1530	-0.042
C9orf150	0.2345
PRKCI	1.23625
tcag7.1015	-0.5335
SOD3	-1.2225
ZNF574	0.447
CYP21A2	1.19325
RPL12	-0.6275
COMMD2	-0.03025
WIZ	-0.29
LOC344405	-0.68175
ALDH4A1	-0.781882352941176
CRYAB	1.8525
COPA	0.952766666666667
PCDHGA7	1.2535
KIF11	-0.912083333333333
RASD2	-0.32775
SLC26A3	0.303
ZNF175	-0.5535
JAKMIP2	-2.322
C8orf4	-0.472833333333333
PTHLH	0.63675
SLC40A1	3.94558333333333
OR7D4	0.3635
PCDHB17	2.1225
CD36	3.22685714285714
C6orf203	0.992
PRKG2	1.782
LOC400566	0.68125
ANAPC13	1.0925
SLCO3A1	-1.53625
ZNF692	-1.4595
FANCL	-0.7705
SH3GLB1	0.14725
C12orf61	0.163
KBTBD6	0.00574999999999999
SUPT5H	0.11675
XRCC6	-0.209
HUS1B	-0.5886
FAM133B	-0.515857142857143
LOC728276	-0.837
KCTD18	0.24
SOS2	0.06
CCDC99	-0.99425
C1QTNF5	2.395
NNAT	-0.227166666666667
USP16	-0.597
LARS	-0.538625
ZBTB2	1.003375
ABO	0.0448333333333333
TRAF3	1.016
GALNT5	-2.505
NAP5	1.296875
ALG14	0.788833333333333
KIAA0515	0.0292307692307692
WDR75	0.00866666666666667
TEX261	0.354333333333333
LY86	0.60525
LOC389072	0.2365
FLJ13611	0.34975
MRGPRX2	0.735
SNRPA	-0.759625
OR2G2	0.362
GPRASP2	0.9165
C7orf42	0.4158
C9orf163	-0.541
CYP11B2	0.2655
FCRL3	1.13583333333333
PRDX1	1.2145
FGB	-0.915833333333333
COX17	0.8625
C16orf33	0.574
PIWIL1	0.532
FOLR1	-2.51
KIAA0082	0.508
FREQ	-1.17766666666667
TMCC2	-1.46383333333333
TCF12	-0.179333333333333
ZNF721	-0.4585
FAM130A2	1.5485
POU4F1	-3.24725
SNRPF	-0.8365
SGIP1	1.07683333333333
ZNF641	1.07416666666667
EMG1	0.258875
PRRG4	1.208
HIRA	-3.245
MYNN	0.866333333333333
AEBP2	-0.63375
TBXA2R	-0.236833333333333
ISL2	-2.41416666666667
PCDHB11	1.3005
RNF144A	-0.736875
MARCH5	0.37175
DULLARD	-0.389666666666667
DCLRE1B	-1.5035
ITGA8	0.296
TP73	0.34075
PRKCD	1.3765
NDUFB4	0.60075
ATP13A4	1.921375
ANTXR2	-2.1355
COL4A3	-1.478
MYO10	-1.5235
SLC6A18	0.664
PEX1	0.05
TMEM74	-1.2314
RBM19	0.40025
TAPBP	0.756
RUNX1	-0.0707499999999999
MID1	-0.975083333333333
GPR64	-0.312666666666667
RASEF	3.47425
GABRG1	0.429285714285714
MYO16	-1.12975
DBF4	-2.14633333333333
TSHZ2	1.835
RIPK2	0.28125
PPTC7	0.0821666666666667
KIF4B	-0.082
LRRC31	5.615625
ZNF540	0.34325
EFNB3	-0.221166666666667
LOH12CR1	0.706125
STON2	1.06266666666667
GLP1R	0.32825
CSTF2T	0.43875
IREB2	-0.41175
GRSF1	0.19875
PDCD7	-0.979
LRRC43	0.721
CNR1	-0.379333333333333
IL1F7	-0.6235
C12orf64	-0.35325
FAM69B	-2.04175
NR2E1	-2.24333333333333
MS4A6A	2.7918
FTL	-0.4243
C7orf36	-0.21525
PCLO	1.3708
DYRK2	1.10766666666667
ARIH2	-1.451875
SAMD7	0.3785
SCNN1D	-1.15025
SLC32A1	-1.05175
C22orf25	0.315
MRPS18A	0.2356
GPR112	-0.5965
EARS2	0.435
ERN2	0.5965
ATPBD3	-0.123666666666667
PRH2	0.3665
CDKN2D	0.6605
PGLYRP2	0.02425
TRIM40	0.0485
SEC14L3	-0.114
SLC22A1	-1.008
BTN2A3	0.16525
RASA4	-0.852
CCNL2	-0.93525
MYBPC3	0.3445
GJA4	2.967
CDC42SE1	0.925
TRPV2	-1.367
MYPN	-4.9877
SIM1	0.1015
CDADC1	0.323416666666667
ZFHX4	0.18
NIBP	1.8485
ADAMTS19	-2.75875
ABTB2	-1.00425
TSPYL2	0.721375
EIF2S3	-1.1046
SOX30	-0.6835
AP2A1	-0.201666666666667
DKFZP564O0523	-0.797833333333333
LOC285398	0.3905
CDH18	-4.693
CHL1	1.280875
GATS	-0.5043
TBC1D2B	0.167
OR1J1	0.078
GSN	0.8685
DPCR1	-0.017
GARNL4	0.171
SMARCA5	0.45675
PLEKHG3	0.514
ZBTB45	0.6065
FRMD6	-0.443
PLS1	-1.49583333333333
DGKZ	-0.394333333333333
EFNA1	1.2487
WDR85	-0.954625
ANK2	-0.564
PAGE4	-0.940333333333333
SENP6	0.777166666666667
AKR7A2	0.1235
FKBP10	-2.612
VEGFC	-2.01783333333333
LARP1	0.0466875
SRBD1	0.12475
ITGB6	2.23525
SLC1A2	0.239846153846154
INVS	0.0673333333333333
MPO	0.18875
MOBKL3	0.4316
CUTL2	-2.53214285714286
KLK2	0.126916666666667
VIM	-1.486
REG1B	0.1255
PCDHGC4	0.74625
C3orf34	0.590166666666667
SUMO3	-0.119333333333333
CST9L	2.268
MLL4	-0.651
SPR	1.41466666666667
SAMD9L	1.237
ABCE1	-0.31275
SUPT3H	-0.611666666666667
ACTBL1	3.42075
ADAMTS4	-0.169333333333333
SLIT3	2.2285
RHEBL1	-0.9285
NPM2	-1.41425
MAN1C1	0.845875
KIAA1856	0.652916666666667
HSPA6	1.5065
LOC388152	0.5115
C10orf140	1.857
ZDHHC12	0.3165
LIN7A	-1.7336
PHC2	-0.21975
SPHK1	-0.7425
TRIM26	0.4365625
FAM83E	0.4965
C18orf24	-2.09216666666667
ZNF578	0.3725
ORAI1	-0.18775
RUVBL1	-0.663583333333333
C7orf20	-1.29083333333333
APAF1	-1.26
SLC36A4	-2.46166666666667
MYH11	4.34666666666667
NEK1	0.1418
MPP2	-0.243875
C12orf24	-2.89025
TNK2	0.894875
ZNF289	-0.55775
MATN3	-0.734142857142857
IFNGR2	0.590166666666667
ITPR1	0.55125
EBF3	1.4758
TBC1D20	1.237
OR10P1	0.51325
DDAH2	-0.31325
SHPRH	0.1255
STX7	-0.085
LOC554248	-2.75325
BCAR1	-0.15875
ATXN3	0.593
TRIM27	0.0755
CDC42EP2	0.7355
CHP	-0.0495714285714286
SOX17	1.792
ZNF259	-0.488166666666667
CHCHD1	0.04275
ZDHHC19	0.2435
GBP2	2.623
GARNL3	1.129125
MRC2	-0.18075
C1orf52	-1.31625
AOF2	-1.17033333333333
LRPPRC	-0.2218
ACVR1C	-0.6265
TM4SF18	1.95733333333333
TMEM169	-0.0651666666666667
PPP1R16A	0.341
EBF1	-0.844666666666667
RRS1	-0.087
SNX2	-0.012
OR2T2	0.493
RBX1	-0.065
ANKRD54	0.280333333333333
TSNAX	0.541833333333333
TMEM83	-1.80175
ZBTB7A	0.669
ATM	-1.933
LOC338328	1.01366666666667
TIE1	0.8085
HIST1H3G	0.516333333333333
PASD1	-4.2415
TINAG	0.84775
PCDHAC2	0.2915
LRRC15	-0.4835
WBSCR17	-1.01975
TFF2	-0.114
PARP2	-0.99925
NDFIP2	-1.208625
PCDHGB2	1.2735
WDR60	-1.7205
MAP7D2	-1.9715
USP45	-1.087
GSDML	-0.24325
TNS1	0.6181
PLCD4	-0.17625
IQCD	1.493
SMPX	-2.36375
CD9	1.3455
SRGN	0.8185
CASP7	0.833
INOC1	-0.392666666666667
DKFZp451M2119	-1.13075
VMAC	2.032
USP53	0.4876
CAMK1G	-0.362625
TMEM106A	0.323
CDC20	-1.5031
ACSL5	-0.477
CBWD5	-1.325375
C1orf87	-1.3832
KIAA1274	-0.68575
PRUNE2	-2.13107142857143
LYPLA2	0.180333333333333
DOK6	-2.623
GPR149	-0.19925
FAM30A	2.1045
TMEM129	0.5745
SLC35B3	0.325
ACPP	-0.2496
LOC200261	-0.697
SLC4A7	0.7748
CCDC40	2.5885
GART	-1.21325
THOP1	-0.2675
SCARB1	-0.63325
CACNA1F	-0.443
TRIAP1	-0.0085
SYT14L	1.1925
SFRS8	-0.223833333333333
PBOV1	-0.42575
GOLSYN	2.3245
GJB7	-0.877
CAMK2N1	0.61075
GREM1	2.82072727272727
FLJ20433	0.89625
QPCT	-3.308375
PRKAG2	-0.0663333333333333
H2AFX	-0.34675
C6orf154	0.38525
PLOD3	-1.6025
ZBTB39	-0.120666666666667
WASF3	-1.83333333333333
DRG1	-0.271
PRR4	1.6395
SPCS1	-0.5735
KDELR3	0.814166666666667
SRP19	0.3175
GABRA6	-0.138
MFSD1	0.37475
MMEL1	2.4365
PDXDC2	0.4509
BUB1	-2.66566666666667
RNF138	-2.74175
MYLPF	-0.795
AIF1	0.419166666666667
