Hybridization REF	TCGA-AN-A0FG-01A-11R-A00Z-07
MAP4K5	-0.0388333333333334
LASP1	1.84625
LOC130951	-0.382
PLAA	0.67375
KRT6A	1.498
C6orf117	-2.901
ARHGAP23	0.72
PTF1A	-0.919
GPHA2	-0.2535
LCE3B	0.6025
MCL1	0.343214285714286
EHBP1	-0.730333333333333
PRNP	-0.4440625
ZSCAN1	0.922
C1orf113	0.499166666666667
FOXA3	-3.09225
NEB	0.24925
ASGR1	-3.9045
CTGF	1.87333333333333
RAB17	0.543666666666667
MST101	-0.6755
JARID1B	0.2828
USP37	0.3088
PTBP1	-0.612333333333333
PTPN7	0.488166666666667
CDC7	-0.754
SNX7	-1.223
ZNF335	-0.07575
CPT2	-0.5275
HEATR1	-0.3615
HSPC152	0.6435
C5orf40	0.26525
PSME1	0.344833333333333
STAG3	-1.278
TMEM154	2.15066666666667
KLHL32	-0.491166666666667
TSGA10IP	-0.5935
SUV420H2	-0.76
SF1	-0.343
2'-PDE	0.3170625
PNLIPRP2	1.2035
TRSPAP1	-0.224333333333333
NUP210	-1.029
ANP32C	-1.50916666666667
RAB11B	-0.0561666666666667
ASB15	0.1155
ITGB3BP	-1.496
UBASH3A	0.5045
YWHAB	0.82375
TPRX1	1.14675
LY6G5C	-0.04625
SLC7A2	0.058125
CLK1	0.0162
HSD3B7	0.0848333333333334
VDR	3.6085
C16orf74	-0.27075
ACE	0.552
PSMA2	-0.7635
CCDC131	-0.243
ZNF213	0.9215
EML2	0.02275
ALS2CR13	-0.511666666666667
GLYATL1	1.46325
DSPP	-0.7045
DHFRL1	-0.53775
C10orf30	-2.50933333333333
SH3RF2	-0.219666666666667
LOC197322	-0.599
DLL3	-1.24225
TIGD7	-0.48875
GFRA3	0.32975
CPA1	-0.137833333333333
RTN4	-0.810666666666667
PPT2	-1.76183333333333
FASLG	3.72291666666667
FOXP4	0.18325
RPL26	-0.4368
GNL3L	-1.5165
FMR1NB	-0.745666666666667
CD163	7.53375
SGPP2	1.982
GIMAP2	1.38125
CD37	1.90833333333333
DPT	3.11025
NBLA00301	0.8675
RGS5	2.44166666666667
C9orf4	0.6475
ACTL8	-3.73733333333333
PRKAR2B	0.745
OPLAH	1.252
C20orf134	2.5435
SPACA5	0.1835
TBL1X	0.032
TSPYL3	-0.4395
CHCHD3	-0.8685
CRKRS	-0.0751666666666667
GPR65	4.45825
DFFA	-0.942875
FUT1	1.47625
C6orf204	-0.0785
TMEM51	1.18375
ZNF580	-0.21175
CMTM2	0.351
C20orf200	-0.483
EZH1	0.344833333333333
FDX1L	-0.266125
MRPL32	0.161
PCAF	-0.7285
ALOX15B	3.32366666666667
CD59	1.2885
CDK9	0.168125
ERP29	-0.236333333333333
TTR	-4.885
BCMO1	0.541
DDIT4	-0.9326
PTGDS	3.667
C3orf63	0.1895
BST2	0.462625
CYP1A2	-0.0111666666666666
C5orf25	-1.9255
STX1A	-0.7171875
OR2A12	0.768
SH3BP5L	0.58075
SERINC5	1.128875
USP6	-0.0837
MRPL3	-0.863333333333333
POMP	0.08525
INPP4B	0.858125
GMPPB	-1.04825
EAPP	0.4355
AHSA1	-1.292
ABCA11	-0.619
SLC5A6	-0.829333333333333
HIVEP2	1.47175
SUMO2	0.231375
KIAA1822L	1.30366666666667
C11orf67	0.6015
TXK	-0.015125
PHCA	-0.685125
ICAM4	-2.2405
FPGS	-0.026
SNRPA1	-1.27275
KCNJ4	-0.71575
KIF6	-0.470111111111111
HIST1H2BG	-0.827666666666667
SLC5A5	0.0935
ZNF354B	-0.666833333333333
IL12RB2	1.31825
C11orf76	0.6085
GAL3ST2	0.482
AIFM2	-0.7595
SYNC1	-0.0355
UBL3	-0.272625
PIK3CG	-0.337666666666667
NLN	-0.7344
BCORL1	0.1705
CD5L	-0.3605
ZNF238	1.95616666666667
KIAA1394	-0.5615
C16orf55	-0.1302
CYP3A7	-0.86675
KRTAP3-1	-1.951
TFDP1	-1.314
MND1	-1.75275
NODAL	0.18
GTPBP4	-0.513
TUBGCP2	-0.28925
SLITRK5	-2.4245
CIC	0.61725
CD79A	2.4385
SAMD14	1.214
TNPO3	-1.577
OR10G3	1.8615
OR10G8	0.9285
CCDC111	-0.654
HOXC9	1.42775
DCUN1D1	0.242666666666667
CYB5R1	2.02575
TSR2	-0.00025
DAB2IP	1.0513
SLC6A5	0.72
RAB3D	1.4285
DCUN1D4	-0.740166666666667
ERBB3	0.887833333333333
SDC1	1.76891666666667
ATP6V1H	1.33183333333333
SYK	1.681
ST20	-0.84775
C13orf30	-0.747
WDR40A	0.175333333333333
ADMR	0.253
LOC388335	1.90925
ACSM1	1.017
TDG	0.0639166666666666
FLJ11235	1.34675
MRPS5	-0.9505
AGPAT2	-0.963666666666667
SLC12A1	1.20275
CYP27A1	-0.8815
THAP7	-1.3085
XPO1	-0.704916666666667
ALMS1L	-0.142666666666667
C1orf2	-0.538
ZNF777	-0.165
CAMK2A	-0.196
SMC1B	0.0225
IHPK2	-0.327533333333333
LEMD1	-2.0905
NKD2	0.8219
CLU	0.323
ARMETL1	-0.374
PABPC4	-1.837
CXCL12	2.776
TFAP2C	1.3474
TTTY8	2.541
ABCB10	-0.7089
ENDOD1	0.0981666666666667
IDI1	-0.8625
KCTD6	0.171666666666667
CCDC105	-0.35
ULBP2	-1.5175
ZDHHC5	1.36475
WNT8A	0.168
COMMD10	-0.26475
KLHL12	0.4215
GPR50	0.263
NR5A2	0.276285714285714
OXGR1	1.17166666666667
EHD3	0.18325
CAPRIN2	-0.977375
KLRC3	-2.2605
SF3B1	0.0669999999999999
IPO7	-0.941
ALDH1A1	-0.313333333333333
ANKRD5	0.913625
TSNARE1	0.732
DDEFL1	1.3035
RNASEL	1.47783333333333
DNAH9	-1.666
HELLS	-1.34575
TNS4	2.7025
NAV1	1.3584
KIAA1409	0.109
C20orf26	2.544
TUBG1	-0.67025
IRX2	1.34475
CNGA4	-0.118
MGC50559	0.4495
OR4K17	0.185166666666667
TM2D2	0.995166666666667
FAM32A	-0.982
TXNDC14	-1.22575
CCBL1	-1.303
ANK1	-1.8461
PRSS23	-1.15725
PPM1L	0.3745
SPATA20	0.22075
APCS	0.24575
C14orf122	-0.0888333333333333
PSMB5	-0.258
C6orf10	0.311333333333333
SETDB2	0.516166666666667
SPNS3	-0.67425
SGMS2	-0.176333333333333
MXD3	-0.406833333333333
MON2	-0.5971
CARTPT	0.08025
HNF4A	-1.365
RABEP1	0.5701
TNFRSF10B	-1.693
USH1G	0.593
PPAP2B	-1.406
TMEM16K	-0.8305
CTDSP1	0.754333333333333
CDK5R1	0.626
GABRR1	-0.7345
OPN1LW	0.2855
FAM98C	1.176625
DBN1	-0.233125
ACAD10	-0.739916666666667
QTRTD1	-0.3875
WNK3	-0.979166666666667
RPS19	-0.634875
C1QB	3.86575
OTUD5	-0.535
SLC41A2	0.423166666666667
TMEM22	-1.93983333333333
KHSRP	-0.0648333333333333
TNFRSF11A	0.169333333333333
FBL	-1.1875
IBTK	0.1715
OXER1	0.124
CBLN4	1.559125
GPR172B	3.0365
CFTR	-0.2885
VSX1	1.7555
CAMK1D	1.069
LOXL3	-2.28325
RTP4	2.3045
SLFNL1	0.1535
KIAA0828	-0.396375
PAR5	-0.616
LOC723972	-1.75325
GDI2	0.043
CEBPA	1.1343
MLF2	-0.576
AFMID	-0.65
ALOX12B	0.00249999999999997
BPHL	-0.057875
COX5B	0.04225
S100A10	0.0592
THOC6	0.7025
NHN1	-0.36075
RRP12	-0.282333333333333
ARID3B	-1.897
CD3G	1.04933333333333
KIAA0133	0.26675
NAT11	-1.29783333333333
PPAT	-0.354166666666667
SIRT3	-0.5874
TCERG1L	-1.34525
NIPA1	-0.3354
DPP8	-0.3758
IL7R	2.70133333333333
ZFP64	0.0626666666666667
DMAP1	-0.6703
TRMT12	1.282
TLR4	2.0642
WFIKKN2	-0.02325
RAB12	2.106
DDX51	0.1285
KIAA1086	-1.76275
ZNF295	-0.769
ACVR2B	-1.371
LOC494150	-1.3165
ZNF517	0.572
DNASE1L2	-0.562
SUFU	0.40575
LOC283677	0.6475
LMO3	0.613
PPP2R5D	-0.3095
ZNF587	0.3054
HIST4H4	0.29625
CYP2C8	0.422333333333333
C1orf80	-0.096
DOCK5	-0.588833333333333
C9orf24	-0.222
OR5AR1	1.119
C11orf24	0.1875
UNQ1940	-0.84475
CAP2	0.388833333333333
TIMM44	-0.76075
DSEL	-1.2871
ROM1	0.57125
FBXO4	0.077875
MYLC2PL	-1.871
MLH3	0.5518
NOX1	0.915333333333333
DPEP2	2.22775
DNAJB5	0.55975
RLTPR	0.7355
MBIP	-0.590333333333333
COPB1	-0.987
SFTPA1B	0.459
C10orf4	-0.1719
PRELID1	-0.8345
NOLA1	-0.55075
C19orf24	0.12775
TLR9	-0.801
HLA-DMA	3.37191666666667
HCRP1	-0.9905
GPR137	-0.635166666666667
ITGA11	0.475166666666667
PHF13	-0.0381666666666667
MARK4	0.824166666666667
METTL4	-0.16975
MBD3	-0.5116
LOC134145	-0.360125
FGF3	-0.09925
SLC35A3	0.0925714285714286
CLEC16A	0.62475
AMOTL1	-0.720166666666667
FLJ31438	-1.134
PAICS	-0.64325
TOMM40L	0.994166666666667
MMD	0.20875
KLK10	1.7204
NIT2	-0.234166666666667
SERPINB10	0.40825
KLF15	-0.9438
CCDC5	-0.5875
WSB2	-0.20225
ME3	0.1255
CACYBP	-0.1915
TCTN2	-0.063
JAK1	1.054375
C2orf25	-1.5675
GPD2	1.592
FBXL11	0.433333333333333
CDV3	-0.413583333333333
GALNT11	0.532
NDUFA12L	-0.5469
FLOT1	-1.00564285714286
TOR1AIP2	0.96475
MMP25	0.535
C1orf164	-0.1601
CHST5	-0.043
LYRM4	-0.404
GPER	-1.265
HIPK2	1.88041666666667
DAP	-0.1872
ZMIZ1	0.8565
DDX58	2.27525
DCC1	-1.008
AKT1	-0.873875
ENPP6	-0.429833333333333
ERVWE1	-0.370166666666667
CDC34	-0.57675
RNF125	-0.7255
CASC1	1.43375
SHROOM2	0.64675
RRM2B	1.33783333333333
COL6A3	2.20157142857143
TMEFF1	-2.39325
PLEKHA4	1.0302
LYSMD1	1.67883333333333
SEPT1	0.234333333333333
AOF1	-0.5445
GNPAT	0.3105
WDR18	-0.06475
HSD17B12	0.1505
HIST1H2BM	-0.319333333333333
INDOL1	1.4414
SUDS3	0.71625
C1orf192	-0.202
CYP2B6	-0.1695
TBC1D2	1.45266666666667
SLC25A12	-0.754875
ERCC6L	-1.89366666666667
MGC10814	-1.23033333333333
POLR2C	-1.32133333333333
ZNF77	-0.552833333333333
EIF3K	-0.3365
HPX	0.82925
ANKRD27	0.070125
MALAT1	0.7485625
PLB1	0.342
HRNBP3	-1.091
CPSF4	-0.605
OR52N2	0.5265
PIP5KL1	-0.215
GH1	0.80725
HPS5	-0.8995
SLFN5	2.945625
POP5	-0.623666666666667
OVOS2	-3.373
C20orf108	-0.633375
MARS	-2.09975
CLRN3	1.06233333333333
ARSE	-1.36033333333333
PPIE	-0.6045
PHACS	-0.552166666666667
GP5	-0.1605
IL8RB	1.4694
FCRLA	0.942875
ARRDC1	0.3567
KRTAP9-4	0.3515
ZNF613	0.964
OR11A1	0.872
TMEM132B	-2.50525
PGLS	0.609
BSND	-2.00833333333333
KCNK18	0.3625
FOXD4	0.766
SV2C	0.54025
LCN2	3.27283333333333
ZNF490	0.2194
C3orf15	2.3768
CACNA2D4	-1.38516666666667
CBX5	0.5905
MAGEB4	0.57225
BOLA1	0.773
PPP2R5E	0.3075
COL5A1	1.52291666666667
ASB7	-0.189166666666667
SFT2D1	-0.9085
DERL1	1.3823
RABL2A	0.721833333333333
MOAP1	-1.34025
KIAA1545	0.972
F3	1.8115
PLEKHM2	-0.77825
CCDC89	-0.0611666666666667
EFCAB1	1.719
TMEM48	-1.1565
SEPHS2	1.54325
PYGM	-0.245
PRICKLE1	1.684
WNT5B	-0.37375
TAS2R38	0.927
IMP5	-0.0122500000000001
KHDRBS1	0.272
LARS2	-0.572166666666667
C3orf28	-0.3565
FTCD	-2.5945
C10orf68	0.523
DGAT2L3	0.11175
PSEN1	0.2125
MGC33657	-0.6415
PLA2G4B	0.601166666666667
CDKN2A	-0.881333333333333
DLX1	-2.8915
TSHB	0.6195
C18orf37	-0.04175
MEX3C	-0.55725
MAMDC2	0.94775
PDIA4	-0.0944166666666667
ATP5E	0.31025
CASP2	-0.142
SERBP1	-0.446038461538461
ZNF341	0.00349999999999999
TESC	-2.16825
TMEM31	-0.01175
OR51I2	0.835
YTHDC1	0.649714285714286
JUN	1.308
AGMAT	-2.63583333333333
PCNXL2	0.8795
ATAD5	-0.431625
STK38	-0.3055
AZI1	-0.02025
RBP1	2.9635
C4orf26	0.48
KIAA1026	2.322375
TMEM101	1.75625
HSFX1	0.4935
TREX1	0.69825
C18orf10	-1.284
TRIM15	-3.103125
CA6	0.547625
CEP57	-1.781875
AR	2.58583333333333
SESN2	-1.1715
KIF3C	-0.22625
EPB41L5	0.0963333333333334
ARHGEF10	-1.93095454545455
POLR3D	-1.43575
INDO	2.159
GABRA3	-0.293
SCG5	-0.4263
E2F3	-0.3818
TIGD5	1.89375
FGD6	1.71483333333333
KLHL3	-0.290375
SCGB3A2	-0.823
URP2	0.950833333333333
ATP6V1B1	1.5332
CALML6	0.376
LOC100049076	-0.569
TMF1	-0.0705
LOC388503	0.029
CDH5	2.70625
RPS6KC1	1.22566666666667
DAAM1	1.7421
TNFRSF10D	-0.40375
GSTT1	0.3706
INPP5A	-0.14025
TRAF3IP1	1.8282
SMARCE1	0.576285714285714
VRK1	-1.27125
TTC16	1.44775
AARS	-1.03233333333333
ARHGAP27	0.0496666666666667
ZAK	-0.355642857142857
ACSM2B	-1.9825
TRAP1	-1.148
MRPL53	0.392
RNF44	-0.49175
NPTXR	-0.13075
DPYSL3	0.920833333333333
APP	0.2531
GLS2	-1.42816666666667
MNX1	-2.75366666666667
CMTM7	0.4505
OR10A7	-0.2915
NYD-SP21	2.4175
ORC5L	-1.3615
SLC16A10	-1.750625
TMEM178	-0.561
LOC441601	-3.8785
PTGIS	1.48675
KBTBD7	0.4
C19orf41	1.2505
CEACAM3	1.2205
KRT23	0.4735
SERHL	3.348
PNKD	0.2433125
UBC	0.7665
ATRN	-0.78875
HAPLN1	-1.13275
RANGAP1	-1.43275
C10orf26	0.844
KCNA7	0.335333333333333
SRY	0.9455
LOC376693	-1.4195
HIST1H2BF	-0.32725
CDCA8	-1.3905
MLC1	1.004
TNIP3	0.85775
OR4D1	0.865
IFT52	-1.22633333333333
GOLT1A	1.64183333333333
UTP20	0.9355
RP3-402G11.5	-0.3935
PRSS33	-1.15075
PMPCA	-1.00525
APOB48R	3.585
GLTP	0.41325
MPL	-0.1415
C9orf78	-0.72475
ADAM12	0.958125
CSPG4	-0.317
LOC144305	0.116
KRTAP4-10	-0.1556
PAK1	-1.148
ADCY7	-0.2061
TAS2R43	0.823
FRAS1	-0.366
PPP1R14A	0.990333333333333
OR2B6	-0.8795
ATP13A1	-0.3765
SIDT1	1.5205
C1RL	1.27966666666667
PRKRA	-0.5515
TLN1	-0.1706
RP11-50D16.3	-0.48775
MITF	-1.44416666666667
GYS1	-0.8975
LYG1	-0.898166666666667
NSMCE4A	-0.5288
DNAI1	0.21375
HOXD11	-1.5345
FNBP1L	1.1351
DHX35	0.02475
LCE3E	0.870875
SLC33A1	0.36525
DCLK3	0.307166666666667
TRIM33	-0.425166666666667
TMCC3	1.47816666666667
FBXO42	0.465666666666667
C1orf27	0.5886
C17orf50	0.5615
RNF14	0.449166666666667
SLC4A8	1.58575
RAB3IP	-0.4295
COX6C	3.38635714285714
PCSK1	-2.3959
SLC13A1	0.0425
ARF6	1.095
KIAA1009	0.58825
HOXA13	-3.913
HMGN1	-0.6365
CXADR	-0.0633333333333333
MGC14436	0.948
UTF1	1.2945
TSC22D1	0.021
BZRAP1	0.4475
PUF60	1.32216666666667
SHC1	-0.135625
HOOK3	2.3395
LIMS2	1.38983333333333
BAHCC1	-0.518166666666667
CLCC1	0.200166666666667
ENTPD3	3.14366666666667
SMO	-1.93075
PIK3R5	0.303
CDC14A	-0.486583333333333
KRT1	2.05125
ENOX2	0.448666666666667
FLJ22655	0.9495
FPRL1	0.866
INTS6	0.2479
ZCCHC5	0.072
SMC3	-0.775
C6orf123	1.13216666666667
FLJ20160	1.98525
LOC653391	0.0263333333333333
GSS	0.308
NT5M	-0.37575
SIX5	-0.53975
TAF5	-0.8855
KCNA1	-0.0458
ANLN	-1.25866666666667
MGC45491	-1.13966666666667
SSTR2	2.11525
LYPD4	-0.62775
TH1L	-1.1675
CHRNA5	-0.9075
PNMA6A	-0.29825
FLJ16369	0.1145
DLX2	-2.368125
C6orf108	0.218166666666667
ALDH3A2	-0.285
CLEC1B	0.163666666666667
LEPREL2	-0.26425
FOXJ1	1.2889
OR1D4	0.7215
PPIL4	0.5005
MTRR	-1.51225
SLC27A3	1.172
HTR7	-0.191
MIB2	-0.33825
BHMT	-1.04833333333333
A2ML1	0.9355
MSMB	3.45075
KIAA1383	0.880285714285714
TRUB2	-0.26325
PF4	0.738
IL1F5	0.00316666666666671
LRRC37B2	0.89625
IPO4	-0.87225
FIGF	0.80225
QDPR	-0.0815
ZNF598	-0.96675
BOP1	0.669375
MAPK12	-2.755
POLR1E	-1.719125
CEECAM1	-0.903166666666667
INSRR	-0.161833333333333
SIPA1	1.62275
ULK4	-0.365333333333333
BTN3A1	0.1291
FABP5	-0.7509
KBTBD3	-0.179166666666667
SORT1	-0.481833333333333
YWHAQ	-0.7221875
LRIT1	0.349
KIAA1704	-0.5212
MEIS2	-1.8436
ENOSF1	-0.0641666666666667
PCDH7	0.0687857142857143
FZD9	-0.0836666666666667
RPLP1	0.223333333333333
ZNF75A	0.331
P4HA3	2.84975
NKX6-1	0.6765
CTA-216E10.6	-0.192666666666667
IFT140	1.196
DENND1A	-0.5335
ALCAM	0.9344
ABHD2	0.283818181818182
QPRT	-1.11616666666667
TRAM1	1.66635714285714
ATP1B4	0.755428571428571
NUP37	-1.974
SAA3P	0.128
SLC22A6	0.893
KIAA0265	0.876375
ZNF41	0.2645
ADAM19	1.1064
ERAF	-0.87925
DEFB119	0.662583333333333
DNMT3B	-2.4785
SNF1LK2	-0.83275
MGC24039	-1.05766666666667
TAS2R48	-0.161833333333333
PNLDC1	0.63325
ADAMTS16	0.1645
TMEM92	-1.13583333333333
CCT8	-0.853416666666667
POGZ	1.05008333333333
N-PAC	0.53375
GUCA1B	-0.705166666666667
ZZEF1	0.2795
OR2C3	0.536
ZNF334	-2.1635
RANBP6	-0.58125
LDHB	-2.40783333333333
BAMBI	-1.609125
RAB5B	1.1595
FOXB1	1.457
MRPS12	0.225
MRGPRF	0.603375
CRIPT	-0.4045
CYP2D7P1	-0.3205
RYR1	0.204375
NDUFA2	1.044625
TRIP12	-0.183666666666667
KCNE3	2.41133333333333
MOBKL2B	-0.3897
MIOX	0.27425
ACOT7	-0.649
FGF6	-0.6085
RASSF5	0.2305
ATAD3B	-1.33433333333333
IKZF3	1.724
H3F3B	0.761214285714286
C6orf91	4.5615
SEC11C	0.2675
TMEM14C	-0.914
KIAA1632	-0.3595
SLC38A4	-0.3335
FGFR3	0.1655
HES7	1.541
HINT3	-0.7325
ARIH1	-1.4455
FLJ35880	0.19575
C1orf129	-0.112
POU6F1	-0.51475
RPL32	-0.56675
BBS1	1.17216666666667
RGPD5	-0.9755
SULT1C2	0.18725
KDELC1	-1.6835
PIP5K3	-0.2025
CHI3L1	2.4185
CSDA	-0.347
VTCN1	3.67925
WDR62	-0.67675
TMEM170	-0.59525
KIF2A	-2.0175
C6orf182	-0.588166666666667
ARL6IP6	-1.9455
ZCCHC9	-0.9045
RARB	0.545666666666667
ZNF320	-0.319625
DHX15	-0.617
PICALM	-0.117166666666667
CNOT6	0.000166666666666644
HIST1H1A	-0.03275
ZNF702	-0.322833333333333
OR1E2	0.7265
HLF	-0.8569
LOC442582	-2.0235
KIAA0494	1.134125
TCF4	1.406
APOBEC3B	-0.06375
FAM54B	-0.58775
MYH2	-2.21125
FXN	-0.441666666666667
C12orf59	0.858
PAEP	-0.84425
SPG11	-0.01175
VN1R4	-0.0835
KCNJ13	1.006
NOC3L	0.44625
C5orf36	0.3785
CPAMD8	1.582
MLN	-0.3476
FLJ11184	0.207
TIAM1	0.269666666666667
OR10J3	0.2405
OR52E2	-0.056
PBX1	1.305
UBL7	-1.33533333333333
PXMP2	-0.618
SYTL1	0.11
FAM126B	-0.06875
ZNF711	-0.98675
GGA1	-0.343166666666667
VAMP4	0.942166666666667
BCAP29	0.3722
C20orf19	-1.502625
ZNF275	-0.22525
NEK6	0.36575
SETD8	-0.510416666666667
HEXIM1	1.9275
SULT1A2	-0.15575
KLHL9	0.02125
SLC39A12	1.177
ARHGEF16	0.5245
SCN1A	-0.448
HNRPH1	-0.315166666666667
C9orf103	1.16675
ECE1	0.5195
MED18	-2.17875
TEX13B	0.744
SNN	0.40225
C6orf62	-0.336833333333333
WNT3A	0.6575
IL22RA2	1.48
MGC21881	-1.291875
GABBR1	-0.27775
YIPF6	-0.4325
PROX1	-1.6098
PPP1R1B	3.971
LANCL2	-0.6217
SCN3A	-1.33616666666667
SSRP1	-1.35633333333333
ASXL2	-0.79725
RPE65	-0.247
SNAI1	0.35475
EFNA2	0.3285
CLDN9	0.28325
TP53I13	0.963
LOC375748	0.57275
C9orf7	0.93525
C14orf178	-0.059
GC	-1.018
IER3	1.31883333333333
KCTD10	0.40725
FLJ45717	1.01975
ADC	0.8725
LOC285908	-0.916666666666667
MLL3	-0.565375
KIAA1787	-0.42075
MGC31957	-1.2235
MUC5B	-0.539
ZNF193	0.02725
CSRP1	-0.08925
MOSPD1	-0.3915
C21orf49	-0.295
RAD1	-1.01475
ANKRD34	-1.2475
NFRKB	-1.438
FANCA	-1.8805
VTI1A	0.570571428571428
PCBP3	-0.473
BFSP2	0.20325
ZNF354C	-0.125375
FRMPD4	-0.613666666666667
IKBKG	-0.394
LOC441046	-0.9875
UNQ9438	0.555666666666667
TM4SF20	-0.914
MAGEC1	-4.491
AMMECR1	-0.92375
GLDN	0.59
TTC30B	0.86125
SEC13	-0.6727
EGF	3.219875
HAGH	0.951875
VSIG1	0.1645
NHLH2	0.17
NCAPD3	-1.619125
MGC16121	-2.48125
HIATL2	-0.676
BRCC3	0.134333333333333
LCE2D	1.4845
TMEM79	1.37275
GTF3C5	-0.755
AKR1C4	-0.6122
C3orf59	0.396
RBM26	-0.65325
DUSP14	0.593166666666667
AP4M1	-0.521833333333333
RIMBP2	-0.751333333333333
ABCC2	-4.51683333333333
DNAJC16	0.609666666666667
TTC12	-0.195833333333333
SNX13	-0.5095
C6orf168	1.4445
C1orf100	-0.631
CSPP1	1.14016666666667
LRRC56	1.5505
OR1J2	0.0015
THY1	0.969
KIT	0.31
TBC1D8	1.0315
EPHA7	0.55825
SOLH	-0.132125
SVIP	-0.654
ZNF294	-1.37125
HAND2	1.33
CENTB2	1.28616666666667
MARVELD3	2.04375
CREB3	0.16
KRTAP1-5	-2.554
OR8K1	0.914
MED25	0.072
FDX1	-0.944333333333333
FAM19A1	0.226333333333333
IL13RA1	0.9909
ZNF627	-0.172166666666667
NHP2L1	-0.384625
EIF2B2	-0.90375
ZNF593	0.3065
WIPI2	0.263333333333333
RANBP1	-1.143
TAS2R7	0.964
LOC283514	1.0515
CSNK2B	-0.8991
CFHR1	0.23
DKFZP434O047	-0.257
WBP11	-1.011
TEX2	1.5725
GALNT2	-0.904
FLJ33360	1.0215
WNT9A	-0.38125
IL29	0.9455
STK3	1.98444444444444
REPS2	2.39225
FAM78A	0.51925
MGC3207	-0.5765
FCGR3A	7.12925
H2AFY2	-0.28175
RNF150	-0.83625
CCNK	0.320625
VEZT	0.819666666666667
FSHR	0.5325
C1orf66	0.0828333333333333
LCE2B	0.5677
CD200	0.5265
ORMDL1	-0.624625
OR51S1	0.41
KRT83	-0.2155
COL19A1	0.9275
POL3S	-0.1055
ZNF468	0.354
BAG3	0.83725
C1GALT1	-0.866
CA5A	-3.6255
DKK4	-1.1255
SGK2	-2.24171428571429
PIK3C2G	1.44925
USP11	0.596375
IMPA2	-1.089
PRKDC	0.400642857142857
MSR1	3.00275
PDCD6IP	-0.199333333333333
FAM122A	0.10475
ZNF740	0.00399999999999999
ATXN2	-0.171333333333333
SLC17A4	0.4125
RAXL1	-0.6685
RS1	0.550333333333333
NET1	1.166
NPY1R	-1.48383333333333
MVD	-1.368
C11orf61	-0.906
CHDH	-0.319
GCNT2	-0.706461538461538
LGALS12	-1.86125
IK	0.112666666666667
C7orf41	-0.414
SURF4	-0.214666666666667
C1orf91	0.105833333333333
BCS1L	-0.0423333333333333
C20orf141	0.611333333333333
BCAS2	-0.98225
ACE2	-0.53725
ICT1	1.61025
CD79B	2.248
MRPS9	0.09375
AADACL1	1.16875
IRS2	-1.6015
LUZP2	-2.396
TMEM148	-0.28975
ZNF514	-1.147
ADCK2	-0.3676
ZKSCAN1	-0.501857142857143
FASTKD2	-0.236125
KCNMB3	-0.261833333333333
POFUT2	-0.4027
GNG2	-0.5932
OR6Y1	0.7485
FAM26A	-0.999
CAND2	-0.706
FLYWCH2	1.409
BCL6	1.308
MDH2	-0.342928571428571
DRP2	-0.254
TPD52L1	0.5365
TXNL4A	-0.848125
OR3A1	0.6285
C22orf9	0.839785714285714
RAB25	1.1735
PCTK3	0.783
POR	0.666
ARPP-19	-0.315166666666667
SREBF2	-0.53675
ZWINT	-0.260666666666667
TRUB1	0.509875
ENPP2	1.2505
UXT	-0.8515
ALG11	-1.1
SMCR7	-0.01425
SLC31A2	2.19875
USMG5	0.03125
ZNF780B	1.1565
APEX1	-0.522125
THSD3	-2.1505
CEP68	0.7155
NY-SAR-48	-0.51625
ZIC3	-3.58816666666667
LPAL2	-0.448666666666667
MRPL11	-0.928166666666666
VPS53	-1.053
MPDU1	-0.369625
UBL4B	0.017
LASS3	0.3455
GAST	0.8505
SPERT	-0.326833333333333
UBE2L3	0.977875
MLSTD2	-0.54675
ADRA1D	0.738
FZD10	1.06283333333333
ATP6V1E1	-0.147625
SAR1A	0.9569375
MCTP2	-0.926166666666667
TMEM5	-0.46875
BIRC2	-0.814
TMEFF2	-2.40366666666667
NLGN3	0.229
LMX1A	0.58475
C19orf51	-0.3865
LOH3CR2A	-0.0273333333333333
SLC9A3R2	0.673833333333333
TIMP1	1.73683333333333
PFN4	0.46575
UCK1	-1.017
TPST2	0.441
AQP6	0.843833333333333
OR1N2	0.0713333333333333
KCNIP1	-0.07625
SFTPG	1.15666666666667
KIAA0087	-0.383
UBXD3	1.5661
ABT1	0.263
RIPK5	0.0406428571428572
SMG1	-0.1473
BTBD8	-1.2065
PIP5K1C	1.0763
POU2F2	1.5989
C17orf57	-0.15025
TSPAN14	0.2838
NUDT16	0.552833333333333
GPT	-0.804
PDK4	-1.4195
ELL3	2.39275
NNMT	1.27816666666667
NUFIP1	-0.9255
RHBDL1	1.834
FILIP1	1.8157
C17orf56	-0.5225
C8orf73	1.2245
FLJ21438	1.89825
TBC1D10A	0.34725
ERGIC3	-0.7565
CREB3L4	2.26225
TARBP1	-0.6425
C1orf9	2.11525
COLEC12	2.14833333333333
FBXO30	-0.24225
TNFRSF25	1.217
UBE2T	-0.3455
SLC2A1	-0.6888
RPH3A	-0.103
LSAMP	-2.2865
CER1	0.42725
ATP2A3	1.6079
SGK	-1.04475
CCR7	4.80525
ZIK1	-1.82625
RECQL5	-0.640125
HSD17B7P2	-0.5885
MTERFD1	0.6265
ANGPTL1	0.924333333333333
NLRX1	-0.622833333333333
FHOD3	1.05133333333333
PSG7	0.1765
ARHGEF5	0.3855
C14orf21	-0.269666666666667
FGD2	1.604875
