Hybridization REF	TCGA-A2-A0EY-01A-11R-A034-07
TAF6L	0.0228333333333333
OR2T34	-0.526
KIAA0284	0.866
ACADS	0.380636363636364
MKRN2	-0.8115
C18orf56	-2.808
MS4A6E	0.2155
GALNT4	0.6456
C22orf31	-0.1785
FLJ36070	0.729
PSME4	1.402
TFG	0.9182
EPHX2	-2.16875
ANXA5	-0.487125
KRTAP1-1	-0.0531111111111111
BATF	1.65775
KARS	-1.9305
MSTP9	-0.6685
GPR26	0.563875
CCDC72	0.26375
TEF	0.133166666666667
FOXK1	-0.8609
PRLHR	-0.6665
EMX1	2.59125
C11orf30	-0.585625
ICK	1.043875
THSD7B	-0.35225
C21orf100	-0.7015
DUOX1	2.3475
EFCAB4B	-1.434
UBE2G2	-0.826166666666667
C3orf54	0.108
PARP1	-0.2945
FAM60A	-0.327416666666667
C6orf146	-0.751
OR9K2	0.4915
DDX55	-1.84616666666667
RPS15	-0.491
ZNF618	0.3966875
DKFZp686D0972	-0.061
SSPO	0.2935
SHFM3P1	-0.381666666666667
CPA6	1.8955
JAG2	-0.14275
DEFA3	0.283
PPBPL2	0.6584
CD34	3.8945
SLCO4A1	-3.669875
AFG3L1	-0.9885
SHD	-0.88425
RP13-122B23.3	-0.064
PRKCSH	-0.142666666666667
DPH5	-0.0205
HLA-F	1.513375
TBC1D4	-1.1325
RIG	-0.1365
GLUD1	0.00133333333333334
HNRPCL1	-0.3575
HBXIP	-0.91875
RNF207	-1.121
APIP	-0.777
PLA2G3	-2.7026
CCDC84	-1.79025
MYLIP	0.335153846153846
PHIP	-0.88175
AARS2	-0.0495
DHX32	0.70125
SCAPER	-0.587166666666667
MEN1	-0.309125
NIP7	-0.78975
FLJ25404	0.491
FASTKD3	-0.6135
TMEM158	-2.51325
RARA	1.5245
BDH1	1.0495
ANKRD16	-0.353
CARM1	-0.3855
SS18	-0.3055
IKZF2	1.15166666666667
MYD88	0.058125
PML	0.0107
TAF1A	-1.52975
CBFB	-1.01925
HIST1H3H	-1.9865
C7orf29	-0.92125
COMMD4	-0.954
DPP3	-0.1225
DAB2	0.012375
LOC388882	-0.5445
YPEL4	-1.55975
AGBL3	0.489
LRP6	0.3121
SERPINH1	-1.02825
TLE1	0.921
CD244	0.591666666666667
ZDHHC15	-3.56375
MGLL	0.443
PLDN	-0.43225
LOC654346	2.1735
FAP	2.764
GPR37	-2.81283333333333
SCARA5	1.03466666666667
EBF4	1.59072727272727
LSM6	-0.8215
MLLT1	0.26825
SLC5A12	0.105
A2BP1	-2.40916666666667
COPS5	0.446
TPM4	0.291785714285714
TNFSF4	1.37633333333333
ACADSB	1.86311111111111
HERPUD1	0.2725
BCL2L11	-0.764055555555556
CEP78	-1.940875
CDCA3	-1.14225
WBSCR19	0.2782
MYO1A	-2.296
PPEF1	2.318
LOC440348	-0.31925
CPEB2	0.623625
BPTF	-0.607666666666667
RPL21	0.047125
GSX2	0.4675
ADPRH	1.87016666666667
C17orf68	0.0446666666666667
KCNS1	0.0585
MLLT6	-0.7153
PIWIL4	-0.31275
RNF26	0.052
RAP1B	-0.248375
ADAMTS1	-2.7865
ZNF571	0.819
P2RY6	0.34425
TRIM21	-0.0723333333333334
CADM3	0.24625
NLRC5	0.479833333333333
ADRA2B	-1.11116666666667
LOC90835	0.85025
PCF11	-0.6845
LOC400451	1.46925
GLTSCR1	0.3794
C17orf88	-0.8685
CDH16	-2.719
FGF7	2.327875
PCSK4	1.04083333333333
NPC1L1	-1.69466666666667
TAT	2.310125
TBCA	-0.742
MGC33407	-0.193666666666667
GPR115	-1.719125
CYGB	-0.4495
FNBP4	-1.6275
C12orf43	-0.6785
CBL	-0.4707
CLECL1	1.0575
PPAPDC1A	0.842
WDR25	-0.0543333333333333
SGCA	1.3395
C22orf29	0.0985
YIPF1	0.706
GALK2	-0.678
RAB3B	-2.18058333333333
LOC440087	-0.21525
UCP1	-0.159
REEP5	0.117625
FADD	0.1943
FOXA1	3.3535
CACNA1A	0.579
ABI1	-0.179833333333333
GRIN2D	0.18075
SLC1A4	-0.597666666666667
LOC401127	-0.0255
HINT2	0.98975
PLD4	-0.259166666666667
ZNF286A	-0.76125
ENY2	-0.4065
IL1F6	-1.522
PXDNL	2.51275
C20orf79	0.41
TNFSF13B	2.96033333333333
DENND3	0.930125
JARID1D	-3.7125
HIST1H2AK	0.14375
LOC93349	-0.3278
SSH1	-1.2683
ENSA	-0.44525
LOC219854	0.900333333333333
CKAP2	-0.0502
DKFZP564J102	-0.819833333333333
MGC87315	0.527666666666667
HNRPAB	-1.10875
AMH	-0.7435
ZNF526	0.709
BRUNOL5	-0.112111111111111
CACNG3	0.390833333333333
TRPM1	-1.379
PPP2R1A	0.894625
COL2A1	-1.9625
DDN	-0.0591666666666667
FLJ25770	0.364818181818182
HK2	-0.501714285714286
ELOVL6	-2.74025
MDK	0.24675
EPHX1	0.41
RASSF2	0.439625
DKFZP434B0335	0.404
DLX3	-0.62975
PRTN3	-0.58025
AVPR1A	0.7925
C21orf125	-0.3715
TNFAIP8	-0.540666666666667
GNB2L1	-1.04225
CALCRL	2.75525
SCGB2A2	7.699
UBXD7	0.032
ZNF674	-1.118
TMEM35	-0.59725
BRSK2	0.14275
HECTD3	-0.306
TMEM188	-0.681083333333333
LGALS9	1.50125
SCARB2	1.066
USP34	-0.201333333333333
C17orf28	1.96108333333333
ZDHHC23	-0.1705
AQP12B	2.7645
SLC16A3	-3.091125
APLP2	0.954875
ITIH2	-5.045
MICAL3	-0.32525
TNNI3K	0.675
HDAC2	0.369125
PRR7	-0.6771
THBS2	0.133125
LOC751071	-0.374666666666667
CA2	-0.570333333333333
RANBP17	-0.58
RLN3	0.661
CRYZ	-1.16783333333333
GBAS	0.224333333333333
TAS1R1	0.484
MPZL3	1.067
PCDH8	-1.13066666666667
HSP90B1	-0.39325
KCNK15	0.0585
TNIP2	-0.4865
GPR146	-1.30925
NOL6	0.1865
SPC25	-1.83377777777778
STEAP2	3.76757142857143
VAMP3	-0.556833333333333
TCIRG1	-0.9535
ZP4	0.100833333333333
PARL	0.5925
TRIM39	0.363666666666667
KIAA1305	0.383
CRNN	0.353
GRN	0.839
HSH2D	-1.1615
SCAMP1	-0.1209375
KIAA1913	0.99075
PTS	0.05
BANP	-0.220928571428571
PRKACG	-0.762
ADCY6	0.258166666666667
C16orf46	0.646
CYP51A1	0.634125
DDC	-1.48475
ANPEP	-1.51483333333333
PROM1	3.1145
SIGLEC10	2.442
COPG	1.0465
FAM26E	0.65025
TRIP4	0.55225
SNX3	0.2275
C1orf175	0.143666666666667
PPY2	0.872
C14orf152	0.975666666666667
FTSJ1	-0.376333333333333
DST	0.136263157894737
LOC554235	-0.29575
GLRX5	-0.679
C20orf12	1.5312
CAB39	0.0108333333333333
MSH2	-2.06466666666667
PIP4K2C	1.528
CYLD	0.452875
WTAP	0.4548125
MGAT4A	1.52255555555556
TSC22D4	-0.3586
CHRM2	-2.1585
PPYR1	0.217166666666667
CCNH	-1.53966666666667
RRM1	-1.1235
ECAT8	-4.039
LOC400120	0.37625
GABRA4	-0.0347142857142857
C14orf4	0.351
C1orf59	0.023
CTDSPL	0.7085
NHEDC2	-1.89
PDE11A	-0.859
KLHL29	-1.6945
CD5	-0.0952
TSPAN9	1.866875
WDR67	0.242
THUMPD1	1.2856
C18orf17	0.1395
CLYBL	-1.26733333333333
FLJ13231	-1.5545
CMBL	-0.236875
LECT2	-0.353
NKAPL	2.10283333333333
LOC654780	0.1175
OR4C6	-1.546
RAB30	0.567333333333333
TSSK4	0.132
TMEM163	1.2825
OSBPL11	0.854416666666667
GNB5	-1.66416666666667
CCL21	0.75425
C1orf121	0.1795
FMO2	1.983
RPTN	-0.118
MSTN	0.728
VCL	-0.313928571428571
FYTTD1	-0.06875
C11orf1	0.24175
CCDC88C	0.0324375
HFE	0.183333333333333
MOGAT1	1.6565
FAM125B	1.0245
IRGQ	0.863
RAVER2	-2.15325
AKAP5	-0.3735
SSSCA1	0.551
C11orf63	0.623125
ACTG2	-0.308111111111111
PORCN	-0.371
DTL	-1.45109090909091
TMEM151	0.05525
FAM122C	-1.7535
RSAD2	1.785
BAT4	-0.543
KRTDAP	-0.913666666666667
MYH8	-0.568
CRTC3	-0.03425
LRRFIP2	0.6714
INTS4	0.0801666666666667
TTN	-1.612
SLC26A5	0.5515
PLLP	-0.618
RGS6	-0.609375
SRGAP3	0.908875
ZNF525	0.456666666666667
NBR2	0.223166666666667
C13orf1	1.1668
ZNF137	0.4315
CEP27	-1.643
BEST2	0.5125
RNF121	0.18125
DMRTC2	3.5825
C8orf76	0.77425
BCCIP	0.2935
MEST	-0.75
HTRA2	-0.854
ANGPTL2	-0.10775
ILKAP	-0.371
ERAS	-1.1305
HBS1L	0.1765
CPA5	-0.1865
TMEM30A	1.381
CD300LF	2.4065
WISP3	0.5425
CRK	0.196642857142857
PDS5A	0.1374
BRPF3	0.147833333333333
NEDD9	-0.357875
SMPDL3B	0.0485
PSG6	-0.934
PSMD13	0.02325
ETV5	-1.891625
OR51A4	-0.7745
BTBD7	0.0286666666666666
GSTO1	-0.929375
hCG_16001	-0.109
MAD2L1BP	-0.127166666666667
COX6A2	0.9555
SCNN1A	2.659
LSM1	0.347333333333333
UGT2B11	2.074
IDUA	-0.1565
PPP2R3C	-0.786
COX11	-2.0775
PDZK1	2.185
ZNF443	1.42416666666667
MGC21874	0.785833333333333
ZNF323	1.4482
KRTAP10-10	0.415
CXCL6	0.438666666666667
SLC34A2	0.131125
LOC284402	0.8215
NPTN	0.499416666666667
UPP1	-2.878
SLC6A9	0.298
OR7G3	-0.049
CISD1	-0.428833333333333
ZNF545	-0.67
SYT14	-0.175
NT5C3L	-0.446166666666667
ZNHIT3	-0.564833333333333
SNRPD3	-0.51625
KIAA0701	-0.461
UNC93B1	0.146
GMNN	-1.717875
SPCS2	0.531833333333333
LOC388524	0.067
NAPRT1	0.415625
PNLIPRP1	1.11
OR6V1	0.407
PRKAB1	-0.82175
EYA4	-3.62183333333333
KIF20A	-2.46325
ALG10	0.79575
ITPKC	0.955666666666667
LMX1B	1.8805
RPUSD4	-1.0675
C7orf34	-0.915333333333333
DLGAP2	0.43125
PFN1	-0.8669
MICALL2	-0.6655
ZNF654	-0.042
SS18L1	-0.249375
SLC16A8	0.57525
MKI67IP	-0.431
ITGB3	-1.65675
TCEA3	1.59575
CEP152	-2.335625
CLIP1	0.8075
ZNF75	0.3878125
ATP5C1	-0.939333333333333
NUDT5	-0.827833333333333
PSCDBP	0.56775
UBP1	0.00275
RBM27	0.139
C13orf15	1.43842857142857
ZNF282	-0.241666666666667
ZNF222	0.7049
COL10A1	6.16825
PRDM15	-0.940625
TTTY5	-0.359
FAM9C	-0.170727272727273
C20orf67	-0.24175
GNG13	1.305
F12	-1.88325
C1orf41	-1.166
CPXCR1	0.86
GSK3A	0.276875
SUPT6H	-0.9975
PI16	1.86433333333333
ELL2	-0.422333333333333
C9orf167	-1.795
PVRL3	-2.917
FLJ38596	0.7365
ADAM20	-0.35875
GPR89A	0.3725
GPR87	-2.0635
ZNF30	0.68925
SMR3B	1.149
ZNF770	-0.1325
TRPC4AP	-0.663833333333333
DKFZP686E2158	0.231333333333333
C2orf28	0.2895
FREM1	-2.292
LAMA4	-0.0111666666666667
ADPRHL2	-0.69125
EIF4G2	0.276333333333333
GUCA1A	-0.412
CTNNA2	0.231625
NUDT15	-0.4995
CEPT1	-0.4385
ZNFX1	0.1411
CCDC92	0.40775
TDRD1	1.7915
KCNK5	-2.98283333333333
ETNK1	0.508333333333333
LTA	0.925
TTPA	0.646
B3GALNT2	0.61875
SC65	-1.04733333333333
PEX5L	-0.845875
EPS15L1	-0.10975
MGEA5	-0.335375
HIST1H3A	0.98675
ING1	0.197875
BCAT1	-2.83125
ORC6L	-3.12290909090909
KLK11	3.014
C19orf28	-1.141625
DNER	-4.32725
MED22	0.0340714285714286
ETV6	1.97558333333333
CHAC2	-1.8275
CD300E	-0.0615
CEBPB	0.1705
ZNF398	-0.1785
LRCH3	0.4645
HMGA1	-0.970666666666667
CAPN7	-0.214833333333333
MGC5566	-2.814
CCL3	2.275375
NANOS1	0.61425
ZFYVE19	-0.42225
APITD1	-0.0671666666666667
PARD3	-0.592375
IRAK4	0.235166666666667
SERPINI2	-0.292
CEP170L	-0.221
TTC9	2.05275
MYOM3	-2.74875
MLPH	1.30825
LOC222699	1.932
NRG1	-2.478
TBC1D9	2.70581818181818
TTK	-1.82533333333333
ZNF557	1.0193
DDX41	-1.0885
FANK1	1.992
UBE2D2	-0.717875
PSMB10	-0.035125
MYH7B	0.2985
GABARAPL2	-0.992875
MARVELD2	1.98633333333333
DGCR2	0.423833333333333
UNC45A	-0.6935
C6orf72	0.431
ZNF683	3.93825
GIT2	-0.27625
CASK	1.80283333333333
C14orf161	4.87816666666667
LRRC44	-0.22375
TIFA	0.84075
UTP11L	-1.25375
C6orf65	-0.834
FDPS	-0.38325
DUSP9	-1.884
SLC17A8	-0.290666666666667
OR51G1	-0.44
NANS	0.00599999999999999
OLFML1	1.3685
ATP10B	-1.09966666666667
NPAS3	-2.15725
PRKCA	-2.183
GGA2	0.198125
LCE4A	-1.3155
SPANXN3	0.1285
CCDC115	0.991375
SDCCAG3	-0.5135
GLIPR1L1	0.537
TTC1	-0.2475
C17orf76	1.16025
MAD2L2	-1.3725
HIPK1	-0.0473
LRRC3B	-0.4508
CLN3	0.131909090909091
C17orf47	-0.305
FMN2	-2.67671428571429
TUBB1	-1.014
WAPAL	0.169333333333333
C3orf21	-0.49
SCN5A	-0.6436
SMYD1	0.11825
BEX5	-1.61425
ZNF192	0.64
SEC22A	0.1
GRIA2	0.861714285714286
KIAA0825	-1.1585
NUSAP1	-2.198
LANCL1	-0.116625
C15orf40	-1.2745
ZNF645	-0.00700000000000009
GPR61	-0.00950000000000001
NLRP14	-0.4965
SNX21	-0.2835
C1QTNF8	0.1805
C17orf46	-0.276
IFNA8	1.3765
SPRR1B	-1.26583333333333
FLRT1	-1.1885
SNX17	-0.246666666666667
ASB2	0.1545
HBG1	-5.505
RPRML	-2.1675
JOSD2	0.591833333333333
PLSCR3	-0.067
SPOCD1	0.484333333333333
RAB39	-0.0115
GHRH	0.142333333333333
ITIH5L	-0.3755
C17orf37	2.7155
SMCR8	0.907
DPY19L2P3	-0.100333333333333
IL11RA	1.82733333333333
GDF3	-3.6535
RPS6KB1	-0.919416666666667
DNAJC19	0.9478
TOP1	-0.412
CRCT1	-1.20425
MPST	0.224625
DPM2	1.006
FAM38B	-2.25883333333333
SLC18A1	-2.1982
FARP1	1.34016666666667
PAX7	0.68875
TUBD1	-0.41575
GNL3	-0.65925
BTG2	0.331066666666667
NDUFS6	-0.9075
C1orf79	-2.0785
ERAL1	-0.82625
ECHS1	0.552
VPS4A	-0.162666666666667
CYP11A1	-0.851625
ABCC6	0.0394285714285714
PBX4	-0.6775
MOSC1	0.935625
NCF4	0.2985
HYMAI	-0.9105
NAGPA	-0.42475
OTOP2	0.09025
ACOT12	0.0513333333333334
MTHFD2L	-0.413
LOC441376	3.92725
C19orf34	0.8315
RAB1B	0.07375
ALDOAP2	-0.765
NTRK1	-2.47266666666667
ARTS-1	-0.349
SLC6A11	-0.1555
NAP1L2	-0.497
CNGB1	0.0346666666666666
EPB41L4B	-0.4801
FAM134B	1.233875
HS3ST3A1	-0.603833333333333
CPXM2	4.42125
SIRPB2	0.005
CHORDC1	-0.562833333333333
TRIB3	-0.933166666666667
SLC2A5	0.49675
C2orf49	-0.338833333333333
DDX5	-0.85775
OR5L1	-0.104
ANAPC4	-0.592666666666667
ZSWIM1	0.29175
LOC93622	-0.375
KCNK3	-0.7268
RP11-35N6.1	-2.14042857142857
ZFP161	-0.2075
AQP9	2.257
SLC15A2	2.54166666666667
MREG	1.2895
OR9I1	0.9185
PDLIM2	-0.17
ADAM7	4.7775
GSTCD	-0.0918333333333334
WDR21A	0.510875
SLC12A8	2.614
TMEM174	0.12625
IGSF3	0.272166666666667
LRRN1	-2.41875
LOC402117	0.474666666666667
SRPK1	0.0101666666666667
LY6K	0.672125
NFIA	2.9955
PTCD3	-0.533625
LEP	2.36133333333333
PCDH21	-0.33
MAPKAPK2	0.613857142857143
NMNAT1	-1.105
LHFPL2	0.8755
C9orf43	0.43225
DIP2A	-0.5825
ACTR8	-0.30375
CCDC34	-0.188
PTPN22	-0.682
ITGA3	-2.122125
FAM129C	0.8525
RABGGTA	0.326
UNC45B	-0.12075
KIAA1033	0.0415
ZNF510	-0.592
CYP2D6	0.127
SLC26A10	-1.8675
STX8	-0.0325
LUZP1	-0.643875
WDR89	-0.564
EIF4G3	-0.5757
C5AR1	1.115125
ZNF623	0.2525
A2M	-0.095
TGM7	-0.202
GRPEL1	-0.5715
LMNB2	-0.4484
ROCK2	-0.328333333333333
SNX16	0.81575
CCDC66	-0.81025
ANXA3	0.116
KIAA1609	0.046125
EED	-0.88125
RNF32	0.567833333333333
HES1	0.0982
CLC	1.1284
ISL1	0.610333333333333
KIAA0528	-0.712375
MANEA	0.99025
C1orf61	-2.2725
hCG_2001000	-0.218
RAPGEF6	-0.6308
KIAA0020	-0.707666666666667
NEIL1	1.28525
C16orf45	2.002375
RBM10	-0.2695
C10orf125	-0.369625
MRS2L	0.5205
DNAH17	-1.20242857142857
C19orf10	-0.47775
C1orf160	-0.3875
SLFN12	0.0175
EXOC3	-1.01483333333333
HIST3H3	0.20125
NCOR2	-0.704333333333333
TNFRSF9	0.58825
MFSD8	0.23775
ALX1	-3.4778
NOL1	-1.08875
PODN	2.19125
TIAL1	-1.06275
HIST1H1E	-1.55825
NPY6R	0.3815
TM4SF4	0.138
CORO2A	0.91725
ETNK2	2.01766666666667
APOE	0.6333
ANGPT4	0.2925
HDGF2	-0.832
G30	3.175
ST8SIA4	0.1605
F2RL1	-0.0415
FAM19A4	-4.38933333333333
CCAR1	-0.36475
B3GNT7	-1.19325
OPHN1	0.0749
DSCR6	-0.2485
C21orf13	2.65366666666667
GAS2L1	0.2975
RFX3	-0.6215
COPS4	-0.23625
BCHE	-5.89933333333333
BCL2	0.02375
HBZ	-3.13933333333333
ARL13B	0.76575
MAPBPIP	0.919875
MYO15B	0.0815
SPZ1	0.38775
KIAA1324	2.61844444444444
PLCL2	-0.765
C4orf29	-1.35475
WDFY2	-0.192
ZNF284	-0.314
NAALADL1	-0.489
DUSP5	0.242666666666667
PXDN	0.628875
SLMO1	-1.49675
TNXB	0.132
BIRC7	-1.14925
A4GALT	0.3545
TIMM22	0.097
FAM110C	1.56875
TOMM34	-0.470125
ABHD9	-0.0205
ADAM32	2.055
CRHBP	0.59675
AQP2	0.547875
LOC130355	0.60025
ZNF187	0.269333333333333
ZNF816A	1.1945
F7	1.2415
CNOT1	-0.9523
SLC13A4	1.31425
ZBTB11	0.54275
B3GALT5	0.66275
EXOC2	0.401333333333333
IRS1	-0.8577
TMEM1	-1.09033333333333
MRPL34	-0.550333333333333
SAMM50	-0.08925
CDC42EP3	-0.60875
HSF2	-0.0446
MFN2	-0.45775
TSPAN7	-1.76166666666667
NUCB1	0.396916666666667
RHOH	0.20775
ARL16	-0.1845
TACR1	-1.0195
SFRS5	-0.881833333333333
SNX25	-0.211375
RHBDF1	0.809666666666667
PCDH18	1.5465
HMG1L1	-0.1235
MYO5C	0.22725
MAPK10	1.3505
LDHAL6A	-0.305833333333333
NUDT12	0.2395
NCAM1	-0.799142857142857
GLIS2	0.33
GGTL4	2.0995
DAPP1	0.45775
ATF7	1.01475
KIAA0748	-0.43925
NFIL3	-0.36275
TM6SF1	-0.2038
SEZ6	-0.61375
NANOS3	0.607
DNAJA3	0.0816666666666667
CLDN6	-2.4555
CIITA	2.8274
EPHA4	-1.46016666666667
FANCC	-0.0785
CMTM3	0.244875
PSG3	-0.165857142857143
MRPL15	-0.15675
C21orf59	0.32925
PLCXD2	-0.982
C2orf34	0.0805
UBE2L6	0.868375
MED14	0.6385
HP1BP3	-0.295
C6orf208	-0.3525
TPBG	1.34825
OSR2	0.698875
XPC	-1.10266666666667
KLHL7	-1.22925
CCR3	0.0283333333333334
AGTPBP1	-1.11166666666667
PCSK6	-1.68253333333333
STAT5A	-0.9202
FAM18B	-0.46525
LONRF2	0.725166666666667
PTPN2	-1.27625
SF3A3	-1.04983333333333
EFCBP2	-1.57275
HCFC1	-0.805833333333334
AHNAK	0.32065
ACTR5	-0.372
KIF14	-1.24814285714286
TENC1	0.4555
HEATR5B	0.831
YIPF2	1.09966666666667
MYEOV2	1.15116666666667
DUSP18	1.675
KIAA1012	0.5125
AHR	-0.5495
C17orf53	-1.5285
PTPRH	-3.34375
ATP6V1C1	-0.2534
TAS2R3	0.00600000000000001
LOC440356	1.49625
COQ10B	0.6375
PSMF1	0.596833333333333
SORBS2	0.811916666666667
NFE2L2	-0.20025
TMCO7	0.5005
SH3PXD2A	0.0616
SH2D2A	-0.2795
SPINK5	-2.77575
MRPS24	-0.70925
OPA3	0.747625
TRAF7	0.142333333333333
C4orf35	0.222
MT1G	-1.185875
MGC39545	0.516333333333333
HS1BP3	0.0703333333333333
OR2B2	-0.14
CHRM4	-0.218
SFRP2	2.43525
RIC3	-2.1245
ART1	0.125
C6orf1	0.753625
DUS4L	-0.257
C10orf104	0.286
TNFAIP6	1.331
RTEL1	-1.43175
CCT4	0.2014
ZNF709	0.4885
CHMP6	0.460666666666667
UPP2	0.73875
CYP19A1	-2.131125
CD151	-0.938
NDUFA13	0.566166666666667
ARFRP1	-0.868833333333333
FAM26B	0.722
CRYBA1	-0.36
MRPL41	0.8795
NPFFR2	0.680625
HRH2	0.1285
SCAMP3	0.602666666666667
MTMR6	1.6831
MTG1	-0.762666666666667
UBTD1	1.33425
CRABP1	-2.855
FLJ33790	-0.6395
KIAA1908	-1.21116666666667
GPR158	-2.09325
PACSIN3	-2.18516666666667
OMD	2.95116666666667
CATSPER1	-1.007
HOXB8	0.0325714285714286
FBXO46	1.708
OAS1	-0.554666666666667
SVIL	-1.31425
PHB2	-0.4715
ADCY3	-1.4865
NDRG2	1.3465
ERMAP	0.3642
APBA2	-1.09083333333333
IGSF9	2.581
WNT6	-0.623214285714286
MYCBPAP	1.04225
ATP2B2	-0.556428571428572
CPVL	-1.1482
TRAM2	-0.473727272727273
NOP5/NOP58	-0.40025
ZNRF4	-0.32675
TLK1	-0.379
MTMR12	-0.403285714285714
ZNF384	-1.1805
FAM9B	-2.32033333333333
RPN1	0.5863
PMVK	1.019
EIF3D	-0.1518
SIX2	-0.02175
HPS1	1.12007142857143
RNF7	0.23175
PSKH2	-0.659
KCTD13	0.534666666666667
CSMD3	-0.3354
FBF1	-0.831
IL8	-4.24525
SERPINB13	0.188285714285714
FBXL20	2.217
BLR1	0.12725
SH2B1	-0.3375
RFNG	-0.582125
RAB20	1.35816666666667
RBM7	0.2655
POLR1A	-0.892666666666667
TMPRSS4	-3.10625
TAF9	-1.238375
TERF2	0.381
TNFRSF1A	0.17175
ACADVL	-0.901166666666667
GTF2H5	1.1125
EDG8	-2.08883333333333
C9orf140	0.135625
UST6	0.6185
ZBTB8OS	-0.50075
ZNF710	0.666
GPR174	-1.028
ATP6V0A2	-0.94325
KIAA0319L	-0.26075
XKRX	-1.383
DOPEY2	1.936
SDHD	-0.429833333333333
SUMF1	1.43725
OSM	2.28675
OPN3	0.0205
DAGLB	0.368666666666667
PPFIBP1	0.4605
TRIM63	0.32475
C10orf53	2.0355
LYPD3	0.709
BCL7A	-0.5245
AGER	-0.9694
TCF19	-0.9915
SAT2	0.083
PFTK1	2.22116666666667
GABRE	-0.093625
C15orf38	0.9088
FIS1	0.7645
KCNV2	-0.79925
CLPS	1.82125
PPCDC	-1.0225
FOXN2	-0.137166666666667
NT5E	-2.6754
CD83	0.6725
IL18	1.044625
VPS16	0.05225
IGFBP2	-1.73833333333333
NOTCH2	0.1875
SIGLEC1	2.38428571428571
CD93	4.9605
SULF2	-1.28925
CEP164	0.082
P53AIP1	0.1055
TOR2A	0.063
ZNF136	0.48475
MGP	2.1907
CCDC144A	0.1585
TRPC1	-2.01816666666667
SMS	-0.756
MAPK7	-0.728833333333333
RRAGC	0.3975
PARD6A	-0.1095
NUB1	-0.0406666666666667
SYNGR4	0.41825
OR11H12	0.558
WIF1	0.173
GCH1	2.0665
OR11H4	-0.129
SLC44A5	-0.7695
GPRIN2	0.297666666666667
LOC401431	1.30925
CPA4	-2.4647
MELK	-0.601222222222222
IL15RA	0.02275
CUL3	0.1505
HMBOX1	0.4685
PODXL	-3.2595
CCT6B	0.707833333333333
COMTD1	0.55825
MUC20	4.69083333333333
GPX2	-3.653125
ITK	-0.792
FBXL5	1.637
C13orf27	-0.31275
DEFA5	-0.032
TRHDE	-2.052
MTP18	-0.757833333333333
UQCRQ	0.8854
ITGB2	1.39033333333333
CSRP2BP	0.8095
TAS2R44	-0.042
PHPT1	0.68675
FAM44C	-0.424
ERH	0.379
MPHOSPH1	-1.418
MORC1	0.0065
PARVB	-0.7285
LAMA1	-2.54758333333333
PGBD3	-0.28525
GIMAP6	4.014
AREG	-3.353
LIPT1	-0.23325
MGC99813	-0.213
C1orf201	-0.160833333333333
GRIN2A	0.130428571428571
MAN2C1	-1.243
NSUN5	0.0275
SF3B5	0.36
MYC	-2.773875
NRXN1	-0.32025
ZNF18	-0.198
SPDYA	0.05525
SLC37A1	1.676
DECR2	1.17325
ANKRD38	0.313875
SPTLC3	0.312666666666667
SUPT16H	-0.234625
DTWD2	-0.20425
ULBP1	0
ZADH1	-0.305666666666667
OIP5	-2.52575
IL10RB	0.114833333333333
OTUB2	0.052
VWA3A	0.876166666666667
SPIC	0.56
OR6C4	0.7465
PSCD4	1.259
DPY19L2P2	0.068
TRAPPC6A	1.20766666666667
C21orf2	-0.2405
CEMP1	0.3295
LIN7B	0.397
E2F7	-1.5995
VCP	0.9114
LAMA3	1.14858333333333
BGN	1.25175
GPR160	2.098
COCH	-3.12533333333333
GPR81	1.05683333333333
APOBEC3F	-1.887
tcag7.1017	-0.075
C1orf32	-0.3075
SCGB1D2	6.23525
FLJ43987	0.332
C6orf170	0.62575
KLK9	0.4205
GPD1L	0.637
VPS37B	0.4485
ATG3	-0.094
ADAMTS17	-0.585
KLHDC2	0.994666666666666
NDUFV2	0.157
BLK	-2.193
MATN4	-1.373
GPM6A	1.156625
GBP4	2.423
TMEM162	0.5395
PKP2	2.4785
HRASLS	2.44877777777778
MMP1	1.684
SFXN3	-0.9376
FSD1	-1.77566666666667
ST6GALNAC3	-2.68083333333333
CA12	2.2909
NCOA6	0.57725
C19orf58	-0.0718
PPP4R1	-0.837333333333333
MAN1A2	0.3955
IKBKAP	-1.70175
UPF1	0.150833333333333
KIAA1219	0.531
WNT16	1.1905
SNW1	-1.023125
IL18RAP	2.92525
RPP30	-0.146375
CDC40	0.353142857142857
SETD3	0.166333333333333
SLAMF6	-0.31275
ELK4	-0.7775
TRIM47	-1.1345
ACOX3	0.0365
TRIM6	0.051125
KIAA0372	-0.237833333333333
TP53AP1	3.00375
SMURF2	-0.7065
ADAD1	0.00975000000000001
EBP	-0.2441
KRTAP13-2	-0.946
FLJ36874	-0.281166666666667
TOR1A	-0.136
P2RY4	0.8845
GPBP1	-0.61
TRPV1	0.158
ADAMTS12	-0.3855
PES1	-0.9748
ATG4A	0.686166666666667
MAGEA10	-4.5635
WFS1	1.6555
CC2D1B	-0.352166666666667
PABPN1	0.1585
SLC25A30	0.3015
SLCO1C1	0.655166666666667
SLC22A5	1.00525
KIF23	-2.31433333333333
SYN2	-0.5976
ASPN	7.828
CENTG2	0.1775
QSOX2	-1.4708
FLJ10815	-0.259666666666667
STK24	0.0545
SPEG	-0.2008
STK10	-0.243166666666667
DACT2	-1.472
AAAS	-0.42875
SSX3	-1.430125
