Hybridization REF	TCGA-A2-A0SX-01A-12R-A084-07
LOC374920	-0.704
DUSP3	-0.179125
ANKMY1	0.34675
C7orf50	-1.8815
BBS9	-0.5758
UNC119B	-0.543
C9orf72	0.747875
MGC35440	-0.75475
ENTPD6	-0.731375
PPP1R2P9	0.67475
ERCC4	-0.6655
FAHD2B	-1.016
HMHA1	0.4935
HACL1	-0.99525
RAD23A	0.1865
FAM83B	-0.2355
PPP5C	-0.7005
RNASEH2C	-0.81325
C9orf153	-0.939
SCAMP4	-0.429125
GHITM	0.2252
NDUFB7	0.094
ADCYAP1	0.903833333333333
SP110	2.442
MAP3K7IP2	0.758
DHH	-0.112
AGRN	0.478
WDR33	0.283833333333333
CEP290	-1.0145
PRPS1L1	-1.395
KLRA1	0.518
GPR97	-0.527
CHD7	0.2505
TLR10	2.539
SLC30A8	-1.7565
HIC1	1.18433333333333
IAPP	-0.2445
RXFP4	-0.103
GP1BB	0.13975
SHQ1	-0.1035
NKX2-3	0.219666666666667
API5	-0.28875
FTHP1	0.2235
MOV10L1	1.00533333333333
TRIM6-TRIM34	1.80883333333333
ADHFE1	1.49025
FAM117A	-0.26375
DDI1	0.506166666666667
CDON	-0.344333333333333
TRIM73	-1.149
IGKC	5.004
MMP14	0.854416666666667
DYNC1LI1	-0.151125
C11orf66	0.23625
TRBV3-1	-0.29225
FASTKD5	-0.03075
BIVM	-0.11225
LHX4	-0.454
CXCL2	-0.3548
RAB2B	0.285666666666667
IZUMO1	-0.77475
MAP3K15	-1.634
FAM19A2	0.471833333333333
ZC3H8	0.430666666666667
ZMAT1	0.853125
SPINK5L3	-2.58366666666667
SLC10A6	0.41
APPL2	-0.04275
CARD10	-0.557333333333333
LOC402176	-0.29825
EEF1D	0.3875
RAB6A	0.7887
C12orf5	-0.091625
PAPOLG	0.405
MSRB2	0.14975
BCR	0.718555555555555
PUS3	-0.60125
TIAM2	1.50725
ZNF317	0.981833333333333
CHD2	-0.0837857142857143
FZD5	-1.36
NUDT8	-1.6205
ZNF763	1.2375
PRC1	-1.05211111111111
ABCB9	0.3465
SPATA3	-0.48125
TRAK2	0.212
STAB1	2.6345
LRRTM2	-0.329
psiTPTE22	0.5195
DBI	-0.0415
SERPINA11	-4.435
NAT5	-0.21475
C20orf58	-0.691
RPS6KA4	0.1845
FLJ90650	0.07775
TGFBRAP1	0.613
CHRDL2	0.73
FAHD2A	-0.952
CNTN1	1.10775
BBS4	-1.1252
TMEM181	-0.101
MINPP1	-0.27
MPHOSPH6	-0.951583333333333
HOXC10	1.1601
ITPKB	0.8995
CLPTM1L	-0.37125
MEOX2	0.763666666666667
ATP6V0C	-0.095875
PRPF8	-0.3285
TMC5	-1.331
FKBP3	-0.981
PLEKHB2	-0.35025
OR4D6	-0.1815
ZNF544	-0.5566
D2HGDH	-0.24225
RPL18A	0.1677
HEL308	-0.56075
MPP6	-1.80475
TCERG1	-1.01525
KRT16	3.23433333333333
KLF17	-0.267
KLF5	1.804125
CDR1	3.73725
VCX3A	-4.3815
FBLN2	2.4035
C14orf104	-0.29225
HBE1	-5.3189
OR4S2	0.568
C1orf108	-0.449
ROBO4	2.94566666666667
CPEB4	0.4355
C11orf80	1.22416666666667
BCKDHA	1.89283333333333
MYOC	1.51475
GIF	0.265
CKMT1A	1.289
RPL3	0.2133
THBS1	0.876625
APOO	-1.1355
ARMCX1	1.22025
HSZFP36	1.1585
SNAPC5	-0.59125
EIF4ENIF1	0.234
ZNF433	0.62225
TNFRSF21	0.048
TMPRSS7	-0.1585
SPATA18	0.2045
HPDL	-0.6265
MKL2	0.091
TBX3	-0.589923076923077
C21orf93	-0.280666666666667
DAXX	0.48275
ELMO1	0.53825
RGS13	1.471
TAF11	0.648
UNC13A	-2.305
LOC653314	-0.793
ORC3L	-0.09975
IMAA	-2.455
TARBP2	-0.64325
CABIN1	-0.6326
TRIOBP	-0.19375
HIST1H2AC	-1.26875
RGS22	-0.9835
NCOA1	1.2755
IL25	0.6895
SNCG	0.4545
GPR6	0.2495
AMDHD1	-2.58133333333333
CHEK2	-0.583125
C6orf142	2.226
DRD4	0.45575
C14orf68	-1.39825
GDF11	-2.23075
SEMG2	-0.039
CD247	1.11075
CDAN1	-1.12525
RBMX2	-0.094
TGS1	0.95975
OIT3	1.57925
SYF2	0.68825
MCM4	-0.4395
PKHD1L1	1.298
CEP192	-0.505666666666667
IFT88	0.28125
RPL9	-0.755714285714286
RAB32	1.36125
DDX43	-3.069
P2RX2	-0.0953333333333333
OR5D18	-0.1705
UBE1	-0.0125
SLC24A1	-0.44025
ARHGAP5	0.61175
CETP	-0.182
KIAA1731	-0.229666666666667
SLC9A4	0.17
PTPN6	1.54825
BAHD1	0.1265
GRIK3	0.06
CACNB2	-0.2206
PDE10A	1.53275
DGCR14	-0.25475
PCDHB9	0.504
RHOQ	0.884
MAP3K4	0.47275
KTI12	-0.3675
RPL23AP13	-1.198
GNG11	-1.1635
CLCN3	0.584166666666667
GPAM	-0.514375
VSTM2A	-0.256
SLAMF7	4.5665
INTS2	-1.20725
PPP2CA	0.3421
LRP12	0.669733333333333
SEC14L2	0.09
DKFZP586H2123	1.74425
MC3R	-1.3255
CIRH1A	-0.865833333333333
HIST1H2AB	-0.732833333333333
POLH	-0.160625
MGC16703	-1.56966666666667
SNAPC2	0.392
FILIP1L	1.6375
RASGRP4	0.524
LRRC1	2.25575
GAS1	2.4305
PRAC	-1.03525
DGKA	0.353166666666667
NT5C3	-0.25625
PEG3	-4.66608333333333
NADK	-0.06625
PRR17	-0.2195
LOC374569	0.74075
SGSH	0.329
NLRP8	0.4435
GALT	0.2184
MCF2	-0.602
ZNF263	0.446
TACSTD1	1.50833333333333
TYR	-7.3531
ATP6AP2	0.36875
RNUXA	-0.71325
ABHD10	0.1067
GDPD2	-1.7955
SLC35C1	0.1055
UBE2A	-0.1455
HERC5	0.993
FAM112B	-4.87283333333333
FBXL16	-1.9265
DKFZP434A0131	-0.7215
ELA3A	-3.0605
RBM41	-1.317625
HAO2	0.54025
RNH1	0.149375
SHANK2	1.93933333333333
OSBP2	-1.463875
DAK	-0.922333333333333
C3orf58	1.21275
TCL1B	-1.1695
KBTBD2	0.621
SUGT1L1	0.177
UBE2E2	1.68116666666667
MYL9	1.895875
CDC23	-1.16033333333333
PBXIP1	0.8768
CXorf40B	0.089
NBL1	1.27825
RTBDN	-0.107
RAB11FIP5	0.682875
TTTY13	-0.4915
SCOTIN	0.1845
SOHLH1	-0.825166666666667
CDKN1A	-0.0948571428571429
NCK1	0.8855
ZNF550	-0.017
SAPS3	-0.210166666666667
SPIN3	-0.234833333333333
MAGEE2	0.97375
MIS12	-0.789333333333333
OR8H2	-0.002
KIAA0774	-1.11316666666667
UNC5D	-2.12
CUL7	0.177333333333333
LIPC	-2.98633333333333
DIO1	-3.21725
C20orf11	0.8253
CTRL	-0.58075
HS3ST2	2.90775
PAK4	1.3275
CCRL1	4.51825
RNF10	0.050875
ZNF567	2.395
ZNF660	-0.051
TCEAL3	-0.228
MAGOH	-0.0446666666666667
CENPB	-0.312833333333333
C19orf7	0.3935
LOC388965	0.0815
ZCCHC13	-0.561
JMJD1A	-0.0267
HIST1H4H	-1.091
TBRG1	-0.4473
GPC3	-4.804
TAF1C	-0.484375
EBNA1BP2	-0.745166666666667
CIAPIN1	0.11925
PDGFRA	-0.190388888888889
CSTB	0.2975
CENPI	-1.24733333333333
GTF2E2	0.105833333333333
RPP21	-0.609
CCNF	-0.8705
KCNQ3	0.9375
FAM79A	1.3345
SLC22A12	0.0095
NOVA1	-1.50583333333333
FZD3	0.4538
AKAP8	0.51
SOCS5	0.828
CFDP1	-0.11775
DLG5	0.4505
PGM5	0.645833333333333
C1orf144	0.174333333333333
HDAC10	-1.1415
RND2	-0.50825
C20orf199	-0.765
RNMT	-0.805125
SLURP1	2.663125
ASTN1	-0.19875
SH3BGR	1.22025
MYCL1	0.290125
ZHX1	-0.343166666666667
CENPK	-1.8995
FOSB	2.0671
LOC643406	0.75775
C2orf59	-0.166625
TMEM135	-0.33275
SLC27A2	-2.36225
KRT33A	2.053
OVOL1	0.865625
PAMCI	-0.197333333333333
S100A7	-1.4555
ZNF789	-0.1595
HARS2	0.11525
RPL23A	-1.04316666666667
TCF23	0.06125
UPF3B	-0.605625
C17orf78	-0.441
HLA-DOB	1.9575
C14orf142	-0.125833333333333
TEKT5	0.640833333333333
DMWD	0.4345
POLD1	-1.87833333333333
GSCL	-0.2605
CALD1	0.9359
SCRT1	-0.39
AIG1	0.11775
UNC84B	2.16
ZNF404	-0.2825
TMED6	-3.99075
KIAA1462	1.0135
LRRC27	1.0345
PYGO1	-0.0555
PIGU	0.207
ALAS2	-4.19033333333333
WRNIP1	0.542375
CNNM3	0.4045
ZNF2	0.67525
ST3GAL5	0.0521666666666667
MRPL23	-0.7245
TSSK6	0.01075
PSMA6	-0.329
C16orf70	-0.445
KIAA1602	0.375
ALMS1	0.590833333333333
DCN	3.05275
TMEM132D	-2.419
SUCLG2	0.59975
ABHD14A	-1.232
DEXI	-0.351
AMPD2	-0.303666666666667
IFNAR2	0.619833333333333
CYB5A	0.5569
TLOC1	0.80275
NXF5	-1.00016666666667
NRBF2	1.021
KCTD3	0.232
ITGAE	-0.5775
SLC30A3	-1.16416666666667
ZRF1	-0.33
IFRD2	-0.830125
XAB1	0.33575
PYCR2	-0.0416666666666667
SERPINB3	-3.35
TMLHE	-0.1589
GEFT	-2.068
ABCA5	-1.39
EMR4	0.549166666666667
TSFM	-0.64075
HIST3H2BB	-1.82625
ARHGEF19	1.91
TSPAN17	0.129166666666667
ABCC8	-0.77925
MAP1S	0.3175
C22orf36	0.227
BNC2	0.514714285714286
HIST1H4A	-0.53125
NDUFS3	-0.601
WDR3	-0.398833333333333
XKR4	0.4265
TTC33	0.0177857142857143
STMN2	3.0165
CPN2	-0.961666666666667
HSPC105	1.61625
PCOLCE2	-1.684
C3orf55	3.2405
KLHDC9	-0.292833333333333
TBC1D23	0.335125
ATXN2L	-1.07266666666667
MAP2K3	0.69475
SCAP	-0.4725
ZNF486	0.0555
C20orf96	-0.28625
NARS	-0.55925
ADAMTSL1	-0.919071428571428
PRCC	0.996333333333333
CCDC126	1.02383333333333
ZNF675	0.70275
CALCOCO1	0.76075
ANKRD43	0.34275
CWF19L2	-0.281833333333333
ZBTB32	2.82383333333333
BRAF	-0.80575
ODF4	0.35125
MGC14376	0.222666666666667
HORMAD1	0.0541666666666666
AAK1	-0.24625
PEBP1	-0.172833333333333
TNFSF5IP1	0.0718333333333333
DKFZp564N2472	0.32
RMND1	0.260125
IGKV1-5	4.967
COL1A2	2.75291666666667
SERPINA5	-4.72975
AANAT	0.063
C19orf21	0.348333333333333
GEMIN5	-0.58075
UBR4	0.349
LTBP3	0.673
AMHR2	-3.04133333333333
PROCR	-1.31725
MYBBP1A	-0.57175
C20orf39	1.732
ZNF697	-0.898
PASK	0.3237
ZNF776	0.1375
RFXDC2	-1.156875
KIAA0467	0.0915
C10orf96	-1.26775
ZNF503	-0.41825
GULP1	-1.08083333333333
KCNE4	-1.05483333333333
DKFZp434K191	0.018625
LOC196913	-0.2635
BHLHB4	0.143
CH25H	1.394
LOC81691	-1.228
ALPL	2.69242857142857
COL12A1	2.35875
FOLR3	-1.9495
GPR123	0.23625
TRIM62	0.134285714285714
ABLIM1	1.35416666666667
MAST3	-0.00875
RHBDD1	1.032
LOC338809	0.1255
RYBP	-0.377
TTC26	-1.662875
ZNF22	0.965666666666667
ISCA2	-0.47
RDM1	-2.255
PIGM	0.10925
GNB3	-1.1465
ACTR2	0.7217
HMGB1	0.27465
EDG1	2.79916666666667
SOAT2	-3.95875
OR10AD1	0.52
RAP1GDS1	0.0814166666666667
LCE1F	0.072
ESM1	-1.219
RCN3	1.9015
CREBL1	-0.2235
DBNL	0.148333333333333
PTGER3	1.969875
USP30	0.0495
BCL2L12	-1.45633333333333
KIF26B	1.82025
ZNF416	0.646
ZNF225	-0.3325
C17orf70	-0.5715
ZNF554	-0.561
RAE1	0.0943333333333333
TNIK	0.850666666666667
ACTN3	0.4885
MGC45922	0.027
CCNA1	1.63566666666667
RYK	0.670333333333333
IL26	-0.0525
LRP3	0.789
QARS	0.72075
SOX7	0.598357142857143
BID	0.025125
OR2S2	-0.3205
CXCL14	3.97325
C11orf47	-0.9385
MGC29891	-0.231333333333333
HSPB8	1.7348
PRDM14	-1.4815
NUFIP2	0.04675
MNAT1	-0.732625
ZDHHC2	0.51225
MBNL2	1.019125
ADD3	0.6545
CSNK2A1P	-0.065
KLK6	1.24333333333333
TMEM111	-0.7172
KIAA1279	0.6
NUBP2	-0.705333333333333
RAB42	0.67475
ID3	-0.582
TM9SF1	0.289
MDP-1	-1.148
POU4F2	-0.318
IQCK	0.248
C16orf14	-1.6025
CAPN3	-0.945375
FAM43B	-0.584375
RECQL	-0.15575
AP1G1	-0.0433571428571428
CTNNBL1	0.306166666666667
ECHDC1	1.59816666666667
SMARCC1	0.091
FOXQ1	-0.4595
GNAI3	0.278666666666667
POLG2	-1.4555
CD4	1.194
ITLN1	-0.27225
EBI2	5.8275
IRF1	2.0575
PTPRE	1.4738
PTK2B	0.33025
NXNL2	-0.845
SOX4	1.66572222222222
TSPAN3	0.0353333333333333
SH2D1A	-0.00683333333333333
C8orf58	-0.101333333333333
USP20	-0.57775
DUSP22	-0.25475
CALB1	-2.5675
L3MBTL2	0.10625
MCRS1	0.11475
TMEM118	-0.146333333333333
C18orf8	0.610333333333333
FLJ10241	1.706125
GJA12	0.8445
PKD1	-0.837
ZFP3	0.796
JAM3	-1.21475
LAPTM4A	1.3471
DIRC2	-0.40625
KIAA2022	1.5835
MYOM1	0.716
TRPM8	3.5295
MOP-1	0.45575
PHKG2	-0.925875
ZNF650	-0.19675
KIAA1522	1.7265
PSG8	-1.62083333333333
DDX19B	0.5275
MOBKL1B	0.1335
DIAPH2	0.32475
PTPN12	0.557
CLN8	-0.9418
CRYZL1	-0.352
CRY2	0.399
FCGR2B	4.07266666666667
PNPLA4	0.019875
ZNF454	1.593
DKFZp434B1231	-0.04175
CLDN11	0.0965000000000001
RFWD2	0.747833333333333
CIB2	0.437833333333333
MXRA8	3.222625
HRK	0.464125
MAML2	0.59275
C4orf31	-0.8715
C6orf192	0.48125
COG6	0.0065
FAM5B	2.00025
NFATC1	1.47
SEPT10	0.33975
SCYL1	0.1316
RPP40	-0.1505
SCOC	1.0562
KIAA1450	0.98725
CTDSPL2	-0.3
TBX5	1.74133333333333
NAPG	-1.187875
RHD	-4.73025
C14orf45	0.952666666666667
ZBTB22	1.3345
PLCG1	0.2465
ANKRD10	-0.43
AQP7P2	2.251
TAGLN2	0.9245
HTR2C	-1.8565
SLC16A7	0.237166666666667
C17orf83	-0.522333333333333
TSGA14	-1.13525
MDH1	-0.13725
PPP3R2	-0.129333333333333
DCBLD2	-1.91092857142857
RBM33	-0.6385
DPH3	-1.978
SYT10	-1.11216666666667
FMO4	1.968125
THYN1	-0.489
DRD5	-1.215
OTOR	0.063125
PGRMC2	-0.0778
KATNAL1	-0.1485
PAQR6	-1.18025
UBE2I	-0.371
C14orf28	-0.22325
C8orf70	1.43325
FLYWCH1	-1.56425
ANGPTL3	-1.84875
GLRX2	-0.380833333333333
ATP11A	0.503642857142857
ARL5B	0.800125
MUC16	1.27925
SLC25A5	-0.661642857142857
ACRC	-1.37275
MYO1C	0.193125
FAM89B	1.39016666666667
FAS	1.859875
KIFAP3	1.92475
GLRA2	-0.34
BTN3A2	1.2216
CNKSR3	2.542125
CSTF3	-0.751
ARPM1	1.66975
KIAA1530	0.451
C9orf150	2.47083333333333
PRKCI	1.30325
tcag7.1015	-1.06225
SOD3	0.3435
ZNF574	1.435
CYP21A2	-0.80225
RPL12	0.0625
COMMD2	0.69
WIZ	1.2175
LOC344405	-1.74325
ALDH4A1	-0.881235294117647
CRYAB	4.01125
COPA	0.642466666666667
PCDHGA7	0.2625
KIF11	-0.358166666666667
RASD2	0.561875
SLC26A3	-1.144
ZNF175	-0.9955
JAKMIP2	-1.9205
C8orf4	-0.468333333333333
PTHLH	1.628
SLC40A1	1.24483333333333
OR7D4	0.272666666666667
PCDHB17	-0.078
CD36	4.45564285714286
C6orf203	0.5551
PRKG2	-2.6095
LOC400566	-0.24125
ANAPC13	-0.08075
SLCO3A1	0.224
ZNF692	-0.5545
FANCL	-0.6495
SH3GLB1	0.885
C12orf61	0.0435
KBTBD6	0.47275
SUPT5H	1.780375
XRCC6	-0.2697
HUS1B	0.5539
FAM133B	-0.834214285714286
LOC728276	-0.4815
KCTD18	0.8085
SOS2	0.591166666666667
CCDC99	-1.136
C1QTNF5	3.418
NNAT	1.17816666666667
USP16	0.40925
LARS	-0.561375
ZBTB2	0.28325
ABO	-0.032
TRAF3	0.5445
GALNT5	-2.4495
NAP5	0.018
ALG14	0.196666666666667
KIAA0515	-0.489576923076923
WDR75	-0.647166666666667
TEX261	0.165916666666667
LY86	1.06475
LOC389072	0.431
FLJ13611	-0.8105
MRGPRX2	-0.0585
SNRPA	-0.345
OR2G2	0.278
GPRASP2	0.08125
C7orf42	0.4517
C9orf163	-0.731
CYP11B2	0.2165
FCRL3	3.76033333333333
PRDX1	-0.1405
FGB	-7.57166666666667
COX17	-0.320166666666667
C16orf33	-1.9205
PIWIL1	0.5965
FOLR1	-2.11883333333333
KIAA0082	-0.1745
FREQ	0.0288333333333333
TMCC2	1.98116666666667
TCF12	-0.129583333333333
ZNF721	0.028
FAM130A2	0.883
POU4F1	2.16675
SNRPF	-1.23725
SGIP1	2.47316666666667
ZNF641	1.31216666666667
EMG1	-0.5355
PRRG4	0.399
HIRA	-3.189
MYNN	1.4625
AEBP2	-0.388416666666667
TBXA2R	-0.3085
ISL2	-1.2645
PCDHB11	0.2875
RNF144A	0.222875
MARCH5	0.553125
DULLARD	0.433
DCLRE1B	0.4225
ITGA8	0.213
TP73	-0.36925
PRKCD	1.2495
NDUFB4	-0.24825
ATP13A4	0.973625
ANTXR2	-0.055
COL4A3	0.504833333333333
MYO10	-0.4477
SLC6A18	0.11175
PEX1	0.10325
TMEM74	-0.086
RBM19	-0.125
TAPBP	0.68505
RUNX1	0.0773750000000001
MID1	1.10508333333333
GPR64	1.2085
RASEF	2.47275
GABRG1	0.381875
MYO16	-1.068
DBF4	-0.616166666666667
TSHZ2	2.87575
RIPK2	1.700875
PPTC7	0.151
KIF4B	-0.5615
LRRC31	0.000571428571428556
ZNF540	1.76975
EFNB3	-0.278333333333333
LOH12CR1	0.448375
STON2	0.0878333333333333
GLP1R	-0.01175
CSTF2T	0.584375
IREB2	-0.72625
GRSF1	-0.36925
PDCD7	-1.23633333333333
LRRC43	1.1545
CNR1	2.28283333333333
IL1F7	-1.1565
C12orf64	-0.07425
FAM69B	-1.4795
NR2E1	-1.67066666666667
MS4A6A	3.0456
FTL	0.1636
C7orf36	-0.99375
PCLO	1.2591
DYRK2	1.5925
ARIH2	-0.64625
SAMD7	-0.2955
SCNN1D	-1.49175
SLC32A1	-0.34875
C22orf25	0.294666666666667
MRPS18A	-0.432
GPR112	0.072
EARS2	-1.57625
ERN2	0.237
ATPBD3	-0.986666666666667
PRH2	-1.1165
CDKN2D	1.051
PGLYRP2	2.05875
TRIM40	-0.236666666666667
SEC14L3	-0.0682
SLC22A1	0.772
BTN2A3	0.00699999999999998
RASA4	0.42925
CCNL2	-1.11808333333333
MYBPC3	0.3235
GJA4	2.992
CDC42SE1	1.147375
TRPV2	-0.0885
MYPN	-3.5442
SIM1	0.1875
CDADC1	-0.39425
ZFHX4	0.52475
NIBP	0.409833333333333
ADAMTS19	-2.1945
ABTB2	-0.961
TSPYL2	-0.484625
EIF2S3	-0.2359
SOX30	0.10575
AP2A1	-0.591833333333333
DKFZP564O0523	0.907166666666667
LOC285398	0.32625
CDH18	-5.17125
CHL1	1.92525
GATS	-0.1989
TBC1D2B	0.607666666666667
OR1J1	-0.4275
GSN	2.28783333333333
DPCR1	-0.171625
GARNL4	1.37333333333333
SMARCA5	-0.935
PLEKHG3	1.423
ZBTB45	0.853
FRMD6	-0.125833333333333
PLS1	-0.721833333333333
DGKZ	0.379333333333333
EFNA1	2.773
WDR85	-0.32175
ANK2	0.867
PAGE4	-1.45216666666667
SENP6	1.67733333333333
AKR7A2	-0.516333333333333
FKBP10	-2.8255
VEGFC	-1.69866666666667
LARP1	0.1235
SRBD1	-0.03575
ITGB6	3.38625
SLC1A2	-1.60428571428571
INVS	-1.2145
MPO	1.08675
MOBKL3	0.488
CUTL2	-0.64125
KLK2	-0.274416666666667
VIM	0.327
REG1B	0.485
PCDHGC4	-0.359
C3orf34	-0.325333333333333
SUMO3	0.641666666666667
CST9L	-1.62433333333333
MLL4	2.09525
SPR	0.0953333333333333
SAMD9L	2.30575
ABCE1	-0.13725
SUPT3H	-0.926
ACTBL1	-2.93175
ADAMTS4	1.37216666666667
SLIT3	2.779
RHEBL1	0.099
NPM2	0.517
MAN1C1	1.085625
KIAA1856	0.111333333333333
HSPA6	1.40625
LOC388152	-0.395
C10orf140	0.26575
ZDHHC12	-0.532
LIN7A	-2.1628
PHC2	0.676
SPHK1	0.17475
TRIM26	0.868625
FAM83E	-0.545
C18orf24	-0.937333333333333
ZNF578	0.253666666666667
ORAI1	0.06
RUVBL1	0.04625
C7orf20	-0.704833333333333
APAF1	0.293
SLC36A4	-0.800333333333333
MYH11	3.07283333333333
NEK1	0.4554
MPP2	-1.4535
C12orf24	-2.52075
TNK2	0.2466875
ZNF289	0.30375
MATN3	-2.04171428571429
IFNGR2	1.73783333333333
ITPR1	-0.54825
EBF3	3.3576
TBC1D20	0.1299
OR10P1	-0.3375
DDAH2	1.14125
SHPRH	-0.36125
STX7	0.569
LOC554248	-2.149
BCAR1	-0.649
ATXN3	0.539916666666667
TRIM27	0.2605
CDC42EP2	-0.5655
CHP	0.240142857142857
SOX17	1.339875
ZNF259	-0.737333333333333
CHCHD1	0.0695
ZDHHC19	0.249
GBP2	3.2935
GARNL3	0.439625
MRC2	0.898
C1orf52	-0.34425
AOF2	0.573
LRPPRC	-0.5582
ACVR1C	1.55333333333333
TM4SF18	1.835
TMEM169	0.322166666666667
PPP1R16A	0.726
EBF1	1.17116666666667
RRS1	-0.3495
SNX2	0.126
OR2T2	-0.1385
RBX1	-0.45275
ANKRD54	-0.2445
TSNAX	0.673
TMEM83	-2.74675
ZBTB7A	-0.44275
ATM	-0.707545454545455
LOC338328	1.97783333333333
TIE1	0.971333333333333
HIST1H3G	-0.6995
PASD1	-5.14066666666667
TINAG	0.127
PCDHAC2	-0.1495
LRRC15	1.587125
WBSCR17	1.393
TFF2	-0.199
PARP2	-0.05575
NDFIP2	0.347125
PCDHGB2	-0.735
WDR60	-0.39875
MAP7D2	0.00419999999999999
USP45	-1.24425
GSDML	0.0705
TNS1	0.3679
PLCD4	-1.74325
IQCD	-0.3645
SMPX	-2.884
CD9	0.459333333333333
SRGN	2.08075
CASP7	0.53
INOC1	0.131333333333333
DKFZp451M2119	-1.068
VMAC	1.881
USP53	-0.2574
CAMK1G	-0.000250000000000007
TMEM106A	0.257833333333333
CDC20	-0.7863
ACSL5	0.896166666666667
CBWD5	0.138625
C1orf87	-1.25833333333333
KIAA1274	1.134
PRUNE2	-2.28214285714286
LYPLA2	1.053
DOK6	-2.0135
GPR149	-0.2395
FAM30A	4.6035
TMEM129	-0.1725
SLC35B3	1.68925
ACPP	0.0779
LOC200261	-2.3885
SLC4A7	-0.5713
CCDC40	1.6675
GART	-0.026375
THOP1	-1.94525
SCARB1	-0.193125
CACNA1F	-0.63125
TRIAP1	-0.233833333333333
SYT14L	-0.797
SFRS8	0.1975
PBOV1	-0.1125
GOLSYN	-0.18
GJB7	1.1215
CAMK2N1	-1.29766666666667
GREM1	2.99816666666667
FLJ20433	0.168
QPCT	-2.39575
PRKAG2	1.418
H2AFX	-1.641625
C6orf154	-0.702
PLOD3	-1.17625
ZBTB39	0.187
WASF3	0.452083333333333
DRG1	0.00375
PRR4	-0.9965
SPCS1	-1.127
KDELR3	0.615
SRP19	-0.320166666666667
GABRA6	0.88525
MFSD1	0.79275
MMEL1	-1.2425
PDXDC2	-0.6214
BUB1	-1.42688888888889
RNF138	-0.40325
MYLPF	-1.32183333333333
AIF1	1.11283333333333
DYNLRB1	-0.175
HCN3	-1.57383333333333
HIST1H2AI	-1.3165
MAP4K5	0.325833333333333
LASP1	1.02175
LOC130951	1.026
PLAA	1.140875
KRT6A	2.659
C6orf117	-1.283625
ARHGAP23	-0.8955
PTF1A	-0.276
GPHA2	-0.71325
LCE3B	-0.28475
MCL1	1.92921428571429
EHBP1	-0.544166666666667
PRNP	-0.408875
ZSCAN1	0.49775
C1orf113	-0.723166666666667
FOXA3	-1.980375
NEB	0.6995
ASGR1	-4.34266666666667
CTGF	2.40366666666667
RAB17	-0.160833333333333
MST101	-0.38825
JARID1B	1.0661
USP37	0.5457
PTBP1	0.248833333333333
PTPN7	1.21066666666667
CDC7	-1.09566666666667
SNX7	0.951
ZNF335	-0.0275
CPT2	-0.56475
HEATR1	0.1525
HSPC152	-0.512
C5orf40	0.38025
PSME1	0.164166666666667
STAG3	-1.51525
TMEM154	1.02183333333333
KLHL32	0.542166666666667
TSGA10IP	-1.391
SUV420H2	-0.588166666666667
SF1	-0.2206
2'-PDE	-0.256375
PNLIPRP2	-2.4055
TRSPAP1	0.312666666666667
NUP210	-0.420666666666667
ANP32C	-0.3405
RAB11B	0.724833333333333
ASB15	-0.0495
ITGB3BP	-1.65925
UBASH3A	0.73825
YWHAB	0.75825
TPRX1	-0.4355
LY6G5C	-0.529875
SLC7A2	-3.65375
CLK1	1.026
HSD3B7	0.403666666666667
VDR	2.28675
C16orf74	-2.601
ACE	0.402666666666667
PSMA2	-0.498
CCDC131	-0.46225
ZNF213	-0.177333333333333
EML2	0.775
ALS2CR13	0.684333333333333
GLYATL1	-0.3835
DSPP	-0.025
DHFRL1	-1.08525
C10orf30	1.10266666666667
SH3RF2	-0.934
LOC197322	-0.722
DLL3	-1.06225
TIGD7	-0.41175
GFRA3	0.69575
CPA1	0.8685
RTN4	0.167666666666667
PPT2	-1.9405
FASLG	3.937
FOXP4	0.45475
RPL26	0.3552
GNL3L	-0.961333333333333
FMR1NB	0.0158333333333333
CD163	7.03625
SGPP2	2.55475
GIMAP2	1.96775
CD37	2.01666666666667
DPT	4.10308333333333
NBLA00301	1.29975
RGS5	0.556333333333333
C9orf4	-0.295
ACTL8	-4.718
PRKAR2B	-0.7525
OPLAH	0.0768333333333333
C20orf134	0.7155
SPACA5	0.05725
TBL1X	-0.8225
TSPYL3	0.8845
CHCHD3	-1.2835
CRKRS	0.564166666666667
GPR65	4.72725
DFFA	-0.549375
FUT1	0.0545
C6orf204	0.0811666666666667
TMEM51	1.01675
ZNF580	-0.6445
CMTM2	0.564
C20orf200	-0.959
EZH1	0.101333333333333
FDX1L	-0.079625
MRPL32	-1.23025
PCAF	-0.2842
ALOX15B	1.079
CD59	0.770166666666667
CDK9	0.37025
ERP29	-0.293833333333333
TTR	-6.8155
BCMO1	1.4425
DDIT4	-0.8386
PTGDS	3.321
C3orf63	-0.4925
BST2	0.51525
CYP1A2	-0.331833333333333
C5orf25	-0.2075
STX1A	-0.973470588235294
OR2A12	-0.1405
SH3BP5L	0.9465
SERINC5	-0.597
USP6	-0.7004
MRPL3	0.0215
POMP	-0.656375
INPP4B	-1.727625
GMPPB	0.624
EAPP	0.43025
AHSA1	0.12575
ABCA11	-0.569
SLC5A6	1.84766666666667
HIVEP2	1.2165
SUMO2	0.42025
KIAA1822L	-1.6855
C11orf67	-0.1375
TXK	0.7575
PHCA	-0.7089375
ICAM4	-1.5305
FPGS	-0.207333333333333
SNRPA1	-1.27375
