Hybridization REF	TCGA-A8-A07C-01A-11R-A034-07
OSBPL11	0.697333333333333
GNB5	-0.836833333333333
CCL21	0.29525
C1orf121	1.41333333333333
FMO2	1.76933333333333
RPTN	0.54
MSTN	1.092
VCL	-0.779785714285714
FYTTD1	-0.94675
C11orf1	0.6315
CCDC88C	-0.3361875
HFE	-0.301555555555556
MOGAT1	-0.263
FAM125B	1.2165
IRGQ	1.006
RAVER2	-2.90725
AKAP5	-0.617
SSSCA1	-0.0035
C11orf63	-0.702125
ACTG2	1.4757
PORCN	-1.9835
DTL	-0.277272727272727
TMEM151	0.40125
FAM122C	-0.18475
RSAD2	1.8078
BAT4	0.288
KRTDAP	-1.00116666666667
MYH8	0.024
CRTC3	-0.1835
LRRFIP2	0.9268
INTS4	-0.165
TTN	-0.727666666666667
SLC26A5	0.631
PLLP	-1.75275
RGS6	-0.582875
SRGAP3	0.829
ZNF525	-0.0153333333333333
NBR2	-1.38983333333333
C13orf1	-1.4335
ZNF137	0.1555
CEP27	-0.93425
BEST2	0.1565
RNF121	-0.50075
DMRTC2	0.06325
C8orf76	-0.209
BCCIP	0.230875
MEST	-0.86975
HTRA2	0.3905
ANGPTL2	-0.10525
ILKAP	-0.3695
ERAS	0.5655
HBS1L	0.25275
CPA5	1.407
TMEM30A	0.9945
CD300LF	2.3225
WISP3	4.7255
CRK	0.212928571428571
PDS5A	-0.4628
BRPF3	-0.166166666666667
NEDD9	-1.15675
SMPDL3B	1.0205
PSG6	-1.02325
PSMD13	0.80425
ETV5	1.0896875
OR51A4	0.17
BTBD7	0.407416666666667
GSTO1	-1.118625
hCG_16001	0.6325
MAD2L1BP	-0.478
COX6A2	0.7665
SCNN1A	-2.056
LSM1	0.5935
UGT2B11	-4.0475
IDUA	0.4815
PPP2R3C	0.177166666666667
COX11	-0.541833333333333
PDZK1	-4.52375
ZNF443	1.0055
MGC21874	0.700666666666667
ZNF323	1.0458
KRTAP10-10	1.022
CXCL6	0.416
SLC34A2	1.3275
LOC284402	0.1875
NPTN	0.284916666666667
UPP1	-0.509333333333333
SLC6A9	-0.4925
OR7G3	0.16275
CISD1	0.319833333333333
ZNF545	0.834666666666667
SYT14	-0.7545
NT5C3L	0.580333333333333
ZNHIT3	0.174833333333333
SNRPD3	-0.00025
KIAA0701	-0.329125
UNC93B1	-0.577833333333333
GMNN	0.699625
SPCS2	0.166666666666667
LOC388524	1.6105
NAPRT1	-0.5135
PNLIPRP1	-0.01375
OR6V1	0.6205
PRKAB1	-0.01775
EYA4	-3.106
KIF20A	-0.739
ALG10	0.63075
ITPKC	0.7475
LMX1B	1.02816666666667
RPUSD4	-0.682833333333333
C7orf34	0.1465
DLGAP2	0.151375
PFN1	-0.1914
MICALL2	-2.06141666666667
ZNF654	-1.0935
SS18L1	-0.348
SLC16A8	1.58
MKI67IP	0.174333333333333
ITGB3	-0.880625
TCEA3	0.834916666666667
CEP152	-1.444375
CLIP1	0.76575
ZNF75	-0.3881875
ATP5C1	0.406666666666667
NUDT5	0.0496666666666667
PSCDBP	1.5785
UBP1	0.29075
RBM27	0.40575
C13orf15	1.974875
ZNF282	-0.326833333333333
ZNF222	0.4062
COL10A1	5.54875
PRDM15	-0.416625
TTTY5	-0.027
FAM9C	-0.264083333333333
C20orf67	-0.252
GNG13	0.1955
F12	-1.50475
C1orf41	-0.75575
CPXCR1	-0.4745
GSK3A	0.770375
SUPT6H	0.131666666666667
PI16	-1.468
ELL2	-1.29241666666667
C9orf167	-1.7365
PVRL3	0.2205
FLJ38596	0.55725
ADAM20	-0.05725
GPR89A	1.5415
GPR87	-2.3485
ZNF30	1.0615
SMR3B	-0.19425
ZNF770	-0.013875
TRPC4AP	-0.451333333333333
DKFZP686E2158	0.5485
C2orf28	0.194833333333333
FREM1	-0.936666666666667
LAMA4	0.7605
ADPRHL2	-0.267
EIF4G2	0.1405
GUCA1A	-0.739
CTNNA2	-0.774875
NUDT15	-0.813
CEPT1	-0.502666666666667
ZNFX1	-0.0712
CCDC92	1.4505
TDRD1	-0.4845
KCNK5	1.41983333333333
ETNK1	-0.0625
LTA	0.584
TTPA	0.192666666666667
B3GALNT2	0.651875
SC65	-1.49716666666667
PEX5L	-0.832375
EPS15L1	0.2795
MGEA5	-1.21475
HIST1H3A	0.60625
ING1	1.007875
BCAT1	-2.805
ORC6L	-1.60172727272727
KLK11	-3.8015
C19orf28	-0.6235
DNER	-3.420375
MED22	0.254785714285714
ETV6	2.62216666666667
CHAC2	0.7225
CD300E	0.441
CEBPB	1.58141666666667
ZNF398	-0.77325
LRCH3	0.201
HMGA1	-0.537166666666667
CAPN7	1.42366666666667
MGC5566	-2.74025
CCL3	2.754625
NANOS1	0.503
ZFYVE19	-0.42325
APITD1	0.396
PARD3	0.8355
IRAK4	0.126833333333333
SERPINI2	0.112
CEP170L	0.411
TTC9	-0.20225
MYOM3	-1.45325
MLPH	-3.85825
LOC222699	0.377
NRG1	-0.494416666666667
TBC1D9	-1.08309090909091
TTK	1.33333333333333
ZNF557	0.7566
DDX41	-0.8785
FANK1	0.9545
UBE2D2	-0.17725
PSMB10	-0.34025
MYH7B	0.1065
GABARAPL2	-0.868
MARVELD2	0.806
DGCR2	0.769333333333333
UNC45A	-0.148
C6orf72	1.303
ZNF683	5.10625
GIT2	0.59275
CASK	-0.2375
C14orf161	1.552
LRRC44	0.32425
TIFA	0.109
UTP11L	-0.52825
C6orf65	1.525
FDPS	-0.06675
DUSP9	-1.6117
SLC17A8	0.15
OR51G1	0.225833333333333
NANS	-0.8395
OLFML1	1.048
ATP10B	-0.3065
NPAS3	-0.82625
PRKCA	-2.4576
GGA2	0.258875
LCE4A	0.3755
SPANXN3	0.716
CCDC115	1.228875
SDCCAG3	-0.22275
GLIPR1L1	-0.025
TTC1	-0.02275
C17orf76	1.176
MAD2L2	-0.0565
HIPK1	-0.3842
LRRC3B	-0.0923333333333333
CLN3	-0.276090909090909
C17orf47	0.628
FMN2	1.13475
TUBB1	-0.962125
WAPAL	0.0863333333333333
C3orf21	-0.1585
SCN5A	0.0017
SMYD1	0.3855
BEX5	-0.941
ZNF192	0.6935
SEC22A	0.605
GRIA2	0.835714285714286
KIAA0825	-1.15475
NUSAP1	-0.705909090909091
LANCL1	1.113
C15orf40	-0.7363
ZNF645	0.035625
GPR61	0.076
NLRP14	0.061
SNX21	-1.0356
C1QTNF8	0.0255
C17orf46	0.26825
IFNA8	0.306
SPRR1B	-0.989833333333333
FLRT1	-0.48575
SNX17	0.958666666666667
ASB2	-0.174
HBG1	-6.4505
RPRML	1.83775
JOSD2	0.224166666666667
PLSCR3	0.1345
SPOCD1	-0.552666666666667
RAB39	0.459
GHRH	-0.164333333333333
ITIH5L	-0.17125
C17orf37	1.19375
SMCR8	0.392
DPY19L2P3	-0.472166666666667
IL11RA	0.0551666666666667
GDF3	-3.84916666666667
RPS6KB1	-1.09766666666667
DNAJC19	1.0983
TOP1	-0.802
CRCT1	0.5575
MPST	-0.560875
DPM2	0.289
FAM38B	-2.58366666666667
SLC18A1	-1.889
FARP1	1.61883333333333
PAX7	0.16875
TUBD1	0.0765
GNL3	-1.403625
BTG2	0.521666666666667
NDUFS6	-0.626
C1orf79	-1.68875
ERAL1	0.2835
ECHS1	-0.078
VPS4A	-0.739
CYP11A1	-1.122375
ABCC6	-2.08035714285714
PBX4	-0.2365
MOSC1	-1.7575
NCF4	0.89
HYMAI	-0.443
NAGPA	-0.570625
OTOP2	0.20475
ACOT12	-0.07875
MTHFD2L	-0.487375
LOC441376	5.2095
C19orf34	0.1365
RAB1B	-0.05375
ALDOAP2	-1.077
NTRK1	-1.90983333333333
ARTS-1	-1.0314
SLC6A11	-0.642
NAP1L2	-2.63625
CNGB1	0.229166666666667
EPB41L4B	-0.85675
FAM134B	0.751875
HS3ST3A1	-1.35233333333333
CPXM2	3.244
SIRPB2	0.0245
CHORDC1	-0.895833333333333
TRIB3	-2.48433333333333
SLC2A5	1.365
C2orf49	-0.272666666666667
DDX5	-0.39875
OR5L1	0.6065
ANAPC4	0.1645
ZSWIM1	-0.357
LOC93622	-0.137125
KCNK3	-0.6401
RP11-35N6.1	-1.53375
ZFP161	-0.174
AQP9	4.29225
SLC15A2	-0.506833333333333
MREG	-0.583166666666667
OR9I1	0.4275
PDLIM2	-0.472
ADAM7	0.2265
GSTCD	-0.780666666666667
WDR21A	0.436875
SLC12A8	0.038
TMEM174	0.06
IGSF3	1.67833333333333
LRRN1	2.14925
LOC402117	-0.214
SRPK1	-0.204166666666667
LY6K	0.84475
NFIA	-0.632
PTCD3	0.417125
LEP	0.6155
PCDH21	-0.451
MAPKAPK2	-0.0391428571428572
NMNAT1	-0.673166666666667
LHFPL2	1.6325
C9orf43	-0.071
DIP2A	0.443166666666667
ACTR8	-1.001875
CCDC34	0.0792500000000001
PTPN22	-0.156875
ITGA3	-3.041125
FAM129C	0.523
RABGGTA	0.149333333333333
UNC45B	0.34125
KIAA1033	-0.111
ZNF510	0.362
CYP2D6	-0.400833333333333
SLC26A10	-2.538
STX8	-0.05325
LUZP1	0.07425
WDR89	-0.9035
EIF4G3	-0.8973
C5AR1	1.096125
ZNF623	0.0665
A2M	0.222
TGM7	0.1465
GRPEL1	-0.508833333333333
LMNB2	-0.372
ROCK2	-0.0215
SNX16	1.048
CCDC66	-0.808
ANXA3	-1.97825
KIAA1609	-0.739625
EED	-0.58575
RNF32	0.562333333333333
HES1	-0.1486
CLC	0.073
ISL1	-0.2755
KIAA0528	-0.027
MANEA	1.50375
C1orf61	-2.032
hCG_2001000	0.8545
RAPGEF6	-1.5277
KIAA0020	-1.0055
NEIL1	-2.2085
C16orf45	-2.69825
RBM10	-0.436833333333333
C10orf125	-1.058375
MRS2L	1.00925
DNAH17	-0.370625
C19orf10	-0.305
C1orf160	-0.14
SLFN12	-0.20225
EXOC3	-0.568333333333333
HIST3H3	0.39925
NCOR2	1.32683333333333
TNFRSF9	0.4195
MFSD8	1.5535
ALX1	-1.06066666666667
NOL1	0.1855
PODN	1.95225
TIAL1	0.1395
HIST1H1E	-1.51575
NPY6R	0.35
TM4SF4	-0.512
CORO2A	0.41325
ETNK2	-0.174666666666667
APOE	1.4768
ANGPT4	-0.0335
HDGF2	0.07775
G30	0.4315
ST8SIA4	0.24225
F2RL1	-0.5365
FAM19A4	-2.1305
CCAR1	-0.68825
B3GNT7	0.28175
OPHN1	-0.5816
DSCR6	0.979
C21orf13	-0.703
GAS2L1	0.448333333333333
RFX3	-0.376
COPS4	-0.17275
BCHE	0.0163333333333333
BCL2	1.2555
HBZ	-3.4865
ARL13B	1.087125
MAPBPIP	0.451625
MYO15B	-0.71025
SPZ1	0.1165
KIAA1324	2.40666666666667
PLCL2	0.261125
C4orf29	0.09025
WDFY2	-0.8515
ZNF284	0.012
NAALADL1	-0.377
DUSP5	-0.586833333333333
PXDN	1.614375
SLMO1	1.1905
TNXB	0.4095
BIRC7	-0.77625
A4GALT	0.00383333333333333
TIMM22	0.49275
FAM110C	-1.13625
TOMM34	-1.13725
ABHD9	0.427
ADAM32	0.303
CRHBP	-0.154
AQP2	0.447625
LOC130355	0.05425
ZNF187	0.343
ZNF816A	0.4335
F7	-0.912625
CNOT1	-0.8029
SLC13A4	-0.812
ZBTB11	0.24025
B3GALT5	-0.33775
EXOC2	1.01933333333333
IRS1	-0.5589
TMEM1	0.985166666666667
MRPL34	0.00683333333333333
SAMM50	-0.71
CDC42EP3	-0.97875
HSF2	0.7759
MFN2	0.336
TSPAN7	-1.77066666666667
NUCB1	0.503083333333333
RHOH	-1.91325
ARL16	0.216
TACR1	0.31025
SFRS5	-1.60866666666667
SNX25	-2.08425
RHBDF1	-0.0945
PCDH18	1.71766666666667
HMG1L1	0.31075
MYO5C	-0.03
MAPK10	0.3805
LDHAL6A	-0.252666666666667
NUDT12	0.3505
NCAM1	-0.276625
GLIS2	0.192
GGTL4	-0.97525
DAPP1	-0.4175
ATF7	0.42575
KIAA0748	-0.66775
NFIL3	0.0315
TM6SF1	0.6937
SEZ6	0.131
NANOS3	1.77433333333333
DNAJA3	-0.7
CLDN6	-2.595
CIITA	2.5133
EPHA4	-0.761416666666667
FANCC	1.0235
CMTM3	-0.434625
PSG3	-0.191625
MRPL15	0.42925
C21orf59	-0.5245
PLCXD2	0.158
C2orf34	1.12375
UBE2L6	-0.28725
MED14	-0.267
HP1BP3	-0.4033
C6orf208	-0.1055
TPBG	-0.682
OSR2	-2.00325
XPC	-0.021
KLHL7	-0.924583333333333
CCR3	-0.142333333333333
AGTPBP1	0.671
PCSK6	-2.93106666666667
STAT5A	0.388
FAM18B	0.31275
LONRF2	-0.7375
PTPN2	-0.24725
SF3A3	-0.695666666666667
EFCBP2	-0.48025
HCFC1	0.0715
AHNAK	-1.48395
ACTR5	-0.9075
KIF14	-0.890142857142857
TENC1	-0.3365
HEATR5B	1.9155
YIPF2	0.892166666666667
MYEOV2	0.3745
DUSP18	1.2095
KIAA1012	-0.2005
AHR	-1.24183333333333
C17orf53	0.1695
PTPRH	-4.02575
ATP6V1C1	1.0635
TAS2R3	0.3125
LOC440356	0.79125
COQ10B	-0.787
PSMF1	-0.31775
SORBS2	-0.495416666666667
NFE2L2	-0.13825
TMCO7	-0.74175
SH3PXD2A	-0.6851
SH2D2A	0.015
SPINK5	-3.3855
MRPS24	-0.741
OPA3	0.347
TRAF7	-0.1655
C4orf35	0.140333333333333
MT1G	-1.615375
MGC39545	0.0505
HS1BP3	0.093
OR2B2	0.4125
CHRM4	-0.373
SFRP2	0.798833333333333
RIC3	-1.063
ART1	-0.3405
C6orf1	0.340375
DUS4L	-1.1505
C10orf104	-0.113
TNFAIP6	1.82125
RTEL1	-1.39975
CCT4	0.9899
ZNF709	0.374
CHMP6	0.279
UPP2	0.39875
CYP19A1	-2.4675
CD151	-0.487166666666667
NDUFA13	-0.0848333333333333
ARFRP1	-1.025
FAM26B	0.87525
CRYBA1	-1.1525
MRPL41	0.5145
NPFFR2	-1.293375
HRH2	0.123
SCAMP3	1.24733333333333
MTMR6	0.0633
MTG1	-1.185
UBTD1	0.28775
CRABP1	-1.6445
FLJ33790	-1.6344
KIAA1908	-1.13216666666667
GPR158	0.21925
PACSIN3	0.614666666666667
OMD	1.01
CATSPER1	-0.489666666666667
HOXB8	-0.576
FBXO46	1.078
OAS1	0.3515
SVIL	-0.6165
PHB2	0.18925
ADCY3	-0.108
NDRG2	2.925
ERMAP	-0.2858
APBA2	0.534
IGSF9	3.009
WNT6	1.74842857142857
MYCBPAP	0.88525
ATP2B2	0.1582
CPVL	0.5813
TRAM2	-0.980833333333333
NOP5/NOP58	0.57375
ZNRF4	0.10175
TLK1	0.011
MTMR12	1.79507142857143
ZNF384	0.308833333333333
FAM9B	-2.541
RPN1	0.1703
PMVK	1.04525
EIF3D	0.2624
SIX2	0.022
HPS1	0.905714285714286
RNF7	-0.50175
PSKH2	0.382
KCTD13	0.0986666666666667
CSMD3	-0.2686
FBF1	0.031
IL8	-2.33
SERPINB13	1.98883333333333
FBXL20	1.4715
BLR1	0.37025
SH2B1	-0.008
RFNG	-0.128625
RAB20	0.0085
RBM7	0.784
POLR1A	0.319833333333333
TMPRSS4	-3.05
TAF9	-1.337
TERF2	-0.215666666666667
TNFRSF1A	0.287083333333333
ACADVL	-1.518
GTF2H5	-0.094
EDG8	0.0913333333333334
C9orf140	0.747875
UST6	-0.089
ZBTB8OS	-0.48
ZNF710	0.4015
GPR174	-0.5455
ATP6V0A2	0.52625
KIAA0319L	-0.731
XKRX	0.534
DOPEY2	0.8359
SDHD	0.0415833333333333
SUMF1	1.1955
OSM	4.29225
OPN3	-0.301
DAGLB	-0.558333333333333
PPFIBP1	-0.2421
TRIM63	-4.32575
C10orf53	-0.0355
LYPD3	-0.5425
BCL7A	0.47925
AGER	-1.244
TCF19	0.71075
SAT2	-0.0985
PFTK1	0.6565
GABRE	-3.423375
C15orf38	0.000700000000000001
FIS1	-0.396
KCNV2	-0.09075
CLPS	0.0885
PPCDC	-0.528875
FOXN2	0.176666666666667
NT5E	-3.1254
CD83	2.39725
IL18	0.713
VPS16	-0.813
IGFBP2	-3.7875
NOTCH2	-0.365
SIGLEC1	2.75125
CD93	4.713
SULF2	-1.66125
CEP164	-0.2925
P53AIP1	-0.293666666666667
TOR2A	0.0625
ZNF136	-0.59125
MGP	2.6305
CCDC144A	0.896666666666667
TRPC1	-1.67166666666667
SMS	-1.0725
MAPK7	0.245
RRAGC	0.55825
PARD6A	-0.0428333333333333
NUB1	-0.0861666666666667
SYNGR4	0.3975
OR11H12	-0.0575
WIF1	2.988125
GCH1	-0.3245
OR11H4	0.417
SLC44A5	-0.459
GPRIN2	3.57766666666667
LOC401431	0.35875
CPA4	-2.7524
MELK	0.169555555555556
IL15RA	0.6285
CUL3	0.925125
HMBOX1	1.025
PODXL	-0.07625
CCT6B	-0.477666666666667
COMTD1	-1.91475
MUC20	-0.878166666666667
GPX2	-3.867
ITK	-0.26675
FBXL5	0.8505
C13orf27	0.694
DEFA5	0.521
TRHDE	-0.161
MTP18	-0.526833333333333
UQCRQ	-1.3218
ITGB2	1.94075
CSRP2BP	0.416
TAS2R44	0.6715
PHPT1	-0.312625
FAM44C	-0.1735
ERH	-0.27525
MPHOSPH1	-0.678833333333333
MORC1	-0.0675
PARVB	-1.894
LAMA1	-1.30841666666667
PGBD3	-1.18325
GIMAP6	3.8095
AREG	-2.628
LIPT1	0.25325
MGC99813	-1.47725
C1orf201	0.0825
GRIN2A	-0.5863
MAN2C1	-1.471375
NSUN5	-0.1515
SF3B5	1.3425
MYC	-0.5836875
NRXN1	0.66075
ZNF18	-0.185
SPDYA	0.347125
SLC37A1	0.619
DECR2	-0.74775
ANKRD38	2.63025
SPTLC3	-0.688
SUPT16H	-0.701625
DTWD2	-0.14325
ULBP1	-0.051
ZADH1	-0.672166666666667
OIP5	-0.29375
IL10RB	0.5045
OTUB2	-0.07425
VWA3A	2.93733333333333
SPIC	0.1805
OR6C4	0.0175
PSCD4	1.08816666666667
DPY19L2P2	-0.339
TRAPPC6A	0.408666666666667
C21orf2	-0.1555
CEMP1	0.00375
LIN7B	-0.421
E2F7	-0.670166666666667
VCP	0.5041875
LAMA3	-0.728666666666667
BGN	1.17725
GPR160	-0.0005
COCH	1.92783333333333
GPR81	-1.56216666666667
APOBEC3F	-1.70525
tcag7.1017	-0.30375
C1orf32	0.7845
SCGB1D2	0.85625
FLJ43987	-0.0965
C6orf170	0.89325
KLK9	0.1325
GPD1L	0.067125
VPS37B	0.49175
ATG3	0.120833333333333
ADAMTS17	-0.5035
KLHDC2	-1.63866666666667
NDUFV2	-1.88875
BLK	-1.3535
MATN4	-0.8045
GPM6A	0.14525
GBP4	3.6775
TMEM162	0.113333333333333
PKP2	0.191
HRASLS	2.27688888888889
MMP1	-1.3795
SFXN3	-1.2891
FSD1	-1.3265
ST6GALNAC3	-1.34383333333333
CA12	-2.8367
NCOA6	1.06575
C19orf58	0.2417
PPP4R1	-0.636166666666667
MAN1A2	1.553
IKBKAP	-0.67025
UPF1	0.692166666666667
KIAA1219	-0.0225
WNT16	-0.475
SNW1	-0.176625
IL18RAP	3.05025
RPP30	-0.25225
CDC40	1.11035714285714
SETD3	-0.510333333333333
SLAMF6	0.82325
ELK4	0.0335
TRIM47	0.4685
ACOX3	-0.494875
TRIM6	-2.130125
KIAA0372	-0.5505
TP53AP1	0.536375
SMURF2	0.223
ADAD1	0.37975
EBP	-1.0071
KRTAP13-2	0.473
FLJ36874	0.206
TOR1A	0.0818333333333333
P2RY4	0.6595
GPBP1	0.8285
TRPV1	-0.22925
ADAMTS12	-0.0651666666666667
PES1	-0.1639
ATG4A	0.369833333333333
MAGEA10	-4.358
WFS1	0.00975
CC2D1B	-0.245166666666667
PABPN1	-0.144625
SLC25A30	1.1435
SLCO1C1	-0.3255
SLC22A5	-2.25125
KIF23	-0.691166666666667
SYN2	0.164833333333333
ASPN	5.1635
CENTG2	0.321
QSOX2	-0.5714
FLJ10815	-0.159166666666667
STK24	1.1099375
SPEG	0.4232
STK10	-0.358333333333333
DACT2	-0.9705
AAAS	-1.28625
SSX3	-1.6035
ABCD3	-0.5374
C4orf12	-0.81425
PARVG	1.02816666666667
FIG4	1.1605
C9orf46	-0.36825
TMCO6	-0.61
IGHMBP2	-0.2375
DUS2L	-1.01983333333333
FAM3C	-0.28075
TMEM16D	-1.168875
DCTN4	-0.0095
KCNH3	-0.187
EIF2AK2	0.83525
AP1S3	0.222375
CST4	0.11
PAM	0.6980625
NUTF2	-0.723
CITED2	-0.4972
SLC39A4	-1.17125
C2orf52	-0.615
GRM3	0.31625
C12orf49	1.5345
CCDC49	0.5113
GRAMD1B	-0.801
FNDC4	2.044
SIAH2	0.42925
GDPD4	0.1525
C21orf87	0.30125
ATP5A1	-0.1045
C16orf63	-0.5695
LOC388135	-1.49
ATP5J2	-0.275625
MMP3	-3.16575
EMID2	-0.1275
CRHR1	0.29325
WDR70	-0.15
C13orf31	1.01875
ZFAND1	0.39575
CCL18	4.48533333333333
C3orf49	0.306
RINT1	-0.106
KIAA0408	-1.92833333333333
F13A1	3.0868
SLC10A1	0.104666666666667
OGN	-3.0825
GIPC2	-1.25966666666667
XPO6	1.00283333333333
LCE1A	0.2415
FMR1	0.6308
LOC374920	0.76725
DUSP3	-0.198875
ANKMY1	-1.26425
C7orf50	-1.2455
BBS9	-0.2387
UNC119B	-0.343375
C9orf72	0.5955
MGC35440	-0.3075
ENTPD6	1.16875
PPP1R2P9	0.56375
ERCC4	-0.377
FAHD2B	0.1585
HMHA1	-0.7465
HACL1	0.4585
RAD23A	-0.0161666666666667
FAM83B	0.86075
PPP5C	-0.3145
RNASEH2C	-0.49375
C9orf153	0.0505
SCAMP4	0.033875
GHITM	-0.1833
NDUFB7	0.163625
ADCYAP1	0.0855
SP110	0.2755
MAP3K7IP2	1.66225
DHH	0.172
AGRN	-1.27328571428571
WDR33	-0.0635
CEP290	-0.832666666666667
PRPS1L1	-1.796
KLRA1	-0.065
GPR97	0.09
CHD7	-3.44033333333333
TLR10	0.869
SLC30A8	-0.752
HIC1	0.700833333333333
IAPP	0.51
RXFP4	0.08725
GP1BB	0.75275
SHQ1	-0.865
NKX2-3	0.303333333333333
API5	0.04475
FTHP1	-0.544
MOV10L1	0.034
TRIM6-TRIM34	0.7145
ADHFE1	-0.3385
FAM117A	-0.54225
DDI1	0.412333333333333
CDON	-1.43833333333333
TRIM73	-0.088
IGKC	5.0865
MMP14	-0.234333333333333
DYNC1LI1	0.765
C11orf66	-0.49625
TRBV3-1	-0.93825
FASTKD5	-0.46875
BIVM	-0.6515
LHX4	0.00775000000000001
CXCL2	-0.5497
RAB2B	-0.027
IZUMO1	-0.90275
MAP3K15	-2.1235
FAM19A2	0.696666666666667
ZC3H8	0.600166666666667
ZMAT1	-0.189875
SPINK5L3	-2.49
SLC10A6	0.6175
APPL2	-0.145
CARD10	-1.8915
LOC402176	-0.723625
EEF1D	-0.1826
RAB6A	-0.276
C12orf5	0.490875
PAPOLG	1.89525
MSRB2	-1.1705
BCR	1.05522222222222
PUS3	-0.22025
TIAM2	0.95175
ZNF317	0.587333333333333
CHD2	-0.259785714285714
FZD5	-1.96145454545455
NUDT8	-1.86075
ZNF763	-0.019
PRC1	-0.569666666666667
ABCB9	0.22
SPATA3	0.226
TRAK2	1.1595
STAB1	2.737
LRRTM2	-0.0581666666666667
psiTPTE22	0.86875
DBI	1.16975
SERPINA11	-2.8555
NAT5	0.09125
C20orf58	-2.5225
RPS6KA4	0.194833333333333
FLJ90650	-0.40625
TGFBRAP1	0.577
CHRDL2	-0.19975
FAHD2A	0.0045
CNTN1	0.327
BBS4	-1.0326
TMEM181	-0.003
MINPP1	-1.2015
MPHOSPH6	-0.76375
HOXC10	0.8565
ITPKB	0.638375
CLPTM1L	-0.083875
MEOX2	-0.938333333333333
ATP6V0C	0.357625
PRPF8	0.446
TMC5	-0.38575
FKBP3	-1.06175
PLEKHB2	-0.121875
OR4D6	0.0665
ZNF544	0.034
D2HGDH	-0.78575
RPL18A	-0.00479999999999999
HEL308	-0.339375
MPP6	-1.45175
TCERG1	-1.38275
KRT16	2.462
KLF17	-1.04375
KLF5	1.675
CDR1	0.677875
VCX3A	-5.8485
FBLN2	2.88175
C14orf104	-1.09475
HBE1	-5.1544
OR4S2	-0.193
C1orf108	-0.319666666666667
ROBO4	3.105
CPEB4	-0.505375
C11orf80	0.822833333333333
BCKDHA	-0.0035
MYOC	0.19575
GIF	-0.1255
CKMT1A	-2.3395
RPL3	-0.1012
THBS1	1.44125
APOO	0.00975000000000001
ARMCX1	1.173
HSZFP36	0.68175
SNAPC5	0.093
EIF4ENIF1	0.994
ZNF433	0.0395
TNFRSF21	-0.281375
TMPRSS7	-0.6925
SPATA18	1.3674
HPDL	-1.3205
MKL2	0.0722
TBX3	-0.406153846153846
C21orf93	0.338833333333333
DAXX	0.30175
ELMO1	0.02075
RGS13	0.639833333333333
TAF11	0.05225
UNC13A	-1.9
LOC653314	0.0186
ORC3L	1.122
IMAA	-1.688
TARBP2	-0.52125
CABIN1	-0.136
TRIOBP	-0.00562499999999999
HIST1H2AC	1.215
RGS22	-3.28733333333333
NCOA1	1.18466666666667
IL25	0.5025
SNCG	-0.6865
GPR6	0.567
AMDHD1	-1.74333333333333
CHEK2	0.45675
C6orf142	-0.914
DRD4	0.268
C14orf68	-0.937
GDF11	-1.2435
SEMG2	-0.1255
CD247	0.35575
CDAN1	-0.2725
RBMX2	-0.361666666666667
TGS1	0.1755
OIT3	1.173
SYF2	-0.27375
MCM4	-0.70025
PKHD1L1	0.437625
CEP192	0.277666666666667
IFT88	0.0585
RPL9	-0.0597142857142857
RAB32	0.173125
DDX43	-3.498
P2RX2	0.183833333333333
OR5D18	0.714
UBE1	-0.438833333333333
SLC24A1	-0.034375
ARHGAP5	-0.2845
CETP	-0.27275
KIAA1731	-0.806166666666667
SLC9A4	0.269
PTPN6	1.0035
BAHD1	-0.151
GRIK3	-0.6315
CACNB2	-0.1423
PDE10A	-0.275
DGCR14	0.2155
PCDHB9	0.6125
RHOQ	0.271666666666667
MAP3K4	-0.48675
KTI12	-0.495166666666667
RPL23AP13	-0.62025
GNG11	-1.29975
CLCN3	0.695833333333333
GPAM	-0.631625
VSTM2A	0.449
SLAMF7	4.0895
INTS2	-0.41175
PPP2CA	-0.2585
LRP12	1.76553333333333
SEC14L2	-0.929
DKFZP586H2123	0.35725
MC3R	0.251
CIRH1A	-1.22633333333333
HIST1H2AB	-0.833
POLH	-0.1925
MGC16703	-1.98483333333333
SNAPC2	-0.2965
FILIP1L	0.674
RASGRP4	0.5965
LRRC1	2.3055
GAS1	0.18475
PRAC	-0.962
DGKA	-0.902166666666667
NT5C3	-1.405
PEG3	-4.10633333333333
NADK	-0.404
PRR17	-0.04475
LOC374569	-0.54825
SGSH	-1.165
NLRP8	0.464
GALT	-0.12
MCF2	-0.3775
ZNF263	0.20875
TACSTD1	2.70383333333333
TYR	-6.5442
ATP6AP2	-0.31175
RNUXA	-0.014
ABHD10	0.9617
GDPD2	-1.09775
SLC35C1	-0.19175
UBE2A	-0.05125
HERC5	1.289
FAM112B	-4.32483333333333
FBXL16	-3.036
DKFZP434A0131	-0.353
ELA3A	-2.097
RBM41	-1.5335
HAO2	-0.343
RNH1	-0.67325
SHANK2	0.927
OSBP2	-1.412
DAK	-1.72233333333333
C3orf58	0.432666666666667
TCL1B	-1.042
KBTBD2	-0.55075
SUGT1L1	0.05375
UBE2E2	1.213
MYL9	1.454
CDC23	-0.413166666666667
PBXIP1	1.5657
CXorf40B	0.6525
NBL1	0.745
RTBDN	0.3125
RAB11FIP5	-0.5775
TTTY13	-0.1075
SCOTIN	-1.03758333333333
SOHLH1	-0.2745
