Hybridization REF	TCGA-BH-A0BD-01A-11R-A034-07
CDKN1A	0.310142857142857
NCK1	0.211
ZNF550	-0.45875
SAPS3	-0.486833333333333
SPIN3	-0.945333333333333
MAGEE2	-0.3225
MIS12	-0.484666666666667
OR8H2	0.0465
KIAA0774	0.341166666666667
UNC5D	-1.571
CUL7	-0.329166666666667
LIPC	-3.259
DIO1	0.23425
C20orf11	0.0914
CTRL	-0.94
HS3ST2	1.783
PAK4	0.581333333333333
CCRL1	3.45175
RNF10	0.2685
ZNF567	-0.0755
ZNF660	-0.648
TCEAL3	1.674
MAGOH	0.2655
CENPB	-0.240166666666667
C19orf7	0.680125
LOC388965	0.476
ZCCHC13	-0.5085
JMJD1A	-1.6356
HIST1H4H	-0.1975
TBRG1	-1.311
GPC3	-1.50825
TAF1C	-0.791125
EBNA1BP2	-0.543166666666667
CIAPIN1	-0.2085
PDGFRA	0.345166666666667
CSTB	0.0145
CENPI	-1.0535
GTF2E2	-0.107
RPP21	-0.3635
CCNF	-1.061
KCNQ3	1.191
FAM79A	1.47975
SLC22A12	0.216
NOVA1	1.74416666666667
FZD3	-2.1171
AKAP8	-0.2765
SOCS5	0.40375
CFDP1	-0.46425
DLG5	1.72675
PGM5	0.43525
C1orf144	0.470666666666667
HDAC10	-1.599
RND2	0.8995
C20orf199	-1.24075
RNMT	-1.286625
SLURP1	0.631125
ASTN1	-0.3065
SH3BGR	0.7065
MYCL1	0.256875
ZHX1	0.715333333333333
CENPK	-2.69925
FOSB	0.5373
LOC643406	0.75425
C2orf59	-0.64075
TMEM135	-0.583125
SLC27A2	-0.781
KRT33A	1.113
OVOL1	-0.689
PAMCI	-2.75816666666667
S100A7	-1.711
ZNF789	-1.4715
HARS2	0.107
RPL23A	-1.34533333333333
TCF23	0.29425
UPF3B	-1.4185
C17orf78	0.494
HLA-DOB	0.574166666666667
C14orf142	0.4075
TEKT5	0.5465
DMWD	0.0985
POLD1	-1.54516666666667
GSCL	0.026
CALD1	0.1503
SCRT1	0.2175
AIG1	0.3835
UNC84B	0.36125
ZNF404	-0.5635
TMED6	-3.44675
KIAA1462	0.916
LRRC27	1.465
PYGO1	-0.416
PIGU	-0.457333333333333
ALAS2	-3.83483333333333
WRNIP1	0.126375
CNNM3	-0.174
ZNF2	0.2395
ST3GAL5	-1.14008333333333
MRPL23	0.16825
TSSK6	-0.12025
PSMA6	-0.31775
C16orf70	-0.163
KIAA1602	0.08925
ALMS1	0.208333333333333
DCN	2.5965
TMEM132D	-1.005
SUCLG2	0.70025
ABHD14A	0.652
DEXI	0.187666666666667
AMPD2	-1.29983333333333
IFNAR2	-0.2335
CYB5A	1.1534
TLOC1	1.0126
NXF5	-0.0813333333333333
NRBF2	0.152875
KCTD3	2.7215
ITGAE	0.0971666666666667
SLC30A3	-2.32283333333333
ZRF1	-1.278
IFRD2	-0.651125
XAB1	-0.32
PYCR2	0.659333333333333
SERPINB3	-4.855
TMLHE	-0.1672
GEFT	-0.721375
ABCA5	-0.73375
EMR4	0.0645
TSFM	-0.31625
HIST3H2BB	-0.43925
ARHGEF19	1.3755
TSPAN17	0.126666666666667
ABCC8	4.48575
MAP1S	0.5035
C22orf36	1.18125
BNC2	-0.0862142857142857
HIST1H4A	-0.8335
NDUFS3	-0.0825
WDR3	0.575666666666667
XKR4	-0.9535
TTC33	0.0202857142857143
STMN2	2.30825
CPN2	-1.0425
HSPC105	2.289625
PCOLCE2	-1.14175
C3orf55	2.806
KLHDC9	3.59516666666667
TBC1D23	0.21625
ATXN2L	-1.38408333333333
MAP2K3	-0.120333333333333
SCAP	-0.236
ZNF486	-0.718
C20orf96	-1.06375
NARS	-1.36625
ADAMTSL1	-0.701428571428571
PRCC	1.3425
CCDC126	1.47033333333333
ZNF675	-0.76725
CALCOCO1	0.36025
ANKRD43	1.23425
CWF19L2	-0.684333333333333
ZBTB32	1.799
BRAF	-0.025
ODF4	0.62
MGC14376	0.896
HORMAD1	-2.83516666666667
AAK1	0.339166666666667
PEBP1	0.811333333333333
TNFSF5IP1	-0.737333333333333
DKFZp564N2472	0.50775
RMND1	-0.781875
IGKV1-5	4.636
COL1A2	2.58675
SERPINA5	1.808125
AANAT	0.61
C19orf21	1.63866666666667
GEMIN5	-0.27175
UBR4	-0.369333333333333
LTBP3	0.603
AMHR2	-2.5655
PROCR	-0.88975
MYBBP1A	-0.7325
C20orf39	0.745
ZNF697	-0.153875
PASK	-0.6767
ZNF776	0.784333333333333
RFXDC2	-0.02975
KIAA0467	-0.15675
C10orf96	-1.685
ZNF503	-1.6185
GULP1	-1.05583333333333
KCNE4	4.76
DKFZp434K191	0.65475
LOC196913	-0.125
BHLHB4	0.7335
CH25H	0.818
LOC81691	-1.2875
ALPL	0.309142857142857
COL12A1	2.510375
FOLR3	-1.572
GPR123	-0.11025
TRIM62	0.458142857142857
ABLIM1	1.10316666666667
MAST3	-0.18075
RHBDD1	0.522666666666667
LOC338809	-0.3975
RYBP	0.7985
TTC26	-0.17825
ZNF22	0.435833333333333
ISCA2	0.02225
RDM1	-1.07725
PIGM	1.189
GNB3	-1.3255
ACTR2	0.5827
HMGB1	0.2955
EDG1	3.2855
SOAT2	-2.54525
OR10AD1	0.6225
RAP1GDS1	1.49308333333333
LCE1F	0.2255
ESM1	-1.13625
RCN3	1.664
CREBL1	-0.5215
DBNL	-0.349833333333333
PTGER3	3.477125
USP30	0.510666666666667
BCL2L12	-0.870166666666667
KIF26B	2.6105
ZNF416	0.47625
ZNF225	-0.117
C17orf70	-0.468
ZNF554	0.77375
RAE1	-0.890333333333333
TNIK	0.5995
ACTN3	0.9535
MGC45922	0.678
CCNA1	0.344333333333333
RYK	0.61
IL26	-0.2395
LRP3	1.082
QARS	-0.2455
SOX7	1.02178571428571
BID	-0.307
OR2S2	0.4215
CXCL14	3.0605
C11orf47	-1.2
MGC29891	1.1675
HSPB8	2.2219
PRDM14	-1.257
NUFIP2	-0.0725
MNAT1	-0.285625
ZDHHC2	-1.08625
MBNL2	0.57375
ADD3	-1.1995
CSNK2A1P	-0.3815
KLK6	-0.941666666666667
TMEM111	0.538
KIAA1279	1.012
NUBP2	-0.261166666666667
RAB42	0.78325
ID3	-0.2897
TM9SF1	0.64275
MDP-1	0.345
POU4F2	0.47275
IQCK	0.6655
C16orf14	-0.59225
CAPN3	-1.698
FAM43B	-0.306125
RECQL	-0.51675
AP1G1	0.057
CTNNBL1	-0.257833333333333
ECHDC1	-1.26733333333333
SMARCC1	-0.1044
FOXQ1	-1.12775
GNAI3	-0.457666666666667
POLG2	-2.2095
CD4	1.345375
ITLN1	-0.2155
EBI2	4.29775
IRF1	1.36575
PTPRE	2.6965
PTK2B	-0.06975
NXNL2	1.9205
SOX4	0.795111111111111
TSPAN3	0.395666666666667
SH2D1A	-1.64616666666667
C8orf58	-0.0498333333333333
USP20	-1.01075
DUSP22	-0.4255
CALB1	-2.68
L3MBTL2	1.23008333333333
MCRS1	-0.7155
TMEM118	-0.252666666666667
C18orf8	-0.101166666666667
FLJ10241	-0.0635
GJA12	0.6415
PKD1	-0.976
ZFP3	0.379
JAM3	-1.17
LAPTM4A	1.6309
DIRC2	0.49825
KIAA2022	1.0535
MYOM1	0.58
TRPM8	-2.79683333333333
MOP-1	1.02625
PHKG2	-0.533375
ZNF650	0.256375
KIAA1522	1.3305
PSG8	-0.570833333333333
DDX19B	-0.0065
MOBKL1B	0.219
DIAPH2	0.1825
PTPN12	-0.12975
CLN8	0.2209
CRYZL1	0.188
CRY2	0.501583333333333
FCGR2B	3.86516666666667
PNPLA4	1.7365
ZNF454	-0.641
DKFZp434B1231	0.295
CLDN11	0.5538
RFWD2	0.990166666666667
CIB2	0.0801666666666666
MXRA8	2.5515
HRK	-0.63125
MAML2	0.5875
C4orf31	-1.32875
C6orf192	-0.04425
COG6	0.5175
FAM5B	1.1675
NFATC1	0.5785
SEPT10	0.11825
SCYL1	-0.7814
RPP40	-0.5155
SCOC	0.4942
KIAA1450	0.2375
CTDSPL2	-0.06475
TBX5	1.425
NAPG	-0.67175
RHD	-4.79975
C14orf45	1.59816666666667
ZBTB22	0.674
PLCG1	-1.6415
ANKRD10	-1.327625
AQP7P2	2.22375
TAGLN2	1.648
HTR2C	-1.438
SLC16A7	0.635166666666667
C17orf83	-0.10875
TSGA14	-0.0590833333333333
MDH1	-0.301
PPP3R2	0.0131666666666667
DCBLD2	-1.72757142857143
RBM33	-0.594
DPH3	-1.44725
SYT10	-1.08483333333333
FMO4	2.007
THYN1	-1.1435
DRD5	-2.645
OTOR	0.775875
PGRMC2	0.3718
KATNAL1	0.62875
PAQR6	-0.72575
UBE2I	-0.5915
C14orf28	0.26325
C8orf70	0.77675
FLYWCH1	-0.706375
ANGPTL3	-1.99475
GLRX2	0.9805
ATP11A	-0.753
ARL5B	-0.23875
MUC16	-2.83625
SLC25A5	-0.658785714285714
ACRC	-1.68125
MYO1C	0.413125
FAM89B	0.672166666666667
FAS	1.87475
KIFAP3	2.3175
GLRA2	0.115
BTN3A2	0.2632
CNKSR3	-0.29225
CSTF3	-0.348
ARPM1	1.49025
KIAA1530	-0.633
C9orf150	1.25616666666667
PRKCI	0.221
tcag7.1015	-0.96475
SOD3	0.17975
ZNF574	0.207
CYP21A2	1.58825
RPL12	-0.1375
COMMD2	-0.53925
WIZ	0.167
LOC344405	-2.39275
ALDH4A1	-0.466470588235294
CRYAB	2.7475
COPA	1.04546666666667
PCDHGA7	0.597666666666667
KIF11	-0.71975
RASD2	1.078
SLC26A3	1.1065
ZNF175	-0.4355
JAKMIP2	-2.086375
C8orf4	5.46483333333333
PTHLH	0.3235
SLC40A1	5.00958333333333
OR7D4	0.529333333333333
PCDHB17	-0.4375
CD36	4.27407142857143
C6orf203	0.0957
PRKG2	-0.165
LOC400566	1.8685
ANAPC13	0.39875
SLCO3A1	0.16475
ZNF692	-1.402
FANCL	-1.3
SH3GLB1	0.8925
C12orf61	-0.0325
KBTBD6	-0.11275
SUPT5H	0.155625
XRCC6	0.1402
HUS1B	-0.9418
FAM133B	-0.498071428571429
LOC728276	0.49
KCTD18	1.07275
SOS2	0.682833333333333
CCDC99	-1.5595
C1QTNF5	3.515
NNAT	1.347
USP16	-0.283
LARS	-0.706375
ZBTB2	0.033625
ABO	0.2515
TRAF3	0.5375
GALNT5	-2.883
NAP5	0.8035
ALG14	0.485833333333333
KIAA0515	0.228153846153846
WDR75	-0.7795
TEX261	-0.418916666666667
LY86	1.384
LOC389072	-0.9065
FLJ13611	0.3825
MRGPRX2	0.296
SNRPA	-1.139625
OR2G2	0.4185
GPRASP2	1.83325
C7orf42	0.3862
C9orf163	-0.638
CYP11B2	-0.154
FCRL3	1.51483333333333
PRDX1	-0.07425
FGB	-5.41483333333333
COX17	0.19
C16orf33	-0.5905
PIWIL1	-0.120166666666667
FOLR1	-1.19216666666667
KIAA0082	-0.67775
FREQ	-0.454833333333333
TMCC2	-1.2695
TCF12	0.376083333333333
ZNF721	0.2985
FAM130A2	0.55225
POU4F1	-3.14625
SNRPF	-0.596125
SGIP1	1.48866666666667
ZNF641	0.7365
EMG1	-0.75775
PRRG4	1.0455
HIRA	-3.499
MYNN	0.227333333333333
AEBP2	0.09175
TBXA2R	0.846666666666667
ISL2	-1.757
PCDHB11	-0.6615
RNF144A	-0.659
MARCH5	0.50775
DULLARD	-0.0186666666666667
DCLRE1B	1.587
ITGA8	-0.20525
TP73	0.77475
PRKCD	0.753
NDUFB4	0.09875
ATP13A4	0.193875
ANTXR2	-0.267833333333333
COL4A3	-0.684
MYO10	-1.4401
SLC6A18	0.72925
PEX1	-0.29375
TMEM74	-1.285
RBM19	-0.1865
TAPBP	1.07715
RUNX1	0.768625
MID1	-1.45016666666667
GPR64	-1.8405
RASEF	4.6205
GABRG1	0.278
MYO16	-0.076
DBF4	-1.59116666666667
TSHZ2	2.3205
RIPK2	0.86425
PPTC7	0.155666666666667
KIF4B	-0.55
LRRC31	2.70175
ZNF540	0.91825
EFNB3	0.253166666666667
LOH12CR1	0.2355
STON2	0.403833333333333
GLP1R	0.0575
CSTF2T	0.4475
IREB2	-1.1585
GRSF1	-0.02175
PDCD7	-0.295833333333333
LRRC43	1.3865
CNR1	1.26483333333333
IL1F7	-0.278
C12orf64	-0.79475
FAM69B	-0.021
NR2E1	-2.56966666666667
MS4A6A	2.7848
FTL	-0.1712
C7orf36	-0.146
PCLO	0.8526
DYRK2	0.846083333333333
ARIH2	-0.149
SAMD7	0.1205
SCNN1D	-0.9025
SLC32A1	-1.06425
C22orf25	-0.106
MRPS18A	-0.4628
GPR112	0.587
EARS2	-1.0785
ERN2	0.394
ATPBD3	-0.217333333333333
PRH2	-0.922
CDKN2D	0.843833333333333
PGLYRP2	3.4925
TRIM40	0.3585
SEC14L3	-0.103833333333333
SLC22A1	-0.759
BTN2A3	-0.23525
RASA4	0.40225
CCNL2	-1.24266666666667
MYBPC3	0.2655
GJA4	3.605
CDC42SE1	1.177375
TRPV2	-0.6215
MYPN	-4.1828
SIM1	0.4355
CDADC1	0.235916666666667
ZFHX4	0.92475
NIBP	1.1875
ADAMTS19	-1.47975
ABTB2	-1.523
TSPYL2	-1.011875
EIF2S3	-0.5622
SOX30	-0.194
AP2A1	-0.6695
DKFZP564O0523	-0.0745
LOC285398	0.1735
CDH18	-5.74275
CHL1	1.9095
GATS	-0.5263
TBC1D2B	0.5725
OR1J1	-0.177
GSN	1.52483333333333
DPCR1	0.475125
GARNL4	-0.5665
SMARCA5	-0.04475
PLEKHG3	0.9705
ZBTB45	0.6945
FRMD6	0.462833333333333
PLS1	0.772333333333333
DGKZ	0.491666666666667
EFNA1	1.3242
WDR85	-0.865125
ANK2	0.63175
PAGE4	-1.33783333333333
SENP6	0.349666666666667
AKR7A2	0.357166666666667
FKBP10	-1.649
VEGFC	-1.65616666666667
LARP1	-0.1798125
SRBD1	0.17675
ITGB6	2.74175
SLC1A2	0.277571428571429
INVS	-0.682833333333333
MPO	0.9245
MOBKL3	0.0351
CUTL2	-1.993
KLK2	-0.237833333333333
VIM	-0.5525
REG1B	0.648
PCDHGC4	-0.13375
C3orf34	0.0843333333333333
SUMO3	0.450833333333333
CST9L	0.6415
MLL4	-0.6825
SPR	1.56083333333333
SAMD9L	1.608
ABCE1	-0.6
SUPT3H	-0.2605
ACTBL1	-0.33825
ADAMTS4	2.0455
SLIT3	3.0165
RHEBL1	-1.233
NPM2	1.64
MAN1C1	1.39075
KIAA1856	0.799333333333333
HSPA6	1.819
LOC388152	-1.4195
C10orf140	-1.55575
ZDHHC12	0.0265
LIN7A	-1.6907
PHC2	0.23275
SPHK1	-0.1165
TRIM26	0.0921875
FAM83E	-1.017
C18orf24	-1.575
ZNF578	-0.0103333333333333
ORAI1	-0.15775
RUVBL1	-0.196
C7orf20	-1.26266666666667
APAF1	-1.892
SLC36A4	1.04966666666667
MYH11	4.49583333333333
NEK1	0.3957
MPP2	0.094625
C12orf24	-2.38975
TNK2	0.3065
ZNF289	-0.69575
MATN3	1.08885714285714
IFNGR2	0.9745
ITPR1	0.75475
EBF3	2.7715
TBC1D20	-0.1291
OR10P1	0.3155
DDAH2	0.957
SHPRH	-0.76125
STX7	-0.5755
LOC554248	-2.26275
BCAR1	0.5455
ATXN3	0.22525
TRIM27	-0.4845
CDC42EP2	0.354
CHP	0.307285714285714
SOX17	2.0755
ZNF259	-1.365
CHCHD1	0.663375
ZDHHC19	0.544
GBP2	4.3075
GARNL3	1.043375
MRC2	-0.0925
C1orf52	-0.8425
AOF2	-0.4555
LRPPRC	-0.9263
ACVR1C	1.76716666666667
TM4SF18	3.3225
TMEM169	-0.377
PPP1R16A	0.437375
EBF1	1.27316666666667
RRS1	-0.00783333333333333
SNX2	-0.035
OR2T2	1.6125
RBX1	0.157
ANKRD54	0.6165
TSNAX	1.39283333333333
TMEM83	-0.63925
ZBTB7A	0.76
ATM	-1.70616666666667
LOC338328	3.03316666666667
TIE1	1.18683333333333
HIST1H3G	0.222333333333333
PASD1	-4.77916666666667
TINAG	0.383
PCDHAC2	1.28
LRRC15	0.624
WBSCR17	-1.34975
TFF2	-0.5535
PARP2	-0.783
NDFIP2	0.11225
PCDHGB2	-0.1825
WDR60	-0.14325
MAP7D2	-0.9155
USP45	-1.17175
GSDML	-1.63525
TNS1	0.6554
PLCD4	2.02625
IQCD	1.615
SMPX	-3.19725
CD9	0.9655
SRGN	1.586625
CASP7	1.896125
INOC1	0.143666666666667
DKFZp451M2119	0.04725
VMAC	1.4995
USP53	0.6426
CAMK1G	-0.450625
TMEM106A	0.0131666666666667
CDC20	-1.0112
ACSL5	-0.107833333333333
CBWD5	-0.82975
C1orf87	-1.146
KIAA1274	0.6885
PRUNE2	-2.19284615384615
LYPLA2	-0.491
DOK6	-1.70866666666667
GPR149	-0.31775
FAM30A	2.91925
TMEM129	0.268
SLC35B3	1.278
ACPP	0.0363
LOC200261	-0.731
SLC4A7	0.6445
CCDC40	2.06825
GART	-1.068875
THOP1	-0.75275
SCARB1	-0.673375
CACNA1F	0.26975
TRIAP1	-0.392833333333333
SYT14L	-0.263
SFRS8	-0.587
PBOV1	0.044
GOLSYN	1.64975
GJB7	-1.6065
CAMK2N1	1.74091666666667
GREM1	3.78675
FLJ20433	0.64625
QPCT	-3.237625
PRKAG2	1.38633333333333
H2AFX	-1.047
C6orf154	2.34725
PLOD3	-0.79425
ZBTB39	-0.3825
WASF3	-0.652666666666667
DRG1	0.0205
PRR4	-0.6225
SPCS1	-0.123
KDELR3	1.12216666666667
SRP19	0.157666666666667
GABRA6	0.168333333333333
MFSD1	0.843
MMEL1	2.8595
PDXDC2	-0.3707
BUB1	-1.927
RNF138	-1.282875
MYLPF	-0.644833333333333
AIF1	1.03466666666667
DYNLRB1	0.4598
HCN3	-0.7775
HIST1H2AI	-0.000749999999999973
MAP4K5	0.114833333333333
LASP1	0.397125
LOC130951	1.445
PLAA	0.52475
KRT6A	-0.788
C6orf117	-2.734875
ARHGAP23	0.2135
PTF1A	-0.1355
GPHA2	-0.6825
LCE3B	0.196
MCL1	1.10185714285714
EHBP1	-0.51275
PRNP	-0.687375
ZSCAN1	0.50975
C1orf113	-1.06833333333333
FOXA3	-1.339375
NEB	-0.21075
ASGR1	-4.54583333333333
CTGF	1.733
RAB17	1.1035
MST101	0.16925
JARID1B	1.2781
USP37	0.126
PTBP1	-0.438166666666667
PTPN7	-0.4705
CDC7	-0.902166666666667
SNX7	0.4215
ZNF335	-0.45725
CPT2	0.38175
HEATR1	-0.089625
HSPC152	-0.689375
C5orf40	0.1465
PSME1	0.766333333333333
STAG3	-1.57475
TMEM154	1.45016666666667
KLHL32	-0.0526666666666667
TSGA10IP	-1.2455
SUV420H2	-0.365833333333333
SF1	-0.9929
2'-PDE	0.426375
PNLIPRP2	5.586
TRSPAP1	0.138416666666667
NUP210	0.103333333333333
ANP32C	-1.85883333333333
RAB11B	0.408166666666667
ASB15	0.7025
ITGB3BP	-1.17525
UBASH3A	-0.29375
YWHAB	0.287125
TPRX1	-0.095
LY6G5C	-0.095
SLC7A2	1.54
CLK1	-0.3292
HSD3B7	0.499833333333333
VDR	2.82275
C16orf74	0.9205
ACE	0.0735
PSMA2	-0.3435
CCDC131	-0.987375
ZNF213	0.278
EML2	-0.13875
ALS2CR13	-0.412666666666667
GLYATL1	1.0645
DSPP	-0.129
DHFRL1	-0.366375
C10orf30	-0.755
SH3RF2	0.312833333333333
LOC197322	0.0501666666666667
DLL3	-2.2655
TIGD7	-0.354
GFRA3	-0.04425
CPA1	1.374
RTN4	0.0185
PPT2	-1.91316666666667
FASLG	3.47325
FOXP4	0.27925
RPL26	0.2197
GNL3L	-1.76483333333333
FMR1NB	-0.772833333333333
CD163	7.019
SGPP2	0.65325
GIMAP2	1.91425
CD37	1.17916666666667
DPT	3.777
NBLA00301	1.94475
RGS5	2.44083333333333
C9orf4	0.0845
ACTL8	-4.00716666666667
PRKAR2B	1.152125
OPLAH	1.48316666666667
C20orf134	1.74125
SPACA5	0.6625
TBL1X	-0.5495
TSPYL3	0.6975
CHCHD3	-0.9565
CRKRS	-0.108
GPR65	5.2875
DFFA	-0.696
FUT1	0.73375
C6orf204	-1.00233333333333
TMEM51	0.61875
ZNF580	0.43875
CMTM2	0.56
C20orf200	0.058
EZH1	-0.0451666666666667
FDX1L	-0.03675
MRPL32	-0.235
PCAF	-0.582
ALOX15B	1.30766666666667
CD59	2.12575
CDK9	0.369
ERP29	-0.522166666666667
TTR	-6.32425
BCMO1	-0.0025
DDIT4	-0.147
PTGDS	3.0595
C3orf63	-0.111666666666667
BST2	1.614125
CYP1A2	-0.635666666666667
C5orf25	-0.13475
STX1A	-1.63752941176471
OR2A12	-0.165
SH3BP5L	0.7505
SERINC5	0.0135
USP6	-1.1315
MRPL3	-0.406
POMP	0.49375
INPP4B	1.584
GMPPB	0.74725
EAPP	0.65375
AHSA1	-0.7385
ABCA11	-0.2175
SLC5A6	0.609333333333333
HIVEP2	0.21075
SUMO2	-0.018375
KIAA1822L	2.85466666666667
C11orf67	3.89725
TXK	-0.22825
PHCA	2.5625625
ICAM4	-2.8125
FPGS	0.0568333333333333
SNRPA1	-1.0775
KCNJ4	-0.755
KIF6	1.4276
HIST1H2BG	-0.703666666666667
SLC5A5	0.6465
ZNF354B	-0.351833333333333
IL12RB2	0.785
C11orf76	0.2915
GAL3ST2	0.3605
AIFM2	0.51625
SYNC1	-0.012125
UBL3	0.596625
PIK3CG	-0.283333333333333
NLN	-0.5087
BCORL1	0.73125
CD5L	0.25225
ZNF238	-0.809833333333333
KIAA1394	1.891
C16orf55	-0.0821
CYP3A7	-2.611
KRTAP3-1	-1.6105
TFDP1	-0.331666666666667
MND1	-2.34025
NODAL	-0.0478333333333333
GTPBP4	-1.0175
TUBGCP2	0.98275
SLITRK5	0.045
CIC	0.537
CD79A	1.29133333333333
SAMD14	1.31766666666667
TNPO3	-0.554
OR10G3	1.1925
OR10G8	0.3775
CCDC111	0.1315
HOXC9	0.47775
DCUN1D1	0.4425
CYB5R1	2.393
TSR2	-0.098
DAB2IP	0.9905
SLC6A5	0.1095
RAB3D	1.8465
DCUN1D4	-1.03116666666667
ERBB3	0.512916666666667
SDC1	1.19141666666667
ATP6V1H	0.4715
SYK	1.1475
ST20	-0.239
C13orf30	-0.0505
WDR40A	0.5055
ADMR	0.393
LOC388335	3.25475
ACSM1	0.2845
TDG	-0.763833333333333
FLJ11235	0.2285
MRPS5	-0.966833333333333
AGPAT2	-0.176333333333333
SLC12A1	1.127875
CYP27A1	0.97625
THAP7	-0.76875
XPO1	-0.525416666666667
ALMS1L	0.446
C1orf2	0.81125
ZNF777	0.277666666666667
CAMK2A	0.4685
SMC1B	0.14275
IHPK2	-0.315333333333333
LEMD1	2.25375
NKD2	-0.1978
CLU	2.62492857142857
ARMETL1	0.136
PABPC4	-0.7585
CXCL12	2.841
TFAP2C	-0.11
TTTY8	0.393
ABCB10	0.4987
ENDOD1	2.21266666666667
IDI1	-0.7505
KCTD6	0.979333333333333
CCDC105	0.5395
ULBP2	-1.3965
ZDHHC5	-0.292
WNT8A	-0.4795
COMMD10	-0.24225
KLHL12	0.49425
GPR50	0.399
NR5A2	0.192875
OXGR1	2.99833333333333
EHD3	0.27175
CAPRIN2	-1.033125
KLRC3	-0.66325
SF3B1	0.3435
IPO7	-0.07675
ALDH1A1	-0.3335
ANKRD5	1.20025
TSNARE1	0.5935
DDEFL1	1.18125
RNASEL	1.46066666666667
DNAH9	-0.25075
HELLS	-1.668
TNS4	3.397
NAV1	0.8202
KIAA1409	-0.2245
C20orf26	3.24216666666667
TUBG1	-0.5395
IRX2	1.7985
CNGA4	0.118
MGC50559	1.342
OR4K17	0.295666666666667
TM2D2	1.16
FAM32A	-0.12375
TXNDC14	-1.378
CCBL1	-1.1505
ANK1	-2.29
PRSS23	0.190625
PPM1L	-0.505
SPATA20	0.027
APCS	-0.078
C14orf122	-0.576333333333333
PSMB5	-0.125
C6orf10	-0.221
SETDB2	0.118166666666667
SPNS3	-1.26825
SGMS2	-0.316833333333333
MXD3	-0.753166666666667
MON2	0.2023
CARTPT	0.49525
HNF4A	-1.06516666666667
RABEP1	0.2057
TNFRSF10B	0.164
USH1G	0.042
PPAP2B	-0.9945
TMEM16K	-0.0975
CTDSP1	0.642166666666667
CDK5R1	-0.256
GABRR1	-0.3715
OPN1LW	-0.1085
FAM98C	0.75225
DBN1	-0.157375
ACAD10	-0.553
QTRTD1	-0.61075
WNK3	-0.346833333333333
RPS19	-0.49825
C1QB	3.44325
OTUD5	-0.210875
SLC41A2	1.0445
TMEM22	-1.60583333333333
KHSRP	-0.61525
TNFRSF11A	0.151166666666667
FBL	-0.941333333333333
IBTK	0.2525
OXER1	0.015
CBLN4	1.568125
GPR172B	1.45583333333333
CFTR	-1.16925
VSX1	1.191
CAMK1D	0.492
LOXL3	-1.96775
RTP4	2.256
SLFNL1	-0.2925
KIAA0828	-1.045375
PAR5	-0.5105
LOC723972	-1.8785
GDI2	0.25075
CEBPA	0.8708
MLF2	-0.0951666666666667
AFMID	-1.19125
ALOX12B	-0.2825
BPHL	0.56875
COX5B	-0.3375
S100A10	0.9857
THOC6	0.31975
NHN1	0.581
RRP12	-0.750833333333333
ARID3B	-2.431
CD3G	-0.541666666666667
KIAA0133	0.5015
NAT11	-1.72516666666667
PPAT	-0.832833333333333
SIRT3	0.6353
TCERG1L	-1.55625
NIPA1	0.1373
DPP8	0.0084
IL7R	1.746
ZFP64	0.100833333333333
DMAP1	-0.3055
TRMT12	0.45225
TLR4	1.9227
WFIKKN2	-0.08075
RAB12	-0.534
DDX51	-0.359166666666667
KIAA1086	-3.33625
ZNF295	-0.207666666666667
ACVR2B	-1.03064285714286
LOC494150	-0.918375
ZNF517	0.514
DNASE1L2	-2.8675
SUFU	0.71625
LOC283677	-0.455
LMO3	3.09416666666667
PPP2R5D	-0.610333333333333
ZNF587	-0.0997
HIST4H4	-0.292
CYP2C8	0.771
C1orf80	1.186
DOCK5	-0.563333333333333
C9orf24	1.356
OR5AR1	0.4175
C11orf24	-0.7065
UNQ1940	-0.5075
CAP2	0.3175
TIMM44	-0.90725
DSEL	-0.9981
ROM1	0.3765
FBXO4	1.357125
MYLC2PL	-2.19525
MLH3	0.8529
NOX1	1.12983333333333
DPEP2	1.54175
DNAJB5	0.01725
RLTPR	0.1925
MBIP	-0.2405
COPB1	0.304333333333333
SFTPA1B	0.0205
C10orf4	0.1768
PRELID1	-0.67975
NOLA1	-0.47575
C19orf24	0.27775
TLR9	-1.673
HLA-DMA	3.037
HCRP1	-0.871
GPR137	-0.607166666666667
ITGA11	-0.471666666666667
PHF13	0.706666666666667
MARK4	-0.1345
METTL4	-0.51275
MBD3	-1.0542
LOC134145	0.188
FGF3	-0.059
SLC35A3	0.09475
CLEC16A	-0.407
AMOTL1	-1.20925
FLJ31438	-1.41225
PAICS	-1.5185
TOMM40L	0.858166666666667
MMD	-0.97325
KLK10	-1.3185
NIT2	-0.00699999999999999
SERPINB10	-0.01475
KLF15	-0.5678
CCDC5	-0.6655
WSB2	0.169875
ME3	1.65525
CACYBP	0.4145
TCTN2	1.706
JAK1	1.34675
C2orf25	0.03475
GPD2	1.767
FBXL11	1.42333333333333
CDV3	0.0534166666666667
GALNT11	0.466
NDUFA12L	-1.0657
FLOT1	-0.527642857142857
TOR1AIP2	1.27625
MMP25	2.14375
C1orf164	-0.1847
CHST5	-0.4835
LYRM4	-0.5153
GPER	-0.72975
HIPK2	1.23941666666667
DAP	0.3049
ZMIZ1	0.755
DDX58	3.331875
DCC1	-1.9035
AKT1	-0.26925
ENPP6	1.21983333333333
ERVWE1	-0.528
CDC34	-0.249
RNF125	-1.8055
CASC1	3.1685
SHROOM2	0.3595
RRM2B	1.38533333333333
