Hybridization REF	TCGA-AO-A03N-01B-11R-A10J-07
TNS1	0.4786
PLCD4	1.29375
IQCD	3.02083333333333
SMPX	-0.8495
CD9	0.238
SRGN	-0.35825
CASP7	1.92725
INOC1	0.196833333333333
DKFZp451M2119	-0.7785
VMAC	0.8875
USP53	1.4228
CAMK1G	0.117875
TMEM106A	0.0388333333333334
CDC20	-0.7188
ACSL5	0.2275
CBWD5	-1.482875
C1orf87	2.54933333333333
KIAA1274	1.07725
PRUNE2	-1.09942857142857
LYPLA2	-1.1755
DOK6	-0.337833333333333
GPR149	0.15775
FAM30A	0.10825
TMEM129	0.82
SLC35B3	-0.64425
ACPP	0.4167
LOC200261	-0.16
SLC4A7	0.7981
CCDC40	2.69825
GART	-2.000375
THOP1	-1.41725
SCARB1	-0.8755
CACNA1F	0.18175
TRIAP1	0.571333333333333
SYT14L	0.491
SFRS8	1.3805
PBOV1	0.5195
GOLSYN	2.059
GJB7	0.2365
CAMK2N1	1.25358333333333
GREM1	2.02016666666667
FLJ20433	0.20175
QPCT	-4.081375
PRKAG2	0.846
H2AFX	0.023125
C6orf154	2.6825
PLOD3	-1.03575
ZBTB39	-0.0303333333333333
WASF3	-0.46175
DRG1	-2.23075
PRR4	2.011
SPCS1	-0.8365
KDELR3	0.328833333333333
SRP19	0.638333333333333
GABRA6	-0.05125
MFSD1	-0.05375
MMEL1	1.85575
PDXDC2	0.5543
BUB1	-2.223
RNF138	-1.18825
MYLPF	-0.0851666666666667
AIF1	-0.323
DYNLRB1	0.9564
HCN3	-0.270833333333333
HIST1H2AI	-0.41525
MAP4K5	0.925666666666667
LASP1	1.324125
LOC130951	0.1125
PLAA	0.89125
KRT6A	-3.0645
C6orf117	-1.047125
ARHGAP23	0.222
PTF1A	0.1945
GPHA2	0.03175
LCE3B	0.31
MCL1	0.934571428571428
EHBP1	-0.23425
PRNP	-0.738625
ZSCAN1	0.6665
C1orf113	0.163333333333333
FOXA3	-0.0925
NEB	-0.37475
ASGR1	-4.538
CTGF	0.689666666666667
RAB17	0.8605
MST101	0.027
JARID1B	1.1658
USP37	0.3601
PTBP1	-0.186666666666667
PTPN7	-0.802166666666667
CDC7	-2.89766666666667
SNX7	-2.10425
ZNF335	0.12675
CPT2	-0.63975
HEATR1	-0.50025
HSPC152	0.847875
C5orf40	0.06625
PSME1	0.201666666666667
STAG3	-1.5285
TMEM154	0.3415
KLHL32	-0.213666666666667
TSGA10IP	-0.5665
SUV420H2	-0.471166666666667
SF1	-0.0206
2'-PDE	0.464625
PNLIPRP2	1.152
TRSPAP1	-0.997666666666667
NUP210	-1.71666666666667
ANP32C	-1.34933333333333
RAB11B	0.2275
ASB15	-0.0265
ITGB3BP	-2.10025
UBASH3A	-1.22325
YWHAB	1.23175
TPRX1	-0.00849999999999999
LY6G5C	0.402875
SLC7A2	-2.91475
CLK1	-0.397333333333333
HSD3B7	-0.502166666666667
VDR	3.75325
C16orf74	0.99675
ACE	-0.074
PSMA2	-1.03483333333333
CCDC131	0.5025
ZNF213	1.381
EML2	-0.561
ALS2CR13	0.48
GLYATL1	5.08175
DSPP	0.27
DHFRL1	0.130125
C10orf30	-0.608166666666667
SH3RF2	-0.1235
LOC197322	-0.781333333333333
DLL3	-0.968
TIGD7	1.12475
GFRA3	0.478
CPA1	0.0605
RTN4	-2.11666666666667
PPT2	-1.38133333333333
FASLG	0.797
FOXP4	0.657375
RPL26	-0.0647999999999999
GNL3L	-1.34333333333333
FMR1NB	0.1945
CD163	3.31675
SGPP2	-0.1355
GIMAP2	-0.4185
CD37	-0.306333333333333
DPT	1.77408333333333
NBLA00301	0.77075
RGS5	2.83341666666667
C9orf4	1.0075
ACTL8	-3.0205
PRKAR2B	0.790125
OPLAH	0.667
C20orf134	2.54925
SPACA5	-0.3315
TBL1X	0.191833333333333
TSPYL3	0.461
CHCHD3	-1.53125
CRKRS	0.214166666666667
GPR65	1.5545
DFFA	-0.594625
FUT1	0.93325
C6orf204	-0.4295
TMEM51	0.23225
ZNF580	0.47125
CMTM2	0.5695
C20orf200	-0.1295
EZH1	-0.502166666666667
FDX1L	-0.4195
MRPL32	0.7295
PCAF	-0.7596
ALOX15B	0.915833333333333
CD59	-0.246375
CDK9	0.539
ERP29	0.0608333333333333
TTR	-4.7725
BCMO1	-0.06
DDIT4	1.1456
PTGDS	0.77925
C3orf63	-0.322333333333333
BST2	-0.747
CYP1A2	-0.145166666666667
C5orf25	-1.7135
STX1A	-0.183941176470588
OR2A12	-0.314
SH3BP5L	0.74175
SERINC5	0.41375
USP6	-0.8764
MRPL3	-0.841666666666667
POMP	0.604125
INPP4B	1.0225
GMPPB	-0.9305
EAPP	0.86425
AHSA1	-1.52
ABCA11	-0.846
SLC5A6	-0.73225
HIVEP2	1.81375
SUMO2	-0.0935
KIAA1822L	0.9895
C11orf67	1.706
TXK	-0.317
PHCA	0.428375
ICAM4	-2.24016666666667
FPGS	0.206333333333333
SNRPA1	-1.07225
KCNJ4	-0.378
KIF6	0.2904
HIST1H2BG	-0.976
SLC5A5	-0.16975
ZNF354B	-0.571
IL12RB2	-0.431
C11orf76	1.2115
GAL3ST2	0.1365
AIFM2	-0.011375
SYNC1	-0.096125
UBL3	0.575125
PIK3CG	-1.10733333333333
NLN	-0.5651
BCORL1	1.072
CD5L	0.1145
ZNF238	2.499
KIAA1394	-0.47425
C16orf55	0.6083
CYP3A7	-1.56975
KRTAP3-1	-1.2135
TFDP1	-1.3855
MND1	-2.81625
NODAL	-0.242333333333333
GTPBP4	-1.768
TUBGCP2	-1.508
SLITRK5	-0.0315
CIC	0.609
CD79A	0.5175
SAMD14	1.0165
TNPO3	-1.943
OR10G3	0.385
OR10G8	0.00849999999999999
CCDC111	-1.218
HOXC9	2.22325
DCUN1D1	0.562583333333333
CYB5R1	1.6495
TSR2	0.5905
DAB2IP	0.8361
SLC6A5	0.5585
RAB3D	2.22275
DCUN1D4	-0.539333333333333
ERBB3	1.14183333333333
SDC1	1.76875
ATP6V1H	-0.234833333333333
SYK	-0.766
ST20	-0.74375
C13orf30	0.5195
WDR40A	0.2195
ADMR	0.0155
LOC388335	0.5455
ACSM1	0.606
TDG	1.16716666666667
FLJ11235	1.77475
MRPS5	-1.38783333333333
AGPAT2	0.0566666666666666
SLC12A1	-0.012625
CYP27A1	-1.565
THAP7	-1.91375
XPO1	-0.303166666666667
ALMS1L	1.01233333333333
C1orf2	0.036375
ZNF777	1.3435
CAMK2A	0.1995
SMC1B	-0.409375
IHPK2	0.3972
LEMD1	-3.20125
NKD2	0.7729
CLU	0.286928571428571
ARMETL1	-0.705
PABPC4	-2.819
CXCL12	2.58833333333333
TFAP2C	1.4113
TTTY8	-0.138
ABCB10	-0.8954
ENDOD1	0.943333333333333
IDI1	-3.444
KCTD6	1.255
CCDC105	-0.1145
ULBP2	-1.28616666666667
ZDHHC5	1.833
WNT8A	0.301
COMMD10	-0.344
KLHL12	-0.201125
GPR50	-0.1295
NR5A2	-0.019375
OXGR1	0.545333333333333
EHD3	-0.2505
CAPRIN2	-1.421875
KLRC3	-4.0255
SF3B1	0.252928571428571
IPO7	-0.541
ALDH1A1	-2.02416666666667
ANKRD5	1.67625
TSNARE1	0.159
DDEFL1	1.17325
RNASEL	0.667833333333333
DNAH9	0.83425
HELLS	-2.502
TNS4	-0.0935
NAV1	1.0848
KIAA1409	0.25
C20orf26	2.85416666666667
TUBG1	-2.14775
IRX2	1.16375
CNGA4	0.1945
MGC50559	0.799666666666667
OR4K17	-0.2255
TM2D2	-0.06375
FAM32A	-1.11175
TXNDC14	-1.00825
CCBL1	-1.922
ANK1	-1.7476
PRSS23	-0.6105
PPM1L	-0.1225
SPATA20	-0.959
APCS	0.3145
C14orf122	-0.149666666666667
PSMB5	0.39025
C6orf10	0.9039
SETDB2	0.0801666666666667
SPNS3	-0.9575
SGMS2	-0.0243333333333333
MXD3	-0.284333333333333
MON2	0.1274
CARTPT	0.652
HNF4A	-0.5245
RABEP1	1.19315
TNFRSF10B	-1.089
USH1G	0.618
PPAP2B	-2.33583333333333
TMEM16K	-1.11225
CTDSP1	1.29616666666667
CDK5R1	-0.0401666666666667
GABRR1	0.317
OPN1LW	-0.041
FAM98C	0.89275
DBN1	0.372875
ACAD10	-0.39675
QTRTD1	-0.09725
WNK3	-0.467666666666667
RPS19	-0.668125
C1QB	1.3775
OTUD5	0.0545
SLC41A2	2.35616666666667
TMEM22	-2.8215
KHSRP	0.67325
TNFRSF11A	-0.375
FBL	-1.63033333333333
IBTK	0.3
OXER1	0.072
CBLN4	0.7025
GPR172B	1.36833333333333
CFTR	-0.11075
VSX1	2.3915
CAMK1D	-0.65775
LOXL3	-2.91775
RTP4	0.85875
SLFNL1	-0.19825
KIAA0828	0.606
PAR5	0.3265
LOC723972	-1.16925
GDI2	-0.506
CEBPA	1.6987
MLF2	0.458166666666667
AFMID	-1.5905
ALOX12B	0.1095
BPHL	0.149625
COX5B	0.694
S100A10	0.2131
THOC6	0.797
NHN1	0.46675
RRP12	-0.780666666666667
ARID3B	-2.448
CD3G	-2.37366666666667
KIAA0133	0.10075
NAT11	-1.01
PPAT	-1.15316666666667
SIRT3	0.2527
TCERG1L	-0.92025
NIPA1	-0.8557
DPP8	-0.5312
IL7R	-1.53
ZFP64	-0.0899166666666667
DMAP1	-0.7149
TRMT12	-0.3395
TLR4	0.2241
WFIKKN2	0.15225
RAB12	-0.569833333333333
DDX51	0.0218333333333333
KIAA1086	-1.46275
ZNF295	-0.0261666666666667
ACVR2B	-1.29030769230769
LOC494150	-1.971
ZNF517	0.00949999999999999
DNASE1L2	-0.635833333333333
SUFU	0.412833333333333
LOC283677	-0.1795
LMO3	-0.1365
PPP2R5D	0.0261666666666667
ZNF587	0.6869
HIST4H4	0.1075
CYP2C8	0.1415
C1orf80	-0.284833333333333
DOCK5	-0.2905
C9orf24	2.25375
OR5AR1	0.1375
C11orf24	0.92775
UNQ1940	0.55125
CAP2	1.35116666666667
TIMM44	-1.5725
DSEL	-0.2498
ROM1	0.87625
FBXO4	-1.51125
MYLC2PL	-1.16425
MLH3	-0.6147
NOX1	0.014
DPEP2	0.59
DNAJB5	1.31025
RLTPR	0.292
MBIP	-0.766333333333333
COPB1	-0.359833333333333
SFTPA1B	-0.3015
C10orf4	-0.8049
PRELID1	-1.038
NOLA1	-0.528
C19orf24	0.6815
TLR9	-1.9595
HLA-DMA	1.7135
HCRP1	-0.272
GPR137	-0.270166666666667
ITGA11	1.762
PHF13	-0.253833333333333
MARK4	0.688833333333333
METTL4	-1.27925
MBD3	-0.3151
LOC134145	-0.1575
FGF3	0.47575
SLC35A3	-0.0675
CLEC16A	1.0155
AMOTL1	-0.492
FLJ31438	-1.32125
PAICS	-1.145875
TOMM40L	0.619166666666667
MMD	-1.443
KLK10	2.5641
NIT2	-0.472166666666667
SERPINB10	0.139
KLF15	0.06
CCDC5	-1.46775
WSB2	-0.16325
ME3	0.800125
CACYBP	-0.0969166666666667
TCTN2	-0.236
JAK1	0.76625
C2orf25	-2.162
GPD2	2.22175
FBXL11	-0.0795
CDV3	-0.5705
GALNT11	-0.08575
NDUFA12L	-0.5486
FLOT1	-0.217785714285714
TOR1AIP2	0.906
MMP25	0.9975
C1orf164	-0.2583
CHST5	0.00025
LYRM4	-0.45615
GPER	-1.2885
HIPK2	2.89875
DAP	-0.1038
ZMIZ1	1.2275
DDX58	0.65275
DCC1	-2.74425
AKT1	-0.194
ENPP6	0.504666666666667
ERVWE1	-0.117833333333333
CDC34	-0.662
RNF125	-2.26025
CASC1	4.63375
SHROOM2	1.46225
RRM2B	-0.0971666666666667
COL6A3	2.288875
TMEFF1	-1.616
PLEKHA4	0.7857
LYSMD1	1.904
SEPT1	-0.6275
AOF1	-0.05375
GNPAT	-0.07375
WDR18	0.341
HSD17B12	-0.593833333333333
HIST1H2BM	-0.216333333333333
INDOL1	-0.135833333333333
SUDS3	1.77875
C1orf192	1.409
CYP2B6	0.02125
TBC1D2	1.581
SLC25A12	-0.586875
ERCC6L	-0.7375
MGC10814	-0.807333333333333
POLR2C	-1.224
ZNF77	-0.827166666666667
EIF3K	-0.644
HPX	4.30725
ANKRD27	-0.146375
MALAT1	1.08975
PLB1	0.681166666666667
HRNBP3	-0.369625
CPSF4	-0.6135
OR52N2	0.4855
PIP5KL1	-0.68875
GH1	0.2345
HPS5	-0.70775
SLFN5	2.421625
POP5	0.375666666666667
OVOS2	-3.5864
C20orf108	0.164
MARS	-2.541
CLRN3	0.279666666666667
ARSE	-0.588333333333333
PPIE	-0.7365
PHACS	-1.37633333333333
GP5	0.527
IL8RB	0.317833333333333
FCRLA	-1.15925
ARRDC1	0.7348
KRTAP9-4	-0.19
ZNF613	2.2075
OR11A1	0.4815
TMEM132B	-1.30685714285714
PGLS	0.06675
BSND	-1.384
KCNK18	0.173
FOXD4	0.10325
SV2C	0.739
LCN2	3.5805
ZNF490	0.158
C3orf15	1.736
CACNA2D4	-0.9925
CBX5	0.176
MAGEB4	-0.188
BOLA1	1.0065
PPP2R5E	1.77975
COL5A1	2.3885
ASB7	0.576833333333333
SFT2D1	-1.05975
DERL1	0.0697
RABL2A	1.50866666666667
MOAP1	-0.6575
KIAA1545	2.06766666666667
F3	0.511
PLEKHM2	-1.52525
CCDC89	1.79883333333333
EFCAB1	1.388125
TMEM48	-1.91325
SEPHS2	0.5445
PYGM	-0.4925
PRICKLE1	2.09275
WNT5B	0.3805
TAS2R38	-0.0135
IMP5	-0.13475
KHDRBS1	0.6525
LARS2	-0.176
C3orf28	0.41825
FTCD	-2.80675
C10orf68	0.4545
DGAT2L3	0.0725
PSEN1	-0.660416666666667
MGC33657	1.156
PLA2G4B	0.901166666666667
CDKN2A	-1.55441666666667
DLX1	-0.87775
TSHB	0.4465
C18orf37	-0.22025
MEX3C	-0.434
MAMDC2	-0.382
PDIA4	1.04616666666667
ATP5E	0.79175
CASP2	-0.105857142857143
SERBP1	-0.451153846153846
ZNF341	-0.0531666666666667
TESC	-2.09525
TMEM31	0.33775
OR51I2	0.7035
YTHDC1	0.499071428571429
JUN	1.925
AGMAT	-2.96183333333333
PCNXL2	0.739
ATAD5	-0.693
STK38	-0.76175
AZI1	0.1265
RBP1	0.6365
C4orf26	0.10375
KIAA1026	1.183125
TMEM101	0.44675
HSFX1	0.3875
TREX1	0.85475
C18orf10	-1.5582
TRIM15	-2.602125
CA6	-0.119125
CEP57	-1.065125
AR	5.324
SESN2	-0.887
KIF3C	-0.821375
EPB41L5	0.217875
ARHGEF10	-0.685636363636364
POLR3D	-1.248375
INDO	-1.1245
GABRA3	-0.0155
SCG5	0.0961
E2F3	0.3396
TIGD5	1.22975
FGD6	1.88225
KLHL3	-0.059
SCGB3A2	-0.881
URP2	-0.602
ATP6V1B1	0.209
CALML6	-0.6505
LOC100049076	0.895
TMF1	0.67025
LOC388503	-0.1115
CDH5	2.36425
RPS6KC1	1.25216666666667
DAAM1	1.9101
TNFRSF10D	-0.14625
GSTT1	1.7262
INPP5A	-0.58975
TRAF3IP1	2.7772
SMARCE1	0.591071428571428
VRK1	-0.928
TTC16	2.13875
AARS	-1.41983333333333
ARHGAP27	-0.329333333333333
ZAK	0.397
ACSM2B	-1.90925
TRAP1	-1.06366666666667
MRPL53	0.907375
RNF44	-0.601
NPTXR	-0.00874999999999998
DPYSL3	1.18616666666667
APP	1.086
GLS2	-0.574833333333333
MNX1	0.519333333333333
CMTM7	0.78275
OR10A7	-0.174
NYD-SP21	3.84516666666667
ORC5L	-1.07525
SLC16A10	-1.69
TMEM178	-0.0425
LOC441601	-2.98
PTGIS	0.72525
KBTBD7	0.5885
C19orf41	-0.15025
CEACAM3	0.765
KRT23	-0.37325
SERHL	2.094
PNKD	1.196125
UBC	0.7445
ATRN	-0.742375
HAPLN1	0.3975
RANGAP1	-2.26475
C10orf26	0.0255
KCNA7	-0.0635
SRY	0.0235
LOC376693	-0.733
HIST1H2BF	0.208
CDCA8	-2.12916666666667
MLC1	0.13725
TNIP3	0.3175
OR4D1	0.902
IFT52	-0.613166666666667
GOLT1A	0.199333333333333
UTP20	1.432875
RP3-402G11.5	-0.78
PRSS33	-1.072
PMPCA	-1.2545
APOB48R	3.474
GLTP	-0.718
MPL	-0.011
C9orf78	-0.83175
ADAM12	1.69875
CSPG4	-0.087
LOC144305	0.251
KRTAP4-10	0.8606
PAK1	-1.281
ADCY7	-0.7597
TAS2R43	0.397
FRAS1	-1.18
PPP1R14A	1.30716666666667
OR2B6	-0.94
ATP13A1	-0.721666666666667
SIDT1	1.5
C1RL	2.09866666666667
PRKRA	-0.113
TLN1	0.1194
RP11-50D16.3	-0.596333333333333
MITF	-1.19316666666667
GYS1	-0.57325
LYG1	-1.67666666666667
NSMCE4A	0.2954
DNAI1	0.26525
HOXD11	-0.061
FNBP1L	1.7953
DHX35	0.3445
LCE3E	0.904
SLC33A1	0.08775
DCLK3	1.09816666666667
TRIM33	-0.638666666666667
TMCC3	0.508166666666667
FBXO42	0.927
C1orf27	0.5978
C17orf50	0.891
RNF14	-0.482333333333333
SLC4A8	1.352
RAB3IP	0.7909
COX6C	-0.116214285714286
PCSK1	-2.8422
SLC13A1	0.190375
ARF6	1.86183333333333
KIAA1009	0.454125
HOXA13	-1.145
HMGN1	0.32725
CXADR	-0.0478333333333333
MGC14436	0.107
UTF1	2.1975
TSC22D1	-0.0185000000000001
BZRAP1	0.206666666666667
PUF60	0.0805
SHC1	-0.105375
HOOK3	1.7794
LIMS2	1.81083333333333
BAHCC1	0.314333333333333
CLCC1	0.208666666666667
ENTPD3	1.70483333333333
SMO	0.22225
PIK3R5	0.399
CDC14A	-0.3425
KRT1	0.0935
ENOX2	0.6085
FLJ22655	-0.8605
FPRL1	0.0075
INTS6	0.9399
ZCCHC5	-0.365
SMC3	-0.90875
C6orf123	0.5835
FLJ20160	2.55
LOC653391	1.82416666666667
GSS	-0.0405
NT5M	-0.147
SIX5	-0.1995
TAF5	-1.556
KCNA1	0.0094
ANLN	-0.684333333333333
MGC45491	-0.7109
SSTR2	2.89925
LYPD4	1.069
TH1L	-1.45825
CHRNA5	-2.8375
PNMA6A	-0.46975
FLJ16369	-0.255
DLX2	-1.3746
C6orf108	0.227083333333333
ALDH3A2	-1.05466666666667
CLEC1B	0.366833333333333
LEPREL2	1.03975
FOXJ1	2.8067
OR1D4	0.412
PPIL4	0.7055
MTRR	-1.145
SLC27A3	1.566
HTR7	-0.398833333333333
MIB2	-0.2265
BHMT	-0.987333333333333
A2ML1	2.022
MSMB	4.1195
KIAA1383	0.869
TRUB2	0.02
PF4	0.495
IL1F5	0.152333333333333
LRRC37B2	0.10775
IPO4	-0.9215
FIGF	-0.43175
QDPR	-0.25675
ZNF598	-0.74625
BOP1	-1.0165
MAPK12	-2.48783333333333
POLR1E	-2.123
CEECAM1	-0.633333333333333
INSRR	-0.217833333333333
SIPA1	0.86875
ULK4	0.346
BTN3A1	-0.8559
FABP5	-0.2778
KBTBD3	0.163166666666667
SORT1	-0.264083333333333
YWHAQ	-0.6281875
LRIT1	-0.188
KIAA1704	-0.4435
MEIS2	-0.7298
ENOSF1	-1.56116666666667
PCDH7	0.628
FZD9	-0.768
RPLP1	1.29933333333333
ZNF75A	1.465
P4HA3	3.432625
NKX6-1	0.43425
CTA-216E10.6	-0.167333333333333
IFT140	1.64325
DENND1A	-0.973666666666667
ALCAM	1.582
ABHD2	0.375136363636364
QPRT	-0.940333333333333
TRAM1	0.289642857142857
ATP1B4	0.140125
NUP37	-1.64725
SAA3P	0.682
SLC22A6	0.23625
KIAA0265	0.46275
ZNF41	0.32525
ADAM19	0.9748
ERAF	-0.276
DEFB119	0.492916666666667
DNMT3B	-1.9545
SNF1LK2	0.15425
MGC24039	-1.10125
TAS2R48	0.204
PNLDC1	-0.32225
ADAMTS16	0.772375
TMEM92	0.1585
CCT8	0.0218333333333333
POGZ	1.36866666666667
N-PAC	1.04425
GUCA1B	-1.3015
ZZEF1	0.610333333333333
OR2C3	0.3005
ZNF334	0.7825
RANBP6	-0.32725
LDHB	-2.77883333333333
BAMBI	0.413375
RAB5B	0.974
FOXB1	2.3215
MRPS12	-0.2425
MRGPRF	0.629
CRIPT	0.046
CYP2D7P1	-0.1675
RYR1	-0.05375
NDUFA2	1.5535
TRIP12	-0.00174999999999997
KCNE3	3.08733333333333
MOBKL2B	-1.0122
MIOX	0.0995
ACOT7	-1.96425
FGF6	0.052
RASSF5	-0.5601
ATAD3B	-1.0005
IKZF3	-0.375
H3F3B	0.1395
C6orf91	0.4715
SEC11C	-1.2975
TMEM14C	-0.5715
KIAA1632	-0.612875
SLC38A4	-0.00725000000000001
FGFR3	-1.28941666666667
HES7	2.93175
HINT3	-0.492
ARIH1	-1.4235
FLJ35880	-0.40425
C1orf129	0.3285
POU6F1	-0.317125
RPL32	0.000500000000000042
BBS1	1.57716666666667
RGPD5	-0.8475
SULT1C2	-0.45525
KDELC1	-1.05375
PIP5K3	-0.548666666666667
CHI3L1	0.0571
CSDA	-0.826083333333333
VTCN1	2.476
WDR62	-0.8705
TMEM170	-1.5065
KIF2A	-1.886
C6orf182	-1.07383333333333
ARL6IP6	-1.248
ZCCHC9	-0.74625
RARB	0.373333333333333
ZNF320	0.22925
DHX15	-0.89275
PICALM	-0.0898333333333334
CNOT6	0.373333333333333
HIST1H1A	0.46275
ZNF702	0.293166666666667
OR1E2	0.7875
HLF	-0.6687
LOC442582	-1.673
KIAA0494	1.472125
TCF4	1.3904
APOBEC3B	-1.00775
FAM54B	-0.82675
MYH2	-1.65
FXN	-0.1385
C12orf59	0.2765
PAEP	-0.1755
SPG11	-0.147125
VN1R4	0.1565
KCNJ13	0.56
NOC3L	-1.613
C5orf36	0.1635
CPAMD8	1.1345
MLN	0.0661
FLJ11184	-0.4785
TIAM1	0.541
OR10J3	0.419
OR52E2	-0.019
PBX1	2.111
UBL7	-1.97683333333333
PXMP2	-0.32525
SYTL1	-0.3675
FAM126B	0.85375
ZNF711	-0.92675
GGA1	-0.872833333333333
VAMP4	0.116666666666667
BCAP29	0.429
C20orf19	-1.206375
ZNF275	0.2445
NEK6	-0.31025
SETD8	0.6395
HEXIM1	1.29533333333333
SULT1A2	-0.031
KLHL9	0.82125
SLC39A12	0.335
ARHGEF16	-0.212166666666667
SCN1A	-0.0998333333333333
HNRPH1	-1.19358333333333
C9orf103	0.58025
ECE1	-0.0511666666666667
MED18	-2.48375
TEX13B	0.079
SNN	0.86825
C6orf62	0.174
WNT3A	0.5528
IL22RA2	0.2755
MGC21881	-0.658
GABBR1	-0.9645
YIPF6	-0.22475
PROX1	-0.806333333333333
PPP1R1B	4.4815
LANCL2	0.0735
SCN3A	-0.731
SSRP1	-1.37533333333333
ASXL2	-0.4575
RPE65	0.735
SNAI1	0.044
EFNA2	-0.019
CLDN9	0.5895
TP53I13	0.450125
LOC375748	-0.743
C9orf7	0.92075
C14orf178	0.274
GC	0.06175
IER3	0.733333333333333
KCTD10	0.9735
FLJ45717	2.076
ADC	0.123333333333333
LOC285908	-0.406666666666667
MLL3	0.351875
KIAA1787	-0.3905
MGC31957	-0.39175
MUC5B	0.689166666666667
ZNF193	0.7005
CSRP1	0.147875
MOSPD1	-0.6345
C21orf49	-0.1345
RAD1	-0.557
ANKRD34	-0.08025
NFRKB	-0.77
FANCA	-2.03475
VTI1A	1.08328571428571
PCBP3	-0.217
BFSP2	-0.635
ZNF354C	0.099875
FRMPD4	0.15825
IKBKG	-0.686
LOC441046	-0.232
UNQ9438	1.217
TM4SF20	-0.5495
MAGEC1	-4.433
AMMECR1	-0.268
GLDN	-1.1215
TTC30B	2.3695
SEC13	-0.2194
EGF	1.445
HAGH	0.885125
VSIG1	0.707833333333333
NHLH2	0.30675
NCAPD3	-1.192625
MGC16121	-1.90375
HIATL2	-0.35
BRCC3	0.466
LCE2D	3.445
TMEM79	0.91125
GTF3C5	-0.8805
AKR1C4	0.338166666666667
C3orf59	-0.119625
RBM26	-0.920625
DUSP14	-0.197666666666667
AP4M1	0.184833333333333
RIMBP2	0.441833333333333
ABCC2	-4.036
DNAJC16	0.189166666666667
TTC12	1.81616666666667
SNX13	-0.712333333333333
C6orf168	1.61225
C1orf100	-0.529
CSPP1	0.589416666666667
LRRC56	2.889
OR1J2	0.16
THY1	2.0602
KIT	0.581
TBC1D8	1.05275
EPHA7	0.27125
SOLH	0.296625
SVIP	-0.7125
ZNF294	-0.40975
HAND2	1.77083333333333
CENTB2	0.551333333333333
MARVELD3	2.35
CREB3	0.616
KRTAP1-5	-1.70375
OR8K1	0.1405
MED25	0.196333333333333
FDX1	-0.67
FAM19A1	-0.2284
IL13RA1	1.1613
ZNF627	0.354333333333333
NHP2L1	-1.357875
EIF2B2	-1.099375
ZNF593	0.70925
WIPI2	0.379833333333333
RANBP1	-0.5815
TAS2R7	-0.0545
LOC283514	-0.171
CSNK2B	-0.2216
CFHR1	0.2125
DKFZP434O047	0.0706666666666667
WBP11	-0.0145
TEX2	0.035
GALNT2	0.0408333333333333
FLJ33360	0.51075
WNT9A	-0.40175
IL29	-0.20125
STK3	1.04944444444444
REPS2	3.600875
FAM78A	-0.638
MGC3207	0.0235
FCGR3A	5.63925
H2AFY2	2.851
RNF150	-1.6985
CCNK	0.893375
VEZT	1.666
FSHR	0.219
C1orf66	0.734
LCE2B	0.2119
CD200	0.50175
ORMDL1	-0.724
OR51S1	0.28
KRT83	-0.0425
COL19A1	-0.654
POL3S	0.11975
ZNF468	-0.228666666666667
BAG3	0.971375
C1GALT1	-2.51675
CA5A	-3.66175
DKK4	-0.193
SGK2	-0.813125
PIK3C2G	0.41225
USP11	0.982
IMPA2	-2.703
PRKDC	-0.894428571428571
MSR1	1.168875
PDCD6IP	-0.3
FAM122A	0.166
ZNF740	-0.1205
ATXN2	0.296833333333333
SLC17A4	0.2924
RAXL1	0.0763333333333333
RS1	-0.133
NET1	1.64183333333333
NPY1R	2.1555
MVD	-1.945
C11orf61	-0.254625
CHDH	-0.5315
GCNT2	0.0744285714285714
LGALS12	-0.7545
IK	0.2215
C7orf41	0.759833333333333
SURF4	-0.368166666666667
C1orf91	-0.308833333333333
BCS1L	-0.657833333333333
C20orf141	0.694333333333333
BCAS2	-1.01
ACE2	2.00375
ICT1	0.84425
CD79B	-0.38425
MRPS9	0.40125
AADACL1	0.38375
IRS2	-2.1705
LUZP2	0.2715
TMEM148	-0.281
ZNF514	-0.384166666666667
ADCK2	-0.6922
ZKSCAN1	0.140857142857143
FASTKD2	0.057625
KCNMB3	0.119
POFUT2	-0.2629
GNG2	-0.2283
OR6Y1	0.3865
FAM26A	-1.0485
CAND2	-0.6625
FLYWCH2	2.5875
BCL6	2.1245
MDH2	0.0252142857142857
DRP2	0.2565
TPD52L1	0.2275
TXNL4A	-1.725625
OR3A1	0.483333333333333
C22orf9	0.125428571428571
RAB25	1.8515
PCTK3	1.16375
POR	-0.129333333333333
ARPP-19	-0.536
SREBF2	-1.310375
ZWINT	-0.179
TRUB1	0.642625
ENPP2	-0.243166666666667
UXT	-0.339166666666667
ALG11	-0.971
SMCR7	1.4225
SLC31A2	2.2195
USMG5	-0.5885
ZNF780B	0.307
APEX1	-0.45275
THSD3	-1.89875
CEP68	0.857
NY-SAR-48	-0.52725
ZIC3	-3.0295
LPAL2	-0.3384
MRPL11	-1.371
VPS53	-0.659833333333333
MPDU1	0.164
UBL4B	0.2855
LASS3	0.13625
GAST	1.40583333333333
SPERT	0.6915
UBE2L3	1.055125
MLSTD2	-0.63775
ADRA1D	0.681
FZD10	-0.450666666666667
ATP6V1E1	-0.79825
SAR1A	1.130125
MCTP2	-1.282
TMEM5	-0.798
BIRC2	-0.935333333333333
TMEFF2	-2.08283333333333
NLGN3	-0.172166666666667
LMX1A	0.7745
C19orf51	-0.17925
