Hybridization REF	TCGA-AO-A03R-01A-21R-A034-07
AMHR2	-2.88216666666667
PROCR	-1.519
MYBBP1A	-1.09975
C20orf39	-2.1215
ZNF697	-1.475
PASK	-0.2146
ZNF776	1.60016666666667
RFXDC2	0.0329999999999999
KIAA0467	0.63725
C10orf96	-1.26
ZNF503	-1.05375
GULP1	-0.2385
KCNE4	5.44833333333333
DKFZp434K191	-0.52775
LOC196913	-0.143
BHLHB4	1.728
CH25H	0.878
LOC81691	-0.951666666666667
ALPL	0.600857142857143
COL12A1	0.334125
FOLR3	-1.92433333333333
GPR123	-0.52525
TRIM62	-0.215928571428571
ABLIM1	0.211833333333333
MAST3	-0.8255
RHBDD1	-0.299333333333333
LOC338809	0.4115
RYBP	1.045
TTC26	-1.121125
ZNF22	0.591166666666667
ISCA2	-0.707
RDM1	-0.395
PIGM	-0.16225
GNB3	-0.849
ACTR2	0.4509
HMGB1	0.1563
EDG1	3.91266666666667
SOAT2	-3.13775
OR10AD1	0.36
RAP1GDS1	1.81766666666667
LCE1F	0.3245
ESM1	-2.164125
RCN3	1.708
CREBL1	-0.19775
DBNL	-0.641166666666667
PTGER3	1.875625
USP30	0.0993333333333333
BCL2L12	-0.025
KIF26B	0.8525
ZNF416	0.56
ZNF225	-0.2915
C17orf70	0.59975
ZNF554	0.597
RAE1	-1.25316666666667
TNIK	-0.671
ACTN3	0.271
MGC45922	1.688
CCNA1	-0.523166666666667
RYK	0.0713333333333333
IL26	0.6465
LRP3	1.233
QARS	-0.421
SOX7	1.24771428571429
BID	-1.87675
OR2S2	-0.095
CXCL14	3.645
C11orf47	-0.2465
MGC29891	0.686
HSPB8	0.1308
PRDM14	-1.1745
NUFIP2	-0.01875
MNAT1	-0.317875
ZDHHC2	-1.16625
MBNL2	0.180875
ADD3	-1.25825
CSNK2A1P	-1.082
KLK6	-0.909333333333333
TMEM111	-0.0977
KIAA1279	1.45275
NUBP2	0.0935
RAB42	-1.219
ID3	-0.5775
TM9SF1	-0.012
MDP-1	-0.26075
POU4F2	0.33775
IQCK	0.78975
C16orf14	0.3945
CAPN3	-1.15425
FAM43B	0.317625
RECQL	-1.465
AP1G1	0.398928571428571
CTNNBL1	-0.878333333333333
ECHDC1	-2.35266666666667
SMARCC1	0.3405
FOXQ1	-1.978
GNAI3	-0.2565
POLG2	-2.6695
CD4	1.438375
ITLN1	-0.758
EBI2	4.63975
IRF1	0.74425
PTPRE	2.0838
PTK2B	-0.06725
NXNL2	-0.7975
SOX4	-0.139722222222222
TSPAN3	0.834166666666667
SH2D1A	-0.939
C8orf58	-0.7585
USP20	-0.53825
DUSP22	-1.26016666666667
CALB1	-1.9925
L3MBTL2	2.24283333333333
MCRS1	-0.2855
TMEM118	-0.665666666666667
C18orf8	0.9995
FLJ10241	-0.329625
GJA12	0.80075
PKD1	-0.0291666666666667
ZFP3	0.519
JAM3	-1.062125
LAPTM4A	0.0208
DIRC2	0.44375
KIAA2022	2.80833333333333
MYOM1	0.4472
TRPM8	-2.31383333333333
MOP-1	2.463
PHKG2	-1.243875
ZNF650	1.121375
KIAA1522	1.983125
PSG8	-1.29633333333333
DDX19B	-1.021
MOBKL1B	-0.935
DIAPH2	-0.257833333333333
PTPN12	-1.007
CLN8	-0.7025
CRYZL1	-1.29716666666667
CRY2	0.545916666666667
FCGR2B	2.67733333333333
PNPLA4	1.93475
ZNF454	0.037
DKFZp434B1231	-0.109
CLDN11	0.2557
RFWD2	0.602333333333333
CIB2	0.0296666666666667
MXRA8	1.663375
HRK	0.3025
MAML2	-0.1675
C4orf31	-1.18625
C6orf192	-1.51775
COG6	-0.636
FAM5B	0.46975
NFATC1	0.1275
SEPT10	0.55225
SCYL1	-0.4392
RPP40	-0.91325
SCOC	-0.2761
KIAA1450	0.06125
CTDSPL2	-0.4695
TBX5	1.32133333333333
NAPG	0.331875
RHD	-4.194
C14orf45	0.285666666666667
ZBTB22	0.9335
PLCG1	-0.8515
ANKRD10	-1.677375
AQP7P2	1.25075
TAGLN2	0.170666666666667
HTR2C	-0.5335
SLC16A7	-0.414666666666667
C17orf83	-0.40625
TSGA14	-1.012
MDH1	-0.40075
PPP3R2	0.0736
DCBLD2	-1.834
RBM33	-0.78125
DPH3	-1.6225
SYT10	-1.22466666666667
FMO4	1.63875
THYN1	-1.12075
DRD5	-1.7245
OTOR	-0.103125
PGRMC2	0.00460000000000001
KATNAL1	-0.652
PAQR6	-1.6395
UBE2I	-0.96725
C14orf28	-0.187
C8orf70	2.16825
FLYWCH1	-0.36175
ANGPTL3	-0.14075
GLRX2	-0.186333333333333
ATP11A	-0.49
ARL5B	-0.480875
MUC16	-2.73125
SLC25A5	-1.24857142857143
ACRC	-0.6055
MYO1C	-0.1625
FAM89B	1.03483333333333
FAS	0.000500000000000004
KIFAP3	0.28825
GLRA2	0.157
BTN3A2	0.0765
CNKSR3	-0.561875
CSTF3	0.34
ARPM1	0.04425
KIAA1530	-0.949
C9orf150	2.789
PRKCI	0.673
tcag7.1015	-1.11
SOD3	0.03725
ZNF574	0.64325
CYP21A2	0.1925
RPL12	0.34925
COMMD2	-1.30075
WIZ	0.09675
LOC344405	-0.55025
ALDH4A1	0.363294117647059
CRYAB	3.5485
COPA	0.158
PCDHGA7	1.5935
KIF11	0.153416666666667
RASD2	0.107375
SLC26A3	1.2905
ZNF175	-0.8405
JAKMIP2	-1.95585714285714
C8orf4	2.3375
PTHLH	1.953
SLC40A1	1.35808333333333
OR7D4	-0.00283333333333332
PCDHB17	-0.1095
CD36	3.70914285714286
C6orf203	0.0199
PRKG2	-0.3235
LOC400566	-0.256
ANAPC13	0.11525
SLCO3A1	1.2
ZNF692	-1.799
FANCL	-0.5335
SH3GLB1	-0.10925
C12orf61	-0.018
KBTBD6	1.0935
SUPT5H	0.28025
XRCC6	-0.2623
HUS1B	-0.2515
FAM133B	0.42
LOC728276	0.0025
KCTD18	0.42125
SOS2	0.830166666666667
CCDC99	-1.03725
C1QTNF5	2.293
NNAT	1.67866666666667
USP16	-0.5625
LARS	-0.524625
ZBTB2	2.719375
ABO	-0.1945
TRAF3	-0.14825
GALNT5	-3.514
NAP5	2.35225
ALG14	0.830333333333333
KIAA0515	0.112038461538462
WDR75	-0.455166666666667
TEX261	0.06175
LY86	0.43375
LOC389072	-1.2155
FLJ13611	-0.30825
MRGPRX2	0.318
SNRPA	0.196125
OR2G2	0.393
GPRASP2	-0.01775
C7orf42	-0.0553
C9orf163	0.43
CYP11B2	-0.441
FCRL3	0.981666666666667
PRDX1	-0.4725
FGB	-2.046
COX17	0.556666666666667
C16orf33	-0.157
PIWIL1	0.102833333333333
FOLR1	-1.3095
KIAA0082	-0.211
FREQ	-1.24366666666667
TMCC2	-1.523
TCF12	0.472916666666667
ZNF721	1.008
FAM130A2	0.752
POU4F1	-1.40925
SNRPF	-0.663375
SGIP1	-0.0991666666666667
ZNF641	0.031
EMG1	-1.192125
PRRG4	2.4815
HIRA	-3.201
MYNN	0.268
AEBP2	-0.5405
TBXA2R	0.586
ISL2	-0.8202
PCDHB11	-0.983
RNF144A	-0.959375
MARCH5	0.63825
DULLARD	-0.670666666666667
DCLRE1B	0.14
ITGA8	-0.054
TP73	0.275625
PRKCD	1.77375
NDUFB4	0.68925
ATP13A4	0.030875
ANTXR2	-0.6575
COL4A3	-0.3398
MYO10	-1.7003
SLC6A18	0.9365
PEX1	-0.2585
TMEM74	-0.982166666666667
RBM19	-0.18875
TAPBP	0.44265
RUNX1	1.0775
MID1	-0.50725
GPR64	-0.9915
RASEF	2.47475
GABRG1	0.236
MYO16	-0.99475
DBF4	-0.735
TSHZ2	3.2825
RIPK2	0.9625
PPTC7	0.404166666666667
KIF4B	-0.2035
LRRC31	-0.356142857142857
ZNF540	0.67875
EFNB3	0.0496666666666667
LOH12CR1	-0.70025
STON2	1.41566666666667
GLP1R	-0.13175
CSTF2T	0.795
IREB2	-0.574375
GRSF1	0.96625
PDCD7	0.152166666666667
LRRC43	0.279
CNR1	0.952333333333333
IL1F7	0.407
C12orf64	-0.42425
FAM69B	-1.14725
NR2E1	-1.294
MS4A6A	2.2758
FTL	-1.7793
C7orf36	0.015
PCLO	0.9365
DYRK2	0.29725
ARIH2	-0.14875
SAMD7	-0.1865
SCNN1D	-0.49425
SLC32A1	-0.814375
C22orf25	-0.534
MRPS18A	-0.3966
GPR112	1.312
EARS2	-0.54925
ERN2	2.297
ATPBD3	0.526833333333333
PRH2	-0.1955
CDKN2D	2.6235
PGLYRP2	-0.0535
TRIM40	0.74325
SEC14L3	0.397833333333333
SLC22A1	-0.51375
BTN2A3	0.3715
RASA4	0.50575
CCNL2	-0.561416666666667
MYBPC3	0.3775
GJA4	3.306
CDC42SE1	0.87025
TRPV2	-1.31025
MYPN	-2.9858
SIM1	0.144
CDADC1	0.316166666666667
ZFHX4	-0.161
NIBP	1.06766666666667
ADAMTS19	3.109
ABTB2	-0.90825
TSPYL2	0.348125
EIF2S3	0.223
SOX30	-0.00166666666666669
AP2A1	0.024
DKFZP564O0523	-0.570833333333333
LOC285398	0.01475
CDH18	-4.762
CHL1	2.056
GATS	-0.133875
TBC1D2B	0.1125
OR1J1	-0.178
GSN	1.015
DPCR1	0.132125
GARNL4	0.3585
SMARCA5	-0.66125
PLEKHG3	1.221
ZBTB45	1.0785
FRMD6	-1.05816666666667
PLS1	0.351333333333333
DGKZ	0.742666666666667
EFNA1	0.1138
WDR85	-0.5105
ANK2	-0.000750000000000001
PAGE4	-0.739
SENP6	0.1355
AKR7A2	0.497833333333333
FKBP10	-2.205
VEGFC	-1.44616666666667
LARP1	0.647
SRBD1	0.014
ITGB6	0.96575
SLC1A2	0.219923076923077
INVS	-0.692333333333333
MPO	0.1945
MOBKL3	-0.0677
CUTL2	-1.005125
KLK2	0.150416666666667
VIM	-1.27625
REG1B	0.100333333333333
PCDHGC4	1.21175
C3orf34	-0.505666666666667
SUMO3	-1.19116666666667
CST9L	0.6175
MLL4	-0.43675
SPR	2.0235
SAMD9L	0.43225
ABCE1	0.119
SUPT3H	-1.26333333333333
ACTBL1	1.43375
ADAMTS4	1.25066666666667
SLIT3	3.00125
RHEBL1	-1.69175
NPM2	-1.685
MAN1C1	0.124
KIAA1856	1.544
HSPA6	1.715
LOC388152	0.8255
C10orf140	-1.40675
ZDHHC12	-0.105
LIN7A	-0.5042
PHC2	0.262
SPHK1	-1.38375
TRIM26	0.01025
FAM83E	-0.2965
C18orf24	-0.441666666666667
ZNF578	-0.291333333333333
ORAI1	-0.42925
RUVBL1	-0.760916666666667
C7orf20	-0.9435
APAF1	-1.345
SLC36A4	-1.6415
MYH11	5.14316666666667
NEK1	0.0188
MPP2	0.61375
C12orf24	-2.21925
TNK2	0.8996875
ZNF289	-0.689
MATN3	-2.51085714285714
IFNGR2	0.703
ITPR1	0.91875
EBF3	2.7418
TBC1D20	-0.4803
OR10P1	0.32325
DDAH2	0.7775
SHPRH	-0.753875
STX7	-1.815
LOC554248	-1.86625
BCAR1	-0.226
ATXN3	0.125833333333333
TRIM27	-0.78525
CDC42EP2	-0.4125
CHP	0.500285714285714
SOX17	3.31625
ZNF259	-1.003
CHCHD1	-0.056
ZDHHC19	-0.267
GBP2	2.999
GARNL3	0.49725
MRC2	-0.6975
C1orf52	-0.23275
AOF2	-0.630333333333333
LRPPRC	0.1593
ACVR1C	1.42333333333333
TM4SF18	2.38416666666667
TMEM169	-0.284666666666667
PPP1R16A	1.410375
EBF1	1.421
RRS1	2.40066666666667
SNX2	-1.04125
OR2T2	-0.7835
RBX1	-0.2985
ANKRD54	1.16466666666667
TSNAX	0.230333333333333
TMEM83	-1.3395
ZBTB7A	2.14525
ATM	-1.371
LOC338328	2.2005
TIE1	1.731
HIST1H3G	1.22133333333333
PASD1	-4.30383333333333
TINAG	0.434
PCDHAC2	-0.03
LRRC15	-1.501375
WBSCR17	-0.807
TFF2	-0.078
PARP2	-0.85125
NDFIP2	-1.239375
PCDHGB2	0.03
WDR60	-0.21925
MAP7D2	-1.398
USP45	-1.34775
GSDML	-0.3895
TNS1	0.14
PLCD4	0.63975
IQCD	-0.323833333333333
SMPX	-2.2985
CD9	0.189166666666667
SRGN	1.310375
CASP7	2.015875
INOC1	0.267333333333333
DKFZp451M2119	-1.029625
VMAC	1.512
USP53	1.6595
CAMK1G	-0.36125
TMEM106A	-0.107833333333333
CDC20	-0.453
ACSL5	-0.352833333333333
CBWD5	-1.170625
C1orf87	-0.697666666666667
KIAA1274	0.164
PRUNE2	-1.82546153846154
LYPLA2	-0.8345
DOK6	-2.21466666666667
GPR149	-0.57975
FAM30A	2.28975
TMEM129	1.12625
SLC35B3	-0.51775
ACPP	-0.649222222222222
LOC200261	-0.602
SLC4A7	2.8778
CCDC40	0.71825
GART	-2.2785
THOP1	-0.89775
SCARB1	-0.463375
CACNA1F	-0.3525
TRIAP1	-0.399333333333333
SYT14L	0.474
SFRS8	0.672166666666667
PBOV1	0.2055
GOLSYN	4.461
GJB7	-1.524
CAMK2N1	1.69983333333333
GREM1	1.79158333333333
FLJ20433	0.64175
QPCT	-4.275125
PRKAG2	0.982833333333333
H2AFX	0.365875
C6orf154	-1.204
PLOD3	-1.972
ZBTB39	-0.431833333333333
WASF3	-0.956416666666667
DRG1	-0.63575
PRR4	-0.836
SPCS1	-0.39175
KDELR3	-2.06583333333333
SRP19	-0.013
GABRA6	-0.84125
MFSD1	-0.284
MMEL1	2.42125
PDXDC2	-0.223
BUB1	-1.33722222222222
RNF138	-1.47375
MYLPF	-0.97125
AIF1	0.7265
DYNLRB1	0.4049
HCN3	-0.4065
HIST1H2AI	1.73725
MAP4K5	0.375666666666667
LASP1	0.803375
LOC130951	1.6725
PLAA	1.129875
KRT6A	-0.3275
C6orf117	-1.772875
ARHGAP23	-2.494
PTF1A	-0.3295
GPHA2	-0.39525
LCE3B	-0.40825
MCL1	0.912142857142857
EHBP1	-0.503
PRNP	-0.6463125
ZSCAN1	0.22375
C1orf113	-0.372166666666667
FOXA3	-3.242875
NEB	0.10725
ASGR1	-4.95416666666667
CTGF	1.1755
RAB17	0.627666666666667
MST101	-0.79675
JARID1B	0.3715
USP37	1.1177
PTBP1	0.288166666666667
PTPN7	-0.242666666666667
CDC7	0.108666666666667
SNX7	-2.3285
ZNF335	0.1705
CPT2	0.55625
HEATR1	-0.887375
HSPC152	0.441875
C5orf40	-0.50175
PSME1	0.107666666666667
STAG3	-1.67075
TMEM154	0.0486666666666667
KLHL32	-0.557166666666667
TSGA10IP	-1.201
SUV420H2	-0.195666666666667
SF1	0.0588
2'-PDE	0.2213125
PNLIPRP2	2.2085
TRSPAP1	-0.228083333333333
NUP210	-0.251833333333333
ANP32C	-3.1455
RAB11B	0.458833333333333
ASB15	0.174
ITGB3BP	-1.097
UBASH3A	-0.37975
YWHAB	0.170375
TPRX1	-0.24125
LY6G5C	0.01125
SLC7A2	-0.56725
CLK1	-0.6466
HSD3B7	0.385666666666667
VDR	2.53075
C16orf74	0.5005
ACE	0.26
PSMA2	-0.481666666666667
CCDC131	-0.165125
ZNF213	0.644
EML2	-0.20025
ALS2CR13	-0.0471666666666667
GLYATL1	-0.25
DSPP	1.3475
DHFRL1	-0.481375
C10orf30	0.523166666666667
SH3RF2	0.042
LOC197322	-0.586666666666667
DLL3	-1.65725
TIGD7	0.7325
GFRA3	0.50125
CPA1	0.212333333333333
RTN4	0.571666666666667
PPT2	-1.74516666666667
FASLG	1.21590909090909
FOXP4	0.180875
RPL26	-0.7867
GNL3L	-1.1575
FMR1NB	0.0846666666666667
CD163	6.58725
SGPP2	0.2505
GIMAP2	0.3665
CD37	2.07466666666667
DPT	2.699
NBLA00301	0.29975
RGS5	1.90366666666667
C9orf4	1.332
ACTL8	-3.4108
PRKAR2B	0.747625
OPLAH	2.30633333333333
C20orf134	1.754
SPACA5	-0.61675
TBL1X	1.10133333333333
TSPYL3	-0.241
CHCHD3	-1.00275
CRKRS	-0.7045
GPR65	3.65975
DFFA	-0.20425
FUT1	0.99
C6orf204	-0.726333333333333
TMEM51	-0.165
ZNF580	1.2255
CMTM2	0.221333333333333
C20orf200	-0.8805
EZH1	0.311166666666667
FDX1L	-0.468875
MRPL32	0.39
PCAF	-0.362
ALOX15B	1.38533333333333
CD59	0.954666666666667
CDK9	-0.029625
ERP29	-0.443
TTR	-6.2835
BCMO1	0.098
DDIT4	-0.5276
PTGDS	3.4265
C3orf63	0.0593333333333333
BST2	0.072
CYP1A2	-0.1922
C5orf25	-2.55075
STX1A	-1.26523529411765
OR2A12	0.427
SH3BP5L	0.18975
SERINC5	0.693125
USP6	-0.9174
MRPL3	-0.702833333333333
POMP	-0.79675
INPP4B	-0.9395
GMPPB	-0.089
EAPP	0.338
AHSA1	-1.05325
ABCA11	-0.7475
SLC5A6	0.32225
HIVEP2	1.197
SUMO2	-0.671
KIAA1822L	-1.8214
C11orf67	1.02925
TXK	0.12925
PHCA	1.165875
ICAM4	-1.94633333333333
FPGS	0.215666666666667
SNRPA1	-0.69125
KCNJ4	-0.6525
KIF6	-0.1245
HIST1H2BG	1.286
SLC5A5	0.24275
ZNF354B	-0.392
IL12RB2	0.9435
C11orf76	0.872166666666667
GAL3ST2	-0.4945
AIFM2	-0.215375
SYNC1	-0.398875
UBL3	-0.803875
PIK3CG	-1.24133333333333
NLN	-0.8003
BCORL1	0.987
CD5L	0.16775
ZNF238	1.1455
KIAA1394	-0.8275
C16orf55	-0.3294
CYP3A7	-1.74275
KRTAP3-1	-1.86
TFDP1	-0.852666666666667
MND1	-0.321
NODAL	-0.155666666666667
GTPBP4	-0.91875
TUBGCP2	-0.07025
SLITRK5	-1.56325
CIC	1.032
CD79A	1.35633333333333
SAMD14	0.58
TNPO3	-1.136
OR10G3	1.004
OR10G8	0.593
CCDC111	-0.679
HOXC9	-1.3035
DCUN1D1	-0.246583333333333
CYB5R1	1.5695
TSR2	0.23275
DAB2IP	0.7251
SLC6A5	0.0665
RAB3D	1.02875
DCUN1D4	-1.01333333333333
ERBB3	1.23791666666667
SDC1	-0.812166666666667
ATP6V1H	1.67933333333333
SYK	2.795
ST20	-0.78775
C13orf30	0.6615
WDR40A	0.557666666666667
ADMR	-0.0445
LOC388335	2.412
ACSM1	-0.546
TDG	-0.13025
FLJ11235	1.70125
MRPS5	-0.936
AGPAT2	-1.11533333333333
SLC12A1	0.7005
CYP27A1	-1.2715
THAP7	-0.5175
XPO1	-0.476
ALMS1L	0.889333333333333
C1orf2	-0.43425
ZNF777	0.434
CAMK2A	-0.379833333333333
SMC1B	1.957
IHPK2	0.224866666666667
LEMD1	-2.6025
NKD2	0.1589
CLU	0.201357142857143
ARMETL1	-0.7675
PABPC4	-1.60575
CXCL12	1.89366666666667
TFAP2C	-0.2251
TTTY8	-1.062
ABCB10	-0.4805
ENDOD1	0.537666666666667
IDI1	-1.0685
KCTD6	0.374833333333333
CCDC105	-0.836
ULBP2	-1.984
ZDHHC5	1.556
WNT8A	0.352
COMMD10	-0.8025
KLHL12	-0.343625
GPR50	0.4125
NR5A2	0.392428571428571
OXGR1	2.2135
EHD3	-0.1455
CAPRIN2	-0.464125
KLRC3	-4.13475
SF3B1	0.411214285714286
IPO7	0.35075
ALDH1A1	-1.348
ANKRD5	2.063125
TSNARE1	0.2765
DDEFL1	2.295
RNASEL	-0.224
DNAH9	-0.524
HELLS	-1.476
TNS4	2.6535
NAV1	0.409
KIAA1409	0.0583333333333333
C20orf26	0.169
TUBG1	-0.98625
IRX2	1.43275
CNGA4	0.402
MGC50559	0.7655
OR4K17	-0.260833333333333
TM2D2	0.529
FAM32A	-0.44425
TXNDC14	-0.051
CCBL1	-1.431
ANK1	1.5515
PRSS23	-0.437375
PPM1L	0.156
SPATA20	0.86975
APCS	0.081
C14orf122	-0.291833333333333
PSMB5	-0.44775
C6orf10	0.269444444444444
SETDB2	0.73
SPNS3	-0.78475
SGMS2	0.737
MXD3	0.584666666666667
MON2	-0.0418
CARTPT	0.166333333333333
HNF4A	-0.892833333333333
RABEP1	0.19095
TNFRSF10B	-2.385625
USH1G	0.319
PPAP2B	-1.439
TMEM16K	-0.503
CTDSP1	1.07583333333333
CDK5R1	0.298833333333333
GABRR1	0.654
OPN1LW	0.2025
FAM98C	1.5825
DBN1	-0.70225
ACAD10	-0.10275
QTRTD1	-0.3245
WNK3	-1.13216666666667
RPS19	-0.441875
C1QB	2.96525
OTUD5	-0.355625
SLC41A2	-1.01666666666667
TMEM22	-2.26333333333333
KHSRP	0.1555
TNFRSF11A	-0.637833333333333
FBL	-1.5325
IBTK	-0.143
OXER1	-0.36
CBLN4	0.185857142857143
GPR172B	1.25466666666667
CFTR	0.71625
VSX1	2.351
CAMK1D	-0.70075
LOXL3	-2.837
RTP4	0.4655
SLFNL1	0.1975
KIAA0828	-1.067625
PAR5	-0.6225
LOC723972	-2.55725
GDI2	-0.15725
CEBPA	1.2847
MLF2	0.369833333333333
AFMID	-0.85625
ALOX12B	-0.59225
BPHL	-0.11625
COX5B	0.12125
S100A10	-0.0893
THOC6	-0.12875
NHN1	0.59725
RRP12	-0.8005
ARID3B	-2.692
CD3G	-0.522166666666667
KIAA0133	-0.19
NAT11	-0.7935
PPAT	0.264
SIRT3	0.2037
TCERG1L	-1.70875
NIPA1	-0.4121
DPP8	-0.2407
IL7R	2.55833333333333
ZFP64	-0.781416666666667
DMAP1	-0.1501
TRMT12	0.77775
TLR4	0.9136
WFIKKN2	0.1595
RAB12	0.314166666666667
DDX51	-0.254333333333333
KIAA1086	-1.84275
ZNF295	-0.416333333333333
ACVR2B	-0.968142857142857
LOC494150	-1.839
ZNF517	0.5735
DNASE1L2	-1.52416666666667
SUFU	0.7255
LOC283677	0.1025
LMO3	2.72483333333333
PPP2R5D	0.170666666666667
ZNF587	0.8422
HIST4H4	0.26325
CYP2C8	-0.462
C1orf80	-0.0595
DOCK5	-2.44316666666667
C9orf24	0.56325
OR5AR1	-0.527
C11orf24	-0.48675
UNQ1940	-0.19475
CAP2	1.8315
TIMM44	-0.516
DSEL	-0.7087
ROM1	0.197
FBXO4	-0.2
MYLC2PL	-1.0995
MLH3	0.5602
NOX1	0.586833333333333
DPEP2	1.26025
DNAJB5	0.775
RLTPR	0.5475
MBIP	-1.14316666666667
COPB1	-0.0025
SFTPA1B	-0.2
C10orf4	0.2503
PRELID1	-0.753
NOLA1	-0.212
C19orf24	0.48075
TLR9	-0.723
HLA-DMA	2.8785
HCRP1	0.3315
GPR137	-0.473333333333333
ITGA11	-1.8745
PHF13	1.01616666666667
MARK4	0.6805
METTL4	-0.7795
MBD3	0.2331
LOC134145	0.267375
FGF3	0.73325
SLC35A3	0.466625
CLEC16A	-0.1125
AMOTL1	-0.888083333333333
FLJ31438	-0.79825
PAICS	-0.782875
TOMM40L	0.187666666666667
MMD	-1.771
KLK10	0.484
NIT2	-0.310333333333333
SERPINB10	0.62725
KLF15	-0.4918
CCDC5	0.2115
WSB2	-0.74325
ME3	1.150625
CACYBP	-0.0575
TCTN2	-0.324
JAK1	0.606625
C2orf25	-0.99325
GPD2	1.31025
FBXL11	0.403166666666667
CDV3	-0.25575
GALNT11	0.356625
NDUFA12L	-0.0926
FLOT1	0.354928571428571
TOR1AIP2	-0.215
MMP25	-0.57475
C1orf164	-0.3166
CHST5	0.0475
LYRM4	-0.5942
GPER	-2.5165
HIPK2	1.85358333333333
DAP	-0.7227
ZMIZ1	0.868166666666667
DDX58	0.645
DCC1	-0.5895
AKT1	0.1
ENPP6	-0.192666666666667
ERVWE1	-0.208833333333333
CDC34	-0.36925
RNF125	0.49675
CASC1	0.727
SHROOM2	1.576
RRM2B	2.26933333333333
COL6A3	1.09025
TMEFF1	-2.4575
PLEKHA4	0.6236
LYSMD1	0.543833333333333
SEPT1	0.296833333333333
AOF1	-0.3855
GNPAT	-0.39475
WDR18	-0.47475
HSD17B12	-1.279
HIST1H2BM	1.25883333333333
INDOL1	0.3475
SUDS3	1.1835
C1orf192	0.4765
CYP2B6	-0.50825
TBC1D2	0.664333333333333
SLC25A12	-0.857875
ERCC6L	-0.486666666666667
MGC10814	-0.979666666666667
POLR2C	-1.15133333333333
ZNF77	-0.8445
EIF3K	-0.5394
HPX	1.0465
ANKRD27	-0.443
MALAT1	0.6828125
PLB1	0.7245
HRNBP3	-0.558285714285714
CPSF4	-0.20575
OR52N2	0.453
PIP5KL1	0.0185
GH1	-0.13725
HPS5	-0.1255
SLFN5	1.122
POP5	-0.6565
OVOS2	-1.72533333333333
C20orf108	-0.275625
MARS	-1.86875
CLRN3	0.9895
ARSE	-1.69916666666667
PPIE	-1.253
PHACS	-0.7125
GP5	0.6065
IL8RB	0.637
FCRLA	0.306875
ARRDC1	0.7764
KRTAP9-4	0.831
ZNF613	0.738
OR11A1	0.5455
TMEM132B	-2.19085714285714
PGLS	0.8815
BSND	-1.89533333333333
KCNK18	-0.346
FOXD4	0.1185
SV2C	0.149
LCN2	0.891666666666667
ZNF490	-0.3336
C3orf15	0.9132
CACNA2D4	-1.502
CBX5	0.52725
MAGEB4	1.067
BOLA1	1.0995
PPP2R5E	0.23225
COL5A1	-0.210166666666667
ASB7	0.0265
SFT2D1	-1.207
DERL1	0.9646
RABL2A	0.398833333333333
MOAP1	-0.072
KIAA1545	1.2225
F3	0.83325
PLEKHM2	-0.62125
CCDC89	0.273166666666667
EFCAB1	1.50075
TMEM48	-0.83875
SEPHS2	-0.85675
PYGM	-0.12775
PRICKLE1	1.22725
WNT5B	-1.31825
TAS2R38	-0.084
IMP5	0.00149999999999999
KHDRBS1	0.3569
LARS2	-0.5305
C3orf28	-0.371
FTCD	-2.9125
C10orf68	0.7545
DGAT2L3	-0.18225
PSEN1	0.00783333333333333
MGC33657	0.8725
PLA2G4B	0.826833333333333
CDKN2A	-0.93875
DLX1	-1.86475
TSHB	-0.262
C18orf37	-0.21925
MEX3C	0.03625
MAMDC2	-0.1415
PDIA4	-1.01883333333333
ATP5E	0.6065
CASP2	0.4795
SERBP1	-0.043076923076923
ZNF341	0.228
TESC	-1.87075
TMEM31	-0.3405
OR51I2	1.2675
YTHDC1	0.501857142857143
JUN	1.71733333333333
AGMAT	-2.87866666666667
PCNXL2	0.4275
ATAD5	-2.133125
STK38	-0.287875
AZI1	0.00999999999999999
RBP1	0.949
C4orf26	-0.47275
KIAA1026	1.199875
TMEM101	1.02425
HSFX1	0.0885
TREX1	1.09575
C18orf10	-1.1643
TRIM15	-3.8335
CA6	0.27975
CEP57	-1.18125
AR	4.32383333333333
SESN2	-0.771
KIF3C	-0.45975
EPB41L5	1.013
ARHGEF10	-1.70540909090909
POLR3D	-1.83775
INDO	0.7215
GABRA3	0.117
SCG5	-1.6158
E2F3	-0.9024
TIGD5	1.768
FGD6	-0.357583333333333
KLHL3	-0.204375
SCGB3A2	-0.701
URP2	0.108833333333333
ATP6V1B1	1.0455
CALML6	0.4705
LOC100049076	-0.3105
TMF1	-0.4085
LOC388503	0.00175
CDH5	2.925375
RPS6KC1	0.622666666666667
DAAM1	0.6738
TNFRSF10D	-0.994666666666667
GSTT1	2.0517
INPP5A	-0.5655
TRAF3IP1	1.0023
SMARCE1	-0.188166666666667
VRK1	-1.2275
TTC16	0.49475
AARS	-1.47
ARHGAP27	0.701
ZAK	0.811785714285714
ACSM2B	-1.6105
TRAP1	-1.1115
MRPL53	0.201375
RNF44	-0.46925
NPTXR	1.089
DPYSL3	-0.611666666666667
APP	-0.2024
GLS2	1.13783333333333
MNX1	-2.89083333333333
CMTM7	0.06725
OR10A7	-0.007
NYD-SP21	2.98233333333333
ORC5L	-1.05825
SLC16A10	-1.21414285714286
TMEM178	0.117
LOC441601	-4.535
PTGIS	0.567
KBTBD7	0.419
C19orf41	0.24025
CEACAM3	-0.491333333333333
KRT23	-0.74775
SERHL	2.888
