Hybridization REF	TCGA-AO-A03O-01A-11R-A00Z-07
PTK2B	-0.33075
NXNL2	-0.601
SOX4	-0.797944444444444
TSPAN3	-0.0541666666666667
SH2D1A	-1.6455
C8orf58	-1.06183333333333
USP20	-0.514
DUSP22	-0.847416666666667
CALB1	-2.8565
L3MBTL2	0.639833333333333
MCRS1	-0.21175
TMEM118	-0.169333333333333
C18orf8	0.8305
FLJ10241	-0.036125
GJA12	0.09275
PKD1	0.194666666666667
ZFP3	0.7915
JAM3	-2.3185
LAPTM4A	0.9293
DIRC2	0.49575
KIAA2022	1.40583333333333
MYOM1	-0.9584
TRPM8	-1.51633333333333
MOP-1	1.43475
PHKG2	0.3285
ZNF650	-0.060875
KIAA1522	1.53125
PSG8	-2.08383333333333
DDX19B	-0.176
MOBKL1B	0.71175
DIAPH2	-0.7565
PTPN12	-1.18375
CLN8	-1.3916
CRYZL1	-0.3935
CRY2	0.629333333333333
FCGR2B	3.811
PNPLA4	0.671
ZNF454	-1.372
DKFZp434B1231	-0.068
CLDN11	0.596
RFWD2	0.685833333333333
CIB2	-1.059
MXRA8	1.94075
HRK	0.386875
MAML2	-0.7675
C4orf31	-1.39975
C6orf192	-0.79925
COG6	0.897875
FAM5B	6.04575
NFATC1	-0.1642
SEPT10	-0.7475
SCYL1	0.3686
RPP40	-0.68275
SCOC	0.5429
KIAA1450	-0.328
CTDSPL2	-0.096
TBX5	1.42466666666667
NAPG	-0.1545
RHD	-4.33675
C14orf45	1.896
ZBTB22	1.033
PLCG1	0.401
ANKRD10	-1.7035
AQP7P2	0.462
TAGLN2	0.228833333333333
HTR2C	0.813666666666667
SLC16A7	-1.45766666666667
C17orf83	0.609
TSGA14	-0.165166666666667
MDH1	-0.7275
PPP3R2	0.233666666666667
DCBLD2	-3.20092857142857
RBM33	-1.03075
DPH3	-1.02125
SYT10	-1.282
FMO4	1.7715
THYN1	-1.664
DRD5	-2.249
OTOR	0.592
PGRMC2	0.711
KATNAL1	-0.7765
PAQR6	-1.639
UBE2I	0.12175
C14orf28	0.16125
C8orf70	0.824
FLYWCH1	0.19825
ANGPTL3	-1.2765
GLRX2	0.0605000000000001
ATP11A	-0.669285714285714
ARL5B	0.341125
MUC16	-2.96
SLC25A5	0.248714285714286
ACRC	-0.41
MYO1C	-0.172
FAM89B	0.8955
FAS	0.14525
KIFAP3	1.25825
GLRA2	-0.366
BTN3A2	0.6175
CNKSR3	1.591125
CSTF3	-0.668833333333333
ARPM1	0.14925
KIAA1530	-0.3745
C9orf150	0.930333333333333
PRKCI	0.578
tcag7.1015	-1.3795
SOD3	-1.36025
ZNF574	0.58875
CYP21A2	2.72125
RPL12	0.39125
COMMD2	-0.2845
WIZ	1.13875
LOC344405	-2.846
ALDH4A1	-0.316823529411765
CRYAB	1.635
COPA	1.09286666666667
PCDHGA7	0.259833333333333
KIF11	-0.554
RASD2	1.131375
SLC26A3	0.00699999999999999
ZNF175	-2.671
JAKMIP2	-2.15625
C8orf4	-0.958166666666666
PTHLH	0.36825
SLC40A1	3.98666666666667
OR7D4	0.512166666666667
PCDHB17	-0.248
CD36	3.07107142857143
C6orf203	3.3781
PRKG2	-0.5215
LOC400566	1.04875
ANAPC13	-0.20425
SLCO3A1	-1.54875
ZNF692	-1.3175
FANCL	-1.114
SH3GLB1	0.36175
C12orf61	0.0975
KBTBD6	0.76575
SUPT5H	0.90925
XRCC6	-0.139
HUS1B	0.1105
FAM133B	-0.6115
LOC728276	-0.176
KCTD18	0.1305
SOS2	-0.31
CCDC99	-1.618
C1QTNF5	2.828
NNAT	1.12633333333333
USP16	0.12625
LARS	-0.039625
ZBTB2	1.331875
ABO	-0.165
TRAF3	-0.1305
GALNT5	-3.344
NAP5	-0.307
ALG14	0.542833333333333
KIAA0515	-0.0405
WDR75	-0.7455
TEX261	0.201666666666667
LY86	1.07675
LOC389072	-0.845
FLJ13611	-0.258
MRGPRX2	0.408
SNRPA	-0.624875
OR2G2	0.592
GPRASP2	-0.0045
C7orf42	-0.4557
C9orf163	-0.364
CYP11B2	0.341
FCRL3	2.357
PRDX1	0.51675
FGB	-6.97633333333333
COX17	0.802166666666667
C16orf33	0.005
PIWIL1	0.1085
FOLR1	-3.21683333333333
KIAA0082	0.332
FREQ	-0.727833333333333
TMCC2	-1.08283333333333
TCF12	0.261166666666667
ZNF721	0.273
FAM130A2	-0.003
POU4F1	-1.909
SNRPF	-0.902625
SGIP1	-0.0366666666666667
ZNF641	1.6085
EMG1	-0.961125
PRRG4	1.2135
HIRA	-0.39675
MYNN	0.199
AEBP2	-1.02475
TBXA2R	-0.265666666666667
ISL2	-1.5835
PCDHB11	-1.078
RNF144A	-0.579125
MARCH5	0.862625
DULLARD	-0.0561666666666667
DCLRE1B	-0.3135
ITGA8	-0.141
TP73	0.906
PRKCD	1.41875
NDUFB4	0.28775
ATP13A4	-0.19025
ANTXR2	-0.6035
COL4A3	-0.947
MYO10	-0.3463
SLC6A18	0.929
PEX1	-1.0225
TMEM74	-2.16833333333333
RBM19	0.69775
TAPBP	0.49275
RUNX1	-0.19675
MID1	2.10691666666667
GPR64	-2.92116666666667
RASEF	2.5865
GABRG1	0.19925
MYO16	-1.7655
DBF4	-1.66433333333333
TSHZ2	1.888
RIPK2	0.302125
PPTC7	-0.653333333333333
KIF4B	-0.104
LRRC31	2.777375
ZNF540	1.3615
EFNB3	0.513
LOH12CR1	-0.49
STON2	-0.820166666666667
GLP1R	0.687
CSTF2T	1.73175
IREB2	-1.404125
GRSF1	0.667
PDCD7	-0.606666666666667
LRRC43	0.8125
CNR1	-0.236166666666667
IL1F7	-0.804
C12orf64	-0.135
FAM69B	-0.50125
NR2E1	-2.41183333333333
MS4A6A	3.4052
FTL	-0.1767
C7orf36	-0.4005
PCLO	1.0688
DYRK2	1.81083333333333
ARIH2	-0.556875
SAMD7	0.06
SCNN1D	-0.707
SLC32A1	-0.24225
C22orf25	0.702666666666667
MRPS18A	-0.0718
GPR112	0.1725
EARS2	0.63575
ERN2	0.7135
ATPBD3	0.181666666666667
PRH2	-1.223
CDKN2D	0.548166666666667
PGLYRP2	4.30625
TRIM40	0.33225
SEC14L3	0.259
SLC22A1	-0.01375
BTN2A3	-0.15475
RASA4	-0.08075
CCNL2	-1.444
MYBPC3	0.332
GJA4	3.421
CDC42SE1	1.078875
TRPV2	-1.07975
MYPN	-4.2564
SIM1	0.622
CDADC1	-0.212
ZFHX4	1.4595
NIBP	2.36383333333333
ADAMTS19	-2.40975
ABTB2	-0.83525
TSPYL2	-0.5195
EIF2S3	-0.3174
SOX30	-0.64775
AP2A1	0.593666666666667
DKFZP564O0523	-0.548833333333333
LOC285398	0.08
CDH18	-5.09175
CHL1	0.94925
GATS	-0.0947
TBC1D2B	0.0756666666666666
OR1J1	-0.837
GSN	-0.0065
DPCR1	-0.1625
GARNL4	-0.029
SMARCA5	-0.523
PLEKHG3	0.785166666666667
ZBTB45	1.0965
FRMD6	-1.09833333333333
PLS1	-2.38316666666667
DGKZ	0.145333333333333
EFNA1	1.1153
WDR85	-1.115875
ANK2	0.69875
PAGE4	-1.483
SENP6	0.782333333333333
AKR7A2	0.529
FKBP10	-2.2265
VEGFC	-2.46366666666667
LARP1	0.073875
SRBD1	-0.2555
ITGB6	0.529333333333333
SLC1A2	-0.437357142857143
INVS	-0.795666666666667
MPO	0.77775
MOBKL3	0.1665
CUTL2	-1.0405
KLK2	-0.123
VIM	-1.56725
REG1B	-0.0606666666666666
PCDHGC4	0.10425
C3orf34	-1.63166666666667
SUMO3	0.828166666666667
CST9L	1.91275
MLL4	0.70125
SPR	-0.0101666666666667
SAMD9L	2.057
ABCE1	-0.695
SUPT3H	-0.283833333333333
ACTBL1	0.93425
ADAMTS4	0.822666666666667
SLIT3	2.51425
RHEBL1	-0.96825
NPM2	-2.0125
MAN1C1	0.7
KIAA1856	0.905333333333333
HSPA6	0.79225
LOC388152	-0.251
C10orf140	-2.007
ZDHHC12	0.4585
LIN7A	-2.1379
PHC2	0.36275
SPHK1	-1.4565
TRIM26	0.7299375
FAM83E	-0.504
C18orf24	-1.16433333333333
ZNF578	1.13966666666667
ORAI1	0.17
RUVBL1	0.15725
C7orf20	-0.7035
APAF1	-0.7655
SLC36A4	-2.9625
MYH11	2.4665
NEK1	0.8756
MPP2	1.545875
C12orf24	-2.452
TNK2	0.737625
ZNF289	-0.0185
MATN3	-1.98614285714286
IFNGR2	0.968666666666667
ITPR1	1.24175
EBF3	2.1469
TBC1D20	0.2494
OR10P1	0.655
DDAH2	0.26675
SHPRH	0.120875
STX7	-0.3445
LOC554248	-0.9495
BCAR1	0.06025
ATXN3	0.137083333333333
TRIM27	-0.419
CDC42EP2	1.219
CHP	0.3565
SOX17	1.754125
ZNF259	-0.699833333333333
CHCHD1	0.755625
ZDHHC19	-0.127
GBP2	2.9575
GARNL3	2.4515
MRC2	-0.7165
C1orf52	-0.3275
AOF2	0.0916666666666667
LRPPRC	-0.2776
ACVR1C	-0.811333333333333
TM4SF18	2.4765
TMEM169	-0.8216
PPP1R16A	0.964
EBF1	-0.251666666666667
RRS1	1.2975
SNX2	-0.2035
OR2T2	-0.0785
RBX1	0.07575
ANKRD54	0.7095
TSNAX	0.647833333333333
TMEM83	-1.5595
ZBTB7A	0.82175
ATM	-2.01441666666667
LOC338328	1.7375
TIE1	0.973833333333333
HIST1H3G	-0.772333333333333
PASD1	-4.557
TINAG	0.70825
PCDHAC2	0.6555
LRRC15	-0.20975
WBSCR17	-1.43725
TFF2	-0.906
PARP2	-0.5045
NDFIP2	-0.76775
PCDHGB2	-0.664
WDR60	-0.10125
MAP7D2	-2.1077
USP45	-0.77525
GSDML	-1.05275
TNS1	0.2471
PLCD4	1.3515
IQCD	1.33116666666667
SMPX	-3.42075
CD9	0.343333333333333
SRGN	1.27875
CASP7	1.946375
INOC1	0.390666666666667
DKFZp451M2119	-2.161375
VMAC	2.038
USP53	0.00430000000000001
CAMK1G	0.18975
TMEM106A	0.1315
CDC20	-1.2168
ACSL5	-0.373
CBWD5	-0.271
C1orf87	-1.39
KIAA1274	-0.95575
PRUNE2	-2.96985714285714
LYPLA2	0.403333333333333
DOK6	-3.25316666666667
GPR149	-0.18725
FAM30A	3.20125
TMEM129	0.2445
SLC35B3	0.438
ACPP	-0.4106
LOC200261	-0.365
SLC4A7	-1.362
CCDC40	1.74725
GART	-0.52225
THOP1	-1.226
SCARB1	-0.94825
CACNA1F	-0.35875
TRIAP1	-0.453833333333333
SYT14L	0.6365
SFRS8	-0.1545
PBOV1	0.30375
GOLSYN	0.85775
GJB7	4.258
CAMK2N1	0.66525
GREM1	1.91325
FLJ20433	0.024
QPCT	-4.197875
PRKAG2	0.230166666666667
H2AFX	-0.71575
C6orf154	0.189
PLOD3	-1.69625
ZBTB39	0.572833333333333
WASF3	-1.61116666666667
DRG1	0.09575
PRR4	-1.147
SPCS1	-0.2015
KDELR3	-1.57216666666667
SRP19	-0.483666666666667
GABRA6	0.970333333333333
MFSD1	0.887
MMEL1	2.55475
PDXDC2	0.2559
BUB1	-2.229
RNF138	1.182875
MYLPF	-0.267666666666667
AIF1	0.673166666666667
DYNLRB1	0.5431
HCN3	-1.21666666666667
HIST1H2AI	1.3175
MAP4K5	-0.104166666666667
LASP1	0.766875
LOC130951	0.362
PLAA	1.34725
KRT6A	-2.441
C6orf117	-3.618625
ARHGAP23	-1.45
PTF1A	0.496
GPHA2	-0.588
LCE3B	0.323
MCL1	0.459
EHBP1	-0.676416666666667
PRNP	-1.5116875
ZSCAN1	0.5685
C1orf113	1.20633333333333
FOXA3	-3.564375
NEB	1.75625
ASGR1	-4.9975
CTGF	0.39
RAB17	0.712
MST101	-0.38075
JARID1B	1.5281
USP37	0.5903
PTBP1	0.251666666666667
PTPN7	0.113166666666667
CDC7	-0.957833333333333
SNX7	-0.07525
ZNF335	0.1835
CPT2	0.1045
HEATR1	-0.671625
HSPC152	0.30125
C5orf40	0.44375
PSME1	1.31816666666667
STAG3	-1.6965
TMEM154	-0.187666666666667
KLHL32	-0.0518333333333333
TSGA10IP	-1.7895
SUV420H2	-0.0935
SF1	-0.9254
2'-PDE	0.2830625
PNLIPRP2	1.152
TRSPAP1	-0.473916666666667
NUP210	0.2725
ANP32C	-1.09833333333333
RAB11B	0.401333333333333
ASB15	0.2815
ITGB3BP	-0.74325
UBASH3A	-0.24625
YWHAB	0.72175
TPRX1	-0.19
LY6G5C	0.0475
SLC7A2	-3.4825
CLK1	-0.3403
HSD3B7	0.943166666666667
VDR	1.73725
C16orf74	-1.136
ACE	0.4395
PSMA2	-0.0276666666666666
CCDC131	-0.579125
ZNF213	1.69966666666667
EML2	0.442
ALS2CR13	0.836
GLYATL1	-0.21
DSPP	-0.5965
DHFRL1	-1.45925
C10orf30	0.95
SH3RF2	-1.845
LOC197322	-0.413166666666667
DLL3	-1.9475
TIGD7	0.1165
GFRA3	0.391
CPA1	0.0168333333333333
RTN4	-0.704166666666667
PPT2	-2.24633333333333
FASLG	3.21991666666667
FOXP4	0.54975
RPL26	-0.2631
GNL3L	-1.11166666666667
FMR1NB	-0.328166666666667
CD163	7.53025
SGPP2	2.2355
GIMAP2	1.826
CD37	1.73566666666667
DPT	2.1985
NBLA00301	1.10525
RGS5	0.264
C9orf4	-0.313
ACTL8	-2.14316666666667
PRKAR2B	1.839375
OPLAH	0.951
C20orf134	-0.4125
SPACA5	-0.2695
TBL1X	-0.0745
TSPYL3	0.248
CHCHD3	-1.0555
CRKRS	0.6075
GPR65	4.5285
DFFA	-0.616
FUT1	0.88075
C6orf204	-1.148
TMEM51	-0.44775
ZNF580	0.61125
CMTM2	-0.4635
C20orf200	-0.4335
EZH1	0.0523333333333333
FDX1L	-0.241375
MRPL32	-0.5775
PCAF	-0.0925
ALOX15B	1.436
CD59	-0.747375
CDK9	0.616125
ERP29	-0.210666666666667
TTR	-5.249
BCMO1	-0.063
DDIT4	0.4168
PTGDS	3.07625
C3orf63	-0.611833333333333
BST2	2.77925
CYP1A2	-0.4125
C5orf25	-3.6625
STX1A	-1.50429411764706
OR2A12	0.254
SH3BP5L	0.57525
SERINC5	0.44625
USP6	-0.9485
MRPL3	0.2055
POMP	0.033
INPP4B	-0.418375
GMPPB	1.07675
EAPP	0.39375
AHSA1	0.57825
ABCA11	-0.327
SLC5A6	0.0759166666666667
HIVEP2	0.6165
SUMO2	-0.28825
KIAA1822L	-2.13933333333333
C11orf67	0.2415
TXK	-0.000374999999999997
PHCA	-0.2169375
ICAM4	-2.393
FPGS	0.727833333333333
SNRPA1	-0.789
KCNJ4	-0.81925
KIF6	0.4786
HIST1H2BG	-0.4265
SLC5A5	0.0225
ZNF354B	-0.315333333333333
IL12RB2	2.50625
C11orf76	0.486166666666667
GAL3ST2	0.021
AIFM2	-1.847875
SYNC1	-0.62775
UBL3	0.067625
PIK3CG	-1.23083333333333
NLN	-0.8821
BCORL1	0.5705
CD5L	0.20275
ZNF238	2.44683333333333
KIAA1394	-0.8685
C16orf55	-0.1866
CYP3A7	-2.34025
KRTAP3-1	-2.9325
TFDP1	-1.03933333333333
MND1	-1.16
NODAL	-0.207666666666667
GTPBP4	-0.25
TUBGCP2	0.77925
SLITRK5	-2.91025
CIC	0.20025
CD79A	1.55166666666667
SAMD14	0.3535
TNPO3	-0.2785
OR10G3	0.253
OR10G8	0.682
CCDC111	-0.035
HOXC9	2.4045
DCUN1D1	0.347916666666667
CYB5R1	1.32375
TSR2	0.42325
DAB2IP	0.2075
SLC6A5	0.279
RAB3D	1.80025
DCUN1D4	-0.604166666666667
ERBB3	2.25508333333333
SDC1	0.548666666666667
ATP6V1H	0.897
SYK	1.07
ST20	-0.62225
C13orf30	0.002
WDR40A	0.964333333333333
ADMR	0.465
LOC388335	1.03875
ACSM1	-0.205
TDG	-0.366916666666667
FLJ11235	-0.01575
MRPS5	-0.503166666666667
AGPAT2	-0.556666666666667
SLC12A1	0.867875
CYP27A1	-0.358
THAP7	-0.323
XPO1	-0.578333333333333
ALMS1L	0.785333333333333
C1orf2	0.520375
ZNF777	0.141666666666667
CAMK2A	0.201
SMC1B	1.195625
IHPK2	0.309133333333333
LEMD1	-4.36675
NKD2	-0.2414
CLU	0.337785714285714
ARMETL1	-1.002
PABPC4	-0.94275
CXCL12	1.5165
TFAP2C	2.5254
TTTY8	-0.2765
ABCB10	-2.0831
ENDOD1	-0.368166666666667
IDI1	-0.149
KCTD6	0.559
CCDC105	-0.704
ULBP2	-1.903
ZDHHC5	0.11525
WNT8A	-0.3435
COMMD10	-0.47725
KLHL12	0.0545
GPR50	1.66
NR5A2	0.234875
OXGR1	0.949166666666667
EHD3	-0.3335
CAPRIN2	-1.429875
KLRC3	-3.92825
SF3B1	0.177214285714286
IPO7	-0.482
ALDH1A1	-0.775
ANKRD5	0.2585
TSNARE1	0.7615
DDEFL1	1.147
RNASEL	1.16383333333333
DNAH9	-0.7785
HELLS	-1.724
TNS4	1.9375
NAV1	-0.7945
KIAA1409	-0.191
C20orf26	2.345
TUBG1	-0.40175
IRX2	3.9755
CNGA4	-0.0105
MGC50559	0.591333333333333
OR4K17	0.120166666666667
TM2D2	0.393
FAM32A	0.40175
TXNDC14	-0.94425
CCBL1	-1.8295
ANK1	-2.9855
PRSS23	0.895125
PPM1L	0.195
SPATA20	-0.26925
APCS	-0.1705
C14orf122	0.271166666666667
PSMB5	0.221
C6orf10	-0.176
SETDB2	-0.098
SPNS3	-1.377
SGMS2	1.12233333333333
MXD3	-0.275166666666667
MON2	0.5602
CARTPT	0.38475
HNF4A	-0.768333333333333
RABEP1	2.7189
TNFRSF10B	-2.161
USH1G	0.415
PPAP2B	-2.27783333333333
TMEM16K	0.26775
CTDSP1	0.5195
CDK5R1	-0.16
GABRR1	0.1075
OPN1LW	0.437
FAM98C	1.5985
DBN1	0.59475
ACAD10	-0.248166666666667
QTRTD1	0.17325
WNK3	-1.58283333333333
RPS19	-0.01375
C1QB	3.876
OTUD5	0.060625
SLC41A2	-0.0718333333333333
TMEM22	-2.3205
KHSRP	-0.43525
TNFRSF11A	-0.588833333333333
FBL	0.518
IBTK	0.575
OXER1	0.1925
CBLN4	-0.414625
GPR172B	1.58283333333333
CFTR	-2.17675
VSX1	2.129
CAMK1D	-0.75025
LOXL3	0.38725
RTP4	3.383
SLFNL1	0.1015
KIAA0828	-0.697125
PAR5	-0.531
LOC723972	-0.9925
GDI2	0.61425
CEBPA	1.458
MLF2	-0.143
AFMID	-1.52275
ALOX12B	0.3045
BPHL	-0.14225
COX5B	0.24725
S100A10	-1.2939
THOC6	0.24375
NHN1	0.0635
RRP12	0.227833333333333
ARID3B	-2.25075
CD3G	-0.9965
KIAA0133	-0.18
NAT11	-0.844833333333333
PPAT	0.100666666666667
SIRT3	0.4125
TCERG1L	-1.78575
NIPA1	-2.072
DPP8	-0.0916
IL7R	0.742833333333333
ZFP64	0.0475
DMAP1	0.3918
TRMT12	1.8465
TLR4	1.746
WFIKKN2	0.292
RAB12	-0.9665
DDX51	-0.1595
KIAA1086	-3.122
ZNF295	0.336833333333333
ACVR2B	-1.02671428571429
LOC494150	-0.734125
ZNF517	0.728
DNASE1L2	-0.175
SUFU	1.58958333333333
LOC283677	0.8245
LMO3	-0.0741666666666667
PPP2R5D	-0.00933333333333332
ZNF587	0.6225
HIST4H4	0.8415
CYP2C8	-0.2115
C1orf80	0.606
DOCK5	-2.17416666666667
C9orf24	-1.05925
OR5AR1	-0.56
C11orf24	-1.02975
UNQ1940	-0.47725
CAP2	2.1175
TIMM44	-0.4545
DSEL	-2.7415
ROM1	-0.68625
FBXO4	-0.988375
MYLC2PL	-2.28175
MLH3	1.0523
NOX1	0.7445
DPEP2	2.55975
DNAJB5	-0.31225
RLTPR	0.3465
MBIP	0.00933333333333333
COPB1	0.00416666666666667
SFTPA1B	-0.0705
C10orf4	0.7222
PRELID1	0.1125
NOLA1	-0.72675
C19orf24	-0.04525
TLR9	-1.2685
HLA-DMA	3.58625
HCRP1	0.1935
GPR137	0.460833333333333
ITGA11	-1.4305
PHF13	0.441
MARK4	1.08666666666667
METTL4	-0.52225
MBD3	-0.5249
LOC134145	0.131
FGF3	0.2395
SLC35A3	0.728125
CLEC16A	0.5435
AMOTL1	-1.66633333333333
FLJ31438	-0.6935
PAICS	-0.71725
TOMM40L	0.501666666666667
MMD	-0.60125
KLK10	2.8815
NIT2	0.5175
SERPINB10	0.64475
KLF15	-0.2003
CCDC5	-0.60825
WSB2	0.3795
ME3	-0.607625
CACYBP	0.3085
TCTN2	0.665
JAK1	0.5215
C2orf25	-0.19475
GPD2	0.44925
FBXL11	0.00366666666666666
CDV3	0.3055
GALNT11	0.0895
NDUFA12L	-1.1036
FLOT1	-0.356071428571429
TOR1AIP2	0.095
MMP25	1.435
C1orf164	-0.4639
CHST5	-0.17925
LYRM4	-0.5395
GPER	-3.92875
HIPK2	1.02766666666667
DAP	-0.2085
ZMIZ1	1.54583333333333
DDX58	4.467
DCC1	-0.2095
AKT1	-0.136875
ENPP6	0.0911666666666667
ERVWE1	-0.465166666666667
CDC34	0.26575
RNF125	0.6665
CASC1	2.5705
SHROOM2	1.6545
RRM2B	1.49983333333333
COL6A3	0.346375
TMEFF1	-2.76375
PLEKHA4	2.0919
LYSMD1	0.853
SEPT1	-0.163166666666667
AOF1	-0.04225
GNPAT	0.191
WDR18	-0.11725
HSD17B12	-1.263
HIST1H2BM	0.0383333333333333
INDOL1	0.518666666666667
SUDS3	0.42725
C1orf192	0.773
CYP2B6	-0.0615
TBC1D2	1.43033333333333
SLC25A12	-0.5725
ERCC6L	-0.366
MGC10814	-1.04716666666667
POLR2C	-0.081
ZNF77	0.7075
EIF3K	0.4395
HPX	2.7885
ANKRD27	0.563
MALAT1	0.4141875
PLB1	-0.288166666666667
HRNBP3	-0.93125
CPSF4	-1.03225
OR52N2	0.617
PIP5KL1	2.26325
GH1	0.27975
HPS5	-0.2345
SLFN5	0.712
POP5	-0.3645
OVOS2	-4.48733333333333
C20orf108	2.804
MARS	0.086
CLRN3	1.80016666666667
ARSE	-2.33733333333333
PPIE	0.0228333333333333
PHACS	-1.61583333333333
GP5	-0.242
IL8RB	1.99516666666667
FCRLA	-1.429375
ARRDC1	0.0903
KRTAP9-4	0.7845
ZNF613	2.2765
OR11A1	0.3685
TMEM132B	-3.497625
PGLS	0.30825
BSND	-2.697
KCNK18	0.3485
FOXD4	1.06
SV2C	-0.719333333333333
LCN2	-0.968666666666667
ZNF490	1.0067
C3orf15	0.6713
CACNA2D4	-1.96766666666667
CBX5	-0.75725
MAGEB4	0.496
BOLA1	0.61375
PPP2R5E	0.1035
COL5A1	-0.51
ASB7	-0.263
SFT2D1	0.17125
DERL1	0.8358
RABL2A	1.00233333333333
MOAP1	1.29025
KIAA1545	0.424833333333333
F3	-1.10225
PLEKHM2	-0.184
CCDC89	2.51583333333333
EFCAB1	0.85225
TMEM48	-1.5005
SEPHS2	1.627
PYGM	-1.12625
PRICKLE1	0.6525
WNT5B	-1.9495
TAS2R38	-0.0695
IMP5	-0.39075
KHDRBS1	-0.0024
LARS2	-0.324666666666667
C3orf28	-0.905
FTCD	-3.30525
C10orf68	1.69116666666667
DGAT2L3	0.122
PSEN1	1.81416666666667
MGC33657	0.4905
PLA2G4B	-0.209333333333333
CDKN2A	-1.49983333333333
DLX1	-3.0205
TSHB	0.757
C18orf37	-0.2785
MEX3C	0.022375
MAMDC2	-1.1285
PDIA4	-0.558166666666667
ATP5E	0.1625
CASP2	-0.279142857142857
SERBP1	-0.282307692307692
ZNF341	1.32633333333333
TESC	-2.8215
TMEM31	0.414
OR51I2	0.8005
YTHDC1	0.421142857142857
JUN	1.09
AGMAT	-2.67216666666667
PCNXL2	0.479
ATAD5	-1.531875
STK38	0.55125
AZI1	0.101875
RBP1	1.138
C4orf26	-1.03225
KIAA1026	1.675875
TMEM101	-0.45775
HSFX1	0.336
TREX1	1.68425
C18orf10	-0.499
TRIM15	-3.181
CA6	0.450571428571429
CEP57	-2.1645
AR	4.27083333333333
SESN2	-0.4585
KIF3C	-0.12925
EPB41L5	0.847125
ARHGEF10	-2.12780952380952
POLR3D	-1.271875
INDO	1.69283333333333
GABRA3	-0.304
SCG5	-2.6648
E2F3	-0.0846
TIGD5	1.3705
FGD6	0.537416666666667
KLHL3	-0.49625
SCGB3A2	-1.77
URP2	0.7725
ATP6V1B1	-0.0129
CALML6	0.287
LOC100049076	-1.1815
TMF1	-0.02325
LOC388503	-0.747
CDH5	2.842875
RPS6KC1	0.952833333333333
DAAM1	1.6432
TNFRSF10D	-0.7465
GSTT1	-2.5764
INPP5A	0.68
TRAF3IP1	0.7295
SMARCE1	-0.204857142857143
VRK1	-1.02475
TTC16	1.21875
AARS	-0.739666666666667
ARHGAP27	0.616666666666667
ZAK	-1.95657142857143
ACSM2B	-2.59475
TRAP1	-0.492
MRPL53	0.118375
RNF44	-0.09725
NPTXR	-0.244
DPYSL3	-0.630166666666667
APP	1.1203
GLS2	-0.649166666666667
MNX1	-0.948166666666666
CMTM7	-1.32475
OR10A7	0.1885
NYD-SP21	2.275
ORC5L	-0.77375
SLC16A10	-2.2955
TMEM178	-1.7275
LOC441601	-4.6395
PTGIS	-0.28375
KBTBD7	1.2835
C19orf41	-0.4735
CEACAM3	1.922
KRT23	2.2695
SERHL	0.953
PNKD	0.3974375
UBC	0.34025
ATRN	-0.24775
HAPLN1	0.58325
RANGAP1	0.21425
C10orf26	1.7975
KCNA7	-1.17475
SRY	-0.693
LOC376693	-0.64175
HIST1H2BF	0.047
CDCA8	-1.23033333333333
MLC1	-2.2285
TNIP3	1.59425
OR4D1	0.673
IFT52	0.802833333333333
GOLT1A	0.718333333333333
UTP20	0.1715
RP3-402G11.5	0.349
PRSS33	-1.398
PMPCA	-0.74125
APOB48R	1.7985
GLTP	0.273
MPL	0.10325
C9orf78	-0.685
ADAM12	-0.42375
CSPG4	-2.9545
LOC144305	-0.3675
KRTAP4-10	0.9315
PAK1	0.24475
ADCY7	-0.2841
TAS2R43	-0.3325
FRAS1	-3.2165
PPP1R14A	-0.0161666666666666
OR2B6	-1.21625
ATP13A1	0.585666666666667
SIDT1	2.95025
C1RL	-0.153666666666667
PRKRA	-0.0485
TLN1	0.4401
RP11-50D16.3	0.422166666666667
MITF	-2.03033333333333
GYS1	0.139
LYG1	-1.23466666666667
NSMCE4A	0.2611
DNAI1	0.897
HOXD11	-0.6445
FNBP1L	1.8285
DHX35	0.95425
LCE3E	0.65775
SLC33A1	0.61875
DCLK3	0.363333333333333
TRIM33	-0.249166666666667
TMCC3	1.35866666666667
FBXO42	0.483333333333333
C1orf27	0.1105
C17orf50	0.386
RNF14	0.658
SLC4A8	0.63825
RAB3IP	1.1741
COX6C	0.673785714285714
PCSK1	-3.5402
SLC13A1	0.444571428571429
ARF6	0.738166666666667
KIAA1009	0.783625
HOXA13	-3.004
HMGN1	0.221125
CXADR	-1.53116666666667
MGC14436	0.1695
UTF1	1.038
TSC22D1	0.8161
BZRAP1	0.134666666666667
PUF60	1.599
SHC1	-0.066625
HOOK3	0.86
LIMS2	-0.248333333333333
BAHCC1	-0.0356666666666667
CLCC1	0.366833333333333
ENTPD3	2.96916666666667
SMO	-0.32975
PIK3R5	0.8495
CDC14A	-0.17775
KRT1	-0.1595
ENOX2	0.5105
FLJ22655	-2.07375
FPRL1	1.4195
INTS6	0.3224
ZCCHC5	0.163
SMC3	-0.3975
C6orf123	0.197166666666667
FLJ20160	1.62875
LOC653391	-1.566
GSS	0.18675
NT5M	-0.63875
SIX5	0.94375
TAF5	-0.392
KCNA1	0.679
ANLN	-2.63033333333333
MGC45491	-1.7354
SSTR2	4.28325
LYPD4	0.21425
TH1L	0.57975
CHRNA5	-0.499
PNMA6A	-1.06275
