Hybridization REF	TCGA-BH-A0AY-01A-21R-A00Z-07
C2orf49	-0.490333333333333
DDX5	-0.15875
OR5L1	-0.1825
ANAPC4	-0.335666666666667
ZSWIM1	0.526625
LOC93622	0.2645
KCNK3	-0.2646
RP11-35N6.1	-1.669
ZFP161	0.442333333333333
AQP9	3.92775
SLC15A2	0.157666666666667
MREG	0.139833333333333
OR9I1	0.36
PDLIM2	0.79925
ADAM7	0.8435
GSTCD	0.296166666666667
WDR21A	0.23
SLC12A8	1.11066666666667
TMEM174	0.33425
IGSF3	1.24716666666667
LRRN1	-1.85025
LOC402117	0.10475
SRPK1	-0.744666666666667
LY6K	1.4268125
NFIA	3.259
PTCD3	-0.290625
LEP	3.543
PCDH21	-0.153
MAPKAPK2	1.01392857142857
NMNAT1	-0.9175
LHFPL2	0.764625
C9orf43	-0.21475
DIP2A	-0.442
ACTR8	0.1525
CCDC34	-0.505
PTPN22	-0.520375
ITGA3	-1.875875
FAM129C	0.2955
RABGGTA	-0.0135
UNC45B	1.007
KIAA1033	-0.099875
ZNF510	-0.151666666666667
CYP2D6	0.272
SLC26A10	-1.8805
STX8	0.19
LUZP1	0.573875
WDR89	0.4035
EIF4G3	-0.1664
C5AR1	0.944
ZNF623	1.392
A2M	1.5675
TGM7	0.3345
GRPEL1	0.3075
LMNB2	-1.2704
ROCK2	0.094
SNX16	1.3995
CCDC66	1.51325
ANXA3	-0.72475
KIAA1609	0.890125
EED	-0.971
RNF32	0.542833333333333
HES1	0.2559
CLC	0.578833333333333
ISL1	-0.267666666666667
KIAA0528	-0.523125
MANEA	0.4905
C1orf61	-2.493
hCG_2001000	-0.34275
RAPGEF6	-0.2945
KIAA0020	0.071
NEIL1	0.3325
C16orf45	-0.43675
RBM10	-0.262666666666667
C10orf125	-0.889875
MRS2L	-0.4945
DNAH17	-0.397714285714286
C19orf10	-0.985
C1orf160	0.3645
SLFN12	0.57175
EXOC3	-0.6625
HIST3H3	0.41425
NCOR2	-0.175333333333333
TNFRSF9	0.93775
MFSD8	0.63975
ALX1	-3.85966666666667
NOL1	-1.14475
PODN	2.87425
TIAL1	-0.30125
HIST1H1E	-0.73475
NPY6R	0.24025
TM4SF4	-0.3865
CORO2A	0.3495
ETNK2	0.644666666666667
APOE	1.5019
ANGPT4	0.22
HDGF2	-0.432
G30	0.215
ST8SIA4	0.35125
F2RL1	0.2655
FAM19A4	-2.609
CCAR1	-0.2125
B3GNT7	0.0035
OPHN1	-0.3632
DSCR6	-0.996
C21orf13	0.151833333333333
GAS2L1	0.553916666666667
RFX3	0.7675
COPS4	0.02975
BCHE	-3.50083333333333
BCL2	0.915125
HBZ	-3.3195
ARL13B	0.234625
MAPBPIP	0.951375
MYO15B	0.119
SPZ1	2.634
KIAA1324	1.97077777777778
PLCL2	-0.043
C4orf29	-0.56675
WDFY2	-0.4145
ZNF284	-1.0415
NAALADL1	0.2255
DUSP5	2.07083333333333
PXDN	1.425375
SLMO1	-1.89075
TNXB	0.3767
BIRC7	-0.45375
A4GALT	1.4025
TIMM22	0.225
FAM110C	0.17875
TOMM34	-0.985625
ABHD9	0.1135
ADAM32	1.7805
CRHBP	1.01675
AQP2	1.141125
LOC130355	1.19075
ZNF187	-0.241666666666667
ZNF816A	0.391
F7	0.15
CNOT1	-0.7871
SLC13A4	-1.2815
ZBTB11	-0.437
B3GALT5	0.49325
EXOC2	1.18316666666667
IRS1	-0.3313
TMEM1	-0.146
MRPL34	-0.552
SAMM50	-0.8385
CDC42EP3	-0.172125
HSF2	-0.5798
MFN2	-0.12025
TSPAN7	-0.106333333333333
NUCB1	0.242333333333333
RHOH	-1.69125
ARL16	-0.306
TACR1	-0.537
SFRS5	-0.788666666666667
SNX25	-0.167625
RHBDF1	0.712833333333333
PCDH18	2.89216666666667
HMG1L1	0.878
MYO5C	0.559875
MAPK10	1.53
LDHAL6A	-0.0178
NUDT12	0.7475
NCAM1	0.236125
GLIS2	0.3455
GGTL4	0.8785
DAPP1	-0.357
ATF7	0.112625
KIAA0748	0.08825
NFIL3	-0.45225
TM6SF1	0.447444444444445
SEZ6	0.0775
NANOS3	0.0885
DNAJA3	-1.15648231731787e-18
CLDN6	-1.2275
CIITA	2.4186
EPHA4	-0.645166666666667
FANCC	-0.3285
CMTM3	0.6725
PSG3	-0.31125
MRPL15	1.00675
C21orf59	0.08275
PLCXD2	-0.11975
C2orf34	0.010875
UBE2L6	1.80875
MED14	0.0375
HP1BP3	-1.5284
C6orf208	-0.1
TPBG	1.22075
OSR2	0.60975
XPC	-0.0688333333333334
KLHL7	-0.83425
CCR3	-0.699666666666667
AGTPBP1	-0.596333333333333
PCSK6	-1.11506666666667
STAT5A	-0.6731
FAM18B	-0.24475
LONRF2	1.60016666666667
PTPN2	-0.50775
SF3A3	-0.7935
EFCBP2	-0.07125
HCFC1	-0.554166666666667
AHNAK	0.19545
ACTR5	-0.29775
KIF14	-2.346
TENC1	1.471
HEATR5B	0.909
YIPF2	0.3065
MYEOV2	0.274666666666667
DUSP18	0.38425
KIAA1012	-0.171
AHR	0.34
C17orf53	-1.71133333333333
PTPRH	-3.20425
ATP6V1C1	0.6477
TAS2R3	-0.383
LOC440356	-0.67125
COQ10B	0.4885
PSMF1	0.293666666666667
SORBS2	0.784583333333333
NFE2L2	0.0145
TMCO7	-0.0965
SH3PXD2A	0.8641
SH2D2A	-0.75425
SPINK5	-2.271
MRPS24	-0.60875
OPA3	0.02125
TRAF7	0.567
C4orf35	-0.00466666666666669
MT1G	-1.5525
MGC39545	1.163
HS1BP3	0.0414
OR2B2	0.4395
CHRM4	0.331
SFRP2	3.90808333333333
RIC3	-1.37525
ART1	-0.22
C6orf1	0.18975
DUS4L	-1.56675
C10orf104	0.597
TNFAIP6	3.105
RTEL1	-0.86375
CCT4	-0.5715
ZNF709	-0.82875
CHMP6	0.0486666666666667
UPP2	0.59775
CYP19A1	-1.43928571428571
CD151	-0.954833333333333
NDUFA13	0.128333333333333
ARFRP1	-0.5695
FAM26B	1.884
CRYBA1	-1.041
MRPL41	0.1735
NPFFR2	-1.50685714285714
HRH2	0.3245
SCAMP3	-0.0133333333333333
MTMR6	-0.3538
MTG1	-1.37933333333333
UBTD1	1.43075
CRABP1	-0.2695
FLJ33790	-0.0642
KIAA1908	-0.206333333333333
GPR158	-2.3395
PACSIN3	0.433833333333333
OMD	3.22616666666667
CATSPER1	0.167666666666667
HOXB8	-0.431
FBXO46	1.171
OAS1	0.966666666666667
SVIL	0.73525
PHB2	-1.22675
ADCY3	-0.821
NDRG2	0.8755
ERMAP	1.0145
APBA2	-1.65466666666667
IGSF9	2.00625
WNT6	-0.672214285714286
MYCBPAP	-0.714
ATP2B2	-0.1434
CPVL	-0.4066
TRAM2	-0.439583333333333
NOP5/NOP58	-0.1895
ZNRF4	-0.1025
TLK1	-0.071125
MTMR12	0.052
ZNF384	-0.295166666666667
FAM9B	-2.20925
RPN1	0.6001
PMVK	1.20925
EIF3D	-0.426
SIX2	0.31325
HPS1	0.291357142857143
RNF7	0.352
PSKH2	0.1575
KCTD13	-0.179666666666667
CSMD3	-0.498888888888889
FBF1	1.337
IL8	-4.67425
SERPINB13	0.3165
FBXL20	-0.084
BLR1	0.41825
SH2B1	-0.00133333333333333
RFNG	-0.086
RAB20	1.54966666666667
RBM7	0.0255
POLR1A	-0.1885
TMPRSS4	-2.87825
TAF9	-0.9295
TERF2	-0.453166666666667
TNFRSF1A	0.699
ACADVL	-0.730833333333333
GTF2H5	0.41925
EDG8	0.850833333333333
C9orf140	-0.61025
UST6	-0.36025
ZBTB8OS	-0.70775
ZNF710	1.182
GPR174	-0.982
ATP6V0A2	-0.755
KIAA0319L	0.2005
XKRX	-0.79
DOPEY2	1.5152
SDHD	-0.36125
SUMF1	1.87425
OSM	3.49525
OPN3	0.107
DAGLB	0.068
PPFIBP1	0.5709
TRIM63	-0.59675
C10orf53	2.093
LYPD3	-1.45616666666667
BCL7A	0.119125
AGER	-0.9025
TCF19	-0.89875
SAT2	-0.24675
PFTK1	0.5625
GABRE	-2.34575
C15orf38	1.6183
FIS1	-0.124
KCNV2	-0.00600000000000001
CLPS	0.52575
PPCDC	-0.539
FOXN2	0.0626666666666667
NT5E	-1.8241
CD83	1.2115
IL18	0.769125
VPS16	0.2585
IGFBP2	0.811666666666667
NOTCH2	0.4985
SIGLEC1	2.7015
CD93	6.042
SULF2	0.441
CEP164	-0.096375
P53AIP1	-0.1485
TOR2A	0.0446666666666667
ZNF136	0.02975
MGP	2.7239
CCDC144A	-0.1525
TRPC1	-0.382833333333333
SMS	0.503166666666667
MAPK7	-0.413666666666667
RRAGC	1.11375
PARD6A	-0.6485
NUB1	0.556833333333333
SYNGR4	0.1915
OR11H12	-0.2585
WIF1	0.661625
GCH1	0.1045
OR11H4	0.2535
SLC44A5	0.06
GPRIN2	2.23683333333333
LOC401431	1.5255
CPA4	-2.208
MELK	-1.60111111111111
IL15RA	0.25375
CUL3	0.1155
HMBOX1	0.70675
PODXL	-1.47275
CCT6B	0.570166666666667
COMTD1	0.17075
MUC20	-1.54016666666667
GPX2	-3.287
ITK	-0.45325
FBXL5	2.0095
C13orf27	-1.41975
DEFA5	0.543
TRHDE	0.288
MTP18	-1.242
UQCRQ	0.2373
ITGB2	2.15033333333333
CSRP2BP	-0.6245
TAS2R44	0.162
PHPT1	0.086625
FAM44C	-0.56175
ERH	-0.09675
MPHOSPH1	-1.10983333333333
MORC1	-0.3225
PARVB	-0.7425
LAMA1	-2.07472727272727
PGBD3	0.152
GIMAP6	4.257
AREG	-0.231166666666667
LIPT1	-0.3995
MGC99813	-1.431
C1orf201	0.3645
GRIN2A	-0.76525
MAN2C1	-1.103375
NSUN5	-0.40125
SF3B5	0.533
MYC	-1.346125
NRXN1	-0.33275
ZNF18	-0.2145
SPDYA	-0.486875
SLC37A1	1.463
DECR2	0.22125
ANKRD38	0.764857142857143
SPTLC3	-1.04741666666667
SUPT16H	-0.363625
DTWD2	1.19975
ULBP1	1.144
ZADH1	0.432166666666667
OIP5	-2.1375
IL10RB	0.134
OTUB2	0.298
VWA3A	-0.0375
SPIC	0.4725
OR6C4	0.512
PSCD4	1.12616666666667
DPY19L2P2	-0.4285
TRAPPC6A	0.700333333333333
C21orf2	-0.496166666666667
CEMP1	0.16225
LIN7B	0.174
E2F7	-2.48783333333333
VCP	0.136875
LAMA3	-0.610727272727273
BGN	2.23525
GPR160	1.22216666666667
COCH	-3.89666666666667
GPR81	1.727
APOBEC3F	-1.5775
tcag7.1017	-0.6415
C1orf32	0.4675
SCGB1D2	6.043
FLJ43987	-0.2495
C6orf170	0.60025
KLK9	0.457
GPD1L	0.924875
VPS37B	0.34975
ATG3	-0.261666666666667
ADAMTS17	-0.2075
KLHDC2	-0.0775
NDUFV2	-0.517
BLK	-2.328
MATN4	-1.1615
GPM6A	0.553
GBP4	3.948
TMEM162	0.744333333333333
PKP2	-0.733
HRASLS	-1.09144444444444
MMP1	-2.3875
SFXN3	-0.1434
FSD1	-1.49983333333333
ST6GALNAC3	-1.23333333333333
CA12	2.9031
NCOA6	0.5945
C19orf58	0.1686
PPP4R1	0.0163333333333333
MAN1A2	0.842833333333333
IKBKAP	-1.13125
UPF1	0.203333333333333
KIAA1219	0.53625
WNT16	0.538
SNW1	-0.210375
IL18RAP	2.4375
RPP30	-0.64825
CDC40	0.492
SETD3	0.383
SLAMF6	0.3515
ELK4	-0.697
TRIM47	0.8305
ACOX3	2.697375
TRIM6	-0.192375
KIAA0372	-0.783833333333333
TP53AP1	1.43925
SMURF2	0.1925
ADAD1	0.45025
EBP	-1.3173
KRTAP13-2	-0.011
FLJ36874	-0.669666666666667
TOR1A	0.0926666666666667
P2RY4	0.135
GPBP1	0.3515
TRPV1	-0.109125
ADAMTS12	0.7295
PES1	-0.9137
ATG4A	0.690333333333333
MAGEA10	-4.42775
WFS1	1.74275
CC2D1B	-0.222833333333333
PABPN1	-0.368625
SLC25A30	-0.04175
SLCO1C1	0.365666666666667
SLC22A5	1.403
KIF23	-1.83016666666667
SYN2	-0.3415
ASPN	8.4305
CENTG2	0.098
QSOX2	-1.7394
FLJ10815	0.037
STK24	-0.120125
SPEG	0.2744
STK10	0.297
DACT2	0.3435
AAAS	-0.97675
SSX3	-1.185125
ABCD3	0.9039
C4orf12	0.54525
PARVG	1.095
FIG4	1.377
C9orf46	1.33775
TMCO6	-1.0205
IGHMBP2	-0.26025
DUS2L	-0.3275
FAM3C	-0.00125
TMEM16D	-2.37142857142857
DCTN4	0.60425
KCNH3	0.4045
EIF2AK2	0.3075
AP1S3	-0.005125
CST4	1.2415
PAM	0.5326875
NUTF2	-0.31725
CITED2	1.09
SLC39A4	1.0505
C2orf52	-1.3165
GRM3	-0.422
C12orf49	0.679625
CCDC49	-0.76
GRAMD1B	-1.56757142857143
FNDC4	0.97175
SIAH2	0.233
GDPD4	0.245
C21orf87	0.678375
ATP5A1	-0.0128333333333333
C16orf63	-0.277625
LOC388135	0.749333333333333
ATP5J2	-0.818625
MMP3	-1.5485
EMID2	-0.45625
CRHR1	0.47125
WDR70	-0.3775
C13orf31	2.055
ZFAND1	1.57025
CCL18	3.9365
C3orf49	0.8535
RINT1	-1.054
KIAA0408	-2.25533333333333
F13A1	5.2716
SLC10A1	2.15233333333333
OGN	3.32375
GIPC2	0.224333333333333
XPO6	-0.021
LCE1A	1.396
FMR1	-0.1379
LOC374920	-0.01325
DUSP3	0.233875
ANKMY1	0.40775
C7orf50	0.45925
BBS9	0.2877
UNC119B	-0.487375
C9orf72	-0.424
MGC35440	-0.33625
ENTPD6	-0.613125
PPP1R2P9	0.446
ERCC4	0.7555
FAHD2B	0.207
HMHA1	-0.364
HACL1	-0.87275
RAD23A	-1.222
FAM83B	-2.38233333333333
PPP5C	-1.22033333333333
RNASEH2C	-0.234375
C9orf153	-0.01975
SCAMP4	0.546875
GHITM	0.7219
NDUFB7	0.137875
ADCYAP1	1.061
SP110	1.75383333333333
MAP3K7IP2	1.61625
DHH	0.1255
AGRN	0.667142857142857
WDR33	1.23766666666667
CEP290	-0.533833333333333
PRPS1L1	-1.313
KLRA1	-0.4535
GPR97	0.3025
CHD7	0.248416666666667
TLR10	0.34125
SLC30A8	-0.713
HIC1	1.80633333333333
IAPP	-0.194
RXFP4	0.49825
GP1BB	0.54275
SHQ1	-0.1685
NKX2-3	0.244666666666667
API5	0.16625
FTHP1	0.6785
MOV10L1	0.573666666666667
TRIM6-TRIM34	2.79783333333333
ADHFE1	0.46875
FAM117A	-1.15675
DDI1	0.166666666666667
CDON	-0.0828333333333333
TRIM73	-1.148
IGKC	0.6115
MMP14	0.159083333333333
DYNC1LI1	-0.070375
C11orf66	0.29025
TRBV3-1	-1.29975
FASTKD5	-0.32625
BIVM	-1.2585
LHX4	0.30175
CXCL2	-1.4095
RAB2B	-1.05133333333333
IZUMO1	-0.7965
MAP3K15	-2.009875
FAM19A2	0.4265
ZC3H8	-0.4135
ZMAT1	2.04125
SPINK5L3	-2.66925
SLC10A6	0.4105
APPL2	-0.119375
CARD10	-0.638833333333333
LOC402176	-0.215
EEF1D	1.2833
RAB6A	1.0598
C12orf5	-0.3975
PAPOLG	0.26975
MSRB2	1.73175
BCR	0.784111111111111
PUS3	0.2815
TIAM2	0.5025
ZNF317	-0.232666666666667
CHD2	-0.0241428571428572
FZD5	-2.19954545454545
NUDT8	-1.05225
ZNF763	-0.8065
PRC1	-1.64911111111111
ABCB9	0.603833333333333
SPATA3	-0.23775
TRAK2	0.553
STAB1	2.85275
LRRTM2	-0.221833333333333
psiTPTE22	0.36375
DBI	1.148
SERPINA11	-0.65075
NAT5	-0.04225
C20orf58	-2.03125
RPS6KA4	0.281833333333333
FLJ90650	0.803
TGFBRAP1	0.02175
CHRDL2	-0.874375
FAHD2A	-0.157833333333333
CNTN1	-0.017
BBS4	-0.2856
TMEM181	0.878
MINPP1	-0.1085
MPHOSPH6	1.19925
HOXC10	2.2209
ITPKB	0.219375
CLPTM1L	-0.10875
MEOX2	2.41316666666667
ATP6V0C	0.96175
PRPF8	-0.943333333333333
TMC5	3.925
FKBP3	-0.65125
PLEKHB2	-0.139125
OR4D6	0.0625
ZNF544	-0.8547
D2HGDH	-0.661625
RPL18A	-0.3255
HEL308	-0.5355
MPP6	-3.279
TCERG1	-1.48175
KRT16	-1.46166666666667
KLF17	-0.93575
KLF5	-2.197125
CDR1	2.553
VCX3A	-5.371
FBLN2	2.59025
C14orf104	0.048
HBE1	-4.3658
OR4S2	0.352
C1orf108	-0.971333333333333
ROBO4	3.757
CPEB4	0.632125
C11orf80	0.4295
BCKDHA	0.102
MYOC	3.85475
GIF	0.5625
CKMT1A	-1.851
RPL3	0.086
THBS1	2.278625
APOO	-1.1695
ARMCX1	1.37
HSZFP36	-0.0385
SNAPC5	-0.2345
EIF4ENIF1	0.5715
ZNF433	-0.45025
TNFRSF21	0.53075
TMPRSS7	0.443
SPATA18	1.7211
HPDL	-2.7085
MKL2	1.5675
TBX3	1.03561538461538
C21orf93	0.205
DAXX	-0.1995
ELMO1	0.324
RGS13	3.73316666666667
TAF11	-0.0455
UNC13A	-1.823125
LOC653314	-1.0373
ORC3L	-0.745
IMAA	-2.5355
TARBP2	-0.59325
CABIN1	-0.2947
TRIOBP	0.2866875
HIST1H2AC	0.815375
RGS22	-0.589666666666667
NCOA1	0.984333333333333
IL25	0.7765
SNCG	1.6225
GPR6	0.5285
AMDHD1	-2.63433333333333
CHEK2	-0.8945
C6orf142	-0.491
DRD4	0.42925
C14orf68	-0.7805
GDF11	-2.01125
SEMG2	0.8245
CD247	-0.505
CDAN1	-0.495
RBMX2	0.407666666666667
TGS1	0.0145
OIT3	2.52375
SYF2	0.31025
MCM4	-0.596
PKHD1L1	0.405285714285714
CEP192	-1.405
IFT88	1.26375
RPL9	0.403142857142857
RAB32	0.3385
DDX43	-2.36175
P2RX2	0.659333333333333
OR5D18	-0.2665
UBE1	0.216
SLC24A1	0.65725
ARHGAP5	0.3055
CETP	0.5845
KIAA1731	-0.7115
SLC9A4	0.3965
PTPN6	0.591
BAHD1	0.51975
GRIK3	-0.047
CACNB2	-1.2939
PDE10A	-0.2315
DGCR14	-0.1905
PCDHB9	-0.4975
RHOQ	0.339833333333333
MAP3K4	0.17975
KTI12	-0.1145
RPL23AP13	-1.71475
GNG11	1.377
CLCN3	0.828166666666667
GPAM	0.47625
VSTM2A	0.477
SLAMF7	2.2515
INTS2	-1.048
PPP2CA	0.341
LRP12	0.031
SEC14L2	0.229333333333333
DKFZP586H2123	3.0595
MC3R	0.153
CIRH1A	-1.58783333333333
HIST1H2AB	0.564333333333333
POLH	-0.58225
MGC16703	-1.05566666666667
SNAPC2	0.383
FILIP1L	2.119
RASGRP4	0.924
LRRC1	2.0645
GAS1	1.807
PRAC	-0.94175
DGKA	-0.601333333333333
NT5C3	-0.653
PEG3	-3.64241666666667
NADK	-0.83125
PRR17	-0.515
LOC374569	-0.04525
SGSH	0.441833333333333
NLRP8	-0.221
GALT	0.1218
MCF2	-1.017
ZNF263	0.9945
TACSTD1	1.52183333333333
TYR	-5.8237
ATP6AP2	0.8415
RNUXA	-0.03025
ABHD10	-0.2513
GDPD2	-0.946
SLC35C1	0.45725
UBE2A	0.69725
HERC5	-0.524833333333333
FAM112B	-3.88566666666667
FBXL16	1.47675
DKFZP434A0131	-0.267
ELA3A	-1.699
RBM41	-0.5315
HAO2	0.181
RNH1	-0.05375
SHANK2	0.5645
OSBP2	-1.60225
DAK	-0.1625
C3orf58	-0.577545454545454
TCL1B	-0.9745
KBTBD2	0.020125
SUGT1L1	-0.79625
UBE2E2	0.590833333333333
MYL9	2.44975
CDC23	-0.818333333333333
PBXIP1	1.2572
CXorf40B	0.8745
NBL1	1.13625
RTBDN	0.0885
RAB11FIP5	0.237375
TTTY13	-0.055
SCOTIN	0.203333333333333
SOHLH1	-0.2036
CDKN1A	1.215
NCK1	0.2785
ZNF550	-0.69725
SAPS3	0.27075
SPIN3	0.228333333333333
MAGEE2	0.20325
MIS12	-1.27533333333333
OR8H2	0.455
KIAA0774	-1.76716666666667
UNC5D	-1.1975
CUL7	-0.2545
LIPC	-2.44316666666667
DIO1	2.774
C20orf11	0.7177
CTRL	-0.72625
HS3ST2	1.94925
PAK4	0.611833333333333
CCRL1	4.73675
RNF10	0.1585
ZNF567	-0.16725
ZNF660	-0.8515
TCEAL3	0.554
MAGOH	-0.352333333333333
CENPB	-0.339833333333333
C19orf7	0.557375
LOC388965	0.2895
ZCCHC13	1.6155
JMJD1A	-1.1752
HIST1H4H	-0.3125
TBRG1	-0.4141
GPC3	-2.119
TAF1C	-1.247
EBNA1BP2	-0.859
CIAPIN1	-0.33525
PDGFRA	0.413111111111111
CSTB	-0.598375
CENPI	-0.960333333333333
GTF2E2	-0.883
RPP21	-0.6835
CCNF	-0.0908333333333333
KCNQ3	0.8535
FAM79A	1.01425
SLC22A12	0.5475
NOVA1	-0.480833333333333
FZD3	0.2272
AKAP8	-0.60625
SOCS5	0.52725
CFDP1	-0.74275
DLG5	0.5835
PGM5	0.332416666666667
C1orf144	0.272
HDAC10	-1.394
RND2	-0.795
C20orf199	-0.8685
RNMT	-0.742875
SLURP1	1.001875
ASTN1	-0.417875
SH3BGR	1.5215
MYCL1	-0.424625
ZHX1	1.3455
CENPK	-2.5765
FOSB	2.3582
LOC643406	0.157625
C2orf59	-0.50975
TMEM135	0.000375000000000007
SLC27A2	-3.66325
KRT33A	1.5645
OVOL1	0.949875
PAMCI	-1.62316666666667
S100A7	-0.5295
ZNF789	-1.9955
HARS2	0.61025
RPL23A	-1.20966666666667
TCF23	0.0945
UPF3B	-1.238625
C17orf78	-0.4905
HLA-DOB	0.228333333333333
C14orf142	0.649166666666667
TEKT5	1.0375
DMWD	0.0805
POLD1	-1.94483333333333
GSCL	0.2275
CALD1	0.4189
SCRT1	0.170833333333333
AIG1	1.7335
UNC84B	-0.1925
ZNF404	-0.94675
TMED6	-3.29825
KIAA1462	0.642
LRRC27	1.77316666666667
PYGO1	0.135
PIGU	-0.1375
ALAS2	-3.41
WRNIP1	0.568625
CNNM3	-0.3365
ZNF2	0.72325
ST3GAL5	-0.30225
MRPL23	-1.15375
TSSK6	-0.24875
PSMA6	-0.3
C16orf70	-0.804
KIAA1602	0.053
ALMS1	-0.0325
DCN	3.34975
TMEM132D	-0.280333333333333
SUCLG2	0.98975
ABHD14A	-0.3095
DEXI	0.0116666666666667
AMPD2	-0.859166666666667
IFNAR2	-0.313833333333333
CYB5A	2.7617
TLOC1	0.2249
NXF5	-0.143833333333333
NRBF2	0.548875
KCTD3	1.0215
ITGAE	-1.008
SLC30A3	-1.71216666666667
ZRF1	-0.7345
IFRD2	-0.7725
XAB1	-0.13775
PYCR2	-0.5405
SERPINB3	-4.1075
TMLHE	0.1641
GEFT	-1.319625
ABCA5	-1.245
EMR4	0.1785
TSFM	-0.24925
HIST3H2BB	-0.56725
ARHGEF19	1.21475
TSPAN17	-0.0225
ABCC8	1.6715
MAP1S	0.3935
C22orf36	0.5705
BNC2	1.00728571428571
HIST1H4A	-0.15675
NDUFS3	0.207
WDR3	-0.789666666666667
XKR4	-1.2745
TTC33	-0.242538461538462
STMN2	2.145
CPN2	-0.683833333333333
HSPC105	0.999625
PCOLCE2	-0.5785
C3orf55	1.9235
KLHDC9	2.569
TBC1D23	0.195875
ATXN2L	-0.935416666666667
MAP2K3	0.04125
SCAP	0.03725
ZNF486	-1.1215
C20orf96	0.62375
NARS	-0.5075
ADAMTSL1	0.382714285714286
PRCC	0.290166666666667
CCDC126	1.53583333333333
ZNF675	-1.2405
CALCOCO1	0.35725
ANKRD43	4.72325
CWF19L2	0.6725
ZBTB32	1.05033333333333
BRAF	0.31575
ODF4	0.23675
MGC14376	0.202
HORMAD1	-1.7712
AAK1	-0.084
PEBP1	0.948916666666667
TNFSF5IP1	-0.1745
DKFZp564N2472	0.55275
RMND1	-0.280125
IGKV1-5	0.68275
COL1A2	3.26991666666667
SERPINA5	-0.408375
AANAT	0.524
C19orf21	0.0905
GEMIN5	-0.39175
UBR4	-0.101833333333333
LTBP3	0.894333333333333
AMHR2	-1.5825
PROCR	-0.26975
MYBBP1A	-0.69475
C20orf39	1.61416666666667
ZNF697	-0.356375
PASK	-0.6797
ZNF776	-0.167833333333333
RFXDC2	-0.855125
KIAA0467	-0.35025
C10orf96	-1.30066666666667
ZNF503	0.17875
GULP1	-0.94125
KCNE4	1.221
DKFZp434K191	-1.715
LOC196913	0.666
BHLHB4	0.5725
CH25H	1.24925
LOC81691	0.149333333333333
ALPL	0.265214285714286
COL12A1	3.467125
FOLR3	-2.2415
GPR123	0.263625
TRIM62	0.396785714285714
ABLIM1	1.375
MAST3	0.13875
RHBDD1	0.182833333333333
LOC338809	-1.622
RYBP	0.24875
TTC26	0.8585
ZNF22	0.692333333333333
ISCA2	-0.4865
RDM1	-2.7125
PIGM	0.738
GNB3	-0.6245
ACTR2	0.5248
HMGB1	1.1629
EDG1	4.0955
SOAT2	-1.454
OR10AD1	0.0065
RAP1GDS1	0.464166666666667
LCE1F	1.028
ESM1	0.667125
RCN3	2.4415
CREBL1	-0.41725
DBNL	0.00349999999999998
PTGER3	2.925125
USP30	0.0391666666666667
BCL2L12	-0.9705
KIF26B	2.15675
ZNF416	-0.16975
ZNF225	0.109
C17orf70	0.13825
ZNF554	0.3645
RAE1	-0.670166666666667
TNIK	0.795833333333333
ACTN3	0.5725
MGC45922	-0.0865
CCNA1	-0.939333333333333
RYK	0.288666666666667
IL26	0.6925
LRP3	0.3165
QARS	-0.086
SOX7	1.71914285714286
BID	-0.08475
OR2S2	-0.771
CXCL14	4.19075
C11orf47	-0.6475
MGC29891	-0.0296666666666666
HSPB8	1.3178
PRDM14	-1.7435
NUFIP2	-0.42325
MNAT1	-0.392375
ZDHHC2	-0.7495
MBNL2	-0.44475
ADD3	0.82425
CSNK2A1P	-0.63875
KLK6	-2.25166666666667
TMEM111	0.0814
KIAA1279	0.86825
NUBP2	0.660833333333333
RAB42	-0.03525
ID3	-0.2293
TM9SF1	-0.1745
MDP-1	-0.45725
POU4F2	0.63175
IQCK	1.75875
C16orf14	-0.07225
CAPN3	-1.601875
FAM43B	0.11275
RECQL	-0.46575
AP1G1	-0.0721428571428571
CTNNBL1	-0.0796666666666667
ECHDC1	-0.790666666666667
SMARCC1	0.3301
FOXQ1	-2.118875
GNAI3	0.397833333333333
POLG2	-1.955
CD4	1.24275
ITLN1	0.11525
EBI2	4.3355
IRF1	0.64075
PTPRE	1.4211
PTK2B	-0.47525
NXNL2	-0.521
SOX4	1.61077777777778
TSPAN3	0.409333333333333
SH2D1A	-1.67583333333333
C8orf58	-0.732166666666667
USP20	-0.53525
DUSP22	-0.0865833333333333
CALB1	-1.64616666666667
L3MBTL2	0.362083333333333
MCRS1	-0.62375
TMEM118	-1.30133333333333
C18orf8	0.437333333333333
FLJ10241	-0.221
GJA12	1.561
PKD1	-0.107166666666667
ZFP3	-0.0555
JAM3	-0.171
LAPTM4A	1.2179
DIRC2	0.46
KIAA2022	2.33733333333333
MYOM1	1.02083333333333
TRPM8	-1.69016666666667
MOP-1	0.45725
PHKG2	-0.08275
ZNF650	0.05875
KIAA1522	1.18025
PSG8	-1.1205
DDX19B	-0.2815
MOBKL1B	0.266
DIAPH2	0.252916666666667
PTPN12	0.77725
CLN8	-0.6557
CRYZL1	0.130666666666667
CRY2	0.90575
FCGR2B	4.25833333333333
PNPLA4	0.688625
ZNF454	-0.029
DKFZp434B1231	0.2695
CLDN11	0.5294
RFWD2	0.776833333333333
CIB2	-0.640833333333333
MXRA8	3.435375
HRK	-1.32975
MAML2	-0.001
C4orf31	0.3615
C6orf192	-0.41325
COG6	-0.35975
FAM5B	-0.75475
