Hybridization REF	TCGA-BH-A0BG-01A-11R-A115-07
WNT6	1.9295
MYCBPAP	0.223
ATP2B2	-0.0602
CPVL	-1.0594
TRAM2	-0.318833333333333
NOP5/NOP58	0.146
ZNRF4	0.03925
TLK1	0.551875
MTMR12	1.1595
ZNF384	0.251166666666667
FAM9B	-3.04175
RPN1	0.0579
PMVK	0.565
EIF3D	0.3643
SIX2	-0.07975
HPS1	0.909785714285714
RNF7	-0.0485
PSKH2	0.59
KCTD13	-0.4135
CSMD3	-0.9697
FBF1	-0.2805
IL8	-5.43225
SERPINB13	0.154583333333333
FBXL20	-0.04125
BLR1	0.245
SH2B1	-0.027
RFNG	0.233875
RAB20	0.505
RBM7	-0.65875
POLR1A	-0.1105
TMPRSS4	-3.19875
TAF9	-1.283125
TERF2	0.415333333333333
TNFRSF1A	0.64975
ACADVL	-0.539833333333333
GTF2H5	-0.37175
EDG8	-0.8785
C9orf140	-1.220875
UST6	0.261
ZBTB8OS	-0.88
ZNF710	0.9635
GPR174	-0.448
ATP6V0A2	-0.13325
KIAA0319L	0.2455
XKRX	1.6175
DOPEY2	0.8847
SDHD	-0.620416666666667
SUMF1	0.9405
OSM	3.2565
OPN3	-1.1045
DAGLB	-1.10333333333333
PPFIBP1	0.7358
TRIM63	-3.489
C10orf53	-0.697
LYPD3	0.354333333333333
BCL7A	0.31525
AGER	-1.43116666666667
TCF19	-0.80275
SAT2	0.049
PFTK1	0.744166666666667
GABRE	-2.488625
C15orf38	1.2601
FIS1	0.3515
KCNV2	-0.206
CLPS	0.57975
PPCDC	-0.489875
FOXN2	1.71033333333333
NT5E	-1.1076
CD83	1.6635
IL18	1.422375
VPS16	-0.6155
IGFBP2	-1.68
NOTCH2	1.198
SIGLEC1	3.041
CD93	4.647
SULF2	-0.703
CEP164	-0.277
P53AIP1	0.106833333333333
TOR2A	-0.486833333333333
ZNF136	-0.507
MGP	3.4866
CCDC144A	2.01283333333333
TRPC1	-0.751666666666667
SMS	0.213833333333333
MAPK7	-0.283333333333333
RRAGC	1.05325
PARD6A	-0.264
NUB1	0.879333333333333
SYNGR4	0.44175
OR11H12	0.572
WIF1	5.03425
GCH1	0.6
OR11H4	0.3985
SLC44A5	0.4755
GPRIN2	3.8725
LOC401431	-0.794
CPA4	-2.8608
MELK	-1.09466666666667
IL15RA	1.98925
CUL3	0.785
HMBOX1	-1.71825
PODXL	-1.8155
CCT6B	-0.773833333333333
COMTD1	-0.0375
MUC20	-0.757833333333333
GPX2	-3.404375
ITK	-0.09525
FBXL5	0.6615
C13orf27	-1.78925
DEFA5	0.53
TRHDE	-0.5065
MTP18	-0.3005
UQCRQ	-0.9136
ITGB2	2.42933333333333
CSRP2BP	-0.46075
TAS2R44	0.638
PHPT1	-0.28425
FAM44C	-0.622
ERH	-0.80775
MPHOSPH1	-0.934
MORC1	-0.8765
PARVB	-1.629
LAMA1	-2.33141666666667
PGBD3	0.047
GIMAP6	3.888
AREG	-3.83533333333333
LIPT1	0.257
MGC99813	-1.93925
C1orf201	0.82
GRIN2A	-0.3831
MAN2C1	-0.322
NSUN5	-0.71225
SF3B5	0.82075
MYC	0.2905625
NRXN1	-1.06208333333333
ZNF18	0.54925
SPDYA	-0.858
SLC37A1	0.54
DECR2	0.027
ANKRD38	2.930375
SPTLC3	-0.1425
SUPT16H	-0.6195
DTWD2	0.43075
ULBP1	-1.054
ZADH1	-0.5215
OIP5	-2.259
IL10RB	0.2555
OTUB2	-0.436125
VWA3A	-0.276333333333333
SPIC	1.008
OR6C4	-0.022
PSCD4	1.57166666666667
DPY19L2P2	-1.304
TRAPPC6A	0.374
C21orf2	-0.316166666666667
CEMP1	-0.10825
LIN7B	-0.36
E2F7	-1.36233333333333
VCP	0.46125
LAMA3	1.52891666666667
BGN	1.5285
GPR160	-1.4615
COCH	-2.396
GPR81	-0.986166666666667
APOBEC3F	-0.34325
tcag7.1017	-0.77375
C1orf32	0.357
SCGB1D2	4.3875
FLJ43987	-0.6215
C6orf170	1.536
KLK9	0.571
GPD1L	-1.51775
VPS37B	0.93225
ATG3	-0.2995
ADAMTS17	-0.1835
KLHDC2	-1.17433333333333
NDUFV2	0.68
BLK	-0.6675
MATN4	1.665
GPM6A	1.492875
GBP4	4.63383333333333
TMEM162	0.396666666666667
PKP2	1.885
HRASLS	0.842555555555556
MMP1	1.1755
SFXN3	-0.0023
FSD1	-1.604
ST6GALNAC3	-2.05766666666667
CA12	-2.774
NCOA6	0.4925
C19orf58	-0.6756
PPP4R1	1.32516666666667
MAN1A2	1.96116666666667
IKBKAP	-1.88075
UPF1	-0.345666666666667
KIAA1219	0.0615
WNT16	0.9955
SNW1	-0.477875
IL18RAP	4.05375
RPP30	-0.588875
CDC40	0.8555
SETD3	0.267666666666667
SLAMF6	1.22475
ELK4	0.805
TRIM47	2.05933333333333
ACOX3	0.817125
TRIM6	0.820875
KIAA0372	-0.179166666666667
TP53AP1	0.30775
SMURF2	1.16925
ADAD1	0.3165
EBP	-1.1157
KRTAP13-2	0.525
FLJ36874	-0.393333333333333
TOR1A	-1.00666666666667
P2RY4	0.891
GPBP1	-0.50375
TRPV1	-0.986375
ADAMTS12	-0.423833333333333
PES1	0.3609
ATG4A	0.3225
MAGEA10	0.79125
WFS1	0.17625
CC2D1B	-0.234166666666667
PABPN1	-0.285375
SLC25A30	0.74975
SLCO1C1	-0.404166666666667
SLC22A5	-0.34375
KIF23	-2.28116666666667
SYN2	-0.0713333333333333
ASPN	7.19116666666667
CENTG2	1.075
QSOX2	-1.7747
FLJ10815	0.699
STK24	0.2955625
SPEG	0.9004
STK10	0.0933333333333333
DACT2	-1.8875
AAAS	-1.1265
SSX3	0.24125
ABCD3	-0.7086
C4orf12	0.29125
PARVG	1.26383333333333
FIG4	0.809
C9orf46	1.0225
TMCO6	-0.606
IGHMBP2	-0.933
DUS2L	-0.121833333333333
FAM3C	-0.0495
TMEM16D	-0.99375
DCTN4	-0.305
KCNH3	0.014
EIF2AK2	2.04275
AP1S3	1.193
CST4	2.837
PAM	1.6789375
NUTF2	0.15525
CITED2	0.8356
SLC39A4	0.21425
C2orf52	-1.233
GRM3	-0.17425
C12orf49	1.536375
CCDC49	0.096
GRAMD1B	-1.172125
FNDC4	0.3545
SIAH2	-0.844875
GDPD4	0.35675
C21orf87	0.433875
ATP5A1	-0.969166666666667
C16orf63	-0.6215
LOC388135	-0.860166666666667
ATP5J2	-0.67675
MMP3	-0.14825
EMID2	-0.6475
CRHR1	0.20525
WDR70	-0.5475
C13orf31	2.098
ZFAND1	0.42275
CCL18	4.21666666666667
C3orf49	-0.8
RINT1	-0.9285
KIAA0408	-2.05866666666667
F13A1	4.1641
SLC10A1	0.132333333333333
OGN	-1.2305
GIPC2	-0.0208333333333333
XPO6	-0.385833333333333
LCE1A	1.121
FMR1	1.612
LOC374920	0.46275
DUSP3	-0.136625
ANKMY1	-0.113
C7orf50	-0.9295
BBS9	-0.2093
UNC119B	-0.37675
C9orf72	0.83375
MGC35440	-0.20275
ENTPD6	0.056875
PPP1R2P9	0.441
ERCC4	-0.01425
FAHD2B	0.1775
HMHA1	-0.032
HACL1	-0.90525
RAD23A	0.249333333333333
FAM83B	0.7805
PPP5C	-0.426166666666667
RNASEH2C	-0.706625
C9orf153	-0.271
SCAMP4	0.266375
GHITM	-0.0505
NDUFB7	-0.38025
ADCYAP1	-0.222166666666667
SP110	2.181
MAP3K7IP2	0.58425
DHH	-0.49
AGRN	1.29735714285714
WDR33	0.303666666666667
CEP290	1.16333333333333
PRPS1L1	-2.03116666666667
KLRA1	-0.645
GPR97	0.284
CHD7	0.102
TLR10	2.8105
SLC30A8	-1.21
HIC1	0.927166666666667
IAPP	0.03
RXFP4	0.536
GP1BB	1.36725
SHQ1	-0.371
NKX2-3	0.310833333333333
API5	0.1315
FTHP1	0.331
MOV10L1	0.750333333333333
TRIM6-TRIM34	3.0455
ADHFE1	0.21575
FAM117A	-0.44875
DDI1	0.4115
CDON	-0.217
TRIM73	-1.105
IGKC	4.078
MMP14	-0.0986666666666667
DYNC1LI1	-0.57475
C11orf66	-0.20725
TRBV3-1	-0.36325
FASTKD5	-0.5935
BIVM	0.6955
LHX4	-0.2115
CXCL2	-1.7015
RAB2B	-0.2985
IZUMO1	-1.05425
MAP3K15	-2.195375
FAM19A2	0.371333333333333
ZC3H8	-0.354666666666667
ZMAT1	0.738375
SPINK5L3	-3.582
SLC10A6	0.14
APPL2	-0.248375
CARD10	-0.821666666666667
LOC402176	-0.14825
EEF1D	0.9294
RAB6A	0.7444
C12orf5	0.149
PAPOLG	0.76825
MSRB2	0.646
BCR	0.773111111111111
PUS3	-0.08325
TIAM2	1.9665
ZNF317	-0.309666666666667
CHD2	0.108857142857143
FZD5	0.0428181818181818
NUDT8	-0.91975
ZNF763	-1.023
PRC1	-1.01477777777778
ABCB9	-0.193
SPATA3	0.56725
TRAK2	0.571125
STAB1	2.543375
LRRTM2	-0.374333333333333
psiTPTE22	1.466
DBI	1.32775
SERPINA11	-3.0655
NAT5	0.1165
C20orf58	-2.18825
RPS6KA4	1.01916666666667
FLJ90650	-0.8615
TGFBRAP1	0.9435
CHRDL2	3.967625
FAHD2A	-0.171
CNTN1	-0.022
BBS4	-0.6387
TMEM181	-0.7515
MINPP1	-0.80875
MPHOSPH6	-0.64025
HOXC10	-1.9733
ITPKB	0.59
CLPTM1L	-0.490625
MEOX2	1.13183333333333
ATP6V0C	-0.07625
PRPF8	-0.215833333333333
TMC5	-0.6365
FKBP3	-1.1205
PLEKHB2	-0.047625
OR4D6	0.5425
ZNF544	-0.2854
D2HGDH	-0.775875
RPL18A	-0.0307
HEL308	-0.04575
MPP6	-2.14625
TCERG1	-1.3325
KRT16	2.60016666666667
KLF17	-1.551
KLF5	2.65825
CDR1	3.34275
VCX3A	-3.745
FBLN2	1.236875
C14orf104	-0.41025
HBE1	-3.9233
OR4S2	2.3275
C1orf108	-0.0643333333333333
ROBO4	2.973
CPEB4	-0.175125
C11orf80	0.0656666666666667
BCKDHA	0.873333333333333
MYOC	0.93
GIF	0.441
CKMT1A	-1.9535
RPL3	0.5127
THBS1	1.887125
APOO	-0.58575
ARMCX1	1.39525
HSZFP36	-0.5345
SNAPC5	-0.3815
EIF4ENIF1	0.69575
ZNF433	-2.5835
TNFRSF21	-0.471625
TMPRSS7	0.031
SPATA18	-0.4474
HPDL	-0.3345
MKL2	0.6716
TBX3	-0.157307692307692
C21orf93	0.549333333333333
DAXX	0.4
ELMO1	0.505
RGS13	1.6755
TAF11	-0.44125
UNC13A	-2.461375
LOC653314	-0.1726
ORC3L	-0.06
IMAA	-2.2785
TARBP2	-0.99375
CABIN1	-0.1713
TRIOBP	0.030875
HIST1H2AC	1.1375
RGS22	-3.52333333333333
NCOA1	1.804
IL25	0.0285
SNCG	0.59
GPR6	0.486
AMDHD1	-2.86533333333333
CHEK2	-0.910625
C6orf142	1.61575
DRD4	1.2205
C14orf68	-1.598
GDF11	-2.397
SEMG2	0.2645
CD247	0.61
CDAN1	-1.183
RBMX2	0.249
TGS1	-0.0675
OIT3	0.28575
SYF2	0.28
MCM4	-1.087125
PKHD1L1	0.9535
CEP192	0.968666666666667
IFT88	0.73975
RPL9	0.0407142857142857
RAB32	0.1085
DDX43	2.5495
P2RX2	0.112666666666667
OR5D18	0.4155
UBE1	-0.0670833333333333
SLC24A1	-0.337875
ARHGAP5	1.09925
CETP	-0.343
KIAA1731	-0.666833333333333
SLC9A4	0.4355
PTPN6	1.45025
BAHD1	0.22
GRIK3	0.178
CACNB2	-0.4199
PDE10A	-1.191
DGCR14	0.04275
PCDHB9	0.771
RHOQ	1.63866666666667
MAP3K4	-0.726
KTI12	-0.528833333333333
RPL23AP13	-1.608
GNG11	-1.3025
CLCN3	1.06883333333333
GPAM	-0.9385
VSTM2A	0.237
SLAMF7	3.29833333333333
INTS2	-0.965
PPP2CA	-0.7243
LRP12	1.38826666666667
SEC14L2	0.685
DKFZP586H2123	1.0815
MC3R	-0.2815
CIRH1A	-0.6125
HIST1H2AB	0.731
POLH	0.00650000000000002
MGC16703	-2.28883333333333
SNAPC2	-0.5275
FILIP1L	0.375
RASGRP4	0.213
LRRC1	1.578
GAS1	1.63875
PRAC	-1.1395
DGKA	0.347833333333333
NT5C3	-0.61775
PEG3	-3.99608333333333
NADK	-0.5595
PRR17	0.4785
LOC374569	-0.77625
SGSH	0.579833333333333
NLRP8	0.2565
GALT	0.3015
MCF2	1.182
ZNF263	0.32525
TACSTD1	2.308
TYR	-5.8164
ATP6AP2	0.46575
RNUXA	-0.331
ABHD10	-0.162
GDPD2	-1.31075
SLC35C1	-0.37825
UBE2A	0.407125
HERC5	1.15083333333333
FAM112B	-3.55783333333333
FBXL16	-1.32625
DKFZP434A0131	-0.1565
ELA3A	-2.113
RBM41	-0.847
HAO2	-0.03725
RNH1	0.573875
SHANK2	1.42166666666667
OSBP2	-1.110625
DAK	-0.403333333333333
C3orf58	2.72083333333333
TCL1B	-1.1845
KBTBD2	-0.6985
SUGT1L1	0.402
UBE2E2	0.513333333333333
MYL9	3.024125
CDC23	-1.1335
PBXIP1	1.4003
CXorf40B	0.148
NBL1	0.588
RTBDN	0.3155
RAB11FIP5	0.251
TTTY13	-0.2435
SCOTIN	-0.321583333333333
SOHLH1	-0.827833333333333
CDKN1A	-0.744714285714286
NCK1	1.56
ZNF550	-0.087
SAPS3	0.35875
SPIN3	0.416333333333333
MAGEE2	0.98975
MIS12	-0.673833333333333
OR8H2	0.4485
KIAA0774	-1.41483333333333
UNC5D	-2.1835
CUL7	0.116666666666667
LIPC	-2.85783333333333
DIO1	-3.4245
C20orf11	-0.5191
CTRL	-0.24925
HS3ST2	-0.5475
PAK4	0.5135
CCRL1	2.80325
RNF10	0.233375
ZNF567	0.526
ZNF660	-0.7935
TCEAL3	0.45
MAGOH	0.259833333333333
CENPB	0.117666666666667
C19orf7	0.56
LOC388965	-0.395
ZCCHC13	0.687
JMJD1A	-0.6651
HIST1H4H	-0.04
TBRG1	-1.1031
GPC3	-4.558
TAF1C	-0.185
EBNA1BP2	-0.9085
CIAPIN1	-0.155
PDGFRA	-0.711777777777778
CSTB	-0.313125
CENPI	-1.64816666666667
GTF2E2	-0.683666666666667
RPP21	-0.203
CCNF	-1.057
KCNQ3	1.753
FAM79A	1.36875
SLC22A12	0.427
NOVA1	-1.61966666666667
FZD3	0.0069
AKAP8	-0.8565
SOCS5	2.1915
CFDP1	-0.6955
DLG5	0.285
PGM5	0.0641666666666667
C1orf144	0.206166666666667
HDAC10	-1.107
RND2	-0.297
C20orf199	-1.04
RNMT	0.754
SLURP1	0.43675
ASTN1	-0.868
SH3BGR	1.9035
MYCL1	-0.002
ZHX1	1.9615
CENPK	-3.307
FOSB	0.4767
LOC643406	0.137625
C2orf59	-0.614375
TMEM135	-0.05625
SLC27A2	-2.90675
KRT33A	2.132
OVOL1	0.258875
PAMCI	-1.00433333333333
S100A7	-2.235
ZNF789	-1.7935
HARS2	-0.3675
RPL23A	-0.361166666666667
TCF23	0.24875
UPF3B	-0.31775
C17orf78	0.233
HLA-DOB	2.459
C14orf142	-0.0638333333333333
TEKT5	0.441
DMWD	0.427
POLD1	-0.836
GSCL	0.134
CALD1	0.8493
SCRT1	0.482
AIG1	0.87075
UNC84B	1.037
ZNF404	-0.44
TMED6	-3.475
KIAA1462	0.1655
LRRC27	0.879166666666667
PYGO1	0.58
PIGU	-0.877166666666667
ALAS2	-3.47183333333333
WRNIP1	0.602
CNNM3	0.7725
ZNF2	0.648
ST3GAL5	-0.95725
MRPL23	0.63025
TSSK6	0.24325
PSMA6	-0.882
C16orf70	-0.5015
KIAA1602	-0.15375
ALMS1	0.0898333333333333
DCN	1.3215
TMEM132D	-1.475
SUCLG2	-0.3475
ABHD14A	-0.66475
DEXI	0.0806666666666667
AMPD2	-0.650833333333333
IFNAR2	1.09
CYB5A	-0.227
TLOC1	0.49115
NXF5	2.79666666666667
NRBF2	0.0645
KCTD3	0.4245
ITGAE	-0.408833333333333
SLC30A3	-1.71116666666667
ZRF1	-0.6815
IFRD2	-0.79475
XAB1	0.22725
PYCR2	0.1085
SERPINB3	-4.4465
TMLHE	0.1536
GEFT	-1.74275
ABCA5	0.00937499999999999
EMR4	0.179
TSFM	-0.5355
HIST3H2BB	0.08225
ARHGEF19	0.805
TSPAN17	0.110833333333333
ABCC8	-1.74425
MAP1S	-0.219666666666667
C22orf36	-0.199
BNC2	-1.208
HIST1H4A	-0.606
NDUFS3	-1.09533333333333
WDR3	0.603
XKR4	-0.66125
TTC33	0.153214285714286
STMN2	2.85575
CPN2	-0.596166666666667
HSPC105	1.591875
PCOLCE2	0.93525
C3orf55	3.36
KLHDC9	0.331666666666667
TBC1D23	1.132875
ATXN2L	-0.755416666666667
MAP2K3	0.40875
SCAP	-0.29375
ZNF486	-1.02783333333333
C20orf96	-0.22475
NARS	-0.823
ADAMTSL1	-1.2495
PRCC	0.4575
CCDC126	0.683416666666667
ZNF675	-1.314
CALCOCO1	0.39
ANKRD43	-0.5375
CWF19L2	-0.271666666666667
ZBTB32	2.5235
BRAF	0.022
ODF4	0.12825
MGC14376	0.580666666666667
HORMAD1	5.721
AAK1	0.192833333333333
PEBP1	0.546416666666667
TNFSF5IP1	1.10233333333333
DKFZp564N2472	0.356
RMND1	-0.87025
IGKV1-5	4.19075
COL1A2	2.16091666666667
SERPINA5	-3.94075
AANAT	0.2965
C19orf21	-2.1675
GEMIN5	-0.40525
UBR4	-0.025
LTBP3	1.00116666666667
AMHR2	-2.1815
PROCR	1.62875
MYBBP1A	-0.2515
C20orf39	0.4005
ZNF697	-0.5335
PASK	-0.7394
ZNF776	0.835
RFXDC2	-0.26575
KIAA0467	0.058
C10orf96	-2.6195
ZNF503	-1.54525
GULP1	-0.66675
KCNE4	-0.0711666666666667
DKFZp434K191	-1.558
LOC196913	-0.049
BHLHB4	1.3805
CH25H	0.042
LOC81691	-1.73966666666667
ALPL	1.30214285714286
COL12A1	1.3275
FOLR3	-1.7965
GPR123	-0.068375
TRIM62	-0.365357142857143
ABLIM1	0.887833333333333
MAST3	-0.93475
RHBDD1	0.253833333333333
LOC338809	0.4475
RYBP	0.27475
TTC26	-1.47525
ZNF22	1.79733333333333
ISCA2	-0.8825
RDM1	-2.77675
PIGM	1.43575
GNB3	-1.386
ACTR2	0.969
HMGB1	0.67005
EDG1	2.22716666666667
SOAT2	-3.36025
OR10AD1	0.2575
RAP1GDS1	-0.0055
LCE1F	0.4915
ESM1	-1.308875
RCN3	1.99
CREBL1	-0.4155
DBNL	-0.361333333333333
PTGER3	0.872125
USP30	0.0415
BCL2L12	-0.5225
KIF26B	3.17625
ZNF416	0.53025
ZNF225	0.4725
C17orf70	0.0805
ZNF554	0.04825
RAE1	-1.23583333333333
TNIK	-0.657
ACTN3	1.2335
MGC45922	1.378
CCNA1	0.855166666666667
RYK	1.13383333333333
IL26	0.0455
LRP3	0.8865
QARS	-0.21475
SOX7	0.537285714285714
BID	-0.381375
OR2S2	0.063
CXCL14	3.059
C11orf47	-1.103
MGC29891	0.547333333333333
HSPB8	-0.4102
PRDM14	-1.973
NUFIP2	0.7125
MNAT1	-0.95575
ZDHHC2	1.01841666666667
MBNL2	0.99875
ADD3	0.877375
CSNK2A1P	-0.405
KLK6	-1.334
TMEM111	-0.9822
KIAA1279	0.25175
NUBP2	-0.0961666666666667
RAB42	0.91425
ID3	-1.0076
TM9SF1	-0.7145
MDP-1	-0.96875
POU4F2	-0.2095
IQCK	1.37175
C16orf14	-0.50675
CAPN3	-1.462
FAM43B	-0.53
RECQL	-0.18275
AP1G1	0.101142857142857
CTNNBL1	-0.349166666666667
ECHDC1	0.5685
SMARCC1	-0.148
FOXQ1	0.11225
GNAI3	-0.189333333333333
POLG2	-1.55075
CD4	1.760375
ITLN1	-1.1395
EBI2	4.286
IRF1	2.2135
PTPRE	2.1355
PTK2B	0.12925
NXNL2	-1.6955
SOX4	1.2705
TSPAN3	0.0593333333333333
SH2D1A	-0.949833333333333
C8orf58	-0.633
USP20	-1.18575
DUSP22	0.376166666666667
CALB1	-2.8525
L3MBTL2	1.41683333333333
MCRS1	-0.7135
TMEM118	0.347
C18orf8	1.44833333333333
FLJ10241	-0.1415
GJA12	0.32175
PKD1	-0.433666666666667
ZFP3	0.8665
JAM3	-1.891875
LAPTM4A	1.0838
DIRC2	-0.4175
KIAA2022	0.0175
MYOM1	1.2515
TRPM8	1.598
MOP-1	1.6955
PHKG2	-0.263375
ZNF650	0.734125
KIAA1522	1.055375
PSG8	-1.99816666666667
DDX19B	-0.0185
MOBKL1B	0.22625
DIAPH2	0.578833333333333
PTPN12	0.86825
CLN8	-0.8966
CRYZL1	-0.868333333333333
CRY2	0.00125
FCGR2B	3.95833333333333
PNPLA4	0.63925
ZNF454	2.1975
DKFZp434B1231	-0.15875
CLDN11	0.3703
RFWD2	1.06983333333333
CIB2	1.83516666666667
MXRA8	2.118125
HRK	1.471
MAML2	1.91275
C4orf31	-2.0665
C6orf192	0.29375
COG6	1.527875
FAM5B	-0.8245
NFATC1	1.3247
SEPT10	0.93775
SCYL1	0.0283
RPP40	-0.53875
SCOC	0.415
KIAA1450	-0.09675
CTDSPL2	-0.71825
TBX5	1.987
NAPG	1.037625
RHD	-4.725
C14orf45	0.451
ZBTB22	0.979
PLCG1	-1.594
ANKRD10	-1.028
AQP7P2	1.559
TAGLN2	0.2965
HTR2C	-2.026
SLC16A7	-0.19
C17orf83	0.246333333333333
TSGA14	-1.82366666666667
MDH1	-0.3175
PPP3R2	0.00883333333333333
DCBLD2	-0.744142857142857
RBM33	-0.716125
DPH3	-1.97825
SYT10	-1.5445
FMO4	1.89975
THYN1	-0.98025
DRD5	-2.3865
OTOR	0.0607142857142857
PGRMC2	0.00889999999999999
KATNAL1	0.916375
PAQR6	-0.56725
UBE2I	-0.31975
C14orf28	0.08475
C8orf70	1.12625
FLYWCH1	-0.417
ANGPTL3	-1.49575
GLRX2	0.450333333333333
ATP11A	-0.750571428571429
ARL5B	1.038625
MUC16	1.86625
SLC25A5	-0.721928571428571
ACRC	-1.40025
MYO1C	0.546625
FAM89B	1.64833333333333
FAS	1.90775
KIFAP3	1.7995
GLRA2	0.417
BTN3A2	1.0567
CNKSR3	1.41775
CSTF3	-0.381666666666667
ARPM1	1.49125
KIAA1530	-0.5255
C9orf150	-0.0065
PRKCI	0.3755
tcag7.1015	-0.78525
SOD3	1.2445
ZNF574	0.53875
CYP21A2	-0.11575
RPL12	-0.18825
COMMD2	0.39925
WIZ	-0.5545
LOC344405	-0.058
ALDH4A1	-1.20270588235294
CRYAB	3.82675
COPA	0.669966666666667
PCDHGA7	0.976333333333333
KIF11	-0.84475
RASD2	1.965875
SLC26A3	-0.596
ZNF175	-1.3835
JAKMIP2	-2.094125
C8orf4	-0.251833333333333
PTHLH	0.159
SLC40A1	1.04291666666667
OR7D4	0.611666666666667
PCDHB17	2.581
CD36	2.92507142857143
C6orf203	0.4221
PRKG2	0.414
LOC400566	-1.72375
ANAPC13	0.0295
SLCO3A1	-0.1805
ZNF692	-1.318
FANCL	-0.179
SH3GLB1	0.6245
C12orf61	-0.16
KBTBD6	1.6355
SUPT5H	0.449
XRCC6	0.000200000000000011
HUS1B	-0.3064
FAM133B	0.073
LOC728276	-0.413
KCTD18	1.45525
SOS2	0.4195
CCDC99	-1.71375
C1QTNF5	3.1085
NNAT	1.14683333333333
USP16	-0.176
LARS	-0.234625
ZBTB2	0.22175
ABO	0.3955
TRAF3	1.192
GALNT5	-3.0265
NAP5	1.6295
ALG14	-0.07
KIAA0515	-0.053
WDR75	-0.3785
TEX261	-0.118833333333333
LY86	0.96175
LOC389072	0.221
FLJ13611	-0.61275
MRGPRX2	0.3875
SNRPA	-0.62875
OR2G2	0.113
GPRASP2	0.54425
C7orf42	0.6052
C9orf163	-0.4705
CYP11B2	1.091
FCRL3	2.63333333333333
PRDX1	-0.30775
FGB	-6.6875
COX17	-0.862166666666667
C16orf33	-0.759
PIWIL1	-0.395833333333333
FOLR1	-1.18283333333333
KIAA0082	-0.5355
FREQ	-1.16833333333333
TMCC2	1.07533333333333
TCF12	0.40825
ZNF721	0.2975
FAM130A2	0.8755
POU4F1	-1.7765
SNRPF	-1.211625
SGIP1	2.44933333333333
ZNF641	1.169
EMG1	-0.07075
PRRG4	1.951
HIRA	-0.9435
MYNN	0.0913333333333334
AEBP2	0.536833333333333
TBXA2R	-0.392333333333333
ISL2	-1.89016666666667
PCDHB11	1.1075
RNF144A	-0.371
MARCH5	0.399375
DULLARD	0.0965
DCLRE1B	-0.532166666666667
ITGA8	0.10625
TP73	-0.50075
PRKCD	0.792
NDUFB4	-0.4375
ATP13A4	0.432625
ANTXR2	0.426666666666667
COL4A3	0.204333333333333
MYO10	-1.1033
SLC6A18	0.35925
PEX1	-0.33375
TMEM74	2.08333333333333
RBM19	-0.1705
TAPBP	1.7464
RUNX1	0.043375
MID1	1.65616666666667
GPR64	1.35866666666667
RASEF	3.1505
GABRG1	0.140625
MYO16	-0.7385
DBF4	-1.67583333333333
TSHZ2	3.108
RIPK2	1.57
PPTC7	0.672333333333333
KIF4B	-0.811
LRRC31	-0.281125
ZNF540	0.8535
EFNB3	-0.527166666666667
LOH12CR1	0.114875
STON2	-0.983
GLP1R	0.19525
CSTF2T	-0.252
IREB2	-0.848
GRSF1	0.281
PDCD7	-0.561833333333333
LRRC43	0.1685
CNR1	0.124166666666667
IL1F7	-0.708
C12orf64	-0.4425
FAM69B	-0.59225
NR2E1	-1.94333333333333
MS4A6A	2.7438
FTL	-0.6334
C7orf36	-1.1135
PCLO	1.7939
DYRK2	1.35775
ARIH2	-0.740875
SAMD7	0.909
SCNN1D	-1.1785
SLC32A1	-0.24825
C22orf25	-0.211166666666667
MRPS18A	0.1531
GPR112	0.486
EARS2	-0.16175
ERN2	1.271
ATPBD3	0.323666666666667
PRH2	-0.2395
CDKN2D	-0.247333333333333
PGLYRP2	-1.062
TRIM40	0.35975
SEC14L3	-0.3565
SLC22A1	-0.3475
BTN2A3	0.24675
RASA4	0.6635
CCNL2	-1.40116666666667
MYBPC3	0.192
GJA4	2.97325
CDC42SE1	0.63525
TRPV2	-0.772
MYPN	-4.0063
SIM1	0.267
CDADC1	-0.28675
ZFHX4	1.31525
NIBP	1.564
ADAMTS19	-2.55925
ABTB2	0.40775
TSPYL2	-0.416875
EIF2S3	-0.2465
SOX30	0.80075
AP2A1	-0.072
DKFZP564O0523	0.553
LOC285398	-0.143
CDH18	-5.1605
CHL1	0.8845
GATS	-0.6402
TBC1D2B	0.275
OR1J1	-0.8165
GSN	1.3705
DPCR1	-0.044875
GARNL4	-0.2655
SMARCA5	-0.2825
PLEKHG3	0.587833333333333
ZBTB45	0.861
FRMD6	-0.903
PLS1	0.458666666666667
DGKZ	0.362166666666667
EFNA1	1.5655
WDR85	-1.04625
ANK2	-0.11325
PAGE4	-0.0673333333333333
SENP6	1.63733333333333
AKR7A2	-0.2755
FKBP10	-1.98875
VEGFC	-1.84916666666667
LARP1	0.2373125
SRBD1	-0.1445
ITGB6	1.43525
SLC1A2	-1.53192857142857
INVS	-0.785
MPO	0.412
MOBKL3	0.2625
CUTL2	-1.31
KLK2	-0.136
VIM	1.526
REG1B	0.467833333333333
PCDHGC4	0.6305
C3orf34	-0.763333333333333
SUMO3	-0.339166666666667
CST9L	-1.867
MLL4	0.279
SPR	1.0245
SAMD9L	2.5525
ABCE1	0.04175
SUPT3H	-0.690333333333333
ACTBL1	0.8875
ADAMTS4	0.853166666666667
SLIT3	2.305
RHEBL1	-1.36025
NPM2	-0.928
MAN1C1	-0.09425
KIAA1856	0.641666666666667
HSPA6	1.12425
LOC388152	0.6245
C10orf140	-2.482
