Hybridization REF	TCGA-A2-A0CV-01A-31R-A115-07
ZNF286A	-1.39
ENY2	-0.3245
IL1F6	0.191
PXDNL	0.64975
C20orf79	0.0385
TNFSF13B	3.19916666666667
DENND3	0.082375
JARID1D	-3.358
HIST1H2AK	0.536375
LOC93349	0.111
SSH1	-0.8956
ENSA	-0.047
LOC219854	0.5555
CKAP2	-2.0931
DKFZP564J102	0.792166666666667
MGC87315	0.201833333333333
HNRPAB	-0.876
AMH	-1.72
ZNF526	0.3765
BRUNOL5	-0.1816
CACNG3	0.0251666666666667
TRPM1	-1.8865
PPP2R1A	0.101625
COL2A1	-0.92025
DDN	-0.416666666666667
FLJ25770	1.528
HK2	-1.55014285714286
ELOVL6	-1.899125
MDK	-0.687
EPHX1	0.936
RASSF2	0.982125
DKFZP434B0335	0.31425
DLX3	-0.40075
PRTN3	-0.68975
AVPR1A	0.841
C21orf125	-1.295
TNFAIP8	0.064
GNB2L1	-0.026
CALCRL	3.5355
SCGB2A2	7.8705
UBXD7	0.204
ZNF674	-0.303
TMEM35	0.431125
BRSK2	0.44625
HECTD3	0.3125
TMEM188	-0.340666666666667
LGALS9	1.7415
SCARB2	0.416333333333333
USP34	-0.584083333333333
C17orf28	1.38575
ZDHHC23	-1.1405
AQP12B	0.0795
SLC16A3	-2.317875
APLP2	0.00337499999999998
ITIH2	-5.13425
MICAL3	-0.33775
TNNI3K	0.9043
HDAC2	-1.140375
PRR7	-0.1675
THBS2	0.067625
LOC751071	0.352166666666667
CA2	0.649166666666667
RANBP17	0.32475
RLN3	-0.016
CRYZ	-0.098
GBAS	-0.0608333333333333
TAS1R1	-0.2275
MPZL3	1.509
PCDH8	-1.7205
HSP90B1	-0.771916666666667
KCNK15	-0.405
TNIP2	-0.0488333333333333
GPR146	-0.2795
NOL6	-0.1775
SPC25	-5.32
STEAP2	3.83471428571429
VAMP3	-0.0805
TCIRG1	-0.22975
ZP4	0.2495
PARL	-0.031375
TRIM39	0.0886666666666667
KIAA1305	1.40275
CRNN	0.507666666666667
GRN	0.263
HSH2D	0.04
SCAMP1	0.7026875
KIAA1913	1.745
PTS	-0.28875
BANP	0.232357142857143
PRKACG	0.052
ADCY6	0.539666666666667
C16orf46	0.781
CYP51A1	-0.29725
DDC	-5.9395
ANPEP	-0.1245
PROM1	2.61016666666667
SIGLEC10	2.1485
COPG	0.6485
FAM26E	1.54325
TRIP4	0.95575
SNX3	0.0213333333333333
C1orf175	0.416
PPY2	0.24125
C14orf152	0.6855
FTSJ1	-0.744666666666667
DST	0.87315
LOC554235	-0.0375
GLRX5	-0.72175
C20orf12	1.7283
CAB39	0.151
MSH2	-2.01133333333333
PIP4K2C	0.037875
CYLD	0.83825
WTAP	0.25775
MGAT4A	1.79266666666667
TSC22D4	0.1007
CHRM2	-1.5085
PPYR1	0.3335
CCNH	-0.116833333333333
RRM1	-1.0845
ECAT8	-3.56575
LOC400120	-0.26625
GABRA4	0.047625
C14orf4	1.40083333333333
C1orf59	-0.45925
CTDSPL	1.11325
NHEDC2	-1.204
PDE11A	-0.0156875
KLHL29	0.38725
CD5	0.0349
TSPAN9	1.9365625
WDR67	-1.24075
THUMPD1	0.4383
C18orf17	-0.035
CLYBL	-0.1435
FLJ13231	-0.808875
CMBL	0.00887500000000002
LECT2	-0.85575
NKAPL	2.78516666666667
LOC654780	0.5185
OR4C6	0.0335
RAB30	0.5535
TSSK4	0.6785
TMEM163	0.932
OSBPL11	0.109083333333333
GNB5	-1.297
CCL21	1.64125
C1orf121	-0.434833333333333
FMO2	3.00483333333333
RPTN	0.7685
MSTN	0.3375
VCL	-0.271857142857143
FYTTD1	0.01525
C11orf1	0.499
CCDC88C	-0.27375
HFE	-0.470166666666667
MOGAT1	-0.747
FAM125B	0.624
IRGQ	0.247
RAVER2	-0.29975
AKAP5	-0.415
SSSCA1	-0.4045
C11orf63	2.017875
ACTG2	2.0238
PORCN	-0.3735
DTL	-3.80636363636364
TMEM151	0.49575
FAM122C	-0.37475
RSAD2	2.6403
BAT4	-0.483
KRTDAP	-1.3095
MYH8	0.523375
CRTC3	1.404
LRRFIP2	0.7729
INTS4	-0.697333333333333
TTN	-0.993333333333333
SLC26A5	1.1195
PLLP	0.27925
RGS6	0.335625
SRGAP3	0.451375
ZNF525	0.4695
NBR2	-0.253833333333333
C13orf1	-0.1642
ZNF137	0.4745
CEP27	-1.48825
BEST2	0.109
RNF121	-0.447
DMRTC2	0.24875
C8orf76	-0.08875
BCCIP	0.90675
MEST	-0.6945
HTRA2	-0.6045
ANGPTL2	0.84225
ILKAP	-0.453166666666667
ERAS	0.3775
HBS1L	-0.9755
CPA5	0.06
TMEM30A	0.231
CD300LF	2.6585
WISP3	3.1255
CRK	0.286357142857143
PDS5A	-0.6076
BRPF3	0.545166666666667
NEDD9	1.938375
SMPDL3B	-0.571
PSG6	-0.04075
PSMD13	-0.027
ETV5	-1.2806875
OR51A4	0.16
BTBD7	0.671
GSTO1	-0.963375
hCG_16001	0.3755
MAD2L1BP	-0.464666666666667
COX6A2	0.491
SCNN1A	2.15266666666667
LSM1	0.204666666666667
UGT2B11	-2.66075
IDUA	0.93575
PPP2R3C	-0.664833333333333
COX11	-0.950333333333333
PDZK1	-1.35075
ZNF443	1.09916666666667
MGC21874	0.907333333333333
ZNF323	1.0405
KRTAP10-10	0.164
CXCL6	0.85225
SLC34A2	3.2529
LOC284402	0.2955
NPTN	1.57625
UPP1	-1.718
SLC6A9	-0.4455
OR7G3	0.131
CISD1	-0.8895
ZNF545	-0.331833333333333
SYT14	-1.0655
NT5C3L	-0.754833333333333
ZNHIT3	-0.783833333333333
SNRPD3	-0.74775
KIAA0701	0.197125
UNC93B1	-0.277
GMNN	-2.28725
SPCS2	0.0388333333333333
LOC388524	0.2225
NAPRT1	-0.685125
PNLIPRP1	-0.00750000000000001
OR6V1	1.0485
PRKAB1	0.1945
EYA4	-3.7695
KIF20A	-4.04125
ALG10	-0.13375
ITPKC	1.24116666666667
LMX1B	1.18616666666667
RPUSD4	-0.666833333333333
C7orf34	-0.0443333333333333
DLGAP2	0.587142857142857
PFN1	-0.7532
MICALL2	-0.66025
ZNF654	0.4445
SS18L1	-1.046
SLC16A8	1.3415
MKI67IP	-0.718166666666667
ITGB3	-0.954125
TCEA3	2.63816666666667
CEP152	-1.9221875
CLIP1	1.000875
ZNF75	0.582875
ATP5C1	-0.553833333333333
NUDT5	-1.2215
PSCDBP	1.78975
UBP1	-0.66525
RBM27	0.2165
C13orf15	2.680375
ZNF282	0.104333333333333
ZNF222	-0.1195
COL10A1	5.10975
PRDM15	-1.2715
TTTY5	-0.2055
FAM9C	-0.777636363636364
C20orf67	0.53525
GNG13	-1.194
F12	-0.01925
C1orf41	-0.30325
CPXCR1	0.2765
GSK3A	0.1335
SUPT6H	-0.565666666666667
PI16	3.13166666666667
ELL2	-0.956333333333333
C9orf167	-1.4585
PVRL3	-1.5614
FLJ38596	0.386
ADAM20	-0.08075
GPR89A	0.124
GPR87	0.1945
ZNF30	-0.34075
SMR3B	5.4335
ZNF770	0.401125
TRPC4AP	-0.600666666666667
DKFZP686E2158	0.321
C2orf28	0.0575
FREM1	1.27166666666667
LAMA4	0.384833333333333
ADPRHL2	-0.091
EIF4G2	-0.0746666666666667
GUCA1A	-0.2655
CTNNA2	-0.733875
NUDT15	-1.29066666666667
CEPT1	-0.355833333333333
ZNFX1	1.0073
CCDC92	1.10325
TDRD1	0.8315
KCNK5	-1.32733333333333
ETNK1	-0.109916666666667
LTA	0.105
TTPA	-0.1055
B3GALNT2	-0.61875
SC65	-0.5895
PEX5L	-0.90875
EPS15L1	-0.2775
MGEA5	-0.363875
HIST1H3A	1.0345
ING1	-0.040625
BCAT1	-3.758125
ORC6L	-4.38718181818182
KLK11	-4.22633333333333
C19orf28	-1.406125
DNER	-3.657
MED22	-0.328142857142857
ETV6	1.373
CHAC2	-3.191
CD300E	0.306
CEBPB	0.614666666666667
ZNF398	-0.457
LRCH3	0.0455
HMGA1	-1.7395
CAPN7	0.573666666666667
MGC5566	-2.70625
CCL3	2.883875
NANOS1	-0.2035
ZFYVE19	0.26975
APITD1	-0.218833333333333
PARD3	1.045625
IRAK4	0.304333333333333
SERPINI2	0.4955
CEP170L	-0.13025
TTC9	2.138375
MYOM3	-0.6665
MLPH	0.68925
LOC222699	-0.632
NRG1	-0.0658333333333333
TBC1D9	4.59763636363636
TTK	-4.067
ZNF557	0.5847
DDX41	-0.831333333333333
FANK1	3.4675
UBE2D2	-0.092125
PSMB10	0.929375
MYH7B	0.5075
GABARAPL2	-0.220875
MARVELD2	1.69466666666667
DGCR2	0.219166666666667
UNC45A	0.396333333333333
C6orf72	-0.0375
ZNF683	4.5475
GIT2	0.211875
CASK	0.902166666666667
C14orf161	2.68383333333333
LRRC44	0.61325
TIFA	0.218625
UTP11L	-0.79125
C6orf65	-0.69025
FDPS	-0.87425
DUSP9	-2.0119
SLC17A8	0.401166666666667
OR51G1	0.3515
NANS	0.76975
OLFML1	1.4845
ATP10B	-1.50125
NPAS3	1.5025
PRKCA	-2.2811
GGA2	-0.3338125
LCE4A	0.371
SPANXN3	-0.4165
CCDC115	0.840125
SDCCAG3	-1.02925
GLIPR1L1	0.013
TTC1	-0.02675
C17orf76	0.43875
MAD2L2	-1.869
HIPK1	0.00569999999999999
LRRC3B	1.70833333333333
CLN3	-0.373272727272727
C17orf47	0.2145
FMN2	-1.17725
TUBB1	-1.65371428571429
WAPAL	0.0653333333333333
C3orf21	-1.006125
SCN5A	-0.2954
SMYD1	0.90675
BEX5	2.04375
ZNF192	0.2145
SEC22A	0.251666666666667
GRIA2	0.308285714285714
KIAA0825	-0.793
NUSAP1	-4.17036363636364
LANCL1	-0.509125
C15orf40	0.2423
ZNF645	0.388375
GPR61	0.0815
NLRP14	0.292
SNX21	-0.2292
C1QTNF8	0.0225
C17orf46	0.25025
IFNA8	0.168
SPRR1B	-1.796
FLRT1	-0.8825
SNX17	-0.532833333333333
ASB2	0.178333333333333
HBG1	-4.7145
RPRML	-1.83075
JOSD2	0.6765
PLSCR3	0.02625
SPOCD1	-1.699
RAB39	-1.3285
GHRH	1.16816666666667
ITIH5L	0.35425
C17orf37	0.3685
SMCR8	-0.05275
DPY19L2P3	-0.784
IL11RA	0.622
GDF3	-3.87183333333333
RPS6KB1	-1.33333333333333
DNAJC19	0.4385
TOP1	-0.53325
CRCT1	-0.0456250000000001
MPST	-0.13625
DPM2	0.559625
FAM38B	-1.14583333333333
SLC18A1	-2.13683333333333
FARP1	0.778833333333333
PAX7	0.2035
TUBD1	-1.53875
GNL3	-0.12375
BTG2	2.94746666666667
NDUFS6	-1.12775
C1orf79	-0.8115
ERAL1	-0.5905
ECHS1	-0.139
VPS4A	-0.5765
CYP11A1	-0.564875
ABCC6	-1.43828571428571
PBX4	-1.3135
MOSC1	-1.569
NCF4	0.58125
HYMAI	-0.273
NAGPA	-0.585875
OTOP2	0.286
ACOT12	-0.0045
MTHFD2L	-0.7935
LOC441376	2.831
C19orf34	-0.542
RAB1B	0.22725
ALDOAP2	-1.049
NTRK1	-1.48716666666667
ARTS-1	-0.1554
SLC6A11	-0.5955
NAP1L2	0.486
CNGB1	0.051
EPB41L4B	1.18158333333333
FAM134B	1.419875
HS3ST3A1	-2.975
CPXM2	5.131
SIRPB2	-0.1795
CHORDC1	-1.29783333333333
TRIB3	-0.386166666666667
SLC2A5	0.4885
C2orf49	-0.3715
DDX5	-0.31725
OR5L1	0.348
ANAPC4	-0.4145
ZSWIM1	0.307
LOC93622	-0.793875
KCNK3	-0.4812
RP11-35N6.1	-1.210875
ZFP161	0.464833333333333
AQP9	1.02375
SLC15A2	-1.07883333333333
MREG	-0.110166666666667
OR9I1	0.0375
PDLIM2	0.39225
ADAM7	0.389
GSTCD	-0.370833333333333
WDR21A	-0.359
SLC12A8	1.891
TMEM174	-0.05025
IGSF3	0.539666666666667
LRRN1	1.0225
LOC402117	-0.4045
SRPK1	-1.61683333333333
LY6K	-2.0094375
NFIA	3.3925
PTCD3	-1.405
LEP	0.281833333333333
PCDH21	-0.390833333333333
MAPKAPK2	0.691642857142857
NMNAT1	-0.406333333333333
LHFPL2	0.869875
C9orf43	1.6395
DIP2A	-0.430333333333333
ACTR8	0.245375
CCDC34	-0.305
PTPN22	-0.248
ITGA3	-0.781375
FAM129C	1.175
RABGGTA	0.177333333333333
UNC45B	0.80925
KIAA1033	0.237125
ZNF510	0.268
CYP2D6	-0.478666666666667
SLC26A10	-1.976
STX8	0.0825
LUZP1	-0.093375
WDR89	0.0603333333333333
EIF4G3	-0.246
C5AR1	0.951125
ZNF623	0.2005
A2M	1.34625
TGM7	0.034
GRPEL1	-1.16216666666667
LMNB2	-1.984
ROCK2	-0.0325
SNX16	2.11225
CCDC66	0.172
ANXA3	0.998
KIAA1609	-0.6885
EED	-0.96275
RNF32	1.49583333333333
HES1	0.8785
CLC	0.172
ISL1	-0.197833333333333
KIAA0528	0.05525
MANEA	-0.04525
C1orf61	-1.6155
hCG_2001000	0.54625
RAPGEF6	-0.3487
KIAA0020	-0.191166666666667
NEIL1	2.115
C16orf45	0.274375
RBM10	-0.412833333333333
C10orf125	-1.213
MRS2L	-1.128
DNAH17	-1.250375
C19orf10	-0.773
C1orf160	0.29125
SLFN12	0.50525
EXOC3	-0.0696666666666667
HIST3H3	0.409
NCOR2	0.133
TNFRSF9	0.03575
MFSD8	-0.2555
ALX1	-3.901
NOL1	-1.66075
PODN	3.138
TIAL1	-0.766
HIST1H1E	0.5925
NPY6R	0.53575
TM4SF4	-0.44475
CORO2A	1.264
ETNK2	0.893833333333333
APOE	0.6638
ANGPT4	0.115
HDGF2	-0.30575
G30	3.9585
ST8SIA4	0.00662500000000001
F2RL1	-0.034875
FAM19A4	-4.085
CCAR1	-0.43275
B3GNT7	0.259
OPHN1	-0.3432
DSCR6	-2.3825
C21orf13	1.66666666666667
GAS2L1	0.899833333333333
RFX3	0.958333333333333
COPS4	0.047375
BCHE	-2.90333333333333
BCL2	3.36825
HBZ	-2.88583333333333
ARL13B	0.875
MAPBPIP	1.1755
MYO15B	-0.216125
SPZ1	0.182
KIAA1324	3.28233333333333
PLCL2	0.0345
C4orf29	-1.0835
WDFY2	-0.83475
ZNF284	-0.5525
NAALADL1	1.029
DUSP5	1.26583333333333
PXDN	-0.2345
SLMO1	-0.6515
TNXB	0.4113
BIRC7	-1.2935
A4GALT	0.9375
TIMM22	-0.2935
FAM110C	-0.5835
TOMM34	-0.82225
ABHD9	0.2285
ADAM32	3.416
CRHBP	0.615
AQP2	0.329125
LOC130355	1.2225
ZNF187	-0.0643333333333333
ZNF816A	0.5605
F7	-0.691375
CNOT1	-0.9715
SLC13A4	-0.91575
ZBTB11	0.095
B3GALT5	-0.05775
EXOC2	0.144833333333333
IRS1	0.4713
TMEM1	0.0318333333333333
MRPL34	-0.712166666666667
SAMM50	-1.0485
CDC42EP3	-0.056375
HSF2	-1.0452
MFN2	-0.0095
TSPAN7	-0.606166666666667
NUCB1	0.581333333333333
RHOH	2.04075
ARL16	-0.4375
TACR1	0.03775
SFRS5	-0.1275
SNX25	-0.328375
RHBDF1	0.626
PCDH18	3.52533333333333
HMG1L1	-0.6055
MYO5C	2.096375
MAPK10	1.0195
LDHAL6A	0.1635
NUDT12	1.13666666666667
NCAM1	-0.0452857142857143
GLIS2	-0.0285
GGTL4	-0.60775
DAPP1	0.62075
ATF7	0.877625
KIAA0748	-1.00225
NFIL3	1.142
TM6SF1	1.3247
SEZ6	0.1345
NANOS3	0.59
DNAJA3	-0.622166666666667
CLDN6	-1.7875
CIITA	3.2855
EPHA4	-0.4755
FANCC	-0.2005
CMTM3	0.6365
PSG3	-0.55775
MRPL15	-0.483
C21orf59	0.41125
PLCXD2	-0.137
C2orf34	-0.5985
UBE2L6	0.928875
MED14	-0.286166666666667
HP1BP3	0.1306
C6orf208	-0.0045
TPBG	0.55625
OSR2	0.509125
XPC	0.3525
KLHL7	-0.881333333333334
CCR3	-0.0676666666666667
AGTPBP1	-0.505333333333333
PCSK6	0.819733333333333
STAT5A	-0.691
FAM18B	0.44575
LONRF2	-0.524166666666667
PTPN2	-0.464375
SF3A3	-0.7425
EFCBP2	-0.235
HCFC1	-0.185833333333333
AHNAK	0.09295
ACTR5	-0.306
KIF14	-4.569
TENC1	1.32475
HEATR5B	0.6655
YIPF2	0.6435
MYEOV2	0.639166666666667
DUSP18	1.0755
KIAA1012	0.6485
AHR	0.914166666666667
C17orf53	-1.92183333333333
PTPRH	-2.53325
ATP6V1C1	0.1719
TAS2R3	0.196
LOC440356	0.69075
COQ10B	-0.1475
PSMF1	0.63525
SORBS2	2.54366666666667
NFE2L2	0.45325
TMCO7	-0.749
SH3PXD2A	0.5961
SH2D2A	-0.7945
SPINK5	-1.5495
MRPS24	-0.66925
OPA3	-0.05275
TRAF7	0.215166666666667
C4orf35	0.111833333333333
MT1G	-1.16025
MGC39545	0.77125
HS1BP3	0.0409
OR2B2	0.6025
CHRM4	0.219
SFRP2	4.2305
RIC3	0.711
ART1	0.411
C6orf1	1.167875
DUS4L	-0.60975
C10orf104	0.43275
TNFAIP6	3.13125
RTEL1	-1.13775
CCT4	-1.1793
ZNF709	0.61575
CHMP6	-0.155333333333333
UPP2	0.723
CYP19A1	-1.77125
CD151	-0.0331666666666667
NDUFA13	-0.265166666666667
ARFRP1	-0.613833333333333
FAM26B	1.91775
CRYBA1	-2.254
MRPL41	0.373833333333333
NPFFR2	0.79025
HRH2	0.143
SCAMP3	0.166666666666667
MTMR6	0.5253
MTG1	-0.904166666666667
UBTD1	1.03075
CRABP1	-1.9045
FLJ33790	-0.0684
KIAA1908	-0.3045
GPR158	-2.76675
PACSIN3	-0.203
OMD	4.1055
CATSPER1	-0.709666666666667
HOXB8	-1.904125
FBXO46	0.979
OAS1	0.516166666666667
SVIL	0.97125
PHB2	-0.871
ADCY3	0.271
NDRG2	1.67066666666667
ERMAP	0.9474
APBA2	-1.33166666666667
IGSF9	1.9165
WNT6	-0.00785714285714288
MYCBPAP	1.4445
ATP2B2	0.074
CPVL	-0.111
TRAM2	-0.437083333333333
NOP5/NOP58	-0.974
ZNRF4	-0.11825
TLK1	-0.5085
MTMR12	0.528928571428571
ZNF384	-0.0716666666666667
FAM9B	-2.90675
RPN1	0.1812
PMVK	0.84925
EIF3D	-0.1667
SIX2	0.919
HPS1	0.617642857142857
RNF7	0.3825
PSKH2	0.5045
KCTD13	-0.0966666666666667
CSMD3	-0.48
FBF1	-0.3015
IL8	-2.39375
SERPINB13	0.205833333333333
FBXL20	-0.18025
BLR1	0.27475
SH2B1	-0.241166666666667
RFNG	-0.105
RAB20	1.3095
RBM7	0.55725
POLR1A	-0.5295
TMPRSS4	-2.804
TAF9	-0.6045
TERF2	0.353333333333333
TNFRSF1A	0.745333333333333
ACADVL	-0.617666666666667
GTF2H5	0.176
EDG8	0.438
C9orf140	-2.024625
UST6	0.20925
ZBTB8OS	-0.68675
ZNF710	1.409
GPR174	-1.1
ATP6V0A2	-0.778
KIAA0319L	-0.305083333333333
XKRX	1.317
DOPEY2	1.7997
SDHD	-0.36075
SUMF1	1.35725
OSM	3.88775
OPN3	-0.126
DAGLB	-0.349166666666667
PPFIBP1	0.000800000000000001
TRIM63	-3.05375
C10orf53	-0.972
LYPD3	0.578
BCL7A	0.155125
AGER	-1.29516666666667
TCF19	-2.028375
SAT2	0.0965
PFTK1	1.4655
GABRE	-3.3435
C15orf38	1.9831
FIS1	0.526
KCNV2	-0.0595
CLPS	0.31425
PPCDC	-0.0365
FOXN2	0.273833333333333
NT5E	-2.8111
CD83	2.42525
IL18	1.148625
VPS16	0.03625
IGFBP2	-1.15116666666667
NOTCH2	0.6815
SIGLEC1	1.892875
CD93	5.5325
SULF2	-0.206
CEP164	-0.137375
P53AIP1	1.338
TOR2A	0.034
ZNF136	0.444
MGP	3.3653
CCDC144A	-0.305166666666667
TRPC1	-0.6285
SMS	-0.713166666666667
MAPK7	-0.6145
RRAGC	0.70575
PARD6A	0.705666666666667
NUB1	0.9645
SYNGR4	-0.27575
OR11H12	0.191
WIF1	3.5295
GCH1	-0.251
OR11H4	0.234
SLC44A5	-0.438
GPRIN2	2.10683333333333
LOC401431	0.4
CPA4	-2.9334
MELK	-3.50611111111111
IL15RA	0.357
CUL3	0.763375
HMBOX1	1.28475
PODXL	-1.121
CCT6B	1.48133333333333
COMTD1	-0.78875
MUC20	1.66766666666667
GPX2	-3.049375
ITK	-0.458125
FBXL5	1.5255
C13orf27	-1.837
DEFA5	-0.1235
TRHDE	-0.581
MTP18	-1.449
UQCRQ	-0.1007
ITGB2	1.41341666666667
CSRP2BP	0.3705
TAS2R44	0.2185
PHPT1	0.222
FAM44C	-0.35
ERH	-0.169
MPHOSPH1	-1.7715
MORC1	-0.9135
PARVB	-0.64425
LAMA1	-1.69841666666667
PGBD3	0.41575
GIMAP6	3.875
AREG	2.60566666666667
LIPT1	0.10775
MGC99813	-0.61125
C1orf201	0.423833333333333
GRIN2A	-0.6847
MAN2C1	-0.769
NSUN5	-0.746
SF3B5	-0.4375
MYC	-1.1865
NRXN1	0.817
ZNF18	-0.002
SPDYA	0.126125
SLC37A1	1.767
DECR2	0.3845
ANKRD38	0.96325
SPTLC3	-0.394666666666667
SUPT16H	-0.673
DTWD2	0.84125
ULBP1	-0.6475
ZADH1	0.283666666666667
OIP5	-3.76875
IL10RB	0.244833333333333
OTUB2	-0.21625
VWA3A	0.429333333333333
SPIC	0.149
OR6C4	-0.0915
PSCD4	1.21
DPY19L2P2	-0.2945
TRAPPC6A	0.4955
C21orf2	0.00349999999999999
CEMP1	-0.232
LIN7B	0.3295
E2F7	-2.08216666666667
VCP	-0.2545625
LAMA3	1.29083333333333
BGN	1.9515
GPR160	2.3385
COCH	-4.45816666666667
GPR81	1.60116666666667
APOBEC3F	-0.98025
tcag7.1017	-0.3835
C1orf32	0.2305
SCGB1D2	5.568
FLJ43987	-0.6975
C6orf170	0.35475
KLK9	0.1715
GPD1L	1.005625
VPS37B	0.89125
ATG3	0.0306666666666667
ADAMTS17	-0.4485
KLHDC2	0.653833333333333
NDUFV2	-0.04575
BLK	-1.755
MATN4	-1.6805
GPM6A	2.3935
GBP4	3.367
TMEM162	0.0698333333333333
PKP2	-0.317
HRASLS	0.0927777777777778
MMP1	-4.836
SFXN3	-0.2107
FSD1	-2.08466666666667
ST6GALNAC3	-1.31316666666667
CA12	2.9145
NCOA6	0.21175
C19orf58	-0.1504
PPP4R1	0.1415
MAN1A2	0.5465
IKBKAP	-0.74475
UPF1	0.0385
KIAA1219	0.627
WNT16	0.711166666666667
SNW1	0.00125
IL18RAP	2.87675
RPP30	-0.08975
CDC40	-0.0617857142857143
SETD3	0.00750000000000001
SLAMF6	0.2855
ELK4	-0.307
TRIM47	0.460166666666667
ACOX3	1.692875
TRIM6	0.355375
KIAA0372	-0.0603333333333334
TP53AP1	1.476375
SMURF2	-0.85525
ADAD1	0.148
EBP	-1.5289
KRTAP13-2	-0.0335
FLJ36874	-0.707833333333333
TOR1A	0.162833333333333
P2RY4	0.7835
GPBP1	0.14125
TRPV1	-0.095625
ADAMTS12	0.754333333333333
PES1	-0.7294
ATG4A	0.3155
MAGEA10	-4.423
WFS1	0.38725
CC2D1B	-0.751
PABPN1	-0.18925
SLC25A30	0.08925
SLCO1C1	0.806333333333333
SLC22A5	0.6395
KIF23	-3.54783333333333
SYN2	-0.0261666666666667
ASPN	7.99533333333333
CENTG2	0.5395
QSOX2	-1.398
FLJ10815	-0.122333333333333
STK24	0.1504375
SPEG	-0.3359
STK10	0.0243333333333333
DACT2	1.1055
AAAS	-0.457
SSX3	-1.0495
ABCD3	-0.1624
C4orf12	0.4455
PARVG	1.395
FIG4	0.88875
C9orf46	0.98125
TMCO6	-0.3575
IGHMBP2	-0.8495
DUS2L	-0.870666666666667
FAM3C	-0.089375
TMEM16D	-1.197
DCTN4	0.4025
KCNH3	0.089
EIF2AK2	0.548
AP1S3	-0.24275
CST4	1.05
PAM	0.05275
NUTF2	-0.96
CITED2	0.8148
SLC39A4	-0.60125
C2orf52	-1.4745
GRM3	-0.46175
C12orf49	0.54125
CCDC49	-0.1534
GRAMD1B	-0.917125
FNDC4	0.8725
SIAH2	1.7905
GDPD4	0.326
C21orf87	0.49575
ATP5A1	-0.589333333333333
C16orf63	-0.16
LOC388135	-0.120166666666667
ATP5J2	-0.503375
MMP3	0.51975
EMID2	-0.195
CRHR1	0.268
WDR70	-0.032
C13orf31	1.63875
ZFAND1	0.181
CCL18	3.30366666666667
C3orf49	-0.9135
RINT1	-0.5515
KIAA0408	-1.32466666666667
F13A1	3.7576
SLC10A1	-0.200666666666667
OGN	3.789
GIPC2	-0.6075
XPO6	-0.609833333333333
LCE1A	0.6625
FMR1	0.1207
LOC374920	-0.18625
DUSP3	-0.070125
ANKMY1	1.3945
C7orf50	0.10325
BBS9	0.2657
UNC119B	-0.436875
C9orf72	0.663
MGC35440	-0.66525
ENTPD6	-0.08125
PPP1R2P9	1.1015
ERCC4	0.365
FAHD2B	-0.5525
HMHA1	0.037
HACL1	0.24375
RAD23A	-0.339833333333333
FAM83B	-0.695
PPP5C	-0.416
RNASEH2C	-0.12275
C9orf153	-0.475
SCAMP4	0.387375
GHITM	-0.0739
NDUFB7	0.038125
ADCYAP1	0.299833333333333
SP110	1.576
MAP3K7IP2	0.11625
DHH	0.167
AGRN	-0.396428571428571
WDR33	-0.267666666666667
CEP290	0.0481666666666667
PRPS1L1	-1.96916666666667
KLRA1	-0.4785
GPR97	0.1345
CHD7	-0.78875
TLR10	1.38625
SLC30A8	-0.9775
HIC1	1.556
IAPP	-0.1465
RXFP4	0.37525
GP1BB	0.3855
SHQ1	1.2355
NKX2-3	-0.0456666666666667
API5	-0.07875
FTHP1	0.216
MOV10L1	0.00849999999999999
TRIM6-TRIM34	1.98733333333333
ADHFE1	0.52075
FAM117A	-0.6115
DDI1	0.285333333333333
CDON	-0.120666666666667
TRIM73	-0.973
IGKC	4.5795
MMP14	-0.342333333333333
DYNC1LI1	0.567875
C11orf66	1.033
TRBV3-1	-1.48575
FASTKD5	0.08275
BIVM	-1.25375
LHX4	-0.015
CXCL2	0.8477
RAB2B	-0.767
IZUMO1	-0.531
MAP3K15	-1.57325
FAM19A2	0.566
ZC3H8	-1.10483333333333
ZMAT1	2.297625
SPINK5L3	-3.112
SLC10A6	0.9985
APPL2	0.818125
CARD10	-0.0298333333333333
LOC402176	0.211375
EEF1D	0.6922
RAB6A	0.1625
C12orf5	-1.044375
PAPOLG	-0.19325
MSRB2	0.7195
BCR	0.381611111111111
PUS3	0.2985
TIAM2	0.33325
ZNF317	-0.270833333333333
CHD2	0.0645714285714286
FZD5	-2.091
NUDT8	-1.89575
ZNF763	0.534
PRC1	-3.28633333333333
ABCB9	0.2145
SPATA3	0.048
TRAK2	0.0945
STAB1	2.485125
LRRTM2	0.225166666666667
psiTPTE22	0.287
DBI	-0.243
SERPINA11	0.387
NAT5	0.472
C20orf58	-2.102
RPS6KA4	-0.262166666666667
FLJ90650	-0.86575
TGFBRAP1	-0.56775
CHRDL2	0.61625
FAHD2A	-0.742166666666667
CNTN1	0.04425
BBS4	0.3169
TMEM181	-0.6975
MINPP1	0.0955
MPHOSPH6	0.104416666666667
HOXC10	2.1122
ITPKB	0.4985
CLPTM1L	-0.794625
MEOX2	1.60366666666667
ATP6V0C	0.4545
PRPF8	-0.5595
TMC5	5.078
FKBP3	-0.52475
PLEKHB2	-0.795625
OR4D6	0.2235
ZNF544	-0.7943
D2HGDH	-0.592125
RPL18A	0.0104
HEL308	-0.021625
MPP6	-2.97675
TCERG1	-1.57625
KRT16	0.307333333333333
KLF17	-1.12375
KLF5	0.11875
